
[00:00:00.000 --> 00:00:04.000]  首先讓我們到天父的面前禱告
[00:01:52.000 --> 00:01:54.000]  這一個的早上
[00:01:54.000 --> 00:01:56.000]  同樣是一個特別的早上
[00:01:56.000 --> 00:01:58.000]  神定義要教愛
[00:01:58.000 --> 00:02:00.000]  指耶穌從死裡復活
[00:02:00.000 --> 00:02:02.000]  使萬人有份於
[00:02:02.000 --> 00:02:04.000]  這一個的早上
[00:02:04.000 --> 00:02:06.000]  使他這個早上帶來
[00:02:06.000 --> 00:02:08.000]  非常驚喜的好的消息
[00:02:08.000 --> 00:02:10.000]  我們看到聖經
[00:02:10.000 --> 00:02:12.000]  一開始就說
[00:02:12.000 --> 00:02:14.000]  第一節說
[00:02:14.000 --> 00:02:16.000]  天還沒有亮的時候
[00:02:16.000 --> 00:02:20.000]  天還是黑暗的時候
[00:02:20.000 --> 00:02:22.000]  意思說
[00:02:22.000 --> 00:02:24.000]  早晨即將要來到
[00:02:24.000 --> 00:02:26.000]  在最黑暗
[00:02:26.000 --> 00:02:28.000]  漆黑之前
[00:02:28.000 --> 00:02:30.000]  我們看到
[00:02:30.000 --> 00:02:32.000]  許許多多的門徒
[00:02:32.000 --> 00:02:34.000]  和那些跟隨
[00:02:34.000 --> 00:02:36.000]  耶穌的婦女們
[00:02:36.000 --> 00:02:38.000]  我想他們的心是沉重的
[00:02:38.000 --> 00:02:40.000]  因為他們的族已經被
[00:02:40.000 --> 00:02:42.000]  受害
[00:02:42.000 --> 00:02:44.000]  也被埋葬
[00:02:44.000 --> 00:02:46.000]  到底在香港
[00:02:46.000 --> 00:02:48.000]  這個漆黑的晚上
[00:02:48.000 --> 00:02:50.000]  是怎麼樣的呢
[00:02:50.000 --> 00:02:52.000]  我不大了解
[00:02:52.000 --> 00:02:54.000]  我還是在
[00:02:54.000 --> 00:02:56.000]  適應香港這裡的生活
[00:02:56.000 --> 00:02:58.000]  但是我可以說
[00:02:58.000 --> 00:03:00.000]  我經歷了25年
[00:03:00.000 --> 00:03:02.000]  在英國的冬天
[00:03:02.000 --> 00:03:04.000]  那個夜長日短的日子
[00:03:04.000 --> 00:03:06.000]  我真的能夠體會
[00:03:06.000 --> 00:03:08.000]  所謂的黑暗的日子
[00:03:08.000 --> 00:03:10.000]  是如何的
[00:03:10.000 --> 00:03:12.000]  天就快暗的時候
[00:03:12.000 --> 00:03:14.000]  你可以想像
[00:03:14.000 --> 00:03:16.000]  人心就覺得
[00:03:16.000 --> 00:03:18.000]  日子就過去了
[00:03:18.000 --> 00:03:20.000]  那早上呢
[00:03:20.000 --> 00:03:22.000]  要到將近八點鐘才天亮
[00:03:22.000 --> 00:03:24.000]  在活的早上
[00:03:24.000 --> 00:03:26.000]  這一群的婦女們
[00:03:26.000 --> 00:03:28.000]  來到
[00:03:28.000 --> 00:03:30.000]  她們懷著沉重的心
[00:03:30.000 --> 00:03:32.000]  到來
[00:03:32.000 --> 00:03:34.000]  但是在這個沉重
[00:03:34.000 --> 00:03:36.000]  非常憂傷
[00:03:36.000 --> 00:03:38.000]  而且說
[00:03:38.000 --> 00:03:40.000]  難以形容的一個早上
[00:03:40.000 --> 00:03:42.000]  她們來到主卻給她們一個
[00:03:42.000 --> 00:03:44.000]  最滿足的喜樂
[00:03:44.000 --> 00:03:46.000]  因為從
[00:03:46.000 --> 00:03:48.000]  咒詛裡面
[00:03:48.000 --> 00:03:50.000]  帶給她們是祝福
[00:03:50.000 --> 00:03:52.000]  從懼怕當中
[00:03:52.000 --> 00:03:54.000]  帶給她們是勇敢
[00:03:54.000 --> 00:03:56.000]  也從她們的膽怯當中
[00:03:56.000 --> 00:03:58.000]  帶給她們是剛強
[00:03:58.000 --> 00:04:02.000]  親愛的弟兄姊妹
[00:04:02.000 --> 00:04:04.000]  在這個黑暗的當中
[00:04:04.000 --> 00:04:06.000]  黎明就要來到
[00:04:06.000 --> 00:04:08.000]  耶穌基督復活的大能
[00:04:08.000 --> 00:04:10.000]  要帶給這群的
[00:04:10.000 --> 00:04:12.000]  婦女們徒
[00:04:12.000 --> 00:04:14.000]  有這個復活的盼望
[00:04:14.000 --> 00:04:16.000]  同樣帶給我們在座
[00:04:16.000 --> 00:04:18.000]  每一位都同樣有這個
[00:04:18.000 --> 00:04:20.000]  復活的盼望
[00:04:20.000 --> 00:04:22.000]  天雖然暗
[00:04:22.000 --> 00:04:24.000]  然而這些婦女們
[00:04:24.000 --> 00:04:26.000]  來到墳墓那裡
[00:04:26.000 --> 00:04:28.000]  莫大拉的瑪麗亞來到墓旁
[00:04:28.000 --> 00:04:30.000]  她看到石頭已經從
[00:04:30.000 --> 00:04:32.000]  墳墓移開了
[00:04:32.000 --> 00:04:34.000]  我們看到
[00:04:34.000 --> 00:04:36.000]  這些不可能的事
[00:04:36.000 --> 00:04:38.000]  擺在她的面前
[00:04:38.000 --> 00:04:40.000]  非常大的巨石
[00:04:40.000 --> 00:04:42.000]  封著墓口
[00:04:42.000 --> 00:04:44.000]  怎麼可以挪開呢
[00:04:44.000 --> 00:04:46.000]  我們想到
[00:04:46.000 --> 00:04:48.000]  因為她來
[00:04:48.000 --> 00:04:50.000]  是因為她明白
[00:04:50.000 --> 00:04:52.000]  主耶穌在墳墓裡
[00:04:52.000 --> 00:04:54.000]  因為主在那裡
[00:04:54.000 --> 00:04:56.000]  只要有愛主的人
[00:04:56.000 --> 00:04:58.000]  有愛主的心
[00:04:58.000 --> 00:05:00.000]  無論天如何的黑
[00:05:00.000 --> 00:05:02.000]  仍然還會去尋找主
[00:05:02.000 --> 00:05:04.000]  今天有許多的人
[00:05:04.000 --> 00:05:06.000]  以黃金為藉口
[00:05:06.000 --> 00:05:08.000]  不能親近主
[00:05:08.000 --> 00:05:10.000]  仍然會尋找主
[00:05:10.000 --> 00:05:12.000]  甚至有種種的藉口
[00:05:12.000 --> 00:05:14.000]  但是在這個
[00:05:14.000 --> 00:05:16.000]  困苦傷心
[00:05:16.000 --> 00:05:18.000]  非常沉重的早上
[00:05:18.000 --> 00:05:20.000]  瑪麗亞終於
[00:05:20.000 --> 00:05:22.000]  克服自己內心的掙扎
[00:05:22.000 --> 00:05:24.000]  來到墳墓那裡
[00:05:24.000 --> 00:05:26.000]  尋找她所愛
[00:05:26.000 --> 00:05:28.000]  她的摯愛
[00:05:28.000 --> 00:05:30.000]  我們深深的相信
[00:05:30.000 --> 00:05:32.000]  這位為她信仰
[00:05:32.000 --> 00:05:34.000]  創始成眾的基督
[00:05:34.000 --> 00:05:36.000]  她眼巴巴看著
[00:05:36.000 --> 00:05:38.000]  她所愛的主為她而釘死
[00:05:38.000 --> 00:05:40.000]  也為她而埋葬
[00:05:40.000 --> 00:05:42.000]  她仍然
[00:05:42.000 --> 00:05:44.000]  執著一件事
[00:05:44.000 --> 00:05:46.000]  當耶穌在
[00:05:46.000 --> 00:05:48.000]  死上的時候不斷的告訴他們
[00:05:48.000 --> 00:05:52.000]  我要受害
[00:05:52.000 --> 00:05:54.000]  並且呢
[00:05:54.000 --> 00:05:56.000]  第三日要從死裡復活
[00:05:56.000 --> 00:05:58.000]  我想這群
[00:05:58.000 --> 00:06:00.000]  跟隨耶穌的信徒們
[00:06:00.000 --> 00:06:02.000]  他們有這個的執著
[00:06:02.000 --> 00:06:04.000]  他們相信主的話
[00:06:04.000 --> 00:06:06.000]  但是
[00:06:06.000 --> 00:06:08.000]  怎麼跟現實
[00:06:08.000 --> 00:06:10.000]  能夠看得到呢
[00:06:10.000 --> 00:06:12.000]  因此在這個早上呢
[00:06:12.000 --> 00:06:14.000]  他們真的在那裡說
[00:06:14.000 --> 00:06:16.000]  有人把主從墳墓裡
[00:06:16.000 --> 00:06:18.000]  搬走了
[00:06:18.000 --> 00:06:20.000]  我們不知道他們把它放在那裡
[00:06:20.000 --> 00:06:22.000]  有許多不明白的事情
[00:06:22.000 --> 00:06:24.000]  擺在他們的面前
[00:06:24.000 --> 00:06:26.000]  天仍然暗
[00:06:26.000 --> 00:06:28.000]  他們仍然在那裡
[00:06:28.000 --> 00:06:30.000]  掙扎問題
[00:06:30.000 --> 00:06:32.000]  一端沒有得到
[00:06:32.000 --> 00:06:34.000]  答案的時候
[00:06:34.000 --> 00:06:36.000]  有一件事
[00:06:36.000 --> 00:06:38.000]  他們的執著就是
[00:06:38.000 --> 00:06:40.000]  天仍然暗
[00:06:40.000 --> 00:06:42.000]  然而神對他們那一個的愛
[00:06:42.000 --> 00:06:44.000]  不會因為天暗
[00:06:44.000 --> 00:06:46.000]  而摸紗
[00:06:46.000 --> 00:06:48.000]  他們仍然在那裡知道
[00:06:48.000 --> 00:06:50.000]  我的主在這裡
[00:06:50.000 --> 00:06:52.000]  我要來尋找我的主
[00:06:52.000 --> 00:06:54.000]  因此我們看到第二節
[00:06:54.000 --> 00:06:56.000]  他說
[00:06:56.000 --> 00:06:58.000]  婦女們就跑去一間
[00:06:58.000 --> 00:07:00.000]  西門彼得
[00:07:00.000 --> 00:07:02.000]  仍然可以去報信
[00:07:02.000 --> 00:07:04.000]  就是說
[00:07:04.000 --> 00:07:06.000]  他們有愛主的心
[00:07:06.000 --> 00:07:08.000]  他們就樂意團論主的事
[00:07:08.000 --> 00:07:10.000]  跑去的意思
[00:07:10.000 --> 00:07:12.000]  是很急忙的
[00:07:12.000 --> 00:07:14.000]  很快的而不是慢吞吞的
[00:07:14.000 --> 00:07:16.000]  因為她就要珍惜每一分
[00:07:16.000 --> 00:07:18.000]  每一秒
[00:07:18.000 --> 00:07:20.000]  在當時一個男權的社會
[00:07:20.000 --> 00:07:22.000]  女人在社會裡
[00:07:22.000 --> 00:07:24.000]  是沒有地位的
[00:07:24.000 --> 00:07:26.000]  甚至呢
[00:07:26.000 --> 00:07:28.000]  當時女人
[00:07:28.000 --> 00:07:30.000]  不能夠做見證人
[00:07:30.000 --> 00:07:32.000]  甚至在法庭也不能夠
[00:07:32.000 --> 00:07:34.000]  做見證
[00:07:34.000 --> 00:07:36.000]  何況
[00:07:36.000 --> 00:07:38.000]  傳達一個像復活的訊息
[00:07:38.000 --> 00:07:40.000]  更是不可思議的一件事
[00:07:40.000 --> 00:07:42.000]  然而
[00:07:42.000 --> 00:07:44.000]  瑪利亞卻跑去
[00:07:44.000 --> 00:07:46.000]  見西門彼得和耶穌所愛的門徒
[00:07:46.000 --> 00:07:48.000]  對他們
[00:07:48.000 --> 00:07:50.000]  說了
[00:07:50.000 --> 00:07:52.000]  見證了主復活了
[00:07:52.000 --> 00:07:56.000]  天仍然暗的時候
[00:07:56.000 --> 00:07:58.000]  在我們活在香港
[00:07:58.000 --> 00:08:00.000]  又或者我們面對
[00:08:00.000 --> 00:08:02.000]  許多生活挑戰的日子
[00:08:02.000 --> 00:08:04.000]  也許
[00:08:04.000 --> 00:08:06.000]  你的天還是暗的
[00:08:06.000 --> 00:08:08.000]  你能夠跨過
[00:08:08.000 --> 00:08:10.000]  天暗
[00:08:10.000 --> 00:08:12.000]  看到基督對你
[00:08:12.000 --> 00:08:14.000]  帶下的黎明嗎
[00:08:14.000 --> 00:08:16.000]  若我們的焦點
[00:08:16.000 --> 00:08:18.000]  放在黑暗
[00:08:18.000 --> 00:08:20.000]  我們就沒有看到黎明要到來
[00:08:20.000 --> 00:08:22.000]  但是我們感謝神
[00:08:22.000 --> 00:08:24.000]  瑪利亞
[00:08:24.000 --> 00:08:26.000]  在天暗的日子
[00:08:26.000 --> 00:08:28.000]  在不可思議的日子
[00:08:28.000 --> 00:08:30.000]  在非常
[00:08:30.000 --> 00:08:32.000]  難全
[00:08:32.000 --> 00:08:34.000]  為首的日子
[00:08:34.000 --> 00:08:36.000]  這個社會的裡頭
[00:08:36.000 --> 00:08:38.000]  他卻看見黎明
[00:08:38.000 --> 00:08:40.000]  要到來
[00:08:40.000 --> 00:08:42.000]  他認識到他經歷許多黑暗的日子
[00:08:42.000 --> 00:08:44.000]  他也更加
[00:08:44.000 --> 00:08:46.000]  經歷到許多主
[00:08:46.000 --> 00:08:48.000]  給他帶來黎明光明的
[00:08:48.000 --> 00:08:50.000]  一面
[00:08:50.000 --> 00:08:52.000]  曾經在
[00:08:52.000 --> 00:08:54.000]  新疆的喀什
[00:08:54.000 --> 00:08:56.000]  那裡的宣教
[00:08:56.000 --> 00:08:58.000]  面對一位老奶奶
[00:08:58.000 --> 00:09:00.000]  她就在新疆的地方
[00:09:00.000 --> 00:09:02.000]  默默地
[00:09:02.000 --> 00:09:04.000]  禱告
[00:09:04.000 --> 00:09:06.000]  圍著福音回傳耶路撒冷
[00:09:06.000 --> 00:09:08.000]  這位
[00:09:08.000 --> 00:09:10.000]  福音篇傳的一直在那裡禱告
[00:09:10.000 --> 00:09:12.000]  這位和恩正老奶奶
[00:09:12.000 --> 00:09:14.000]  當我跟李牧師
[00:09:14.000 --> 00:09:16.000]  去探她的時候呢
[00:09:16.000 --> 00:09:18.000]  她說
[00:09:18.000 --> 00:09:20.000]  因為有耶穌
[00:09:20.000 --> 00:09:22.000]  我經歷許多
[00:09:22.000 --> 00:09:24.000]  黑暗的日子
[00:09:24.000 --> 00:09:26.000]  我仍然堅持走下去
[00:09:26.000 --> 00:09:28.000]  因為我知道
[00:09:28.000 --> 00:09:30.000]  在基督裡
[00:09:30.000 --> 00:09:32.000]  我的黎明在基督裡
[00:09:32.000 --> 00:09:34.000]  這位老奶奶
[00:09:34.000 --> 00:09:36.000]  不是
[00:09:36.000 --> 00:09:38.000]  朝夕在新疆
[00:09:38.000 --> 00:09:40.000]  她一生
[00:09:40.000 --> 00:09:42.000]  六十個年頭
[00:09:42.000 --> 00:09:44.000]  就留在新疆
[00:09:48.000 --> 00:09:50.000]  當時的局勢
[00:09:50.000 --> 00:09:52.000]  改變的時候
[00:09:52.000 --> 00:09:54.000]  她有一個的執著
[00:09:54.000 --> 00:09:56.000]  就是要在那裡守候
[00:09:56.000 --> 00:09:58.000]  直到有一天
[00:09:58.000 --> 00:10:00.000]  福音進中國
[00:10:00.000 --> 00:10:02.000]  福音也要出中國
[00:10:02.000 --> 00:10:04.000]  感謝神
[00:10:04.000 --> 00:10:06.000]  把太古堂
[00:10:06.000 --> 00:10:08.000]  立在這個地方
[00:10:08.000 --> 00:10:10.000]  我看到你們教會的時候
[00:10:10.000 --> 00:10:12.000]  我真的深深感到
[00:10:12.000 --> 00:10:14.000]  感恩
[00:10:14.000 --> 00:10:16.000]  中國基督教撥道會
[00:10:16.000 --> 00:10:18.000]  太古城
[00:10:18.000 --> 00:10:20.000]  神把你們放在這個地方
[00:10:20.000 --> 00:10:22.000]  是在需要你們看到
[00:10:22.000 --> 00:10:24.000]  香港是一個
[00:10:24.000 --> 00:10:26.000]  宣教的地方
[00:10:26.000 --> 00:10:28.000]  神要重整你們起來
[00:10:28.000 --> 00:10:30.000]  把福音再次
[00:10:30.000 --> 00:10:32.000]  傳遍世界各地
[00:10:32.000 --> 00:10:34.000]  又或者在你們當中
[00:10:34.000 --> 00:10:36.000]  興起你們許多
[00:10:36.000 --> 00:10:38.000]  粵語的人士
[00:10:38.000 --> 00:10:40.000]  能夠承接普通話的
[00:10:40.000 --> 00:10:42.000]  施工,神要大大的
[00:10:42.000 --> 00:10:44.000]  使用你們,我也看見今天
[00:10:44.000 --> 00:10:46.000]  將會是執事和
[00:10:46.000 --> 00:10:48.000]  各部部長的就職禮
[00:10:48.000 --> 00:10:50.000]  我想
[00:10:50.000 --> 00:10:52.000]  神同樣要裝備你們
[00:10:52.000 --> 00:10:54.000]  在你們覺得
[00:10:54.000 --> 00:10:56.000]  有局限的當中
[00:10:56.000 --> 00:10:58.000]  神誇張你們的境界
[00:10:58.000 --> 00:11:00.000]  在你們覺得語言上
[00:11:00.000 --> 00:11:02.000]  有難處的地方
[00:11:02.000 --> 00:11:04.000]  神要幫助你們
[00:11:04.000 --> 00:11:06.000]  這位在新疆
[00:11:06.000 --> 00:11:08.000]  握手在那個地方的奶奶
[00:11:08.000 --> 00:11:10.000]  有一天
[00:11:10.000 --> 00:11:12.000]  跟她話別的時候
[00:11:12.000 --> 00:11:14.000]  她說
[00:11:14.000 --> 00:11:16.000]  我的心願就是要到以色列
[00:11:16.000 --> 00:11:18.000]  結果我們知道這件事
[00:11:18.000 --> 00:11:20.000]  我們就已經老早
[00:11:20.000 --> 00:11:22.000]  從以色列搬了一塊石頭
[00:11:22.000 --> 00:11:24.000]  就帶到新疆
[00:11:24.000 --> 00:11:26.000]  放在地上
[00:11:26.000 --> 00:11:30.000]  讓她的腳踏在石頭上
[00:11:30.000 --> 00:11:32.000]  我們告訴她
[00:11:32.000 --> 00:11:34.000]  何奶奶
[00:11:34.000 --> 00:11:36.000]  你的腳踏住在以色列地
[00:11:36.000 --> 00:11:38.000]  這塊石頭
[00:11:38.000 --> 00:11:40.000]  是以色列地帶過來的
[00:11:40.000 --> 00:11:42.000]  她說
[00:11:42.000 --> 00:11:44.000]  我堅持
[00:11:44.000 --> 00:11:46.000]  要到以色列
[00:11:46.000 --> 00:11:48.000]  很多人要我乘飛機去
[00:11:48.000 --> 00:11:50.000]  因為我堅持
[00:11:50.000 --> 00:11:52.000]  我要用步行
[00:11:52.000 --> 00:11:54.000]  走去以色列
[00:11:54.000 --> 00:11:56.000]  那怎麼可能呢
[00:11:56.000 --> 00:11:58.000]  她已經一大把年紀
[00:11:58.000 --> 00:12:00.000]  她那個心的執著
[00:12:00.000 --> 00:12:02.000]  深深感動了我
[00:12:02.000 --> 00:12:04.000]  我也在那個地方看到
[00:12:04.000 --> 00:12:06.000]  天仍然是黑暗的時候
[00:12:06.000 --> 00:12:08.000]  神仍然
[00:12:08.000 --> 00:12:10.000]  興起她的工人
[00:12:10.000 --> 00:12:12.000]  我不曉得你的心境如何
[00:12:12.000 --> 00:12:14.000]  在香港
[00:12:14.000 --> 00:12:16.000]  有非常多的普通話的人士
[00:12:16.000 --> 00:12:18.000]  需要福音
[00:12:18.000 --> 00:12:20.000]  我們仍然要堅持
[00:12:20.000 --> 00:12:22.000]  分享福音
[00:12:22.000 --> 00:12:24.000]  神不是讓我們
[00:12:24.000 --> 00:12:26.000]  在黑暗中默說
[00:12:26.000 --> 00:12:28.000]  祂允許說
[00:12:28.000 --> 00:12:30.000]  我與你同在
[00:12:30.000 --> 00:12:32.000]  祂彰顯祂偉大的能力
[00:12:32.000 --> 00:12:34.000]  祂能夠在黑暗的日子
[00:12:34.000 --> 00:12:36.000]  給瑪利亞
[00:12:36.000 --> 00:12:38.000]  明白黑暗
[00:12:38.000 --> 00:12:40.000]  最黑暗的時候
[00:12:40.000 --> 00:12:42.000]  潑小來到
[00:12:42.000 --> 00:12:44.000]  黎明就到來
[00:12:44.000 --> 00:12:46.000]  繼續下去
[00:12:46.000 --> 00:12:48.000]  我們看到第三節說
[00:12:48.000 --> 00:12:50.000]  彼得和那門徒
[00:12:50.000 --> 00:12:52.000]  就東昇到墳墓那裡去
[00:12:52.000 --> 00:12:54.000]  我想當時的門徒們
[00:12:54.000 --> 00:12:56.000]  雖然跟耶穌
[00:12:56.000 --> 00:12:58.000]  已經在一塊非常長的時間
[00:12:58.000 --> 00:13:00.000]  耶穌
[00:13:00.000 --> 00:13:02.000]  一而再再而三的說
[00:13:02.000 --> 00:13:04.000]  人子要受苦
[00:13:04.000 --> 00:13:06.000]  第三日要從死裡
[00:13:06.000 --> 00:13:08.000]  復活
[00:13:08.000 --> 00:13:10.000]  我想他們還不能夠
[00:13:10.000 --> 00:13:12.000]  揣摩更加不能夠掌握
[00:13:12.000 --> 00:13:14.000]  主說的這番話
[00:13:14.000 --> 00:13:16.000]  故此他們
[00:13:16.000 --> 00:13:18.000]  要去到墳墓裡
[00:13:18.000 --> 00:13:20.000]  看個究竟
[00:13:20.000 --> 00:13:22.000]  到底這女人所說的
[00:13:22.000 --> 00:13:24.000]  是真的嗎
[00:13:24.000 --> 00:13:26.000]  他們到了那個地方
[00:13:26.000 --> 00:13:28.000]  真的是
[00:13:28.000 --> 00:13:30.000]  探個頭來去看
[00:13:30.000 --> 00:13:32.000]  屈身向裡面觀看
[00:13:32.000 --> 00:13:34.000]  他們真的看到
[00:13:34.000 --> 00:13:36.000]  只有的就是
[00:13:36.000 --> 00:13:38.000]  西馬部留在那裡
[00:13:38.000 --> 00:13:44.000]  天暗
[00:13:44.000 --> 00:13:46.000]  還沒有光明的時候
[00:13:46.000 --> 00:13:48.000]  我們要將
[00:13:48.000 --> 00:13:50.000]  自己鄰里的貧窮
[00:13:50.000 --> 00:13:52.000]  告訴主
[00:13:52.000 --> 00:13:54.000]  我們要把我們的難處
[00:13:54.000 --> 00:13:56.000]  我們的侷限
[00:13:56.000 --> 00:13:58.000]  告訴主
[00:13:58.000 --> 00:14:00.000]  當我們看不見主找不到主的時候
[00:14:00.000 --> 00:14:02.000]  也是在黑暗的光景
[00:14:02.000 --> 00:14:04.000]  當中
[00:14:04.000 --> 00:14:06.000]  我們要誠實的面對
[00:14:06.000 --> 00:14:08.000]  面對我們在神面前
[00:14:08.000 --> 00:14:10.000]  我們的擺上
[00:14:10.000 --> 00:14:12.000]  我們的服飾
[00:14:12.000 --> 00:14:16.000]  我們是否願意
[00:14:16.000 --> 00:14:18.000]  誠實的告訴主
[00:14:18.000 --> 00:14:20.000]  我願意
[00:14:20.000 --> 00:14:22.000]  以你在上路
[00:14:22.000 --> 00:14:24.000]  縱然我過去也許
[00:14:24.000 --> 00:14:26.000]  有驕傲
[00:14:26.000 --> 00:14:28.000]  也許在服飾當中我有執著
[00:14:28.000 --> 00:14:30.000]  願你幫助我
[00:14:30.000 --> 00:14:32.000]  在我黑暗的日子當中
[00:14:32.000 --> 00:14:34.000]  能夠見到光明
[00:14:34.000 --> 00:14:36.000]  讓我服飾重新得力
[00:14:36.000 --> 00:14:38.000]  讓我們明白
[00:14:38.000 --> 00:14:40.000]  主把我們放在
[00:14:40.000 --> 00:14:42.000]  每一個崗位上
[00:14:42.000 --> 00:14:44.000]  都要我們來成全
[00:14:44.000 --> 00:14:46.000]  這是福音要篇傳
[00:14:46.000 --> 00:14:48.000]  你是否在
[00:14:48.000 --> 00:14:50.000]  這個當中看見
[00:14:50.000 --> 00:14:52.000]  瑪利亞她真的看見
[00:14:52.000 --> 00:14:54.000]  在太陽還沒有出的時候
[00:14:54.000 --> 00:14:56.000]  她雖然不明白
[00:14:56.000 --> 00:14:58.000]  甚至說
[00:14:58.000 --> 00:15:00.000]  天還沒有亮的時候
[00:15:00.000 --> 00:15:02.000]  瑪利亞不明白
[00:15:02.000 --> 00:15:04.000]  然而有外面的光
[00:15:04.000 --> 00:15:06.000]  雖然沒有
[00:15:06.000 --> 00:15:08.000]  裡面的光
[00:15:08.000 --> 00:15:10.000]  天慢慢的光亮
[00:15:10.000 --> 00:15:12.000]  外面
[00:15:12.000 --> 00:15:14.000]  照耀著的是那一片
[00:15:14.000 --> 00:15:16.000]  光芒黎明的來到
[00:15:16.000 --> 00:15:18.000]  雖然瑪利亞的流露眼
[00:15:18.000 --> 00:15:20.000]  還沒有看見
[00:15:20.000 --> 00:15:22.000]  但是她裡面
[00:15:22.000 --> 00:15:24.000]  卻慢慢的看見
[00:15:24.000 --> 00:15:26.000]  是用她的心靈
[00:15:26.000 --> 00:15:28.000]  來看見
[00:15:28.000 --> 00:15:30.000]  來明白主所說的話
[00:15:30.000 --> 00:15:32.000]  她真的用肉眼
[00:15:32.000 --> 00:15:34.000]  來看見聖經
[00:15:34.000 --> 00:15:36.000]  神的話的應許
[00:15:36.000 --> 00:15:38.000]  你是否真的明白
[00:15:38.000 --> 00:15:40.000]  在聖經中
[00:15:40.000 --> 00:15:42.000]  神向你所應許的每一句話
[00:15:42.000 --> 00:15:44.000]  是真的嗎
[00:15:44.000 --> 00:15:46.000]  瑪利亞她盡力
[00:15:46.000 --> 00:15:48.000]  門徒們也盡力
[00:15:48.000 --> 00:15:50.000]  當他們看見
[00:15:50.000 --> 00:15:52.000]  那細麻布的時候
[00:15:52.000 --> 00:15:54.000]  他們深深的明白
[00:15:54.000 --> 00:15:56.000]  主說
[00:15:56.000 --> 00:15:58.000]  我第三日要從死裡復活
[00:15:58.000 --> 00:16:00.000]  是真的
[00:16:00.000 --> 00:16:02.000]  看見這個空墳墓
[00:16:02.000 --> 00:16:04.000]  看見耶穌
[00:16:04.000 --> 00:16:06.000]  不在
[00:16:06.000 --> 00:16:08.000]  然而瑪利亞卻明白一點
[00:16:08.000 --> 00:16:10.000]  第14節那裡說
[00:16:10.000 --> 00:16:14.000]  瑪利亞在那裡
[00:16:14.000 --> 00:16:16.000]  卻不知道
[00:16:16.000 --> 00:16:18.000]  祂就是耶穌
[00:16:20.000 --> 00:16:22.000]  看見空墳墓
[00:16:22.000 --> 00:16:24.000]  卻不知道
[00:16:24.000 --> 00:16:26.000]  耶穌已經復活
