
[00:00:00.000 --> 00:00:04.680]  我們九龍城浸信會的地點都相當好
[00:02:31.760 --> 00:02:35.960]  我們先大家一起讀出第十節至二十節
[00:02:35.960 --> 00:02:41.240]  我是會用和合本修訂版和修版的
[00:02:41.240 --> 00:02:43.400]  我們一起讀出
[00:02:43.400 --> 00:02:46.120]  最後你們要靠著主
[00:02:46.120 --> 00:02:49.840]  依賴他的大能大力作剛強的人
[00:02:49.840 --> 00:02:53.280]  要穿戴神所賜的全副軍裝
[00:02:53.280 --> 00:02:55.960]  好抵擋魔鬼的詭計
[00:02:55.960 --> 00:02:57.800]  因為我們的征戰
[00:02:57.800 --> 00:03:01.280]  不是對抗有血有肉的人
[00:03:01.280 --> 00:03:07.040]  而是對抗那些執政的掌權的
[00:03:07.040 --> 00:03:09.480]  管轄這幽暗世界的
[00:03:09.480 --> 00:03:12.400]  以及天空靈界的惡魔
[00:03:12.400 --> 00:03:16.440]  所以要拿起神所賜的全副軍裝
[00:03:16.440 --> 00:03:20.240]  好在邪惡的日子能抵擋仇敵
[00:03:20.240 --> 00:03:22.680]  並且完成了一切後
[00:03:22.680 --> 00:03:25.080]  還能站立得住
[00:03:25.080 --> 00:03:27.360]  所以要站穩了
[00:03:27.360 --> 00:03:30.360]  用真理當作帶子束腰
[00:03:30.360 --> 00:03:33.800]  用公義當作護心鏡遮空
[00:03:33.800 --> 00:03:35.840]  又用和平的福音
[00:03:35.840 --> 00:03:39.720]  當作預備走路的鞋穿在腳上
[00:03:39.720 --> 00:03:43.440]  此外要拿信德國裝捆牌
[00:03:43.440 --> 00:03:47.800]  用來撲滅那惡者一切消著的賤
[00:03:47.800 --> 00:03:50.440]  要戴上救恩的頭盔
[00:03:50.440 --> 00:03:52.640]  拿著聖靈的寶劍
[00:03:52.640 --> 00:03:54.440]  就是神的道
[00:03:54.440 --> 00:03:59.080]  要靠著聖靈隨時多方禱告祈求
[00:03:59.080 --> 00:04:01.800]  並要為此警醒不倦
[00:04:01.800 --> 00:04:04.160]  為眾聖徒祈求
[00:04:04.160 --> 00:04:06.360]  也要為我祈求
[00:04:06.360 --> 00:04:07.800]  讓我有口才
[00:04:07.800 --> 00:04:11.800]  能放膽開口講明福音的奧秘
[00:04:11.800 --> 00:04:14.000]  我為這福音的奧秘
[00:04:14.000 --> 00:04:16.640]  作了戴鐵鏈的使者
[00:04:16.640 --> 00:04:22.640]  讓我能照著當盡的本分放膽宣講
[00:04:22.640 --> 00:04:28.240]  為何要穿起全副軍裝
[00:04:28.240 --> 00:04:30.560]  為何
[00:04:30.560 --> 00:04:33.360]  目的是為何呢
[00:04:33.360 --> 00:04:36.440]  在第十三節已經講了
[00:04:36.440 --> 00:04:39.520]  所以要拿起神所賜的全副軍裝
[00:04:39.520 --> 00:04:42.000]  好在邪惡的日子能抵擋仇敵
[00:04:42.000 --> 00:04:43.760]  並且完成了一切之後
[00:04:43.760 --> 00:04:46.320]  還能站立得住
[00:04:46.320 --> 00:04:49.040]  在第十一節、第十三節、第十四節
[00:04:49.040 --> 00:04:51.760]  出現了一個字
[00:04:51.760 --> 00:04:53.400]  四次這麼多
[00:04:53.400 --> 00:04:57.400]  抵擋、抵擋、站立得住、要站穩
[00:04:57.400 --> 00:05:03.040]  Stand against 或者 Stand
[00:05:03.040 --> 00:05:06.280]  為何我們要站穩
[00:05:06.280 --> 00:05:08.360]  這是一個甚麼世界
[00:05:08.360 --> 00:05:13.160]  究竟仇敵的真正面貌是怎樣
[00:05:13.160 --> 00:05:17.560]  打從耶穌第一次來到世界上的時候
[00:05:17.560 --> 00:05:21.160]  其實耶穌基督已經闖入了今世
[00:05:21.160 --> 00:05:24.800]  已經開啟了末世的戰爭
[00:05:24.800 --> 00:05:26.120]  剛才我們讀的經文說
[00:05:26.120 --> 00:05:28.520]  我們要打這場仗
[00:05:28.520 --> 00:05:32.400]  不是對抗有血有肉的人
[00:05:32.400 --> 00:05:36.080]  而是對抗那些執政的、掌權的
[00:05:36.080 --> 00:05:38.040]  管轄這個幽暗的世界
[00:05:38.040 --> 00:05:41.080]  以及天空靈界的惡魔
[00:05:41.080 --> 00:05:44.720]  其實說得很清楚、很白、很明白
[00:05:44.720 --> 00:05:46.800]  執政、掌權是甚麼
[00:05:46.800 --> 00:05:51.200]  就是靈界的邪惡的勢力
[00:05:51.200 --> 00:05:59.200]  當然魔鬼是可以利用政治
[00:05:59.200 --> 00:06:02.440]  或者利用社會的一些制度
[00:06:02.440 --> 00:06:05.600]  或者架構來搞破壞
[00:06:05.600 --> 00:06:08.720]  究竟魔鬼的本質是甚麼
[00:06:08.720 --> 00:06:11.320]  究竟魔鬼講甚麼說話
[00:06:11.320 --> 00:06:12.960]  他的母語是講甚麼
[00:06:12.960 --> 00:06:15.880]  究竟魔鬼有甚麼名字
[00:06:15.880 --> 00:06:18.840]  聖經裏面都有講
[00:06:18.840 --> 00:06:20.960]  魔鬼的本質就是
[00:06:20.960 --> 00:06:25.080]  超自然的邪惡的靈界勢力
[00:06:25.080 --> 00:06:27.440]  他有能力來行惡
[00:06:27.440 --> 00:06:28.400]  他講甚麼說話
[00:06:28.400 --> 00:06:29.640]  不是英文、不是廣東話
[00:06:29.640 --> 00:06:32.320]  不是普通話、不是印度話
[00:06:32.320 --> 00:06:37.000]  他的母語是講大話、謊言
[00:06:37.000 --> 00:06:39.280]  另外他有很多的名稱
[00:06:39.280 --> 00:06:40.720]  第一個名稱是撒旦
[00:06:40.720 --> 00:06:42.600]  大家都很熟悉,撒旦
[00:06:42.600 --> 00:06:43.680]  撒旦是甚麼意思
[00:06:43.680 --> 00:06:46.920]  撒旦這個字的意思是敵對的意思
[00:06:46.920 --> 00:06:50.720]  與神為敵的意思
[00:06:50.720 --> 00:06:53.080]  在《創世紀》講到他的名字是甚麼
[00:06:53.080 --> 00:06:55.760]  是蛇,狡猾的蛇
[00:06:55.760 --> 00:06:58.720]  《日漢福音》講到他是說方者之父
[00:06:58.720 --> 00:07:01.760]  《士徒行傳》講到是一切正義的仇敵
[00:07:01.760 --> 00:07:04.520]  《哥倫多後書》講到他是這個世界的神
[00:07:04.520 --> 00:07:07.360]  是裝作光明的天使
[00:07:07.360 --> 00:07:09.880]  《彼得前書》更加講到他是甚麼
[00:07:09.880 --> 00:07:14.400]  你們的仇敵魔鬼如同咆哮的獅子
[00:07:14.400 --> 00:07:18.960]  走來走去尋找可吞吃的人
[00:07:18.960 --> 00:07:22.840]  《貼薩羅尼加》講到他的名字是那誘惑人的
[00:07:22.840 --> 00:07:26.240]  《啟示錄》他的名字叫大紅龍
[00:07:26.240 --> 00:07:27.720]  為甚麼是紅色
[00:07:27.720 --> 00:07:33.320]  血,流人血,殺人的,置人於死地的
[00:07:33.320 --> 00:07:35.680]  所以是非常之凶險
[00:07:35.680 --> 00:07:39.280]  在這兩約中間,他的名字叫「彼烈」
[00:07:39.280 --> 00:07:40.680]  「彼烈」是甚麼意思
[00:07:40.680 --> 00:07:46.000]  虛荒、誹謗、詆毀的意思
[00:07:46.000 --> 00:07:49.880]  當你聽這麼多撒旦或者魔鬼的名字
[00:07:49.880 --> 00:07:52.240]  其實你已經知道他想做些甚麼
[00:07:52.240 --> 00:07:57.560]  他的工作的目的就是使人與神敵對
[00:07:57.560 --> 00:08:00.640]  不要接近神,不要親近神
[00:08:00.640 --> 00:08:03.640]  耶穌來是為了甚麼
[00:08:03.640 --> 00:08:04.800]  他的目的是甚麼
[00:08:04.800 --> 00:08:10.800]  是為了要拯救人脫離撒旦國度的捆綁
[00:08:10.800 --> 00:08:13.640]  帶領他們進入神的國
[00:08:13.640 --> 00:08:16.840]  魔鬼就是千萬不要進入神的國
[00:08:16.840 --> 00:08:18.360]  千萬不要黏著他
[00:08:18.360 --> 00:08:20.280]  千萬要離開他
[00:08:20.280 --> 00:08:22.040]  千萬要與他敵對
[00:08:22.040 --> 00:08:24.640]  這樣撒旦就贏了
[00:08:24.640 --> 00:08:29.280]  撒旦魔鬼的工作手段就是使人懷疑神
[00:08:29.280 --> 00:08:31.920]  作出妥協
[00:08:31.920 --> 00:08:35.280]  他攻擊的目標通常都是人的軟弱
[00:08:35.280 --> 00:08:39.720]  去針對人的弱點
[00:08:39.720 --> 00:08:46.160]  當魔鬼來引誘耶穌
[00:08:46.160 --> 00:08:51.840]  他第一個試探是屬肉體的試探
[00:08:51.840 --> 00:08:56.160]  肚子餓,人之常情
[00:08:56.160 --> 00:08:59.240]  叫石頭變成食物
[00:08:59.240 --> 00:09:02.360]  第二個試探是屬靈的試探
[00:09:02.360 --> 00:09:05.360]  他同樣很認識聖經
[00:09:05.360 --> 00:09:07.120]  其實魔鬼很認識聖經
[00:09:07.120 --> 00:09:10.800]  分分鐘認識聖經多過我們
[00:09:10.800 --> 00:09:13.600]  他誤用了神的話
[00:09:13.600 --> 00:09:16.480]  第三個試探是屬勢的試探
[00:09:16.480 --> 00:09:20.800]  不擇手段,贏得人心
[00:09:20.800 --> 00:09:25.160]  魔鬼帶耶穌從曠野升到聖殿
[00:09:25.160 --> 00:09:27.760]  然後從聖殿升到最高的山
[00:09:27.760 --> 00:09:32.600]  從最高的山升到萬國榮華
[00:09:32.600 --> 00:09:34.960]  步步高升
[00:09:34.960 --> 00:09:37.840]  看看
[00:09:37.840 --> 00:09:39.320]  從很高的山帶祂去
[00:09:39.320 --> 00:09:43.480]  把世上的萬國的榮華指給祂看
[00:09:43.480 --> 00:09:46.440]  祢若俯伏拜我
[00:09:46.440 --> 00:09:50.840]  我就把這一切賜給你
[00:09:50.840 --> 00:09:55.960]  這個引誘實在很大
[00:09:55.960 --> 00:09:57.640]  世界萬國
[00:09:57.640 --> 00:10:00.000]  有時我們這樣說笑
[00:10:00.000 --> 00:10:05.840]  如果你想擁有萬國和世界很近
[00:10:05.840 --> 00:10:12.160]  去紅磡就甚麼都有了
[00:10:12.160 --> 00:10:14.360]  步步高升
[00:10:14.360 --> 00:10:17.240]  但耶穌來到這個世界是怎樣的
[00:10:17.240 --> 00:10:21.520]  祂從高天來到這個世界
[00:10:21.520 --> 00:10:23.200]  祂虛己
[00:10:23.200 --> 00:10:24.680]  取了人的樣式
[00:10:24.680 --> 00:10:26.680]  甚至奴僕的樣式
[00:10:26.680 --> 00:10:29.000]  最後去到十字架上
[00:10:29.000 --> 00:10:31.240]  死、受苦、受死
[00:10:31.240 --> 00:10:32.440]  下到陰間
[00:10:32.440 --> 00:10:34.760]  一步步下的
[00:10:34.760 --> 00:10:37.040]  不是上的
[00:10:37.040 --> 00:10:42.280]  三天之後祂從死裡復活
[00:10:42.280 --> 00:10:44.200]  值得注意的是
[00:10:44.200 --> 00:10:45.840]  魔鬼很厲害
[00:10:45.840 --> 00:10:49.040]  撒旦的權勢好像很厲害
[00:10:49.040 --> 00:10:50.800]  但靈界的權勢
[00:10:50.800 --> 00:10:53.040]  都是伏在神的大能之下
[00:10:53.040 --> 00:10:54.560]  都是受造物
[00:10:54.560 --> 00:11:00.240]  耶穌在十字架已經征服了祂
[00:11:00.240 --> 00:11:01.840]  踐踏了祂
[00:11:01.840 --> 00:11:04.080]  祂已經輸了
[00:11:04.080 --> 00:11:06.520]  耶穌基督已經得勝了
[00:11:06.520 --> 00:11:07.000]  各位姐妹
[00:11:07.000 --> 00:11:08.800]  今天在我們這個世代
[00:11:08.800 --> 00:11:10.600]  今天在我們這個世界裡
[00:11:10.600 --> 00:11:13.960]  究竟魔鬼有甚麼圈套呢
[00:11:13.960 --> 00:11:15.360]  很多時候剛才我們說
[00:11:15.360 --> 00:11:19.600]  都會針對我們人的軟弱
[00:11:19.600 --> 00:11:21.840]  我們想想
[00:11:21.840 --> 00:11:31.960]  當猶大為了三十塊錢來賣主
[00:11:31.960 --> 00:11:36.800]  聖經說「魔鬼入了他心」
[00:11:36.800 --> 00:11:38.960]  他會不會無緣無故這樣呢
[00:11:38.960 --> 00:11:41.920]  其實原來猶大對於錢很重要
[00:11:41.920 --> 00:11:43.600]  看得很重要
[00:11:43.600 --> 00:11:48.880]  猶大就是那種貪財的軟弱
[00:11:48.880 --> 00:11:53.240]  所以魔鬼就針對他這種軟弱
[00:11:53.240 --> 00:11:56.120]  就好像一個門罅開了一點
[00:11:56.120 --> 00:11:57.280]  開了一點
[00:11:57.280 --> 00:12:02.240]  魔鬼就有機可乘
[00:12:02.240 --> 00:12:04.480]  他為了三十塊錢賣主
[00:12:04.480 --> 00:12:05.960]  我們又看看
[00:12:05.960 --> 00:12:08.240]  在《哲學行傳》說一對夫婦
[00:12:08.240 --> 00:12:10.600]  阿娜莉亞和撒菲拉
[00:12:10.600 --> 00:12:14.760]  他們看見這麼多人去侍奉主
[00:12:14.760 --> 00:12:15.440]  去愛主
[00:12:15.440 --> 00:12:17.400]  很多人來捧高他們
[00:12:17.400 --> 00:12:19.800]  很多人來讚賞他們
[00:12:19.800 --> 00:12:21.520]  魔鬼一直引誘人
[00:12:21.520 --> 00:12:24.520]  跌入甚麼陷阱裡
[00:12:24.520 --> 00:12:26.920]  表面愛神
[00:12:26.920 --> 00:12:29.600]  要得人稱讚
[00:12:29.600 --> 00:12:32.000]  這個陷阱裡
[00:12:32.000 --> 00:12:34.160]  魔鬼就是這樣
[00:12:34.160 --> 00:12:36.720]  叫我們一路一路跌倒
[00:12:36.720 --> 00:12:40.720]  有些人說一次而已,僅僅一次
[00:12:40.720 --> 00:12:42.600]  無所謂,沒問題
[00:12:42.600 --> 00:12:44.920]  破例一次,沒問題
[00:12:44.920 --> 00:12:48.640]  錢、權、色
[00:12:48.640 --> 00:12:51.400]  同樣的,今日對我們基督徒
[00:12:51.400 --> 00:12:53.440]  都有很大的引誘
[00:12:53.440 --> 00:12:56.320]  很大的陷阱
[00:12:56.320 --> 00:12:58.800]  連門徒都這樣說
[00:12:58.800 --> 00:13:03.800]  我坐左還是坐右
[00:13:03.800 --> 00:13:11.600]  在最近關注傳媒對青少年影響聯席
[00:13:11.600 --> 00:13:16.080]  早前訪問了一千九百個中學生
[00:13:16.080 --> 00:13:21.520]  了解他們使用手機交友應用程式
[00:13:21.520 --> 00:13:23.400]  Apps的情況
[00:13:23.400 --> 00:13:24.840]  調查發現
[00:13:24.840 --> 00:13:29.200]  超過一成半的學生受到網絡欺凌
[00:13:29.200 --> 00:13:35.560]  原來在網上的欺凌情況很嚴重
[00:13:35.560 --> 00:13:39.200]  通常那些欺凌是用粗言穢語
[00:13:39.200 --> 00:13:42.880]  用很粗的髒話等等
[00:13:42.880 --> 00:13:44.760]  當他要回答的時候
[00:13:44.760 --> 00:13:46.960]  要回應
[00:13:46.960 --> 00:13:49.800]  別人說髒話可能他也會說
[00:13:49.800 --> 00:13:53.920]  或者用粗言穢語罵他的時候
[00:13:53.920 --> 00:13:55.480]  那就是欺凌
[00:13:55.480 --> 00:13:57.560]  或者將圖片改了
[00:13:57.560 --> 00:14:00.640]  或者將自己的醜照被公開
[00:14:00.640 --> 00:14:06.120]  而且一成人是跟網友外出約會
[00:14:06.120 --> 00:14:13.840]  甚至有一些是墮入性關係上面
[00:14:13.840 --> 00:14:18.440]  另外在網上情緣的騙案是不斷上升
[00:14:18.440 --> 00:14:21.960]  比起上一年是增加三倍
[00:14:21.960 --> 00:14:26.400]  頭三季已經接獲了四百六十宗騙案
[00:14:26.400 --> 00:14:34.160]  被騙的款項高達三點九百億元
[00:14:34.160 --> 00:14:37.720]  所以在這些網絡世界裡面
[00:14:37.720 --> 00:14:40.960]  同樣如果我們不小心的時候
[00:14:40.960 --> 00:14:44.200]  當我們說自己跟這些網友聊天
[00:14:44.200 --> 00:14:47.480]  然後自己跟這些不認識的網友外出
[00:14:47.480 --> 00:14:52.800]  可能對於青少年來說是舒緩壓力
[00:14:52.800 --> 00:14:54.720]  有人跟我聊天
[00:14:54.720 --> 00:14:57.880]  但我們也要有真實群體的朋友
[00:14:57.880 --> 00:14:59.320]  我們要另一個平衡
[00:14:59.320 --> 00:15:02.080]  我們要有真實群體的朋友
[00:15:02.080 --> 00:15:04.400]  因為在網絡上面
[00:15:04.400 --> 00:15:08.120]  是真是假是是非
[00:15:08.120 --> 00:15:11.360]  根本你都很難知道
[00:15:11.360 --> 00:15:15.080]  另外在潮流方面
[00:15:15.080 --> 00:15:17.400]  魔鬼的圈套
[00:15:17.400 --> 00:15:18.920]  大麻
[00:15:18.920 --> 00:15:23.400]  吃大麻是我的生活方式
[00:15:23.400 --> 00:15:26.680]  其實在歐洲一早大麻已經合法化了
[00:15:26.680 --> 00:15:28.400]  在荷蘭阿姆斯特丹
[00:15:28.400 --> 00:15:29.520]  你去餐廳
[00:15:29.520 --> 00:15:31.960]  一些餐廳可以點的
[00:15:31.960 --> 00:15:33.600]  你吃什麼草
[00:15:33.600 --> 00:15:34.400]  點點
[00:15:34.400 --> 00:15:35.400]  自己點
[00:15:35.400 --> 00:15:37.760]  你好像吃魚蛋麵、牛腩麵
[00:15:37.760 --> 00:15:39.640]  你自己可以點
[00:15:39.640 --> 00:15:42.240]  在美國十個州已經是合法化
[00:15:42.240 --> 00:15:45.960]  明年在紐約州也會推動合法化
[00:15:45.960 --> 00:15:48.760]  在紐西蘭2020的公投
[00:15:48.760 --> 00:15:53.720]  公投用的大麻是合法化
[00:15:53.720 --> 00:15:58.920]  原來每一年所帶來的稅收是很龐大
[00:15:58.920 --> 00:16:01.040]  天文數字那麼大
[00:16:01.040 --> 00:16:03.600]  所以當我們現代人高舉
[00:16:03.600 --> 00:16:06.440]  這個是我的生活方式
[00:16:06.440 --> 00:16:09.720]  我和誰一起住
[00:16:09.720 --> 00:16:13.000]  我可以怎樣戀愛
[00:16:13.000 --> 00:16:13.800]  這是我的方式
[00:16:13.800 --> 00:16:14.960]  有人喜歡喝奶茶
[00:16:14.960 --> 00:16:16.000]  有人喜歡喝咖啡
[00:16:16.000 --> 00:16:17.480]  有人喜歡喝保利
[00:16:17.480 --> 00:16:19.960]  這是我的生活方式
[00:16:19.960 --> 00:16:21.040]  我喜歡吃大麻
[00:16:21.040 --> 00:16:22.120]  我喜歡濫藥
[00:16:22.120 --> 00:16:25.040]  這是我的生活方式
[00:16:25.040 --> 00:16:27.320]  沒有人可以管我
[00:16:27.320 --> 00:16:31.480]  所以這些都是一些陷阱
[00:16:31.480 --> 00:16:34.720]  另外就是今天我們基督徒所信的福音
[00:16:34.720 --> 00:16:35.920]  是一般的福音
[00:16:35.920 --> 00:16:37.360]  還是整全的福音呢
[00:16:37.360 --> 00:16:38.760]  在一本書裡面
[00:16:38.760 --> 00:16:41.040]  圖書博士的書
[00:16:41.040 --> 00:16:42.640]  《被分割的基督》
[00:16:42.640 --> 00:16:46.120]  英文的書名叫《I call it heresy》
[00:16:46.120 --> 00:16:48.400]  《我稱之為異端》
[00:16:48.400 --> 00:16:49.560]  圖書博士說
[00:16:49.560 --> 00:16:53.760]  有些人很隨便地去到主的面前這樣說
[00:16:53.760 --> 00:16:56.760]  主耶穌我來向你求助
[00:16:56.760 --> 00:16:58.160]  我知道你是救主
[00:16:58.160 --> 00:16:59.400]  所以我要相信你
[00:16:59.400 --> 00:17:01.120]  要接受你的拯救
[00:17:01.120 --> 00:17:04.160]  但是接著我要離開了
[00:17:04.160 --> 00:17:06.560]  將來可能某一個時間
[00:17:06.560 --> 00:17:08.400]  我就會思想主權
[00:17:08.400 --> 00:17:09.160]  效忠
[00:17:09.160 --> 00:17:09.800]  順從
[00:17:09.800 --> 00:17:11.240]  這些問題
[00:17:11.240 --> 00:17:13.000]  圖書博士這樣說
[00:17:13.000 --> 00:17:18.160]  我相信我們要再一次向世界宣講一個整全的基督
[00:17:18.160 --> 00:17:20.240]  這個基督
[00:17:20.240 --> 00:17:22.880]  是不會被分割的
[00:17:22.880 --> 00:17:24.720]  這個基督
[00:17:24.720 --> 00:17:27.240]  要麼就是你整個人生的主
[00:17:27.240 --> 00:17:27.920]  否則
[00:17:27.920 --> 00:17:31.360]  就根本不是我們的主
[00:17:31.360 --> 00:17:31.880]  弟兄姊妹
[00:17:31.880 --> 00:17:34.200]  今天我們是不是所信的
[00:17:34.200 --> 00:17:35.440]  是一般福音
[00:17:35.440 --> 00:17:36.840]  是一般的基督
[00:17:36.840 --> 00:17:37.960]  我們所傳講的
[00:17:37.960 --> 00:17:39.200]  是不是一般基督
[00:17:39.200 --> 00:17:40.560]  一般的福音呢
[00:17:40.560 --> 00:17:42.320]  還是一個整全的福音
[00:17:42.320 --> 00:17:44.560]  還是一個整全的耶穌基督呢
[00:17:44.560 --> 00:17:46.400]  耶穌基督來到這個世界上
[00:17:46.400 --> 00:17:49.080]  是要叫我們恢復
[00:17:49.080 --> 00:17:51.400]  好像神的形象
[00:17:51.400 --> 00:17:53.800]  我們要回到神的形象
[00:17:53.800 --> 00:17:57.720]  而不是只是得著一些表面的東西
[00:17:57.720 --> 00:18:01.400]  或者去裝飾一下自己的生命
[00:18:01.400 --> 00:18:04.320]  今天在你的生命裏面
[00:18:04.320 --> 00:18:06.480]  有沒有這樣的門縫呢
[00:18:06.480 --> 00:18:10.160]  魔鬼就是看到你有一條門縫
[00:18:10.160 --> 00:18:12.360]  這條門縫很小的
[00:18:12.360 --> 00:18:14.320]  就好像我現在住的地方
[00:18:14.320 --> 00:18:15.200]  大維修
[00:18:15.200 --> 00:18:17.360]  就算你封了膠紙
[00:18:17.360 --> 00:18:18.720]  那些窗封了膠紙
[00:18:18.720 --> 00:18:20.440]  你的門封了膠紙
[00:18:20.440 --> 00:18:23.240]  那些塵都會無孔不入的
[00:18:23.240 --> 00:18:27.680]  其實魔鬼可以在一個最小的縫隙裏面
[00:18:27.680 --> 00:18:29.760]  進入你的生命裏面
[00:18:29.760 --> 00:18:31.400]  來毀壞你的生命
[00:18:31.400 --> 00:18:33.080]  毀壞你的家庭的生命
[00:18:33.080 --> 00:18:35.360]  毀壞你們人際的關係
[00:18:35.360 --> 00:18:36.960]  毀壞這個群體
[00:18:36.960 --> 00:18:38.240]  毀壞這個成長班
[00:18:38.240 --> 00:18:40.240]  甚至毀壞這個教會
[00:18:40.240 --> 00:18:44.040]  不要看它僅僅是一次
[00:18:44.040 --> 00:18:45.400]  破例一次
[00:18:45.400 --> 00:18:47.200]  很小事
[00:18:47.200 --> 00:18:48.720]  不要這樣看
[00:18:48.720 --> 00:18:51.480]  它的破壞性是很大的
[00:18:51.480 --> 00:18:53.800]  它是有能力來破壞
[00:18:53.800 --> 00:18:56.040]  但是值得注意的就是
[00:18:56.040 --> 00:18:57.840]  耶穌基督已經得勝
[00:18:57.840 --> 00:19:00.480]  我們要穿起全副的軍裝
[00:19:00.480 --> 00:19:02.280]  這副全副的軍裝
[00:19:02.280 --> 00:19:05.080]  是神所賜給我們的
[00:19:05.080 --> 00:19:08.200]  不是你自己去搞這些搞路出來的
[00:19:08.200 --> 00:19:12.040]  這副全副的軍裝是屬於神來鑄造的
[00:19:12.040 --> 00:19:13.440]  是祂供應的
[00:19:13.440 --> 00:19:16.840]  但是我們的責任是要穿起它
[00:19:16.840 --> 00:19:18.760]  可不可以不穿
[00:19:18.760 --> 00:19:19.880]  不可以
[00:19:19.880 --> 00:19:23.680]  是因為這個是命令
[00:19:23.680 --> 00:19:26.480]  是我們必須要穿起它
[00:19:26.480 --> 00:19:30.400]  以致我們能夠抵抗魔鬼的圈套
[00:19:30.400 --> 00:19:33.000]  站立得穩
[00:19:33.000 --> 00:19:36.720]  我們看看這個全副軍裝有多少個配件
[00:19:36.720 --> 00:19:39.360]  有六樣的配件
[00:19:39.360 --> 00:19:43.080]  第一個配件是真理的腰帶
[00:19:43.080 --> 00:19:46.000]  束上皮製成的腰帶
[00:19:46.000 --> 00:19:48.840]  即是說勒緊褲頭
[00:19:48.840 --> 00:19:50.520]  要充滿信心
[00:19:50.520 --> 00:19:51.920]  整裝待發
[00:19:51.920 --> 00:19:55.760]  不要還在這裡散漫
[00:19:55.760 --> 00:19:58.280]  真理就是聖經的真理
[00:19:58.280 --> 00:19:59.400]  教義的真理
[00:19:59.400 --> 00:20:01.200]  福音的真理
[00:20:01.200 --> 00:20:04.320]  當我們有真理
[00:20:04.320 --> 00:20:06.360]  束起腰的時候
[00:20:06.360 --> 00:20:09.280]  我們就會有真誠
[00:20:09.280 --> 00:20:12.040]  我們就會有誠實
[00:20:12.040 --> 00:20:14.960]  在一個英文的版本
[00:20:14.960 --> 00:20:17.600]  NEB裏面是這樣寫的
[00:20:17.600 --> 00:20:21.240]  Put on Integrity
[00:20:21.240 --> 00:20:23.560]  是有這一份誠信
[00:20:23.560 --> 00:20:28.360]  魔鬼最喜歡黑暗、謊言、欺詐
[00:20:28.360 --> 00:20:31.640]  但是當我們願意去領受真理
[00:20:31.640 --> 00:20:33.360]  並且活出真理的時候
