
[00:00:00.000 --> 00:00:03.740]  上個禮拜,應該是上次我講到的時候
[00:01:50.980 --> 00:01:53.900]  他回應第五個福,就是連恤人的人
[00:01:53.900 --> 00:01:56.700]  是有福的,如何能夠真正的連恤人呢?
[00:01:56.700 --> 00:01:59.500]  我們唯有用一個清潔的心
[00:01:59.500 --> 00:02:02.460]  一個清純的心,來有一個
[00:02:02.460 --> 00:02:05.740]  正確的動機,去施行連恤
[00:02:05.740 --> 00:02:08.360]  表達神的愛
[00:02:08.360 --> 00:02:11.480]  接下來,今天我們說第七個,大家知道是什麼嗎?
[00:02:11.480 --> 00:02:12.480]  第七個是
[00:02:12.480 --> 00:02:16.140]  "使人和睦的人有福料"
[00:02:16.140 --> 00:02:18.960]  我們一起讀一讀,馬帝方第五章第九節,請讀
[00:02:18.960 --> 00:02:22.060]  使人和睦的人有福料
[00:02:22.060 --> 00:02:25.100]  因爲他們必稱爲上帝的
[00:02:25.100 --> 00:02:27.860]  兒子,我們再讀一次
[00:02:27.860 --> 00:02:30.900]  使人和睦的人有福料,因爲他們
[00:02:30.900 --> 00:02:34.080]  必稱爲上帝的兒子
[00:02:34.080 --> 00:02:38.580]  所以我們說,使人和睦
[00:02:38.580 --> 00:02:41.460]  是蒙福的
[00:02:41.460 --> 00:02:43.300]  使人和睦,蒙福
[00:02:43.300 --> 00:02:46.760]  原來這個,接下來
[00:02:46.760 --> 00:02:49.700]  對於上面清心也很有關係
[00:02:49.700 --> 00:02:52.660]  因爲很多時候,會引起
[00:02:52.660 --> 00:02:56.080]  不和,或者衝突
[00:02:56.080 --> 00:02:59.240]  有不少時候,可能是因爲人
[00:02:59.240 --> 00:03:02.300]  自己的自私,或者我們
[00:03:02.300 --> 00:03:04.580]  一些的積心
[00:03:04.580 --> 00:03:07.380]  能夠彼此和好
[00:03:07.380 --> 00:03:10.300]  或者彼此和睦,甚至彼此
[00:03:10.300 --> 00:03:13.300]  服和,是必須帶着一個
[00:03:13.300 --> 00:03:16.320]  真誠,和純正的動機
[00:03:16.320 --> 00:03:18.660]  可以說,這個就是一個
[00:03:18.660 --> 00:03:21.780]  清純,清潔的心
[00:03:21.780 --> 00:03:24.560]  所以真的,一個清潔的心幫助我們
[00:03:24.560 --> 00:03:27.880]  我們去實踐與人相處的時候
[00:03:27.880 --> 00:03:31.160]  聖經說,使人和睦的人有福料
[00:03:31.160 --> 00:03:34.420]  原來這個使人和睦,不代表
[00:03:34.420 --> 00:03:37.160]  我們總之就和人
[00:03:37.160 --> 00:03:40.220]  好關係,無論是付什麼代價
[00:03:40.220 --> 00:03:43.340]  包括了,可能有些東西是不對的
[00:03:43.340 --> 00:03:46.620]  這個不是耶穌的心意
[00:03:47.140 --> 00:03:50.500]  使人和睦的意思是,我們能夠帶領人
[00:03:50.500 --> 00:03:53.700]  與上帝和好,以至在
[00:03:53.700 --> 00:03:56.920]  與上帝和好的愛和平安當中
[00:03:56.920 --> 00:03:59.960]  我們能夠與人有一個和睦的
[00:03:59.960 --> 00:04:01.540]  相處
[00:04:01.540 --> 00:04:04.640]  保持這種從神而來的和平
[00:04:04.640 --> 00:04:07.380]  以至我們能夠活在人羣當中
[00:04:07.380 --> 00:04:10.900]  去宣揚神的愛和平安
[00:04:10.900 --> 00:04:14.240]  所以,使徒德穆斯,大家可能聽過他的名字
[00:04:14.240 --> 00:04:17.280]  John Stockton,我們一位非常敬重的
[00:04:17.280 --> 00:04:18.600]  方派的領袖
[00:04:18.600 --> 00:04:21.340]  他曾經這麼說,他說,與人和好
[00:04:21.340 --> 00:04:23.920]  不代表了放棄真理
[00:04:23.920 --> 00:04:27.400]  和信仰的原則,即是什麼都說是
[00:04:27.400 --> 00:04:30.320]  有時候我們真的需要爲了信仰的緣故
[00:04:30.320 --> 00:04:32.420]  可能是"NO"的
[00:04:32.420 --> 00:04:35.800]  甚至有些人會
[00:04:35.800 --> 00:04:37.160]  拒絕我們
[00:04:37.160 --> 00:04:40.180]  但是我們不代表我們放棄了
[00:04:40.180 --> 00:04:43.080]  我們的真理和信仰的原則
[00:04:43.080 --> 00:04:45.840]  最重要的,他說,必須
[00:04:45.840 --> 00:04:48.720]  用純正的愛
[00:04:48.720 --> 00:04:51.480]  和在真理當中,追求合一
[00:04:51.480 --> 00:04:53.660]  追求和睦
[00:04:53.660 --> 00:04:56.060]  所以,換句話說,這又是回應
[00:04:56.060 --> 00:04:58.760]  對主的那種純純誠
[00:04:58.760 --> 00:05:02.120]  純正,對我們信仰的持守
[00:05:02.120 --> 00:05:04.900]  但是用一種純正的愛
[00:05:04.900 --> 00:05:07.900]  和在真理當中,追求合一和和睦
[00:05:07.900 --> 00:05:10.400]  這是使徒德穆斯
[00:05:10.400 --> 00:05:13.360]  對於這方面,給了我們一個提醒
[00:05:13.360 --> 00:05:15.980]  所以,其實主耶穌也是這樣說的
[00:05:15.980 --> 00:05:18.960]  我們一直在八福裏面,不斷用馬太福音
[00:05:18.960 --> 00:05:21.600]  因爲這是一個總綱
[00:05:21.600 --> 00:05:23.880]  跟着下去,馬太福音記載很多
[00:05:23.880 --> 00:05:27.080]  特別是登山八福的時候,是回應八福裏面的真理
[00:05:27.080 --> 00:05:29.760]  所以,有了這八福的真理
[00:05:29.760 --> 00:05:32.780]  可以說是最精闢的內涵
[00:05:32.780 --> 00:05:35.880]  在實踐裏面,在馬太福音不斷地
[00:05:35.880 --> 00:05:38.920]  去補充和去陳述
[00:05:38.920 --> 00:05:41.900]  所以,在馬太福音第十章
[00:05:41.900 --> 00:05:44.820]  耶穌也這樣表明這方面的真理
[00:05:44.820 --> 00:05:47.760]  第十章,三十四到三十八節
[00:05:47.760 --> 00:05:50.680]  我們一起讀一讀,請讀
[00:05:50.680 --> 00:05:53.700]  你們不要想,我來是叫地上太平
[00:05:53.700 --> 00:05:56.720]  我來並不是叫地上太平
[00:05:56.720 --> 00:05:59.700]  乃是叫地上動刀兵
[00:05:59.700 --> 00:06:02.640]  因爲我來是叫人
[00:06:02.640 --> 00:06:05.640]  與父親相說,女兒與母親相說
[00:06:05.640 --> 00:06:09.080]  女兒與母親相說,媳婦與婆婆相說
[00:06:09.080 --> 00:06:12.120]  人的仇敵就是
[00:06:12.120 --> 00:06:13.880]  自己家裏的人
[00:06:13.880 --> 00:06:17.440]  愛父母,過於愛我的
[00:06:17.440 --> 00:06:20.320]  不配作我的門徒
[00:06:20.320 --> 00:06:23.500]  愛兒女,過於愛我的,不配作我的門徒
[00:06:23.500 --> 00:06:26.940]  不配作她的十字架,跟從我的
[00:06:26.940 --> 00:06:29.660]  也不配作我的門徒
[00:06:29.660 --> 00:06:32.080]  哇,厲不厲害?這句話
[00:06:32.960 --> 00:06:36.000]  非常挑戰性
[00:06:36.000 --> 00:06:38.760]  有時也令我們有些誹解
[00:06:38.760 --> 00:06:41.860]  那究竟主耶穌是倡導和平
[00:06:41.860 --> 00:06:43.040]  還是不是呢?
[00:06:43.040 --> 00:06:46.860]  這裏的意思,我要解釋一下
[00:06:46.860 --> 00:06:49.720]  主耶穌說到,當我們來到這世界
[00:06:49.720 --> 00:06:52.620]  遵守神的吩咐
[00:06:52.620 --> 00:06:54.900]  以耶穌基督爲我們生命的主
[00:06:54.900 --> 00:06:57.720]  爲我們天國的王
[00:06:57.720 --> 00:07:00.480]  我們的時候就是宣揚神的真理
[00:07:00.480 --> 00:07:03.520]  祂的福音,祂的愛
[00:07:03.520 --> 00:07:06.560]  但不代表換來一定是太平
[00:07:06.560 --> 00:07:09.560]  換句話說,我們今天見到這個世界
[00:07:09.560 --> 00:07:12.540]  很多人與人之間的衝突,很多人與人之間
[00:07:12.540 --> 00:07:15.540]  國與國之間,民與民之間
[00:07:15.540 --> 00:07:18.320]  甚至家庭裏面的成員,會有衝突
[00:07:18.320 --> 00:07:21.820]  太平不是必然的
[00:07:21.820 --> 00:07:25.160]  也不是一定信了耶穌之後
[00:07:25.160 --> 00:07:28.040]  所有東西在我們周圍的人
[00:07:28.040 --> 00:07:30.680]  都會享受得到
[00:07:30.680 --> 00:07:34.000]  反而,好像使徒大牧師所說
[00:07:34.000 --> 00:07:37.260]  有時候我們在真理或信仰上堅定的時候
[00:07:37.260 --> 00:07:40.240]  可能會引起一些未信主的家人
[00:07:40.240 --> 00:07:43.120]  或者朋友的反對
[00:07:43.120 --> 00:07:46.140]  甚至與我們的拒絕,甚至與我們挑剔
[00:07:46.140 --> 00:07:49.100]  但是我們呢?
[00:07:49.100 --> 00:07:52.180]  我們的態度是什麼呢?
[00:07:52.180 --> 00:07:55.180]  就是瑪德福音的登山部分提醒我們
[00:07:55.180 --> 00:07:58.360]  我們是平民,我們是使人和睦的人
[00:07:58.360 --> 00:08:01.200]  所以這個問題不是在於我們
[00:08:01.200 --> 00:08:04.240]  而是在於其他人對於我們信仰的持守
[00:08:04.240 --> 00:08:07.240]  或者對於我們所解釋的真理
[00:08:07.240 --> 00:08:10.340]  我們活出的生活,他們可能有一些不體諒
[00:08:10.340 --> 00:08:13.340]  或者攻擊
[00:08:13.340 --> 00:08:16.600]  或者是一些反對
[00:08:16.600 --> 00:08:19.780]  所以我們發覺,當我們來把主耶穌
[00:08:19.780 --> 00:08:22.860]  擺在我們人生的首位
[00:08:22.860 --> 00:08:25.860]  就是說,當我們愛神,過於愛其他的人
[00:08:25.860 --> 00:08:28.620]  甚至是我們的父母
[00:08:28.620 --> 00:08:32.000]  和兒女,這是主耶穌希望我們所有的
[00:08:32.000 --> 00:08:35.220]  這個不是一種很嚴厲
[00:08:35.220 --> 00:08:38.220]  令我們
[00:08:38.220 --> 00:08:41.220]  享受不到平安、愛的教導
[00:08:41.220 --> 00:08:44.160]  相反,其實這個是讓我們知道
[00:08:44.160 --> 00:08:47.160]  什麼是我們最重要
[00:08:47.160 --> 00:08:50.160]  我們人生去持守的正確方向
[00:08:50.160 --> 00:08:53.120]  如果我們離開了真道
[00:08:53.120 --> 00:08:55.860]  離開了這些真理的原則
[00:08:55.860 --> 00:08:58.640]  來討好別人,甚至是我們家人的時候
[00:08:58.640 --> 00:09:01.720]  最終可能是大家都一起離開了主的道
[00:09:01.720 --> 00:09:04.720]  但是相反,當我們來持守
[00:09:04.720 --> 00:09:07.720]  讓我們用愛和和睦的心
[00:09:07.720 --> 00:09:10.720]  去表達出我們要走的方向
[00:09:10.720 --> 00:09:13.720]  和我們持守的真理的時候
[00:09:13.720 --> 00:09:16.720]  可能家人
[00:09:16.720 --> 00:09:19.720]  會和我們反對
[00:09:19.720 --> 00:09:22.720]  或者我們試過,我們信耶穌的時候
[00:09:22.720 --> 00:09:25.720]  父母反對,或者家人會
[00:09:25.720 --> 00:09:28.720]  反對,或者我們的朋友會遠離我們
[00:09:28.720 --> 00:09:31.720]  等等,但是我們發覺有一個
[00:09:31.720 --> 00:09:34.720]  很重要的,就是當我們繼續來持守
[00:09:34.720 --> 00:09:37.720]  真的走正確方向的時候,有一天,我們可能是
[00:09:37.720 --> 00:09:40.720]  吸引他來和我們一起走正確方向
[00:09:40.720 --> 00:09:43.720]  就不是調轉我們跟了他們
[00:09:43.720 --> 00:09:46.720]  去走開,離開了主的道
[00:09:46.720 --> 00:09:49.720]  所以在這個過程中我們知道,有時候
[00:09:49.720 --> 00:09:52.720]  我們會發覺,會有這種
[00:09:52.720 --> 00:09:55.720]  不平安的情況,所以耶穌早就說了
[00:09:55.720 --> 00:09:58.720]  就是我們有時候會看到地上會
[00:09:58.720 --> 00:10:01.720]  動刀兵,親人會生疏
[00:10:01.720 --> 00:10:04.720]  主要是因爲人的仇敵
[00:10:04.720 --> 00:10:07.720]  可能就是自己的家人
[00:10:07.720 --> 00:10:10.720]  這是因爲信仰的緣故
[00:10:10.720 --> 00:10:13.720]  但是我們知道,當我們來到愛神
[00:10:13.720 --> 00:10:16.720]  在我們守衛的時候,我們就
[00:10:16.720 --> 00:10:19.720]  揹着十字架跟從他,這個就是
[00:10:19.720 --> 00:10:22.720]  真的門徒要付的代價
[00:10:22.720 --> 00:10:25.720]  和神給我們的智慧
[00:10:25.720 --> 00:10:28.720]  那我們究竟有什麼態度來面對
[00:10:28.720 --> 00:10:31.720]  這種情況呢?我們今天實在是
[00:10:31.720 --> 00:10:34.720]  在這個世界裏面,我們會有不信主的
[00:10:34.720 --> 00:10:37.720]  同事,不信主的家人,不信主的朋友
[00:10:37.720 --> 00:10:40.720]  不信主的鄰居等等
[00:10:40.720 --> 00:10:43.720]  我們有時候都會,因爲我們信仰的緣故
[00:10:43.720 --> 00:10:46.720]  他們知道我們是基督徒,有時候可能是好的
[00:10:46.720 --> 00:10:49.720]  有時候未必,有時候可能他們是
[00:10:49.720 --> 00:10:52.720]  反對基督教,或者故意難爲基督徒
[00:10:52.720 --> 00:10:55.720]  究竟我們和他們有什麼態度
[00:10:55.720 --> 00:10:58.720]  去相處呢?
[00:10:58.720 --> 00:11:01.720]  我們用什麼態度,以致我們能夠蒙福呢?
[00:11:01.720 --> 00:11:04.720]  所以我們回到耶穌一開始的教導
[00:11:04.720 --> 00:11:07.720]  原來我們是需要做一個
[00:11:07.720 --> 00:11:10.720]  洗人和睦的人,我們盡了我們的能力去做
[00:11:10.720 --> 00:11:13.720]  人家對我們的反應是怎樣
[00:11:13.720 --> 00:11:16.720]  我們沒有辦法去控制
[00:11:16.720 --> 00:11:19.720]  但是我們能夠做好,我們儘量
[00:11:19.720 --> 00:11:22.720]  就是神給我們的心意
[00:11:22.720 --> 00:11:25.720]  做一個洗人和睦的人
[00:11:25.720 --> 00:11:28.720]  原來洗人和睦真的能夠蒙福的
[00:11:28.720 --> 00:11:31.720]  所以我們看到,接着下去
[00:11:31.720 --> 00:11:34.720]  下一個禮拜,我們知道,就是說到
[00:11:34.720 --> 00:11:37.720]  我們受到逼迫
[00:11:37.720 --> 00:11:40.720]  所以神真的叫我們預了
[00:11:40.720 --> 00:11:43.720]  有時候我們做主的門徒,是因爲
[00:11:43.720 --> 00:11:46.720]  行出異,受到逼迫
[00:11:46.720 --> 00:11:49.720]  但是我們的態度仍然是什麼呢?就是仍然行神的旨意
[00:11:49.720 --> 00:11:52.720]  好憐憫,行公義,我們繼續做連率的
[00:11:52.720 --> 00:11:55.720]  做和平的使者,這個就是我們蒙福的原因
[00:11:55.720 --> 00:11:58.720]  所以今天我們先解釋一下
[00:11:58.720 --> 00:12:01.720]  免得大家對這方面有所誤解
[00:12:01.720 --> 00:12:04.720]  洗人和睦就是別人說什麼就說什麼
[00:12:04.720 --> 00:12:07.720]  我們不是這個意思
[00:12:07.720 --> 00:12:10.720]  做天國的子民,的確我們不是來搞
[00:12:10.720 --> 00:12:13.720]  敵對,我們不是專門找麻煩
[00:12:13.720 --> 00:12:16.720]  或者與人過意不去
[00:12:16.720 --> 00:12:19.720]  我們是洗人和睦的使者
[00:12:19.720 --> 00:12:22.720]  這個聖經說
[00:12:22.720 --> 00:12:25.720]  這個就是必稱爲上帝的兒子
[00:12:25.720 --> 00:12:28.720]  所以我們作爲上帝的兒子
[00:12:28.720 --> 00:12:31.720]  我們應該是洗人和睦的人
[00:12:31.720 --> 00:12:34.720]  搞敵對,搞破壞,造成分裂
[00:12:34.720 --> 00:12:37.720]  是魔鬼的作爲,我們不做魔鬼的兒子
[00:12:37.720 --> 00:12:40.720]  大家明白嗎?
[00:12:40.720 --> 00:12:43.720]  所以我們不做魔鬼的兒子,做這些分裂
[00:12:43.720 --> 00:12:46.720]  搞破壞,令人際關係破裂,我們不做這個
[00:12:46.720 --> 00:12:49.720]  我們要做上帝的兒子,我們要洗人和睦
[00:12:49.720 --> 00:12:52.720]  什麼叫做洗人和睦呢?
[00:12:52.720 --> 00:12:55.720]  事實上我們知道
[00:12:55.720 --> 00:12:58.720]  神是一位和平的神,是一位復活的神
[00:12:58.720 --> 00:13:01.720]  所以聖經裏面說得很清楚
[00:13:01.720 --> 00:13:04.720]  爾弗索書第二章14節
[00:13:04.720 --> 00:13:07.720]  請大家同聖讀出,好嗎?請讀
[00:13:07.720 --> 00:13:10.720]  「因他洗我們和睦,將兩下合而爲一」
[00:13:10.720 --> 00:13:13.720]  「拆毀了中間隔斷的牆」
[00:13:13.720 --> 00:13:16.720]  原來這個和睦
[00:13:16.720 --> 00:13:19.720]  原文是
[00:13:19.720 --> 00:13:22.720]  「因他是我們的和睦」
[00:13:22.720 --> 00:13:25.720]  所以翻譯是這樣翻譯
[00:13:25.720 --> 00:13:28.720]  「因他是我們的和睦」
[00:13:28.720 --> 00:13:31.720]  或者翻譯成「因他是我們的和睦」
[00:13:31.720 --> 00:13:34.720]  「因他是我們的和睦」的意思就是
[00:13:34.720 --> 00:13:37.720]  本身神就是一位和平的神
[00:13:37.720 --> 00:13:40.720]  神就是那位像和睦的主
[00:13:40.720 --> 00:13:43.720]  這就是聖經裏面很清楚地介紹上帝的屬性
[00:13:43.720 --> 00:13:46.720]  因爲他是洗我們和睦的
[00:13:46.720 --> 00:13:49.720]  他本身就是和平的神
[00:13:49.720 --> 00:13:52.720]  究竟爾弗索書說到什麼呢?
[00:13:52.720 --> 00:13:55.720]  他說「將兩下合而爲一」
[00:13:55.720 --> 00:13:58.720]  大家知不知道「兩下」指的是誰?
[00:13:58.720 --> 00:14:01.720]  就是指猶太人和外邦人
[00:14:01.720 --> 00:14:04.720]  所以在爾弗索書這裏說到
[00:14:04.720 --> 00:14:07.720]  所有的人,無論是猶太人或非猶太人
[00:14:07.720 --> 00:14:10.720]  神要他們不會有隔絕
[00:14:10.720 --> 00:14:13.720]  不會因爲律法,不會因爲有些人認爲我是神的選民
[00:14:13.720 --> 00:14:16.720]  所以就看不起其他外邦人
[00:14:16.720 --> 00:14:19.720]  他說「沒有了,沒有了,沒有了」
[00:14:19.720 --> 00:14:22.720]  因爲他說神將兩下合而爲一
[00:14:22.720 --> 00:14:25.720]  拆毀了中間所隔絕的牆
[00:14:25.720 --> 00:14:28.720]  這是指耶穌基督十字架的真理
[00:14:28.720 --> 00:14:31.720]  所以耶穌來到這個世界
[00:14:31.720 --> 00:14:34.720]  爲我們釘在十字架上,拆毀了這個閻區
[00:14:34.720 --> 00:14:37.720]  讓人與人之間能夠和好
[00:14:37.720 --> 00:14:40.720]  最重要的是我們能夠與神和好
[00:14:40.720 --> 00:14:43.720]  所以有人指出十字架也很有意思
[00:14:43.720 --> 00:14:46.720]  十字架這裏是向上的
[00:14:46.720 --> 00:14:49.720]  指十字架這個救恩
[00:14:49.720 --> 00:14:52.720]  幫助我們能夠與上帝和好
[00:14:52.720 --> 00:14:55.720]  我們本來是與神爲敵的
[00:14:55.720 --> 00:14:58.720]  現在因爲耶穌基督的救贖,我們與神和好
[00:14:58.720 --> 00:15:01.720]  十字架也有一個向橫的
[00:15:01.720 --> 00:15:04.720]  就是當我們與神和好了
[00:15:04.720 --> 00:15:07.720]  我們有了愛,有了學習,像神一樣
[00:15:07.720 --> 00:15:10.720]  赦免,去饒恕
[00:15:10.720 --> 00:15:13.720]  去付出,去犧牲的愛
[00:15:13.720 --> 00:15:16.720]  不要再爲自己而活
[00:15:16.720 --> 00:15:19.720]  是爲神和其他必人的好處而活的時候
[00:15:19.720 --> 00:15:22.720]  我們就發覺我們能夠
[00:15:22.720 --> 00:15:25.720]  與人和睦,因爲十字架的救恩
[00:15:25.720 --> 00:15:28.720]  能夠達到這個目的
[00:15:28.720 --> 00:15:31.720]  所以什麼是上帝的子民,神的兒女
[00:15:31.720 --> 00:15:34.720]  原來我們就是效法耶穌基督的榜樣
[00:15:34.720 --> 00:15:37.720]  做這位和平之君,和平之主的子民
[00:15:37.720 --> 00:15:40.720]  所以其實我們很熟識的
[00:15:40.720 --> 00:15:43.720]  在舊約一節的聖經提到
[00:15:43.720 --> 00:15:46.720]  預言主耶穌降生,聖誕節差不多一定讀的
[00:15:46.720 --> 00:15:49.720]  二創學書第九章第六節我們一起讀
[00:15:49.720 --> 00:15:52.720]  請讀下,他說:他的名
[00:15:52.720 --> 00:15:55.720]  稱爲奇妙策士,全能的神
[00:15:55.720 --> 00:15:58.720]  永在的父,和平之君
[00:15:58.720 --> 00:16:01.720]  這個就是主耶穌
[00:16:01.720 --> 00:16:04.720]  這位微塞亞神所預備的救主
[00:16:04.720 --> 00:16:07.720]  他來的目的
[00:16:07.720 --> 00:16:10.720]  而他本身的屬性,他的名稱是什麼
[00:16:10.720 --> 00:16:13.720]  就是奇妙策士,全能的神
[00:16:13.720 --> 00:16:16.720]  這表明了他的神性,永在的父
[00:16:16.720 --> 00:16:19.720]  表明了他的永恆性,然後就是和平之君
[00:16:19.720 --> 00:16:22.720]  表明了他的工作,就是將和平的福音
[00:16:22.720 --> 00:16:25.720]  帶給我們世人,他是和平之君
[00:16:25.720 --> 00:16:28.720]  耶穌來到天國,八福的時候
[00:16:28.720 --> 00:16:31.720]  他以一個君王的姿態來宣告
[00:16:31.720 --> 00:16:34.720]  原來這個君王是誰
[00:16:34.720 --> 00:16:37.720]  這個君王是和平之君
[00:16:37.720 --> 00:16:40.720]  和平之君宣佈
[00:16:40.720 --> 00:16:43.720]  洗人和睦的人有福料
[00:16:43.720 --> 00:16:46.720]  因爲他們必稱爲神的兒女
[00:16:46.720 --> 00:16:49.720]  上帝的兒女,Amen
[00:16:49.720 --> 00:16:52.720]  感謝主
[00:16:52.720 --> 00:16:55.720]  原來我們知道十字架是成就和睦的
[00:16:55.720 --> 00:16:58.720]  耶穌的身份就是
[00:16:58.720 --> 00:17:01.720]  這個The Prince of Peace
[00:17:01.720 --> 00:17:04.720]  他也是那個Peace Maker
[00:17:04.720 --> 00:17:07.720]  就是帶來和平,他是和平之子
[00:17:07.720 --> 00:17:10.720]  將和平的生命賜給我們
[00:17:10.720 --> 00:17:13.720]  那我們如何成爲洗人和睦的人呢
[00:17:13.720 --> 00:17:16.720]  第一,我們這裏先做一個與人和睦的人
[00:17:16.720 --> 00:17:19.720]  如果你自己也不能與人和睦
[00:17:19.720 --> 00:17:22.720]  時常有很多爭執,在家庭裏面鬥爭
[00:17:22.720 --> 00:17:25.720]  和朋友之間有很多衝突
[00:17:25.720 --> 00:17:28.720]  和教會弟兄姊妹之間有很多隔離
[00:17:28.720 --> 00:17:31.720]  那我們一定不能做到洗人和睦
[00:17:31.720 --> 00:17:34.720]  因爲你自己先要做一個與人和睦的人
[00:17:34.720 --> 00:17:37.720]  羅馬書十二章第十八節
[00:17:37.720 --> 00:17:40.720]  我們一起讀,請讀
[00:17:40.720 --> 00:17:43.720]  若是能行,總要盡力與衆人和睦
[00:17:43.720 --> 00:17:46.720]  若是能行,總要盡力與人和睦
[00:17:46.720 --> 00:17:49.720]  若是能行,總要盡力與人和睦
[00:17:49.720 --> 00:17:52.720]  當然我們不能夠控制別人
[00:17:52.720 --> 00:17:55.720]  但若是能行,我們盡力與衆人和睦
[00:17:55.720 --> 00:17:58.720]  但若是能行,我們盡力與衆人和睦
[00:17:58.720 --> 00:18:01.720]  大家知道這個羅馬書十二章是講述聖徒的品行
[00:18:01.720 --> 00:18:04.720]  大家知道這個羅馬書十二章是講述聖徒的品行
[00:18:04.720 --> 00:18:07.720]  爲什麼會提到十八節呢
[00:18:07.720 --> 00:18:10.720]  因爲你看上下文,你會留意到
[00:18:10.720 --> 00:18:13.720]  如果大家回去有時間看
[00:18:13.720 --> 00:18:16.720]  我們發覺這裏有幾個祕訣
[00:18:16.720 --> 00:18:19.720]  如何洗我們與衆人和睦
[00:18:19.720 --> 00:18:22.720]  第一,要與人同樂
[00:18:22.720 --> 00:18:25.720]  第一,要與人同樂
[00:18:25.720 --> 00:18:28.720]  與喜樂的人同樂
[00:18:28.720 --> 00:18:31.720]  與哀哭的人同哭
[00:18:31.720 --> 00:18:34.720]  這個真是能幫助我們與不同的人來和睦
[00:18:34.720 --> 00:18:37.720]  這個真是能幫助我們與不同的人來和睦
[00:18:37.720 --> 00:18:40.720]  因爲別人快樂的時候,你不會心酸酸
[00:18:40.720 --> 00:18:43.720]  別人講好東西的時候,你不會覺得自己
[00:18:43.720 --> 00:18:46.720]  我最好不跟你交朋友
[00:18:46.720 --> 00:18:49.720]  不會的,我們學習與人同樂
[00:18:49.720 --> 00:18:52.720]  學習與人同樂
[00:18:52.720 --> 00:18:55.720]  與人一起的歡喜,一起的感恩
[00:18:55.720 --> 00:18:58.720]  一同讚美
[00:18:58.720 --> 00:19:01.720]  不容易的,因爲別人好
[00:19:01.720 --> 00:19:04.720]  你剛剛講的東西不是那麼好
[00:19:04.720 --> 00:19:07.720]  這個東西不容易學的
[00:19:07.720 --> 00:19:10.720]  但是如何能與衆人和睦呢
[00:19:10.720 --> 00:19:13.720]  你能與人和平呢
[00:19:13.720 --> 00:19:16.720]  就是當他有悲慘,有不好,不開心的時候
[00:19:16.720 --> 00:19:19.720]  我們會說,哎,好閒啊
[00:19:19.720 --> 00:19:22.720]  不是,我們去感受到他的痛苦,瞭解到他的創傷
[00:19:22.720 --> 00:19:25.720]  明白到他的困難,可能對你們來說很容易
[00:19:25.720 --> 00:19:28.720]  但是可能對他們來說是很困難
[00:19:28.720 --> 00:19:31.720]  但是我們能夠與人同哭
