
[00:00:00.000 --> 00:00:05.000]  今日的題目,大家都有沒有留意到呢?
[00:02:38.000 --> 00:02:41.000]  原來差不多經過了十年
[00:02:41.000 --> 00:02:44.000]  由信主之後的十年
[00:02:44.000 --> 00:02:49.000]  他才認識屬靈恩賜這個課題
[00:02:49.000 --> 00:02:55.000]  以及掌握得到自己有什麼屬靈的恩賜
[00:02:55.000 --> 00:02:58.000]  大家覺得理不理想呢?
[00:02:58.000 --> 00:03:02.000]  如果我們從聖經的亮光去看
[00:03:02.000 --> 00:03:04.000]  都不是很理想
[00:03:04.000 --> 00:03:06.000]  因為太久了
[00:03:06.000 --> 00:03:08.000]  其實應該要早一些
[00:03:08.000 --> 00:03:12.000]  就要去認識屬靈的恩賜
[00:03:12.000 --> 00:03:16.000]  因為當我們回顧聖經的時候發現
[00:03:16.000 --> 00:03:20.000]  原來保羅都是很體重屬靈的恩賜
[00:03:20.000 --> 00:03:23.000]  以及他告訴弟兄姊妹
[00:03:23.000 --> 00:03:26.000]  論到屬靈的恩賜弟兄姊妹們
[00:03:26.000 --> 00:03:30.000]  「我不願意你們不明白」
[00:03:30.000 --> 00:03:36.000]  就是剛才我們所讀的臨前第十二章第一節
[00:03:36.000 --> 00:03:39.000]  「不願意你們不明白」
[00:03:39.000 --> 00:03:44.000]  不明白的表達好像比較一般性
[00:03:44.000 --> 00:03:49.000]  但是其實有些翻譯是比較強一點
[00:03:49.000 --> 00:03:51.000]  「不願意你們不了解」
[00:03:51.000 --> 00:03:55.000]  「不理解」英文叫做uninformed
[00:03:55.000 --> 00:03:57.000]  好像比較重一點
[00:03:57.000 --> 00:03:59.000]  「不願意你們好像沒有人告訴你」
[00:03:59.000 --> 00:04:01.000]  「不知道」
[00:04:01.000 --> 00:04:04.000]  甚至有些聖經的翻譯
[00:04:04.000 --> 00:04:08.000]  NIV新國際的版本
[00:04:08.000 --> 00:04:11.000]  英文聖經用的字眼更加強
[00:04:11.000 --> 00:04:15.000]  「不願意你們無知」
[00:04:15.000 --> 00:04:18.000]  英文是ignorant
[00:04:18.000 --> 00:04:20.000]  英文的聖經竟然可以翻譯到
[00:04:20.000 --> 00:04:24.000]  所以你發現保羅覺得這個題目
[00:04:24.000 --> 00:04:26.000]  屬靈恩賜都挺重要的
[00:04:26.000 --> 00:04:28.000]  所以他寫信給哥倫多教會的弟兄姊妹
[00:04:28.000 --> 00:04:31.000]  就說「不願意你們沒有理解」
[00:04:31.000 --> 00:04:32.000]  「不願意你們無知」
[00:04:32.000 --> 00:04:36.000]  就是說他覺得這個是很重要的
[00:04:36.000 --> 00:04:41.000]  原來屬靈恩賜對基督徒是很重要的
[00:04:41.000 --> 00:04:46.000]  是對教會的建立發展是更加重要
[00:04:46.000 --> 00:04:50.000]  而這件事是跟聖靈有關
[00:04:50.000 --> 00:04:51.000]  弟兄姊妹
[00:04:51.000 --> 00:04:53.000]  為什麼今天的題目叫做
[00:04:53.000 --> 00:04:55.000]  「聖靈與屬靈恩賜」
[00:04:55.000 --> 00:05:01.000]  因為原來屬靈恩賜是從聖靈那裡來的
[00:05:01.000 --> 00:05:03.000]  如果我們對英文有少少的認識
[00:05:03.000 --> 00:05:06.000]  你就知道屬靈恩賜的英文是怎麼說的
[00:05:06.000 --> 00:05:08.000]  spiritual gifts
[00:05:08.000 --> 00:05:09.000]  spiritual gifts
[00:05:09.000 --> 00:05:12.000]  spiritual的spirit是不是聖靈
[00:05:12.000 --> 00:05:15.000]  是從靈字那裡引伸出來的
[00:05:15.000 --> 00:05:17.000]  所以在英文裡面就更加清楚
[00:05:17.000 --> 00:05:22.000]  是聖靈將屬靈的恩賜賜給教會
[00:05:22.000 --> 00:05:25.000]  賜給每一位的弟兄姊妹
[00:05:25.000 --> 00:05:26.000]  弟兄姊妹
[00:05:26.000 --> 00:05:27.000]  讓大家留心聽
[00:05:27.000 --> 00:05:32.000]  是每一位的弟兄姊妹都有的
[00:05:32.000 --> 00:05:34.000]  如果你說沒有
[00:05:34.000 --> 00:05:38.000]  是對聖經的教導是相違背
[00:05:38.000 --> 00:05:41.000]  因為上帝說過是將屬靈的恩賜給我們
[00:05:41.000 --> 00:05:44.000]  即是說你至少都有一項
[00:05:44.000 --> 00:05:48.000]  但很多的經驗告訴我們是不止的
[00:05:48.000 --> 00:05:53.000]  所以我們一定要去了解去掌握去明白
[00:05:53.000 --> 00:05:57.000]  當我說到屬靈的恩賜是從聖靈來的時候
[00:05:57.000 --> 00:06:02.000]  不要忘記要看臨前十二章的第七節和第十一節
[00:06:02.000 --> 00:06:05.000]  這裡就很清楚的告訴我們
[00:06:05.000 --> 00:06:06.000]  第七節那裡說
[00:06:06.000 --> 00:06:09.000]  聖靈顯在各人身上
[00:06:09.000 --> 00:06:12.000]  是叫人得益處
[00:06:12.000 --> 00:06:13.000]  是聖靈將這些的恩賜
[00:06:13.000 --> 00:06:14.000]  他一直在那裡
[00:06:14.000 --> 00:06:16.000]  上下文是說屬靈的恩賜
[00:06:16.000 --> 00:06:20.000]  是說恩賜的章言是聖靈帶出來
[00:06:20.000 --> 00:06:21.000]  然後第十一節那裡也都說了
[00:06:21.000 --> 00:06:22.000]  這一切
[00:06:22.000 --> 00:06:24.000]  即是說這一切的恩賜
[00:06:24.000 --> 00:06:27.000]  都是這位聖靈所運行
[00:06:27.000 --> 00:06:31.000]  隨己意分給各人
[00:06:31.000 --> 00:06:34.000]  所以原來我們當回到聖靈裡面
[00:06:34.000 --> 00:06:35.000]  我們尋求聖靈的時候
[00:06:35.000 --> 00:06:38.000]  他就會將不同的恩賜賜給我們每一個
[00:06:38.000 --> 00:06:40.000]  使我們來去運用
[00:06:40.000 --> 00:06:42.000]  是出於上帝
[00:06:42.000 --> 00:06:43.000]  不是出於我們有什麼厲害
[00:06:43.000 --> 00:06:46.000]  但是上帝原來是竟然很喜歡
[00:06:46.000 --> 00:06:49.000]  是透過聖靈將這些屬靈恩賜賜給我們
[00:06:49.000 --> 00:06:51.000]  使我們可以來去運用
[00:06:51.000 --> 00:06:53.000]  可以來去建立教會
[00:06:53.000 --> 00:06:55.000]  是很重要的
[00:06:55.000 --> 00:06:57.000]  因此保羅來到這樣說
[00:06:57.000 --> 00:06:59.000]  弟兄們包括姐妹
[00:06:59.000 --> 00:07:01.000]  我是論到屬靈的恩賜
[00:07:01.000 --> 00:07:04.000]  我是很不願意你們不明白
[00:07:04.000 --> 00:07:07.000]  很不願意你們沒有人告訴你們
[00:07:07.000 --> 00:07:12.000]  很不願意你們對這個課題是無知
[00:07:12.000 --> 00:07:14.000]  所以你發現是很重要的
[00:07:14.000 --> 00:07:15.000]  弟兄姐妹
[00:07:15.000 --> 00:07:16.000]  所以今天當我們說
[00:07:16.000 --> 00:07:19.000]  去了解回聖靈的教導
[00:07:19.000 --> 00:07:20.000]  聖靈的真理的時候
[00:07:20.000 --> 00:07:23.000]  讓我們進一步了解
[00:07:23.000 --> 00:07:25.000]  聖靈的恩賜
[00:07:25.000 --> 00:07:28.000]  更加重要的我們會問一個問題
[00:07:28.000 --> 00:07:31.000]  我有什麼屬靈的恩賜呢?
[00:07:31.000 --> 00:07:34.000]  我有沒有運用我屬靈的恩賜呢?
[00:07:34.000 --> 00:07:36.000]  來去建立教會呢?
[00:07:36.000 --> 00:07:39.000]  這個就是一個很重要的課題
[00:07:39.000 --> 00:07:42.000]  在過去我們的保守教會
[00:07:42.000 --> 00:07:43.000]  福音派教會
[00:07:43.000 --> 00:07:46.000]  有一個課題我們很重視
[00:07:46.000 --> 00:07:48.000]  這個課題是什麼課題呢?
[00:07:48.000 --> 00:07:50.000]  都是和聖靈有關的
[00:07:50.000 --> 00:07:52.000]  這個課題就是
[00:07:52.000 --> 00:07:55.000]  聖靈的果子
[00:07:55.000 --> 00:07:59.000]  我們常常都說聖靈的果子
[00:07:59.000 --> 00:08:01.000]  一句經文很熟的
[00:08:01.000 --> 00:08:03.000]  加拉太書第五章二十二二十三節
[00:08:03.000 --> 00:08:05.000]  聖靈所結的果子
[00:08:05.000 --> 00:08:07.000]  就是仁愛喜樂和平
[00:08:07.000 --> 00:08:09.000]  忍耐恩慈良善
[00:08:09.000 --> 00:08:11.000]  信實溫柔節制
[00:08:11.000 --> 00:08:12.000]  九個屬靈的果子
[00:08:12.000 --> 00:08:14.000]  我想在小時候的兒童
[00:08:14.000 --> 00:08:17.000]  已經在那裡唱歌學習了
[00:08:17.000 --> 00:08:18.000]  聖靈的果子
[00:08:18.000 --> 00:08:19.000]  是在說什麼呢?
[00:08:19.000 --> 00:08:21.000]  是在說生命的果子
[00:08:21.000 --> 00:08:22.000]  是一些良善的特質
[00:08:22.000 --> 00:08:23.000]  美好的特質
[00:08:23.000 --> 00:08:24.000]  在我們生命裡
[00:08:24.000 --> 00:08:26.000]  在我們品格裡
[00:08:26.000 --> 00:08:28.000]  使得我們走出來和別人交往時
[00:08:28.000 --> 00:08:31.000]  別人覺得我們的生命品格很不同
[00:08:31.000 --> 00:08:33.000]  這個都是我們一直強調
[00:08:33.000 --> 00:08:35.000]  也是需要強調的
[00:08:35.000 --> 00:08:37.000]  所以我們過去很多時候都說到
[00:08:37.000 --> 00:08:39.000]  我們基督教的信仰
[00:08:39.000 --> 00:08:42.000]  是一個改變生命的信仰
[00:08:42.000 --> 00:08:43.000]  信了耶穌的人
[00:08:43.000 --> 00:08:45.000]  你看他的生命怎樣改變
[00:08:45.000 --> 00:08:46.000]  為什麼可以改變呢?
[00:08:46.000 --> 00:08:49.000]  是聖靈在他生命裡不斷的更新
[00:08:49.000 --> 00:08:50.000]  塑造
[00:08:50.000 --> 00:08:51.000]  使得他的生命改變
[00:08:51.000 --> 00:08:54.000]  信主之前很不同
[00:08:54.000 --> 00:08:55.000]  所以我們都很強調
[00:08:55.000 --> 00:08:57.000]  去說這些見證
[00:08:57.000 --> 00:09:00.000]  或者自己聽到這些見證
[00:09:00.000 --> 00:09:02.000]  生命的轉化
[00:09:02.000 --> 00:09:05.000]  如果我們用一個英文字來表達
[00:09:05.000 --> 00:09:06.000]  這個生命的果子
[00:09:06.000 --> 00:09:07.000]  聖靈的果子
[00:09:07.000 --> 00:09:10.000]  是和我們的being有關
[00:09:10.000 --> 00:09:14.000]  和我們的生命內在有關
[00:09:14.000 --> 00:09:16.000]  是不是很好呢?非常好
[00:09:16.000 --> 00:09:18.000]  我們更加要繼續強調
[00:09:18.000 --> 00:09:20.000]  繼續去教導
[00:09:20.000 --> 00:09:21.000]  不過弟兄姊妹
[00:09:21.000 --> 00:09:23.000]  有時候我們很多時候
[00:09:23.000 --> 00:09:25.000]  只是去說聖靈的果子
[00:09:25.000 --> 00:09:27.000]  只是去說生命的內涵
[00:09:27.000 --> 00:09:29.000]  生命的being
[00:09:29.000 --> 00:09:30.000]  不過在同一時間
[00:09:30.000 --> 00:09:32.000]  似乎在教會裡邊
[00:09:32.000 --> 00:09:33.000]  有另一個層面
[00:09:33.000 --> 00:09:34.000]  我們比較少說
[00:09:34.000 --> 00:09:36.000]  甚至幾乎是沒有說的
[00:09:36.000 --> 00:09:38.000]  是什麼呢?
[00:09:38.000 --> 00:09:41.000]  是聖靈的恩賜
[00:09:41.000 --> 00:09:43.000]  是聖靈的恩賜
[00:09:43.000 --> 00:09:45.000]  因為當說到聖靈的恩賜
[00:09:45.000 --> 00:09:46.000]  那個重點
[00:09:46.000 --> 00:09:49.000]  不是說到那個內在的品格
[00:09:49.000 --> 00:09:51.000]  說到聖靈的恩賜的時候
[00:09:51.000 --> 00:09:55.000]  是說到我們有什麼能力去服事
[00:09:55.000 --> 00:09:57.000]  是很不同的
[00:09:57.000 --> 00:09:59.000]  是聖靈給我們一些能力
[00:09:59.000 --> 00:10:00.000]  幫助我們的教會
[00:10:00.000 --> 00:10:01.000]  幫助我們弟兄姊妹
[00:10:01.000 --> 00:10:03.000]  能夠做起事來
[00:10:03.000 --> 00:10:05.000]  是能夠真的美好的
[00:10:05.000 --> 00:10:06.000]  很有果效的
[00:10:06.000 --> 00:10:08.000]  很有影響力的
[00:10:08.000 --> 00:10:10.000]  這個就不是和那個果子
[00:10:10.000 --> 00:10:11.000]  有直接的關係
[00:10:11.000 --> 00:10:13.000]  在聖經裡面是說到的
[00:10:13.000 --> 00:10:15.000]  這個就是聖靈的恩賜
[00:10:15.000 --> 00:10:17.000]  是gifts
[00:10:17.000 --> 00:10:18.000]  就不是果子
[00:10:18.000 --> 00:10:19.000]  那個fruit
[00:10:19.000 --> 00:10:21.000]  是不同的
[00:10:21.000 --> 00:10:23.000]  很多時候我們在這方面忽略
[00:10:23.000 --> 00:10:24.000]  不過不要緊
[00:10:24.000 --> 00:10:26.000]  我們今天再一次回到聖經裡面
[00:10:26.000 --> 00:10:27.000]  特別當我們說
[00:10:27.000 --> 00:10:29.000]  很想認識聖靈的作為的時候
[00:10:29.000 --> 00:10:31.000]  祂其中一個很重要的作為
[00:10:31.000 --> 00:10:33.000]  就是將屬靈的恩賜
[00:10:33.000 --> 00:10:35.000]  給你、給我
[00:10:35.000 --> 00:10:37.000]  然後我們來好好地去運用
[00:10:37.000 --> 00:10:39.000]  去服事我們的神
[00:10:39.000 --> 00:10:41.000]  去服事周圍有需要的人
[00:10:41.000 --> 00:10:43.000]  所以因此我們首先
[00:10:43.000 --> 00:10:45.000]  來到是有一個很好的掌握
[00:10:45.000 --> 00:10:47.000]  有兩個層面
[00:10:47.000 --> 00:10:49.000]  值得我們來到去看重
[00:10:49.000 --> 00:10:51.000]  一個就是果子的層面
[00:10:51.000 --> 00:10:53.000]  都是從聖靈那裡來的
[00:10:53.000 --> 00:10:54.000]  改變我們的生命
[00:10:54.000 --> 00:10:56.000]  塑造我們越來越美好
[00:10:56.000 --> 00:10:57.000]  有好的品格
[00:10:57.000 --> 00:10:59.000]  是和人際關係那方面有關的
[00:10:59.000 --> 00:11:01.000]  使得我們生命美好
[00:11:01.000 --> 00:11:02.000]  和人交往
[00:11:02.000 --> 00:11:03.000]  人家覺得基督徒
[00:11:03.000 --> 00:11:04.000]  真是很不同的
[00:11:04.000 --> 00:11:05.000]  言行舉止都很不同的
[00:11:05.000 --> 00:11:07.000]  我們需要繼續努力
[00:11:07.000 --> 00:11:09.000]  但是我們今天不要停在這裡
[00:11:09.000 --> 00:11:11.000]  如果我們說要讀聖經
[00:11:11.000 --> 00:11:12.000]  是傳避的真理的時候
[00:11:12.000 --> 00:11:15.000]  我們需要不單認識聖靈的果子
[00:11:15.000 --> 00:11:17.000]  要認識聖靈的恩賜
[00:11:17.000 --> 00:11:20.000]  是講到神給我們一種能力
[00:11:20.000 --> 00:11:22.000]  是和服事有關
[00:11:22.000 --> 00:11:25.000]  是和教會的建立有關
[00:11:25.000 --> 00:11:26.000]  如果我們剛才說
[00:11:26.000 --> 00:11:29.000]  聖靈的果子是和Being有關的話
[00:11:29.000 --> 00:11:30.000]  那麼在這一方面
[00:11:30.000 --> 00:11:32.000]  聖靈的恩賜和英文字
[00:11:32.000 --> 00:11:34.000]  什麼有關呢?
[00:11:34.000 --> 00:11:36.000]  是Doing
[00:11:36.000 --> 00:11:38.000]  Being是我們的內在生命
[00:11:38.000 --> 00:11:40.000]  Doing就是說我們做事
[00:11:40.000 --> 00:11:41.000]  我們有能力
[00:11:41.000 --> 00:11:42.000]  我們有恩賜
[00:11:42.000 --> 00:11:44.000]  是聖靈所給我們去做
[00:11:44.000 --> 00:11:46.000]  上帝起源的工作
[00:11:46.000 --> 00:11:48.000]  去建立教會
[00:11:48.000 --> 00:11:51.000]  所以讓我們首先再一次去肯定
[00:11:51.000 --> 00:11:53.000]  這個重要性
[00:11:53.000 --> 00:11:54.000]  有果子
[00:11:54.000 --> 00:11:57.000]  也都有恩賜去服事神
[00:11:57.000 --> 00:11:58.000]  有Being
[00:11:58.000 --> 00:11:59.000]  也都有Doing
[00:11:59.000 --> 00:12:00.000]  這樣的話
[00:12:00.000 --> 00:12:02.000]  我們就很開心愉快
[00:12:02.000 --> 00:12:03.000]  神的家就興旺
[00:12:03.000 --> 00:12:06.000]  基督徒的見證就非常美好
[00:12:06.000 --> 00:12:07.000]  好了
[00:12:07.000 --> 00:12:08.000]  講了這麼久
[00:12:08.000 --> 00:12:11.000]  或者我都需要和弟兄姊妹分享一下
[00:12:11.000 --> 00:12:13.000]  什麼叫做屬靈的恩賜
[00:12:13.000 --> 00:12:16.000]  雖然大家在剛才我分享的點點滴滴
[00:12:16.000 --> 00:12:17.000]  都大概意會得到
[00:12:17.000 --> 00:12:20.000]  但是我都很想很精簡地
[00:12:20.000 --> 00:12:21.000]  給弟兄姊妹知道
[00:12:21.000 --> 00:12:24.000]  什麼叫做屬靈恩賜
[00:12:24.000 --> 00:12:26.000]  什麼叫屬靈恩賜呢?
[00:12:26.000 --> 00:12:30.000]  屬靈恩賜原來是一種特殊的屬靈能力
[00:12:30.000 --> 00:12:36.000]  是聖靈賜給每一位的信徒
[00:12:36.000 --> 00:12:39.000]  作為服事教會之用
[00:12:39.000 --> 00:12:40.000]  是為了什麼呢?
[00:12:40.000 --> 00:12:43.000]  是為了教會能夠在質
[00:12:43.000 --> 00:12:44.000]  在量
[00:12:44.000 --> 00:12:47.000]  在組織上面能夠有增長
[00:12:47.000 --> 00:12:51.000]  而最終就是使到教會的整體
[00:12:51.000 --> 00:12:54.000]  能夠成長和成熟起來
[00:12:54.000 --> 00:12:55.000]  是不是這個很美好?
[00:12:55.000 --> 00:12:58.000]  神設立教會在地上是要成長成熟的
[00:12:58.000 --> 00:13:00.000]  基督的生態是要成長成熟的
[00:13:00.000 --> 00:13:02.000]  但是我們說怎樣成長成熟呢?
[00:13:02.000 --> 00:13:03.000]  不要緊
[00:13:03.000 --> 00:13:05.000]  有屬靈的恩賜
[00:13:05.000 --> 00:13:08.000]  是上帝給我們一種屬靈的能力
[00:13:08.000 --> 00:13:09.000]  給我們信徒的
[00:13:09.000 --> 00:13:12.000]  然後當我們運用在服事教會上面
[00:13:12.000 --> 00:13:14.000]  就會使到教會在質數
[00:13:14.000 --> 00:13:16.000]  在數量
[00:13:16.000 --> 00:13:19.000]  在整個教會的組織上都能夠增長
[00:13:19.000 --> 00:13:21.000]  以至到我們教會整體
[00:13:21.000 --> 00:13:23.000]  能夠成熟成長起來
[00:13:23.000 --> 00:13:28.000]  這一種特殊的屬靈的能力
[00:13:28.000 --> 00:13:30.000]  就是屬靈的恩賜
[00:13:30.000 --> 00:13:32.000]  就是上帝按祂的美意
[00:13:32.000 --> 00:13:35.000]  透過聖靈給我們每一位弟兄姊妹
[00:13:35.000 --> 00:13:37.000]  而很可能我們每一位弟兄姊妹
[00:13:37.000 --> 00:13:39.000]  有些恩賜是彼此不同的
[00:13:39.000 --> 00:13:41.000]  不過正因為不同就好了
[00:13:41.000 --> 00:13:42.000]  要我們做什麼?
[00:13:42.000 --> 00:13:44.000]  彼此的配搭
[00:13:44.000 --> 00:13:48.000]  然後神的家就可以多方面得到發展
[00:13:48.000 --> 00:13:50.000]  這個是很美好的事
[00:13:50.000 --> 00:13:55.000]  今天讓我們去多認識屬靈的恩賜
[00:13:55.000 --> 00:13:58.000]  更加認識到屬靈的恩賜
[00:13:58.000 --> 00:14:01.000]  是從上帝的靈那裡給過我們
[00:14:01.000 --> 00:14:04.000]  以致我們能夠對聖靈有更多的認識
[00:14:04.000 --> 00:14:06.000]  對祂給我們各種的禮物
[00:14:06.000 --> 00:14:11.000]  我們有更多的領受
[00:14:11.000 --> 00:14:12.000]  我不知道大家有沒有留意到
[00:14:12.000 --> 00:14:14.000]  有時候都聽過一些用詞
[00:14:14.000 --> 00:14:15.000]  一些的表達
[00:14:15.000 --> 00:14:20.000]  就是講到「你都幾有才幹」
[00:14:20.000 --> 00:14:22.000]  「你都幾有天賦」
[00:14:22.000 --> 00:14:25.000]  「技能什麼什麼都很厲害」
[00:14:25.000 --> 00:14:27.000]  都講過
[00:14:27.000 --> 00:14:28.000]  都真是的
[00:14:28.000 --> 00:14:30.000]  每一個人都很有能力
[00:14:30.000 --> 00:14:36.000]  究竟這件事跟屬靈恩賜有沒有分別呢?
[00:14:36.000 --> 00:14:38.000]  某些人說「你很厲害」
[00:14:38.000 --> 00:14:41.000]  「這方面很聰明」
[00:14:41.000 --> 00:14:43.000]  「天賦很強」
[00:14:43.000 --> 00:14:46.000]  這跟屬靈恩賜有沒有關係呢?
[00:14:46.000 --> 00:14:48.000]  按照我自己的了解
[00:14:48.000 --> 00:14:54.000]  我覺得是不相同的
[00:14:54.000 --> 00:14:56.000]  譬如一些什麼叫天賦
[00:14:56.000 --> 00:14:57.000]  天然的才幹
[00:14:57.000 --> 00:15:00.000]  才幹很高等等的時候
[00:15:00.000 --> 00:15:02.000]  譬如你能夠唱得很好的歌
[00:15:02.000 --> 00:15:04.000]  很高的IQ
[00:15:04.000 --> 00:15:05.000]  很厲害打籃球
[00:15:05.000 --> 00:15:06.000]  踢足球
[00:15:06.000 --> 00:15:08.000]  你很厲害修理汽車
[00:15:08.000 --> 00:15:11.000]  有些人就很會烹飪
[00:15:11.000 --> 00:15:13.000]  有些人在電腦
[00:15:13.000 --> 00:15:14.000]  在會計
[00:15:14.000 --> 00:15:15.000]  在畫畫上面
[00:15:15.000 --> 00:15:17.000]  都很有能力
[00:15:17.000 --> 00:15:19.000]  這些人我們都說他們很厲害
[00:15:19.000 --> 00:15:20.000]  很有能力
[00:15:20.000 --> 00:15:21.000]  很有才幹
[00:15:21.000 --> 00:15:23.000]  這些是不是屬靈的恩賜呢?
[00:15:23.000 --> 00:15:25.000]  在我的了解裏面
[00:15:25.000 --> 00:15:27.000]  這些不是屬靈恩賜
[00:15:27.000 --> 00:15:29.000]  這些就是才幹
[00:15:29.000 --> 00:15:32.000]  不過這一切這一切都是上帝所給的
[00:15:32.000 --> 00:15:35.000]  一切美善的恩典都是從父那裏來的
[00:15:35.000 --> 00:15:38.000]  所以這些是上帝給我們世人的
[00:15:38.000 --> 00:15:41.000]  最信主的人都有這些能力的
[00:15:41.000 --> 00:15:42.000]  是重要的
[00:15:42.000 --> 00:15:44.000]  基督徒都擁有這些才幹
[00:15:44.000 --> 00:15:45.000]  擁有這些天賦
[00:15:45.000 --> 00:15:47.000]  我們需要奉獻給主嗎?
[00:15:47.000 --> 00:15:48.000]  為主作供嗎?
[00:15:48.000 --> 00:15:49.000]  要的
[00:15:49.000 --> 00:15:51.000]  所以如果我們有很多的才幹
[00:15:51.000 --> 00:15:52.000]  煮食很厲害
[00:15:52.000 --> 00:15:53.000]  電腦很厲害
[00:15:53.000 --> 00:15:54.000]  什麼很厲害的時候
[00:15:54.000 --> 00:15:56.000]  我們都將這些才幹都奉獻給主
[00:15:56.000 --> 00:15:58.000]  為主所用
[00:15:58.000 --> 00:15:59.000]  但是弟兄姊妹
[00:15:59.000 --> 00:16:02.000]  我不覺得這些叫做屬靈恩賜
[00:16:02.000 --> 00:16:04.000]  這些不是屬靈恩賜
[00:16:04.000 --> 00:16:06.000]  屬靈恩賜是信了主的人
[00:16:06.000 --> 00:16:10.000]  在他生命裏面上帝將屬靈的能力給他
[00:16:10.000 --> 00:16:11.000]  將獨特的能力給他
[00:16:11.000 --> 00:16:13.000]  使他來建立教會
[00:16:13.000 --> 00:16:15.000]  造就教會
[00:16:15.000 --> 00:16:18.000]  這些就叫做屬靈的恩賜
[00:16:18.000 --> 00:16:21.000]  是與一些天然的才幹都有些分別
[00:16:21.000 --> 00:16:22.000]  不過我們作為基督徒
[00:16:22.000 --> 00:16:25.000]  如果我們擁有一些什麼的天然才幹天賦
[00:16:25.000 --> 00:16:26.000]  我們都要奉獻給主
[00:16:26.000 --> 00:16:29.000]  因為始終都是上帝給我們的
[00:16:29.000 --> 00:16:32.000]  但是我們應該要去想的
[00:16:32.000 --> 00:16:33.000]  去發掘的
[00:16:33.000 --> 00:16:34.000]  去尋求的就是
[00:16:34.000 --> 00:16:36.000]  當我信了主 做了基督徒之後
[00:16:36.000 --> 00:16:39.000]  神啊 你給我有什麼屬靈的恩賜
[00:16:39.000 --> 00:16:42.000]  以致我可以發揮更多去建立教會呢
[00:16:42.000 --> 00:16:44.000]  這個就是所有信主的人
[00:16:44.000 --> 00:16:46.000]  認真的基督徒
[00:16:46.000 --> 00:16:48.000]  要問的問題
[00:16:48.000 --> 00:16:51.000]  讓我舉一個例來表明
[00:16:51.000 --> 00:16:55.000]  奉獻屬靈恩賜和獻上才幹都是很重要
[00:16:55.000 --> 00:16:57.000]  和一起去到服侍神的
