
[00:00:00.000 --> 00:00:05.000]  好 弟兄姊妹平安 讓我們一起去祈禱
[00:02:05.000 --> 00:02:11.000]  這個比卡超 動物在日版的圖畫
[00:02:11.000 --> 00:02:18.000]  你見到好像很舊式 事實上這張卡是一張很舊的卡
[00:02:18.000 --> 00:02:25.000]  什麼時候出的 這張卡是1997至98年期間的一張卡
[00:02:25.000 --> 00:02:31.000]  這張卡特別的地方是什麼 這張卡是沒得買的
[00:02:31.000 --> 00:02:35.000]  這張卡其實是一次寶可夢
[00:02:35.000 --> 00:02:41.000]  即是寶可夢插畫比賽其中一個的獎品
[00:02:41.000 --> 00:02:47.000]  只有在比賽獲得優秀獎的參賽者才有資格拿到這張卡
[00:02:47.000 --> 00:02:53.000]  而這張卡據官方紀錄發行的數量只有39張
[00:02:53.000 --> 00:02:57.000]  而且經過年月的洗禮之後
[00:02:57.000 --> 00:03:01.000]  如果這張卡還能夠保存得很好是很難得的
[00:03:01.000 --> 00:03:05.000]  而這張卡你望一望它的分數
[00:03:05.000 --> 00:03:08.000]  儲存這些卡有分數的 我這張只有9分
[00:03:08.000 --> 00:03:15.000]  這張卡的分數特別是一間比較最大的驗證公司叫PSA
[00:03:15.000 --> 00:03:18.000]  它驗出來10分代表滿分
[00:03:18.000 --> 00:03:23.000]  10分滿分 全世界只有39張
[00:03:23.000 --> 00:03:26.000]  而且本身有這張卡是非賣品
[00:03:26.000 --> 00:03:29.000]  保存到現在有10分的價值
[00:03:29.000 --> 00:03:33.000]  現在全球只有一張有這10分的這張卡
[00:03:33.000 --> 00:03:35.000]  所以經過這三十多年
[00:03:35.000 --> 00:03:38.000]  現在這張卡最近就拿出來拍賣了
[00:03:38.000 --> 00:03:40.000]  好了 問題來了
[00:03:40.000 --> 00:03:43.000]  請問你願意出多少錢買這張卡呢
[00:03:43.000 --> 00:03:45.000]  我說到這麼珍貴
[00:03:45.000 --> 00:03:47.000]  我再補多一句
[00:03:47.000 --> 00:03:51.000]  這張卡被譽為收藏界的聖杯
[00:03:51.000 --> 00:03:54.000]  聽完之後都很厲害
[00:03:54.000 --> 00:03:57.000]  聖杯很神聖
[00:03:57.000 --> 00:04:00.000]  現在出價了 這張卡你會賣多少錢呢
[00:04:00.000 --> 00:04:04.000]  有沒有人 三千 三千美金
[00:04:04.000 --> 00:04:07.000]  應該是不唸的
[00:04:07.000 --> 00:04:10.000]  不過唸不唸也不要緊
[00:04:10.000 --> 00:04:12.000]  因為那條金鏈不會貴過這張卡
[00:04:12.000 --> 00:04:15.000]  好了 你試在心目中開了個價
[00:04:15.000 --> 00:04:17.000]  我現在揭曉個價
[00:04:17.000 --> 00:04:20.000]  個價就是這樣
[00:04:20.000 --> 00:04:24.000]  1645萬美金
[00:04:24.000 --> 00:04:27.000]  即是港幣1.28億
[00:04:27.000 --> 00:04:32.000]  夠你買幾十間屋了
[00:04:32.000 --> 00:04:36.000]  原來這張卡最近就成功拍賣了
[00:04:36.000 --> 00:04:39.000]  拍賣了就是這個1.28億港幣
[00:04:39.000 --> 00:04:42.000]  1600多億的美金
[00:04:42.000 --> 00:04:45.000]  一張卡只是一張紙
[00:04:45.000 --> 00:04:48.000]  這張紙只是保存得好一點
[00:04:48.000 --> 00:04:50.000]  所以美心你放心
[00:04:50.000 --> 00:04:52.000]  你家裡很多東西你保存得好一點
[00:04:52.000 --> 00:04:54.000]  應該賣到錢
[00:04:54.000 --> 00:04:57.000]  但要找到識貨之人才行
[00:04:57.000 --> 00:04:59.000]  就是這樣
[00:04:59.000 --> 00:05:02.000]  原來一張這樣的卡一張這樣的紙
[00:05:02.000 --> 00:05:04.000]  有些人的眼裡
[00:05:04.000 --> 00:05:06.000]  見到這張紙
[00:05:06.000 --> 00:05:08.000]  我想你家裡見到這張卡
[00:05:08.000 --> 00:05:10.000]  你就馬上扔掉
[00:05:10.000 --> 00:05:12.000]  阻地 阻地方
[00:05:12.000 --> 00:05:14.000]  但對這些珍藏的人來說
[00:05:14.000 --> 00:05:17.000]  他馬上保留 還要好好保存
[00:05:17.000 --> 00:05:21.000]  以致他認定了有一個高的價值
[00:05:21.000 --> 00:05:23.000]  今天我們要想一個問題
[00:05:23.000 --> 00:05:24.000]  今天的題目就是
[00:05:24.000 --> 00:05:26.000]  侍奉的賞賜
[00:05:26.000 --> 00:05:28.000]  侍奉有時候也是這樣的
[00:05:28.000 --> 00:05:30.000]  純粹說侍奉
[00:05:30.000 --> 00:05:32.000]  有些人簡單一點去說一個字
[00:05:32.000 --> 00:05:33.000]  就是什麼
[00:05:33.000 --> 00:05:34.000]  就是做字
[00:05:34.000 --> 00:05:35.000]  對某些人來說
[00:05:35.000 --> 00:05:37.000]  侍奉就是做做做做
[00:05:37.000 --> 00:05:38.000]  做這樣做那樣
[00:05:38.000 --> 00:05:39.000]  牧師叫你做這樣做那樣
[00:05:39.000 --> 00:05:43.000]  不過如果你看得準的話
[00:05:43.000 --> 00:05:45.000]  你做的背後
[00:05:45.000 --> 00:05:47.000]  那個黃金價值
[00:05:47.000 --> 00:05:50.000]  就和聖杯一樣去獻給神
[00:05:50.000 --> 00:05:53.000]  所以今天我們都去看這個問題
[00:05:53.000 --> 00:05:56.000]  事實上真的要看得準價值
[00:05:56.000 --> 00:05:57.000]  真的不容易
[00:05:57.000 --> 00:06:01.000]  特別我們今天看到的馬拉基書裡面
[00:06:01.000 --> 00:06:04.000]  他在說這班人
[00:06:04.000 --> 00:06:06.000]  他們能夠
[00:06:06.000 --> 00:06:07.000]  之前我們說過
[00:06:07.000 --> 00:06:09.000]  他們經歷了一個很艱難的日子
[00:06:09.000 --> 00:06:10.000]  就是秘魯
[00:06:10.000 --> 00:06:13.000]  秘魯去到巴比倫
[00:06:13.000 --> 00:06:15.000]  後來就終於回歸了
[00:06:15.000 --> 00:06:16.000]  在波斯帝國統治下
[00:06:16.000 --> 00:06:18.000]  終於可以回歸
[00:06:18.000 --> 00:06:20.000]  回歸的時候
[00:06:20.000 --> 00:06:22.000]  他們很滿心的期望
[00:06:22.000 --> 00:06:23.000]  就是回到耶路撒冷
[00:06:23.000 --> 00:06:25.000]  應該是歡天喜地
[00:06:25.000 --> 00:06:27.000]  一切要重新開始
[00:06:27.000 --> 00:06:29.000]  國家要再度被興起
[00:06:29.000 --> 00:06:33.000]  經濟、人民身體各樣都會好起來
[00:06:33.000 --> 00:06:36.000]  他們就是這樣去想這個處境
[00:06:36.000 --> 00:06:39.000]  但是經歷了他們回到國土之後
[00:06:39.000 --> 00:06:40.000]  已經經歷了幾十年
[00:06:40.000 --> 00:06:42.000]  甚至有一百年的時間裡面
[00:06:42.000 --> 00:06:45.000]  仍然看不到有改善
[00:06:45.000 --> 00:06:47.000]  仍然看不到有出路
[00:06:47.000 --> 00:06:48.000]  他們都會問
[00:06:48.000 --> 00:06:52.000]  究竟神是怎樣對待他們的呢?
[00:06:52.000 --> 00:06:53.000]  所以在我們之前看到
[00:06:53.000 --> 00:06:55.000]  無論是做祭司的
[00:06:55.000 --> 00:06:57.000]  做宗教領袖的
[00:06:57.000 --> 00:06:58.000]  無論是百姓的
[00:06:58.000 --> 00:06:59.000]  都開始什麼?
[00:06:59.000 --> 00:07:01.000]  開始離開上帝
[00:07:01.000 --> 00:07:04.000]  不按上帝吩咐去行事
[00:07:04.000 --> 00:07:05.000]  而當中
[00:07:05.000 --> 00:07:06.000]  今天我們更加會看到
[00:07:06.000 --> 00:07:08.000]  有一班人
[00:07:08.000 --> 00:07:13.000]  他們可能最初都很樂於侍奉
[00:07:13.000 --> 00:07:14.000]  樂於敬拜神
[00:07:14.000 --> 00:07:16.000]  但是隨著時間
[00:07:16.000 --> 00:07:17.000]  隨著環境的轉變
[00:07:17.000 --> 00:07:19.000]  他都帶來一個挑戰
[00:07:19.000 --> 00:07:21.000]  是不是還要做下去呢?
[00:07:21.000 --> 00:07:23.000]  這裡說當不敬虔的人
[00:07:23.000 --> 00:07:25.000]  似乎比你活得更好
[00:07:25.000 --> 00:07:28.000]  當你侍奉疲憊不堪的時候
[00:07:28.000 --> 00:07:32.000]  當你侍奉看不到回報的時候
[00:07:32.000 --> 00:07:34.000]  這個侍奉還值不值呢?
[00:07:34.000 --> 00:07:37.000]  就好像你問這張卡還值不值一樣
[00:07:37.000 --> 00:07:41.000]  你是否仍然願意忠心去侍奉
[00:07:41.000 --> 00:07:49.000]  對你來說堅持去侍奉神是傻還是值呢?
[00:07:49.000 --> 00:07:51.000]  今天你就要問自己一個問題
[00:07:51.000 --> 00:07:52.000]  你去侍奉神
[00:07:52.000 --> 00:07:53.000]  你去服侍神
[00:07:53.000 --> 00:07:57.000]  是傻的還是值的呢?
[00:07:57.000 --> 00:07:59.000]  我們今天會將這段經文
[00:07:59.000 --> 00:08:02.000]  我們分開三個部分去看
[00:08:02.000 --> 00:08:04.000]  第一個部分就是
[00:08:04.000 --> 00:08:07.000]  在三章的十三至十五節
[00:08:07.000 --> 00:08:09.000]  這裡其實是說一班人
[00:08:09.000 --> 00:08:13.000]  剛才說的一班可能都曾經去服侍神的人
[00:08:13.000 --> 00:08:15.000]  不過在服侍的過程裡
[00:08:15.000 --> 00:08:18.000]  他們滿心失望
[00:08:18.000 --> 00:08:21.000]  甚至他們開始有很多的懷疑
[00:08:21.000 --> 00:08:23.000]  很多的說話
[00:08:23.000 --> 00:08:27.000]  以致到他們都選擇了一個方向
[00:08:27.000 --> 00:08:31.000]  就是不再侍奉神了
[00:08:31.000 --> 00:08:34.000]  我不知道你有沒有經歷過侍奉裡面的疲累
[00:08:34.000 --> 00:08:37.000]  因為有時候侍奉是這樣的
[00:08:37.000 --> 00:08:39.000]  有時候你越肯做那個
[00:08:39.000 --> 00:08:43.000]  通常會有越多的事情要做
[00:08:43.000 --> 00:08:45.000]  你擺明不侍奉
[00:08:45.000 --> 00:08:47.000]  通常牧師就不會找你
[00:08:47.000 --> 00:08:49.000]  免得浪費時間
[00:08:49.000 --> 00:08:51.000]  所以越肯侍奉的人
[00:08:51.000 --> 00:08:53.000]  似乎就越來越多事情要做
[00:08:53.000 --> 00:08:55.000]  但越做越多事情的時候
[00:08:55.000 --> 00:08:57.000]  有時候那種挫敗那種疲累
[00:08:57.000 --> 00:08:58.000]  有時候更辛苦
[00:08:58.000 --> 00:09:00.000]  而今天我們看到第一個段落
[00:09:00.000 --> 00:09:01.000]  就是一班人
[00:09:01.000 --> 00:09:02.000]  他們選擇了
[00:09:02.000 --> 00:09:03.000]  最後選擇了
[00:09:03.000 --> 00:09:06.000]  不侍奉神的一班惡人
[00:09:06.000 --> 00:09:08.000]  這班惡人是怎樣呢?
[00:09:08.000 --> 00:09:10.000]  我們看看13至15節
[00:09:10.000 --> 00:09:13.000]  「耶和華說:你們用話頂撞我
[00:09:13.000 --> 00:09:17.000]  你們卻說:我們說了什麼話頂撞你呢?
[00:09:17.000 --> 00:09:20.000]  你們說:侍奉上帝是枉然
[00:09:20.000 --> 00:09:22.000]  我們遵守上帝所吩咐的
[00:09:22.000 --> 00:09:26.000]  在萬軍之耶和華面前哀痛而行
[00:09:26.000 --> 00:09:28.000]  有什麼益處呢?
[00:09:28.000 --> 00:09:33.000]  現在我們雖稱狂傲的人為有福
[00:09:33.000 --> 00:09:36.000]  並且行惡的人得以建立
[00:09:36.000 --> 00:09:41.000]  他們雖然試探上帝卻得以逃脫」
[00:09:41.000 --> 00:09:43.000]  是的就是這樣
[00:09:43.000 --> 00:09:45.000]  這班人就是這樣去到
[00:09:45.000 --> 00:09:47.000]  以色列這個地圖裡面的時候
[00:09:47.000 --> 00:09:50.000]  看到整個的國度
[00:09:50.000 --> 00:09:52.000]  就是一個回歸的國度
[00:09:52.000 --> 00:09:55.000]  就真的令到他們對自己失望
[00:09:55.000 --> 00:09:57.000]  對神失望
[00:09:57.000 --> 00:09:59.000]  對回歸的這班同胞
[00:09:59.000 --> 00:10:00.000]  一班的領袖
[00:10:00.000 --> 00:10:02.000]  一班的百姓都失望
[00:10:02.000 --> 00:10:04.000]  在這裡特別說到
[00:10:04.000 --> 00:10:10.000]  這班不侍奉神的惡人有什麼特點呢?
[00:10:10.000 --> 00:10:12.000]  有三個特點
[00:10:12.000 --> 00:10:14.000]  我嘗試去找出來
[00:10:14.000 --> 00:10:17.000]  第一個就會頂撞神
[00:10:17.000 --> 00:10:19.000]  第十三節說
[00:10:19.000 --> 00:10:23.000]  這班人面對著那種侍奉的沮喪的時候
[00:10:23.000 --> 00:10:28.000]  神就說:原來他們用話去頂撞神
[00:10:28.000 --> 00:10:30.000]  但他們有趣的地方就是
[00:10:30.000 --> 00:10:33.000]  我們說了什麼說頂撞你呢?
[00:10:33.000 --> 00:10:35.000]  就是他們頂撞完神之後
[00:10:35.000 --> 00:10:38.000]  卻說自己沒有頂撞神
[00:10:38.000 --> 00:10:41.000]  就是說不斷向神投訴的時候
[00:10:41.000 --> 00:10:45.000]  卻又說自己沒有向神投訴一樣
[00:10:45.000 --> 00:10:47.000]  頂撞這個字在原文裡面
[00:10:47.000 --> 00:10:51.000]  有一個堅硬、頑固和強烈的意思
[00:10:51.000 --> 00:10:54.000]  就是說不是隨便說兩句
[00:10:54.000 --> 00:10:56.000]  而是說一種強烈的表態
[00:10:56.000 --> 00:11:00.000]  就是對神所做的一切作出質疑
[00:11:00.000 --> 00:11:01.000]  是有態度的
[00:11:01.000 --> 00:11:05.000]  是一種強烈的態度去對神作出質疑
[00:11:05.000 --> 00:11:07.000]  而質疑的過程裡面
[00:11:07.000 --> 00:11:10.000]  他們已經去到一個地步就是不察覺
[00:11:10.000 --> 00:11:12.000]  有時候會這樣嗎?
[00:11:12.000 --> 00:11:14.000]  說一些不好的東西
[00:11:14.000 --> 00:11:16.000]  想著只是發呆一下
[00:11:16.000 --> 00:11:18.000]  真是不開心了
[00:11:18.000 --> 00:11:19.000]  發呆一下
[00:11:19.000 --> 00:11:21.000]  說著說著成為一種習慣
[00:11:21.000 --> 00:11:24.000]  就已經覺得沒問題了
[00:11:24.000 --> 00:11:26.000]  誰有說過這些話
[00:11:26.000 --> 00:11:28.000]  他們說的是一種頂撞神的說話
[00:11:28.000 --> 00:11:32.000]  我們廣東話就這樣說
[00:11:32.000 --> 00:11:34.000]  叫一言九鼎
[00:11:34.000 --> 00:11:35.000]  大家都明白的
[00:11:35.000 --> 00:11:37.000]  不是真是那個頂
[00:11:37.000 --> 00:11:39.000]  大家知道原本正式的成語
[00:11:39.000 --> 00:11:41.000]  一言九鼎的頂是哪個頂
[00:11:41.000 --> 00:11:44.000]  一個那個那個
[00:11:44.000 --> 00:11:46.000]  我不知道怎麼描述
[00:11:46.000 --> 00:11:47.000]  那個頂
[00:11:47.000 --> 00:11:49.000]  但是我們今天廣東話
[00:11:49.000 --> 00:11:51.000]  就會說你一言九鼎
[00:11:51.000 --> 00:11:54.000]  講一句頂九句
[00:11:54.000 --> 00:11:56.000]  博嘴博舌
[00:11:56.000 --> 00:11:58.000]  現在就是這樣
[00:11:58.000 --> 00:12:00.000]  神都還沒做什麼
[00:12:00.000 --> 00:12:02.000]  正正就是他們說
[00:12:02.000 --> 00:12:03.000]  立刻去說一些
[00:12:03.000 --> 00:12:05.000]  好像理直氣壯的說話
[00:12:05.000 --> 00:12:08.000]  去對神去頂撞神
[00:12:08.000 --> 00:12:10.000]  這裡反映出一種狀況
[00:12:10.000 --> 00:12:15.000]  就是他們對神那種抱怨
[00:12:15.000 --> 00:12:18.000]  情感的憤怒
[00:12:18.000 --> 00:12:20.000]  甚至在質疑神
[00:12:20.000 --> 00:12:22.000]  你怎麼做事的
[00:12:22.000 --> 00:12:24.000]  你做錯了事
[00:12:24.000 --> 00:12:26.000]  今天我們想一想
[00:12:26.000 --> 00:12:27.000]  我們有沒有不知不覺
[00:12:27.000 --> 00:12:30.000]  在我們侍奉的過程裡
[00:12:30.000 --> 00:12:32.000]  很多時候對神很多的懷疑
[00:12:32.000 --> 00:12:34.000]  很多的抱怨
[00:12:34.000 --> 00:12:35.000]  抱怨到一個地步
[00:12:35.000 --> 00:12:38.000]  其實是我們心態已經改變了
[00:12:38.000 --> 00:12:39.000]  這群以色列人
[00:12:39.000 --> 00:12:42.000]  可能就是一群願意侍奉的人
[00:12:42.000 --> 00:12:43.000]  但是已經改變了
[00:12:43.000 --> 00:12:45.000]  他們覺得
[00:12:45.000 --> 00:12:47.000]  侍奉這個神還值不值
[00:12:47.000 --> 00:12:49.000]  很多的投訴
[00:12:49.000 --> 00:12:51.000]  我們知道
[00:12:51.000 --> 00:12:53.000]  第二個他們的特質是什麼
[00:12:53.000 --> 00:12:57.000]  就是要拿著數
[00:12:57.000 --> 00:12:59.000]  著數就是拿一些利益
[00:12:59.000 --> 00:13:00.000]  怎麼說呢
[00:13:00.000 --> 00:13:01.000]  十四節說
[00:13:01.000 --> 00:13:04.000]  他們說侍奉神是枉然的
[00:13:04.000 --> 00:13:06.000]  我們遵守上帝的吩咐
[00:13:06.000 --> 00:13:09.000]  在萬君子耶和華面前哀痛而行
[00:13:09.000 --> 00:13:11.000]  有什麼益處
[00:13:11.000 --> 00:13:13.000]  這裡說益處
[00:13:13.000 --> 00:13:15.000]  聖經裡面通常這裡的益處
[00:13:15.000 --> 00:13:17.000]  就是說一些不義之財
[00:13:17.000 --> 00:13:19.000]  事業上的利潤
[00:13:19.000 --> 00:13:20.000]  就是說
[00:13:20.000 --> 00:13:22.000]  我們用廣東話最直接
[00:13:22.000 --> 00:13:23.000]  就是著數
[00:13:23.000 --> 00:13:26.000]  就是做事最重要有沒有著數
[00:13:26.000 --> 00:13:27.000]  有沒有著數呢
[00:13:27.000 --> 00:13:29.000]  有沒有好處呢
[00:13:29.000 --> 00:13:31.000]  有好處的就怎樣
[00:13:31.000 --> 00:13:32.000]  就做
[00:13:32.000 --> 00:13:34.000]  沒有好處的就怎樣
[00:13:34.000 --> 00:13:35.000]  就不做了
[00:13:35.000 --> 00:13:37.000]  就是說每一次
[00:13:37.000 --> 00:13:38.000]  在做一些事情的過程裡
[00:13:38.000 --> 00:13:39.000]  先算一算
[00:13:39.000 --> 00:13:41.000]  有沒有呢
[00:13:41.000 --> 00:13:43.000]  所以這群人就說
[00:13:43.000 --> 00:13:46.000]  原來我們在神面前哀痛而行
[00:13:46.000 --> 00:13:48.000]  都沒有著數的
[00:13:48.000 --> 00:13:49.000]  就是你們知道
[00:13:49.000 --> 00:13:51.000]  去到神面前敬拜
[00:13:51.000 --> 00:13:53.000]  有很多種狀態
[00:13:53.000 --> 00:13:55.000]  有時候很歡喜雀躍讚美
[00:13:55.000 --> 00:13:56.000]  有時候什麼
[00:13:56.000 --> 00:13:58.000]  要表示深深的懊悔
[00:13:58.000 --> 00:14:00.000]  有一種哀痛的行動
[00:14:00.000 --> 00:14:03.000]  但原來這種哀痛
[00:14:03.000 --> 00:14:05.000]  找不到著數
[00:14:05.000 --> 00:14:07.000]  第一節目這裡說的就是一種狀況
[00:14:07.000 --> 00:14:08.000]  甚至乎他說什麼
[00:14:08.000 --> 00:14:09.000]  枉然
[00:14:09.000 --> 00:14:11.000]  枉然就是什麼
[00:14:11.000 --> 00:14:13.000]  就是瑪利亞·凱德羅那句
[00:14:13.000 --> 00:14:16.000]  浪費力氣
[00:14:16.000 --> 00:14:17.000]  枉然就是說
[00:14:17.000 --> 00:14:19.000]  我做這麼多浪費力氣的
[00:14:19.000 --> 00:14:21.000]  都沒有著數的
[00:14:21.000 --> 00:14:22.000]  聽節目這裡說的就是
[00:14:22.000 --> 00:14:23.000]  這群人裡面
[00:14:23.000 --> 00:14:25.000]  他們侍奉到疲憊
[00:14:25.000 --> 00:14:26.000]  就因為不知不覺
[00:14:26.000 --> 00:14:27.000]  就是他們侍奉的時候
[00:14:27.000 --> 00:14:28.000]  想一想
[00:14:28.000 --> 00:14:30.000]  侍奉有沒有著數呢
[00:14:30.000 --> 00:14:32.000]  侍奉有沒有
[00:14:32.000 --> 00:14:35.000]  足夠的回報呢
[00:14:35.000 --> 00:14:37.000]  是這樣的
[00:14:37.000 --> 00:14:39.000]  這裡說的有兩部機械
[00:14:39.000 --> 00:14:40.000]  不知道你們知不知道
[00:14:40.000 --> 00:14:42.000]  這兩部機械有什麼不同
[00:14:42.000 --> 00:14:44.000]  一部叫做自助販賣機
[00:14:44.000 --> 00:14:45.000]  就是說
[00:14:45.000 --> 00:14:46.000]  你賣一罐汽水
[00:14:46.000 --> 00:14:47.000]  譬如兩元的
[00:14:47.000 --> 00:14:49.000]  兩元美金的可樂
[00:14:49.000 --> 00:14:50.000]  那你入兩元
[00:14:50.000 --> 00:14:52.000]  就會出什麼給你
[00:14:52.000 --> 00:14:54.000]  出可樂給你
[00:14:54.000 --> 00:14:56.000]  那你入四元呢
[00:14:56.000 --> 00:14:58.000]  出兩罐可樂給你
[00:14:58.000 --> 00:14:59.000]  是不是很正常
[00:14:59.000 --> 00:15:00.000]  因為你覺得
[00:15:00.000 --> 00:15:02.000]  我付出的
[00:15:02.000 --> 00:15:05.000]  是要拿回我應得的
[00:15:05.000 --> 00:15:07.000]  我付出兩元就要一罐可樂
[00:15:07.000 --> 00:15:09.000]  四元就要兩罐可樂
[00:15:09.000 --> 00:15:13.000]  自動販賣機那種心態
[00:15:13.000 --> 00:15:14.000]  我要多勞
[00:15:14.000 --> 00:15:16.000]  自然要在上帝面前
[00:15:16.000 --> 00:15:18.000]  要多得
[00:15:18.000 --> 00:15:19.000]  但是
[00:15:19.000 --> 00:15:21.000]  有時候有種心態叫什麼
[00:15:21.000 --> 00:15:23.000]  叫夾公仔機的心態
[00:15:23.000 --> 00:15:25.000]  夾公仔的心態是什麼呢
[00:15:25.000 --> 00:15:27.000]  就是過程裡面
[00:15:27.000 --> 00:15:29.000]  你可能夾一次
[00:15:29.000 --> 00:15:30.000]  是不行的
[00:15:30.000 --> 00:15:31.000]  沒有果效的
[00:15:31.000 --> 00:15:32.000]  夾兩次
[00:15:32.000 --> 00:15:33.000]  沒有果效的
[00:15:33.000 --> 00:15:35.000]  夾十次
[00:15:35.000 --> 00:15:37.000]  才會近一點
[00:15:37.000 --> 00:15:38.000]  到最後怎麼辦
[00:15:38.000 --> 00:15:40.000]  可能你夾了二十次
[00:15:40.000 --> 00:15:42.000]  你終於都可能夾到
[00:15:42.000 --> 00:15:43.000]  又或者你終於
[00:15:43.000 --> 00:15:45.000]  什麼都夾不到
[00:15:45.000 --> 00:15:46.000]  但是
[00:15:46.000 --> 00:15:48.000]  你要問為什麼那些人還會夾呢
[00:15:48.000 --> 00:15:50.000]  你有沒有想過
[00:15:50.000 --> 00:15:52.000]  你有二十元
[00:15:52.000 --> 00:15:54.000]  我直接買十罐汽水
[00:15:54.000 --> 00:15:55.000]  還是我拿二十元
[00:15:55.000 --> 00:15:56.000]  拿去夾公仔
[00:15:56.000 --> 00:15:58.000]  夾完之後一個公仔都拿不到
[00:15:58.000 --> 00:16:00.000]  理論上應該很清楚
[00:16:00.000 --> 00:16:02.000]  就是你會夾哪一樣東西
[00:16:02.000 --> 00:16:04.000]  但是你發現現在很多人都是
[00:16:04.000 --> 00:16:05.000]  去夾公仔的
[00:16:05.000 --> 00:16:07.000]  為什麼呢
[00:16:07.000 --> 00:16:09.000]  因為夾公仔的過程裡面
[00:16:09.000 --> 00:16:11.000]  是有一個過程的
[00:16:11.000 --> 00:16:13.000]  這個過程裡面
[00:16:13.000 --> 00:16:15.000]  其實你很開心的
[00:16:15.000 --> 00:16:16.000]  因為一群人一起
[00:16:16.000 --> 00:16:17.000]  啊
[00:16:17.000 --> 00:16:18.000]  差一點
[00:16:18.000 --> 00:16:19.000]  在叫
[00:16:19.000 --> 00:16:20.000]  玩的過程裡面
[00:16:20.000 --> 00:16:22.000]  其實是有經歷
[00:16:22.000 --> 00:16:24.000]  是有開心的時刻
[00:16:24.000 --> 00:16:26.000]  甚至最後如果能夠得到
[00:16:26.000 --> 00:16:27.000]  那個獎呢
[00:16:27.000 --> 00:16:29.000]  其實那個獎很多時候
[00:16:29.000 --> 00:16:31.000]  不值你給的錢的
[00:16:31.000 --> 00:16:32.000]  你發現你就是的
[00:16:32.000 --> 00:16:33.000]  是不值的
[00:16:33.000 --> 00:16:34.000]  你自己出去買呢
[00:16:34.000 --> 00:16:36.000]  比這個價錢還便宜
[00:16:36.000 --> 00:16:38.000]  不過你就去做這件事
[00:16:38.000 --> 00:16:39.000]  說什麼呢
[00:16:39.000 --> 00:16:41.000]  就是說原來有些時候
[00:16:41.000 --> 00:16:43.000]  就是一方面有些人
[00:16:43.000 --> 00:16:45.000]  就是說我要付出多少
[00:16:45.000 --> 00:16:46.000]  收回多少
[00:16:46.000 --> 00:16:48.000]  這樣的心態去侍奉
[00:16:48.000 --> 00:16:50.000]  但是有時候我們會不會
[00:16:50.000 --> 00:16:51.000]  有一種心態可以就是
[00:16:51.000 --> 00:16:53.000]  我們侍奉上帝的過程裡面
[00:16:53.000 --> 00:16:55.000]  不是看那個結果
[00:16:55.000 --> 00:16:57.000]  中不中獎
[00:16:57.000 --> 00:16:59.000]  而是看到就是原來
[00:16:59.000 --> 00:17:01.000]  當我們侍奉上帝的過程裡面
[00:17:01.000 --> 00:17:03.000]  其實很開心的
[00:17:03.000 --> 00:17:06.000]  記得就是在兩年前
[00:17:06.000 --> 00:17:09.000]  我們教會有報道會
[00:17:09.000 --> 00:17:11.000]  感恩節記不記得
[00:17:11.000 --> 00:17:12.000]  我不知道你們有沒有
[00:17:12.000 --> 00:17:14.000]  來到當天晚上的聚會
[00:17:14.000 --> 00:17:15.000]  但是我自己就見得到
[00:17:15.000 --> 00:17:16.000]  就是弟兄姊妹
[00:17:16.000 --> 00:17:17.000]  一起用了很多時間
