
[00:00:00.000 --> 00:00:04.280]  感謝天父讓我們今天能夠再一次聚集
[00:02:34.040 --> 00:02:35.840]  不安
[00:02:35.840 --> 00:02:38.840]  不安的相反就是平安
[00:02:38.840 --> 00:02:40.640]  平安有環境而來的
[00:02:40.640 --> 00:02:42.840]  平安有從基督耶穌而來的
[00:02:42.840 --> 00:02:45.840]  叫出人意外的平安
[00:02:45.840 --> 00:02:48.040]  單單世人歡樂的時候
[00:02:48.040 --> 00:02:49.240]  你歡樂平安
[00:02:49.240 --> 00:02:51.040]  那些不是真平安
[00:02:51.040 --> 00:02:52.040]  世人歡樂的時候
[00:02:52.040 --> 00:02:55.040]  那種願望未必達到
[00:02:55.040 --> 00:02:56.640]  所以今年踏入新年
[00:02:56.640 --> 00:02:57.640]  第一個給我感觸
[00:02:57.640 --> 00:03:00.040]  最深刻的感觸是什麼呢?
[00:03:00.040 --> 00:03:02.640]  就是那一刻倒數美元
[00:03:02.640 --> 00:03:06.040]  那一刻數字以海嘯式上升
[00:03:06.040 --> 00:03:09.040]  倒數的時候你看什麼?
[00:03:09.040 --> 00:03:10.840]  看什麼呢?
[00:03:10.840 --> 00:03:14.840]  很多人都望疫情快點過去
[00:03:14.840 --> 00:03:16.640]  我要肯定
[00:03:16.640 --> 00:03:18.240]  基督徒都是這樣祈禱
[00:03:18.240 --> 00:03:20.440]  我用基督徒三個字
[00:03:20.440 --> 00:03:21.240]  有沒有祈禱?
[00:03:21.240 --> 00:03:22.640]  沒有
[00:03:22.640 --> 00:03:23.440]  上帝有沒有聽?
[00:03:23.440 --> 00:03:24.240]  聽到
[00:03:24.240 --> 00:03:25.640]  為什麼不實踐?
[00:03:25.640 --> 00:03:30.840]  我不知道
[00:03:30.840 --> 00:03:31.640]  弟子們
[00:03:31.640 --> 00:03:35.240]  不要單單憑自己的感性
[00:03:35.240 --> 00:03:38.240]  不要單單憑自己的理性
[00:03:38.240 --> 00:03:41.240]  來想明白上帝的作為
[00:03:41.240 --> 00:03:45.240]  不可能
[00:03:45.240 --> 00:03:47.640]  如果我們不謹慎
[00:03:47.640 --> 00:03:53.640]  我相信聖靈會在我們心中提醒我們
[00:03:53.640 --> 00:03:54.640]  除了兩次聖經之外
[00:03:54.640 --> 00:03:56.240]  第三次我就想起
[00:03:56.240 --> 00:03:59.640]  但義理解夢的故事
[00:03:59.640 --> 00:04:01.040]  想起尼泊爾的沙皇
[00:04:01.040 --> 00:04:02.440]  他在床上
[00:04:02.440 --> 00:04:03.840]  聖經這樣記載的
[00:04:03.840 --> 00:04:05.040]  他在床上
[00:04:05.040 --> 00:04:07.040]  他不是發白日夢
[00:04:07.040 --> 00:04:09.840]  他是為了未來打算計劃的時候
[00:04:09.840 --> 00:04:11.440]  這個皇帝是很厲害的
[00:04:11.440 --> 00:04:13.840]  大巴比倫的皇王
[00:04:13.840 --> 00:04:15.640]  不是說笑的
[00:04:15.640 --> 00:04:16.440]  我想他動一下手
[00:04:16.440 --> 00:04:18.240]  他一定會鴻毛
[00:04:18.240 --> 00:04:20.640]  他的策略是勝過所有人
[00:04:20.640 --> 00:04:22.040]  後來他懂得用但義理
[00:04:22.040 --> 00:04:24.640]  也是一個好絕計
[00:04:24.640 --> 00:04:26.240]  怎麼會一個這麼大的皇帝
[00:04:26.240 --> 00:04:30.040]  用一個俘虜來做首相?
[00:04:30.040 --> 00:04:32.840]  沒有自己一個個人的頭腦想法
[00:04:32.840 --> 00:04:34.040]  做不到
[00:04:34.040 --> 00:04:38.640]  所以當他在床上
[00:04:38.640 --> 00:04:40.840]  想將來事幹的時候
[00:04:40.840 --> 00:04:42.040]  不知道為什麼
[00:04:42.040 --> 00:04:43.040]  我真的不知道為什麼
[00:04:43.040 --> 00:04:45.840]  神會將世界要發生的大事
[00:04:45.840 --> 00:04:47.040]  藉著一個夢境
[00:04:47.040 --> 00:04:49.640]  一個意象讓他看到
[00:04:49.640 --> 00:04:52.640]  金頭、銀胸、銅腹、鐵腿
[00:04:52.640 --> 00:04:55.440]  接著半泥半鐵的腳
[00:04:55.440 --> 00:04:57.440]  這個世界歷史發展就是這樣過來的
[00:04:57.440 --> 00:04:58.840]  巴比倫、馬特、波斯
[00:04:58.840 --> 00:05:00.240]  接著希臘、羅馬
[00:05:00.240 --> 00:05:01.640]  接著現在世界上
[00:05:01.640 --> 00:05:04.240]  半泥半鐵
[00:05:04.240 --> 00:05:06.040]  所以看到聖經說了
[00:05:06.040 --> 00:05:11.240]  將來每一個國家裡面都是半泥半鐵
[00:05:11.240 --> 00:05:15.840]  你信也好,不信也好
[00:05:15.840 --> 00:05:17.640]  所以當海嘯式
[00:05:17.640 --> 00:05:19.440]  從十幾萬的確診
[00:05:19.440 --> 00:05:20.640]  一到百萬
[00:05:20.640 --> 00:05:21.840]  我以為我太太聽不懂
[00:05:21.840 --> 00:05:23.440]  她跟我說
[00:05:23.440 --> 00:05:26.040]  美國過了一百萬一個星期
[00:05:26.040 --> 00:05:26.840]  她說不是一天
[00:05:26.840 --> 00:05:28.240]  我說一天?
[00:05:28.240 --> 00:05:31.240]  我昨天跟一位美國的弟兄通電話
[00:05:31.240 --> 00:05:32.240]  他說他住的城市
[00:05:32.240 --> 00:05:35.840]  一天裡面四萬宗確診數字
[00:05:35.840 --> 00:05:37.440]  一天,住的城市一萬
[00:05:37.440 --> 00:05:40.640]  哇,香港一天四萬宗
[00:05:40.640 --> 00:05:44.640]  我一定是大家在家裡不准出來
[00:05:44.640 --> 00:05:47.240]  神有恩典憐憫
[00:05:47.240 --> 00:05:48.040]  所以弟子們
[00:05:48.040 --> 00:05:49.440]  當你思想上就懷疑的時候
[00:05:49.440 --> 00:05:50.040]  我覺得
[00:05:50.040 --> 00:05:51.840]  我就知道我祖國神下
[00:05:51.840 --> 00:05:52.640]  既然如此
[00:05:52.640 --> 00:05:53.640]  我今天回去廣東
[00:05:53.640 --> 00:05:55.840]  不知道說什麼好
[00:05:55.840 --> 00:05:56.840]  因為我已經準備了
[00:05:56.840 --> 00:06:01.640]  要說基督降臨之溫故知新
[00:06:01.640 --> 00:06:03.840]  我用溫故知新這四個字
[00:06:03.840 --> 00:06:08.240]  對我自己來說是很客氣的
[00:06:08.240 --> 00:06:10.640]  應該是鑒古知今
[00:06:10.640 --> 00:06:12.440]  你看看以前發生什麼事
[00:06:12.440 --> 00:06:16.240]  今天也在發生
[00:06:16.240 --> 00:06:17.640]  這就是今天要說的經文
[00:06:17.640 --> 00:06:18.440]  但在說之前
[00:06:18.440 --> 00:06:21.040]  我想今天用詩篇教一篇
[00:06:21.040 --> 00:06:23.640]  跟大家作一些提醒和勉勵
[00:06:23.640 --> 00:06:24.840]  好不好?
[00:06:24.840 --> 00:06:28.040]  我本來打算馬上寫
[00:06:28.040 --> 00:06:29.640]  但是寫不了那麼多
[00:06:29.640 --> 00:06:30.840]  因為今早到時想事情
[00:06:30.840 --> 00:06:32.040]  我去拍攝
[00:06:32.040 --> 00:06:32.840]  拍攝之後
[00:06:32.840 --> 00:06:33.840]  我跟Gary說
[00:06:33.840 --> 00:06:35.240]  Gary幫我拍出來
[00:06:35.240 --> 00:06:37.040]  事態可能不行
[00:06:37.040 --> 00:06:38.440]  放大它
[00:06:38.440 --> 00:06:39.440]  放大它之後
[00:06:39.440 --> 00:06:41.040]  稍後文章給大家看
[00:06:41.040 --> 00:06:44.040]  我想跟大家看的重點在哪裡呢?
[00:06:44.040 --> 00:06:45.640]  重點就是在
[00:06:45.640 --> 00:06:46.440]  第一節就說
[00:06:46.440 --> 00:06:48.240]  住在至高者隱物處的
[00:06:48.240 --> 00:06:50.440]  必住在全能者的陰下
[00:06:50.440 --> 00:06:54.240]  今天你住在哪裡?
[00:06:54.240 --> 00:06:55.640]  你住在哪裡?
[00:06:55.640 --> 00:06:57.240]  你住在北美洲
[00:06:57.240 --> 00:06:59.240]  澳洲
[00:06:59.240 --> 00:07:01.440]  住在香港
[00:07:01.440 --> 00:07:03.840]  你住在哪裡都好
[00:07:03.840 --> 00:07:06.040]  這一粒
[00:07:06.040 --> 00:07:07.240]  綠色的
[00:07:07.240 --> 00:07:09.040]  很多毛的
[00:07:09.040 --> 00:07:11.640]  那個是接著的
[00:07:11.640 --> 00:07:13.040]  接著他說
[00:07:13.040 --> 00:07:14.440]  我的避難所
[00:07:14.440 --> 00:07:15.440]  我的山寨
[00:07:15.440 --> 00:07:16.240]  我的上帝
[00:07:16.240 --> 00:07:22.040]  你是我所倚靠的
[00:07:22.040 --> 00:07:22.840]  弟兄姊妹
[00:07:22.840 --> 00:07:26.640]  你現在倚靠什麼?
[00:07:26.640 --> 00:07:28.040]  認真反省想一想
[00:07:28.040 --> 00:07:29.040]  因為這段經文之後
[00:07:29.040 --> 00:07:31.040]  我會說今天的經文
[00:07:31.040 --> 00:07:33.640]  接著聖經就這樣說
[00:07:33.640 --> 00:07:34.840]  他必救你脫離
[00:07:34.840 --> 00:07:36.040]  捕鳥人的網絡
[00:07:36.040 --> 00:07:37.640]  你不要管他為什麼
[00:07:37.640 --> 00:07:38.440]  下面那句話
[00:07:38.440 --> 00:07:41.440]  和毀滅人的瘟疫
[00:07:41.440 --> 00:07:43.240]  毀滅人的瘟疫
[00:07:43.240 --> 00:07:46.040]  聖經提到瘟疫這句字
[00:07:46.040 --> 00:07:48.040]  到第四節
[00:07:48.040 --> 00:07:48.840]  接著說
[00:07:48.840 --> 00:07:52.640]  他的信實是大小的盾牌
[00:07:52.640 --> 00:07:57.040]  你們見過盾牌沒有?
[00:07:57.040 --> 00:07:58.040]  見過沒有?見過了
[00:07:58.040 --> 00:08:00.040]  盾牌有什麼用?
[00:08:00.040 --> 00:08:01.640]  有些人扔石頭給你的時候
[00:08:01.640 --> 00:08:03.040]  你就擋住他
[00:08:03.040 --> 00:08:04.040]  如果火箭射過來
[00:08:04.040 --> 00:08:06.040]  你就頂住他
[00:08:06.040 --> 00:08:08.240]  神是你的盾牌
[00:08:08.240 --> 00:08:10.040]  接著下面又提到
[00:08:10.040 --> 00:08:12.440]  黑夜的驚駭
[00:08:12.440 --> 00:08:14.440]  白日飛的箭
[00:08:14.440 --> 00:08:17.440]  你不知道什麼時候中箭的
[00:08:17.440 --> 00:08:18.840]  是不是?
[00:08:18.840 --> 00:08:20.040]  什麼做你的盾牌?
[00:08:20.040 --> 00:08:21.440]  神做你的盾牌
[00:08:21.440 --> 00:08:23.240]  當然你也要盡你的本分
[00:08:23.240 --> 00:08:24.440]  是不是?
[00:08:24.440 --> 00:08:26.640]  你不能夠
[00:08:26.640 --> 00:08:27.640]  我說一件事
[00:08:27.640 --> 00:08:29.640]  不過過了去我再說
[00:08:29.640 --> 00:08:34.840]  去年是我今禧的結婚日子
[00:08:34.840 --> 00:08:38.240]  結果很靜靜地吃了一頓飯
[00:08:38.240 --> 00:08:39.840]  半年前他已經在計劃了
[00:08:39.840 --> 00:08:43.040]  我說No
[00:08:43.040 --> 00:08:46.040]  不吃一頓飯有什麼所謂?
[00:08:46.040 --> 00:08:49.640]  什麼叫慶祝?
[00:08:49.640 --> 00:08:51.840]  就是這麼簡單
[00:08:51.840 --> 00:08:53.440]  第二次會
[00:08:53.440 --> 00:08:55.640]  所以你現在看到新聞
[00:08:55.640 --> 00:08:58.040]  爆一些這樣的新聞出來的時候
[00:08:58.040 --> 00:09:01.040]  我不會隨意批評
[00:09:01.040 --> 00:09:05.040]  當然有些人是不知道為什麼
[00:09:05.040 --> 00:09:07.440]  可能是人情過於一切
[00:09:07.440 --> 00:09:09.640]  可能是因為有這種原因
[00:09:09.640 --> 00:09:12.640]  但是當我自己在反省的時候
[00:09:12.640 --> 00:09:15.240]  我覺得需要受一點憐憫
[00:09:15.240 --> 00:09:16.640]  我剛才進來的時候
[00:09:16.640 --> 00:09:17.840]  進禮堂的時候
[00:09:17.840 --> 00:09:20.040]  有人派一張東西給我
[00:09:20.040 --> 00:09:21.240]  一排進來
[00:09:21.240 --> 00:09:23.440]  進這個禮堂
[00:09:23.440 --> 00:09:28.640]  拿了兩張消毒劑
[00:09:28.640 --> 00:09:30.840]  你知道我拿了一份東西之後
[00:09:30.840 --> 00:09:32.440]  第一個感受就是
[00:09:32.440 --> 00:09:35.640]  什麼?消毒?
[00:09:35.640 --> 00:09:37.240]  如果你要領聖餐
[00:09:37.240 --> 00:09:38.240]  要守潔
[00:09:38.240 --> 00:09:39.640]  是不是?
[00:09:39.640 --> 00:09:41.040]  去到神面前
[00:09:41.040 --> 00:09:43.440]  除了守潔還有什麼?
[00:09:43.440 --> 00:09:46.240]  你自己說吧
[00:09:46.240 --> 00:09:47.040]  你清不清?
[00:09:47.040 --> 00:09:48.840]  你知道的
[00:09:48.840 --> 00:09:50.640]  你不清你的見神
[00:09:50.640 --> 00:09:52.440]  去到神面前禱告神
[00:09:52.440 --> 00:09:54.440]  如果我照我所想說的話
[00:09:54.440 --> 00:09:55.840]  跟大明星無關
[00:09:55.840 --> 00:09:57.840]  他們未必一定肯聽
[00:09:57.840 --> 00:10:00.840]  但是你有說話給他們聽的時候
[00:10:00.840 --> 00:10:02.840]  是要證明一件事
[00:10:02.840 --> 00:10:05.840]  你的信仰不是風聞有神
[00:10:05.840 --> 00:10:09.640]  你要親眼見到神
[00:10:09.640 --> 00:10:10.840]  你說我怎麼見?
[00:10:10.840 --> 00:10:12.640]  當然是你眼見不到
[00:10:12.640 --> 00:10:14.640]  你要看到神的作為
[00:10:14.640 --> 00:10:18.840]  知道神正在做事
[00:10:18.840 --> 00:10:19.840]  你看到神的作為
[00:10:19.840 --> 00:10:23.240]  不知道神在做事還是人間鬥爭
[00:10:23.240 --> 00:10:28.040]  人間鬥爭都是上帝准許的
[00:10:28.040 --> 00:10:29.640]  是不是?
[00:10:29.640 --> 00:10:31.440]  見到耶穌不是眼
[00:10:31.440 --> 00:10:33.440]  保羅怎麼見到耶穌?
[00:10:33.440 --> 00:10:34.640]  保羅在大馬士革
[00:10:34.640 --> 00:10:37.640]  光光照身體的眼睛
[00:10:37.640 --> 00:10:39.440]  黑了
[00:10:39.440 --> 00:10:41.640]  看不到東西
[00:10:41.640 --> 00:10:44.040]  然後那時候他說
[00:10:44.040 --> 00:10:46.440]  你是誰?
[00:10:46.440 --> 00:10:49.240]  他這樣見到耶穌
[00:10:49.240 --> 00:10:51.240]  你怎麼見到耶穌?
[00:10:51.240 --> 00:10:53.440]  你沒有經歷過上帝的作為
[00:10:53.440 --> 00:10:56.640]  過去困難的日子
[00:10:56.640 --> 00:10:58.240]  風土海浪的時候
[00:10:58.240 --> 00:10:59.840]  你平安度過
[00:10:59.840 --> 00:11:03.640]  你覺得是自然的?
[00:11:03.640 --> 00:11:04.640]  是你的才幹?
[00:11:04.640 --> 00:11:05.240]  是你的能力?
[00:11:05.240 --> 00:11:06.240]  是你的判斷?
[00:11:06.240 --> 00:11:09.840]  是資訊供應給你的途徑?
[00:11:09.840 --> 00:11:12.240]  還是神帶領你經過?
[00:11:12.240 --> 00:11:13.840]  你說過很多次見證
[00:11:13.840 --> 00:11:15.840]  包括我自己在內
[00:11:15.840 --> 00:11:16.840]  但是你沒有經歷過神
[00:11:16.840 --> 00:11:19.640]  你怎麼可能親眼見到你?
[00:11:19.640 --> 00:11:20.840]  若白說這句話的時候
[00:11:20.840 --> 00:11:23.040]  不是容易說的
[00:11:23.040 --> 00:11:27.640]  經歷和三位朋友幾乎吵架
[00:11:27.640 --> 00:11:28.840]  痛不痛苦?
[00:11:28.840 --> 00:11:32.840]  一天之間什麼都沒有
[00:11:32.840 --> 00:11:34.840]  三位安慰朋友坐足七天七夜
[00:11:34.840 --> 00:11:37.040]  大家無言無語
[00:11:37.040 --> 00:11:38.640]  那種慘痛
[00:11:38.640 --> 00:11:41.640]  後來還好像誤會地鬥爭
[00:11:41.640 --> 00:11:43.240]  到最後
[00:11:43.240 --> 00:11:45.840]  他自卑自責
[00:11:45.840 --> 00:11:47.040]  自卑自責
[00:11:47.040 --> 00:11:49.440]  接著他就說這句話
[00:11:49.440 --> 00:11:51.440]  我從前風雲有你
[00:11:51.440 --> 00:11:53.240]  我現在親眼見到你
[00:11:53.240 --> 00:11:54.040]  不容易說的
[00:11:54.040 --> 00:11:56.640]  我都不敢說
[00:11:56.640 --> 00:11:59.240]  你敢不敢說?
[00:11:59.240 --> 00:12:02.440]  所以求主讓我們能夠看到
[00:12:02.440 --> 00:12:04.640]  這段經文有一篇
[00:12:04.640 --> 00:12:07.040]  雖有千人撲倒在床邊
[00:12:07.040 --> 00:12:08.840]  萬人撲倒在你左邊
[00:12:08.840 --> 00:12:10.840]  亦災卻不臨近你
[00:12:10.840 --> 00:12:12.240]  第八節
[00:12:12.240 --> 00:12:15.640]  唯有見到惡人遭報
[00:12:15.640 --> 00:12:16.240]  弟兄姊妹
[00:12:16.240 --> 00:12:18.240]  不要以為我們幸災樂禍
[00:12:18.240 --> 00:12:19.840]  這個惡人不是欺負你那些人
[00:12:19.840 --> 00:12:20.640]  叫惡人
[00:12:20.640 --> 00:12:21.640]  不
[00:12:21.640 --> 00:12:22.840]  聖經裡面說惡人是
[00:12:22.840 --> 00:12:25.240]  惡人必不得平安
[00:12:25.240 --> 00:12:28.440]  不認識耶和華的人是惡人
[00:12:28.440 --> 00:12:30.440]  留心說
[00:12:30.440 --> 00:12:31.840]  不認識耶和華
[00:12:31.840 --> 00:12:34.640]  不是說不信耶和華的人
[00:12:34.640 --> 00:12:35.840]  很多人說信的
[00:12:35.840 --> 00:12:37.040]  但是認不認識?
[00:12:37.040 --> 00:12:38.640]  我不知道
[00:12:38.640 --> 00:12:42.240]  所以我相信神一定會施恩移民
[00:12:42.240 --> 00:12:43.040]  犯尋求的人
[00:12:43.040 --> 00:12:45.440]  因為耶和華是我們的避難所
[00:12:45.440 --> 00:12:48.040]  你以至高者為居所
[00:12:48.040 --> 00:12:49.240]  禍患必不臨到你
[00:12:49.240 --> 00:12:54.040]  災害也不靠近你的帳篷
[00:12:54.040 --> 00:12:56.440]  這件事也好好的討過
[00:12:56.440 --> 00:12:57.840]  在香港第一次
[00:12:57.840 --> 00:13:00.040]  那個政府立令
[00:13:00.040 --> 00:13:02.840]  哪棟大廈有人中招
[00:13:02.840 --> 00:13:04.640]  整棟要檢疫
[00:13:04.640 --> 00:13:06.240]  說檢疫名單要最多的時候
[00:13:06.240 --> 00:13:09.240]  你有沒有想過的?
[00:13:09.240 --> 00:13:10.440]  所以我後來真的
[00:13:10.440 --> 00:13:13.640]  都曾經嘗試為我大廈裡面
[00:13:13.640 --> 00:13:15.640]  幾乎我不認識的每一戶
[00:13:15.640 --> 00:13:16.840]  都為那些姐姐祈禱
[00:13:16.840 --> 00:13:18.240]  希望他從菲律賓來也好
[00:13:18.240 --> 00:13:19.040]  印尼也好
[00:13:19.040 --> 00:13:20.040]  不要帶東西來
[00:13:20.040 --> 00:13:21.640]  一帶到來之後
[00:13:21.640 --> 00:13:24.040]  三更半夜要下樓要檢測
[00:13:24.040 --> 00:13:26.040]  是不是?
[00:13:26.040 --> 00:13:27.640]  一下子假陽性也好
[00:13:27.640 --> 00:13:28.840]  你都要隔離十四天
[00:13:28.840 --> 00:13:31.440]  真是神經病
[00:13:31.440 --> 00:13:32.840]  你說你這麼自私自利
[00:13:32.840 --> 00:13:33.840]  不是
[00:13:33.840 --> 00:13:35.840]  為己為人都是這樣看的
[00:13:35.840 --> 00:13:38.240]  要去萬全福音
[00:13:38.240 --> 00:13:39.440]  你今天幫到人什麼?
[00:13:39.440 --> 00:13:41.640]  你怎麼幫?我問你
[00:13:41.640 --> 00:13:45.640]  全世界的政要自己都幫不到自己
[00:13:45.640 --> 00:13:47.440]  是不是?
[00:13:47.440 --> 00:13:48.840]  所以求主讓我們看到
[00:13:48.840 --> 00:13:51.240]  整個說話是這麼真實的
[00:13:51.240 --> 00:13:52.840]  相信祂
[00:13:52.840 --> 00:13:54.440]  詩篇教一篇
[00:13:54.440 --> 00:13:56.040]  很多人知道
[00:13:56.040 --> 00:13:57.440]  很多人讀過
[00:13:57.440 --> 00:13:59.840]  很多人解過
[00:13:59.840 --> 00:14:05.040]  但是信不信?
[00:14:05.040 --> 00:14:07.040]  問題在這裡
[00:14:07.040 --> 00:14:08.840]  有那麼信就不用戴口罩嗎?
[00:14:08.840 --> 00:14:09.440]  不用洗手嗎?
[00:14:09.440 --> 00:14:09.840]  不是
[00:14:09.840 --> 00:14:11.440]  那些沒有人做過
[00:14:11.440 --> 00:14:12.640]  規定
[00:14:12.640 --> 00:14:14.040]  這是法例來的
[00:14:14.040 --> 00:14:16.640]  現在是要做的
[00:14:16.640 --> 00:14:18.240]  有一次我懵懵懂懂
[00:14:18.240 --> 00:14:21.040]  我去買東西
[00:14:21.040 --> 00:14:22.240]  我一進到車裡
[00:14:22.240 --> 00:14:24.240]  就把口罩放在車裡
[00:14:24.240 --> 00:14:25.840]  泊完車之後
[00:14:25.840 --> 00:14:28.840]  就衝進一間藥房去買東西
[00:14:28.840 --> 00:14:30.040]  進去那個年輕人看到
[00:14:30.040 --> 00:14:31.840]  喂喂喂
[00:14:31.840 --> 00:14:32.640]  我什麼事幹?
[00:14:32.640 --> 00:14:34.840]  我完全不知道發生什麼事
[00:14:34.840 --> 00:14:36.040]  他說你沒有口罩嗎?
[00:14:36.040 --> 00:14:37.240]  哎呀,我氣死氣死
[00:14:37.240 --> 00:14:39.240]  馬上回到車裡
[00:14:39.240 --> 00:14:41.640]  不然馬上給他買一個口罩去戴
[00:14:41.640 --> 00:14:42.640]  法例這樣定了
[00:14:42.640 --> 00:14:44.240]  就定了
[00:14:44.240 --> 00:14:46.840]  但是弟子妹
[00:14:46.840 --> 00:14:48.840]  勤洗手
[00:14:48.840 --> 00:14:49.840]  守潔
[00:14:49.840 --> 00:14:50.640]  深情
[00:14:50.640 --> 00:14:51.640]  好,時間問題
[00:14:51.640 --> 00:14:53.840]  看今天的《回國訊息》
[00:14:53.840 --> 00:14:54.840]  很快出去
[00:14:54.840 --> 00:14:57.040]  一段經文而已
[00:14:57.040 --> 00:15:00.840]  《馬太福音》第二章一到十八節
[00:15:00.840 --> 00:15:01.840]  留心
[00:15:01.840 --> 00:15:04.840]  欺虐作王的時候
[00:15:04.840 --> 00:15:07.040]  耶穌在猶大的伯利恆
[00:15:07.040 --> 00:15:08.440]  動身在猶大伯利恆
[00:15:08.440 --> 00:15:12.440]  新翻譯叫《博學之士》
[00:15:12.440 --> 00:15:14.840]  和學本叫《三博士》
[00:15:14.840 --> 00:15:16.640]  三博士其實是不是三博士呢?
[00:15:16.640 --> 00:15:17.640]  我不知道
[00:15:17.640 --> 00:15:18.440]  為什麼呢?
[00:15:18.440 --> 00:15:20.440]  後來我有一本書最近出了
[00:15:20.440 --> 00:15:21.840]  在天圖出了一本書很好的
[00:15:21.840 --> 00:15:23.840]  講解博士到底是什麼人
[00:15:23.840 --> 00:15:25.040]  可能是占星
[00:15:25.040 --> 00:15:26.040]  即是看星的
[00:15:26.040 --> 00:15:27.640]  可能是研究天文的
[00:15:27.640 --> 00:15:29.440]  可能是一些術士
[00:15:29.440 --> 00:15:31.240]  即是有貶義有寶義的
[00:15:31.240 --> 00:15:33.240]  其實這些記載
[00:15:33.240 --> 00:15:35.040]  聖經都有出現過的
[00:15:35.040 --> 00:15:36.440]  譬如埃及
[00:15:36.440 --> 00:15:40.640]  摩西在法老面前行神蹟的時候
[00:15:40.640 --> 00:15:43.840]  法老也有一兩個比較聰明的
[00:15:43.840 --> 00:15:45.640]  幫他頂著頂著
[00:15:45.640 --> 00:15:47.040]  你找一條象變蛇
[00:15:47.040 --> 00:15:48.240]  他也有象變蛇的
