
[00:00:00.000 --> 00:00:03.520]  今日的題目是「蒙福秘方」
[00:10:41.600 --> 00:10:42.520]  我
[00:10:42.520 --> 00:10:43.360]  跟你一起就是神
[00:10:43.360 --> 00:10:44.360]  我
[00:10:44.360 --> 00:10:45.800]  跟你一起就行
[00:10:45.800 --> 00:10:48.480]  你有需要我就一起
[00:10:48.480 --> 00:10:49.600]  第五個
[00:10:49.600 --> 00:10:50.400]  即是第一點
[00:10:50.400 --> 00:10:51.760]  第五個祝福是什麼呢?
[00:10:51.760 --> 00:10:53.920]  如有神助
[00:10:53.920 --> 00:10:55.120]  厲害吧?
[00:10:55.120 --> 00:10:56.000]  厲害啊
[00:10:56.000 --> 00:10:58.200]  這個是神的指紋才有的
[00:10:58.200 --> 00:10:59.120]  你跟他旁邊的人說
[00:10:59.120 --> 00:11:00.120]  恭喜你
[00:11:00.120 --> 00:11:01.800]  你有份
[00:11:01.800 --> 00:11:04.520]  但你要懂得好好運用
[00:11:04.520 --> 00:11:07.200]  不然你會浪費
[00:11:07.200 --> 00:11:08.080]  我記得有一次
[00:11:08.080 --> 00:11:09.680]  我們工作
[00:11:09.680 --> 00:11:10.680]  跟太太
[00:11:10.680 --> 00:11:11.720]  我太太不見了一份
[00:11:11.720 --> 00:11:13.760]  很重要的文件
[00:11:13.760 --> 00:11:15.120]  找了很久
[00:11:15.120 --> 00:11:16.320]  盡了責任
[00:11:16.320 --> 00:11:17.800]  每個抽屜都找了
[00:11:17.800 --> 00:11:20.480]  另一個抽屜找不到
[00:11:20.480 --> 00:11:22.120]  回公司找都找不到
[00:11:22.120 --> 00:11:23.040]  在祈禱
[00:11:23.040 --> 00:11:23.920]  神真的不行
[00:11:23.920 --> 00:11:24.760]  沒有了文件
[00:11:24.760 --> 00:11:26.480]  很大件事
[00:11:26.480 --> 00:11:28.160]  但在祈禱那一下
[00:11:28.160 --> 00:11:30.400]  神就跟她說
[00:11:30.400 --> 00:11:31.400]  去回那個抽屜
[00:11:31.400 --> 00:11:33.200]  她說我找到了
[00:11:33.200 --> 00:11:34.200]  什麼都在抽屜裡
[00:11:34.200 --> 00:11:34.720]  拿了出來
[00:11:34.720 --> 00:11:35.440]  沒有了
[00:11:35.440 --> 00:11:36.960]  你去抽屜
[00:11:36.960 --> 00:11:38.840]  把抽屜拿出來
[00:11:38.840 --> 00:11:41.080]  在抽屜後面那條縫隙
[00:11:41.080 --> 00:11:42.200]  不是吧?
[00:11:42.200 --> 00:11:43.440]  我太太說
[00:11:43.440 --> 00:11:44.640]  她跟神聊天
[00:11:44.640 --> 00:11:46.320]  我扮演她
[00:11:46.320 --> 00:11:47.640]  接著她把抽屜都拿走了
[00:11:47.640 --> 00:11:48.840]  我看著她拿
[00:11:48.840 --> 00:11:50.680]  真的在那條縫隙
[00:11:50.680 --> 00:11:51.600]  哇
[00:11:51.600 --> 00:11:53.520]  我們的神說話行不行?
[00:11:53.520 --> 00:11:54.280]  你明白嗎?
[00:11:54.280 --> 00:11:55.120]  我跟旁邊的人說
[00:11:55.120 --> 00:11:57.680]  你的神說話
[00:11:57.680 --> 00:12:00.920]  你要懂得怎樣在神裡面
[00:12:00.920 --> 00:12:03.240]  跟神跟隨神做事
[00:12:03.240 --> 00:12:04.320]  得什麼福?
[00:12:04.320 --> 00:12:05.360]  很重要
[00:12:05.360 --> 00:12:06.360]  這四個福
[00:12:06.360 --> 00:12:07.320]  如有神所
[00:12:07.320 --> 00:12:09.280]  不如我們一致祝福旁邊那五個
[00:12:09.280 --> 00:12:09.880]  一二三
[00:12:09.880 --> 00:12:11.000]  如有神所
[00:12:11.000 --> 00:12:12.160]  聰明伶俐
[00:12:12.160 --> 00:12:13.120]  出入平安
[00:12:13.120 --> 00:12:14.200]  大展隆隆
[00:12:14.200 --> 00:12:16.360]  年年有餘
[00:12:16.360 --> 00:12:19.560]  有人問我為何感到祝福
[00:12:19.560 --> 00:12:20.640]  我好像又經歷不到
[00:12:20.640 --> 00:12:21.880]  有幾件事很重要
[00:12:21.880 --> 00:12:24.280]  過年的時候我看一篇文章
[00:12:24.280 --> 00:12:25.680]  提到
[00:12:25.680 --> 00:12:29.160]  給你東西你都要努力拿
[00:12:29.160 --> 00:12:29.960]  對不對?
[00:12:29.960 --> 00:12:30.880]  這個挺好的
[00:12:30.880 --> 00:12:32.320]  我翻譯成中文
[00:12:32.320 --> 00:12:33.960]  一個人跟他的內心聊天
[00:12:33.960 --> 00:12:34.440]  行不行?
[00:12:34.440 --> 00:12:35.760]  跟他的心聊天
[00:12:35.760 --> 00:12:36.400]  他說
[00:12:36.400 --> 00:12:38.600]  你不是沒有機會
[00:12:38.600 --> 00:12:39.360]  你不是缺了機會
[00:12:39.360 --> 00:12:42.120]  不過你缺乏了自律
[00:12:42.120 --> 00:12:43.480]  這個是聖靈的果子
[00:12:43.480 --> 00:12:44.440]  self control
[00:12:44.440 --> 00:12:45.400]  節制行不行?
[00:12:45.400 --> 00:12:46.920]  你有自律
[00:12:46.920 --> 00:12:50.160]  你才可以好好把握機會
[00:12:50.160 --> 00:12:51.240]  明白嗎?
[00:12:51.240 --> 00:12:53.280]  你不是缺乏資源
[00:12:53.280 --> 00:12:53.920]  你有頂尖部
[00:12:53.920 --> 00:12:54.800]  有家人
[00:12:54.800 --> 00:12:56.240]  有工作
[00:12:56.240 --> 00:12:57.040]  你缺乏了什麼?
[00:12:57.040 --> 00:12:58.720]  策略
[00:12:58.720 --> 00:13:00.000]  你有計劃
[00:13:00.000 --> 00:13:01.400]  耶穌來到三年
[00:13:01.400 --> 00:13:03.240]  全部都有計劃
[00:13:03.240 --> 00:13:05.200]  你不是缺乏能力
[00:13:05.200 --> 00:13:07.160]  你有能力
[00:13:07.160 --> 00:13:08.240]  但是
[00:13:08.240 --> 00:13:10.600]  如果你缺乏堅持
[00:13:10.600 --> 00:13:11.560]  就不行
[00:13:11.560 --> 00:13:12.360]  聖經說
[00:13:12.360 --> 00:13:15.360]  我當然選擇一些
[00:13:15.360 --> 00:13:16.880]  跟聖經有原則
[00:13:16.880 --> 00:13:17.480]  是好的東西
[00:13:17.480 --> 00:13:18.640]  我擺出來
[00:13:18.640 --> 00:13:19.720]  這其中一樣東西
[00:13:19.720 --> 00:13:20.840]  我們都知道
[00:13:20.840 --> 00:13:22.560]  聖經裡面說到
