
[00:00:00.000 --> 00:00:04.340]  首先呢 少少重覆上一個主日
[00:05:13.120 --> 00:05:15.700]  五和遺牢的
[00:05:15.700 --> 00:05:17.320]  那些打工仔
[00:05:17.320 --> 00:05:18.820]  或者做奴隸那些
[00:05:18.820 --> 00:05:20.440]  自主的
[00:05:20.440 --> 00:05:21.740]  自僱人士也說不定
[00:05:21.740 --> 00:05:23.320]  老闆那些
[00:05:23.320 --> 00:05:24.740]  又是七樣東西
[00:05:24.740 --> 00:05:26.980]  所以聖經就是這樣的
[00:05:26.980 --> 00:05:28.860]  所以很多很多學者
[00:05:28.860 --> 00:05:31.480]  我遲些也可以給你一些數字
[00:05:31.480 --> 00:05:35.360]  就已經是從聖經體數的研究
[00:05:35.360 --> 00:05:37.120]  他們說了三代表什麼
[00:05:37.120 --> 00:05:37.780]  四代表什麼
[00:05:37.780 --> 00:05:38.620]  五代表什麼
[00:05:38.620 --> 00:05:39.480]  六代表什麼
[00:05:39.480 --> 00:05:40.320]  七代表什麼
[00:05:40.320 --> 00:05:42.160]  十代表什麼
[00:05:42.160 --> 00:05:44.160]  十二代表什麼
[00:05:44.160 --> 00:05:47.280]  是有一堆的數字
[00:05:47.280 --> 00:05:51.440]  是有一個symbolical(代表性)的意義在這裡的
[00:05:51.440 --> 00:05:54.820]  這裡就是在啟述第六章十五節所提及的
[00:05:54.820 --> 00:05:56.620]  七組的人馬
[00:05:56.620 --> 00:05:57.940]  七組的人馬
[00:05:57.940 --> 00:05:59.980]  就是代表了世上所有的人
[00:05:59.980 --> 00:06:01.700]  前面那五類
[00:06:01.700 --> 00:06:02.860]  就是代表了什麼
[00:06:02.860 --> 00:06:03.860]  前面那五類
[00:06:03.860 --> 00:06:06.160]  就是比較上你可以說在這個世上
[00:06:06.160 --> 00:06:08.860]  是有財有勢、有身份有地位
[00:06:08.860 --> 00:06:12.980]  是一個政治、軍事、商業
[00:06:12.980 --> 00:06:14.780]  社會有權有勢的人
[00:06:14.780 --> 00:06:16.480]  而後面那兩類
[00:06:16.480 --> 00:06:18.440]  就是那些打工的
[00:06:18.440 --> 00:06:19.520]  不是打工就是
[00:06:19.520 --> 00:06:20.860]  你要麼就沒有工作
[00:06:20.860 --> 00:06:22.200]  沒有工作就不用說了
[00:06:22.200 --> 00:06:23.020]  要麼你就打工
[00:06:23.020 --> 00:06:24.660]  要麼就做老闆而已
[00:06:24.660 --> 00:06:27.440]  這些就是一般世界上的人
[00:06:27.440 --> 00:06:29.020]  做老闆不一定很富貴的
[00:06:29.020 --> 00:06:32.200]  有些賣鹹脆花生也是老闆
[00:06:32.200 --> 00:06:34.480]  但是打工也不一定很貧窮的
[00:06:34.480 --> 00:06:36.780]  有些打工皇帝很厲害的
[00:06:36.780 --> 00:06:39.780]  一個月工資可以省下百多二百萬之馬
[00:06:39.780 --> 00:06:41.860]  是不是?
[00:06:41.860 --> 00:06:45.060]  所以總之就是全人類
[00:06:45.060 --> 00:06:47.360]  其實這句話就是想說全人類
[00:06:47.360 --> 00:06:49.360]  全人類呢
[00:06:49.360 --> 00:06:51.480]  而後面那兩類是大眾
[00:06:51.480 --> 00:06:53.360]  他們都好像什麼呢?
[00:06:53.360 --> 00:06:55.900]  好像亞當和夏娃一樣
[00:06:55.900 --> 00:06:57.780]  他們是懼怕神
[00:06:57.780 --> 00:06:59.980]  我們看回這個六章第十五節怎麼說
[00:06:59.980 --> 00:07:01.480]  他說這七種的人
[00:07:01.480 --> 00:07:05.440]  都藏在山洞和岩石的穴裡面
[00:07:05.440 --> 00:07:07.820]  山洞和岩石的穴裡面
[00:07:07.820 --> 00:07:11.700]  為什麼要藏在山洞和岩石的穴裡面呢?
[00:07:11.700 --> 00:07:13.560]  我其實沒有想到的
[00:07:13.560 --> 00:07:16.980]  不過剛好今天又帶了一塊東西回來
[00:07:16.980 --> 00:07:18.740]  這個是什麼?
[00:07:18.740 --> 00:07:21.200]  你讀化學還是讀工程的?
[00:07:21.200 --> 00:07:22.240]  化學的
[00:07:22.240 --> 00:07:23.560]  什麼石?
[00:07:23.560 --> 00:07:24.240]  不知道
[00:07:24.240 --> 00:07:24.780]  不奇怪
[00:07:24.780 --> 00:07:26.480]  剛才我也問過一個化學博士
[00:07:26.480 --> 00:07:27.520]  他也是的
[00:07:27.520 --> 00:07:30.060]  他說我讀化學不是讀石頭的
[00:07:30.060 --> 00:07:32.020]  那些你要去問地質學家
[00:07:32.020 --> 00:07:34.020]  我今天無意帶回來的
[00:07:34.020 --> 00:07:35.320]  我又特意帶回來的
[00:07:35.320 --> 00:07:36.640]  不過不是為了這裡
[00:07:36.640 --> 00:07:38.860]  又不知道為什麼說到這裡又覺得有些用
[00:07:38.860 --> 00:07:39.860]  這個是石頭來的
[00:07:39.860 --> 00:07:40.780]  大家都知道
[00:07:40.780 --> 00:07:41.980]  是不是很特別?
[00:07:41.980 --> 00:07:44.480]  覺得特別嗎?
[00:07:44.480 --> 00:07:46.480]  是不是和一般石頭不同呢?
[00:07:46.480 --> 00:07:47.140]  你拿著吧
[00:07:47.140 --> 00:07:48.140]  不用怕它
[00:07:48.140 --> 00:07:48.820]  洗過的
[00:07:48.820 --> 00:07:51.640]  用洗潔精和滾水洗過的
[00:07:51.640 --> 00:07:53.180]  是不是很特別?
[00:07:53.180 --> 00:07:57.140]  不是你在街上看到的石頭嗎?
[00:07:57.140 --> 00:07:58.640]  滑一點
[00:07:58.640 --> 00:08:01.140]  這個人顧著石頭
[00:08:01.140 --> 00:08:02.440]  滑一點
[00:08:02.440 --> 00:08:04.020]  其實石是什麼?
[00:08:04.020 --> 00:08:05.320]  石就是硬的
[00:08:05.320 --> 00:08:06.640]  對不對?
[00:08:06.640 --> 00:08:07.440]  硬的
[00:08:07.440 --> 00:08:08.640]  那麼硬是代表什麼?
[00:08:08.640 --> 00:08:12.140]  能夠躲在一個石洞裡面是什麼?
[00:08:12.140 --> 00:08:14.640]  可以抵擋到很多的
[00:08:14.640 --> 00:08:16.780]  其實打仗的時候
[00:08:16.780 --> 00:08:17.640]  防空洞
[00:08:17.640 --> 00:08:20.940]  有些都躲在石洞裡面
[00:08:20.940 --> 00:08:21.440]  是不是?
[00:08:21.440 --> 00:08:22.440]  或者掘地洞
[00:08:22.440 --> 00:08:23.440]  所以這群人是什麼?
[00:08:23.440 --> 00:08:24.940]  他找洞子躲
[00:08:24.940 --> 00:08:25.940]  他找洞子躲
[00:08:25.940 --> 00:08:26.940]  為什麼找洞子躲呢?
[00:08:26.940 --> 00:08:28.440]  因為這群人
[00:08:28.440 --> 00:08:32.840]  這群人不敢看到永生神的臉
[00:08:32.840 --> 00:08:35.740]  你不要以為正義是說神示愛
[00:08:35.740 --> 00:08:36.540]  看到他
[00:08:36.540 --> 00:08:37.940]  哇!神是愛的
[00:08:37.940 --> 00:08:39.140]  很美麗的
[00:08:39.140 --> 00:08:41.440]  所以在神學院有教授說
[00:08:41.440 --> 00:08:42.940]  到審判的時候
[00:08:42.940 --> 00:08:44.940]  那些未信耶穌的人
[00:08:44.940 --> 00:08:45.740]  死了
[00:08:45.740 --> 00:08:46.840]  未信耶穌的人
[00:08:46.840 --> 00:08:47.940]  當他看到這個
[00:08:47.940 --> 00:08:50.440]  哇!神示愛的時候
[00:08:50.440 --> 00:08:53.140]  他在那個時候
[00:08:53.140 --> 00:08:55.940]  還有多一次機會去接受神
[00:08:55.940 --> 00:08:58.040]  去接受耶穌基督成為救主
[00:08:58.040 --> 00:09:00.240]  這個是完全不合聖經的
[00:09:01.740 --> 00:09:03.540]  因為當審判的時候
[00:09:03.540 --> 00:09:04.140]  是什麼?
[00:09:04.140 --> 00:09:05.440]  審判的時候
[00:09:05.440 --> 00:09:07.140]  就是定罪的時候
[00:09:07.140 --> 00:09:08.340]  不過告訴你
[00:09:08.340 --> 00:09:09.840]  是怎麼罰法
[00:09:09.840 --> 00:09:11.040]  是不是?
[00:09:11.040 --> 00:09:12.340]  審判的時候
[00:09:12.340 --> 00:09:13.140]  不是說
[00:09:13.140 --> 00:09:16.140]  有誰能夠同得了神的審判呢?
[00:09:16.140 --> 00:09:17.540]  聖經說世上沒有二人
[00:09:17.540 --> 00:09:19.140]  連一個都沒有
[00:09:19.140 --> 00:09:20.140]  何況這一群
[00:09:20.140 --> 00:09:22.040]  是未接受救恩的人
[00:09:22.040 --> 00:09:23.540]  他來到神的面前
[00:09:23.540 --> 00:09:26.240]  當神那個真真正正的聖潔
[00:09:26.240 --> 00:09:27.840]  和神的那個光
[00:09:27.840 --> 00:09:28.840]  照的時候
[00:09:28.840 --> 00:09:30.140]  有誰能夠
[00:09:30.140 --> 00:09:32.340]  可以說自己還是一個二人呢?
[00:09:32.340 --> 00:09:34.240]  有誰敢這樣說呢?
[00:09:34.240 --> 00:09:35.640]  沒有人可以敢這樣說
[00:09:35.640 --> 00:09:37.240]  所以他們只是因為恐懼
[00:09:37.240 --> 00:09:40.340]  正如在《創世紀》三章第八節
[00:09:40.340 --> 00:09:42.640]  這樣說法一定說不出那一章
[00:09:42.640 --> 00:09:43.340]  好了
[00:09:43.340 --> 00:09:44.840]  《創世紀》三章第八節
[00:09:44.840 --> 00:09:47.340]  天起了涼風
[00:09:47.340 --> 00:09:48.340]  哇!
[00:09:48.340 --> 00:09:50.440]  本來可能在這個樂園
[00:09:50.440 --> 00:09:52.140]  可能都挺舒服的
[00:09:52.140 --> 00:09:53.140]  突然間
[00:09:53.140 --> 00:09:54.740]  好像別人拍片那樣
[00:09:54.740 --> 00:09:55.540]  突然間
[00:09:55.540 --> 00:09:57.740]  就有一陣
[00:09:57.740 --> 00:09:58.640]  涼風
[00:09:58.640 --> 00:09:59.740]  涼風
[00:09:59.740 --> 00:10:00.440]  來了
[00:10:00.440 --> 00:10:01.640]  意思代表什麼呢?
[00:10:01.640 --> 00:10:02.540]  就是冷冷的
[00:10:02.540 --> 00:10:05.040]  最近都開始冷冷的了
[00:10:05.040 --> 00:10:06.240]  開始冷的時候
[00:10:06.240 --> 00:10:07.440]  你會覺得怎麼樣呢?
[00:10:07.440 --> 00:10:08.840]  冷你就會縮起來
[00:10:08.840 --> 00:10:09.540]  很寒的
[00:10:09.540 --> 00:10:10.740]  是不是?
[00:10:10.740 --> 00:10:12.140]  天起了涼風
[00:10:12.140 --> 00:10:13.640]  不是很溫暖
[00:10:13.640 --> 00:10:15.140]  那人和他妻子
[00:10:15.140 --> 00:10:16.640]  這個就是亞當和夏娃
[00:10:16.640 --> 00:10:20.940]  聽見耶華神在圓中來回行走的聲音
[00:10:20.940 --> 00:10:22.540]  以前他們見到神
[00:10:22.540 --> 00:10:23.940]  就是見到亞神
[00:10:23.940 --> 00:10:24.940]  是不是?
[00:10:24.940 --> 00:10:26.940]  但是現在他們犯了罪
[00:10:26.940 --> 00:10:28.140]  不聽神的話
[00:10:28.140 --> 00:10:30.140]  他聽了魔鬼撒旦的引誘
[00:10:30.140 --> 00:10:32.040]  吃了禁果
[00:10:32.040 --> 00:10:35.240]  分別善惡樹的果子之後
[00:10:35.240 --> 00:10:37.340]  他的眼睛真的明亮了
[00:10:37.340 --> 00:10:39.240]  他現在知道自己壞了
[00:10:39.240 --> 00:10:40.340]  壞了之後怎麼樣?
[00:10:40.340 --> 00:10:43.340]  就藏在圓裡的樹木中
[00:10:43.340 --> 00:10:45.940]  躲避耶華神的臉
[00:10:45.940 --> 00:10:47.240]  看到了嗎?
[00:10:47.240 --> 00:10:48.640]  所以當他們犯了罪
[00:10:48.640 --> 00:10:49.840]  也知道自己有罪的時候
[00:10:49.840 --> 00:10:50.440]  他見到神
[00:10:50.440 --> 00:10:51.040]  他不是說
[00:10:51.040 --> 00:10:51.740]  哎呀!神啊
[00:10:51.740 --> 00:10:52.940]  我知道祢是愛
[00:10:52.940 --> 00:10:54.140]  現在還有得救
[00:10:54.140 --> 00:10:54.440]  不是
[00:10:54.440 --> 00:10:55.540]  他害怕
[00:10:55.540 --> 00:10:57.840]  神就是那時候他還沒死
[00:10:57.840 --> 00:10:58.840]  所以他還有得救
[00:10:58.840 --> 00:10:59.440]  是不是?
[00:10:59.440 --> 00:11:00.740]  亞當和夏娃還沒死
[00:11:00.740 --> 00:11:01.440]  他還有得救
[00:11:01.440 --> 00:11:02.540]  但是他們害怕
[00:11:02.540 --> 00:11:03.240]  恐懼
[00:11:03.240 --> 00:11:04.140]  見到神的臉
[00:11:04.140 --> 00:11:05.840]  就正如這七種的人
[00:11:05.840 --> 00:11:07.240]  他們見到神的臉的時候
[00:11:07.240 --> 00:11:08.240]  他們很恐懼
[00:11:08.240 --> 00:11:09.740]  他們要躲起來
[00:11:09.740 --> 00:11:11.740]  當神的審判來臨的時候
[00:11:11.740 --> 00:11:13.140]  世人只能夠躲避
[00:11:13.140 --> 00:11:15.440]  山和岩石是堅固的
[00:11:15.440 --> 00:11:17.240]  正如那塊石頭那樣堅固
[00:11:17.240 --> 00:11:18.440]  還有
[00:11:18.440 --> 00:11:21.440]  為什麼你還拿著它?
[00:11:21.440 --> 00:11:22.540]  你愛了它嗎?
[00:11:22.540 --> 00:11:23.240]  給你吧
[00:11:23.240 --> 00:11:24.240]  我在街上撿的
[00:11:24.240 --> 00:11:25.640]  有很多
[00:11:25.640 --> 00:11:28.140]  你要多少就有多少
[00:11:28.140 --> 00:11:30.340]  在地上撿的
[00:11:30.340 --> 00:11:30.940]  好了
[00:11:30.940 --> 00:11:33.640]  山與岩石是堅固的
[00:11:33.640 --> 00:11:35.340]  洞與月是什麼?
[00:11:35.340 --> 00:11:37.640]  是黑暗無光的藏身所
[00:11:37.640 --> 00:11:38.640]  對不對?
[00:11:38.640 --> 00:11:42.040]  有沒有人最近去過張保仔洞呢?
[00:11:42.040 --> 00:11:42.540]  有沒有?
[00:11:42.540 --> 00:11:43.940]  有沒有誰最近去過張保仔洞?
[00:11:43.940 --> 00:11:45.340]  舉舉手
[00:11:45.340 --> 00:11:45.840]  為什麼?
[00:11:45.840 --> 00:11:48.040]  你是不是看完張保仔那齣戲?
[00:11:48.040 --> 00:11:49.040]  沒有嗎?
[00:11:49.040 --> 00:11:51.640]  但是我覺得看完張保仔那齣戲
[00:11:51.640 --> 00:11:53.840]  是會有多一點意欲想去看看的
[00:11:53.840 --> 00:11:55.340]  是不是?
[00:11:55.340 --> 00:11:57.440]  好像小孩子疑似
[00:11:57.440 --> 00:11:58.640]  我小學的時候
[00:11:58.640 --> 00:12:01.240]  好像學校搞過一次旅行去張保仔洞
[00:12:01.240 --> 00:12:01.940]  疑似了
[00:12:01.940 --> 00:12:04.240]  真的忘記了
[00:12:04.240 --> 00:12:05.840]  我也想去看看
[00:12:05.840 --> 00:12:07.740]  我聽別人說
[00:12:07.740 --> 00:12:09.240]  說張保仔洞的門口
[00:12:09.240 --> 00:12:10.840]  有些小朋友在賣
[00:12:10.840 --> 00:12:12.740]  是租電筒給別人用的
[00:12:12.740 --> 00:12:13.740]  是不是?
[00:12:13.740 --> 00:12:14.440]  5元
[00:12:14.440 --> 00:12:15.840]  那裡有個哥哥鴨頭
[00:12:15.840 --> 00:12:18.340]  好像現在是5元租一租
[00:12:18.340 --> 00:12:20.040]  因為你很多時候未必彈上去
[00:12:20.040 --> 00:12:20.940]  裡面是黑色的
[00:12:20.940 --> 00:12:21.440]  是不是?
[00:12:21.440 --> 00:12:22.040]  黑的
[00:12:22.040 --> 00:12:22.840]  租個電筒給你
[00:12:22.840 --> 00:12:23.440]  進去看看
[00:12:23.440 --> 00:12:24.640]  出來又收你5元雞
[00:12:24.640 --> 00:12:25.740]  現在
[00:12:25.740 --> 00:12:26.340]  好了
[00:12:26.340 --> 00:12:27.940]  這個洞和穴
[00:12:27.940 --> 00:12:30.040]  是黑暗無光的藏身所
[00:12:30.040 --> 00:12:31.040]  世人做什麼?
[00:12:31.040 --> 00:12:33.940]  世人當他去面對這位永生神
[00:12:33.940 --> 00:12:35.040]  在審判的時候
[00:12:35.040 --> 00:12:35.540]  怎麼樣?
[00:12:35.540 --> 00:12:37.040]  他們進入到黑暗
[00:12:37.040 --> 00:12:38.340]  不敢見光
[00:12:38.340 --> 00:12:40.140]  是不是?
[00:12:40.140 --> 00:12:41.640]  神就是光
[00:12:41.640 --> 00:12:43.640]  所以你看他講很多東西
[00:12:43.640 --> 00:12:45.240]  他不解釋給你聽
[00:12:45.240 --> 00:12:46.540]  有時候他沒有解釋給你聽
[00:12:46.540 --> 00:12:47.740]  你是要明白
[00:12:47.740 --> 00:12:49.840]  會意到他究竟想講什麼
[00:12:49.840 --> 00:12:51.240]  所以一方面他們覺得
[00:12:51.240 --> 00:12:52.140]  這裡躲得過
[00:12:52.140 --> 00:12:52.840]  是不是?
[00:12:52.840 --> 00:12:53.740]  在岩石
[00:12:53.740 --> 00:12:54.240]  是不是?
[00:12:54.240 --> 00:12:55.140]  在洞裡面
[00:12:55.140 --> 00:12:55.640]  還有
[00:12:55.640 --> 00:12:57.940]  他們是來逃避這個神
[00:12:57.940 --> 00:13:00.440]  他們走去黑暗當中
[00:13:00.440 --> 00:13:03.140]  《以賽雅書》第二章十九節
[00:13:03.140 --> 00:13:04.940]  我給了很多經文給大家
[00:13:04.940 --> 00:13:08.040]  是給你們用來自己有空看的
[00:13:08.040 --> 00:13:09.440]  或者你們有空儲起來
[00:13:09.440 --> 00:13:11.040]  日後有空時間才看
[00:13:11.040 --> 00:13:12.040]  我就選這一節
[00:13:12.040 --> 00:13:13.440]  《以賽雅書》第二章十九節
[00:13:13.440 --> 00:13:17.240]  夜話興起使地大震動的時候
[00:13:17.240 --> 00:13:20.340]  人就進入石洞和土穴裡
[00:13:20.340 --> 00:13:22.140]  舊約《以賽雅》已經講過了
[00:13:22.140 --> 00:13:22.840]  是不是?
[00:13:23.340 --> 00:13:27.940]  躲避夜話的驚嚇和他人威嚴的榮光
[00:13:27.940 --> 00:13:29.840]  人喜愛黑暗
[00:13:29.840 --> 00:13:30.740]  不喜愛光
[00:13:30.740 --> 00:13:32.740]  正如耶穌來到這個世界上的時候
[00:13:32.740 --> 00:13:33.340]  耶穌說什麼?
[00:13:33.340 --> 00:13:34.440]  我是世上的光
[00:13:34.440 --> 00:13:36.240]  那些人卻不接受光
