
[00:00:00.000 --> 00:00:02.780]  很高興在套年的第一個主日
[00:02:08.640 --> 00:02:12.960]  但是做生意又會失敗
[00:02:12.960 --> 00:02:18.360]  另外發財有什麼方法呢
[00:02:18.360 --> 00:02:22.040]  種六合彩
[00:02:22.040 --> 00:02:23.840]  但基督徒不買六合彩
[00:02:23.840 --> 00:02:27.520]  一定不會依這個途徑發財
[00:02:28.320 --> 00:02:31.080]  因為它多的是賭博的成份
[00:02:31.080 --> 00:02:36.800]  那這句其實今天很講的
[00:02:36.800 --> 00:02:38.800]  就是拿到不遺產
[00:02:38.800 --> 00:02:42.760]  那你想不想靠這些發財
[00:02:42.760 --> 00:02:46.760]  那我覺得就不太想發財
[00:02:46.760 --> 00:02:50.480]  那還有什麼呢
[00:02:50.480 --> 00:02:51.440]  有幾個方法
[00:02:51.440 --> 00:02:52.640]  因為我們想了很久
[00:02:52.640 --> 00:02:56.760]  天跌下來的錢
[00:02:56.760 --> 00:02:58.960]  那就可以發財了
[00:02:58.960 --> 00:03:01.160]  天掉下來的錢
[00:03:01.160 --> 00:03:04.840]  這是我們中國人的傳統觀念
[00:03:04.840 --> 00:03:06.520]  撿到的就是我的
[00:03:06.520 --> 00:03:07.560]  那就是我的
[00:03:07.560 --> 00:03:10.640]  那不是的
[00:03:10.640 --> 00:03:12.440]  你不可以隨便撿到錢
[00:03:12.440 --> 00:03:13.520]  當作是自己的
[00:03:13.520 --> 00:03:14.720]  這是犯法的
[00:03:14.720 --> 00:03:17.640]  我們也不能在街上隨便撿到錢
[00:03:17.640 --> 00:03:20.080]  那所以年年都恭喜發財
[00:03:20.080 --> 00:03:21.600]  大家還沒發財
[00:03:21.600 --> 00:03:22.840]  年年都恭喜發財
[00:03:22.840 --> 00:03:24.720]  可能有些隱姓富豪發了財
[00:03:24.720 --> 00:03:25.400]  我不知道
[00:03:25.400 --> 00:03:26.400]  可能有些隱姓富豪發了財
[00:03:26.400 --> 00:03:26.960]  可能有些隱姓富豪發了財
[00:03:26.960 --> 00:03:27.800]  你還沒請我吃飯
[00:03:27.800 --> 00:03:28.720]  我不知道
[00:03:28.720 --> 00:03:29.640]  可能要請
[00:03:29.640 --> 00:03:30.760]  做一句廢話
[00:03:30.760 --> 00:03:32.040]  就是青春常駐
[00:03:32.040 --> 00:03:33.160]  青春常駐
[00:03:33.160 --> 00:03:34.440]  這句真是廢話
[00:03:34.440 --> 00:03:35.920]  這句是廢話
[00:03:35.920 --> 00:03:38.320]  你不信你回看你臉書的照片就知道了
[00:03:38.320 --> 00:03:39.440]  如果你不相信的話
[00:03:39.440 --> 00:03:40.240]  你可以看你臉書的照片
[00:03:40.240 --> 00:03:42.440]  我就很喜歡放一些照片上臉書的
[00:03:42.440 --> 00:03:45.680]  Andrew就很喜歡把照片放在臉書
[00:03:45.680 --> 00:03:48.000]  但是我
[00:03:48.000 --> 00:03:48.760]  以前很喜歡看
[00:03:48.760 --> 00:03:49.840]  現在不敢看
[00:03:49.840 --> 00:03:51.200]  他以前很喜歡看
[00:03:51.200 --> 00:03:52.200]  現在就不敢看
[00:03:52.200 --> 00:03:54.120]  因為肯定就不是青春常駐
[00:03:54.120 --> 00:03:56.360]  因為肯定就不是青春常駐
[00:03:56.360 --> 00:03:56.840]  是的
[00:03:56.840 --> 00:03:59.920]  除非每次喝咖啡
[00:03:59.920 --> 00:04:01.520]  那裡不是放糖
[00:04:01.520 --> 00:04:02.840]  是放一些防腐劑
[00:04:02.840 --> 00:04:05.840]  可能在每次喝咖啡的時候放點防腐劑
[00:04:05.840 --> 00:04:07.600]  那就可能會青春常駐
[00:04:07.600 --> 00:04:09.920]  那有可能會青春常駐
[00:04:09.920 --> 00:04:12.400]  那就有心想事成
[00:04:12.400 --> 00:04:13.840]  還有就是心想事長
[00:04:13.840 --> 00:04:15.360]  其實是無稽之談
[00:04:15.360 --> 00:04:16.240]  那也是無稽之談
[00:04:16.240 --> 00:04:18.120]  想到就行了
[00:04:18.120 --> 00:04:19.280]  誰不想
[00:04:19.280 --> 00:04:20.240]  想到就可以
[00:04:20.240 --> 00:04:21.920]  除非你是神仙
[00:04:21.920 --> 00:04:23.120]  除非你是神仙
[00:04:23.120 --> 00:04:24.760]  沒有這些東西是不可能的
[00:04:24.760 --> 00:04:25.280]  那是不可能的
[00:04:25.280 --> 00:04:27.240]  但是我們常用一些祝福語
[00:04:27.240 --> 00:04:28.560]  那我們常常就用這些
[00:04:28.560 --> 00:04:30.080]  究竟什麼是福呢
[00:04:30.080 --> 00:04:30.840]  那什麼是福呢
[00:04:30.840 --> 00:04:34.280]  福其實是包括了健康
[00:04:34.280 --> 00:04:35.520]  福其實包括健康
[00:04:35.520 --> 00:04:36.960]  有喜樂
[00:04:36.960 --> 00:04:37.800]  有喜樂
[00:04:37.800 --> 00:04:39.440]  有財富
[00:04:39.440 --> 00:04:40.160]  有財富
[00:04:40.160 --> 00:04:41.160]  還有長壽
[00:04:41.160 --> 00:04:41.760]  還有長壽
[00:04:41.760 --> 00:04:43.280]  主要是這幾樣
[00:04:43.280 --> 00:04:47.040]  其實很多人都想有這幾樣東西
[00:04:47.040 --> 00:04:48.760]  每一個人都想有這幾樣
[00:04:48.760 --> 00:04:50.760]  都是想也好
[00:04:50.760 --> 00:04:51.760]  只是想而已
[00:04:51.760 --> 00:04:53.920]  什麼能讓你喜樂呢
[00:04:53.920 --> 00:04:55.080]  什麼能讓你喜樂呢
[00:04:55.080 --> 00:04:57.440]  我們知道金錢未必一定能給我們喜樂
[00:04:57.440 --> 00:04:59.560]  金錢是不一定能讓我們喜樂的
[00:04:59.560 --> 00:05:00.080]  是不是
[00:05:00.080 --> 00:05:00.920]  健康
[00:05:00.920 --> 00:05:02.080]  錢也買不到
[00:05:02.080 --> 00:05:03.960]  健康是有錢也買不到
[00:05:03.960 --> 00:05:04.800]  健康
[00:05:04.800 --> 00:05:06.280]  今天我們很健康
[00:05:06.280 --> 00:05:07.120]  是不是
[00:05:07.120 --> 00:05:08.920]  今天我們非常健康
[00:05:08.920 --> 00:05:11.680]  你健康失去了一點點
[00:05:11.680 --> 00:05:13.320]  你已經沒有心機了
[00:05:13.320 --> 00:05:15.680]  健康只欠缺一點點力
[00:05:15.680 --> 00:05:17.320]  最近很多人發燒
[00:05:17.320 --> 00:05:18.240]  這段時間很多人發燒
[00:05:18.240 --> 00:05:20.600]  我們體溫37度沒問題
[00:05:20.600 --> 00:05:22.120]  如果體溫37度是沒問題
[00:05:22.120 --> 00:05:23.040]  高一點點
[00:05:23.040 --> 00:05:25.440]  你已經渾身不自然了
[00:05:25.440 --> 00:05:27.160]  只是高一點你已經感覺到
[00:05:27.160 --> 00:05:29.520]  你去到38度已經很不舒服了
[00:05:29.520 --> 00:05:31.240]  如果去到38度已經很不舒服
[00:05:31.240 --> 00:05:33.640]  你去到39度就要躺在床上了
[00:05:33.640 --> 00:05:35.480]  如果去到39度你就要躺在床上
[00:05:35.480 --> 00:05:37.800]  你去到40度以上就要進醫院了
[00:05:37.800 --> 00:05:38.720]  40度以上要進醫院
[00:05:38.720 --> 00:05:40.960]  所以其實是差很少的
[00:05:40.960 --> 00:05:42.240]  其實只差那麼一點
[00:05:42.240 --> 00:05:43.840]  我前陣子腳痛了
[00:05:43.840 --> 00:05:45.160]  Andrew前段時間腳痛了
[00:05:45.160 --> 00:05:47.840]  其實是腳一個很小部分痛的
[00:05:47.840 --> 00:05:49.560]  腳的很小一部分痛
[00:05:49.560 --> 00:05:52.960]  有些人說我喝酒多 吃好東西多
[00:05:52.960 --> 00:05:53.800]  其實不是的
[00:05:53.800 --> 00:05:56.480]  很多人都說Andrew喝酒多了
[00:05:56.480 --> 00:05:58.360]  我長期病患
[00:05:58.360 --> 00:05:59.840]  但Andrew是長期病患
[00:05:59.840 --> 00:06:05.040]  小小的腳趾痛影響了我很多生活
[00:06:05.040 --> 00:06:07.920]  他只是有一點腳趾痛已經影響了你
[00:06:07.920 --> 00:06:10.800]  習慣穿一雙漂亮鞋子穿不下
[00:06:10.800 --> 00:06:12.760]  平常穿的那雙漂亮鞋子
[00:06:12.760 --> 00:06:14.800]  穿一雙拖鞋 涼鞋上班
[00:06:14.800 --> 00:06:15.680]  你多老套
[00:06:15.680 --> 00:06:17.600]  要穿拖鞋或者涼鞋
[00:06:17.600 --> 00:06:20.760]  隔一段時間
[00:06:20.760 --> 00:06:22.880]  所以小小的健康不夠
[00:06:22.880 --> 00:06:26.920]  其實就很影響到我們
[00:06:26.920 --> 00:06:29.000]  長壽就好了
[00:06:29.000 --> 00:06:30.680]  100歲好嗎
[00:06:30.680 --> 00:06:32.360]  120歲好嗎
[00:06:32.360 --> 00:06:37.080]  但如果最後幾十年躺在床上好嗎
[00:06:37.080 --> 00:06:39.080]  也不是好的
[00:06:39.080 --> 00:06:42.120]  所以這些不是真正的福氣
[00:06:42.120 --> 00:06:44.280]  究竟福是甚麼意思呢
[00:06:44.280 --> 00:06:46.760]  那我就上網問別人
[00:06:46.760 --> 00:06:49.720]  問誰?問我哥哥
[00:06:49.720 --> 00:06:52.720]  谷哥
[00:06:52.720 --> 00:06:54.320]  不是我哥哥
[00:06:54.320 --> 00:06:58.160]  是Google
[00:06:58.160 --> 00:07:02.480]  不是這樣稱呼的嗎
[00:07:02.480 --> 00:07:06.920]  我看福英文是甚麼
[00:07:06.920 --> 00:07:10.120]  英文原來是Blessing
[00:07:10.120 --> 00:07:14.240]  那我再找英文字典上網
[00:07:14.240 --> 00:07:16.760]  那Blessing是甚麼呢
[00:07:16.760 --> 00:07:18.000]  你知道怎樣說英文字典嗎
[00:07:18.000 --> 00:07:21.640]  牛津正宗的英文字典
[00:07:21.640 --> 00:07:23.600]  你們讀英文有沒有教你
[00:07:23.600 --> 00:07:25.760]  英文老師
[00:07:25.760 --> 00:07:29.280]  他說A favor or gift bestowed by God
[00:07:29.280 --> 00:07:31.840]  上帝賜給我們的恩惠和禮物
[00:07:31.840 --> 00:07:36.200]  就是Blessing
[00:07:36.200 --> 00:07:37.680]  原來中國人的福字
[00:07:37.680 --> 00:07:41.480]  就是有上帝在裏面的
[00:07:41.480 --> 00:07:44.440]  這不是我安樂
[00:07:44.440 --> 00:07:46.760]  這不是聖經說的
[00:07:46.760 --> 00:07:49.520]  是字典說的
[00:07:49.520 --> 00:07:53.920]  是我哥哥說的
[00:07:53.920 --> 00:07:56.760]  所以中國人的福字
[00:07:56.760 --> 00:07:59.000]  福就是神字部
[00:07:59.000 --> 00:08:01.280]  所以中國人的福是有神字部的
[00:08:01.280 --> 00:08:05.200]  所以福是從神那裏來的
[00:08:05.200 --> 00:08:07.880]  我記得小時候寫字
[00:08:07.880 --> 00:08:11.520]  孫先生經常說這個部首不同禮衣哪裏有「衣」字部
[00:08:11.520 --> 00:08:12.680]  少一點是嗎
[00:08:12.680 --> 00:08:15.640]  因為神字部跟衣字部是不一樣的
[00:08:15.640 --> 00:08:17.080]  你多寫一點寫少一點
[00:08:17.080 --> 00:08:19.120]  打個交叉就扣分
[00:08:19.120 --> 00:08:19.960]  墨書的時候
[00:08:19.960 --> 00:08:21.320]  神字部是少一點的
[00:08:21.320 --> 00:08:22.440]  如果你多一點就不一樣了
[00:08:22.440 --> 00:08:25.040]  所以原來真的福一定要從上帝而來
[00:08:25.040 --> 00:08:27.360]  所以福一定要從神那裏來
[00:08:27.360 --> 00:08:29.280]  是一個恩惠和禮物
[00:08:29.280 --> 00:08:30.360]  是恩惠和禮物
[00:08:30.360 --> 00:08:31.800]  甚麼叫做恩惠禮物
[00:08:31.800 --> 00:08:32.880]  甚麼是恩惠禮物
[00:08:32.880 --> 00:08:35.680]  不是靠我們的能力去賺回來的
[00:08:35.680 --> 00:08:37.480]  這不是靠我們的能力去賺回來的
[00:08:37.480 --> 00:08:41.640]  是神白白的賜給我們就是福
[00:08:41.640 --> 00:08:45.960]  所以我們新年互相祝福是沒有用的
[00:08:45.960 --> 00:08:48.480]  我不可以給你一個福
[00:08:48.480 --> 00:08:50.400]  你又不可以給我一個福
[00:08:50.400 --> 00:08:55.360]  因為福一定是從上帝而來
[00:08:55.360 --> 00:08:59.160]  今年我們教會有很多變化
[00:08:59.160 --> 00:09:00.520]  其實都不是教會
[00:09:00.520 --> 00:09:03.160]  是整個英國很大的變化
[00:09:03.160 --> 00:09:06.160]  變化最大當然是有很多香港人過來
[00:09:07.720 --> 00:09:09.200]  有沒有後悔過多來
[00:09:09.200 --> 00:09:10.480]  有沒有後悔過來了
[00:09:10.480 --> 00:09:11.000]  有沒有後悔
[00:09:11.000 --> 00:09:12.200]  少少是嗎
[00:09:12.200 --> 00:09:13.880]  可能有一點後悔是吧
[00:09:13.880 --> 00:09:15.240]  少少後悔是嗎
[00:09:15.240 --> 00:09:15.640]  有一點後悔
[00:09:15.640 --> 00:09:18.680]  你聽有朋友的朋友
[00:09:18.680 --> 00:09:22.240]  他說來了兩個星期就調頭走了
[00:09:22.240 --> 00:09:24.520]  有朋友的朋友來了兩個星期
[00:09:24.520 --> 00:09:25.160]  真詞
[00:09:25.160 --> 00:09:26.600]  真人真詞
[00:09:26.600 --> 00:09:29.240]  他在南部找了地方
[00:09:29.240 --> 00:09:31.320]  打算在那裏暖一點
[00:09:31.320 --> 00:09:33.600]  他在南部找到地方
[00:09:33.600 --> 00:09:35.600]  可能暖半度
[00:09:35.600 --> 00:09:37.040]  只是暖了半度
[00:09:37.040 --> 00:09:40.480]  來了一年的租約
[00:09:40.480 --> 00:09:42.240]  給了一年的租約
[00:09:42.240 --> 00:09:45.200]  那些家當已經打緊箱來了
[00:09:45.200 --> 00:09:46.720]  在船上了
[00:09:46.720 --> 00:09:48.520]  家當已經在船上了
[00:09:48.520 --> 00:09:50.560]  一家人四口
[00:09:50.560 --> 00:09:51.000]  不是三口
[00:09:51.000 --> 00:09:52.720]  四口說不習慣要調頭走
[00:09:52.720 --> 00:09:55.720]  一家四口人就覺得很不習慣要回去
[00:09:55.720 --> 00:09:56.920]  何解呢
[00:09:56.920 --> 00:09:57.720]  為什麼呢
[00:09:57.720 --> 00:09:58.600]  其實很簡單
[00:09:58.600 --> 00:10:00.280]  我很明白的
[00:10:00.280 --> 00:10:01.480]  其實非常簡單
[00:10:01.480 --> 00:10:03.680]  Andrew非常的理解
[00:10:03.680 --> 00:10:07.360]  是否在圖片上可行
[00:10:07.360 --> 00:10:12.880]  你住慣了這裏的生活
[00:10:12.880 --> 00:10:14.920]  繁華的生活
[00:10:14.920 --> 00:10:16.880]  大家認得這裏吧
[00:10:16.880 --> 00:10:18.400]  不知在哪裏見到這麼多招牌
[00:10:18.400 --> 00:10:22.760]  那麼多人都知道是哪裏了
[00:10:22.760 --> 00:10:24.640]  但是你現在來到
[00:10:24.640 --> 00:10:25.440]  下一張吧
[00:10:25.440 --> 00:10:28.840]  這裏不可行
[00:10:28.840 --> 00:10:32.200]  來到這個地方
[00:10:32.200 --> 00:10:34.960]  分別是否很大
[00:10:34.960 --> 00:10:36.400]  平時我不用Powerpoint
[00:10:36.400 --> 00:10:38.240]  不過我覺得打斷了我的流程
[00:10:38.240 --> 00:10:40.200]  但是今天過年特別
[00:10:40.200 --> 00:10:41.720]  Andrew很少用Powerpoint
[00:10:41.720 --> 00:10:44.200]  這裏是我們住的很大的城市
[00:10:44.200 --> 00:10:44.920]  Swindon
[00:10:44.920 --> 00:10:45.920]  記得嗎
[00:10:45.920 --> 00:10:47.840]  這裏就是我們住的Swindon
[00:10:47.840 --> 00:10:50.160]  南部最有名的城市
[00:10:50.160 --> 00:10:52.280]  南部最有名的城市
[00:10:52.280 --> 00:10:53.880]  其實是教會最有名
[00:10:53.880 --> 00:10:55.360]  教會比較有名
[00:10:55.360 --> 00:10:57.040]  下一個
[00:10:57.040 --> 00:10:59.960]  陽光海灘要大樂灣
[00:10:59.960 --> 00:11:02.240]  你是住這種生活的
[00:11:02.240 --> 00:11:03.240]  你以為是這樣的生活
[00:11:03.240 --> 00:11:05.320]  但是現在變成了什麼生活
[00:11:05.320 --> 00:11:06.880]  這樣玩的
[00:11:06.880 --> 00:11:08.040]  現在是這樣的生活
[00:11:08.040 --> 00:11:09.000]  大霧
[00:11:09.000 --> 00:11:09.960]  大雨
[00:11:09.960 --> 00:11:10.480]  大霧
[00:11:10.480 --> 00:11:11.160]  大雨
[00:11:11.160 --> 00:11:11.960]  大風
[00:11:11.960 --> 00:11:13.000]  大風
[00:11:13.000 --> 00:11:13.680]  還有兩張
[00:11:13.680 --> 00:11:15.280]  下一張
[00:11:15.280 --> 00:11:16.640]  習慣這些
[00:11:16.640 --> 00:11:17.960]  習慣了這些
[00:11:17.960 --> 00:11:19.160]  大家不要期望一會兒
[00:11:19.160 --> 00:11:21.960]  我們下午有東西吃
[00:11:21.960 --> 00:11:24.040]  有炸魚蛋
[00:11:24.040 --> 00:11:25.160]  帶子
[00:11:25.160 --> 00:11:25.800]  很多東西
[00:11:25.800 --> 00:11:26.760]  魷魚
[00:11:26.760 --> 00:11:27.480]  魷魚
[00:11:27.480 --> 00:11:29.320]  這些是我們的小吃
[00:11:29.320 --> 00:11:30.360]  小吃
[00:11:30.360 --> 00:11:31.840]  這些是我們的小吃
[00:11:31.840 --> 00:11:33.560]  但是英國的小吃是什麼
[00:11:33.560 --> 00:11:35.840]  英國的小吃是什麼
[00:11:35.840 --> 00:11:37.480]  給你一些麥皮
[00:11:37.480 --> 00:11:38.840]  給你一些餅乾
[00:11:38.840 --> 00:11:40.400]  朱古力就是小吃
[00:11:40.400 --> 00:11:41.200]  巧克力
[00:11:41.200 --> 00:11:43.240]  餅乾就是英國的小吃
[00:11:43.240 --> 00:11:45.320]  大家不要太大貪
[00:11:45.320 --> 00:11:46.600]  OK
[00:11:46.600 --> 00:11:48.280]  不怪才行
[00:11:48.280 --> 00:11:50.320]  其實如果我們想深一層
[00:11:50.320 --> 00:11:51.560]  不是這麼差的
[00:11:51.560 --> 00:11:54.320]  其實我們能深層的去想
[00:11:54.320 --> 00:11:55.120]  也不那麼差
[00:11:55.120 --> 00:11:55.400]  如果這麼差
[00:11:55.400 --> 00:11:56.600]  我不會在這裏住了四十年
[00:11:56.600 --> 00:11:57.400]  如果這麼差
[00:11:57.400 --> 00:11:58.800]  Andrew也不會在這裏住了四十年
[00:11:58.800 --> 00:12:01.280]  你們要有一個期望不同
[00:12:01.280 --> 00:12:02.320]  只是大家的期望不同
[00:12:02.320 --> 00:12:05.440]  眼光要擴闊一點
[00:12:05.440 --> 00:12:07.760]  我們的眼光要看寬一點
[00:12:07.760 --> 00:12:10.280]  最重要是有衣食住行
[00:12:10.280 --> 00:12:11.600]  最重要的就是衣食住行
[00:12:11.600 --> 00:12:12.720]  買衣服
[00:12:12.720 --> 00:12:14.000]  買衣服
[00:12:14.000 --> 00:12:15.440]  這裡不錯的買衣服
[00:12:15.440 --> 00:12:17.440]  這裡買衣服還不錯
[00:12:17.440 --> 00:12:19.720]  有姐妹19.99元買了一雙
[00:12:19.720 --> 00:12:21.680]  意大利名牌的鞋子
[00:12:21.680 --> 00:12:24.080]  有的姐妹10.99元
[00:12:24.080 --> 00:12:25.680]  可以買一雙意大利的鞋子
[00:12:25.680 --> 00:12:27.560]  你香港沒有1000元怎麽買
[00:12:27.560 --> 00:12:29.360]  在香港沒有1000元
[00:12:29.360 --> 00:12:30.880]  其實是便宜很多的
[00:12:30.880 --> 00:12:31.960]  是便宜了
[00:12:31.960 --> 00:12:32.800]  雖然沒有優惠
[00:12:32.800 --> 00:12:33.760]  有間Outlet
[00:12:33.760 --> 00:12:35.880]  Streetland最出名的就是Outlet
[00:12:35.880 --> 00:12:38.280]  去到那裏找某姐妹就可以了
[00:12:38.280 --> 00:12:39.120]  去到那裏吧
[00:12:39.120 --> 00:12:40.840]  去找某姐妹
[00:12:40.840 --> 00:12:42.520]  吃吧
[00:12:42.520 --> 00:12:44.880]  吃的
[00:12:44.880 --> 00:12:47.320]  其實你想吃什麽中國菜都可以
[00:12:47.320 --> 00:12:49.000]  你想吃什麽中國式
[00:12:49.000 --> 00:12:50.560]  不過就是要自己煮
[00:12:50.560 --> 00:12:52.120]  不過需要自己煮
[00:12:52.120 --> 00:12:53.480]  自己煮
[00:12:53.480 --> 00:12:54.600]  所以我們發現到
[00:12:54.600 --> 00:12:56.760]  自己個個都是做廚師
[00:12:56.760 --> 00:12:59.240]  可以訓練到大家個個都是大廚
[00:12:59.240 --> 00:13:00.280]  是好的
[00:13:00.280 --> 00:13:01.000]  這是好的
[00:13:01.000 --> 00:13:05.000]  早陣子有些大興節目去到我婆婆家裏
[00:13:05.000 --> 00:13:07.840]  由早上做國仔做到晚上
[00:13:07.840 --> 00:13:11.680]  前幾天就有兄弟去到某位婆婆家裏
[00:13:11.680 --> 00:13:17.560]  去做炸餃
[00:13:17.560 --> 00:13:22.440]  她這就是福氣
[00:13:22.440 --> 00:13:24.440]  你香港沒有時間讓她做這些事
[00:13:24.440 --> 00:13:25.960]  在香港是沒有時間
[00:13:25.960 --> 00:13:28.200]  自己就有益很多
[00:13:28.200 --> 00:13:30.280]  自己做是有營養的
[00:13:30.280 --> 00:13:33.160]  你香港住了幾十年都不會做國仔
[00:13:33.160 --> 00:13:35.480]  在香港住了幾十年都不會做這個
[00:13:35.480 --> 00:13:37.920]  這裏來了幾個星期就已經會做國仔
[00:13:37.920 --> 00:13:40.480]  來了英國幾個星期你就會做了
[00:13:40.480 --> 00:13:42.320]  自己煮就便宜很多
[00:13:42.320 --> 00:13:43.560]  自己做是便宜很多
[00:13:43.560 --> 00:13:45.840]  某姐妹post上臉書
[00:13:45.840 --> 00:13:47.320]  某姐妹就放在臉書上
[00:13:47.320 --> 00:13:50.680]  她說她五鎊買菜可以餵飽一家四口
[00:13:50.680 --> 00:13:53.760]  她可以花五英鎊可以餵飽一家人
[00:13:53.760 --> 00:13:55.280]  不知道她在哪裏撿到這麽多便宜的東西
[00:13:55.280 --> 00:13:56.960]  不知道她在哪裏撿到這麽多便宜的東西
[00:13:56.960 --> 00:13:58.160]  不知道有沒有過期
[00:13:58.160 --> 00:13:59.080]  不知道有沒有過期
[00:13:59.080 --> 00:14:00.840]  英國不會有過期不讓賣的
[00:14:00.840 --> 00:14:02.880]  過期超市應該不會賣的
[00:14:02.880 --> 00:14:05.560]  還有你自己煮食物是健康的
[00:14:05.560 --> 00:14:07.600]  你自己煮食物是健康的
[00:14:07.600 --> 00:14:09.640]  你自己可以低糖低鹽低油
[00:14:09.640 --> 00:14:11.200]  可以低糖低油低鹽
[00:14:11.200 --> 00:14:13.680]  你香港太容易外出吃
[00:14:13.680 --> 00:14:15.200]  在香港太容易外出吃
[00:14:15.200 --> 00:14:16.520]  那些不是福氣來的
[00:14:16.520 --> 00:14:17.360]  害了你
[00:14:17.360 --> 00:14:18.440]  那些不是福氣
[00:14:18.440 --> 00:14:20.240]  所以每個人都三高
[00:14:20.240 --> 00:14:21.240]  就是三高
[00:14:21.240 --> 00:14:21.760]  是嗎
[00:14:21.760 --> 00:14:23.000]  真的
[00:14:23.000 --> 00:14:23.680]  這是真的
[00:14:23.680 --> 00:14:27.080]  以前有一個姐妹朋友在香港居住
[00:14:27.080 --> 00:14:28.160]  以前有一個姐妹朋友在香港居住
[00:14:28.160 --> 00:14:29.480]  她是醫生
[00:14:29.480 --> 00:14:30.360]  她是醫生
[00:14:30.360 --> 00:14:31.640]  她自己懷孕的時候
[00:14:31.640 --> 00:14:34.640]  有懷孕的淫臣的糖尿症
[00:14:34.640 --> 00:14:39.120]  她懷孕的時候就有孕妻的糖尿症
[00:14:39.120 --> 00:14:41.000]  醫生就叫她每次吃完飯
[00:14:41.000 --> 00:14:42.680]  就要檢查一下血糖
[00:14:42.680 --> 00:14:46.000]  醫生要她每次吃完飯就要測一下血糖
[00:14:46.000 --> 00:14:47.200]  那她跟我說
[00:14:47.200 --> 00:14:47.680]  她就跟我說
[00:14:47.680 --> 00:14:49.120]  她說很明顯的
[00:14:49.120 --> 00:14:49.600]  很明顯的
[00:14:49.600 --> 00:14:51.760]  自己煮
[00:14:51.760 --> 00:14:53.080]  血糖是高一點的
[00:14:53.080 --> 00:14:54.040]  血糖只是高一點
[00:14:54.040 --> 00:14:56.040]  外出吃這些屬於很普通的東西
[00:14:56.040 --> 00:14:57.240]  就這樣吃
[00:14:57.240 --> 00:15:00.280]  在街上吃一些很普通的東西
[00:15:00.280 --> 00:15:01.320]  回家檢查一下
[00:15:01.320 --> 00:15:02.800]  她說立刻有三個家
[00:15:02.800 --> 00:15:04.920]  回家醫院就有三個家
[00:15:04.920 --> 00:15:06.200]  所以是好的
[00:15:06.200 --> 00:15:08.280]  所以自己煮是好的
[00:15:08.280 --> 00:15:09.760]  醫生說了
[00:15:09.760 --> 00:15:10.680]  住了
[00:15:10.680 --> 00:15:11.600]  醫師已經說了
[00:15:11.600 --> 00:15:12.160]  現在說
[00:15:12.160 --> 00:15:12.520]  住
[00:15:12.520 --> 00:15:14.200]  不用說了
[00:15:14.200 --> 00:15:14.840]  就不用說了
[00:15:14.840 --> 00:15:16.240]  你拿五百萬出來
[00:15:16.240 --> 00:15:17.120]  你拿五百萬出來
[00:15:17.120 --> 00:15:18.760]  你算得買一間最好的豪宅嗎
[00:15:18.760 --> 00:15:19.120]  差不多
[00:15:19.120 --> 00:15:21.360]  你可以在京的買一間最漂亮的豪宅
[00:15:21.360 --> 00:15:22.960]  五百萬香港買到什麼
[00:15:22.960 --> 00:15:24.280]  五百萬在香港可以買到
