
[00:00:00.000 --> 00:00:08.880]  在我後面有些好靚嘅花
[00:11:53.480 --> 00:11:55.480]  仍然喺等候當中
[00:11:55.480 --> 00:11:57.400]  但我已經向神祈禱
[00:11:57.400 --> 00:11:59.800]  神已經施醫治
[00:11:59.800 --> 00:12:02.440]  我Claim 呢個Promise
[00:12:02.440 --> 00:12:03.640]  神嘅應許
[00:12:03.640 --> 00:12:05.240]  就佢會醫治我
[00:12:05.240 --> 00:12:06.200]  帶領我
[00:12:06.200 --> 00:12:08.120]  叫我有健康有力量
[00:12:08.120 --> 00:12:10.040]  繼續可以服侍佢
[00:12:10.040 --> 00:12:11.960]  所以各位頂尖不要怕
[00:12:11.960 --> 00:12:13.160]  唔好驚呀
[00:12:13.160 --> 00:12:15.160]  有困難
[00:12:15.160 --> 00:12:19.160]  我哋只要抬頭仰望天上嘅神
[00:12:19.160 --> 00:12:21.080]  佢必是人
[00:12:21.080 --> 00:12:24.360]  作我哋隨時嘅幫助
[00:12:24.360 --> 00:12:26.920]  願天父賜福比起各位
