
[00:00:00.000 --> 00:00:05.000]  今日我嘅題目呢就係即係即係可能會比較上係嚴肅少少嘅
[00:06:16.000 --> 00:06:17.000]  大衛有好多嘅仔
[00:06:17.000 --> 00:06:19.000]  其中一個仔叫做鴨沙龍
[00:06:19.000 --> 00:06:21.000]  咁係追殺自己爸爸
[00:06:21.000 --> 00:06:26.000]  喺嗰個過程裏邊大衛自己一個掙扎嘅一篇詩篇
[00:06:26.000 --> 00:06:29.000]  咁亦都有講一個皇帝叫做約瓦勁
[00:06:29.000 --> 00:06:33.000]  係一個即係即係由猶太國去到尾聲嘅時候
[00:06:33.000 --> 00:06:40.000]  係被巴比倫尼泊格雷薩捉咗去返返去到巴比倫嘅路途上面嘅一個作品
[00:06:40.000 --> 00:06:44.000]  而最尾就話有一個叫做希西加王
[00:06:44.000 --> 00:06:50.000]  係一個猶太即係南國猶大即係一個中興嘅一個皇帝嘅手筆
[00:06:50.000 --> 00:06:52.000]  咁所以喺四個唔同嘅學者
[00:06:52.000 --> 00:06:56.000]  即係唔同學者講咗呢四個唔同嘅作者嘅時候
[00:06:56.000 --> 00:06:58.000]  咁當然我作為牧師我一定要諗下
[00:06:58.000 --> 00:07:00.000]  我覺得邊一個啱啲呢
[00:07:00.000 --> 00:07:01.000]  即係我唔能夠同大家講
[00:07:01.000 --> 00:07:03.000]  你鍾意邊個邊個我唔可以嘅
[00:07:03.000 --> 00:07:06.000]  因為神學院就得牧師就唔得
[00:07:06.000 --> 00:07:09.000]  牧師就一定要都有自己嘅觀點
[00:07:09.000 --> 00:07:13.000]  咁我自己嘅觀點呢就係第四個就係希西加
[00:07:13.000 --> 00:07:16.000]  即係我覺得係希西加寫呢篇詩篇
[00:07:16.000 --> 00:07:23.000]  咁當然我會同大家去解釋點解我信係呢個希西加所寫詩篇四十二篇
[00:07:23.000 --> 00:07:27.000]  咁當然我一開始嘅話我係講緊我自己嘅心路歷程
[00:07:27.000 --> 00:07:29.000]  但係一開始講啲嘢悶到嘔
[00:07:29.000 --> 00:07:31.000]  即係四個作者關我咩事
[00:07:31.000 --> 00:07:34.000]  呢個世界邊個會掛住邊個作 係咪只係詩篇
[00:07:34.000 --> 00:07:36.000]  咁但係點解我要講
[00:07:36.000 --> 00:07:41.000]  就因為呢個希西加寫呢篇詩篇嘅背景好重要
[00:07:41.000 --> 00:07:45.000]  原因就係我哋要明白呢個希西加呢個皇帝
[00:07:45.000 --> 00:07:47.000]  究竟佢係一個點樣嘅皇帝
[00:07:47.000 --> 00:07:49.000]  讓我哋能夠從佢嘅心平去邊
[00:07:49.000 --> 00:07:53.000]  去思考返究竟點解靈修咁重要
[00:07:53.000 --> 00:07:56.000]  點解我自己喺我自己嘅侍奉嘅歷程當中
[00:07:56.000 --> 00:08:01.000]  我自己嘅生命睇返靈修
[00:08:01.000 --> 00:08:04.000]  原來對我有好大嘅好大嘅顧忌
[00:08:04.000 --> 00:08:09.000]  咁當然希西加呢個皇帝寫詩篇
[00:08:09.000 --> 00:08:12.000]  我會有我從三方面去思考
[00:08:12.000 --> 00:08:17.000]  咁第一呢就係呢個希西加王寫呢篇詩篇嘅時候
[00:08:17.000 --> 00:08:23.000]  佢感覺得到佢自己屬靈生命嗰種嘅疲乏
[00:08:23.000 --> 00:08:26.000]  即係話佢有一種自知之明
[00:08:26.000 --> 00:08:30.000]  一個人能夠去明白靈修嘅重要
[00:08:30.000 --> 00:08:31.000]  一開始嘅時候
[00:08:31.000 --> 00:08:34.000]  佢要知道自己係有不足
[00:08:34.000 --> 00:08:37.000]  佢知道自己係有貧乏
[00:08:37.000 --> 00:08:40.000]  所以佢就要去追求某啲嘢
[00:08:40.000 --> 00:08:45.000]  即係話今日如果你覺得自己好勁
[00:08:45.000 --> 00:08:47.000]  自己嘅崇敬心現在好高超
[00:08:47.000 --> 00:08:51.000]  你唔會覺得呢一篇嘅道同你有關係
[00:08:51.000 --> 00:08:55.000]  但係好多時人最怕嘅就冇自知之明
[00:08:55.000 --> 00:08:57.000]  但係呢個希西加好得意
[00:08:57.000 --> 00:09:03.000]  佢明白原來一個人有時會有屬靈生命嘅貧乏
[00:09:03.000 --> 00:09:06.000]  如果詩篇第42篇第一節到第二節
[00:09:06.000 --> 00:09:11.000]  好清楚係講到佢自己嘅生命裏邊嗰種嘅貧乏
[00:09:11.000 --> 00:09:13.000]  點解我咁講呢
[00:09:13.000 --> 00:09:17.000]  希西加佢係一個中興國嘅一個皇帝
[00:09:17.000 --> 00:09:20.000]  佢由泰國嚟講算係一個好嘅皇帝
[00:09:20.000 --> 00:09:22.000]  但係佢爸爸大件事
[00:09:22.000 --> 00:09:26.000]  佢爸爸就係叫做阿哈斯
[00:09:26.000 --> 00:09:28.000]  阿哈斯係咩皇帝呢
[00:09:28.000 --> 00:09:34.000]  聖經話畀我聽阿哈斯係耶和華眼中看為惡嘅皇帝
[00:09:34.000 --> 00:09:36.000]  即係佢係一個唔好嘅皇帝
[00:09:36.000 --> 00:09:39.000]  佢係做一啲假神做一啲偶像叫巴力
[00:09:39.000 --> 00:09:44.000]  將巴力變為一個偶像叫人去拜偶像
[00:09:44.000 --> 00:09:46.000]  唔係去拜耶和華神
[00:09:46.000 --> 00:09:50.000]  所以佢個爸爸係叫人拜偶像
[00:09:50.000 --> 00:09:51.000]  咁我哋咁
[00:09:51.000 --> 00:09:53.000]  一個咁嘅爸爸
[00:09:53.000 --> 00:09:55.000]  呢個希西加由細到大
[00:09:55.000 --> 00:09:57.000]  佢嘅觀點係點呀
[00:09:57.000 --> 00:09:58.000]  去拜偶像係咪
[00:09:58.000 --> 00:10:00.000]  即係阿爸阿媽一定教佢
[00:10:00.000 --> 00:10:03.000]  即係話我哋好多時阿爸阿媽信咩嘢
[00:10:03.000 --> 00:10:07.000]  好多時都令到我哋都會去跟住佢嘅信仰
[00:10:07.000 --> 00:10:10.000]  所以好明顯呢個希西加
[00:10:10.000 --> 00:10:14.000]  能夠成為一個愛上帝嘅一個皇帝嘅
[00:10:14.000 --> 00:10:16.000]  其實好唔簡單
[00:10:16.000 --> 00:10:20.000]  就因為佢爸爸係叫人拜偶像
[00:10:20.000 --> 00:10:23.000]  所以希西加係一個咁嘅環境成長
[00:10:23.000 --> 00:10:25.000]  佢去到25歲就做皇帝
[00:10:25.000 --> 00:10:26.000]  25歲就做皇帝
[00:10:26.000 --> 00:10:28.000]  咁當佢做皇帝嘅時候
[00:10:28.000 --> 00:10:33.000]  其實佢係面對緊一個好大嘅一個挑戰
[00:10:33.000 --> 00:10:38.000]  佢點樣能夠返返去到敬拜耶和華神呢
[00:10:38.000 --> 00:10:39.000]  唔知大家有冇聖經
[00:10:39.000 --> 00:10:41.000]  我哋去到打開我哋
[00:10:41.000 --> 00:10:44.000]  而家大家唔使攞聖經架 攞個電話出嚟得架知唔知
[00:10:44.000 --> 00:10:46.000]  電話出嚟如果大家有download咗聖經呢
[00:10:46.000 --> 00:10:52.000]  你就可以去到詩篇42篇
[00:10:52.000 --> 00:10:58.000]  我哋一齊睇一睇詩篇42篇好唔好呀
[00:10:58.000 --> 00:11:01.000]  因為而家我都用電話做完收真係幾好
[00:11:01.000 --> 00:11:02.000]  唔使攞聖經
[00:11:02.000 --> 00:11:04.000]  我自己都開始覺得難度
[00:11:04.000 --> 00:11:08.000]  42篇第一節同第二節如果大家有聖經
[00:11:08.000 --> 00:11:11.000]  我哋一齊讀一讀第一節到第二節
[00:11:11.000 --> 00:11:12.000]  準備123
[00:11:12.000 --> 00:11:17.000]  神呀 我的心切務你 如屋切務溪水
[00:11:17.000 --> 00:11:21.000]  我的心渴想神 就是永生神
[00:11:21.000 --> 00:11:24.000]  我幾時得朝見神
[00:11:24.000 --> 00:11:26.000]  嘩 佢係一種咁嘅心
[00:11:26.000 --> 00:11:31.000]  即係話我幾時可以朝見神
[00:11:31.000 --> 00:11:36.000]  即係佢係睇得到佢自己內心嘅一種渴慕
[00:11:36.000 --> 00:11:39.000]  佢渴慕好似如屋渴慕溪水咁樣
[00:11:39.000 --> 00:11:44.000]  佢話但我幾時能夠見到呢個永生神
[00:11:44.000 --> 00:11:47.000]  如果大家明白 頭先我講咗佢嘅背景
[00:11:47.000 --> 00:11:49.000]  佢有咁嘅爸爸
[00:11:49.000 --> 00:11:53.000]  其實點解佢會有一種咁嘅轉變
[00:11:53.000 --> 00:11:55.000]  好多解經家就會咁講
[00:11:55.000 --> 00:11:58.000]  佢話其實可能希西加嘅成長裏面
[00:11:58.000 --> 00:12:00.000]  除咗佢爸爸之外
[00:12:00.000 --> 00:12:04.000]  極有可能有其他嘅一啲嘅同輩
[00:12:04.000 --> 00:12:06.000]  甚至有啲嘅長輩
[00:12:06.000 --> 00:12:09.000]  可能仍然對耶和華神有種敬畏
[00:12:09.000 --> 00:12:11.000]  所以唔多唔少
[00:12:11.000 --> 00:12:13.000]  佢喺世界嘅成長裏面
[00:12:13.000 --> 00:12:17.000]  都同佢講緊一啲咁嘅觀點
[00:12:17.000 --> 00:12:18.000]  所以佢嘅成長裏面
[00:12:18.000 --> 00:12:22.000]  可能有啲人對佢有一種嘅提醒
[00:12:22.000 --> 00:12:26.000]  甚至可能佢都試過敬拜神嗰種喜樂
[00:12:26.000 --> 00:12:28.000]  所以當佢做皇帝嘅時候
[00:12:28.000 --> 00:12:31.000]  佢就覺得 嘩 我真係好想要
[00:12:31.000 --> 00:12:33.000]  我好想朝見呢個神
[00:12:33.000 --> 00:12:34.000]  佢幾時呢
[00:12:34.000 --> 00:12:37.000]  佢好想 佢知道自己嘅需要
[00:12:37.000 --> 00:12:42.000]  點解人要知道自己嘅屬靈嘅生命嘅貧乏
[00:12:42.000 --> 00:12:44.000]  佢先去搵神
[00:12:44.000 --> 00:12:48.000]  因為今日人好多時真係冇自知之明
[00:12:48.000 --> 00:12:49.000]  包括我自己
[00:12:49.000 --> 00:12:51.000]  好坦白講 去到今日
[00:12:51.000 --> 00:12:54.000]  我自己已經侍奉咗四十年
[00:12:54.000 --> 00:12:55.000]  我侍奉四十年
[00:12:55.000 --> 00:12:57.000]  即係我今年會出一本書
[00:12:57.000 --> 00:13:00.000]  係講我自己侍奉四十年嘅
[00:13:00.000 --> 00:13:02.000]  一啲嘅甜酸婦
[00:13:02.000 --> 00:13:05.000]  即係我自己嘅侍奉嘅過程裏邊
[00:13:05.000 --> 00:13:07.000]  一種嘅感受
[00:13:07.000 --> 00:13:10.000]  其實當我自己侍奉咗四十年
[00:13:10.000 --> 00:13:11.000]  我回頭望返
[00:13:11.000 --> 00:13:13.000]  我去台灣做咗宣教
[00:13:13.000 --> 00:13:15.000]  做咗四年宣教士
[00:13:15.000 --> 00:13:16.000]  我去加拿大信耶穌
[00:13:16.000 --> 00:13:18.000]  然後去台灣做宣教士
[00:13:18.000 --> 00:13:20.000]  然後1985年返嚟香港
[00:13:20.000 --> 00:13:22.000]  一直到而家呢三十幾年
[00:13:22.000 --> 00:13:25.000]  所以當中我見到好多嘅弟兄姊妹
[00:13:25.000 --> 00:13:28.000]  其實你哋由好細個已經見到好睇過
[00:13:28.000 --> 00:13:30.000]  即係由你哋好細個未結婚
[00:13:30.000 --> 00:13:32.000]  唸緊書去到而家幾多分三十仔
[00:13:32.000 --> 00:13:35.000]  即係我係一個同大家一種咁嘅關係
[00:13:35.000 --> 00:13:37.000]  咁其實對我嚟講
[00:13:37.000 --> 00:13:39.000]  我1985年返嚟香港侍奉
[00:13:39.000 --> 00:13:41.000]  其實我好開心返嚟香港侍奉
[00:13:41.000 --> 00:13:43.000]  因為我想同香港人
[00:13:43.000 --> 00:13:45.000]  一齊回歸中國
[00:13:45.000 --> 00:13:47.000]  你知唔知我幾偉大
[00:13:47.000 --> 00:13:49.000]  即係你知97問題出現之後
[00:13:49.000 --> 00:13:50.000]  好多人走吖嘛
[00:13:50.000 --> 00:13:51.000]  一九百幾年好多人走吖嘛
[00:13:51.000 --> 00:13:54.000]  即係去到八九年仲多人走吖嘛
[00:13:54.000 --> 00:13:55.000]  但係我就85年返香港呢
[00:13:55.000 --> 00:13:57.000]  我就決定同香港人
[00:13:57.000 --> 00:14:00.000]  一齊回歸我哋嘅國家
[00:14:00.000 --> 00:14:02.000]  即係我係咁嘅心
[00:14:02.000 --> 00:14:04.000]  所以喺個過程裏邊
[00:14:04.000 --> 00:14:05.000]  我就開始募會
[00:14:05.000 --> 00:14:07.000]  開始建立咗第一間教會
[00:14:07.000 --> 00:14:11.000]  就係中環而家係金鐘嘅廣福堂
[00:14:11.000 --> 00:14:14.000]  其實廣福堂係我開始第一間教會
[00:14:14.000 --> 00:14:15.000]  就係金鐘
[00:14:15.000 --> 00:14:17.000]  即係嗰時係中環嘅廣福堂
[00:14:17.000 --> 00:14:20.000]  咁我做咗七年喺廣福
[00:14:20.000 --> 00:14:23.000]  其實我都有啲成就
[00:14:23.000 --> 00:14:24.000]  我覺得自己有成就
[00:14:24.000 --> 00:14:26.000]  做咗七年之後我就開咗兩間分堂
[00:14:26.000 --> 00:14:28.000]  一間叫做同福堂
[00:14:28.000 --> 00:14:30.000]  一間叫做尖福堂
[00:14:30.000 --> 00:14:32.000]  就喺尖沙咀
[00:14:32.000 --> 00:14:34.000]  咁我自己做咗七年牧師之後
[00:14:34.000 --> 00:14:35.000]  係傳道人之後
[00:14:35.000 --> 00:14:38.000]  咁我就開始教神學院
[00:14:38.000 --> 00:14:40.000]  即係其實我冇學位架喎知唔知
[00:14:40.000 --> 00:14:42.000]  即係我而家先攞博士
[00:14:42.000 --> 00:14:43.000]  未攞到啫
[00:14:43.000 --> 00:14:44.000]  我仲未攞到博士
[00:14:44.000 --> 00:14:47.000]  咁但係我嗰時有人請我教神學院
[00:14:47.000 --> 00:14:49.000]  咁我就開始教神學院
[00:14:49.000 --> 00:14:50.000]  我第一科教神學院呢
[00:14:50.000 --> 00:14:52.000]  我教第一科係教咩呢
[00:14:52.000 --> 00:14:54.000]  我咁都未諗過佢教二科
[00:14:54.000 --> 00:14:56.000]  就係教系統神學
[00:14:56.000 --> 00:14:58.000]  但我唔係神學家
[00:14:58.000 --> 00:14:59.000]  絕對唔係神學家
[00:14:59.000 --> 00:15:01.000]  我只係完全唔識聖經
[00:15:01.000 --> 00:15:03.000]  我唔係咁講
[00:15:03.000 --> 00:15:04.000]  我識少少聖經
[00:15:04.000 --> 00:15:06.000]  但係佢叫我教系統神學
[00:15:06.000 --> 00:15:09.000]  咁我就膽粗粗就開始教系統神學
[00:15:09.000 --> 00:15:10.000]  對我嚟講我覺得
[00:15:10.000 --> 00:15:11.000]  做咗七年
[00:15:11.000 --> 00:15:13.000]  能夠開咗兩間分堂
[00:15:13.000 --> 00:15:14.000]  能夠可以教神學院
[00:15:14.000 --> 00:15:16.000]  咁我覺得人生都幾好呀
[00:15:16.000 --> 00:15:18.000]  伺服人生都幾開心
[00:15:18.000 --> 00:15:20.000]  對我嚟講我覺得都唔差喎
[00:15:20.000 --> 00:15:22.000]  我能夠做到咁多嘢
[00:15:22.000 --> 00:15:25.000]  但係對我嚟講
[00:15:25.000 --> 00:15:27.000]  其實我忽然間發覺自己
[00:15:27.000 --> 00:15:31.000]  我嘅生命好貧乏
[00:15:31.000 --> 00:15:32.000]  點解呢
[00:15:32.000 --> 00:15:35.000]  其實呢度講呢度散
[00:15:35.000 --> 00:15:37.000]  你千萬唔好散出去邊
[00:15:37.000 --> 00:15:39.000]  就係呢間房出嚟
[00:15:39.000 --> 00:15:45.000]  就因為其實我冇做完修
[00:15:45.000 --> 00:15:47.000]  點解呢
[00:15:47.000 --> 00:15:48.000]  因為我成日覺得
[00:15:48.000 --> 00:15:51.000]  我講道我都預備講章呀
[00:15:51.000 --> 00:15:53.000]  我帶住好多茶經
[00:15:53.000 --> 00:15:55.000]  我又睇聖經呀
[00:15:55.000 --> 00:15:57.000]  我就用咗我預備講章
[00:15:57.000 --> 00:15:59.000]  預備帶茶經
[00:15:59.000 --> 00:16:01.000]  就當咗係我自己嘅靈修
[00:16:01.000 --> 00:16:02.000]  大家明唔明事呀
[00:16:02.000 --> 00:16:04.000]  即係我成日都帶住半聖經
[00:16:04.000 --> 00:16:05.000]  即係講得衰啲
[00:16:05.000 --> 00:16:07.000]  揸住半聖經搵食
[00:16:07.000 --> 00:16:09.000]  咁我咪日日都睇聖經
[00:16:09.000 --> 00:16:10.000]  我日日睇聖經呀
[00:16:10.000 --> 00:16:13.000]  但係其實我發覺
[00:16:13.000 --> 00:16:17.000]  我淨係傳遞緊我自己嘅認知
[00:16:17.000 --> 00:16:19.000]  但我自己崇尚生命
[00:16:19.000 --> 00:16:24.000]  其實係冇乜成長
[00:16:24.000 --> 00:16:25.000]  好得意
[00:16:25.000 --> 00:16:27.000]  去到一個地步
[00:16:27.000 --> 00:16:29.000]  我自己
[00:16:29.000 --> 00:16:30.000]  差唔多去到人生
[00:16:30.000 --> 00:16:34.000]  去到一個好黑暗嘅一點
[00:16:34.000 --> 00:16:36.000]  我好沮喪
[00:16:36.000 --> 00:16:39.000]  講得醫學名詞
[00:16:39.000 --> 00:16:42.000]  我開始有depression
[00:16:42.000 --> 00:16:43.000]  講得衰啲
[00:16:43.000 --> 00:16:45.000]  我開始痴線
[00:16:45.000 --> 00:16:48.000]  啲人成日都話depression痴線
[00:16:48.000 --> 00:16:52.000]  我開始去見輔導
[00:16:52.000 --> 00:16:55.000]  我見咗半年輔導
[00:16:55.000 --> 00:16:58.000]  我個輔導員每次見我
[00:16:58.000 --> 00:17:01.000]  就同我祈禱
[00:17:01.000 --> 00:17:02.000]  佢一祈禱
[00:17:02.000 --> 00:17:03.000]  我就喊
[00:17:03.000 --> 00:17:05.000]  一喊喊咗三十分鐘
[00:17:05.000 --> 00:17:06.000]  我喊完之後
[00:17:06.000 --> 00:17:08.000]  個輔導員話你返屋企
[00:17:08.000 --> 00:17:10.000]  你都未得輔導我
[00:17:10.000 --> 00:17:11.000]  返屋企咁
[00:17:11.000 --> 00:17:12.000]  下星期見我咁
[00:17:12.000 --> 00:17:14.000]  下星期又見佢
[00:17:14.000 --> 00:17:15.000]  佢一祈禱我又喊
[00:17:15.000 --> 00:17:16.000]  喊咗三十分鐘
[00:17:16.000 --> 00:17:17.000]  跟住佢話
[00:17:17.000 --> 00:17:18.000]  返屋企
[00:17:18.000 --> 00:17:19.000]  我又未有輔導
[00:17:19.000 --> 00:17:20.000]  下星期再來
[00:17:20.000 --> 00:17:22.000]  但係我十幾歲
[00:17:22.000 --> 00:17:23.000]  同我有咩比較
[00:17:23.000 --> 00:17:25.000]  喊咗三個月
[00:17:25.000 --> 00:17:27.000]  每次一祈禱
[00:17:27.000 --> 00:17:28.000]  我就喊
[00:17:28.000 --> 00:17:29.000]  喊完之後叫佢返屋企
[00:17:29.000 --> 00:17:30.000]  佢冇乜講嘢
[00:17:30.000 --> 00:17:31.000]  只係祈禱
[00:17:31.000 --> 00:17:32.000]  第一句我已經喊
[00:17:32.000 --> 00:17:34.000]  其實我唔知佢祈咩
[00:17:34.000 --> 00:17:36.000]  我喊到唔知佢祈咩
[00:17:36.000 --> 00:17:37.000]  然後就返屋企
[00:17:37.000 --> 00:17:38.000]  三個月之後
[00:17:38.000 --> 00:17:39.000]  又去見佢
[00:17:39.000 --> 00:17:41.000]  佢就同我又祈禱
[00:17:41.000 --> 00:17:43.000]  佢一祈禱我又喊
[00:17:43.000 --> 00:17:44.000]  今次我喊吓喊
[00:17:44.000 --> 00:17:46.000]  我忽然之間
[00:17:46.000 --> 00:17:49.000]  感受到一個好特別嘅感受
[00:17:49.000 --> 00:17:51.000]  呢個感受係咩
