
[00:00:00.000 --> 00:00:06.200]  我們進入到信息環節,我們繼續講的是我們過海有落的系列
[00:04:47.400 --> 00:04:53.200]  這幫阿瑪利人來的其中一個可能性就是來爭水源的
[00:04:53.200 --> 00:04:56.200]  而另一個可能呢
[00:04:56.200 --> 00:04:58.100]  我們看地圖的話
[00:04:58.100 --> 00:05:01.000]  你會見到,其實以色列人出了埃及之後
[00:05:01.000 --> 00:05:02.800]  其實他們在走的路是什麼呢?
[00:05:02.800 --> 00:05:06.300]  他們一直沿着紅海邊這樣走路
[00:05:06.300 --> 00:05:08.600]  所以有另一些詩經書的解釋就在說
[00:05:08.600 --> 00:05:11.900]  這幫以色列人路過安營的地方
[00:05:11.900 --> 00:05:17.000]  其實某種情況可能是影響着阿瑪利人平時貿易的路線
[00:05:17.000 --> 00:05:19.200]  所以說你霸住我的地方是不行的
[00:05:19.200 --> 00:05:22.500]  你影響着我的生計,那就打你
[00:05:22.500 --> 00:05:25.500]  這是其中兩個可能性
[00:05:25.500 --> 00:05:27.500]  如果看回下文的話
[00:05:27.500 --> 00:05:30.000]  在十八章一至五節
[00:05:30.000 --> 00:05:32.900]  之前我們有位Tag的弟兄和我們分享過
[00:05:32.900 --> 00:05:37.600]  就是說米甸的祭司葉剔羅,即是摩西的惡婦
[00:05:37.600 --> 00:05:43.500]  因爲聽到葉和華將以色列從埃及領出來之後
[00:05:43.500 --> 00:05:50.200]  這個事蹟,他就立刻帶着摩西的妻兒一起去找摩西
[00:05:50.200 --> 00:05:56.000]  在說的是阿瑪利人很可能都同樣地聽到同樣的事
[00:05:56.000 --> 00:05:58.200]  所以,不過他們應該說
[00:05:58.200 --> 00:06:01.600]  他們的選擇就和米甸的祭司葉剔羅很不同
[00:06:01.600 --> 00:06:04.700]  葉剔羅就純粹帶着他的妻兒來與他們團聚
[00:06:04.700 --> 00:06:07.600]  兼且祝福他們,如果你記得的話
[00:06:07.600 --> 00:06:11.300]  但是這幫阿瑪利人,他們的選擇就是爲免將來
[00:06:11.300 --> 00:06:15.000]  不知道會不會走着走着走到他們領土
[00:06:15.000 --> 00:06:17.700]  從而會不會打向他們呢?
[00:06:17.700 --> 00:06:21.400]  不肯定,不過,有一些學者就是這樣想的
[00:06:21.400 --> 00:06:24.800]  就覺得這幫阿瑪利人的選擇就是爲了
[00:06:24.800 --> 00:06:27.000]  避免將來夜場沒那麼多
[00:06:27.000 --> 00:06:30.500]  與其留在這裏被你打,不如我來偷襲你先
[00:06:30.500 --> 00:06:36.200]  特別如果你在《生命記》的25章17至18節裏面看到
[00:06:36.200 --> 00:06:39.100]  摩西在很多年之後,臨死前
[00:06:39.100 --> 00:06:45.900]  他在回顧阿瑪利人曾經在埃及抗日打意識利人這件事
[00:06:45.900 --> 00:06:50.900]  他提到阿瑪利人是趁意識利人疲乏困倦的時候
[00:06:50.900 --> 00:06:53.300]  去擊殺他們後面那些人
[00:06:53.300 --> 00:06:57.300]  他在說這幫人是不敬畏上帝的
[00:06:57.300 --> 00:07:02.800]  所以說的很可能就像剛剛說的,這幫阿瑪利人聽到耶和華神
[00:07:02.800 --> 00:07:07.500]  用了很多神蹟去帶着這幫意識利人出埃及
[00:07:07.500 --> 00:07:12.600]  但是他們仍然選擇的是來攻擊意識利人
[00:07:12.600 --> 00:07:16.000]  甚至可以說是偷襲這些意識利人
[00:07:16.000 --> 00:07:20.000]  這條行徑,他們爲什麼會說他是不敬畏上帝
[00:07:20.000 --> 00:07:22.800]  因爲你明知道神那麼厲害,你還來打我
[00:07:22.800 --> 00:07:24.600]  那你就是看不起我而已
[00:07:24.600 --> 00:07:28.300]  他們覺得這是藐視上帝的一個行徑
[00:07:28.300 --> 00:07:32.500]  所以如果我再看摩西這一段的重溫的話
[00:07:32.500 --> 00:07:35.900]  聽起來好像最後那個看爲合理
[00:07:35.900 --> 00:07:38.800]  不過無論如何,故事講的是
[00:07:38.800 --> 00:07:41.700]  當摩西一知道阿瑪利人要攻打他們的時候
[00:07:41.700 --> 00:07:44.100]  他們反應很快,他們就立刻安排分工
[00:07:44.100 --> 00:07:47.000]  就派了約書亞去領兵出戰
[00:07:47.000 --> 00:07:51.600]  而自己就拿着上帝的像和阿倫會議上了山頂去站着
[00:07:51.600 --> 00:07:54.100]  如果根據經文的記載
[00:07:54.100 --> 00:07:59.200]  我們見到那場仗的關鍵,打勝的關鍵
[00:07:59.200 --> 00:08:02.900]  就是摩西什麼時候舉手,意識利人就贏
[00:08:02.900 --> 00:08:06.400]  摩西垂低手的時候,阿瑪利人就贏
[00:08:06.400 --> 00:08:10.100]  那爲什麼摩西舉手會有這麼大的能力呢?
[00:08:10.100 --> 00:08:13.000]  摩西舉手在代表什麼呢?
[00:08:13.000 --> 00:08:15.700]  按照《一貫聖經傳統》的解釋
[00:08:15.700 --> 00:08:17.400]  這裏提到的摩西舉手
[00:08:17.400 --> 00:08:22.300]  就是說摩西其實是舉着手去上帝禱告
[00:08:22.300 --> 00:08:24.900]  特別是如果我們回顧之前
[00:08:24.900 --> 00:08:28.400]  在《九章》,早些時候出的那一章的時候
[00:08:28.400 --> 00:08:31.500]  當時十災的兵搏之災那一災
[00:08:31.500 --> 00:08:33.900]  他在說……
[00:08:33.900 --> 00:08:35.700]  對了,這裏大家是否看到經文呢?
[00:08:35.700 --> 00:08:36.900]  看不到
[00:08:36.900 --> 00:08:38.000]  對了,看到了
[00:08:38.000 --> 00:08:41.400]  就是說他當天,就是當摩西和法老說
[00:08:41.400 --> 00:08:44.000]  他一出城就要向耶和華舉手禱告
[00:08:44.000 --> 00:08:46.500]  那些雷就在兵搏上先會指着
[00:08:46.500 --> 00:08:49.100]  說摩西舉手其實以前是做過的
[00:08:49.100 --> 00:08:53.100]  所以很有可能就是說他這次不過是照板煮碗
[00:08:53.100 --> 00:08:57.700]  就是向天舉象去禱告耶和華
[00:08:57.700 --> 00:08:59.400]  而另外又有一個解釋
[00:08:59.400 --> 00:09:01.500]  又是說……
[00:09:01.500 --> 00:09:03.400]  大家如果記得剛剛經文有說
[00:09:03.400 --> 00:09:06.400]  當摩西打完這場仗之後贏了
[00:09:06.400 --> 00:09:07.600]  他起了一個祭壇
[00:09:07.600 --> 00:09:10.500]  祭壇的名字就叫做耶和華尼西
[00:09:10.500 --> 00:09:13.100]  耶和華尼西的意思,剛纔歌也有唱
[00:09:13.100 --> 00:09:14.700]  就是我們德聖的升旗
[00:09:14.700 --> 00:09:17.200]  就是耶和華是我的升旗的意思
[00:09:17.200 --> 00:09:19.800]  所以這裏說摩西舉手
[00:09:19.800 --> 00:09:21.400]  其實有可能就是說
[00:09:21.400 --> 00:09:25.400]  摩西其實是舉着手中的旗幟的那隻象
[00:09:25.400 --> 00:09:26.800]  有可能是
[00:09:26.800 --> 00:09:31.000]  就不斷地去宣告耶和華的同在
[00:09:31.000 --> 00:09:33.300]  是和尼西利一起的
[00:09:33.300 --> 00:09:35.600]  我自己看完這些詩經書的解釋
[00:09:35.600 --> 00:09:39.500]  我自己覺得其實兩者的衝突其實都沒有
[00:09:39.500 --> 00:09:41.200]  因爲我想我們其實祈禱的時候
[00:09:41.200 --> 00:09:42.800]  很多時候都有些內容
[00:09:42.800 --> 00:09:46.600]  可能是你會向耶和華宣告一些事
[00:09:46.600 --> 00:09:48.000]  但是我想整段經文
[00:09:48.000 --> 00:09:50.400]  這裏主要最想講的是摩西舉手
[00:09:50.400 --> 00:09:51.800]  就是贏了
[00:09:51.800 --> 00:09:53.400]  擺下就是輸了
[00:09:53.400 --> 00:09:57.800]  就在影響山下約書亞帶領的意識利雲
[00:09:57.800 --> 00:10:00.300]  和阿瑪利雲征戰的那件事
[00:10:00.300 --> 00:10:02.000]  故事繼續下去的話
[00:10:02.000 --> 00:10:04.800]  就講到了因爲不上摩西
[00:10:04.800 --> 00:10:06.300]  因爲舉手舉得久會累
[00:10:06.300 --> 00:10:07.500]  就很容易擺下
[00:10:07.500 --> 00:10:10.200]  就影響了約書亞他們打仗輸
[00:10:10.200 --> 00:10:13.400]  所以阿倫和滬爾
[00:10:13.400 --> 00:10:14.800]  就是跟他上山的兩個人
[00:10:14.800 --> 00:10:16.600]  就搬了個石頭來給摩西坐
[00:10:16.600 --> 00:10:19.800]  而他們就一左右扶着摩西兩隻手直到日落
[00:10:19.800 --> 00:10:22.300]  打完場仗爲止
[00:10:22.300 --> 00:10:23.900]  而經文到了這裏
[00:10:23.900 --> 00:10:26.600]  才很簡單最後交代一句
[00:10:26.600 --> 00:10:31.400]  就是說約書亞殺了阿瑪利雲和他的百姓
[00:10:31.400 --> 00:10:33.800]  在整個故事裏面
[00:10:33.800 --> 00:10:35.500]  我想我們其實看到的是
[00:10:35.500 --> 00:10:38.900]  我們在描繪摩西在山上的事
[00:10:38.900 --> 00:10:40.500]  其實是很仔細的
[00:10:40.500 --> 00:10:46.700]  他連摩西因爲累擺下手和解決的方法
[00:10:46.700 --> 00:10:49.500]  他們都寫得清清楚楚
[00:10:49.500 --> 00:10:52.800]  但是約書亞在山下打仗的情況
[00:10:52.800 --> 00:10:54.600]  戰況是不是激烈呢
[00:10:54.600 --> 00:10:56.300]  究竟殺了多少人呢
[00:10:56.300 --> 00:10:58.800]  其實基本上都沒怎麼講過
[00:10:58.800 --> 00:11:01.500]  甚至有的可能都只不過是最後交代的
[00:11:01.500 --> 00:11:04.100]  就是他殺了阿瑪利雲和百姓
[00:11:04.100 --> 00:11:05.800]  簡單講了的
[00:11:05.800 --> 00:11:07.600]  好像在這件事裏面
[00:11:07.600 --> 00:11:09.300]  在整個故事的記載
[00:11:09.300 --> 00:11:11.100]  我想好像摩西
[00:11:11.100 --> 00:11:12.800]  應該是約書亞
[00:11:12.800 --> 00:11:15.800]  就好像是一個配角
[00:11:15.800 --> 00:11:20.900]  而摩西纔是整個故事的主角
[00:11:20.900 --> 00:11:22.600]  故事暫時到此爲止
[00:11:22.600 --> 00:11:23.900]  我們很多時候
[00:11:23.900 --> 00:11:26.000]  因爲剛剛講的這一點
[00:11:26.000 --> 00:11:27.700]  就是集中在摩西
[00:11:27.700 --> 00:11:31.300]  約書亞的事情就變成了一個side dish的時候
[00:11:31.300 --> 00:11:33.100]  我們一般很多時候的理解
[00:11:33.100 --> 00:11:37.500]  就是覺得山下約書亞的這件事
[00:11:37.500 --> 00:11:40.000]  他在做的事情就代表一些
[00:11:40.000 --> 00:11:41.700]  就是說教導代表什麼
[00:11:41.700 --> 00:11:42.800]  教導就是
[00:11:42.800 --> 00:11:44.900]  信徒就是在做一些地上的事情
[00:11:44.900 --> 00:11:47.400]  就好像我們很努力工作
[00:11:47.400 --> 00:11:49.300]  很努力賺錢去養家
[00:11:49.300 --> 00:11:52.100]  一些較爲實際的事情就是山下的事情
[00:11:52.100 --> 00:11:55.200]  而在山上的摩西的那個討告
[00:11:55.200 --> 00:11:56.700]  他舉手的那件事
[00:11:56.700 --> 00:11:59.200]  就說的是我們屬靈生命的一些事情
[00:11:59.200 --> 00:12:01.400]  就是可能我們今天的敬拜討告
[00:12:01.400 --> 00:12:03.400]  可能我們平時的靈脩生活
[00:12:03.400 --> 00:12:05.700]  那麼繼而很容易就歸納了一個
[00:12:05.700 --> 00:12:09.100]  就是我們如果要讓我們的生命
[00:12:09.100 --> 00:12:11.400]  過一個得勝的生命的時候
[00:12:11.400 --> 00:12:13.600]  我們就應該關注我們屬靈的生活
[00:12:13.600 --> 00:12:15.600]  接着就要關注那些祈禱的事
[00:12:15.600 --> 00:12:20.700]  就不是隻想着在地上形形形形地生活
[00:12:20.700 --> 00:12:24.900]  是的 好像很容易就歸納了
[00:12:24.900 --> 00:12:26.300]  因爲經文都提到
[00:12:26.300 --> 00:12:28.700]  正如剛纔講的摩西比重不重那麼多
[00:12:28.700 --> 00:12:30.600]  而關鍵又是摩西舉手不舉手
[00:12:30.600 --> 00:12:32.300]  所以都是關於摩西的事
[00:12:32.300 --> 00:12:35.300]  所以屬靈生命那件事就重要了
[00:12:35.300 --> 00:12:37.600]  而地上生活不是不重要
[00:12:37.600 --> 00:12:41.900]  不過相對地好像屬靈的事重要一些
[00:12:41.900 --> 00:12:46.300]  是的 我都贊成的一件事就是
[00:12:46.300 --> 00:12:48.300]  我們作爲信徒作爲基督徒
[00:12:48.300 --> 00:12:50.500]  是一定要重視我們的屬靈生命
[00:12:50.500 --> 00:12:52.100]  我們信仰的生活
[00:12:52.100 --> 00:12:54.500]  但是我覺得
[00:12:54.500 --> 00:12:58.000]  不應該因爲屬靈的事所謂
[00:12:58.000 --> 00:13:02.300]  我們就將山下的那些實際的東西
[00:13:02.300 --> 00:13:04.900]  就看爲不重要
[00:13:04.900 --> 00:13:09.100]  因爲我這次特意去看這段經文去預備的時候
[00:13:09.100 --> 00:13:10.300]  特別留意到的就是
[00:13:10.300 --> 00:13:14.300]  當摩西一知道阿瑪利人來打他們的時候
[00:13:14.300 --> 00:13:16.100]  摩西做的第一件事就是說
[00:13:16.100 --> 00:13:20.500]  去吩咐約書亞大以色列人去迎戰
[00:13:20.500 --> 00:13:23.300]  而不是說不如我們先去騎下套
[00:13:23.300 --> 00:13:25.100]  我們等上帝有指示
[00:13:25.100 --> 00:13:27.400]  那我們就大家先再做事
[00:13:27.400 --> 00:13:30.000]  沒有 這次摩西沒有這麼做
[00:13:30.000 --> 00:13:31.900]  摩西也沒有想着說
[00:13:31.900 --> 00:13:33.700]  我們整班以色列人一起上山
[00:13:33.700 --> 00:13:35.300]  我們全部人一起上去祈禱
[00:13:35.300 --> 00:13:37.200]  耶和華的保護一定存在的
[00:13:37.200 --> 00:13:39.500]  他們都沒有嘗試這樣做
[00:13:39.500 --> 00:13:40.900]  甚至當我去預備的時候
[00:13:40.900 --> 00:13:41.500]  我也會想
[00:13:41.500 --> 00:13:43.500]  如果摩西真的這樣做會怎樣呢
[00:13:43.500 --> 00:13:47.900]  我想其實以色列人當時應該被阿瑪利人殺光了
[00:13:47.900 --> 00:13:49.800]  這是我的推斷
[00:13:49.800 --> 00:13:53.400]  歷史上也沒有以色列這個國家的出現
[00:13:53.400 --> 00:13:56.000]  所以我想說的是
[00:13:56.000 --> 00:14:01.800]  今天的經文雖然好像比重放在摩西身上
[00:14:01.800 --> 00:14:03.900]  但是我自己覺得的是
[00:14:03.900 --> 00:14:06.400]  其實山下的那個約書亞
[00:14:06.400 --> 00:14:09.300]  要出去迎戰這班阿瑪利人
[00:14:09.300 --> 00:14:13.300]  其實同樣都非常重要
[00:14:13.300 --> 00:14:20.100]  如果看回我們今天的世界的情況
[00:14:20.100 --> 00:14:21.300]  我們看到的是
[00:14:21.300 --> 00:14:24.400]  這個世界其實有很多的價值觀
[00:14:24.400 --> 00:14:26.600]  和我們聖經正在學習的
[00:14:26.600 --> 00:14:28.700]  其實很多東西都有很多不同
[00:14:28.700 --> 00:14:31.200]  我們做基督徒其實在生命裏面
[00:14:31.200 --> 00:14:33.300]  也都因爲這些不同
[00:14:33.300 --> 00:14:35.300]  在很多不同的範疇當中
[00:14:35.300 --> 00:14:39.300]  我們其實跟世界的那些價值觀不斷地打仗
[00:14:39.300 --> 00:14:42.300]  可能說的是我們工作
[00:14:42.300 --> 00:14:44.800]  對工作的態度是怎樣
[00:14:44.800 --> 00:14:47.900]  可能世界教我們是
[00:14:47.900 --> 00:14:49.900]  有機會就吞下脖子
[00:14:49.900 --> 00:14:53.300]  但是我們在我們信仰裏面
[00:14:53.300 --> 00:14:55.200]  就理應不是這樣的
[00:14:55.200 --> 00:14:56.500]  我們又會牽涉到的
[00:14:56.500 --> 00:14:59.300]  可能同事之間的關係是怎樣
[00:14:59.300 --> 00:15:02.600]  或者可能好像工作和你的信仰裏面
[00:15:02.600 --> 00:15:05.000]  有衝突的時候你怎麼選擇呢
[00:15:05.000 --> 00:15:06.900]  這些都是一些戰場
[00:15:06.900 --> 00:15:09.300]  可能你家裏和家裏人相處
[00:15:09.300 --> 00:15:13.200]  特別是跟你未信主的家裏人相處
[00:15:13.200 --> 00:15:16.700]  更加有這些情況出現
[00:15:16.700 --> 00:15:19.500]  婚姻我們世界告訴我們
[00:15:19.500 --> 00:15:23.000]  離婚是一件很簡單容易的事
[00:15:23.000 --> 00:15:26.000]  對婚姻的忠誠
[00:15:26.000 --> 00:15:30.400]  在今天這個世界好像變得不是很重要
[00:15:30.400 --> 00:15:31.400]  感情
[00:15:31.400 --> 00:15:34.400]  我們拍拖如果另一半是不信的時候
[00:15:34.400 --> 00:15:37.300]  對拍拖的那些看法
[00:15:37.300 --> 00:15:40.000]  很多東西其實都可以很不同
[00:15:40.000 --> 00:15:44.800]  對婚前的那個清潔的觀點可以很不同
[00:15:44.800 --> 00:15:47.000]  人與人之間的關係
[00:15:47.000 --> 00:15:49.100]  我們可以說的是
[00:15:49.100 --> 00:15:52.200]  如果我和某一個人一言不合
[00:15:52.200 --> 00:15:54.400]  那就不要做朋友了
[00:15:54.400 --> 00:15:57.700]  但是聖經在教導我們,我們要學習寬恕
[00:15:57.700 --> 00:16:00.000]  學習與人和好
[00:16:00.000 --> 00:16:01.500]  我們個人裏面
[00:16:01.500 --> 00:16:05.400]  我們心裏面的很多的掙扎
[00:16:05.400 --> 00:16:10.800]  我們說好像要走一條和世界不一樣的路的時候
[00:16:10.800 --> 00:16:13.400]  其實我們無形間
[00:16:13.400 --> 00:16:14.900]  或多或少
[00:16:14.900 --> 00:16:17.400]  是忍受着很多人的言語
[00:16:17.400 --> 00:16:19.500]  很多人的目光
[00:16:19.500 --> 00:16:22.500]  我最近是因爲我婆婆早前去世了
[00:16:22.500 --> 00:16:25.500]  我剛剛去了我婆婆的婚禮
[00:16:25.500 --> 00:16:29.800]  由於是我婆婆最疼愛我的外孫
[00:16:29.800 --> 00:16:33.400]  我的表哥全部的親戚基本上全部人都知道
[00:16:33.400 --> 00:16:35.100]  但是由於他們未相信耶穌
[00:16:35.100 --> 00:16:38.200]  他們就在走一些道教的儀式
[00:16:38.200 --> 00:16:39.700]  他們來的時候突然間就
[00:16:39.700 --> 00:16:41.100]  阿楠你來你來你來
[00:16:41.100 --> 00:16:42.100]  不知道發生什麼事
[00:16:42.100 --> 00:16:45.900]  然後就走進那個靈堂裏面
[00:16:45.900 --> 00:16:49.600]  你去燒東西給我婆婆
[00:16:49.600 --> 00:16:54.600]  當然我就告訴她這就是不行
[00:16:54.600 --> 00:16:55.600]  我信耶穌
[00:16:55.600 --> 00:16:57.300]  我有宗教信仰的問題
[00:16:57.300 --> 00:16:59.100]  他們也沒有逼的
[00:16:59.100 --> 00:17:01.800]  但是你言語間你就會聽
[00:17:01.800 --> 00:17:03.000]  聽得到或多或少
[00:17:03.000 --> 00:17:05.500]  我去這樣的
[00:17:05.500 --> 00:17:09.100]  這些就是你要接受的一些東西
[00:17:09.100 --> 00:17:11.800]  我想說這麼多這麼多這麼多不同範疇的東西
[00:17:11.800 --> 00:17:14.500]  就是我們很多在我們人生裏面
[00:17:14.500 --> 00:17:19.800]  面對着和世界在打的那些仗
[00:17:19.800 --> 00:17:21.900]  那我們聖過是不是就像剛纔說的
[00:17:21.900 --> 00:17:23.400]  既然摩西那件事這麼重要
[00:17:23.400 --> 00:17:24.400]  我們躲在家裏
[00:17:24.400 --> 00:17:26.400]  或者上山祈禱就可以了
[00:17:26.400 --> 00:17:27.600]  然後就等上帝做事
[00:17:27.600 --> 00:17:29.800]  我們就什麼都不用做了
[00:17:29.800 --> 00:17:31.900]  我真的聽過有人這樣跟我說的
[00:17:31.900 --> 00:17:32.800]  就是他們會說
[00:17:32.800 --> 00:17:34.400]  我不知道上帝怎麼帶領我
[00:17:34.400 --> 00:17:36.400]  所以我就決定暫時什麼都不做
[00:17:36.400 --> 00:17:36.900]  站在這裏
[00:17:36.900 --> 00:17:39.000]  等上帝跟我說清楚他的心意
[00:17:39.000 --> 00:17:41.800]  那我纔再算了
[00:17:41.800 --> 00:17:42.100]  是不是
[00:17:42.100 --> 00:17:43.500]  有沒有人聽過類似的說話
[00:17:43.500 --> 00:17:45.300]  有些人可能在去找工作的時候
[00:17:45.300 --> 00:17:46.800]  會有類似的說話
[00:17:46.800 --> 00:17:49.500]  有些人可能在感情的事裏面
[00:17:49.500 --> 00:17:52.900]  會有類似的說話
[00:17:52.900 --> 00:17:54.000]  第二點我想
[00:17:54.000 --> 00:17:54.800]  大家不要誤會我
[00:17:54.800 --> 00:17:55.800]  以爲我在說
[00:17:55.800 --> 00:17:57.100]  那祈禱真的不重要
[00:17:57.100 --> 00:17:59.600]  我們真的努力都要做好那些事情就可以了
[00:17:59.600 --> 00:18:00.800]  不是
[00:18:00.800 --> 00:18:02.000]  祈禱很重要
[00:18:02.000 --> 00:18:05.600]  祈禱是說人和神同工的一件事
[00:18:05.600 --> 00:18:10.300]  說人怎麼信靠神的一個表現
[00:18:10.300 --> 00:18:12.700]  甚至可能好像今天的故事這麼說
[00:18:12.700 --> 00:18:13.700]  有時
[00:18:13.700 --> 00:18:16.500]  祈禱就是那個勝負的關鍵
[00:18:16.500 --> 00:18:17.500]  不過
[00:18:17.500 --> 00:18:18.500]  我會說
[00:18:18.500 --> 00:18:20.400]  我們也不可以因爲這樣
[00:18:20.400 --> 00:18:21.500]  就從而
[00:18:21.500 --> 00:18:25.000]  刪下那些什麼都不管
[00:18:25.000 --> 00:18:27.000]  嗯
[00:18:27.000 --> 00:18:30.300]  最近我剛剛和我自己目區的團體
[00:18:30.300 --> 00:18:33.000]  去到一個黑暗中對話了
[00:18:33.000 --> 00:18:34.900]  去到黑暗中對話的時候
[00:18:34.900 --> 00:18:38.000]  我說裏面我們有些弟兄姐妹都可能去過
[00:18:38.000 --> 00:18:39.100]  其實你突然之間
[00:18:39.100 --> 00:18:40.500]  一個本身看到東西的人
[00:18:40.500 --> 00:18:44.000]  進入到一個非常黑暗什麼都看不到的環境下
[00:18:44.000 --> 00:18:45.600]  你會很無助
[00:18:45.600 --> 00:18:48.500]  你有很多其實平時在光底下
[00:18:48.500 --> 00:18:50.800]  你睜開眼睛很容易做到的事情
[00:18:50.800 --> 00:18:52.500]  你會變得很艱難
