
[00:00:00.000 --> 00:00:05.860]  所有在這裏的,在現場的,在家中的父親們,
[00:01:49.260 --> 00:01:52.260]  我們要來建立一個喜樂的家庭。
[00:01:52.260 --> 00:01:53.260]  Amen?
[00:01:53.260 --> 00:01:54.260]  跟你旁邊的人說,
[00:01:54.260 --> 00:01:57.260]  我們要建立一個喜樂的家庭。
[00:01:57.260 --> 00:01:59.260]  那第五次妹,
[00:01:59.260 --> 00:02:01.260]  母親節過了,
[00:02:01.260 --> 00:02:03.260]  接着就是父親節。
[00:02:03.260 --> 00:02:08.260]  每一次過父親節的時候,
[00:02:08.260 --> 00:02:10.260]  我想
[00:02:10.260 --> 00:02:12.260]  講父親節的信息
[00:02:12.260 --> 00:02:13.260]  其實很不容易,
[00:02:13.260 --> 00:02:15.260]  爲什麼呢?
[00:02:15.260 --> 00:02:17.260]  因爲父親節的信息,
[00:02:17.260 --> 00:02:19.260]  你要找首歌,
[00:02:19.260 --> 00:02:20.260]  我想找一個回應詩歌,
[00:02:20.260 --> 00:02:22.260]  跟父親節有關係的,
[00:02:22.260 --> 00:02:24.260]  我想來想去找不到,
[00:02:24.260 --> 00:02:26.260]  我不知道你們有誰可以提供我,
[00:02:26.260 --> 00:02:28.260]  不管是世界上面的歌,
[00:02:28.260 --> 00:02:30.260]  或者是教會里面的歌,
[00:02:30.260 --> 00:02:32.260]  有哪一首歌是父親節唱的,
[00:02:32.260 --> 00:02:33.260]  有沒有?
[00:02:33.260 --> 00:02:37.260]  阿巴天父。
[00:02:37.260 --> 00:02:38.260]  所以我們唱來唱去,
[00:02:38.260 --> 00:02:41.260]  最後我們都唱到天父那邊去。
[00:02:41.260 --> 00:02:43.260]  沒有一首歌
[00:02:43.260 --> 00:02:46.260]  就是講到跟父親有關係的。
[00:02:46.260 --> 00:02:50.260]  所以我在年輕的時候做過一首歌,
[00:02:50.260 --> 00:02:52.260]  那時候這首歌呢,
[00:02:52.260 --> 00:02:54.260]  是父親節也可以唱,
[00:02:54.260 --> 00:02:56.260]  母親節也可以唱,
[00:02:56.260 --> 00:02:58.260]  我還記得那個副歌,
[00:02:58.260 --> 00:03:00.260]  我副歌大概可以還記得一下,
[00:03:00.260 --> 00:03:02.260]  那個副歌就唱:
[00:03:02.260 --> 00:03:05.260]  爸爸,爸爸,
[00:03:05.260 --> 00:03:09.260]  我愛你,永遠愛你。
[00:03:09.260 --> 00:03:12.260]  母親節就把它改成:
[00:03:12.260 --> 00:03:14.260]  媽媽,媽媽。
[00:03:14.260 --> 00:03:16.260]  反正就是這樣。
[00:03:16.260 --> 00:03:23.260]  在這裏講到說,
[00:03:23.260 --> 00:03:26.260]  這裏講到要使父親快樂,
[00:03:26.260 --> 00:03:28.260]  使母親歡喜。
[00:03:28.260 --> 00:03:32.260]  所以今天這個父親節的這個信息呢,
[00:03:32.260 --> 00:03:36.260]  我想我不是隻是講給做兒女的聽,
[00:03:36.260 --> 00:03:39.260]  也不是隻是講給做父親的聽,
[00:03:39.260 --> 00:03:42.260]  那麼很多時候我們就會在這個節日,
[00:03:42.260 --> 00:03:44.260]  父親就很緊張,
[00:03:44.260 --> 00:03:46.260]  不知道牧師又要講什麼了。
[00:03:46.260 --> 00:03:48.260]  事實上今天這個信息,
[00:03:48.260 --> 00:03:51.260]  是跟每一個人都有關係的。
[00:03:51.260 --> 00:03:58.260]  所以剛纔我們讀的這段信息裏面,
[00:03:58.260 --> 00:04:02.260]  講到很多次的講到喜樂,
[00:04:02.260 --> 00:04:04.260]  可是另外一方面,
[00:04:04.260 --> 00:04:08.260]  我們要從真言書十七章第六節,
[00:04:08.260 --> 00:04:10.260]  我們要來看,
[00:04:10.260 --> 00:04:13.260]  在這個地方講到一個喜樂的家庭呢,
[00:04:13.260 --> 00:04:15.260]  是怎麼樣一個光景。
[00:04:15.260 --> 00:04:18.260]  它說父親是兒女的榮耀。
[00:04:18.260 --> 00:04:21.260]  其實真言十七章第六節,
[00:04:21.260 --> 00:04:23.260]  它整句是這樣說的,
[00:04:23.260 --> 00:04:27.260]  它說子孫爲老人的冠冕,
[00:04:27.260 --> 00:04:30.260]  父親是兒女的榮耀。
[00:04:30.260 --> 00:04:33.260]  子孫跟老人,
[00:04:33.260 --> 00:04:37.260]  就是這個老人當然就包括母親。
[00:04:37.260 --> 00:04:40.260]  但是你會發現在它這前面講到
[00:04:40.260 --> 00:04:42.260]  子孫跟父母親,
[00:04:42.260 --> 00:04:46.260]  跟這個連長的關係的時候呢,
[00:04:46.260 --> 00:04:48.260]  它是把兩個連在一起的。
[00:04:48.260 --> 00:04:50.260]  所以接着它就講說,
[00:04:50.260 --> 00:04:53.260]  父親是兒女的榮耀。
[00:04:53.260 --> 00:04:55.260]  那換句話說其實呢,
[00:04:55.260 --> 00:04:59.260]  兒女也是父親的榮耀。
[00:04:59.260 --> 00:05:00.260]  好,那第六節,
[00:05:00.260 --> 00:05:05.260]  在這個地方講到父親是兒女的榮耀,
[00:05:05.260 --> 00:05:09.260]  所以父親是很重要的。
[00:05:09.260 --> 00:05:11.260]  雖然每一次過父親節的時候,
[00:05:11.260 --> 00:05:14.260]  你去餐廳訂餐,訂位置,
[00:05:14.260 --> 00:05:18.260]  你會發現還是有位置可以訂,
[00:05:18.260 --> 00:05:19.260]  但是母親節,
[00:05:19.260 --> 00:05:22.260]  餐廳就是常常是座無虛席,
[00:05:22.260 --> 00:05:23.260]  你很難訂到位置的。
[00:05:23.260 --> 00:05:25.260]  當然今年疫情的關係,
[00:05:25.260 --> 00:05:28.260]  可能大概不會有人去餐廳訂餐,
[00:05:28.260 --> 00:05:31.260]  就不會有人去餐廳堂食,
[00:05:31.260 --> 00:05:32.260]  會去訂餐外賣。
[00:05:32.260 --> 00:05:35.260]  但是丁子美,你會發現
[00:05:35.260 --> 00:05:40.260]  整個世界好像對父親並不是那麼看重。
[00:05:40.260 --> 00:05:43.260]  承不承認?
[00:05:43.260 --> 00:05:47.260]  承認,在座的弟兄都承認。
[00:05:47.260 --> 00:05:52.260]  那當然了,這個東西有關係的。
[00:05:52.260 --> 00:05:55.260]  我們記得我們年輕的時候,
[00:05:55.260 --> 00:05:58.260]  唱了一首兒歌,
[00:05:58.260 --> 00:06:03.260]  世上只有媽媽好,
[00:06:03.260 --> 00:06:08.260]  有媽的孩子像個寶。
[00:06:08.260 --> 00:06:09.260]  是不是?
[00:06:09.260 --> 00:06:11.260]  那後面我就不唱了。
[00:06:11.260 --> 00:06:14.260]  這首歌從小到大你唱,
[00:06:14.260 --> 00:06:16.260]  男孩子也唱,女孩子也唱,
[00:06:16.260 --> 00:06:18.260]  你想想看我們腦袋裏面
[00:06:18.260 --> 00:06:21.260]  覺得哪個比較重要?
[00:06:21.260 --> 00:06:22.260]  就是媽媽。
[00:06:22.260 --> 00:06:24.260]  因爲世上只有什麼?
[00:06:24.260 --> 00:06:25.260]  媽媽好。
[00:06:25.260 --> 00:06:28.260]  你沒有說一首歌說世上只有爸爸好,
[00:06:28.260 --> 00:06:32.260]  世上有媽的孩子像個寶,
[00:06:32.260 --> 00:06:36.260]  那有爸的孩子呢?
[00:06:36.260 --> 00:06:39.260]  所以好像我們看到的這些歌裏面
[00:06:39.260 --> 00:06:41.260]  都是在歌頌母親的,
[00:06:41.260 --> 00:06:43.260]  都是在講母親怎麼好,
[00:06:43.260 --> 00:06:45.260]  有媽媽真好。
[00:06:45.260 --> 00:06:48.260]  其實這也反映出
[00:06:48.260 --> 00:06:50.260]  今天這個社會的一個情形。
[00:06:50.260 --> 00:06:52.260]  香港某一個機構
[00:06:52.260 --> 00:06:58.260]  曾經對8到17歲初高中的中小學生
[00:06:58.260 --> 00:07:02.260]  做了一個調查。
[00:07:02.260 --> 00:07:05.260]  這個調查裏面問他們對父親的印象
[00:07:05.260 --> 00:07:08.260]  或者對父親的一種關係,
[00:07:08.260 --> 00:07:12.260]  19%的人回答,
[00:07:12.260 --> 00:07:16.260]  不知道是不是香港的一個用語,
[00:07:16.260 --> 00:07:24.260]  他們把父親當作是人肉提款機。
[00:07:24.260 --> 00:07:27.260]  這個詞是比較新潮的。
[00:07:27.260 --> 00:07:28.260]  人肉提款機,
[00:07:28.260 --> 00:07:31.260]  也就是說需要錢的時候找爸爸,
[00:07:31.260 --> 00:07:34.260]  爸爸就變成提款機一樣。
[00:07:34.260 --> 00:07:39.260]  那麼再問他們理想中的父親是誰呢?
[00:07:39.260 --> 00:07:43.260]  你們猜他們理想中的父親是誰?
[00:07:43.260 --> 00:07:45.260]  香港。
[00:07:45.260 --> 00:07:47.260]  所以調查的結果出來,
[00:07:47.260 --> 00:07:53.260]  理想的父親number one是李嘉誠。
[00:07:53.260 --> 00:07:56.260]  李嘉誠我們都知道是香港的首富,對不對?
[00:07:56.260 --> 00:07:59.260]  所以你可以看見從這個調查裏面,
[00:07:59.260 --> 00:08:05.260]  現代的孩子他們對父親的形象
[00:08:05.260 --> 00:08:11.260]  常常是跟金錢連在一起的。
[00:08:11.260 --> 00:08:13.260]  那連帶的影響,
[00:08:13.260 --> 00:08:15.260]  你可以看見現在很多的時候,
[00:08:15.260 --> 00:08:22.260]  父親拼命地在賺錢,
[00:08:22.260 --> 00:08:25.260]  爲了工作付出了一切。
[00:08:25.260 --> 00:08:29.260]  因爲可能在他從小的觀念當中,
[00:08:29.260 --> 00:08:31.260]  也覺得做一個丈夫,
[00:08:31.260 --> 00:08:33.260]  做一個父親,
[00:08:33.260 --> 00:08:37.260]  最重要的責任就是養家餬口,是不是?
[00:08:37.260 --> 00:08:39.260]  因此影響所及,
[00:08:39.260 --> 00:08:46.260]  今天很多的父親常常是不在家的。
[00:08:46.260 --> 00:08:57.260]  根據世界衛生組織的研究,
[00:08:57.260 --> 00:08:59.260]  根據他們這樣的研究,
[00:08:59.260 --> 00:09:05.260]  每一天跟父親相處兩個小時以上的孩子,
[00:09:05.260 --> 00:09:12.260]  通常要比其他的孩子要智商高。
[00:09:12.260 --> 00:09:15.260]  這個是世界衛生組織的一個調查,
[00:09:15.260 --> 00:09:20.260]  我自己去看了一個調查,是最近的,
[00:09:20.260 --> 00:09:25.260]  是針對美國的一個調查。
[00:09:25.260 --> 00:09:28.260]  這個調查數據,你看見這個圖片上面,
[00:09:28.260 --> 00:09:36.260]  英文的那個字很小,但是我就把它講一下。
[00:09:36.260 --> 00:09:39.260]  它說,這個標題就是說
[00:09:39.260 --> 00:09:44.260]  "The Father Absent Crisis in America",
[00:09:44.260 --> 00:09:50.260]  也就是說,在美國缺席的父親,
[00:09:50.260 --> 00:09:52.260]  這是一個很嚴重的問題。
[00:09:52.260 --> 00:09:59.260]  它說全美國大概有19.7M,
[00:09:59.260 --> 00:10:02.260]  19.7M是多少呢?
[00:10:02.260 --> 00:10:09.260]  就是1900萬的孩子,
[00:10:09.260 --> 00:10:16.260]  他們等於就是說,父親是缺席的。
[00:10:16.260 --> 00:10:19.260]  那這個比例表明是多少呢?
[00:10:19.260 --> 00:10:23.260]  它說四分之一的比例,
[00:10:23.260 --> 00:10:28.260]  全美國有四分之一比例的孩子,
[00:10:28.260 --> 00:10:33.260]  他們的父親是缺席的父親。
[00:10:33.260 --> 00:10:36.260]  所以你可以看見這是一個很嚴重的問題,對不對?
[00:10:36.260 --> 00:10:42.260]  所以很多的孩子從小在這種沒有父親的環境當中長大,
[00:10:42.260 --> 00:10:46.260]  當然沒有父親在旁邊長大的原因很多,
[00:10:46.260 --> 00:10:50.260]  可能是因爲單親的家庭,因爲父母親離婚,
[00:10:50.260 --> 00:10:53.260]  或者是因爲工作的因素等等等等,
[00:10:53.260 --> 00:10:59.260]  這些因素造成的一個結果。
[00:10:59.260 --> 00:11:03.260]  親愛的兄弟姐妹,
[00:11:03.260 --> 00:11:11.260]  我常常想,今天的父親被整個的社會,
[00:11:11.260 --> 00:11:15.260]  可以說大環境也影響所及,
[00:11:15.260 --> 00:11:18.260]  是不是?
[00:11:18.260 --> 00:11:20.260]  那帶來一個結果,
[00:11:20.260 --> 00:11:24.260]  好像把父親也很不知不覺地,
[00:11:24.260 --> 00:11:28.260]  就覺得說父親好像不在家。
[00:11:28.260 --> 00:11:32.260]  如果一個男人他在家裏面時間很多,
[00:11:32.260 --> 00:11:36.260]  你會覺得他很奇怪,會不會?
[00:11:36.260 --> 00:11:38.260]  那親愛的兄弟姐妹,
[00:11:38.260 --> 00:11:44.260]  其實整個世界這種錯誤的這種風氣,
[00:11:44.260 --> 00:11:48.260]  造成了今天家庭的悲劇。
[00:11:48.260 --> 00:11:53.260]  在中國有六千萬個留守兒童,
[00:11:53.260 --> 00:11:54.260]  那這個更慘,
[00:11:54.260 --> 00:11:56.260]  這個不單單是父親不在,
[00:11:56.260 --> 00:11:58.260]  而且是母親也不在,
[00:11:58.260 --> 00:12:02.260]  他們從小長大是靠着自己的祖父母,
[00:12:02.260 --> 00:12:06.260]  或者是外祖父母。
[00:12:06.260 --> 00:12:10.260]  將來下一代這一批的六千萬的這些留守兒童長大之後,
[00:12:10.260 --> 00:12:13.260]  對整個將來中國的社會,
[00:12:13.260 --> 00:12:17.260]  加上看帶來的會是多大的影響。
[00:12:17.260 --> 00:12:19.260]  可是聖經裏面告訴我們說,
[00:12:19.260 --> 00:12:23.260]  它說父親是兒女的榮耀,
[00:12:23.260 --> 00:12:25.260]  如果父親都不在了,
[00:12:25.260 --> 00:12:28.260]  那怎麼會有榮耀呢?
[00:12:28.260 --> 00:12:30.260]  是不是?
[00:12:30.260 --> 00:12:35.260]  我記得我們小的時候出去打架,
[00:12:35.260 --> 00:12:37.260]  不是出去打架,
[00:12:37.260 --> 00:12:39.260]  這個就是說如果被人家打了,
[00:12:39.260 --> 00:12:40.260]  要出去打架,
[00:12:40.260 --> 00:12:43.260]  那麼你這時候會想到找誰啊?
[00:12:43.260 --> 00:12:46.260]  找媽媽?
[00:12:46.260 --> 00:12:47.260]  找爸爸?
[00:12:47.260 --> 00:12:48.260]  是不是?
[00:12:48.260 --> 00:12:53.260]  你再打,我找我爸來。
[00:12:53.260 --> 00:12:58.260]  所以父親好像在家中他是一個保護,
[00:12:58.260 --> 00:13:01.260]  他好像是一個安全,
[00:13:01.260 --> 00:13:04.260]  是讓這個家裏感覺到有安全感。
[00:13:04.260 --> 00:13:08.260]  所以父親很重要,
[00:13:08.260 --> 00:13:12.260]  兒女要以自己的父親爲榮,
[00:13:12.260 --> 00:13:14.260]  不管如何,
[00:13:14.260 --> 00:13:19.260]  這個是聖經裏面讓我們看見
[00:13:19.260 --> 00:13:23.260]  一個喜樂的家庭的形象。
[00:13:23.260 --> 00:13:24.260]  我的意思就是說,
[00:13:24.260 --> 00:13:27.260]  不管這個社會造成的一個結果,
[00:13:27.260 --> 00:13:30.260]  造成很多的父親是不負責任的,
[00:13:30.260 --> 00:13:34.260]  造成很多的父親並不是讓兒女覺得是那麼樣榮耀的,
[00:13:34.260 --> 00:13:36.260]  但是請你記得一件事情,
[00:13:36.260 --> 00:13:38.260]  神的心意並沒有改變,
[00:13:38.260 --> 00:13:40.260]  神他的心意是什麼呢?
[00:13:40.260 --> 00:13:44.260]  他要讓父親成爲兒女的榮耀,Amen!
[00:13:44.260 --> 00:13:47.260]  所以可能在你自己過去的印象當中,
[00:13:47.260 --> 00:13:50.260]  你的父親並沒有讓你覺得是一個榮耀,
[00:13:50.260 --> 00:13:51.260]  你需要禱告,
[00:13:51.260 --> 00:13:54.260]  你需要在主的面前抓住神的話說,
[00:13:54.260 --> 00:13:55.260]  主啊,是的,
[00:13:55.260 --> 00:13:57.260]  你說父親是兒女的榮耀,
[00:13:57.260 --> 00:13:58.260]  我禱告,
[00:13:58.260 --> 00:14:05.260]  讓我的父親他要成爲我的榮耀。
[00:14:05.260 --> 00:14:07.260]  父親是兒女的榮耀,
[00:14:07.260 --> 00:14:10.260]  這個"榮耀"這個字,
[00:14:10.260 --> 00:14:14.260]  它原文的意思就是美麗,
[00:14:14.260 --> 00:14:16.260]  榮譽,
[00:14:16.260 --> 00:14:17.260]  Glory,
[00:14:17.260 --> 00:14:18.260]  Beauty,
[00:14:18.260 --> 00:14:20.260]  Honor,
[00:14:20.260 --> 00:14:24.260]  所以當我們說父親是兒女的榮耀的時候,
[00:14:24.260 --> 00:14:25.260]  它講的就是說,
[00:14:25.260 --> 00:14:28.260]  我一提到我的父親,
[00:14:28.260 --> 00:14:30.260]  我就覺得很榮耀,
[00:14:30.260 --> 00:14:31.260]  我覺得很Honor,
[00:14:31.260 --> 00:14:36.260]  我覺得他是我的美麗。
[00:14:36.260 --> 00:14:37.260]  我還記得我們小的時候,
[00:14:37.260 --> 00:14:40.260]  有唱過另外一首的兒歌,
[00:14:40.260 --> 00:14:43.260]  這首歌是在,
[00:14:43.260 --> 00:14:46.260]  那時候還在兩岸對立的時候,
[00:14:46.260 --> 00:14:48.260]  我們從小就唱這首歌,
[00:14:48.260 --> 00:14:49.260]  這一首歌叫作,
[00:14:49.260 --> 00:14:51.260]  哥哥爸爸真偉大,
[00:14:51.260 --> 00:14:53.260]  哥哥爸爸真偉大,
[00:14:53.260 --> 00:14:55.260]  然後下面說什麼,
[00:14:55.260 --> 00:15:02.260]  明日照我家,爲國舉大張,
[00:15:02.260 --> 00:15:04.260]  當兵笑哈哈,
[00:15:04.260 --> 00:15:05.260]  走吧走吧,
[00:15:05.260 --> 00:15:08.260]  哥哥爸爸家事不用你牽掛,
[00:15:08.260 --> 00:15:09.260]  只要我長大,
[00:15:09.260 --> 00:15:11.260]  只要我長大,
[00:15:11.260 --> 00:15:15.260]  我看這個在臺灣的每一個男人都會唱,
[00:15:15.260 --> 00:15:16.260]  姐妹會不會唱,
[00:15:16.260 --> 00:15:17.260]  也會唱,
[00:15:17.260 --> 00:15:18.260]  都會唱,
[00:15:18.260 --> 00:15:19.260]  所以你的印象當中,
[00:15:19.260 --> 00:15:20.260]  哥哥爸爸真偉大,
[00:15:20.260 --> 00:15:21.260]  是不是,
[00:15:21.260 --> 00:15:24.260]  我找了半天好不容易想到有這麼一首歌,
[00:15:24.260 --> 00:15:26.260]  就想到說什麼,
[00:15:26.260 --> 00:15:29.260]  說這個爸爸還真偉大,
[00:15:29.260 --> 00:15:32.260]  但是這個其實這首歌是一個怎麼樣,
[00:15:32.260 --> 00:15:35.260]  這首歌是一個愛國歌曲,
[00:15:35.260 --> 00:15:41.260]  做這首歌是爲了要鼓勵在臺灣的那些年輕人,
[00:15:41.260 --> 00:15:43.260]  去當兵去打仗,
[00:15:43.260 --> 00:15:46.260]  去剿匪,
[00:15:46.260 --> 00:15:48.260]  去打共產黨,
[00:15:48.260 --> 00:15:51.260]  所以鼓勵這些來人去當兵的,
[00:15:51.260 --> 00:15:54.260]  所以這首歌裏面講到這個來人去
[00:15:54.260 --> 00:15:58.260]  好像那種去爲國去犧牲自己,奉獻自己,
[00:15:58.260 --> 00:16:04.260]  那是一個榮耀,
[00:16:04.260 --> 00:16:07.260]  對不對,
[00:16:07.260 --> 00:16:12.260]  這句裏面讓我們看見做父親的是兒女的榮耀,
[00:16:12.260 --> 00:16:15.260]  Amen,
[00:16:15.260 --> 00:16:20.260]  我昨天在跟我們家的女兒,
[00:16:20.260 --> 00:16:25.260]  跟她們在談到這個父親節,
[00:16:25.260 --> 00:16:26.260]  那我就問她們說,
[00:16:26.260 --> 00:16:34.260]  我說你們覺得這個Daddy是,
[00:16:34.260 --> 00:16:36.260]  我首先問她們這個問題,
[00:16:36.260 --> 00:16:38.260]  我說當然這個有點,
[00:16:38.260 --> 00:16:40.260]  自己人問自己,
[00:16:40.260 --> 00:16:44.260]  我就說你們覺得你們以爸爸爲榮嗎,
[00:16:44.260 --> 00:16:46.260]  她們說Sure,
[00:16:46.260 --> 00:16:51.260]  好吧,寫出來,
[00:16:51.260 --> 00:17:02.260]  所以我就把她們寫出來的這個念給大家聽,
[00:17:02.260 --> 00:17:05.260]  她們列了幾點,
[00:17:05.260 --> 00:17:06.260]  因爲時間也很有限,
[00:17:06.260 --> 00:17:08.260]  我們在喫完飯的時候講的,
[00:17:08.260 --> 00:17:09.260]  她就說,
[00:17:09.260 --> 00:17:11.260]  He is a man of God,
[00:17:11.260 --> 00:17:14.260]  who upholds the truth of God,
[00:17:14.260 --> 00:17:20.260]  who inspires others to live fully for the eternal kingdom,
[00:17:20.260 --> 00:17:21.260]  這是中文就是說,
[00:17:21.260 --> 00:17:22.260]  他是屬神的人,
[00:17:22.260 --> 00:17:25.260]  他堅持上帝的真理,
[00:17:25.260 --> 00:17:30.260]  並且鼓勵其他的人爲永恆的國度而活,
[00:17:30.260 --> 00:17:34.260]  He is an example of diligence,
[00:17:34.260 --> 00:17:36.260]  working with all his heart,
[00:17:36.260 --> 00:17:40.260]  in everything a service to the Lord,
[00:17:40.260 --> 00:17:42.260]  他是勤奮的榜樣,
[00:17:42.260 --> 00:17:46.260]  全心全意的爲上帝服侍,
[00:17:46.260 --> 00:17:51.260]  He sure sacrifices love daily through acts like making jokes,
[00:17:51.260 --> 00:17:56.260]  or giving advice or listening passionately,
[00:17:56.260 --> 00:17:59.260]  placing others' interests before his own,
[00:17:59.260 --> 00:18:02.260]  他每一天透過榨果菜汁,
[00:18:02.260 --> 00:18:06.260]  提供建議或者耐心的傾聽,
[00:18:06.260 --> 00:18:11.260]  將別人的利益置於自己的利益之上,
[00:18:11.260 --> 00:18:16.260]  等等這些行爲來表現出他犧牲的愛。
[00:18:16.260 --> 00:18:28.260]  有人這個雞皮疙瘩都起來了,
[00:18:28.260 --> 00:18:33.260]  其實當我聽孩子們這樣講的時候,
[00:18:33.260 --> 00:18:36.260]  我也思想跟他們一起,
[00:18:36.260 --> 00:18:39.260]  在他們從小到大的這個過程當中,
[00:18:39.260 --> 00:18:42.260]  你知道其實做牧師都很忙的,
[00:18:42.260 --> 00:18:45.260]  我自己的同學、學長在臺灣的,
[00:18:45.260 --> 00:18:47.260]  在各地做牧師的,
[00:18:47.260 --> 00:18:48.260]  我幾乎可以聽到,
[00:18:48.260 --> 00:18:50.260]  我幾乎可以知道說,
[00:18:50.260 --> 00:18:54.260]  他們從他們的小孩子長大的過程當中,
[00:18:54.260 --> 00:19:00.260]  他們很少有機會跟孩子在一起,
[00:19:00.260 --> 00:19:07.260]  可能在這個孩子跟着父親一起在教會成長的,
[00:19:07.260 --> 00:19:09.260]  長大的這還比較好,
[00:19:09.260 --> 00:19:12.260]  至少每個禮拜天可以聽到爸爸講道,
[00:19:12.260 --> 00:19:14.260]  但是在北美的牧師就比較辛苦了,
[00:19:14.260 --> 00:19:15.260]  爲什麼呢?
[00:19:15.260 --> 00:19:18.260]  因爲北美的牧師很多是這兩三年就換了一個教會,
[00:19:18.260 --> 00:19:22.260]  所以孩子到最後也不要跟爸爸媽媽去聚會了,
[00:19:22.260 --> 00:19:26.260]  他就去自己的教會或者是更不去教會了。
[00:19:26.260 --> 00:19:31.260]  我就想到說我在這個第一個教會,
[00:19:31.260 --> 00:19:35.260]  我離開第一個教會的時候出來做宣教工作的時候,
[00:19:35.260 --> 00:19:39.260]  大概是2005年的時候。
[00:19:39.260 --> 00:19:46.260]  之前我在教會里面有大概將近六年多的時間在那邊服侍,
[00:19:46.260 --> 00:19:48.260]  所以那時候小孩子都還小,
[00:19:48.260 --> 00:19:50.260]  他們都在小學的階段,
[00:19:50.260 --> 00:19:53.260]  所以跟着我們一起到教會這些,
[00:19:53.260 --> 00:19:56.260]  那一段時間雖然忙碌,
[00:19:56.260 --> 00:19:59.260]  但是我自己定規每一天,
[00:19:59.260 --> 00:20:03.260]  每一個禮拜我會至少有兩個晚上,
[00:20:03.260 --> 00:20:05.260]  每一個禮拜我會待在家裏面,
[00:20:05.260 --> 00:20:09.260]  陪他們做功課也好,或者就是陪他們。
[00:20:09.260 --> 00:20:15.260]  有時候我特別比較是帶他們一起讀聖經或者是禱告。
[00:20:15.260 --> 00:20:17.260]  我還記得小的時候,
[00:20:17.260 --> 00:20:21.260]  叫他們三個一起跪在一個地球儀旁邊,
[00:20:21.260 --> 00:20:22.260]  我們就一起在那邊,
[00:20:22.260 --> 00:20:25.260]  然後我就說你們就隨便用你的指頭一指,
[00:20:25.260 --> 00:20:27.260]  他們就一指,
[00:20:27.260 --> 00:20:28.260]  那地球儀轉一轉,
[00:20:28.260 --> 00:20:30.260]  然後一直指到肯亞,
[00:20:30.260 --> 00:20:32.260]  那今天你就問肯亞禱告。
[00:20:32.260 --> 00:20:36.260]  我就想要把這種宣教爲國度的禱告,
[00:20:36.260 --> 00:20:37.260]  放在他們的心中。
[00:20:37.260 --> 00:20:40.260]  所以這是從小我們帶着他。
[00:20:40.260 --> 00:20:41.260]  家庭崇拜,
[00:20:41.260 --> 00:20:44.260]  有時候在禮拜六或者禮拜天的時候,
[00:20:44.260 --> 00:20:45.260]  我們都會找一個時間,
[00:20:45.260 --> 00:20:47.260]  全家一起在那邊敬拜神,
[00:20:47.260 --> 00:20:49.260]  帶他們一起唱詩歌,
[00:20:49.260 --> 00:20:51.260]  那時候我們就唱中文的詩歌,
[00:20:51.260 --> 00:20:53.260]  唱有豬在窩,
[00:20:53.260 --> 00:20:56.260]  穿上我就不怕風浪等等這些,
[00:20:56.260 --> 00:20:58.260]  唱我就走到神的祭壇,
[00:20:58.260 --> 00:21:01.260]  這些大概都是他們從小耳熟人詳的中文詩歌,
[00:21:01.260 --> 00:21:05.260]  現在當然他們都是唱英文歌了。
[00:21:05.260 --> 00:21:07.260]  特別是在2015年,
