
[00:00:00.000 --> 00:00:03.260]  大家好,今天是新春年初三
[00:02:27.740 --> 00:02:30.540]  如果你懂得背的話,你跟我一起背一次
[00:02:30.540 --> 00:02:31.880]  預備起
[00:02:31.880 --> 00:02:33.880]  「神愛世人
[00:02:33.880 --> 00:02:37.220]  甚至將他的獨生子賜給他們
[00:02:37.220 --> 00:02:39.120]  叫一切信他的
[00:02:39.120 --> 00:02:42.060]  不致滅亡,反得永生」
[00:02:42.060 --> 00:02:47.900]  是一個很美麗、很珍貴的一種救贖的宣告和英許
[00:02:47.900 --> 00:02:51.140]  不過我在這裡想請大家留意
[00:02:51.140 --> 00:02:53.900]  中文翻譯是「神愛世人」
[00:02:53.900 --> 00:02:56.740]  將神的愛專注放在人那裡
[00:02:56.740 --> 00:03:01.280]  但原來原本的文字不是「世人」
[00:03:01.280 --> 00:03:03.540]  可以翻譯成「世界」
[00:03:03.540 --> 00:03:07.380]  如果英文聖經就會容易一點
[00:03:07.380 --> 00:03:10.220]  「God so loved the world」
[00:03:10.220 --> 00:03:11.620]  是「世界」
[00:03:11.620 --> 00:03:14.180]  原來原文確實是這樣的
[00:03:14.180 --> 00:03:20.260]  原文翻譯成現在的英文「Cosmos」
[00:03:20.260 --> 00:03:21.300]  「Cosmos」是甚麼?
[00:03:21.300 --> 00:03:23.400]  就是整個宇宙、世界
[00:03:23.400 --> 00:03:25.500]  原來神不單是愛人
[00:03:25.500 --> 00:03:28.200]  愛整個世界
[00:03:28.200 --> 00:03:34.480]  上帝都將主耶穌賜給所有的受造物和整個創造
[00:03:34.480 --> 00:03:37.240]  所以神是愛整個創造
[00:03:37.240 --> 00:03:40.220]  他救贖了整個創造
[00:03:40.220 --> 00:03:43.980]  所以我們現在越來越明白和掌握
[00:03:43.980 --> 00:03:47.120]  其實上帝不單是救你一個、救我們一個
[00:03:47.120 --> 00:03:49.260]  其實是救了整個創造
[00:03:49.260 --> 00:03:54.120]  以致要恢復它原初的創造
[00:03:54.120 --> 00:03:57.100]  就好像伊甸園的那種境界一樣
[00:03:57.100 --> 00:03:58.300]  所以突然之間
[00:03:58.300 --> 00:04:00.440]  第一樣我很想鼓勵大家
[00:04:00.440 --> 00:04:02.060]  在接下來的新一年
[00:04:02.060 --> 00:04:05.100]  我們更加敏感整個宇宙、世界
[00:04:05.100 --> 00:04:06.700]  這個環境
[00:04:06.700 --> 00:04:09.680]  我們近日過去那些大半年
[00:04:09.680 --> 00:04:13.120]  因為限聚令等等
[00:04:13.120 --> 00:04:15.420]  我們都被迫
[00:04:15.420 --> 00:04:18.020]  所以越來越多人去行山
[00:04:18.020 --> 00:04:20.220]  去吸吸新鮮空氣
[00:04:20.220 --> 00:04:22.220]  越來越多人欣賞大自然
[00:04:22.220 --> 00:04:23.680]  在Facebook擺的照片
[00:04:23.680 --> 00:04:27.360]  都是日落的照片
[00:04:27.360 --> 00:04:28.360]  真是好的
[00:04:28.360 --> 00:04:31.560]  其實上帝創造這個世界本來就是美好的
[00:04:31.560 --> 00:04:34.260]  祂想我們可以心曠神怡
[00:04:34.260 --> 00:04:36.160]  可以自得其樂
[00:04:36.160 --> 00:04:37.800]  但正因為這個緣故
[00:04:37.800 --> 00:04:39.740]  聚入了世界
[00:04:39.740 --> 00:04:43.840]  所以這個世界我們都聽聞越來越被破壞
[00:04:43.840 --> 00:04:47.020]  所以第一樣我想鼓勵大家
[00:04:47.020 --> 00:04:48.320]  如果你要愛的話
[00:04:48.320 --> 00:04:49.820]  學上帝的愛
[00:04:49.820 --> 00:04:51.660]  愛神所愛
[00:04:51.660 --> 00:04:54.120]  包括中間的牛
[00:04:54.120 --> 00:04:58.760]  包括中間牛所代表的整個大自然世界
[00:04:58.760 --> 00:05:00.720]  我們繼續要保護這個大自然世界
[00:05:00.720 --> 00:05:03.360]  無論是保護那些物種
[00:05:03.360 --> 00:05:04.960]  大家都聽到新聞
[00:05:04.960 --> 00:05:09.940]  很多本來的物種現在慢慢都要絕種
[00:05:09.940 --> 00:05:12.780]  無論是天然的或者是人為的
[00:05:12.780 --> 00:05:15.740]  然後人為破壞了大自然的生態之下
[00:05:15.740 --> 00:05:19.140]  就令到某一些物種都會沒東西吃
[00:05:19.140 --> 00:05:22.320]  或者太冷或者太熱等等
[00:05:22.320 --> 00:05:24.080]  是失去的
[00:05:24.080 --> 00:05:26.460]  我們要保護著我們的藍天
[00:05:26.460 --> 00:05:28.460]  免得更多的污染
[00:05:28.460 --> 00:05:30.360]  我們保護天氣等等
[00:05:30.360 --> 00:05:32.060]  我們繼續保護環境
[00:05:32.060 --> 00:05:35.160]  其實可以在大事上幫忙
[00:05:35.160 --> 00:05:36.960]  可以在小事上幫忙
[00:05:36.960 --> 00:05:40.200]  我們有一些已婚的團契
[00:05:40.200 --> 00:05:42.240]  當他們聚會而吃東西的話
[00:05:42.240 --> 00:05:44.200]  當然現在沒有吃
[00:05:44.200 --> 00:05:47.440]  但他們已經鼓勵自己帶食具
[00:05:47.440 --> 00:05:48.740]  是不是很美好
[00:05:48.740 --> 00:05:50.880]  免得我們用更多的水
[00:05:50.880 --> 00:05:55.480]  或者是一些可棄置的食具等等
[00:05:55.480 --> 00:05:57.820]  我們可以掃塑
[00:05:57.820 --> 00:05:59.480]  掃塑膠的掃
[00:05:59.480 --> 00:06:02.760]  飲外賣的汽水的時候
[00:06:02.760 --> 00:06:05.360]  不用那個飲管等等
[00:06:05.360 --> 00:06:07.060]  當然可以在大事上
[00:06:07.060 --> 00:06:09.500]  如果有些政策制定的時候
[00:06:09.500 --> 00:06:14.240]  我們繼續去因為愛上帝所愛
[00:06:14.240 --> 00:06:15.840]  包括這個創造的世界
[00:06:15.840 --> 00:06:18.000]  所以我們都可以的話
[00:06:18.000 --> 00:06:19.000]  我們幫忙
[00:06:19.000 --> 00:06:20.180]  幫忙去制定政策
[00:06:20.180 --> 00:06:22.680]  或者幫忙提議
[00:06:22.680 --> 00:06:24.040]  所以弟兄姊妹
[00:06:24.040 --> 00:06:25.040]  願我們第一年
[00:06:25.040 --> 00:06:26.280]  就是新一年
[00:06:26.280 --> 00:06:28.520]  愛神所愛
[00:06:28.520 --> 00:06:29.620]  至於第二樣
[00:06:29.620 --> 00:06:31.420]  見賞自己
[00:06:31.420 --> 00:06:36.860]  剛才游君子妹也幫我們讀出一段
[00:06:36.860 --> 00:06:39.900]  《出埃及記》的一個片段
[00:06:39.900 --> 00:06:43.400]  這是一個祭司聖職禮
[00:06:43.400 --> 00:06:46.060]  這個也是一個贖罪祭
[00:06:46.060 --> 00:06:50.140]  在《出埃及記》第29章
[00:06:50.140 --> 00:06:52.480]  這個是其中一段經文
[00:06:52.480 --> 00:06:54.840]  記載和牛有關
[00:06:54.840 --> 00:06:58.180]  原來在我們的中文聖經
[00:06:58.180 --> 00:07:00.680]  牛這個字或者這個場景
[00:07:00.680 --> 00:07:02.720]  出現了多少次呢?
[00:07:02.720 --> 00:07:05.880]  原來多到441次
[00:07:05.880 --> 00:07:08.260]  最少是441次
[00:07:08.260 --> 00:07:11.360]  已經一定不會計牛七草
[00:07:11.360 --> 00:07:12.560]  牛七草
[00:07:12.560 --> 00:07:14.860]  或者是蝸牛這些不計數了
[00:07:14.860 --> 00:07:15.660]  只是牛
[00:07:15.660 --> 00:07:16.760]  真的是牛
[00:07:16.760 --> 00:07:18.960]  有440多次
[00:07:18.960 --> 00:07:20.400]  只是在五經
[00:07:20.400 --> 00:07:22.900]  就是創出利民生
[00:07:22.900 --> 00:07:25.580]  舊約最初的五卷經文
[00:07:25.580 --> 00:07:28.680]  出現牛也已經240次
[00:07:28.680 --> 00:07:29.880]  在那裏
[00:07:29.880 --> 00:07:31.220]  大家都有印象
[00:07:31.220 --> 00:07:35.320]  牛往往是主人的擁有物
[00:07:35.320 --> 00:07:37.960]  是他們的財富
[00:07:37.960 --> 00:07:39.580]  但是出現牛的時候
[00:07:39.580 --> 00:07:44.320]  更多是用作獻祭用
[00:07:44.320 --> 00:07:45.060]  如果可以的話
[00:07:45.060 --> 00:07:48.620]  我們一起再讀多一次這段經文
[00:07:48.620 --> 00:07:51.900]  我們先讀第一節
[00:07:51.900 --> 00:07:53.540]  預備起
[00:07:53.540 --> 00:07:57.200]  「這是你使他們分別為聖
[00:07:57.200 --> 00:08:01.340]  作侍奉我的祭司時要做的事
[00:08:01.340 --> 00:08:03.580]  取一頭公牛獨
[00:08:03.580 --> 00:08:07.120]  兩隻無殘疾的公綿羊」
[00:08:07.120 --> 00:08:10.520]  這是一個祭司的聖職禮
[00:08:10.520 --> 00:08:13.460]  其中一個舊約的時候要獻祭
[00:08:13.460 --> 00:08:17.460]  來象徵著祭司的積分是神聖的
[00:08:17.460 --> 00:08:21.020]  神聖的來源是上帝那裏
[00:08:21.020 --> 00:08:22.400]  然後他們要獻祭
[00:08:22.400 --> 00:08:26.900]  獻祭最低限度要有一頭公牛獨
[00:08:26.900 --> 00:08:28.800]  然後第十節到第十四節
[00:08:28.800 --> 00:08:30.840]  他就比較詳細解釋
[00:08:30.840 --> 00:08:33.340]  怎樣去處理公牛
[00:08:33.340 --> 00:08:35.440]  獻祭是怎樣
[00:08:35.440 --> 00:08:39.620]  到我們現在其實都不是很清楚
[00:08:39.620 --> 00:08:44.180]  每一個步驟是甚麼意思
[00:08:44.180 --> 00:08:46.580]  我們現在都未必很清楚
[00:08:46.580 --> 00:08:48.020]  但是最低限度
[00:08:48.020 --> 00:08:51.800]  我們去到第十四節
[00:08:51.800 --> 00:08:55.000]  第十四節
[00:08:55.000 --> 00:08:56.340]  好 我們一起讀
[00:08:56.340 --> 00:08:57.900]  預備起
[00:08:57.900 --> 00:09:01.640]  「此是公牛的肉、皮、糞
[00:09:01.640 --> 00:09:05.140]  都要在營外用火焚燒
[00:09:05.140 --> 00:09:08.980]  這牛是贖罪祭」
[00:09:08.980 --> 00:09:11.180]  是一個贖罪祭
[00:09:11.180 --> 00:09:12.880]  有其他的贖罪祭
[00:09:12.880 --> 00:09:14.620]  是用羊來做贖罪祭
[00:09:14.620 --> 00:09:15.760]  但這裏是用牛
[00:09:15.760 --> 00:09:21.820]  這是一個祭司的 開始做祭司積焚
[00:09:21.820 --> 00:09:23.320]  是一個按立禮
[00:09:23.320 --> 00:09:25.860]  是一個出發禮
[00:09:25.860 --> 00:09:28.340]  牛用作獻祭
[00:09:28.340 --> 00:09:31.540]  當主人獻祭的時候
[00:09:31.540 --> 00:09:37.640]  是將自己最寶貴、珍貴的財富獻上
[00:09:37.640 --> 00:09:40.740]  所以這個作為祭司
[00:09:40.740 --> 00:09:42.920]  要當祭司的時候
[00:09:42.920 --> 00:09:45.980]  全會眾一起獻上這隻牛
[00:09:45.980 --> 00:09:49.220]  這是一個珍貴的獻上
[00:09:49.220 --> 00:09:52.760]  當然這是舊約裏面的一個獻祭的做法
[00:09:52.760 --> 00:09:54.160]  到新約
[00:09:54.160 --> 00:09:57.500]  我們知道耶穌基督祂來到的時候
[00:09:57.500 --> 00:09:58.400]  祂就說
[00:09:58.400 --> 00:10:03.300]  「我就是那隻要獻上的祭物」
[00:10:03.300 --> 00:10:06.700]  祂就成為被獻祭的位置
[00:10:06.700 --> 00:10:10.300]  在十字架上為我們流出補血
[00:10:10.300 --> 00:10:11.640]  擦開身體
[00:10:11.640 --> 00:10:14.480]  這個贖罪祭不是用牛 不是用羊
[00:10:14.480 --> 00:10:16.580]  而是祂自己
[00:10:16.580 --> 00:10:19.380]  用祂寶貴的生命來獻上
[00:10:19.380 --> 00:10:21.580]  為西人來贖罪
[00:10:21.580 --> 00:10:23.860]  主自己亦都是那個祭司
[00:10:23.860 --> 00:10:26.720]  而且是永遠的大祭司
[00:10:26.720 --> 00:10:28.160]  祂一次獻上
[00:10:28.160 --> 00:10:31.900]  就能夠令我們相信的人得亡救贖
[00:10:31.900 --> 00:10:37.560]  逐漸恢復上帝最初創造的時候的那種景象
[00:10:37.560 --> 00:10:39.440]  包括我們人心的改變
[00:10:39.440 --> 00:10:41.180]  包括我們的性情的改變
[00:10:41.180 --> 00:10:43.680]  包括我們人與人之間的關係
[00:10:43.680 --> 00:10:45.280]  的看法
[00:10:45.280 --> 00:10:47.280]  以致我們追求的是一種
[00:10:47.280 --> 00:10:51.020]  原初創造的那種和諧的經歷
[00:10:51.020 --> 00:10:54.760]  所以信徒和我們一班門徒
[00:10:54.760 --> 00:10:56.160]  我們這個門徒群體
[00:10:56.160 --> 00:10:58.160]  在新約的時候開始就已經說
[00:10:58.160 --> 00:11:01.860]  我們是一些君尊的祭司
[00:11:01.860 --> 00:11:02.960]  所以今天
[00:11:02.960 --> 00:11:04.760]  耶穌當然是永遠的大祭司
[00:11:04.760 --> 00:11:06.600]  但到今天誰是祭司呢?
[00:11:06.600 --> 00:11:10.560]  我們所有的信徒都是祭司
[00:11:10.560 --> 00:11:12.400]  而我們的信徒群體走在一起
[00:11:12.400 --> 00:11:14.200]  我們這間教會
[00:11:14.200 --> 00:11:15.940]  又是一個祭司
[00:11:15.940 --> 00:11:17.840]  我們的祭司的作用就是要
[00:11:17.840 --> 00:11:21.340]  代表百姓來榮耀上帝、讚頌上帝
[00:11:21.340 --> 00:11:22.880]  亦都是代表上帝
[00:11:22.880 --> 00:11:26.820]  將祂的心意要顯明在這個世代當中
[00:11:26.820 --> 00:11:28.820]  頂尖的
[00:11:28.820 --> 00:11:34.460]  原來祝福語裡面沒有什麼用牛字的
[00:11:34.460 --> 00:11:35.860]  如果你說馬就有了
[00:11:35.860 --> 00:11:37.560]  龍馬精神
[00:11:37.560 --> 00:11:39.600]  但牛應該沒有的
[00:11:39.600 --> 00:11:42.200]  所以現在我們玩耍作
[00:11:42.200 --> 00:11:45.240]  或者是牛金強壯
[00:11:45.240 --> 00:11:46.640]  牛金勤力
[00:11:46.640 --> 00:11:48.740]  牛金忠誠
[00:11:48.740 --> 00:11:49.600]  作
[00:11:49.600 --> 00:11:50.840]  都可以的
[00:11:50.840 --> 00:11:53.400]  又或者是健壯如牛
[00:11:53.400 --> 00:11:54.980]  氣壯如牛
[00:11:54.980 --> 00:11:56.880]  都可以的
[00:11:56.880 --> 00:12:00.780]  這些祝福語固然都是民間的祝福
[00:12:00.780 --> 00:12:02.280]  不過如果擺設在
[00:12:02.280 --> 00:12:04.080]  我們今天都是祭司
[00:12:04.080 --> 00:12:09.220]  我們都是要在神的面前領受祭司的差遣
[00:12:09.220 --> 00:12:12.260]  如果當日是用牛來做祭物的話
[00:12:12.260 --> 00:12:15.300]  但耶穌就已經用自己來做祭物了
[00:12:15.300 --> 00:12:16.360]  到今天
[00:12:16.360 --> 00:12:20.840]  或許我們真的要再一次將自己獻上
[00:12:20.840 --> 00:12:22.300]  我們都成為那個祭物
[00:12:22.300 --> 00:12:27.380]  我們都成為祭司出發禮的祭物
[00:12:27.380 --> 00:12:28.280]  是不是?
[00:12:28.280 --> 00:12:30.180]  獻上自己,頂尖姐妹
[00:12:30.180 --> 00:12:34.420]  尤其是在這個世界已經是越來越多人
[00:12:34.420 --> 00:12:37.620]  是主動的去祭司
[00:12:37.620 --> 00:12:40.880]  或者是被迫的要多顧自己
[00:12:40.880 --> 00:12:43.020]  就是在這個世代
[00:12:43.020 --> 00:12:45.360]  耶穌再一次的呼喚我們
[00:12:45.360 --> 00:12:49.100]  是將身體獻上當作活祭
[00:12:49.100 --> 00:12:51.600]  這個其實越來越艱難
[00:12:51.600 --> 00:12:53.900]  我們現在自己的
[00:12:53.900 --> 00:12:56.340]  或者自己家庭的資源
[00:12:56.340 --> 00:12:58.440]  無論金錢、時間
[00:12:58.440 --> 00:13:00.300]  都好像越來越少
[00:13:00.300 --> 00:13:03.580]  甚至被迫我們越來越少錢
[00:13:03.580 --> 00:13:04.480]  所以有頂尖姐妹
[00:13:04.480 --> 00:13:07.080]  甚至外面的人都是失業
[00:13:07.080 --> 00:13:09.240]  或者工時越來越短
[00:13:09.240 --> 00:13:10.880]  收入越來越少
[00:13:10.880 --> 00:13:12.120]  很多的壓力
[00:13:12.120 --> 00:13:13.680]  大家都明白
[00:13:13.680 --> 00:13:15.620]  不過上帝仍然說
[00:13:15.620 --> 00:13:18.360]  就是在那裡盡你所能
[00:13:18.360 --> 00:13:22.660]  因為我已經為你先獻上
[00:13:22.660 --> 00:13:23.860]  另外有一個祝福語
[00:13:23.860 --> 00:13:25.860]  就是更加
[00:13:25.860 --> 00:13:28.540]  不知道你這一次有沒有聽過
[00:13:28.540 --> 00:13:35.180]  叫「金牛滿屋」
[00:13:35.180 --> 00:13:37.840]  這個我想在文化上面
[00:13:37.840 --> 00:13:42.780]  都是指向希望你「金牛」
[00:13:42.780 --> 00:13:45.180]  我們的錢都稱為「金牛」
[00:13:45.180 --> 00:13:46.780]  那就多一點
[00:13:46.780 --> 00:13:48.220]  希望你多一點收入
[00:13:48.220 --> 00:13:49.720]  多一點財富
[00:13:49.720 --> 00:13:51.120]  當然這個在文化上面
[00:13:51.120 --> 00:13:53.020]  都可能不會講得通
[00:13:53.020 --> 00:13:55.300]  不過我們作為基督徒
[00:13:55.300 --> 00:13:57.300]  我們不會覺得
[00:13:57.300 --> 00:14:00.560]  我們完全不需要錢
[00:14:00.560 --> 00:14:02.560]  我們都不是這樣想的
[00:14:02.560 --> 00:14:04.840]  不過只是善用我們收的錢
[00:14:04.840 --> 00:14:07.180]  或者我們是用好的途徑
[00:14:07.180 --> 00:14:09.780]  來賺取金錢
[00:14:09.780 --> 00:14:11.980]  不過「金牛」對於
[00:14:11.980 --> 00:14:15.380]  我們基督教聖經的背景來說
[00:14:15.380 --> 00:14:17.680]  就更加要小心
[00:14:17.680 --> 00:14:19.020]  還記得吧
[00:14:19.020 --> 00:14:23.020]  當摩西帶領百姓離開埃及
[00:14:23.020 --> 00:14:24.120]  遺牢之地
[00:14:24.120 --> 00:14:26.020]  去到曠野
[00:14:26.020 --> 00:14:27.700]  然後去到西乃山
[00:14:27.700 --> 00:14:30.700]  摩西就在山上領受過十誡
[00:14:30.700 --> 00:14:33.340]  是上帝對生命生活的指引
[00:14:33.340 --> 00:14:37.140]  但是阿倫和那班百姓在山下
[00:14:37.140 --> 00:14:38.540]  等得不耐煩
[00:14:38.540 --> 00:14:41.040]  他要快過上帝的工作
[00:14:41.040 --> 00:14:42.440]  他不等上帝
[00:14:42.440 --> 00:14:45.940]  自己就弄了隻「金牛」獨來拜祭
[00:14:45.940 --> 00:14:47.740]  將他的生命的方向
[00:14:47.740 --> 00:14:49.380]  從敬拜上帝
[00:14:49.380 --> 00:14:52.120]  轉移到其他世界的事上面
[00:14:52.120 --> 00:14:54.520]  這個故事原來不單止他們
[00:14:54.520 --> 00:14:59.560]  原來去到《獵王紀相》第十二章
[00:14:59.560 --> 00:15:04.240]  那裡是說到南國北國分裂
[00:15:04.240 --> 00:15:06.740]  在北國有個耶羅波安
[00:15:06.740 --> 00:15:08.340]  他也是不等上帝
[00:15:08.340 --> 00:15:11.040]  最後自己做了兩個「金牛」獨
[00:15:11.040 --> 00:15:14.640]  所以「金牛」就成為一種犯罪
[00:15:14.640 --> 00:15:17.540]  得罪神的一個代表、一個記號
[00:15:17.540 --> 00:15:21.440]  總之今年雖然是牛年
[00:15:21.440 --> 00:15:26.680]  不過讓我們認清人生的目標
[00:15:26.680 --> 00:15:31.980]  上帝既然不離不棄去拯救、去輔助我們
[00:15:31.980 --> 00:15:33.580]  以致我們回到原初
[00:15:33.580 --> 00:15:37.080]  恢復回原初上帝創造的美意
[00:15:37.080 --> 00:15:38.880]  所以我們跟神的關係和好
[00:15:38.880 --> 00:15:41.380]  跟人的關係、跟環境的關係
[00:15:41.380 --> 00:15:43.880]  會回到和好的裡面
[00:15:43.880 --> 00:15:47.080]  我們就放下「金牛」這種象徵
[00:15:47.080 --> 00:15:49.580]  反而我們將自己當作活祭
[00:15:49.580 --> 00:15:51.580]  我們就是那隻牛
[00:15:51.580 --> 00:15:52.780]  我們獻上自己
[00:15:52.780 --> 00:15:57.480]  以致我們盡心盡性、盡力盡意
[00:15:57.480 --> 00:15:59.180]  侍奉我們的主
[00:15:59.180 --> 00:16:01.380]  在這些艱難的日子
[00:16:01.380 --> 00:16:04.680]  更加彼此輔助
[00:16:04.680 --> 00:16:10.380]  第三,作息有時
[00:16:10.380 --> 00:16:14.780]  在《生命記》第五章這幾節經文
[00:16:14.780 --> 00:16:16.880]  我又想我們再一次讀
[00:16:16.880 --> 00:16:19.480]  我們第十三節開始
[00:16:19.480 --> 00:16:21.080]  預備起
[00:16:21.080 --> 00:16:24.980]  六日要勞碌做你一切的工
[00:16:24.980 --> 00:16:28.180]  第七日是向耶和華你的神
[00:16:28.180 --> 00:16:30.580]  當首的安息日
[00:16:30.580 --> 00:16:31.680]  這一日
[00:16:31.680 --> 00:16:37.180]  你和你的兒女、牧婢、牛、牢、牲畜
[00:16:37.180 --> 00:16:39.880]  以及你城裡寄居的客女
[00:16:39.880 --> 00:16:42.280]  都不可做任何的工
[00:16:42.280 --> 00:16:46.780]  使你的牧婢可以和你一樣休息
[00:16:46.780 --> 00:16:50.580]  你要紀念你在埃及地作過勞瀑
[00:16:50.580 --> 00:16:52.180]  耶和華你的神
[00:16:52.180 --> 00:16:55.680]  用大能的手和新出來的防備
[00:16:55.680 --> 00:16:58.080]  領你從哪裡出來
[00:16:58.080 --> 00:17:01.180]  因此耶和華你的神
[00:17:01.180 --> 00:17:05.480]  吩咐你守安息日
[00:17:05.480 --> 00:17:07.780]  作息
[00:17:07.780 --> 00:17:09.080]  我猜的意思是
[00:17:09.080 --> 00:17:10.980]  有時要工作、要工作
[00:17:10.980 --> 00:17:13.080]  以及休息
[00:17:13.080 --> 00:17:16.680]  我們有時說做牛、做馬
[00:17:16.680 --> 00:17:18.880]  有時做牛、做馬
[00:17:18.880 --> 00:17:21.480]  所以又要一股牛勁
[00:17:21.480 --> 00:17:23.580]  這樣都挺好的
[00:17:23.580 --> 00:17:26.880]  不過當然我們又不要鑽牛角尖
[00:17:26.880 --> 00:17:30.280]  又不要死牛一片頸
[00:17:30.280 --> 00:17:32.280]  反而我們繼續在工作的時候
[00:17:32.280 --> 00:17:35.080]  確實都是一個榮耀
[00:17:35.080 --> 00:17:38.580]  我們要多些操練那種腦震動
[00:17:38.580 --> 00:17:40.980]  多角度思考
[00:17:40.980 --> 00:17:42.580]  突破一些思考框框
[00:17:42.580 --> 00:17:44.580]  所以有多些的創意
[00:17:44.580 --> 00:17:46.080]  以及不同的方式
[00:17:46.080 --> 00:17:48.680]  避免了鑽牛角尖
[00:17:48.680 --> 00:17:50.180]  或者死牛一片頸
[00:17:50.180 --> 00:17:51.980]  我們多些去聆聽
[00:17:51.980 --> 00:17:53.180]  甚至乎去問
[00:17:53.180 --> 00:17:54.580]  問其他人的意見
[00:17:54.580 --> 00:17:57.280]  聆聽人身邊的親友
[00:17:57.280 --> 00:17:59.980]  或者鼎姐妹的意見
[00:17:59.980 --> 00:18:01.380]  當然在工作
[00:18:01.380 --> 00:18:03.280]  但是剛才的經文就是這樣說
[00:18:03.280 --> 00:18:04.280]  都是要工作的
[00:18:04.280 --> 00:18:05.580]  六天來工作
[00:18:05.580 --> 00:18:08.080]  但是要守安息日
[00:18:08.080 --> 00:18:11.380]  做牛、做馬都是要休息的
[00:18:11.380 --> 00:18:12.480]  不知道你過往的時間
[00:18:12.480 --> 00:18:14.680]  你怎樣爭取你休息的時間
[00:18:14.680 --> 00:18:19.080]  或者你怎樣用你休息的時間
[00:18:19.080 --> 00:18:21.680]  第十四節
[00:18:21.680 --> 00:18:24.180]  當他說休息
[00:18:24.180 --> 00:18:24.980]  他說你要休息
[00:18:24.980 --> 00:18:27.980]  都是我們平時每一天都需要休息的
[00:18:27.980 --> 00:18:29.480]  有人就會鼓勵的
[00:18:29.480 --> 00:18:31.580]  如果特別是要上班那些
[00:18:31.580 --> 00:18:35.980]  你可能是做一個小時之內的事情
[00:18:35.980 --> 00:18:37.680]  就要休息一下
[00:18:37.680 --> 00:18:40.180]  休息五分鐘
[00:18:40.180 --> 00:18:42.580]  那就浸一下水
[00:18:42.580 --> 00:18:44.080]  拉一下筋
[00:18:44.080 --> 00:18:45.480]  或者走動一下
[00:18:45.480 --> 00:18:46.680]  有時候去洗手間
[00:18:46.680 --> 00:18:49.280]  其實反而只是一個走動
[00:18:49.280 --> 00:18:50.480]  出去浸一下水
[00:18:50.480 --> 00:18:53.080]  就離開一下自己辦公室等等
[00:18:53.080 --> 00:18:55.080]  這些都是一種休息
[00:18:55.080 --> 00:18:57.180]  當然這種身體的休息
[00:18:57.180 --> 00:18:59.580]  其實需要
[00:18:59.580 --> 00:19:01.780]  不過當然對於我來說
[00:19:01.780 --> 00:19:03.680]  真的原來連日
[00:19:03.680 --> 00:19:06.580]  是會令到我們更爭取休息
