
[00:00:00.000 --> 00:00:11.000]  我想問問在這中多少是已經做人的父母的,好不好舉手。有孩子的,感謝主。
[00:03:07.000 --> 00:03:12.000]  但美國又怎麼樣呢?我看到一點也不是太好。
[00:03:12.000 --> 00:03:35.000]  美國的Atlanta這個城市,在過去兩年來,發現有56個公立的學校,有超過100名的老師,他們是篡改學生的答案。
[00:03:35.000 --> 00:03:43.000]  在考試裡面,來改變考生的答案,作弊。
[00:03:43.000 --> 00:03:54.000]  請留意,不是學生改答案,是老師替他們改答案,令到他們的成績全部提高。
[00:03:54.000 --> 00:04:14.000]  而且,原來這個習慣已經做了十年,令到美國當局教育局非常震驚,要嚴懲這些老師。
[00:04:14.000 --> 00:04:26.000]  但在審訊過程當中,有其他的州,其他的地方,陸續發現同樣的情形。
[00:04:26.000 --> 00:04:41.000]  那為什麼有這個情形產生呢?主要的原因,就是因為現在收生,不光是要看他們的TOEFL、SAT等等這些成績,也要看他們校內的成績。
[00:04:41.000 --> 00:04:47.000]  這個也是成為一部分大學收生的一個主要的根據。
[00:04:47.000 --> 00:04:59.000]  第二方面,這些學校為了要提高他們自己的知名度,要提高他們的知名度以後,收生比較好,多些的學生來就讀他們的學校。
[00:04:59.000 --> 00:05:18.000]  因為這個緣故,他們寧願把一些成績不好的學生試卷考題都要改,錯的答案要改成正確的答案,改了以後就把他們的成績全部提高。
[00:05:18.000 --> 00:05:26.000]  提高了以後,他們就向人宣揚,我們學校的成績是非常好的,是一流的,你們來讀吧。
[00:05:26.000 --> 00:05:35.000]  我們這個是一個是Band 1的學校,雖然美國沒有Band 1,他們是一些優秀的學校,叫人來。
[00:05:35.000 --> 00:05:57.000]  親愛的弟兄姊妹,我在台灣的時候,問起這些的事情,有些的目者告訴我說,宋博士,我非常難過地告訴你,
[00:05:57.000 --> 00:06:11.000]  這些的事情,不光是不信的人這樣做,連信的人也是這樣做。
[00:06:11.000 --> 00:06:27.000]  父母為了他們的孩子能夠進到一個名校,不擇手段,因為這個緣故,帶給他們一個非常大的困擾。
[00:06:27.000 --> 00:06:42.000]  原因,有一個目者說,他曾經去探望過一個因為這個緣故被檢控的一對父母,都是跟這些有關的事情。
[00:06:42.000 --> 00:06:57.000]  當他們被檢控的時間,做目者的,都需要為他們來求情,但這個目者告訴我,他的心非常難過。
[00:06:57.000 --> 00:07:09.000]  怎麼可能我們今天信的主的人,跟一般所識的人都是一樣,別人追求什麼,我們也是追求什麼呢?
[00:07:09.000 --> 00:07:16.000]  弟兄姊妹們,在今天信二代,我們對他們的教養是怎麼樣的呢?
[00:07:16.000 --> 00:07:26.000]  我看見有兩個非常不平衡的現象,第一個不平衡的現象,只是注重宗教的外表。
[00:07:26.000 --> 00:07:45.000]  早上有沒有讀聖經啊?有沒有禱告啊?吃飯有沒有謝飯禱告啊?有沒有去教會崇拜啊?他們注重的是宗教的外表,但是完全沒有注重他們內在的生命與生的關係。
[00:07:45.000 --> 00:08:02.000]  而帶來的結果是怎麼樣呢?是充滿著一套宗教的外表,但是裡面所行所想,他們的價值觀,人生觀,跟一般不信的人完全沒有分別。這是第一種極端。
[00:08:02.000 --> 00:08:18.000]  第二種極端,他們也是信徒,他們注重的就是裡面的品格,所以在各方面的品格都非常注重,各方面待人接物非常注重。
[00:08:18.000 --> 00:08:32.000]  但確實有一樣非常大的問題,慢慢他們對神與人之間的宗教信仰,慢慢就變成一種品格的教育。
[00:08:32.000 --> 00:08:58.000]  在宗教信仰當中,提到的都是品格,行為,但確實沒有的神在他們的後代心目中,在他們的心中做主做王,在他們的戀愛,他們的婚姻,他們對前途的抉擇,完全沒有考慮聖經那種優先序。
[00:08:58.000 --> 00:09:09.000]  他們只是在結婚的時候考慮找一個好人,你看這個好人,品格各方面都好了,這個就是他們的優先。
[00:09:09.000 --> 00:09:33.000]  但至於他們是信還是不信,根本不是他們考慮之列,特別有些的父母,只要他們的孩子們結婚的時候,要考慮的對象竟然是穆斯林的信徒。
[00:09:33.000 --> 00:09:55.000]  另外有些是印度教的信徒,一個在美國的父母,最近因為他的兒子要娶一個印度教的女孩子,在大學認識的一個同學,心中非常煩惱。
[00:09:55.000 --> 00:10:11.000]  問到他,他就說,兒子對他們說,我在找的時間,我是以他的品格,以他待人接物,這是我最重要的優先序。
[00:10:11.000 --> 00:10:40.000]  然後跟著反問父母,你們這至少交代我們的時間,難道你們不是這樣來交代我們嗎?我們看見這個女孩子,他說,我選她做我的妻子,因為她比一些信徒的人的品格更好,她更加的真誠,我非常欣賞她這個真誠。
[00:10:40.000 --> 00:10:49.000]  所以我寧願選她,我都不選,在我身邊有一些基督徒。
[00:10:49.000 --> 00:11:15.000]  一位父母問我,我應該怎麼樣回答我的兒子,我對他說,弟兄,姐妹,現在才回應,我覺得已經很難。
[00:11:15.000 --> 00:11:31.000]  教育不是在他們已經去到成年的時候,你才要求的,你是至少要把一種神人的關係,是我們的第一優先。
[00:11:31.000 --> 00:11:35.000]  價值觀,我們跟隨神的價值觀。
[00:11:35.000 --> 00:11:40.000]  人生觀,我們跟隨神的人生觀。
[00:11:40.000 --> 00:11:44.000]  婚姻觀,我們跟隨神的婚姻觀。
[00:11:44.000 --> 00:11:53.000]  然後在自己的生命活出來,這種的價值觀,人生觀,婚姻觀。
[00:11:53.000 --> 00:12:09.000]  你的孩子不光是聽到你講,乃是看見父母如何活出來,他們就會深深的印在他們的腦海當中,以後他們都會去信的。
[00:12:09.000 --> 00:12:26.000]  到現在,我對他說,要是因為這個緣故,你跟他們在那個地方硬硬來的硬碰,這個兒子說,要是你不贊同的時候,
[00:12:26.000 --> 00:12:46.000]  我就寧願兩個人旅遊,旅行,結婚,父母不出席,都沒有問題。我說,要是去到這樣的一個地步,你們以後更難建立你們的關係。
[00:12:46.000 --> 00:12:59.000]  弟兄姊妹們,我在當中真的非常忍痛的看著這些因為下一代的問題,帶給他們困擾的弟兄姊妹。
[00:12:59.000 --> 00:13:17.000]  在今天,我的希望,在我們還是可以有機會的時候,從聖經來的看看,你要我們的下一代成為怎麼樣的下一代。跟著下來,你又要做誰的下一代?
[00:13:17.000 --> 00:13:32.000]  我們一起來看看《創世紀》第四章。這段的聖經,特別我們先來看希伯來書的十一章第四節。
[00:13:32.000 --> 00:13:52.000]  希伯來書十一章第四節,一起來讀。「亞伯因著信獻祭於神,比該因所獻得更美,因此便得了稱義的見證,就是神指著他禮物做的見證。他雖然死了,卻因著信仍舊說話。」
[00:13:52.000 --> 00:14:03.000]  弟兄姊妹們,這段的聖經,直接是引至《創世紀》第四章一到十六節,那個地方而來。
[00:14:03.000 --> 00:14:27.000]  《創世紀》的第四章一到十六節,對兩個兄弟在一個我們稱為信的第一代的混淆底下成長,但是兩個人卻是完全的不一樣。我們今天就來看看,是什麼東西令到這兩兄弟變成完全不一樣的人?
[00:14:27.000 --> 00:14:37.000]  那第二個方面,到底我們今天做父母的,我們應該如何來選擇,如何做一個父母呢?這是一個非常非常重要的。
[00:14:37.000 --> 00:14:55.000]  首先,我們來看看這兩個兄弟。一個是該因,另外一個就是亞伯。兩兄弟的比較有非常大的不一樣。
[00:14:55.000 --> 00:15:00.000]  我們先讀讀第一節,一起來。
[00:15:00.000 --> 00:15:12.000]  「有一日,那人和他的妻子夏娃同房。夏娃就懷孕,生了該因,便說:「耶和華使我得了一個男子。」
[00:15:12.000 --> 00:15:29.000]  夠了,夠了,就在這個地方,先停一停。「有一日」這個字,這是某一日。這個字跟第三節「有一日」是不同的,我想各位知道。
[00:15:29.000 --> 00:15:57.000]  第一節的「有一日」就是some day,就是a certain day,就是某一天,就是這個意思。但第三節那個地方,「有一日」這個字,在原文應該是把它翻譯成為「在一段日子的最後一天」,那我再說,the end of the days。
[00:15:57.000 --> 00:16:18.000]  第三節那個是某一段日子的最後一天,就是某一段時間的最後一天。那這個是什麼意思呢?我們就來看看,到底這個一段時間是一年的最後一天呢?還是一個月的最後一天呢?還是一個禮拜的最後一天呢?
[00:16:18.000 --> 00:16:36.000]  我們就來看看創世紀的第一章一直到第三章,到底哪一段的日子曾經出現過?有沒有出現過一年呢?沒有。有沒有出現過一個月這個節節?有沒有?沒有。
[00:16:36.000 --> 00:16:52.000]  但是確實有出現過的。耶和華用六日創造天地,第七日他就休息了,所以就把第七日定為安息日。
[00:16:52.000 --> 00:17:08.000]  那要是各位留意來看看第一章接到第三章的時間,原來一個禮拜,一個星期有七天,然後最後一天是安息日,原來是非常清楚,在聖經的當中已經出來的。
[00:17:08.000 --> 00:17:32.000]  所以在這一段聖經的當中,我們就留意到,有一日,某一天,那人就是亞當,和他的妻子就是夏娃同房。夏娃就懷孕,生了該嬰,便說,誰說啊?誰說啊?
[00:17:32.000 --> 00:17:51.000]  你就看看上文,最後一個名詞是什麼名詞啊?名字是誰啊?是夏娃。夏娃便說,耶和華使我得了一個兒子,所以他就把他取名叫該嬰。
[00:17:51.000 --> 00:18:10.000]  換句話說,這個名字不是父親替他取的,是母親替他取的。母親取這個名字的時間,其實是一種宣告,是一個立場的宣告。
[00:18:10.000 --> 00:18:31.000]  我要叫你的名字叫做德,叫德,因為我得了,我得了什麼?跟著下來,耶和華使我得了一個什麼?很奇怪的。
[00:18:31.000 --> 00:18:45.000]  我跟你講,他不是說,耶和華使我得了一個男孩子,乃是說,耶和華使我得了一個男人。
[00:18:45.000 --> 00:19:01.000]  男孩子,男孩子就是Ben,B-E-N,Ben。男人是ish,I-S-H,希伯來文是非常不一樣的。
[00:19:01.000 --> 00:19:24.000]  那我們就開始有很多的問題產生出來了。為什麼夏娃生了這個孩子以後,她不是等她的丈夫來取名?因為我們看見耶和華造萬物的時間,就把那些動物帶到亞當的面前,亞當怎麼樣叫各樣的活物,那就是他的名字。
[00:19:24.000 --> 00:19:41.000]  取名本來一直,甚至是希望亞當要負起這個責任,你要替這一切來取名,動物要取名,應該他的下一代都是父親取名。
[00:19:41.000 --> 00:20:03.000]  但在這一個地方,是母親來取名,而母親取名的時間,她不是說,我生了一個男孩子,Ben,Ben就是Benjamin的Ben,我不知道各位有多少人叫Ben,好不好舉手?Ben,Ben仔呀,有沒有Ben仔?沒有。
[00:20:03.000 --> 00:20:22.000]  你們知道Ben是什麼意思嗎?那現在知道了,這是兒子的意思,Benjamin就是右手的兒子,Benjamin就是右手的兒子,那ish,I-S-H,就是男人。
[00:20:22.000 --> 00:20:43.000]  到底他做什麼?有時候在這個地方,要向亞當來個宣告,亞當,你常常說,我是從你的肋骨出來的,你把我帶出來的,我現在對你說,你們所有的男人,都是從我出來的。
[00:20:43.000 --> 00:20:54.000]  你們明白嗎?Shawa的名字,就是眾生之母的意思,原來兩夫妻在那個地方,已經在這個角力的過程當中。
[00:20:54.000 --> 00:21:08.000]  亞當,因為在吃這個禁果的時間,被神責備,但另外一方面呢,他把這個埋怨,怨在他的太太的身上,但是神一點也不領情,還是要責怪這個亞當。
[00:21:08.000 --> 00:21:32.000]  這個責任是你要負的,因為你是問責的丈夫,但是在這個地方,我們看見,兩夫妻經過這個吃禁果,在那個時間,來到這裡,他們之間角力開始了。
[00:21:32.000 --> 00:21:56.000]  Shawa非常不喜歡,非常不喜歡她的丈夫,為什麼一說,就是說,你賜給我,那個女人她吃,她吃了就給我,我就吃了,她把這個責任推給Shawa,還要把這個責任推給神,是你給我的。
[00:21:56.000 --> 00:22:14.000]  為什麼我會吃啊,這是因為你給我的那個女人叫我吃啊,所以我才吃了,你為什麼不責備她,要責備我啊,這個角力的本身來到這個地方,你就發現兩夫妻這個關係,很大問題。
[00:22:14.000 --> 00:22:39.000]  各位親愛的弟兄姐妹,到底我們希望我們的下一代,成為怎麼樣的下一代,這是一個關鍵,到底我們有沒有真正好像神創造夫妻兩個人的時候那個緣意,這個緣意是什麼,就是妻子是丈夫骨中的骨,肉中的肉。
[00:22:39.000 --> 00:23:03.000]  因此人要離開父母,與妻子聯合,兩個人成為一體,神的緣意就是一個男一個女,一夫一妻結合,而結合的時間,丈夫要認定妻子是你骨中的骨,肉中的肉。
[00:23:03.000 --> 00:23:10.000]  我們有權要保護他,要供應他,照顧他,一生一世。
[00:23:10.000 --> 00:23:21.000]  另外一方面,妻子也要認定,認定什麼呢,這個男人是你的保護者,是你的供應者,他是你的頭。
[00:23:21.000 --> 00:23:42.000]  我們各方面可以表達意見,但是我們尊重他,因為這個是神要問責的這個丈夫來的,神要問責,所以我們講完我們的意見了以後,給了他,他不聽的時間,最後負責任的就是丈夫,不是太太,是丈夫。
[00:23:42.000 --> 00:23:52.000]  羅馬素非常清楚地講到,這也是因為一個人而來,而這個人,聖經不是說夏娃,而是說亞當。
[00:23:52.000 --> 00:24:15.000]  因為這個緣故,丈夫們,我們作為妻子的頭,你要記得,原來做頭的意思,是背黑鍋。背黑鍋,一切妻子做的,我們都有責任。
[00:24:15.000 --> 00:24:23.000]  我們要好好來的看,來的照顧,來的愛。
[00:24:23.000 --> 00:24:45.000]  跟著下來,我們看見,該隱這個字,到底是什麼意思呢?原來該隱本身就是德的意思,我相信這個是因為夏娃得了一個男子,所以取他的名字也叫德。
[00:24:45.000 --> 00:25:05.000]  另外一個可能的字根,就是毛腔的意思,其實這個字有13次在創世紀出現,在創世紀出現這個字的時間,我覺得這兩個的意義是非常非常有關係的。
[00:25:05.000 --> 00:25:15.000]  要是一個人就是非常自我中心,什麼都要得得得,得不著的時間,就怎麼樣呢?就用暴力,用毛腔來的詞。
[00:25:15.000 --> 00:25:21.000]  這真正就是該隱,它的原意,它的人就是這樣子。
[00:25:21.000 --> 00:25:31.000]  所以我們看見,這是一個非常重要的一樣的東西,到底我們今天做父母的,我們有沒有好的榜樣給我們的孩子們。
[00:25:31.000 --> 00:25:40.000]  第二方面,到底我們是不是真真正正要我們的下一代,就是要成為一個德,什麼都要得。
[00:25:40.000 --> 00:26:02.000]  孩子啊,不要輸給別人啊,你什麼東西都要名列前茅啊。廣東人有句話,零生敗家子,不生什麼?蠢頓兒。
[00:26:02.000 --> 00:26:11.000]  不生笨兒子,零生敗家子,都不要生一個笨孩子。
[00:26:11.000 --> 00:26:24.000]  原因在哪裡?就是什麼東西都要好,都要威風,都要獨佔鰲頭,什麼東西都要名列前茅。
[00:26:24.000 --> 00:26:42.000]  為人父母的,要是我們是這樣,來的期待我們的下一代,我告訴你,未來悲劇會接二連三,會產生出來的。
[00:26:42.000 --> 00:26:52.000]  原因在哪裡?因為這種的心態,不光是傷害別人,更重要的是傷害自己。
[00:26:52.000 --> 00:27:01.000]  每次當我看見優秀的學生跳樓自殺,我的心都非常疼。
[00:27:01.000 --> 00:27:10.000]  但我們看見這些學生都有其中一個很重要的價值觀,就是絕對不能夠輸給別人。
[00:27:10.000 --> 00:27:25.000]  成績一定要好,要是成績不好,就寧願死掉算了。這是一個通常我們在輔導的過程當中都看見的通病。
[00:27:25.000 --> 00:27:45.000]  跟著下來,我們再來看看,一個是要得的人生,但我們另外來看看另外一個人,另外一個就是他的兄弟,後來又生了該隱的兄弟,叫什麼名字啊?叫亞伯。
[00:27:45.000 --> 00:27:55.000]  亞伯,我相信這是他的父親來替他取名的,不是母親,是父親替他取名。
[00:27:55.000 --> 00:28:02.000]  很奇怪的,第一個是得,什麼都要得,得不到,毛腔,來得刺。
[00:28:02.000 --> 00:28:10.000]  第二個名字,亞伯這個名字,是一口氣的意思,很奇怪的。
[00:28:10.000 --> 00:28:19.000]  那為什麼一個是得,一個是一口氣,什麼是一口氣啊?就是短暫啊,就完了。
[00:28:19.000 --> 00:28:30.000]  是什麼意思啊?就是短命啊。我不知道父母,你在生一個兒子的時候,會不會取他的名字叫短命的?
[00:28:30.000 --> 00:28:42.000]  我真的非常非常難以理解,為何聖經這兩兄弟是這個樣子的,有可能。
[00:28:42.000 --> 00:28:53.000]  一方面,這是聖靈在亞當的心中,要給他一個意見,給他一個啟示。
[00:28:53.000 --> 00:29:03.000]  也知道他替這個兒子取名的時間,要提醒他,不要什麼東西要抓抓抓。
[00:29:03.000 --> 00:29:11.000]  人生活在世上,都是短暫的,人只不過是一口氣。
[00:29:11.000 --> 00:29:18.000]  有可能要藉著這個弟弟,要提醒他的哥哥,也要提醒他的媽媽。
[00:29:18.000 --> 00:29:26.000]  人活在這個世上,只是一口氣,轉眼就會過去了,何必太緊張?
[00:29:26.000 --> 00:29:30.000]  為什麼要那麼緊張呢?不需要那麼緊張。
[00:29:30.000 --> 00:29:36.000]  但是想不到,提醒的最多的,就是這個弟弟本身。
[00:29:36.000 --> 00:29:42.000]  我們從何可以看得見,提醒最多的是對這個弟弟亞伯呢?
[00:29:42.000 --> 00:29:52.000]  我們看下去,在他們獻祭的時間,第三節。
[00:29:52.000 --> 00:29:56.000]  我們起來讀讀第三節,一起來。
[00:29:56.000 --> 00:30:02.000]  有一日,該隱拿地裡的粗產,獻祭給耶和華。
[00:30:02.000 --> 00:30:06.000]  亞伯也將他羊群中投生的和羊的自由獻上。
[00:30:06.000 --> 00:30:12.000]  耶和華看中亞伯和他的公物,第五節,只是看不中該隱和他的公物,
[00:30:12.000 --> 00:30:18.000]  該隱就大大的發怒,變了臉色,好了,這段的聖經。
[00:30:18.000 --> 00:30:23.000]  兩個人都有宗教,同意嗎?
[00:30:23.000 --> 00:30:32.000]  他們都是在安息日獻祭的,證明他們兩個人都有各種的宗教儀式,
[00:30:32.000 --> 00:30:36.000]  神龜導舉,做這個儀式。
[00:30:36.000 --> 00:30:43.000]  不同的地方在哪裡呢?不同的地方是在乎他們的心。
[00:30:43.000 --> 00:30:51.000]  到底他們的心,在奉獻的上面,怎麼樣表達出來呢?
[00:30:51.000 --> 00:31:00.000]  亞伯跟該隱最不同的地方,該隱拿地裡的粗產。
[00:31:00.000 --> 00:31:10.000]  這是方便,也是隨便,就拿地裡的粗產為公物獻給耶和華。
[00:31:10.000 --> 00:31:17.000]  亞伯也將他羊群中投生的和羊的自由獻上。
[00:31:17.000 --> 00:31:23.000]  接下來,耶和華看中亞伯,那不要停在這裡,你要看下去。
[00:31:23.000 --> 00:31:32.000]  亞伯和什麼?亞伯和什麼?和他的公物。
[00:31:32.000 --> 00:31:37.000]  你看到非常重要,是看中亞伯,這是他的為人。
[00:31:37.000 --> 00:31:43.000]  同樣也看中他的公物,證明到神有一個心願,
[00:31:43.000 --> 00:31:50.000]  希望他的子民在獻公物給他的時間,他已經有一個提示給他們。
[00:31:50.000 --> 00:31:55.000]  我們現在就問問,這個提示從何而來呢?
[00:31:55.000 --> 00:32:07.000]  有可能第一,是神直接對兩兄弟講,你們未來獻祭的時間,要向羔羊,向獻投生的羔羊。
[00:32:07.000 --> 00:32:12.000]  你們說投生的羔羊,獻完投生就沒有了,這個是錯的。
[00:32:12.000 --> 00:32:23.000]  投生是每一隻母羊都有投生的,同意嗎?你的一群羊,你有投生的,他的一群羊也有投生的。
[00:32:23.000 --> 00:32:29.000]  所以,不是說全世界恨不得只有一隻投生的,不可能的。
[00:32:29.000 --> 00:32:33.000]  你明白嗎?每一個家,每一個不同的地方,都有投生的。
[00:32:33.000 --> 00:32:38.000]  其實那個是什麼意思呢?把你最好的獻上。
[00:32:38.000 --> 00:32:43.000]  第二方面,也是因為父母對他們所說的。
[00:32:43.000 --> 00:32:55.000]  父母告訴他,兒子啊,日後你沒有獻祭的時間,記得要獻羔羊,最好獻投生的。
[00:32:55.000 --> 00:33:01.000]  那我們現在就問,到底他的父母從何知道這個事情?
[00:33:01.000 --> 00:33:06.000]  為什麼姚可華要叫他們來獻祭呢?
[00:33:06.000 --> 00:33:10.000]  解經家一致都認同。
[00:33:10.000 --> 00:33:21.000]  當夏娃跟亞當犯罪了以後,他們知道自己犯了罪,就拿這個無花果葉來遮蓋他們的身體,記得嗎?
[00:33:21.000 --> 00:33:27.000]  但是神不需要他們用無花果葉遮蓋。
[00:33:27.000 --> 00:33:41.000]  神找到他們了以後,遮蔽了他們了以後,神就用了一塊皮子來遮蓋兩個人的身體,一塊的皮子。
[00:33:41.000 --> 00:33:46.000]  這個皮子從什麼地方來呢?一定是從一個生疏而來。
[00:33:46.000 --> 00:33:54.000]  而這個生疏是什麼呢?解經家大部分都認同,應該從一隻羊的身上而來。
[00:33:54.000 --> 00:33:58.000]  一隻羊的皮遮蓋他們的罪。
[00:33:58.000 --> 00:34:06.000]  亞當是人類的代表,夏娃是眾生之母,差不多等於什麼呢?
[00:34:06.000 --> 00:34:13.000]  就是全部人的罪,這一塊的皮子都要遮蓋。
[00:34:13.000 --> 00:34:22.000]  所以從這個地方我們看得見,有一個非常重要的寓表的意義,但是對當時亞當夏娃他們不理解。
[00:34:22.000 --> 00:34:27.000]  所以對亞伯他們也不理解,但是他們卻是這樣來的做。
[00:34:27.000 --> 00:34:36.000]  為何這樣做?雖然我不懂,但既然神是這樣做,我就照樣這樣做吧。
[00:34:36.000 --> 00:34:45.000]  亞伯相信,雖然我不知道我相信神一定有祂的用意的,我相信。
[00:34:45.000 --> 00:34:58.000]  蓋尹覺得麻煩,不相信,所以因為這個緣故,一個是有熱情來的獻的,一個是沒有熱情去獻的。
[00:34:58.000 --> 00:35:06.000]  有宗教不一定是有真正的信仰,這個是最大的不一樣。
[00:35:06.000 --> 00:35:19.000]  接下來,兩兄弟還有第二個非常大的不一樣,從他們的名字反映出來的。
[00:35:19.000 --> 00:35:27.000]  從什麼地方看得到呢?我們一起來看看,第六節開始。
[00:35:27.000 --> 00:35:37.000]  去到第八節,六到第八節,一起來,耶和華對蓋尹說:你為什麼發怒呢?你為什麼變了臉色呢?
[00:35:37.000 --> 00:35:43.000]  你若行得好,豈不蒙怨哪?你若行得不好,罪就伏在面前。
[00:35:43.000 --> 00:35:46.000]  他逼戀慕你,你卻要制服他。
[00:35:46.000 --> 00:35:55.000]  蓋尹與他的兄弟亞伯說話,二人正在田間,蓋尹起來打他兄弟亞伯,把他殺了。
[00:35:55.000 --> 00:36:02.000]  這一段聖經,我們看見兩兄弟一個最不同的地方。
[00:36:02.000 --> 00:36:14.000]  第一,在這一段聖經,這是亞伯行得好,不光是因為他的獻祭,也是因為他行得好。
[00:36:14.000 --> 00:36:20.000]  他真真正正行出他信仰,要他行的。
[00:36:20.000 --> 00:36:31.000]  但是蓋尹信的是一套,行的是另外一套,根本沒有信在他所做一切的儀式當中。
[00:36:31.000 --> 00:36:43.000]  第二,當耶和華看中了亞伯,和亞伯共悟了以後,蓋尹反而發怒,變了臉色,大大的發怒。
[00:36:43.000 --> 00:36:58.000]  整個人紅紅的臉,跟著下來怒氣中燒,連頭髮都可能豎起來了,有可能啊,當時的情形。
[00:36:58.000 --> 00:37:05.000]  跟著下來就好像要拍桌拍什麼東西,醫療,保護,還什麼什麼樣。
[00:37:05.000 --> 00:37:17.000]  這個正正就是他這個明智的意思,什麼都要得,稱讚都要得,別人的稱賞都要得,全部都要得,得不到的時間,用暴力,這是蓋尹。
[00:37:17.000 --> 00:37:25.000]  所以我們看到這個極度自我為中心的人,在當時聽見耶和華這個話的時候,變了臉色。
[00:37:25.000 --> 00:37:34.000]  神也警告他,警告了他,你行得好,豈不蒙怨啊,你若行得不好,罪就伏在你的面前。
[00:37:34.000 --> 00:37:48.000]  你逼戀慕他,他逼戀慕你,你卻要制伏他,他又告訴他,警告他,你要怎麼樣對付這個罪,是你要立定心智來制伏這個罪。
[00:37:48.000 --> 00:37:59.000]  別人幫不到你的,這是你自己個人,你要控制你自己個人的情緒,控制你自己的行為,很可惜。
[00:37:59.000 --> 00:38:10.000]  蓋尹有沒有聽,連神的話都不聽,然後跟著下來第八節,蓋尹與他的兄弟雅伯說話。
[00:38:10.000 --> 00:38:27.000]  說話這個字在希伯來文應該是阿媽,媽媽團應該很容易讀這個字,阿媽,一起來,阿媽,阿媽,阿媽,這是說話的意思。
[00:38:27.000 --> 00:38:41.000]  但這個說話呢,根據桑文夏里,有些解經家,他們說有其中一個的意義,跟雅伯文,阿媽潤,阿媽潤,這個是雅伯文。
[00:38:41.000 --> 00:38:56.000]  阿媽潤這個字呢,其實就是相約,這是單向的,不是溝通,乃是單向的訓話,單向的叫他來。
[00:38:56.000 --> 00:39:15.000]  弟弟,明天,幾點幾點,到田,我要見你,可能是這樣子,雅伯呢,就照樣去了,換句話說,他完全是被動的。
[00:39:15.000 --> 00:39:36.000]  這個字,給我們看清,他殺害他的弟弟,是有預謀的,是要找一個沒有人的地方,父母都不在場的地方,人不知鬼不覺的一個地方,把他的弟弟殺害。
[00:39:36.000 --> 00:39:55.000]  跟他下來,二人正在田間,該引起來打他兄弟,你要記得,這個打,不是兩個人就打架,是單方面的,是該引打,而不是兩兄弟就打起來,沒有這回事。
[00:39:55.000 --> 00:40:21.000]  跟他下來,把他殺了,殺這個字,在希伯來文,是用暴力來謀殺的意思,換句話說,這個弟弟是被暴力謀殺死掉的。
[00:40:21.000 --> 00:40:38.000]  而且,他的哥哥殺他的時間,是早有預謀的,換句話說,在今天的法律而言,這是一級的謀殺案,一級的謀殺。
[00:40:38.000 --> 00:41:03.000]  弟兄姐妹們,我們看見一個周圍哥哥的該引,當極度的自我中心的時間,原來最終害的,第一,害了自己的家人,第二,他也是害了自己,第三,他甚至害了整個的家,等一下我們就可以看得見。
[00:41:03.000 --> 00:41:23.000]  第三方面,我們看見兩兄弟帶出來,有一個非常大的不一樣,也就是希伯來書為什麼說,神看中亞伯和他的公物,看不中該引和他的公物,最主要的原因,五到十四節。
[00:41:23.000 --> 00:41:40.000]  特別我們看見這段聖經,我們看見這段聖經當中,神看中亞伯與其他的公物,看不中該引和他的公物,我們看看該引在殺死他的弟弟以後,神怎麼樣對他說。
