
[00:00:00.000 --> 00:00:02.440]  我們一起有個安靜的祈禱的時候
[00:03:46.280 --> 00:03:49.960]  不是因爲馬可是一個非凡的作者
[00:03:49.960 --> 00:03:54.560]  而是因爲主耶穌基督是一個非凡的救主
[00:03:54.560 --> 00:03:57.440]  今天講到的經文是《馬可福音》第十一章
[00:03:57.440 --> 00:03:58.800]  第十五至十九節
[00:03:58.800 --> 00:04:01.400]  接着二十七至三十三節
[00:04:01.400 --> 00:04:06.600]  講到的題目是《愛子的權柄》
[00:04:06.600 --> 00:04:08.920]  當中有些大英姐妹和我們看了《馬可福音》
[00:04:08.920 --> 00:04:10.400]  有超過兩年的時間
[00:04:10.400 --> 00:04:12.120]  如果有人問你
[00:04:12.120 --> 00:04:13.400]  你看了這麼久《馬可福音》
[00:04:13.400 --> 00:04:15.400]  《馬可福音》是一本怎樣的書
[00:04:15.400 --> 00:04:18.440]  你會怎樣回答呢?
[00:04:18.440 --> 00:04:21.800]  有一位德國的聖經學者叫做Martin Keiler
[00:04:21.800 --> 00:04:22.840]  他有一句名言
[00:04:22.840 --> 00:04:23.400]  他這樣說
[00:04:23.400 --> 00:04:26.640]  他說《馬可福音》基本上就是
[00:04:26.640 --> 00:04:29.960]  耶穌基督受難的故事的前面
[00:04:29.960 --> 00:04:36.680]  再加上一個被拉長被延伸了很長很長的引言
[00:04:36.680 --> 00:04:40.600]  The Passion Narrative with an Extended Introduction
[00:04:40.600 --> 00:04:42.920]  很長很長很長的引言
[00:04:42.920 --> 00:04:45.000]  但是最後只有一個重點
[00:04:45.000 --> 00:04:47.880]  重點就是The Passion Narrative
[00:04:47.880 --> 00:04:51.080]  耶穌的受難故事
[00:04:51.080 --> 00:04:52.520]  福音是在講什麼呢?
[00:04:52.520 --> 00:04:56.240]  是在講耶穌的受難
[00:04:56.240 --> 00:04:59.080]  這個解讀《馬可福音》的方法
[00:04:59.080 --> 00:05:00.840]  是非常精準
[00:05:00.840 --> 00:05:03.040]  Martin Keiler看得很準
[00:05:03.040 --> 00:05:06.080]  在這裏馬可用了十章的聖經
[00:05:06.080 --> 00:05:07.880]  一至第十章
[00:05:07.880 --> 00:05:11.360]  描述了耶穌頭三年的事工
[00:05:11.360 --> 00:05:12.800]  減去最後一個禮拜
[00:05:12.800 --> 00:05:14.840]  三年減一個禮拜
[00:05:14.840 --> 00:05:17.520]  去到第十一章
[00:05:17.520 --> 00:05:19.720]  也是我們現在所在地
[00:05:19.720 --> 00:05:22.880]  我們先有機會進入耶穌最後的一週
[00:05:22.880 --> 00:05:25.680]  你可以想想那個是高潮的所在
[00:05:25.680 --> 00:05:27.800]  然後最後的一週由第十一章
[00:05:27.800 --> 00:05:29.880]  一直去到第十六章
[00:05:29.880 --> 00:05:33.560]  全部都是講一個禮拜的東西
[00:05:33.560 --> 00:05:36.600]  今天我們正正也都在大齋期
[00:05:36.600 --> 00:05:38.080]  在迂腐期的裏面
[00:05:38.080 --> 00:05:40.200]  我們去思考
[00:05:40.200 --> 00:05:42.080]  《馬可福音》第十一章開始
[00:05:42.080 --> 00:05:43.960]  第十一至第十二章
[00:05:43.960 --> 00:05:48.200]  其實是非常貼切的一件事情
[00:05:48.200 --> 00:05:50.160]  《馬可福音》第十一章至第十二章
[00:05:50.160 --> 00:05:52.560]  講的是聖殿的爭霸
[00:05:52.560 --> 00:05:54.640]  有七個回合聖殿的爭霸
[00:05:54.640 --> 00:05:56.920]  今天要講的是第一個回合
[00:05:56.920 --> 00:05:59.920]  那個題目叫做
[00:05:59.920 --> 00:06:02.600]  「愛子的權柄」
[00:06:02.600 --> 00:06:03.800]  「愛子的權柄」
[00:06:03.800 --> 00:06:05.640]  下個星期回來我們會看
[00:06:05.640 --> 00:06:07.120]  「邪惡的緣故」
[00:06:07.120 --> 00:06:09.880]  接着是「凱撒的銀幣」
[00:06:09.880 --> 00:06:11.640]  接着是「復活的上帝」
[00:06:11.640 --> 00:06:13.200]  「最大的解命」
[00:06:13.200 --> 00:06:14.960]  「大魏的後裔」
[00:06:14.960 --> 00:06:18.600]  最後「寡婦的小妾」
[00:06:18.600 --> 00:06:20.560]  我想大家要留意一件事
[00:06:20.560 --> 00:06:23.120]  這七個回合這個爭霸的惡鬥
[00:06:23.120 --> 00:06:23.920]  都有一個背景
[00:06:23.920 --> 00:06:26.120]  有一個共同的背景
[00:06:26.120 --> 00:06:30.200]  這個共同的背景就是猶太人的自保
[00:06:30.200 --> 00:06:31.440]  猶太人的自保是什麼
[00:06:31.440 --> 00:06:36.680]  就是在聖城耶路撒冷山上那座聖殿
[00:06:36.680 --> 00:06:39.000]  如果你今天跟我去拍一個
[00:06:39.000 --> 00:06:40.280]  做一個舞臺劇
[00:06:40.280 --> 00:06:41.600]  舞臺劇有七集
[00:06:41.600 --> 00:06:45.200]  每個星期回來一個小時去看這個舞臺劇的時候
[00:06:45.200 --> 00:06:50.040]  這個舞臺劇兩個月裏面都是同一個背景
[00:06:50.040 --> 00:06:51.320]  很容易做的
[00:06:51.320 --> 00:06:52.880]  不用轉個佈景
[00:06:52.880 --> 00:06:55.320]  佈景就是聖殿
[00:06:55.320 --> 00:06:57.680]  很多時候我們忘記了這件事
[00:06:57.680 --> 00:06:58.960]  我們看故事的時候
[00:06:58.960 --> 00:07:00.480]  最大的解命就是最大的解命
[00:07:00.480 --> 00:07:03.000]  我們忘記了最大的解命背後有一個背景
[00:07:03.000 --> 00:07:05.640]  那個背景很重要
[00:07:05.640 --> 00:07:08.600]  如果那個背景是在漁村那裏
[00:07:08.600 --> 00:07:11.560]  你對那段聖經的明白
[00:07:11.560 --> 00:07:13.320]  那個解說是完全
[00:07:13.320 --> 00:07:15.080]  和聖殿是完全不一樣的
[00:07:15.080 --> 00:07:16.880]  你明白嗎
[00:07:16.880 --> 00:07:18.600]  所以我們一定要記得那個背景
[00:07:18.600 --> 00:07:24.320]  那個背景是聖殿
[00:07:24.320 --> 00:07:28.200]  我們之所以有這個聖殿的爭霸
[00:07:28.200 --> 00:07:29.720]  如果你早幾個月在這裏的時候
[00:07:29.720 --> 00:07:32.320]  當我們還在看《馬爾福音》的時候
[00:07:32.320 --> 00:07:35.880]  你記得是因爲耶穌曾經主動的出擊
[00:07:35.880 --> 00:07:38.720]  上滿
[00:07:38.720 --> 00:07:40.440]  去踢館
[00:07:40.440 --> 00:07:43.360]  《馬爾福音》第十一章第十五節
[00:07:43.360 --> 00:07:49.120]  耶穌來到猶太領袖的地方去踢館
[00:07:49.120 --> 00:07:51.120]  第十一章第十五節這麼說
[00:07:51.120 --> 00:07:55.640]  耶穌一進聖殿就趕出在聖殿裏做買賣的人
[00:07:55.640 --> 00:08:01.720]  推倒兌換銀錢的人的桌子和賣甲子的人的凳子
[00:08:01.720 --> 00:08:03.160]  第十六節
[00:08:03.160 --> 00:08:08.840]  也不許人拿着器具從聖殿裏經過
[00:08:08.840 --> 00:08:10.320]  那究竟耶穌在做什麼呢
[00:08:10.320 --> 00:08:12.320]  在搞什麼呢
[00:08:12.320 --> 00:08:13.920]  很多人看到這幾節聖經
[00:08:13.920 --> 00:08:18.040]  以爲耶穌就是對聖殿當中的商業買賣
[00:08:18.040 --> 00:08:20.480]  金錢交易很憤怒
[00:08:20.480 --> 00:08:26.000]  怎麼可以將教會變成一些商業活動的地方呢
[00:08:26.000 --> 00:08:26.560]  沒錯
[00:08:26.560 --> 00:08:31.040]  當時聖殿的運作真的有很多的腐敗
[00:08:31.040 --> 00:08:32.000]  很多的貪婪
[00:08:32.000 --> 00:08:33.600]  不過
[00:08:33.600 --> 00:08:36.760]  如果你記得我們早幾個月有講過
[00:08:36.760 --> 00:08:39.920]  所謂的商業買賣其實是上帝所容許的
[00:08:39.920 --> 00:08:42.600]  甚至是上帝所安排的
[00:08:42.600 --> 00:08:47.400]  沒時間跟你去《生命紀》第十四章
[00:08:47.400 --> 00:08:49.120]  如果你去《生命紀》第十四章
[00:08:49.120 --> 00:08:52.040]  你會發現這些所謂的買賣
[00:08:52.040 --> 00:08:54.960]  完全是上帝所安排的
[00:08:54.960 --> 00:08:56.920]  因爲不是每個人住在耶路撒冷
[00:08:56.920 --> 00:08:57.920]  有些人很遠的
[00:08:57.920 --> 00:09:02.080]  沒理由拉着羊幾百裏走來耶路撒冷
[00:09:02.080 --> 00:09:04.520]  於是在耶路撒冷的聖殿裏
[00:09:04.520 --> 00:09:08.640]  是容許買賣是上帝爲那些人所安排的
[00:09:08.640 --> 00:09:15.120]  所以耶穌不是爲了這些商業的活動而憤怒
[00:09:15.120 --> 00:09:17.360]  那耶穌究竟在做什麼呢
[00:09:17.360 --> 00:09:20.600]  耶穌其實在做一個行動的預言
[00:09:20.600 --> 00:09:21.600]  耶穌是一個先知
[00:09:21.600 --> 00:09:23.040]  祂在做一個預言
[00:09:23.040 --> 00:09:24.560]  祂用祂的身體
[00:09:24.560 --> 00:09:27.440]  用祂的行動去做這個預言
[00:09:27.440 --> 00:09:28.720]  第十六節這麼說
[00:09:28.720 --> 00:09:33.440]  「他不許人拿着器具從聖殿裏經過」
[00:09:33.440 --> 00:09:36.080]  祂捉起一個路障
[00:09:36.080 --> 00:09:39.040]  祂不讓人拿着器具
[00:09:39.040 --> 00:09:39.960]  那些器具是什麼
[00:09:39.960 --> 00:09:41.520]  那些器具包括一些祭物
[00:09:41.520 --> 00:09:45.120]  包括一些憲制用的器皿工具
[00:09:45.120 --> 00:09:51.040]  簡單來說,祂是要停止這個聖殿的運作
[00:09:51.040 --> 00:09:53.880]  聖殿最重要的是用來做什麼
[00:09:53.880 --> 00:09:54.960]  很多人不明白的
[00:09:54.960 --> 00:09:56.920]  聖殿是用來敬拜的
[00:09:56.920 --> 00:09:57.440]  不是的
[00:09:57.440 --> 00:09:59.200]  聖殿是用來殺生
[00:09:59.200 --> 00:10:01.080]  聖殿是用來獻祭
[00:10:01.080 --> 00:10:04.240]  於是耶穌專門是擋住這些祭物
[00:10:04.240 --> 00:10:05.440]  這些器具進去
[00:10:05.440 --> 00:10:07.120]  爲什麼呢
[00:10:07.120 --> 00:10:08.160]  因爲耶穌告訴你
[00:10:08.160 --> 00:10:12.600]  這個聖殿現在停止運作了
[00:10:12.600 --> 00:10:14.080]  停止運作了
[00:10:14.080 --> 00:10:15.680]  但是不是馬上停止運作
[00:10:15.680 --> 00:10:17.240]  不是的
[00:10:17.240 --> 00:10:19.960]  很多人以爲耶穌很厲害
[00:10:19.960 --> 00:10:21.000]  一個人馬上
[00:10:21.000 --> 00:10:22.520]  我起碼停了一天
[00:10:22.520 --> 00:10:24.120]  你想啊
[00:10:24.120 --> 00:10:29.720]  聖殿是大到像奧林匹克的體育場那麼大
[00:10:29.720 --> 00:10:30.640]  一個這麼大的聖殿
[00:10:30.640 --> 00:10:32.040]  耶穌只有十三個人
[00:10:32.040 --> 00:10:33.920]  祂再加十二門徒
[00:10:33.920 --> 00:10:41.040]  怎麼可能擋得住停了這麼大的地方的運作呢
[00:10:41.040 --> 00:10:44.280]  我們相信耶穌其實不是停了聖殿的地方
[00:10:44.280 --> 00:10:48.400]  祂只是在做一個快閃的路障
[00:10:48.400 --> 00:10:49.680]  在這裏搞搞事
[00:10:49.680 --> 00:10:51.080]  十五分鐘左右就走了
[00:10:51.080 --> 00:10:51.440]  爲什麼呢
[00:10:51.440 --> 00:10:53.400]  因爲聖殿裏面還有羅馬的軍人
[00:10:53.400 --> 00:10:55.320]  聖殿裏面還有警察
[00:10:55.320 --> 00:10:56.080]  聖殿的警察
[00:10:56.080 --> 00:10:59.160]  所以祂搞一搞就走了
[00:10:59.160 --> 00:11:00.520]  做一場秀
[00:11:00.520 --> 00:11:01.680]  做一場秀告訴你
[00:11:01.680 --> 00:11:03.520]  我現在在做一個身體的預言
[00:11:03.520 --> 00:11:06.400]  我的預言不會今天發生
[00:11:06.400 --> 00:11:07.800]  因爲耶穌來了十五分鐘之後
[00:11:07.800 --> 00:11:10.040]  祂們繼續去獻祭
[00:11:10.040 --> 00:11:14.520]  但是那個預言最後在公元七十年裏面
[00:11:14.520 --> 00:11:17.000]  羅馬人進入耶路撒冷
[00:11:17.000 --> 00:11:18.320]  摧毀耶路撒冷
[00:11:18.320 --> 00:11:20.360]  摧毀了聖殿四殿的地位
[00:11:20.360 --> 00:11:26.440]  所以耶穌在做一個四十年之後的預言
[00:11:26.440 --> 00:11:27.040]  之前我講過的
[00:11:27.040 --> 00:11:30.880]  偏道叫做先知耶穌在聖殿
[00:11:30.880 --> 00:11:33.280]  先知耶穌在聖殿
[00:11:33.280 --> 00:11:35.200]  在偏道的大綱裏面
[00:11:35.200 --> 00:11:39.240]  你很清楚看到耶穌的行動預言
[00:11:39.240 --> 00:11:41.440]  原來這個《馬府音》第十一章
[00:11:41.440 --> 00:11:43.760]  十二節一直去到二十一節
[00:11:43.760 --> 00:11:46.040]  可以分爲三段
[00:11:46.040 --> 00:11:47.320]  而三段合起來
[00:11:47.320 --> 00:11:50.680]  三文字是一個漢堡包
[00:11:50.680 --> 00:11:55.440]  外面的外層裏面講的那棵果樹
[00:11:55.440 --> 00:11:56.520]  我們沒有機會回去看
[00:11:56.520 --> 00:11:58.480]  但是你記得那棵果樹的故事
[00:11:58.480 --> 00:12:00.080]  耶穌很餓
[00:12:00.080 --> 00:12:00.920]  然後看到
[00:12:00.920 --> 00:12:03.280]  哇!離遠這棵果樹有很多樹葉
[00:12:03.280 --> 00:12:04.720]  一定很茂盛
[00:12:04.720 --> 00:12:06.560]  於是去到那裏
[00:12:06.560 --> 00:12:08.240]  原來是沒有果實的
[00:12:08.240 --> 00:12:10.080]  其實那個季節根本就不是那裏
[00:12:10.080 --> 00:12:11.680]  那時候是沒有結果的
[00:12:11.680 --> 00:12:14.720]  但是耶穌發怒去詛咒那棵果樹
[00:12:14.720 --> 00:12:18.520]  結果那棵果樹第二天就枯乾了
[00:12:18.520 --> 00:12:24.160]  在這個三點的結構裏面
[00:12:24.160 --> 00:12:26.240]  上面、外面是在講那棵果樹
[00:12:26.240 --> 00:12:28.680]  中間是在講聖殿
[00:12:28.680 --> 00:12:30.200]  將這兩樣東西平衡
[00:12:30.200 --> 00:12:34.200]  果樹和聖殿有什麼共通的地方
[00:12:34.200 --> 00:12:35.720]  共通的地方就是
[00:12:35.720 --> 00:12:40.040]  兩個都是有枝葉沒有果實
[00:12:40.040 --> 00:12:41.480]  耶穌正在做一個比喻
[00:12:41.480 --> 00:12:43.120]  耶穌正在做一個天國的比喻
[00:12:43.120 --> 00:12:45.760]  耶穌正在做一個行動的預言
[00:12:45.760 --> 00:12:49.960]  耶穌說因爲這個聖殿的中心是聖殿
[00:12:49.960 --> 00:12:51.480]  好像那棵果樹一樣
[00:12:51.480 --> 00:12:52.840]  好像很茂盛
[00:12:52.840 --> 00:12:55.400]  很多人去那裏崇拜
[00:12:55.400 --> 00:12:57.000]  很多動物被獻上
[00:12:57.000 --> 00:12:57.720]  現役
[00:12:57.720 --> 00:12:58.920]  那些人
[00:12:58.920 --> 00:13:03.080]  敬拜者完全是隻有外表
[00:13:03.080 --> 00:13:04.520]  於是上帝很憤怒
[00:13:04.520 --> 00:13:08.800]  上帝的詛咒臨到這個聖殿
[00:13:08.800 --> 00:13:09.480]  不是馬上
[00:13:09.480 --> 00:13:11.720]  是四十年之後
[00:13:11.720 --> 00:13:15.000]  正如上帝的詛咒一天之後
[00:13:15.000 --> 00:13:18.440]  那棵果樹枯萎
[00:13:18.440 --> 00:13:21.320]  我想你留心看看耶穌的指控
[00:13:21.320 --> 00:13:24.440]  第十一章第十七字
[00:13:24.440 --> 00:13:25.240]  我想跟你講
[00:13:25.240 --> 00:13:27.880]  看馬克音第十一章第十七字
[00:13:27.880 --> 00:13:31.400]  這個是耶穌整個控告的中心
[00:13:31.400 --> 00:13:32.320]  耶穌說
[00:13:32.320 --> 00:13:37.800]  經上不是記着我的殿要稱爲萬國土告的殿
[00:13:37.800 --> 00:13:41.800]  你們都使他成爲賊窩
[00:13:41.800 --> 00:13:42.720]  上帝的憤怒
[00:13:42.720 --> 00:13:44.600]  上帝的詛咒要臨到這個聖殿
[00:13:44.600 --> 00:13:46.520]  是因爲什麼呢
[00:13:46.520 --> 00:13:49.440]  不是因爲商業交易
[00:13:49.440 --> 00:13:51.200]  腐敗貪婪這麼簡單
[00:13:51.200 --> 00:13:53.160]  那些是病徵
[00:13:53.160 --> 00:13:54.680]  Symptoms
[00:13:54.680 --> 00:13:56.720]  那些不是那個root of the problem
[00:13:56.720 --> 00:13:58.000]  不是那個病源
[00:13:58.000 --> 00:13:59.120]  不是最根本
[00:13:59.120 --> 00:14:00.960]  最根本的原因是因爲
[00:14:00.960 --> 00:14:04.920]  他將聖殿變成了賊窩
[00:14:04.920 --> 00:14:06.240]  最根本的理由是
[00:14:06.240 --> 00:14:08.720]  因爲聖殿應該成爲萬國土告的殿
[00:14:08.720 --> 00:14:10.800]  但聖殿有沒有成爲
[00:14:10.800 --> 00:14:13.680]  沒有成爲
[00:14:13.680 --> 00:14:15.280]  那我們怎麼去明白這件事呢
[00:14:15.280 --> 00:14:17.680]  是不是因爲聖殿只是在講希伯來文
[00:14:17.680 --> 00:14:18.240]  希列文
[00:14:18.240 --> 00:14:19.120]  沒有講英文
[00:14:19.120 --> 00:14:19.600]  中文
[00:14:19.600 --> 00:14:21.320]  所以沒有變成萬國土告
[00:14:21.320 --> 00:14:23.040]  不是的
[00:14:23.040 --> 00:14:28.360]  原來賊窩和萬國土告的殿
[00:14:28.360 --> 00:14:31.200]  都是在引用舊約先知的說話
[00:14:31.200 --> 00:14:33.840]  賊窩在講的是
[00:14:33.840 --> 00:14:34.520]  耶利米蘇
[00:14:34.520 --> 00:14:36.040]  耶利米蘇第七章
[00:14:36.040 --> 00:14:38.760]  而萬國土告的殿是出於
[00:14:38.760 --> 00:14:41.120]  以賽亞書第五十六章
[00:14:41.120 --> 00:14:42.840]  如果你有機會回去看
[00:14:42.840 --> 00:14:43.840]  耶利米蘇第七章
[00:14:43.840 --> 00:14:45.160]  我們現在沒有時間再回去看
[00:14:45.160 --> 00:14:46.400]  你會發現
[00:14:46.400 --> 00:14:47.760]  那時候
[00:14:47.760 --> 00:14:49.520]  燈火旺盛
[00:14:49.520 --> 00:14:51.640]  很多人去耶路撒冷的聖殿
[00:14:51.640 --> 00:14:53.360]  那個舊聖殿那裏
[00:14:53.360 --> 00:14:54.120]  在那裏
[00:14:54.120 --> 00:14:55.160]  他們笑香
[00:14:55.160 --> 00:14:55.960]  笑拜神
[00:14:55.960 --> 00:14:57.000]  很開心
[00:14:57.000 --> 00:14:59.000]  然後自己彼此說平安
[00:14:59.000 --> 00:15:00.160]  平安
[00:15:00.160 --> 00:15:02.000]  我們今天在教會都是平安
[00:15:02.000 --> 00:15:03.400]  平安
[00:15:03.400 --> 00:15:04.640]  他們彼此說平安
[00:15:04.640 --> 00:15:05.040]  平安
[00:15:05.040 --> 00:15:06.120]  但是耶利米說
[00:15:06.120 --> 00:15:07.760]  沒有平安
[00:15:07.760 --> 00:15:08.920]  爲什麼
[00:15:08.920 --> 00:15:10.480]  因爲這幫人
[00:15:10.480 --> 00:15:11.440]  去敬拜的人
[00:15:11.440 --> 00:15:13.880]  全部都是做賊的
[00:15:13.880 --> 00:15:15.880]  如果你看耶利米蘇第七章
[00:15:15.880 --> 00:15:17.000]  他告訴他們
[00:15:17.000 --> 00:15:18.840]  他說這些人
[00:15:18.840 --> 00:15:19.880]  他們去偷渡
[00:15:19.880 --> 00:15:21.160]  他們去姦淫
[00:15:21.160 --> 00:15:23.160]  他們去起假誓
[00:15:23.160 --> 00:15:25.880]  他們去拜外邦人的巴力
[00:15:25.880 --> 00:15:26.960]  他們去拜巴力
[00:15:26.960 --> 00:15:31.480]  然後他們再回去上帝的聖殿那裏獻祭
[00:15:31.480 --> 00:15:34.080]  這些什麼叫做賊窩呢
[00:15:34.080 --> 00:15:36.440]  賊窩就是你平時做賊做了很多壞事
[00:15:36.440 --> 00:15:39.080]  而你自己知不知道你自己是做賊的
[00:15:39.080 --> 00:15:40.760]  是知道的
[00:15:40.760 --> 00:15:41.840]  但是賊窩
[00:15:41.840 --> 00:15:43.840]  做賊都有個賊窩
[00:15:43.840 --> 00:15:46.800]  回到賊窩就覺得很安全
[00:15:46.800 --> 00:15:48.360]  這個是賊窩的意思
[00:15:48.360 --> 00:15:49.440]  Adena Roberts
[00:15:49.440 --> 00:15:50.200]  什麼意思
[00:15:50.200 --> 00:15:51.760]  平時他們做賊
[00:15:51.760 --> 00:15:53.520]  他們做的壞事
[00:15:53.520 --> 00:15:53.960]  壞事
[00:15:53.960 --> 00:15:55.480]  他自己知道他的底細
[00:15:55.480 --> 00:15:56.800]  不過他說
[00:15:56.800 --> 00:15:59.720]  只要我們回到教會獻祭
[00:15:59.720 --> 00:16:01.280]  我們的罪
[00:16:01.280 --> 00:16:03.400]  一分勾銷
[00:16:03.400 --> 00:16:04.680]  這個上帝很好
[00:16:04.680 --> 00:16:05.440]  很簡單
[00:16:05.440 --> 00:16:09.400]  只要我回到教會那裏獻一個祭
[00:16:09.400 --> 00:16:10.920]  所有犯罪都是無契
[00:16:10.920 --> 00:16:15.040]  我的免死金牌是一個廉價的福音
[00:16:15.040 --> 00:16:16.160]  上帝警告他們
[00:16:16.160 --> 00:16:18.440]  你這羣人知不知道我是一個聖潔的上帝
[00:16:18.440 --> 00:16:20.200]  你回到教會
[00:16:20.200 --> 00:16:21.320]  好像在敬拜我
[00:16:21.320 --> 00:16:22.960]  你們有沒有真正敬拜我
[00:16:22.960 --> 00:16:28.360]  今天這個信息仍然和我們息息相關
[00:16:28.360 --> 00:16:29.880]  我們當然不會再獻祭
[00:16:29.880 --> 00:16:33.960]  我們不會被上帝這隻乳豬一直燒我
[00:16:33.960 --> 00:16:34.760]  但我們心裏要想
[00:16:34.760 --> 00:16:36.560]  只要我給他一點點的奉獻
[00:16:36.560 --> 00:16:37.520]  只要我一個星期來
[00:16:37.520 --> 00:16:38.920]  一兩個小時
[00:16:38.920 --> 00:16:40.880]  只要我隨便說一句
[00:16:40.880 --> 00:16:43.040]  罪人的祈禱
[00:16:43.040 --> 00:16:43.920]  原諒我
[00:16:43.920 --> 00:16:46.840]  其實你根本沒有想過要改變
[00:16:46.840 --> 00:16:48.280]  不過上帝你原諒我
[00:16:48.280 --> 00:16:49.040]  我知道
[00:16:49.040 --> 00:16:50.040]  我就是這樣
[00:16:50.040 --> 00:16:51.960]  我不能停止犯罪
[00:16:51.960 --> 00:16:55.400]  不過不要緊,每個星期我一定會回來
[00:16:55.400 --> 00:16:56.520]  放幾百塊錢下去
[00:16:56.520 --> 00:16:59.360]  然後我出去繼續犯罪
[00:16:59.360 --> 00:17:00.280]  你騙不了上帝
[00:17:00.280 --> 00:17:03.480]  上帝說你將聖殿成爲了賊窩
[00:17:03.480 --> 00:17:04.880]  這是第一個問題
[00:17:04.880 --> 00:17:06.440]  第二個問題
[00:17:06.440 --> 00:17:12.560]  這個聖殿原本應該成爲萬國祈禱的殿
[00:17:12.560 --> 00:17:13.960]  這裏說的是什麼呢
[00:17:13.960 --> 00:17:16.600]  如果你看看舊約裏面的聖殿
[00:17:16.600 --> 00:17:18.480]  聖殿應該是三房式的
[00:17:18.480 --> 00:17:19.120]  什麼意思
[00:17:19.120 --> 00:17:22.480]  聖殿裏面有一個地方叫致聖所
[00:17:22.480 --> 00:17:24.200]  上帝的所在
[00:17:24.200 --> 00:17:26.920]  然後另外一個地方是地上的人
[00:17:26.920 --> 00:17:28.120]  那些敬拜者的地方
[00:17:28.120 --> 00:17:30.520]  然後中間有另外一個房叫做聖所
[00:17:30.520 --> 00:17:32.560]  聖所是祭祀的地方
[00:17:32.560 --> 00:17:36.120]  這個祭祀就是要做人和神之間的忠告
[00:17:36.120 --> 00:17:37.040]  你明不明白
[00:17:37.040 --> 00:17:38.480]  是三房式的
[00:17:38.480 --> 00:17:41.920]  但是如果你留心看以色列人的聖殿
[00:17:41.920 --> 00:17:44.560]  變成了五房式的
[00:17:44.560 --> 00:17:46.040]  他將他僭建
