
[00:00:00.000 --> 00:00:02.000]  有弟兄姊妹問我
[00:04:33.000 --> 00:04:36.000]  口吐白泡
[00:04:36.000 --> 00:04:39.000]  賣地的主人把他扶起來
[00:04:39.000 --> 00:04:43.000]  發現他呼吸已經停止
[00:04:43.500 --> 00:04:46.000]  原來他已經淚死了
[00:04:46.000 --> 00:04:49.000]  旁觀的人很為他惋惜
[00:04:49.000 --> 00:04:54.000]  賣家就在地上掘了一個洞
[00:04:54.000 --> 00:04:58.000]  把賣家的身體放在裡面
[00:04:58.000 --> 00:05:01.000]  原來這個人所需要的土地
[00:05:01.000 --> 00:05:03.000]  從頭到腳
[00:05:03.000 --> 00:05:07.000]  只不過是六呎長和兩呎闊
[00:05:07.000 --> 00:05:09.000]  一小塊的地
[00:05:10.500 --> 00:05:14.000]  或者牧師我不掙錢
[00:05:14.000 --> 00:05:16.000]  我也不需要地
[00:05:16.000 --> 00:05:20.000]  我追求的是權力
[00:05:20.000 --> 00:05:24.000]  我喜歡讀《三國演義》
[00:05:24.000 --> 00:05:27.000]  是一本很精彩的小說
[00:05:27.000 --> 00:05:30.000]  或者歷史故事
[00:05:30.000 --> 00:05:33.000]  他描寫1800年之前
[00:05:33.000 --> 00:05:36.000]  中國的英雄豪傑
[00:05:36.000 --> 00:05:39.000]  為了權力和理想
[00:05:39.500 --> 00:05:42.000]  逐鹿中原
[00:05:42.000 --> 00:05:45.000]  最令我感嘆的是
[00:05:45.000 --> 00:05:48.000]  這本書開頭有一首詞
[00:05:48.000 --> 00:05:52.000]  "滾滾長江東細水
[00:05:52.000 --> 00:05:56.000]  浪花途盡英雄
[00:05:56.000 --> 00:05:59.000]  是非成敗轉頭空
[00:05:59.000 --> 00:06:05.000]  青山依舊在幾度夕陽紅"
[00:06:05.000 --> 00:06:08.000]  人生很短暫
[00:06:08.500 --> 00:06:10.000]  很多人拼搏了幾十年
[00:06:10.000 --> 00:06:13.000]  買了樓,賺夠錢,退休
[00:06:13.000 --> 00:06:16.000]  但不知道下一步應該怎樣走
[00:06:16.000 --> 00:06:19.000]  不知道他人生的目標是什麼
[00:06:19.000 --> 00:06:22.000]  更加不知道今生過後
[00:06:22.000 --> 00:06:25.000]  自己的歸宿在哪裡
[00:06:25.000 --> 00:06:32.000]  保羅的人生目標是什麼呢?
[00:06:32.000 --> 00:06:37.000]  《菲勒比書》第三章講得很清楚
[00:06:37.500 --> 00:06:39.000]  一句話講完
[00:06:39.000 --> 00:06:43.000]  就是"認識基督"這四個字
[00:06:43.000 --> 00:06:46.000]  我們來看看《菲勒比書》第三章第八節
[00:06:46.000 --> 00:06:50.000]  保羅說:"我又將萬事當作有損的
[00:06:50.000 --> 00:06:55.000]  因我以認識我主基督耶穌為至寶
[00:06:55.000 --> 00:06:58.000]  我為他已經凋棄萬事
[00:06:58.000 --> 00:07:03.000]  項作奮土為要得著基督"
[00:07:03.000 --> 00:07:06.000]  什麼叫"認識基督"?
[00:07:06.500 --> 00:07:09.000]  或者"得著基督"?
[00:07:09.000 --> 00:07:12.000]  保羅寧可凋棄萬事
[00:07:12.000 --> 00:07:14.000]  也要得著基督
[00:07:14.000 --> 00:07:16.000]  為什麼基督這麼寶貴?
[00:07:16.000 --> 00:07:20.000]  在《馬太福音》十三章
[00:07:20.000 --> 00:07:23.000]  耶穌做了一個比喻
[00:07:23.000 --> 00:07:27.000]  他說:天國好像一個商人
[00:07:27.000 --> 00:07:30.000]  搜羅寶貴的珍珠
[00:07:30.000 --> 00:07:33.000]  他發現一粒極為貴重的珍珠
[00:07:33.500 --> 00:07:37.000]  便變賣他所有的一切
[00:07:37.000 --> 00:07:40.000]  來買那一粒珍珠
[00:07:40.000 --> 00:07:43.000]  請留意這裡所說的商人
[00:07:43.000 --> 00:07:47.000]  原文並不是指一個零售商
[00:07:47.000 --> 00:07:50.000]  而是指一個大商家,一個企業家
[00:07:50.000 --> 00:07:52.000]  他願意變賣他的企業
[00:07:52.000 --> 00:07:57.000]  他所有的,因為他了解珍珠的寶貴
[00:07:57.000 --> 00:08:02.000]  這個珍珠就是耶穌基督
[00:08:02.500 --> 00:08:06.000]  你是不是像這個大商家一樣
[00:08:06.000 --> 00:08:08.000]  這麼識貨
[00:08:08.000 --> 00:08:11.000]  你是不是了解基督的寶貴?
[00:08:11.000 --> 00:08:16.000]  有一節聖經將基督的寶貴濃縮起來
[00:08:16.000 --> 00:08:21.000]  這節聖經記載在《哥羅西書》第二章第九節
[00:08:21.500 --> 00:08:33.000]  「神,滿聖一切的豐盛,都有形有體地居住在基督裡面」
[00:08:33.000 --> 00:08:37.000]  換句話說,當你得著基督
[00:08:37.000 --> 00:08:41.000]  你便得著上帝所有的豐盛
[00:08:41.000 --> 00:08:44.000]  所有的豐盛
[00:08:44.000 --> 00:08:47.000]  你有沒有想到這句話的內涵?
[00:08:47.000 --> 00:08:50.000]  你會得著上帝所有的豐盛
[00:08:50.500 --> 00:08:55.000]  很多基督徒以為信耶穌最大的福氣
[00:08:55.000 --> 00:08:59.000]  就是得到一個天堂入境證
[00:08:59.000 --> 00:09:03.000]  信耶穌可以在天堂訂了一間豪宅
[00:09:03.000 --> 00:09:07.000]  但我告訴你,上帝賜給你的永生
[00:09:07.000 --> 00:09:10.000]  不單止是叫你不用下地獄
[00:09:10.000 --> 00:09:14.000]  上帝的救恩比這個大得多
[00:09:14.000 --> 00:09:17.000]  祂要我們經歷基督,而透過經歷基督
[00:09:17.500 --> 00:09:21.000]  祂要我們享受上帝自己所有的豐盛
[00:09:21.000 --> 00:09:28.000]  我們訂定了目標,就是得著基督
[00:09:28.000 --> 00:09:32.000]  現在我們思考如何實踐這個目標
[00:09:32.000 --> 00:09:39.000]  我們回到《肥納比書》第三章十三十四節
[00:09:39.000 --> 00:09:45.000]  「我只有一件事,就是忘記背後努力,面前的向著鏢光直跑
[00:09:45.500 --> 00:09:51.000]  要得神在耶穌基督裡,從上面照我來得的獎賞」
[00:09:51.000 --> 00:09:55.000]  為了得到這個目標,保羅做了兩件事
[00:09:55.000 --> 00:09:59.000]  第一就是忘記背後,第二就是努力,面前
[00:09:59.000 --> 00:10:04.000]  弟兄姊妹,我們每個人的過去都有很多包袱
[00:10:04.000 --> 00:10:09.000]  這個包袱裏面可能有不堪回首的往事
[00:10:09.000 --> 00:10:14.000]  或者有一些令我們留戀的昔日的光輝
[00:10:14.500 --> 00:10:20.000]  忘記背後就是放下過去的失敗
[00:10:20.000 --> 00:10:28.000]  放下過去的輝煌歷史,也放下過去別人給你的傷害
[00:10:28.000 --> 00:10:34.000]  如果你能夠放下這些東西,你的心就會保持年青
[00:10:34.000 --> 00:10:38.000]  你就能夠向著鏢光直跑
[00:10:38.500 --> 00:10:45.000]  今天是十月十二日,剛剛是我的生日
[00:10:45.000 --> 00:10:50.000]  從今天開始我就踏入了六十二歲
[00:10:50.000 --> 00:10:55.000]  這部機器用了六十二年,大家都可以看出來
[00:10:55.000 --> 00:11:00.000]  但是我可以告訴你,我的心智是年青的
[00:11:00.000 --> 00:11:06.000]  我感覺到裏面的心不是六十二,而是二十六
[00:11:06.500 --> 00:11:10.000]  就好像太古城堂的年紀一樣
[00:11:10.000 --> 00:11:17.000]  弟兄姊妹,我們的心其實六十二或者二十六都沒有分別
[00:11:17.000 --> 00:11:22.000]  我們仍然可以在賽跑場上跑,而且能夠跑得快
[00:11:22.000 --> 00:11:27.000]  甚至可以打破自己過往的紀錄
[00:11:27.000 --> 00:11:33.000]  正如保羅所說,我們外面的人雖然漸漸的扭壞
[00:11:33.500 --> 00:11:38.000]  但是裏面的人卻是日日更生
[00:11:38.000 --> 00:11:45.000]  對我們教會整體來說,忘記背後努力的面前也是一個重要的提醒
[00:11:45.000 --> 00:11:49.000]  很多年前我在加拿大的時候認識一間教會
[00:11:49.000 --> 00:11:55.000]  這個教會只剩下六個人聚會,最年青的是六十七歲
[00:11:55.000 --> 00:12:02.000]  但是他們告訴我,在五十年前他們的兒童主義學有百多人
[00:12:02.500 --> 00:12:06.000]  弟兄姊妹,我們太古城堂的兒童主義學都有百多人
[00:12:06.000 --> 00:12:11.000]  你猜五十年後太古城堂會變成怎樣?
[00:12:11.000 --> 00:12:19.000]  如果你看教會增長學,或者那些書,你可能會看到這幅圖畫
[00:12:19.000 --> 00:12:24.000]  這幅圖畫是一個不理想的教會增長模式
[00:12:24.000 --> 00:12:30.000]  一間教會初初開始的時候,它可能增長得很快
[00:12:30.500 --> 00:12:40.000]  但是教會變成了貪圖安逸,失去了起初的意象和使命
[00:12:40.000 --> 00:12:48.000]  增長就慢慢停滯下來,甚至是走下坡,一直倒退
[00:12:48.000 --> 00:12:53.000]  弟兄姊妹,這個情況其實是很容易發生的
[00:12:53.000 --> 00:12:57.000]  也有很多教會發生了這樣的倒退
[00:12:57.500 --> 00:13:02.000]  但是太古城堂不需要跟著這個模式
[00:13:02.000 --> 00:13:09.000]  如果我們聽從保羅的勸勉,忘記背後努力面前
[00:13:09.000 --> 00:13:14.000]  我們的增長模式是可以這樣的
[00:13:14.000 --> 00:13:20.000]  可以從一個高峰上到另一個高峰
[00:13:20.000 --> 00:13:27.000]  那你喜歡太古城堂是跟哪個模式呢?
[00:13:27.500 --> 00:13:36.000]  香港的未來,或者會面對很多的變遷,甚至抗爭
[00:13:36.000 --> 00:13:43.000]  香港的市民,包括我們的下一代,可能會有焦慮困惑
[00:13:43.000 --> 00:13:50.000]  但倘若我們的教會有屬靈的能力,有屬靈的成長
[00:13:50.000 --> 00:13:54.000]  我們就能夠成為黑暗中的明燈
[00:13:54.500 --> 00:14:01.000]  為我們下一代,為我們的親友,為整個香港社會都帶來幸福
[00:14:01.000 --> 00:14:10.000]  弟兄姊妹,在今天26週年的唐慶崇拜裏面
[00:14:10.000 --> 00:14:18.000]  讓我們每一個人,和我們整體教會,一起在上帝面前立志
[00:14:18.500 --> 00:14:25.000]  忘記背後,努力面前,向著鏢光直跑
[00:14:25.000 --> 00:14:31.000]  這個鏢光就是認識耶穌,我們一起低頭祈禱
[00:14:31.000 --> 00:14:36.000]  親愛的主,我們多謝祢,我們回顧過去那26年
[00:14:36.000 --> 00:14:39.000]  我們看到祢的恩典,祢的憐憫
[00:14:39.000 --> 00:14:43.000]  我們從一個高峰,有時下到幽谷
[00:14:43.000 --> 00:14:48.000]  但祢又帶我們起身,上去一個更高的高峰
[00:14:48.500 --> 00:14:52.000]  我們感謝祢,我們為在座每一個弟兄姊妹
[00:14:52.000 --> 00:14:59.000]  我們為每一位傳道人,每一位執事,每一位侍奉祢的肢體,我們感恩
[00:14:59.000 --> 00:15:05.000]  我們看到我們身處一個環境,一個動盪不安的環境
[00:15:05.000 --> 00:15:09.000]  一個香港充滿矛盾,抗爭的環境
[00:15:09.000 --> 00:15:13.000]  但是我們在這些危險當中,我們看到機遇
[00:15:13.000 --> 00:15:18.000]  我們知道當洪水氾濫的時候,我們的神仍然坐著為王
[00:15:18.500 --> 00:15:22.000]  我們的主耶穌基督是率領我們去得勝
[00:15:22.000 --> 00:15:27.000]  在26週年,唐憲今一日,我們在祢面前一起的立志
[00:15:27.000 --> 00:15:32.000]  忘記背後,努力面前,向著彪光直跑
[00:15:32.000 --> 00:15:39.000]  求祢給我們智慧,給我們信心,叫我們依靠祢來得勝
[00:15:39.000 --> 00:15:45.000]  我們這樣祈禱,感恩,奉耶穌基督的名,阿們
