
[00:00:00.000 --> 00:00:04.660]  今天我們來看一位聖經的人物多瑪
[00:02:39.400 --> 00:02:44.000]  當這幫門徒聚集在一個房間裡面的時候
[00:02:44.000 --> 00:02:45.900]  他們非常害怕
[00:02:45.900 --> 00:02:47.900]  正因為他們把門窗都關了
[00:02:47.900 --> 00:02:48.600]  為什麼?
[00:02:48.600 --> 00:02:49.700]  因為怕猶太人
[00:02:49.700 --> 00:02:51.100]  很奇怪他們就是猶太人
[00:02:51.100 --> 00:02:56.300]  不過就是怕一些捉捕殺害耶穌的猶太人
[00:02:56.300 --> 00:02:59.900]  我們可以想像困在那個房間裡面的門徒
[00:02:59.900 --> 00:03:02.600]  他們當時的心情是怎麼樣的?
[00:03:02.600 --> 00:03:03.700]  很複雜
[00:03:03.700 --> 00:03:04.900]  很混亂
[00:03:04.900 --> 00:03:11.200]  裡面夾雜了恐懼、悲哀、無助、沒有希望、懷疑
[00:03:11.200 --> 00:03:14.100]  大概他們當時在房間裡面在討論
[00:03:14.100 --> 00:03:16.200]  這兩個婦人
[00:03:16.200 --> 00:03:18.600]  竟然說看到傅具主
[00:03:18.600 --> 00:03:22.200]  而當時也有兩個門徒走到那個墳墓裡面
[00:03:22.200 --> 00:03:25.800]  確實是看到空的墳墓
[00:03:25.800 --> 00:03:29.300]  而就在這個時間
[00:03:29.300 --> 00:03:31.000]  主耶穌聖經說
[00:03:31.000 --> 00:03:35.700]  耶穌來站在他們當中
[00:03:35.700 --> 00:03:37.400]  耶穌沒有敲門
[00:03:37.400 --> 00:03:38.400]  由於沒有敲門
[00:03:38.400 --> 00:03:39.900]  所以門徒沒有開門
[00:03:39.900 --> 00:03:41.700]  既然沒有開門的時候
[00:03:41.700 --> 00:03:45.600]  為什麼耶穌會突然間站在他們當中?
[00:03:45.600 --> 00:03:47.900]  耶穌怎麼進入那個房間?
[00:03:47.900 --> 00:03:49.400]  很明顯
[00:03:49.400 --> 00:03:51.600]  當時復活的主
[00:03:51.600 --> 00:03:55.900]  祂的身體不僅僅是一個物質的身體這麼簡單
[00:03:55.900 --> 00:03:58.500]  甚至告訴我們是一個榮耀的身體
[00:03:58.500 --> 00:04:04.800]  這個榮耀的身體是不被世界的物質所限制的
[00:04:04.800 --> 00:04:07.000]  而耶穌在他們當中的時候
[00:04:07.000 --> 00:04:08.700]  第一句話是什麼?
[00:04:08.700 --> 00:04:11.200]  願你們平安
[00:04:11.200 --> 00:04:14.900]  大家有沒有想過為什麼耶穌這樣出現?
[00:04:14.900 --> 00:04:16.800]  就這樣說第一句話
[00:04:16.800 --> 00:04:19.500]  願你們平安
[00:04:19.500 --> 00:04:22.300]  我從來都跟大家分享
[00:04:22.300 --> 00:04:24.300]  讀聖經特別是一些故事的時候
[00:04:24.300 --> 00:04:26.400]  上次代入去某一個角色
[00:04:26.400 --> 00:04:28.300]  來感受當時的氣氛
[00:04:28.300 --> 00:04:30.600]  當時的情緒
[00:04:30.600 --> 00:04:33.000]  我在想如果我是耶穌的時候
[00:04:33.000 --> 00:04:34.700]  啊!這幫門徒
[00:04:34.700 --> 00:04:37.400]  這幫人真是活該
[00:04:37.400 --> 00:04:39.300]  說了這麼多次我會復活
[00:04:39.300 --> 00:04:40.300]  說什麼都不明白
[00:04:40.300 --> 00:04:42.500]  簡直是怎樣都不明白這幫門徒
[00:04:42.500 --> 00:04:43.100]  如果給我
[00:04:43.100 --> 00:04:46.200]  我說在幼稚園給我出現的時候
[00:04:46.200 --> 00:04:47.800]  當然要嚇他們一跳
[00:04:47.800 --> 00:04:49.500]  我在想我會怎麼做呢?
[00:04:49.500 --> 00:04:52.700]  我會突然間關上門窗的房間裡面
[00:04:52.700 --> 00:04:54.600]  先起一陣風
[00:04:54.600 --> 00:04:57.400]  吹熄所有的燈
[00:04:57.400 --> 00:05:00.400]  啊!然後就敲門
[00:05:00.400 --> 00:05:02.800]  哇!那個時候敲門
[00:05:02.800 --> 00:05:03.700]  那些門徒當然說
[00:05:03.700 --> 00:05:05.000]  誰在外面?
[00:05:05.000 --> 00:05:08.900]  你不知道我是誰嗎?
[00:05:08.900 --> 00:05:10.200]  然後才開燈
[00:05:10.200 --> 00:05:11.700]  站在他們當中
[00:05:11.700 --> 00:05:13.600]  嚇他們一跳
[00:05:13.600 --> 00:05:15.600]  啊!也許
[00:05:15.600 --> 00:05:16.900]  嚇他們一跳之後
[00:05:16.900 --> 00:05:19.400]  他們才會懂得
[00:05:19.400 --> 00:05:22.000]  記住和明白我的說話
[00:05:22.000 --> 00:05:22.500]  當然了
[00:05:22.500 --> 00:05:23.900]  這是一個笑話
[00:05:23.900 --> 00:05:25.800]  主耶穌沒有我這麼頑皮
[00:05:25.800 --> 00:05:27.000]  聖經說得很簡單
[00:05:27.000 --> 00:05:29.200]  主耶穌就來站在他們當中
[00:05:29.200 --> 00:05:31.600]  然後說願你們平安
[00:05:31.600 --> 00:05:32.800]  為什麼願你們平安
[00:05:32.800 --> 00:05:36.000]  是主耶穌見到這幫門徒之後的第一句說話
[00:05:36.000 --> 00:05:37.700]  為什麼?
[00:05:37.700 --> 00:05:38.700]  剛才不是說過了
[00:05:38.700 --> 00:05:40.200]  當時的門徒
[00:05:40.200 --> 00:05:42.200]  情緒極度的複雜
[00:05:42.200 --> 00:05:44.100]  混亂
[00:05:44.100 --> 00:05:45.400]  在那個時候
[00:05:45.400 --> 00:05:47.000]  他們最需要的
[00:05:47.000 --> 00:05:48.700]  就是平安
[00:05:48.700 --> 00:05:49.900]  就是平安
[00:05:49.900 --> 00:05:51.700]  好了
[00:05:51.700 --> 00:05:56.000]  還沒等這些門徒問耶穌之前
[00:05:56.000 --> 00:05:57.800]  耶穌就主動的
[00:05:57.800 --> 00:06:01.600]  將他手上和肋膀的釘痕
[00:06:01.600 --> 00:06:03.000]  來給他們看
[00:06:03.000 --> 00:06:05.400]  哇!當這幫門徒見到的時候
[00:06:05.400 --> 00:06:06.900]  聖經告訴他們什麼?
[00:06:06.900 --> 00:06:09.100]  所有負面的情緒
[00:06:09.100 --> 00:06:14.200]  突然之間被這個喜樂所取代
[00:06:14.200 --> 00:06:15.300]  不過
[00:06:15.300 --> 00:06:18.100]  多瑪卻是並不在他們當中
[00:06:18.100 --> 00:06:19.000]  那天晚上
[00:06:19.000 --> 00:06:20.300]  聖經沒有告訴他們
[00:06:20.300 --> 00:06:21.800]  多瑪那時候去了哪裡
[00:06:21.800 --> 00:06:23.200]  為什麼
[00:06:23.200 --> 00:06:25.700]  為什麼不會和那幫門徒在一起
[00:06:25.700 --> 00:06:27.400]  我們不知道聖經也沒有說
[00:06:27.400 --> 00:06:28.900]  不過
[00:06:28.900 --> 00:06:33.500]  多瑪當日的
[00:06:33.500 --> 00:06:34.700]  缺席
[00:06:34.700 --> 00:06:39.400]  卻是錯過了和這個復活的主
[00:06:39.400 --> 00:06:41.500]  寶貴的相遇
[00:06:41.500 --> 00:06:44.800]  雖然門徒就跟著告訴多瑪
[00:06:44.800 --> 00:06:46.500]  究竟發生了什麼事
[00:06:46.500 --> 00:06:47.500]  不過聖經告訴他們
[00:06:47.500 --> 00:06:49.600]  這個多瑪卻是不相信的
[00:06:49.600 --> 00:06:50.900]  他們不相信
[00:06:50.900 --> 00:06:54.700]  其實就是當那天的早上
[00:06:54.700 --> 00:06:55.600]  是吧?記得嗎?
[00:06:55.600 --> 00:06:59.500]  兩個瑪利亞走回去告訴門徒
[00:06:59.500 --> 00:07:01.500]  我們已經遇到復活的主了
[00:07:01.500 --> 00:07:03.200]  那幫門徒卻是不相信
[00:07:03.200 --> 00:07:06.700]  不就是和多瑪聽到耶穌復活之後
[00:07:06.700 --> 00:07:10.200]  所表達的不信一模一樣嗎?
[00:07:10.200 --> 00:07:13.000]  多瑪甚至告訴他們
[00:07:13.000 --> 00:07:15.200]  如果我不親眼看到
[00:07:15.200 --> 00:07:20.100]  親手戳進去耶穌的釘痕的時候
[00:07:20.100 --> 00:07:22.500]  我總是不信
[00:07:22.500 --> 00:07:23.800]  很決絕
[00:07:23.800 --> 00:07:25.600]  很決絕的斷言
[00:07:25.600 --> 00:07:28.500]  也許就是由於這個決絕的斷言
[00:07:28.500 --> 00:07:33.100]  後人就冠以多瑪一個這樣的愛好
[00:07:33.100 --> 00:07:35.700]  多兒的多瑪
[00:07:35.700 --> 00:07:37.200]  大家想一想
[00:07:37.200 --> 00:07:42.300]  你覺得後人對多瑪的評價是否公平呢?
[00:07:42.300 --> 00:07:45.600]  懷疑是否一定是不對的呢?
[00:07:45.600 --> 00:07:48.600]  懷疑是否一定是錯的呢?
[00:07:48.600 --> 00:07:51.000]  對於基督徒的信仰來講
[00:07:51.000 --> 00:07:52.000]  有人說
[00:07:52.000 --> 00:07:55.800]  懷疑可以分為三種類型的懷疑
[00:07:55.800 --> 00:08:00.000]  而不是每一種類型的懷疑都是錯的
[00:08:00.000 --> 00:08:02.300]  我們來看看第一種的懷疑
[00:08:02.300 --> 00:08:05.200]  我說的是理性上的疑惑
[00:08:05.200 --> 00:08:06.400]  什麼意思呢?
[00:08:06.400 --> 00:08:08.000]  理性上的疑惑就是說
[00:08:08.000 --> 00:08:10.300]  當事情發生和我們的常識
[00:08:10.300 --> 00:08:13.800]  或者我們的理性是相違背的時候
[00:08:13.800 --> 00:08:15.400]  我當然會懷疑
[00:08:15.400 --> 00:08:18.000]  這是正常不過的
[00:08:18.000 --> 00:08:19.500]  有什麼例子呢?
[00:08:19.500 --> 00:08:21.700]  多瑪就是一個例子
[00:08:21.700 --> 00:08:25.600]  當其他人告訴你
[00:08:25.600 --> 00:08:30.200]  早上我親眼看到死去的耶穌基督
[00:08:30.200 --> 00:08:37.500]  卻是在早上兩三天之前
[00:08:37.500 --> 00:08:40.700]  看到主耶穌親自進入墳墓
[00:08:40.700 --> 00:08:45.200]  但是到了早上又說復活
[00:08:45.200 --> 00:08:48.800]  這個跟常理是完全的
[00:08:48.800 --> 00:08:54.000]  跟人的知識與經驗是完全的相違背
[00:08:54.000 --> 00:08:55.500]  多瑪當然不相信
[00:08:55.500 --> 00:08:56.100]  為什麼呢?
[00:08:56.100 --> 00:08:56.700]  很簡單
[00:08:56.700 --> 00:08:59.700]  死人是不會死而離開的
[00:08:59.700 --> 00:09:00.600]  這個懷疑
[00:09:00.600 --> 00:09:01.800]  不過大家想一想
[00:09:01.800 --> 00:09:04.600]  不僅發生在多瑪身上
[00:09:04.600 --> 00:09:06.200]  其實跟其他門徒一樣
[00:09:06.200 --> 00:09:08.000]  都有同樣的懷疑
[00:09:08.000 --> 00:09:09.100]  但是多瑪的懷疑
[00:09:09.100 --> 00:09:12.100]  跟其他門徒的懷疑有一個分別
[00:09:12.100 --> 00:09:14.900]  這個分別就是
[00:09:14.900 --> 00:09:18.100]  這班門徒看到復活的主之後
[00:09:18.100 --> 00:09:22.300]  在他們未問耶穌基督之前
[00:09:22.300 --> 00:09:26.700]  耶穌已經主動將他的傷痕給他們看
[00:09:26.700 --> 00:09:28.600]  不過多瑪卻沒有這個機會
[00:09:28.600 --> 00:09:31.500]  第二個種類的疑惑
[00:09:31.500 --> 00:09:34.500]  我叫做情感上的疑惑
[00:09:34.500 --> 00:09:37.700]  當一個人在一個極端的情緒的時候
[00:09:37.700 --> 00:09:41.100]  很容易會失去信心
[00:09:41.100 --> 00:09:42.400]  有些什麼例子?
[00:09:42.400 --> 00:09:44.800]  你記不記得史圖彼得?
[00:09:44.800 --> 00:09:48.600]  有一次他看到主耶穌行在水上
[00:09:48.600 --> 00:09:50.600]  我們很佩服彼得
[00:09:50.600 --> 00:09:54.200]  第一個反應就是主耶穌我也想行在水上
[00:09:54.200 --> 00:09:55.700]  就是因為他這樣的
[00:09:55.700 --> 00:09:56.700]  你說勇氣也好
[00:09:56.700 --> 00:09:58.300]  傻奸奸也好
[00:09:58.300 --> 00:10:01.100]  他是成為了耶穌基督以外
[00:10:01.100 --> 00:10:05.600]  唯一一個人可以行在水上
[00:10:05.600 --> 00:10:06.100]  你說不是啊
[00:10:06.100 --> 00:10:08.100]  今天我也看到很多人行在水上
[00:10:08.100 --> 00:10:09.200]  那些是魔術而已
[00:10:09.200 --> 00:10:11.300]  不要被人騙
[00:10:11.300 --> 00:10:12.600]  好了
[00:10:12.600 --> 00:10:16.200]  當他行在水上的時候
[00:10:16.200 --> 00:10:19.400]  當他看到很大的風浪
[00:10:19.400 --> 00:10:22.700]  當他皮膚感受到強風
[00:10:22.700 --> 00:10:24.600]  突然之間很害怕
[00:10:24.600 --> 00:10:27.900]  恐懼的情緒戰勝了他
[00:10:27.900 --> 00:10:29.700]  對耶穌的信心
[00:10:29.700 --> 00:10:31.200]  一有這樣的情況出現的時候
[00:10:31.200 --> 00:10:32.400]  他就開始懷疑
[00:10:32.400 --> 00:10:33.600]  有懷疑來的時候
[00:10:33.600 --> 00:10:36.400]  他就開始沉下海
[00:10:36.400 --> 00:10:38.400]  智慧
[00:10:38.400 --> 00:10:40.000]  理性上
[00:10:40.000 --> 00:10:43.200]  他知道耶穌基督是有權
[00:10:43.200 --> 00:10:45.300]  可以讓他行在地上的
[00:10:45.300 --> 00:10:47.100]  而經驗上
[00:10:47.100 --> 00:10:51.400]  旁邊的耶穌基督仍然是行在水面上的
[00:10:51.400 --> 00:10:55.100]  所以無論理性上還是經驗上
[00:10:55.100 --> 00:10:57.200]  都應該可以行在地上的
[00:10:57.200 --> 00:10:59.600]  不過事情的發展告訴我們
[00:10:59.600 --> 00:11:04.700]  當情緒上的疑惑發生的時候
[00:11:04.700 --> 00:11:06.700]  取代了理性的肯定
[00:11:06.700 --> 00:11:09.400]  也取代了經驗的印證
[00:11:09.400 --> 00:11:12.300]  這就叫做情感上的疑惑
[00:11:12.300 --> 00:11:14.300]  第三種疑惑
[00:11:14.300 --> 00:11:17.300]  我叫做自主性的疑惑
[00:11:17.300 --> 00:11:19.700]  自主性的疑惑
[00:11:19.700 --> 00:11:23.500]  就是自己去選擇拒絕
[00:11:23.500 --> 00:11:27.100]  自己去選擇忽視我們所知道的事實
[00:11:27.100 --> 00:11:31.800]  或者是由事實而產生的疑惑
[00:11:31.800 --> 00:11:34.900]  這種是一種刻意的決定
[00:11:34.900 --> 00:11:35.600]  決定什麼?
[00:11:35.600 --> 00:11:37.700]  決定去抗拒心裡面的信念
[00:11:37.700 --> 00:11:43.300]  決定去反對抗拒不接受對神的信心
[00:11:43.300 --> 00:11:45.300]  這種自主性的疑惑
[00:11:45.300 --> 00:11:48.200]  可以對我們的信心是一種很大的危機
[00:11:48.200 --> 00:11:48.700]  為什麼?
[00:11:48.700 --> 00:11:50.500]  因為它不是來自客觀的環境
[00:11:50.500 --> 00:11:52.200]  也不是來自我們的情緒
[00:11:52.200 --> 00:11:53.700]  如果是來自我們理性上
[00:11:53.700 --> 00:11:55.300]  或者是我們情感上的時候
[00:11:55.300 --> 00:11:59.000]  我們總可以將這些疑惑帶到神面前
[00:11:59.000 --> 00:12:02.200]  但是自主性的疑惑卻有點不同
[00:12:02.200 --> 00:12:06.600]  自主性的疑惑是來自我們內心的不信
[00:12:06.600 --> 00:12:09.400]  當我們在內心不信的時候
[00:12:09.400 --> 00:12:11.700]  我們自然不會將問題帶到神面前
[00:12:11.700 --> 00:12:17.900]  因為我們來自信我們內心的不信
[00:12:17.900 --> 00:12:21.700]  所以當我們有這個疑惑的時候
[00:12:21.700 --> 00:12:25.300]  你會發覺我們不是面對著這個疑惑
[00:12:25.300 --> 00:12:31.700]  真正的問題是這個疑惑背後的不信和不信服
[00:12:31.700 --> 00:12:33.300]  大家記不記得
[00:12:33.300 --> 00:12:41.200]  這幫以色列人在抗野地遊走了四十年
[00:12:41.200 --> 00:12:44.300]  在四十年裡面
[00:12:44.300 --> 00:12:50.000]  我們可以看到很多自主性的疑惑
[00:12:50.000 --> 00:12:52.000]  如果大家記得的話
[00:12:52.000 --> 00:12:57.800]  神要為了讓以色列人從埃及圍爐之地
[00:12:57.800 --> 00:13:01.000]  帶入英去之地的時候
[00:13:01.000 --> 00:13:06.200]  神是差派摩西行十個神蹟
[00:13:06.200 --> 00:13:12.100]  將十個的災難在埃及地發生
[00:13:12.100 --> 00:13:16.500]  來迫使法老讓這幫以色列人走
[00:13:16.500 --> 00:13:20.200]  當這幫以色列人走了之後
[00:13:20.200 --> 00:13:21.100]  神已經告訴我們
[00:13:21.100 --> 00:13:23.000]  法老突然之間改變主意
[00:13:23.000 --> 00:13:24.800]  不行我不想這幫人走
[00:13:24.800 --> 00:13:27.300]  就派追兵去追趕他們
[00:13:27.300 --> 00:13:29.300]  一幫以色列人
[00:13:29.300 --> 00:13:33.800]  被這幫當時的埃及大軍追的時候
[00:13:33.800 --> 00:13:35.700]  一路走到哪裡走到紅海
[00:13:35.700 --> 00:13:36.600]  慘了
[00:13:36.600 --> 00:13:38.100]  去到紅海的時候
[00:13:38.100 --> 00:13:42.200]  前無去路後有追兵
[00:13:42.200 --> 00:13:42.900]  怎樣啊
[00:13:42.900 --> 00:13:44.200]  呼求神
[00:13:44.200 --> 00:13:46.000]  神就將紅海分開
[00:13:46.000 --> 00:13:48.300]  這個大家都耳熟能詳的故事
[00:13:48.300 --> 00:13:50.400]  當紅海分開之後
[00:13:50.400 --> 00:13:51.000]  怎樣啊
[00:13:51.000 --> 00:13:53.300]  以色列人走到乾地上
[00:13:53.300 --> 00:13:57.400]  然後埃及大軍一路在後面追趕
[00:13:57.400 --> 00:14:02.000]  當最後一個以色列人上岸之後
[00:14:02.000 --> 00:14:05.000]  分開的洪水再合起來
[00:14:05.000 --> 00:14:06.200]  就是這樣
[00:14:06.200 --> 00:14:11.300]  神的大能帶領著這幫以色列人離開埃及
[00:14:11.300 --> 00:14:12.500]  都很奇怪
[00:14:12.500 --> 00:14:15.400]  一路跟著聖經記載的時候
[00:14:15.400 --> 00:14:17.400]  在這麼偉大的神蹟
[00:14:17.400 --> 00:14:19.700]  不到三個月之後
[00:14:19.700 --> 00:14:24.200]  這幫以色列人在抗議地走來走去的時候
[00:14:24.200 --> 00:14:27.400]  帶出來的食物已經差不多用盡了
[00:14:27.400 --> 00:14:28.600]  沒食物的時候怎麼辦
[00:14:28.600 --> 00:14:30.500]  沒食物會死的
[00:14:30.500 --> 00:14:35.400]  他們又向神來埋怨
[00:14:35.400 --> 00:14:37.800]  他們埋怨什麼
[00:14:37.800 --> 00:14:40.100]  就跟摩西亞倫當時
[00:14:40.100 --> 00:14:42.400]  帶他們出埃及的領袖說
[00:14:42.400 --> 00:14:45.000]  巴不得我們早死在埃及地
[00:14:45.000 --> 00:14:47.800]  耶和華的手下
[00:14:47.800 --> 00:14:50.300]  哪是我們坐在肉窩旁邊
[00:14:50.300 --> 00:14:52.000]  又吃得飽足
[00:14:52.000 --> 00:14:54.000]  但是你們這兩個所謂領袖
[00:14:54.000 --> 00:14:55.000]  帶了我們出來
[00:14:55.000 --> 00:14:57.400]  來到這個抗議沒有食物的時候
[00:14:57.400 --> 00:15:00.500]  以致我們要死在這個抗議裡面
[00:15:00.500 --> 00:15:02.300]  大家看到嗎
[00:15:02.300 --> 00:15:05.500]  無論神彰顯了多少個神蹟
[00:15:05.500 --> 00:15:10.600]  這幫以色列人卻以懷疑和怨言
[00:15:10.600 --> 00:15:16.800]  來回報作為對神大能的帶領一個反應
[00:15:16.800 --> 00:15:19.900]  這個怨言從他們而出
[00:15:19.900 --> 00:15:21.100]  不是單一的事件
[00:15:21.100 --> 00:15:26.300]  在整個四十年裡面那個來來回回的時候
[00:15:26.300 --> 00:15:27.800]  發生過很多次
[00:15:27.800 --> 00:15:29.000]  不斷的怨言
[00:15:29.000 --> 00:15:30.100]  不斷的投訴
[00:15:30.100 --> 00:15:31.400]  不斷的懷疑
[00:15:31.400 --> 00:15:34.800]  最後神在民數記那裡說得很清楚
[00:15:34.800 --> 00:15:37.200]  這幫惡會還向我發怨言
[00:15:37.200 --> 00:15:40.500]  我要忍耐這幫人要到什麼時候呢
[00:15:40.500 --> 00:15:42.100]  所以神就說
[00:15:42.100 --> 00:15:45.900]  我要始作我的永生興誓
[00:15:45.900 --> 00:15:50.600]  我必要你們達到我耳中的話代你們
[00:15:50.600 --> 00:15:54.200]  向我發怨言的
[00:15:54.200 --> 00:15:56.400]  必不得進我喜誓
[00:15:56.400 --> 00:15:58.900]  應許叫你們住的那地
[00:15:58.900 --> 00:16:02.600]  就是說這幫人不可以進入神所應許的應許之地
[00:16:02.600 --> 00:16:04.200]  很明顯這幫人的埋怨
[00:16:04.200 --> 00:16:05.700]  這幫人的懷疑
[00:16:05.700 --> 00:16:07.000]  惹來神的憤怒
[00:16:07.000 --> 00:16:07.700]  為什麼
[00:16:07.700 --> 00:16:10.100]  因為這個懷疑不是因為沒有證據
[00:16:10.100 --> 00:16:13.400]  不是因為沒有這個憑據
[00:16:13.400 --> 00:16:16.500]  神一直的來將祂的大能彰顯給他們看
[00:16:16.500 --> 00:16:18.200]  重複地彰顯給他們看
[00:16:18.200 --> 00:16:20.700]  但這幫人仍然的不信
[00:16:20.700 --> 00:16:24.500]  這個不信是來自他們心裡面的反叛
[00:16:24.500 --> 00:16:27.300]  來自心裡面的不信和不信服
[00:16:27.300 --> 00:16:29.300]  這種的懷疑
[00:16:29.300 --> 00:16:31.700]  很明顯是一種罪
[00:16:31.700 --> 00:16:33.300]  來這種的懷疑
[00:16:33.300 --> 00:16:35.800]  也都帶來很嚴重的後果
[00:16:35.800 --> 00:16:38.600]  看不看得到是一個惡性的循環
[00:16:38.600 --> 00:16:40.000]  開始的時候不信
[00:16:40.000 --> 00:16:41.400]  不信產生懷疑
[00:16:41.400 --> 00:16:42.700]  懷疑產生恐懼
[00:16:42.700 --> 00:16:44.500]  恐懼讓他們更加的不信
[00:16:44.500 --> 00:16:46.900]  更加的不信服
[00:16:46.900 --> 00:16:52.400]  在這個以色列人在抗野地這個例子裡面
[00:16:52.400 --> 00:16:54.200]  大家應該看得很清楚
[00:16:54.200 --> 00:16:55.700]  他們的懷疑
[00:16:55.700 --> 00:16:57.900]  令到他們發怨言
[00:16:57.900 --> 00:16:59.700]  令到他們投訴
[00:16:59.700 --> 00:17:03.500]  向這個摩西投訴
[00:17:03.500 --> 00:17:05.200]  你會發覺在整個歷程裡面
[00:17:05.200 --> 00:17:07.700]  不斷的重複出現
[00:17:07.700 --> 00:17:09.300]  懷疑不信服
[00:17:09.300 --> 00:17:15.300]  以致他們最後在進入加拿美地之前
[00:17:15.300 --> 00:17:18.700]  都倒臥在抗野地上面
[00:17:18.700 --> 00:17:21.500]  對於我們今天的信徒來說
[00:17:21.500 --> 00:17:25.800]  任何一種的懷疑
[00:17:25.800 --> 00:17:29.900]  其實都可以成為我們信心的危機
[00:17:29.900 --> 00:17:31.900]  如果我們不即時去面對它
[00:17:31.900 --> 00:17:34.000]  即時去處理它的話
[00:17:34.000 --> 00:17:39.300]  這些懷疑會慢慢的越來越變得嚴重
[00:17:39.300 --> 00:17:45.900]  甚至引致一個人去質疑我們的信仰
[00:17:45.900 --> 00:17:50.900]  最後會甚至放棄我們的信仰
[00:17:50.900 --> 00:17:55.800]  不過無論任何類型的懷疑
[00:17:55.800 --> 00:18:00.700]  縱然他們可以是很毀滅性
[00:18:00.700 --> 00:18:02.300]  可以是很破壞性
[00:18:02.300 --> 00:18:04.400]  但是我們需要明白
[00:18:04.400 --> 00:18:10.100]  懷疑本身並不是一個罪
[00:18:10.100 --> 00:18:11.900]  記不記得我剛才所說
[00:18:11.900 --> 00:18:21.200]  當懷疑令到懷疑者產生一些不敬虔
[00:18:21.200 --> 00:18:24.000]  或者甚至罪惡的行為的時候
[00:18:24.000 --> 00:18:26.700]  那個才是問題所在
[00:18:26.700 --> 00:18:28.500]  所以我們如何面對
[00:18:28.500 --> 00:18:30.700]  如何對懷疑有反應
[00:18:30.700 --> 00:18:33.000]  這個才是問題所在
[00:18:33.000 --> 00:18:37.200]  我想嘗試通過多瑪這個故事
[00:18:37.200 --> 00:18:40.800]  來看看究竟我們如何在懷疑當中走出來
[00:18:40.800 --> 00:18:43.000]  甚至將懷疑轉化成為一種
[00:18:43.000 --> 00:18:46.500]  更加盡心同神的關係
[00:18:46.500 --> 00:18:48.500]  來看看吧
[00:18:48.500 --> 00:18:49.600]  聖經告訴我們
[00:18:49.600 --> 00:18:51.900]  過了八天 門徒又在屋裡
[00:18:51.900 --> 00:18:53.300]  多瑪也和他們同在
[00:18:53.300 --> 00:18:56.500]  門都關了 耶穌也站在他們當中說
[00:18:56.500 --> 00:18:58.900]  願你們平安
[00:18:58.900 --> 00:19:01.200]  這幾句的形容
