
[00:00:00.000 --> 00:00:02.440]  當我去年第一堂講祈禱的時候
[00:04:25.760 --> 00:04:26.720]  我們很重要
[00:04:26.720 --> 00:04:29.120]  就是聽到我們的爸爸
[00:04:29.120 --> 00:04:30.240]  天上的爸爸
[00:04:30.240 --> 00:04:33.400]  祂會將最好的東西給我們
[00:04:33.400 --> 00:04:34.680]  祈禱難不難
[00:04:34.680 --> 00:04:35.800]  不難
[00:04:35.800 --> 00:04:38.040]  你將你的憂慮
[00:04:38.040 --> 00:04:39.000]  拋給祂
[00:04:39.000 --> 00:04:40.400]  原文就是拋給祂
[00:04:40.400 --> 00:04:41.080]  拋給祂
[00:04:41.080 --> 00:04:42.440]  耶穌一定接
[00:04:42.440 --> 00:04:44.080]  何牧師不一定接
[00:04:44.080 --> 00:04:45.000]  如果你現在在想
[00:04:45.000 --> 00:04:46.080]  待會吃飯有沒有胃
[00:04:46.080 --> 00:04:46.880]  你祈禱
[00:04:46.880 --> 00:04:47.600]  你祈禱
[00:04:47.600 --> 00:04:48.480]  我將你的憂慮
[00:04:48.480 --> 00:04:50.320]  吃飯不知道有沒有胃的憂慮
[00:04:50.320 --> 00:04:51.200]  拋給祂
[00:04:51.200 --> 00:04:51.800]  耶穌一接
[00:04:51.800 --> 00:04:52.760]  待會你去房間
[00:04:52.760 --> 00:04:53.760]  去餐廳一定有胃的
[00:04:53.760 --> 00:04:55.240]  跟隔壁說一定有胃的
[00:04:55.240 --> 00:04:56.240]  拋給祂
[00:04:56.240 --> 00:04:57.680]  祈禱的意義
[00:04:57.680 --> 00:04:59.960]  將你的憂慮拋給祂
[00:04:59.960 --> 00:05:00.840]  第二
[00:05:00.840 --> 00:05:02.520]  我說去到客廳
[00:05:02.520 --> 00:05:05.760]  這個客廳就是比較整齊
[00:05:05.760 --> 00:05:06.760]  比較乾淨
[00:05:06.760 --> 00:05:08.760]  因為是招呼客人
[00:05:08.760 --> 00:05:10.160]  於是我就講了一篇道
[00:05:10.160 --> 00:05:12.960]  關於一些禮儀式的禱文
[00:05:12.960 --> 00:05:15.320]  禮儀式的禱文是某些宗派
[00:05:15.320 --> 00:05:17.120]  仍然有祈禱的書籍
[00:05:17.120 --> 00:05:18.400]  是拿回去
[00:05:18.400 --> 00:05:19.480]  星期一怎樣背
[00:05:19.480 --> 00:05:20.680]  星期二背什麼
[00:05:20.680 --> 00:05:21.920]  甚至在崇拜那邊
[00:05:21.920 --> 00:05:25.160]  很多的啟認的一些禱文
[00:05:25.160 --> 00:05:26.760]  那個牧師講一句
[00:05:26.760 --> 00:05:28.320]  會中一個回應
[00:05:28.320 --> 00:05:29.680]  是很工整的
[00:05:29.680 --> 00:05:31.840]  是將聖經那邊某些經文
[00:05:31.840 --> 00:05:34.520]  就緝成一些很工整的禱文
[00:05:34.520 --> 00:05:35.600]  有時我們都會覺得
[00:05:35.600 --> 00:05:37.200]  這不就是攔阻了
[00:05:37.200 --> 00:05:38.200]  聖靈的感動
[00:05:38.200 --> 00:05:40.400]  你知道我們很強調聖靈的感動
[00:05:40.400 --> 00:05:41.920]  一按手在你身上
[00:05:41.920 --> 00:05:43.360]  喜歡祈什麼就祈什麼
[00:05:43.360 --> 00:05:44.120]  聖靈的感動
[00:05:44.120 --> 00:05:45.080]  如果一按手在你身上
[00:05:45.080 --> 00:05:46.000]  拿著一本祈禱書
[00:05:46.000 --> 00:05:47.160]  搞錯了
[00:05:47.160 --> 00:05:48.120]  我們會這樣想
[00:05:48.120 --> 00:05:49.560]  但我說不要這樣想
[00:05:49.560 --> 00:05:51.040]  因為很多時候
[00:05:51.040 --> 00:05:53.600]  在我們沒什麼感動的時候
[00:05:53.600 --> 00:05:55.800]  神在不在
[00:05:55.800 --> 00:05:56.920]  神在
[00:05:56.920 --> 00:05:58.240]  有時我們基督徒很有趣
[00:05:58.240 --> 00:05:59.520]  我們都感受不到神
[00:05:59.520 --> 00:06:00.760]  你很了不起嗎
[00:06:00.760 --> 00:06:01.920]  感受不到神
[00:06:01.920 --> 00:06:03.240]  神就不在嗎
[00:06:03.240 --> 00:06:04.880]  神是無所不在的
[00:06:04.880 --> 00:06:06.360]  當你感受不到神的時候
[00:06:06.360 --> 00:06:07.640]  當你不想祈禱的時候
[00:06:07.640 --> 00:06:09.120]  其實這些書
[00:06:09.120 --> 00:06:12.240]  就幫你去看回上帝
[00:06:12.240 --> 00:06:14.640]  以致到我那次講到
[00:06:14.640 --> 00:06:17.400]  最重要聖經有一個最工整的禱文
[00:06:17.400 --> 00:06:19.480]  就是主禱文
[00:06:19.480 --> 00:06:22.200]  如果我們任何時間
[00:06:22.200 --> 00:06:23.800]  任何情況
[00:06:23.800 --> 00:06:25.520]  你不想祈禱的時候
[00:06:25.520 --> 00:06:28.040]  無論如何都要背一背主禱文
[00:06:28.040 --> 00:06:30.000]  有也好沒有也好
[00:06:30.000 --> 00:06:30.800]  背了它
[00:06:30.800 --> 00:06:32.880]  將說話跟神說
[00:06:32.880 --> 00:06:35.120]  這個就是工整禮儀性的禱文
[00:06:35.120 --> 00:06:36.440]  就是客廳
[00:06:36.440 --> 00:06:38.280]  今天我的題目
[00:06:38.280 --> 00:06:39.440]  就是
[00:06:39.440 --> 00:06:42.240]  禱讀
[00:06:42.240 --> 00:06:43.400]  祈禱
[00:06:43.400 --> 00:06:44.520]  讀經
[00:06:44.520 --> 00:06:48.240]  那你猜猜是哪個房間
[00:06:48.240 --> 00:06:49.560]  禱讀
[00:06:49.560 --> 00:06:50.360]  哪個房間
[00:06:50.360 --> 00:06:52.200]  我講完家庭房間
[00:06:52.200 --> 00:06:55.320]  講完客廳
[00:06:55.320 --> 00:06:58.520]  現在講書房
[00:06:58.520 --> 00:07:00.080]  書房
[00:07:00.080 --> 00:07:01.360]  那書房
[00:07:01.360 --> 00:07:03.240]  應該做多什麼
[00:07:03.240 --> 00:07:04.560]  應該做多書
[00:07:04.560 --> 00:07:05.800]  應該做多書應該而已
[00:07:05.800 --> 00:07:07.040]  現在不一定有
[00:07:07.040 --> 00:07:07.800]  應該做多書
[00:07:07.800 --> 00:07:09.240]  因為現在是用Kindle
[00:07:09.240 --> 00:07:11.640]  就是在Kindle那裡
[00:07:11.640 --> 00:07:12.800]  那書房
[00:07:12.800 --> 00:07:14.640]  Study Room
[00:07:14.640 --> 00:07:15.880]  禱讀
[00:07:15.880 --> 00:07:17.000]  顧名思義
[00:07:17.000 --> 00:07:18.560]  有禱告
[00:07:18.560 --> 00:07:20.440]  有讀經
[00:07:20.440 --> 00:07:21.440]  剛才我說
[00:07:21.440 --> 00:07:24.360]  我今天教你一個禱告的方法
[00:07:24.360 --> 00:07:28.280]  但也都是一個背聖經的方法
[00:07:28.280 --> 00:07:30.640]  禱讀最基本的觀念
[00:07:30.640 --> 00:07:33.320]  就是文素記第七章八十九節
[00:07:33.320 --> 00:07:34.480]  我們一起讀一讀
[00:07:34.480 --> 00:07:37.160]  文素記第七章八十九節
[00:07:37.160 --> 00:07:51.560]  (文素記第七章八十九節)
[00:07:51.560 --> 00:07:53.680]  我們文素記第七章在這裡說
[00:07:53.680 --> 00:07:54.880]  摩西有一天
[00:07:54.880 --> 00:07:56.400]  他進去回眸
[00:07:56.400 --> 00:07:59.520]  他很想和耶和華講話
[00:07:59.520 --> 00:08:02.240]  摩西回眸到至聖所那邊
[00:08:02.240 --> 00:08:03.840]  他很想和耶和華神
[00:08:03.840 --> 00:08:06.880]  將他內心的事情來傾訴
[00:08:06.880 --> 00:08:07.800]  很自然的
[00:08:07.800 --> 00:08:08.920]  但誰知進去後
[00:08:08.920 --> 00:08:11.320]  耶和華先和他說話
[00:08:11.320 --> 00:08:12.960]  所以這裡有兩個真理
[00:08:12.960 --> 00:08:13.880]  這句聖經
[00:08:13.880 --> 00:08:14.840]  第一個真理就是
[00:08:14.840 --> 00:08:18.600]  我們祈禱絕對不是單向的
[00:08:18.600 --> 00:08:20.440]  今天我們很多時候祈禱是單向的
[00:08:20.440 --> 00:08:21.960]  主人我們求你幫助我
[00:08:21.960 --> 00:08:23.240]  待會找到餐廳吃飯
[00:08:23.240 --> 00:08:24.520]  阿門走了
[00:08:24.520 --> 00:08:25.000]  阿門
[00:08:25.000 --> 00:08:26.240]  是單向的
[00:08:26.240 --> 00:08:27.560]  但不是的
[00:08:27.560 --> 00:08:28.280]  這裡給我們看到
[00:08:28.280 --> 00:08:30.200]  摩西進去回眸
[00:08:30.200 --> 00:08:31.280]  進去至聖所
[00:08:31.280 --> 00:08:32.480]  見到基督徒拍
[00:08:32.480 --> 00:08:35.920]  但他聽到耶和華和他說話
[00:08:35.920 --> 00:08:36.800]  所以弟兄姊妹
[00:08:36.800 --> 00:08:38.120]  很多時候我們祈禱
[00:08:38.120 --> 00:08:39.880]  不要一奉主的命求
[00:08:39.880 --> 00:08:42.040]  阿門就收工
[00:08:42.040 --> 00:08:43.400]  我們應該靜一靜
[00:08:43.400 --> 00:08:44.080]  坐一坐
[00:08:44.080 --> 00:08:44.800]  聽一聽
[00:08:44.800 --> 00:08:47.520]  上帝會不會有一些說話給我們
[00:08:47.520 --> 00:08:49.080]  這麼虛無的
[00:08:49.080 --> 00:08:51.400]  上帝有什麼說話給我
[00:08:51.400 --> 00:08:52.280]  但第二
[00:08:52.280 --> 00:08:53.560]  這裡有一個真理
[00:08:53.560 --> 00:08:55.000]  這個真理很有趣
[00:08:55.000 --> 00:08:57.440]  就是我們經常說
[00:08:57.440 --> 00:09:01.360]  我們說要按著神的心意去祈禱
[00:09:01.360 --> 00:09:02.720]  神的心意去祈禱
[00:09:02.720 --> 00:09:04.800]  這裡很明顯是神的心意去祈禱
[00:09:04.800 --> 00:09:08.120]  因為耶和華先跟摩西說話
[00:09:08.120 --> 00:09:09.880]  他聽了耶和華的話
[00:09:09.880 --> 00:09:14.680]  他就可以按耶和華的心意去祈禱
[00:09:14.680 --> 00:09:15.920]  所以
[00:09:15.920 --> 00:09:17.560]  其實耶和華的心意
[00:09:17.560 --> 00:09:18.880]  耶和華的說話
[00:09:18.880 --> 00:09:20.160]  耶和華的旨意
[00:09:20.160 --> 00:09:23.560]  其實基督徒沒有理由不知道神的旨意
[00:09:23.560 --> 00:09:24.400]  不是吧
[00:09:24.400 --> 00:09:26.000]  我也不知道神的旨意
[00:09:26.000 --> 00:09:27.720]  下一份工作在哪裡
[00:09:27.720 --> 00:09:29.480]  於是打開聖經
[00:09:29.480 --> 00:09:30.360]  讀一讀
[00:09:30.360 --> 00:09:31.760]  看出什麼英文字
[00:09:31.760 --> 00:09:32.960]  或者什麼中文字
[00:09:32.960 --> 00:09:34.560]  可能我下班的公司就是那間公司
[00:09:34.560 --> 00:09:36.640]  但我不是要你這樣
[00:09:36.640 --> 00:09:38.400]  我說神的心意
[00:09:38.400 --> 00:09:39.840]  其實全都放在聖經裡
[00:09:39.840 --> 00:09:40.960]  大家明白嗎
[00:09:40.960 --> 00:09:41.640]  Amen
[00:09:41.640 --> 00:09:43.000]  全都放在聖經裡
[00:09:43.000 --> 00:09:44.360]  神的心意全都放在聖經裡
[00:09:44.360 --> 00:09:46.320]  所以我今天很想跟你說
[00:09:46.320 --> 00:09:48.040]  一個禱讀就是
[00:09:48.040 --> 00:09:51.280]  讓我們按著神的心意去祈禱
[00:09:51.280 --> 00:09:54.000]  所以禱讀一個最簡單的定義
[00:09:54.000 --> 00:09:57.520]  就是用聖經來祈禱
[00:09:57.520 --> 00:09:59.160]  用聖經來祈禱
[00:09:59.160 --> 00:10:00.320]  最簡單
[00:10:00.320 --> 00:10:02.000]  很簡單的
[00:10:02.000 --> 00:10:03.360]  你跟隔壁說真的很簡單
[00:10:03.360 --> 00:10:04.200]  用聖經來祈禱
[00:10:04.200 --> 00:10:06.040]  你不用想
[00:10:06.040 --> 00:10:08.320]  所有的感動都放在聖經裡
[00:10:08.320 --> 00:10:11.040]  禱讀有三個元素
[00:10:11.040 --> 00:10:12.240]  第一個元素
[00:10:12.240 --> 00:10:13.360]  顧名思義
[00:10:13.360 --> 00:10:15.640]  就是要讀經
[00:10:15.640 --> 00:10:17.200]  你想想八年前
[00:10:17.200 --> 00:10:20.040]  童福開始了一個靈修計劃
[00:10:20.040 --> 00:10:21.520]  還記得是什麼嗎
[00:10:21.520 --> 00:10:23.160]  就是親父時刻
[00:10:23.160 --> 00:10:25.960]  Time with Abba
[00:10:25.960 --> 00:10:26.680]  每一天
[00:10:26.680 --> 00:10:28.280]  我鼓勵大家抄聖經
[00:10:28.280 --> 00:10:32.360]  到今天仍然有抄聖經的弟兄姊妹舉手
[00:10:32.360 --> 00:10:35.520]  感謝主還有幾隻手
[00:10:35.520 --> 00:10:37.640]  我抄到現在還在抄
[00:10:37.640 --> 00:10:39.640]  當然抄聖經
[00:10:39.640 --> 00:10:40.760]  嘩
[00:10:40.760 --> 00:10:42.600]  一天看四段聖經
[00:10:42.600 --> 00:10:44.320]  一年看完聖經一次
[00:10:44.320 --> 00:10:46.720]  嘩 真是很不容易
[00:10:46.720 --> 00:10:50.200]  但是今天我要你讀聖經
[00:10:50.200 --> 00:10:51.560]  你一定會覺得牧師
[00:10:51.560 --> 00:10:52.760]  這個牧師真是好
[00:10:52.760 --> 00:10:53.800]  真是好
[00:10:53.800 --> 00:10:54.480]  真的不是開玩笑
[00:10:54.480 --> 00:10:56.400]  我真是好人
[00:10:56.400 --> 00:10:58.960]  今天我叫你禱讀聖經是
[00:10:58.960 --> 00:11:00.720]  一節起
[00:11:00.720 --> 00:11:01.880]  兩節止
[00:11:01.880 --> 00:11:04.320]  Amen
[00:11:04.320 --> 00:11:05.840]  一節起
[00:11:05.840 --> 00:11:08.320]  兩節止
[00:11:08.320 --> 00:11:09.040]  禱讀
[00:11:09.040 --> 00:11:11.720]  我不是要你讀完整章
[00:11:11.720 --> 00:11:13.440]  我要你只讀一節
[00:11:13.440 --> 00:11:14.800]  或者兩節
[00:11:14.800 --> 00:11:16.480]  但是讀法怎麼讀呢
[00:11:16.480 --> 00:11:17.880]  不是只讀一次就收工
[00:11:17.880 --> 00:11:19.440]  大家明白我的意思嗎
[00:11:19.440 --> 00:11:20.800]  你要讀十次
[00:11:20.800 --> 00:11:21.640]  讀二十次
[00:11:21.640 --> 00:11:22.600]  讀三十次
[00:11:22.600 --> 00:11:24.680]  讀到去到哪裡
[00:11:24.680 --> 00:11:26.400]  去到腦袋
[00:11:26.400 --> 00:11:27.840]  耶和華是我的牧者
[00:11:27.840 --> 00:11:28.720]  我必不辭缺乏
[00:11:28.720 --> 00:11:29.440]  一定懂吧
[00:11:29.440 --> 00:11:31.040]  應該懂吧
[00:11:31.040 --> 00:11:32.280]  耶和華是我的牧者
[00:11:32.280 --> 00:11:33.240]  我必不辭缺乏
[00:11:33.240 --> 00:11:34.720]  讀到怎樣
[00:11:34.720 --> 00:11:37.160]  放在腦袋裡
[00:11:37.160 --> 00:11:37.920]  記住它
[00:11:37.920 --> 00:11:38.440]  Amen
[00:11:38.440 --> 00:11:39.400]  記住它
[00:11:39.400 --> 00:11:41.000]  讀到那節聖經
[00:11:41.000 --> 00:11:42.080]  記住它
[00:11:42.080 --> 00:11:43.280]  所以
[00:11:43.280 --> 00:11:44.440]  一節起
[00:11:44.440 --> 00:11:45.720]  兩節止
[00:11:45.720 --> 00:11:47.200]  如果你能夠一節起
[00:11:47.200 --> 00:11:48.120]  兩節止
[00:11:48.120 --> 00:11:49.000]  每天讀一節聖經
[00:11:49.000 --> 00:11:50.040]  或者兩節聖經
[00:11:50.040 --> 00:11:50.920]  當一節
[00:11:50.920 --> 00:11:53.320]  一年有多少節
[00:11:53.320 --> 00:11:56.760]  三百六十五節
[00:11:56.760 --> 00:11:58.240]  三百六十五節聖經
[00:11:58.240 --> 00:12:03.120]  就是說你一年擁有三百六十五個武器
[00:12:03.120 --> 00:12:04.760]  去抵擋撒旦的試探
[00:12:04.760 --> 00:12:05.760]  Amen
[00:12:05.760 --> 00:12:06.680]  明白我的意思嗎
[00:12:06.680 --> 00:12:08.000]  我又考考大家
[00:12:08.000 --> 00:12:11.360]  你知不知道全本聖經有多少節聖經
[00:12:11.360 --> 00:12:15.440]  其實我也不知道
[00:12:15.440 --> 00:12:15.960]  我真的不知道
[00:12:15.960 --> 00:12:16.960]  我沒那麼多空去數
[00:12:16.960 --> 00:12:18.920]  不過我學了一年年輕人
[00:12:18.920 --> 00:12:22.200]  一不知道就上Google搜尋
[00:12:22.200 --> 00:12:24.640]  我打聖經有多少節聖經
[00:12:24.640 --> 00:12:25.520]  嘩
[00:12:25.520 --> 00:12:26.960]  原來聖經有多少節
[00:12:26.960 --> 00:12:31.360]  三萬一千一百零二節聖經
[00:12:31.360 --> 00:12:33.360]  三萬一千一百零二節聖經
[00:12:33.360 --> 00:12:35.680]  就是說如果你一天背一節
[00:12:35.680 --> 00:12:38.880]  你要八十五年才背完
[00:12:38.880 --> 00:12:42.160]  八十五年真的死了
[00:12:42.160 --> 00:12:43.120]  你跟別人說
[00:12:43.120 --> 00:12:44.680]  還沒死的
[00:12:44.680 --> 00:12:46.520]  為什麼就在自己死了
[00:12:46.520 --> 00:12:48.440]  你怎麼知道你多背八十五年
[00:12:48.440 --> 00:12:49.320]  你不知道的
[00:12:49.320 --> 00:12:50.680]  壽命在哪裡
[00:12:50.680 --> 00:12:52.360]  在神那裡
[00:12:52.360 --> 00:12:53.760]  第一次回
[00:12:53.760 --> 00:12:55.160]  八十五年才讀完
[00:12:55.160 --> 00:12:56.640]  怎麼搞的
[00:12:56.640 --> 00:12:59.400]  我們想事情永遠都是想負面的
[00:12:59.400 --> 00:13:00.680]  但我們要想
[00:13:00.680 --> 00:13:02.320]  我們每一節
[00:13:02.320 --> 00:13:04.520]  十年有多少節
[00:13:04.520 --> 00:13:07.680]  三千六百五十節
[00:13:07.680 --> 00:13:09.240]  等於十年之後
[00:13:09.240 --> 00:13:12.160]  你有三千六百五十件武器
[00:13:12.160 --> 00:13:14.840]  去抵擋撒旦的試探
[00:13:14.840 --> 00:13:17.200]  那你說到腦袋有什麼作為
[00:13:17.200 --> 00:13:19.080]  我只背了一節有什麼意思
[00:13:19.080 --> 00:13:20.200]  第二個元素
[00:13:20.200 --> 00:13:21.800]  就是默想
[00:13:21.800 --> 00:13:22.960]  Meditation
[00:13:22.960 --> 00:13:24.720]  你說一講到默想
[00:13:24.720 --> 00:13:26.360]  在香港做不到的
[00:13:26.360 --> 00:13:27.840]  你知道我們很多的牧師在聊天
[00:13:27.840 --> 00:13:30.000]  我昨天也說從九點到三點半
[00:13:30.000 --> 00:13:32.800]  有我們播道會有十幾個牧師一起
[00:13:32.800 --> 00:13:34.080]  有一個退修會
[00:13:34.080 --> 00:13:35.640]  那些牧師就說
[00:13:35.640 --> 00:13:38.520]  在香港找一個很安靜的地方
[00:13:38.520 --> 00:13:41.320]  去默想都很難
[00:13:41.320 --> 00:13:44.760]  都要去到天主教的修道院
[00:13:44.760 --> 00:13:47.160]  去到長洲施高瑩
[00:13:47.160 --> 00:13:48.880]  去到什麼地方
[00:13:48.880 --> 00:13:50.080]  周圍都這麼吵
[00:13:50.080 --> 00:13:51.880]  怎麼默想
[00:13:51.880 --> 00:13:53.320]  第一次回
[00:13:53.320 --> 00:13:54.600]  我經常都在想
[00:13:54.600 --> 00:13:56.720]  默想是不是這麼難呢
[00:13:56.720 --> 00:13:58.000]  我又讀一次聖經
[00:13:58.000 --> 00:13:59.160]  大家很熟悉的
