
[00:00:00.000 --> 00:00:03.000]  好,我們進入我們的第二講
[00:04:30.400 --> 00:04:31.400]  保羅為何這樣說
[00:04:31.400 --> 00:04:35.200]  因為保羅想說回福音的緣故
[00:04:35.200 --> 00:04:36.000]  是因為保羅說
[00:04:36.000 --> 00:04:39.400]  他們離棄了保羅所傳給他們的福音
[00:04:39.400 --> 00:04:42.000]  所以保羅之後所說的所有事情
[00:04:42.000 --> 00:04:43.400]  都是跟福音有關係
[00:04:43.400 --> 00:04:44.000]  保羅說
[00:04:44.000 --> 00:04:45.000]  上帝差遣我來
[00:04:45.000 --> 00:04:46.800]  是說清楚福音給你們聽
[00:04:46.800 --> 00:04:48.000]  結果你們還未聽清楚
[00:04:48.000 --> 00:04:50.200]  於是我想你們再回去聽清楚
[00:04:50.200 --> 00:04:52.600]  不要想受洗的問題
[00:04:52.600 --> 00:04:54.400]  OK
[00:04:54.400 --> 00:04:58.000]  我想帶你們回去看看這四組人
[00:04:58.000 --> 00:04:59.000]  他說有四組
[00:04:59.000 --> 00:05:00.600]  有人說我屬於保羅
[00:05:00.600 --> 00:05:02.400]  有人說我屬於亞波羅
[00:05:02.400 --> 00:05:04.000]  有人說我屬於基法
[00:05:04.000 --> 00:05:05.600]  有人說我屬於基督
[00:05:05.600 --> 00:05:07.800]  你先不要看基督
[00:05:07.800 --> 00:05:10.200]  那你猜前面那三組
[00:05:10.200 --> 00:05:11.800]  是否三組的大頭人
[00:05:11.800 --> 00:05:15.600]  真的是保羅、亞波羅和基法
[00:05:15.600 --> 00:05:17.200]  你明不明白我在說什麼
[00:05:17.200 --> 00:05:19.400]  是否有三個黑社會頭頭
[00:05:19.400 --> 00:05:20.600]  一個叫做保羅
[00:05:20.600 --> 00:05:22.000]  一個叫亞波羅
[00:05:22.000 --> 00:05:22.600]  另外一個基法
[00:05:22.600 --> 00:05:25.400]  三個在搶靚
[00:05:25.400 --> 00:05:27.200]  其實不是的
[00:05:27.200 --> 00:05:30.400]  保羅自己有沒有組成保羅黨
[00:05:30.400 --> 00:05:31.200]  當然沒有
[00:05:31.200 --> 00:05:33.000]  雖然他很憤怒
[00:05:33.000 --> 00:05:35.800]  其實這些人是借保羅的名字
[00:05:35.800 --> 00:05:36.800]  組成一個黨派的
[00:05:36.800 --> 00:05:38.750]  其實保羅有沒有份的
[00:05:38.750 --> 00:05:39.750]  完全沒有份
[00:05:39.750 --> 00:05:41.750]  你猜基佛有沒有份呢
[00:05:41.750 --> 00:05:42.750]  彼得
[00:05:42.750 --> 00:05:43.750]  多數都是沒有份的
[00:05:43.750 --> 00:05:45.750]  基佛已經走了
[00:05:45.750 --> 00:05:47.750]  彼得已經去了其他地方
[00:05:47.750 --> 00:05:48.750]  阿波羅
[00:05:48.750 --> 00:05:51.750]  我們假設阿波羅都不是在組黨的人
[00:05:51.750 --> 00:05:53.750]  其實就不關保羅事
[00:05:53.750 --> 00:05:55.750]  不關阿波羅事
[00:05:55.750 --> 00:05:56.750]  不關基佛事
[00:05:56.750 --> 00:05:58.750]  當然不關耶穌事
[00:05:58.750 --> 00:06:01.750]  如果保羅是個頭兒
[00:06:01.750 --> 00:06:04.750]  馬上將那個小孩散了去
[00:06:04.750 --> 00:06:06.750]  所以這些人
[00:06:06.750 --> 00:06:08.750]  完全都是借保羅的名
[00:06:08.750 --> 00:06:09.750]  借阿波羅的名
[00:06:09.750 --> 00:06:10.750]  借基佛的名
[00:06:10.750 --> 00:06:12.750]  借基督的名
[00:06:12.750 --> 00:06:14.750]  來做自己上位的動作
[00:06:14.750 --> 00:06:15.750]  你明不明白
[00:06:15.750 --> 00:06:17.750]  所以他壞的是這班人
[00:06:17.750 --> 00:06:19.750]  這班人四種都壞的
[00:06:19.750 --> 00:06:22.750]  他們是想借這些人
[00:06:22.750 --> 00:06:24.750]  這些有名的頭兒
[00:06:24.750 --> 00:06:28.750]  來做一個上位的動作
[00:06:28.750 --> 00:06:29.750]  所以我說
[00:06:29.750 --> 00:06:31.750]  如果你就這樣看
[00:06:31.750 --> 00:06:34.750]  他們表面是funny
[00:06:34.750 --> 00:06:36.750]  如果你做醫生的
[00:06:36.750 --> 00:06:37.750]  你就知道了
[00:06:37.750 --> 00:06:38.750]  有個病人來
[00:06:38.750 --> 00:06:39.750]  你問病人什麼病
[00:06:39.750 --> 00:06:40.750]  他說我咳
[00:06:40.750 --> 00:06:42.750]  咳不是病
[00:06:42.750 --> 00:06:44.750]  咳是個病徵
[00:06:44.750 --> 00:06:46.750]  如果你醫生說你咳
[00:06:46.750 --> 00:06:47.750]  我給你咳藥水
[00:06:47.750 --> 00:06:48.750]  那這個是黃鹿醫生來的
[00:06:48.750 --> 00:06:50.750]  我也會做
[00:06:50.750 --> 00:06:52.750]  他不是說聽病人
[00:06:52.750 --> 00:06:53.750]  你說你什麼病
[00:06:53.750 --> 00:06:54.750]  我頭痛
[00:06:54.750 --> 00:06:56.750]  頭痛沒有東西給你頭痛藥
[00:06:56.750 --> 00:06:58.750]  那你不是做醫生的
[00:06:58.750 --> 00:06:59.750]  你做這個醫生
[00:06:59.750 --> 00:07:00.750]  一定要繼續問
[00:07:00.750 --> 00:07:01.750]  除了頭痛之外
[00:07:01.750 --> 00:07:02.750]  還有沒有其他東西呢
[00:07:02.750 --> 00:07:03.750]  我問你有沒有
[00:07:03.750 --> 00:07:06.750]  除了有的睡不著
[00:07:06.750 --> 00:07:09.750]  有沒有覺得身體有不平衡的東西
[00:07:09.750 --> 00:07:10.750]  我看看你的耳朵
[00:07:10.750 --> 00:07:11.750]  看看你的眼睛
[00:07:11.750 --> 00:07:13.750]  然後說不如照一下腦袋
[00:07:13.750 --> 00:07:14.750]  你明白嗎
[00:07:14.750 --> 00:07:16.750]  那就是診症
[00:07:16.750 --> 00:07:20.750]  所以他們分裂本身
[00:07:20.750 --> 00:07:23.750]  是個病徵
[00:07:23.750 --> 00:07:24.750]  他們的病源
[00:07:24.750 --> 00:07:26.750]  病根是什麼呢
[00:07:26.750 --> 00:07:28.750]  病根就是你去到
[00:07:28.750 --> 00:07:30.750]  你去到後書
[00:07:30.750 --> 00:07:32.750]  你聽到他們嚮往另外一個福音
[00:07:32.750 --> 00:07:33.750]  那個就是病根
[00:07:33.750 --> 00:07:34.750]  你明白嗎
[00:07:34.750 --> 00:07:35.750]  為什麼他們分黨分派
[00:07:35.750 --> 00:07:37.750]  因為他們要上位
[00:07:37.750 --> 00:07:38.750]  為什麼他們要上位
[00:07:38.750 --> 00:07:39.750]  因為從頭到尾
[00:07:39.750 --> 00:07:41.750]  他們仍然是哥倫多人
[00:07:41.750 --> 00:07:44.750]  哥倫多人最喜歡爭上位
[00:07:44.750 --> 00:07:46.750]  於是他借保羅過橋
[00:07:46.750 --> 00:07:47.750]  借基帕過橋
[00:07:47.750 --> 00:07:51.750]  借耶穌過橋來上位
[00:07:51.750 --> 00:07:53.750]  於是到後面
[00:07:53.750 --> 00:07:56.750]  當那些超級使徒出現的時候
[00:07:56.750 --> 00:07:58.750]  超級使徒馬上做了他們的統領
[00:07:58.750 --> 00:07:59.750]  你明白嗎
[00:07:59.750 --> 00:08:00.750]  我們再不需要保羅
[00:08:00.750 --> 00:08:01.750]  我們也不需要再基帕
[00:08:01.750 --> 00:08:02.750]  我們也不需要阿波羅
[00:08:02.750 --> 00:08:03.750]  不需要耶穌
[00:08:03.750 --> 00:08:07.750]  我們跟著超級使徒去做
[00:08:07.750 --> 00:08:09.750]  所以你看看這個
[00:08:09.750 --> 00:08:11.750]  我給了你一個樹根
[00:08:11.750 --> 00:08:13.750]  上面外面那些是症狀
[00:08:13.750 --> 00:08:15.750]  是那個病徵
[00:08:15.750 --> 00:08:18.750]  下面才是真正的原因
[00:08:18.750 --> 00:08:19.750]  真正的原因
[00:08:19.750 --> 00:08:20.750]  他們的心
[00:08:20.750 --> 00:08:24.750]  由頭到尾都是愛著這個世界
[00:08:24.750 --> 00:08:30.750]  所以他根本是離棄了那個福音
[00:08:30.750 --> 00:08:31.750]  保羅這裡很有趣
[00:08:31.750 --> 00:08:33.750]  他說我貶低自己
[00:08:33.750 --> 00:08:35.750]  為了使你們升高
[00:08:35.750 --> 00:08:36.750]  因為我白白地
[00:08:36.750 --> 00:08:39.750]  傳上帝的福音給你們難道
[00:08:39.750 --> 00:08:42.750]  這算我犯了錯嗎
[00:08:42.750 --> 00:08:44.750]  我剝奪了別的教會
[00:08:44.750 --> 00:08:49.750]  向他們取了報酬來效勞你們
[00:08:49.750 --> 00:08:50.750]  他在說什麼呢
[00:08:50.750 --> 00:08:53.750]  就是保羅在哥倫多的時候
[00:08:53.750 --> 00:08:56.750]  他是沒有要哥倫多人的錢
[00:08:56.750 --> 00:08:57.750]  當然我們後來都知道
[00:08:57.750 --> 00:08:59.750]  哥倫多人都不是特別有錢
[00:08:59.750 --> 00:09:03.750]  保羅為了要不給他們有一個負擔
[00:09:03.750 --> 00:09:05.750]  他自己去工作
[00:09:05.750 --> 00:09:09.750]  或者他接受其他教會的支持
[00:09:09.750 --> 00:09:11.750]  而竟然保羅說
[00:09:11.750 --> 00:09:12.750]  我現在白白傳福音給你
[00:09:12.750 --> 00:09:13.750]  我也犯了錯
[00:09:13.750 --> 00:09:14.750]  為什麼呢
[00:09:14.750 --> 00:09:16.750]  因為當那些超級使徒來到的時候
[00:09:16.750 --> 00:09:18.750]  超級使徒收不收錢
[00:09:18.750 --> 00:09:20.750]  收錢
[00:09:20.750 --> 00:09:23.750]  而很奇怪的
[00:09:23.750 --> 00:09:24.750]  哥倫多人竟然覺得
[00:09:24.750 --> 00:09:25.750]  超級使徒收他們這麼多錢
[00:09:25.750 --> 00:09:27.750]  才是超級使徒
[00:09:27.750 --> 00:09:29.750]  我不知道你有沒有聽過
[00:09:29.750 --> 00:09:32.750]  有人說街上有兩種手錶
[00:09:32.750 --> 00:09:34.750]  是特別能賣的
[00:09:34.750 --> 00:09:35.750]  一種是十元一隻
[00:09:35.750 --> 00:09:36.750]  港幣十元一隻
[00:09:36.750 --> 00:09:38.750]  就是升幣過半
[00:09:38.750 --> 00:09:40.750]  另一種就是勞力士
[00:09:40.750 --> 00:09:41.750]  一是很便宜
[00:09:41.750 --> 00:09:42.750]  一是很貴
[00:09:42.750 --> 00:09:45.750]  最能賣的就是這兩隻手錶
[00:09:45.750 --> 00:09:47.750]  保羅是賣便宜錶的
[00:09:47.750 --> 00:09:49.750]  起初很受歡迎
[00:09:49.750 --> 00:09:51.750]  接著有一個賣勞力士的
[00:09:51.750 --> 00:09:52.750]  要兌現他很多錢
[00:09:52.750 --> 00:09:54.750]  也是手錶
[00:09:54.750 --> 00:09:56.750]  接著那些人就覺得
[00:09:56.750 --> 00:09:58.750]  這個便宜錶就沒什麼價值了
[00:09:58.750 --> 00:10:03.750]  於是個個都跑去超級使徒那裡
[00:10:03.750 --> 00:10:05.750]  令到保羅很傷心
[00:10:05.750 --> 00:10:07.750]  他們最根本的問題
[00:10:07.750 --> 00:10:08.750]  不是分裂
[00:10:08.750 --> 00:10:10.750]  你可不可以再記住這件事
[00:10:10.750 --> 00:10:11.750]  他根本的問題
[00:10:11.750 --> 00:10:14.750]  是因為他們想爭奪
[00:10:14.750 --> 00:10:17.750]  上位的機會
[00:10:17.750 --> 00:10:23.750]  於是保羅就開始用福音
[00:10:23.750 --> 00:10:28.750]  去對抗他們的紛爭
[00:10:28.750 --> 00:10:29.750]  但他的紛爭
[00:10:29.750 --> 00:10:30.750]  不是紛爭和選擇
[00:10:30.750 --> 00:10:31.750]  是屬勢
[00:10:31.750 --> 00:10:33.750]  是他們要跟隨
[00:10:33.750 --> 00:10:35.750]  國民黨教會的屬勢
[00:10:35.750 --> 00:10:38.750]  所以保羅就用了四章聖經
[00:10:38.750 --> 00:10:40.750]  我們怎麼知道是四章聖經呢
[00:10:40.750 --> 00:10:42.750]  我教你一件事
[00:10:42.750 --> 00:10:43.750]  很棒的
[00:10:43.750 --> 00:10:45.750]  第一章第十節
[00:10:45.750 --> 00:10:47.750]  和第四章第十六節
[00:10:47.750 --> 00:10:49.750]  其實是對應的
[00:10:49.750 --> 00:10:51.750]  我們怎麼知道是對應呢
[00:10:51.750 --> 00:10:53.750]  第一章第十節這麼說
[00:10:53.750 --> 00:10:59.750]  弟兄們 我們 我直著 我們主耶穌基督的名
[00:10:59.750 --> 00:11:02.750]  勸你們說話要一致
[00:11:02.750 --> 00:11:04.750]  第四章第十六節這麼說
[00:11:04.750 --> 00:11:08.750]  所以我要求你們要效法我
[00:11:08.750 --> 00:11:10.750]  這裡說我勸你們
[00:11:10.750 --> 00:11:12.750]  這裡說我求你們
[00:11:12.750 --> 00:11:14.750]  中文还是中文,我都不懂了。
[00:11:14.750 --> 00:11:17.510]  英文也是不一樣,原文是一樣的
[00:11:17.510 --> 00:11:22.510]  這種我們叫做前後呼應 inclusion 的寫作手法
[00:11:22.510 --> 00:11:25.510]  保羅一開始說我勸你們要一致
[00:11:25.510 --> 00:11:27.510]  最後我勸你們效法我
[00:11:27.510 --> 00:11:32.510]  我勸你們一致,以致你們可以效法我,你明白嗎
[00:11:32.510 --> 00:11:35.510]  所以最終的目的就不是你一致就好了
[00:11:35.510 --> 00:11:38.510]  不是找到一家新的餐館,大家都很喜歡吃的
[00:11:38.510 --> 00:11:40.510]  坐下喝杯茶,那就搞定了
[00:11:40.510 --> 00:11:47.510]  是要他們一致在福音裡面,然後再去跟隨他
[00:11:47.510 --> 00:11:50.510]  如果你繼續看下去,在十一章第一節這麼說
[00:11:50.510 --> 00:11:54.510]  你們效法我,將我效法基督的樣子
[00:11:54.510 --> 00:11:58.510]  就是說要你們一致,不要再爭相位了
[00:11:58.510 --> 00:12:02.510]  不要再爭這個世界裡面的金錢地位了
[00:12:02.510 --> 00:12:07.510]  你們要一致追求天國,跟著我,效法我的樣子
[00:12:07.510 --> 00:12:11.510]  你想想,效法他的樣子也挺慘的
[00:12:11.510 --> 00:12:16.510]  是吧,保羅的樣子就不是很帥
[00:12:16.510 --> 00:12:20.510]  你效法他,跟著我效法基督一樣
[00:12:20.510 --> 00:12:26.510]  所以我們很肯定這四章是一致的
[00:12:26.510 --> 00:12:33.510]  我們現在要看的只是一章十八至二章
[00:12:33.510 --> 00:12:38.510]  聽出來,我們今晚沒時間看二章,我們只看到一章而已
[00:12:38.510 --> 00:12:42.510]  我有個三點的大綱
[00:12:42.510 --> 00:12:48.510]  一章第十八節到一章三十一節裡面說的是什麼呢
[00:12:48.510 --> 00:12:51.510]  滅亡如絕,得救大能
[00:12:51.510 --> 00:12:54.510]  十字教福音對於滅亡的人是如絕的
[00:12:54.510 --> 00:12:58.510]  對於得救的人是上帝的大能
[00:12:58.510 --> 00:13:04.510]  第二,右派人要的是神蹟,希臘人要的是智慧
[00:13:04.510 --> 00:13:09.510]  我們傳的是十字架,對於他們來說是半腳石
[00:13:09.510 --> 00:13:16.510]  第三,耶穌基督的十架是我們唯一要誇的東西
[00:13:16.510 --> 00:13:19.510]  除此以外,別無可誇
[00:13:19.510 --> 00:13:24.510]  最後我告訴你什麼叫誇耶穌基督
[00:13:24.510 --> 00:13:28.510]  誇是每個人都會說的,每個兒子都有得唱的
[00:13:28.510 --> 00:13:31.510]  是否唱了一首歌誇耀了耶穌基督呢?當然不是
[00:13:31.510 --> 00:13:33.510]  我一會兒最後會告訴你
[00:13:33.510 --> 00:13:37.510]  當一個人說我誇耀了耶穌基督或誇耀了上帝
[00:13:37.510 --> 00:13:40.510]  我其他沒有任何誇的時候
[00:13:40.510 --> 00:13:42.510]  這個人的生命應該是怎樣
[00:13:42.510 --> 00:13:47.510]  那你再問回自己,你有沒有誇耀上帝
[00:13:47.510 --> 00:13:49.510]  開始第一節
[00:13:49.510 --> 00:13:54.510]  因為十字架的道理,在那滅亡的人是愚絕的
[00:13:54.510 --> 00:14:00.510]  在我們得救的人,卻是上帝的大能
[00:14:00.510 --> 00:14:04.510]  我剛才已經講過,保羅所面對的不是一個普通分裂
[00:14:04.510 --> 00:14:09.510]  不是兩個人不合,性格不合,還是有些爭執的問題
[00:14:09.510 --> 00:14:15.510]  保羅講的是一個整個高雄多教會是朝向世界
[00:14:15.510 --> 00:14:18.510]  相信這個世界上位的福音
[00:14:18.510 --> 00:14:22.510]  如果不是,保羅不用一出來就出了絕招
[00:14:22.510 --> 00:14:25.510]  他第一節一出來拿一個解決方案的時候
[00:14:25.510 --> 00:14:28.510]  馬上出了十字架
[00:14:28.510 --> 00:14:30.510]  用不著這麼大劑
[00:14:30.510 --> 00:14:34.510]  而且不單是這樣,你看他的用詞是很絕的
[00:14:34.510 --> 00:14:40.510]  他說十字架的道理,在那滅亡的人是愚絕的
[00:14:40.510 --> 00:14:45.510]  假設你這次不聽我的話,不接受十字架的道理
[00:14:45.510 --> 00:14:49.510]  你會成為那幫人?滅亡的人
[00:14:49.510 --> 00:14:51.510]  他不是說外人,他是說你自己
[00:14:51.510 --> 00:14:53.510]  他說你們出了問題
[00:14:53.510 --> 00:14:56.510]  你們必須要回到十字架的道理裡面
[00:14:56.510 --> 00:15:01.510]  如果你不回,你就等於你是走向滅亡的人
[00:15:01.510 --> 00:15:04.510]  在我們得救的人是上帝的大能
[00:15:04.510 --> 00:15:07.510]  這個世界只有兩種人
[00:15:07.510 --> 00:15:11.510]  一種就是被上帝拯救的當中
[00:15:11.510 --> 00:15:15.510]  另一種是被走離上帝,在滅亡的當中
[00:15:15.510 --> 00:15:20.510]  這兩種人對十字架的道理有兩個不同的反應
[00:15:20.510 --> 00:15:24.510]  第一種人會覺得他是愚絕的
[00:15:24.510 --> 00:15:29.510]  第二種人會覺得他是上帝真正的大能
[00:15:29.510 --> 00:15:32.510]  保羅不是說普通的分裂
[00:15:32.510 --> 00:15:35.510]  普通是說一個不一樣的福音
[00:15:35.510 --> 00:15:38.510]  於是保羅用了十字架的道理呼召他們
[00:15:38.510 --> 00:15:42.510]  必須要生死之間去迴轉
[00:15:42.510 --> 00:15:47.510]  用了很強烈的言語,用了四張聖經來回應這件事
[00:15:47.510 --> 00:15:52.510]  你說教會究竟出了什麼問題呢?
[00:15:52.510 --> 00:15:56.510]  我這樣說,我不可以說他去到一個地步
[00:15:56.510 --> 00:16:02.510]  是現代的成功神學,富貴福音這麼誇張
[00:16:02.510 --> 00:16:06.510]  但很明顯他們是被這些超級使徒所吸引
[00:16:06.510 --> 00:16:10.510]  這些超級使徒在說,如果你真的跟隨上帝
[00:16:10.510 --> 00:16:14.510]  上帝會祝福你的時候,你的生命應該是向上的
[00:16:14.510 --> 00:16:18.510]  不是向下的,因為保羅的生命是向下的
[00:16:18.510 --> 00:16:21.510]  所以他說你看保羅的生命是向下的
[00:16:21.510 --> 00:16:24.510]  我們的生命是向上的,那你跟誰過呢?
[00:16:24.510 --> 00:16:26.510]  於是大家就吸引了他們
[00:16:26.510 --> 00:16:32.510]  我想說的是,我覺得他們的神學可以叫做
[00:16:32.510 --> 00:16:35.510]  人望高處,水望低流的神學
[00:16:35.510 --> 00:16:37.510]  你明白我的意思嗎?
[00:16:37.510 --> 00:16:40.510]  其實他們信的這件事就是說
[00:16:40.510 --> 00:16:42.510]  我們為什麼要信上帝呢?
[00:16:42.510 --> 00:16:45.510]  人望高處嘛,是吧?
[00:16:45.510 --> 00:16:48.510]  誰信神是想走下坡的呢?
[00:16:48.510 --> 00:16:50.510]  人生的路當然是越...
[00:16:50.510 --> 00:16:53.380]  越走越順越好,越來越上去
[00:16:53.380 --> 00:16:55.580]  做人也是為了這樣
[00:16:55.580 --> 00:16:57.260]  我們信耶穌,也是這樣
[00:16:57.260 --> 00:17:01.460]  這是一個人望高處,水望低流的神學
[00:17:01.460 --> 00:17:05.980]  但問題就是基督徒並不是人
[00:17:05.980 --> 00:17:09.860]  你有沒有想過?基督徒是超人
[00:17:09.860 --> 00:17:12.780]  你要看著我最後那張圖片,是X-man
[00:17:12.780 --> 00:17:14.620]  我們是Avengers
[00:17:14.620 --> 00:17:17.380]  基督徒是天外人
[00:17:17.380 --> 00:17:19.580]  基督徒是天上人
[00:17:19.580 --> 00:17:21.780]  基督徒是外星人
[00:17:21.780 --> 00:17:22.540]  你明白嗎?
[00:17:22.540 --> 00:17:26.780]  人就望高處,基督徒不望高處
[00:17:26.780 --> 00:17:29.100]  這是保羅最終那張底牌
[00:17:29.100 --> 00:17:30.460]  我慢慢展示給你看
[00:17:30.460 --> 00:17:34.900]  你看完四次,查經你覺得不對你再說
[00:17:34.900 --> 00:17:36.900]  但我告訴你,保羅有張底牌
[00:17:36.900 --> 00:17:40.700]  那張底牌就是基督徒是不望高處的
[00:17:40.700 --> 00:17:44.260]  而這些人是運行在一個人望高處
[00:17:44.260 --> 00:17:46.220]  水望低流的神學裏面
[00:17:46.220 --> 00:17:51.460]  所以他們就離開了十字架的道理
[00:17:51.460 --> 00:17:54.260]  就如經上所記
