
[00:00:00.000 --> 00:00:08.000]  這裏是一幅分隔著以色列人和巴勒斯坦人的一幅高牆
[00:02:07.000 --> 00:02:12.000]  今天就有這幅高牆圍住
[00:02:12.000 --> 00:02:15.000]  有人形容這幅高牆的背後
[00:02:15.000 --> 00:02:18.000]  是一個巨大的監獄
[00:02:18.000 --> 00:02:22.000]  其實這幅牆不單止在巴黎衡
[00:02:22.000 --> 00:02:23.000]  在巴勒斯坦
[00:02:23.000 --> 00:02:26.000]  也可能在世界的每一個角落
[00:02:26.000 --> 00:02:27.000]  在香港
[00:02:27.000 --> 00:02:29.000]  在我們的辦公室
[00:02:29.000 --> 00:02:31.000]  在我們的家庭
[00:02:31.000 --> 00:02:32.000]  教會
[00:02:32.000 --> 00:02:35.000]  甚至可能在我們每一個人的心裏
[00:02:35.000 --> 00:02:38.000]  今天國家與國家
[00:02:38.000 --> 00:02:40.000]  民族與民族
[00:02:40.000 --> 00:02:42.000]  人與人之間的隔閡
[00:02:42.000 --> 00:02:46.000]  令我們失去平安
[00:02:46.000 --> 00:02:48.000]  在二千年前
[00:02:48.000 --> 00:02:51.000]  第一個聖誕節之前
[00:02:51.000 --> 00:02:53.000]  天使曾經三次
[00:02:53.000 --> 00:02:55.000]  分別向不同的人宣告
[00:02:55.000 --> 00:02:58.000]  「不要怕」這個訊息
[00:02:58.000 --> 00:03:02.000]  到底這個重複了三次的訊息
[00:03:02.000 --> 00:03:07.000]  對我們今天的人有什麼意義呢?
[00:03:07.000 --> 00:03:09.000]  第一個意義就是
[00:03:09.000 --> 00:03:14.000]  這個訊息是向普天下的人說的
[00:03:14.000 --> 00:03:16.000]  剛才我們所讀的經文
[00:03:16.000 --> 00:03:19.000]  我們看到天使是如何宣告
[00:03:19.000 --> 00:03:21.000]  這個「不要怕」的訊息
[00:03:21.000 --> 00:03:23.000]  而訊息的對象
[00:03:23.000 --> 00:03:25.000]  分別是撒加利亞
[00:03:25.000 --> 00:03:29.000]  瑪利亞和野地的牧羊人
[00:03:29.000 --> 00:03:33.000]  其實他們的身份都很不同
[00:03:33.000 --> 00:03:36.000]  我們首先看看撒加利亞
[00:03:36.000 --> 00:03:39.000]  撒加利亞是什麼人呢?
[00:03:39.000 --> 00:03:41.000]  我們一起讀
[00:03:41.000 --> 00:03:44.000]  「當猶太王希律的時候
[00:03:44.000 --> 00:03:47.000]  亞比亞班女有一個祭司
[00:03:47.000 --> 00:03:49.000]  名叫撒加利亞
[00:03:49.000 --> 00:03:52.000]  他妻子是阿倫的後裔人
[00:03:52.000 --> 00:03:54.000]  名叫伊麗莎白」
[00:03:54.000 --> 00:03:58.000]  這裡說撒加利亞的身份是一個祭司
[00:03:58.000 --> 00:04:01.000]  祭司的工作主要是負責
[00:04:01.000 --> 00:04:05.000]  聖殿裏面日常祭祀的工作
[00:04:05.000 --> 00:04:12.000]  根據《歷代至上》第24章提到
[00:04:12.000 --> 00:04:14.000]  在大衛的時代
[00:04:14.000 --> 00:04:19.000]  這些祭司分成24班
[00:04:19.000 --> 00:04:23.000]  輪流在聖殿裏處理各樣的事務
[00:04:23.000 --> 00:04:27.000]  而亞比亞班是屬於第八班
[00:04:27.000 --> 00:04:29.000]  到了耶穌的時代
[00:04:29.000 --> 00:04:33.000]  祭司的人數大概有八千人
[00:04:33.000 --> 00:04:36.000]  那麼多的人其實很難同一時間
[00:04:36.000 --> 00:04:38.000]  在聖殿裏工作
[00:04:38.000 --> 00:04:41.000]  所以他們要輪班制
[00:04:41.000 --> 00:04:44.000]  當時也是分24班
[00:04:44.000 --> 00:04:47.000]  他們輪流在聖殿裏工作
[00:04:47.000 --> 00:04:49.000]  侍奉一個星期
[00:04:49.000 --> 00:04:51.000]  而具體的職務
[00:04:51.000 --> 00:04:54.000]  是經抽籤來決定的
[00:04:54.000 --> 00:04:58.000]  所以撒加利亞當時抽到一支好籤
[00:04:58.000 --> 00:05:02.000]  就可以進去聖殿裏進行燒香的侍奉工作
[00:05:02.000 --> 00:05:04.000]  這種機會其實不多
[00:05:04.000 --> 00:05:09.000]  一生人裏都不太可能進入聖殿裏
[00:05:09.000 --> 00:05:12.000]  另外根據律法的規定
[00:05:12.000 --> 00:05:14.000]  只有亞倫的後人
[00:05:14.000 --> 00:05:16.000]  亞倫即是摩西的哥哥
[00:05:16.000 --> 00:05:19.000]  只有亞倫的後人才可以做祭司
[00:05:19.000 --> 00:05:22.000]  撒加利亞不單是自己的祭司
[00:05:22.000 --> 00:05:25.000]  他的妻子以利沙伯
[00:05:25.000 --> 00:05:29.000]  同時也是亞倫的後人
[00:05:29.000 --> 00:05:32.000]  經文亦提到他們
[00:05:32.000 --> 00:05:36.000]  「他們二人在上帝面前都是義人
[00:05:36.000 --> 00:05:39.000]  進行主的一切戒命禮儀
[00:05:39.000 --> 00:05:41.000]  沒有可指責的」
[00:05:41.000 --> 00:05:42.000]  這裏所指的義人
[00:05:42.000 --> 00:05:47.000]  不是指他們在道德上完全沒有瑕疵
[00:05:47.000 --> 00:05:51.000]  而是指那些敬畏神的人
[00:05:51.000 --> 00:05:54.000]  他們是得蒙神的喜悅
[00:05:54.000 --> 00:05:55.000]  換句話說
[00:05:55.000 --> 00:05:59.000]  撒加利亞是當時的專業人士
[00:05:59.000 --> 00:06:01.000]  他們在社會上有地位
[00:06:01.000 --> 00:06:03.000]  他們夫婦亦都受人尊重
[00:06:03.000 --> 00:06:07.000]  在信仰上可以說是不能談的
[00:06:07.000 --> 00:06:13.000]  第二個天使報信的對象就是瑪利亞
[00:06:13.000 --> 00:06:15.000]  這裏提到
[00:06:15.000 --> 00:06:17.000]  「道一個童女那女
[00:06:17.000 --> 00:06:19.000]  是已經許配大衛家的一個人
[00:06:19.000 --> 00:06:20.000]  名叫若瑟
[00:06:20.000 --> 00:06:23.000]  童女的名字叫瑪利亞」
[00:06:23.000 --> 00:06:26.000]  其實聖經對瑪利亞的描述很簡單
[00:06:26.000 --> 00:06:28.000]  說她是一個童女
[00:06:28.000 --> 00:06:32.000]  童女即是未婚的少女
[00:06:32.000 --> 00:06:36.000]  當中包含童貞女的意思
[00:06:36.000 --> 00:06:40.000]  而瑪利亞是已經許配了若瑟
[00:06:40.000 --> 00:06:44.000]  亦即是說她是若瑟未過門的妻子
[00:06:44.000 --> 00:06:48.000]  聖經對於瑪利亞的描述就是這麼簡單
[00:06:48.000 --> 00:06:52.000]  我們可以說瑪利亞是一個很普通的女孩
[00:06:52.000 --> 00:06:57.000]  甚至可以說是一個鄰家的女孩
[00:06:57.000 --> 00:07:00.000]  現在來到天使報信的第三個對象
[00:07:00.000 --> 00:07:03.000]  就是野地的牧羊人
[00:07:03.000 --> 00:07:05.000]  其實聖經裏說
[00:07:05.000 --> 00:07:08.000]  伯利恆一帶的牧羊人
[00:07:08.000 --> 00:07:10.000]  其實沒有提及野地
[00:07:10.000 --> 00:07:13.000]  是指他們在伯利恆一帶的地方
[00:07:13.000 --> 00:07:16.000]  牧放羊群
[00:07:16.000 --> 00:07:17.000]  在晚上的時候
[00:07:17.000 --> 00:07:21.000]  他們會鄰耕來看守羊群
[00:07:21.000 --> 00:07:25.000]  由於伯利恆其實是接近耶路撒冷的
[00:07:25.000 --> 00:07:27.000]  所以有些學者就認為
[00:07:27.000 --> 00:07:30.000]  在伯利恆一帶牧放的羊群
[00:07:30.000 --> 00:07:35.000]  這些羊是用來在聖殿獻祭用的
[00:07:35.000 --> 00:07:38.000]  所以這些羊群是很聖潔的
[00:07:38.000 --> 00:07:42.000]  他們是專門獻給神
[00:07:42.000 --> 00:07:44.000]  但是諷刺的就是
[00:07:44.000 --> 00:07:47.000]  牧羊這些聖潔的牧羊人
[00:07:47.000 --> 00:07:49.000]  是被視為不潔的
[00:07:49.000 --> 00:07:51.000]  為什麼呢?
[00:07:51.000 --> 00:07:53.000]  原因就是這些牧羊人
[00:07:53.000 --> 00:07:56.000]  他們做的工作其實是很骯髒的
[00:07:56.000 --> 00:07:59.000]  要包括生養死葬
[00:07:59.000 --> 00:08:02.000]  那些羊出生的時候要接生
[00:08:02.000 --> 00:08:04.000]  養死的時候要收拾屍體
[00:08:04.000 --> 00:08:07.000]  所以以色列人視他們為不潔
[00:08:07.000 --> 00:08:08.000]  還有一個原因就是
[00:08:08.000 --> 00:08:11.000]  他們不能夠像正常人一樣
[00:08:11.000 --> 00:08:15.000]  過正常的宗教生活
[00:08:15.000 --> 00:08:19.000]  每個星期到聖殿去敬拜神
[00:08:19.000 --> 00:08:22.000]  所以基於這些種種的原因
[00:08:22.000 --> 00:08:25.000]  牧羊人就被視為低賤、不潔
[00:08:25.000 --> 00:08:28.000]  甚至被拒諸門外
[00:08:28.000 --> 00:08:33.000]  在這裡我們看到天使布加欽的對象
[00:08:33.000 --> 00:08:35.000]  有尊貴的撒加利亞
[00:08:35.000 --> 00:08:38.000]  有鄰家女孩瑪利亞
[00:08:38.000 --> 00:08:42.000]  也有弱勢社群牧羊人
[00:08:42.000 --> 00:08:45.000]  這一點不僅提醒我們
[00:08:45.000 --> 00:08:48.000]  這個救贖主
[00:08:48.000 --> 00:08:50.000]  其實他的救贖
[00:08:50.000 --> 00:08:55.000]  是不論性別、種族和階層
[00:08:55.000 --> 00:08:57.000]  所以我們作為基督徒
[00:08:57.000 --> 00:09:00.000]  理論上我們不僅要向那些
[00:09:00.000 --> 00:09:05.000]  位高權重的上司、老闆傳福音
[00:09:05.000 --> 00:09:07.000]  我們也要向身邊的同事傳福音
[00:09:07.000 --> 00:09:10.000]  更加要向那些負責清潔的
[00:09:10.000 --> 00:09:16.000]  可能職位比較低的清潔姐姐傳福音
[00:09:16.000 --> 00:09:19.000]  他們也是我們的福音對象
[00:09:19.000 --> 00:09:23.000]  還有一點就是
[00:09:23.000 --> 00:09:26.000]  無論你是什麼人
[00:09:26.000 --> 00:09:31.000]  你都需要上帝的拯救
[00:09:31.000 --> 00:09:34.000]  在天使報信的這三個對象裡
[00:09:34.000 --> 00:09:37.000]  其實最容易和我們認同的
[00:09:37.000 --> 00:09:41.000]  很可能是普通階層的瑪利亞
[00:09:41.000 --> 00:09:48.000]  又或者是社會地位比較高的撒加利亞
[00:09:48.000 --> 00:09:50.000]  但其實今天這兩類人
[00:09:50.000 --> 00:09:53.000]  都不容易相信耶穌
[00:09:53.000 --> 00:09:56.000]  因為他們覺得自己沒有需要
[00:09:56.000 --> 00:09:59.000]  但是否真的沒有需要呢?
[00:09:59.000 --> 00:10:04.000]  經文提到撒加利亞最大的遺憾是什麼?
[00:10:04.000 --> 00:10:08.000]  就是不能生育,沒有子女
[00:10:08.000 --> 00:10:10.000]  在當時的社會來說
[00:10:10.000 --> 00:10:15.000]  不能生育不僅是夫婦之間的遺憾
[00:10:15.000 --> 00:10:19.000]  這個妻子更加會在社群當中
[00:10:19.000 --> 00:10:22.000]  面對很多的羞辱
[00:10:22.000 --> 00:10:24.000]  所以撒加利亞雖然是一個專業人士
[00:10:24.000 --> 00:10:26.000]  有社會地位
[00:10:26.000 --> 00:10:33.000]  但是她心中仍然有一個遺憾
[00:10:33.000 --> 00:10:37.000]  有一隻老鼠很害怕貓
[00:10:37.000 --> 00:10:42.000]  於是她找了神仙來打救牠
[00:10:42.000 --> 00:10:44.000]  神仙可憐牠
[00:10:44.000 --> 00:10:46.000]  看牠那麼慘
[00:10:46.000 --> 00:10:49.000]  就將這隻老鼠變成一隻貓
[00:10:49.000 --> 00:10:53.000]  讓牠以後都不用怕貓了
[00:10:53.000 --> 00:10:56.000]  誰不知牠過了不久
[00:10:56.000 --> 00:11:01.000]  就很害怕地又來找神仙來打救牠
[00:11:01.000 --> 00:11:05.000]  原來牠這次遇上了一隻惡史能登的狗
[00:11:05.000 --> 00:11:09.000]  就向牠吠
[00:11:09.000 --> 00:11:14.000]  牠就像一隻垂頭喪氣的狗
[00:11:14.000 --> 00:11:19.000]  走來請神仙去打救
[00:11:19.000 --> 00:11:25.000]  於是神仙就將牠變成一隻狗
[00:11:25.000 --> 00:11:27.000]  讓牠以後都不用怕
[00:11:27.000 --> 00:11:30.000]  誰不知沒多久牠又走來
[00:11:30.000 --> 00:11:35.000]  原來牠這次遇上了一隻老虎
[00:11:35.000 --> 00:11:39.000]  於是神仙就使出他的絕技
[00:11:39.000 --> 00:11:43.000]  將這隻老鼠變成一隻老虎
[00:11:43.000 --> 00:11:47.000]  想著從此可以一勞永逸
[00:11:47.000 --> 00:11:49.000]  誰不知過不了兩天
[00:11:49.000 --> 00:11:52.000]  這隻老鼠又來找神仙
[00:11:52.000 --> 00:11:56.000]  這次牠遇上了獵人
[00:11:56.000 --> 00:12:01.000]  獵人用槍口對著牠
[00:12:01.000 --> 00:12:06.000]  把牠嚇得快要賴尿
[00:12:06.000 --> 00:12:10.000]  這次神仙對牠搖頭嘆氣
[00:12:10.000 --> 00:12:12.000]  對牠說了一句話
[00:12:12.000 --> 00:12:14.000]  「你沒得救了
[00:12:14.000 --> 00:12:17.000]  真正的問題不是在外面
[00:12:17.000 --> 00:12:19.000]  是在你的心裏面
[00:12:19.000 --> 00:12:22.000]  我幫不了你了」
[00:12:22.000 --> 00:12:26.000]  今天我們的問題很可能都是一樣
[00:12:26.000 --> 00:12:30.000]  雖然我們不是好像巴勒斯坦人
[00:12:30.000 --> 00:12:32.000]  或者敘利亞人那樣
[00:12:32.000 --> 00:12:35.000]  生活在烽煙四起的戰場
[00:12:35.000 --> 00:12:40.000]  但我們的心中卻是常常都不能夠有平安
[00:12:40.000 --> 00:12:44.000]  因為戰場就在我們的心裏面
[00:12:44.000 --> 00:12:49.000]  我們的外表可能看起來是無可指責
[00:12:49.000 --> 00:12:54.000]  但心裏可能充斥著各樣的懼怕
[00:12:54.000 --> 00:12:58.000]  怯懦和遺憾
[00:12:58.000 --> 00:13:01.000]  我們需要幫助
[00:13:01.000 --> 00:13:07.000]  你願不願意這位主耶穌來幫助你呢?
[00:13:07.000 --> 00:13:10.000]  你願不願意接受這位主耶穌
[00:13:10.000 --> 00:13:13.000]  用祂的愛來充滿你的心
[00:13:13.000 --> 00:13:17.000]  使你可以得到這份真正的平安
[00:13:17.000 --> 00:13:21.000]  不再需要懼怕
[00:13:21.000 --> 00:13:23.000]  天使所報的佳音
[00:13:23.000 --> 00:13:26.000]  對我們來說的確是一個佳音
[00:13:26.000 --> 00:13:29.000]  除了因為這是一個向普世的人
[00:13:29.000 --> 00:13:32.000]  傳講的一個佳音之外
[00:13:32.000 --> 00:13:37.000]  這一個其實也是超越我們世人所想
[00:13:37.000 --> 00:13:39.000]  所求的一個佳音
[00:13:39.000 --> 00:13:42.000]  剛才我說到撒加利亞的遺憾
[00:13:42.000 --> 00:13:44.000]  就是不能夠生育
[00:13:44.000 --> 00:13:46.000]  這個未完的夢
[00:13:46.000 --> 00:13:49.000]  跟著天使的預言
[00:13:49.000 --> 00:13:52.000]  現在有機會實現
[00:13:52.000 --> 00:13:55.000]  天使向他宣佈一個佳音
[00:13:55.000 --> 00:13:59.000]  他的妻子將要生一個兒子
[00:13:59.000 --> 00:14:03.000]  而這個孩子將來會服侍神
[00:14:03.000 --> 00:14:05.000]  他在神的計劃裏
[00:14:05.000 --> 00:14:08.000]  將要擔當一個很重要的角色
[00:14:08.000 --> 00:14:12.000]  使以色列人悔改歸向神
[00:14:12.000 --> 00:14:17.000]  結果就像天使所說的
[00:14:17.000 --> 00:14:19.000]  一一實現了
[00:14:19.000 --> 00:14:24.000]  撒加利亞的兒子就是施洗約翰
[00:14:24.000 --> 00:14:28.000]  他長大後就在曠野傳道
[00:14:28.000 --> 00:14:32.000]  帶領了不少的以色列人悔改歸向神
[00:14:32.000 --> 00:14:37.000]  他預備了以色列人的心歸向上帝
[00:14:37.000 --> 00:14:43.000]  連耶穌都去到施洗約翰那裏受他的洗
[00:14:43.000 --> 00:14:46.000]  撒加利亞從來沒有想過
[00:14:46.000 --> 00:14:48.000]  他那個已經過了生育年齡的妻子
[00:14:48.000 --> 00:14:52.000]  竟然可以再生一個兒子出來
[00:14:52.000 --> 00:14:54.000]  就是因為他的不信
[00:14:54.000 --> 00:14:57.000]  所以天使就令他變成一個啞巴
[00:14:57.000 --> 00:15:00.000]  直到等到他的兒子出世之後
[00:15:00.000 --> 00:15:03.000]  他才可以再說話
[00:15:03.000 --> 00:15:08.000]  不過令撒加利亞更加意想不到的是
[00:15:08.000 --> 00:15:11.000]  他的兒子一生都沒有結婚
[00:15:11.000 --> 00:15:15.000]  後來甚至殉道而死
[00:15:15.000 --> 00:15:20.000]  他沒有辦法負起傳宗接代的責任
[00:15:20.000 --> 00:15:22.000]  如果從這個角度來看
[00:15:22.000 --> 00:15:27.000]  到底撒加利亞的禱告有沒有蒙英韻呢?
[00:15:27.000 --> 00:15:29.000]  上帝所成就的事
[00:15:29.000 --> 00:15:36.000]  是否撒加利亞所想所求呢?
[00:15:36.000 --> 00:15:46.000]  在《路加夫音》第一章67-79這段落
[00:15:46.000 --> 00:15:50.000]  我們稱它為撒加利亞的頌詞
[00:15:50.000 --> 00:15:52.000]  而在這篇頌詞的第一句是
[00:15:52.000 --> 00:15:56.000]  「主以色列的神是應當稱頌的」
[00:15:56.000 --> 00:15:58.000]  就是因著這句說話
[00:15:58.000 --> 00:16:04.000]  這篇頌詞亦稱為「以色列頌」
[00:16:04.000 --> 00:16:09.000]  這篇頌詞是撒加利亞在他的兒子約翰出世之後
[00:16:09.000 --> 00:16:15.000]  被聖靈充滿對上帝發出的稱頌
[00:16:15.000 --> 00:16:19.000]  但內容的重點卻不是他自己個人
[00:16:19.000 --> 00:16:25.000]  又或者他家庭一年老得子而有的感恩事項
[00:16:25.000 --> 00:16:32.000]  內容主要是他對上帝的救贖發出稱頌
[00:16:32.000 --> 00:16:34.000]  這個救贖不單只是對他
[00:16:34.000 --> 00:16:37.000]  是對整個以色列民
[00:16:37.000 --> 00:16:39.000]  來到這一刻
[00:16:39.000 --> 00:16:41.000]  撒加利亞所經歷的
[00:16:41.000 --> 00:16:46.000]  不再單單是對他個人的救贖
[00:16:46.000 --> 00:16:47.000]  一個恩典
[00:16:47.000 --> 00:16:54.000]  他看到的是上帝向普天下人所施行的救恩
[00:16:54.000 --> 00:16:59.000]  今天的基督徒
[00:16:59.000 --> 00:17:02.000]  其實有一個常見的問題就是
[00:17:02.000 --> 00:17:05.000]  我們會將上帝私有化
[00:17:05.000 --> 00:17:13.000]  我們將上帝矮化成為一個滿足我們個人願望的神
[00:17:13.000 --> 00:17:17.000]  我們其實和阿拉丁的分別都不是很大
[00:17:17.000 --> 00:17:23.000]  我們常常都想這位上帝去滿足我們的生活所需
[00:17:23.000 --> 00:17:25.000]  醫治我們的頭暈身痛
[00:17:25.000 --> 00:17:28.000]  幫我們的子女找一間好學校
[00:17:28.000 --> 00:17:30.000]  我們有幾何會問
[00:17:30.000 --> 00:17:33.000]  「上帝啊!你想我怎樣?」
[00:17:33.000 --> 00:17:34.000]  我們通常都問
[00:17:34.000 --> 00:17:35.000]  我們這樣問
[00:17:35.000 --> 00:17:36.000]  我們這樣說的時候
[00:17:36.000 --> 00:17:38.000]  通常都是在質問上帝
[00:17:38.000 --> 00:17:40.000]  「上帝啊!你想怎樣?」
[00:17:40.000 --> 00:17:42.000]  背後其實不是在說
[00:17:42.000 --> 00:17:43.000]  「上帝啊!你想我怎樣?」
[00:17:43.000 --> 00:17:47.000]  「我在這裏,請差遣我」
[00:17:47.000 --> 00:17:49.000]  我們通常都只會說
[00:17:49.000 --> 00:17:53.000]  「上帝啊!我想這樣,這樣,這樣」
[00:17:53.000 --> 00:17:57.000]  「求祢讓我做到這樣,這樣,這樣」
[00:17:57.000 --> 00:17:58.000]  我們有幾何會說
[00:17:58.000 --> 00:18:02.000]  「上帝啊!你想我去哪裏?」
[00:18:02.000 --> 00:18:05.000]  「我都願意去」
[00:18:05.000 --> 00:18:06.000]  我們通常都只會說
[00:18:06.000 --> 00:18:09.000]  「上帝啊!我想去那裏,那裏」
[00:18:09.000 --> 00:18:13.000]  「求祢讓我去那裏,那裏」
[00:18:13.000 --> 00:18:17.000]  其實如果我們取走了「求」字
[00:18:17.000 --> 00:18:19.000]  我們對待上帝
[00:18:19.000 --> 00:18:21.000]  和對待一個的士司機的分別
[00:18:21.000 --> 00:18:23.000]  都不是很大
[00:18:23.000 --> 00:18:27.000]  車輛是由的士司機去駕駛
[00:18:27.000 --> 00:18:30.000]  不過決定去哪裏
[00:18:30.000 --> 00:18:33.000]  是由我們去決定的
[00:18:33.000 --> 00:18:37.000]  現在我想說回剛才我提出的問題
[00:18:37.000 --> 00:18:40.000]  到底上帝有沒有應允
[00:18:40.000 --> 00:18:44.000]  撒加尼亞的禱告
[00:18:44.000 --> 00:18:46.000]  上帝所成就的
[00:18:46.000 --> 00:18:50.000]  是否撒加尼亞所想要的呢?
[00:18:50.000 --> 00:18:53.000]  我的答案就是
[00:18:53.000 --> 00:18:57.000]  上帝賜給撒加尼亞的東西
[00:18:57.000 --> 00:19:00.000]  是祂想要的東西
[00:19:00.000 --> 00:19:03.000]  上帝不單止將祂想要的東西賜給她
[00:19:03.000 --> 00:19:07.000]  並且將更大、更重要、更有益處的東西
[00:19:07.000 --> 00:19:08.000]  來賜給她
[00:19:08.000 --> 00:19:10.000]  也不單止賜給她
[00:19:10.000 --> 00:19:12.000]  而是賜給整個民族
[00:19:12.000 --> 00:19:16.000]  甚至是整個世界
[00:19:16.000 --> 00:19:19.000]  上帝不單止這樣待撒加尼亞
[00:19:19.000 --> 00:19:21.000]  祂不是特別優待她
[00:19:21.000 --> 00:19:26.000]  其實祂對我們每一個人都是一樣
[00:19:26.000 --> 00:19:27.000]  我們所求的
[00:19:27.000 --> 00:19:28.000]  如果上帝認為是好的
[00:19:28.000 --> 00:19:30.000]  祂會給我們
[00:19:30.000 --> 00:19:32.000]  如果今天我們發覺
[00:19:32.000 --> 00:19:35.000]  我們的禱告未蒙應允
[00:19:35.000 --> 00:19:38.000]  是因為上帝會給更好的東西
[00:19:38.000 --> 00:19:40.000]  來賜給我們
[00:19:40.000 --> 00:19:42.000]  這句說話是我們常聽的
[00:19:42.000 --> 00:19:45.000]  到底為什麼呢?
[00:19:45.000 --> 00:19:49.000]  意思就是說
[00:19:49.000 --> 00:19:52.000]  可能你的禱告是求神
[00:19:52.000 --> 00:19:55.000]  將你一個很難受的同事拿走
[00:19:55.000 --> 00:19:59.000]  讓你不用再忍耐他
[00:19:59.000 --> 00:20:04.000]  不過上帝未必會如你所願
[00:20:04.000 --> 00:20:07.000]  祂會將更多更難受的同事
[00:20:07.000 --> 00:20:09.000]  擺在你的身邊
[00:20:09.000 --> 00:20:11.000]  祂給你的
[00:20:11.000 --> 00:20:17.000]  是一個可以操練你恆久忍耐的機會
[00:20:17.000 --> 00:20:19.000]  又或者你求的
[00:20:19.000 --> 00:20:23.000]  是求上帝賜給你勇氣
[00:20:23.000 --> 00:20:27.000]  但是上帝並沒有將一種叫做勇氣的程式
[00:20:27.000 --> 00:20:30.000]  輸入你的生命
[00:20:30.000 --> 00:20:32.000]  而是祂藉著環境
[00:20:32.000 --> 00:20:38.000]  將你的生命操練得更加勇敢
[00:20:38.000 --> 00:20:41.000]  又或者上帝沒有將你的困難拿走
[00:20:41.000 --> 00:20:44.000]  使你得著平安
[00:20:44.000 --> 00:20:47.000]  而是使你不再將你的寄望
[00:20:47.000 --> 00:20:51.000]  放在那些不可靠的人與事上
[00:20:51.000 --> 00:20:58.000]  使你能夠得著真正的平安
[00:20:58.000 --> 00:21:01.000]  撒加利亞由不能生育
[00:21:01.000 --> 00:21:04.000]  到年老得子
[00:21:04.000 --> 00:21:08.000]  到兒子殉道而死
[00:21:08.000 --> 00:21:10.000]  在德與瑟之間
[00:21:10.000 --> 00:21:13.000]  他認識了這位上帝
[00:21:13.000 --> 00:21:15.000]  他認識了這位上帝
[00:21:15.000 --> 00:21:18.000]  超越我們所想像的
[00:21:18.000 --> 00:21:22.000]  所求的那位上帝
[00:21:22.000 --> 00:21:29.000]  今天可能你正在經歷人生裡的各種高低起跌
[00:21:29.000 --> 00:21:31.000]  在德與瑟的背後
[00:21:31.000 --> 00:21:40.000]  你看不看到上帝對你的祝福呢?
[00:21:40.000 --> 00:21:42.000]  這個佳音之所以成為佳音
[00:21:42.000 --> 00:21:45.000]  還有第三個意義
[00:21:45.000 --> 00:21:50.000]  就是它是一個無懼風雨的佳音
[00:21:50.000 --> 00:21:52.000]  在剛才所讀的經文裡
[00:21:52.000 --> 00:21:57.000]  天使分別向三個人和群體出現
[00:21:57.000 --> 00:22:00.000]  每一次那些人的反應都是一樣
[00:22:00.000 --> 00:22:06.000]  而天使對他們的回應也是一樣
[00:22:06.000 --> 00:22:10.000]  「撒加利亞看見就驚慌害怕」
[00:22:10.000 --> 00:22:11.000]  天使對他說
[00:22:11.000 --> 00:22:14.000]  「撒加利亞不要害怕」
[00:22:14.000 --> 00:22:19.000]  「瑪利亞因這說就很驚慌又反覆思想」
[00:22:19.000 --> 00:22:21.000]  「這樣問安是甚麼意思?」
[00:22:21.000 --> 00:22:22.000]  天使對他說
[00:22:22.000 --> 00:22:25.000]  「瑪利亞不要怕」
[00:22:25.000 --> 00:22:28.000]  「有主的使者站在他們旁邊」
[00:22:28.000 --> 00:22:31.000]  「牧羊的人就甚懼怕」
[00:22:31.000 --> 00:22:32.000]  天使對他們說
[00:22:32.000 --> 00:22:34.000]  「不要懼怕」
[00:22:34.000 --> 00:22:38.000]  「懼怕」其實是人和上帝相遇的時候
[00:22:38.000 --> 00:22:40.000]  一個常有的反應
[00:22:40.000 --> 00:22:45.000]  而「不要怕」就是天使對這些屬神的人
