
[00:00:00.000 --> 00:00:01.480]  「家傳之寶」
[00:01:33.440 --> 00:01:37.120]  原來由1901年到現在
[00:01:37.120 --> 00:01:40.080]  在眾多的諾貝爾得獎者當中
[00:01:40.080 --> 00:01:42.080]  猶太人都佔了多少百分比?
[00:01:42.080 --> 00:01:43.480]  22%
[00:01:43.480 --> 00:01:47.600]  就是接近有200人都是拿過諾貝爾獎的
[00:01:47.600 --> 00:01:49.840]  其中最著名的我相信大家都認識的
[00:01:49.840 --> 00:01:53.840]  就是愛因斯坦
[00:01:53.840 --> 00:01:58.480]  但其實我們看回猶太人佔世界整個人口是多少?
[00:01:58.480 --> 00:02:00.480]  就是0.2%
[00:02:00.480 --> 00:02:04.880]  所以這是一個很明顯的一個特別之處
[00:02:04.880 --> 00:02:09.200]  究竟猶太人又有什麼家傳之寶
[00:02:09.200 --> 00:02:11.680]  令到他們好像特別有錢的呢?
[00:02:11.680 --> 00:02:13.680]  特別有智慧的呢?
[00:02:13.680 --> 00:02:20.720]  可能答案就在《生命記》六章裏面
[00:02:20.720 --> 00:02:23.520]  就是剛剛剛剛彼洪執事幫我們讀的經文
[00:02:23.520 --> 00:02:26.160]  我再讀一次頭三節
[00:02:26.160 --> 00:02:28.160]  不過是新漢語譯本
[00:02:28.160 --> 00:02:31.360]  新漢語譯本是一個比較近的翻譯
[00:02:31.360 --> 00:02:33.920]  是用漁民翻譯成中文的
[00:02:33.920 --> 00:02:36.880]  我們看看當中有沒有一些啟示給我們
[00:02:36.880 --> 00:02:37.920]  我讀給大家聽
[00:02:37.920 --> 00:02:43.040]  這就是上主你們的神所吩咐的誡命律例典章
[00:02:43.040 --> 00:02:45.040]  為要教導你們
[00:02:45.040 --> 00:02:49.440]  使你們再將要過去佔領的地上可以進行
[00:02:49.440 --> 00:02:55.520]  其實《生命記》就是摩西要向以色列人重申上帝的律法和誡命
[00:02:55.520 --> 00:02:57.520]  他們將要進行應許之地
[00:02:57.520 --> 00:02:58.880]  第二節
[00:02:58.880 --> 00:03:00.880]  在你有生之日
[00:03:00.880 --> 00:03:02.880]  敬畏上主你的神
[00:03:02.880 --> 00:03:05.440]  謹守他一世的律例、誡命
[00:03:05.440 --> 00:03:10.640]  就是我吩咐你的兒子和你的兒子的兒子
[00:03:10.640 --> 00:03:13.680]  使你的日子可以長久
[00:03:13.680 --> 00:03:15.680]  第三節我們一起讀
[00:03:15.680 --> 00:03:19.840]  以色列你要聽、要謹守遵行
[00:03:19.840 --> 00:03:22.800]  好使你在流奶與物之地得福
[00:03:22.800 --> 00:03:25.280]  你的人數大大增多
[00:03:25.280 --> 00:03:30.240]  正如上主你先祖的神所對你說的那樣
[00:03:30.240 --> 00:03:33.680]  這個經文為什麼這麼重要呢?
[00:03:33.680 --> 00:03:41.040]  就好像上帝要他們去承傳最重要最重要的東西給他們的下一代
[00:03:41.040 --> 00:03:45.840]  你要留意到很特別的,你的兒子和你的兒子的兒子
[00:03:45.840 --> 00:03:50.240]  為什麼新漢日本這麼累贅,你的子孫就可以了
[00:03:50.240 --> 00:03:54.800]  其實原來在希伯來文裡面原文是沒有子孫這個字的
[00:03:54.800 --> 00:03:59.600]  他們就要用你兒子的兒子才能夠表達到下一代的意思
[00:03:59.600 --> 00:04:01.600]  但就是這樣
[00:04:01.600 --> 00:04:05.680]  家傳之寶,世世代代傳下去的是什麼?
[00:04:05.680 --> 00:04:09.280]  第三節說以色列你要聽,聽什麼?
[00:04:09.280 --> 00:04:11.280]  要聽上帝的誡命
[00:04:11.280 --> 00:04:13.280]  不單止用耳朵聽
[00:04:13.280 --> 00:04:16.640]  更加要聽從,去服從上帝的說話
[00:04:16.640 --> 00:04:20.640]  他們將要進入一個應許之地
[00:04:20.640 --> 00:04:22.640]  是一個流奶與物之地
[00:04:22.640 --> 00:04:26.160]  但同樣都是充滿著異邦異國異族
[00:04:26.160 --> 00:04:29.440]  很多敵人你以為你來我那裡住我就讓你住
[00:04:29.440 --> 00:04:30.960]  他們要打一場仗
[00:04:30.960 --> 00:04:35.040]  進去之後可能會面對很多異邦的文化,其他的信仰拜偶像
[00:04:35.040 --> 00:04:40.000]  他們怎樣能夠流傳下去,怎樣能夠得著上帝給他們的福呢?
[00:04:40.000 --> 00:04:43.520]  就是要遵行上帝的話語,去守約
[00:04:43.520 --> 00:04:46.080]  上帝就是一個守約、施慈愛的神
[00:04:46.080 --> 00:04:48.080]  當你願意去守約
[00:04:48.080 --> 00:04:51.680]  上帝就將更多的福氣臨到他們身上
[00:04:51.680 --> 00:04:57.840]  所以這個就是猶太人要給他們下一代的家傳之寶
[00:04:57.840 --> 00:04:59.840]  當我們進入今天的道之前
[00:04:59.840 --> 00:05:03.600]  我們再求主給我們聆聽的耳朵去聽上帝的道
[00:05:03.600 --> 00:05:05.200]  我們一起禱告
[00:05:05.200 --> 00:05:07.680]  親愛的天父,我求你幫助我們
[00:05:07.680 --> 00:05:11.760]  在今天這個兒童主日的一個祖堂崇拜當中
[00:05:11.760 --> 00:05:16.800]  我們這裡看到有很多不同年齡層的弟兄姊妹有年長的
[00:05:16.800 --> 00:05:19.360]  也有作為現在在做父母的
[00:05:19.360 --> 00:05:22.240]  我們有子女回到我們的教會
[00:05:22.240 --> 00:05:27.040]  我們怎樣讓他們能夠得著上帝給他們的福氣呢?
[00:05:27.040 --> 00:05:30.400]  我們要給他們的家傳之寶是什麼呢?
[00:05:30.400 --> 00:05:35.200]  求上主你使用今天的道,讓我們去明白你的心意
[00:05:35.200 --> 00:05:39.280]  不單止我們聽,更加能夠進入我們的心裡面
[00:05:39.280 --> 00:05:44.160]  而且我們能夠走出來聽從你的話語
[00:05:44.160 --> 00:05:48.160]  以致我們用我們的生命見證,去將你的話語活出來
[00:05:48.160 --> 00:05:52.720]  這個就是我們承傳給下一代的家傳之寶
[00:05:52.720 --> 00:05:55.200]  求主帶領我們的時間
[00:05:55.200 --> 00:05:59.760]  禱告奉耶穌基督,得勝名字祈求,阿們
[00:05:59.760 --> 00:06:03.360]  我們最後去經文生命記錄章
[00:06:03.360 --> 00:06:07.440]  我們再用生去本讀四和第五節,一二三
[00:06:07.440 --> 00:06:09.760]  以色列啊,你要聽
[00:06:09.760 --> 00:06:12.880]  上主我們的神,是獨一的上主
[00:06:12.880 --> 00:06:18.480]  你要盡你全部的心思,全部的性命,全部的力量
[00:06:18.480 --> 00:06:24.080]  愛上主你的神
[00:06:24.080 --> 00:06:27.280]  第一個我們要留意的是「聽」字
[00:06:27.280 --> 00:06:31.120]  如果留意剛才第三節,以色列啊,你要聽
[00:06:31.120 --> 00:06:34.960]  在第四節再出現一次,以色列啊,要聽
[00:06:34.960 --> 00:06:39.760]  在希伯來,他們猶太人就傾這個做「事馬」,「事馬」
[00:06:39.760 --> 00:06:44.800]  「事馬」就是一個很重要猶太人的教導裡面的核心
[00:06:44.800 --> 00:06:46.320]  核心之中的核心
[00:06:46.320 --> 00:06:48.560]  最重要的誡命,最重要的律例是什麼呢?
[00:06:48.560 --> 00:06:50.320]  就是「事馬」,要聽
[00:06:50.320 --> 00:06:55.680]  聽,聽後面就說,上主我們的神,是獨一的上主
[00:06:55.680 --> 00:06:58.560]  如果你知道我們的耶穌基督
[00:06:58.560 --> 00:07:05.280]  都是一個很熟悉摩西五經,很熟悉聖經的一個猶太人
[00:07:05.280 --> 00:07:08.960]  他至少就被訓練,要背誦眾神的話語
[00:07:08.960 --> 00:07:12.640]  有一天,當他面對一幫民事,面對一幫法律賽人
[00:07:12.640 --> 00:07:21.040]  跟他們討論信仰,討論聖經哪一道是最重要的呢?
[00:07:21.040 --> 00:07:25.280]  有個民事問耶穌,耶穌,你既然這麼熟悉聖經
[00:07:25.280 --> 00:07:30.800]  在我們的摩西律法裡面,哪一句經文是最最最重要的誡命?
[00:07:30.800 --> 00:07:32.320]  大家都記得了,是嗎?
[00:07:32.320 --> 00:07:37.760]  耶穌在馬可、荒、瑞章二十九、三十一節引用了這段經文
[00:07:37.760 --> 00:07:42.000]  祂就說你要盡心、盡性、盡意,愛主你的神
[00:07:42.000 --> 00:07:46.400]  這是誰?是獨一的上主,是獨一的真神
[00:07:46.400 --> 00:07:48.000]  為什麼這麼重要呢?
[00:07:48.000 --> 00:07:57.040]  他們要家傳之寶,要他們忠心世世代代地遵行上帝的話語
[00:07:57.040 --> 00:08:01.840]  去愛神,盡心盡性盡力地去愛神
[00:08:01.840 --> 00:08:05.600]  經常都聽到盡心盡性盡力是什麼意思?
[00:08:05.600 --> 00:08:08.240]  新漢語本給了我們一個翻譯
[00:08:08.240 --> 00:08:12.000]  全部的心思、全部的性命、全部的力量
[00:08:12.000 --> 00:08:14.560]  就好像三個同心圓一樣
[00:08:14.560 --> 00:08:18.560]  首先第一個我們要思想的是盡心
[00:08:18.560 --> 00:08:25.120]  盡心的意思就是你整個的內心、整個的自我、整個的思想
[00:08:25.120 --> 00:08:27.600]  全部的心思都要怎樣?
[00:08:27.600 --> 00:08:30.560]  愛主你的神,這個獨一的上主
[00:08:30.560 --> 00:08:35.040]  第二,我們把同心圓的層面擴遠多一點
[00:08:35.040 --> 00:08:37.600]  去一個盡性的階段
[00:08:37.600 --> 00:08:42.880]  這個盡性的意思其實是整個你的人、你的人體、你的肉體、你的生命
[00:08:42.880 --> 00:08:46.800]  你整個人你全部的性命都要怎樣?
[00:08:46.800 --> 00:08:50.080]  愛主你獨一的上主
[00:08:50.080 --> 00:08:53.360]  然後再擴展下去就是你所有的資源
[00:08:53.360 --> 00:08:55.120]  你要盡你的力量
[00:08:55.120 --> 00:09:03.840]  你的力量的資源包括到你的性格、你的才華、你的事業、你的家庭
[00:09:03.840 --> 00:09:07.520]  你擁有的一切的資源、你的財產
[00:09:07.520 --> 00:09:10.240]  你所認識的人物,你所有的東西
[00:09:10.240 --> 00:09:14.960]  全部都要用來做什麼?愛主你的神,獨一的上主
[00:09:14.960 --> 00:09:17.760]  這個就是猶太人的Semar
[00:09:17.760 --> 00:09:25.280]  就是他們的家傳之寶要世世代代地傳給他們的下一代
[00:09:25.280 --> 00:09:27.200]  回到我們教會
[00:09:27.200 --> 00:09:31.760]  當我們教會,我們要留什麼給我們下一代呢?
[00:09:31.760 --> 00:09:34.400]  今天是兒童主日,雖然我們這裡有兒童
[00:09:34.400 --> 00:09:38.960]  或者在你的家裡有你的兒女、你的子孫
[00:09:38.960 --> 00:09:44.640]  在教會裡面,我們有下一代、我們有年輕人、我們的小孩子
[00:09:44.640 --> 00:09:46.880]  我們要承傳什麼給他們呢?
[00:09:46.880 --> 00:09:49.680]  就是這個家傳之寶Semar
[00:09:49.680 --> 00:09:54.720]  我們要盡心、盡性、盡力愛主你的神
[00:09:54.720 --> 00:09:58.480]  這個就是我們要承傳的信仰
[00:09:58.480 --> 00:10:02.640]  我們再看下去,在六至九節怎樣去承傳下去呢?
[00:10:02.640 --> 00:10:07.120]  將這麼重要的Semar去傳揚下去呢?
[00:10:07.120 --> 00:10:16.080]  在經文裡面說,要記在心上,因勤教導
[00:10:16.080 --> 00:10:26.800]  意思就是說,我們要首先自己將上帝的話語記在心裡面
[00:10:26.800 --> 00:10:30.640]  而且要將它教導出來
[00:10:30.640 --> 00:10:34.640]  這個教導是要因勤教導
[00:10:34.640 --> 00:10:42.560]  將我們的信仰不單止活在教會的崇拜禮儀程序當中
[00:10:42.560 --> 00:10:48.400]  更加應該將我們的信仰活在我們的生命的每一部分
[00:10:48.400 --> 00:10:53.680]  作為父母的,你的生活、你的一言一語一行
[00:10:53.680 --> 00:10:59.360]  就是給我們的下一代去學習、去見證信仰的地方
[00:10:59.360 --> 00:11:03.520]  所以在第七節後面已經說得很明白
[00:11:03.520 --> 00:11:08.080]  因勤教導的意思不是只在課堂上說
[00:11:08.080 --> 00:11:16.400]  而是你坐在家裡面,走在路上、躺下、起來都要嚴重
[00:11:16.400 --> 00:11:21.520]  要繫在手上作記號,戴在衙上作驚嚇
[00:11:21.520 --> 00:11:24.960]  寫在房屋門框上和你的城門上
[00:11:24.960 --> 00:11:26.400]  是什麼意思呢?
[00:11:26.400 --> 00:11:27.760]  猶太很有趣的
[00:11:27.760 --> 00:11:34.640]  他們將上帝的話語直情靈活現實地走出來
[00:11:34.640 --> 00:11:37.680]  所以在猶太人的一些祖土會裡面
[00:11:37.680 --> 00:11:40.320]  你會看到猶太人就像這個一樣
[00:11:40.320 --> 00:11:44.320]  你要留意他的左臂,有什麼特別?
[00:11:44.320 --> 00:11:47.120]  是綁著他的手,為什麼綁著他的手?
[00:11:47.120 --> 00:11:51.680]  他其實是在走第八節,是在手上作記號
[00:11:51.680 --> 00:11:54.960]  這條皮帶就是寫了神的話語
[00:11:54.960 --> 00:12:00.400]  他在左臂的七個圈代表著上帝的話語在他身上
[00:12:00.400 --> 00:12:02.960]  你看到頭頂有一個盒子
[00:12:02.960 --> 00:12:05.360]  盒子裡面有一個小經卷
[00:12:05.360 --> 00:12:08.880]  就是將上帝的話語放在盒子裡面
[00:12:08.880 --> 00:12:14.400]  掛在頭上代表他的心思意念都要記住上帝的話語
[00:12:14.400 --> 00:12:20.880]  時常都要遵守上帝的話語
[00:12:20.880 --> 00:12:27.280]  這個叫門柱聖經,門柱聖卷是什麼來的?
[00:12:27.280 --> 00:12:31.760]  如果我們有人認識猶太人或者猶太人的家庭
[00:12:31.760 --> 00:12:36.880]  猶太人的家庭門框的一邊有一個小小的盒子
[00:12:36.880 --> 00:12:39.440]  這個小經卷,這個小圓筒裡面
[00:12:39.440 --> 00:12:44.880]  其實就裝著了生命記錄章1至9節
[00:12:44.880 --> 00:12:46.960]  就寫在小羊皮卷裡面
[00:12:46.960 --> 00:12:51.360]  捲在一起就放在盒子裡面,就放在門框那裡
[00:12:51.360 --> 00:12:54.160]  你看到是斜斜的,不是裝歪了
[00:12:54.160 --> 00:12:57.360]  意思就是上帝說要傾入這間房子裡面
[00:12:57.360 --> 00:13:01.280]  所以當猶太人出入門口的時候
[00:13:01.280 --> 00:13:07.920]  他就會輕輕摸一摸,似乎寫一寫那個門柱聖卷
[00:13:07.920 --> 00:13:12.960]  代表什麼?他就要盡心盡性盡力愛主,你的神
[00:13:12.960 --> 00:13:18.720]  每次出門口、入門口,實際上聽說連房間都有
[00:13:18.720 --> 00:13:21.680]  除了廚房、浴室沒有之外,所有房間都有
[00:13:21.680 --> 00:13:27.280]  就是提醒他們時時刻刻都要遵守上帝的話語
[00:13:27.280 --> 00:13:32.480]  要盡心盡性盡力愛主你的神,你的真神
[00:13:32.480 --> 00:13:39.520]  讓我們看到猶太人就是用他們的生活在瑣碎事當中
[00:13:39.520 --> 00:13:44.560]  將上帝的話語好好的傳承給他們的下一代
[00:13:44.560 --> 00:13:50.160]  讓他們的下一代能夠看見他們的父母、長輩
[00:13:50.160 --> 00:13:54.000]  如何活出上帝的話語去學習
[00:13:54.000 --> 00:13:59.040]  這就是他們如何去承傳他們信仰的家傳之寶
[00:13:59.040 --> 00:14:01.040]  我們兒童部也有家傳之寶
[00:14:01.040 --> 00:14:05.280]  兒童部的核心經文,剛才我們的導師Adrian也讀了
[00:14:05.280 --> 00:14:06.640]  我們再讀一次
[00:14:06.640 --> 00:14:12.720]  《真言》的22章6節,教養孩童走當行的道
[00:14:12.720 --> 00:14:18.400]  就是到老他也不偏離
[00:14:18.400 --> 00:14:21.200]  這是《真言》的22章
[00:14:21.200 --> 00:14:23.600]  《真言》就是智慧之書
[00:14:23.600 --> 00:14:27.600]  就是教導我們學習一個有智慧的生活
[00:14:27.600 --> 00:14:34.080]  包括誠實、謙卑、敬畏這些對上帝的美德
[00:14:34.080 --> 00:14:40.640]  我們要抗衡、警戒自己,不要驕傲、懶惰或者暴力這些惡行
[00:14:40.640 --> 00:14:46.240]  這章的經文告訴我們要帶領我們的孩子走當行的道
[00:14:46.240 --> 00:14:49.760]  就是到老他也不偏離,是什麼意思呢?
[00:14:49.760 --> 00:14:56.400]  教養的字,教養的字在《白雷聖經》中出現了四次
[00:14:56.400 --> 00:14:58.640]  三次都是解「奉獻」
[00:14:58.640 --> 00:15:08.240]  所以教養的意思其實背後是一個奉獻你的孩子去到上帝的面前
[00:15:08.240 --> 00:15:13.520]  背後也代表了一個裝備訓練的意思
[00:15:13.520 --> 00:15:19.200]  讓他們從小就認識上帝的話語,走在上帝的正路裡面
[00:15:19.200 --> 00:15:23.600]  這個奉獻首先是由上一代的父母開始
[00:15:23.600 --> 00:15:27.120]  好像羅馬書就寫了一次,將身體獻上當作活祭
[00:15:27.120 --> 00:15:30.960]  他就要好好地將自己的生活奉獻給上帝
[00:15:30.960 --> 00:15:36.640]  讓他的孩子看到父母如何活出上帝的話語,他們就會跟著做
[00:15:36.640 --> 00:15:41.760]  如果父母一邊在教養裡面就好像很敬虔
[00:15:41.760 --> 00:15:44.720]  回到家就另一個面孔的時候
[00:15:44.720 --> 00:15:50.000]  他就一直在拆毀,一直在建立自己的孩子
[00:15:50.000 --> 00:15:54.560]  也在同一時間拆毀自己孩子的信仰
[00:15:54.560 --> 00:16:01.360]  所以我們的信仰要一致,在我們的生活裡面去教養我們的孩子
[00:16:01.360 --> 00:16:06.880]  我們不單止要教養孩子,要小時候讀聖經,要背金句
[00:16:06.880 --> 00:16:10.240]  帶他們回來教會,給他們一個好老師
[00:16:10.240 --> 00:16:16.640]  我們作為父母更加要建立一個和睦、溫暖、有上帝話語的家
[00:16:16.640 --> 00:16:24.720]  就像生命記一樣,無論我們在路上、街上、在家裡、在睡覺、在起床、在任何時候
[00:16:24.720 --> 00:16:28.560]  都要將上帝話語活現在我們的生活裡面
[00:16:28.560 --> 00:16:34.160]  就是將上帝話語在我們生活習慣當中彰顯出來
[00:16:34.160 --> 00:16:37.440]  在猶太人裡面是很注重那種學習的培訓
[00:16:37.440 --> 00:16:44.080]  從小就要他們背聖經,他們七歲已經懂得背誦摩西五經了
[00:16:44.080 --> 00:16:48.560]  到了他們十三歲更加要懂得背誦更多的經典
[00:16:48.560 --> 00:16:57.840]  到了十八歲去當兵的時候,就開始將上帝話語能夠自主去讀、學習、思想和發揮創造力
[00:16:57.840 --> 00:17:01.200]  這就是猶太人自己在學習的地方
[00:17:01.200 --> 00:17:04.560]  教養孩子走當行的道
[00:17:04.560 --> 00:17:16.080]  其實當行的道,原文的意思就是按照那些孩子的天性、他們的興趣、他們的喜好
[00:17:16.080 --> 00:17:19.920]  發展他們的道路
[00:17:19.920 --> 00:17:24.400]  在猶太人的教導裡面,他們不會一個密守成規這條框框
[00:17:24.400 --> 00:17:27.600]  你只可以走一條固定的路
[00:17:27.600 --> 00:17:31.680]  這些就像我們香港人填鴨式教
[00:17:31.680 --> 00:17:39.120]  而是讓他們有空間去按照他們的興趣、性格去走他們的道路
[00:17:39.120 --> 00:17:46.560]  但有一個很重要的,就是要在上帝的法則、神的話語底下去行
[00:17:46.560 --> 00:17:51.360]  情況就好像我記得很多年前,我帶孩子去台灣
[00:17:51.360 --> 00:17:57.280]  台灣當時有一個樂園就是讓孩子可以按照他們的興趣穿他們喜歡的衣服
[00:17:57.280 --> 00:18:02.400]  做飛機師就讓他們穿飛機的衣服,喜歡做消防員就穿消防員的衣服
[00:18:02.400 --> 00:18:10.080]  去到很好玩,可以穿不同的專業工作的衣服
[00:18:10.080 --> 00:18:15.200]  我兒子就選了一個賽車手來模仿
[00:18:15.200 --> 00:18:19.040]  給他一條跑道,讓他可以駕車在這裏走
[00:18:19.040 --> 00:18:24.160]  但也不可以亂走,在這條跑道上都有紅綠燈
[00:18:24.160 --> 00:18:33.120]  也有路上的箭咀線,不可以就突然間掉頭或者衝紅燈
[00:18:33.120 --> 00:18:40.560]  意思就是說,我們讓我們的孩子按照他們的個性去發展他們想發展的路向
[00:18:40.560 --> 00:18:45.920]  但也要遵守上帝的法則,上帝創造的法則
[00:18:45.920 --> 00:18:50.000]  上帝給我們應該有的價值觀,我們的品格
[00:18:50.000 --> 00:18:55.760]  我們就要在我們的教養裏面去裝備他們,走在神的道路
[00:18:55.760 --> 00:19:00.240]  按照上帝給他們的天性品格去發展
[00:19:00.240 --> 00:19:04.080]  心言二二章六節之外,前面兩節,第四節說
[00:19:04.080 --> 00:19:10.480]  敬畏耶和華,心存謙卑,就得財富尊榮,生命為賞賜
[00:19:10.480 --> 00:19:14.080]  這個敬畏,不單止我們要教導我們的孩子敬畏神
[00:19:14.080 --> 00:19:16.880]  我們作為父母的,先要以身作則
[00:19:16.880 --> 00:19:19.680]  謙卑信服,在上帝的話語裏面
[00:19:19.680 --> 00:19:24.160]  以致讓我們以身作則,讓我們的新教言教
[00:19:24.160 --> 00:19:29.680]  去讓我們的孩子能夠承傳這個家傳之寶
[00:19:29.680 --> 00:19:32.240]  在今天,其實我們面對很多的挑戰
[00:19:32.240 --> 00:19:35.600]  因為教會正在教導聖經
[00:19:35.600 --> 00:19:38.400]  但在這個社會裏面,教導我們什麼?
[00:19:38.400 --> 00:19:43.680]  就是那種資本主義,後現代主義那種
[00:19:43.680 --> 00:19:47.600]  追求利益,成功,金錢,地位
[00:19:47.600 --> 00:19:50.160]  功利主義,個人主義
[00:19:50.160 --> 00:19:53.360]  很多東西正在影響我們的孩子
[00:19:53.360 --> 00:19:56.720]  而我們能夠作為父母的,或者我們作為
[00:19:56.720 --> 00:20:00.640]  承傳信仰的,我們這些長輩來的,大家都是
[00:20:00.640 --> 00:20:04.800]  就是要很這樣,以一個生命的言教
[00:20:04.800 --> 00:20:08.640]  生命的示範,以及很教導我們上帝的話語
[00:20:08.640 --> 00:20:12.240]  神的價值觀,使他們能夠在這個
[00:20:12.240 --> 00:20:14.240]  社會裏面,懂得去分辨
[00:20:14.240 --> 00:20:18.080]  有一個好的價值觀,有一個基礎幫助他們
[00:20:18.080 --> 00:20:22.800]  好了,當我們看完生命記和心言的教導之後
[00:20:22.800 --> 00:20:24.480]  我們怎樣應用呢?
[00:20:24.480 --> 00:20:26.800]  我們看回猶太人
[00:20:26.800 --> 00:20:30.800]  他們為什麼又可以在富豪榜裏面佔這麼多的席位
[00:20:30.800 --> 00:20:33.680]  在諾貝爾獎裏面拿這麼多獎
[00:20:33.680 --> 00:20:35.920]  他們的教育是怎樣的呢?
[00:20:35.920 --> 00:20:38.160]  我現在很快地和大家看一看
[00:20:38.160 --> 00:20:40.240]  有什麼值得我們借鏡的地方
[00:20:40.240 --> 00:20:45.360]  很明顯,他們從小就要訓練他們的孩子
[00:20:45.360 --> 00:20:47.360]  有一個閱讀的習慣
[00:20:47.360 --> 00:20:51.920]  所以猶太人被稱為一個書本的民族
[00:20:51.920 --> 00:20:54.720]  他們非常注重看書
[00:20:54.720 --> 00:20:57.520]  當然更加注重看陀螺
[00:20:57.520 --> 00:20:59.520]  陀螺的意思就是
[00:20:59.520 --> 00:21:02.240]  《摩西五經》的創世記
[00:21:02.240 --> 00:21:03.520]  《出埃及記》
[00:21:03.520 --> 00:21:04.560]  《利美記》
[00:21:04.560 --> 00:21:05.520]  《文素記》
[00:21:05.520 --> 00:21:06.480]  《生命記》
[00:21:06.480 --> 00:21:09.840]  剛才我說了,我們七歲已經懂得背誦了
[00:21:09.840 --> 00:21:14.720]  我們可能連看完一次也還沒學懂
[00:21:14.720 --> 00:21:21.360]  就是這樣從小扎根在讀書、閱讀裏面
[00:21:21.360 --> 00:21:26.560]  這就是知識的一個很重要的根基和基本
[00:21:26.560 --> 00:21:30.800]  第二個就是會裝備他們有一個獨立思考
[00:21:30.800 --> 00:21:32.400]  挑戰權威
[00:21:32.400 --> 00:21:35.360]  想要透過對話、辯論
[00:21:35.360 --> 00:21:37.600]  在當中討論一些問題
[00:21:37.600 --> 00:21:39.680]  這裡我簡化一點
[00:21:39.680 --> 00:21:44.800]  猶太人會覺得你挑戰權威或者你問問題
[00:21:44.800 --> 00:21:47.200]  其實並不代表不尊重
[00:21:47.200 --> 00:21:48.960]  相反是欣賞他們
[00:21:48.960 --> 00:21:51.520]  譬如有人突然問問題
[00:21:51.520 --> 00:21:54.240]  你會覺得他在挑戰你
[00:21:54.240 --> 00:21:56.160]  但其實猶太人的眼光就是
[00:21:56.160 --> 00:21:59.360]  那些小朋友懂得問問題才是聰明的
[00:21:59.360 --> 00:22:02.720]  所以我們作為父母的可以嘗試一下
[00:22:02.720 --> 00:22:05.520]  當我們…不如五堂多一點
[00:22:05.520 --> 00:22:06.560]  五堂崇拜完畢後
[00:22:06.560 --> 00:22:12.640]  我們看到父母在走廊等小精兵、小先鋒放學
[00:22:12.640 --> 00:22:15.360]  會問他們…我們通常會問他們甚麼
[00:22:15.360 --> 00:22:17.280]  「你今天學了甚麼?」
[00:22:17.280 --> 00:22:18.720]  「不如反過來」
[00:22:18.720 --> 00:22:20.960]  「你學完有甚麼可以問我?」
[00:22:20.960 --> 00:22:21.920]  「可以問我嗎?」
[00:22:21.920 --> 00:22:23.760]  阿瓊姐笑了
[00:22:23.760 --> 00:22:26.560]  「問我?我不懂得回答,怎麼辦?」
[00:22:26.560 --> 00:22:27.840]  不要緊
[00:22:27.840 --> 00:22:28.720]  我們不懂得回答
[00:22:28.720 --> 00:22:30.640]  我們就要表現出一種謙卑
[00:22:30.640 --> 00:22:32.880]  原來父母也有些東西不懂
[00:22:32.880 --> 00:22:35.040]  但我們要一起去穩答我
[00:22:35.040 --> 00:22:36.880]  在穩答我的過程當中
[00:22:36.880 --> 00:22:38.400]  就讓孩子看到
[00:22:38.400 --> 00:22:40.800]  原來知識不代表所有人都懂
[00:22:40.800 --> 00:22:42.320]  但我們如何穩答我
[00:22:42.320 --> 00:22:44.560]  在這個過程當中他們就學到東西
[00:22:44.560 --> 00:22:46.640]  所以其實猶太人的教官
