
[00:00:00.000 --> 00:00:02.000]  好 大兄姊妹 早晨
[00:02:13.000 --> 00:02:15.000]  他們就走進去
[00:02:15.000 --> 00:02:16.000]  晚上走進去
[00:02:16.000 --> 00:02:18.000]  就一班小孩子
[00:02:18.000 --> 00:02:23.000]  你知道最初都是嘻嘻哈哈柴嘩嘩
[00:02:23.000 --> 00:02:27.000]  就是不知天高地厚
[00:02:27.000 --> 00:02:29.000]  但是他說一進去
[00:02:29.000 --> 00:02:32.000]  已經感覺到那個氣氛
[00:02:32.000 --> 00:02:34.000]  不是氣氛
[00:02:34.000 --> 00:02:41.000]  是他說好像無管洞
[00:02:41.000 --> 00:02:44.000]  進去外面都是很熱的
[00:02:44.000 --> 00:02:49.000]  很明顯是好像中國人說的話陰風陣陣
[00:02:49.000 --> 00:02:53.000]  很明顯溫度都是不同的
[00:02:53.000 --> 00:02:56.000]  而接下來就
[00:02:56.000 --> 00:02:59.000]  他們沒有人看到有任何的東西
[00:02:59.000 --> 00:03:02.000]  但是就好像
[00:03:02.000 --> 00:03:05.000]  一個的反應就是好像
[00:03:05.000 --> 00:03:09.000]  動物有些捕獵的
[00:03:09.000 --> 00:03:16.000]  譬如我家裡偶爾有些兔子在花園出現的時候
[00:03:16.000 --> 00:03:19.000]  那隻貓經常盯著牠
[00:03:19.000 --> 00:03:22.000]  而牠就不知道那隻貓在哪裡
[00:03:22.000 --> 00:03:24.000]  因為隔著窗
[00:03:24.000 --> 00:03:26.000]  而那隻貓又太高了
[00:03:26.000 --> 00:03:28.000]  牠看不到那隻貓
[00:03:28.000 --> 00:03:30.000]  但是牠經常都感覺到
[00:03:30.000 --> 00:03:32.000]  好像有危險的存在
[00:03:32.000 --> 00:03:35.000]  那種的
[00:03:35.000 --> 00:03:39.000]  這個不能夠形容的一種危險感
[00:03:39.000 --> 00:03:41.000]  但是是不能夠解釋的
[00:03:41.000 --> 00:03:43.000]  不知道在哪裡出現的
[00:03:43.000 --> 00:03:45.000]  他就講到其實
[00:03:45.000 --> 00:03:48.000]  就很強烈有這種感覺
[00:03:48.000 --> 00:03:52.000]  而不是只是一個人有
[00:03:52.000 --> 00:03:54.000]  他們每個人都感覺到
[00:03:54.000 --> 00:03:57.000]  他說很明顯有些東西是
[00:03:57.000 --> 00:03:59.000]  會不好的東西會發生
[00:03:59.000 --> 00:04:01.000]  如果我們再留在那裡
[00:04:01.000 --> 00:04:03.000]  於是我們就
[00:04:03.000 --> 00:04:05.000]  每個人一開始都是
[00:04:05.000 --> 00:04:07.000]  認了你這些小孩子
[00:04:07.000 --> 00:04:09.000]  又說不怕 又說不承認
[00:04:09.000 --> 00:04:10.000]  每個人都嚇得雞皮疙瘩
[00:04:10.000 --> 00:04:11.000]  就走出來自此
[00:04:11.000 --> 00:04:13.000]  他說我們再也沒有人敢說
[00:04:13.000 --> 00:04:15.000]  晚上去鬼屋探險
[00:04:15.000 --> 00:04:17.000]  他說這個經歷是很深刻的
[00:04:17.000 --> 00:04:21.000]  很知道是有一些真實的東西是會傷害他們
[00:04:21.000 --> 00:04:23.000]  其實這個
[00:04:23.000 --> 00:04:26.000]  有點像是一個人對
[00:04:26.000 --> 00:04:28.000]  本能
[00:04:28.000 --> 00:04:32.000]  人面對著危險的一種的
[00:04:32.000 --> 00:04:34.000]  Primal Fear
[00:04:34.000 --> 00:04:39.000]  一個很深存的一種的恐懼
[00:04:39.000 --> 00:04:43.000]  這個和人去探求宗教
[00:04:43.000 --> 00:04:47.000]  探求神是
[00:04:47.000 --> 00:04:49.000]  如出一轍的
[00:04:49.000 --> 00:04:51.000]  是Universal
[00:04:51.000 --> 00:04:54.000]  是普遍的
[00:04:54.000 --> 00:04:55.000]  之前都有講過
[00:04:55.000 --> 00:04:57.000]  講過道德良知的時候
[00:04:57.000 --> 00:05:00.000]  講到人對於一個宇宙的
[00:05:00.000 --> 00:05:03.000]  更高層的一個
[00:05:03.000 --> 00:05:06.000]  創造主有的探求
[00:05:06.000 --> 00:05:09.000]  同樣人對於
[00:05:09.000 --> 00:05:12.000]  一些靈界的
[00:05:12.000 --> 00:05:15.000]  會傷害他的恐懼
[00:05:15.000 --> 00:05:18.000]  一樣是那麼Universal
[00:05:18.000 --> 00:05:19.000]  不同什麼時代
[00:05:19.000 --> 00:05:20.000]  不同什麼宗教
[00:05:20.000 --> 00:05:24.000]  有些在非洲的文明裡面
[00:05:24.000 --> 00:05:26.000]  他們一樣有那些巫術
[00:05:26.000 --> 00:05:28.000]  他們一樣有些非洲人自己很害怕
[00:05:28.000 --> 00:05:30.000]  中國人也很害怕
[00:05:30.000 --> 00:05:31.000]  有些什麼茅山
[00:05:31.000 --> 00:05:33.000]  什麼道士
[00:05:33.000 --> 00:05:36.000]  去到東南亞國家
[00:05:36.000 --> 00:05:38.000]  有什麼鋼頭
[00:05:38.000 --> 00:05:40.000]  一樣有的
[00:05:40.000 --> 00:05:41.000]  西方也一樣有的
[00:05:41.000 --> 00:05:44.000]  什麼吸血殭屍那些
[00:05:44.000 --> 00:05:46.000]  當然有些是虛構出來
[00:05:46.000 --> 00:05:48.000]  但是無可否認
[00:05:48.000 --> 00:05:52.000]  人對於靈界會傷害他的巫術
[00:05:52.000 --> 00:05:54.000]  那些東西
[00:05:54.000 --> 00:05:58.000]  是有恐懼的
[00:05:58.000 --> 00:06:01.000]  而這種恐懼
[00:06:01.000 --> 00:06:04.000]  是深層過
[00:06:04.000 --> 00:06:10.000]  頭腦邏輯的探討的
[00:06:10.000 --> 00:06:12.000]  我想你面對那些恐懼的時候
[00:06:12.000 --> 00:06:13.000]  你就知道
[00:06:13.000 --> 00:06:14.000]  那個不是能夠解釋
[00:06:14.000 --> 00:06:17.000]  說人說服你
[00:06:17.000 --> 00:06:19.000]  就會害怕的
[00:06:19.000 --> 00:06:20.000]  而是你有一些
[00:06:20.000 --> 00:06:22.000]  好像是本能性上面
[00:06:22.000 --> 00:06:24.000]  就好像動物的
[00:06:24.000 --> 00:06:27.000]  牠覺得那裡危險
[00:06:27.000 --> 00:06:29.000]  會有捕獵者
[00:06:29.000 --> 00:06:30.000]  在那裡會傷害牠的時候
[00:06:30.000 --> 00:06:32.000]  動物也有這種本能的反應
[00:06:32.000 --> 00:06:33.000]  就會感受到恐懼
[00:06:33.000 --> 00:06:35.000]  會警告的
[00:06:35.000 --> 00:06:39.000]  而人對這些靈界的事情
[00:06:39.000 --> 00:06:40.000]  是有的
[00:06:40.000 --> 00:06:42.000]  有這種恐懼的
[00:06:42.000 --> 00:06:45.000]  我不需要教一個小孩子
[00:06:45.000 --> 00:06:47.000]  說你要怕黑
[00:06:47.000 --> 00:06:49.000]  有時候有些大人
[00:06:49.000 --> 00:06:52.000]  又嚇小孩子
[00:06:52.000 --> 00:06:54.000]  又說什麼黑蚊蚊
[00:06:54.000 --> 00:06:56.000]  又有什麼丫鬟出來抓你
[00:06:56.000 --> 00:06:58.000]  那些其實就不應該
[00:06:58.000 --> 00:07:00.000]  因為你這樣嚇他
[00:07:00.000 --> 00:07:02.000]  可能他變成童年陰影
[00:07:02.000 --> 00:07:05.000]  長大了不知道他會怎樣
[00:07:05.000 --> 00:07:06.000]  就不應該
[00:07:06.000 --> 00:07:08.000]  但是很多時候你問小孩子
[00:07:08.000 --> 00:07:10.000]  為什麼會怕黑呢
[00:07:10.000 --> 00:07:13.000]  是不是那些大人嚇他的呢
[00:07:13.000 --> 00:07:17.000]  我相信很多不是的
[00:07:17.000 --> 00:07:21.000]  你不需要爸爸媽媽教孩子太頑皮
[00:07:21.000 --> 00:07:22.000]  然後不聽話
[00:07:22.000 --> 00:07:24.000]  然後作一些鬼故出來嚇他
[00:07:24.000 --> 00:07:27.000]  以前就說你頑皮
[00:07:27.000 --> 00:07:28.000]  就警察來抓你
[00:07:28.000 --> 00:07:29.000]  警察都不怕
[00:07:29.000 --> 00:07:31.000]  然後就作一隻鬼出來抓他
[00:07:31.000 --> 00:07:34.000]  會不會有這些呢
[00:07:34.000 --> 00:07:35.000]  可能有
[00:07:35.000 --> 00:07:36.000]  不能夠排除
[00:07:36.000 --> 00:07:39.000]  但是我相信大部分不是的
[00:07:39.000 --> 00:07:42.000]  因為人的本能的深處
[00:07:42.000 --> 00:07:45.000]  對於一個邪惡的靈界勢力
[00:07:45.000 --> 00:07:47.000]  是有一種恐懼的
[00:07:47.000 --> 00:07:50.000]  這個也是神造人的時候
[00:07:50.000 --> 00:07:52.000]  人對於神的敬畏
[00:07:52.000 --> 00:07:56.000]  人對於靈界那些邪惡的恐懼
[00:07:56.000 --> 00:08:01.000]  是好像植根於擺在人裡面
[00:08:01.000 --> 00:08:04.000]  而然後下一個問題你就說
[00:08:04.000 --> 00:08:06.000]  那你究竟這些邪惡的勢力
[00:08:06.000 --> 00:08:07.000]  或者人恐懼的勢力
[00:08:07.000 --> 00:08:08.000]  究竟在哪裡來的呢
[00:08:08.000 --> 00:08:10.000]  很多時候人就會用
[00:08:10.000 --> 00:08:13.000]  說是有鬼是不是
[00:08:13.000 --> 00:08:16.000]  首先要解釋清楚
[00:08:16.000 --> 00:08:18.000]  鬼就按照聖經所說
[00:08:18.000 --> 00:08:21.000]  人死了之後就不會變鬼
[00:08:21.000 --> 00:08:22.000]  聖經就說得很清楚
[00:08:22.000 --> 00:08:23.000]  安著定命人人都有一死
[00:08:23.000 --> 00:08:24.000]  死後且有審判
[00:08:24.000 --> 00:08:26.000]  意思就是人死了之後
[00:08:26.000 --> 00:08:30.000]  是否要回到神那裡去面對神
[00:08:30.000 --> 00:08:32.000]  人死了之後就不會變鬼
[00:08:32.000 --> 00:08:35.000]  這個是聖經的教導
[00:08:35.000 --> 00:08:36.000]  那你說不是
[00:08:36.000 --> 00:08:43.000]  有什麼回魂 什麼頭七
[00:08:43.000 --> 00:08:47.000]  我都聽過有些同學說
[00:08:47.000 --> 00:08:50.000]  誰是誰 什麼阿祖 阿爺
[00:08:50.000 --> 00:08:53.000]  死了之後回魂頭七
[00:08:53.000 --> 00:08:55.000]  有些東西又動過
[00:08:55.000 --> 00:08:58.000]  飯的碗又被人搞過
[00:08:58.000 --> 00:08:59.000]  每個人都睡著了
[00:08:59.000 --> 00:09:02.000]  關上門 風都不會有
[00:09:02.000 --> 00:09:07.000]  首先第一步
[00:09:07.000 --> 00:09:09.000]  人死了就不會變鬼
[00:09:09.000 --> 00:09:11.000]  根據聖經所說
[00:09:11.000 --> 00:09:13.000]  聖經從來都不會說
[00:09:13.000 --> 00:09:14.000]  人死了之後會變鬼
[00:09:14.000 --> 00:09:15.000]  人死了之後
[00:09:15.000 --> 00:09:18.000]  人的靈魂會回到神那裡
[00:09:18.000 --> 00:09:20.000]  去面對審判
[00:09:20.000 --> 00:09:22.000]  這個是事實
[00:09:22.000 --> 00:09:25.000]  事實上就算在中國人當中
[00:09:25.000 --> 00:09:29.000]  關於鬼的觀念
[00:09:29.000 --> 00:09:32.000]  其實你想想也不合理
[00:09:32.000 --> 00:09:36.000]  我記得我小時候去拜山
[00:09:36.000 --> 00:09:38.000]  聽拜山的時候
[00:09:38.000 --> 00:09:40.000]  那些大人說
[00:09:40.000 --> 00:09:42.000]  指引向我
[00:09:42.000 --> 00:09:45.000]  我買馬仔的時候
[00:09:45.000 --> 00:09:47.000]  怎樣可以中
[00:09:47.000 --> 00:09:49.000]  他不敢求六合彩
[00:09:49.000 --> 00:09:50.000]  因為太難了
[00:09:50.000 --> 00:09:52.000]  馬仔容易一點
[00:09:52.000 --> 00:09:56.000]  或者又說我奶奶
[00:09:56.000 --> 00:09:59.000]  保佑一下子孫
[00:09:59.000 --> 00:10:01.000]  讀書聰明
[00:10:01.000 --> 00:10:03.000]  跟鬼說
[00:10:03.000 --> 00:10:05.000]  在拜山的時候
[00:10:05.000 --> 00:10:07.000]  不是跟人說
[00:10:07.000 --> 00:10:10.000]  你想想是否合理
[00:10:10.000 --> 00:10:13.000]  如果先人
[00:10:13.000 --> 00:10:16.000]  如果你相信他變了鬼
[00:10:16.000 --> 00:10:19.000]  他生前爛倒鬼
[00:10:19.000 --> 00:10:23.000]  輸到什麼都沒有
[00:10:23.000 --> 00:10:25.000]  他死後怎麼可以保佑你
[00:10:25.000 --> 00:10:27.000]  你賺錢
[00:10:27.000 --> 00:10:28.000]  他贏
[00:10:28.000 --> 00:10:30.000]  他生前字都不懂
[00:10:30.000 --> 00:10:32.000]  怎麼可以保佑我孫子
[00:10:32.000 --> 00:10:34.000]  可以讀書
[00:10:34.000 --> 00:10:37.000]  這些不合理的
[00:10:37.000 --> 00:10:40.000]  他生前自身難保
[00:10:40.000 --> 00:10:41.000]  死了之後
[00:10:41.000 --> 00:10:46.000]  就可以幫你保守家宅平安
[00:10:46.000 --> 00:10:49.000]  這些不合理的
[00:10:49.000 --> 00:10:50.000]  所以很多這些觀念
[00:10:50.000 --> 00:10:53.000]  關於死亡之後
[00:10:53.000 --> 00:10:56.000]  會變鬼這些觀念
[00:10:56.000 --> 00:10:58.000]  是聖經那裡
[00:10:58.000 --> 00:11:00.000]  是沒有這麼說
[00:11:00.000 --> 00:11:02.000]  也不是這麼說
[00:11:02.000 --> 00:11:03.000]  而你想真一點
[00:11:03.000 --> 00:11:05.000]  其實也不合理
[00:11:05.000 --> 00:11:07.000]  是不是
[00:11:07.000 --> 00:11:09.000]  生前的事都做不到
[00:11:09.000 --> 00:11:10.000]  死了之後
[00:11:10.000 --> 00:11:13.000]  怎麼可以突然間變得這麼厲害
[00:11:13.000 --> 00:11:16.000]  是不是
[00:11:16.000 --> 00:11:18.000]  生前都被人逼死
[00:11:18.000 --> 00:11:20.000]  死了之後怎麼可以報仇
[00:11:20.000 --> 00:11:21.000]  你明白嗎
[00:11:21.000 --> 00:11:23.000]  如果這麼厲害
[00:11:23.000 --> 00:11:24.000]  生前就報了仇
[00:11:24.000 --> 00:11:25.000]  做人都報不了仇
[00:11:25.000 --> 00:11:26.000]  做鬼怎麼報仇呢
[00:11:26.000 --> 00:11:27.000]  你明白嗎
[00:11:27.000 --> 00:11:30.000]  所以很多東西是不合理的
[00:11:30.000 --> 00:11:32.000]  但是
[00:11:32.000 --> 00:11:33.000]  你就說
[00:11:33.000 --> 00:11:34.000]  不是啊
[00:11:34.000 --> 00:11:36.000]  我聽很多這些故事
[00:11:36.000 --> 00:11:38.000]  真的有些東西
[00:11:38.000 --> 00:11:40.000]  有些東西
[00:11:40.000 --> 00:11:42.000]  不是無中生有
[00:11:42.000 --> 00:11:44.000]  這樣就牽涉到
[00:11:44.000 --> 00:11:45.000]  接下來要說
[00:11:45.000 --> 00:11:49.000]  聖經怎麼看這些靈異的事情呢
[00:11:49.000 --> 00:11:51.000]  寶羅說 我患有沒了的話
[00:11:51.000 --> 00:11:52.000]  你們要靠著主意
[00:11:52.000 --> 00:11:55.000]  靠他的大能大力做剛強的人
[00:11:55.000 --> 00:11:57.000]  要穿戴神所賜的全副軍裝
[00:11:57.000 --> 00:11:59.000]  就能抵擋魔鬼的詭計
[00:11:59.000 --> 00:12:01.000]  因為我們並不是
[00:12:01.000 --> 00:12:02.000]  與屬血器的真戰
[00:12:02.000 --> 00:12:05.000]  乃是與那些執政的掌權的
[00:12:05.000 --> 00:12:06.000]  管轄者幽暗世界
[00:12:06.000 --> 00:12:10.000]  以及天空屬靈器的惡魔真戰
[00:12:10.000 --> 00:12:12.000]  首先第一點
[00:12:12.000 --> 00:12:14.000]  寶羅這裡說得很清楚
[00:12:14.000 --> 00:12:18.000]  這個世界是有邪惡的屬靈的勢力
[00:12:18.000 --> 00:12:23.000]  這裡說的是執政的掌權的管轄者
[00:12:23.000 --> 00:12:24.000]  幽暗世界
[00:12:24.000 --> 00:12:28.000]  以及天空屬靈器的惡魔
[00:12:28.000 --> 00:12:31.000]  這裡聖經說得很清楚
[00:12:31.000 --> 00:12:34.000]  他們是有組織的
[00:12:34.000 --> 00:12:37.000]  有組織地犯罪的
[00:12:37.000 --> 00:12:40.000]  不是單人匹馬的
[00:12:40.000 --> 00:12:43.000]  而是他們是邪惡的
[00:12:43.000 --> 00:12:46.000]  是傷害人的
[00:12:46.000 --> 00:12:48.000]  是真實存在的
[00:12:48.000 --> 00:12:51.000]  聖經不是說信神就行了
[00:12:51.000 --> 00:12:52.000]  沒有鬼
[00:12:52.000 --> 00:12:54.000]  否認了這一切
[00:12:54.000 --> 00:12:57.000]  有些人是這樣想
[00:12:57.000 --> 00:12:58.000]  但其實是錯的
[00:12:58.000 --> 00:12:59.000]  聖經說得很清楚
[00:12:59.000 --> 00:13:01.000]  是有一種邪惡的勢力
[00:13:01.000 --> 00:13:03.000]  在這個世界當中存在
[00:13:03.000 --> 00:13:06.000]  而且他們是有組織地
[00:13:06.000 --> 00:13:10.000]  來管轄這個幽暗的世界
[00:13:10.000 --> 00:13:14.000]  是傷害人的
[00:13:14.000 --> 00:13:16.000]  所以這個出處
[00:13:16.000 --> 00:13:18.000]  這些邪惡的勢力
[00:13:18.000 --> 00:13:24.000]  首先不是由人死後變鬼而造成的
[00:13:24.000 --> 00:13:26.000]  而是這些邪惡的勢力
[00:13:26.000 --> 00:13:28.000]  是從魔鬼那裡而來的
[00:13:28.000 --> 00:13:30.000]  在靈界的邪惡的勢力
[00:13:30.000 --> 00:13:31.000]  不只是一隻魔鬼
[00:13:31.000 --> 00:13:38.000]  是很多墮落反叛神的魔鬼
[00:13:38.000 --> 00:13:43.000]  然後保羅就再說
[00:13:43.000 --> 00:13:48.000]  他們做的事是會欺騙人的
[00:13:48.000 --> 00:13:49.000]  那等人是假仕途
[00:13:49.000 --> 00:13:51.000]  是行事詭詐
[00:13:51.000 --> 00:13:53.000]  裝作基督仕途的模樣
[00:13:53.000 --> 00:13:55.000]  這也不足為怪
[00:13:55.000 --> 00:14:00.000]  因為連撒旦也裝作光明的天使
[00:14:00.000 --> 00:14:03.000]  這裡說到那些邪惡的勢力
[00:14:03.000 --> 00:14:09.000]  是有時候會扮鬼扮馬去欺騙你的
[00:14:09.000 --> 00:14:11.000]  而約翰福音也說得很清楚
[00:14:11.000 --> 00:14:13.000]  你們出於你們的父魔鬼
[00:14:13.000 --> 00:14:15.000]  你們父的私慾你們偏要行
[00:14:15.000 --> 00:14:18.000]  他從起初是殺人的不守真理
[00:14:18.000 --> 00:14:20.000]  因為他心裡沒有真理
[00:14:20.000 --> 00:14:22.000]  他說謊是出於自己
[00:14:22.000 --> 00:14:24.000]  因他本來是說謊的
[00:14:24.000 --> 00:14:27.000]  也是說謊之人的父
[00:14:27.000 --> 00:14:33.000]  這裡說到那些邪惡的靈界的勢力
[00:14:33.000 --> 00:14:42.000]  他會扮演各樣的方式來欺騙人
[00:14:42.000 --> 00:14:44.000]  而這樣說的時候
[00:14:44.000 --> 00:14:48.000]  你回想剛才說過人死了之後不是變鬼
[00:14:48.000 --> 00:14:51.000]  但是為什麼會有那些什麼鬼故
[00:14:51.000 --> 00:14:52.000]  什麼頭七迴魂
[00:14:52.000 --> 00:14:54.000]  什麼變了一隻草蜢變了一隻蝴蝶
[00:14:54.000 --> 00:14:56.000]  又飛回來這些東西
[00:14:56.000 --> 00:14:58.000]  而有些也是似曾曾的
[00:14:58.000 --> 00:15:00.000]  有這麼多巧合的嗎
[00:15:00.000 --> 00:15:02.000]  為什麼如果是巧合一兩個人就有
[00:15:02.000 --> 00:15:05.000]  為什麼好像很多
[00:15:05.000 --> 00:15:10.000]  這裡就說到聖經說到一個觀點
[00:15:10.000 --> 00:15:13.000]  就是你相信什麼
[00:15:13.000 --> 00:15:16.000]  魔鬼就給你相信的東西
[00:15:16.000 --> 00:15:19.000]  是實現在你面前
[00:15:19.000 --> 00:15:23.000]  讓你更加的沉迷而相信
[00:15:23.000 --> 00:15:27.000]  我記得在我小時候
[00:15:27.000 --> 00:15:29.000]  有一段時間
[00:15:29.000 --> 00:15:34.000]  那些小朋友學人玩神打
[00:15:34.000 --> 00:15:37.000]  當然有些是假的
[00:15:37.000 --> 00:15:39.000]  小朋友比較幼 比較懂
[00:15:39.000 --> 00:15:42.000]  但是有些是真的
[00:15:42.000 --> 00:15:49.000]  我看到其中有兩個鄰居 兩個兄弟
[00:15:49.000 --> 00:15:54.000]  他們兩個都請了神打師傅上身
[00:15:54.000 --> 00:15:56.000]  我那次看到
[00:15:56.000 --> 00:15:59.000]  在學校那些有很多假的
[00:15:59.000 --> 00:16:01.000]  我知道那些是假的
[00:16:01.000 --> 00:16:02.000]  我自己也說了些謊話
[00:16:02.000 --> 00:16:04.000]  騙人好像很威風一樣 騙
[00:16:04.000 --> 00:16:05.000]  是假的
[00:16:05.000 --> 00:16:07.000]  但是那兩個兄弟那次是真的
[00:16:07.000 --> 00:16:11.000]  很明顯有些東西上了身 控制了他
[00:16:11.000 --> 00:16:13.000]  然後失控
[00:16:13.000 --> 00:16:15.000]  兩個人在打架
[00:16:15.000 --> 00:16:17.000]  打到你簡直好像禽獸一樣
[00:16:17.000 --> 00:16:20.000]  你知小朋友打架都會有理性的
[00:16:20.000 --> 00:16:23.000]  你不會失控好像想殺人那種
[00:16:23.000 --> 00:16:27.000]  但是那兩個兄弟打到說不懂得停
[00:16:27.000 --> 00:16:30.000]  接著直接要見血才懂得停
[00:16:30.000 --> 00:16:35.000]  接著那個大哥就不知怎樣打穿了弟弟的頭
[00:16:35.000 --> 00:16:38.000]  我就知道那些是真的
[00:16:38.000 --> 00:16:42.000]  好像有些東西人作出來是假的
[00:16:42.000 --> 00:16:46.000]  但是其實又參雜了一些真的其中
[00:16:46.000 --> 00:16:47.000]  這個世界
[00:16:47.000 --> 00:16:50.000]  我不是說所有靈異的故事都是假的
[00:16:50.000 --> 00:16:53.000]  都是真的 其實有很多是假的
[00:16:53.000 --> 00:16:56.000]  有很多是可能自然現象解釋得到的
[00:16:56.000 --> 00:16:59.000]  但是也都參雜了有真的其中
[00:16:59.000 --> 00:17:01.000]  這個就是魔鬼撒旦
[00:17:01.000 --> 00:17:04.000]  用來欺騙人的伎倆在其中
[00:17:04.000 --> 00:17:07.000]  有時候你想想
[00:17:07.000 --> 00:17:13.000]  譬如其中神打都有請齊天大聖上身
[00:17:13.000 --> 00:17:16.000]  齊天大聖是什麼人來的
[00:17:16.000 --> 00:17:18.000]  馬騮精來的
[00:17:18.000 --> 00:17:21.000]  馬騮精是誰呢
[00:17:21.000 --> 00:17:26.000]  馬騮精是西遊記的其中一個虛構人物
[00:17:26.000 --> 00:17:28.000]  比如有馬騮精一看
[00:17:28.000 --> 00:17:30.000]  你不要開玩笑
[00:17:30.000 --> 00:17:35.000]  真的有人神打請到馬騮精上身的
[00:17:35.000 --> 00:17:37.000]  真的有
[00:17:37.000 --> 00:17:39.000]  譬如關公
[00:17:39.000 --> 00:17:44.000]  你知道以前香港警局拜關公
[00:17:44.000 --> 00:17:45.000]  拜關二哥
[00:17:45.000 --> 00:17:48.000]  當然這個都挺荒謬
[00:17:48.000 --> 00:17:50.000]  黑社會又拜關二哥
[00:17:50.000 --> 00:17:52.000]  警察又拜關二哥
[00:17:52.000 --> 00:17:55.000]  但是我不說這方面荒謬
[00:17:55.000 --> 00:17:58.000]  之餘首先說一件事
[00:17:58.000 --> 00:18:02.000]  關公是什麼人來的
[00:18:02.000 --> 00:18:04.000]  關公是一個歷史人物
[00:18:04.000 --> 00:18:05.000]  是一個將軍來的
[00:18:05.000 --> 00:18:08.000]  是三國時代的一個將軍
[00:18:08.000 --> 00:18:11.000]  為什麼變了神這麼厲害
[00:18:11.000 --> 00:18:15.000]  打仗都打輸了死了
[00:18:15.000 --> 00:18:18.000]  死了之後怎麼變得這麼厲害
[00:18:18.000 --> 00:18:21.000]  說黑白異道都要拜他
[00:18:21.000 --> 00:18:26.000]  但是你說這些騙神騙鬼
[00:18:26.000 --> 00:18:28.000]  很多都是假的
[00:18:28.000 --> 00:18:31.000]  但是又有真的
[00:18:31.000 --> 00:18:33.000]  我聽過一個真實的故事
[00:18:33.000 --> 00:18:36.000]  就是說那時候70年代的時候
[00:18:36.000 --> 00:18:42.000]  那時候那些警察他們都是拜關公的
[00:18:42.000 --> 00:18:46.000]  每逢什麼過時過節
[00:18:46.000 --> 00:18:48.000]  那時候他們又要賣燒豬
[00:18:48.000 --> 00:18:49.000]  斬燒豬什麼的
[00:18:49.000 --> 00:18:54.000]  有一次就找一個會神打的警察
[00:18:54.000 --> 00:18:57.000]  來當眾表演
[00:18:57.000 --> 00:19:00.000]  他們就請關二哥上身
[00:19:00.000 --> 00:19:06.000]  上了身之後就用刀砍自己的身
[00:19:06.000 --> 00:19:08.000]  真的都沒事
[00:19:08.000 --> 00:19:11.000]  當然後來基督徒在其中
