
[00:00:00.000 --> 00:00:06.280]  今天和大家講到 繼續是人生照明的系列
[00:02:29.560 --> 00:02:30.560]  你想放下
[00:02:30.560 --> 00:02:31.800]  你想放棄
[00:02:31.800 --> 00:02:33.040]  又好像放不下
[00:02:33.040 --> 00:02:34.800]  又好像沒辦法放棄
[00:02:34.800 --> 00:02:36.240]  在你的工作上
[00:02:36.240 --> 00:02:38.600]  你很努力希望將工作做好
[00:02:38.600 --> 00:02:40.400]  或者將公司搞好
[00:02:40.400 --> 00:02:42.080]  你又發現很努力
[00:02:42.080 --> 00:02:44.080]  不過都好像一波未平
[00:02:44.080 --> 00:02:45.320]  一波又起
[00:02:45.320 --> 00:02:46.400]  你在你的團體
[00:02:46.400 --> 00:02:48.200]  在你的小組
[00:02:48.200 --> 00:02:50.440]  你又發現你很努力去做組長
[00:02:50.440 --> 00:02:51.520]  你很努力去做職員
[00:02:51.520 --> 00:02:53.280]  或者你做一個活躍的組員
[00:02:53.280 --> 00:02:55.280]  好像團契和小組的情況
[00:02:55.280 --> 00:02:56.920]  一直都搞不定
[00:02:56.920 --> 00:02:59.480]  不知到何時才可以改善
[00:02:59.480 --> 00:03:01.280]  無力感
[00:03:01.280 --> 00:03:02.960]  是容易
[00:03:02.960 --> 00:03:04.560]  無力或者無力感
[00:03:04.560 --> 00:03:05.360]  其實是怎樣呢
[00:03:05.360 --> 00:03:07.320]  容易令人覺得很沮喪
[00:03:07.320 --> 00:03:08.200]  很迷惘
[00:03:08.200 --> 00:03:09.520]  或者很沒有方向
[00:03:09.520 --> 00:03:11.120]  因為很多事情你已經做了
[00:03:11.120 --> 00:03:13.600]  很多事情你已經試了
[00:03:13.600 --> 00:03:16.320]  未來你不知道可以再怎樣做
[00:03:16.320 --> 00:03:17.880]  你不知道可不可以堅持下去
[00:03:17.880 --> 00:03:20.080]  或者不知應該向哪個方向
[00:03:20.080 --> 00:03:22.400]  今天跟大家分享以利亞的故事
[00:03:22.400 --> 00:03:26.000]  是一個對他來說很強的無力感的故事
[00:03:26.000 --> 00:03:27.960]  傳統上也都將這個故事
[00:03:27.960 --> 00:03:32.280]  擺為以利亞落到人生一個谷底
[00:03:32.280 --> 00:03:35.760]  或者在他靈性的層面來說
[00:03:35.760 --> 00:03:38.600]  就是他靈性低潮的時間
[00:03:38.600 --> 00:03:41.240]  他由一個靈性的高峰
[00:03:41.240 --> 00:03:45.200]  去到一個靈性的低潮的時間
[00:03:45.200 --> 00:03:48.440]  上帝怎樣幫助他發現自己的處境
[00:03:48.440 --> 00:03:54.760]  上帝又怎樣幫助他從這個低谷裏面走出來
[00:03:54.760 --> 00:03:57.440]  今天很想跟著我們一起學習的是甚麼呢
[00:03:57.440 --> 00:03:59.920]  我們一起學習對自己
[00:03:59.920 --> 00:04:01.120]  對別人
[00:04:01.120 --> 00:04:02.160]  對上帝
[00:04:02.160 --> 00:04:04.720]  重拾一個正確的期望
[00:04:04.720 --> 00:04:09.960]  因為有時我們對上帝有些期望是不合理的
[00:04:09.960 --> 00:04:13.480]  對別人有些期望都是不合宜的
[00:04:13.480 --> 00:04:17.000]  對自己不少的時候是更加過高
[00:04:17.000 --> 00:04:20.120]  所以讓我們重拾一個正確的期望
[00:04:20.120 --> 00:04:23.920]  亦都調整一下自己在人生照明裏面的角色
[00:04:23.920 --> 00:04:25.560]  我們走到不同的階段
[00:04:25.560 --> 00:04:27.520]  可能有些事我們會轉變
[00:04:27.520 --> 00:04:29.320]  或者要轉變
[00:04:29.320 --> 00:04:31.600]  我們有沒有這樣的發現呢
[00:04:31.600 --> 00:04:34.040]  交代一下經文的背景
[00:04:34.040 --> 00:04:36.240]  傳遞經文的背景是說
[00:04:36.240 --> 00:04:40.880]  以色列王所羅門死了之後
[00:04:40.880 --> 00:04:45.920]  本來一個統一的王國就分了南北兩國
[00:04:45.920 --> 00:04:49.840]  不過以色列第七任的皇帝就是阿哈王
[00:04:49.840 --> 00:04:52.200]  阿哈王在經文的記載
[00:04:52.200 --> 00:04:54.400]  十六章二十九節開始告訴他
[00:04:54.400 --> 00:04:59.560]  阿哈王是行耶和王眼中看為惡的事
[00:04:59.560 --> 00:05:02.720]  比他以前的列王更甚
[00:05:02.720 --> 00:05:04.920]  他有甚麼這麼惡呢
[00:05:04.920 --> 00:05:08.280]  他犯了尼伯的兒子耶羅邦安的罪
[00:05:08.280 --> 00:05:12.280]  還以為輕 又娶了西頓王揭巴力的女兒
[00:05:12.280 --> 00:05:14.120]  耶洗別為妻
[00:05:14.120 --> 00:05:18.800]  這裏特別是強調他娶了耶洗別為妻
[00:05:18.800 --> 00:05:20.320]  耶洗別是甚麼人呢
[00:05:20.320 --> 00:05:22.960]  是一個愛邦王的女兒
[00:05:22.960 --> 00:05:24.920]  應該都是政治婚姻
[00:05:24.920 --> 00:05:27.600]  這種政治的婚姻底下
[00:05:27.600 --> 00:05:30.040]  耶洗別是拜偶像
[00:05:30.040 --> 00:05:31.640]  拜當時兩個很出名的
[00:05:31.640 --> 00:05:34.080]  一個就是巴力 一個就是亞瑟拉
[00:05:34.080 --> 00:05:35.920]  拜這兩個偶像
[00:05:35.920 --> 00:05:38.520]  以色列王應該是敬拜上帝
[00:05:38.520 --> 00:05:39.960]  但他娶了愛邦女子
[00:05:39.960 --> 00:05:42.160]  愛邦女子拜就算了
[00:05:42.160 --> 00:05:44.120]  但這個阿哈王都跟著他拜
[00:05:44.120 --> 00:05:45.400]  不單單跟著他拜
[00:05:45.400 --> 00:05:52.160]  還要在城中做一個廟給巴力
[00:05:52.160 --> 00:05:53.520]  做一個壇
[00:05:53.520 --> 00:05:55.000]  不是敬拜上帝
[00:05:55.000 --> 00:05:57.120]  是敬拜巴力和亞瑟拉
[00:05:57.120 --> 00:05:59.960]  還要擺亞瑟拉的像在其中
[00:05:59.960 --> 00:06:03.840]  所以這樣的情況是激動耶華的怒氣
[00:06:03.840 --> 00:06:06.200]  要來懲罰和管教
[00:06:06.200 --> 00:06:08.000]  並且警告阿哈
[00:06:08.000 --> 00:06:13.440]  透過先知以利亞第十七章的第一節
[00:06:13.440 --> 00:06:14.200]  警告他
[00:06:14.200 --> 00:06:16.720]  這個背景交代幾件事
[00:06:16.720 --> 00:06:20.360]  不祈禱就不下雨
[00:06:20.360 --> 00:06:22.480]  以利亞跟阿哈說
[00:06:22.480 --> 00:06:27.720]  我指著所侍奉永生耶和華以色列的神起誓
[00:06:27.720 --> 00:06:30.800]  這幾年我若不禱告
[00:06:30.800 --> 00:06:33.920]  必不降露 不下雨
[00:06:33.920 --> 00:06:36.840]  這裡是說將會有一個旱災發生
[00:06:36.840 --> 00:06:39.280]  旱災所引來的就是饑荒
[00:06:39.280 --> 00:06:42.800]  如果我不祈禱就不會有雨落
[00:06:42.800 --> 00:06:45.440]  這裡是在警告阿哈王
[00:06:45.440 --> 00:06:47.720]  神要懲罰
[00:06:47.720 --> 00:06:50.560]  要他們迴轉 要他們悔改
[00:06:50.560 --> 00:06:52.440]  第十七章之後
[00:06:52.440 --> 00:06:53.480]  以利亞去了哪裡呢?
[00:06:53.480 --> 00:06:56.400]  以利亞去了基勒溪旁
[00:06:56.400 --> 00:07:01.160]  授烏鴉 擔餅 水給他喝 給他吃
[00:07:01.160 --> 00:07:03.960]  之後他就去到撒勒佛一個寡婦的家
[00:07:03.960 --> 00:07:04.920]  在這個寡婦那裡
[00:07:04.920 --> 00:07:06.600]  這個寡婦其實什麼都沒有了
[00:07:06.600 --> 00:07:08.040]  有麵給他吃
[00:07:08.040 --> 00:07:11.400]  然後寡婦的兒子就死了
[00:07:11.400 --> 00:07:13.680]  以利亞抱著他在懷中
[00:07:13.680 --> 00:07:15.440]  一路向神祈禱
[00:07:15.440 --> 00:07:19.880]  這個兒子就復活了 沒事了
[00:07:19.880 --> 00:07:21.840]  就去到第十八章
[00:07:21.840 --> 00:07:23.560]  第十八章記載什麼呢?
[00:07:23.560 --> 00:07:25.720]  過了很久 就是三年
[00:07:25.720 --> 00:07:28.440]  過了許久到第三年
[00:07:28.440 --> 00:07:30.560]  耶和華的話臨到以利亞說
[00:07:30.560 --> 00:07:32.960]  你去使阿哈得見你
[00:07:32.960 --> 00:07:35.200]  我要降雨在地上
[00:07:35.200 --> 00:07:37.040]  這裡看來是說第三年
[00:07:37.040 --> 00:07:39.400]  神就應許要降雨在地上
[00:07:39.400 --> 00:07:41.200]  但是新約有兩段經文
[00:07:41.200 --> 00:07:42.400]  如果你有印象
[00:07:42.400 --> 00:07:44.640]  耶穌曾經說過以利亞事件
[00:07:44.640 --> 00:07:48.280]  是三年零六個月旱災的
[00:07:48.280 --> 00:07:50.520]  還有一段是雅各書
[00:07:50.520 --> 00:07:53.640]  雅各說以利亞跟我們是一樣性情的人
[00:07:53.640 --> 00:07:56.840]  但是這裡說一樣性情之後要祈禱
[00:07:56.840 --> 00:07:59.400]  他說以利亞經歷旱災的時間
[00:07:59.400 --> 00:08:01.640]  都是三年零六個月
[00:08:01.640 --> 00:08:06.160]  所以由不祈禱一路旱災
[00:08:06.160 --> 00:08:08.800]  到祈禱下雨了
[00:08:08.800 --> 00:08:10.560]  之後下雨了
[00:08:10.560 --> 00:08:11.800]  是三年半
[00:08:11.800 --> 00:08:14.520]  但是這裡到第三年是什麼意思呢?
[00:08:14.520 --> 00:08:16.280]  不是由旱災開始算
[00:08:16.280 --> 00:08:21.880]  是由寡婦的兒子死而復生的日子
[00:08:21.880 --> 00:08:24.480]  過了很久到第三年是這樣算的
[00:08:24.480 --> 00:08:26.800]  所以聖經沒有什麼矛盾
[00:08:26.800 --> 00:08:28.000]  有沒有三年半
[00:08:28.000 --> 00:08:30.760]  還是說不夠三年的事跡
[00:08:30.760 --> 00:08:33.440]  到第十八章了
[00:08:33.440 --> 00:08:36.440]  神要以利亞跟阿蝦說
[00:08:36.440 --> 00:08:37.560]  要遇到阿蝦
[00:08:37.560 --> 00:08:39.600]  要告訴他要下雨了
[00:08:39.600 --> 00:08:41.480]  要下雨之前發生一件事
[00:08:41.480 --> 00:08:43.400]  就是加密山之戰
[00:08:43.400 --> 00:08:44.880]  有沒有印象?
[00:08:44.880 --> 00:08:46.520]  加密山之戰
[00:08:46.520 --> 00:08:50.080]  第十八章的第十九節
[00:08:50.080 --> 00:08:54.600]  「現在你當差遣人」
[00:08:54.600 --> 00:08:56.000]  差遣什麼人呢?
[00:08:56.000 --> 00:09:00.280]  就是叫阿蝦要侍奉巴力的先知
[00:09:00.280 --> 00:09:03.960]  和侍奉亞瑟拉的先知
[00:09:03.960 --> 00:09:05.880]  總共八百五十人
[00:09:05.880 --> 00:09:10.200]  上加密山跟他決一死戰
[00:09:10.200 --> 00:09:12.360]  但這個決一死戰不是肉搏
[00:09:12.360 --> 00:09:13.480]  是什麼呢?
[00:09:13.480 --> 00:09:15.160]  大家來對祈禱
[00:09:15.160 --> 00:09:16.720]  祈禱證明
[00:09:16.720 --> 00:09:20.560]  哪個上帝或哪個神明是真的
[00:09:20.560 --> 00:09:23.320]  俗稱以利亞跟先知
[00:09:23.320 --> 00:09:25.840]  在加密山上有一場大戰
[00:09:25.840 --> 00:09:27.720]  侍奉巴力的先知
[00:09:27.720 --> 00:09:30.480]  那四百五十人就一直祈禱
[00:09:30.480 --> 00:09:32.640]  跪拜、唱歌、跳舞
[00:09:32.640 --> 00:09:34.640]  但他們那個神明
[00:09:34.640 --> 00:09:38.000]  都沒有降火燃燒那些祭物
[00:09:38.000 --> 00:09:39.880]  沒有降火燃燒那些祭物
[00:09:39.880 --> 00:09:42.960]  就是在說這個神明沒有回應
[00:09:42.960 --> 00:09:44.200]  到以利亞的時候
[00:09:44.200 --> 00:09:45.200]  以利亞是怎樣呢?
[00:09:45.200 --> 00:09:46.800]  以利亞不單單是祈禱
[00:09:46.800 --> 00:09:48.480]  它叫百姓做一些事
[00:09:48.480 --> 00:09:51.080]  以利亞這樣祈禱之後
[00:09:51.080 --> 00:09:54.560]  耶和華神就降火燃燒了那些祭物
[00:09:54.560 --> 00:09:57.360]  就證明耶和華是獨一的真神
[00:09:57.360 --> 00:09:59.480]  這是十八章的背景
[00:09:59.480 --> 00:10:01.960]  十八章的背景還沒有停在那裡
[00:10:01.960 --> 00:10:04.800]  祈禱證明了耶和華是獨一的真神
[00:10:04.800 --> 00:10:07.040]  以色列就要回轉悔改
[00:10:07.040 --> 00:10:08.880]  阿蝦就要回轉悔改
[00:10:08.880 --> 00:10:10.240]  耶洗別也要知道
[00:10:10.240 --> 00:10:11.960]  耶華先是獨一的真神
[00:10:11.960 --> 00:10:12.840]  不是
[00:10:12.840 --> 00:10:14.920]  那些先知想逃走
[00:10:14.920 --> 00:10:20.120]  以利亞就用刀殺了那四百五十個先知
[00:10:20.120 --> 00:10:23.520]  接著就去到剛才我們讀的第十九章
[00:10:23.520 --> 00:10:25.440]  我們一定要有這些背景下
[00:10:25.440 --> 00:10:27.040]  你讀第十九章
[00:10:27.040 --> 00:10:29.240]  就知道以利亞發生了什麼事
[00:10:29.240 --> 00:10:34.680]  第十九章很快就去一去再說這個故事的內容
[00:10:34.680 --> 00:10:37.000]  第一第二節
[00:10:37.000 --> 00:10:38.520]  沒有漏了一點
[00:10:38.520 --> 00:10:39.640]  漏了第四那裡
[00:10:39.640 --> 00:10:41.640]  sorry 先上回去
[00:10:41.640 --> 00:10:42.640]  上回去
[00:10:42.640 --> 00:10:43.680]  在這裡
[00:10:43.680 --> 00:10:45.360]  還有就是殺完先知之後
[00:10:45.360 --> 00:10:49.720]  叫以利亞和阿蝦回去耶斯列
[00:10:49.720 --> 00:10:50.920]  你回去耶斯列
[00:10:50.920 --> 00:10:52.400]  最特別的地方是什麼呢
[00:10:52.400 --> 00:10:54.200]  阿蝦是坐車的
[00:10:54.200 --> 00:10:57.360]  以利亞是怎麼去的
[00:10:57.360 --> 00:10:59.960]  上帝的靈光在他身上
[00:10:59.960 --> 00:11:01.360]  他只是走回去
[00:11:01.360 --> 00:11:03.120]  或者說他跑回去
[00:11:03.120 --> 00:11:04.840]  他跑快過坐車
[00:11:04.840 --> 00:11:06.040]  有沒有試過這樣的
[00:11:06.040 --> 00:11:07.120]  跑快過坐車
[00:11:07.120 --> 00:11:07.920]  一會兒再交代
[00:11:07.920 --> 00:11:09.800]  其實他跑了多久
[00:11:09.800 --> 00:11:11.880]  為什麼他可以這麼快
[00:11:11.880 --> 00:11:16.840]  跑回去之後就去第十九章了
[00:11:16.840 --> 00:11:18.560]  阿蝦回去了
[00:11:18.560 --> 00:11:21.040]  就和耶識別說
[00:11:21.040 --> 00:11:22.400]  將之前發生的事
[00:11:22.400 --> 00:11:27.080]  特別是將以利亞用刀殺了450個先知的事
[00:11:27.080 --> 00:11:28.680]  告訴耶識別
[00:11:28.680 --> 00:11:30.560]  耶識別聽了之後第二節
[00:11:30.560 --> 00:11:32.520]  就差遣人去找以利亞
[00:11:32.520 --> 00:11:33.400]  警告他
[00:11:33.400 --> 00:11:34.720]  明天在這個時候
[00:11:34.720 --> 00:11:37.560]  你的命運將會和那450個先知一樣
[00:11:37.560 --> 00:11:38.560]  如果不一樣
[00:11:38.560 --> 00:11:40.680]  我的神明就會降罰我
[00:11:40.680 --> 00:11:42.480]  就是下殺令
[00:11:42.480 --> 00:11:43.360]  第三第四節
[00:11:43.360 --> 00:11:45.800]  以利亞聽見之後
[00:11:45.800 --> 00:11:47.960]  就是我們說他落到谷底的時間
[00:11:47.960 --> 00:11:48.920]  他起來
[00:11:48.920 --> 00:11:49.840]  有人追殺自己
[00:11:49.840 --> 00:11:51.360]  走咯
[00:11:51.360 --> 00:11:52.280]  一路走
[00:11:52.280 --> 00:11:53.840]  他走到別士巴
[00:11:53.840 --> 00:11:55.480]  原來有一撥人和他一起的
[00:11:55.480 --> 00:11:56.960]  以利亞是一個大先知
[00:11:56.960 --> 00:11:58.280]  一個重要的人物
[00:11:58.280 --> 00:11:59.520]  有一撥人跟著他
[00:11:59.520 --> 00:12:00.960]  他自己就在曠野那裡
[00:12:00.960 --> 00:12:02.040]  走了一天
[00:12:02.040 --> 00:12:06.640]  然後來到一棵羅藤樹底下
[00:12:06.640 --> 00:12:09.480]  他就坐在那裡求死
[00:12:09.480 --> 00:12:11.480]  跟神說
[00:12:11.480 --> 00:12:12.680]  罷了
[00:12:12.680 --> 00:12:13.880]  求你取我的姓名
[00:12:13.880 --> 00:12:17.200]  因為我不姓於我的列祖
[00:12:17.200 --> 00:12:18.880]  說完之後
[00:12:18.880 --> 00:12:20.520]  上帝沒有回應他
[00:12:20.520 --> 00:12:22.760]  以利亞繼續在那個羅藤樹下
[00:12:22.760 --> 00:12:23.960]  然後躺下
[00:12:23.960 --> 00:12:25.720]  躺下之後他睡覺
[00:12:25.720 --> 00:12:27.600]  睡覺就有一個天使拍他
[00:12:27.600 --> 00:12:29.360]  叫他起來吃東西
[00:12:29.360 --> 00:12:32.520]  他見眼前有水和餅
[00:12:32.520 --> 00:12:33.880]  他就起來吃了
[00:12:33.880 --> 00:12:34.760]  喝了
[00:12:34.760 --> 00:12:35.880]  之後又躺下
[00:12:35.880 --> 00:12:37.320]  應該繼續睡覺
[00:12:37.320 --> 00:12:38.680]  然後天使再來
[00:12:38.680 --> 00:12:39.320]  第二次
[00:12:39.320 --> 00:12:40.440]  又是這樣拍他
[00:12:40.440 --> 00:12:43.280]  叫他起來吃東西
[00:12:43.280 --> 00:12:44.560]  還說多一句給他聽
[00:12:44.560 --> 00:12:45.960]  你要走的路很遠
[00:12:45.960 --> 00:12:47.520]  還有地方要去
[00:12:47.520 --> 00:12:49.320]  然後以利亞就起來
[00:12:49.320 --> 00:12:49.920]  吃了
[00:12:49.920 --> 00:12:50.520]  喝了
[00:12:50.520 --> 00:12:52.040]  是這樣記載
[00:12:52.040 --> 00:12:55.000]  就匠著自己飲食的力量
[00:12:55.000 --> 00:12:57.320]  就走了四十晝夜
[00:12:57.320 --> 00:12:58.840]  這次去哪裡
[00:12:58.840 --> 00:13:00.120]  就去荷列山
[00:13:00.120 --> 00:13:01.720]  神的山
[00:13:01.720 --> 00:13:02.520]  來到荷列山
[00:13:02.520 --> 00:13:03.400]  以利亞又做什麼呢
[00:13:03.400 --> 00:13:05.560]  以利亞進了一個洞
[00:13:05.560 --> 00:13:08.080]  聖經還說他住在洞裡面
[00:13:08.080 --> 00:13:09.640]  躲在裡面
[00:13:09.640 --> 00:13:11.120]  不是停留一會
[00:13:11.120 --> 00:13:13.920]  是打算在那裡打等
[00:13:13.920 --> 00:13:16.720]  耶和華臨到以利亞
[00:13:16.720 --> 00:13:20.080]  問他你在這裡做什麼
[00:13:20.080 --> 00:13:22.880]  然後以利亞就說
[00:13:22.880 --> 00:13:25.960]  我為耶和華萬軍之臣大發熱心
[00:13:25.960 --> 00:13:27.680]  因為以色列人背棄了你的約
[00:13:27.680 --> 00:13:28.680]  毀壞了你的壇
[00:13:28.680 --> 00:13:30.040]  用刀殺了你的先知
[00:13:30.040 --> 00:13:31.480]  只剩下我一個人
[00:13:31.480 --> 00:13:35.760]  他還要尋索我的命
[00:13:35.760 --> 00:13:37.800]  以利亞應該在發脾氣
[00:13:37.800 --> 00:13:39.160]  我為耶和華大發熱心
[00:13:39.160 --> 00:13:40.160]  做了那麼多事
[00:13:40.160 --> 00:13:41.720]  你的百姓就這樣
[00:13:41.720 --> 00:13:42.760]  現在只剩下我一個人
[00:13:42.760 --> 00:13:44.680]  還要來追我的命
[00:13:44.680 --> 00:13:47.040]  耶和華聽了之後
[00:13:47.040 --> 00:13:48.160]  不是安慰他
[00:13:48.160 --> 00:13:49.160]  是叫他做一些事
[00:13:49.160 --> 00:13:50.480]  叫他走出來
[00:13:50.480 --> 00:13:51.640]  你出來站在山上
[00:13:51.640 --> 00:13:52.920]  在我面前
[00:13:52.920 --> 00:13:55.240]  那時候耶和華在那裡經過
[00:13:55.240 --> 00:13:56.800]  在他面前有裂風大作
[00:13:56.800 --> 00:13:58.080]  崩山碎石
[00:13:58.080 --> 00:14:00.120]  耶和華不在風中
[00:14:00.120 --> 00:14:01.320]  風後有地震
[00:14:01.320 --> 00:14:03.360]  耶和華卻不在其中
[00:14:03.360 --> 00:14:04.440]  地震後有火
[00:14:04.440 --> 00:14:06.800]  耶和華也不在火中
[00:14:06.800 --> 00:14:09.480]  三件事神也不在其中
[00:14:09.480 --> 00:14:12.040]  火後有微小的聲音
[00:14:12.040 --> 00:14:14.120]  以利亞聽到之後有什麼反應呢
[00:14:14.120 --> 00:14:15.000]  以利亞聽見
[00:14:15.000 --> 00:14:16.880]  就用外衣蒙上面
[00:14:16.880 --> 00:14:18.480]  出來站在洞口
[00:14:18.480 --> 00:14:19.720]  有聲音跟他說
[00:14:19.720 --> 00:14:20.440]  再問一次
[00:14:20.440 --> 00:14:21.760]  以利亞啊
[00:14:21.760 --> 00:14:23.640]  你在這裡做什麼
[00:14:23.640 --> 00:14:24.320]  他說
[00:14:24.320 --> 00:14:26.360]  我為耶和華大發熱心
[00:14:26.360 --> 00:14:27.160]  就blah blah blah
[00:14:27.160 --> 00:14:30.840]  說同一番說話
[00:14:30.840 --> 00:14:32.760]  神聽到之後
[00:14:32.760 --> 00:14:34.920]  又不是出一句安慰他的說話
[00:14:34.920 --> 00:14:36.600]  辛苦了
[00:14:36.600 --> 00:14:37.960]  上帝說什麼呢
[00:14:37.960 --> 00:14:38.760]  你回去
[00:14:38.760 --> 00:14:41.360]  從曠野往大馬適去
[00:14:41.360 --> 00:14:42.440]  到了那裡就要
[00:14:42.440 --> 00:14:44.560]  告哈舌作亞男王
[00:14:44.560 --> 00:14:47.960]  告靈士的孫子耶護作以色列王
[00:14:47.960 --> 00:14:51.280]  告以利沙先知接續你
[00:14:51.280 --> 00:14:53.080]  將來會發生的事情
[00:14:53.080 --> 00:14:54.640]  接著跳去第十八節
[00:14:54.640 --> 00:14:55.880]  但我在以色列人中
[00:14:55.880 --> 00:14:57.640]  為自己留下七千人
[00:14:57.640 --> 00:14:59.520]  是未曾向巴力屈膝的
[00:14:59.520 --> 00:15:02.120]  未曾與巴力親嘴的
[00:15:02.120 --> 00:15:05.040]  還有其實第三節的經文
[00:15:05.040 --> 00:15:07.080]  我沒有打出來
[00:15:07.080 --> 00:15:08.320]  以利亞聽到之後
[00:15:08.320 --> 00:15:09.480]  他真的走了
[00:15:09.480 --> 00:15:11.360]  他離開了那裡
[00:15:11.360 --> 00:15:13.720]  去遇到以利沙
[00:15:13.720 --> 00:15:15.720]  之後就將一件袍
[00:15:15.720 --> 00:15:17.080]  搭在以利沙身上
[00:15:17.080 --> 00:15:18.520]  以利沙辭別了家人之後
[00:15:18.520 --> 00:15:21.080]  就跟隨了以利亞
[00:15:21.080 --> 00:15:22.640]  以利亞這段歷史
[00:15:22.640 --> 00:15:24.360]  一開始的時候我就說
[00:15:24.360 --> 00:15:26.760]  他被視為靈性低潮
[00:15:26.760 --> 00:15:28.960]  或者典型的
[00:15:28.960 --> 00:15:30.160]  耗盡
[00:15:30.160 --> 00:15:31.320]  burn out
[00:15:31.320 --> 00:15:32.440]  就是崩潰
[00:15:32.440 --> 00:15:33.720]  倒塌
[00:15:33.720 --> 00:15:35.280]  他過去的日子
[00:15:35.280 --> 00:15:36.280]  所做的一切
[00:15:36.280 --> 00:15:37.720]  來到這個時候
[00:15:37.720 --> 00:15:38.720]  他倒塌了
[00:15:38.720 --> 00:15:40.840]  他為什麼會倒塌呢
[00:15:40.840 --> 00:15:41.840]  在他倒塌的時候
[00:15:41.840 --> 00:15:44.840]  上帝跟他說的那些話
