
[00:00:00.000 --> 00:00:05.200]  各位姐妹今天和大家分享的一個很特別的題目
[00:02:23.880 --> 00:02:28.080]  都有很多很多的故事
[00:02:28.080 --> 00:02:30.240]  我們問一個問題
[00:02:30.240 --> 00:02:37.120]  究竟希西加王何時命人來抄錄這些真言呢?
[00:02:37.120 --> 00:02:41.040]  以及他抄錄的目的是甚麼呢?
[00:02:41.040 --> 00:02:44.080]  希西加王一登基的時候
[00:02:44.080 --> 00:02:49.600]  他立即來整頓國家
[00:02:49.600 --> 00:02:51.400]  不可以再敬拜偶像
[00:02:51.400 --> 00:02:54.720]  回歸聖經
[00:02:54.720 --> 00:02:58.440]  回歸神的懷抱
[00:02:58.440 --> 00:03:01.720]  這是他首要做的事情
[00:03:01.720 --> 00:03:06.080]  我們說應該是在他登基之後不久
[00:03:06.080 --> 00:03:07.520]  就開始做這件事
[00:03:07.520 --> 00:03:12.880]  因為希望他的百姓能夠熟讀神的話
[00:03:12.880 --> 00:03:18.240]  並且以真言成為他們生活的座右銘
[00:03:18.240 --> 00:03:22.080]  又或者在外強亞術侵略之後
[00:03:22.080 --> 00:03:25.320]  經歷過神的大恩拯救
[00:03:25.320 --> 00:03:29.120]  在那個時候來醒覺
[00:03:29.120 --> 00:03:33.080]  神真的在他們中間來拯救
[00:03:33.080 --> 00:03:36.840]  神的確在他們中間來掌權
[00:03:36.840 --> 00:03:46.120]  所以更需要來將真言書騰露
[00:03:46.120 --> 00:03:50.320]  讓百姓來去研讀
[00:03:50.320 --> 00:03:52.200]  以及謹守遵行
[00:03:52.200 --> 00:03:54.440]  或者在晚年的時候
[00:03:54.440 --> 00:03:57.320]  準備交出王位的時候
[00:03:57.320 --> 00:03:59.440]  看到他的兒子
[00:03:59.440 --> 00:04:02.520]  接觸他的王位的繼承人
[00:04:02.520 --> 00:04:05.800]  是他的兒子馬拿西
[00:04:05.800 --> 00:04:08.000]  在那個時候他看到
[00:04:08.000 --> 00:04:09.640]  更加需要
[00:04:09.640 --> 00:04:13.240]  因為如果國家沒有神的話
[00:04:13.240 --> 00:04:16.360]  國家不敬畏神
[00:04:16.360 --> 00:04:19.800]  就不堪設想
[00:04:19.800 --> 00:04:22.160]  在何時來寫呢?
[00:04:22.160 --> 00:04:24.000]  可能我們說在三個時段
[00:04:24.000 --> 00:04:29.840]  都是陸續來持續去騰露
[00:04:29.840 --> 00:04:31.880]  一直來累積
[00:04:31.880 --> 00:04:33.000]  今天我們讀到
[00:04:33.000 --> 00:04:38.480]  因為在25章開始至29章
[00:04:38.480 --> 00:04:45.800]  我們分類為希西加命人騰露的真言內容
[00:04:45.800 --> 00:04:47.160]  可能不止
[00:04:47.160 --> 00:04:50.040]  可能整卷的真言書有人這樣說
[00:04:50.040 --> 00:04:52.320]  我們說起碼知道
[00:04:52.320 --> 00:04:55.640]  從25章開始至29章
[00:04:55.640 --> 00:05:00.640]  都是希西加他命人騰露的
[00:05:00.640 --> 00:05:01.600]  剛才我說了
[00:05:01.600 --> 00:05:05.920]  為甚麼要騰露真言的內容呢?
[00:05:05.920 --> 00:05:12.040]  就是讓他的後人知道
[00:05:12.040 --> 00:05:14.520]  要教導他們
[00:05:14.520 --> 00:05:17.800]  在真言第九節這樣說
[00:05:17.800 --> 00:05:21.680]  「教導智慧人,他就越發有智慧
[00:05:21.680 --> 00:05:25.680]  指示異人,他就增長學問」
[00:05:25.680 --> 00:05:26.920]  很深信的是
[00:05:26.920 --> 00:05:29.720]  當我們越多讀聖經的時候
[00:05:29.720 --> 00:05:31.840]  越明白神的心意
[00:05:31.840 --> 00:05:33.920]  我們越多讀神的話
[00:05:33.920 --> 00:05:35.720]  越去實踐的話
[00:05:35.720 --> 00:05:39.600]  我們就更加明白和經歷神
[00:05:39.600 --> 00:05:44.640]  所以第一節我們都希望你能夠多讀神的說話
[00:05:44.640 --> 00:05:46.920]  將神的說話藏在心裏
[00:05:46.920 --> 00:05:49.240]  讓我們能夠謹守遵行
[00:05:49.240 --> 00:05:57.240]  去經歷神奇妙的恩典
[00:05:57.240 --> 00:06:01.560]  在十六節這樣說
[00:06:01.560 --> 00:06:05.680]  「你得了物嗎?只可吃飽而已」
[00:06:05.680 --> 00:06:08.480]  「恐怕你過飽就嘔吐出來」
[00:06:08.480 --> 00:06:10.360]  過飽是甚麼意思呢?
[00:06:10.360 --> 00:06:15.000]  有來得去全息為太多
[00:06:15.000 --> 00:06:18.840]  或者超過了滿足的份量
[00:06:18.840 --> 00:06:21.480]  我們去進食的時候
[00:06:21.480 --> 00:06:25.080]  我們都是希望能夠果腹
[00:06:25.080 --> 00:06:29.760]  或者去滿足我們所需要的
[00:06:29.760 --> 00:06:32.800]  在眼前的美食
[00:06:32.800 --> 00:06:35.920]  蜂蜜呢
[00:06:35.920 --> 00:06:38.880]  在當時的以色列國
[00:06:38.880 --> 00:06:42.600]  其實都是一個珍貴的物質
[00:06:42.600 --> 00:06:44.600]  要一段長時間來去截取
[00:06:44.600 --> 00:06:46.120]  不像我們今天這樣
[00:06:46.120 --> 00:06:51.440]  可以很容易在一些公司買到
[00:06:51.440 --> 00:06:52.320]  不是的
[00:06:52.320 --> 00:06:55.320]  是需要時間來去截取
[00:06:55.320 --> 00:06:59.080]  而且是珍貴的物質
[00:06:59.080 --> 00:07:03.000]  在哪些人可以容易吃到
[00:07:03.000 --> 00:07:04.280]  如果我們說
[00:07:04.280 --> 00:07:08.640]  希西加王當然是做皇帝
[00:07:08.640 --> 00:07:12.280]  今天我們是王子和公主
[00:07:12.280 --> 00:07:16.360]  我們都可以容易接觸到蜂蜜
[00:07:16.360 --> 00:07:18.440]  這種珍貴的物質
[00:07:18.440 --> 00:07:21.040]  這裡說過飽是太多
[00:07:21.040 --> 00:07:25.480]  超過了滿足的份量
[00:07:25.480 --> 00:07:28.560]  甚至是充滿你的胃
[00:07:28.560 --> 00:07:32.000]  我相信是不多人這樣做的
[00:07:32.000 --> 00:07:34.320]  不多人這樣做就是
[00:07:34.320 --> 00:07:36.040]  吃這麼多蜜糖
[00:07:36.040 --> 00:07:37.600]  因為都很甜
[00:07:37.600 --> 00:07:40.280]  另一方面蜜糖可能有一些
[00:07:40.280 --> 00:07:42.880]  不同的合成
[00:07:42.880 --> 00:07:46.880]  可能有機會令到你的身體不適
[00:07:46.880 --> 00:07:51.800]  如果說超過了滿足的份量會怎樣呢
[00:07:51.800 --> 00:07:55.760]  這裡有一個很容易明白的
[00:07:55.760 --> 00:07:58.720]  過飽致嘔吐
[00:07:58.720 --> 00:08:02.560]  過飽致嘔吐
[00:08:02.560 --> 00:08:04.480]  在今天的人來說
[00:08:04.480 --> 00:08:06.320]  不難想像的
[00:08:06.320 --> 00:08:08.040]  因為我們知道
[00:08:08.040 --> 00:08:11.400]  很多時候都會看到一些叫做
[00:08:11.400 --> 00:08:14.600]  飲食的競賽
[00:08:14.600 --> 00:08:16.680]  就是說我們說
[00:08:16.680 --> 00:08:18.200]  挑戰極限
[00:08:18.200 --> 00:08:20.920]  你去做一個鬥吃得多
[00:08:20.920 --> 00:08:22.920]  或者鬥飲得多
[00:08:22.920 --> 00:08:25.000]  或者鬥吃得辣
[00:08:25.000 --> 00:08:27.240]  或者鬥吃得甜
[00:08:27.240 --> 00:08:29.840]  我不知道大家有沒有見過
[00:08:29.840 --> 00:08:32.480]  或者參與過
[00:08:32.480 --> 00:08:34.560]  我說
[00:08:34.560 --> 00:08:36.760]  這些心境
[00:08:36.760 --> 00:08:39.280]  實在令人感到不安
[00:08:39.280 --> 00:08:42.520]  但是有人敢做
[00:08:42.520 --> 00:08:43.880]  但是我們說
[00:08:43.880 --> 00:08:45.560]  我們是智慧人
[00:08:45.560 --> 00:08:47.320]  我們是敬畏神的人
[00:08:47.320 --> 00:08:52.040]  我們應該好好保養顧悉我們的身體
[00:08:52.040 --> 00:08:53.760]  是不是
[00:08:53.760 --> 00:08:56.200]  另一方面
[00:08:56.200 --> 00:08:58.320]  如果是珍貴的物質
[00:08:58.320 --> 00:09:04.320]  而能夠讓你吃得超過滿足你的份量
[00:09:04.320 --> 00:09:08.080]  甚至吃到嘔吐出來
[00:09:08.080 --> 00:09:12.960]  是表現了背後有另外一個心態
[00:09:12.960 --> 00:09:16.960]  就是我吃得起
[00:09:16.960 --> 00:09:20.160]  我可以來得到
[00:09:20.160 --> 00:09:23.000]  超過我所需要的
[00:09:23.000 --> 00:09:26.120]  我想所求的
[00:09:26.120 --> 00:09:30.360]  超過我的需要
[00:09:30.360 --> 00:09:32.840]  都能夠得到
[00:09:32.840 --> 00:09:38.920]  是表現了一種奢華的生活
[00:09:38.920 --> 00:09:40.040]  如果在皇室裏面
[00:09:40.040 --> 00:09:41.880]  我們很容易想像
[00:09:41.880 --> 00:09:46.600]  但是我們在今天的生活裏面
[00:09:46.600 --> 00:09:50.920]  都不難找到這樣的情況
[00:09:50.920 --> 00:09:53.400]  但是這個奢華過度
[00:09:53.400 --> 00:09:56.360]  很容易落在一個陷阱裏面
[00:09:56.360 --> 00:09:59.600]  就是被物質所控制
[00:09:59.600 --> 00:10:01.440]  但是影響了自己的身體健康
[00:10:01.440 --> 00:10:03.840]  這是最大的問題
[00:10:03.840 --> 00:10:09.200]  因為我們的身體是聖靈裏面
[00:10:09.200 --> 00:10:11.960]  哥倫多前書第六章十九至二十節這樣說
[00:10:11.960 --> 00:10:16.800]  「豈不知你們的身子就是聖靈的殿嗎?
[00:10:16.800 --> 00:10:18.360]  這聖靈是從神而來
[00:10:18.360 --> 00:10:20.520]  住在你們裏頭的
[00:10:20.520 --> 00:10:23.880]  並且你們不是自己的人
[00:10:23.880 --> 00:10:26.600]  因為你們是寵駕馬來的
[00:10:26.600 --> 00:10:30.880]  所以要在你們的身子上榮耀神」
[00:10:30.880 --> 00:10:33.000]  我們要保養顧悉我們的身體
[00:10:33.000 --> 00:10:35.640]  因為是聖靈的殿
[00:10:35.640 --> 00:10:38.320]  有聖靈住在我們裏面
[00:10:38.320 --> 00:10:42.800]  來帶領我們的人生
[00:10:42.800 --> 00:10:46.000]  我們怎可以毀壞呢?
[00:10:46.000 --> 00:10:51.760]  怎可以被物質所控制呢?
[00:10:51.760 --> 00:10:58.120]  當時喜世家都希望來提醒後世的人
[00:10:58.120 --> 00:11:01.760]  這是我們日常生活
[00:11:01.760 --> 00:11:05.760]  今天我們在一個物質豐裕的社會
[00:11:05.760 --> 00:11:07.080]  香港
[00:11:07.080 --> 00:11:10.680]  我們怎樣來控制呢?
[00:11:10.680 --> 00:11:13.720]  我們怎樣來自制呢?
[00:11:13.720 --> 00:11:18.640]  怎樣來節制呢?
[00:11:18.640 --> 00:11:27.600]  另一方面不要忘記我們是神百般恩賜的管家
[00:11:27.600 --> 00:11:30.920]  我們不單是運用恩賜彼此配搭侍奉
[00:11:30.920 --> 00:11:34.000]  其實這個管家有個意思
[00:11:34.000 --> 00:11:42.000]  就是管理好銀庫裏面的錢財
[00:11:42.000 --> 00:11:48.480]  我們好好管理神給我們的物質供應
[00:11:48.480 --> 00:11:52.400]  以致能夠在我們的生命裏面榮耀神
[00:11:52.400 --> 00:11:55.560]  這是最為重要的
[00:11:55.560 --> 00:11:57.680]  一方面要保養顧悉我們的身體
[00:11:57.680 --> 00:11:59.280]  是聖靈的殿
[00:11:59.280 --> 00:12:07.080]  另一方面我們要做好我們管家的職份
[00:12:07.080 --> 00:12:13.360]  我們看到在不同的人身上
[00:12:13.360 --> 00:12:15.720]  他們遇到的際遇
[00:12:15.720 --> 00:12:26.000]  亦讓我們看到他們怎樣來應對財富所帶來的困擾
[00:12:26.000 --> 00:12:28.040]  約伯有一句很震撼的說話
[00:12:28.040 --> 00:12:28.760]  他這樣說
[00:12:28.760 --> 00:12:34.600]  「我赤身出於無態,必赤身而回」
[00:12:34.600 --> 00:12:37.760]  在當時一夜之間
[00:12:37.760 --> 00:12:48.520]  從一個富甲四方的富翁變成一無所有
[00:12:48.520 --> 00:12:54.960]  他能夠說「我赤身出於無態,必赤身而回」
[00:12:54.960 --> 00:12:58.200]  很相信是真心話
[00:12:58.200 --> 00:13:00.440]  我們看到亞伯蘭的慷慨
[00:13:00.440 --> 00:13:04.080]  當他和他的侄兒羅德要分開的時候
[00:13:04.080 --> 00:13:12.360]  他說「羅德,你去那裡,我就走相反的方向」
[00:13:12.360 --> 00:13:14.040]  「你去東,我就去西」
[00:13:14.040 --> 00:13:16.280]  「你去南,我就去北」
[00:13:16.280 --> 00:13:23.800]  當羅德看到以色列的平原
[00:13:23.800 --> 00:13:27.800]  當時的迦南平原
[00:13:27.800 --> 00:13:30.920]  很富庶、平坦
[00:13:30.920 --> 00:13:33.880]  他就說「我去那裡」
[00:13:33.880 --> 00:13:38.200]  換句話說,亞伯拉罕就要去哪裡?
[00:13:38.200 --> 00:13:39.480]  他要去平原
[00:13:39.480 --> 00:13:44.720]  亞伯蘭就要去山區
[00:13:44.720 --> 00:13:48.240]  千辛萬苦去到迦南的地方
[00:13:48.240 --> 00:13:55.520]  但是為了要造就、成全他的侄兒
[00:13:55.520 --> 00:13:56.520]  他願意放手
[00:13:56.520 --> 00:14:01.920]  但神給他的應許、賜福是更加大
[00:14:01.920 --> 00:14:06.240]  使徒保羅有一個深情的表白
[00:14:06.240 --> 00:14:09.560]  保羅在《迦拉太書》教導聖靈不潔的果子
[00:14:09.560 --> 00:14:11.920]  包括了節制的
[00:14:11.920 --> 00:14:15.080]  也是他生命的實踐
[00:14:15.080 --> 00:14:19.240]  他有句話是這樣說的
[00:14:19.240 --> 00:14:24.600]  「我知道怎樣處悲戰,也知道怎樣處豐富」
[00:14:24.600 --> 00:14:29.120]  「或飽足,或飢餓,或有餘,或缺乏」
[00:14:29.120 --> 00:14:31.840]  「隨是隨在,我都得了被缺」
[00:14:31.840 --> 00:14:37.160]  「我靠著那加給我的力量的,凡事都能作」
[00:14:37.160 --> 00:14:39.800]  「神百般恩賜的管家」
[00:14:39.800 --> 00:14:44.920]  包括了侍奉和管理神的供應
[00:14:44.920 --> 00:14:53.280]  也是我們生命裡需要操練的
[00:14:53.280 --> 00:15:02.840]  當我們讀到《熹西家》的真言時
[00:15:02.840 --> 00:15:06.400]  我們再看《熹西家王》
[00:15:06.400 --> 00:15:10.880]  《熹西家王》有他的強項
[00:15:10.880 --> 00:15:12.680]  倚靠神
[00:15:12.680 --> 00:15:14.480]  有他的弱點
[00:15:14.480 --> 00:15:16.280]  也是我們共通的弱點
[00:15:16.280 --> 00:15:19.440]  就是喜歡被人抬舉
[00:15:19.440 --> 00:15:26.400]  當他倚靠神去聖歌亞述入侵之後
[00:15:26.400 --> 00:15:29.960]  巴比倫的使節來訪問
[00:15:29.960 --> 00:15:36.360]  他竟然將國家的財富給使節來看
[00:15:36.360 --> 00:15:38.600]  是不是使節的要求呢?
[00:15:38.600 --> 00:15:40.360]  是禮節上的義務?
[00:15:40.360 --> 00:15:47.160]  還是他要炫耀自己有治國之道呢?
[00:15:47.160 --> 00:15:50.600]  這就是人性的弱點
[00:15:50.600 --> 00:15:56.360]  但我們不要忽略一切都是從神而來的
[00:15:56.360 --> 00:16:03.320]  所以在真言第25章27節
[00:16:03.320 --> 00:16:09.400]  接下去都是說「吃物過多是不好的」
[00:16:09.400 --> 00:16:11.840]  「過多」的意思是過量
[00:16:11.840 --> 00:16:21.320]  和剛才「超過滿足的份量」的意思是相約的
[00:16:21.320 --> 00:16:23.880]  「過多」
[00:16:23.880 --> 00:16:29.600]  「份量過多」其實就是生活的細節來教導
[00:16:29.600 --> 00:16:38.760]  我們考究自己的榮耀也是可驗的
[00:16:38.760 --> 00:16:41.280]  考究是甚麼意思呢?
[00:16:41.280 --> 00:16:46.080]  考究是過份追求
[00:16:46.080 --> 00:16:48.280]  過份追求甚麼?
[00:16:48.280 --> 00:16:52.480]  自己的榮耀
[00:16:52.480 --> 00:16:58.760]  自己能夠出名
[00:16:58.760 --> 00:17:04.480]  能夠在眾人中間突出
[00:17:04.480 --> 00:17:08.480]  還有另一個意思就是和盤托出
[00:17:08.480 --> 00:17:11.560]  這個考究和盤托出是甚麼意思呢?
[00:17:11.560 --> 00:17:13.840]  就是每一個細節
[00:17:13.840 --> 00:17:15.160]  一件事情
[00:17:15.160 --> 00:17:18.160]  你做了一件事人家讚賞你
[00:17:18.160 --> 00:17:19.680]  但你卻告訴別人
[00:17:19.680 --> 00:17:22.560]  由開始整個過程
[00:17:22.560 --> 00:17:25.800]  到現在和將來的影響
[00:17:25.800 --> 00:17:34.400]  都會一手都是你造成的
[00:17:34.400 --> 00:17:38.800]  我們香港人有一句說話就是
[00:17:38.800 --> 00:17:44.800]  「臉上貼金」
[00:17:44.800 --> 00:17:52.400]  考究自己的榮耀就是為自己臉上貼金
[00:17:52.400 --> 00:17:56.680]  這個追求就等於搜刮
[00:17:56.680 --> 00:17:59.480]  搜刮自己的榮耀
[00:17:59.480 --> 00:18:02.840]  能夠展示在人面前
[00:18:02.840 --> 00:18:05.000]  我真是想像不到
[00:18:05.000 --> 00:18:07.200]  但大有人在
[00:18:07.200 --> 00:18:10.120]  因為你要出名
[00:18:10.120 --> 00:18:16.400]  因為你要讓人見到你的存在感
[00:18:16.400 --> 00:18:20.640]  最近一次的藝員頒獎禮裏面
[00:18:20.640 --> 00:18:25.320]  我聽到一個很特別的聲音
[00:18:25.320 --> 00:18:29.680]  因為頒獎禮通常獲獎的人
[00:18:29.680 --> 00:18:31.840]  他們很興奮
[00:18:31.840 --> 00:18:36.600]  他們到頒獎台接過這個獎座
[00:18:36.600 --> 00:18:39.280]  接著說「多謝這位,多謝那位」
[00:18:39.280 --> 00:18:44.880]  「多謝他的好朋友,多謝他的家人」
[00:18:44.880 --> 00:18:49.080]  接著「多謝自己」
[00:18:49.080 --> 00:18:51.720]  不單止這個頒獎禮
[00:18:51.720 --> 00:18:58.920]  在奧林匹克運動會的頒獎禮獲獎的時候
[00:18:58.920 --> 00:19:02.000]  我見到那位教練
[00:19:02.000 --> 00:19:07.960]  他說「最後我都要多謝自己」
[00:19:07.960 --> 00:19:09.840]  臉上貼金
[00:19:09.840 --> 00:19:15.640]  但我剛才說聽到一把特別的聲音
[00:19:15.640 --> 00:19:20.000]  這位獲獎者
[00:19:20.000 --> 00:19:22.120]  這位姐妹
[00:19:22.120 --> 00:19:26.760]  她第一句說話就是「我感謝主耶穌」
[00:19:26.760 --> 00:19:28.720]  這句說話一說出來的時候
[00:19:28.720 --> 00:19:34.240]  在場的人士好像沒有什麼特別的反應
[00:19:34.240 --> 00:19:37.320]  但我聽到的時候
[00:19:37.320 --> 00:19:40.600]  她是將榮耀歸給神
[00:19:40.600 --> 00:19:45.400]  她首先是將榮耀歸給神
[00:19:45.400 --> 00:19:50.160]  一個很大的對比
[00:19:50.160 --> 00:19:51.960]  她不單止說了一次
[00:19:51.960 --> 00:19:53.840]  她說了兩次
[00:19:53.840 --> 00:20:01.840]  因為她知道神容讓她在演藝界發展
[00:20:01.840 --> 00:20:06.360]  容讓她在演藝界得到一個這麼好的機會
[00:20:06.360 --> 00:20:10.680]  又容讓她在這次的頒獎禮獲得獎項
[00:20:10.680 --> 00:20:15.200]  所以她第一句就是感謝神
[00:20:15.200 --> 00:20:18.840]  我們說在這個自戀的世代
[00:20:18.840 --> 00:20:25.680]  很多時候都會忘記了創造他們的神
[00:20:25.680 --> 00:20:36.920]  忘記了賜恩典給他們的主
[00:20:36.920 --> 00:20:39.160]  Michael Faraday
[00:20:39.160 --> 00:20:40.520]  法拉第
[00:20:40.520 --> 00:20:45.480]  他有殿學之父的美譽
[00:20:45.480 --> 00:20:54.280]  他成就了人類,將人類帶入電力時代的一位代表性人物
[00:20:54.280 --> 00:20:55.920]  法拉第
[00:20:55.920 --> 00:20:59.920]  當他臨終的時候,他有一句說話
[00:20:59.920 --> 00:21:08.760]  「我的一生是用科學來侍奉我的上帝」
[00:21:08.760 --> 00:21:11.440]  首先要說的
[00:21:11.440 --> 00:21:13.920]  即使是離開世界
[00:21:13.920 --> 00:21:19.640]  都要第一句說話來將榮耀歸給神
[00:21:19.640 --> 00:21:23.000]  他造福了人群很多
[00:21:23.000 --> 00:21:29.480]  發明了旋轉的發電機
[00:21:29.480 --> 00:21:34.200]  他發明了本燈
[00:21:34.200 --> 00:21:38.720]  但他不是說我怎樣顯赫
[00:21:38.720 --> 00:21:42.400]  我怎樣來對這個世界的影響
[00:21:42.400 --> 00:21:44.280]  他說
[00:21:44.280 --> 00:21:49.760]  「我的一生是用科學來侍奉主我們的神」
[00:21:49.760 --> 00:21:54.880]  一位基督徒的科學家
[00:21:54.880 --> 00:22:00.720]  一位在主裡面熱心服侍的弟兄
[00:22:00.720 --> 00:22:11.280]  一位極受當時人所讚許的科學家
[00:22:11.280 --> 00:22:18.360]  他知道這一切都是神賦予他的
[00:22:18.360 --> 00:22:20.400]  相反地
[00:22:20.400 --> 00:22:22.520]  搜刮榮耀
[00:22:22.520 --> 00:22:25.720]  在聖經裡面有沒有這樣的例子呢?
[00:22:25.720 --> 00:22:28.720]  在《使徒行傳》裡面記載了一個人物
[00:22:28.720 --> 00:22:30.240]  不知道大家記不記得
[00:22:30.240 --> 00:22:33.760]  是一個行邪術的西門
[00:22:33.760 --> 00:22:35.480]  他信耶穌
[00:22:35.480 --> 00:22:37.360]  他信了主之後
[00:22:37.360 --> 00:22:39.520]  他就見到使徒
[00:22:39.520 --> 00:22:42.720]  帶人信耶穌 按手為他們祈禱的時候
[00:22:42.720 --> 00:22:45.840]  聖靈降臨在他們身上
[00:22:45.840 --> 00:22:48.840]  所以他說
[00:22:48.840 --> 00:22:53.040]  「使徒 我給你一些錢」
[00:22:53.040 --> 00:22:56.440]  「我也想能夠這樣做」
[00:22:56.440 --> 00:23:00.760]  「就是用錢買了權柄」
[00:23:00.760 --> 00:23:04.880]  「這個能力來為人按手」
[00:23:04.880 --> 00:23:11.320]  使徒見到他這麼輕視神
[00:23:11.320 --> 00:23:13.320]  神賦予他們的恩賜
[00:23:13.320 --> 00:23:14.840]  神的工作
[00:23:14.840 --> 00:23:20.040]  怎麼能夠用金錢來作買賣呢?
[00:23:20.040 --> 00:23:21.280]  彼得這樣說
[00:23:21.280 --> 00:23:24.360]  「你的銀子和你的銀子一同滅亡吧」
[00:23:24.360 --> 00:23:30.520]  「因為你想神的恩賜是可以用錢買的」
[00:23:30.520 --> 00:23:34.720]  是何等可惜?
[00:23:34.720 --> 00:23:39.280]  我們今天還是需要去審查
[00:23:39.280 --> 00:23:41.880]  我們有沒有搜刮榮耀?
[00:23:41.880 --> 00:23:45.800]  有沒有奪取神當得的榮耀?
[00:23:45.800 --> 00:23:53.080]  我們需要去反省
[00:23:53.080 --> 00:23:56.120]  戴德生先生曾經說過一句話
[00:23:56.120 --> 00:24:01.160]  「我若有千鎊英金 中國可以全數之取」
[00:24:01.160 --> 00:24:05.720]  「我若有千條性命 絕不留下一條不及中國」
[00:24:05.720 --> 00:24:12.720]  是否豪情壯志?
[00:24:12.720 --> 00:24:18.560]  我相信在我們中間很多弟兄姊妹都有這樣的心智
[00:24:18.560 --> 00:24:20.960]  我有多少錢 我都拿出來
[00:24:20.960 --> 00:24:24.240]  我有多少條命 都要拿出來
[00:24:24.240 --> 00:24:26.200]  我要多過你
[00:24:26.200 --> 00:24:28.800]  我要做得比你好
[00:24:28.800 --> 00:24:32.280]  但是戴德生先生說這句話的時候
[00:24:32.280 --> 00:24:35.360]  他不是說「我要出名」
[00:24:35.360 --> 00:24:40.200]  當然我們今天只是引用了上文
[00:24:40.200 --> 00:24:41.320]  還有下文
[00:24:41.320 --> 00:24:42.720]  戴德生說
[00:24:42.720 --> 00:24:45.920]  「絕對不留下一條不及中國」
[00:24:45.920 --> 00:24:46.880]  不是
[00:24:46.880 --> 00:24:52.640]  不是中國 是為基督
[00:24:52.640 --> 00:24:59.520]  他能夠去到中國去傳福音 去侍奉神
[00:24:59.520 --> 00:25:02.280]  是神的恩典
[00:25:02.280 --> 00:25:04.640]  是神帶領他的
[00:25:04.640 --> 00:25:06.280]  是神造就的一切
[00:25:06.280 --> 00:25:09.360]  他經歷的是神的作為
[00:25:09.360 --> 00:25:11.080]  他願意豁出來
[00:25:11.080 --> 00:25:16.560]  不是因為要得到讚許美譽
[00:25:16.560 --> 00:25:20.040]  不是要貼金在自己的臉上
[00:25:20.040 --> 00:25:26.360]  是因為為基督而做
[00:25:26.360 --> 00:25:28.680]  小路保羅提醒我們
[00:25:28.680 --> 00:25:31.960]  「是你與人不同的是誰呢?」
[00:25:31.960 --> 00:25:35.840]  「你所有的哪一個不是領受的呢?」
[00:25:35.840 --> 00:25:43.720]  「若是領受的,為何自誇,彷彿不是領受的呢?」
[00:25:43.720 --> 00:25:47.360]  一切都是從神而來的
[00:25:47.360 --> 00:25:49.560]  我們很樂意來服侍
[00:25:49.560 --> 00:25:52.360]  但是最重要
[00:25:52.360 --> 00:25:54.400]  最重要不要忘記
[00:25:54.400 --> 00:25:59.800]  我們侍奉的是我們的神
