
[00:00:00.000 --> 00:00:03.140]  好,大兄姐妹,我們繼續今天的主題
[00:01:22.040 --> 00:01:25.040]  將有一天,祂會再回來
[00:01:25.040 --> 00:01:27.040]  所以這個《聖經》告訴我們
[00:01:27.040 --> 00:01:29.040]  這個世界觀
[00:01:29.040 --> 00:01:31.040]  是和世界裡面所說的世界觀
[00:01:31.040 --> 00:01:33.040]  是不同的
[00:01:33.040 --> 00:01:35.040]  向著一個結論,向著一個意義
[00:01:35.040 --> 00:01:37.040]  來走向
[00:01:37.040 --> 00:01:39.040]  而到新天新地來到的時候
[00:01:39.040 --> 00:01:41.040]  就是基督再來的時候
[00:01:41.040 --> 00:01:43.040]  人在基督裡面
[00:01:43.040 --> 00:01:45.040]  就會復活了
[00:01:45.040 --> 00:01:47.040]  我們就會有一個
[00:01:47.040 --> 00:01:49.040]  不壞的榮耀的身體
[00:01:49.040 --> 00:01:51.040]  然後新天新地就會降臨
[00:01:51.040 --> 00:01:54.040]  好像新的耶路撒冷聖城一樣
[00:01:54.040 --> 00:01:57.040]  是沒有罪,沒有邪惡的一個地方
[00:01:57.040 --> 00:01:59.040]  沒有痛苦,沒有疾病
[00:01:59.040 --> 00:02:01.040]  沒有哭號的一個地方
[00:02:01.040 --> 00:02:03.040]  那個地方就是我們正在去的目的地
[00:02:03.040 --> 00:02:05.040]  所以《聖經》裡面說了很多
[00:02:05.040 --> 00:02:07.040]  終末的事情
[00:02:07.040 --> 00:02:09.040]  對我們人生是很有關係的
[00:02:09.040 --> 00:02:11.040]  因為我們不是只是在那裡
[00:02:11.040 --> 00:02:13.040]  沒完沒了地去做
[00:02:13.040 --> 00:02:15.040]  我們一生裡面經營的事
[00:02:15.040 --> 00:02:17.040]  而是朝著一個方向
[00:02:17.040 --> 00:02:19.040]  朝著一個新天新地
[00:02:19.040 --> 00:02:21.040]  來到去的
[00:02:21.040 --> 00:02:23.040]  今次是第三講
[00:02:23.040 --> 00:02:25.040]  會看一段經文
[00:02:25.040 --> 00:02:27.040]  就是《鐵道來加前書》
[00:02:27.040 --> 00:02:29.040]  這段經文我們看的時候
[00:02:29.040 --> 00:02:31.040]  我只有兩個重點
[00:02:31.040 --> 00:02:33.040]  第一個重點
[00:02:33.040 --> 00:02:35.040]  就是講到這位的王者
[00:02:35.040 --> 00:02:37.040]  會再來
[00:02:37.040 --> 00:02:39.040]  就是耶穌基督,我們的主
[00:02:39.040 --> 00:02:41.040]  這個死而復活
[00:02:41.040 --> 00:02:43.040]  並且在天上
[00:02:43.040 --> 00:02:45.040]  來作王的主耶穌基督
[00:02:45.040 --> 00:02:47.040]  祂會再來
[00:02:47.040 --> 00:02:49.040]  並且《聖經》宣告是肯定的
[00:02:49.040 --> 00:02:51.040]  《聖經》的啟示
[00:02:51.040 --> 00:02:53.040]  上天給我們的啟示
[00:02:53.040 --> 00:02:55.040]  揭開這個奧秘
[00:02:55.040 --> 00:02:57.040]  就是這個 second coming
[00:02:57.040 --> 00:02:59.040]  這個將會再來
[00:02:59.040 --> 00:03:01.040]  這個軍王
[00:03:01.040 --> 00:03:03.040]  是肯定的
[00:03:03.040 --> 00:03:05.040]  第二點就是
[00:03:05.040 --> 00:03:07.040]  祂的再來
[00:03:07.040 --> 00:03:09.040]  是越來越接近
[00:03:09.040 --> 00:03:11.040]  越來越近
[00:03:11.040 --> 00:03:13.040]  我們先看經文
[00:03:13.040 --> 00:03:15.040]  《鐵道來加前書》第四章
[00:03:15.040 --> 00:03:17.040]  抵門至於
[00:03:17.040 --> 00:03:19.040]  已睡了的人
[00:03:19.040 --> 00:03:21.040]  我們不願意,你們不知道
[00:03:21.040 --> 00:03:23.040]  恐怕你們憂傷
[00:03:23.040 --> 00:03:25.040]  像那些沒有指望的人一樣
[00:03:25.040 --> 00:03:27.040]  既然我們信耶穌死了復活了
[00:03:27.040 --> 00:03:29.040]  那些已經在耶穌裡面
[00:03:29.040 --> 00:03:31.040]  睡了的人,上帝也必
[00:03:31.040 --> 00:03:33.040]  將他們與耶穌
[00:03:33.040 --> 00:03:35.040]  一同帶來
[00:03:35.040 --> 00:03:37.040]  我們照著主的話
[00:03:37.040 --> 00:03:39.040]  告訴你們一件事
[00:03:39.040 --> 00:03:41.040]  我們者活著還存留到主來臨的人
[00:03:41.040 --> 00:03:43.040]  絕不能在那
[00:03:43.040 --> 00:03:45.040]  已經睡了的人之先
[00:03:45.040 --> 00:03:47.040]  因為召集令一發
[00:03:47.040 --> 00:03:49.040]  天使長的呼聲一叫
[00:03:49.040 --> 00:03:51.040]  上帝的號角一吹
[00:03:51.040 --> 00:03:53.040]  主必親自從天降臨
[00:03:53.040 --> 00:03:55.040]  那在基督裡面死了的人
[00:03:55.040 --> 00:03:57.040]  必先復活
[00:03:57.040 --> 00:03:59.040]  然後我們這些
[00:03:59.040 --> 00:04:01.040]  活著還存留的人
[00:04:01.040 --> 00:04:03.040]  必和他們
[00:04:03.040 --> 00:04:05.040]  一同被
[00:04:05.040 --> 00:04:07.040]  提到雲裡
[00:04:07.040 --> 00:04:09.040]  在空中與主相會
[00:04:09.040 --> 00:04:11.040]  這樣我們就要和主
[00:04:11.040 --> 00:04:13.040]  永遠同在
[00:04:13.040 --> 00:04:15.040]  所以你們要用
[00:04:15.040 --> 00:04:17.040]  這些話
[00:04:17.040 --> 00:04:19.040]  彼此勸勉
[00:04:19.040 --> 00:04:21.040]  這段說話
[00:04:21.040 --> 00:04:23.040]  是保羅寫一封信
[00:04:23.040 --> 00:04:25.040]  給當時一個教會
[00:04:25.040 --> 00:04:27.040]  在帖薩雷迦的一個城鎮
[00:04:27.040 --> 00:04:29.040]  一個所謂羅馬的大城
[00:04:29.040 --> 00:04:31.040]  寫給他們
[00:04:31.040 --> 00:04:33.040]  這個初生的教會
[00:04:33.040 --> 00:04:35.040]  可能有很多衝突
[00:04:35.040 --> 00:04:37.040]  特別他們可能中間有些親人去世
[00:04:37.040 --> 00:04:39.040]  或者有些人離開了
[00:04:39.040 --> 00:04:41.040]  他們就憂傷難過
[00:04:41.040 --> 00:04:43.040]  這個是難免的,也是自然的
[00:04:43.040 --> 00:04:45.040]  但是保羅在
[00:04:45.040 --> 00:04:47.040]  這一封的書信
[00:04:47.040 --> 00:04:49.040]  帖薩雷迦前書
[00:04:49.040 --> 00:04:51.040]  之後還有一本後書
[00:04:51.040 --> 00:04:53.040]  前書他講什麼呢
[00:04:53.040 --> 00:04:55.040]  講到第四章的時候他就說
[00:04:55.040 --> 00:04:57.040]  提一提這一個很重要的事
[00:04:57.040 --> 00:04:59.040]  乃爾星垂了的人
[00:04:59.040 --> 00:05:01.040]  我們知道他
[00:05:01.040 --> 00:05:03.040]  將來會發生什麼事
[00:05:03.040 --> 00:05:05.040]  而且我們還存留的
[00:05:05.040 --> 00:05:07.040]  如果我們有福氣
[00:05:07.040 --> 00:05:09.040]  耶穌是在我們有生之年回來的話
[00:05:09.040 --> 00:05:11.040]  我們會發生什麼事
[00:05:11.040 --> 00:05:13.040]  很重要的一段話
[00:05:13.040 --> 00:05:15.040]  這些中末的思考
[00:05:15.040 --> 00:05:17.040]  或者中末的教導
[00:05:17.040 --> 00:05:19.040]  不是一些抽象的東西
[00:05:19.040 --> 00:05:21.040]  是跟我們今時今日面對的東西
[00:05:21.040 --> 00:05:23.040]  是有關
[00:05:23.040 --> 00:05:25.040]  生活裡面可能有憂傷,會有難過
[00:05:25.040 --> 00:05:27.040]  甚至會有困境
[00:05:27.040 --> 00:05:29.040]  不過這些中末的教導是給我們生命裡面有盼望
[00:05:29.040 --> 00:05:31.040]  有力量
[00:05:31.040 --> 00:05:33.040]  當你看到那個目的地的時候
[00:05:33.040 --> 00:05:35.040]  你人生的方向就
[00:05:35.040 --> 00:05:37.040]  不會那麼容易陣腳大亂
[00:05:39.040 --> 00:05:41.040]  我們面對有不同的險阻
[00:05:41.040 --> 00:05:43.040]  不同的
[00:05:43.040 --> 00:05:45.040]  眾叛親離等等
[00:05:45.040 --> 00:05:47.040]  只要我們見到最終的終點
[00:05:47.040 --> 00:05:49.040]  我們今時今日
[00:05:49.040 --> 00:05:51.040]  就會有所不同
[00:05:51.040 --> 00:05:53.040]  四章第十五節這裡說什麼
[00:05:53.040 --> 00:05:55.040]  他說我們照主的話
[00:05:55.040 --> 00:05:57.040]  告訴你一件事
[00:05:57.040 --> 00:05:59.040]  主的話是誰
[00:05:59.040 --> 00:06:01.040]  就是主耶穌基督講過的東西
[00:06:01.040 --> 00:06:05.040]  主耶穌曾經講過的東西
[00:06:05.040 --> 00:06:07.040]  然後初期的信徒,初期的使徒
[00:06:07.040 --> 00:06:09.040]  他們記起
[00:06:09.040 --> 00:06:11.040]  哪一件事
[00:06:11.040 --> 00:06:13.040]  我不知道他真正
[00:06:13.040 --> 00:06:15.040]  引用的是哪一道,可能是鑒鑒山
[00:06:15.040 --> 00:06:17.040]  廣道等等
[00:06:17.040 --> 00:06:19.040]  你記得耶路撒冷,面對著耶路撒冷的時候
[00:06:19.040 --> 00:06:21.040]  耶穌進入耶路撒冷之前
[00:06:21.040 --> 00:06:23.040]  他就在鑒鑒山上面講過
[00:06:23.040 --> 00:06:25.040]  一些有關主在來的事
[00:06:25.040 --> 00:06:27.040]  特別是主後七十年
[00:06:27.040 --> 00:06:29.040]  會有什麼動盪的事情
[00:06:29.040 --> 00:06:31.040]  會發生,然後有戰亂
[00:06:31.040 --> 00:06:33.040]  有饑荒等等
[00:06:33.040 --> 00:06:35.040]  羅馬軍隊會打過來
[00:06:35.040 --> 00:06:37.040]  然後用這個情況
[00:06:37.040 --> 00:06:39.040]  他又講了主的
[00:06:39.040 --> 00:06:41.040]  在來,這種的預言
[00:06:41.040 --> 00:06:43.040]  聖經裡面有很多
[00:06:43.040 --> 00:06:45.040]  這樣的應許
[00:06:45.040 --> 00:06:47.040]  由舊約,到新約
[00:06:47.040 --> 00:06:49.040]  神的承諾
[00:06:49.040 --> 00:06:51.040]  我不喜歡講預言這麼多
[00:06:51.040 --> 00:06:53.040]  因為那時候現代人一聽到
[00:06:53.040 --> 00:06:55.040]  預言 prophecy 的時候,我們就覺得是
[00:06:55.040 --> 00:06:57.040]  預先寫好的報紙
[00:06:57.040 --> 00:06:59.040]  但聖經裡面所謂的預言 prophecy
[00:06:59.040 --> 00:07:01.040]  其實是 promises
[00:07:01.040 --> 00:07:03.040]  其實是應許
[00:07:03.040 --> 00:07:05.040]  或者是承諾
[00:07:05.040 --> 00:07:07.040]  舊約裡面有很多
[00:07:07.040 --> 00:07:09.040]  這些對將來的承諾
[00:07:09.040 --> 00:07:11.040]  對將來的應許
[00:07:11.040 --> 00:07:13.040]  是在歷史裡面發生的
[00:07:13.040 --> 00:07:15.040]  改朝換代
[00:07:15.040 --> 00:07:17.040]  或者地動山搖世事
[00:07:17.040 --> 00:07:19.040]  有變遷
[00:07:19.040 --> 00:07:21.040]  你去查一下舊約裡面的
[00:07:21.040 --> 00:07:23.040]  歷史和背景
[00:07:23.040 --> 00:07:25.040]  你就知道有很多重要的應許
[00:07:25.040 --> 00:07:27.040]  都已經是實現了
[00:07:27.040 --> 00:07:29.040]  最重要的應許
[00:07:29.040 --> 00:07:31.040]  實現在誰身上
[00:07:31.040 --> 00:07:33.040]  在整個人類歷史中間這一段
[00:07:33.040 --> 00:07:35.040]  就是耶穌基督
[00:07:35.040 --> 00:07:37.040]  的來,死,復活,和聖殿
[00:07:37.040 --> 00:07:39.040]  這些在舊約裡面有的 promises
[00:07:39.040 --> 00:07:41.040]  都在耶穌基督
[00:07:41.040 --> 00:07:43.040]  的身上
[00:07:43.040 --> 00:07:45.040]  去實現
[00:07:45.040 --> 00:07:47.040]  舊約,新約
[00:07:47.040 --> 00:07:49.040]  在整本聖經裡面有一個的預言
[00:07:49.040 --> 00:07:51.040]  或者一個的應許
[00:07:51.040 --> 00:07:53.040]  是還沒有實現的
[00:07:53.040 --> 00:07:55.040]  並且一定會實現的
[00:07:55.040 --> 00:07:57.040]  那個是什麼應許
[00:07:57.040 --> 00:07:59.040]  就是耶穌的在內
[00:07:59.040 --> 00:08:01.040]  耶穌的 second coming
[00:08:01.040 --> 00:08:03.040]  將會實現
[00:08:03.040 --> 00:08:05.040]  並且必定會實現
[00:08:05.040 --> 00:08:07.040]  所以主的話
[00:08:07.040 --> 00:08:09.040]  去告訴你一件事
[00:08:09.040 --> 00:08:11.040]  這件事一定會發生
[00:08:11.040 --> 00:08:13.040]  將來一定會發生
[00:08:13.040 --> 00:08:15.040]  你怎麼知道
[00:08:15.040 --> 00:08:17.040]  因為你看一下
[00:08:17.040 --> 00:08:19.040]  上帝有沒有誠信
[00:08:19.040 --> 00:08:21.040]  你去查一下舊約至新約
[00:08:21.040 --> 00:08:23.040]  有沒有一些事是上帝曾經講過
[00:08:23.040 --> 00:08:25.040]  所謂預言
[00:08:25.040 --> 00:08:27.040]  應許過的
[00:08:27.040 --> 00:08:29.040]  有發生過的
[00:08:29.040 --> 00:08:31.040]  所以上帝的character
[00:08:31.040 --> 00:08:33.040]  是可信的
[00:08:33.040 --> 00:08:35.040]  並且上帝的啟示告訴我們
[00:08:35.040 --> 00:08:37.040]  second coming
[00:08:37.040 --> 00:08:39.040]  耶穌的在內
[00:08:39.040 --> 00:08:41.040]  是必定會發生,這個certain是肯定的
[00:08:41.040 --> 00:08:43.040]  這是第一點
[00:08:43.040 --> 00:08:45.040]  照著主的話告訴你一件事
[00:08:45.040 --> 00:08:47.040]  就是second coming的時候會發生什麼事
[00:08:47.040 --> 00:08:49.040]  我們看看他怎樣去描述
[00:08:49.040 --> 00:08:51.040]  這個所謂second coming
[00:08:51.040 --> 00:08:53.040]  是怎樣,和這個second coming
[00:08:53.040 --> 00:08:55.040]  是和我們之間有什麼關係
[00:08:55.040 --> 00:08:57.040]  在這裡描述主在內的情況是怎樣
[00:08:57.040 --> 00:08:59.040]  他說沒後的時刻
[00:08:59.040 --> 00:09:01.040]  就是說人類歷史的終結
[00:09:01.040 --> 00:09:03.040]  這個樂章的終結的時候
[00:09:03.040 --> 00:09:05.040]  到底會發生什麼事
[00:09:05.040 --> 00:09:07.040]  他說在基督裡面的人
[00:09:07.040 --> 00:09:09.040]  就會復活了
[00:09:09.040 --> 00:09:11.040]  這裡有一個次序
[00:09:11.040 --> 00:09:13.040]  十五節
[00:09:13.040 --> 00:09:15.040]  我們照著
[00:09:15.040 --> 00:09:19.040]  活著還存留
[00:09:19.040 --> 00:09:21.040]  到主來臨的人
[00:09:21.040 --> 00:09:23.040]  絕不會在那些睡鳥之人之先
[00:09:23.040 --> 00:09:25.040]  因為
[00:09:25.040 --> 00:09:27.040]  照習令一發
[00:09:27.040 --> 00:09:29.040]  天使的呼聲一響
[00:09:29.040 --> 00:09:31.040]  上帝的號角一吹
[00:09:31.040 --> 00:09:33.040]  主必親自降臨
[00:09:33.040 --> 00:09:35.040]  那些在基督裡面死了的人
[00:09:35.040 --> 00:09:37.040]  必先復活
[00:09:37.040 --> 00:09:39.040]  然後我們這些活著還存留的人
[00:09:39.040 --> 00:09:41.040]  必和他們一同
[00:09:41.040 --> 00:09:43.040]  被提到魂裡面
[00:09:43.040 --> 00:09:45.040]  在空中與主相會
[00:09:45.040 --> 00:09:47.040]  這樣我們就永遠與主同在
[00:09:47.040 --> 00:09:49.040]  要弄清楚這個timeline
[00:09:49.040 --> 00:09:51.040]  誰會復活
[00:09:51.040 --> 00:09:53.040]  誰會復活
[00:09:53.040 --> 00:09:55.040]  睡鳥的人
[00:09:55.040 --> 00:09:57.040]  就是說那些已經離開了我們
[00:09:57.040 --> 00:09:59.040]  在教會離開了我們
[00:09:59.040 --> 00:10:01.040]  在基督裡面
[00:10:01.040 --> 00:10:03.040]  他們首先離開了的
[00:10:03.040 --> 00:10:05.040]  這一幫人就是所謂已睡鳥的人
[00:10:05.040 --> 00:10:07.040]  他們好像睡覺了
[00:10:07.040 --> 00:10:09.040]  睡覺就會醒來
[00:10:09.040 --> 00:10:11.040]  他們好像暫時
[00:10:11.040 --> 00:10:13.040]  是睡覺
[00:10:13.040 --> 00:10:15.040]  所以首先復活的
[00:10:15.040 --> 00:10:17.040]  就是那些已睡鳥的人
[00:10:17.040 --> 00:10:19.040]  就是已經安息主懷的人
[00:10:19.040 --> 00:10:21.040]  然後第二幫是什麼人
[00:10:21.040 --> 00:10:23.040]  就是我們還存留的人
[00:10:23.040 --> 00:10:25.040]  現在我們還活著
[00:10:25.040 --> 00:10:27.040]  這幫人
[00:10:27.040 --> 00:10:29.040]  還存留到主再來臨的時候
[00:10:29.040 --> 00:10:31.040]  但是誰先來
[00:10:31.040 --> 00:10:33.040]  就是他們先來
[00:10:33.040 --> 00:10:35.040]  然後我們是跟著的
[00:10:35.040 --> 00:10:37.040]  對不對
[00:10:37.040 --> 00:10:39.040]  我們所謂第二組的人
[00:10:39.040 --> 00:10:41.040]  然後會有什麼事情發生
[00:10:41.040 --> 00:10:43.040]  就是號角的聲音
[00:10:43.040 --> 00:10:45.040]  上帝王者再來的
[00:10:45.040 --> 00:10:47.040]  德盛的聲音
[00:10:47.040 --> 00:10:49.040]  就是德盛的海歌
[00:10:49.040 --> 00:10:51.040]  就好像一隊軍隊
[00:10:51.040 --> 00:10:53.040]  打完仗之後
[00:10:53.040 --> 00:10:55.040]  海船回歸回到他們的京都的時候
[00:10:55.040 --> 00:10:57.040]  那種號角聲
[00:10:57.040 --> 00:10:59.040]  和德盛的聲音
[00:10:59.040 --> 00:11:01.040]  主就會親自從天來降臨
[00:11:01.040 --> 00:11:03.040]  發生什麼事情呢
[00:11:03.040 --> 00:11:05.040]  當主來到的時候
[00:11:05.040 --> 00:11:07.040]  號角聲
[00:11:07.040 --> 00:11:09.040]  德盛的聲音吹響的時候
[00:11:09.040 --> 00:11:11.040]  睡鳥的人起來
[00:11:11.040 --> 00:11:13.040]  然後我們活著的人
[00:11:13.040 --> 00:11:15.040]  也都會
[00:11:15.040 --> 00:11:17.040]  一同載著他們
[00:11:17.040 --> 00:11:19.040]  被提到雲裡面
[00:11:19.040 --> 00:11:21.040]  在空中與主相依
[00:11:21.040 --> 00:11:23.040]  連之後
[00:11:23.040 --> 00:11:25.040]  我們就與主
[00:11:25.040 --> 00:11:27.040]  永遠同在
[00:11:27.040 --> 00:11:29.040]  這兩句話我們需要解釋一下
[00:11:29.040 --> 00:11:31.040]  第一句就是
[00:11:31.040 --> 00:11:33.040]  被提到雲裡
[00:11:33.040 --> 00:11:35.040]  特別很多這裡
[00:11:35.040 --> 00:11:37.040]  有一些華人的信徒
[00:11:37.040 --> 00:11:39.040]  特別是老信徒
[00:11:39.040 --> 00:11:41.040]  我想我們
[00:11:41.040 --> 00:11:43.040]  以往我們年輕的時候
[00:11:43.040 --> 00:11:45.040]  我們也聽過所謂的
[00:11:45.040 --> 00:11:47.040]  災前被提論
[00:11:47.040 --> 00:11:49.040]  pre-tribulational rapture
[00:11:49.040 --> 00:11:51.040]  被提的字就是rapture
[00:11:51.040 --> 00:11:53.040]  在這段聖經裡出來的
[00:11:53.040 --> 00:11:55.040]  被提到雲裡
[00:11:55.040 --> 00:11:57.040]  大多數的舊友
[00:11:57.040 --> 00:11:59.040]  的一套
[00:11:59.040 --> 00:12:01.040]  就是我們比較老一點的
[00:12:01.040 --> 00:12:03.040]  我們就接受了這一套的觀念
[00:12:03.040 --> 00:12:05.040]  這套觀念是什麼意思
[00:12:05.040 --> 00:12:07.040]  就是說基督再來的時候
[00:12:07.040 --> 00:12:09.040]  第一次他再來
[00:12:09.040 --> 00:12:11.040]  就是在說2000年前
[00:12:11.040 --> 00:12:13.040]  他再來second coming的時候
[00:12:13.040 --> 00:12:15.040]  首先有兩個階段
[00:12:15.040 --> 00:12:17.040]  兩個階段就沒有人知道
[00:12:17.040 --> 00:12:19.040]  他來到的時候
[00:12:19.040 --> 00:12:21.040]  被提我們就會消失
[00:12:21.040 --> 00:12:23.040]  所以坐在這裡的
[00:12:23.040 --> 00:12:25.040]  全部都是真的信主的
[00:12:25.040 --> 00:12:27.040]  主一聲我們就不見了
[00:12:27.040 --> 00:12:29.040]  然後七年大災難就會降臨在世界上
[00:12:29.040 --> 00:12:31.040]  就是前所未有的大災難
[00:12:31.040 --> 00:12:33.040]  然後會非常慘痛
[00:12:33.040 --> 00:12:35.040]  到七年大災難
[00:12:35.040 --> 00:12:37.040]  完結之後
[00:12:37.040 --> 00:12:39.040]  主的真正的
[00:12:39.040 --> 00:12:41.040]  大災難就來了
[00:12:41.040 --> 00:12:43.040]  他就是榮耀的來到
[00:12:43.040 --> 00:12:45.040]  然後就所謂收拾殘局
[00:12:45.040 --> 00:12:47.040]  然後帶來
[00:12:47.040 --> 00:12:49.040]  永恆的國度
[00:12:49.040 --> 00:12:51.040]  那些千禧年那些我們不鬥
[00:12:51.040 --> 00:12:53.040]  有些複雜
[00:12:53.040 --> 00:12:55.040]  舊友的一套
[00:12:55.040 --> 00:12:57.040]  就是講這件事
[00:12:57.040 --> 00:12:59.040]  被提到雲裡
[00:12:59.040 --> 00:13:01.040]  我們就是所謂脫虎海
[00:13:01.040 --> 00:13:03.040]  然後七年大災難才來到
[00:13:03.040 --> 00:13:05.040]  在前被提就是這個意思
[00:13:05.040 --> 00:13:07.040]  in any case
[00:13:07.040 --> 00:13:09.040]  這段聖經是不是真的講這件事
[00:13:09.040 --> 00:13:11.040]  首先搞清楚
[00:13:11.040 --> 00:13:13.040]  什麼叫做
[00:13:13.040 --> 00:13:15.040]  在空中與主相會
[00:13:15.040 --> 00:13:17.040]  什麼意思
[00:13:17.040 --> 00:13:19.040]  被提
[00:13:19.040 --> 00:13:21.040]  然後在空中與主相會
[00:13:21.040 --> 00:13:23.040]  其實
[00:13:23.040 --> 00:13:25.040]  是一尊有名詞來的
[00:13:25.040 --> 00:13:27.040]  是形容當時羅馬帝國
[00:13:27.040 --> 00:13:29.040]  那些軍隊
[00:13:29.040 --> 00:13:31.040]  將軍帝王
[00:13:31.040 --> 00:13:33.040]  帶著軍隊去打仗
[00:13:33.040 --> 00:13:35.040]  打完仗之後回來海船回歸的時候
[00:13:35.040 --> 00:13:37.040]  他進入京都之前
[00:13:37.040 --> 00:13:39.040]  那個京都裡面
[00:13:39.040 --> 00:13:41.040]  那些市鎮裡面的長老
[00:13:41.040 --> 00:13:43.040]  他們就會組織一個歡迎的隊伍
[00:13:43.040 --> 00:13:45.040]  然後他們出城
[00:13:45.040 --> 00:13:47.040]  在路途中間
[00:13:47.040 --> 00:13:49.040]  來跟這個德勝的軍王
[00:13:49.040 --> 00:13:51.040]  迎接他
[00:13:51.040 --> 00:13:53.040]  這個所謂相會就是這個意思
[00:13:53.040 --> 00:13:55.040]  然後呢
[00:13:55.040 --> 00:13:57.040]  相會了之後
[00:13:57.040 --> 00:13:59.040]  慶祝了之後
[00:13:59.040 --> 00:14:01.040]  他就帶他回去
[00:14:01.040 --> 00:14:03.040]  所以那些城中的長老
[00:14:03.040 --> 00:14:05.040]  就會一出
[00:14:05.040 --> 00:14:07.040]  然後就回來
[00:14:07.040 --> 00:14:09.040]  迎接一個軍王入城
[00:14:09.040 --> 00:14:11.040]  迎接一個德勝主
[00:14:11.040 --> 00:14:13.040]  一個王者入城
[00:14:13.040 --> 00:14:15.040]  是一種這樣的儀式
[00:14:15.040 --> 00:14:17.040]  一種這樣的習俗
[00:14:17.040 --> 00:14:19.040]  羅馬帝國特別多
[00:14:19.040 --> 00:14:21.040]  剛才我講的貼薩萊加這個地方
[00:14:21.040 --> 00:14:23.040]  是一個大城來的
[00:14:23.040 --> 00:14:25.040]  是軍隊駐紮的地方
[00:14:25.040 --> 00:14:27.040]  所以他們應該很清楚
[00:14:27.040 --> 00:14:29.040]  保羅說的
[00:14:29.040 --> 00:14:31.040]  與主相會
[00:14:31.040 --> 00:14:33.040]  這樣的儀式
[00:14:33.040 --> 00:14:35.040]  如果你了解
[00:14:35.040 --> 00:14:37.040]  這些當時的儀式
[00:14:37.040 --> 00:14:39.040]  其實都會make sense
[00:14:39.040 --> 00:14:41.040]  有大官貴人
[00:14:41.040 --> 00:14:43.040]  或者有重要的人來到的時候
[00:14:43.040 --> 00:14:45.040]  你應該是去接他的
[00:14:45.040 --> 00:14:47.040]  德勝我們教會請了一個特約的講員
[00:14:47.040 --> 00:14:49.040]  他飛到來
[00:14:49.040 --> 00:14:51.040]  我們芝加哥的時候
[00:14:51.040 --> 00:14:53.040]  我們會不會跟他說
[00:14:53.040 --> 00:14:55.040]  不如你自己
[00:14:55.040 --> 00:14:57.040]  你自己搭車吧
[00:14:57.040 --> 00:14:59.040]  我們會在教會見你的
[00:14:59.040 --> 00:15:01.040]  應該不會這樣
[00:15:01.040 --> 00:15:03.040]  禮貌上
[00:15:03.040 --> 00:15:05.040]  你想不想他來都好
[00:15:05.040 --> 00:15:07.040]  你都應該去接他
[00:15:07.040 --> 00:15:09.040]  上個星期我剛剛從 Kansas City 回來
[00:15:09.040 --> 00:15:11.040]  上了整個星期的課堂
[00:15:11.040 --> 00:15:13.040]  星期五晚我飛回來的時候
[00:15:13.040 --> 00:15:15.040]  你知道誰來接我嗎
[00:15:15.040 --> 00:15:17.040]  CTA來接我
[00:15:17.040 --> 00:15:19.040]  原因為什麼
[00:15:19.040 --> 00:15:21.040]  因為我不重要
[00:15:21.040 --> 00:15:23.040]  電話都沒有
[00:15:23.040 --> 00:15:25.040]  總之你自己回來
[00:15:25.040 --> 00:15:27.040]  自己吃東西
[00:15:27.040 --> 00:15:29.040]  但如果你是大官貴人
[00:15:29.040 --> 00:15:31.040]  就不一樣了
