
[00:00:00.000 --> 00:00:05.000]  禁食禱告主要的焦點是禱告
[00:05:15.000 --> 00:05:16.000]  只做一件事
[00:05:16.000 --> 00:05:19.000]  就是藉著禱告來親近神
[00:05:19.000 --> 00:05:24.000]  目的是達成自己生命的復興
[00:05:24.000 --> 00:05:29.000]  和達成我們祈求那些教會復興
[00:05:29.000 --> 00:05:32.000]  報道運動多人歸主
[00:05:32.000 --> 00:05:34.000]  這些屬靈目的
[00:05:34.000 --> 00:05:35.000]  而不吃
[00:05:35.000 --> 00:05:39.000]  這個才是我們所講的禁食
[00:05:39.000 --> 00:05:45.000]  在本督會的會規裏面
[00:05:45.000 --> 00:05:48.000]  有一段是這樣說的
[00:05:48.000 --> 00:05:51.000]  他說黑濟玉體
[00:05:51.000 --> 00:05:56.000]  蜜貪慕日落喜愛齋戒
[00:05:56.000 --> 00:06:00.000]  英文翻譯更加清楚
[00:06:00.000 --> 00:06:08.000]  不要將自己依附在享樂和愛禁食
[00:06:08.000 --> 00:06:10.000]  黑濟玉體
[00:06:10.000 --> 00:06:13.000]  就是將我們身體最基本
[00:06:13.000 --> 00:06:16.000]  甚至是合理的一種需求
[00:06:16.000 --> 00:06:17.000]  一種欲求
[00:06:17.000 --> 00:06:21.000]  都能夠在自己的調節控制下
[00:06:21.000 --> 00:06:24.000]  就好像亞國書所講
[00:06:24.000 --> 00:06:27.000]  如果一個人能夠控制自己的舌頭
[00:06:27.000 --> 00:06:30.000]  全身好多的東西
[00:06:30.000 --> 00:06:32.000]  你都跟著能夠控制
[00:06:32.000 --> 00:06:33.000]  而且在生活
[00:06:33.000 --> 00:06:35.000]  特別是一個營養過剩
[00:06:35.000 --> 00:06:39.000]  物質非常豐富的環境裏面
[00:06:39.000 --> 00:06:41.000]  我們已經覺得
[00:06:41.000 --> 00:06:47.000]  飲食和好好的對待自己的身體
[00:06:47.000 --> 00:06:52.000]  是社會和甚至是基督徒必然的事情
[00:06:52.000 --> 00:06:56.000]  但是如果你要有一個靈命上的突破
[00:06:56.000 --> 00:07:00.000]  你很可能是要愛一種
[00:07:00.000 --> 00:07:06.000]  克制身體上基本需求的一種操練
[00:07:06.000 --> 00:07:10.000]  而不將自己去尋求燕樂
[00:07:10.000 --> 00:07:13.000]  閒時看看報紙哪裏有美食
[00:07:13.000 --> 00:07:14.000]  八折喔
[00:07:14.000 --> 00:07:16.000]  究竟是不是好吃
[00:07:16.000 --> 00:07:17.000]  只因為它八折
[00:07:17.000 --> 00:07:20.000]  所以你就要付出錢
[00:07:20.000 --> 00:07:22.000]  去特別吃一餐
[00:07:22.000 --> 00:07:25.000]  聖經都教我們
[00:07:25.000 --> 00:07:27.000]  不要為自己的肉體
[00:07:27.000 --> 00:07:30.000]  來做很多的安排
[00:07:30.000 --> 00:07:33.000]  這方面當然我們要很小心
[00:07:33.000 --> 00:07:38.000]  在本督會修規第四章
[00:07:38.000 --> 00:07:42.000]  它的題目叫做善工的工具
[00:07:42.000 --> 00:07:45.000]  Instruments of Good Work
[00:07:45.000 --> 00:07:48.000]  就是一種好的行為
[00:07:48.000 --> 00:07:52.000]  一種的渠道工具
[00:07:52.000 --> 00:07:55.000]  叫我們能夠達成一些好的東西
[00:07:55.000 --> 00:07:57.000]  但我們要小心辨別
[00:07:57.000 --> 00:08:04.000]  不要將過往天主教或者修道主義
[00:08:04.000 --> 00:08:09.000]  以善行功德來謀取救恩的傾向
[00:08:09.000 --> 00:08:11.000]  放在禁食方面
[00:08:11.000 --> 00:08:13.000]  但另一方面
[00:08:13.000 --> 00:08:16.000]  我們要好像鐘擺一樣
[00:08:16.000 --> 00:08:19.000]  在中間不要放到極端
[00:08:19.000 --> 00:08:21.000]  正如加勒太書所說
[00:08:21.000 --> 00:08:24.000]  有人說我現在在基督裏面有自由
[00:08:24.000 --> 00:08:28.000]  一切的行為不再成為我的束縛
[00:08:28.000 --> 00:08:32.000]  保羅在加勒太書說這些人
[00:08:32.000 --> 00:08:36.000]  是窺探基督裏的自由
[00:08:36.000 --> 00:08:38.000]  他不是真正掌握到
[00:08:38.000 --> 00:08:41.000]  基督裏面的自由是怎樣
[00:08:41.000 --> 00:08:46.000]  而是他在這個自由的Umbrella
[00:08:46.000 --> 00:08:49.000]  這個庇護傘底下藏污立舊
[00:08:49.000 --> 00:08:51.000]  正如我們看
[00:08:51.000 --> 00:08:54.000]  其實自由、人權、民主
[00:08:54.000 --> 00:08:57.000]  是相當崇高的一種理念
[00:08:57.000 --> 00:08:59.000]  但在這個理念底下
[00:08:59.000 --> 00:09:02.000]  很多那些罅隙的東西
[00:09:02.000 --> 00:09:08.000]  不應該是一種正義和合乎神心意
[00:09:08.000 --> 00:09:10.000]  甚至合乎人性裏面判斷
[00:09:10.000 --> 00:09:16.000]  這些東西都在這個庇護傘底下藏污立舊
[00:09:16.000 --> 00:09:21.000]  所以我們要真正了解禁食和禱告
[00:09:21.000 --> 00:09:26.000]  我們很可能要在他所附的兩節經文
[00:09:26.000 --> 00:09:28.000]  就是以塞俠書第58章
[00:09:28.000 --> 00:09:31.000]  和哥林多前書9章27節
[00:09:31.000 --> 00:09:37.000]  來了解甚麼是克制肉體喜愛齋格
[00:09:37.000 --> 00:09:40.000]  以塞俠書這裏講到
[00:09:40.000 --> 00:09:43.000]  短短的幾節裏面
[00:09:43.000 --> 00:09:48.000]  有五個禁食這個字眼提出
[00:09:48.000 --> 00:09:51.000]  由第四節不單止第五節
[00:09:51.000 --> 00:09:53.000]  去到第五節去到第七節
[00:09:53.000 --> 00:09:56.000]  有五個這樣的字眼
[00:09:56.000 --> 00:09:58.000]  講到第一樣東西
[00:09:58.000 --> 00:10:05.000]  禁食是神揀選黑虎己身的一種數靈操練
[00:10:05.000 --> 00:10:08.000]  黑虎己心
[00:10:08.000 --> 00:10:10.000]  這個愛在肉體的行為
[00:10:10.000 --> 00:10:14.000]  不是要你減肥減磅
[00:10:14.000 --> 00:10:19.000]  也不是要你貪食的那種意欲減低
[00:10:19.000 --> 00:10:22.000]  而是藉著這件事
[00:10:22.000 --> 00:10:25.000]  是叫你的內心世界生命
[00:10:25.000 --> 00:10:27.000]  是沒有一樣being attached
[00:10:27.000 --> 00:10:31.000]  就是說是依附和束縛
[00:10:31.000 --> 00:10:33.000]  正如有些人
[00:10:33.000 --> 00:10:35.000]  依附吸毒
[00:10:35.000 --> 00:10:37.000]  依附賭博
[00:10:37.000 --> 00:10:39.000]  依附打機
[00:10:39.000 --> 00:10:41.000]  甚至小朋友
[00:10:41.000 --> 00:10:43.000]  無論吃飯睡覺
[00:10:43.000 --> 00:10:45.000]  他都要打開ipad
[00:10:45.000 --> 00:10:47.000]  看他喜歡看的東西
[00:10:47.000 --> 00:10:49.000]  你一拿走他就哭了
[00:10:49.000 --> 00:10:52.000]  小朋友已經很小的時候
[00:10:52.000 --> 00:10:54.000]  有依附等等的東西
[00:10:54.000 --> 00:10:56.000]  我們作為基督徒
[00:10:56.000 --> 00:11:01.000]  這種食物的需要是人類最基本的
[00:11:01.000 --> 00:11:06.000]  但是我們生命要操練到一個地步
[00:11:06.000 --> 00:11:08.000]  是能夠節制自由的
[00:11:08.000 --> 00:11:10.000]  我們不要給他有依附
[00:11:10.000 --> 00:11:13.000]  另外以蔡阿書這段經文
[00:11:13.000 --> 00:11:20.000]  提醒我們不要留於表面形式主義的一種禁食
[00:11:20.000 --> 00:11:25.000]  他說假如你垂頭喪氣
[00:11:25.000 --> 00:11:27.000]  又披上麻布
[00:11:27.000 --> 00:11:31.000]  讓人知道你在禁食階段
[00:11:31.000 --> 00:11:35.000]  這是不是搖滑起月立的日子呢?
[00:11:35.000 --> 00:11:40.000]  還有他講到我們要有相應的一種德行
[00:11:40.000 --> 00:11:43.000]  你們禁食卻互相增進
[00:11:43.000 --> 00:11:45.000]  以凶惡的拳頭打人
[00:11:45.000 --> 00:11:48.000]  這是不是禁食呢?
[00:11:48.000 --> 00:11:52.000]  還有禁食不單止是個人生命
[00:11:52.000 --> 00:11:55.000]  以蔡阿書這段經文的好處就是
[00:11:55.000 --> 00:11:59.000]  禁食能夠帶來一個更加闊的視野
[00:11:59.000 --> 00:12:02.000]  是一種社會的關懷
[00:12:02.000 --> 00:12:05.000]  看看當我們選擇的禁食
[00:12:05.000 --> 00:12:08.000]  不是要鬆開凶惡的繩
[00:12:08.000 --> 00:12:10.000]  解下扼上的鎖
[00:12:10.000 --> 00:12:12.000]  使被欺壓的人得自由
[00:12:12.000 --> 00:12:14.000]  截斷一切的扼
[00:12:14.000 --> 00:12:16.000]  將餅分給貧窮的人
[00:12:16.000 --> 00:12:19.000]  將漂流的窮人接到你家中
[00:12:19.000 --> 00:12:22.000]  見赤身的就吸衣服被體
[00:12:22.000 --> 00:12:25.000]  固摔自己的骨肉而不掩藏
[00:12:25.000 --> 00:12:30.000]  原來禁食不單止是一個內在化的東西
[00:12:30.000 --> 00:12:33.000]  禁食帶來你的視野
[00:12:33.000 --> 00:12:35.000]  還有你的關顧
[00:12:35.000 --> 00:12:36.000]  你的行為
[00:12:36.000 --> 00:12:42.000]  是完全有一個社會和向外的向導
[00:12:42.000 --> 00:12:43.000]  那麼多前書
[00:12:43.000 --> 00:12:46.000]  九章二十七節那節經文
[00:12:46.000 --> 00:12:47.000]  最主要就是說
[00:12:47.000 --> 00:12:50.000]  我們要攻克己身叫身服我
[00:12:50.000 --> 00:12:52.000]  恐怕我全福音給別人
[00:12:52.000 --> 00:12:56.000]  自己反被棄絕
[00:12:56.000 --> 00:12:57.000]  換言之
[00:12:57.000 --> 00:12:59.000]  保羅所強調
[00:12:59.000 --> 00:13:00.000]  這件事
[00:13:00.000 --> 00:13:01.000]  攻克己身
[00:13:01.000 --> 00:13:04.000]  就是生命的自我操練
[00:13:04.000 --> 00:13:06.000]  為什麼要禁食呢
[00:13:06.000 --> 00:13:08.000]  在聖經裏面
[00:13:08.000 --> 00:13:10.000]  相當多的經文
[00:13:10.000 --> 00:13:11.000]  講到禁食
[00:13:11.000 --> 00:13:14.000]  也都講到很多重要的人物
[00:13:14.000 --> 00:13:16.000]  在他生命遇到危機
[00:13:16.000 --> 00:13:18.000]  要做大事之先
[00:13:18.000 --> 00:13:19.000]  去禁食
[00:13:19.000 --> 00:13:22.000]  耶穌要出來傳道
[00:13:22.000 --> 00:13:23.000]  禁食
[00:13:23.000 --> 00:13:26.000]  在曠野裏面受試探
[00:13:26.000 --> 00:13:28.000]  四十晝夜
[00:13:28.000 --> 00:13:30.000]  這個大衛
[00:13:30.000 --> 00:13:32.000]  在他兒子遇病的時候
[00:13:32.000 --> 00:13:35.000]  他披麻蒙灰禁食
[00:13:35.000 --> 00:13:37.000]  在神面前禱告
[00:13:37.000 --> 00:13:39.000]  尼西米要建城牆
[00:13:39.000 --> 00:13:41.000]  他希望將這個計劃
[00:13:41.000 --> 00:13:42.000]  跟皇帝講的時候
[00:13:42.000 --> 00:13:45.000]  他在神面前哭泣禁食
[00:13:45.000 --> 00:13:46.000]  以斯帖
[00:13:46.000 --> 00:13:48.000]  為了自己民族的命運
[00:13:48.000 --> 00:13:51.000]  他要抗命
[00:13:51.000 --> 00:13:53.000]  去到皇帝的面前
[00:13:53.000 --> 00:13:54.000]  來講的時候
[00:13:54.000 --> 00:13:56.000]  他禁食
[00:13:56.000 --> 00:13:58.000]  所以第一類的禁食
[00:13:58.000 --> 00:14:01.000]  是跟哀傷難過
[00:14:01.000 --> 00:14:02.000]  懊悔迴轉
[00:14:02.000 --> 00:14:04.000]  有關係
[00:14:04.000 --> 00:14:06.000]  比如我們舉這王記上
[00:14:06.000 --> 00:14:09.000]  二十一節到二十七節
[00:14:09.000 --> 00:14:11.000]  講這個不太好的皇帝
[00:14:11.000 --> 00:14:12.000]  阿克王
[00:14:12.000 --> 00:14:14.000]  阿克王聽見以利亞
[00:14:14.000 --> 00:14:16.000]  擅自斥責他的罪惡
[00:14:16.000 --> 00:14:19.000]  宣告他的審判的時候
[00:14:19.000 --> 00:14:21.000]  這個這麼壞心腸的皇帝
[00:14:21.000 --> 00:14:23.000]  竟然撕裂衣服
[00:14:23.000 --> 00:14:24.000]  禁食
[00:14:24.000 --> 00:14:26.000]  身穿麻布
[00:14:26.000 --> 00:14:28.000]  睡臥都穿著麻布
[00:14:28.000 --> 00:14:31.000]  緩緩而行
[00:14:31.000 --> 00:14:32.000]  另外一個例子
[00:14:32.000 --> 00:14:34.000]  就是若蘭書裏面講到
[00:14:34.000 --> 00:14:37.000]  若蘭先知去到尼尼尾城
[00:14:37.000 --> 00:14:39.000]  那裏傳道
[00:14:39.000 --> 00:14:41.000]  講一個很簡單的信息
[00:14:41.000 --> 00:14:42.000]  再過四十天
[00:14:42.000 --> 00:14:45.000]  尼尼尾城必然傾覆
[00:14:45.000 --> 00:14:47.000]  這個尼尼尾城
[00:14:47.000 --> 00:14:49.000]  當時的人口
[00:14:49.000 --> 00:14:52.000]  和城市的繁榮
[00:14:52.000 --> 00:14:55.000]  你可以用十元就知道
[00:14:55.000 --> 00:14:57.000]  為什麼我這樣講呢
[00:14:57.000 --> 00:14:59.000]  到五月底
[00:14:59.000 --> 00:15:00.000]  差不多
[00:15:00.000 --> 00:15:03.000]  在尖沙咀的歷史博物館
[00:15:03.000 --> 00:15:07.000]  有一個很難得的展覽
[00:15:07.000 --> 00:15:10.000]  就是這個美索不達米亞
[00:15:10.000 --> 00:15:11.000]  美索不達米亞
[00:15:11.000 --> 00:15:13.000]  就是我們聖經裏面所講
[00:15:13.000 --> 00:15:15.000]  米索不達米
[00:15:15.000 --> 00:15:17.000]  就是兩河流域
[00:15:17.000 --> 00:15:18.000]  伊拉克
[00:15:18.000 --> 00:15:19.000]  伊朗
[00:15:19.000 --> 00:15:20.000]  波斯
[00:15:20.000 --> 00:15:21.000]  古代巴比倫
[00:15:21.000 --> 00:15:24.000]  亞述的地方
[00:15:24.000 --> 00:15:26.000]  香港
[00:15:26.000 --> 00:15:28.000]  看博物館真是便宜
[00:15:28.000 --> 00:15:30.000]  十元圍起來
[00:15:30.000 --> 00:15:33.000]  都不用過半美金
[00:15:33.000 --> 00:15:35.000]  你就能夠看到
[00:15:35.000 --> 00:15:36.000]  大英博物館
[00:15:36.000 --> 00:15:38.000]  一百七十幾件
[00:15:38.000 --> 00:15:40.000]  是這個中東
[00:15:40.000 --> 00:15:43.000]  和聖經很有關係的文物
[00:15:43.000 --> 00:15:46.000]  全世界大概只有五間
[00:15:46.000 --> 00:15:47.000]  如果我沒有記錯
[00:15:47.000 --> 00:15:49.000]  只有五間博物館
[00:15:49.000 --> 00:15:51.000]  是有常設
[00:15:51.000 --> 00:15:54.000]  這個美索不達米亞的展覽
[00:15:54.000 --> 00:15:57.000]  倫敦的大英博物館
[00:15:57.000 --> 00:15:59.000]  巴黎的諾浮宮
[00:15:59.000 --> 00:16:00.000]  柏林
[00:16:00.000 --> 00:16:03.000]  和伊拉克
[00:16:03.000 --> 00:16:04.000]  和敘利亞
[00:16:04.000 --> 00:16:07.000]  伊拉克和敘利亞你沒有機會去看
[00:16:07.000 --> 00:16:09.000]  其他三間
[00:16:09.000 --> 00:16:11.000]  我記得
[00:16:11.000 --> 00:16:13.000]  如果你在歐洲英國看
[00:16:13.000 --> 00:16:15.000]  至少要十幾英鎊
[00:16:15.000 --> 00:16:17.000]  二十幾歐羅
[00:16:17.000 --> 00:16:19.000]  是基本入場費
[00:16:19.000 --> 00:16:21.000]  記不記得去到柏林
[00:16:21.000 --> 00:16:25.000]  我省了入場費去買DVD
[00:16:25.000 --> 00:16:26.000]  和那本畫冊
[00:16:26.000 --> 00:16:28.000]  回家慢慢看
[00:16:28.000 --> 00:16:29.000]  到現在我都
[00:16:29.000 --> 00:16:32.000]  去到柏林的博物館旁邊
[00:16:32.000 --> 00:16:34.000]  我幾經考量之後
[00:16:34.000 --> 00:16:35.000]  和師母說
[00:16:35.000 --> 00:16:37.000]  如果我們兩個人
[00:16:37.000 --> 00:16:38.000]  四五十歐羅
[00:16:38.000 --> 00:16:40.000]  我可以在捷根的圖書館
[00:16:40.000 --> 00:16:42.000]  買一本很漂亮的畫冊
[00:16:42.000 --> 00:16:44.000]  和DVD
[00:16:44.000 --> 00:16:46.000]  不如我們去喝咖啡
[00:16:46.000 --> 00:16:48.000]  不要去博物館
[00:16:48.000 --> 00:16:50.000]  結果我們還會有機會
[00:16:50.000 --> 00:16:52.000]  真的來到那個地方
[00:16:52.000 --> 00:16:54.000]  臨門一腳就輸了
[00:16:54.000 --> 00:16:58.000]  我最近去尖沙咀看了兩次
[00:16:58.000 --> 00:17:00.000]  十元真的好抵
[00:17:00.000 --> 00:17:03.000]  誰說香港是文化沙漠
[00:17:03.000 --> 00:17:05.000]  什麼都有看
[00:17:05.000 --> 00:17:08.000]  在那裏說到尼尼未成
[00:17:08.000 --> 00:17:10.000]  嘩!好宏偉呀
[00:17:10.000 --> 00:17:12.000]  和一個戰爭的浮雕
[00:17:12.000 --> 00:17:15.000]  真的好像聖經裏面說的
[00:17:15.000 --> 00:17:17.000]  他和以色列人打仗
[00:17:17.000 --> 00:17:19.000]  和鄰近國家打仗
[00:17:19.000 --> 00:17:21.000]  好像南書裏面所說
[00:17:21.000 --> 00:17:25.000]  車輪輪馬蕭蕭的那種情況出現
[00:17:25.000 --> 00:17:27.000]  尼尼未成因為約拿先知
[00:17:27.000 --> 00:17:30.000]  很晦氣說了一句說話
[00:17:30.000 --> 00:17:32.000]  全城由上到下
[00:17:32.000 --> 00:17:34.000]  所有的人
[00:17:34.000 --> 00:17:40.000]  都拼埋於宣告金色
[00:17:40.000 --> 00:17:41.000]  信服神
[00:17:41.000 --> 00:17:44.000]  金色就在這種情境底下
[00:17:44.000 --> 00:17:46.000]  去表示自己的懊悔
[00:17:46.000 --> 00:17:48.000]  表示危機
[00:17:48.000 --> 00:17:51.000]  表示期望得到拯救
[00:17:51.000 --> 00:17:53.000]  另外金色
[00:17:53.000 --> 00:17:56.000]  好像大衛餵他的兒子一樣
[00:17:56.000 --> 00:17:58.000]  他兒子未死的時候
[00:17:58.000 --> 00:18:01.000]  他金色哭泣
[00:18:01.000 --> 00:18:04.000]  直到他死了之後
[00:18:04.000 --> 00:18:07.000]  他知道將來他要去那裏
[00:18:07.000 --> 00:18:08.000]  他不能夠回來
[00:18:08.000 --> 00:18:11.000]  他才恢復正常的生活
[00:18:11.000 --> 00:18:13.000]  第二類的金色
[00:18:13.000 --> 00:18:15.000]  是和親近上帝
[00:18:15.000 --> 00:18:19.000]  侍奉德力量是有關係的
[00:18:19.000 --> 00:18:24.000]  很多時候我們都會為一個時代的復興來禱告
[00:18:24.000 --> 00:18:27.000]  這一類的禱告現在少了
[00:18:27.000 --> 00:18:31.000]  很少教會裏面的群體
[00:18:31.000 --> 00:18:33.000]  個變自覺
[00:18:33.000 --> 00:18:35.000]  我自己的夢召
[00:18:35.000 --> 00:18:38.000]  是在讀中學的階段
[00:18:38.000 --> 00:18:41.000]  在星期一晚
[00:18:41.000 --> 00:18:43.000]  一班志同道合的年青人
[00:18:43.000 --> 00:18:45.000]  就在教會的鐘樓
[00:18:45.000 --> 00:18:47.000]  非常熱
[00:18:47.000 --> 00:18:49.000]  曬了一天天台的鐘樓
[00:18:49.000 --> 00:18:51.000]  那個地方
[00:18:51.000 --> 00:18:52.000]  跪在那裏禱告
[00:18:52.000 --> 00:18:54.000]  結果我們那一年
[00:18:54.000 --> 00:18:56.000]  教會有九個年青人
[00:18:56.000 --> 00:19:00.000]  同一個時間進入神學院
[00:19:00.000 --> 00:19:02.000]  分別在不同的地方
[00:19:02.000 --> 00:19:03.000]  做宣教士
[00:19:03.000 --> 00:19:05.000]  做不同的事
[00:19:05.000 --> 00:19:09.000]  原來分別專注出來的禱告
[00:19:09.000 --> 00:19:12.000]  帶來的力量是非常之大
[00:19:12.000 --> 00:19:15.000]  《馬丁福音》第17章21節
[00:19:15.000 --> 00:19:20.000]  當門徒見完耶穌在山上變像
[00:19:20.000 --> 00:19:22.000]  那麼榮耀的景象之後
[00:19:22.000 --> 00:19:27.000]  一到山上他見到一個被鬼附的小朋友
[00:19:27.000 --> 00:19:30.000]  都沒有辦法去醫治他
[00:19:30.000 --> 00:19:31.000]  耶穌就說
[00:19:31.000 --> 00:19:33.000]  至於這一類鬼
[00:19:33.000 --> 00:19:36.000]  若不禱告禁食
[00:19:36.000 --> 00:19:38.000]  他就不出來
[00:19:38.000 --> 00:19:41.000]  在下午我們教會有一個姐妹
[00:19:41.000 --> 00:19:45.000]  在灣仔天地有一個書展
[00:19:45.000 --> 00:19:49.000]  早一輪也有另外一位姐妹
[00:19:49.000 --> 00:19:51.000]  在尖沙咀的商務
[00:19:51.000 --> 00:19:53.000]  有一個書展
[00:19:53.000 --> 00:19:57.000]  那本書說到她自己的創傷經歷
[00:19:57.000 --> 00:20:00.000]  包括被鬼附的經歷
[00:20:00.000 --> 00:20:03.000]  當我讀這本書幫她寫序的時候
[00:20:03.000 --> 00:20:07.000]  發覺這個人是經過很多的牧者
[00:20:07.000 --> 00:20:09.000]  很長時間
[00:20:09.000 --> 00:20:10.000]  多次
[00:20:10.000 --> 00:20:12.000]  才能夠將她生命裏面
[00:20:12.000 --> 00:20:15.000]  無論是心理上的創傷
[00:20:15.000 --> 00:20:19.000]  或者真是靈界被附的力量驅趕出來
[00:20:19.000 --> 00:20:22.000]  這個令我們想到聖經裏面說
[00:20:22.000 --> 00:20:25.000]  如果你生命好像有一個污鬼在
[00:20:25.000 --> 00:20:26.000]  割了出來
[00:20:26.000 --> 00:20:28.000]  你不騰空去
[00:20:28.000 --> 00:20:29.000]  潔淨去
