
[00:00:00.000 --> 00:00:04.000]  我們過去一路來都是在講傳道書
[00:08:52.000 --> 00:08:53.000]  就能夠進到迦蘭地之後
[00:08:53.000 --> 00:09:00.000]  就能夠長遠地活在那個裡面
[00:09:00.000 --> 00:09:01.000]  當我們想到
[00:09:01.000 --> 00:09:03.000]  以色列人他們過去的事情的時候
[00:09:03.000 --> 00:09:04.000]  你有沒有想到
[00:09:04.000 --> 00:09:07.000]  第二代可能會比較好一點
[00:09:07.000 --> 00:09:08.000]  我記得以前有一個傳道人
[00:09:08.000 --> 00:09:09.000]  他常常跟我講
[00:09:09.000 --> 00:09:11.000]  他說一代不如一代
[00:09:11.000 --> 00:09:13.000]  因為他看見我那副德性
[00:09:13.000 --> 00:09:15.000]  然後他看見他自己
[00:09:15.000 --> 00:09:17.000]  那個好的那個樣子
[00:09:17.000 --> 00:09:22.000]  他就說一代不如一代
[00:09:22.000 --> 00:09:23.000]  我們真的是沒有
[00:09:23.000 --> 00:09:25.000]  比我們上一代好到哪裡去
[00:09:25.000 --> 00:09:26.000]  對不對
[00:09:26.000 --> 00:09:27.000]  我們教導小孩
[00:09:27.000 --> 00:09:28.000]  我以前在這裡講過
[00:09:28.000 --> 00:09:29.000]  我們教導小孩子
[00:09:29.000 --> 00:09:30.000]  我們沒有小孩子的時候
[00:09:30.000 --> 00:09:31.000]  我們常常認為
[00:09:31.000 --> 00:09:32.000]  我一定比我父母親
[00:09:32.000 --> 00:09:35.000]  教導小孩子好
[00:09:35.000 --> 00:09:36.000]  結果沒有想到
[00:09:36.000 --> 00:09:37.000]  等到我們自己有小孩了之後
[00:09:37.000 --> 00:09:38.000]  我們才發現
[00:09:38.000 --> 00:09:40.000]  我們跟他們也差不了多少
[00:09:40.000 --> 00:09:44.000]  甚至比他們還要糟糕
[00:09:44.000 --> 00:09:50.000]  我們好不了到哪裡去的
[00:09:50.000 --> 00:09:53.000]  如果我們看詩篇第106篇的話
[00:09:53.000 --> 00:09:54.000]  我們現在看一下
[00:09:54.000 --> 00:09:55.000]  詩篇106篇
[00:09:55.000 --> 00:09:58.000]  我覺得會讓我們有一些
[00:09:58.000 --> 00:10:00.000]  有一個圖畫我們可以看得見
[00:10:00.000 --> 00:10:02.000]  詩篇106篇
[00:10:02.000 --> 00:10:04.000]  從第六節開始
[00:10:04.000 --> 00:10:06.000]  詩篇106篇是
[00:10:06.000 --> 00:10:09.000]  第四卷詩篇的最後一篇
[00:10:09.000 --> 00:10:11.000]  那麼這一卷詩篇
[00:10:11.000 --> 00:10:12.000]  有的人就把它
[00:10:12.000 --> 00:10:15.000]  比方像好像說民宿記一樣
[00:10:15.000 --> 00:10:17.000]  就是這個第四卷
[00:10:17.000 --> 00:10:18.000]  就民宿記
[00:10:18.000 --> 00:10:20.000]  就在那邊老百姓
[00:10:20.000 --> 00:10:21.000]  一而再以色列民
[00:10:21.000 --> 00:10:24.000]  就一而再再而三的犯罪
[00:10:24.000 --> 00:10:26.000]  得罪神
[00:10:26.000 --> 00:10:28.000]  詩篇106篇第一節
[00:10:28.000 --> 00:10:30.000]  他說你們要讚美耶和華
[00:10:30.000 --> 00:10:31.000]  要稱謝耶和華
[00:10:31.000 --> 00:10:32.000]  因祂本為善
[00:10:32.000 --> 00:10:34.000]  祂的慈愛永遠長存
[00:10:34.000 --> 00:10:36.000]  誰能傳說耶和華的大能
[00:10:36.000 --> 00:10:38.000]  誰能表明祂一切的美德
[00:10:38.000 --> 00:10:40.000]  凡遵守公平常行公義的
[00:10:40.000 --> 00:10:42.000]  這人便為有福
[00:10:42.000 --> 00:10:43.000]  耶和華你用恩惠
[00:10:43.000 --> 00:10:44.000]  代你的百姓
[00:10:44.000 --> 00:10:46.000]  求你也用這恩惠紀念我
[00:10:46.000 --> 00:10:48.000]  開你的舊恩眷顧我
[00:10:48.000 --> 00:10:50.000]  使我見你選民的福樂
[00:10:50.000 --> 00:10:51.000]  你國民的樂
[00:10:51.000 --> 00:10:54.000]  與你的產業一同誇耀
[00:10:54.000 --> 00:10:55.000]  然後第六節
[00:10:55.000 --> 00:10:56.000]  這個詩人他就講
[00:10:56.000 --> 00:10:59.000]  我們與我們的祖宗一同犯罪
[00:10:59.000 --> 00:11:01.000]  我們做了孽
[00:11:01.000 --> 00:11:05.000]  行了惡
[00:11:05.000 --> 00:11:07.000]  在第七節
[00:11:07.000 --> 00:11:08.000]  我們的祖宗
[00:11:08.000 --> 00:11:10.000]  在曠野不明白你的騎士
[00:11:10.000 --> 00:11:12.000]  不紀念你豐盛的恩慈
[00:11:12.000 --> 00:11:13.000]  慈愛
[00:11:13.000 --> 00:11:15.000]  返島在紅海行了
[00:11:15.000 --> 00:11:17.000]  悖逆
[00:11:17.000 --> 00:11:19.000]  然後十三節
[00:11:19.000 --> 00:11:20.000]  等不多時
[00:11:20.000 --> 00:11:23.000]  我們看見在詩篇106篇
[00:11:23.000 --> 00:11:25.000]  他就一直重複
[00:11:25.000 --> 00:11:26.000]  他說等不多時
[00:11:26.000 --> 00:11:28.000]  他們就忘了祂的作為
[00:11:28.000 --> 00:11:30.000]  不仰望祂的指教
[00:11:30.000 --> 00:11:31.000]  然後我們再看十四節
[00:11:31.000 --> 00:11:33.000]  返島在曠野大起鬱心
[00:11:33.000 --> 00:11:35.000]  在荒地試探神
[00:11:35.000 --> 00:11:37.000]  然後我們看十六節
[00:11:37.000 --> 00:11:39.000]  他說他們又在淫中
[00:11:39.000 --> 00:11:42.000]  嫉妒摩西和耶和華的聖者
[00:11:42.000 --> 00:11:46.000]  然後我們再繼續看下去
[00:11:46.000 --> 00:11:48.000]  在二十四節
[00:11:48.000 --> 00:11:51.000]  二十四節他們又藐視那美帝
[00:11:51.000 --> 00:11:52.000]  不信他的話
[00:11:52.000 --> 00:11:54.000]  然後第二十五節
[00:11:54.000 --> 00:11:56.000]  他說他們在自己的帳篷裡面發怨言
[00:11:56.000 --> 00:11:58.000]  不聽耶和華的聲音
[00:11:58.000 --> 00:11:59.000]  然後到二十八節
[00:11:59.000 --> 00:12:02.000]  他們又與巴黎畢爾聯合
[00:12:02.000 --> 00:12:05.000]  吃了祭祀神的物
[00:12:05.000 --> 00:12:07.000]  他就一再地重複
[00:12:07.000 --> 00:12:09.000]  一再地重複
[00:12:09.000 --> 00:12:13.000]  那麼一直到了第三十二節的時候
[00:12:13.000 --> 00:12:14.000]  我們看
[00:12:14.000 --> 00:12:15.000]  他說他們在米利巴水
[00:12:15.000 --> 00:12:17.000]  又叫耶和華發怒
[00:12:17.000 --> 00:12:19.000]  甚至摩西也受了虧損
[00:12:19.000 --> 00:12:20.000]  看到沒有
[00:12:20.000 --> 00:12:21.000]  摩西在那個時候
[00:12:21.000 --> 00:12:23.000]  真的是動了他的氣
[00:12:23.000 --> 00:12:25.000]  在第三十三節
[00:12:25.000 --> 00:12:27.000]  是因他們惹動他的靈
[00:12:27.000 --> 00:12:30.000]  摩西用嘴說了急躁的話
[00:12:30.000 --> 00:12:32.000]  這就是我們看見
[00:12:32.000 --> 00:12:33.000]  剛才我們讀的
[00:12:33.000 --> 00:12:35.000]  神叫摩西
[00:12:35.000 --> 00:12:36.000]  他說你拿著帳去
[00:12:36.000 --> 00:12:38.000]  吩咐那個磐石出水
[00:12:38.000 --> 00:12:39.000]  摩西去了之後
[00:12:39.000 --> 00:12:40.000]  我想他真的是
[00:12:40.000 --> 00:12:43.000]  心裡面真的是很怒
[00:12:43.000 --> 00:12:44.000]  三十八年
[00:12:44.000 --> 00:12:48.000]  還是這個樣子
[00:12:48.000 --> 00:12:50.000]  第一代通通都過去了
[00:12:50.000 --> 00:12:54.000]  第二代還是完全一樣
[00:12:54.000 --> 00:12:56.000]  我不曉得你會怎麼樣
[00:12:56.000 --> 00:12:57.000]  但是我想我可能也會
[00:12:57.000 --> 00:12:58.000]  拿了那個帳
[00:12:58.000 --> 00:13:02.000]  去往那個磐石上面一打
[00:13:02.000 --> 00:13:04.000]  誰呀 要嗎 喝吧
[00:13:04.000 --> 00:13:06.000]  可能就是這種心態
[00:13:06.000 --> 00:13:07.000]  我們從聖經上
[00:13:07.000 --> 00:13:09.000]  我們能夠看見
[00:13:09.000 --> 00:13:12.000]  我們能夠想像那個圖畫
[00:13:12.000 --> 00:13:16.000]  他說連摩西也受了虧損
[00:13:16.000 --> 00:13:17.000]  第四十三節
[00:13:17.000 --> 00:13:19.000]  他說他屢次搭救他們
[00:13:19.000 --> 00:13:21.000]  他們卻涉謀叛逆
[00:13:21.000 --> 00:13:24.000]  因自己的罪孽降為卑下
[00:13:24.000 --> 00:13:25.000]  以色列人的情形
[00:13:25.000 --> 00:13:27.000]  真的是就好像彼得
[00:13:27.000 --> 00:13:29.000]  在他的彼得前書裡面所說的
[00:13:29.000 --> 00:13:31.000]  彼得後書裡面所說的
[00:13:31.000 --> 00:13:33.000]  他說狗所吐的東西
[00:13:33.000 --> 00:13:36.000]  他會轉過來去吃的
[00:13:36.000 --> 00:13:37.000]  然後另外一個例子
[00:13:37.000 --> 00:13:39.000]  他說就像豬洗淨了
[00:13:39.000 --> 00:13:44.000]  又回到泥裡面去滾
[00:13:44.000 --> 00:13:46.000]  彼得真的是警告人
[00:13:46.000 --> 00:13:47.000]  在彼得後書第二章
[00:13:47.000 --> 00:13:48.000]  第二十節那邊
[00:13:48.000 --> 00:13:50.000]  他說在這種情況之下
[00:13:50.000 --> 00:13:51.000]  在這種一直又回去
[00:13:51.000 --> 00:13:54.000]  一直又回去的情況之下
[00:13:54.000 --> 00:13:59.000]  我們的靈命光景會越來越差
[00:13:59.000 --> 00:14:01.000]  難怪很多時候
[00:14:01.000 --> 00:14:07.000]  我們的信心會越來越軟弱
[00:14:07.000 --> 00:14:10.000]  那麼我們再回到明書記第二十章
[00:14:10.000 --> 00:14:13.000]  在那裡摩西雅倫他們
[00:14:13.000 --> 00:14:15.000]  怎麼面對百姓來的壓力呢
[00:14:15.000 --> 00:14:16.000]  從第六節
[00:14:16.000 --> 00:14:19.000]  他說摩西雅倫離開會眾到會墓門口
[00:14:19.000 --> 00:14:20.000]  浮浮在地
[00:14:20.000 --> 00:14:22.000]  耶和華的榮光向他顯現
[00:14:22.000 --> 00:14:24.000]  耶和華小玉摩西說
[00:14:24.000 --> 00:14:26.000]  你拿著杖去和你哥哥雅倫
[00:14:26.000 --> 00:14:27.000]  召聚會眾
[00:14:27.000 --> 00:14:29.000]  在他們眼前分腹盤食
[00:14:29.000 --> 00:14:31.000]  發出水來
[00:14:31.000 --> 00:14:33.000]  水就從盤食流出
[00:14:33.000 --> 00:14:35.000]  給會眾和他們的牲畜喝
[00:14:35.000 --> 00:14:38.000]  於是摩西照耶和華所吩咐的
[00:14:38.000 --> 00:14:40.000]  從耶和華面前取了杖
[00:14:40.000 --> 00:14:43.000]  到此為止摩西仍然照著神的話
[00:14:43.000 --> 00:14:45.000]  但是我們看見他一開始
[00:14:45.000 --> 00:14:49.000]  他就回到會墓門口浮浮在地
[00:14:49.000 --> 00:14:53.000]  那個時候耶和華的榮光向他們顯現
[00:14:53.000 --> 00:14:57.000]  我想百姓是看得見的
[00:14:57.000 --> 00:15:01.000]  但是他們沒有改
[00:15:01.000 --> 00:15:03.000]  他叫他你要分腹盤食
[00:15:03.000 --> 00:15:04.000]  發出水來
[00:15:04.000 --> 00:15:06.000]  這個盤食不是一個很小的盤食
[00:15:06.000 --> 00:15:09.000]  它是一個英文叫做bluff
[00:15:09.000 --> 00:15:12.000]  就是一片岩地
[00:15:12.000 --> 00:15:14.000]  岩石的山一樣
[00:15:14.000 --> 00:15:15.000]  然後從那個地方
[00:15:15.000 --> 00:15:19.000]  岩石裡面會出水
[00:15:19.000 --> 00:15:21.000]  那麼因為他們
[00:15:21.000 --> 00:15:23.000]  接下去我們看第十節
[00:15:23.000 --> 00:15:25.000]  摩西雅倫就召聚會眾到盤食前
[00:15:25.000 --> 00:15:29.000]  摩西說你們這些悖逆的人聽我說
[00:15:29.000 --> 00:15:33.000]  我問你們是水從這盤食中流出來嗎
[00:15:33.000 --> 00:15:36.000]  摩西舉手用杖擊打盤食兩下
[00:15:36.000 --> 00:15:38.000]  就有許多水流出來
[00:15:38.000 --> 00:15:41.000]  會眾和他們的牲畜都喝了
