
[00:00:00.000 --> 00:00:02.000]  今日我們分享的題目是
[00:03:08.700 --> 00:03:10.700]  我一定會交給陳牧師去講
[00:03:10.700 --> 00:03:13.700]  但是今天當我們去看
[00:03:13.700 --> 00:03:15.700]  《列王記上》第21章的時候
[00:03:15.700 --> 00:03:18.700]  我們一起從以色列王阿哈
[00:03:18.700 --> 00:03:21.700]  和皇后耶西別的記載裡面
[00:03:21.700 --> 00:03:23.700]  我們一起去看三個
[00:03:23.700 --> 00:03:25.700]  去提醒我們自己
[00:03:25.700 --> 00:03:27.700]  怎樣去運用權力的功課
[00:03:27.700 --> 00:03:30.700]  第一個是我們需要去
[00:03:30.700 --> 00:03:33.700]  較準合神心意的價值觀
[00:03:33.700 --> 00:03:34.700]  不如我們一起
[00:03:34.700 --> 00:03:37.700]  由第21章第一節讀到第四節
[00:03:37.700 --> 00:03:38.700]  我們一起讀 一二三
[00:03:38.700 --> 00:03:41.700]  這事以後又有一事
[00:03:41.700 --> 00:03:45.700]  耶穌列人拿伯在耶穌列
[00:03:45.700 --> 00:03:47.700]  有一個葡萄園
[00:03:47.700 --> 00:03:51.700]  靠近撒瑪利亞王阿哈的宮
[00:03:51.700 --> 00:03:53.700]  阿哈對拿伯說
[00:03:53.700 --> 00:03:57.700]  你將你的葡萄園給我作菜園
[00:03:57.700 --> 00:04:00.700]  因為是靠近我的宮
[00:04:00.700 --> 00:04:04.700]  我就把更好的葡萄園換給你
[00:04:04.700 --> 00:04:06.700]  或是你要銀紙
[00:04:06.700 --> 00:04:09.700]  我就按著價值給你
[00:04:09.700 --> 00:04:11.700]  拿伯對阿哈說
[00:04:11.700 --> 00:04:13.700]  我敬畏爺和華
[00:04:13.700 --> 00:04:18.700]  萬不敢將我先人留下的產業給你
[00:04:18.700 --> 00:04:22.700]  阿哈因耶穌列人拿伯說
[00:04:22.700 --> 00:04:26.700]  我不敢將我先人留下的產業給你
[00:04:26.700 --> 00:04:29.700]  就悶悶不落地回宮
[00:04:29.700 --> 00:04:31.700]  躺在床上
[00:04:31.700 --> 00:04:34.700]  轉念向來也不吃飯
[00:04:34.700 --> 00:04:37.700]  如果我們去看這段聖經
[00:04:37.700 --> 00:04:41.700]  一開始我們看到有一個人叫拿伯
[00:04:41.700 --> 00:04:44.700]  他在耶穌列有一個葡萄園
[00:04:44.700 --> 00:04:47.700]  靠近撒瑪利亞王阿哈的宮
[00:04:47.700 --> 00:04:49.700]  阿哈對拿伯說
[00:04:49.700 --> 00:04:53.700]  你將你的葡萄園給我作菜園
[00:04:53.700 --> 00:04:56.700]  我就把更好的葡萄園換給你
[00:04:56.700 --> 00:04:58.700]  或是你想要錢
[00:04:58.700 --> 00:05:00.700]  即是要銀紙
[00:05:00.700 --> 00:05:02.700]  我就按著價值給你
[00:05:02.700 --> 00:05:06.700]  如果我們用現在的價值觀去看這件事
[00:05:06.700 --> 00:05:08.700]  都很合符邏輯
[00:05:08.700 --> 00:05:10.700]  我看中了一塊地
[00:05:10.700 --> 00:05:11.700]  我又喜歡這塊地
[00:05:11.700 --> 00:05:13.700]  於是我就跟你說
[00:05:13.700 --> 00:05:15.700]  不如我用更好的葡萄園給你換
[00:05:15.700 --> 00:05:16.700]  如果不是的
[00:05:16.700 --> 00:05:17.700]  如果你需要銀紙
[00:05:17.700 --> 00:05:20.700]  我都可以按著銀紙的價值給你
[00:05:20.700 --> 00:05:22.700]  看起來是沒有什麼問題
[00:05:22.700 --> 00:05:24.700]  但很奇怪
[00:05:24.700 --> 00:05:27.700]  拿伯給他的回應又是什麼呢
[00:05:27.700 --> 00:05:29.700]  拿伯這樣說
[00:05:29.700 --> 00:05:31.700]  他說我驚威的東西
[00:05:31.700 --> 00:05:35.700]  萬不敢將我先人留下的產業給你
[00:05:35.700 --> 00:05:37.700]  在這裏其實我們發現
[00:05:37.700 --> 00:05:39.700]  阿哈的價值觀
[00:05:39.700 --> 00:05:41.700]  和拿伯的價值觀是很不一樣的
[00:05:41.700 --> 00:05:46.700]  阿哈認為土地是可以隨意買賣的東西
[00:05:46.700 --> 00:05:49.700]  但是拿伯卻敬畏耶和華
[00:05:49.700 --> 00:05:51.700]  這裏你可能會想
[00:05:51.700 --> 00:05:53.700]  咦 那為什麼呢
[00:05:53.700 --> 00:05:55.700]  因為可能在我們現今的價值觀來講
[00:05:55.700 --> 00:05:57.700]  買賣都很正常
[00:05:57.700 --> 00:05:59.700]  但是原來
[00:05:59.700 --> 00:06:01.700]  在舊約的神學裏面
[00:06:01.700 --> 00:06:03.700]  土地是屬於神的
[00:06:03.700 --> 00:06:06.700]  因為是神將以色列人
[00:06:06.700 --> 00:06:08.700]  帶入加南的英許地
[00:06:08.700 --> 00:06:12.700]  也是神將這些土地給各支派
[00:06:12.700 --> 00:06:14.700]  作為他們的繼承和產業
[00:06:14.700 --> 00:06:16.700]  而在舊約的律法裏面
[00:06:16.700 --> 00:06:18.700]  其中一個目標就是
[00:06:18.700 --> 00:06:22.700]  保護他們宗族的產業和經濟能力
[00:06:22.700 --> 00:06:26.700]  而土地亦都不可以永遠買斷的
[00:06:26.700 --> 00:06:29.700]  所以我們見到一樣東西
[00:06:29.700 --> 00:06:32.700]  原來拿伯這個回應說
[00:06:32.700 --> 00:06:35.700]  我不敢將我先人留下的產業給你
[00:06:35.700 --> 00:06:38.700]  其實是遵守神的律例
[00:06:38.700 --> 00:06:43.700]  他是盡他本份去保守這個祖業
[00:06:43.700 --> 00:06:47.700]  但是面對拿伯這個回應
[00:06:47.700 --> 00:06:49.700]  聖經告訴我們
[00:06:49.700 --> 00:06:51.700]  阿哈就因為耶穌先烈人
[00:06:51.700 --> 00:06:55.700]  拿伯這樣說就悶悶不樂地回恭
[00:06:55.700 --> 00:06:58.700]  躺在床上 轉念向內
[00:06:58.700 --> 00:07:00.700]  也不吃飯
[00:07:00.700 --> 00:07:02.700]  這是我自己的感受
[00:07:02.700 --> 00:07:04.700]  未必是這樣解釋
[00:07:04.700 --> 00:07:06.700]  我覺得好像很嬰兒的小朋友
[00:07:06.700 --> 00:07:08.700]  很想要一樣東西
[00:07:08.700 --> 00:07:09.700]  但找不到
[00:07:09.700 --> 00:07:10.700]  然後回去就怎樣
[00:07:10.700 --> 00:07:12.700]  轉念躺在床上
[00:07:12.700 --> 00:07:13.700]  轉念向內
[00:07:13.700 --> 00:07:14.700]  這是我自己解釋
[00:07:14.700 --> 00:07:15.700]  未必是對的
[00:07:15.700 --> 00:07:17.700]  總之就很不開心
[00:07:17.700 --> 00:07:20.700]  但是當我們去看這裏的時候
[00:07:20.700 --> 00:07:22.700]  我們發現一樣東西
[00:07:22.700 --> 00:07:25.700]  阿哈他擁有權力
[00:07:25.700 --> 00:07:28.700]  但是他被外邦的價值觀影響
[00:07:28.700 --> 00:07:30.700]  但是他這個計劃表面來看
[00:07:30.700 --> 00:07:32.700]  其實是很合理的
[00:07:32.700 --> 00:07:33.700]  我喜歡這塊地
[00:07:33.700 --> 00:07:35.700]  我給你更好的地和你換
[00:07:35.700 --> 00:07:36.700]  或者給你錢
[00:07:36.700 --> 00:07:40.700]  但是原來這個計劃裏面
[00:07:40.700 --> 00:07:44.700]  是違反舊約聖經的律法和價值觀
[00:07:44.700 --> 00:07:47.700]  所以當拿伯去和阿哈這樣說
[00:07:47.700 --> 00:07:49.700]  我不能夠這樣做
[00:07:49.700 --> 00:07:52.700]  因為我要忠於神的律法和命令的時候
[00:07:52.700 --> 00:07:54.700]  阿哈的回應就是怎樣
[00:07:54.700 --> 00:07:56.700]  悶悶不樂
[00:07:56.700 --> 00:07:59.700]  因為他心不情願
[00:07:59.700 --> 00:08:02.700]  我曾經聽過一個故事
[00:08:02.700 --> 00:08:05.700]  有一個人上了火車
[00:08:05.700 --> 00:08:07.700]  上了火車之後
[00:08:07.700 --> 00:08:09.700]  有一個車票的檢查員
[00:08:09.700 --> 00:08:10.700]  就和這個先生說
[00:08:10.700 --> 00:08:13.700]  先生請你給我看一看你的票
[00:08:13.700 --> 00:08:15.700]  於是這個人看完那張票的時候
[00:08:15.700 --> 00:08:16.700]  他就和這個乘客說
[00:08:16.700 --> 00:08:17.700]  先生對不起
[00:08:17.700 --> 00:08:19.700]  你上錯了火車
[00:08:19.700 --> 00:08:20.700]  這個乘客就說
[00:08:20.700 --> 00:08:22.700]  我上了火車
[00:08:22.700 --> 00:08:23.700]  沒理由的
[00:08:23.700 --> 00:08:26.700]  我剛才在票務處買票的時候
[00:08:26.700 --> 00:08:28.700]  那個售票員明明和我說
[00:08:28.700 --> 00:08:30.700]  這一輛是我的火車
[00:08:30.700 --> 00:08:32.700]  接著我拿著那張票
[00:08:32.700 --> 00:08:33.700]  再來到月台
[00:08:33.700 --> 00:08:35.700]  我再問你們月台的職員
[00:08:35.700 --> 00:08:36.700]  職員都說
[00:08:36.700 --> 00:08:37.700]  這一輛是我的火車
[00:08:37.700 --> 00:08:40.700]  我沒理由上錯火車
[00:08:40.700 --> 00:08:41.700]  於是那個檢查員就說
[00:08:41.700 --> 00:08:42.700]  不是的
[00:08:42.700 --> 00:08:45.700]  你真的上錯了火車
[00:08:45.700 --> 00:08:46.700]  那個乘客就說
[00:08:46.700 --> 00:08:47.700]  沒理由的
[00:08:47.700 --> 00:08:49.700]  我問過所有人都說我上得對
[00:08:49.700 --> 00:08:51.700]  你為什麼覺得我上錯了
[00:08:51.700 --> 00:08:53.700]  檢查員就說
[00:08:53.700 --> 00:08:54.700]  你真的上錯了
[00:08:54.700 --> 00:08:55.700]  為什麼呢
[00:08:55.700 --> 00:08:59.700]  你這一張票不是我要檢查
[00:08:59.700 --> 00:09:01.700]  那個火車那張票
[00:09:01.700 --> 00:09:04.700]  於是他們就爭拗了一陣子
[00:09:04.700 --> 00:09:06.700]  誰知原來弄了一陣子之後
[00:09:06.700 --> 00:09:07.700]  發現是什麼呢
[00:09:07.700 --> 00:09:09.700]  原來是檢查車票那個
[00:09:09.700 --> 00:09:12.700]  上錯了車
[00:09:12.700 --> 00:09:14.700]  這個告訴我們
[00:09:14.700 --> 00:09:17.700]  有些事情我們要回到基本步
[00:09:17.700 --> 00:09:19.700]  如果你弄不清對的方向
[00:09:19.700 --> 00:09:20.700]  對的原則
[00:09:20.700 --> 00:09:21.700]  對的價值觀的時候
[00:09:21.700 --> 00:09:24.700]  其實事情會跟著錯的
[00:09:24.700 --> 00:09:26.700]  今天作為一個領袖
[00:09:26.700 --> 00:09:29.700]  或者我們需要運用權力的時候
[00:09:29.700 --> 00:09:33.700]  我們首先要弄清楚我們的價值觀
[00:09:33.700 --> 00:09:34.700]  如果一個領袖
[00:09:34.700 --> 00:09:36.700]  他沒有正確的原則
[00:09:36.700 --> 00:09:38.700]  沒有正確的價值觀
[00:09:38.700 --> 00:09:39.700]  沒有正確的方向
[00:09:39.700 --> 00:09:43.700]  那他就連帶其他人都走錯了
[00:09:43.700 --> 00:09:44.700]  大家可能記得我都講過
[00:09:44.700 --> 00:09:47.700]  之前我學打網球的故事
[00:09:47.700 --> 00:09:50.700]  我小時候我爸爸就
[00:09:50.700 --> 00:09:52.700]  教練教我打網球
[00:09:52.700 --> 00:09:54.700]  我就很努力地去練
[00:09:54.700 --> 00:09:55.700]  很努力地練的時候
[00:09:55.700 --> 00:09:57.700]  練來練去都不進步的
[00:09:57.700 --> 00:09:59.700]  我爸爸就說為什麼你會這樣
[00:09:59.700 --> 00:10:01.700]  於是就找了第二個教練教我
[00:10:01.700 --> 00:10:02.700]  到第二個教練教我的時候
[00:10:02.700 --> 00:10:03.700]  他一教他就說
[00:10:03.700 --> 00:10:05.700]  難怪你不進步
[00:10:05.700 --> 00:10:06.700]  我說為什麼
[00:10:06.700 --> 00:10:10.700]  他說因為你的手勢拿球拍拿錯了
[00:10:10.700 --> 00:10:12.700]  他說這個是羽毛球的手勢
[00:10:12.700 --> 00:10:15.700]  你不是拿網球的手勢
[00:10:15.700 --> 00:10:17.700]  我說是有這樣的事
[00:10:17.700 --> 00:10:21.700]  原來有一些東西你基本上弄不好
[00:10:21.700 --> 00:10:23.700]  之後怎樣弄都沒用的
[00:10:23.700 --> 00:10:26.700]  同樣今天作為領袖
[00:10:26.700 --> 00:10:28.700]  如果你弄錯了原則
[00:10:28.700 --> 00:10:30.700]  如果你弄錯了價值觀
[00:10:30.700 --> 00:10:31.700]  弄錯了方向
[00:10:31.700 --> 00:10:34.700]  你怎樣繼續能夠去運用你的權力呢
[00:10:34.700 --> 00:10:38.700]  當然現在其實我拿網球的手勢是正確的
[00:10:38.700 --> 00:10:40.700]  最近今天競敗隊
[00:10:40.700 --> 00:10:42.700]  有一位很喜歡打網球的弟兄
[00:10:42.700 --> 00:10:43.700]  我和他打網球的時候
[00:10:43.700 --> 00:10:45.700]  他跟我說一看你的樣子
[00:10:45.700 --> 00:10:48.700]  就知道你吃過夜足了
[00:10:48.700 --> 00:10:50.700]  我現在拿網球的手勢是正確的
[00:10:50.700 --> 00:10:51.700]  只有另一個問題
[00:10:51.700 --> 00:10:54.700]  就是我走不到他的球那裡
[00:10:54.700 --> 00:10:58.700]  除此之外都沒什麼問題
[00:10:58.700 --> 00:11:00.700]  但是今天很重要
[00:11:00.700 --> 00:11:02.700]  作為一個領袖
[00:11:02.700 --> 00:11:04.700]  作為一個運用權力的人
[00:11:04.700 --> 00:11:07.700]  要教準合神心意的價值觀
[00:11:07.700 --> 00:11:09.700]  阿哈是以色列的王
[00:11:09.700 --> 00:11:13.700]  但是他的價值觀是跟隨外邦人的價值觀
[00:11:13.700 --> 00:11:15.700]  而他的子民告訴他
[00:11:15.700 --> 00:11:19.700]  我們要跟隨神的律法去行的時候
[00:11:19.700 --> 00:11:21.700]  他不但沒有改變
[00:11:21.700 --> 00:11:24.700]  不但不明白自己的錯誤
[00:11:24.700 --> 00:11:26.700]  他反而悶悶不樂
[00:11:26.700 --> 00:11:28.700]  心不情願
[00:11:28.700 --> 00:11:30.700]  所以今天我們第一件事我們要學
[00:11:30.700 --> 00:11:33.700]  就是我們要弄清楚我們的價值觀
[00:11:33.700 --> 00:11:37.700]  我們要教準合神心意的價值觀
[00:11:37.700 --> 00:11:40.700]  而我們今天學習的第二個功課
[00:11:40.700 --> 00:11:44.700]  是我們要按照真理和呼召去運用權力
[00:11:44.700 --> 00:11:47.700]  我們一起從第五節讀到第十六節
[00:11:47.700 --> 00:11:48.700]  我們一起讀
[00:11:48.700 --> 00:11:49.700]  一二三
[00:11:49.700 --> 00:11:52.700]  皇后夜洗別來問他說
[00:11:52.700 --> 00:11:57.700]  你為什麼心裡這樣憂悶不吃飯呢
[00:11:57.700 --> 00:11:58.700]  他回答說
[00:11:58.700 --> 00:12:02.700]  因我向耶穌列人拿伯說
[00:12:02.700 --> 00:12:05.700]  你將你的葡萄園給我
[00:12:05.700 --> 00:12:07.700]  我給你價銀
[00:12:07.700 --> 00:12:09.700]  或是你願意
[00:12:09.700 --> 00:12:12.700]  我就把別的葡萄園換給你
[00:12:12.700 --> 00:12:13.700]  他卻說
[00:12:13.700 --> 00:12:16.700]  我不將我的葡萄園給你
[00:12:16.700 --> 00:12:19.700]  皇后夜洗別對阿哈說
[00:12:19.700 --> 00:12:23.700]  你現在是自你以色列國不是
[00:12:23.700 --> 00:12:25.700]  只管起來
[00:12:25.700 --> 00:12:28.700]  心裡唱唱快快地吃飯
[00:12:28.700 --> 00:12:33.700]  我必將耶穌列人拿伯的葡萄園給你
[00:12:33.700 --> 00:12:36.700]  於是托阿哈的名寫信
[00:12:36.700 --> 00:12:38.700]  用皇的印印賞
[00:12:38.700 --> 00:12:43.700]  送給那些與拿伯同城居住的長老貴宙
[00:12:43.700 --> 00:12:45.700]  信上寫著說
[00:12:45.700 --> 00:12:48.700]  你們當宣告禁食
[00:12:48.700 --> 00:12:51.700]  叫拿伯坐在民間的高位上
[00:12:51.700 --> 00:12:55.700]  又叫兩個匪徒坐在拿伯對面
[00:12:55.700 --> 00:12:57.700]  作見證告他說
[00:12:57.700 --> 00:12:59.700]  你幫毒神和王鳥
[00:12:59.700 --> 00:13:03.700]  隨後就把他拉出去用石頭打死
[00:13:03.700 --> 00:13:07.700]  那些與拿伯同城居住的長老貴宙
[00:13:07.700 --> 00:13:09.700]  得了耶洗別的信
[00:13:09.700 --> 00:13:11.700]  就照信而行
[00:13:11.700 --> 00:13:13.700]  宣告禁食
[00:13:13.700 --> 00:13:16.700]  叫拿伯坐在民間的高位上
[00:13:16.700 --> 00:13:18.700]  有兩個匪徒來
[00:13:18.700 --> 00:13:20.700]  坐在拿伯的對面
[00:13:20.700 --> 00:13:24.700]  當眾著文藥見證告他說
[00:13:24.700 --> 00:13:27.700]  拿伯幫毒神和王鳥
[00:13:27.700 --> 00:13:30.700]  眾人就把他拉到城外
[00:13:30.700 --> 00:13:32.700]  用石頭打死
[00:13:32.700 --> 00:13:35.700]  於是打發人去見耶洗別
[00:13:35.700 --> 00:13:38.700]  說拿伯被石頭打死了
[00:13:38.700 --> 00:13:41.700]  耶洗別聽見拿伯被石頭打死
[00:13:41.700 --> 00:13:43.700]  就對阿哈說
[00:13:43.700 --> 00:13:46.700]  你起來得耶撕裂人拿伯
[00:13:46.700 --> 00:13:50.700]  不肯為嫁人給你的葡萄園罷
[00:13:50.700 --> 00:13:52.700]  現在他已經死了
[00:13:52.700 --> 00:13:55.700]  阿哈聽見拿伯死了
[00:13:55.700 --> 00:13:57.700]  就起來下去要得
[00:13:57.700 --> 00:14:00.700]  耶撕裂人拿伯的葡萄園
[00:14:00.700 --> 00:14:04.700]  如果我們去看這一段的記載
[00:14:04.700 --> 00:14:07.700]  我們會見到有三批人
[00:14:07.700 --> 00:14:10.700]  或者有兩個人和一批人
[00:14:10.700 --> 00:14:12.700]  這三種人
[00:14:12.700 --> 00:14:15.700]  其實他們都在運用權力
[00:14:15.700 --> 00:14:18.700]  但他們按著什麼道理
[00:14:18.700 --> 00:14:21.700]  或者按著什麼價值觀去運用權力
[00:14:21.700 --> 00:14:24.700]  我們首先一起看
[00:14:24.700 --> 00:14:26.700]  如果我們看第五節
[00:14:26.700 --> 00:14:29.700]  皇后見到
[00:14:29.700 --> 00:14:32.700]  你為什麼心裡這麼憂悶
[00:14:32.700 --> 00:14:33.700]  不吃飯
[00:14:33.700 --> 00:14:34.700]  第六節
[00:14:34.700 --> 00:14:35.700]  阿哈就說
[00:14:35.700 --> 00:14:36.700]  因為拿伯說
[00:14:36.700 --> 00:14:39.700]  我跟他說你把你的葡萄園給我
[00:14:39.700 --> 00:14:40.700]  我給你嫁人
[00:14:40.700 --> 00:14:43.700]  或是你願意我把別的葡萄園換給你
[00:14:43.700 --> 00:14:46.700]  誰知道他不把他的葡萄園給我
[00:14:46.700 --> 00:14:48.700]  皇后的回應是什麼呢
[00:14:48.700 --> 00:14:49.700]  我們看第七節
[00:14:49.700 --> 00:14:52.700]  她說你現在是治理以色列國
[00:14:52.700 --> 00:14:56.700]  只管起來心裡唱唱快快地吃飯
[00:14:56.700 --> 00:15:01.700]  我必將耶穌列人拿伯的葡萄園給你
[00:15:01.700 --> 00:15:02.700]  對於皇后來說
[00:15:02.700 --> 00:15:04.700]  誰掌權
[00:15:04.700 --> 00:15:07.700]  誰能夠得到自己喜歡的東西
[00:15:07.700 --> 00:15:08.700]  對於她來說
[00:15:08.700 --> 00:15:14.700]  權力是用來滿足自己所擁有的
[00:15:14.700 --> 00:15:16.700]  如果我們繼續讀下去的時候
[00:15:16.700 --> 00:15:18.700]  我們看第八節到十節
[00:15:18.700 --> 00:15:24.700]  皇后其實想到一個表面上她覺得很完美的計劃
[00:15:24.700 --> 00:15:27.700]  她就找人託阿哈的名字寫信
[00:15:27.700 --> 00:15:32.700]  寫信去那些跟拿伯同城居住的長老貴族
[00:15:32.700 --> 00:15:34.700]  叫他們宣告禁食
[00:15:34.700 --> 00:15:37.700]  然後叫拿伯坐在高位那裡
[00:15:37.700 --> 00:15:40.700]  然後叫兩個匪徒坐在對面
[00:15:40.700 --> 00:15:42.700]  作見證說他幫毒臣
[00:15:42.700 --> 00:15:44.700]  和黃都仁這個不是真的見證
[00:15:44.700 --> 00:15:49.700]  然後拉他出去用石頭打死
[00:15:49.700 --> 00:15:52.700]  這個計劃表面上是很合法的
[00:15:52.700 --> 00:15:56.700]  首先用禁食作一個掩眼法
[00:15:56.700 --> 00:16:00.700]  而當時的律法定一個人的罪
[00:16:00.700 --> 00:16:01.700]  需要有兩個見證人
[00:16:01.700 --> 00:16:03.700]  這裡有沒有兩個見證人
[00:16:03.700 --> 00:16:04.700]  有
[00:16:04.700 --> 00:16:05.700]  定他什麼罪好呢
[00:16:05.700 --> 00:16:08.700]  定他涉俗臣的罪
[00:16:08.700 --> 00:16:11.700]  因為當時涉俗臣的罪的刑法
[00:16:11.700 --> 00:16:13.700]  就是用石頭打死
[00:16:13.700 --> 00:16:15.700]  所以找兩個見證人
[00:16:15.700 --> 00:16:17.700]  跟著指證他有罪
[00:16:17.700 --> 00:16:19.700]  而這個罪就是用石頭打死
[00:16:19.700 --> 00:16:24.700]  其實這個皇后是利用律法的手段
[00:16:24.700 --> 00:16:27.700]  去計劃殺死拿伯
[00:16:27.700 --> 00:16:29.700]  我們看完皇后了
[00:16:29.700 --> 00:16:33.700]  我們一起看看那些長老貴族
[00:16:33.700 --> 00:16:37.700]  跟著那些長老貴族收了皇后的信
[00:16:37.700 --> 00:16:41.700]  我們想想長老貴族原先他們的呼召是什麼
[00:16:41.700 --> 00:16:43.700]  長老貴族原先的呼召
[00:16:43.700 --> 00:16:48.700]  應該是幫他所屬的群體謀福子
[00:16:48.700 --> 00:16:50.700]  但他們的回應是什麼呢
[00:16:50.700 --> 00:16:52.700]  我們看第十一至十四節
[00:16:52.700 --> 00:16:55.700]  他們收到這個指令
[00:16:55.700 --> 00:16:59.700]  就按著這個指令殺死了拿伯
[00:16:59.700 --> 00:17:01.700]  這是什麼指令
[00:17:01.700 --> 00:17:05.700]  這是一個誣蔑人和殺人的指令
[00:17:05.700 --> 00:17:07.700]  有時候我們可能會想
[00:17:07.700 --> 00:17:10.700]  作為保護群體的長老貴族
[00:17:10.700 --> 00:17:14.700]  為什麼他們不會提出任何抗議呢
[00:17:14.700 --> 00:17:17.700]  可能他們擔心自己的安危
[00:17:17.700 --> 00:17:19.700]  可能他們擔心
[00:17:19.700 --> 00:17:22.700]  如果我不遵守這個命令
[00:17:22.700 --> 00:17:25.700]  會不會自身難保
[00:17:25.700 --> 00:17:28.700]  但是我們再想深一層
[00:17:28.700 --> 00:17:31.700]  其實他們可不可以
[00:17:31.700 --> 00:17:34.700]  起碼都預先警告拿伯呢
