
[00:00:00.000 --> 00:00:03.960]  今天繼續和大家去思想這個這麼重要的題目
[00:01:12.960 --> 00:01:15.520]  所以我每天起碼兩次
[00:01:15.520 --> 00:01:17.920]  那麼牧師為什麼會起碼兩次呢?
[00:01:17.920 --> 00:01:20.080]  因為我睡覺的時候念
[00:01:20.080 --> 00:01:20.680]  起身呢
[00:01:20.680 --> 00:01:22.280]  還沒起身之前我又會念
[00:01:22.280 --> 00:01:23.760]  那麼有時候呢
[00:01:23.760 --> 00:01:24.800]  譬如我去
[00:01:24.800 --> 00:01:26.560]  假設我去看青江眼
[00:01:26.560 --> 00:01:27.360]  我去青江眼
[00:01:27.360 --> 00:01:29.440]  那麼要去等的
[00:01:29.440 --> 00:01:31.040]  他說點半鐘 appointment(預約時間)
[00:01:31.040 --> 00:01:31.880]  我可以告訴你
[00:01:31.880 --> 00:01:33.320]  點半鐘一定沒得看
[00:01:33.320 --> 00:01:34.440]  起碼呢
[00:01:34.440 --> 00:01:35.360]  要等到呢
[00:01:35.360 --> 00:01:36.520]  等
[00:01:36.520 --> 00:01:38.560]  一個多兩個小時左右
[00:01:38.560 --> 00:01:39.680]  因為呢
[00:01:39.680 --> 00:01:40.800]  又要先看這個
[00:01:40.800 --> 00:01:41.800]  又要先看這個
[00:01:41.800 --> 00:01:43.080]  才最後看醫生
[00:01:43.080 --> 00:01:44.640]  去到醫生的門那裡呢
[00:01:44.640 --> 00:01:45.600]  門口呢
[00:01:45.600 --> 00:01:46.880]  還要等叫進去
[00:01:46.880 --> 00:01:48.520]  總共整個過程呢
[00:01:48.520 --> 00:01:50.560]  沒有兩個半至三個小時呢
[00:01:50.560 --> 00:01:52.320]  是等於你看不到的
[00:01:52.320 --> 00:01:53.760]  那麼那時候做什麼呢?
[00:01:53.760 --> 00:01:56.480]  我帶齊了報紙去了
[00:01:56.480 --> 00:01:57.600]  什麼頭條啊
[00:01:57.600 --> 00:01:58.560]  情報啊
[00:01:58.560 --> 00:01:59.920]  什麼730啊
[00:01:59.920 --> 00:02:02.560]  總之我有的我就掃過去
[00:02:02.560 --> 00:02:03.560]  都看完了
[00:02:03.560 --> 00:02:04.560]  那麼有什麼好看的呢?
[00:02:04.560 --> 00:02:05.920]  WhatsApp什麼都看完了
[00:02:05.920 --> 00:02:06.640]  那麼做什麼呢?
[00:02:06.640 --> 00:02:08.000]  祈禱啦
[00:02:08.000 --> 00:02:09.200]  閉上眼睛祈禱
[00:02:09.200 --> 00:02:10.240]  祈禱又怎麼樣呢?
[00:02:10.240 --> 00:02:11.800]  又是我那條formula(規則)
[00:02:11.800 --> 00:02:13.400]  都是用那個方式
[00:02:13.400 --> 00:02:14.240]  我是這樣的
[00:02:14.240 --> 00:02:15.440]  我的東西呢
[00:02:15.440 --> 00:02:16.200]  是
[00:02:16.200 --> 00:02:18.560]  是這麼做就是這麼做的了
[00:02:18.560 --> 00:02:20.480]  有些東西我不會變的
[00:02:20.480 --> 00:02:21.480]  我也是一樣
[00:02:21.480 --> 00:02:22.720]  讚美神仙
[00:02:22.720 --> 00:02:23.560]  Praise God
[00:02:23.560 --> 00:02:24.160]  P
[00:02:24.360 --> 00:02:27.200]  接著R就是Praise God
[00:02:27.200 --> 00:02:28.280]  就是悔改
[00:02:28.280 --> 00:02:29.800]  認罪悔改
[00:02:29.800 --> 00:02:31.160]  第三呢就是A
[00:02:31.160 --> 00:02:32.000]  就是求了
[00:02:32.000 --> 00:02:34.000]  求這求那求那求這
[00:02:34.000 --> 00:02:35.800]  求弟兄姊妹啦
[00:02:35.800 --> 00:02:37.160]  有些有病啦
[00:02:37.160 --> 00:02:38.000]  這個有病啦
[00:02:38.000 --> 00:02:38.600]  那個有病啦
[00:02:38.600 --> 00:02:39.320]  那個有病
[00:02:39.320 --> 00:02:40.640]  牧師怎麼這麼多人病呢?
[00:02:40.640 --> 00:02:41.560]  是啊很多人病
[00:02:41.560 --> 00:02:43.600]  那麼有時候呢
[00:02:43.600 --> 00:02:45.200]  有個姐妹告訴我
[00:02:45.200 --> 00:02:46.640]  我女兒不聽話啊
[00:02:46.640 --> 00:02:48.000]  什麼什麼的
[00:02:48.000 --> 00:02:51.520]  那麼我又為姐妹求女兒不聽話
[00:02:51.520 --> 00:02:55.240]  那麼也有個弟兄現在睡在醫院裡
[00:02:55.240 --> 00:02:56.440]  我早就去探望他
[00:02:56.440 --> 00:02:59.880]  我問他你認不認得我
[00:02:59.880 --> 00:03:00.600]  他說認得
[00:03:00.600 --> 00:03:01.840]  那麼我是誰呢?
[00:03:01.840 --> 00:03:02.840]  你姓王的
[00:03:02.840 --> 00:03:04.240]  我姓王的
[00:03:04.240 --> 00:03:05.480]  那麼我是你誰呢?
[00:03:05.480 --> 00:03:07.000]  你說你是我朋友
[00:03:07.000 --> 00:03:08.640]  那麼很明顯他是不認得我了
[00:03:08.640 --> 00:03:09.080]  是不是?
[00:03:09.080 --> 00:03:11.880]  因為他受了很大的創傷
[00:03:11.880 --> 00:03:13.200]  他是
[00:03:13.200 --> 00:03:16.560]  現在進步了
[00:03:16.560 --> 00:03:18.080]  但是呢
[00:03:18.080 --> 00:03:19.400]  接著無緣無故就說
[00:03:19.400 --> 00:03:22.120]  那個戴四眼的那個是我兒子來的
[00:03:22.120 --> 00:03:23.440]  其實是一個男護士
[00:03:23.440 --> 00:03:25.160]  他說那個是他兒子
[00:03:25.160 --> 00:03:26.200]  當然不是他兒子了
[00:03:26.200 --> 00:03:27.600]  我也知道不是他兒子了
[00:03:27.600 --> 00:03:28.440]  那麼所以呢
[00:03:28.440 --> 00:03:29.800]  我每一次祈禱呢
[00:03:29.800 --> 00:03:31.120]  我都會紀念他
[00:03:31.120 --> 00:03:31.920]  為他祈禱
[00:03:31.920 --> 00:03:32.600]  那麼就A了
[00:03:32.600 --> 00:03:33.120]  Ask
[00:03:33.120 --> 00:03:34.440]  那麼最後就Y
[00:03:34.440 --> 00:03:35.800]  Y我也講過了
[00:03:35.800 --> 00:03:37.880]  其實我現在講的東西我也講過很多次的
[00:03:37.880 --> 00:03:38.560]  是不是?
[00:03:38.560 --> 00:03:39.560]  不過呢
[00:03:39.560 --> 00:03:40.880]  好的東西要再講的嘛
[00:03:40.880 --> 00:03:42.600]  還有我今天有很多時間
[00:03:42.600 --> 00:03:44.480]  所以又要再浪費一點時間
[00:03:44.480 --> 00:03:45.480]  Y呢
[00:03:45.480 --> 00:03:47.040]  就是香港開車呢
[00:03:47.040 --> 00:03:50.400]  從西路出大路呢叫做Give Way
[00:03:50.400 --> 00:03:51.440]  我看過了
[00:03:51.440 --> 00:03:52.880]  我問過交通警的
[00:03:52.880 --> 00:03:54.480]  後來他說Give Way
[00:03:54.480 --> 00:03:56.040]  我是什麼叫做Give Way嗎?
[00:03:56.040 --> 00:03:57.240]  到我
[00:03:57.240 --> 00:03:59.000]  其實我在香港開了幾十年車呢
[00:03:59.000 --> 00:04:02.040]  我從來都沒有留意到那個sign叫做Give Way
[00:04:02.040 --> 00:04:03.240]  這次我真的沒有
[00:04:03.240 --> 00:04:03.640]  是啊
[00:04:03.640 --> 00:04:04.600]  叫做Give Way
[00:04:04.600 --> 00:04:06.720]  但是加拿大不是叫做Yield
[00:04:06.720 --> 00:04:08.160]  Y I E L D
[00:04:08.160 --> 00:04:09.040]  Yield
[00:04:09.040 --> 00:04:10.920]  Yield這個字是讓
[00:04:10.920 --> 00:04:12.720]  那麼我就用了這個讓字
[00:04:12.720 --> 00:04:15.440]  就是讓耶穌基督由我謙卑充滿我
[00:04:15.440 --> 00:04:17.320]  讓聖靈的果子充滿我
[00:04:17.320 --> 00:04:18.840]  讓神的愛充滿我
[00:04:18.840 --> 00:04:21.480]  那麼你說是不是每一天起碼兩次至三次
[00:04:21.480 --> 00:04:22.840]  甚至有時四次
[00:04:22.840 --> 00:04:24.440]  頂尖妹也是那一句
[00:04:24.440 --> 00:04:27.160]  這一段愛的篇
[00:04:27.160 --> 00:04:29.160]  真的好好地唸了它
[00:04:29.160 --> 00:04:30.600]  但是不像我剛才那樣
[00:04:30.600 --> 00:04:32.240]  好像急口令那樣
[00:04:32.240 --> 00:04:34.800]  是逐個字去
[00:04:34.800 --> 00:04:36.800]  祈禱的時候去想它
[00:04:36.800 --> 00:04:39.400]  譬如聖靈所說的人愛
[00:04:39.400 --> 00:04:41.320]  喜樂和平
[00:04:41.320 --> 00:04:43.320]  逐個字去思考一下
[00:04:43.320 --> 00:04:44.760]  去檢討一下
[00:04:44.760 --> 00:04:47.760]  究竟自己有沒有這些
[00:04:47.760 --> 00:04:50.600]  屬靈的質素呢?
[00:04:50.600 --> 00:04:52.400]  的 Virtue
[00:04:52.400 --> 00:04:56.320]  美德或者是神所對我們的要求呢?
[00:04:56.320 --> 00:04:59.920]  這個愛字行久忍耐有因詞
[00:04:59.920 --> 00:05:02.640]  這個裡面所說的每一樣東西
[00:05:02.640 --> 00:05:03.760]  愛字行久忍耐有因詞
[00:05:03.760 --> 00:05:04.920]  愛字不疾不至誇
[00:05:04.920 --> 00:05:06.240]  是動詞來的
[00:05:06.240 --> 00:05:07.560]  是Verb來的
[00:05:07.560 --> 00:05:10.760]  就是說不是說一件事給你聽
[00:05:10.760 --> 00:05:12.520]  也不是說一個形容詞給你聽
[00:05:12.520 --> 00:05:13.640]  是Verb
[00:05:13.640 --> 00:05:14.360]  意思是什麼?
[00:05:14.360 --> 00:05:16.360]  不是叫我們去說
[00:05:16.360 --> 00:05:18.360]  是要走出來
[00:05:18.360 --> 00:05:19.080]  是不是?
[00:05:19.080 --> 00:05:20.200]  說多好呢?
[00:05:20.200 --> 00:05:21.200]  說而已
[00:05:21.200 --> 00:05:22.400]  我說什麼都可以
[00:05:22.400 --> 00:05:24.040]  但是有沒有真正走出來呢?
[00:05:24.040 --> 00:05:26.040]  是兩件不同的事情
[00:05:26.040 --> 00:05:28.400]  我今早回來
[00:05:28.400 --> 00:05:29.720]  走到茶水檔那裡
[00:05:29.720 --> 00:05:30.240]  咦?
[00:05:30.240 --> 00:05:32.240]  我看到有一盒餅
[00:05:32.240 --> 00:05:34.240]  另外有一些小角
[00:05:34.240 --> 00:05:36.480]  大家知不知道什麼是小角?
[00:05:36.480 --> 00:05:38.040]  有一個人說
[00:05:38.040 --> 00:05:40.640]  這些小角是誰拿回來的?
[00:05:40.640 --> 00:05:43.280]  這盒餅好像是那個人拿回來的
[00:05:43.280 --> 00:05:43.960]  我看
[00:05:43.960 --> 00:05:44.640]  嘩!嘩!
[00:05:44.640 --> 00:05:46.080]  是好東西
[00:05:46.080 --> 00:05:47.360]  大家不要去搶
[00:05:47.360 --> 00:05:49.360]  這些餅是好東西
[00:05:49.360 --> 00:05:52.040]  我心裡面又想了一件事
[00:05:52.040 --> 00:05:54.480]  弟兄姊妹有好東西
[00:05:54.480 --> 00:05:57.600]  他拿回來和大家弟兄姊妹分享
[00:05:57.600 --> 00:05:58.960]  是不是?
[00:05:58.960 --> 00:06:00.160]  神就是這樣的
[00:06:00.160 --> 00:06:01.480]  神愛世人
[00:06:01.480 --> 00:06:03.360]  是啊!我好愛你啊
[00:06:03.360 --> 00:06:04.760]  我讓全世界都知道
[00:06:04.760 --> 00:06:05.560]  我愛你啊
[00:06:05.560 --> 00:06:06.320]  接著他什麼?
[00:06:06.320 --> 00:06:09.160]  甚至將他的獨一的兒子
[00:06:09.160 --> 00:06:10.360]  賜給他們
[00:06:10.360 --> 00:06:11.080]  賜
[00:06:11.080 --> 00:06:12.640]  For God so loved the world
[00:06:12.640 --> 00:06:14.200]  That he gave
[00:06:14.200 --> 00:06:15.200]  是給
[00:06:15.200 --> 00:06:18.200]  所以愛的五種語言的其中一樣是什麼?
[00:06:18.200 --> 00:06:19.320]  除了說
[00:06:19.320 --> 00:06:20.440]  我愛你啊
[00:06:20.440 --> 00:06:21.320]  何必說我實情
[00:06:21.320 --> 00:06:22.440]  我愛你啊
[00:06:22.440 --> 00:06:23.600]  不是你說的
[00:06:23.600 --> 00:06:24.440]  接著還有什麼?
[00:06:24.440 --> 00:06:25.680]  送禮物
[00:06:25.680 --> 00:06:27.400]  是給予的
[00:06:27.400 --> 00:06:28.800]  Gift 給禮物人
[00:06:28.800 --> 00:06:30.200]  所以弟兄姊妹
[00:06:30.200 --> 00:06:31.000]  這個
[00:06:31.000 --> 00:06:36.040]  說不出前書十三章的經文
[00:06:36.040 --> 00:06:36.720]  真的
[00:06:36.720 --> 00:06:38.000]  其實是
[00:06:38.000 --> 00:06:38.720]  嘩!
[00:06:38.720 --> 00:06:41.080]  是聖經裡面
[00:06:41.080 --> 00:06:42.160]  我不敢說
[00:06:42.160 --> 00:06:43.240]  我不想說
[00:06:43.240 --> 00:06:44.320]  因為聖經
[00:06:44.320 --> 00:06:47.040]  句句都是寶貴的
[00:06:47.040 --> 00:06:48.760]  好像我曾經說過
[00:06:48.760 --> 00:06:50.000]  葉問的徒弟
[00:06:50.000 --> 00:06:51.160]  有一天問他
[00:06:51.160 --> 00:06:52.160]  閔公
[00:06:52.160 --> 00:06:54.600]  葉問的徒弟叫做閔公
[00:06:54.600 --> 00:06:55.320]  閔公
[00:06:55.320 --> 00:06:56.600]  我們詠春
[00:06:56.600 --> 00:06:58.600]  有哪一招是絕招?
[00:06:58.600 --> 00:07:01.040]  閔公說
[00:07:01.040 --> 00:07:01.880]  打得好
[00:07:01.880 --> 00:07:03.160]  招招都是絕招
[00:07:03.160 --> 00:07:04.320]  打得不好
[00:07:04.320 --> 00:07:06.640]  即是沒有一招是絕招
[00:07:06.640 --> 00:07:07.320]  是不是?
[00:07:07.320 --> 00:07:08.720]  我教了絕招給你有什麼用?
[00:07:08.720 --> 00:07:10.600]  你打得不好就等於沒用
[00:07:10.600 --> 00:07:11.800]  但是打得好
[00:07:11.800 --> 00:07:13.360]  招招都可以的
[00:07:13.360 --> 00:07:14.640]  同樣
[00:07:14.640 --> 00:07:15.760]  神的話語也是
[00:07:15.760 --> 00:07:17.640]  但是不過我又覺得
[00:07:17.640 --> 00:07:19.960]  這一段的經文
[00:07:19.960 --> 00:07:21.480]  就好像有些人說
[00:07:21.480 --> 00:07:22.760]  整本聖經
[00:07:22.760 --> 00:07:24.200]  就在一節聖經那裡
[00:07:24.200 --> 00:07:25.440]  大家知不知道哪一節?
[00:07:25.440 --> 00:07:27.440]  大家知不知道哪一節?
[00:07:27.440 --> 00:07:31.160]  有些人這麼說
[00:07:31.160 --> 00:07:33.000]  其實也不是沒有道理的
[00:07:33.000 --> 00:07:34.280]  你叫人去投票
[00:07:34.280 --> 00:07:35.840]  現在流行公投
[00:07:35.840 --> 00:07:36.560]  投票
[00:07:36.560 --> 00:07:37.880]  全卷聖經
[00:07:37.880 --> 00:07:39.880]  最寶貴的經文在哪裡?
[00:07:40.280 --> 00:07:42.280]  記不記得我們那些
[00:07:42.280 --> 00:07:43.920]  鋪路三
[00:07:43.920 --> 00:07:45.720]  三一六
[00:07:45.720 --> 00:07:48.160]  約翰福音三章十六節
[00:07:48.160 --> 00:07:48.760]  是不是?
[00:07:48.760 --> 00:07:50.160]  神愛世人
[00:07:50.160 --> 00:07:50.760]  是不是?
[00:07:50.760 --> 00:07:52.720]  當然了
[00:07:52.720 --> 00:07:54.520]  這一段經文
[00:07:54.520 --> 00:07:55.400]  說回來
[00:07:55.400 --> 00:07:56.680]  我也曾經提過
[00:07:56.680 --> 00:07:58.120]  這個愛是恆久忍耐
[00:07:58.120 --> 00:07:59.680]  有因此愛是不受得不自誇
[00:07:59.680 --> 00:08:00.800]  這一段經文
[00:08:00.800 --> 00:08:03.400]  曾經有幾個大師傅
[00:08:03.400 --> 00:08:05.680]  是幾個大師傅
[00:08:08.880 --> 00:08:12.080]  就是一些是神的僕人
[00:08:12.080 --> 00:08:14.840]  或者是神很重用的人
[00:08:14.840 --> 00:08:15.600]  他們說
[00:08:15.600 --> 00:08:18.360]  你可以將耶穌這個字
[00:08:18.360 --> 00:08:19.200]  耶穌這個名
[00:08:19.200 --> 00:08:20.360]  Jesus這個名
[00:08:20.360 --> 00:08:22.640]  去代入裡面
[00:08:22.640 --> 00:08:25.160]  不是說愛是恆久忍耐
[00:08:25.160 --> 00:08:27.200]  而是說Jesus是恆久忍耐
[00:08:27.200 --> 00:08:28.600]  Jesus有因此
[00:08:28.600 --> 00:08:30.360]  Jesus不受得不自誇
[00:08:30.360 --> 00:08:30.880]  不張狂
[00:08:30.880 --> 00:08:32.200]  不受害羞的事
[00:08:32.200 --> 00:08:33.960]  有用的
[00:08:33.960 --> 00:08:35.960]  我見過不止一個人這麼說
[00:08:35.960 --> 00:08:39.520]  我看中文和英文的參考書
[00:08:39.520 --> 00:08:42.360]  古時的人和現代的人
[00:08:42.360 --> 00:08:45.200]  都有這樣嘗試的說法
[00:08:45.200 --> 00:08:46.000]  也是真的
[00:08:46.000 --> 00:08:46.920]  當然了
[00:08:46.920 --> 00:08:48.160]  神的兒子
[00:08:48.160 --> 00:08:49.080]  三位一體
[00:08:49.080 --> 00:08:50.000]  聖父、聖子、聖人
[00:08:50.000 --> 00:08:50.840]  三位一體的神
[00:08:50.840 --> 00:08:52.040]  就是愛
[00:08:52.040 --> 00:08:55.800]  大家打開這個程序表裡面
[00:08:55.800 --> 00:08:57.640]  今天的副頁在程序表裡面
[00:08:57.640 --> 00:08:58.920]  在詩歌喉裡面
[00:08:58.920 --> 00:09:00.320]  不是單獨徵的
[00:09:00.320 --> 00:09:01.600]  首先就是
[00:09:01.600 --> 00:09:03.280]  今天跟大家分享到什麼?
[00:09:03.280 --> 00:09:04.080]  就是
[00:09:04.080 --> 00:09:05.480]  第十三徵和第五徵
[00:09:05.480 --> 00:09:07.200]  不做害羞的事
[00:09:07.200 --> 00:09:08.760]  不求自己的益處
[00:09:08.760 --> 00:09:09.880]  不輕易發怒
[00:09:09.880 --> 00:09:11.560]  不計算人的惡
[00:09:11.560 --> 00:09:15.720]  哥倫多前書這一段經文
[00:09:15.720 --> 00:09:18.080]  很多的學者都有這樣提
[00:09:18.080 --> 00:09:20.320]  他說你要從哥倫多前書第一章
[00:09:20.320 --> 00:09:22.680]  一路看下去
[00:09:22.680 --> 00:09:25.520]  你就知道為什麼保羅到了第十三章
[00:09:25.520 --> 00:09:26.800]  講這一段話
[00:09:26.800 --> 00:09:28.720]  因為原來他講這一段話
[00:09:28.720 --> 00:09:30.480]  裡面蘊藏了很多
[00:09:30.480 --> 00:09:34.640]  哥倫多教會裡面發生了一些問題
[00:09:34.640 --> 00:09:38.120]  以至於保羅用這個訊息
[00:09:38.120 --> 00:09:40.440]  這一段話去跟他們講
[00:09:40.440 --> 00:09:43.920]  很多的解經書
[00:09:43.920 --> 00:09:46.400]  差不多十本有九本都是這麼講的
[00:09:46.400 --> 00:09:49.640]  不做害羞的事是在講什麼呢?
[00:09:49.640 --> 00:09:52.120]  我這裡就講回
[00:09:52.120 --> 00:09:55.120]  有些是用英文寫出來的
[00:09:55.120 --> 00:09:55.600]  就是
[00:09:55.600 --> 00:09:58.720]  does not behave disgracefully
[00:09:58.720 --> 00:10:01.520]  does not behave disgracefully
[00:10:01.520 --> 00:10:03.880]  或者是英文標準版
[00:10:03.880 --> 00:10:04.960]  有一個翻譯
[00:10:04.960 --> 00:10:06.560]  就是is not rude
[00:10:06.560 --> 00:10:08.040]  不是rude
[00:10:08.040 --> 00:10:09.640]  就是好像是無禮貌的
[00:10:09.640 --> 00:10:10.880]  是無禮貌的
[00:10:10.880 --> 00:10:12.720]  無禮貌是什麼意思呢?
[00:10:12.720 --> 00:10:17.440]  是不是看到長輩不讓座
[00:10:17.440 --> 00:10:18.480]  是不是這樣叫無禮貌呢?
[00:10:18.480 --> 00:10:19.280]  當然了
[00:10:19.280 --> 00:10:21.360]  但是我最近又研究
[00:10:21.360 --> 00:10:22.440]  四非
[00:10:22.440 --> 00:10:23.840]  大家知道什麼叫四非嗎?
[00:10:23.840 --> 00:10:27.120]  四樣東西是不對的
[00:10:27.120 --> 00:10:29.280]  罪這個字就叫做四非
[00:10:29.280 --> 00:10:31.640]  四非就是罪嘛
[00:10:31.640 --> 00:10:33.040]  是非什麼呢?
[00:10:33.160 --> 00:10:34.280]  我忘記了
[00:10:34.280 --> 00:10:35.480]  我去找吧
[00:10:35.480 --> 00:10:36.760]  顧老師告訴我
[00:10:36.760 --> 00:10:38.000]  非禮莫言
[00:10:38.000 --> 00:10:39.200]  非禮莫視
[00:10:39.200 --> 00:10:40.720]  非禮莫……
[00:10:40.720 --> 00:10:42.520]  什麼我忘記了
[00:10:42.520 --> 00:10:44.200]  非禮莫言
[00:10:44.200 --> 00:10:45.200]  不要說
[00:10:45.200 --> 00:10:45.880]  非禮莫視
[00:10:45.880 --> 00:10:47.160]  非禮莫聽
[00:10:47.160 --> 00:10:47.800]  是不是?
[00:10:47.800 --> 00:10:48.560]  還有呢?
[00:10:48.560 --> 00:10:50.640]  非禮莫動
[00:10:50.640 --> 00:10:51.800]  是不是?
[00:10:51.800 --> 00:10:53.160]  就是不要亂來
[00:10:53.160 --> 00:10:55.840]  眼看守脈動
[00:10:55.840 --> 00:10:56.640]  OK?
[00:10:56.640 --> 00:10:57.240]  是不是?
[00:10:57.240 --> 00:10:58.840]  原來這樣就叫做四非
[00:10:58.840 --> 00:11:01.000]  包括了非禮莫言
[00:11:01.000 --> 00:11:01.800]  不要說
[00:11:01.800 --> 00:11:03.960]  不要說那些非禮
[00:11:03.960 --> 00:11:05.760]  非禮不一定是非禮的那些非禮
[00:11:05.760 --> 00:11:07.560]  就是無禮貌的東西
[00:11:07.560 --> 00:11:08.200]  是嗎?
[00:11:08.200 --> 00:11:09.800]  那麼就非禮莫言
[00:11:09.800 --> 00:11:10.680]  非禮莫……
[00:11:10.680 --> 00:11:11.880]  非禮莫言
[00:11:11.880 --> 00:11:13.240]  非禮莫視
[00:11:13.240 --> 00:11:14.080]  不要看
[00:11:14.080 --> 00:11:14.800]  是不是?
[00:11:14.800 --> 00:11:15.640]  非禮莫聽
[00:11:15.640 --> 00:11:16.400]  不要聽
[00:11:16.400 --> 00:11:17.160]  還有呢?
[00:11:17.160 --> 00:11:18.120]  不要去做
[00:11:18.120 --> 00:11:18.800]  這些是動
[00:11:18.800 --> 00:11:19.960]  就是有做的意思
[00:11:19.960 --> 00:11:22.640]  這裡就說到
[00:11:22.640 --> 00:11:23.720]  It's not rude
[00:11:23.720 --> 00:11:24.440]  不是
[00:11:24.440 --> 00:11:25.480]  就是沒有了
[00:11:25.480 --> 00:11:26.240]  It's not
[00:11:26.240 --> 00:11:26.840]  接著
[00:11:26.840 --> 00:11:27.440]  New
[00:11:27.440 --> 00:11:28.000]  Revise
[00:11:28.000 --> 00:11:28.600]  Send a version
[00:11:28.600 --> 00:11:29.400]  都譯他做
[00:11:29.400 --> 00:11:30.480]  It's not rude
[00:11:30.800 --> 00:11:33.040]  那麼學者多數都說
[00:11:33.040 --> 00:11:35.720]  May have sexual overtones
[00:11:35.720 --> 00:11:40.800]  有一些跟性有關係的含義在這裡
[00:11:40.800 --> 00:11:44.120]  Or to shameful behavior in general
[00:11:44.120 --> 00:11:46.000]  Shameful behavior是什麼?
[00:11:46.000 --> 00:11:46.640]  就是說
[00:11:46.640 --> 00:11:48.920]  這件事很醜的
[00:11:48.920 --> 00:11:50.440]  不能說出來的
[00:11:50.440 --> 00:11:51.000]  這麼醜
[00:11:51.000 --> 00:11:52.520]  這麼羞家的
[00:11:52.520 --> 00:11:53.320]  是不是?
[00:11:53.320 --> 00:11:54.120]  這麼醜
[00:11:54.120 --> 00:11:55.240]  這麼羞家的
[00:11:55.240 --> 00:11:56.520]  Shameful
[00:11:56.520 --> 00:11:58.320]  那麼就是
[00:11:58.320 --> 00:12:01.480]  這個字的原文含義是有
[00:12:01.480 --> 00:12:02.600]  Poor manner
[00:12:02.600 --> 00:12:05.400]  就是不好的manner
[00:12:05.400 --> 00:12:06.280]  中文又不知道怎麼說
[00:12:06.280 --> 00:12:06.880]  Manner
[00:12:06.880 --> 00:12:08.040]  Manner就是
[00:12:08.040 --> 00:12:09.920]  Manner我不知道中文怎麼翻譯
[00:12:09.920 --> 00:12:10.920]  我知道是什麼
[00:12:10.920 --> 00:12:12.520]  就是你吃東西
[00:12:12.520 --> 00:12:14.760]  吃到雜聲
[00:12:14.760 --> 00:12:15.760]  飛漲過河
[00:12:15.760 --> 00:12:16.920]  這些就是不好的manner
[00:12:16.920 --> 00:12:17.880]  是不是?
[00:12:17.880 --> 00:12:18.960]  那麼就是Rude的
[00:12:18.960 --> 00:12:19.520]  Shameful
[00:12:19.520 --> 00:12:20.240]  Disgraceful
[00:12:20.240 --> 00:12:21.040]  Improper
[00:12:21.040 --> 00:12:22.960]  接著又有一個翻譯他做什麼?
[00:12:22.960 --> 00:12:25.160]  就是Indecently
[00:12:25.160 --> 00:12:26.800]  Indecent的東西
[00:12:26.800 --> 00:12:29.960]  就是一些不decent的東西
[00:12:29.960 --> 00:12:31.200]  其中一樣東西都是
[00:12:31.200 --> 00:12:32.520]  你穿成這樣的
