
[00:00:00.000 --> 00:00:04.000]  我不曉得大家是聽到這個題目反應冷淡
[00:05:24.000 --> 00:05:29.000]  所以我們都怪到撒旦身上
[00:05:29.000 --> 00:05:31.000]  太太也說你看
[00:05:31.000 --> 00:05:35.000]  撒旦老是誘惑我老公
[00:05:35.000 --> 00:05:37.000]  他沒事上網路的時候
[00:05:37.000 --> 00:05:40.000]  他就受誘惑
[00:05:40.000 --> 00:05:43.000]  又怪到撒旦去了
[00:05:43.000 --> 00:05:44.000]  但是不管如何
[00:05:44.000 --> 00:05:45.000]  表明一件事情就是說
[00:05:45.000 --> 00:05:48.000]  撒旦還在迷惑
[00:05:48.000 --> 00:05:50.000]  撒旦還在迷惑列國
[00:05:50.000 --> 00:05:52.000]  撒旦還在迷惑
[00:05:52.000 --> 00:05:57.000]  每一個今天上面的世人
[00:05:57.000 --> 00:06:00.000]  撒旦會不會迷惑基督徒呢
[00:06:00.000 --> 00:06:06.000]  會不會
[00:06:06.000 --> 00:06:07.000]  親愛的同志們
[00:06:07.000 --> 00:06:09.000]  撒旦你看不見他
[00:06:09.000 --> 00:06:11.000]  但是時時刻刻
[00:06:11.000 --> 00:06:15.000]  他就在尋找可吞吃的人
[00:06:15.000 --> 00:06:16.000]  跟你旁邊說
[00:06:16.000 --> 00:06:24.000]  你不要做可吞吃的人
[00:06:24.000 --> 00:06:25.000]  要警醒
[00:06:25.000 --> 00:06:27.000]  所以聖經上一再告訴我們警醒
[00:06:27.000 --> 00:06:28.000]  對不對
[00:06:28.000 --> 00:06:30.000]  因為撒旦就是來迷惑人
[00:06:30.000 --> 00:06:31.000]  親愛的同志們你說
[00:06:31.000 --> 00:06:33.000]  我才不會被他迷惑呢
[00:06:33.000 --> 00:06:34.000]  同志們
[00:06:34.000 --> 00:06:36.000]  他不會透過那個真靈的面孔
[00:06:36.000 --> 00:06:37.000]  來迷惑你
[00:06:37.000 --> 00:06:39.000]  他會透過一個很漂亮
[00:06:39.000 --> 00:06:40.000]  很美麗的一個
[00:06:40.000 --> 00:06:41.000]  哇你覺得說
[00:06:41.000 --> 00:06:42.000]  哇這麼漂亮的女孩子
[00:06:42.000 --> 00:06:45.000]  不看白不看
[00:06:45.000 --> 00:06:47.000]  你就被迷惑了
[00:06:47.000 --> 00:06:50.000]  網路色情就是這樣來的
[00:06:50.000 --> 00:06:51.000]  是不是
[00:06:51.000 --> 00:06:52.000]  現在真是
[00:06:52.000 --> 00:06:54.000]  網路是一個最大的問題
[00:06:54.000 --> 00:06:55.000]  我可以覺得
[00:06:55.000 --> 00:06:57.000]  是不是
[00:06:57.000 --> 00:06:58.000]  特別疫情之後
[00:06:58.000 --> 00:06:59.000]  這個問題更嚴重
[00:06:59.000 --> 00:07:00.000]  因為你會發現
[00:07:00.000 --> 00:07:03.000]  你離不開網路
[00:07:03.000 --> 00:07:04.000]  有一天我們家
[00:07:04.000 --> 00:07:05.000]  突然這個
[00:07:05.000 --> 00:07:07.000]  那個網路不太穩定
[00:07:07.000 --> 00:07:09.000]  平常不太可能有這麼樣的現象
[00:07:09.000 --> 00:07:10.000]  那一天就是
[00:07:10.000 --> 00:07:14.000]  幾乎就沒網路就對了
[00:07:14.000 --> 00:07:15.000]  我突然感覺到
[00:07:15.000 --> 00:07:16.000]  還好我們家的這個手機
[00:07:16.000 --> 00:07:18.000]  是有這個叫做什麼
[00:07:18.000 --> 00:07:20.000]  有Data
[00:07:20.000 --> 00:07:22.000]  可以用這個
[00:07:22.000 --> 00:07:23.000]  那個叫做什麼
[00:07:23.000 --> 00:07:25.000]  Hotspot
[00:07:25.000 --> 00:07:29.000]  用手機的這個網路來上網
[00:07:29.000 --> 00:07:30.000]  我突然發現
[00:07:30.000 --> 00:07:34.000]  今天如果有一天沒有網路
[00:07:34.000 --> 00:07:35.000]  你會發現
[00:07:35.000 --> 00:07:36.000]  我們很多人
[00:07:36.000 --> 00:07:38.000]  可能不知道該怎麼生活
[00:07:38.000 --> 00:07:40.000]  會不會
[00:07:40.000 --> 00:07:42.000]  你大概不會像我有一個同學
[00:07:42.000 --> 00:07:44.000]  我回去台灣的時候
[00:07:44.000 --> 00:07:47.000]  找他永遠找不到他
[00:07:47.000 --> 00:07:51.000]  他出門從來不帶手機的
[00:07:51.000 --> 00:07:54.000]  所以你都必須找到他太太
[00:07:54.000 --> 00:07:56.000]  打電話給師母
[00:07:56.000 --> 00:07:57.000]  然後他會告訴你說
[00:07:57.000 --> 00:07:58.000]  哦這樣子啊
[00:07:58.000 --> 00:08:00.000]  然後他幫助你去找到他
[00:08:00.000 --> 00:08:01.000]  我已經很少看到
[00:08:01.000 --> 00:08:03.000]  有這種傳道人了
[00:08:03.000 --> 00:08:05.000]  是不是
[00:08:05.000 --> 00:08:07.000]  親愛的同學
[00:08:07.000 --> 00:08:09.000]  仇敵他
[00:08:09.000 --> 00:08:11.000]  透過各式各樣方式
[00:08:11.000 --> 00:08:15.000]  他今天仍然在迷惑著
[00:08:15.000 --> 00:08:16.000]  但是同學
[00:08:16.000 --> 00:08:17.000]  這一個
[00:08:17.000 --> 00:08:19.000]  這一個撒旦
[00:08:19.000 --> 00:08:22.000]  他雖然在釋放一千年之後
[00:08:22.000 --> 00:08:25.000]  他還來做迷惑
[00:08:25.000 --> 00:08:27.000]  但是他其實是在做
[00:08:27.000 --> 00:08:28.000]  垂死的掙扎
[00:08:28.000 --> 00:08:29.000]  接著你看見啊
[00:08:29.000 --> 00:08:31.000]  接著這裡就提到說
[00:08:31.000 --> 00:08:33.000]  他迷惑列國
[00:08:33.000 --> 00:08:35.000]  叫當時候的
[00:08:35.000 --> 00:08:36.000]  這裡提到說
[00:08:36.000 --> 00:08:38.000]  哥哥和瑪各
[00:08:38.000 --> 00:08:42.000]  叫他們聚集征戰
[00:08:42.000 --> 00:08:43.000]  還記得我們講十九章的時候
[00:08:43.000 --> 00:08:46.000]  講過最後大決戰
[00:08:46.000 --> 00:08:47.000]  有沒有
[00:08:47.000 --> 00:08:49.000]  末日大決戰
[00:08:49.000 --> 00:08:50.000]  那麼這一個地方呢
[00:08:50.000 --> 00:08:53.000]  又來一次了
[00:08:53.000 --> 00:08:55.000]  那這一次我把它稱之為
[00:08:55.000 --> 00:09:00.000]  叫做末日殊死戰
[00:09:00.000 --> 00:09:02.000]  殊死戰
[00:09:02.000 --> 00:09:04.000]  撒旦在這一次的戰役裡面
[00:09:04.000 --> 00:09:06.000]  是他的一個
[00:09:06.000 --> 00:09:07.000]  可以說是他的一個
[00:09:07.000 --> 00:09:09.000]  存亡的關鍵
[00:09:09.000 --> 00:09:11.000]  最後的一戰了
[00:09:11.000 --> 00:09:13.000]  好了那
[00:09:13.000 --> 00:09:17.000]  這關於這個哥哥和瑪各
[00:09:17.000 --> 00:09:19.000]  哥哥和瑪各
[00:09:19.000 --> 00:09:23.000]  又可以專門有講一次
[00:09:23.000 --> 00:09:25.000]  專門是談這個問題
[00:09:25.000 --> 00:09:26.000]  那麼有人就提到說
[00:09:26.000 --> 00:09:28.000]  因為在以希節書裡面
[00:09:28.000 --> 00:09:31.000]  第38章跟39章
[00:09:31.000 --> 00:09:33.000]  提到這個哥哥跟瑪各
[00:09:33.000 --> 00:09:34.000]  還有呢
[00:09:34.000 --> 00:09:36.000]  就是在歷代誌上
[00:09:36.000 --> 00:09:38.000]  第5章第4節
[00:09:38.000 --> 00:09:40.000]  那是在主譜當中提到
[00:09:40.000 --> 00:09:43.000]  哥哥和瑪各
[00:09:43.000 --> 00:09:44.000]  在聖經裡面
[00:09:44.000 --> 00:09:46.000]  一共只有三次出現過
[00:09:46.000 --> 00:09:47.000]  哥哥和瑪各
[00:09:47.000 --> 00:09:49.000]  那剛才講的這兩處聖經
[00:09:49.000 --> 00:09:51.000]  再加上啟示錄這段聖經
[00:09:51.000 --> 00:09:55.000]  就是這三處了
[00:09:55.000 --> 00:09:58.000]  雖然他只有出現這麼少
[00:09:58.000 --> 00:09:59.000]  但是在這裡提到說
[00:09:59.000 --> 00:10:03.000]  這是一個末世的決戰的地方
[00:10:03.000 --> 00:10:04.000]  你看
[00:10:04.000 --> 00:10:06.000]  在這個
[00:10:06.000 --> 00:10:07.000]  這是一個圖表
[00:10:07.000 --> 00:10:09.000]  把它做一個比較
[00:10:09.000 --> 00:10:11.000]  那麼在以希節書
[00:10:11.000 --> 00:10:14.000]  第38章39章
[00:10:14.000 --> 00:10:16.000]  還有這個啟示錄19章
[00:10:16.000 --> 00:10:17.000]  末日之戰
[00:10:17.000 --> 00:10:19.000]  然後啟示錄20章
[00:10:19.000 --> 00:10:21.000]  剛才我們所提的這個
[00:10:21.000 --> 00:10:22.000]  這個殊死戰
[00:10:22.000 --> 00:10:24.000]  這三個地方的一個比較
[00:10:24.000 --> 00:10:27.000]  那麼你可以看見
[00:10:27.000 --> 00:10:29.000]  在19章我們講過
[00:10:29.000 --> 00:10:31.000]  那叫做哈米吉多頓大戰
[00:10:31.000 --> 00:10:33.000]  是不是
[00:10:33.000 --> 00:10:36.000]  但是這個末日的殊死之戰
[00:10:36.000 --> 00:10:37.000]  它是在哪裡呢
[00:10:37.000 --> 00:10:41.000]  它是在這個哥哥和瑪各
[00:10:41.000 --> 00:10:44.000]  那哥哥和瑪各到底是什麼呢
[00:10:44.000 --> 00:10:48.000]  有的解經就把它提到說
[00:10:48.000 --> 00:10:49.000]  代表是什麼呢
[00:10:49.000 --> 00:10:53.000]  代表這是一個國家
[00:10:53.000 --> 00:10:55.000]  然後又提到
[00:10:55.000 --> 00:10:57.000]  以希節書講到說
[00:10:57.000 --> 00:10:59.000]  它是從北方的集出來的
[00:10:59.000 --> 00:11:00.000]  所以有人就解釋說
[00:11:00.000 --> 00:11:02.000]  那這個是指哪裡呢
[00:11:02.000 --> 00:11:05.000]  這就是指的俄羅斯
[00:11:05.000 --> 00:11:07.000]  然後因為羅斯嘛
[00:11:07.000 --> 00:11:09.000]  音很像俄羅斯
[00:11:09.000 --> 00:11:10.000]  所以就講到說
[00:11:10.000 --> 00:11:11.000]  這是可能俄羅斯
[00:11:11.000 --> 00:11:13.000]  所以你會聽到有一些解經
[00:11:13.000 --> 00:11:14.000]  就會講到說
[00:11:14.000 --> 00:11:17.000]  在末世的這個大戰裡面當中
[00:11:17.000 --> 00:11:20.000]  要注意俄羅斯
[00:11:20.000 --> 00:11:21.000]  甚至還有人把中國
[00:11:21.000 --> 00:11:23.000]  因為前面我們在講到說
[00:11:23.000 --> 00:11:31.000]  不是有萬萬的
[00:11:31.000 --> 00:11:34.000]  幾萬萬的這樣子的一個軍隊
[00:11:34.000 --> 00:11:36.000]  那只有中國會有這樣的軍隊
[00:11:36.000 --> 00:11:38.000]  所以很多人就是去注意這些
[00:11:38.000 --> 00:11:40.000]  有關這細節的部分
[00:11:40.000 --> 00:11:41.000]  在探討這些東西
[00:11:41.000 --> 00:11:43.000]  而且這些東西的視頻
[00:11:43.000 --> 00:11:44.000]  你知道嗎
[00:11:44.000 --> 00:11:46.000]  非常暢銷
[00:11:46.000 --> 00:11:48.000]  點擊率很高
[00:11:48.000 --> 00:11:50.000]  因為大家就喜歡新鮮的東西
[00:11:50.000 --> 00:11:52.000]  喜歡這種勁爆的東西
[00:11:52.000 --> 00:11:54.000]  所以你到網路上面
[00:11:54.000 --> 00:11:56.000]  我不是鼓勵你去網路上搜
[00:11:56.000 --> 00:11:58.000]  免得你又增加點擊量
[00:11:58.000 --> 00:11:59.000]  但是我就是告訴你
[00:11:59.000 --> 00:12:02.000]  這些人就是專門去研究
[00:12:02.000 --> 00:12:04.000]  但事實上聖經裡面讓我們看見
[00:12:04.000 --> 00:12:08.000]  重點不是在這裡
[00:12:08.000 --> 00:12:10.000]  其實哥格和瑪各
[00:12:10.000 --> 00:12:13.000]  簡單來說
[00:12:13.000 --> 00:12:16.000]  他在這個三書的經文當中
[00:12:16.000 --> 00:12:17.000]  我們可以看見說
[00:12:17.000 --> 00:12:19.000]  這個哥格和瑪各
[00:12:19.000 --> 00:12:21.000]  他其實是在象徵性
[00:12:21.000 --> 00:12:23.000]  代表著一切的惡人
[00:12:23.000 --> 00:12:24.000]  我再說一遍
[00:12:24.000 --> 00:12:26.000]  哥格和瑪各
[00:12:26.000 --> 00:12:28.000]  是象徵性的
[00:12:28.000 --> 00:12:30.000]  代表著一切的惡人
[00:12:30.000 --> 00:12:32.000]  所以你看見
[00:12:32.000 --> 00:12:35.000]  他出來要迷惑地上四方的列國
[00:12:35.000 --> 00:12:39.000]  就是哥格和瑪各
[00:12:39.000 --> 00:12:42.000]  叫他們聚集征戰
[00:12:42.000 --> 00:12:45.000]  他們的人數多如海沙
[00:12:45.000 --> 00:12:47.000]  他們上來遍滿了全地
[00:12:47.000 --> 00:12:51.000]  圍住聖徒的淫與蒙愛的塵
[00:12:51.000 --> 00:12:52.000]  哇不得了
[00:12:52.000 --> 00:12:54.000]  這場戰爭是曠世
[00:12:54.000 --> 00:12:57.000]  可以說是曠世奇觀
[00:12:57.000 --> 00:13:01.000]  前無古人後無來者
[00:13:01.000 --> 00:13:03.000]  這個場戰爭
[00:13:03.000 --> 00:13:07.000]  你大概歷史上面不會看過
[00:13:07.000 --> 00:13:11.000]  有這麼樣子一個可怕的情況
[00:13:11.000 --> 00:13:12.000]  可以提到說
[00:13:12.000 --> 00:13:16.000]  圍住聖徒的淫和蒙愛的塵
[00:13:16.000 --> 00:13:18.000]  聖徒的淫蒙愛的塵
[00:13:18.000 --> 00:13:23.000]  就是在講到神的兒女們
[00:13:23.000 --> 00:13:26.000]  他們這些敵軍多得不得了
[00:13:26.000 --> 00:13:27.000]  你看見沒有
[00:13:27.000 --> 00:13:31.000]  哇人數多如海沙
[00:13:31.000 --> 00:13:34.000]  這個形容就是多得不得了
[00:13:34.000 --> 00:13:35.000]  可以看見說
[00:13:35.000 --> 00:13:37.000]  撒旦的軍隊
[00:13:37.000 --> 00:13:40.000]  他召集了列國
[00:13:40.000 --> 00:13:44.000]  聚集他們一起來打這場最後的戰爭
[00:13:44.000 --> 00:13:50.000]  然後把聖徒們都圍起來了
[00:13:50.000 --> 00:13:53.000]  這場戰爭請問
[00:13:53.000 --> 00:14:10.000]  最後的結果誰贏誰輸
[00:14:10.000 --> 00:14:12.000]  如果照人來看的話
[00:14:12.000 --> 00:14:16.000]  這場戰爭一看就知道了
[00:14:16.000 --> 00:14:19.000]  一看結果就知道
[00:14:19.000 --> 00:14:24.000]  中國的人海戰術多厲害
[00:14:24.000 --> 00:14:26.000]  越戰怎麼打敗的
[00:14:26.000 --> 00:14:29.000]  人海戰術
[00:14:29.000 --> 00:14:30.000]  一批一批的上去
[00:14:30.000 --> 00:14:31.000]  一批一批上去
[00:14:31.000 --> 00:14:36.000]  美軍打到最後眼睛都紅了
[00:14:36.000 --> 00:14:38.000]  但是親愛的同志們
[00:14:38.000 --> 00:14:40.000]  這是人間的戰爭的做法
[00:14:40.000 --> 00:14:43.000]  可是上帝的這個戰爭不一樣
[00:14:43.000 --> 00:14:45.000]  這個屬靈的戰爭不一樣
[00:14:45.000 --> 00:14:47.000]  我們不是靠多
[00:14:47.000 --> 00:14:48.000]  我們不是靠量多
[00:14:48.000 --> 00:14:50.000]  我們是以少擊中
[00:14:50.000 --> 00:14:52.000]  而且這個地方告訴我們說
[00:14:52.000 --> 00:14:53.000]  更是厲害
[00:14:53.000 --> 00:14:55.000]  這次的戰爭的結果是什麼呢
[00:14:55.000 --> 00:14:58.000]  根本就是不是少
[00:14:58.000 --> 00:14:59.000]  根本就是怎麼樣
[00:14:59.000 --> 00:15:01.000]  我不知道怎麼說
[00:15:01.000 --> 00:15:03.000]  以零擊中
[00:15:03.000 --> 00:15:05.000]  有沒有動一兵一卒
[00:15:05.000 --> 00:15:09.000]  有沒有
[00:15:09.000 --> 00:15:12.000]  我們來看一下
[00:15:12.000 --> 00:15:16.000]  你看這個戰況這邊
[00:15:16.000 --> 00:15:18.000]  這啟示錄二十章說什麼呢
[00:15:18.000 --> 00:15:21.000]  他說火從天降下
[00:15:21.000 --> 00:15:22.000]  是不是
[00:15:22.000 --> 00:15:24.000]  接下來這個聖經裡面就提到說
[00:15:24.000 --> 00:15:31.000]  就由火從天降下燒滅了他們
[00:15:31.000 --> 00:15:34.000]  當這個撒旦拒絕了
[00:15:34.000 --> 00:15:39.000]  當時所有敵對神的這個軍隊
[00:15:39.000 --> 00:15:41.000]  各列國都跟他一起來
[00:15:41.000 --> 00:15:44.000]  要打擊這些聖徒的時候
[00:15:44.000 --> 00:15:47.000]  結果天上有火降下來
[00:15:47.000 --> 00:15:52.000]  燒滅了他們
[00:15:52.000 --> 00:16:03.000]  好像是在看奇幻小說
[00:16:03.000 --> 00:16:05.000]  很過癮
[00:16:05.000 --> 00:16:06.000]  突然一下子
[00:16:06.000 --> 00:16:10.000]  你可以看見整個局勢的改變了
[00:16:10.000 --> 00:16:12.000]  神的兒女很多時候
[00:16:12.000 --> 00:16:15.000]  我們在人生的現實生活當中就是如此
[00:16:15.000 --> 00:16:18.000]  你好像感覺到那個敵方
[00:16:18.000 --> 00:16:20.000]  那個仇敵的攻擊這麼厲害
[00:16:20.000 --> 00:16:22.000]  你發現這個壓力大的不得了
[00:16:22.000 --> 00:16:24.000]  簡直是沒有辦法挺過去了
[00:16:24.000 --> 00:16:27.000]  但是沒有想到怎麼樣
[00:16:27.000 --> 00:16:29.000]  不是火從天降
[00:16:29.000 --> 00:16:32.000]  是怎麼樣
[00:16:32.000 --> 00:16:35.000]  福從天降
[00:16:35.000 --> 00:16:37.000]  救援從天而降
[00:16:37.000 --> 00:16:40.000]  所以我記得在夾心的恩愛夫妻營
[00:16:40.000 --> 00:16:42.000]  我們當中有去參加過的時候
[00:16:42.000 --> 00:16:46.000]  常常很著名的一個說法是什麼
[00:16:46.000 --> 00:16:48.000]  婚姻當中沒有後門
[00:16:48.000 --> 00:16:52.000]  只有什麼
[00:16:52.000 --> 00:16:54.000]  只有天梯
[00:16:54.000 --> 00:16:55.000]  親愛的弟子妹
[00:16:55.000 --> 00:16:57.000]  在我們人生當中也是如此
[00:16:57.000 --> 00:17:00.000]  有時候你會發現四面受敵
[00:17:00.000 --> 00:17:02.000]  但是我們卻怎麼樣
[00:17:02.000 --> 00:17:03.000]  不被困住
[00:17:03.000 --> 00:17:05.000]  為什麼
[00:17:05.000 --> 00:17:10.000]  因為在我們裡面有這個寶貝
[00:17:10.000 --> 00:17:12.000]  這個寶貝就是基督
[00:17:12.000 --> 00:17:14.000]  這個寶貝就是聖靈
[00:17:14.000 --> 00:17:15.000]  跟你旁邊說
[00:17:15.000 --> 00:17:19.000]  在你的裡面有寶貝
[00:17:19.000 --> 00:17:20.000]  親愛的弟子妹
[00:17:20.000 --> 00:17:23.000]  基督在你的裡面嗎
[00:17:23.000 --> 00:17:24.000]  基督在你的裡面嗎
[00:17:24.000 --> 00:17:26.000]  人生當中不管有多大的問題
[00:17:26.000 --> 00:17:27.000]  有多少的難處
[00:17:27.000 --> 00:17:30.000]  好像是排山倒海的壓在你的身上
[00:17:30.000 --> 00:17:32.000]  但是你記得一件事情
[00:17:32.000 --> 00:17:38.000]  因為耶穌基督在你的裡面
[00:17:38.000 --> 00:17:40.000]  要顯明這莫大的能力
[00:17:40.000 --> 00:17:42.000]  不是出於我們自己
[00:17:42.000 --> 00:17:45.000]  乃是出於神
