
[00:00:00.000 --> 00:00:09.000]  弟兄姊妹,朋友,福者,平安,感謝神今天我又能夠和大家一起分享神的說話
[00:03:46.000 --> 00:03:53.000]  是不是?所以阿哥就提醒我們要留心我們自己的說話
[00:03:53.000 --> 00:03:58.000]  而且當他跟我們說,舌頭很難制伏
[00:03:58.000 --> 00:04:02.000]  原來當我們的心可以謙卑的時候
[00:04:02.000 --> 00:04:07.000]  我們其實就可以制伏我們的舌頭了
[00:04:07.000 --> 00:04:10.000]  今天的題目,不要妄論別人
[00:04:10.000 --> 00:04:15.000]  妄論是什麼意思呢?就是粗心大意的說話
[00:04:15.000 --> 00:04:19.000]  輕率的說話,魯莽的,想都沒想
[00:04:19.000 --> 00:04:23.000]  帶著惡意去說的說話
[00:04:23.000 --> 00:04:31.000]  從阿哥的觀點去認為,妄論都是因為我們內心有驕傲
[00:04:31.000 --> 00:04:36.000]  我們內心自視過高,而驅使我們會說這些說話
[00:04:36.000 --> 00:04:40.000]  稍後在他的經文裡就看到,為什麼他有這個觀點了
[00:04:40.000 --> 00:04:43.000]  而今天兩節的經文,很短而已
[00:04:43.000 --> 00:04:48.000]  但是在兩節經文裡,阿哥已經有三方面去提醒我們
[00:04:48.000 --> 00:04:53.000]  當我們準備要說一些輕率魯莽的說話之前,想一想
[00:04:53.000 --> 00:04:59.000]  我們的說話,是不是對神沒有以身試法
[00:04:59.000 --> 00:05:05.000]  我們的說話,對人是不是免費午餐,想清楚
[00:05:05.000 --> 00:05:12.000]  而對我們自己,我們的說話,有沒有回歸回到真理
[00:05:12.000 --> 00:05:18.000]  今天兩節經文裡,一開始阿哥就說「弟兄們」
[00:05:18.000 --> 00:05:21.000]  然後他就開始教,說他要教的東西
[00:05:21.000 --> 00:05:26.000]  到了最後第十二節的結尾,「你的鄰舍」
[00:05:26.000 --> 00:05:31.000]  看到他這樣說的時候,我們可以有一個正確的想法就是
[00:05:31.000 --> 00:05:37.000]  原來中間說的這個餡,是不單止應用在弟兄姊妹之間
[00:05:37.000 --> 00:05:41.000]  也都應用在其他人,你的鄰舍
[00:05:41.000 --> 00:05:46.000]  經文裡有說到「詆毀」,詆毀的意思是什麼呢
[00:05:46.000 --> 00:05:51.000]  就是帶著惡意去毀謗人家,批評人家
[00:05:51.000 --> 00:05:56.000]  或者我們簡單說一句,說壞話
[00:05:56.000 --> 00:06:00.000]  「評斷」,評斷的意思就是只用自己的標準
[00:06:00.000 --> 00:06:05.000]  去判斷事情的對與錯,這個人是好還是不好
[00:06:05.000 --> 00:06:10.000]  我們的意見,都是用自己的標準去判斷
[00:06:10.000 --> 00:06:15.000]  阿哥去勸我們大家,在彼此之間不要去說壞話
[00:06:15.000 --> 00:06:20.000]  不要用惡意去批評或者毀謗,原因有三個
[00:06:20.000 --> 00:06:25.000]  而這三個原因,忽然間都使我們陷自己於不義
[00:06:25.000 --> 00:06:29.000]  而且使我們成為了神敵黨的人
[00:06:29.000 --> 00:06:34.000]  首先,律法就有言在先,要彼此相愛
[00:06:34.000 --> 00:06:37.000]  舊約裡面已經說了,不是到新約才說的
[00:06:37.000 --> 00:06:40.000]  而主耶穌也有這樣的教訓
[00:06:40.000 --> 00:06:46.000]  他說凡向弟兄動怒的,別生他的氣,必須受審判
[00:06:46.000 --> 00:06:50.000]  凡罵弟兄是廢物的,你都沒用的
[00:06:50.000 --> 00:06:53.000]  那些就要受議會的審判
[00:06:53.000 --> 00:06:58.000]  凡罵弟兄是白癡的,必須遭受地獄的火
[00:06:58.000 --> 00:07:07.000]  嚴重嗎?只是罵一下,其實我們有時也說過這些話,生氣的時候
[00:07:07.000 --> 00:07:10.000]  原來後果是這麼重的
[00:07:10.000 --> 00:07:17.000]  所以我們在弟兄姊妹之間說壞話,惡意批評和毀謗
[00:07:17.000 --> 00:07:22.000]  看不看得到其實犯了什麼問題?
[00:07:22.000 --> 00:07:26.000]  以身試法,舊約也說了
[00:07:26.000 --> 00:07:31.000]  主耶穌在新約裡面也記載了他的講法,他的教導
[00:07:31.000 --> 00:07:36.000]  不過我們也做了,我們其實是明知故犯
[00:07:36.000 --> 00:07:41.000]  去觸犯了律法,違背主的教訓,對不對?
[00:07:41.000 --> 00:07:44.000]  今天的經文繼續說下去就說
[00:07:44.000 --> 00:07:51.000]  詆毀弟兄,或者平斷弟兄的人就是詆毀律法,平斷律法
[00:07:51.000 --> 00:07:57.000]  不僅是講人,現在把人的焦點轉到律法,為什麼會這樣呢?
[00:07:57.000 --> 00:08:01.000]  在這裡正正就是要告訴我們
[00:08:01.000 --> 00:08:08.000]  律法本來就是最好的,最完美的一個標準
[00:08:08.000 --> 00:08:14.000]  去決定事情的好壞,人的善惡,是非黑白
[00:08:14.000 --> 00:08:17.000]  最好就是用這個標準
[00:08:17.000 --> 00:08:21.000]  但是當我們不用神的標準
[00:08:21.000 --> 00:08:27.000]  用自己的標準去判斷是非黑白,事情的錯
[00:08:27.000 --> 00:08:29.000]  還是對,人是好還是不好
[00:08:29.000 --> 00:08:31.000]  我們用自己的標準的話
[00:08:31.000 --> 00:08:35.000]  就是告訴神,你的標準不夠好
[00:08:35.000 --> 00:08:38.000]  你的標準不足夠,不完美
[00:08:38.000 --> 00:08:42.000]  所以用我的標準,我去這樣看待這個人
[00:08:42.000 --> 00:08:45.000]  我這樣看待這件事
[00:08:45.000 --> 00:08:47.000]  所以當我們這樣去做的時候
[00:08:47.000 --> 00:08:51.000]  就是平斷律法,是不是?
[00:08:51.000 --> 00:08:53.000]  犯了什麼問題呢?
[00:08:53.000 --> 00:08:55.000]  哦,藐視律法
[00:08:55.000 --> 00:09:03.000]  你不夠好,你的標準不夠好
[00:09:03.000 --> 00:09:06.000]  我的比較好,所以用我的律法
[00:09:06.000 --> 00:09:09.000]  最後那個經文就告訴我們
[00:09:09.000 --> 00:09:13.000]  既然你都做到平斷律法
[00:09:13.000 --> 00:09:16.000]  就是說自己是凌駕在神上面
[00:09:16.000 --> 00:09:19.000]  你的律法不再規範到我了
[00:09:19.000 --> 00:09:23.000]  我就變成是審判官的位置了
[00:09:23.000 --> 00:09:25.000]  這個又犯了什麼問題呢?
[00:09:25.000 --> 00:09:30.000]  都挺大件事的,侵犯神權
[00:09:30.000 --> 00:09:34.000]  審判官才有的權,我們拿去用
[00:09:34.000 --> 00:09:36.000]  是不是侵犯神權?
[00:09:36.000 --> 00:09:38.000]  有時候我們想一想
[00:09:38.000 --> 00:09:44.000]  侵犯神權這一種罪是什麼概念呢?
[00:09:44.000 --> 00:09:48.000]  我們看看,聖經裡面有告訴我們
[00:09:48.000 --> 00:09:51.000]  看兩個例子,我們知道是什麼概念了
[00:09:51.000 --> 00:09:56.000]  夏娃被引誘,吃了分辨善惡樹上的果子
[00:09:56.000 --> 00:09:57.000]  為什麼?
[00:09:57.000 --> 00:10:01.000]  因為她很想擁有像神一樣的智慧
[00:10:01.000 --> 00:10:06.000]  於是結果就把罪帶到人的世界
[00:10:06.000 --> 00:10:10.000]  我們也要面對死亡和與神分開的懲罰
[00:10:10.000 --> 00:10:13.000]  天使也說我要升到天上
[00:10:13.000 --> 00:10:14.000]  為什麼?
[00:10:14.000 --> 00:10:17.000]  我要與至高者同等
[00:10:17.000 --> 00:10:20.000]  於是她的結果就是被摔到地上
[00:10:20.000 --> 00:10:22.000]  成為魔鬼撒旦
[00:10:22.000 --> 00:10:27.000]  將來也要面對在火回裡面永遠的懲罰
[00:10:27.000 --> 00:10:30.000]  看到嗎?侵犯神權
[00:10:30.000 --> 00:10:35.000]  原來這一種罪的概念是這樣的
[00:10:35.000 --> 00:10:37.000]  我們明白了這個概念之後
[00:10:37.000 --> 00:10:40.000]  難怪雅閣去勸我們
[00:10:40.000 --> 00:10:44.000]  千萬不要惡意去中傷人
[00:10:44.000 --> 00:10:47.000]  用說話去傷害人
[00:10:47.000 --> 00:10:49.000]  千萬不要去說壞話
[00:10:49.000 --> 00:10:51.000]  不要為了一時之快
[00:10:51.000 --> 00:10:53.000]  我很想發洩我內心的一些感受
[00:10:53.000 --> 00:10:56.000]  我就隨隨便便地去說
[00:10:56.000 --> 00:10:58.000]  說說而已
[00:10:58.000 --> 00:11:01.000]  有多大件事也沒什麼所謂
[00:11:01.000 --> 00:11:04.000]  說得不對就抹掉吧
[00:11:04.000 --> 00:11:06.000]  當我們有時這樣去想的時候
[00:11:06.000 --> 00:11:09.000]  原來我們是從明知故犯
[00:11:09.000 --> 00:11:11.000]  去到藐視律法
[00:11:11.000 --> 00:11:13.000]  再去到侵犯神權
[00:11:13.000 --> 00:11:19.000]  是一步一步地令我們掉進網絡裡面
[00:11:19.000 --> 00:11:20.000]  與神為敵
[00:11:20.000 --> 00:11:22.000]  我們也不想的
[00:11:22.000 --> 00:11:25.000]  我肯定我們每一個人想去評論一些人
[00:11:25.000 --> 00:11:26.000]  評論一些事情的時候
[00:11:26.000 --> 00:11:28.000]  我們的心完全沒想過
[00:11:28.000 --> 00:11:31.000]  我是在侵犯神權的
[00:11:31.000 --> 00:11:33.000]  我們沒想過這麼膽大包天
[00:11:33.000 --> 00:11:36.000]  侵犯神做審判官的
[00:11:36.000 --> 00:11:39.000]  不過原來我們內心裡的驕傲自大
[00:11:39.000 --> 00:11:41.000]  不馴服
[00:11:41.000 --> 00:11:44.000]  真的會令我們口吐出來的說話
[00:11:44.000 --> 00:11:46.000]  好像地獄的火一樣
[00:11:46.000 --> 00:11:50.000]  燒毀我們自己
[00:11:50.000 --> 00:11:52.000]  所以對神
[00:11:52.000 --> 00:11:54.000]  我們真的要想清楚
[00:11:54.000 --> 00:11:57.000]  是不是以身試法
[00:11:57.000 --> 00:12:00.000]  台灣有一個很著名的基督徒作家
[00:12:00.000 --> 00:12:03.000]  他也是一位牧師施爾洛
[00:12:03.000 --> 00:12:05.000]  他曾經說過這句話
[00:12:05.000 --> 00:12:07.000]  罵人有成本的
[00:12:07.000 --> 00:12:09.000]  我是很同意的
[00:12:09.000 --> 00:12:10.000]  其實我們回想
[00:12:10.000 --> 00:12:11.000]  當我們去詆毀
[00:12:11.000 --> 00:12:13.000]  我們去評斷的時候
[00:12:13.000 --> 00:12:15.000]  何嘗不是有成本呢
[00:12:15.000 --> 00:12:17.000]  成本也很貴的
[00:12:17.000 --> 00:12:18.000]  對吧
[00:12:18.000 --> 00:12:20.000]  我們除了以身試法之外
[00:12:20.000 --> 00:12:26.000]  還會賠償我們現在在世上生活的時候
[00:12:26.000 --> 00:12:29.000]  人與人之間的關係
[00:12:29.000 --> 00:12:31.000]  中國人說
[00:12:31.000 --> 00:12:33.000]  來說是非者是什麼人
[00:12:33.000 --> 00:12:35.000]  就是是非人
[00:12:35.000 --> 00:12:37.000]  說壞話
[00:12:37.000 --> 00:12:38.000]  搬弄是非
[00:12:38.000 --> 00:12:40.000]  惡意去批評人
[00:12:40.000 --> 00:12:42.000]  在人與人之間
[00:12:42.000 --> 00:12:44.000]  第一個成本是什麼呢
[00:12:44.000 --> 00:12:46.000]  形象
[00:12:46.000 --> 00:12:48.000]  你的形象我的形象
[00:12:48.000 --> 00:12:50.000]  弟兄姐妹你有沒有想過
[00:12:50.000 --> 00:12:55.000]  說話可以為你建立形象的
[00:12:55.000 --> 00:12:56.000]  有一句經文
[00:12:56.000 --> 00:13:00.000]  令我想起以前很多年前的一個弟兄
[00:13:00.000 --> 00:13:01.000]  《真言》裏面說
[00:13:01.000 --> 00:13:02.000]  未聽完就回答
[00:13:02.000 --> 00:13:05.000]  就是他的愚昧和羞辱
[00:13:05.000 --> 00:13:07.000]  大家都記得這句話
[00:13:07.000 --> 00:13:09.000]  這句話給我很深印象
[00:13:09.000 --> 00:13:10.000]  我就回想
[00:13:10.000 --> 00:13:14.000]  我很早信耶穌參加查經的時候
[00:13:14.000 --> 00:13:16.000]  在查經小組裏面有一個弟兄
[00:13:16.000 --> 00:13:19.000]  他慣性是當大家查完
[00:13:19.000 --> 00:13:21.000]  分享完講完
[00:13:21.000 --> 00:13:22.000]  大家又回答了
[00:13:22.000 --> 00:13:24.000]  組長要問我們的問題
[00:13:24.000 --> 00:13:26.000]  他很多時候是最後那個
[00:13:26.000 --> 00:13:30.000]  他就去分享和說他的答案
[00:13:30.000 --> 00:13:33.000]  他給我一個印象是什麼呢
[00:13:33.000 --> 00:13:37.000]  就是這個弟兄說話很小心
[00:13:37.000 --> 00:13:39.000]  亦都覺得很有智慧
[00:13:39.000 --> 00:13:40.000]  我這樣說
[00:13:40.000 --> 00:13:41.000]  就叫你們每次查經
[00:13:41.000 --> 00:13:43.000]  每個人都要最後那個說
[00:13:43.000 --> 00:13:44.000]  千萬不要說
[00:13:44.000 --> 00:13:45.000]  你等我我等你
[00:13:45.000 --> 00:13:48.000]  我們那個查經就不用完的了
[00:13:48.000 --> 00:13:49.000]  我的意思就是說
[00:13:49.000 --> 00:13:51.000]  其實是好的
[00:13:51.000 --> 00:13:54.000]  如果我們願意多聽一點
[00:13:54.000 --> 00:13:56.000]  多想一點
[00:13:56.000 --> 00:13:58.000]  肯定我們可以避免
[00:13:58.000 --> 00:13:59.000]  很粗心大意
[00:13:59.000 --> 00:14:01.000]  很魯莽的說一些說話
[00:14:01.000 --> 00:14:04.000]  最糟的是傷害到別人
[00:14:04.000 --> 00:14:06.000]  我們的說話真的可以
[00:14:06.000 --> 00:14:09.000]  為我們建立一個很好的形象
[00:14:09.000 --> 00:14:12.000]  但同時亦都可以隨時破壞
[00:14:12.000 --> 00:14:16.000]  我們本來建立得很好的形象
[00:14:16.000 --> 00:14:17.000]  你知不知道
[00:14:17.000 --> 00:14:21.000]  你已經為你自己用你的說話
[00:14:21.000 --> 00:14:25.000]  建立了一個怎樣的形象嗎
[00:14:25.000 --> 00:14:28.000]  你知不知道你的形象是怎樣呢
[00:14:28.000 --> 00:14:31.000]  《針言》裏面有很多的說話
[00:14:31.000 --> 00:14:34.000]  講到教我們怎樣去小心說話
[00:14:34.000 --> 00:14:35.000]  留意我們的說話
[00:14:35.000 --> 00:14:38.000]  用什麼態度去講說話
[00:14:38.000 --> 00:14:40.000]  其實《針言》
[00:14:40.000 --> 00:14:42.000]  給我們一個很好的形象指導
[00:14:42.000 --> 00:14:44.000]  是不是
[00:14:44.000 --> 00:14:47.000]  有空打開心言
[00:14:47.000 --> 00:14:49.000]  找一個你喜歡的形象
[00:14:49.000 --> 00:14:51.000]  兩個你喜歡的形象
[00:14:51.000 --> 00:14:54.000]  給自己一個大翻身好不好
[00:14:54.000 --> 00:14:57.000]  《針言》第十五章第一節有這句說話
[00:14:57.000 --> 00:15:03.000]  「會答猶和,使怒消退,言語粗暴,觸動怒氣。」
[00:15:03.000 --> 00:15:06.000]  這句說話如果我們懂得用的話
[00:15:06.000 --> 00:15:10.000]  會為你塑造一個和平之子的形象
[00:15:10.000 --> 00:15:12.000]  我記得沒多久之前
[00:15:12.000 --> 00:15:14.000]  有個姐妹跟我說
[00:15:14.000 --> 00:15:17.000]  我內心很迫切
[00:15:17.000 --> 00:15:21.000]  很想邀請弟兄姐妹回來我們的團契
[00:15:21.000 --> 00:15:23.000]  所以一見到她
[00:15:23.000 --> 00:15:24.000]  遠遠見到她我就會說
[00:15:24.000 --> 00:15:27.000]  喂!喂!喂!你做什麼還沒回來
[00:15:27.000 --> 00:15:29.000]  回來啦!
[00:15:29.000 --> 00:15:30.000]  接著她跟我說
[00:15:30.000 --> 00:15:32.000]  我以後要改
[00:15:32.000 --> 00:15:34.000]  我會溫柔地去問她
[00:15:34.000 --> 00:15:36.000]  為什麼你不回來
[00:15:36.000 --> 00:15:39.000]  我又會溫柔地去邀請她
[00:15:39.000 --> 00:15:40.000]  我告訴你
[00:15:40.000 --> 00:15:42.000]  我肯定如果她真的這樣做的話
[00:15:42.000 --> 00:15:44.000]  她不單止改變方法
[00:15:44.000 --> 00:15:48.000]  她還會改變形象
[00:15:48.000 --> 00:15:51.000]  如果我經常對你說別人的壞話
[00:15:51.000 --> 00:15:54.000]  聰明的你會怎麼想呢
[00:15:54.000 --> 00:15:57.000]  有一天我就在別人面前說你的壞話
[00:15:57.000 --> 00:15:58.000]  是不是啊
[00:15:58.000 --> 00:16:00.000]  那你聽我說別人的壞話的時候
[00:16:00.000 --> 00:16:03.000]  你會不會跟我真心去做朋友呢
[00:16:03.000 --> 00:16:04.000]  而且我說的壞話
[00:16:04.000 --> 00:16:06.000]  我說的說話
[00:16:06.000 --> 00:16:10.000]  毀謗別人的事是有益的
[00:16:10.000 --> 00:16:11.000]  可以飛的
[00:16:11.000 --> 00:16:14.000]  可以飛到我中傷那個人的耳朵
[00:16:14.000 --> 00:16:17.000]  所以她都不會跟我做真心的朋友
[00:16:17.000 --> 00:16:19.000]  所以當我們去做
[00:16:19.000 --> 00:16:21.000]  她說這些話的時候
[00:16:21.000 --> 00:16:22.000]  不理我們的嘴巴
[00:16:22.000 --> 00:16:25.000]  不管她去做這些事的時候
[00:16:25.000 --> 00:16:28.000]  其實我要賠上第二個成本
[00:16:28.000 --> 00:16:30.000]  友誼
[00:16:30.000 --> 00:16:33.000]  友誼是第二個昂貴的成本
[00:16:33.000 --> 00:16:35.000]  《針言》裡面有一句話說
[00:16:35.000 --> 00:16:37.000]  人若靜默不言
[00:16:37.000 --> 00:16:38.000]  可算為智慧
[00:16:38.000 --> 00:16:39.000]  閉上嘴唇
[00:16:39.000 --> 00:16:42.000]  也可算為聰明
[00:16:42.000 --> 00:16:45.000]  當我們對事情一知半解
[00:16:45.000 --> 00:16:46.000]  知道一點不知道一點
[00:16:46.000 --> 00:16:48.000]  甚至我以為我好知
[00:16:48.000 --> 00:16:50.000]  好像一隻核子摸象
[00:16:50.000 --> 00:16:52.000]  我以為我全知道
[00:16:52.000 --> 00:16:56.000]  其實很多時候我們都是有偏差的
[00:16:56.000 --> 00:16:59.000]  我們的偏差會帶來誤判
[00:16:59.000 --> 00:17:00.000]  會冒犯了人
[00:17:00.000 --> 00:17:02.000]  傷害了人
[00:17:02.000 --> 00:17:05.000]  這個時候以為自己很聰明
[00:17:05.000 --> 00:17:06.000]  很有智慧嗎
[00:17:06.000 --> 00:17:08.000]  其實遠遠比不上一個
[00:17:08.000 --> 00:17:12.000]  懂得閉口不言的人
[00:17:12.000 --> 00:17:15.000]  誠信是另外一個
[00:17:15.000 --> 00:17:17.000]  我們去說毀謗的話
[00:17:17.000 --> 00:17:19.000]  評斷弟兄姊妹或者朋友
[00:17:19.000 --> 00:17:21.000]  要付出的成本
[00:17:21.000 --> 00:17:23.000]  帶著惡意的說話
[00:17:23.000 --> 00:17:27.000]  試問怎麼可能會不偏不倚呢
[00:17:27.000 --> 00:17:30.000]  用自己的標準
[00:17:30.000 --> 00:17:33.000]  我們的標準是否真的不會偏差呢
[00:17:33.000 --> 00:17:36.000]  而且我們欠缺一個全知的本領
[00:17:36.000 --> 00:17:38.000]  我們沒有辦法全知
[00:17:38.000 --> 00:17:39.000]  好像我剛才所說
[00:17:39.000 --> 00:17:42.000]  核子摸象這樣做判斷的話
[00:17:42.000 --> 00:17:45.000]  我們是沒有說服力的
[00:17:45.000 --> 00:17:46.000]  沒有說服力
[00:17:46.000 --> 00:17:48.000]  但又不斷說話的話
[00:17:48.000 --> 00:17:50.000]  言多必失
[00:17:50.000 --> 00:17:52.000]  有一種誠信破產
[00:17:52.000 --> 00:17:55.000]  不知道你知不知道叫做什麼呢
[00:17:55.000 --> 00:17:58.000]  我相信你一半都言多
[00:17:58.000 --> 00:18:01.000]  弟兄姊妹我希望我們是神的兒女
[00:18:01.000 --> 00:18:04.000]  我們不要讓別人有這個形象
[00:18:04.000 --> 00:18:08.000]  更加不要誠信破產到這個地步
[00:18:08.000 --> 00:18:15.000]  賠上了形象、友誼和誠信
[00:18:15.000 --> 00:18:16.000]  你說好了
[00:18:16.000 --> 00:18:18.000]  什麼都不說要小心翼翼
[00:18:18.000 --> 00:18:19.000]  但我真的有時見到
[00:18:19.000 --> 00:18:22.000]  有些弟兄姊妹他們做了的事
[00:18:22.000 --> 00:18:24.000]  是需要有人去提醒的
[00:18:24.000 --> 00:18:28.000]  是需要有人去或者甚至指責
[00:18:28.000 --> 00:18:31.000]  沒有人說他不知道自己有問題
[00:18:31.000 --> 00:18:32.000]  那怎麼辦呢
[00:18:32.000 --> 00:18:34.000]  我們可以怎樣去發聲
[00:18:34.000 --> 00:18:40.000]  然後又不要損失我們的形象、友誼和誠信呢
[00:18:40.000 --> 00:18:41.000]  可以的
[00:18:41.000 --> 00:18:44.000]  我們要用神的說話
[00:18:44.000 --> 00:18:48.000]  清潔造就人有益處的說話
[00:18:48.000 --> 00:18:49.000]  而且還要記得
[00:18:49.000 --> 00:18:51.000]  當我們用這些神的說話的時候
[00:18:51.000 --> 00:18:56.000]  我們的目的是要去建立那個人的生命
[00:18:56.000 --> 00:19:01.000]  不可以拿著神的說話來拆毀人的生命
[00:19:01.000 --> 00:19:04.000]  這個原來是很重要的
[00:19:04.000 --> 00:19:08.000]  有一天我收到一個姊妹發給我的信息
[00:19:08.000 --> 00:19:10.000]  她在裡面寫了很大一段
[00:19:10.000 --> 00:19:15.000]  就告訴我求人真的很麻煩
[00:19:15.000 --> 00:19:19.000]  因為她之後有一天要去醫院做點查
[00:19:19.000 --> 00:19:23.000]  她就找了一個弟兄去載她去醫院
[00:19:23.000 --> 00:19:26.000]  那天的點查是九點鐘的
[00:19:26.000 --> 00:19:28.000]  這個弟兄很好
[00:19:28.000 --> 00:19:30.000]  肯載她去醫院的
[00:19:30.000 --> 00:19:33.000]  不過因為他要載太太上班
[00:19:33.000 --> 00:19:35.000]  所以他就跟這個姊妹說
[00:19:35.000 --> 00:19:40.000]  那天我要八點鐘放下你去醫院
[00:19:40.000 --> 00:19:43.000]  這個姊妹就因為聽到這個安排
[00:19:43.000 --> 00:19:46.000]  她就覺得求人很麻煩
[00:19:46.000 --> 00:19:49.000]  那天又要早點起床
[00:19:49.000 --> 00:19:52.000]  又要在醫院等一個鐘頭
[00:19:52.000 --> 00:19:56.000]  所以她就覺得這個安排不是很喜歡
[00:19:56.000 --> 00:19:57.000]  其實她自己
[00:19:57.000 --> 00:19:59.000]  當然她應該沒有告訴那個弟兄
[00:19:59.000 --> 00:20:02.000]  她就在寫給我很大一段的東西裡面
[00:20:02.000 --> 00:20:04.000]  最後寫了幾個字
[00:20:04.000 --> 00:20:09.000]  無奈 我要學習忍耐
[00:20:09.000 --> 00:20:10.000]  如果這個信息發給你
[00:20:10.000 --> 00:20:14.000]  你會怎樣去回應呢
[00:20:14.000 --> 00:20:15.000]  你怎樣回應呢
[00:20:15.000 --> 00:20:20.000]  我就很肯定這個姊妹很想我去
[00:20:20.000 --> 00:20:24.000]  能夠支持她的想法
[00:20:24.000 --> 00:20:26.000]  認同她的想法
[00:20:26.000 --> 00:20:29.000]  那我也想了一想
[00:20:29.000 --> 00:20:31.000]  然後我才回覆她
[00:20:31.000 --> 00:20:33.000]  我就跟她說
[00:20:33.000 --> 00:20:37.000]  姊妹 你要學的功課是感恩
[00:20:37.000 --> 00:20:40.000]  不是學忍耐
[00:20:40.000 --> 00:20:42.000]  接著我也繼續寫下去
[00:20:42.000 --> 00:20:47.000]  我說感恩有個弟兄肯送你去醫院
[00:20:47.000 --> 00:20:51.000]  也感恩神為你預備這個弟兄
[00:20:51.000 --> 00:20:56.000]  難道你想弟兄叫老婆坐車上班嗎
[00:20:56.000 --> 00:20:59.000]  自己 然後送你去醫院
[00:20:59.000 --> 00:21:01.000]  我就這樣回答她
[00:21:01.000 --> 00:21:04.000]  隔了沒多久她就回覆我
[00:21:04.000 --> 00:21:08.000]  她就說 是的 我太自私了
[00:21:08.000 --> 00:21:11.000]  她這個回覆我很感謝神
[00:21:11.000 --> 00:21:13.000]  我很感謝神
[00:21:13.000 --> 00:21:16.000]  為什麼呢 因為姊妹去明白
[00:21:16.000 --> 00:21:19.000]  她知道她要學的功課是什麼
[00:21:19.000 --> 00:21:21.000]  是感恩
[00:21:21.000 --> 00:21:22.000]  她學的功課不是忍耐
[00:21:22.000 --> 00:21:24.000]  忍耐是一個好的功課
[00:21:24.000 --> 00:21:27.000]  不過不是在這件事去學
[00:21:27.000 --> 00:21:29.000]  看到分別嗎
[00:21:29.000 --> 00:21:32.000]  當她看到如果她學的是感恩的話
[00:21:32.000 --> 00:21:33.000]  她會很欣賞
