
[00:00:00.000 --> 00:00:02.760]  在這個時間安靜自己
[00:04:04.240 --> 00:04:06.340]  38至42節
[00:04:06.340 --> 00:04:08.200]  預備起
[00:04:08.200 --> 00:04:10.500]  他們繼續前行
[00:04:10.500 --> 00:04:13.280]  耶穌進了一個村莊
[00:04:13.280 --> 00:04:16.820]  有一個女人名叫瑪達
[00:04:16.820 --> 00:04:19.540]  接到自己家裡
[00:04:19.540 --> 00:04:23.680]  她有一個妹妹名叫瑪麗亞
[00:04:23.680 --> 00:04:27.460]  在主的腳前坐著聽她的道
[00:04:27.460 --> 00:04:29.920]  瑪達自後的時多
[00:04:29.920 --> 00:04:31.960]  心裡忙亂
[00:04:31.960 --> 00:04:34.040]  進前來說
[00:04:34.040 --> 00:04:38.400]  主啊!我的妹妹留下我一個人侍候
[00:04:38.400 --> 00:04:40.600]  你不在意?
[00:04:40.600 --> 00:04:43.600]  請她來幫助我
[00:04:43.600 --> 00:04:45.580]  主回答說
[00:04:45.580 --> 00:04:47.180]  瑪達!瑪達!
[00:04:47.180 --> 00:04:51.180]  你為許多的事操心煩惱
[00:04:51.180 --> 00:04:53.380]  但是不可少的
[00:04:53.380 --> 00:04:55.080]  只有一件
[00:04:55.080 --> 00:04:59.820]  瑪麗亞已經選擇了那最好的福分
[00:04:59.820 --> 00:05:05.100]  是沒有人能從她奪去的
[00:05:05.100 --> 00:05:06.760]  瑪達、瑪麗亞
[00:05:06.760 --> 00:05:11.860]  其實是兩個聖經裡很典型的人物
[00:05:11.860 --> 00:05:15.240]  也在我們的侍奉生活裡
[00:05:15.240 --> 00:05:19.600]  兩種很特別的人
[00:05:19.600 --> 00:05:21.700]  很典型的人
[00:05:21.700 --> 00:05:25.380]  瑪麗亞就是那些很安靜、學道
[00:05:25.380 --> 00:05:26.280]  很乖的
[00:05:26.280 --> 00:05:30.020]  每次聚會、祈禱會、陪靈會
[00:05:30.020 --> 00:05:32.380]  她一定會早到
[00:05:32.380 --> 00:05:34.680]  逢到也必早
[00:05:34.680 --> 00:05:36.820]  她早就預備心在這裡聽道
[00:05:36.820 --> 00:05:39.300]  好像今早崇拜
[00:05:39.300 --> 00:05:41.200]  有些人在崇拜前
[00:05:41.200 --> 00:05:45.760]  已經趕到來安靜的坐在這裡
[00:05:45.760 --> 00:05:48.100]  預備心聽道
[00:05:48.100 --> 00:05:49.640]  並且講完一邊講的時候
[00:05:49.640 --> 00:05:50.500]  她很留心
[00:05:50.500 --> 00:05:53.100]  眼仔碌碌看著講完
[00:05:53.100 --> 00:05:57.440]  所以我經常留意誰最有心聽我講
[00:05:57.440 --> 00:05:59.940]  我看著她很開心、很有動力
[00:05:59.940 --> 00:06:02.080]  那些昨晚忘了睡覺
[00:06:02.080 --> 00:06:09.320]  那些我就盡量時運高見不到了
[00:06:09.320 --> 00:06:12.400]  瑪大又是一個怎樣的人呢?
[00:06:12.400 --> 00:06:15.460]  瑪大其實也是很愛主的
[00:06:15.460 --> 00:06:18.960]  她侍奉很殷勤細心的那些
[00:06:18.960 --> 00:06:23.140]  不過有時就太多事煩著她
[00:06:23.140 --> 00:06:25.540]  她進來教會
[00:06:25.540 --> 00:06:27.640]  很多事、很多人的事
[00:06:27.640 --> 00:06:29.600]  她都關心
[00:06:29.600 --> 00:06:31.180]  其實她一片好心
[00:06:31.180 --> 00:06:34.580]  她很想大家賓至如歸
[00:06:34.580 --> 00:06:40.680]  她想大家都能夠在這裡可以好好享受
[00:06:40.680 --> 00:06:42.860]  但是有時她緊張的面容
[00:06:42.860 --> 00:06:47.020]  會使到周圍的人很不自在
[00:06:47.020 --> 00:06:49.200]  她又很怕失禮教會
[00:06:49.200 --> 00:06:54.760]  所以有時她都會叫身邊的人幫她做事
[00:06:54.760 --> 00:06:57.940]  結果心情不能夠放鬆
[00:06:57.940 --> 00:06:59.700]  以致很多人來到
[00:06:59.700 --> 00:07:04.980]  亦不能夠享受跟人一起的快樂
[00:07:04.980 --> 00:07:08.980]  其實很多時我們都會經歷類似的情況
[00:07:08.980 --> 00:07:10.380]  我記得有時過年
[00:07:10.380 --> 00:07:12.820]  我們總有一些朋友來探望我們
[00:07:12.820 --> 00:07:15.160]  一年來一次
[00:07:15.160 --> 00:07:18.620]  不過我總是想大顯身手
[00:07:18.620 --> 00:07:21.120]  多煮幾道菜去請她吃
[00:07:21.120 --> 00:07:24.860]  然後就忙著在廚房裡搞到一頭煙
[00:07:24.860 --> 00:07:28.240]  然後冷落了朋友坐在客廳
[00:07:28.240 --> 00:07:31.540]  吃的時候的確她都很欣賞
[00:07:31.540 --> 00:07:35.780]  但是有時就浪費了相處的時間
[00:07:35.780 --> 00:07:36.880]  會不會這樣
[00:07:36.880 --> 00:07:39.680]  同樣我們今天來到教會
[00:07:39.680 --> 00:07:42.080]  我們都有很多事務
[00:07:42.080 --> 00:07:45.180]  但我們卻忘記了最重要
[00:07:45.180 --> 00:07:47.880]  就是我們的主在我們當中
[00:07:47.880 --> 00:07:50.120]  我們有沒有細心去聆聽
[00:07:50.120 --> 00:07:52.020]  祂對我們的心意
[00:07:52.020 --> 00:07:55.120]  我們有沒有好好地跟弟兄姊妹
[00:07:55.120 --> 00:07:57.460]  去交通、交談
[00:07:57.460 --> 00:08:01.300]  了解他們生命中遇到的困難
[00:08:01.300 --> 00:08:03.440]  為祂禱告
[00:08:03.440 --> 00:08:06.640]  有時我們沒有留意身邊的人
[00:08:06.640 --> 00:08:08.540]  或者上帝的心意
[00:08:08.540 --> 00:08:10.280]  我們就變得像馬大一樣
[00:08:10.280 --> 00:08:13.420]  為很多事煩躁不安
[00:08:13.420 --> 00:08:18.320]  甚至我們有時會耗盡自己服侍的力量
[00:08:18.320 --> 00:08:21.420]  我們變成一種埋怨
[00:08:21.420 --> 00:08:24.160]  為什麼只有我一個在工作呢?
[00:08:24.160 --> 00:08:26.000]  那些人在做什麼呢?
[00:08:26.000 --> 00:08:30.260]  接著我們去論斷、去判斷、去批評那些人
[00:08:30.260 --> 00:08:36.700]  我們自己卻是在一個坤甫的仇成裡面
[00:08:36.700 --> 00:08:39.660]  很多時候我們解釋剛才的經文
[00:08:39.660 --> 00:08:43.240]  我們都容易有一種偏好
[00:08:43.240 --> 00:08:45.880]  就是我們認為
[00:08:45.880 --> 00:08:49.620]  神聖和世俗是分開的
[00:08:49.620 --> 00:08:52.260]  你看看瑪利亞就厲害了
[00:08:52.260 --> 00:08:56.120]  她揀選了屬靈的食物
[00:08:56.120 --> 00:08:58.720]  神的話語
[00:08:58.720 --> 00:09:00.160]  馬大
[00:09:00.160 --> 00:09:01.420]  她不行了
[00:09:01.420 --> 00:09:03.940]  她只顧著那些屬世的食物
[00:09:03.940 --> 00:09:06.700]  所以不屬靈
[00:09:06.700 --> 00:09:10.840]  所以她的問題出在這裡
[00:09:10.840 --> 00:09:13.180]  但是在這個解釋的方法裡面
[00:09:13.180 --> 00:09:15.100]  有一個問題
[00:09:15.100 --> 00:09:18.280]  我們容易割裂了我們的生活
[00:09:18.280 --> 00:09:20.440]  我們成為了兩個
[00:09:20.440 --> 00:09:22.580]  我們叫做二元化
[00:09:22.580 --> 00:09:25.520]  世俗、神聖的東西分開了
[00:09:25.520 --> 00:09:29.320]  買菜、煮飯這些就是世俗的事務
[00:09:29.320 --> 00:09:32.800]  而只有讀經、祈禱、靈修
[00:09:32.800 --> 00:09:36.700]  這些才是屬靈上好的福分
[00:09:36.700 --> 00:09:39.560]  但是其實你會發現在教會的生活裡面
[00:09:39.560 --> 00:09:43.040]  一定都會有人做這些事
[00:09:43.040 --> 00:09:47.540]  那就留給那些不太屬靈的那些人
[00:09:47.540 --> 00:09:51.820]  一邊愛世界,一邊又可以愛主
[00:09:51.820 --> 00:09:53.780]  會不會是這樣呢?
[00:09:53.780 --> 00:09:55.280]  各位
[00:09:55.280 --> 00:09:57.620]  其實
[00:09:57.620 --> 00:10:00.620]  在我們日常的生活裡面
[00:10:00.620 --> 00:10:04.060]  很難分開哪一件是神聖
[00:10:04.060 --> 00:10:06.020]  哪一件是世俗
[00:10:06.020 --> 00:10:09.460]  你說吃飯不重要嗎?
[00:10:09.460 --> 00:10:12.360]  你如果現在餓著肚子聽到
[00:10:12.360 --> 00:10:14.560]  可能你都不能夠專心
[00:10:14.560 --> 00:10:17.200]  昨晚你不好好的早點睡覺
[00:10:17.200 --> 00:10:20.340]  你今天你都沒有精神來聽到
[00:10:20.340 --> 00:10:22.080]  其實在我們生活裡面
[00:10:22.080 --> 00:10:24.840]  或者在我們教會的生活裡面
[00:10:24.840 --> 00:10:26.380]  幾十年裡面
[00:10:26.380 --> 00:10:28.880]  一定會有很多弟兄姊妹
[00:10:28.880 --> 00:10:33.880]  為著很多的事務、忠心的擺上
[00:10:33.880 --> 00:10:36.820]  不單止有傳道同工的講道
[00:10:36.820 --> 00:10:40.700]  不單止有祖母、祖父長的教導
[00:10:40.700 --> 00:10:42.660]  帶領的工作
[00:10:42.660 --> 00:10:45.260]  同樣有很多弟兄姊妹
[00:10:45.260 --> 00:10:49.300]  負責這個地方的維修、保養
[00:10:49.300 --> 00:10:54.300]  負責如果屋漏水你都要處理
[00:10:54.300 --> 00:10:55.980]  我聽說麥華街的年代
[00:10:55.980 --> 00:10:59.080]  我們試過爆糞渠
[00:10:59.080 --> 00:11:00.620]  爆到滿地都是
[00:11:00.620 --> 00:11:02.080]  那誰來處理?
[00:11:02.080 --> 00:11:03.780]  如果沒有人處理
[00:11:03.780 --> 00:11:06.060]  你會不會去那裡聚會?
[00:11:06.060 --> 00:11:08.420]  我們都不會
[00:11:08.420 --> 00:11:10.060]  所以我們今天可以舒舒服服
[00:11:10.060 --> 00:11:12.560]  在這個地方來去敬拜
[00:11:12.560 --> 00:11:19.260]  一定背後有很多人是附上了祂細微的工作
[00:11:19.260 --> 00:11:21.260]  所以在聖經裡面我們看到
[00:11:21.260 --> 00:11:23.200]  聖跡是重要
[00:11:23.200 --> 00:11:26.240]  但是樹木一樣不可或缺
[00:11:26.240 --> 00:11:28.140]  所以上帝並沒有這樣去分
[00:11:28.140 --> 00:11:30.640]  我們說這些是聖跡
[00:11:30.640 --> 00:11:32.740]  這些是族木
[00:11:32.740 --> 00:11:34.840]  正如聖經裡面告訴我們
[00:11:34.840 --> 00:11:37.420]  眼睛不可以對手說
[00:11:37.420 --> 00:11:38.520]  我看東西
[00:11:38.520 --> 00:11:39.880]  你會動的
[00:11:39.880 --> 00:11:41.580]  所以你低一點
[00:11:41.580 --> 00:11:42.920]  我用不著你
[00:11:42.920 --> 00:11:44.260]  頭都不可以對著腳
[00:11:44.260 --> 00:11:45.760]  說我在上面
[00:11:45.760 --> 00:11:47.060]  你在下面
[00:11:47.060 --> 00:11:49.060]  所以你是不重要的
[00:11:49.060 --> 00:11:51.300]  不會這樣的
[00:11:51.300 --> 00:11:53.060]  聖經甚至告訴我們
[00:11:53.060 --> 00:11:55.100]  我們身體裡面覺得不漂亮的
[00:11:55.100 --> 00:11:58.100]  我們都修好它
[00:11:58.100 --> 00:12:00.900]  當然你找誰修就另一回事了
[00:12:00.900 --> 00:12:02.740]  修得漂不漂亮又是另一回事
[00:12:02.740 --> 00:12:05.600]  但是我們都嘗試去修好它
[00:12:05.600 --> 00:12:06.780]  越發不雅觀的
[00:12:06.780 --> 00:12:09.140]  我們都修到去雅觀
[00:12:09.140 --> 00:12:14.520]  所以我確信我們在教會的生活裡面
[00:12:14.520 --> 00:12:17.360]  特別是接待的工作
[00:12:17.360 --> 00:12:19.860]  在舊約的聖經、新約的聖經
[00:12:19.860 --> 00:12:23.160]  都是很著重接待的工作
[00:12:23.160 --> 00:12:28.460]  阿伯拉罕曾經因為他接待做得好
[00:12:28.460 --> 00:12:30.560]  他接待了誰?
[00:12:30.560 --> 00:12:33.000]  接待了天使
[00:12:33.000 --> 00:12:34.340]  不過甚至有人說
[00:12:34.340 --> 00:12:38.540]  其實這個是上帝三位一體的顯現
[00:12:38.540 --> 00:12:39.640]  肉身的顯現
[00:12:39.640 --> 00:12:42.140]  在舊約的年代
[00:12:42.140 --> 00:12:44.520]  好像希伯來斯告訴我們
[00:12:44.520 --> 00:12:46.820]  有人在不知不覺間
[00:12:46.820 --> 00:12:49.820]  無意中竟然接待了天使
[00:12:49.820 --> 00:12:52.620]  我們的信心的祖先阿伯拉罕
[00:12:52.620 --> 00:12:57.920]  就是這樣接待了天使
[00:12:57.920 --> 00:12:59.400]  聖經告訴我們
[00:12:59.400 --> 00:13:02.400]  將先知當作先知接待的
[00:13:02.400 --> 00:13:04.860]  就可以得到先知的賞賜
[00:13:04.860 --> 00:13:07.440]  將異人當作異人接待的
[00:13:07.440 --> 00:13:10.260]  可以得到異人的賞賜
[00:13:10.260 --> 00:13:13.000]  即是說如果今天你做招待
[00:13:13.000 --> 00:13:16.540]  你見到一個新來的講員、一個牧師
[00:13:16.540 --> 00:13:18.040]  你好好的招呼他
[00:13:18.040 --> 00:13:20.240]  喝一口水
[00:13:20.240 --> 00:13:23.220]  來到坐下來跟他聊聊天
[00:13:23.220 --> 00:13:26.320]  原來跟他上去講道一樣
[00:13:26.320 --> 00:13:28.360]  你得到的賞賜是一樣
[00:13:28.360 --> 00:13:30.520]  這個是很寶貴的訊息
[00:13:30.520 --> 00:13:32.960]  讓我們見到原來在聖經裡面
[00:13:32.960 --> 00:13:37.360]  都很著重每一件細微的工作
[00:13:37.360 --> 00:13:40.900]  究竟馬大的問題出在哪裡呢?
[00:13:40.900 --> 00:13:43.240]  我們再看看聖經裡面
[00:13:43.240 --> 00:13:46.540]  一再強調的一件事
[00:13:46.540 --> 00:13:47.900]  我們讀一讀第一句
[00:13:47.900 --> 00:13:49.880]  在《路加福音》十章四十節
[00:13:49.880 --> 00:13:51.140]  預備起
[00:13:51.140 --> 00:13:56.840]  「馬大事後的事多,心裡忙亂。」
[00:13:56.840 --> 00:14:03.260]  「馬大,馬大,你為許多的事操心煩惱。」
[00:14:03.260 --> 00:14:08.760]  原來不是那件工作的性質是有性俗的分別
[00:14:08.760 --> 00:14:11.160]  而是那個人
[00:14:11.160 --> 00:14:14.240]  他因為做這些工作的時候
[00:14:14.240 --> 00:14:18.000]  他忙亂太多
[00:14:18.000 --> 00:14:21.600]  令到他不能夠專心去做好那件事
[00:14:21.600 --> 00:14:24.840]  這個才是馬大的問題
[00:14:24.840 --> 00:14:28.080]  不是那個性質
[00:14:28.080 --> 00:14:31.880]  而是那個心態很忙亂、煩多
[00:14:31.880 --> 00:14:34.380]  甚至他煩惱起來的時候
[00:14:34.380 --> 00:14:35.780]  他去命令耶穌
[00:14:35.780 --> 00:14:39.460]  「拜託你命令我的妹妹幫幫我的忙,行不行?」
[00:14:39.460 --> 00:14:41.600]  很多時候我們都這樣
[00:14:41.600 --> 00:14:43.160]  在我們服事的環境裡面
[00:14:43.160 --> 00:14:46.320]  我們因為太多工作
[00:14:46.320 --> 00:14:50.840]  令到我們都忘記了我們服事的重心在哪裡
[00:14:50.840 --> 00:14:54.940]  以致我們很容易埋怨人
[00:14:54.940 --> 00:14:58.300]  甚至埋怨上帝不公平
[00:14:58.300 --> 00:15:00.180]  其實上帝很公平的
[00:15:00.180 --> 00:15:03.440]  多給誰就向誰多取
[00:15:03.440 --> 00:15:04.540]  其實你有沒有想過
[00:15:04.540 --> 00:15:07.180]  這麼多的工作要你負擔
[00:15:07.180 --> 00:15:10.540]  其實上帝就是更加看得起你
[00:15:10.540 --> 00:15:12.620]  你可以去做更多的事
[00:15:12.620 --> 00:15:14.620]  不過最重要
[00:15:14.620 --> 00:15:17.360]  你不要因為這樣忙亂
[00:15:17.360 --> 00:15:22.360]  你能夠真是專心做好上帝交付給你的工作
[00:15:22.360 --> 00:15:25.140]  來到我們日常生活的應用
[00:15:25.140 --> 00:15:30.140]  我們發覺今天在我們這個生活的社會裡面
[00:15:30.140 --> 00:15:34.800]  確實比古代的社會忙上千百萬倍
[00:15:34.800 --> 00:15:36.580]  電燈的發明
[00:15:36.580 --> 00:15:38.680]  本來是一件很好的事
[00:15:38.680 --> 00:15:41.180]  很可惜
[00:15:41.180 --> 00:15:43.880]  有些人以為是愛迪生發明電燈
[00:15:43.880 --> 00:15:45.580]  其實不是
[00:15:45.580 --> 00:15:48.660]  原來是這個哥培爾的人發明
[00:15:48.660 --> 00:15:51.520]  是一個德國的鐘錶像
[00:15:51.520 --> 00:15:54.260]  他就用一個叫做白刺的燈泡
[00:15:54.260 --> 00:16:01.240]  用竹炭的那個絲來點亮了四百個鐘頭
[00:16:01.240 --> 00:16:05.500]  本來這件事是一件人類很大的革命
[00:16:05.500 --> 00:16:09.540]  好像工業革命其中一個重要的里程碑
[00:16:09.540 --> 00:16:11.080]  但是我們發現
[00:16:11.080 --> 00:16:12.520]  人因為這樣
[00:16:12.520 --> 00:16:15.020]  晚上都不用睡了
[00:16:15.020 --> 00:16:16.420]  你會發覺人的
[00:16:16.420 --> 00:16:18.460]  原來日出而作日入而息
[00:16:18.460 --> 00:16:19.460]  這個是很重要
[00:16:19.460 --> 00:16:23.620]  人的生理的時鐘都打亂了
[00:16:23.620 --> 00:16:24.960]  打亂了之後
[00:16:24.960 --> 00:16:26.900]  很多人研究就發現
[00:16:26.900 --> 00:16:29.900]  增加了患癌的風險
[00:16:29.900 --> 00:16:34.040]  所以我們每天的工作休息
[00:16:34.040 --> 00:16:35.740]  都是非常重要
[00:16:35.740 --> 00:16:38.000]  很可惜今天的生活
[00:16:38.000 --> 00:16:40.380]  因為電燈發明了
[00:16:40.380 --> 00:16:41.480]  我們一定要
[00:16:41.480 --> 00:16:44.640]  好像晚上都要一起工作
[00:16:44.640 --> 00:16:46.180]  電視的發明
[00:16:46.180 --> 00:16:47.520]  亦都是
[00:16:47.520 --> 00:16:50.880]  可能你今天出門都要看看電視的新聞
[00:16:50.880 --> 00:16:54.020]  多少宗的疫症等等
[00:16:54.020 --> 00:16:55.620]  你都要留意
[00:16:55.620 --> 00:16:59.220]  電視的確是帶來了人類資訊的革命
[00:16:59.220 --> 00:17:03.600]  很可惜電視都使得我們這一代
[00:17:03.600 --> 00:17:06.240]  都個個都戴上眼鏡
[00:17:06.240 --> 00:17:09.140]  接著小朋友因為這樣
[00:17:09.140 --> 00:17:11.600]  不斷的接收一些訊息
[00:17:11.600 --> 00:17:13.580]  不懂得自己想事情
[00:17:13.580 --> 00:17:15.980]  你會發覺看得多電視的人
[00:17:15.980 --> 00:17:17.840]  越看就越蠢
[00:17:17.840 --> 00:17:20.220]  他不懂得自己主動去想事情
[00:17:20.220 --> 00:17:21.980]  變得很被動
[00:17:21.980 --> 00:17:25.880]  甚至最糟糕的是會肥50倍
[00:17:25.880 --> 00:17:28.060]  50%不是50倍
[00:17:28.060 --> 00:17:29.520]  50倍即是
[00:17:29.520 --> 00:17:31.660]  哪裡都搞不定
[00:17:31.660 --> 00:17:33.220]  每天多看兩小時
[00:17:33.220 --> 00:17:35.020]  就肥50%
[00:17:35.020 --> 00:17:40.100]  所以我因為看得電視太多
[00:17:40.100 --> 00:17:42.300]  各位
[00:17:42.300 --> 00:17:45.440]  另一樣就是我剛才所說的
[00:17:45.440 --> 00:17:46.980]  手提電話
[00:17:46.980 --> 00:17:49.140]  電腦的發明
[00:17:49.140 --> 00:17:50.480]  其實不是很久
[00:17:50.480 --> 00:17:55.440]  是07年開始iPhone流行
[00:17:55.440 --> 00:18:01.020]  手提智能電話才能夠隨處都可以使用
[00:18:01.020 --> 00:18:03.860]  以前我在神學院的時候
[00:18:03.860 --> 00:18:07.900]  我讀書的時候還要在夜晚敲人睡覺
[00:18:07.900 --> 00:18:11.160]  我們好像做那些
[00:18:11.160 --> 00:18:14.640]  做那些插炸彈那些人
[00:18:14.640 --> 00:18:18.740]  拉一條電線去那個電話
[00:18:18.740 --> 00:18:20.280]  然後上網
[00:18:20.280 --> 00:18:21.780]  但今天已經不用了
[00:18:21.780 --> 00:18:24.180]  隨處都是
[00:18:24.180 --> 00:18:26.420]  已經是隨時隨地
[00:18:26.420 --> 00:18:29.120]  你都要check住你那些whatsapp
[00:18:29.120 --> 00:18:31.020]  email
[00:18:31.020 --> 00:18:35.080]  今天彷彿我們已經沒有了私人的空間
[00:18:35.080 --> 00:18:37.560]  我們想靜一靜都不行
[00:18:37.560 --> 00:18:38.860]  很多的資訊
[00:18:38.860 --> 00:18:43.760]  千百萬樣來襲擊我們
[00:18:43.760 --> 00:18:48.160]  所以的確智能電話帶來了很多的方便
[00:18:48.160 --> 00:18:51.000]  但也帶來了很多的問題
[00:18:51.000 --> 00:18:54.980]  你問今天沒有智能電話會不會死的
[00:18:54.980 --> 00:18:56.780]  會的
[00:18:56.780 --> 00:19:00.140]  最近就是有些小朋友上不了網自殺
[00:19:00.140 --> 00:19:02.780]  所以今天其實我們都要問一問
[00:19:02.780 --> 00:19:08.320]  究竟這一切的科技的進步
[00:19:08.320 --> 00:19:11.460]  是帶來人生活更加敏亂呢
[00:19:11.460 --> 00:19:14.600]  還是我們真的可以更加專心的
[00:19:14.600 --> 00:19:18.060]  做好我們生活每一件事呢
[00:19:18.060 --> 00:19:20.440]  甚至將來人工智能
[00:19:20.440 --> 00:19:21.440]  其實不用將來
[00:19:21.440 --> 00:19:27.840]  現在都已經是人工智能開始進入我們的社會
[00:19:27.840 --> 00:19:30.340]  你知不知道可能過幾年之後
[00:19:30.340 --> 00:19:33.080]  沒有的士司機了
[00:19:33.080 --> 00:19:37.580]  車用自動導航
[00:19:37.580 --> 00:19:39.580]  可以自己在街上行
[00:19:39.580 --> 00:19:42.480]  然後你用手機apps一call他
[00:19:42.480 --> 00:19:43.860]  就坐上車
[00:19:43.860 --> 00:19:45.920]  自動送到你的目的地
[00:19:45.920 --> 00:19:48.720]  然後信用卡過數
[00:19:48.720 --> 00:19:50.400]  你不用司機了
[00:19:50.400 --> 00:19:52.760]  車還會在街上不用泊車
[00:19:52.760 --> 00:19:54.900]  可以自己一路行一路行
[00:19:54.900 --> 00:19:56.840]  到了那一天的時候
[00:19:56.840 --> 00:19:58.240]  其實我們都問
[00:19:58.240 --> 00:20:01.480]  人是不是變得更多時間呢
[00:20:01.480 --> 00:20:05.140]  好像是變得更加方便
[00:20:05.140 --> 00:20:07.480]  但是實際是會怎樣
[00:20:07.480 --> 00:20:12.480]  是禍是福我們都不知道
[00:20:12.480 --> 00:20:18.260]  其實今日我們的生活會不會想一想
[00:20:18.260 --> 00:20:20.160]  究竟我們會不會好像馬達一樣
[00:20:20.160 --> 00:20:22.360]  越來越被很多事
