
[00:00:00.000 --> 00:00:03.000]  在新的一年的開始
[00:05:19.000 --> 00:05:20.000]  又掙扎了
[00:05:20.000 --> 00:05:22.000]  不過很奇怪
[00:05:22.000 --> 00:05:24.000]  老鼠掙扎很短的時間
[00:05:24.000 --> 00:05:26.000]  他就不掙扎了
[00:05:26.000 --> 00:05:29.000]  他就淹死了
[00:05:29.000 --> 00:05:32.000]  為什麼第一隻老鼠可以掙扎這麼久
[00:05:32.000 --> 00:05:34.000]  第二隻老鼠不掙扎
[00:05:34.000 --> 00:05:37.000]  他就淹死了
[00:05:37.000 --> 00:05:40.000]  有人說這隻老鼠是死於絕望
[00:05:40.000 --> 00:05:43.000]  因為當他第一次被人抓的時候
[00:05:43.000 --> 00:05:44.000]  他掙扎
[00:05:44.000 --> 00:05:47.000]  但是他卻是掙扎不了
[00:05:47.000 --> 00:05:50.000]  所以當他放在水裡面
[00:05:50.000 --> 00:05:52.000]  他好像在腦裡有一個意識
[00:05:52.000 --> 00:05:55.000]  我掙扎都沒用了
[00:05:55.000 --> 00:05:57.000]  當這個沒用
[00:05:57.000 --> 00:06:02.000]  在老鼠成為他的想法的時候
[00:06:02.000 --> 00:06:05.000]  他就再也不會掙扎這麼久
[00:06:05.000 --> 00:06:09.000]  我記得我爸爸患肺癌的時候
[00:06:09.000 --> 00:06:11.000]  當他知道他有肺癌
[00:06:11.000 --> 00:06:14.000]  很快就離開了這個世界
[00:06:14.000 --> 00:06:16.000]  當他知道自己有肺癌
[00:06:16.000 --> 00:06:18.000]  他就不肯吃東西
[00:06:18.000 --> 00:06:22.000]  他好像失去了生存的盼望
[00:06:22.000 --> 00:06:26.000]  他很快就放棄了自己的生命
[00:06:26.000 --> 00:06:29.000]  人需要盼望
[00:06:29.000 --> 00:06:33.000]  但是我們的盼望在哪裡呢?
[00:06:33.000 --> 00:06:37.000]  你有沒有想過我們的盼望在哪裡呢?
[00:06:37.000 --> 00:06:42.000]  在薩姆爾記上
[00:06:42.000 --> 00:06:45.000]  薩姆爾記在哪個時間呢?
[00:06:45.000 --> 00:06:47.000]  如果大家在這個圖表
[00:06:47.000 --> 00:06:58.000]  你會發現薩姆爾記在皇國公元前一千年的那個時間
[00:06:58.000 --> 00:07:05.000]  薩姆爾記是接著這個事司記
[00:07:05.000 --> 00:07:07.000]  這個事司的時代
[00:07:07.000 --> 00:07:11.000]  大概有多少年呢?
[00:07:11.000 --> 00:07:12.000]  在這張圖片
[00:07:12.000 --> 00:07:14.000]  不過大家這張圖片
[00:07:14.000 --> 00:07:16.000]  我們不要管了
[00:07:16.000 --> 00:07:18.000]  這個時間也都
[00:07:18.000 --> 00:07:22.000]  這個時間也都未必是完全準確的
[00:07:22.000 --> 00:07:24.000]  這兩個時間不是很準確的
[00:07:24.000 --> 00:07:28.000]  在這段時間在這個所羅門王
[00:07:28.000 --> 00:07:34.000]  到出埃及大概有四百八十年的時間
[00:07:34.000 --> 00:07:44.000]  這個歷史發生在我們他現在大概三千年前的一個歷史
[00:07:44.000 --> 00:07:49.000]  在公元前一千年前
[00:07:49.000 --> 00:07:53.000]  以色列這個民族開始了沒多久
[00:07:53.000 --> 00:07:57.000]  他們從埃及成為一個大群
[00:07:57.000 --> 00:07:59.000]  成為一個民族
[00:07:59.000 --> 00:08:02.000]  他們離開埃及
[00:08:02.000 --> 00:08:04.000]  去到這個迦南地
[00:08:04.000 --> 00:08:06.000]  現在我們的巴勒斯坦地
[00:08:06.000 --> 00:08:08.000]  即是現在的巴勒斯坦地
[00:08:08.000 --> 00:08:11.000]  來建立他們的國家
[00:08:11.000 --> 00:08:13.000]  在開始的時間
[00:08:13.000 --> 00:08:16.000]  有三百年
[00:08:16.000 --> 00:08:19.000]  我們說這個事司的時間
[00:08:19.000 --> 00:08:24.000]  他們是一個無政府的一個這樣的時間
[00:08:24.000 --> 00:08:26.000]  即是這三百年的時候
[00:08:26.000 --> 00:08:29.000]  即是大概三百年的時間
[00:08:29.000 --> 00:08:33.000]  是一個無政府的狀況
[00:08:33.000 --> 00:08:38.000]  那時社會和他們的道德
[00:08:38.000 --> 00:08:41.000]  他們的靈性都是極度谷底
[00:08:41.000 --> 00:08:45.000]  當時事司記如果你看最後那句說話
[00:08:45.000 --> 00:08:49.000]  怎麼說呢? 他說那時以色列終末有王
[00:08:49.000 --> 00:08:51.000]  各人任意而行
[00:08:51.000 --> 00:08:53.000]  換句說話來說
[00:08:53.000 --> 00:08:55.000]  他們欠缺一個持久長遠
[00:08:55.000 --> 00:08:58.000]  軍事和民事的領袖
[00:08:58.000 --> 00:09:03.000]  無疑以色列當時是有一個領袖的危機
[00:09:03.000 --> 00:09:07.000]  其實他們不單止有領袖的危機
[00:09:07.000 --> 00:09:09.000]  一個領導的問題更加重要
[00:09:09.000 --> 00:09:11.000]  這個混亂的時候
[00:09:11.000 --> 00:09:14.000]  社會需要什麼質素的領袖
[00:09:14.000 --> 00:09:16.000]  去帶領呢?
[00:09:16.000 --> 00:09:19.000]  就好像香港我們不是沒有領袖
[00:09:19.000 --> 00:09:22.000]  有領袖為什麼仍然會混亂呢?
[00:09:22.000 --> 00:09:25.000]  問題就是領袖的質素
[00:09:25.000 --> 00:09:30.000]  人能不能夠接納這個就是我們的領袖
[00:09:30.000 --> 00:09:34.000]  我們願意跟隨這個領袖的指揮呢?
[00:09:34.000 --> 00:09:38.000]  有一位神學院的教授
[00:09:38.000 --> 00:09:44.000]  面章教授他在一個演講裡面
[00:09:44.000 --> 00:09:46.000]  講這個領袖的典範
[00:09:46.000 --> 00:09:48.000]  他引用了一句說話
[00:09:48.000 --> 00:09:50.000]  這個說話叫什麼呢?
[00:09:50.000 --> 00:09:59.000]  他說社會的品質決定在領袖的特質
[00:09:59.000 --> 00:10:02.000]  什麼意思呢?
[00:10:02.000 --> 00:10:07.000]  領袖對社會一個很大的影響
[00:10:07.000 --> 00:10:11.000]  就好像林肯在十九世紀的時候
[00:10:11.000 --> 00:10:13.000]  來解放這個黑奴
[00:10:13.000 --> 00:10:15.000]  將這個奴隸的制度廢除
[00:10:15.000 --> 00:10:19.000]  一個追求公義人平等的領袖
[00:10:19.000 --> 00:10:24.000]  他會來廢除這個奴隸制度
[00:10:24.000 --> 00:10:26.000]  但是二次世界大戰
[00:10:26.000 --> 00:10:30.000]  希特勒這位領袖卻是帶領德國
[00:10:30.000 --> 00:10:33.000]  去屠殺很多的猶太人
[00:10:33.000 --> 00:10:41.000]  一個領袖可以挑起國家與國家之間的爭執
[00:10:41.000 --> 00:10:44.000]  進入戰爭的狀況裡面
[00:10:44.000 --> 00:10:48.000]  所以在二次世界大戰
[00:10:48.000 --> 00:10:52.000]  德國又要打那個又要打那個
[00:10:52.000 --> 00:10:58.000]  今天德國的領袖默克爾
[00:10:58.000 --> 00:11:02.000]  當難民湧入歐洲的時候
[00:11:02.000 --> 00:11:06.000]  因為她經歷難民那種痛楚
[00:11:06.000 --> 00:11:10.000]  所以她帶領德國要接待這些難民
[00:11:10.000 --> 00:11:11.000]  要接受這些難民
[00:11:11.000 --> 00:11:15.000]  雖然德國的人未必那麼認同
[00:11:15.000 --> 00:11:18.000]  不過已經開了一個很大的門
[00:11:18.000 --> 00:11:21.000]  領袖對社會有很重要的影響
[00:11:21.000 --> 00:11:24.000]  中國在文革的時候
[00:11:24.000 --> 00:11:27.000]  毛澤東來帶領當時的中國社會
[00:11:27.000 --> 00:11:34.000]  就揭起了文革的一個這樣的歷史
[00:11:34.000 --> 00:11:36.000]  一個這樣的時代
[00:11:36.000 --> 00:11:44.000]  領袖對社會有很重要的影響
[00:11:44.000 --> 00:11:48.000]  在一個很混亂的社會
[00:11:48.000 --> 00:11:52.000]  人很自然希望一個領袖的產生
[00:11:52.000 --> 00:11:56.000]  能夠帶給他們的出路和生機
[00:11:56.000 --> 00:12:02.000]  在3號月記上下我們就去探討這個問題
[00:12:02.000 --> 00:12:04.000]  去找領袖
[00:12:04.000 --> 00:12:08.000]  什麼的領袖可以繼承
[00:12:08.000 --> 00:12:14.000]  可以帶領這個社會能夠走出這個困局呢
[00:12:14.000 --> 00:12:18.000]  今年我們的主題生命的傳承
[00:12:18.000 --> 00:12:22.000]  使命怎樣去傳承呢
[00:12:22.000 --> 00:12:24.000]  需要有新的領袖
[00:12:24.000 --> 00:12:27.000]  新的領袖怎樣產生呢
[00:12:27.000 --> 00:12:30.000]  什麼方式可以產生新的領袖
[00:12:30.000 --> 00:12:32.000]  不過最重要的
[00:12:32.000 --> 00:12:34.000]  不單止新的領袖產生
[00:12:34.000 --> 00:12:38.000]  而這個領袖的質素是怎樣呢
[00:12:38.000 --> 00:12:43.000]  所以我們會用生命紮根作為開始
[00:12:43.000 --> 00:12:48.000]  如果一個領袖不是紮根在上帝的裏面
[00:12:48.000 --> 00:12:54.000]  我們沒有辦法找一個合神心意的領袖
[00:12:54.000 --> 00:13:00.000]  我們才能夠有一個使命傳承的機會
[00:13:00.000 --> 00:13:05.000]  在混亂的社會我們怎樣找這個領袖呢
[00:13:05.000 --> 00:13:09.000]  神究竟對我們這麼混亂的社會
[00:13:09.000 --> 00:13:12.000]  當時以色列這個國家
[00:13:12.000 --> 00:13:15.000]  究竟神關不關心呢
[00:13:15.000 --> 00:13:19.000]  在這段聖經第一章第十八節
[00:13:19.000 --> 00:13:22.000]  告訴我們神關心的
[00:13:22.000 --> 00:13:25.000]  當我們面對我們人生的逆境的時候
[00:13:25.000 --> 00:13:27.000]  我們都會問一個問題
[00:13:27.000 --> 00:13:29.000]  神關不關心我
[00:13:29.000 --> 00:13:33.000]  神如果關心我的時候
[00:13:33.000 --> 00:13:35.000]  最關心我的什麼呢
[00:13:35.000 --> 00:13:39.000]  是不是祂只關心我能不能夠
[00:13:39.000 --> 00:13:42.000]  是不是祂只關心我能不能上到天堂
[00:13:42.000 --> 00:13:45.000]  祂關不關心我生活裏面
[00:13:45.000 --> 00:13:50.000]  所面對的這麼多困難和挑戰呢
[00:13:50.000 --> 00:13:55.000]  昔日以色列人面對社會的混亂
[00:13:55.000 --> 00:13:58.000]  他們認為他們缺乏了一位領袖
[00:13:58.000 --> 00:14:00.000]  神關不關心他們呢
[00:14:00.000 --> 00:14:05.000]  神要怎樣解決他們的指紋的問題呢
[00:14:05.000 --> 00:14:07.000]  神要解決他們的指紋的時候
[00:14:07.000 --> 00:14:09.000]  是怎樣解決呢
[00:14:09.000 --> 00:14:14.000]  而《撒姆爾記》就開始這個歷史的故事
[00:14:14.000 --> 00:14:18.000]  告訴我們神怎樣在他們的時間
[00:14:18.000 --> 00:14:22.000]  經過三百年的無政府狀態
[00:14:22.000 --> 00:14:25.000]  神要興起領袖
[00:14:25.000 --> 00:14:28.000]  神要透過一個家庭
[00:14:28.000 --> 00:14:33.000]  甚至透過一個絕望的女子
[00:14:33.000 --> 00:14:36.000]  就好像當時以色列
[00:14:36.000 --> 00:14:38.000]  他們在絕望的裏面
[00:14:38.000 --> 00:14:41.000]  三百多年在無政府狀態的裏面
[00:14:41.000 --> 00:14:43.000]  他們要找領袖
[00:14:43.000 --> 00:14:48.000]  神怎樣透過這個女人的人生
[00:14:48.000 --> 00:14:54.000]  來去成就神在這個國家裏面的盼望
[00:14:54.000 --> 00:14:55.000]  好奇妙
[00:14:55.000 --> 00:14:57.000]  當你看這個故事的時候
[00:14:57.000 --> 00:15:00.000]  神要透過一個人
[00:15:00.000 --> 00:15:02.000]  去那個生命
[00:15:02.000 --> 00:15:07.000]  來帶來這個國家的希望
[00:15:07.000 --> 00:15:10.000]  神怎樣去關心人呢
[00:15:10.000 --> 00:15:14.000]  神關心不是一些很有錢的人
[00:15:14.000 --> 00:15:16.000]  不是單單是一些很有錢的人
[00:15:16.000 --> 00:15:17.000]  是有名望的人
[00:15:17.000 --> 00:15:20.000]  神關心普通的人
[00:15:20.000 --> 00:15:23.000]  所以在這段聖經開始
[00:15:23.000 --> 00:15:26.000]  他說「伊法連山地拉馬索菲」
[00:15:26.000 --> 00:15:28.000]  有一個「伊法連人」
[00:15:28.000 --> 00:15:30.000]  就是英文「a certain man」
[00:15:30.000 --> 00:15:33.000]  這個人就是在這段聖經講的名字
[00:15:33.000 --> 00:15:35.000]  有些時候連名字都沒有
[00:15:35.000 --> 00:15:38.000]  好像我們講故事一樣
[00:15:38.000 --> 00:15:40.000]  從前有一個人
[00:15:40.000 --> 00:15:41.000]  這個人究竟是誰
[00:15:41.000 --> 00:15:43.000]  有時候都不知道
[00:15:43.000 --> 00:15:47.000]  神就是關心一個普通的人
[00:15:47.000 --> 00:15:49.000]  你是否一個普通的人
[00:15:49.000 --> 00:15:51.000]  這個普通的人
[00:15:51.000 --> 00:15:57.000]  他是一個可能是利美茲派的後人
[00:15:57.000 --> 00:16:01.000]  不過他住在「伊法連山地」裏面
[00:16:01.000 --> 00:16:04.000]  這個利美茲派的人
[00:16:04.000 --> 00:16:06.000]  可能他太太是利美茲派
[00:16:06.000 --> 00:16:08.000]  可能他自己是利美茲派
[00:16:08.000 --> 00:16:11.000]  都有不同的住息
[00:16:11.000 --> 00:16:16.000]  不過這個人是一個堅持信仰的人
[00:16:16.000 --> 00:16:18.000]  怎樣看到呢
[00:16:18.000 --> 00:16:22.000]  他每年都會去到「士羅」
[00:16:22.000 --> 00:16:26.000]  當時聖殿還未建在耶路撒冷
[00:16:26.000 --> 00:16:29.000]  會幕就在「士羅」裏面
[00:16:29.000 --> 00:16:32.000]  所以他每年都去「士羅」
[00:16:32.000 --> 00:16:34.000]  他住在「拉瑪」
[00:16:34.000 --> 00:16:36.000]  「拉瑪」在這裏
[00:16:36.000 --> 00:16:38.000]  「士羅」在這裏大概三十公里
[00:16:38.000 --> 00:16:40.000]  每一年
[00:16:40.000 --> 00:16:44.000]  按照猶太人的規矩
[00:16:44.000 --> 00:16:50.000]  每一年三次要上聖殿來守節
[00:16:50.000 --> 00:16:52.000]  我不知道他是否三次
[00:16:52.000 --> 00:16:54.000]  不過每一年他都去
[00:16:54.000 --> 00:16:57.000]  可能他在住彭節的時候
[00:16:57.000 --> 00:17:01.000]  和他的家人一起去守節
[00:17:01.000 --> 00:17:05.000]  好像我們每個星期都很堅持要回來教會
[00:17:05.000 --> 00:17:07.000]  要去敬拜神
[00:17:07.000 --> 00:17:11.000]  一個很信仰很堅持的人
[00:17:11.000 --> 00:17:16.000]  他還是一個算是很公正的人
[00:17:16.000 --> 00:17:19.000]  因為每年去獻祭的時候
[00:17:19.000 --> 00:17:23.000]  他都將祭玉分給他的太太
[00:17:23.000 --> 00:17:25.000]  他有兩個太太
[00:17:25.000 --> 00:17:27.000]  大太太叫做「哈娜」
[00:17:27.000 --> 00:17:30.000]  小的太太叫做「比利娜」
[00:17:30.000 --> 00:17:34.000]  可能他大太太問題在哪裏呢?
[00:17:34.000 --> 00:17:38.000]  就是不能夠生育
[00:17:38.000 --> 00:17:43.000]  所以可能他要娶二太太為他承宗接代
[00:17:43.000 --> 00:17:45.000]  傳宗接代
[00:17:45.000 --> 00:17:49.000]  他每一年獻祭的時候
[00:17:49.000 --> 00:17:53.000]  都將祭玉分給他的二太太
[00:17:53.000 --> 00:17:56.000]  和二太太生的子女
[00:17:56.000 --> 00:18:02.000]  在英文裏面是「眾數」
[00:18:02.000 --> 00:18:04.000]  換句說話來說
[00:18:04.000 --> 00:18:06.000]  不止一個兒子一個女兒
[00:18:06.000 --> 00:18:08.000]  還有不知道多少個
[00:18:08.000 --> 00:18:11.000]  所以他很公平的
[00:18:11.000 --> 00:18:12.000]  每人一份
[00:18:12.000 --> 00:18:15.000]  不過給哈娜有兩份
[00:18:15.000 --> 00:18:18.000]  好像暫時來說覺得很不公平
[00:18:18.000 --> 00:18:19.000]  不過我自己看
[00:18:19.000 --> 00:18:21.000]  可能不是從公平去看
[00:18:21.000 --> 00:18:22.000]  去安撫他
[00:18:22.000 --> 00:18:23.000]  你沒有兒子
[00:18:23.000 --> 00:18:24.000]  多給你一份
[00:18:24.000 --> 00:18:26.000]  即是來安撫他
[00:18:26.000 --> 00:18:28.000]  是一種愛的表現
[00:18:28.000 --> 00:18:34.000]  這個丈夫都很敏感
[00:18:34.000 --> 00:18:36.000]  他太太的感受
[00:18:36.000 --> 00:18:37.000]  多給他一份
[00:18:37.000 --> 00:18:38.000]  當他有了兒子
[00:18:38.000 --> 00:18:40.000]  多給他一份
[00:18:40.000 --> 00:18:45.000]  我相信是出於這個心去做的
[00:18:45.000 --> 00:18:48.000]  神關子關心這個普通的人
[00:18:48.000 --> 00:18:51.000]  這個普通的人是一個絕望的人
[00:18:51.000 --> 00:18:53.000]  怎樣絕望呢?
[00:18:53.000 --> 00:18:55.000]  在聖經他交代
[00:18:55.000 --> 00:18:58.000]  因為這個婦人不能夠生育
[00:18:58.000 --> 00:19:00.000]  母兒女
[00:19:00.000 --> 00:19:03.000]  對舊約的女人來說
[00:19:03.000 --> 00:19:07.000]  不生是一件大事
[00:19:07.000 --> 00:19:10.000]  我昨天吃飯
[00:19:10.000 --> 00:19:12.000]  隔壁坐了一桌人
[00:19:12.000 --> 00:19:16.000]  那個媽媽就和另一個朋友分享
[00:19:16.000 --> 00:19:20.000]  她說我都叫我兒子不要生
[00:19:20.000 --> 00:19:21.000]  為什麼這樣說呢?
[00:19:21.000 --> 00:19:23.000]  她說生是很煩的
[00:19:23.000 --> 00:19:27.000]  不知道他夠不夠錢供樓
[00:19:27.000 --> 00:19:30.000]  如果生了又要供樓
[00:19:30.000 --> 00:19:32.000]  都很大經濟壓力
[00:19:32.000 --> 00:19:34.000]  叫他不要生
[00:19:34.000 --> 00:19:36.000]  時代很不同
[00:19:36.000 --> 00:19:38.000]  但當時不是這樣的時代
[00:19:38.000 --> 00:19:41.000]  我們現在不生是一種釋放
[00:19:41.000 --> 00:19:44.000]  不過那時候沒有兒子生
[00:19:44.000 --> 00:19:46.000]  是一種羞恥
[00:19:46.000 --> 00:19:48.000]  不過這裡很特別
[00:19:48.000 --> 00:19:52.000]  就是無奈耶和華不使哈娜生育
[00:19:52.000 --> 00:19:55.000]  這個責任不是告訴我們
[00:19:55.000 --> 00:19:57.000]  是神這樣做的
[00:19:57.000 --> 00:19:59.000]  舊約的人
[00:19:59.000 --> 00:20:02.000]  他們看事物無論好壞
[00:20:02.000 --> 00:20:05.000]  都是歸咎於神
[00:20:05.000 --> 00:20:07.000]  他的意思是什麼呢?
[00:20:07.000 --> 00:20:09.000]  是掌管一切
[00:20:09.000 --> 00:20:12.000]  神容許這些事發生
[00:20:12.000 --> 00:20:14.000]  一個這樣的表達
[00:20:14.000 --> 00:20:18.000]  不單止他不能夠生
[00:20:18.000 --> 00:20:20.000]  令他痛苦
[00:20:20.000 --> 00:20:23.000]  更加被人冷嘲熱諷
[00:20:23.000 --> 00:20:28.000]  比利那見那個二太太
[00:20:28.000 --> 00:20:32.000]  見神沒有讓哈娜生育
[00:20:32.000 --> 00:20:34.000]  他就成為他的對頭
[00:20:34.000 --> 00:20:40.000]  對頭是那個和他製造麻煩的人
[00:20:40.000 --> 00:20:43.000]  什麼人製造麻煩呢?
[00:20:43.000 --> 00:20:46.000]  最近我們新聞透露
[00:20:46.000 --> 00:20:48.000]  這個校委會的人
[00:20:48.000 --> 00:20:51.000]  有人批評他們是專製造麻煩的
[00:20:51.000 --> 00:20:53.000]  熱衷製造麻煩的人
[00:20:53.000 --> 00:20:56.000]  即是你的對頭經常和你製造麻煩
[00:20:56.000 --> 00:20:58.000]  你說這樣他就這樣
[00:20:58.000 --> 00:21:02.000]  另外一些不同的意見
[00:21:02.000 --> 00:21:04.000]  就激動他
[00:21:04.000 --> 00:21:06.000]  叫他經常很生氣
[00:21:06.000 --> 00:21:08.000]  在上聖殿的時候
[00:21:08.000 --> 00:21:13.000]  以利加那給他傷份
[00:21:13.000 --> 00:21:14.000]  比利那仍是激動他
[00:21:14.000 --> 00:21:16.000]  以致他哭泣不吃飯
[00:21:16.000 --> 00:21:20.000]  為什麼他給他傷份
[00:21:20.000 --> 00:21:26.000]  比利那會令他刺激他
[00:21:26.000 --> 00:21:29.000]  以致他哭泣起來呢?
[00:21:29.000 --> 00:21:31.000]  我相信這個
[00:21:31.000 --> 00:21:33.000]  可能我自己想像
[00:21:33.000 --> 00:21:35.000]  當然是給一些說話他聽
[00:21:35.000 --> 00:21:36.000]  你看看
[00:21:36.000 --> 00:21:41.000]  可能比利那對哈那冷言冷語
[00:21:41.000 --> 00:21:43.000]  雖然你有老公疼愛你
[00:21:43.000 --> 00:21:44.000]  給你傷份
[00:21:44.000 --> 00:21:46.000]  不過你沒有兒子生
[00:21:46.000 --> 00:21:50.000]  聽到你都心痛
[00:21:50.000 --> 00:21:53.000]  我老公沒那麼疼愛我
[00:21:53.000 --> 00:21:57.000]  不過老公給我有四五份這麼多
[00:21:57.000 --> 00:22:04.000]  這些說話令到哈那心裏很難受
[00:22:04.000 --> 00:22:08.000]  所以他心裏面受苦
[00:22:08.000 --> 00:22:11.000]  他的受苦
[00:22:11.000 --> 00:22:13.000]  再加上老公不明白
[00:22:13.000 --> 00:22:15.000]  在這裏他老公怎麼說呢?
[00:22:15.000 --> 00:22:17.000]  哈那你為何哭泣
