
[00:00:00.000 --> 00:00:05.700]  我記得很久以前上過一個情緒管理的課程
[00:06:41.400 --> 00:06:42.400]  恐懼
[00:06:42.400 --> 00:06:45.400]  甚至是不信
[00:06:45.400 --> 00:06:47.600]  這個善忘的心
[00:06:47.600 --> 00:06:49.800]  是需要被提醒
[00:06:49.800 --> 00:06:53.800]  我們不要做一個忘恩負義的人
[00:06:53.800 --> 00:06:56.200]  不可忘記他的一切恩惠
[00:06:56.200 --> 00:06:58.200]  神的一切恩惠
[00:06:58.200 --> 00:07:00.400]  其實是指著什麼來說呢?
[00:07:00.400 --> 00:07:07.400]  詩人在第三至第六節刻意地提出六種恩惠
[00:07:07.400 --> 00:07:08.800]  第一個的恩惠
[00:07:08.800 --> 00:07:11.600]  神赦免我們一切的罪孽
[00:07:11.600 --> 00:07:13.000]  我們不要忘記
[00:07:13.000 --> 00:07:15.400]  原本我們的生命的狀態
[00:07:15.400 --> 00:07:17.600]  就在死在過犯的裡面
[00:07:17.600 --> 00:07:19.400]  我們是得罪神
[00:07:19.400 --> 00:07:21.000]  但是藉著主耶穌
[00:07:21.000 --> 00:07:23.200]  祂主動地尋找我們
[00:07:23.200 --> 00:07:24.600]  祂拯救我們
[00:07:24.600 --> 00:07:25.600]  祂釋放我們
[00:07:25.600 --> 00:07:27.800]  赦免我們一切的罪孽
[00:07:27.800 --> 00:07:30.400]  洗到我們的內心裡面
[00:07:30.400 --> 00:07:34.000]  有那份從神而來的平安
[00:07:34.000 --> 00:07:35.200]  第二
[00:07:35.200 --> 00:07:38.200]  上帝祂醫治一切的疾病
[00:07:38.200 --> 00:07:41.600]  很多的疾病都是從心裡面開始
[00:07:41.600 --> 00:07:44.400]  因為心裡面藏著很多的罪孽
[00:07:44.400 --> 00:07:46.400]  困擾無法解決
[00:07:46.400 --> 00:07:48.200]  就會影響生理
[00:07:48.200 --> 00:07:51.200]  而產生各樣的病
[00:07:51.200 --> 00:07:53.200]  藉著我們認識神
[00:07:53.200 --> 00:07:54.200]  相信神
[00:07:54.200 --> 00:07:56.600]  我們透過神寶貴的話語
[00:07:56.600 --> 00:07:58.600]  成為我們的安慰
[00:07:58.600 --> 00:07:59.400]  教導
[00:07:59.400 --> 00:08:01.200]  神所賜的喜樂
[00:08:01.200 --> 00:08:03.600]  成為了良藥
[00:08:03.600 --> 00:08:05.200]  洗到我們的肉身
[00:08:05.200 --> 00:08:08.000]  也都這樣得醫治
[00:08:08.000 --> 00:08:09.600]  在神家裡面
[00:08:09.600 --> 00:08:11.800]  有時身邊的弟兄姊妹
[00:08:11.800 --> 00:08:13.600]  就好像我們的家人一樣
[00:08:13.600 --> 00:08:15.600]  好像愛心的天使
[00:08:15.600 --> 00:08:17.400]  當我們遇到患難
[00:08:17.400 --> 00:08:19.000]  當我們遇到疾病的時候
[00:08:19.000 --> 00:08:20.200]  那些的代禱
[00:08:20.200 --> 00:08:21.400]  那些的關愛
[00:08:21.400 --> 00:08:25.400]  就成為了我們抗病的力量
[00:08:25.400 --> 00:08:26.800]  第三
[00:08:26.800 --> 00:08:28.600]  神救贖我們的生命
[00:08:28.600 --> 00:08:30.000]  脫離死亡
[00:08:30.000 --> 00:08:32.000]  神不單止醫治我們肉身的病
[00:08:32.000 --> 00:08:34.000]  神要救贖我們每一個
[00:08:34.000 --> 00:08:35.400]  使我們的生命
[00:08:35.400 --> 00:08:36.600]  能夠得著拯救
[00:08:36.600 --> 00:08:39.600]  進入去永生之中
[00:08:39.600 --> 00:08:40.600]  同樣
[00:08:40.600 --> 00:08:42.200]  神也都給過我們
[00:08:42.200 --> 00:08:44.000]  能夠得著人愛
[00:08:44.000 --> 00:08:46.200]  和慈悲的冠冕
[00:08:46.200 --> 00:08:47.200]  你想想
[00:08:47.200 --> 00:08:50.600]  冠冕原本是屬於皇帝所尊有
[00:08:50.600 --> 00:08:53.200]  但是神祂所賜的冠冕
[00:08:53.200 --> 00:08:54.800]  賜給你和我
[00:08:54.800 --> 00:08:58.200]  讓我們能夠去經歷這一份救贖的恩典
[00:08:58.200 --> 00:09:00.600]  這個是藉著神祂自己的慈愛
[00:09:00.600 --> 00:09:02.000]  和憐憫
[00:09:02.000 --> 00:09:05.400]  很具體地讓我們能夠見得到
[00:09:05.400 --> 00:09:06.600]  第五
[00:09:06.600 --> 00:09:08.000]  神用美物
[00:09:08.000 --> 00:09:11.000]  使我們所願的來去到知足
[00:09:11.000 --> 00:09:13.600]  如果看回原文直譯
[00:09:13.600 --> 00:09:17.800]  意思是神用美物去滿足我們的口
[00:09:17.800 --> 00:09:19.600]  我們所認識的這位上帝
[00:09:19.600 --> 00:09:21.400]  是一位很好客
[00:09:21.400 --> 00:09:22.400]  很熱誠
[00:09:22.400 --> 00:09:24.400]  很願意去款待我們
[00:09:24.400 --> 00:09:30.200]  很願意將豐盛的筵席賜給我們
[00:09:30.200 --> 00:09:33.400]  使我們心靈裏面有一份滿足
[00:09:33.400 --> 00:09:39.800]  有一份難以形容的歡暢快樂
[00:09:39.800 --> 00:09:42.400]  當我們經歷了這一份滿足的時候
[00:09:42.400 --> 00:09:44.000]  就好像鷹一樣
[00:09:44.000 --> 00:09:47.000]  重新恢復青春活力
[00:09:47.000 --> 00:09:50.200]  展翅上騰
[00:09:50.200 --> 00:09:51.400]  最後
[00:09:51.400 --> 00:09:54.600]  神為受屈的人伸冤
[00:09:54.600 --> 00:09:55.600]  我們知道
[00:09:55.600 --> 00:09:57.800]  上帝是滿有權能
[00:09:57.800 --> 00:10:00.200]  祂願意伸張公義
[00:10:00.200 --> 00:10:01.400]  主持公道
[00:10:01.400 --> 00:10:02.800]  執行公正
[00:10:02.800 --> 00:10:08.400]  神很願意來到祂看顧保守每一個受欺壓的人
[00:10:08.400 --> 00:10:09.600]  我們知道
[00:10:09.600 --> 00:10:12.200]  神會按照祂的公義
[00:10:12.200 --> 00:10:13.800]  統管一切
[00:10:13.800 --> 00:10:17.200]  作最後的審判
[00:10:17.200 --> 00:10:21.600]  使人刻意地提出這六重的恩惠
[00:10:21.600 --> 00:10:26.600]  藉以勾畫出祂內心裏面那種揚日的喜樂
[00:10:26.600 --> 00:10:30.600]  和對神的歌頌
[00:10:30.600 --> 00:10:31.800]  我還記得
[00:10:31.800 --> 00:10:36.000]  在我以前第一次回我母會的祈禱會的時候
[00:10:36.000 --> 00:10:37.200]  所學的
[00:10:37.200 --> 00:10:38.800]  其中一首的詩歌
[00:10:38.800 --> 00:10:41.400]  叫做《數算主恩》
[00:10:41.400 --> 00:10:43.200]  大家會唱嗎?
[00:10:43.200 --> 00:10:45.000]  副歌裏面這樣說
[00:10:45.000 --> 00:10:47.800]  主的恩典 樣樣都要數
[00:10:47.800 --> 00:10:51.200]  主的恩典 都要記清楚
[00:10:51.200 --> 00:10:53.200]  主的恩典 樣樣都要數
[00:10:53.200 --> 00:10:59.200]  必能叫你驚訝 立時樂 歡呼
[00:10:59.200 --> 00:11:03.400]  不知道我們會否像這個詩人一樣
[00:11:03.400 --> 00:11:07.000]  常常去回顧 去數算
[00:11:07.000 --> 00:11:11.200]  神所給過我們那個豐盛的恩典
[00:11:11.200 --> 00:11:12.800]  抑或我們的眼目
[00:11:12.800 --> 00:11:16.600]  常常都只是羨慕周遭的弟兄姊妹
[00:11:16.600 --> 00:11:22.000]  羨慕神在他們身上的恩賜 恩典
[00:11:22.000 --> 00:11:24.200]  在神的心目中
[00:11:24.200 --> 00:11:26.800]  我們每一個都是屬祂的兒女
[00:11:26.800 --> 00:11:29.200]  每一個都是祂所愛
[00:11:29.200 --> 00:11:32.000]  神不會特別恩待某一個人
[00:11:32.000 --> 00:11:34.800]  而忽略了另外一些屬祂的人
[00:11:34.800 --> 00:11:39.000]  神給過我們有著不同的恩典
[00:11:39.000 --> 00:11:43.800]  問題是我們有沒有去數算
[00:11:43.800 --> 00:11:48.200]  主的恩典 你有沒有去數一數
[00:11:48.200 --> 00:11:53.400]  主的恩典 你有沒有記清楚
[00:11:53.400 --> 00:11:56.800]  新約在《路加福音》十七章裏面
[00:11:56.800 --> 00:12:00.600]  記載了十個長大麻蜂的故事
[00:12:00.600 --> 00:12:03.600]  當十個大麻蜂的病人被醫治的時候
[00:12:03.600 --> 00:12:07.600]  只有一位記得回到主耶穌面前
[00:12:07.600 --> 00:12:13.800]  來向耶穌表達祂的感謝
[00:12:13.800 --> 00:12:17.000]  可能我們都是那九個人
[00:12:17.000 --> 00:12:20.000]  我們忘記了神的恩典
[00:12:20.000 --> 00:12:22.600]  很多時候我們都把神的恩典
[00:12:22.600 --> 00:12:27.200]  當作是巧合 幸運
[00:12:27.200 --> 00:12:30.200]  我常常在想 作為跟隨主的人
[00:12:30.200 --> 00:12:31.800]  「幸運」這兩個字
[00:12:31.800 --> 00:12:35.000]  是否應該由我們的嘴巴說出來
[00:12:35.000 --> 00:12:37.800]  我們相不相信這個「幸運」
[00:12:37.800 --> 00:12:41.400]  其實是神親自的保守
[00:12:41.400 --> 00:12:43.400]  我們很多時候把這些感恩
[00:12:43.400 --> 00:12:46.600]  當作成為理所當然 當作是應份
[00:12:46.600 --> 00:12:48.000]  我們經歷了恩典
[00:12:48.000 --> 00:12:50.000]  沒有即時地去感恩
[00:12:50.000 --> 00:12:53.800]  過後沒多久我們就遺忘了
[00:12:53.800 --> 00:12:55.400]  聖經告訴我們
[00:12:55.400 --> 00:12:58.400]  「不可忘記祂一切的恩惠」
[00:12:58.400 --> 00:13:01.200]  我們要常常地提醒自己
[00:13:01.200 --> 00:13:03.200]  時時地去思想紀念
[00:13:03.200 --> 00:13:06.800]  神所給過我們一切的恩惠
[00:13:06.800 --> 00:13:08.800]  中國人有一句說話
[00:13:08.800 --> 00:13:10.200]  「跟觀那麼久」
[00:13:10.200 --> 00:13:11.600]  下一句是甚麼?
[00:13:11.600 --> 00:13:14.000]  「不知觀成甚麼」
[00:13:14.000 --> 00:13:15.200]  又不知道
[00:13:15.200 --> 00:13:18.200]  當我們跟了耶穌那麼久的時候
[00:13:18.200 --> 00:13:19.400]  我們知不知道
[00:13:19.400 --> 00:13:22.400]  神是一位怎樣的神?
[00:13:22.400 --> 00:13:24.600]  在第七節裏面
[00:13:24.600 --> 00:13:25.600]  詩人這樣說
[00:13:25.600 --> 00:13:28.200]  「他是摩西知道他的法則」
[00:13:28.200 --> 00:13:33.000]  「叫以色列人曉得他的作為」
[00:13:33.000 --> 00:13:36.000]  神藉著摩西來去曉遇
[00:13:36.000 --> 00:13:38.000]  神祂自己的心意定義
[00:13:38.000 --> 00:13:40.400]  來去拯救這班以色列人
[00:13:40.400 --> 00:13:44.000]  以致他們整個民族都經歷
[00:13:44.000 --> 00:13:45.600]  神祂自己的作為
[00:13:45.600 --> 00:13:48.600]  昔日他們跟從神離開埃及
[00:13:48.600 --> 00:13:50.600]  進到去應許之地
[00:13:50.600 --> 00:13:52.200]  這一班百姓裏面
[00:13:52.200 --> 00:13:55.200]  當我們一路來去看舊約的聖經的時候
[00:13:55.200 --> 00:13:57.600]  我們都好像有一個印象
[00:13:57.600 --> 00:14:02.600]  這班以色列人好像不是很認識神
[00:14:02.600 --> 00:14:07.200]  不是很認識神的法則
[00:14:07.200 --> 00:14:08.200]  詩人說
[00:14:08.200 --> 00:14:11.000]  「神使摩西知道他的法則」
[00:14:11.000 --> 00:14:12.600]  His ways
[00:14:12.600 --> 00:14:16.600]  「神使到摩西知道神的道路」
[00:14:16.600 --> 00:14:20.200]  「而讓以色列人曉得他的作為」
[00:14:20.200 --> 00:14:21.800]  His deeds
[00:14:21.800 --> 00:14:23.200]  神的工作
[00:14:23.200 --> 00:14:26.800]  神所說的話
[00:14:26.800 --> 00:14:29.400]  摩西跟這班以色列人所走過的路
[00:14:29.400 --> 00:14:31.200]  他們一齊來到見證
[00:14:31.200 --> 00:14:33.200]  在埃及裏面十災
[00:14:33.200 --> 00:14:36.200]  神如何帶領他們離開
[00:14:36.200 --> 00:14:37.800]  經歷過紅海分開
[00:14:37.800 --> 00:14:39.400]  經歷雲柱、火柱
[00:14:39.400 --> 00:14:42.400]  天降馬拿、盤石出水
[00:14:42.400 --> 00:14:43.800]  經歷過幾十年
[00:14:43.800 --> 00:14:50.000]  這班人卻仍然只曉得神的作為
[00:14:50.000 --> 00:14:55.800]  他們好像不是很認識神的法則
[00:14:55.800 --> 00:14:57.600]  今天我們呢
[00:14:57.600 --> 00:15:01.200]  我們會不會只是看見
[00:15:01.200 --> 00:15:04.600]  或者只是看重神的作為
[00:15:04.600 --> 00:15:09.400]  而不是留心神的法則
[00:15:09.400 --> 00:15:12.000]  當我們經歷到神對我們很好
[00:15:12.000 --> 00:15:13.800]  很多的恩典
[00:15:13.800 --> 00:15:16.200]  很多東西都很合我們的心意
[00:15:16.200 --> 00:15:18.400]  我們就會覺得神對我們很好
[00:15:18.400 --> 00:15:23.400]  我們就會很容易去讚美神的慈愛
[00:15:23.400 --> 00:15:27.200]  但如果相反呢
[00:15:27.200 --> 00:15:32.200]  當我們真真正正認識神的法則的時候
[00:15:32.200 --> 00:15:34.600]  我們就能夠在什麼時候
[00:15:34.600 --> 00:15:35.600]  什麼處境
[00:15:35.600 --> 00:15:38.800]  都能夠去開口去讚美神
[00:15:38.800 --> 00:15:39.600]  私人提醒我們
[00:15:39.600 --> 00:15:42.000]  不單止要數算主因
[00:15:42.000 --> 00:15:44.400]  同時間我們要知道神的作為
[00:15:44.400 --> 00:15:45.400]  藉著神的作為
[00:15:45.400 --> 00:15:47.400]  我們能夠更加去明白
[00:15:47.400 --> 00:15:49.400]  神祂自己的法則
[00:15:49.400 --> 00:15:53.000]  讓我們一起去讀第八到第十三節
[00:15:53.000 --> 00:15:54.400]  預備起
[00:15:54.400 --> 00:15:57.600]  耶和華有憐憫
[00:15:57.600 --> 00:15:59.400]  不輕易發怒
[00:15:59.400 --> 00:16:02.000]  且有豐盛的慈愛
[00:16:02.000 --> 00:16:04.200]  祂不長久雜備
[00:16:04.200 --> 00:16:06.400]  也不永遠懷怒
[00:16:06.400 --> 00:16:10.400]  祂沒有按我們的罪過代我們
[00:16:10.400 --> 00:16:14.800]  也沒有照我們的罪孽報應我們
[00:16:14.800 --> 00:16:17.400]  天尼地何等的高
[00:16:17.400 --> 00:16:19.600]  祂的慈愛向敬畏
[00:16:19.600 --> 00:16:22.800]  祂的人也是何等的大
[00:16:22.800 --> 00:16:25.200]  東離西有多遠
[00:16:25.200 --> 00:16:27.400]  祂叫我們的過犯
[00:16:27.400 --> 00:16:30.000]  離我們也有多遠
[00:16:30.000 --> 00:16:33.400]  父親怎樣連恤祂的兒女
[00:16:33.400 --> 00:16:36.200]  耶和華也怎樣連恤
[00:16:36.200 --> 00:16:38.200]  敬畏祂的人
[00:16:38.200 --> 00:16:40.000]  耶和華就是那一位
[00:16:40.000 --> 00:16:41.600]  有憐憫
[00:16:41.600 --> 00:16:43.000]  有恩典
[00:16:43.000 --> 00:16:45.000]  不輕易發怒
[00:16:45.000 --> 00:16:49.400]  且有豐盛的慈愛
[00:16:49.400 --> 00:16:53.800]  這個就是神許自己向我們的彰顯
[00:16:53.800 --> 00:16:55.400]  神許自己的法則
[00:16:55.400 --> 00:16:59.600]  你去到去藉著以下經文讓我們知道
[00:16:59.600 --> 00:17:03.800]  神從來都不會以一個審判官的姿態
[00:17:03.800 --> 00:17:05.800]  祂的出現只是暫時
[00:17:05.800 --> 00:17:07.200]  而讓我們知道祂是一個
[00:17:07.200 --> 00:17:11.200]  永永遠遠成為我們生命的救贖主
[00:17:11.200 --> 00:17:13.200]  當以色列人離棄神
[00:17:13.200 --> 00:17:15.400]  你去到拜金牛的時候
[00:17:15.400 --> 00:17:21.800]  他們雖然明明去搏弈了拯救他們的這位上帝
[00:17:21.800 --> 00:17:26.400]  但是神卻沒有永遠丟棄他們不離
[00:17:26.400 --> 00:17:29.400]  神就是那一位不輕易發怒
[00:17:29.400 --> 00:17:31.400]  當我們犯罪的時候
[00:17:31.400 --> 00:17:34.000]  沒錯的確祂是有怒氣
[00:17:34.000 --> 00:17:39.400]  但是何時我們願意去回轉到神的面前的時候
[00:17:39.400 --> 00:17:42.000]  我們豈不是再一次去經歷
[00:17:42.000 --> 00:17:44.800]  神對我們的赦免
[00:17:44.800 --> 00:17:49.200]  詩人也同樣用天和地的高深
[00:17:49.200 --> 00:17:53.000]  去表達神這一份慈愛
[00:17:53.000 --> 00:17:57.000]  這一份愛是很難去察度
[00:17:57.000 --> 00:18:01.200]  同樣詩人也用地域的距離
[00:18:01.200 --> 00:18:05.800]  去表達罪業和罪人的距離
[00:18:05.800 --> 00:18:09.000]  是一種無法察度的邊際
[00:18:09.000 --> 00:18:15.000]  他在描述神將這些罪業拖到無邊無際
[00:18:15.000 --> 00:18:17.400]  一個很遠的地方去裡面
[00:18:17.400 --> 00:18:23.600]  表明神對我們的慈愛是多麼的深厚
[00:18:23.600 --> 00:18:27.600]  當我們去讀保羅的書信
[00:18:27.600 --> 00:18:29.600]  特別讀到以弗所書的時候
[00:18:29.600 --> 00:18:33.800]  保羅同樣形容耶穌基督的愛
[00:18:33.800 --> 00:18:40.800]  是多麼的長、闊、高、深
[00:18:40.800 --> 00:18:44.200]  天地可以畫一條直線
[00:18:44.200 --> 00:18:47.200]  東西畫一條橫線
[00:18:47.200 --> 00:18:51.400]  這一條的直線和橫線的交叉
[00:18:51.400 --> 00:18:54.400]  就形成了十字架
[00:18:54.400 --> 00:19:00.800]  十字架的愛就是這樣去彰顯出來
[00:19:00.800 --> 00:19:03.800]  詩人也用我們跟神的關係
[00:19:03.800 --> 00:19:06.000]  我們跟神的關係就好像
[00:19:06.000 --> 00:19:10.200]  我們的爸爸和我們之間的關係一樣
[00:19:10.200 --> 00:19:13.400]  為人父母你也會很明白
