
[00:00:00.000 --> 00:00:05.840]  我們在講議創下書第40章到第48章的時候
[00:01:45.840 --> 00:01:49.560]  因爲尼賽亞不可能是一個受苦薄人
[00:01:49.560 --> 00:01:51.840]  受苦薄人是一個不受歡迎
[00:01:51.840 --> 00:01:54.600]  也是不能夠被接受的
[00:01:54.600 --> 00:01:57.760]  你想象一下耶穌時代的民事法尼賽人
[00:01:57.760 --> 00:02:00.160]  不能夠接受耶穌的其中一個原因
[00:02:00.160 --> 00:02:03.520]  甚至連門徒都不能接受耶穌的其中一個原因
[00:02:03.520 --> 00:02:04.920]  甚至耶穌復活之後
[00:02:04.920 --> 00:02:07.480]  門徒繼續打語的其中一個原因
[00:02:07.480 --> 00:02:11.000]  因爲他們相信的那些尼賽亞是帶着天君萬馬
[00:02:11.000 --> 00:02:14.040]  天君萬馬是帶領他們去推翻羅馬政府
[00:02:14.040 --> 00:02:15.840]  佔據了整個耶路撒冷
[00:02:15.840 --> 00:02:20.680]  以色列國成爲一個和平之君
[00:02:20.680 --> 00:02:22.760]  但是沒可能
[00:02:22.760 --> 00:02:30.240]  這位耶穌是按照以賽亞書49章到55章這樣應驗的
[00:02:30.240 --> 00:02:34.520]  這個實在令人極度的失望
[00:02:34.520 --> 00:02:35.040]  兄弟姐妹
[00:02:35.040 --> 00:02:36.560]  原來今天
[00:02:36.560 --> 00:02:38.400]  在2000年後的今天
[00:02:38.400 --> 00:02:40.120]  任何的國家裏面
[00:02:40.120 --> 00:02:42.840]  當信徒要在這個社會上面
[00:02:42.840 --> 00:02:44.440]  要行公義好憐憫
[00:02:44.440 --> 00:02:46.480]  對政權不滿的時候
[00:02:46.480 --> 00:02:50.720]  他們會自己創作一個耶穌和上帝出現
[00:02:50.720 --> 00:02:54.280]  這個耶穌和聖經的耶穌是完全不一樣
[00:02:54.280 --> 00:02:57.520]  甚至有詩經學者會扭曲聖經
[00:02:57.520 --> 00:03:01.640]  去遷就這一幫信徒的期盼
[00:03:01.640 --> 00:03:04.440]  在這個動盪紛亂的香港的日子裏面
[00:03:04.440 --> 00:03:06.120]  第一次會正正反映出
[00:03:06.120 --> 00:03:08.840]  今天我們所信的耶穌是一個怎樣的耶穌
[00:03:08.840 --> 00:03:10.680]  是按照聖經的記載的耶穌
[00:03:10.680 --> 00:03:13.360]  還是我們期盼出現的耶穌
[00:03:13.360 --> 00:03:15.040]  如果是按照我們期盼出現的耶穌
[00:03:15.040 --> 00:03:17.080]  即是說我們根本拒絕不能接受
[00:03:17.080 --> 00:03:20.200]  49章和55章所講的耶穌
[00:03:20.200 --> 00:03:22.480]  你開始明白我講嗎,弟兄姐妹
[00:03:22.480 --> 00:03:24.880]  《贊訊會》是政教分離的
[00:03:24.880 --> 00:03:25.960]  所以我在講道里面
[00:03:25.960 --> 00:03:28.120]  我不會利用講道去回應
[00:03:28.120 --> 00:03:30.280]  任何關於政治的行動
[00:03:30.280 --> 00:03:34.280]  但是我必須要回應關於信仰的層面
[00:03:34.280 --> 00:03:35.000]  即是說
[00:03:35.000 --> 00:03:37.200]  如果有人試圖用聖經或者扭曲聖經
[00:03:37.200 --> 00:03:39.720]  甚至去刪改聖經
[00:03:39.720 --> 00:03:44.440]  去遷就他們任何政治的目的的話
[00:03:44.440 --> 00:03:47.800]  那是我們不能夠接受的
[00:03:47.800 --> 00:03:49.400]  從另一個層面來講
[00:03:49.400 --> 00:03:53.720]  任何的政治運動或者社會運動
[00:03:53.720 --> 00:03:56.880]  如果你不用聖經去支持的話
[00:03:56.880 --> 00:03:59.840]  不在我今天討論的範圍裏面
[00:03:59.840 --> 00:04:02.600]  我想你先搞清楚這件事
[00:04:02.600 --> 00:04:05.680]  但是如果我們要牽涉的
[00:04:05.680 --> 00:04:07.920]  大部分學者都認爲叫做僕人之歌
[00:04:07.920 --> 00:04:10.160]  包括《耳塞學書》49章1到6節
[00:04:10.160 --> 00:04:11.520]  50章4至9節
[00:04:11.520 --> 00:04:14.080]  52章13到53章12節
[00:04:14.080 --> 00:04:14.960]  這三段經文
[00:04:14.960 --> 00:04:18.080]  甚至可以加上42章1到4節
[00:04:18.080 --> 00:04:20.520]  是講這個受苦僕人之歌的話
[00:04:20.520 --> 00:04:23.160]  我們看看這個受苦謙卑的受苦僕人
[00:04:23.160 --> 00:04:27.160]  剛好和驕傲的外邦人很強烈的對比
[00:04:27.160 --> 00:04:28.920]  這個謙卑的受苦僕人
[00:04:28.920 --> 00:04:30.800]  剛好和自高自大的以色列人
[00:04:30.800 --> 00:04:32.400]  有一個很強烈的對比
[00:04:32.400 --> 00:04:33.960]  兄弟姐妹
[00:04:33.960 --> 00:04:35.640]  今天有任何的信徒
[00:04:35.640 --> 00:04:36.680]  其實和以色列人一樣
[00:04:36.680 --> 00:04:39.480]  以色列人基本上100%的猶太人
[00:04:39.480 --> 00:04:41.760]  應該是相信耶和華的
[00:04:41.760 --> 00:04:43.960]  但是他們卻拒絕接受
[00:04:43.960 --> 00:04:46.440]  這位受苦的僕人
[00:04:46.440 --> 00:04:48.320]  無法接受這個就是尼賽亞
[00:04:48.320 --> 00:04:50.160]  尼賽亞應該是那位
[00:04:50.160 --> 00:04:51.720]  是騎着白馬
[00:04:51.720 --> 00:04:53.360]  帶着千軍萬馬
[00:04:53.360 --> 00:04:56.720]  有足夠的權力、武力、軍力
[00:04:56.720 --> 00:04:59.000]  去協助整個以色列國
[00:04:59.000 --> 00:05:02.280]  在地上成就一件偉大的事情
[00:05:02.280 --> 00:05:03.600]  成爲一個強國
[00:05:03.600 --> 00:05:07.320]  或者甚至超級強國
[00:05:07.320 --> 00:05:09.000]  真正公義公平的彰顯
[00:05:09.000 --> 00:05:10.560]  就是尼賽亞出現的時候
[00:05:10.560 --> 00:05:12.440]  任何審判要發生
[00:05:12.440 --> 00:05:14.480]  但是沒有人想象到
[00:05:14.480 --> 00:05:15.680]  耶穌的出現
[00:05:15.680 --> 00:05:19.080]  是用受苦的僕人的身份出現
[00:05:19.080 --> 00:05:20.160]  我們想的方法
[00:05:20.160 --> 00:05:21.040]  我們用的方法
[00:05:21.040 --> 00:05:22.000]  我們想象的方法
[00:05:22.000 --> 00:05:23.920]  去解決這個社會問題的方法
[00:05:23.920 --> 00:05:26.240]  耶穌一一都沒有應用
[00:05:26.240 --> 00:05:27.720]  聽清楚我說
[00:05:27.720 --> 00:05:29.080]  當今天有人說
[00:05:29.080 --> 00:05:30.560]  我們面對這麼多社會問題的時候
[00:05:30.560 --> 00:05:31.920]  如果耶穌在這裏會怎樣
[00:05:31.920 --> 00:05:32.920]  他們的答案就
[00:05:32.920 --> 00:05:35.560]  剛剛和我今天的答案相反
[00:05:35.560 --> 00:05:37.480]  我的答案在《以色列書》
[00:05:37.480 --> 00:05:40.040]  49章到55章那裏
[00:05:40.040 --> 00:05:40.920]  如果你問我
[00:05:40.920 --> 00:05:42.920]  如果今天耶穌活在香港裏面
[00:05:42.920 --> 00:05:45.480]  祂會是怎樣呢
[00:05:45.480 --> 00:05:47.080]  正正有些人要
[00:05:47.080 --> 00:05:48.920]  扭曲了耶穌的形象
[00:05:48.920 --> 00:05:49.800]  去告訴你
[00:05:49.800 --> 00:05:50.640]  耶穌會這樣的
[00:05:50.640 --> 00:05:52.200]  按照祂的意願去成就
[00:05:52.200 --> 00:05:53.400]  但是看回聖經
[00:05:53.400 --> 00:05:54.200]  我們看回聖經
[00:05:54.200 --> 00:05:55.800]  今天我們不能宣講一個
[00:05:55.800 --> 00:05:58.880]  不根據聖經的耶穌
[00:05:58.880 --> 00:05:59.600]  想清楚是不是
[00:05:59.600 --> 00:06:01.080]  弟兄姊妹
[00:06:01.080 --> 00:06:03.760]  今天正正是一個很大的考驗
[00:06:03.760 --> 00:06:05.640]  究竟我跟從的那位耶穌
[00:06:05.640 --> 00:06:07.080]  是我自己想象出來
[00:06:07.080 --> 00:06:08.120]  我自己創作出來
[00:06:08.120 --> 00:06:10.240]  滿足了我個人的一己之慾
[00:06:10.240 --> 00:06:12.560]  滿足了我的公平公義公正的
[00:06:12.560 --> 00:06:15.440]  那種慾望之外
[00:06:15.440 --> 00:06:17.640]  究竟我會不會回到聖經裏
[00:06:17.640 --> 00:06:18.680]  難怪先知說
[00:06:18.680 --> 00:06:21.080]  我所傳的有誰信
[00:06:21.080 --> 00:06:24.120]  耶和瓦的磅碑向誰顯露
[00:06:24.120 --> 00:06:27.560]  不是他所傳的人聽不到
[00:06:27.560 --> 00:06:30.040]  但是聽了當聽不到
[00:06:30.040 --> 00:06:31.840]  耶和瓦的磅碑不是沒有顯露
[00:06:31.840 --> 00:06:33.160]  耶和瓦的磅碑顯露了
[00:06:33.160 --> 00:06:34.560]  見到當見不到
[00:06:34.560 --> 00:06:36.920]  你看看耶穌時代的法利塞人文字
[00:06:36.920 --> 00:06:38.240]  見到當見不到
[00:06:38.240 --> 00:06:41.200]  萬子裂開見到當見不到
[00:06:41.200 --> 00:06:43.960]  耶穌復活見到當見不到
[00:06:43.960 --> 00:06:45.400]  是不是
[00:06:45.400 --> 00:06:46.680]  今天的信徒都是這樣
[00:06:46.680 --> 00:06:48.680]  二千年後今天的信徒仍然都是這樣
[00:06:48.680 --> 00:06:53.560]  因爲人有一個很大的罪性和輕則性
[00:06:53.560 --> 00:06:54.120]  就是說
[00:06:54.120 --> 00:06:58.280]  我很想揀選一些符合我信仰的東西
[00:06:58.280 --> 00:06:59.960]  這個是符合我個人信仰
[00:06:59.960 --> 00:07:01.240]  特別是在後現代社會里面
[00:07:01.240 --> 00:07:04.080]  最近有很多書評論後現代
[00:07:04.080 --> 00:07:07.280]  是一針見血的
[00:07:07.280 --> 00:07:08.400]  後現代是什麼來的
[00:07:08.400 --> 00:07:11.840]  後現代是一個完全將現代
[00:07:11.840 --> 00:07:15.320]  modernism這個現代主義最醜陋的一面
[00:07:15.320 --> 00:07:16.920]  完全揭露出來
[00:07:16.920 --> 00:07:18.680]  那個醜陋的一面是什麼呢
[00:07:18.680 --> 00:07:20.440]  就是蘋果滿足了
[00:07:20.440 --> 00:07:21.640]  iPhone
[00:07:21.640 --> 00:07:22.640]  iPad
[00:07:22.640 --> 00:07:23.760]  什麼都是i
[00:07:23.760 --> 00:07:24.480]  我
[00:07:24.480 --> 00:07:28.440]  所以公平公義公正這些定義是從我去出發
[00:07:28.440 --> 00:07:32.720]  所以你家裏有這麼多家庭紐紛就是因爲這些姐妹
[00:07:32.720 --> 00:07:35.440]  因爲家裏面的公平公義公正是由
[00:07:35.440 --> 00:07:38.640]  奶奶和我媳婦和我兒子決定的
[00:07:38.640 --> 00:07:41.200]  三個人的定義都不一樣
[00:07:41.200 --> 00:07:45.240]  這個社會縮影再去到社會更加是這樣了
[00:07:45.240 --> 00:07:48.280]  當我認爲是這樣的時候我就不會讓步
[00:07:48.280 --> 00:07:52.160]  我也不會容許你去分享
[00:07:52.160 --> 00:07:54.680]  言論自由就會被打壓
[00:07:54.680 --> 00:07:57.680]  有異己的聲音就會被打壓
[00:07:57.680 --> 00:08:03.000]  因爲我會高舉公義公平公正去打壓所有異己的聲音
[00:08:03.000 --> 00:08:07.360]  這種恐怖性比獨裁更加恐怖
[00:08:07.360 --> 00:08:08.760]  今天
[00:08:08.760 --> 00:08:12.280]  如果我們再拿着聖經去支持這種行動
[00:08:12.280 --> 00:08:16.560]  跟在教會歷史裏面十字軍東征是沒有分別的
[00:08:16.560 --> 00:08:20.360]  我們可以拿着真理的旗幟
[00:08:20.360 --> 00:08:21.640]  高舉真理的旗幟
[00:08:21.640 --> 00:08:25.600]  用聖經去攻佔去殺害任何的人民
[00:08:25.600 --> 00:08:30.360]  因爲這場叫聖戰
[00:08:30.360 --> 00:08:35.360]  現在看到在伊拉克發生的事情都是這樣
[00:08:35.360 --> 00:08:39.920]  所以在德國納粹神學的時代
[00:08:39.920 --> 00:08:42.520]  有一個神學家叫田納克
[00:08:42.520 --> 00:08:44.520]  很少人提田納克
[00:08:44.520 --> 00:08:45.840]  多數人提潘福華
[00:08:45.840 --> 00:08:47.480]  我覺得很稀奇
[00:08:47.480 --> 00:08:50.800]  田納克纔是在德國神學裏面
[00:08:50.800 --> 00:08:53.520]  對信仰反省最重要的一個人
[00:08:53.520 --> 00:08:55.280]  在那個時代
[00:08:55.280 --> 00:08:57.680]  他其中一本書叫《信仰的力量》
[00:08:57.680 --> 00:08:59.080]  《信仰的力量》提到
[00:08:59.080 --> 00:09:01.080]  任何信仰如果一走歪了
[00:09:01.080 --> 00:09:04.600]  因爲希特勒那個時代已經成爲了一種希特勒信仰
[00:09:04.600 --> 00:09:07.040]  納粹黨的信仰
[00:09:07.040 --> 00:09:08.920]  持着這種信仰的人
[00:09:08.920 --> 00:09:11.280]  可以殺害猶太人
[00:09:11.280 --> 00:09:16.440]  而覺得自己是公平公義公正
[00:09:16.440 --> 00:09:18.120]  所以你看從哪個角度去看
[00:09:18.120 --> 00:09:20.120]  當納粹黨失敗之後
[00:09:20.120 --> 00:09:23.920]  成爲了失敗國之後
[00:09:23.920 --> 00:09:25.640]  從另一個角度講
[00:09:25.640 --> 00:09:28.560]  希特勒是一個大魔頭
[00:09:28.560 --> 00:09:30.720]  所以田納克這個時候提到
[00:09:30.720 --> 00:09:32.080]  信仰的力量是很恐怖的
[00:09:32.080 --> 00:09:33.360]  如果我們信錯了
[00:09:33.360 --> 00:09:34.920]  我們揀選的是上帝
[00:09:34.920 --> 00:09:36.240]  我們揀選的是耶穌
[00:09:36.240 --> 00:09:38.520]  不是聖經的那位耶穌的話
[00:09:38.520 --> 00:09:41.280]  這種是很恐怖的力量
[00:09:41.280 --> 00:09:42.840]  我們看看
[00:09:42.840 --> 00:09:44.680]  在這位受苦的僕人
[00:09:44.680 --> 00:09:46.480]  這四首詩歌裏面形容的
[00:09:46.480 --> 00:09:48.320]  不是你和我想象的那位
[00:09:48.320 --> 00:09:49.200]  他的出現
[00:09:49.200 --> 00:09:53.080]  是在肉體上要受很嚴苛的迫害
[00:09:53.080 --> 00:09:55.360]  是被擊打、被責罰
[00:09:55.360 --> 00:09:59.960]  他是要被苦待、被傷害、被壓傷
[00:09:59.960 --> 00:10:00.760]  被欺壓
[00:10:00.760 --> 00:10:02.080]  無法想象
[00:10:02.080 --> 00:10:03.920]  這位尼塞爾是一位救世主
[00:10:03.920 --> 00:10:06.480]  是拯救伊斯蘭人離開壓制
[00:10:06.480 --> 00:10:09.360]  不義不公平的一個救世主
[00:10:09.360 --> 00:10:11.440]  怎麼會落得如此下場
[00:10:11.440 --> 00:10:15.160]  甚至他的性命要在地上被剪除
[00:10:15.160 --> 00:10:17.960]  盼望還在哪裏可以出現呢
[00:10:17.960 --> 00:10:19.320]  如果這個英雄人物
[00:10:19.320 --> 00:10:21.160]  這個是伊斯蘭人唯一的盼望
[00:10:21.160 --> 00:10:23.120]  都要被剪除的話
[00:10:23.120 --> 00:10:26.920]  盼望還可以在哪裏尋找呢
[00:10:26.920 --> 00:10:30.200]  他用了一個人認爲失敗者的身份出現
[00:10:30.200 --> 00:10:34.640]  而不是用一個人認爲高高在上的姿態
[00:10:34.640 --> 00:10:35.920]  那個形象出現的時候
[00:10:35.920 --> 00:10:41.400]  難怪才說我們所傳的有誰信呢
[00:10:41.400 --> 00:10:42.520]  更加恐怖的就是
[00:10:42.520 --> 00:10:45.160]  他不是受了肉體的迫害這麼簡單
[00:10:45.160 --> 00:10:46.320]  心靈上的痛苦
[00:10:46.320 --> 00:10:49.360]  他被藐視、被厭棄、被人掩面不看
[00:10:49.360 --> 00:10:50.960]  沒有人尊重他
[00:10:50.960 --> 00:10:54.480]  更加受了不公平不公義的審訊之後
[00:10:54.480 --> 00:10:59.160]  在地上被一個殘酷的刑罰導致死亡
[00:10:59.160 --> 00:11:03.320]  但是作者才知道三番四次要重複的
[00:11:03.320 --> 00:11:06.800]  他這麼慘的下場
[00:11:06.800 --> 00:11:09.040]  不是因爲他犯罪
[00:11:09.040 --> 00:11:11.840]  聽清楚我說 兄弟姐妹
[00:11:11.840 --> 00:11:20.240]  耶穌從來沒有犯法
[00:11:20.240 --> 00:11:22.760]  如果耶穌有犯法
[00:11:22.760 --> 00:11:25.480]  當時羅馬兵也要抓他的時候
[00:11:25.480 --> 00:11:30.880]  不需要有莫須有罪名
[00:11:30.880 --> 00:11:34.480]  所以我不能夠接受有人告訴我
[00:11:34.480 --> 00:11:37.280]  今天他做某某某行動
[00:11:37.280 --> 00:11:39.760]  因爲如果耶穌今天在這兒他都會這麼做
[00:11:39.760 --> 00:11:41.200]  因爲耶穌都會犯法的話
[00:11:41.200 --> 00:11:44.200]  我不能接受 兄弟姐妹
[00:11:44.200 --> 00:11:50.520]  我的意思是這樣說 你可以做一些你自己選擇的事
[00:11:50.520 --> 00:11:52.520]  我不反對 我也不贊成
[00:11:52.520 --> 00:11:57.120]  但是不要用聖經去支持你這個行動
[00:11:57.120 --> 00:12:00.600]  因爲聖經真的沒有這麼說
[00:12:00.600 --> 00:12:02.960]  我希望你分清楚我說的話
[00:12:02.960 --> 00:12:05.160]  當然我知道有些基督徒在這兒不開心
[00:12:05.160 --> 00:12:07.920]  牧師你是保皇黨
[00:12:07.920 --> 00:12:09.680]  他用政府說話
[00:12:09.680 --> 00:12:11.080]  我沒有這樣說
[00:12:11.080 --> 00:12:14.240]  例如說政府說話
[00:12:14.240 --> 00:12:16.920]  我沒有幫政府說話 對不起
[00:12:16.920 --> 00:12:18.160]  如果你今天聽我這堂道理
[00:12:18.160 --> 00:12:19.520]  覺得我是幫政府說話的
[00:12:19.520 --> 00:12:22.240]  就是你不接受耶穌是一個受苦不仁
[00:12:22.240 --> 00:12:24.360]  在你心底裏面是很簡單的
[00:12:24.360 --> 00:12:28.280]  你不要用藉口來抓我一個莫須有罪名
[00:12:28.280 --> 00:12:34.320]  去解脫你自己裏面那種不信聖經的心態
[00:12:34.320 --> 00:12:39.480]  今天很多牧師信徒不相信聖經是一位受苦不仁
[00:12:39.480 --> 00:12:42.360]  他相信是一個英雄站在他面前
[00:12:42.360 --> 00:12:47.040]  讓他能夠得勝見人殺人 見鬼殺鬼的那一位
[00:12:47.040 --> 00:12:49.320]  但是耶穌所選取的方法
[00:12:49.320 --> 00:12:52.040]  是爲了百姓爲了衆人的罪
[00:12:52.040 --> 00:12:55.120]  釘在十字架上 受着酷刑
[00:12:55.120 --> 00:12:58.440]  耶穌要解決的不是短暫的問題
[00:12:58.440 --> 00:13:02.720]  耶穌要解決的是永恆的問題 弟兄姊妹
[00:13:02.720 --> 00:13:04.760]  他想揀選的是什麼
[00:13:04.760 --> 00:13:06.480]  他承認擔當我的憂患
[00:13:06.480 --> 00:13:09.480]  佩服我的痛苦是我們的
[00:13:09.480 --> 00:13:13.400]  哪知他爲我們的過犯受害
[00:13:13.400 --> 00:13:16.240]  爲我們的罪孽壓傷
[00:13:16.240 --> 00:13:19.240]  因他受的刑罰 我們得着平安
[00:13:19.240 --> 00:13:22.520]  因他受的鞭傷 我們得着意志
[00:13:22.520 --> 00:13:25.040]  耶穌的承擔這個受苦不仁
[00:13:25.040 --> 00:13:27.760]  一切的苦難不是因爲他自己犯錯
[00:13:27.760 --> 00:13:31.120]  是因爲他承擔世人的罪
[00:13:31.120 --> 00:13:33.240]  他成爲了贖罪制
[00:13:33.240 --> 00:13:36.400]  他更加成爲了補償制
[00:13:36.400 --> 00:13:40.440]  因爲他的獻賞成爲了衆百姓的中寶
[00:13:40.440 --> 00:13:41.880]  這是一個很重要的信息
[00:13:41.880 --> 00:13:44.280]  在舊因裏面 在受苦不仁之師裏面
[00:13:44.280 --> 00:13:46.840]  這個觀念是非常重要的
[00:13:46.840 --> 00:13:48.320]  他是衆民的中寶
[00:13:48.320 --> 00:13:50.480]  這個衆民的中寶有兩個可能性解釋
[00:13:50.480 --> 00:13:52.040]  第一 如果從單數字的
[00:13:52.040 --> 00:13:53.920]  他可能是指以色列國
[00:13:53.920 --> 00:13:55.400]  但是如果從複數字的
[00:13:55.400 --> 00:13:59.560]  他是指着全地的人
[00:13:59.560 --> 00:14:01.640]  我相信從上阿門的理解
[00:14:01.640 --> 00:14:03.760]  一定是指着全地的人
[00:14:03.760 --> 00:14:05.400]  因爲你整個舊因
[00:14:05.400 --> 00:14:07.520]  不是爲了以色列民
[00:14:07.520 --> 00:14:10.240]  不是單單爲了以色列國
[00:14:10.240 --> 00:14:13.040]  是爲了全地的人
[00:14:13.040 --> 00:14:15.120]  如果你問我
[00:14:15.120 --> 00:14:17.240]  有人說基督教是顛覆的信仰
[00:14:17.240 --> 00:14:18.120]  顛覆性的信仰
[00:14:18.120 --> 00:14:19.600]  顛覆的地方在哪裏
[00:14:19.600 --> 00:14:20.720]  小心處理
[00:14:20.720 --> 00:14:23.240]  我們接受基督教的信仰是顛覆性的
[00:14:23.240 --> 00:14:24.680]  但是顛覆性在哪裏
[00:14:24.680 --> 00:14:28.280]  不是現在某些人解釋的那種情況
[00:14:28.280 --> 00:14:30.800]  而是聖經裏面說這種顛覆性
[00:14:30.800 --> 00:14:32.960]  上帝不是個人的上帝
[00:14:32.960 --> 00:14:34.840]  上帝不是一個國家的上帝
[00:14:34.840 --> 00:14:36.360]  不是一個民族的上帝
[00:14:36.360 --> 00:14:36.880]  這麼簡單
[00:14:36.880 --> 00:14:38.560]  上帝是全地的上帝
[00:14:38.560 --> 00:14:40.800]  這種顛覆性
[00:14:40.800 --> 00:14:42.520]  聖經的顛覆性是
[00:14:42.520 --> 00:14:45.000]  正正人人要揀選那種方法
[00:14:45.000 --> 00:14:47.600]  要用暴力甚至非暴力也好
[00:14:47.600 --> 00:14:49.680]  但是耶穌沒有揀選這些方法
[00:14:49.680 --> 00:14:51.480]  完全沒有揀選這些方法
[00:14:51.480 --> 00:14:54.160]  他的顛覆性在這裏
[00:14:54.160 --> 00:14:56.240]  他的顛覆性就是令到你和我
[00:14:56.240 --> 00:14:59.120]  都不能夠接受的那麼顛覆
[00:14:59.120 --> 00:15:01.840]  怎麼會一個救世主揀選的方法
[00:15:01.840 --> 00:15:08.160]  是自己走上十字架那裏被釘
[00:15:08.160 --> 00:15:12.040]  連在十字架上面最大的試探是什麼
[00:15:12.040 --> 00:15:14.360]  最大的試探就是有羅馬兵丁說
[00:15:14.360 --> 00:15:17.200]  如果你是永生神的兒子
[00:15:17.200 --> 00:15:21.480]  你現在下來我會信你
[00:15:21.480 --> 00:15:27.240]  他連那一刻都不再彰顯神的能力
[00:15:27.240 --> 00:15:28.800]  甚至承擔死人的罪
[00:15:28.800 --> 00:15:34.640]  他會說父啊父啊爲什麼離棄我
[00:15:34.640 --> 00:15:37.280]  在《儀塞俠書》社2章說
[00:15:37.280 --> 00:15:39.680]  他被呼召作爲外邦人的光
[00:15:39.680 --> 00:15:40.680]  在《先知文學》裏面
[00:15:40.680 --> 00:15:44.800]  光是代表着救恩的比喻
[00:15:44.800 --> 00:15:48.400]  他先將顯出公義、公平和公正
[00:15:48.400 --> 00:15:51.840]  唯有在上帝裏面才能夠真正定義到
[00:15:51.840 --> 00:15:54.960]  什麼叫公平和公義的弟兄姊妹
[00:15:54.960 --> 00:15:56.720]  你和我都不可能
[00:15:56.720 --> 00:16:00.200]  因爲你和我都是不公義不公平的人
[00:16:00.200 --> 00:16:02.520]  想清楚
[00:16:02.520 --> 00:16:04.440]  一個不公義不公平的人
[00:16:04.440 --> 00:16:08.040]  怎樣可以定義什麼叫公平和公正呢
[00:16:08.040 --> 00:16:12.640]  每一個人都爲了自己的利益去爭取
[00:16:12.640 --> 00:16:17.400]  如果這裏有人說我不想挑撥階級鬥爭
[00:16:17.400 --> 00:16:18.200]  想象一下
[00:16:18.200 --> 00:16:19.000]  在老細來說
[00:16:19.000 --> 00:16:27.880]  當然不要定最高限制的公時
[00:16:27.880 --> 00:16:29.520]  當老細當然不要
[00:16:29.520 --> 00:16:30.760]  但是在員工來說
[00:16:30.760 --> 00:16:34.520]  最好是一個星期返回4天
[00:16:34.520 --> 00:16:37.120]  老細賺那麼多錢
[00:16:37.120 --> 00:16:39.320]  我們要返足那麼多天工
[00:16:39.320 --> 00:16:41.640]  老細回來走一走
[00:16:41.640 --> 00:16:43.520]  那就不用做了
[00:16:43.520 --> 00:16:45.720]  你說怎麼會公平呢
[00:16:45.720 --> 00:16:47.480]  看你從哪個角度說話
[00:16:47.480 --> 00:16:48.760]  這個世界公平和公義
[00:16:48.760 --> 00:16:50.880]  我們永遠從自己角度去想的時候
[00:16:50.880 --> 00:16:55.280]  這個世界就不可能有絕對公平和絕對公義
[00:16:55.280 --> 00:16:56.840]  但真正的公平和公義
[00:16:56.840 --> 00:16:59.640]  是來自上帝自己親自定義的
[00:16:59.640 --> 00:17:02.520]  耶穌在十字架上要成就兩個任務
[00:17:02.520 --> 00:17:03.920]  是要使得以色列民
[00:17:03.920 --> 00:17:06.440]  能夠得到迴歸和復興
[00:17:06.440 --> 00:17:10.840]  在俄國接近2000年的以色列國真的復國
[00:17:10.840 --> 00:17:12.520]  第二樣東西他要成就的是
[00:17:12.520 --> 00:17:13.640]  他是全地的主
