
[00:00:00.000 --> 00:00:03.180]  在1863年的一次演講當中
[00:05:47.380 --> 00:05:49.280]  由1965年開始
[00:05:49.280 --> 00:05:50.580]  在不同的時段
[00:05:50.580 --> 00:05:56.780]  在CBS和ABC電視台的黃金時段都有播出
[00:05:56.780 --> 00:05:59.280]  故事講到查理布朗和他的好朋友
[00:05:59.280 --> 00:06:06.680]  Linus去尋找聖誕畫劇裡面的一棵聖誕樹
[00:06:06.680 --> 00:06:09.780]  在眾多的小樹當中
[00:06:09.780 --> 00:06:13.080]  有一棵很柔弱的
[00:06:13.080 --> 00:06:16.680]  連樹枝都搖搖欲墜的小樹
[00:06:16.680 --> 00:06:19.180]  Linus已經提醒了他
[00:06:19.180 --> 00:06:21.280]  這棵樹和現代的聖誕
[00:06:21.280 --> 00:06:25.280]  所追求的輝煌 燦爛 奪目
[00:06:25.280 --> 00:06:29.480]  有些的距離 有些的格格不入
[00:06:29.480 --> 00:06:31.080]  查理沒有理會到
[00:06:31.080 --> 00:06:37.380]  他只是鍾情這棵柔弱的小樹
[00:06:37.380 --> 00:06:38.980]  回到舞台
[00:06:38.980 --> 00:06:41.680]  所有的朋友都嘲笑他
[00:06:41.680 --> 00:06:44.780]  說他誤了大事
[00:06:44.780 --> 00:06:47.180]  大家一起群起來反他
[00:06:47.180 --> 00:06:50.880]  譏諷他 批評他 單打他
[00:06:50.880 --> 00:06:53.980]  小朋友都可以很殘忍
[00:06:53.980 --> 00:06:58.480]  他們說這棵樹破壞了整套畫劇
[00:06:58.480 --> 00:07:03.380]  破壞了整個聖誕的意思
[00:07:03.380 --> 00:07:06.080]  沮喪的查理
[00:07:06.080 --> 00:07:08.880]  不禁很大聲的去問
[00:07:08.880 --> 00:07:13.380]  究竟什麼是聖誕真正的意義
[00:07:13.380 --> 00:07:16.180]  他的朋友Linus於是就
[00:07:16.180 --> 00:07:19.180]  踏到去舞台的中央
[00:07:19.180 --> 00:07:22.880]  高聲地朗讀
[00:07:22.880 --> 00:07:27.080]  《老家福音》二章8到14節
[00:07:27.080 --> 00:07:28.780]  在百里行之野地裡
[00:07:28.780 --> 00:07:30.280]  有牧羊的人
[00:07:30.280 --> 00:07:34.080]  夜間按著羹翅 看守羊群
[00:07:34.080 --> 00:07:36.680]  有主的使者站在他們旁邊
[00:07:36.680 --> 00:07:39.580]  主的榮光四面照著他們
[00:07:39.580 --> 00:07:42.280]  牧羊的人就甚懼怕
[00:07:42.280 --> 00:07:43.680]  那天使對他們說
[00:07:43.680 --> 00:07:44.680]  不要懼怕
[00:07:44.680 --> 00:07:47.080]  我報給你們大喜的訊息
[00:07:47.080 --> 00:07:49.380]  是關乎萬民的
[00:07:49.380 --> 00:07:52.980]  因今天在大衛的城裡為你們生了救主
[00:07:52.980 --> 00:07:54.980]  就是主 基督
[00:07:54.980 --> 00:07:56.880]  你們要看見一個嬰孩
[00:07:56.880 --> 00:07:59.180]  包著布 餓在馬槽裡
[00:07:59.180 --> 00:08:00.980]  那就是記號了
[00:08:00.980 --> 00:08:02.680]  忽然有一大隊天兵
[00:08:02.680 --> 00:08:06.580]  和那天使讚美神說
[00:08:06.580 --> 00:08:09.180]  在至高之處榮耀歸於神
[00:08:09.180 --> 00:08:14.580]  在地上平安歸於他所喜悅的人
[00:08:14.580 --> 00:08:18.180]  查理·布拉姆聽完這段聖經明白了
[00:08:18.180 --> 00:08:19.880]  於是他就喜吱吱的
[00:08:19.880 --> 00:08:25.280]  把這棵柔弱的小樹拿回家
[00:08:25.280 --> 00:08:26.880]  他自己一個人
[00:08:26.880 --> 00:08:29.880]  嘗試除去一切商業的元素裝飾
[00:08:29.880 --> 00:08:32.280]  這棵小樹
[00:08:32.280 --> 00:08:35.380]  但是畢竟樹身太過柔弱
[00:08:35.380 --> 00:08:38.780]  不能夠承托大型的裝飾
[00:08:38.780 --> 00:08:40.780]  查理他很努力
[00:08:40.780 --> 00:08:43.280]  但是恨鐵不成鋼
[00:08:43.280 --> 00:08:45.780]  他又再次的沮喪起來
[00:08:45.780 --> 00:08:51.180]  然後一群朋友很後悔地趕過來
[00:08:51.180 --> 00:08:53.180]  Linus說
[00:08:53.180 --> 00:08:58.980]  聖誕一定要加上一點點愛
[00:08:58.980 --> 00:09:02.780]  Maybe it just needs a little love
[00:09:02.780 --> 00:09:05.580]  於是大家就一起幫忙
[00:09:05.580 --> 00:09:09.080]  把這棵小樹裝飾得精緻可愛
[00:09:09.080 --> 00:09:12.380]  然後大家就齊齊高唱
[00:09:12.380 --> 00:09:20.780]  天使保訊Hark the herald angels sing
[00:09:20.780 --> 00:09:28.980]  聖誕是要加上一點點愛
[00:09:28.980 --> 00:09:32.580]  人除了忘記了神之愛
[00:09:32.580 --> 00:09:36.980]  人是不是同樣也都忘記了愛呢
[00:09:36.980 --> 00:09:40.780]  忘記了聖誕的真正意義
[00:09:40.780 --> 00:09:46.180]  今天的經文在路加福音二章十一節
[00:09:46.180 --> 00:09:48.380]  今天在大衛的城裡
[00:09:48.380 --> 00:09:53.380]  為你們生了救主就是主基督
[00:09:53.380 --> 00:09:56.180]  以卓亞書九章六到七節
[00:09:56.180 --> 00:09:59.980]  因有一英孩為我們而生
[00:09:59.980 --> 00:10:01.780]  有一子賜給我們
[00:10:01.780 --> 00:10:04.780]  政權必擔在他的肩頭上
[00:10:04.780 --> 00:10:06.780]  他名稱為奇妙策士
[00:10:06.780 --> 00:10:11.780]  全能的神永在的父和平的君
[00:10:11.780 --> 00:10:14.780]  他的政權與平安必加增無窮
[00:10:14.780 --> 00:10:17.780]  他必在大衛的寶座上治理他的國
[00:10:17.780 --> 00:10:21.380]  以公平公義使國堅定穩固
[00:10:21.380 --> 00:10:24.980]  從今直到永遠
[00:10:24.980 --> 00:10:28.180]  主耶穌基督是因為愛
[00:10:28.180 --> 00:10:30.580]  是因為他愛我們
[00:10:30.580 --> 00:10:32.180]  為我們而生
[00:10:32.180 --> 00:10:33.980]  為我們而死
[00:10:33.980 --> 00:10:36.380]  為我們而復活
[00:10:36.380 --> 00:10:37.980]  愛
[00:10:37.980 --> 00:10:41.980]  愛帶來和諧
[00:10:41.980 --> 00:10:45.780]  又是一個聖誕的日子
[00:10:45.780 --> 00:10:47.180]  Lucy見到Charlie Brown
[00:10:47.180 --> 00:10:49.780]  她說Merry Christmas 聖誕快樂
[00:10:49.780 --> 00:10:52.380]  她繼續對Charlie Brown說
[00:10:52.380 --> 00:10:53.780]  這是一個世界和平
[00:10:53.780 --> 00:10:57.180]  以及充滿善意的節日
[00:10:57.180 --> 00:10:58.380]  所以Charlie
[00:10:58.380 --> 00:11:01.780]  讓我們忘記我們彼此之間
[00:11:01.780 --> 00:11:03.780]  大家不同的地方
[00:11:03.780 --> 00:11:08.580]  讓我們彼此相愛好不好
[00:11:08.580 --> 00:11:09.980]  聽到這句說話之後
[00:11:09.980 --> 00:11:12.980]  Charlie Brown泛起了燦爛的笑容
[00:11:12.980 --> 00:11:15.380]  當然好了Lucy
[00:11:15.380 --> 00:11:18.380]  你這樣說我不知多開心
[00:11:18.380 --> 00:11:19.780]  然後她停了停
[00:11:19.780 --> 00:11:20.980]  不過Lucy
[00:11:20.980 --> 00:11:22.380]  可不可以告訴我
[00:11:22.380 --> 00:11:25.180]  為甚麼我們只是在聖誕節
[00:11:25.180 --> 00:11:28.380]  才彼此相愛
[00:11:28.380 --> 00:11:30.380]  整個節Lucy答說
[00:11:30.380 --> 00:11:32.780]  全年都彼此相愛
[00:11:32.780 --> 00:11:35.780]  你傻的嗎
[00:11:35.780 --> 00:11:37.380]  還有一個問題
[00:11:37.380 --> 00:11:40.580]  為甚麼我們在聖誕節
[00:11:40.580 --> 00:11:43.180]  我們才彼此相愛
[00:11:43.180 --> 00:11:44.780]  為甚麼在聖誕節
[00:11:44.780 --> 00:11:46.180]  我們才想起愛
[00:11:46.180 --> 00:11:47.780]  為甚麼在聖誕節
[00:11:47.780 --> 00:11:52.180]  我們才想起我們忘記了的神
[00:11:52.180 --> 00:11:55.180]  主耶穌是我們的和睦
[00:11:55.180 --> 00:11:57.180]  祂降生就是為了
[00:11:57.180 --> 00:12:01.180]  將我們和父的關係
[00:12:01.180 --> 00:12:05.180]  我們和父神復和
[00:12:05.180 --> 00:12:11.780]  以筆所書二章十三到十五節
[00:12:11.780 --> 00:12:13.580]  這門從前遠離神的人
[00:12:13.580 --> 00:12:15.780]  如今卻在基督耶穌裡
[00:12:15.780 --> 00:12:19.580]  靠著祂的血已經得親近
[00:12:19.580 --> 00:12:21.380]  因祂是我們的和睦
[00:12:21.380 --> 00:12:22.180]  原文是
[00:12:22.180 --> 00:12:25.580]  因祂是我們的和睦
[00:12:25.580 --> 00:12:27.180]  將兩下合而為一
[00:12:27.180 --> 00:12:29.780]  拆毀了中間隔斷的牆
[00:12:29.780 --> 00:12:32.380]  而且以自己的身體廢掉冤仇
[00:12:32.380 --> 00:12:35.380]  就是那記載律法上的規條
[00:12:35.380 --> 00:12:36.580]  為要將兩下
[00:12:36.580 --> 00:12:38.780]  藉著自己造成一個新人
[00:12:38.780 --> 00:12:42.980]  如此便成就了和睦
[00:12:42.980 --> 00:12:44.180]  在耶穌基督裡面
[00:12:44.180 --> 00:12:45.180]  我們是一個新人
[00:12:45.180 --> 00:12:47.780]  是一個新做的人
[00:12:47.780 --> 00:12:50.180]  我們可以真正活出
[00:12:50.180 --> 00:12:53.580]  甚麼是聖誕真正的意義嗎
[00:12:53.580 --> 00:12:56.380]  我們忙於聖誕購物
[00:12:56.380 --> 00:12:59.380]  忙於預備聖誕大餐
[00:12:59.380 --> 00:13:02.380]  忙於籌備聖誕節目
[00:13:02.380 --> 00:13:08.780]  但是我們有沒有忘記了甚麼呢
[00:13:08.780 --> 00:13:13.180]  我相信大家都曾經收過一個這樣的電郵
[00:13:13.180 --> 00:13:14.380]  彭博
[00:13:14.380 --> 00:13:18.580]  我這次再提出這個電郵
[00:13:18.580 --> 00:13:19.980]  對我們大家來說
[00:13:19.980 --> 00:13:23.980]  都是一個適時的提醒
[00:13:23.980 --> 00:13:28.180]  這個電郵是這樣的
[00:13:28.180 --> 00:13:29.780]  相信你們都知道
[00:13:29.780 --> 00:13:32.580]  越來越近我的生日了
[00:13:32.580 --> 00:13:34.380]  每年都有很多
[00:13:34.380 --> 00:13:38.380]  因為我生日而舉行的慶祝
[00:13:38.380 --> 00:13:44.180]  我相信今年都不會例外
[00:13:44.180 --> 00:13:45.780]  在今年購物商場裡面
[00:13:45.780 --> 00:13:47.780]  有很多人都在買禮物
[00:13:47.780 --> 00:13:49.780]  電台電視都因為我的生日
[00:13:49.780 --> 00:13:51.580]  而多了很多廣告
[00:13:51.580 --> 00:13:53.180]  其實我都是開心的
[00:13:53.180 --> 00:13:53.980]  因為我想
[00:13:53.980 --> 00:13:57.180]  最少有些人都還記得我
[00:13:57.180 --> 00:13:58.780]  不過講開又講
[00:13:58.780 --> 00:14:01.580]  今年多了很多公司
[00:14:01.580 --> 00:14:03.180]  甚至國家領袖
[00:14:03.180 --> 00:14:06.580]  連提起我的名字都怕
[00:14:06.580 --> 00:14:08.980]  你們都應該知道
[00:14:08.980 --> 00:14:10.780]  在很多很多年以前
[00:14:10.780 --> 00:14:13.580]  就已經有人慶祝我的生日
[00:14:13.580 --> 00:14:15.380]  起初慶祝的人
[00:14:15.380 --> 00:14:18.380]  都好像知道他們為甚麼要慶祝
[00:14:18.380 --> 00:14:19.780]  但是現在
[00:14:19.780 --> 00:14:23.580]  好像不是很多人真正明白了
[00:14:23.580 --> 00:14:26.980]  就算是家人朋友聚首一堂
[00:14:26.980 --> 00:14:29.180]  有歡樂有開心
[00:14:29.180 --> 00:14:32.180]  但是他們好像忘記了
[00:14:32.180 --> 00:14:35.380]  為甚麼去慶祝
[00:14:35.380 --> 00:14:36.380]  我記得
[00:14:36.380 --> 00:14:37.780]  去年我去過一個
[00:14:37.780 --> 00:14:39.580]  其中一個我的生日會
[00:14:39.580 --> 00:14:40.980]  有很多東西吃
[00:14:40.980 --> 00:14:42.180]  有很好的佈置
[00:14:42.180 --> 00:14:44.180]  有很豐富的禮物
[00:14:44.180 --> 00:14:45.580]  但是你們知不知道
[00:14:45.580 --> 00:14:50.580]  主人家竟然間不記得邀請我
[00:14:50.580 --> 00:14:51.780]  我是個主角
[00:14:51.780 --> 00:14:54.980]  但是他們卻沒有邀請我
[00:14:54.980 --> 00:14:56.780]  也都沒有留位給我
[00:14:56.780 --> 00:15:00.580]  坦白說我就是被併豬門外
[00:15:00.580 --> 00:15:01.780]  我跟著其他的朋友
[00:15:01.780 --> 00:15:02.780]  想著走進去
[00:15:02.780 --> 00:15:03.380]  誰不知
[00:15:03.380 --> 00:15:04.780]  去到朋友進去之後
[00:15:04.780 --> 00:15:06.580]  門就馬上關上了
[00:15:06.580 --> 00:15:09.980]  差點夾到我的鼻子
[00:15:09.980 --> 00:15:14.380]  其實這個已經不是第一次
[00:15:14.380 --> 00:15:19.380]  前年但是前年都是一樣
[00:15:19.380 --> 00:15:20.380]  在去年
[00:15:20.380 --> 00:15:21.380]  無論如何
[00:15:21.380 --> 00:15:22.580]  我覺得我都要進去
[00:15:22.580 --> 00:15:25.580]  看看情況是怎樣
[00:15:25.580 --> 00:15:27.780]  我進去後站在一旁
[00:15:27.780 --> 00:15:29.580]  看到他們正在喝酒
[00:15:29.580 --> 00:15:31.180]  正在說笑話
[00:15:31.180 --> 00:15:33.580]  很開心很開心
[00:15:33.580 --> 00:15:34.380]  忽然間
[00:15:34.380 --> 00:15:36.780]  整個派對的高潮來到
[00:15:36.780 --> 00:15:38.380]  有一個穿著紅衣
[00:15:38.380 --> 00:15:42.380]  臉上全是白鬍鬚的大胖子走進來
[00:15:42.380 --> 00:15:44.380]  他好像喝醉了一樣
[00:15:44.380 --> 00:15:48.180]  邊走邊搖著他的Jingle Bell
[00:15:48.180 --> 00:15:49.980]  然後他就坐在沙發上
[00:15:49.980 --> 00:15:52.380]  很多小朋友都搶著跟他拍照
[00:15:52.380 --> 00:15:58.980]  似乎他是當晚的主角
[00:15:58.980 --> 00:16:00.380]  凌晨十二點
[00:16:00.380 --> 00:16:03.380]  當那個老爺鐘響起的時候
[00:16:03.380 --> 00:16:05.980]  他們互相擁抱
[00:16:05.980 --> 00:16:07.980]  彼此擁吻
[00:16:07.980 --> 00:16:09.380]  你們知道嗎
[00:16:09.380 --> 00:16:11.780]  我伸出我的雙手
[00:16:11.780 --> 00:16:13.580]  竟然間
[00:16:13.580 --> 00:16:14.780]  竟然間
[00:16:14.780 --> 00:16:17.180]  沒有人理我
[00:16:17.180 --> 00:16:18.380]  接著發生的
[00:16:18.380 --> 00:16:20.780]  就更加令我痛心
[00:16:20.780 --> 00:16:23.180]  是
[00:16:23.180 --> 00:16:24.780]  他們開始拆禮物
[00:16:24.780 --> 00:16:26.180]  似乎是人人有份
[00:16:26.180 --> 00:16:27.180]  但是你知道嗎
[00:16:27.180 --> 00:16:29.380]  我生日的那個
[00:16:29.380 --> 00:16:31.780]  竟然一份都沒有
[00:16:31.780 --> 00:16:34.580]  你有沒有想過在你的生日會裡面
[00:16:34.580 --> 00:16:35.980]  人人都有禮物
[00:16:35.980 --> 00:16:40.780]  而你沒有那份失落的感覺
[00:16:40.780 --> 00:16:42.180]  我在那個時候
[00:16:42.180 --> 00:16:43.380]  我知道了
[00:16:43.380 --> 00:16:46.780]  我是不受歡迎的那個
[00:16:46.780 --> 00:16:49.780]  他們根本忘記了我
[00:16:49.780 --> 00:16:51.180]  於是
[00:16:51.180 --> 00:16:53.780]  我走了
[00:16:53.780 --> 00:16:56.180]  其實一年比一年差的
[00:16:56.180 --> 00:17:00.580]  不認識我的都還叫做說得通
[00:17:00.580 --> 00:17:03.180]  認識我的其實都是一樣
[00:17:03.180 --> 00:17:04.580]  他們在吃飯之前
[00:17:04.580 --> 00:17:06.580]  好像叫過我一次
[00:17:06.580 --> 00:17:07.980]  我在沙發上
[00:17:07.980 --> 00:17:09.780]  都還沒起床
[00:17:09.780 --> 00:17:11.180]  都還沒走到桌上
[00:17:11.180 --> 00:17:13.380]  他們說說完了
[00:17:13.380 --> 00:17:16.380]  以後提都沒提過我
[00:17:16.380 --> 00:17:18.980]  那個派對一直開下去
[00:17:18.980 --> 00:17:20.780]  我都搞不清楚
[00:17:20.780 --> 00:17:22.180]  他們是認識我的
[00:17:22.180 --> 00:17:24.180]  還是不認識我的
[00:17:24.180 --> 00:17:25.580]  我好像
[00:17:25.580 --> 00:17:27.780]  看不出有什麼分別
[00:17:27.780 --> 00:17:28.980]  然後
[00:17:28.980 --> 00:17:30.580]  整晚我都自己的
[00:17:30.580 --> 00:17:33.980]  靜靜的坐在一個角落
[00:17:33.980 --> 00:17:35.780]  其實你們知道
[00:17:35.780 --> 00:17:36.980]  二千多年前
[00:17:36.980 --> 00:17:38.980]  我為你們出生
[00:17:38.980 --> 00:17:41.580]  後來為你們死
[00:17:41.580 --> 00:17:44.380]  就是為了將來的派對
[00:17:44.380 --> 00:17:46.180]  與你們一起
[00:17:46.180 --> 00:17:50.180]  但是你們似乎已經忘記了
[00:17:50.180 --> 00:17:50.980]  不過
[00:17:50.980 --> 00:17:51.980]  我會等的
[00:17:51.980 --> 00:17:54.780]  我等你們有一天回轉過來
[00:17:54.780 --> 00:17:57.180]  我會等的
[00:17:57.180 --> 00:17:58.580]  電郵上面的署名
[00:17:58.580 --> 00:18:00.580]  我想大家都已經知道
[00:18:00.580 --> 00:18:01.780]  是
[00:18:01.780 --> 00:18:05.580]  「愛你們的耶穌」
[00:18:05.580 --> 00:18:07.980]  這個電郵對你來說
[00:18:07.980 --> 00:18:13.180]  有沒有一些似曾相識的感覺
[00:18:13.180 --> 00:18:18.380]  你有沒有在那個派對裡面
[00:18:18.380 --> 00:18:21.780]  天使唱歌說
[00:18:21.780 --> 00:18:24.380]  在至高之處榮耀歸於神
[00:18:24.380 --> 00:18:28.980]  在地上平安歸於他所喜悅的人
[00:18:28.980 --> 00:18:31.180]  為什麼此情此境
[00:18:31.180 --> 00:18:34.180]  好像不復在的
[00:18:34.180 --> 00:18:36.580]  沒有渴想
[00:18:36.580 --> 00:18:38.580]  沒有仰望
[00:18:38.580 --> 00:18:42.580]  人忘記了神
[00:18:42.580 --> 00:18:45.380]  這個電郵對我來說很深刻
[00:18:45.380 --> 00:18:49.180]  我時時都引以為禁
[00:18:49.180 --> 00:18:50.780]  所以
[00:18:50.780 --> 00:18:54.780]  每一次團契聚會
[00:18:54.780 --> 00:18:56.580]  無論或者任何時宮
[00:18:56.580 --> 00:18:58.180]  我都盼望
[00:18:58.180 --> 00:19:01.980]  我都邀請主的臨在
[00:19:01.980 --> 00:19:03.980]  團契弟兄姊妹的飯局
[00:19:03.980 --> 00:19:07.980]  我都盼望他們在天南地北之餘
[00:19:07.980 --> 00:19:13.380]  在娛樂新聞 時事評論
[00:19:13.380 --> 00:19:14.980]  講完之後
[00:19:14.980 --> 00:19:17.380]  總是會有分享主耶穌
[00:19:17.380 --> 00:19:21.180]  在我們生命裡面一切的時間
[00:19:21.180 --> 00:19:22.180]  所以
[00:19:22.180 --> 00:19:28.180]  在過往教會舉行的聖誕聚餐裡面
[00:19:28.180 --> 00:19:32.180]  我一定在桌面上安排一些遊戲
[00:19:32.180 --> 00:19:37.780]  目的就是讓大家可以聚焦回到主耶穌身上
[00:19:37.780 --> 00:19:41.780]  這個不單只是和弟兄姊妹吃一頓
[00:19:41.780 --> 00:19:43.780]  嘻嘻哈哈一頓
[00:19:43.780 --> 00:19:46.780]  在教堂這座建築物裡面的一頓
[00:19:46.780 --> 00:19:48.780]  因為我怕
[00:19:48.780 --> 00:19:50.780]  我們會忘記了聖誕的意義
[00:19:50.780 --> 00:19:53.780]  甚至忘記了聖誕節
[00:19:53.780 --> 00:19:55.780]  忘記了聖誕節?
[00:19:55.780 --> 00:19:58.780]  你說有沒有這麼誇張?
[00:19:58.780 --> 00:20:02.780]  在差不多二百年前十九世紀初期
[00:20:02.780 --> 00:20:08.780]  英國時報(The Times)是代表著大英帝國
[00:20:08.780 --> 00:20:12.780]  當時的人真的差不多忘記了聖誕節
[00:20:12.780 --> 00:20:16.780]  聖誕節幾乎在這個日不落帝國絕跡
[00:20:16.780 --> 00:20:18.780]  為什麼?
[00:20:18.780 --> 00:20:22.780]  在1790年到1835年期間
[00:20:22.780 --> 00:20:25.780]  英國時報是從來
[00:20:25.780 --> 00:20:30.780]  是從來沒有提及聖誕節 Christmas這個字
[00:20:30.780 --> 00:20:32.780]  一次都沒有
[00:20:32.780 --> 00:20:34.780]  就在這個時候
[00:20:34.780 --> 00:20:36.780]  Charles Dickens有見及此
[00:20:36.780 --> 00:20:41.780]  就完成了復興維多利亞時代的一本巨著
[00:20:41.780 --> 00:20:43.780]  一本畫時代的作品
[00:20:43.780 --> 00:20:45.780]  A Christmas Carol
[00:20:45.780 --> 00:20:49.780]  中文翻譯作為聖誕夜怪談
[00:20:49.780 --> 00:20:52.780]  或者聖誕頌歌
[00:20:52.780 --> 00:20:54.780]  在當時的英國
[00:20:54.780 --> 00:20:58.780]  饑荒和失業好遍
[00:20:58.780 --> 00:21:02.780]  十個人當中就有一個極其貧窮
