
[00:00:00.000 --> 00:00:02.220]  有一個問題想問一問大家
[00:01:50.080 --> 00:01:51.720]  又要過中產的生活
[00:01:51.720 --> 00:01:53.720]  你最少也要儲一千五百萬
[00:01:53.720 --> 00:01:57.600]  一千五百萬
[00:01:57.600 --> 00:01:59.600]  或者拿個零頭五百萬
[00:01:59.600 --> 00:02:02.360]  其實對於普羅大眾來說
[00:02:02.360 --> 00:02:04.360]  也是天文數字
[00:02:04.360 --> 00:02:06.360]  所以如果你問香港人
[00:02:06.360 --> 00:02:09.040]  你夠不夠呢
[00:02:09.040 --> 00:02:10.480]  我猜多數人都會回答
[00:02:10.480 --> 00:02:12.480]  當然不夠啦
[00:02:12.480 --> 00:02:18.560]  香港人這種不足夠的感覺和狀態
[00:02:18.560 --> 00:02:20.560]  也有數字調查說
[00:02:20.560 --> 00:02:24.080]  比環球和亞洲區的人
[00:02:24.080 --> 00:02:26.440]  這種感覺高出百分之三十
[00:02:28.440 --> 00:02:32.360]  所以我們可以理解為甚麼香港人
[00:02:32.360 --> 00:02:34.360]  經常都感覺到這麼大壓力
[00:02:34.360 --> 00:02:36.880]  以及理解到為甚麼香港人
[00:02:36.880 --> 00:02:38.880]  這麼緊張要賺錢
[00:02:38.880 --> 00:02:41.760]  是有背景去明白的
[00:02:41.760 --> 00:02:44.520]  我猜不是香港人很貪錢
[00:02:44.520 --> 00:02:46.520]  是香港人很焦慮
[00:02:46.520 --> 00:02:48.520]  很不足夠
[00:02:48.520 --> 00:02:50.920]  社會的氣氛
[00:02:50.920 --> 00:02:53.720]  和我們個人的感覺都告訴我們
[00:02:53.720 --> 00:02:55.720]  經常警惕我們
[00:02:55.720 --> 00:02:57.720]  你還不夠啊
[00:02:57.720 --> 00:03:01.720]  所以你想不想都不行
[00:03:01.720 --> 00:03:05.720]  有人告訴你退休金不夠
[00:03:05.720 --> 00:03:07.720]  有人告訴你醫療保險不夠
[00:03:07.720 --> 00:03:10.720]  有人告訴你房屋供應不夠
[00:03:10.720 --> 00:03:12.720]  所以你還不買
[00:03:12.720 --> 00:03:14.720]  有人告訴你
[00:03:14.720 --> 00:03:15.720]  香港的年輕人
[00:03:15.720 --> 00:03:17.720]  與你們無關
[00:03:17.720 --> 00:03:19.720]  競爭力不夠
[00:03:19.720 --> 00:03:24.720]  這些不足夠的狀態和感覺
[00:03:24.720 --> 00:03:27.720]  其實不是現代的產物
[00:03:27.720 --> 00:03:29.720]  古代已經有了
[00:03:29.720 --> 00:03:33.720]  今天你聽那幾段經課
[00:03:33.720 --> 00:03:35.720]  你有沒有發覺裏面
[00:03:35.720 --> 00:03:37.720]  都有一些不足夠的故事
[00:03:37.720 --> 00:03:39.720]  我們試一下看看
[00:03:39.720 --> 00:03:41.720]  那些古代的不足夠的故事
[00:03:41.720 --> 00:03:43.720]  對於今時今日的我們有甚麼啟發
[00:03:43.720 --> 00:03:47.720]  我們翻開獵王記下第四章
[00:03:55.720 --> 00:03:57.720]  獵王記下第四章
[00:03:57.720 --> 00:04:01.720]  第四十二至四十四節
[00:04:01.720 --> 00:04:03.720]  記載了一個
[00:04:03.720 --> 00:04:05.720]  第一個不足夠的故事
[00:04:05.720 --> 00:04:12.720]  在我們本聖經的第三百六十五
[00:04:12.720 --> 00:04:19.720]  這個不足夠的故事的大背景
[00:04:19.720 --> 00:04:21.720]  是在前世
[00:04:21.720 --> 00:04:24.720]  第四章三十八節
[00:04:24.720 --> 00:04:25.720]  那裏說
[00:04:25.720 --> 00:04:27.720]  以利沙回到吉甲
[00:04:27.720 --> 00:04:30.720]  那裏正饑荒
[00:04:30.720 --> 00:04:34.720]  故事的大背景是饑荒
[00:04:34.720 --> 00:04:35.720]  我們這一代的人
[00:04:35.720 --> 00:04:39.720]  應該沒有經歷過饑荒
[00:04:39.720 --> 00:04:42.720]  但其實我們的上一代
[00:04:42.720 --> 00:04:44.720]  即是我的上一代
[00:04:44.720 --> 00:04:46.720]  和你們年輕人的上一代
[00:04:46.720 --> 00:04:47.720]  未必相同
[00:04:47.720 --> 00:04:50.720]  其實他們在五十年代
[00:04:50.720 --> 00:04:52.720]  是經歷過饑荒的
[00:04:52.720 --> 00:04:54.720]  在中國大陸裏面
[00:04:54.720 --> 00:04:57.720]  饑荒不是一個好勸的事情
[00:04:57.720 --> 00:05:00.720]  饑荒是整片大的地區
[00:05:00.720 --> 00:05:02.720]  都沒有足夠的糧食供應
[00:05:02.720 --> 00:05:07.720]  以致很多人因為缺乏營養而死亡
[00:05:07.720 --> 00:05:10.720]  或者很多人逃亡
[00:05:10.720 --> 00:05:13.720]  這種狀況
[00:05:13.720 --> 00:05:17.720]  在很久很久之前
[00:05:17.720 --> 00:05:20.720]  即古代的時候
[00:05:20.720 --> 00:05:22.720]  你可以想像到經常會出現
[00:05:22.720 --> 00:05:25.720]  但很難想像的是
[00:05:25.720 --> 00:05:28.720]  其實在現代這麼先進的社會
[00:05:28.720 --> 00:05:30.720]  都會出現
[00:05:30.720 --> 00:05:33.720]  有一個非牟利組織
[00:05:33.720 --> 00:05:34.720]  發表了一個
[00:05:34.720 --> 00:05:38.720]  人道開放2018重大危機分析
[00:05:38.720 --> 00:05:44.720]  他說在埃塞俄比亞和尼日利亞的東北部
[00:05:44.720 --> 00:05:45.720]  索馬里
[00:05:45.720 --> 00:05:48.720]  南蘇丹和也門這些地區
[00:05:48.720 --> 00:05:52.720]  在2018年將會面臨飢荒的威脅
[00:05:52.720 --> 00:05:56.720]  當然有天災也有人禍的原因
[00:05:56.720 --> 00:05:58.720]  這個故事
[00:05:58.720 --> 00:06:00.720]  以利沙這個故事的背景
[00:06:00.720 --> 00:06:03.720]  是一個飢荒的背景
[00:06:03.720 --> 00:06:04.720]  故事開始的時候是這樣說
[00:06:04.720 --> 00:06:06.720]  第42節
[00:06:06.720 --> 00:06:08.720]  有一個人從巴力
[00:06:08.720 --> 00:06:10.720]  沙利沙內
[00:06:10.720 --> 00:06:12.720]  帶著初熟果子的食物
[00:06:12.720 --> 00:06:14.720]  20個大麥餅
[00:06:14.720 --> 00:06:17.720]  大麥做的餅和新麥碎
[00:06:17.720 --> 00:06:19.720]  裝在袋子裡送給神人
[00:06:19.720 --> 00:06:20.720]  神人說
[00:06:20.720 --> 00:06:22.720]  把這些給大家吃
[00:06:22.720 --> 00:06:24.720]  43節的人說
[00:06:24.720 --> 00:06:28.720]  這些豈可擺在100人面前呢
[00:06:28.720 --> 00:06:32.720]  在不足夠的大背景下
[00:06:32.720 --> 00:06:34.720]  少量的供應
[00:06:34.720 --> 00:06:37.720]  其實只是杯水車薪
[00:06:37.720 --> 00:06:39.720]  感覺是無濟於事的
[00:06:39.720 --> 00:06:42.720]  他解決不了問題
[00:06:42.720 --> 00:06:45.720]  也解決不了不足夠的焦慮
[00:06:45.720 --> 00:06:49.720]  我們保留著
[00:06:49.720 --> 00:06:52.720]  獵王記下的第一個不足夠的故事
[00:06:52.720 --> 00:06:56.720]  然後我們回到第二個不足夠的故事
[00:06:56.720 --> 00:06:59.720]  第二個不足夠的故事
[00:06:59.720 --> 00:07:03.720]  記載在約翰福音第六章一至十五節
[00:07:09.720 --> 00:07:12.720]  在福音書中第六章
[00:07:12.720 --> 00:07:16.720]  剛才讀的第六章開字的時候的故事
[00:07:16.720 --> 00:07:18.720]  這是一個很熟悉的故事
[00:07:18.720 --> 00:07:21.720]  在《新左聖經》第106頁
[00:07:21.720 --> 00:07:25.720]  這個故事是這麼說的
[00:07:25.720 --> 00:07:29.720]  耶穌舉目看見一大群人來
[00:07:29.720 --> 00:07:31.720]  就對腓力說
[00:07:31.720 --> 00:07:35.720]  我們到哪裡去買餅給這些人吃呢
[00:07:35.720 --> 00:07:37.720]  第七節腓力就回答他
[00:07:37.720 --> 00:07:41.720]  就是兩百個銀幣的餅
[00:07:41.720 --> 00:07:44.720]  也不夠他們每人吃一點點
[00:07:44.720 --> 00:07:50.720]  其實兩百個銀幣是不少的數目
[00:07:50.720 --> 00:07:54.720]  兩百個銀幣是當時一個工人八個月的工資
[00:07:54.720 --> 00:07:58.720]  如果這麼大筆錢所買回來的餅
[00:07:58.720 --> 00:08:00.720]  也不夠他們每人吃一點點
[00:08:00.720 --> 00:08:02.720]  那反映什麼呢
[00:08:02.720 --> 00:08:05.720]  就是需要真的很大
[00:08:05.720 --> 00:08:07.720]  很大的需要
[00:08:07.720 --> 00:08:10.720]  這麼大的需要
[00:08:10.720 --> 00:08:12.720]  怎麼滿足得到呢
[00:08:12.720 --> 00:08:14.720]  第八節
[00:08:14.720 --> 00:08:16.720]  有另外一個門徒
[00:08:16.720 --> 00:08:20.720]  叫西門彼得的弟弟安德烈
[00:08:20.720 --> 00:08:22.720]  他跟耶穌說
[00:08:22.720 --> 00:08:24.720]  他說有一個小孩子
[00:08:24.720 --> 00:08:27.720]  帶了五個大麥餅和兩條魚
[00:08:27.720 --> 00:08:29.720]  但是分給這麼多人吃
[00:08:29.720 --> 00:08:31.720]  又算得了什麼呢
[00:08:33.720 --> 00:08:35.720]  其實安德烈是說得對的
[00:08:35.720 --> 00:08:42.720]  因為如果兩百個銀幣買的餅
[00:08:42.720 --> 00:08:44.720]  也不夠他們每人吃一點點的話
[00:08:44.720 --> 00:08:47.720]  那五個餅和兩條魚
[00:08:47.720 --> 00:08:51.720]  真的算得了什麼呢
[00:08:51.720 --> 00:08:54.720]  很合理的
[00:08:54.720 --> 00:08:57.720]  不足夠是事實
[00:08:57.720 --> 00:08:59.720]  對著不足夠的狀況
[00:08:59.720 --> 00:09:03.720]  有些人的回應就是沒什麼好做
[00:09:03.720 --> 00:09:06.720]  有什麼好做
[00:09:06.720 --> 00:09:07.720]  根本沒什麼好做
[00:09:07.720 --> 00:09:09.720]  什麼都不用做
[00:09:09.720 --> 00:09:11.720]  因為做來都浪費力氣
[00:09:11.720 --> 00:09:13.720]  做來都解決不了問題
[00:09:13.720 --> 00:09:17.720]  《伊麗莎故事》裡的僕人也是這麼說的
[00:09:17.720 --> 00:09:20.720]  這麼少的東西放在一百人面前
[00:09:20.720 --> 00:09:22.720]  怎麼夠呢
[00:09:22.720 --> 00:09:25.720]  五餅如魚的肥力也是這麼說的
[00:09:25.720 --> 00:09:27.720]  二百個銀幣買回來的餅
[00:09:27.720 --> 00:09:28.720]  這麼多人吃
[00:09:28.720 --> 00:09:30.720]  怎麼夠呢
[00:09:30.720 --> 00:09:34.720]  五個餅兩條魚更加不夠
[00:09:34.720 --> 00:09:37.720]  浪費力氣
[00:09:37.720 --> 00:09:41.720]  幾年前在香港有一個人
[00:09:41.720 --> 00:09:45.720]  那些人都說他想起天馬行空的事情
[00:09:45.720 --> 00:09:49.720]  你知道香港面對居住的困難
[00:09:49.720 --> 00:09:51.720]  他說不如這樣吧
[00:09:51.720 --> 00:09:55.720]  你們不是有些協主有些樓沒有租出去
[00:09:55.720 --> 00:09:58.720]  或者有些協主很好心想做好事
[00:09:58.720 --> 00:10:00.720]  不如你租給我
[00:10:00.720 --> 00:10:02.720]  接著我幫你收拾一下
[00:10:02.720 --> 00:10:06.720]  然後分租給那些很有需要的人
[00:10:06.720 --> 00:10:09.720]  他叫做光房計劃
[00:10:09.720 --> 00:10:12.720]  你知不知道當時那些人怎麼回應
[00:10:12.720 --> 00:10:16.720]  你幫了多少人
[00:10:16.720 --> 00:10:18.720]  回應就是你幫了多少人
[00:10:18.720 --> 00:10:20.720]  你做了多少
[00:10:20.720 --> 00:10:21.720]  有多少人需要房屋
[00:10:21.720 --> 00:10:23.720]  你這樣做你幫了多少人
[00:10:24.720 --> 00:10:26.720]  不足夠
[00:10:26.720 --> 00:10:28.720]  令人感覺到無能為力
[00:10:28.720 --> 00:10:31.720]  做了也解決不了問題
[00:10:31.720 --> 00:10:33.720]  這種無能為力的感覺
[00:10:33.720 --> 00:10:35.720]  令人更加不想做事
[00:10:35.720 --> 00:10:40.720]  但是那個需要還是在
[00:10:40.720 --> 00:10:42.720]  就算不做事
[00:10:42.720 --> 00:10:44.720]  但是仍然在的需要
[00:10:44.720 --> 00:10:45.720]  沒有消失
[00:10:45.720 --> 00:10:47.720]  那怎麼回應呢
[00:10:47.720 --> 00:10:51.720]  福音書記載門徒的回應就是
[00:10:53.720 --> 00:10:55.720]  這個地方這麼偏僻
[00:10:55.720 --> 00:10:57.720]  而且時候已經晚了
[00:10:57.720 --> 00:11:00.720]  不如叫眾人散去吧
[00:11:00.720 --> 00:11:03.720]  讓他們自己去找東西吃吧
[00:11:03.720 --> 00:11:07.720]  相隔幾千年
[00:11:07.720 --> 00:11:09.720]  門徒的想法跟有些香港人
[00:11:09.720 --> 00:11:11.720]  或者很多香港人的想法
[00:11:11.720 --> 00:11:13.720]  都是很接近的
[00:11:13.720 --> 00:11:14.720]  自己的問題
[00:11:14.720 --> 00:11:16.720]  當然是自己解決的
[00:11:16.720 --> 00:11:20.720]  自己的問題
[00:11:20.720 --> 00:11:22.720]  難道要別人幫你解決嗎
[00:11:24.720 --> 00:11:27.720]  有些人會這樣說
[00:11:27.720 --> 00:11:30.720]  有錢的住豪宅
[00:11:30.720 --> 00:11:35.720]  如果幸運的就住公屋
[00:11:35.720 --> 00:11:39.720]  如果走投無路的就睡街
[00:11:39.720 --> 00:11:41.720]  這樣也很合理的
[00:11:41.720 --> 00:11:43.720]  難道倒過來嗎
[00:11:43.720 --> 00:11:49.720]  有些人就說
[00:11:49.720 --> 00:11:51.720]  香港就是這樣
[00:11:51.720 --> 00:11:54.720]  如果沒有足夠的競爭能力
[00:11:54.720 --> 00:11:56.720]  和沒有條件的話
[00:11:56.720 --> 00:12:00.720]  那你就不要在香港生活
[00:12:00.720 --> 00:12:03.720]  世界這麼大
[00:12:03.720 --> 00:12:12.720]  所以在這種思考和看法下
[00:12:12.720 --> 00:12:15.720]  香港其實只適合一些
[00:12:15.720 --> 00:12:18.720]  有足夠競爭力的人在這裡生活
[00:12:18.720 --> 00:12:19.720]  在這種目光下
[00:12:19.720 --> 00:12:22.720]  其實香港是沒有窮人的
[00:12:22.720 --> 00:12:24.720]  香港只是有懶人
[00:12:24.720 --> 00:12:31.720]  以利亞仍然看見那些人的需要
[00:12:31.720 --> 00:12:34.720]  他沒有將那些需要取消
[00:12:34.720 --> 00:12:37.720]  剛才那個故事裡面
[00:12:37.720 --> 00:12:39.720]  第43席他的僕人說
[00:12:39.720 --> 00:12:41.720]  你只管給大家吃吧
[00:12:41.720 --> 00:12:47.720]  耶穌都沒有以為他講了道
[00:12:47.720 --> 00:12:49.720]  就等於餵飽了那些人
[00:12:49.720 --> 00:12:53.720]  耶穌在三本福音書記載
[00:12:53.720 --> 00:12:54.720]  他面對著這個需要
[00:12:54.720 --> 00:12:55.720]  那些門徒就說
[00:12:55.720 --> 00:12:57.720]  打發他們走
[00:12:57.720 --> 00:12:58.720]  耶穌就說
[00:12:58.720 --> 00:13:00.720]  你們給他們吃吧
[00:13:00.720 --> 00:13:04.720]  面對不足夠
[00:13:04.720 --> 00:13:07.720]  有些回應是否認需求
[00:13:07.720 --> 00:13:09.720]  他們沒有這樣的需要
[00:13:09.720 --> 00:13:14.720]  有些回應是壓抑需求
[00:13:15.720 --> 00:13:17.720]  不過有些基本的需求
[00:13:17.720 --> 00:13:19.720]  其實我們都知道
[00:13:19.720 --> 00:13:21.720]  是不能夠取消
[00:13:21.720 --> 00:13:22.720]  也不能夠被壓抑
[00:13:22.720 --> 00:13:24.720]  也不應該被壓抑
[00:13:24.720 --> 00:13:28.720]  這個不是個人感覺的問題
[00:13:28.720 --> 00:13:31.720]  這個是在世界人權宣言裡面
[00:13:31.720 --> 00:13:33.720]  第25條的第一部分
[00:13:33.720 --> 00:13:34.720]  已經這樣寫
[00:13:34.720 --> 00:13:36.720]  那裡說人人有權享受
[00:13:36.720 --> 00:13:39.720]  為維持他本人和家屬的健康
[00:13:39.720 --> 00:13:41.720]  和福利所需的生活水準
[00:13:41.720 --> 00:13:45.720]  包括食物、衣著、住房、醫療
[00:13:45.720 --> 00:13:47.720]  和必要的社會服務
[00:13:47.720 --> 00:13:51.720]  在遇到失業、疾病、殘廢、守寡、衰老
[00:13:51.720 --> 00:13:54.720]  或在其他不能控制的情況下
[00:13:54.720 --> 00:13:56.720]  喪失謀生能力時
[00:13:56.720 --> 00:13:59.720]  有權享受保障
[00:13:59.720 --> 00:14:02.720]  這個是普世價值
[00:14:02.720 --> 00:14:08.720]  是在世界人權宣言裡面
[00:14:08.720 --> 00:14:10.720]  所記載的
[00:14:11.720 --> 00:14:13.720]  但現實是不足夠的
[00:14:13.720 --> 00:14:16.720]  那怎麼辦呢?
[00:14:16.720 --> 00:14:19.720]  作為讀者
[00:14:19.720 --> 00:14:22.720]  你應該看過伍秉瑜這個故事
[00:14:22.720 --> 00:14:24.720]  你也聽過伊麗莎這個故事
[00:14:24.720 --> 00:14:26.720]  所以你已經劇透了
[00:14:26.720 --> 00:14:28.720]  結局是怎樣的
[00:14:28.720 --> 00:14:29.720]  你已經知道
[00:14:29.720 --> 00:14:32.720]  故事最終是變成足夠的
[00:14:32.720 --> 00:14:33.720]  但問題是
[00:14:33.720 --> 00:14:35.720]  它是怎樣變成足夠的呢?
[00:14:35.720 --> 00:14:38.720]  第一個足夠的故事
[00:14:38.720 --> 00:14:40.720]  是怎樣發生的呢?
[00:14:41.720 --> 00:14:43.720]  第42節說有一個人
[00:14:43.720 --> 00:14:47.720]  拿著他那些初熟的果子
[00:14:47.720 --> 00:14:50.720]  來去獻祭
[00:14:50.720 --> 00:14:54.720]  第一個足夠的故事的發生
[00:14:54.720 --> 00:14:56.720]  就是因為有一個人
[00:14:56.720 --> 00:14:59.720]  他在一個不足夠的大環境下
[00:14:59.720 --> 00:15:01.720]  他仍然記得
[00:15:01.720 --> 00:15:04.720]  為了地上的出產
[00:15:04.720 --> 00:15:06.720]  來去感恩
[00:15:06.720 --> 00:15:08.720]  他仍然記得
[00:15:08.720 --> 00:15:10.720]  按著他的信仰傳統
[00:15:10.720 --> 00:15:12.720]  來去獻祭
[00:15:12.720 --> 00:15:15.720]  所以有那一點點東西產生了出來
[00:15:15.720 --> 00:15:17.720]  其實可以不是這樣的
[00:15:17.720 --> 00:15:19.720]  整個大環境都不足夠
[00:15:19.720 --> 00:15:21.720]  你還拿出來?
[00:15:21.720 --> 00:15:25.720]  他仍然記得大地的出產
[00:15:25.720 --> 00:15:29.720]  是大地有功勞的
[00:15:29.720 --> 00:15:31.720]  不是純粹是他自己的
[00:15:31.720 --> 00:15:36.720]  第二個足夠的故事
[00:15:36.720 --> 00:15:38.720]  又是怎樣產生出來的呢?
[00:15:39.720 --> 00:15:42.720]  那200個銀幣就沒有拿去買餅
[00:15:42.720 --> 00:15:44.720]  所以我們最後都不知道
[00:15:44.720 --> 00:15:46.720]  200個銀幣買的餅夠不夠吃
[00:15:46.720 --> 00:15:49.720]  但是那五個餅兩條魚
[00:15:49.720 --> 00:15:52.720]  就拿了出來
[00:15:52.720 --> 00:15:55.720]  那個小朋友
[00:15:55.720 --> 00:15:58.720]  不知道他是不是因為太過天真
[00:15:58.720 --> 00:16:01.720]  我有五個餅兩條魚
[00:16:01.720 --> 00:16:03.720]  合不合用
[00:16:03.720 --> 00:16:06.720]  如果我們所有
[00:16:08.720 --> 00:16:10.720]  比較現實的人都會說
[00:16:10.720 --> 00:16:11.720]  小朋友
[00:16:11.720 --> 00:16:13.720]  你省下吧
[00:16:13.720 --> 00:16:16.720]  又或者那個小朋友
[00:16:16.720 --> 00:16:18.720]  不知道是不是好像我們小學的課室那樣
[00:16:18.720 --> 00:16:20.720]  老師一問
[00:16:20.720 --> 00:16:22.720]  有沒有人有什麼
[00:16:22.720 --> 00:16:24.720]  然後他旁邊的同學馬上拿起他的東西
[00:16:24.720 --> 00:16:26.720]  老師 他有啊
[00:16:26.720 --> 00:16:28.720]  於是就被人拿了出來
[00:16:28.720 --> 00:16:30.720]  不知道他是怎樣的情況下
[00:16:30.720 --> 00:16:33.720]  但是他拿了出來
[00:16:33.720 --> 00:16:35.720]  那五個餅兩條魚
[00:16:35.720 --> 00:16:38.720]  又的確是變了足夠
[00:16:38.720 --> 00:16:41.720]  在場的所有群眾
[00:16:41.720 --> 00:16:43.720]  來去吃
[00:16:43.720 --> 00:16:47.720]  所以故事就由一個不足夠的故事
[00:16:47.720 --> 00:16:49.720]  變成一個足夠的故事
[00:16:49.720 --> 00:16:51.720]  如果是兒童主義學
[00:16:51.720 --> 00:16:53.720]  我們可以在這裡結束了
[00:16:53.720 --> 00:16:55.720]  因為
[00:16:55.720 --> 00:16:57.720]  當老師問
[00:16:57.720 --> 00:16:58.720]  各位同學
[00:16:58.720 --> 00:17:01.720]  這兩個故事教訓大家什麼道理呢?
[00:17:01.720 --> 00:17:04.720]  同學就回答
[00:17:05.720 --> 00:17:06.720]  分享
[00:17:06.720 --> 00:17:08.720]  老師就回答
[00:17:08.720 --> 00:17:09.720]  對了
[00:17:09.720 --> 00:17:11.720]  所以記得分享了
[00:17:11.720 --> 00:17:15.720]  故事就結束了
[00:17:15.720 --> 00:17:19.720]  其實
[00:17:19.720 --> 00:17:22.720]  上主是很足夠的
[00:17:22.720 --> 00:17:24.720]  上主是很豐足的
[00:17:24.720 --> 00:17:25.720]  所以
[00:17:25.720 --> 00:17:27.720]  分享就會足夠
[00:17:27.720 --> 00:17:29.720]  你記不記得
[00:17:29.720 --> 00:17:31.720]  剛剛讀的詩篇
[00:17:31.720 --> 00:17:34.720]  和書信經課
[00:17:34.720 --> 00:17:35.720]  二佛所說
[00:17:35.720 --> 00:17:36.720]  其實都是強調
[00:17:36.720 --> 00:17:38.720]  上主是很豐足的
[00:17:38.720 --> 00:17:39.720]  詩篇
[00:17:39.720 --> 00:17:41.720]  他在用初了
[00:17:41.720 --> 00:17:42.720]  等待
[00:17:42.720 --> 00:17:43.720]  無了
[00:17:43.720 --> 00:17:44.720]  來去慰動
[00:17:44.720 --> 00:17:46.720]  他的意境
[00:17:46.720 --> 00:17:47.720]  他的意象
[00:17:47.720 --> 00:17:48.720]  來去講
[00:17:48.720 --> 00:17:50.720]  上主對人的供應的足夠
[00:17:50.720 --> 00:17:53.720]  他說萬有的眼目都仰望你
[00:17:53.720 --> 00:17:55.720]  你按時給他們食物
[00:17:55.720 --> 00:17:56.720]  你張手
[00:17:56.720 --> 00:17:57.720]  是一切有生命的
[00:17:57.720 --> 00:17:59.720]  都隨願飽足
[00:17:59.720 --> 00:18:03.720]  二佛所說
[00:18:05.720 --> 00:18:09.720]  基督的愛是何等長闊高深
[00:18:09.720 --> 00:18:12.720]  並且能夠充充足足的
[00:18:12.720 --> 00:18:13.720]  成就一切
[00:18:13.720 --> 00:18:15.720]  超過我們的所想所求
[00:18:15.720 --> 00:18:21.720]  不過問題就是
[00:18:21.720 --> 00:18:25.720]  上主的豐足
[00:18:25.720 --> 00:18:28.720]  就是因為有一個人
[00:18:28.720 --> 00:18:31.720]  有時並不是我們自己
[00:18:31.720 --> 00:18:33.720]  親身的體會
[00:18:35.720 --> 00:18:37.720]  我們親身的體會
[00:18:37.720 --> 00:18:38.720]  我們切身的感受
[00:18:38.720 --> 00:18:40.720]  是不足夠
[00:18:40.720 --> 00:18:41.720]  兩者之間
[00:18:41.720 --> 00:18:43.720]  好像有一個很大的鴻溝
[00:18:43.720 --> 00:18:46.720]  我們好像沒有辦法
[00:18:46.720 --> 00:18:48.720]  跨越得到
[00:18:48.720 --> 00:18:52.720]  在信仰上面
[00:18:52.720 --> 00:18:54.720]  我們不能夠反對
[00:18:54.720 --> 00:18:55.720]  上主是豐足的
[00:18:55.720 --> 00:18:57.720]  我們都不能夠抹去
[00:18:57.720 --> 00:18:59.720]  這些聖經裏面
[00:18:59.720 --> 00:19:00.720]  的足夠的故事
[00:19:00.720 --> 00:19:02.720]  但現實上面
[00:19:02.720 --> 00:19:05.720]  我們好像看不到
[00:19:05.720 --> 00:19:07.720]  我們見不到
[00:19:07.720 --> 00:19:13.720]  我相信
[00:19:13.720 --> 00:19:15.720]  大家聽完那兩個故事
[00:19:15.720 --> 00:19:17.720]  其實你都會仍然問
[00:19:17.720 --> 00:19:21.720]  是嗎?
[00:19:21.720 --> 00:19:23.720]  就是因為有一個人
[00:19:23.720 --> 00:19:26.720]  將那少少東西拿出來獻祭
[00:19:26.720 --> 00:19:29.720]  就解決到那個饑荒的問題?
[00:19:29.720 --> 00:19:30.720]  就是因為有個小朋友
[00:19:30.720 --> 00:19:32.720]  將五個餅兩條魚拿出來
[00:19:32.720 --> 00:19:33.720]  就可以解決到
[00:19:33.720 --> 00:19:35.720]  那麼多人不夠東西吃的問題?
[00:19:35.720 --> 00:19:39.720]  我們不是在問那個故事
[00:19:39.720 --> 00:19:41.720]  我們是在問我們的處境
[00:19:41.720 --> 00:19:45.720]  所以我們很猶豫
[00:19:45.720 --> 00:19:48.720]  我們是不是這樣做就行了?
[00:19:48.720 --> 00:19:52.720]  這樣就行了嗎?
[00:19:52.720 --> 00:19:56.720]  記不記得去年特首選舉期間
[00:19:56.720 --> 00:19:58.720]  有一位候選人
[00:19:58.720 --> 00:20:00.720]  在街上
[00:20:00.720 --> 00:20:02.720]  就見到一位黑衣
[00:20:02.720 --> 00:20:05.720]  然後就在錢包裏拿了一張五百元出來
[00:20:05.720 --> 00:20:07.720]  就給了他
[00:20:07.720 --> 00:20:11.720]  你記不記得傳媒有什麼反應?
[00:20:11.720 --> 00:20:13.720]  或者那些輿論有什麼反應?
