
[00:00:00.000 --> 00:00:03.000]  各位帶子媒,我們返回上帝的說話,好嗎?
[00:03:35.000 --> 00:03:38.000]  因為上帝是要組成一家人
[00:03:38.000 --> 00:03:40.000]  沒有人可以孤軍作戰的
[00:03:40.000 --> 00:03:43.000]  沒有一個基督徒可以靠自己
[00:03:43.000 --> 00:03:48.000]  我們是需要其他人,其他代表姐妹
[00:03:48.000 --> 00:03:51.000]  你想像一下有一個營火
[00:03:51.000 --> 00:03:53.000]  燒得很紅的
[00:03:53.000 --> 00:03:55.000]  裏面當然有很多的柴,是不是?
[00:03:55.000 --> 00:03:59.000]  裏面有很多的木,很多的燃料
[00:03:59.000 --> 00:04:03.000]  如果你將其中一條柴放在一旁
[00:04:03.000 --> 00:04:04.000]  它還會不會燒?
[00:04:04.000 --> 00:04:06.000]  還可以燒的,是不是?
[00:04:06.000 --> 00:04:08.000]  但是燒了多久?
[00:04:08.000 --> 00:04:10.000]  燒得不久,是不是?
[00:04:10.000 --> 00:04:13.000]  那個就叫廢柴了,是不是?
[00:04:13.000 --> 00:04:15.000]  如果基督徒離開了群體的時候
[00:04:15.000 --> 00:04:17.000]  就會變成這樣
[00:04:17.000 --> 00:04:19.000]  你對上帝的熱心,你對上帝的信心
[00:04:19.000 --> 00:04:21.000]  慢慢慢慢就會消磨
[00:04:21.000 --> 00:04:22.000]  這是很自然的事,為什麼?
[00:04:22.000 --> 00:04:25.000]  因為聖經的信仰並非如此
[00:04:25.000 --> 00:04:27.000]  第四章這裡描述什麼呢?
[00:04:27.000 --> 00:04:28.000]  它多了一樣東西
[00:04:28.000 --> 00:04:35.000]  它說他們當中沒有一個是缺乏的
[00:04:35.000 --> 00:04:37.000]  沒有一個缺乏的
[00:04:37.000 --> 00:04:39.000]  這句話四章三十四節
[00:04:39.000 --> 00:04:41.000]  你找遍整本聖經
[00:04:41.000 --> 00:04:44.000]  只是出現在那個地方而已
[00:04:44.000 --> 00:04:46.000]  就是《新明記》第十五章
[00:04:46.000 --> 00:04:48.000]  《新明記》第十五章說什麼呢?
[00:04:48.000 --> 00:04:50.000]  上帝吩咐他的子民做什麼?
[00:04:50.000 --> 00:04:53.000]  他說你們中間是會有窮人的
[00:04:53.000 --> 00:04:55.000]  你們中間是會有需要的人的
[00:04:55.000 --> 00:04:59.000]  在你們中間必沒有窮人,為什麼?
[00:04:59.000 --> 00:05:03.000]  因為你們需要在你們當中去貢獻
[00:05:03.000 --> 00:05:04.000]  你這樣貢獻的時候
[00:05:04.000 --> 00:05:06.000]  因為耶和華就是給你這個產業
[00:05:06.000 --> 00:05:09.000]  耶和華就會大大賜福給你
[00:05:09.000 --> 00:05:11.000]  所以他說你們弟兄中間
[00:05:11.000 --> 00:05:13.000]  若有一個是貧窮的
[00:05:13.000 --> 00:05:15.000]  你不好的硬心
[00:05:15.000 --> 00:05:18.000]  你不要伸手不幫你貧窮的弟兄
[00:05:18.000 --> 00:05:21.000]  你要慷慨的解囊
[00:05:21.000 --> 00:05:23.000]  給他們的時候不要心痛
[00:05:23.000 --> 00:05:26.000]  這裡講得很真實
[00:05:26.000 --> 00:05:28.000]  貢獻給人家
[00:05:28.000 --> 00:05:29.000]  去到給錢出來
[00:05:29.000 --> 00:05:31.000]  當然是心痛,是不是?
[00:05:31.000 --> 00:05:33.000]  他說你不要這樣
[00:05:33.000 --> 00:05:37.000]  因為耶和華你的上帝在這事上
[00:05:37.000 --> 00:05:39.000]  在你一切所有工作所做的
[00:05:39.000 --> 00:05:42.000]  一定會賜福給你
[00:05:42.000 --> 00:05:44.000]  一定會賜福給你
[00:05:44.000 --> 00:05:45.000]  上下文就在說
[00:05:45.000 --> 00:05:47.000]  以色列文有一個律法
[00:05:47.000 --> 00:05:50.000]  這個律法叫做安息年的律法
[00:05:50.000 --> 00:05:52.000]  叫做Sabellical Year
[00:05:52.000 --> 00:05:55.000]  大家明白Sabellical Year是什麼事嗎?
[00:05:55.000 --> 00:05:57.000]  Sabellical Year就是每逢第七年的時候
[00:05:57.000 --> 00:05:59.000]  有一年是比較不同的
[00:05:59.000 --> 00:06:00.000]  那一年做了什麼呢?
[00:06:00.000 --> 00:06:02.000]  就是大家所謂安息
[00:06:02.000 --> 00:06:03.000]  休耕
[00:06:03.000 --> 00:06:04.000]  然後有一樣東西很重要的
[00:06:04.000 --> 00:06:06.000]  就是《生命記》十五章這裡所說的
[00:06:06.000 --> 00:06:10.000]  就是你要豁免其他人的債項
[00:06:10.000 --> 00:06:11.000]  讓整個社會
[00:06:11.000 --> 00:06:12.000]  整個社群
[00:06:12.000 --> 00:06:13.000]  能夠所謂Reset
[00:06:13.000 --> 00:06:15.000]  好像你用完一部電腦
[00:06:15.000 --> 00:06:16.000]  用了很久的時候
[00:06:16.000 --> 00:06:17.000]  你按個Reset
[00:06:17.000 --> 00:06:18.000]  然後叫它Shutdown
[00:06:18.000 --> 00:06:20.000]  再Restart過一樣
[00:06:20.000 --> 00:06:21.000]  上帝就說
[00:06:21.000 --> 00:06:22.000]  如果我的子民
[00:06:22.000 --> 00:06:24.000]  你們願意去守這個誡命的話
[00:06:24.000 --> 00:06:26.000]  上帝就會賜福給你們
[00:06:26.000 --> 00:06:29.000]  國中必定沒有窮人
[00:06:29.000 --> 00:06:32.000]  國行主就是去描述新約的教會
[00:06:32.000 --> 00:06:34.000]  他們耶路撒冷這個世的社群
[00:06:34.000 --> 00:06:35.000]  就用這樣的字眼
[00:06:35.000 --> 00:06:37.000]  為什麼呢?
[00:06:37.000 --> 00:06:39.000]  為什麼會在新約的時候
[00:06:39.000 --> 00:06:40.000]  耶路撒冷的教會
[00:06:40.000 --> 00:06:42.000]  是會用一個舊約的
[00:06:42.000 --> 00:06:43.000]  《生命記》的方法
[00:06:43.000 --> 00:06:46.000]  來去形容他們呢?
[00:06:46.000 --> 00:06:48.000]  原因就很簡單
[00:06:48.000 --> 00:06:50.000]  就因為identity的問題
[00:06:50.000 --> 00:06:51.000]  身份的問題
[00:06:51.000 --> 00:06:53.000]  就是新約的教會
[00:06:53.000 --> 00:06:55.000]  耶穌基督死而復活升天之後
[00:06:55.000 --> 00:06:57.000]  他們所組成的那個社群
[00:06:57.000 --> 00:07:00.000]  他們認為他們自己就是誰?
[00:07:00.000 --> 00:07:02.000]  就是上帝的子民
[00:07:02.000 --> 00:07:03.000]  跟舊約上帝的子民
[00:07:03.000 --> 00:07:06.000]  是連結在一起的
[00:07:06.000 --> 00:07:07.000]  同樣是成為
[00:07:07.000 --> 00:07:09.000]  The Chosen People of God
[00:07:09.000 --> 00:07:12.000]  是上帝的選民的一部分
[00:07:12.000 --> 00:07:14.000]  他這樣形容舊約
[00:07:14.000 --> 00:07:16.000]  也是這樣形容新約
[00:07:16.000 --> 00:07:17.000]  所以他們的名份
[00:07:17.000 --> 00:07:18.000]  他們的身份
[00:07:18.000 --> 00:07:22.000]  絕對是上帝的選民
[00:07:22.000 --> 00:07:24.000]  很多時候我們搞錯
[00:07:24.000 --> 00:07:26.000]  我們看今天的新聞的時候
[00:07:26.000 --> 00:07:27.000]  我們就覺得
[00:07:27.000 --> 00:07:29.000]  誰是上帝的選民?
[00:07:29.000 --> 00:07:31.000]  有猶太人血統的人
[00:07:31.000 --> 00:07:32.000]  對嗎?
[00:07:32.000 --> 00:07:33.000]  有猶太人血統
[00:07:33.000 --> 00:07:34.000]  在他們的生命裡面
[00:07:34.000 --> 00:07:36.000]  流著猶太人的血
[00:07:36.000 --> 00:07:38.000]  那幫人就是選民
[00:07:38.000 --> 00:07:39.000]  我們呢?
[00:07:39.000 --> 00:07:40.000]  就是什麼?
[00:07:40.000 --> 00:07:44.000]  我們可能不是那麼粗心
[00:07:44.000 --> 00:07:46.000]  或者我們不是那麼像選民
[00:07:46.000 --> 00:07:48.000]  是他們比較像
[00:07:48.000 --> 00:07:51.000]  聖經從頭到尾
[00:07:51.000 --> 00:07:52.000]  舊約至新約
[00:07:52.000 --> 00:07:53.000]  就是告訴我們
[00:07:53.000 --> 00:07:54.000]  在基督裡面的
[00:07:54.000 --> 00:07:57.000]  那幫就是神的選民
[00:07:57.000 --> 00:07:59.000]  我們就是神的選民
[00:07:59.000 --> 00:08:01.000]  你在基督的名下
[00:08:01.000 --> 00:08:03.000]  你信了耶穌基督的
[00:08:03.000 --> 00:08:05.000]  你就是屬於上帝所揀選的
[00:08:05.000 --> 00:08:08.000]  所鍾愛的那幫群體
[00:08:08.000 --> 00:08:09.000]  這就是使徒行傳
[00:08:09.000 --> 00:08:11.000]  為什麼描述當時教會的時候
[00:08:11.000 --> 00:08:12.000]  他就說有猶太人
[00:08:12.000 --> 00:08:14.000]  並且將來會有其他種族的
[00:08:14.000 --> 00:08:16.000]  所謂外邦人加入的
[00:08:16.000 --> 00:08:18.000]  這些都是絕絕對對
[00:08:18.000 --> 00:08:20.000]  神的選民
[00:08:20.000 --> 00:08:23.000]  所以你信耶穌的
[00:08:23.000 --> 00:08:26.000]  待會你回去照鏡
[00:08:26.000 --> 00:08:28.000]  你說什麼?
[00:08:28.000 --> 00:08:31.000]  我是上帝的選民
[00:08:31.000 --> 00:08:34.000]  因為耶穌基督的緣故
[00:08:34.000 --> 00:08:37.000]  你可以這樣想像
[00:08:37.000 --> 00:08:39.000]  你有沒有去過婚禮的宴席
[00:08:39.000 --> 00:08:41.000]  人家擺酒
[00:08:41.000 --> 00:08:44.000]  你不是家屬
[00:08:44.000 --> 00:08:45.000]  你坐在哪裡?
[00:08:45.000 --> 00:08:47.000]  25號桌子
[00:08:47.000 --> 00:08:49.000]  30號桌子
[00:08:49.000 --> 00:08:50.000]  50號桌子
[00:08:50.000 --> 00:08:51.000]  看看婚宴有多大
[00:08:51.000 --> 00:08:54.000]  你不會這麼愚蠢地走進去
[00:08:54.000 --> 00:08:56.000]  然後坐在主家席
[00:08:56.000 --> 00:08:57.000]  是嗎?
[00:08:57.000 --> 00:08:59.000]  就是現親現戚嗎?
[00:08:59.000 --> 00:09:00.000]  但是你可以想像
[00:09:00.000 --> 00:09:01.000]  你去到一個這樣的婚宴
[00:09:01.000 --> 00:09:03.000]  你坐在26號桌子
[00:09:03.000 --> 00:09:05.000]  偏馬就是偏去26號桌子
[00:09:05.000 --> 00:09:07.000]  然後跟一些人不認識的一起坐
[00:09:07.000 --> 00:09:08.000]  很沒趣吧?
[00:09:08.000 --> 00:09:10.000]  突然開席的時候
[00:09:10.000 --> 00:09:12.000]  主人家走過來跟你說
[00:09:12.000 --> 00:09:14.000]  他說你坐在主人家
[00:09:14.000 --> 00:09:16.000]  你坐在那裡幹什麼?
[00:09:16.000 --> 00:09:18.000]  你是屬於我們主人家的
[00:09:18.000 --> 00:09:20.000]  你會有什麼反應?
[00:09:20.000 --> 00:09:26.000]  當你是自己人
[00:09:26.000 --> 00:09:29.000]  你不會這麼愚蠢地走進去
[00:09:29.000 --> 00:09:32.000]  但是他真的當你是主人家
[00:09:32.000 --> 00:09:34.000]  禮金也給你
[00:09:34.000 --> 00:09:36.000]  有份分
[00:09:36.000 --> 00:09:37.000]  去不去?
[00:09:37.000 --> 00:09:39.000]  去吧
[00:09:39.000 --> 00:09:40.000]  這個就是聖經裡面所說的
[00:09:40.000 --> 00:09:41.000]  新約的教會
[00:09:41.000 --> 00:09:43.000]  在末世裡面
[00:09:43.000 --> 00:09:45.000]  所有相信耶穌基督的人
[00:09:45.000 --> 00:09:47.000]  是跟誰主家席?
[00:09:47.000 --> 00:09:49.000]  阿布拉罕
[00:09:49.000 --> 00:09:50.000]  約瑟
[00:09:50.000 --> 00:09:51.000]  雅各
[00:09:51.000 --> 00:09:52.000]  摩西
[00:09:52.000 --> 00:09:53.000]  大衛
[00:09:53.000 --> 00:09:54.000]  所有門
[00:09:54.000 --> 00:09:55.000]  等等等等
[00:09:55.000 --> 00:09:57.000]  舊約裡面所謂的列祖
[00:09:57.000 --> 00:09:59.000]  所有我們覺得
[00:09:59.000 --> 00:10:00.000]  他們的生命很吸引
[00:10:00.000 --> 00:10:02.000]  上帝揀選他們在地上
[00:10:02.000 --> 00:10:03.000]  有真正身份
[00:10:03.000 --> 00:10:06.000]  有神的子民的身份
[00:10:06.000 --> 00:10:07.000]  新約的教會
[00:10:07.000 --> 00:10:09.000]  就是因為耶穌基督所做的
[00:10:09.000 --> 00:10:10.000]  我們就成為了
[00:10:10.000 --> 00:10:14.000]  天國裡面地上的那幫人
[00:10:14.000 --> 00:10:15.000]  所以在我們中間
[00:10:15.000 --> 00:10:16.000]  沒有窮人
[00:10:16.000 --> 00:10:18.000]  你看到他們的刻畫
[00:10:18.000 --> 00:10:20.000]  描述當時的教會
[00:10:20.000 --> 00:10:23.000]  就是We are the people of God
[00:10:23.000 --> 00:10:25.000]  No one else
[00:10:25.000 --> 00:10:27.000]  我們屬於基督的
[00:10:27.000 --> 00:10:28.000]  我們就能夠
[00:10:28.000 --> 00:10:30.000]  經歷到上帝的恩典
[00:10:30.000 --> 00:10:33.000]  我們就能夠彼此的去分享
[00:10:33.000 --> 00:10:35.000]  就因為我們是一幫選民
[00:10:35.000 --> 00:10:36.000]  我們能夠這麼有付足
[00:10:36.000 --> 00:10:38.000]  有上帝這麼多的祝福的時候
[00:10:38.000 --> 00:10:40.000]  我們就能夠彼此的去分享
[00:10:40.000 --> 00:10:41.000]  這個就是第一世紀
[00:10:41.000 --> 00:10:42.000]  那個教會的
[00:10:42.000 --> 00:10:44.000]  所謂Selfie
[00:10:44.000 --> 00:10:45.000]  他們拍照的時候
[00:10:45.000 --> 00:10:47.000]  他們看到他們自己
[00:10:47.000 --> 00:10:50.000]  就是一幫上帝的子民
[00:10:50.000 --> 00:10:52.000]  所以他們中間會有窮人
[00:10:52.000 --> 00:10:54.000]  大概就是他們的生命裡面
[00:10:54.000 --> 00:10:55.000]  他們彼此分享裡面
[00:10:55.000 --> 00:10:56.000]  他們經歷到
[00:10:56.000 --> 00:10:57.000]  就是以前舊約裡面
[00:10:57.000 --> 00:10:59.000]  那種的美景
[00:10:59.000 --> 00:11:00.000]  他們現在作為選民
[00:11:00.000 --> 00:11:03.000]  他們同樣經歷到
[00:11:03.000 --> 00:11:04.000]  這個正是為什麼
[00:11:04.000 --> 00:11:06.000]  我們需要建立我們的教會
[00:11:06.000 --> 00:11:09.000]  我們需要去做這件事情
[00:11:09.000 --> 00:11:11.000]  就是叫奉獻
[00:11:11.000 --> 00:11:13.000]  昨天我們call team retreat
[00:11:13.000 --> 00:11:15.000]  我們的核心小組
[00:11:15.000 --> 00:11:17.000]  我們那幫執事
[00:11:17.000 --> 00:11:18.000]  我們有一個退休會
[00:11:18.000 --> 00:11:19.000]  我們就在這裡
[00:11:19.000 --> 00:11:21.000]  我們靈修
[00:11:21.000 --> 00:11:23.000]  我們大家禱告
[00:11:23.000 --> 00:11:25.000]  我們為了教會禱告
[00:11:25.000 --> 00:11:27.000]  特別到我們年中的時候
[00:11:27.000 --> 00:11:31.000]  我們有一個教會的財務的更新
[00:11:31.000 --> 00:11:33.000]  之前我們也講過
[00:11:33.000 --> 00:11:36.000]  我們的預算裡面
[00:11:36.000 --> 00:11:37.000]  我們每年的預算
[00:11:37.000 --> 00:11:39.000]  我們每個月
[00:11:39.000 --> 00:11:40.000]  我們需要的
[00:11:40.000 --> 00:11:43.000]  起碼是三萬八美金
[00:11:43.000 --> 00:11:46.000]  不是日子
[00:11:46.000 --> 00:11:47.000]  到六月的時候
[00:11:47.000 --> 00:11:49.000]  我們的奉獻支出
[00:11:49.000 --> 00:11:50.000]  我們算一算
[00:11:50.000 --> 00:11:51.000]  那個balance sheet
[00:11:51.000 --> 00:11:55.000]  就是我們欠了一萬九千元
[00:11:55.000 --> 00:11:56.000]  我們欠一萬九千元
[00:11:56.000 --> 00:11:58.000]  那你聽到這個號碼的時候
[00:11:58.000 --> 00:12:00.000]  你覺得怎麼樣
[00:12:00.000 --> 00:12:02.000]  你覺得OK
[00:12:02.000 --> 00:12:05.000]  還沒死嘛
[00:12:05.000 --> 00:12:06.000]  不過我們call team
[00:12:06.000 --> 00:12:08.000]  我們討論過有什麼策略
[00:12:08.000 --> 00:12:10.000]  我明白
[00:12:10.000 --> 00:12:12.000]  經濟好不好
[00:12:12.000 --> 00:12:17.000]  我明白經濟的物價是上漲的
[00:12:17.000 --> 00:12:19.000]  如果你是恆常奉獻的話
[00:12:19.000 --> 00:12:21.000]  我為你感恩
[00:12:21.000 --> 00:12:25.000]  十一奉獻是我們有的福分
[00:12:25.000 --> 00:12:27.000]  我知道物價高漲
[00:12:27.000 --> 00:12:28.000]  所以我們都希望
[00:12:28.000 --> 00:12:30.000]  其中一個策略就是
[00:12:30.000 --> 00:12:32.000]  我們希望我們的奉獻
[00:12:32.000 --> 00:12:34.000]  我們需要去再調整一下
[00:12:34.000 --> 00:12:35.000]  譬如我自己
[00:12:35.000 --> 00:12:38.000]  我會回去我自己銀行的奉獻
[00:12:38.000 --> 00:12:41.000]  我需要調高起碼二十個百分比
[00:12:41.000 --> 00:12:44.000]  才可以追得上所謂的inflation
[00:12:44.000 --> 00:12:47.000]  大家今時今日出街
[00:12:47.000 --> 00:12:49.000]  你都感覺到的
[00:12:49.000 --> 00:12:52.000]  吃這樣的東西要付這麼多錢
[00:12:52.000 --> 00:12:53.000]  一坐下來
[00:12:53.000 --> 00:12:57.000]  付貼士四十元五十元
[00:12:57.000 --> 00:12:59.000]  你們去Taku又是付這麼多
[00:12:59.000 --> 00:13:01.000]  大概都是這樣
[00:13:01.000 --> 00:13:03.000]  看你叫什麼
[00:13:03.000 --> 00:13:06.000]  我們物價上漲是現實
[00:13:06.000 --> 00:13:07.000]  同樣上帝的子民
[00:13:07.000 --> 00:13:08.000]  很多教會
[00:13:08.000 --> 00:13:10.000]  我們就需要去回應
[00:13:10.000 --> 00:13:13.000]  但如果你未開始有奉獻的操練
[00:13:13.000 --> 00:13:15.000]  未開始有奉獻的習慣的話
[00:13:15.000 --> 00:13:16.000]  我也為你祈禱
[00:13:16.000 --> 00:13:18.000]  我們主裡面是需要學習的
[00:13:18.000 --> 00:13:20.000]  因為耶穌說什麼
[00:13:20.000 --> 00:13:22.000]  耶穌說一個人不能夠侍奉兩個主
[00:13:22.000 --> 00:13:24.000]  要麼你侍奉主
[00:13:24.000 --> 00:13:28.000]  要麼你侍奉馬門金錢
[00:13:28.000 --> 00:13:31.000]  沒有兩個主可以選擇的
[00:13:31.000 --> 00:13:32.000]  這是其中一個策略
[00:13:32.000 --> 00:13:33.000]  我們弟兄姊妹
[00:13:33.000 --> 00:13:36.000]  需要去到活出我們
[00:13:36.000 --> 00:13:39.000]  上帝子民的身份
[00:13:39.000 --> 00:13:41.000]  另一個策略我們說過的
[00:13:41.000 --> 00:13:44.000]  我們討論了不少時間
[00:13:44.000 --> 00:13:47.000]  就是我們同工需要減薪
[00:13:47.000 --> 00:13:51.000]  當然我不希望做到這一步
[00:13:51.000 --> 00:13:53.000]  但我想告訴你
[00:13:53.000 --> 00:13:55.000]  通常大家做事知道
[00:13:55.000 --> 00:13:57.000]  你公司如果要減薪的話
[00:13:57.000 --> 00:13:59.000]  就是減誰
[00:13:59.000 --> 00:14:01.000]  就是減那些小的
[00:14:01.000 --> 00:14:03.000]  將那些小的layoff
[00:14:03.000 --> 00:14:05.000]  將他們裁員
[00:14:05.000 --> 00:14:07.000]  當然我們不希望做到這一步
[00:14:07.000 --> 00:14:10.000]  但我想告訴你
[00:14:10.000 --> 00:14:13.000]  我是work to talk的
[00:14:13.000 --> 00:14:15.000]  如果我們真的去到這一步
[00:14:15.000 --> 00:14:16.000]  我們沒有辦法的話
[00:14:16.000 --> 00:14:18.000]  如果要減薪的話
[00:14:18.000 --> 00:14:19.000]  我想告訴你
[00:14:19.000 --> 00:14:22.000]  是一定要先減我
[00:14:22.000 --> 00:14:23.000]  我就不會說
[00:14:23.000 --> 00:14:26.000]  那些小的我們將他們裁員
[00:14:26.000 --> 00:14:28.000]  然後我們保住大的
[00:14:28.000 --> 00:14:32.000]  因為這是一個不同的身份
[00:14:32.000 --> 00:14:34.000]  這是上帝的子民
[00:14:34.000 --> 00:14:39.000]  耶穌說「行頭的要行尾」
[00:14:39.000 --> 00:14:42.000]  「做大的要先做小的」
[00:14:42.000 --> 00:14:45.000]  我們希望是work to talk
[00:14:45.000 --> 00:14:46.000]  順帶一提
[00:14:46.000 --> 00:14:48.000]  我想去多謝那些
[00:14:48.000 --> 00:14:52.000]  芝加哥以外的成會的朋友
[00:14:52.000 --> 00:14:55.000]  他們久不久會有一些奉獻
[00:14:55.000 --> 00:14:58.000]  我真的非常感激
[00:14:58.000 --> 00:15:00.000]  但是我想說
[00:15:00.000 --> 00:15:01.000]  我們教會
[00:15:01.000 --> 00:15:04.000]  自己教會應該自己撐的
[00:15:04.000 --> 00:15:05.000]  對嗎?
[00:15:05.000 --> 00:15:07.000]  那些網上的朋友
[00:15:07.000 --> 00:15:09.000]  我們非常多謝你
[00:15:09.000 --> 00:15:11.000]  但是這個只不過對我們來說
[00:15:11.000 --> 00:15:13.000]  是一個bonus
[00:15:13.000 --> 00:15:16.000]  但是我們作為一個神的子民的身份
[00:15:16.000 --> 00:15:18.000]  應該是要怎樣去做?
[00:15:18.000 --> 00:15:20.000]  自己教會
[00:15:20.000 --> 00:15:22.000]  自己撐
[00:15:22.000 --> 00:15:23.000]  自己撐
[00:15:23.000 --> 00:15:26.000]  我自己也是這樣的
[00:15:26.000 --> 00:15:30.000]  我會調節一下我自己的lifestyle
[00:15:30.000 --> 00:15:32.000]  就是我會節儉一點
[00:15:32.000 --> 00:15:33.000]  吃少一點
[00:15:33.000 --> 00:15:35.000]  無所謂
[00:15:35.000 --> 00:15:38.000]  以至有什麼目的?
[00:15:38.000 --> 00:15:39.000]  以至我有餘
[00:15:39.000 --> 00:15:42.000]  我能夠祝福其他同工
[00:15:42.000 --> 00:15:44.000]  其他人
[00:15:44.000 --> 00:15:47.000]  在一個這樣的經濟狀況裡面
[00:15:47.000 --> 00:15:49.000]  我們是需要做一些調節的
[00:15:49.000 --> 00:15:52.000]  This is reality
[00:15:52.000 --> 00:15:53.000]  這個不是新鮮的東西
[00:15:53.000 --> 00:15:54.000]  舊弱至新弱
[00:15:54.000 --> 00:15:55.000]  所有神的子民
[00:15:55.000 --> 00:15:57.000]  都會經歷很多起起伏伏
[00:15:57.000 --> 00:15:58.000]  不同的帝國
[00:15:58.000 --> 00:15:59.000]  不同的時間
