
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 各位朋友平安
[00:03:07.500 --> 00:03:11.500]  這本譯本裏面就加了一個標題
[00:03:11.500 --> 00:03:17.500]  就是大衛逃避阿沙隆的時候他作的
[00:03:17.500 --> 00:03:20.500]  阿沙隆大家都很熟的
[00:03:20.500 --> 00:03:25.500]  就是大衛很愛很愛的其中一個兒子
[00:03:25.500 --> 00:03:28.500]  大家都知道大衛有很多兒子
[00:03:28.500 --> 00:03:31.500]  因為阿沙隆很英俊
[00:03:31.500 --> 00:03:35.500]  他還留了一筆很長的頭髮
[00:03:35.500 --> 00:03:38.500]  但他很愛這個兒子
[00:03:38.500 --> 00:03:42.500]  很期望他將來能夠有出息
[00:03:42.500 --> 00:03:47.500]  誰不知他最愛的兒子就半變
[00:03:47.500 --> 00:03:49.500]  就迫害父親
[00:03:49.500 --> 00:03:52.500]  所以大衛甚至要逃跑
[00:03:52.500 --> 00:03:54.500]  逃跑得很慘
[00:03:54.500 --> 00:03:57.500]  因為阿沙隆太熟悉他爸爸
[00:03:57.500 --> 00:04:00.500]  因為他知道他爸爸是一位戰士
[00:04:00.500 --> 00:04:02.500]  很能打仗的
[00:04:02.500 --> 00:04:06.500]  你不是用普通的將領
[00:04:06.500 --> 00:04:08.500]  可以對付大衛的
[00:04:08.500 --> 00:04:12.500]  你一定要有一些很精銳的勇士
[00:04:12.500 --> 00:04:14.500]  很精銳的將士
[00:04:14.500 --> 00:04:16.500]  否則你打不到大衛
[00:04:16.500 --> 00:04:20.500]  而且他要置大衛於死命
[00:04:20.500 --> 00:04:23.500]  因為這樣才可以滅絕大衛
[00:04:23.500 --> 00:04:25.500]  他自己來作王
[00:04:25.500 --> 00:04:29.500]  所以大衛逃避他最愛的兒子
[00:04:29.500 --> 00:04:34.500]  第一,他心疼我最愛的兒子
[00:04:34.500 --> 00:04:38.500]  竟然現在調轉槍頭對付我
[00:04:38.500 --> 00:04:41.500]  我心裡痛得不得了
[00:04:41.500 --> 00:04:43.500]  第二,他很苦
[00:04:43.500 --> 00:04:46.500]  因為阿沙隆用各種方法
[00:04:46.500 --> 00:04:49.500]  將大衛逼到一個牆角
[00:04:49.500 --> 00:04:52.500]  他走投無路
[00:04:52.500 --> 00:04:55.500]  心中極度痛苦
[00:04:55.500 --> 00:04:58.500]  各位,我不知道在你們的生命裡
[00:04:58.500 --> 00:05:01.500]  你們有沒有試過走投無路
[00:05:01.500 --> 00:05:04.500]  四周圍都是困境
[00:05:04.500 --> 00:05:07.500]  誰去救我
[00:05:07.500 --> 00:05:11.500]  有時我們所謂在困境裡
[00:05:11.500 --> 00:05:13.500]  在絕望裡
[00:05:13.500 --> 00:05:17.500]  我們唯一就是舉目望天
[00:05:17.500 --> 00:05:21.500]  向我們的神去呼求
[00:05:21.500 --> 00:05:24.500]  所以這篇詩非常之寶貴
[00:05:24.500 --> 00:05:26.500]  這篇詩很短
[00:05:26.500 --> 00:05:29.500]  一共只有十二節
[00:05:29.500 --> 00:05:34.500]  我將這十二節分成兩個段落
[00:05:34.500 --> 00:05:38.500]  第一節到第六節是第一段
[00:05:38.500 --> 00:05:40.500]  我給它一個題目
[00:05:40.500 --> 00:05:44.500]  就是「幽暗籠罩」
[00:05:44.500 --> 00:05:49.500]  今天剛好天氣不是太好
[00:05:49.500 --> 00:05:52.500]  現在大家望出去海那裡
[00:05:52.500 --> 00:05:55.500]  都看到是暗暗的
[00:05:55.500 --> 00:05:57.500]  但很感謝神
[00:05:57.500 --> 00:06:01.500]  希望一會兒陽光就出現
[00:06:01.500 --> 00:06:05.500]  因為現在的時間是早上七點多
[00:06:05.500 --> 00:06:08.500]  剛好是日出的時候
[00:06:08.500 --> 00:06:10.500]  而第二個段落
[00:06:10.500 --> 00:06:13.500]  由第七節到十二節
[00:06:13.500 --> 00:06:15.500]  就是後那六節聖經
[00:06:15.500 --> 00:06:19.500]  我就叫它做「曙光初露」
[00:06:19.500 --> 00:06:21.500]  一邊是黑暗
[00:06:21.500 --> 00:06:23.500]  幽暗籠罩
[00:06:23.500 --> 00:06:25.500]  幽暗掌權
[00:06:25.500 --> 00:06:29.500]  另外一邊就是曙光初現
[00:06:29.500 --> 00:06:31.500]  我希望一會兒大家看到
[00:06:31.500 --> 00:06:35.500]  這邊手就有陽光出來
[00:06:35.500 --> 00:06:37.500]  當陽光出來
[00:06:37.500 --> 00:06:39.500]  你發覺你就會溫暖了
[00:06:39.500 --> 00:06:41.500]  當陽光出來
[00:06:41.500 --> 00:06:44.500]  你就會覺得很璀璨
[00:06:44.500 --> 00:06:48.500]  很美麗的神氣出現
[00:06:48.500 --> 00:06:50.500]  各位原來在我們的人生裡
[00:06:50.500 --> 00:06:54.500]  有時我們都覺得黑到不得了
[00:06:54.500 --> 00:06:58.500]  我們廣東話的俗語很好
[00:06:58.500 --> 00:07:00.500]  為什麼這麼黑
[00:07:00.500 --> 00:07:02.500]  真的很黑
[00:07:02.500 --> 00:07:05.500]  但有時候當我們呼求神
[00:07:05.500 --> 00:07:08.500]  當我們去尋找神的時候
[00:07:08.500 --> 00:07:10.500]  就曙光出現了
[00:07:10.500 --> 00:07:13.500]  好,現在就讓我們一齊開始
[00:07:13.500 --> 00:07:17.500]  來看詩篇143篇
[00:07:17.500 --> 00:07:21.500]  耶和華求你聽我的聲音
[00:07:21.500 --> 00:07:23.500]  聽我的禱告
[00:07:23.500 --> 00:07:26.500]  留心聽我的懇求
[00:07:26.500 --> 00:07:33.500]  憑你的信實和公義去應允我
[00:07:33.500 --> 00:07:36.500]  我們基督徒時時都向神祈禱
[00:07:36.500 --> 00:07:39.500]  但有時我們心裡也有一個疑問
[00:07:39.500 --> 00:07:43.500]  有某件事我求求求求了很久
[00:07:43.500 --> 00:07:46.500]  為什麼神你好像不聽
[00:07:46.500 --> 00:07:48.500]  沒有動靜
[00:07:48.500 --> 00:07:50.500]  祈禱了一個星期
[00:07:50.500 --> 00:07:52.500]  你都好像沒有動靜
[00:07:52.500 --> 00:07:54.500]  祈禱了一個月
[00:07:54.500 --> 00:07:55.500]  你都好像沒有動靜
[00:07:55.500 --> 00:07:59.500]  甚至我祈禱了一年一年
[00:07:59.500 --> 00:08:02.500]  神啊,你都好像沒有動靜一樣
[00:08:02.500 --> 00:08:06.500]  所以詩人大衛在第一節一開聲
[00:08:06.500 --> 00:08:08.500]  他就說:耶和華啊
[00:08:08.500 --> 00:08:12.500]  求你聽我的祈禱,麻煩你了
[00:08:12.500 --> 00:08:15.500]  留心聽我的懇求
[00:08:15.500 --> 00:08:19.500]  留心這個字就有張耳朵給了過去
[00:08:19.500 --> 00:08:21.500]  有時我們說悄悄話
[00:08:21.500 --> 00:08:23.500]  你過來過來,我和你說一個秘密
[00:08:23.500 --> 00:08:25.500]  你千萬不要告訴別人
[00:08:25.500 --> 00:08:27.500]  其實你很快就會告訴別人
[00:08:27.500 --> 00:08:30.500]  因為你要留心聽
[00:08:30.500 --> 00:08:33.500]  給我你的耳朵
[00:08:33.500 --> 00:08:36.500]  叫過去,你說什麼話,說大聲一點
[00:08:36.500 --> 00:08:41.500]  我們有時會這樣側耳聽我的祈禱
[00:08:41.500 --> 00:08:44.500]  大衛說:神啊,你叫你的耳朵過來
[00:08:44.500 --> 00:08:46.500]  或者我接近你的耳朵
[00:08:46.500 --> 00:08:48.500]  我要告訴你,你聽到
[00:08:48.500 --> 00:08:50.500]  你聽我的祈禱
[00:08:50.500 --> 00:08:53.500]  你英文,你答應我的祈禱
[00:08:53.500 --> 00:08:55.500]  一個很迫切的心
[00:08:55.500 --> 00:08:58.500]  懺悔詩就是這樣
[00:08:58.500 --> 00:09:01.500]  來到神的面前好像要掌摑他
[00:09:01.500 --> 00:09:03.500]  神啊,為什麼你還不答應我呢?
[00:09:03.500 --> 00:09:05.500]  神啊,你什麼時候救不安呢?
[00:09:05.500 --> 00:09:08.500]  我現在真的被仇敵攻擊得很慘
[00:09:08.500 --> 00:09:11.500]  第二節那裡怎麼說呢?
[00:09:11.500 --> 00:09:14.500]  求你不要審問僕人
[00:09:14.500 --> 00:09:18.500]  因為在你面前凡是活著的人
[00:09:18.500 --> 00:09:21.500]  沒有一個是異的
[00:09:21.500 --> 00:09:25.500]  我不知道你覺得自己是不是異人呢?
[00:09:25.500 --> 00:09:30.500]  有時我發覺基督徒很容易自以為是
[00:09:30.500 --> 00:09:32.500]  我已經得救了
[00:09:32.500 --> 00:09:35.500]  神赦免了我一切的罪
[00:09:35.500 --> 00:09:39.500]  但其實我們的罪仍然纏累著我們
[00:09:39.500 --> 00:09:41.500]  大衛很坦白
[00:09:41.500 --> 00:09:44.500]  他說我們每一個人在神面前
[00:09:44.500 --> 00:09:47.500]  沒有人是異人
[00:09:47.500 --> 00:09:52.500]  我曾經聽過國文詞牧師解釋
[00:09:52.500 --> 00:09:56.500]  保羅在提摩泰書信裡面有說
[00:09:56.500 --> 00:09:58.500]  在罪人當中
[00:09:58.500 --> 00:10:01.500]  我是一個罪魁禍首
[00:10:01.500 --> 00:10:04.500]  保羅寫這個字眼的時候
[00:10:04.500 --> 00:10:09.500]  他是用現在進行式
[00:10:09.500 --> 00:10:13.500]  你說以前保羅就是逼迫基督徒
[00:10:13.500 --> 00:10:18.500]  在上大馬式他就要拿文書去拉基督徒
[00:10:18.500 --> 00:10:20.500]  那時候他當然是罪魁禍首
[00:10:20.500 --> 00:10:23.500]  他這麼惡
[00:10:23.500 --> 00:10:27.500]  但當保羅晚年
[00:10:27.500 --> 00:10:33.500]  他寫信給他屬靈的兒子提摩泰的時候
[00:10:33.500 --> 00:10:36.500]  他仍然說在罪人當中
[00:10:36.500 --> 00:10:38.500]  我是最貼地
[00:10:38.500 --> 00:10:41.500]  最壞到貼地的罪人
[00:10:41.500 --> 00:10:45.500]  罪人當中的罪魁禍首
[00:10:45.500 --> 00:10:49.500]  各位原來犯罪是現在式
[00:10:49.500 --> 00:10:52.500]  我們都得罪神
[00:10:52.500 --> 00:10:54.500]  我都得罪神
[00:10:54.500 --> 00:10:56.500]  作為牧師我都得罪神
[00:10:56.500 --> 00:10:58.500]  有誰沒有罪
[00:10:58.500 --> 00:11:01.500]  我們每個人都是罪人
[00:11:01.500 --> 00:11:04.500]  所以在神面前沒有一個異人
[00:11:04.500 --> 00:11:08.500]  我們在公義聖潔光明的神面前
[00:11:08.500 --> 00:11:11.500]  是沒有人站立得住的
[00:11:11.500 --> 00:11:13.500]  如果不是神的憐憫
[00:11:13.500 --> 00:11:18.500]  我們基本上沒有辦法來到神的面前
[00:11:18.500 --> 00:11:21.500]  所以大衛很清晰知道
[00:11:21.500 --> 00:11:24.500]  在神面前沒有一個異人
[00:11:24.500 --> 00:11:28.500]  第三節原來受敵在逼迫我
[00:11:28.500 --> 00:11:31.500]  將我打倒在地
[00:11:31.500 --> 00:11:35.500]  使我住在幽暗之處
[00:11:35.500 --> 00:11:40.500]  好像死了許久的人一樣
[00:11:40.500 --> 00:11:43.500]  原來敵人打倒我
[00:11:43.500 --> 00:11:44.500]  我好像死了
[00:11:44.500 --> 00:11:46.500]  不是死了一陣子
[00:11:46.500 --> 00:11:47.500]  死了很久
[00:11:47.500 --> 00:11:50.500]  死透了
[00:11:50.500 --> 00:11:54.500]  大家都知道耶穌叫拉撒路
[00:11:54.500 --> 00:11:56.500]  從死裡復活
[00:11:56.500 --> 00:11:59.500]  拉撒路死了多少天呢?
[00:11:59.500 --> 00:12:01.500]  死了三天
[00:12:01.500 --> 00:12:05.500]  當時馬大和瑪利亞說
[00:12:05.500 --> 00:12:08.500]  你不要去看他的屍體
[00:12:08.500 --> 00:12:10.500]  他已經臭了
[00:12:10.500 --> 00:12:13.500]  一個人死了幾天
[00:12:13.500 --> 00:12:15.500]  屍體就會發臭
[00:12:15.500 --> 00:12:18.500]  何況死了很久
[00:12:18.500 --> 00:12:22.500]  死到鐵皮了
[00:12:22.500 --> 00:12:24.500]  死透了
[00:12:24.500 --> 00:12:28.500]  但是我們的神能夠施以拯救
[00:12:28.500 --> 00:12:32.500]  所以大衛在這裡第一到第三節
[00:12:32.500 --> 00:12:35.500]  是承認自己的罪
[00:12:35.500 --> 00:12:38.500]  然後由第四到第六節
[00:12:38.500 --> 00:12:43.500]  是追念神過去的恩
[00:12:43.500 --> 00:12:46.500]  我們自己真的有很多的罪
[00:12:46.500 --> 00:12:49.500]  但是神有恩典
[00:12:49.500 --> 00:12:51.500]  我們看第四節
[00:12:51.500 --> 00:12:55.500]  所以我的靈在我裡面發轟
[00:12:55.500 --> 00:13:01.500]  我的心在我裡面淒慘
[00:13:01.500 --> 00:13:06.500]  我讀詩篇很少見到用淒慘這個字
[00:13:06.500 --> 00:13:11.500]  我們中文聖經就翻譯成淒慘
[00:13:11.500 --> 00:13:16.500]  大衛真的覺得自己很慘
[00:13:16.500 --> 00:13:19.500]  被自己的兒子追殺
[00:13:19.500 --> 00:13:21.500]  周圍走
[00:13:21.500 --> 00:13:23.500]  又躲在這裡躲在那裡
[00:13:23.500 --> 00:13:25.500]  他還可能要想下
[00:13:25.500 --> 00:13:27.500]  下一次又躲去哪裡
[00:13:27.500 --> 00:13:29.500]  真的很淒慘
[00:13:29.500 --> 00:13:30.500]  第五節
[00:13:30.500 --> 00:13:33.500]  我追想古時之人
[00:13:33.500 --> 00:13:36.500]  思想你的一切作為
[00:13:36.500 --> 00:13:41.500]  默念你手的工作
[00:13:41.500 --> 00:13:44.500]  他就想起神過去
[00:13:44.500 --> 00:13:47.500]  給他很豐富的恩典
[00:13:47.500 --> 00:13:50.500]  過去神有很多的作為
[00:13:50.500 --> 00:13:53.500]  過去神很愛他
[00:13:53.500 --> 00:13:55.500]  神奇妙的作為
[00:13:55.500 --> 00:13:57.500]  每每第五節
[00:13:57.500 --> 00:14:00.500]  都是我們基督徒很需要掌握住的
[00:14:00.500 --> 00:14:02.500]  當你在困難的時候
[00:14:02.500 --> 00:14:06.500]  你想想過去神的恩典
[00:14:06.500 --> 00:14:09.500]  我曾經體會過
[00:14:09.500 --> 00:14:11.500]  我曾經經歷過
[00:14:11.500 --> 00:14:16.500]  我們都知道教會很喜歡說見證
[00:14:16.500 --> 00:14:18.500]  叫大家說見證
[00:14:18.500 --> 00:14:21.500]  你有什麼恩典可以數算
[00:14:21.500 --> 00:14:24.500]  有時我們說回幾年前
[00:14:24.500 --> 00:14:27.500]  三年前神如何祝福我
[00:14:27.500 --> 00:14:30.500]  五年前我又經歷了什麼
[00:14:30.500 --> 00:14:31.500]  不是
[00:14:31.500 --> 00:14:33.500]  是昨天
[00:14:33.500 --> 00:14:34.500]  是前天
[00:14:34.500 --> 00:14:35.500]  是這個星期
[00:14:35.500 --> 00:14:36.500]  是新鮮的
[00:14:36.500 --> 00:14:40.500]  當你追念神過去的作為的時候
[00:14:40.500 --> 00:14:45.500]  應該時時都感受到神的恩典
[00:14:45.500 --> 00:14:47.500]  第六節
[00:14:47.500 --> 00:14:50.500]  我向你舉手
[00:14:50.500 --> 00:14:53.500]  我的心渴想你
[00:14:53.500 --> 00:14:59.500]  好像乾旱之地盼雨一樣
[00:14:59.500 --> 00:15:04.500]  我不知道你有沒有舉手向神祈禱
[00:15:04.500 --> 00:15:07.500]  然後他說我渴想你
[00:15:07.500 --> 00:15:14.500]  好像乾旱的地盼望有雨下來一樣
[00:15:14.500 --> 00:15:19.500]  有時我們見到有些地方乾旱
[00:15:19.500 --> 00:15:24.500]  田地我們有一個形容就是龜裂
[00:15:24.500 --> 00:15:27.500]  裂開了一塊塊
[00:15:27.500 --> 00:15:31.500]  如果泥土濕是很滋潤的
[00:15:31.500 --> 00:15:36.500]  但由於那個地方太久沒有下雨
[00:15:36.500 --> 00:15:40.500]  就乾了整塊地硬的
[00:15:40.500 --> 00:15:43.500]  根本上種不到東西
[00:15:43.500 --> 00:15:45.500]  怎麼辦?
[00:15:45.500 --> 00:15:46.500]  各位
[00:15:46.500 --> 00:15:50.500]  會不會有時我們的心靈都很枯乾?
[00:15:50.500 --> 00:15:54.500]  我們渴望神的恩雨大降
[00:15:54.500 --> 00:15:57.500]  神聖靈在我們心裏工作
[00:15:57.500 --> 00:16:00.500]  眺望我們復興
[00:16:00.500 --> 00:16:06.500]  這就是詩篇143篇的第一到第六節
[00:16:06.500 --> 00:16:08.500]  是第一個段落
[00:16:08.500 --> 00:16:13.500]  描寫黑暗籠罩
[00:16:13.500 --> 00:16:15.500]  幽暗籠罩
[00:16:15.500 --> 00:16:17.500]  幽暗掌權
[00:16:17.500 --> 00:16:22.500]  在詩篇第六節結束的時候
[00:16:22.500 --> 00:16:24.500]  就出現兩個字
[00:16:24.500 --> 00:16:26.500]  叫做「細拉」
[00:16:26.500 --> 00:16:28.500]  有些基督徒都問
[00:16:28.500 --> 00:16:32.500]  到底詩篇裏面的「細拉」是什麼意思呢?
[00:16:32.500 --> 00:16:33.500]  有人解釋
[00:16:33.500 --> 00:16:38.500]  就好像樂譜裏面的一個休止符
[00:16:38.500 --> 00:16:40.500]  大家都知道唱歌
[00:16:40.500 --> 00:16:42.500]  唱到某些段落
[00:16:42.500 --> 00:16:45.500]  就好像突然之間要停頓一下
[00:16:45.500 --> 00:16:48.500]  即是等下一個段落
[00:16:48.500 --> 00:16:50.500]  一個新段落的開始
[00:16:50.500 --> 00:16:53.500]  好像一首交響樂曲
[00:16:53.500 --> 00:16:55.500]  有第一個樂章停一停
[00:16:55.500 --> 00:16:58.500]  有第二個樂章停一停
[00:16:58.500 --> 00:17:00.500]  有第三個樂章停一停
[00:17:00.500 --> 00:17:03.500]  所以第六節那裏稍微停一停
[00:17:03.500 --> 00:17:05.500]  就開始一個新的段落
[00:17:05.500 --> 00:17:07.500]  由第七節到十二節
[00:17:07.500 --> 00:17:09.500]  一個新的段落
[00:17:09.500 --> 00:17:11.500]  我幫它起一個名字
[00:17:11.500 --> 00:17:14.500]  就叫做「曙光初露」
[00:17:14.500 --> 00:17:16.500]  神氣要出現了
[00:17:16.500 --> 00:17:18.500]  盼望要出現了
[00:17:18.500 --> 00:17:21.500]  在第七節那裏怎樣說呢?
[00:17:21.500 --> 00:17:25.500]  「耶和華,求你速速應允我」
[00:17:25.500 --> 00:17:28.500]  「我的心神耗盡了」
[00:17:28.500 --> 00:17:31.500]  「不要向我掩面」
[00:17:31.500 --> 00:17:36.500]  「免得我像那些下坑的人」
[00:17:36.500 --> 00:17:44.500]  「大衛心信神就會聽他們的」
[00:17:44.500 --> 00:17:46.500]  「你速速應承我」
[00:17:46.500 --> 00:17:48.500]  「不要再等了,快點」
[00:17:48.500 --> 00:17:52.500]  「求你因為我的心神耗盡」
[00:17:52.500 --> 00:17:55.500]  「求你不要遮著臉不看我」
[00:17:55.500 --> 00:18:00.500]  「免得我像那些跌下坑的人」
[00:18:00.500 --> 00:18:01.500]  大家都知道
[00:18:01.500 --> 00:18:03.500]  如果你走到一個懸崖
[00:18:03.500 --> 00:18:06.500]  你再走出一點就跌下去了
[00:18:06.500 --> 00:18:08.500]  好像前面有個深溝
[00:18:08.500 --> 00:18:10.500]  你走到邊緣
[00:18:10.500 --> 00:18:13.500]  你再走就跌下去了
[00:18:13.500 --> 00:18:15.500]  「不要使我像下坑的人」
[00:18:15.500 --> 00:18:17.500]  第八節
[00:18:17.500 --> 00:18:22.500]  「求你使我清晨得聽你慈愛之言」
[00:18:22.500 --> 00:18:25.500]  「因為我倚靠你」
[00:18:25.500 --> 00:18:29.500]  「求你使我知道當行的路」
[00:18:29.500 --> 00:18:33.500]  「因為我的心仰望」
[00:18:33.500 --> 00:18:38.500]  你知不知道自己要走哪條路呢?
[00:18:38.500 --> 00:18:41.500]  特別你去到一個陌生的地方
[00:18:41.500 --> 00:18:43.500]  有些開車的人
[00:18:43.500 --> 00:18:45.500]  「哎呀,我不認得那裡」
[00:18:45.500 --> 00:18:46.500]  「到底走哪條路?」
[00:18:46.500 --> 00:18:48.500]  當然現在很方便
[00:18:48.500 --> 00:18:52.500]  有GPS或者你用你的手機
[00:18:52.500 --> 00:18:54.500]  Google Map
[00:18:54.500 --> 00:18:55.500]  我就知道
[00:18:55.500 --> 00:18:57.500]  甚至有時候我們走路
[00:18:57.500 --> 00:18:59.500]  也有些人打開了手機
[00:18:59.500 --> 00:19:03.500]  就指引我走哪條路
[00:19:03.500 --> 00:19:08.500]  我們很需要知道當行的路
[00:19:08.500 --> 00:19:11.500]  而且這裡說「早晨」
[00:19:11.500 --> 00:19:17.500]  「求你使我清晨得聽你慈愛之言」
[00:19:17.500 --> 00:19:19.500]  所以很多時候我們說
[00:19:19.500 --> 00:19:21.500]  我們要「神庚」
[00:19:21.500 --> 00:19:23.500]  甚麼叫「神庚」呢?
[00:19:23.500 --> 00:19:26.500]  就是早上我們抽一點時間出來
[00:19:26.500 --> 00:19:28.500]  我們去安靜在神面前
[00:19:28.500 --> 00:19:30.500]  我們聽祂的話
[00:19:30.500 --> 00:19:32.500]  我們讀聖經
[00:19:32.500 --> 00:19:33.500]  我們祈禱
[00:19:33.500 --> 00:19:34.500]  我們默想
[00:19:34.500 --> 00:19:36.500]  我們向神禱告
[00:19:36.500 --> 00:19:38.500]  當然我知道現代人
[00:19:38.500 --> 00:19:40.500]  因為太晚睡
[00:19:40.500 --> 00:19:42.500]  第二天早上起床
[00:19:42.500 --> 00:19:45.500]  趕趕趕就趕著出門
[00:19:45.500 --> 00:19:46.500]  塞車
[00:19:46.500 --> 00:19:48.500]  趕著上班
[00:19:48.500 --> 00:19:50.500]  「神庚」好像很難
[00:19:50.500 --> 00:19:53.500]  「晚禱」又難
[00:19:53.500 --> 00:19:55.500]  因為回去累到傻了
[00:19:55.500 --> 00:19:57.500]  一踏下床就睡了
[00:19:57.500 --> 00:19:59.500]  所以我們現代人
[00:19:59.500 --> 00:20:02.500]  很少有靈修
[00:20:02.500 --> 00:20:03.500]  很少讀經
[00:20:03.500 --> 00:20:05.500]  很少親近神
[00:20:05.500 --> 00:20:08.500]  我們損失很大
[00:20:08.500 --> 00:20:09.500]  所以各位
[00:20:09.500 --> 00:20:12.500]  我們必須要清早起來
[00:20:12.500 --> 00:20:14.500]  先親近神
[00:20:14.500 --> 00:20:18.500]  我平時很早睡
[00:20:18.500 --> 00:20:23.500]  早上四、五點就起床
[00:20:23.500 --> 00:20:24.500]  有些人說
[00:20:24.500 --> 00:20:26.500]  劉慧詩你不用睡
[00:20:26.500 --> 00:20:28.500]  這麼早起床
[00:20:28.500 --> 00:20:30.500]  但因為我早睡
[00:20:30.500 --> 00:20:32.500]  就補熟
[00:20:32.500 --> 00:20:35.500]  就發覺早上的時間很好用
[00:20:35.500 --> 00:20:38.500]  我可以用很多時間去
[00:20:38.500 --> 00:20:40.500]  敬拜神
[00:20:40.500 --> 00:20:44.500]  聽一些修行的詩歌
[00:20:44.500 --> 00:20:45.500]  歌詞
[00:20:45.500 --> 00:20:47.500]  各類不同的詩歌
[00:20:47.500 --> 00:20:48.500]  然後讀聖經
[00:20:48.500 --> 00:20:50.500]  然後默想神的話
[00:20:50.500 --> 00:20:54.500]  「神庚」真的給我很大的幫助
[00:20:54.500 --> 00:20:57.500]  所以讓我們清晨去聽
[00:20:57.500 --> 00:21:00.500]  祢慈愛的言語
[00:21:00.500 --> 00:21:01.500]  所以第七、第八節
[00:21:01.500 --> 00:21:03.500]  講到神的顯現
[00:21:03.500 --> 00:21:05.500]  神向我們講說話
[00:21:05.500 --> 00:21:07.500]  然後第九、第十節
[00:21:07.500 --> 00:21:09.500]  講到神的指引
[00:21:09.500 --> 00:21:11.500]  神會顯現
[00:21:11.500 --> 00:21:12.500]  神會指引
[00:21:12.500 --> 00:21:14.500]  第九節那裡怎麼說呢?
[00:21:14.500 --> 00:21:18.500]  耶和華求祢救我脫離我的受敵
[00:21:18.500 --> 00:21:22.500]  我往哪裡藏身呢?
[00:21:22.500 --> 00:21:24.500]  第十節
[00:21:24.500 --> 00:21:28.500]  求祢指教我遵行祢的旨意
[00:21:28.500 --> 00:21:31.500]  因祢是我的神
[00:21:31.500 --> 00:21:34.500]  我的靈本為善
[00:21:34.500 --> 00:21:38.500]  求祢引我去到平坦
[00:21:38.500 --> 00:21:41.500]  平坦之地
[00:21:41.500 --> 00:21:45.500]  神會指引我們前面的路
[00:21:45.500 --> 00:21:48.500]  你有沒有依靠祂
[00:21:48.500 --> 00:21:50.500]  祂是信實
