
[00:00:00.000 --> 00:00:02.140]  領姊妹主內平安
[00:01:52.140 --> 00:01:54.340]  請請我讀出今日的經文
[00:01:54.340 --> 00:01:59.120]  《貼撒羅尼加前書》二章一至十二節
[00:02:24.340 --> 00:02:26.340]  (廣東話)
[00:02:54.340 --> 00:02:58.040]  只在你們中間傳溫柔、傳心溫柔
[00:02:58.040 --> 00:03:02.040]  如同母親養自己的孩子
[00:03:02.040 --> 00:03:04.040]  我們既是這樣愛你們
[00:03:04.040 --> 00:03:07.040]  不但願意將神的福音給你們
[00:03:07.040 --> 00:03:10.040]  連自己的性命也願意給你們
[00:03:10.040 --> 00:03:13.040]  因你們是我們所疼愛的
[00:03:13.040 --> 00:03:14.040]  弟兄們
[00:03:14.040 --> 00:03:17.340]  你們紀念我們的辛勞、辛苦勞碌
[00:03:17.340 --> 00:03:18.740]  晝夜做工
[00:03:18.740 --> 00:03:20.740]  傳神的福音給你們
[00:03:20.740 --> 00:03:24.240]  免得叫你們一人受累
[00:03:24.240 --> 00:03:26.240]  我們向你們信主的人
[00:03:26.240 --> 00:03:28.740]  是何等聖潔、公義
[00:03:28.740 --> 00:03:29.840]  無可指責
[00:03:29.840 --> 00:03:31.240]  有你們作見證
[00:03:31.240 --> 00:03:33.240]  也有神作見證
[00:03:33.240 --> 00:03:34.540]  你們也曉得
[00:03:34.540 --> 00:03:37.540]  我們怎樣勸勉你們、安慰你們
[00:03:37.540 --> 00:03:39.140]  祝福你們各人
[00:03:39.140 --> 00:03:42.240]  好像父親待自己的兒女一樣
[00:03:42.240 --> 00:03:44.640]  要叫你們行事對得起
[00:03:44.640 --> 00:03:46.440]  那召你們進他國
[00:03:46.440 --> 00:03:50.440]  得他榮耀的神
[00:03:50.440 --> 00:03:52.240]  之前在第一章裡面記載
[00:03:52.240 --> 00:03:54.240]  講到保羅和西拉來到
[00:03:54.240 --> 00:03:56.040]  接受羅尼加這個地方
[00:03:56.040 --> 00:03:58.040]  去宣教、傳福音
[00:03:58.040 --> 00:04:01.740]  有不少人因此離棄偶像
[00:04:01.740 --> 00:04:02.840]  歸向神
[00:04:02.840 --> 00:04:05.740]  要服侍那又真又活的神
[00:04:05.740 --> 00:04:09.040]  這是令人很鼓舞的成果
[00:04:09.040 --> 00:04:10.240]  但其實
[00:04:10.240 --> 00:04:12.140]  保羅的宣教旅程
[00:04:12.140 --> 00:04:14.340]  大家都知道一點都不容易
[00:04:14.340 --> 00:04:16.940]  經歷了很多的艱難和危險
[00:04:16.940 --> 00:04:20.940]  正如剛才所讀的經文的第二節裡面提到
[00:04:20.940 --> 00:04:24.240]  他們剛剛在菲律賓
[00:04:24.240 --> 00:04:26.940]  遭遇了被害、受辱
[00:04:26.940 --> 00:04:29.640]  根據《使徒行傳》十六章裡面的記載
[00:04:29.640 --> 00:04:32.740]  保羅和西拉去到菲律賓的時候
[00:04:32.740 --> 00:04:36.840]  因為將一隻巫鬼從一個侍女身上趕出來
[00:04:36.840 --> 00:04:42.040]  就令到這個侍女的主人很不高興
[00:04:42.040 --> 00:04:43.140]  因為這樣之後
[00:04:43.140 --> 00:04:45.140]  他就不能夠在這個侍女身上
[00:04:45.140 --> 00:04:46.440]  來施行巫術
[00:04:46.440 --> 00:04:50.340]  來賺錢
[00:04:50.340 --> 00:04:52.840]  眾人也因此來控訴
[00:04:52.840 --> 00:04:55.640]  攻擊保羅和西拉
[00:04:55.640 --> 00:04:57.840]  官長當時更加吩咐
[00:04:57.840 --> 00:04:59.440]  要在眾人面前
[00:04:59.440 --> 00:05:00.940]  剝去他們的衣服
[00:05:00.940 --> 00:05:02.940]  用軍打他們
[00:05:02.940 --> 00:05:06.240]  之後還將他們下在監獄
[00:05:06.240 --> 00:05:09.340]  之後蒙神的奇妙的保守
[00:05:09.340 --> 00:05:11.440]  不但拯救了他們出來
[00:05:11.440 --> 00:05:13.540]  也藉著保羅和西拉
[00:05:13.540 --> 00:05:17.340]  帶領了這麼卒的一家來信主
[00:05:17.340 --> 00:05:20.040]  大家都記得這一幕
[00:05:20.040 --> 00:05:24.040]  剛剛經歷了奴辱之苦的
[00:05:24.040 --> 00:05:25.740]  保羅和西拉
[00:05:25.740 --> 00:05:26.740]  按照常理
[00:05:26.740 --> 00:05:30.640]  理應他們會避免再遭遇類似的經歷
[00:05:30.640 --> 00:05:32.340]  保羅和西拉
[00:05:32.340 --> 00:05:34.240]  他們應該想想怎樣來到
[00:05:34.240 --> 00:05:37.240]  不如先避一避
[00:05:37.240 --> 00:05:38.640]  但他們並沒有退縮
[00:05:38.640 --> 00:05:40.440]  他們隨即就去到
[00:05:40.440 --> 00:05:41.640]  其實羅尼加這個地方
[00:05:41.640 --> 00:05:43.840]  繼續他們的宣教行程
[00:05:43.840 --> 00:05:46.040]  經文第二節裡面形容
[00:05:46.040 --> 00:05:48.440]  我們在菲律賓裡面被害受辱
[00:05:48.440 --> 00:05:49.540]  是你們知道的
[00:05:49.540 --> 00:05:53.040]  然而我還是靠著我們的神
[00:05:53.040 --> 00:05:54.840]  放開膽量
[00:05:54.840 --> 00:05:59.740]  在大爭戰中把神的福音傳給你們
[00:05:59.740 --> 00:06:01.640]  他們雖然離開了菲律賓
[00:06:01.640 --> 00:06:03.440]  來到貼薩羅尼加這個地方
[00:06:03.440 --> 00:06:06.740]  但他們仍然要面對大爭戰
[00:06:06.740 --> 00:06:10.840]  意思是仍然有很多很強烈敵對的聲音
[00:06:10.840 --> 00:06:13.540]  很多人來反對他們
[00:06:13.540 --> 00:06:15.440]  這些人是從哪裡來的呢?
[00:06:15.440 --> 00:06:18.240]  這些人可能是從菲律賓來的
[00:06:18.240 --> 00:06:21.340]  又或者有一些他們在菲律賓的遭遇
[00:06:21.340 --> 00:06:24.540]  傳到去貼薩羅尼加當中
[00:06:24.540 --> 00:06:28.440]  傳言他們是逃犯等等
[00:06:28.440 --> 00:06:29.940]  於是貼薩羅尼加的人
[00:06:29.940 --> 00:06:32.440]  都對他們有一些避忌、顧忌
[00:06:32.440 --> 00:06:36.640]  甚至開始懷疑他們的動機
[00:06:36.640 --> 00:06:38.940]  對一般人來說
[00:06:38.940 --> 00:06:40.340]  在這個時候
[00:06:40.340 --> 00:06:43.340]  在菲律賓遭遇了這麼艱難的日子
[00:06:43.340 --> 00:06:46.740]  最好就是退隱一段時間
[00:06:46.740 --> 00:06:48.340]  休養生殖一下
[00:06:48.340 --> 00:06:50.640]  正如剛才所說
[00:06:50.640 --> 00:06:53.340]  又被用棍打、又下在監裡
[00:06:53.340 --> 00:06:55.640]  其實都需要休息一下
[00:06:55.640 --> 00:07:01.140]  但保羅和西拉布並沒有躲起來
[00:07:01.140 --> 00:07:05.640]  不過相信這樣不是出於他們自己的膽量
[00:07:05.640 --> 00:07:06.840]  經文裡面形容
[00:07:06.840 --> 00:07:10.640]  他們是靠神放開膽量
[00:07:10.640 --> 00:07:11.940]  放開膽量
[00:07:11.940 --> 00:07:16.940]  原文的意思是放膽去宣講
[00:07:16.940 --> 00:07:20.240]  保羅從第一次宣教旅程開始
[00:07:20.240 --> 00:07:22.840]  就經歷了很多的危險
[00:07:22.840 --> 00:07:25.540]  也經歷了神很多的保守
[00:07:25.540 --> 00:07:28.540]  就好像他們最初去到路斯德的時候
[00:07:28.540 --> 00:07:30.640]  差點就被石頭扔死
[00:07:30.640 --> 00:07:32.540]  人們都以為他死了
[00:07:32.540 --> 00:07:35.140]  誰知他又能夠安然無事
[00:07:35.140 --> 00:07:36.540]  夢神的保守
[00:07:36.540 --> 00:07:39.140]  夢神保守安然地度過
[00:07:39.140 --> 00:07:41.240]  所以在保羅的宣教歷程裡面
[00:07:41.240 --> 00:07:44.140]  他親身經歷了神很多的看顧
[00:07:44.140 --> 00:07:45.740]  具體的保護之後
[00:07:45.740 --> 00:07:49.540]  他知道這個神是信得過的
[00:07:49.540 --> 00:07:53.040]  今年我們一起來查考《士藤傳》
[00:07:53.040 --> 00:07:56.840]  這一卷的書很強調聖靈的工作
[00:07:56.840 --> 00:07:57.740]  有很多描述
[00:07:57.740 --> 00:08:00.040]  描述到人往往因著聖靈的幫助
[00:08:00.040 --> 00:08:02.540]  而大有信心、大有膽量
[00:08:02.540 --> 00:08:05.140]  將神的道理傳開
[00:08:05.140 --> 00:08:06.640]  保羅也是一樣
[00:08:06.640 --> 00:08:10.440]  保羅一直來信服聖靈的帶領
[00:08:10.440 --> 00:08:13.040]  大家特別記得《馬其頓意象》
[00:08:13.040 --> 00:08:14.840]  保羅很清楚
[00:08:14.840 --> 00:08:16.440]  他不是靠著自己
[00:08:16.440 --> 00:08:18.640]  他必須要依靠神
[00:08:18.640 --> 00:08:22.740]  這個是放開膽量的大前提
[00:08:22.740 --> 00:08:27.940]  不是靠著自己有多勇敢
[00:08:27.940 --> 00:08:32.040]  而是依靠那位大能的神
[00:08:32.040 --> 00:08:34.140]  或者大家聽過一個比喻
[00:08:34.140 --> 00:08:36.340]  其實很多時候我們作神的功
[00:08:36.340 --> 00:08:38.640]  我們只是一隻手套
[00:08:38.640 --> 00:08:41.040]  真正重要的是
[00:08:41.040 --> 00:08:44.040]  神才是那隻有力的手
[00:08:44.040 --> 00:08:46.240]  沒有神的同在
[00:08:46.240 --> 00:08:49.040]  我們甚麼都做不到
[00:08:49.040 --> 00:08:50.840]  剛才說到
[00:08:50.840 --> 00:08:54.040]  疫情都持續了一整年的時間
[00:08:54.040 --> 00:08:56.240]  在我們生活不同的層面
[00:08:56.240 --> 00:08:58.640]  都叫我們受到影響
[00:08:58.640 --> 00:09:01.840]  我們不得不去構思一下
[00:09:01.840 --> 00:09:05.240]  很多的後備方案
[00:09:05.240 --> 00:09:06.940]  我們要想很多的plan B
[00:09:06.940 --> 00:09:08.040]  很多的plan C等等
[00:09:08.040 --> 00:09:09.040]  很容易
[00:09:09.040 --> 00:09:11.040]  不過其實這是一個契機
[00:09:11.040 --> 00:09:12.540]  叫我們去醒覺
[00:09:12.540 --> 00:09:14.740]  其實我們一直行之有效的方法
[00:09:14.740 --> 00:09:16.740]  我們一直感覺到安全
[00:09:16.740 --> 00:09:20.440]  安心的經驗
[00:09:20.440 --> 00:09:22.840]  其實有時都不是很可靠
[00:09:22.840 --> 00:09:25.540]  特別是當這些都用不著的時候
[00:09:25.540 --> 00:09:27.640]  我們就更加明白
[00:09:27.640 --> 00:09:30.840]  我們不能夠依靠自己
[00:09:30.840 --> 00:09:35.740]  我們要靠那位又真又活的神
[00:09:35.740 --> 00:09:40.340]  才能夠驅除我們心裏面的害怕
[00:09:40.340 --> 00:09:43.540]  《針研》裏面有一個很有意思的提醒
[00:09:43.540 --> 00:09:46.740]  《針研》二十九章二十五節這樣說
[00:09:46.740 --> 00:09:50.840]  「懼怕激人的陷入網羅
[00:09:50.840 --> 00:09:55.240]  唯有依靠耶和華的必得安穩」
[00:09:55.240 --> 00:09:58.740]  唯有依靠耶和華的必得安穩
[00:09:58.740 --> 00:10:02.440]  依靠神的同在和引導
[00:10:02.440 --> 00:10:06.840]  我們就不需要驚惶
[00:10:06.840 --> 00:10:09.340]  正如剛才我們所說
[00:10:09.340 --> 00:10:12.440]  今天經文裏面記述到
[00:10:12.440 --> 00:10:15.240]  保羅要為他的宣教工作
[00:10:15.240 --> 00:10:17.640]  作出一連串的辯護
[00:10:17.640 --> 00:10:20.140]  為什麼呢?
[00:10:20.140 --> 00:10:22.140]  《使徒傳》十七章裏面記載
[00:10:22.140 --> 00:10:25.340]  保羅在帖撒羅尼加這個地方傳道
[00:10:25.340 --> 00:10:27.140]  其實可能是很短的時間
[00:10:27.140 --> 00:10:29.540]  沒有說到究竟實質上是多長
[00:10:29.540 --> 00:10:30.940]  但相信是很短的時間
[00:10:30.940 --> 00:10:35.340]  裏面只是形容到保羅連續三個安息日
[00:10:35.340 --> 00:10:37.340]  來到會堂講道
[00:10:37.340 --> 00:10:38.940]  所以可能是幾星期
[00:10:38.940 --> 00:10:40.940]  或者多一點點的時間
[00:10:40.940 --> 00:10:43.540]  他在這段時間是暗挫的
[00:10:43.540 --> 00:10:45.940]  他帶領了很多外邦人
[00:10:45.940 --> 00:10:49.140]  裏面包括一些尊貴的婦女來信主
[00:10:49.140 --> 00:10:50.640]  但正是因為這樣
[00:10:50.640 --> 00:10:56.240]  就引來一些當時不信的猶太人的嫉妒
[00:10:56.240 --> 00:11:00.240]  於是他們連同一些使者 匪類
[00:11:00.240 --> 00:11:01.740]  聳動合成的人
[00:11:01.740 --> 00:11:04.140]  要對付西拉和保羅
[00:11:04.140 --> 00:11:07.640]  誣告他們是攪亂天下的人
[00:11:07.640 --> 00:11:13.240]  誣告他們意圖造反
[00:11:13.240 --> 00:11:17.940]  保羅和西拉因為不想連累接待他們的爺孫
[00:11:17.940 --> 00:11:19.440]  所以在不得已之下
[00:11:19.440 --> 00:11:23.740]  就匆匆地離開了帖撒羅尼加這個城市
[00:11:23.740 --> 00:11:26.640]  雖然保羅很想回去
[00:11:26.640 --> 00:11:30.340]  因為他知道有一群屬靈的嬰孩在等他們
[00:11:30.340 --> 00:11:32.940]  但保羅之後的記載所說
[00:11:32.940 --> 00:11:35.040]  始終沒有辦法成行
[00:11:35.040 --> 00:11:37.340]  因為撒旦攔阻了他
[00:11:37.340 --> 00:11:41.440]  最後他只能夠派提摩太去探望他們
[00:11:41.440 --> 00:11:42.940]  在這樣的情況之下
[00:11:42.940 --> 00:11:44.940]  就出現了一些謠言
[00:11:44.940 --> 00:11:45.840]  有人就會說
[00:11:45.840 --> 00:11:48.440]  其實保羅只是一個江湖術士
[00:11:48.440 --> 00:11:50.440]  當他敗露了之後
[00:11:50.440 --> 00:11:51.940]  他就要落荒而逃
[00:11:51.940 --> 00:11:53.540]  他唯有撇下他的信徒
[00:11:53.540 --> 00:11:56.440]  他就不再回來了等等的指控
[00:11:56.440 --> 00:11:59.140]  所以保羅當他知道有這些謠言
[00:11:59.140 --> 00:12:00.840]  在帖撒羅尼加城的時候
[00:12:00.840 --> 00:12:05.940]  他就要寫信來作出澄清
[00:12:05.940 --> 00:12:11.640]  因為這件事不單止關乎他自己清白的明星
[00:12:11.640 --> 00:12:17.740]  更加重要的是關乎福音的可靠性
[00:12:17.740 --> 00:12:20.140]  能夠打擊傳福音那個人的誠信
[00:12:20.140 --> 00:12:23.140]  就能夠打擊他所說的話
[00:12:23.140 --> 00:12:25.140]  如果這些指控成立的話
[00:12:25.140 --> 00:12:26.440]  撇撒羅尼加的信徒
[00:12:26.440 --> 00:12:30.040]  幼嫩的信心就會立即受到虧損
[00:12:30.040 --> 00:12:31.340]  所以保羅這樣申訴
[00:12:31.340 --> 00:12:33.940]  在第三至第四節這樣說
[00:12:33.940 --> 00:12:36.640]  他說我們的勸勉不是出於錯誤的
[00:12:36.640 --> 00:12:38.240]  也不是出於污穢
[00:12:38.240 --> 00:12:40.240]  也不是用詭詐
[00:12:40.240 --> 00:12:42.240]  但神既然嚴重了我們
[00:12:42.240 --> 00:12:44.040]  就把福音託付我們
[00:12:44.040 --> 00:12:45.540]  我們就照樣說
[00:12:45.540 --> 00:12:47.240]  不是要討人喜歡
[00:12:47.240 --> 00:12:52.340]  乃是要討那賊嫌我們心的神喜歡
[00:12:52.340 --> 00:12:57.140]  保羅十分重視自己侍奉的動機
[00:12:57.140 --> 00:12:58.740]  事實上
[00:12:58.740 --> 00:13:03.940]  為神作供的動機如果不純正的時候
[00:13:03.940 --> 00:13:09.540]  就會失去了放開膽量的自由
[00:13:09.540 --> 00:13:10.740]  動機不純正
[00:13:10.740 --> 00:13:13.640]  就好像一個人的腳
[00:13:13.640 --> 00:13:15.640]  綁著一個腳鐐
[00:13:15.640 --> 00:13:19.540]  永遠無法全速奔跑
[00:13:19.540 --> 00:13:22.440]  動機不純正
[00:13:22.440 --> 00:13:28.640]  一定不能夠有力地為主宣講福音
[00:13:28.640 --> 00:13:31.540]  因此保羅要很清楚地交代
[00:13:31.540 --> 00:13:32.540]  保羅要交代
[00:13:32.540 --> 00:13:36.440]  託付他全福音的是神自己
[00:13:36.440 --> 00:13:38.940]  是通過了神的驗證的
[00:13:38.940 --> 00:13:40.640]  是神信得過的
[00:13:40.640 --> 00:13:42.740]  並且是由神自己親自託付
[00:13:42.740 --> 00:13:48.140]  所以他必須要照著神的意思來照樣說
[00:13:48.140 --> 00:13:51.540]  而不是要討人的喜歡
[00:13:51.540 --> 00:13:54.540]  而是討神的喜歡
[00:13:54.540 --> 00:13:56.040]  靈姐妹
[00:13:56.040 --> 00:13:59.640]  要討人的喜歡
[00:13:59.640 --> 00:14:02.740]  是最容易叫侍奉神的人
[00:14:02.740 --> 00:14:07.040]  不能夠放膽去作供
[00:14:07.040 --> 00:14:11.440]  因為一個人不能夠侍奉兩個主
[00:14:11.440 --> 00:14:14.540]  如果我們傳講神的話的時候
[00:14:14.540 --> 00:14:16.040]  我們為神作供的時候
[00:14:16.040 --> 00:14:22.240]  我們要想想對方是否能夠討好聽的對象的時候
[00:14:22.240 --> 00:14:25.140]  我們就會諸多顧忌
[00:14:25.140 --> 00:14:28.140]  在經過很多計算之後
[00:14:28.140 --> 00:14:29.840]  所講出來的信息
[00:14:29.840 --> 00:14:32.540]  只能夠留於表面
[00:14:32.540 --> 00:14:34.440]  只能夠唯唯諾諾
[00:14:34.440 --> 00:14:38.040]  只能夠講到表面那一層
[00:14:38.040 --> 00:14:40.040]  不敢進入深處
[00:14:40.040 --> 00:14:45.440]  甚至整個信息會完全扭曲
[00:14:45.440 --> 00:14:48.840]  在《獵王紀》上二十二章的記載
[00:14:48.840 --> 00:14:50.240]  很有意思
[00:14:50.240 --> 00:14:54.140]  當時猶大王約沙發打算和以色列王阿哈
[00:14:54.140 --> 00:14:57.940]  聯手和阿蘭去爭戰
[00:14:57.940 --> 00:14:59.640]  在出戰之前
[00:14:59.640 --> 00:15:00.940]  約沙發王就建議
[00:15:00.940 --> 00:15:03.840]  不如先求問一下耶和華的意思
[00:15:03.840 --> 00:15:05.440]  阿哈王說 好啊
[00:15:05.440 --> 00:15:09.540]  我招敘四百個先知來給你問
[00:15:09.540 --> 00:15:11.640]  但是這四百個先知其實
[00:15:11.640 --> 00:15:17.840]  都只會願意講討好王的吉言的先知
[00:15:17.840 --> 00:15:20.040]  不出所料 他果然是這樣
[00:15:20.040 --> 00:15:23.140]  約沙發知道這些先知不是講真心話的
[00:15:23.140 --> 00:15:24.440]  只是講奉承的話
[00:15:24.440 --> 00:15:26.240]  於是他就請阿哈王
[00:15:26.240 --> 00:15:29.440]  你再請另一個先知來
[00:15:29.440 --> 00:15:31.340]  阿哈很不願意地
[00:15:31.340 --> 00:15:34.940]  邀請了米蓋雅先知來
[00:15:34.940 --> 00:15:36.740]  因為在阿哈王的眼中
[00:15:36.740 --> 00:15:42.440]  米蓋雅只會講一些他不喜歡聽的空言
[00:15:42.440 --> 00:15:46.340]  當王的使者去邀請米蓋雅的時候
[00:15:46.340 --> 00:15:48.140]  他特別和米蓋雅說
[00:15:48.140 --> 00:15:49.540]  想遊說米蓋雅
[00:15:49.540 --> 00:15:51.840]  不如你學我們這四百個先知這樣
[00:15:51.840 --> 00:15:54.440]  你一樣講吉言 好不好
[00:15:54.440 --> 00:15:57.940]  米蓋雅先知的回應很有風骨
[00:15:57.940 --> 00:16:00.740]  在《猶王紀》上二十二章十四節
[00:16:00.740 --> 00:16:02.040]  他這樣說
[00:16:02.040 --> 00:16:04.340]  他說 我指著永生的耶和華起誓
[00:16:04.340 --> 00:16:05.840]  耶和華對我說什麼
[00:16:05.840 --> 00:16:08.540]  我就說什麼
[00:16:08.540 --> 00:16:10.140]  鏗鏘有力
[00:16:10.140 --> 00:16:12.440]  簡潔清晰
[00:16:12.440 --> 00:16:15.040]  儘管米蓋雅被下在監獄裡
[00:16:15.040 --> 00:16:18.140]  但他仍然持守非常重要的原則
[00:16:18.140 --> 00:16:20.840]  因為他知道自己是神的僕人
[00:16:20.840 --> 00:16:25.540]  阿哈王因為只想聽吉言
[00:16:25.540 --> 00:16:28.240]  他沒有聽到米蓋雅的警告
[00:16:28.240 --> 00:16:29.740]  最後結果是怎樣
[00:16:29.740 --> 00:16:32.240]  最後他戰死沙場
[00:16:32.240 --> 00:16:33.240]  弟兄姊妹
[00:16:33.240 --> 00:16:38.640]  有時我們會不會只想講吉言的傾向
[00:16:38.640 --> 00:16:40.140]  當我們和人傳福音的時候
[00:16:40.140 --> 00:16:42.340]  當我們和人分享神的話的時候
[00:16:42.340 --> 00:16:46.240]  有時我們會擔心不被接納
[00:16:46.240 --> 00:16:52.240]  因而我們會講一些人想聽的話
[00:16:52.240 --> 00:16:55.040]  一般人所關心的是什麼呢
[00:16:55.040 --> 00:16:56.440]  不是真不真
[00:16:56.440 --> 00:16:57.840]  一般人最關心的是
[00:16:57.840 --> 00:17:00.740]  是否有效
[00:17:00.740 --> 00:17:02.340]  一般人關心的是什麼呢
[00:17:02.340 --> 00:17:03.340]  他們關心的是
[00:17:03.340 --> 00:17:06.640]  能不能夠即時解決他們的問題
[00:17:06.640 --> 00:17:12.540]  他們不會特別去關心這些是不是真理
[00:17:12.540 --> 00:17:13.040]  弟兄姊妹
[00:17:13.040 --> 00:17:14.940]  如果這是我們方向的時候
[00:17:14.940 --> 00:17:16.740]  我們所講的
[00:17:16.740 --> 00:17:21.540]  只會是健康財富的福音
[00:17:21.540 --> 00:17:25.540]  或者所謂的幸福音
[00:17:25.540 --> 00:17:27.840]  葛培里益述
[00:17:27.840 --> 00:17:34.040]  很多年前他有一次去聽一位著名的牧者講道的時候
[00:17:34.040 --> 00:17:37.340]  這個牧者講道罪有多可怕
[00:17:37.340 --> 00:17:39.140]  在崇拜完了之後
[00:17:39.140 --> 00:17:41.540]  有幾位信徒就來跟這個牧師講
[00:17:41.540 --> 00:17:42.540]  他說牧師
[00:17:42.540 --> 00:17:44.440]  我想給你一些意見
[00:17:44.440 --> 00:17:49.440]  希望你日後不要這麼直接去講有關罪的道理
[00:17:49.440 --> 00:17:50.940]  否則的話
[00:17:50.940 --> 00:17:52.340]  我們很多的弟兄姊妹
[00:17:52.340 --> 00:17:53.540]  我們很多的會友
[00:17:53.540 --> 00:17:55.140]  就會感到驚惶
[00:17:55.140 --> 00:17:57.540]  就會感到內疚
[00:17:57.540 --> 00:17:58.440]  他們建議牧師
[00:17:58.440 --> 00:18:00.740]  不如考慮婉轉一點
[00:18:00.740 --> 00:18:04.940]  叫罪做一些錯誤
[00:18:04.940 --> 00:18:08.140]  或者一些做得不太好的地方
[00:18:08.140 --> 00:18:10.640]  這樣可能會好一點
[00:18:10.640 --> 00:18:13.040]  這個牧師很有智慧
[00:18:13.040 --> 00:18:17.840]  他在桌面上拿起一個瓶
[00:18:17.840 --> 00:18:21.140]  這個瓶上很清楚地寫著
[00:18:21.140 --> 00:18:23.740]  「毒藥」兩個字
[00:18:23.740 --> 00:18:25.740]  牧師就問這幾位弟兄姊妹
[00:18:25.740 --> 00:18:29.840]  你們是否想我改掉這個瓶子的標籤呢?
[00:18:29.840 --> 00:18:32.940]  或者我可以稍微改一下字眼
[00:18:32.940 --> 00:18:35.640]  讓大家看到的時候不要這麼害怕
[00:18:35.640 --> 00:18:37.840]  讓大家看到的時候舒服一點
[00:18:37.840 --> 00:18:40.040]  不過當人們吃了這瓶毒藥的時候
[00:18:40.040 --> 00:18:42.340]  他們仍然是會死的
[00:18:42.340 --> 00:18:44.040]  你們明白嗎?
[00:18:44.040 --> 00:18:46.540]  越是溫和婉轉的字眼
[00:18:46.540 --> 00:18:50.640]  越是叫這瓶毒藥危險
[00:18:50.640 --> 00:18:52.540]  弟兄姊妹
[00:18:52.540 --> 00:18:56.740]  如果我們因為怕不被接納
[00:18:56.740 --> 00:18:58.540]  而投其所好的時候
[00:18:58.540 --> 00:19:03.940]  我們很容易會扭曲了福音的真義
[00:19:03.940 --> 00:19:06.340]  當然一些祝福的說話
[00:19:06.340 --> 00:19:08.640]  一些安慰的說話
[00:19:08.640 --> 00:19:09.940]  作為切入點
[00:19:09.940 --> 00:19:11.040]  或者作為例子
[00:19:11.040 --> 00:19:12.540]  都是有幫助的
[00:19:12.540 --> 00:19:14.240]  但是記緊的
[00:19:14.240 --> 00:19:18.140]  是不要忘記了傳神的福音
[00:19:18.140 --> 00:19:19.540]  保羅在一段經文裡面
[00:19:19.540 --> 00:19:21.540]  短短一段經文裡面
[00:19:21.540 --> 00:19:23.440]  他重複提了三次
[00:19:23.440 --> 00:19:26.040]  是神的福音
[00:19:26.040 --> 00:19:27.440]  強調不是出於人意的
[00:19:27.440 --> 00:19:29.640]  不是源於人的意思
[00:19:29.640 --> 00:19:31.640]  不是源於人的動見
[00:19:31.640 --> 00:19:33.340]  而是神自己的福音
[00:19:33.340 --> 00:19:35.540]  神的福音
[00:19:35.540 --> 00:19:38.540]  是耶穌基督為我們罪的緣故
[00:19:38.540 --> 00:19:40.340]  被釘在十字架上
[00:19:40.340 --> 00:19:42.340]  並且復活
[00:19:42.340 --> 00:19:46.540]  人必須要悔改回轉的福音
[00:19:46.540 --> 00:19:47.940]  這是最重要的
[00:19:47.940 --> 00:19:51.240]  也是聽的人最需要的
[00:19:51.240 --> 00:19:52.140]  弟兄姐妹
[00:19:52.140 --> 00:19:55.840]  大家記得彼得在五場節講道的時候
[00:19:55.840 --> 00:19:59.740]  感動了三千人信主
