
[00:00:00.000 --> 00:00:05.500]  在香港,我們每天的生活都是多姿多彩的
[00:01:53.000 --> 00:01:55.000]  我們去like他
[00:01:55.000 --> 00:01:58.000]  其實都幾多姿多彩的
[00:01:58.000 --> 00:02:00.000]  是不是,每天都用
[00:02:00.000 --> 00:02:02.000]  或者你用其他的軟件平台
[00:02:02.000 --> 00:02:04.000]  其實都是一樣的道理
[00:02:04.000 --> 00:02:06.000]  但是我們今天說
[00:02:06.000 --> 00:02:10.000]  不單止我們這個平台
[00:02:10.000 --> 00:02:16.000]  是被轉變成為一個金錢的交易
[00:02:16.000 --> 00:02:20.000]  可能影響到我們自己個人的私隱
[00:02:20.000 --> 00:02:24.000]  我們從前是一個user,一個使用者
[00:02:24.000 --> 00:02:28.000]  今天就是被一個hacker,一個駭客
[00:02:28.000 --> 00:02:33.000]  來駭入我們的account,我們的帳號裏面
[00:02:33.000 --> 00:02:36.000]  以致我們私隱蕩然無存
[00:02:36.000 --> 00:02:39.000]  甚至我們被出賣
[00:02:39.000 --> 00:02:43.000]  成為他的資本,成為他的資產
[00:02:43.000 --> 00:02:46.000]  成為他交易其中的一部份
[00:02:46.000 --> 00:02:54.000]  難怪他的總部就在hackerway1號
[00:02:54.000 --> 00:02:57.000]  我們說,原來是這樣
[00:02:57.000 --> 00:02:59.000]  他的初心是不是這樣呢?
[00:02:59.000 --> 00:03:01.000]  可能他的初心不是這樣的
[00:03:01.000 --> 00:03:04.000]  但是會不會就是因為這個世代
[00:03:04.000 --> 00:03:07.000]  令到他腐敗起來呢?
[00:03:07.000 --> 00:03:10.000]  在我們中間,我們有子弟的
[00:03:10.000 --> 00:03:12.000]  我們自己經歷的
[00:03:12.000 --> 00:03:17.000]  我們都說希望能夠找到一些天王幫我們補習
[00:03:17.000 --> 00:03:21.000]  和有名譽,或者有好的明星
[00:03:21.000 --> 00:03:24.000]  以致我的子女去讀書的時候
[00:03:24.000 --> 00:03:26.000]  我都可以放心
[00:03:26.000 --> 00:03:29.000]  因為都是可以拿到A的
[00:03:29.000 --> 00:03:34.000]  或者不是說A,是1,2,3,4,5
[00:03:34.000 --> 00:03:38.000]  拿到五星,五星,五星
[00:03:38.000 --> 00:03:43.000]  但是原來背後的一些交易
[00:03:43.000 --> 00:03:45.000]  都是金錢上的交易
[00:03:45.000 --> 00:03:50.000]  用金錢來換取他的名譽地位
[00:03:50.000 --> 00:03:54.000]  或者他的名譽地位就代表了金錢
[00:03:54.000 --> 00:03:59.000]  又或者我們很切身的
[00:03:59.000 --> 00:04:02.000]  我們身體要健康
[00:04:02.000 --> 00:04:05.000]  或者防禦疾病的一些疫苗
[00:04:05.000 --> 00:04:08.000]  無論在國內,在香港,人人自危
[00:04:08.000 --> 00:04:11.000]  你打的疫苗有沒有功效呢?
[00:04:11.000 --> 00:04:13.000]  是不是一些應品呢?
[00:04:13.000 --> 00:04:16.000]  假的,可能是傷害到你健康的
[00:04:16.000 --> 00:04:19.000]  這些情況在我們生活的裏面
[00:04:19.000 --> 00:04:21.000]  生活圈子的裏面
[00:04:21.000 --> 00:04:23.000]  或者是我們香港這個城市
[00:04:23.000 --> 00:04:28.000]  或者是我們中國身處的國家裏面
[00:04:28.000 --> 00:04:30.000]  都是這樣的情況
[00:04:30.000 --> 00:04:35.000]  我們說原來港珠澳橋測試造假
[00:04:35.000 --> 00:04:37.000]  我們走過那條橋
[00:04:37.000 --> 00:04:40.000]  我們投不投資倫敦金呢?
[00:04:40.000 --> 00:04:44.000]  甚至我們買一部好一點的打印機
[00:04:44.000 --> 00:04:46.000]  來印假鈔票
[00:04:46.000 --> 00:04:49.000]  我們不會這樣做
[00:04:49.000 --> 00:04:51.000]  但是我們有沒有想過
[00:04:51.000 --> 00:04:54.000]  你身上的鈔票可能有一張是假的呢?
[00:04:54.000 --> 00:04:57.000]  很多假的事情在我們中間
[00:04:57.000 --> 00:04:59.000]  很多欺騙的情況
[00:04:59.000 --> 00:05:01.000]  原來在我們中間
[00:05:01.000 --> 00:05:04.000]  整個城市的這些地產商舖
[00:05:04.000 --> 00:05:07.000]  他們貼出來的都不是真實的
[00:05:07.000 --> 00:05:10.000]  我們以為可以租到便宜樓
[00:05:10.000 --> 00:05:11.000]  或者買到便宜的
[00:05:11.000 --> 00:05:13.000]  原來都不是真實的
[00:05:13.000 --> 00:05:16.000]  甚至是欺騙感情
[00:05:16.000 --> 00:05:20.000]  很特別的
[00:05:20.000 --> 00:05:22.000]  在我們今天的城市
[00:05:22.000 --> 00:05:23.000]  每日的報章
[00:05:23.000 --> 00:05:25.000]  你發現一下
[00:05:25.000 --> 00:05:30.000]  都是很多的騙局
[00:05:30.000 --> 00:05:32.000]  巧取豪奪
[00:05:32.000 --> 00:05:36.000]  令到我們覺得很困擾
[00:05:36.000 --> 00:05:39.000]  但是又令我們感覺到
[00:05:39.000 --> 00:05:42.000]  這個世界或者這個社會
[00:05:42.000 --> 00:05:46.000]  是越來越像教會
[00:05:46.000 --> 00:05:50.000]  為什麼呢?
[00:05:50.000 --> 00:05:52.000]  有間財務公司
[00:05:52.000 --> 00:05:54.000]  他推廣他的業務的時候
[00:05:54.000 --> 00:05:57.000]  他找人做見證
[00:05:57.000 --> 00:05:58.000]  做什麼見證呢?
[00:05:58.000 --> 00:06:00.000]  就是見證他們的財務公司
[00:06:00.000 --> 00:06:01.000]  怎樣來關心人
[00:06:01.000 --> 00:06:02.000]  去貸款給他
[00:06:02.000 --> 00:06:04.000]  讓他跨過難關
[00:06:04.000 --> 00:06:07.000]  現在重新振作
[00:06:07.000 --> 00:06:08.000]  像不像呢?
[00:06:08.000 --> 00:06:11.000]  當我們去講這個保羅會見證的時候
[00:06:11.000 --> 00:06:12.000]  就是請人來的
[00:06:12.000 --> 00:06:13.000]  他生命的歷程
[00:06:13.000 --> 00:06:14.000]  有高有低
[00:06:14.000 --> 00:06:17.000]  靠耶穌之後
[00:06:17.000 --> 00:06:21.000]  得到豐盛的人生
[00:06:21.000 --> 00:06:26.000]  又或者
[00:06:26.000 --> 00:06:27.000]  這個世界
[00:06:27.000 --> 00:06:29.000]  他們用什麼途徑呢?
[00:06:29.000 --> 00:06:34.000]  就是用音樂來配合他們的歌詞
[00:06:34.000 --> 00:06:35.000]  或者告訴你
[00:06:35.000 --> 00:06:36.000]  他保障你
[00:06:36.000 --> 00:06:39.000]  由零歲到九十九歲
[00:06:39.000 --> 00:06:40.000]  很關心你
[00:06:40.000 --> 00:06:41.000]  每天給你電話
[00:06:41.000 --> 00:06:43.000]  和你同行
[00:06:43.000 --> 00:06:45.000]  並且請你喝茶
[00:06:45.000 --> 00:06:47.000]  和你一起查經
[00:06:47.000 --> 00:06:50.000]  假的宗教
[00:06:50.000 --> 00:06:51.000]  這個世界
[00:06:51.000 --> 00:06:53.000]  所發生的事情
[00:06:53.000 --> 00:06:56.000]  我們意亂情迷
[00:06:56.000 --> 00:07:00.000]  或者給香港人意亂情迷
[00:07:00.000 --> 00:07:02.000]  或者給這個世界的人
[00:07:02.000 --> 00:07:04.000]  都是意亂情迷
[00:07:04.000 --> 00:07:06.000]  究竟
[00:07:06.000 --> 00:07:10.000]  傳福音還需要嗎?
[00:07:10.000 --> 00:07:13.000]  他們都這麼豐盛
[00:07:13.000 --> 00:07:16.000]  是不是?
[00:07:16.000 --> 00:07:17.000]  困不困難?
[00:07:17.000 --> 00:07:19.000]  是很困難的
[00:07:19.000 --> 00:07:20.000]  越來越困難
[00:07:20.000 --> 00:07:23.000]  但是不要忽略一件事
[00:07:23.000 --> 00:07:25.000]  他們沒有愛他們的上帝
[00:07:25.000 --> 00:07:27.000]  沒有愛他們的主耶穌
[00:07:27.000 --> 00:07:29.000]  他們沒有救恩
[00:07:29.000 --> 00:07:31.000]  他們沒有永生
[00:07:31.000 --> 00:07:34.000]  他們沒有將來
[00:07:34.000 --> 00:07:37.000]  所以真正的豐盛
[00:07:37.000 --> 00:07:41.000]  在我們的生命中流露出來
[00:07:41.000 --> 00:07:42.000]  他們的豐盛
[00:07:42.000 --> 00:07:45.000]  只限於今生
[00:07:45.000 --> 00:07:47.000]  所以
[00:07:47.000 --> 00:07:50.000]  不要灰心
[00:07:50.000 --> 00:07:51.000]  不要想著
[00:07:51.000 --> 00:07:53.000]  他們這麼豐盛
[00:07:53.000 --> 00:07:54.000]  我們也不用傳福音給他們
[00:07:54.000 --> 00:07:55.000]  不是的
[00:07:55.000 --> 00:07:57.000]  他們沒有愛他們的上帝
[00:07:57.000 --> 00:07:58.000]  沒有主耶穌
[00:07:58.000 --> 00:07:59.000]  沒有救恩
[00:07:59.000 --> 00:08:01.000]  沒有永生
[00:08:01.000 --> 00:08:03.000]  沒有天家的福樂
[00:08:03.000 --> 00:08:08.000]  沒有將來
[00:08:08.000 --> 00:08:12.000]  當我們看到這杯水的時候
[00:08:12.000 --> 00:08:14.000]  大家想到什麼呢?
[00:08:14.000 --> 00:08:16.000]  測試一下自己的時候
[00:08:16.000 --> 00:08:17.000]  你的反應是
[00:08:17.000 --> 00:08:19.000]  只剩下半杯水
[00:08:19.000 --> 00:08:23.000]  還是慶幸還有半杯水?
[00:08:23.000 --> 00:08:25.000]  其實不是做測試
[00:08:25.000 --> 00:08:26.000]  是要告訴我們
[00:08:26.000 --> 00:08:27.000]  我們基督徒的生命
[00:08:27.000 --> 00:08:31.000]  我們不是半杯水就滿足
[00:08:31.000 --> 00:08:36.000]  我們要追求滿載滿舍
[00:08:36.000 --> 00:08:39.000]  豐盛的意思就是滿舍
[00:08:39.000 --> 00:08:42.000]  滿到舍的意思
[00:08:42.000 --> 00:08:44.000]  不要自我滿足
[00:08:44.000 --> 00:08:46.000]  我們要努力
[00:08:46.000 --> 00:08:49.000]  經歷神的豐盛
[00:08:49.000 --> 00:08:50.000]  我們所信靠的神
[00:08:50.000 --> 00:08:53.000]  是充滿萬有者
[00:08:53.000 --> 00:08:59.000]  也是充滿教會傳遞
[00:08:59.000 --> 00:09:02.000]  我們不要滿足一時
[00:09:02.000 --> 00:09:06.000]  或者滿足我已經夠了
[00:09:06.000 --> 00:09:09.000]  高處未算高
[00:09:09.000 --> 00:09:11.000]  多未算多
[00:09:11.000 --> 00:09:14.000]  原來我們基督徒的人生
[00:09:14.000 --> 00:09:16.000]  是有這樣的追求
[00:09:16.000 --> 00:09:17.000]  所以今天我們說
[00:09:17.000 --> 00:09:18.000]  以弗所書的時候
[00:09:18.000 --> 00:09:19.000]  我們說
[00:09:19.000 --> 00:09:22.000]  在虛方世代活出真豐盛
[00:09:22.000 --> 00:09:24.000]  是當時史奴保羅
[00:09:24.000 --> 00:09:26.000]  向以弗所教會弟兄姊妹
[00:09:26.000 --> 00:09:31.000]  發出的一封書信
[00:09:31.000 --> 00:09:32.000]  我們看一個段落
[00:09:32.000 --> 00:09:35.000]  是一個祈禱
[00:09:35.000 --> 00:09:37.000]  以弗所的地方
[00:09:37.000 --> 00:09:40.000]  就是在土耳其的西南部
[00:09:40.000 --> 00:09:41.000]  再看清楚一點的時候
[00:09:41.000 --> 00:09:43.000]  原來是一個港口
[00:09:43.000 --> 00:09:45.000]  臨海的港口
[00:09:45.000 --> 00:09:48.000]  在愛琴海的海岸
[00:09:48.000 --> 00:09:49.000]  史奴保羅有一次
[00:09:49.000 --> 00:09:51.000]  他說我要上耶路撒冷
[00:09:51.000 --> 00:09:53.000]  他選擇走水路
[00:09:53.000 --> 00:09:55.000]  經文說得很簡單
[00:09:55.000 --> 00:09:57.000]  就是保羅他決意上耶路撒冷
[00:09:57.000 --> 00:09:58.000]  然後上了船
[00:09:58.000 --> 00:09:59.000]  經過哥薩尼亞
[00:09:59.000 --> 00:10:01.000]  就去到耶路撒冷
[00:10:01.000 --> 00:10:04.000]  就是說一個很繁盛的地方
[00:10:04.000 --> 00:10:07.000]  還有水路是很方便的
[00:10:07.000 --> 00:10:11.000]  就是說神要用這個地方
[00:10:11.000 --> 00:10:14.000]  它又是屬於羅馬帝國的
[00:10:14.000 --> 00:10:15.000]  重要的省份
[00:10:15.000 --> 00:10:16.000]  亞西亞省
[00:10:16.000 --> 00:10:19.000]  其中一個重要的城市
[00:10:19.000 --> 00:10:20.000]  所以史奴保羅
[00:10:20.000 --> 00:10:21.000]  在以弗所的地方
[00:10:21.000 --> 00:10:23.000]  有三年的時間
[00:10:23.000 --> 00:10:25.000]  去做科研工作
[00:10:25.000 --> 00:10:28.000]  並且安排好提摩太
[00:10:28.000 --> 00:10:30.000]  作為教會的領袖
[00:10:30.000 --> 00:10:33.000]  又建立好長老
[00:10:33.000 --> 00:10:36.000]  還有執事的制度
[00:10:36.000 --> 00:10:41.000]  有整團的教會體系
[00:10:41.000 --> 00:10:44.000]  多麼完善
[00:10:44.000 --> 00:10:46.000]  但是我們說
[00:10:46.000 --> 00:10:49.000]  也要面對很大的挑戰
[00:10:49.000 --> 00:10:50.000]  為什麼?
[00:10:50.000 --> 00:10:52.000]  有別的宗教
[00:10:52.000 --> 00:10:53.000]  他們拜的
[00:10:53.000 --> 00:10:57.000]  這個城市所拜的是女神
[00:10:57.000 --> 00:10:59.000]  亞底米女神
[00:10:59.000 --> 00:11:01.000]  我們覺得很奇怪
[00:11:01.000 --> 00:11:03.000]  拜亞底米女神的時候
[00:11:03.000 --> 00:11:07.000]  那些男士就在城市邊陲
[00:11:07.000 --> 00:11:09.000]  有妙技
[00:11:09.000 --> 00:11:11.000]  經過行人之後
[00:11:11.000 --> 00:11:12.000]  跟著去敬拜
[00:11:12.000 --> 00:11:13.000]  但是那個城市
[00:11:13.000 --> 00:11:17.000]  也是女權至上的一個城市
[00:11:17.000 --> 00:11:20.000]  是一個矛盾
[00:11:20.000 --> 00:11:21.000]  為了權利
[00:11:21.000 --> 00:11:23.000]  或者為了敬拜的神
[00:11:23.000 --> 00:11:26.000]  又容忍男士去犯罪
[00:11:26.000 --> 00:11:28.000]  但是自己又獲得利益
[00:11:28.000 --> 00:11:30.000]  但是損害自己的家庭
[00:11:30.000 --> 00:11:32.000]  你說這是什麼世代?
[00:11:32.000 --> 00:11:34.000]  當時是什麼世代?
[00:11:34.000 --> 00:11:37.000]  現在今天我們是什麼世代?
[00:11:37.000 --> 00:11:40.000]  令人困擾
[00:11:40.000 --> 00:11:42.000]  意亂情迷
[00:11:42.000 --> 00:11:45.000]  迷惑人的世代
[00:11:45.000 --> 00:11:47.000]  無寧兩可
[00:11:47.000 --> 00:11:50.000]  矛盾的裡面
[00:11:50.000 --> 00:11:52.000]  很多的掙扎
[00:11:52.000 --> 00:11:54.000]  並且在我們身邊發生著
[00:11:54.000 --> 00:11:58.000]  是一代傳一代
[00:11:58.000 --> 00:12:00.000]  我們的下一代
[00:12:00.000 --> 00:12:02.000]  正正是被影響著
[00:12:02.000 --> 00:12:06.000]  可能為了生活得更豐盛
[00:12:06.000 --> 00:12:09.000]  要有錢、有樓、有地位
[00:12:09.000 --> 00:12:15.000]  要有自己想要的東西
[00:12:15.000 --> 00:12:24.000]  所以就用欺騙的方法
[00:12:24.000 --> 00:12:27.000]  可能你是受害者
[00:12:27.000 --> 00:12:34.000]  我希望你不是在走騙局的行騙的人
[00:12:34.000 --> 00:12:40.000]  但我們要檢視我們的生命
[00:12:40.000 --> 00:12:43.000]  除了史萊恆傳
[00:12:43.000 --> 00:12:45.000]  以弗所說
[00:12:45.000 --> 00:12:49.000]  以弗所有地方記載他的發展
[00:12:49.000 --> 00:12:51.000]  還有啟示錄
[00:12:51.000 --> 00:12:54.000]  所以我們深深體會到
[00:12:54.000 --> 00:12:56.000]  以弗所有地方是很重要的
[00:12:56.000 --> 00:12:59.000]  一會兒我們先說啟示錄
[00:12:59.000 --> 00:13:01.000]  究竟說些甚麼
[00:13:01.000 --> 00:13:04.000]  好,我們來讀經文
[00:13:04.000 --> 00:13:08.000]  藍色字弟兄讀
[00:13:08.000 --> 00:13:10.000]  紅色字姊妹讀
[00:13:10.000 --> 00:13:11.000]  預備,請
[00:13:26.000 --> 00:13:28.000]  請記住真正的理想
[00:13:28.000 --> 00:13:30.000]  主宰你們的心裡
[00:13:30.000 --> 00:13:33.000]  要你們以愛心有恩和友情
[00:13:33.000 --> 00:13:36.000]  能以和眾聖徒一同明白
[00:13:36.000 --> 00:13:40.000]  基督的愛是何等長闊高深
[00:13:40.000 --> 00:13:42.000]  請記住這個愛
[00:13:42.000 --> 00:13:44.000]  始在於人所能察覺的
[00:13:44.000 --> 00:13:49.000]  以基督神一切所充滿的力量
[00:13:49.000 --> 00:13:52.000]  神能照著運行在我們心裡的大力
[00:13:52.000 --> 00:13:55.000]  充充足足的成就一切
[00:13:55.000 --> 00:13:58.000]  超過我們所求所想的
[00:13:58.000 --> 00:14:08.000]  (廢話)
[00:14:08.000 --> 00:14:11.000]  好,這裡的經文就告訴我們
[00:14:11.000 --> 00:14:15.000]  使徒保羅為了教會弟兄姊妹來祈禱
[00:14:15.000 --> 00:14:20.000]  我在父的面前屈膝跪拜
[00:14:20.000 --> 00:14:23.000]  為了弟兄姊妹來禱告
[00:14:23.000 --> 00:14:25.000]  因為在上一節的經文
[00:14:25.000 --> 00:14:29.000]  一班弟兄姊妹因為保羅
[00:14:29.000 --> 00:14:32.000]  他們中間的屬靈的領袖被監禁
[00:14:32.000 --> 00:14:36.000]  所以他們心裡灰心沮喪
[00:14:36.000 --> 00:14:41.000]  他們憂愁,喪膽
[00:14:41.000 --> 00:14:45.000]  保羅提醒他們
[00:14:45.000 --> 00:14:48.000]  我被囚是因為你們的緣故
[00:14:48.000 --> 00:14:51.000]  並且是你們的光榮
[00:14:51.000 --> 00:14:53.000]  因為一切事情出於神的
[00:14:53.000 --> 00:14:56.000]  都是神榮耀的彰顯
[00:14:56.000 --> 00:14:57.000]  是神的工作
[00:14:57.000 --> 00:15:00.000]  因為外邦人能夠信耶穌
[00:15:00.000 --> 00:15:03.000]  因為福音傳到以弗所有地方
[00:15:03.000 --> 00:15:06.000]  因為他將福音傳遍小阿西亞
[00:15:06.000 --> 00:15:09.000]  所以他被監禁
[00:15:09.000 --> 00:15:14.000]  一切都是在神的掌管下
[00:15:14.000 --> 00:15:16.000]  為了你們的緣故
[00:15:16.000 --> 00:15:18.000]  福音的發展
[00:15:18.000 --> 00:15:21.000]  神使用這個方式
[00:15:21.000 --> 00:15:24.000]  所以一切都是出於神的
[00:15:24.000 --> 00:15:25.000]  是神的工作
[00:15:25.000 --> 00:15:29.000]  是神榮耀彰顯於保羅被囚
[00:15:29.000 --> 00:15:33.000]  是神彰顯於教會之內
[00:15:33.000 --> 00:15:38.000]  是神的榮耀彰顯於這個世界萬物
[00:15:38.000 --> 00:15:40.000]  我們看到
[00:15:40.000 --> 00:15:43.000]  神的榮耀彰顯在我們中間
[00:15:43.000 --> 00:15:45.000]  我們今天敬拜
[00:15:45.000 --> 00:15:47.000]  是榮耀神
[00:15:47.000 --> 00:15:49.000]  是神榮耀彰顯
[00:15:49.000 --> 00:15:51.000]  我們的唱頌
[00:15:51.000 --> 00:15:52.000]  我們的侍奉
[00:15:52.000 --> 00:15:54.000]  我們有恩賜
[00:15:54.000 --> 00:15:56.000]  我們成為神的兒女
[00:15:56.000 --> 00:15:59.000]  我們有聖潔子民的身份
[00:15:59.000 --> 00:16:03.000]  是神榮耀的彰顯
[00:16:03.000 --> 00:16:05.000]  所以你看看弟兄姊妹的時候
[00:16:05.000 --> 00:16:07.000]  你知道
[00:16:07.000 --> 00:16:13.000]  是神榮耀彰顯在弟兄姊妹身上
[00:16:13.000 --> 00:16:18.000]  他們所做的每一件事都是神榮耀的彰顯
[00:16:18.000 --> 00:16:19.000]  在這樣的時候
[00:16:19.000 --> 00:16:21.000]  我們就要傳敬畏的心
[00:16:21.000 --> 00:16:26.000]  因為我們的神是可敬可畏的
[00:16:26.000 --> 00:16:28.000]  當我們讀到經文的時候
[00:16:28.000 --> 00:16:29.000]  經文這樣說
[00:16:29.000 --> 00:16:32.000]  求他按著他豐盛的榮耀
[00:16:32.000 --> 00:16:33.000]  藉著他的靈
[00:16:33.000 --> 00:16:36.000]  叫我們心裡面力量剛強起來
[00:16:36.000 --> 00:16:39.000]  並且住在我們心裡
[00:16:39.000 --> 00:16:43.000]  叫我們的愛心有根有機
[00:16:43.000 --> 00:16:45.000]  我們心裡面有力量
[00:16:45.000 --> 00:16:49.000]  我們的愛心是有根有機
[00:16:49.000 --> 00:16:57.000]  因為我們是讓基督住在我們心裡
[00:16:57.000 --> 00:16:58.000]  藉著信心
[00:16:58.000 --> 00:17:01.000]  耶穌基督住在我們心裡
[00:17:01.000 --> 00:17:03.000]  藉著信心
[00:17:03.000 --> 00:17:05.000]  耶穌基督在我們裡面
[00:17:05.000 --> 00:17:11.000]  我們的愛心是有根有機的
[00:17:11.000 --> 00:17:13.000]  我們對神的愛心
[00:17:13.000 --> 00:17:15.000]  對人的愛
[00:17:15.000 --> 00:17:16.000]  對教會的愛
[00:17:16.000 --> 00:17:18.000]  對群眾的愛
[00:17:18.000 --> 00:17:23.000]  是有根有機的
[00:17:23.000 --> 00:17:27.000]  什麼是有根有機呢?
[00:17:27.000 --> 00:17:30.000]  我們就好像一棵植物一樣
[00:17:30.000 --> 00:17:35.000]  種植在耶穌基督好像泥土
[00:17:35.000 --> 00:17:37.000]  比喻他是泥土
[00:17:37.000 --> 00:17:40.000]  我們在耶穌基督裡面
[00:17:40.000 --> 00:17:41.000]  去扎根
[00:17:41.000 --> 00:17:43.000]  向下扎根往上結果
[00:17:43.000 --> 00:17:46.000]  扎根是穩固的根
[00:17:46.000 --> 00:17:50.000]  向下扎根是不能拔出的
[00:17:50.000 --> 00:17:53.000]  縱使是風雨飄搖
[00:17:53.000 --> 00:17:56.000]  基礎是穩固
[00:17:56.000 --> 00:18:00.000]  可以建築一座宏偉的城市
[00:18:00.000 --> 00:18:03.000]  都不會倒塌的
[00:18:03.000 --> 00:18:06.000]  所以我們在耶穌基督裡面
[00:18:06.000 --> 00:18:08.000]  耶穌基督在我們裡面
[00:18:08.000 --> 00:18:10.000]  是那麼穩固
[00:18:10.000 --> 00:18:13.000]  因為我們信耶穌是神的兒子
[00:18:13.000 --> 00:18:17.000]  我們信神叫他從死裡復活
[00:18:17.000 --> 00:18:21.000]  我們有耶穌基督
[00:18:21.000 --> 00:18:25.000]  我們有耶穌基督住在我們裡面
[00:18:25.000 --> 00:18:27.000]  有神的救贖
[00:18:27.000 --> 00:18:29.000]  有神的恩賜
[00:18:29.000 --> 00:18:32.000]  我們要持守這個信心
[00:18:32.000 --> 00:18:35.000]  保羅提醒當時的爾弗所弟兄姊妹
[00:18:35.000 --> 00:18:37.000]  你要持守這個信心
[00:18:37.000 --> 00:18:40.000]  我們不和這個世界一樣
[00:18:40.000 --> 00:18:42.000]  他們的城市
[00:18:42.000 --> 00:18:46.000]  他們從前拜的異神
[00:18:46.000 --> 00:18:48.000]  是不一樣的
[00:18:48.000 --> 00:18:50.000]  你回到家裡
[00:18:50.000 --> 00:18:51.000]  可能你看到一個神庵
[00:18:51.000 --> 00:18:53.000]  裡面有一個神像
[00:18:53.000 --> 00:18:58.000]  但是神不是住在裡面的
[00:18:58.000 --> 00:19:00.000]  我們不要留戀
[00:19:00.000 --> 00:19:02.000]  我們不要被欺騙
[00:19:02.000 --> 00:19:05.000]  所以有說就是
[00:19:05.000 --> 00:19:07.000]  爾弗所弟兄姊妹
[00:19:07.000 --> 00:19:09.000]  你們住在這個城市
[00:19:09.000 --> 00:19:11.000]  是在地上
[00:19:11.000 --> 00:19:13.000]  但是耶穌基督裡面
[00:19:13.000 --> 00:19:14.000]  我們住在耶穌基督裡面
[00:19:14.000 --> 00:19:16.000]  是在天上
[00:19:16.000 --> 00:19:18.000]  我應用在我們身上
[00:19:18.000 --> 00:19:20.000]  我們雖然居住在香港
[00:19:20.000 --> 00:19:21.000]  在地上
[00:19:21.000 --> 00:19:23.000]  但是我們在基督耶穌裡面
[00:19:23.000 --> 00:19:24.000]  是住在天上
[00:19:24.000 --> 00:19:29.000]  所以我們要活出在地約天的生活
[00:19:29.000 --> 00:19:33.000]  活出在地約天的生活
[00:19:33.000 --> 00:19:38.000]  再成為耶穌基督的子民
[00:19:38.000 --> 00:19:42.000]  天國子民是見證人
[00:19:42.000 --> 00:19:48.000]  見證我們耶穌基督住在我們裡面
[00:19:48.000 --> 00:19:51.000]  很多時候我們都要想一想
[00:19:51.000 --> 00:19:54.000]  揣摩一下
[00:19:54.000 --> 00:19:56.000]  有時候又懷疑一下
[00:19:56.000 --> 00:19:59.000]  當然我們要確定
[00:19:59.000 --> 00:20:03.000]  在耶穌基督裡面的愛心
[00:20:03.000 --> 00:20:05.000]  耶穌基督的愛
[00:20:05.000 --> 00:20:07.000]  是淋在我們身上
[00:20:07.000 --> 00:20:11.000]  我們所有愛的行動
[00:20:11.000 --> 00:20:16.000]  愛神、愛人是有根和有記的
[00:20:16.000 --> 00:20:22.000]  但是我們都會軟弱跌倒的
[00:20:22.000 --> 00:20:26.000]  因為罪的侵害
[00:20:26.000 --> 00:20:27.000]  罪的權勢
[00:20:27.000 --> 00:20:31.000]  在我們中間不斷地來攻擊
[00:20:31.000 --> 00:20:32.000]  在8月1號
[00:20:32.000 --> 00:20:34.000]  港九培靈研經大會
[00:20:34.000 --> 00:20:36.000]  第一天
[00:20:36.000 --> 00:20:38.000]  第一天而已
[00:20:38.000 --> 00:20:40.000]  我不知道在我們中間有沒有電影節目
[00:20:40.000 --> 00:20:42.000]  我們參加第一天培靈經會的聚會
[00:20:42.000 --> 00:20:43.000]  第二場
[00:20:43.000 --> 00:20:45.000]  第二場的聚會
[00:20:45.000 --> 00:20:49.000]  當時伯木斯向會眾發出呼召
