
[00:00:00.000 --> 00:00:03.740]  當一羣人聚在一起 特別想完成一些事情的時候
[00:06:28.260 --> 00:06:30.460]  所以與世俗爲友的
[00:06:30.460 --> 00:06:32.740]  就成了神的仇敵
[00:06:32.740 --> 00:06:33.740]  聖經說
[00:06:33.740 --> 00:06:37.540]  神愛那安置在我們裏面的靈
[00:06:37.540 --> 00:06:39.980]  愛到執道的地步
[00:06:39.980 --> 00:06:44.100]  你們想者話是徒然的嗎
[00:06:44.100 --> 00:06:46.340]  但神所賜的恩更大
[00:06:46.340 --> 00:06:48.100]  所以聖經上說
[00:06:48.100 --> 00:06:50.180]  神抵擋驕傲的人
[00:06:50.180 --> 00:06:52.820]  賜恩給謙卑的人
[00:06:52.820 --> 00:06:54.740]  你們應當信服上帝
[00:06:54.740 --> 00:06:56.260]  抵擋魔鬼
[00:06:56.260 --> 00:06:58.820]  魔鬼就逃避你們
[00:06:58.820 --> 00:07:00.860]  你們應當親近上帝
[00:07:00.860 --> 00:07:02.820]  上帝就親近你們
[00:07:02.820 --> 00:07:05.340]  罪人要潔淨你們的手
[00:07:05.340 --> 00:07:07.180]  三心兩意的人
[00:07:07.180 --> 00:07:09.260]  要清潔你們的心
[00:07:09.260 --> 00:07:10.860]  你們要愁苦
[00:07:10.860 --> 00:07:11.780]  悲哀
[00:07:11.780 --> 00:07:12.780]  哭泣
[00:07:12.780 --> 00:07:15.060]  把歡笑變爲傷痛
[00:07:15.060 --> 00:07:17.500]  把快樂變爲憂愁
[00:07:17.500 --> 00:07:19.940]  你們務要在主面前謙卑
[00:07:19.940 --> 00:07:23.620]  他就使你們高興
[00:07:23.620 --> 00:07:26.740]  這段聖經裏面有很多很寶貴的教訓
[00:07:26.740 --> 00:07:27.940]  讀一次
[00:07:27.940 --> 00:07:30.260]  可能你都不知道可以學到什麼
[00:07:30.260 --> 00:07:32.620]  所以牧師要在這裏幫你們
[00:07:32.620 --> 00:07:33.740]  在這段經文裏面
[00:07:33.740 --> 00:07:35.500]  起碼你有個印象
[00:07:35.500 --> 00:07:38.980]  雅各嘗試去處理
[00:07:38.980 --> 00:07:41.780]  人與人之間的矛盾
[00:07:41.780 --> 00:07:42.580]  衝突
[00:07:42.580 --> 00:07:44.980]  爭競的問題
[00:07:44.980 --> 00:07:47.220]  看下去的時候
[00:07:47.220 --> 00:07:52.140]  好像雅各告訴我們一大堆理由
[00:07:52.140 --> 00:07:55.260]  什麼會導致人與人之間
[00:07:55.260 --> 00:07:58.340]  有矛盾和衝突的情況出現
[00:07:58.340 --> 00:08:00.260]  但事實上如果你留心去看一看
[00:08:00.260 --> 00:08:01.860]  這段聖經的時候
[00:08:01.860 --> 00:08:04.700]  其實矛盾和衝突只有一個
[00:08:04.700 --> 00:08:09.660]  你知道導致人與人之間有矛盾和衝突的原因是什麼嗎
[00:08:09.660 --> 00:08:10.420]  很簡單
[00:08:10.420 --> 00:08:12.100]  從我的角度來看
[00:08:12.100 --> 00:08:13.420]  就是你
[00:08:13.420 --> 00:08:14.460]  就是我
[00:08:14.460 --> 00:08:15.900]  就是我們每一個人
[00:08:15.900 --> 00:08:19.580]  就是我們的Big Self
[00:08:19.580 --> 00:08:21.820]  我們的大自我
[00:08:21.820 --> 00:08:26.300]  或者是用廣東話比較親切的自大
[00:08:26.300 --> 00:08:28.420]  就是因爲人看得自己高
[00:08:28.420 --> 00:08:29.860]  看得自己很大
[00:08:29.860 --> 00:08:33.380]  是你的Big Self,你的大自我
[00:08:33.380 --> 00:08:36.580]  導致人與人之間很多時候
[00:08:36.580 --> 00:08:41.020]  有矛盾和衝突的情況出現
[00:08:41.020 --> 00:08:46.300]  雅各在第四章說到
[00:08:46.300 --> 00:08:48.660]  爲什麼他說人的自我
[00:08:48.660 --> 00:08:52.100]  人的自大導致有這樣的矛盾和衝突出現呢
[00:08:52.100 --> 00:08:56.300]  因爲首先他說人裏面有Passion
[00:08:56.300 --> 00:09:01.540]  中文聖經翻譯有你自己的私慾在當中
[00:09:01.540 --> 00:09:07.620]  是你的私慾導致有這樣的矛盾和衝突出現
[00:09:07.620 --> 00:09:10.860]  私慾這個字在英文裏面是Passion
[00:09:10.860 --> 00:09:13.220]  Passion其實我覺得是中性的
[00:09:13.220 --> 00:09:15.860]  事實上Passion這個字在中文裏面翻譯爲什麼呢
[00:09:15.860 --> 00:09:17.020]  激情嘛
[00:09:17.020 --> 00:09:20.980]  或者是你心裏面很熱衷
[00:09:20.980 --> 00:09:23.260]  希望能夠去做的事情
[00:09:23.260 --> 00:09:24.380]  這個是Passion
[00:09:24.380 --> 00:09:29.540]  英文裏面一般的意思是這樣
[00:09:29.540 --> 00:09:30.820]  事實上呢
[00:09:30.820 --> 00:09:33.380]  如果你沒有Passion
[00:09:33.380 --> 00:09:37.300]  對事物最周圍的人沒有熱忱或者激情的話
[00:09:37.300 --> 00:09:40.180]  你很難做成功的事情
[00:09:40.180 --> 00:09:40.780]  是不是
[00:09:40.780 --> 00:09:43.460]  爲什麼你能夠開放直行
[00:09:43.460 --> 00:09:45.740]  爲什麼你能夠搞成功一個機構
[00:09:45.740 --> 00:09:47.620]  爲什麼你能夠做功成功
[00:09:47.620 --> 00:09:50.940]  因爲你對那份工作有種熱忱在當中
[00:09:50.940 --> 00:09:54.180]  你努力不斷希望能夠去成功
[00:09:54.180 --> 00:09:56.060]  是可以的
[00:09:56.060 --> 00:09:57.620]  問題是什麼呢
[00:09:57.620 --> 00:10:00.860]  問題是當我們的Passion
[00:10:00.860 --> 00:10:04.900]  轉變成爲一個貪婪的慾念的時候
[00:10:04.900 --> 00:10:08.500]  一個Convectus Desire的時候
[00:10:08.500 --> 00:10:09.900]  那個就是問題了
[00:10:09.900 --> 00:10:12.260]  當我們的熱忱
[00:10:12.260 --> 00:10:15.460]  我們那種熱情或者激情的地步
[00:10:15.460 --> 00:10:18.140]  變成一種很私有化的
[00:10:18.140 --> 00:10:20.740]  很自私的一種慾望
[00:10:20.740 --> 00:10:23.220]  是爲了滿足自己的需要的時候
[00:10:23.220 --> 00:10:26.260]  接着在我們生命當中產生的是什麼呢
[00:10:26.260 --> 00:10:28.220]  就是那種貪念
[00:10:28.220 --> 00:10:33.420]  那種憎恨和那種執着
[00:10:33.420 --> 00:10:35.060]  就是將它變成執着
[00:10:35.060 --> 00:10:37.140]  將我們的Passion變成執着
[00:10:37.140 --> 00:10:41.020]  就會導致有這樣的情況出現
[00:10:41.020 --> 00:10:44.660]  大家知道美國經常想做大佬
[00:10:44.660 --> 00:10:46.300]  美國經常想做大佬
[00:10:46.300 --> 00:10:47.660]  他覺得自己也是大佬
[00:10:47.660 --> 00:10:49.860]  中國現在又想做大佬了
[00:10:49.860 --> 00:10:53.340]  人都有傾向想做No.1
[00:10:53.340 --> 00:10:55.460]  那你想做No.1
[00:10:55.460 --> 00:10:57.460]  於是你就很努力讀書
[00:10:57.460 --> 00:11:00.100]  很努力做工
[00:11:00.100 --> 00:11:02.500]  你希望透過你的努力
[00:11:02.500 --> 00:11:04.060]  讀書也好做工也好
[00:11:04.060 --> 00:11:07.740]  希望有一天你能夠去到那個位置
[00:11:07.740 --> 00:11:09.100]  但是呢
[00:11:09.100 --> 00:11:10.300]  大家沒有這樣的經驗
[00:11:10.300 --> 00:11:12.420]  或者沒有留意到有人這樣的情況出現
[00:11:12.420 --> 00:11:15.100]  當有人超前你
[00:11:15.100 --> 00:11:18.620]  爬你頭走到前面的時候
[00:11:18.620 --> 00:11:21.500]  不知道你心裏有什麼感覺
[00:11:21.500 --> 00:11:24.220]  會不會覺得有點不舒服呢
[00:11:24.220 --> 00:11:25.060]  有沒有覺得
[00:11:25.060 --> 00:11:26.420]  哎呀 爲什麼阻住了
[00:11:26.420 --> 00:11:27.380]  左頭左腦
[00:11:27.380 --> 00:11:28.380]  走開了 拜託你
[00:11:28.380 --> 00:11:29.540]  但是你又不夠他快
[00:11:29.540 --> 00:11:31.020]  他爬了你頭
[00:11:31.020 --> 00:11:33.020]  於是有時候你不自覺地想
[00:11:33.020 --> 00:11:35.740]  哎呀 鬼不望你撞到石頭掉下來
[00:11:35.740 --> 00:11:38.740]  或者我有什麼方法可以推一推你
[00:11:38.740 --> 00:11:42.020]  你走到一邊 我可以繼續走
[00:11:42.020 --> 00:11:45.260]  人有時候會想壞事就是這樣的
[00:11:45.260 --> 00:11:47.980]  事實上我記得當我讀小學的時候
[00:11:47.980 --> 00:11:49.620]  是真的發生的
[00:11:49.620 --> 00:11:50.620]  是我親眼看到的
[00:11:50.620 --> 00:11:52.140]  是同班同學來的
[00:11:52.140 --> 00:11:53.820]  有一個女生經常考第一的
[00:11:53.820 --> 00:11:55.740]  整班裏面經常考第一的
[00:11:55.740 --> 00:11:57.180]  忽然間有一個時期
[00:11:57.180 --> 00:11:59.340]  她變成考第二
[00:11:59.340 --> 00:12:01.540]  哇 我是親眼看到的
[00:12:01.540 --> 00:12:04.220]  這個女生真的是有意地
[00:12:04.220 --> 00:12:06.860]  去到爬了她頭的同學那裏
[00:12:06.860 --> 00:12:07.860]  一手推開她
[00:12:07.860 --> 00:12:09.980]  讓她滾到地上
[00:12:09.980 --> 00:12:11.420]  發泄裏面 什麼都好
[00:12:11.420 --> 00:12:13.180]  當然她被別人罰
[00:12:13.180 --> 00:12:14.900]  有這樣的行動對待同學
[00:12:14.900 --> 00:12:15.540]  但是你可以看到
[00:12:15.540 --> 00:12:16.860]  就是因爲這樣的緣故
[00:12:16.860 --> 00:12:20.260]  她做出了這樣的事
[00:12:20.260 --> 00:12:22.500]  另外我曾經有一個
[00:12:22.500 --> 00:12:24.580]  做工很成功的VP
[00:12:24.580 --> 00:12:25.580]  就是Vice President
[00:12:25.580 --> 00:12:28.380]  是一家很出名的大公司
[00:12:28.380 --> 00:12:30.060]  後來他信了耶穌
[00:12:30.060 --> 00:12:30.660]  他就跟我說
[00:12:30.660 --> 00:12:32.060]  孟師傅 你知道嗎
[00:12:32.060 --> 00:12:34.220]  我要爬到一個位置
[00:12:34.220 --> 00:12:37.100]  我要踩低最少200個人
[00:12:37.100 --> 00:12:41.500]  纔可以上到這個位置
[00:12:41.500 --> 00:12:43.140]  我想你去看看
[00:12:43.140 --> 00:12:44.540]  什麼叫踩低200個人
[00:12:44.540 --> 00:12:45.660]  大家可以想象
[00:12:45.660 --> 00:12:46.460]  不知道用什麼方法
[00:12:46.460 --> 00:12:49.500]  總之就是踩着你上
[00:12:49.500 --> 00:12:54.340]  他纔可以去到那個位置上面
[00:12:54.340 --> 00:12:57.260]  這些事實際上是發生在
[00:12:57.260 --> 00:12:59.620]  我們現時的社會環境當中
[00:12:59.620 --> 00:13:01.860]  這是一個很現實的問題
[00:13:01.860 --> 00:13:03.100]  由於什麼呢
[00:13:03.100 --> 00:13:05.380]  我想自己做哥哥
[00:13:05.380 --> 00:13:08.140]  由於希望能夠滿足自己的慾望
[00:13:08.140 --> 00:13:11.980]  能夠爬到那個位置上面
[00:13:11.980 --> 00:13:12.940]  有時我們都會想
[00:13:12.940 --> 00:13:15.780]  爲什麼人會變成這樣呢
[00:13:15.780 --> 00:13:17.500]  你猜我們知不知道這樣做是不對的呢
[00:13:17.500 --> 00:13:18.700]  是不好的呢
[00:13:18.700 --> 00:13:19.940]  明明是推低別人
[00:13:19.940 --> 00:13:22.500]  或者要踩低200個人上去
[00:13:22.500 --> 00:13:23.780]  其實可能在我們的心靈深處
[00:13:23.780 --> 00:13:25.340]  我們是知道的
[00:13:25.340 --> 00:13:26.780]  但聖經是怎樣說的
[00:13:26.780 --> 00:13:28.300]  它是我們的私慾
[00:13:28.300 --> 00:13:30.780]  at war inside us
[00:13:30.780 --> 00:13:33.420]  就是我們的那種慾望
[00:13:33.420 --> 00:13:36.140]  在我們裏面不斷地被轉化變質
[00:13:36.140 --> 00:13:37.220]  到一個地步
[00:13:37.220 --> 00:13:38.540]  在裏面征戰
[00:13:38.540 --> 00:13:40.340]  而我們
[00:13:40.340 --> 00:13:42.500]  沒有能力
[00:13:42.500 --> 00:13:43.940]  去打敗
[00:13:43.940 --> 00:13:47.420]  這些不斷膨脹的私慾
[00:13:47.420 --> 00:13:49.260]  事實上這就是第二點
[00:13:49.260 --> 00:13:50.860]  爲什麼我們說這是自大到成
[00:13:50.860 --> 00:13:52.340]  我們有這樣的情況出現呢
[00:13:52.340 --> 00:13:55.260]  因爲原來人犯罪之後
[00:13:55.260 --> 00:13:56.860]  這是我們的罪性
[00:13:56.860 --> 00:13:58.140]  人有一個傾向是什麼
[00:13:58.140 --> 00:14:00.140]  自私
[00:14:00.140 --> 00:14:00.900]  你同意嗎
[00:14:00.900 --> 00:14:02.100]  有一個傾向是自私的
[00:14:02.100 --> 00:14:02.740]  爲什麼呢
[00:14:02.740 --> 00:14:04.100]  很明顯的
[00:14:04.100 --> 00:14:05.140]  有什麼事發生的時候
[00:14:05.140 --> 00:14:06.140]  首先第一件事想想
[00:14:06.140 --> 00:14:08.340]  對我有什麼好處
[00:14:08.340 --> 00:14:09.500]  對我有什麼好處
[00:14:09.500 --> 00:14:10.940]  對我有什麼利益
[00:14:10.940 --> 00:14:12.180]  然後我再想想
[00:14:12.180 --> 00:14:13.500]  這件事的道理是怎樣
[00:14:13.500 --> 00:14:16.020]  應該怎麼做纔是對的
[00:14:16.020 --> 00:14:17.580]  很多時候人的想法
[00:14:17.580 --> 00:14:18.860]  無論是什麼事情都好
[00:14:18.860 --> 00:14:20.180]  首先是看看
[00:14:20.180 --> 00:14:21.580]  對我有什麼好處
[00:14:21.580 --> 00:14:23.100]  對我有什麼利益
[00:14:23.100 --> 00:14:25.140]  對我有什麼幫助
[00:14:25.140 --> 00:14:27.100]  然後我纔有興趣繼續想下去
[00:14:27.100 --> 00:14:28.180]  如果對我任何沒什麼好處
[00:14:28.180 --> 00:14:28.860]  沒什麼幫助的那些
[00:14:28.860 --> 00:14:29.580]  很多時候我們就
[00:14:29.580 --> 00:14:32.940]  哎 不要搞我
[00:14:32.940 --> 00:14:34.340]  其實這個是什麼
[00:14:34.340 --> 00:14:37.220]  是一個自私的表現
[00:14:37.220 --> 00:14:38.580]  而聖經裏面怎麼說呢
[00:14:38.580 --> 00:14:39.340]  聖經裏面說
[00:14:39.340 --> 00:14:41.460]  你們得不着
[00:14:41.460 --> 00:14:43.700]  是因爲你們不去求
[00:14:43.700 --> 00:14:45.380]  而你們求都得不到
[00:14:45.380 --> 00:14:46.060]  爲什麼
[00:14:46.060 --> 00:14:46.540]  聖經說
[00:14:46.540 --> 00:14:48.180]  因爲你們妄求
[00:14:48.180 --> 00:14:49.300]  why
[00:14:49.300 --> 00:14:50.660]  因爲我們求的那些東西
[00:14:50.660 --> 00:14:54.300]  是要用來浪費在我們自己的意義當中
[00:14:54.300 --> 00:14:55.260]  ok
[00:14:55.260 --> 00:14:57.060]  英文聖經裏面的意思是
[00:14:57.060 --> 00:15:02.020]  是要滿足我們自我那種慾望
[00:15:02.020 --> 00:15:06.900]  原來我們人都是有自私的傾向
[00:15:06.900 --> 00:15:08.420]  你不去理會它的時候
[00:15:08.420 --> 00:15:11.380]  這個自私是會被人發展
[00:15:11.380 --> 00:15:12.020]  到那個地步
[00:15:12.020 --> 00:15:15.860]  你又是很難去控制
[00:15:15.860 --> 00:15:18.140]  大家想不想有錢
[00:15:18.140 --> 00:15:20.500]  有沒有誰不想有錢的
[00:15:20.500 --> 00:15:22.180]  有錢不是每個人都有的
[00:15:22.180 --> 00:15:23.740]  大家想不想到那個地步
[00:15:23.740 --> 00:15:26.100]  你可以喜歡何時花錢
[00:15:26.100 --> 00:15:27.300]  喜歡花多少錢
[00:15:27.300 --> 00:15:28.700]  都不需要擔心的
[00:15:28.700 --> 00:15:30.780]  想不想
[00:15:30.780 --> 00:15:31.980]  當然想
[00:15:31.980 --> 00:15:33.980]  那有沒有試過買彩票
[00:15:33.980 --> 00:15:35.540]  有沒有買lotto
[00:15:35.540 --> 00:15:38.980]  有沒有祈禱上帝讓我可以化橫財
[00:15:38.980 --> 00:15:41.900]  有沒有試過
[00:15:41.900 --> 00:15:45.100]  不用跟我說的
[00:15:45.100 --> 00:15:46.300]  大家有沒有聽過
[00:15:46.300 --> 00:15:48.700]  其實我曾經提及過他幾次
[00:15:48.700 --> 00:15:51.460]  陳茵凡牧師 Francis Chek
[00:15:51.460 --> 00:15:53.060]  有沒有講過這個故事給你聽
[00:15:53.060 --> 00:15:56.140]  陳茵凡牧師是三萬士
[00:15:56.140 --> 00:15:57.060]  他向神祈禱
[00:15:57.060 --> 00:15:57.540]  向上帝說
[00:15:57.540 --> 00:15:59.260]  You make me rich
[00:15:59.260 --> 00:16:00.620]  你看我有錢
[00:16:00.620 --> 00:16:04.740]  所以我能夠有足夠的錢去享受和發展我的ministry
[00:16:04.740 --> 00:16:08.140]  你有沒有聽過他這樣向神祈禱
[00:16:08.140 --> 00:16:11.780]  沒有啊 我只是做出來的
[00:16:11.780 --> 00:16:12.860]  他沒有這樣向神祈禱
[00:16:12.860 --> 00:16:14.420]  不過他真的向神祈禱
[00:16:14.420 --> 00:16:15.340]  上帝
[00:16:15.340 --> 00:16:17.100]  Make me rich
[00:16:17.100 --> 00:16:18.460]  你讓我很有錢
[00:16:18.460 --> 00:16:23.820]  所以我可以用我的錢去幫助那些真的有需要的人
[00:16:23.820 --> 00:16:25.380]  And you know what
[00:16:25.380 --> 00:16:26.940]  神聽了他的祈禱
[00:16:26.940 --> 00:16:29.260]  他寫了一本書叫《Crazy Love》
[00:16:29.260 --> 00:16:32.740]  他的copyright的錢
[00:16:32.740 --> 00:16:35.940]  不止是三百萬是四百萬美金
[00:16:35.940 --> 00:16:39.340]  Suddenly he became rich
[00:16:39.340 --> 00:16:40.660]  幾年前我們在休斯敦的時候
[00:16:40.660 --> 00:16:42.300]  他和我們分享了一個見證
[00:16:42.300 --> 00:16:43.700]  Oh
[00:16:43.700 --> 00:16:47.380]  This is not my money
[00:16:47.380 --> 00:16:49.980]  他在大會里和我們說
[00:16:49.980 --> 00:16:51.900]  這個不是我的錢
[00:16:51.900 --> 00:16:53.140]  這個是上帝的錢
[00:16:53.140 --> 00:16:56.260]  我祈求的錢不是爲了發展我的事業
[00:16:56.260 --> 00:16:59.140]  或者是要讓我能夠盡情地去享受
[00:16:59.140 --> 00:17:00.420]  我祈求上帝給我的錢
[00:17:00.420 --> 00:17:03.220]  是要用來做神的事工
[00:17:03.220 --> 00:17:06.140]  幫助那些真正有需要的人
