
[00:00:00.000 --> 00:00:04.000]  好,今日分享的題目是真正的付足
[00:03:34.000 --> 00:03:37.000]  我們可能都會有不同的擔憂
[00:03:37.000 --> 00:03:40.000]  中間可能有時都會擔心身體的健康
[00:03:40.000 --> 00:03:42.000]  家庭的和諧
[00:03:42.000 --> 00:03:45.000]  但其實當我們回望我們過去人生的旅程
[00:03:45.000 --> 00:03:49.000]  我們一定會經歷過起起跌跌
[00:03:49.000 --> 00:03:52.000]  有時願望是會成真的
[00:03:52.000 --> 00:03:55.000]  但有時我們的願望又落空
[00:03:55.000 --> 00:03:57.000]  有時叫我們好喜樂
[00:03:57.000 --> 00:04:00.000]  但有時都叫我們好擔憂
[00:04:00.000 --> 00:04:03.000]  在這個循環起起跌跌的裡面
[00:04:03.000 --> 00:04:10.000]  究竟什麼才能夠讓我們得到生命真正的富足和滿足
[00:04:10.000 --> 00:04:13.000]  今天用一段我們可能都很熟悉的聖經
[00:04:13.000 --> 00:04:16.000]  我們一起反思我們的生命
[00:04:16.000 --> 00:04:18.000]  今天第一件事想跟大家分享的就是
[00:04:18.000 --> 00:04:21.000]  究竟我們現在追求什麼呢
[00:04:21.000 --> 00:04:26.000]  而我們現在追求的東西又有沒有意義呢
[00:04:26.000 --> 00:04:31.000]  我們首先一起由盧家峰十二章十三節到十五節
[00:04:31.000 --> 00:04:33.000]  請大家和我們一起讀
[00:04:33.000 --> 00:04:34.000]  一二三
[00:04:34.000 --> 00:04:37.000]  眾人中有一個人對耶穌說
[00:04:37.000 --> 00:04:42.000]  夫子請你吩咐我的兄長和我分開家業
[00:04:42.000 --> 00:04:47.000]  耶穌說你這個人誰能我作你們斷時的官
[00:04:47.000 --> 00:04:50.000]  給你們分家業呢
[00:04:50.000 --> 00:04:54.000]  於是對眾人說你們要謹慎自守
[00:04:54.000 --> 00:04:56.000]  免去一切的貪心
[00:04:56.000 --> 00:05:00.000]  因為人的生命不在乎家道豐富
[00:05:00.000 --> 00:05:04.000]  一開始有一個人來找耶穌
[00:05:04.000 --> 00:05:09.000]  他希望耶穌能夠幫他處理他家業的狀況
[00:05:09.000 --> 00:05:14.000]  家業的分佈其實是摩西律法其中一個課題
[00:05:14.000 --> 00:05:19.000]  而詮釋摩西律法也是拉比的責任
[00:05:19.000 --> 00:05:22.000]  這個人稱耶穌為夫子
[00:05:22.000 --> 00:05:28.000]  因為他希望耶穌幫他解決他和兄弟之間的糾紛
[00:05:28.000 --> 00:05:31.000]  《四經》沒有說這是一個什麼糾紛
[00:05:31.000 --> 00:05:33.000]  沒有交代過
[00:05:33.000 --> 00:05:35.000]  但在這裏我們可能都猜到
[00:05:35.000 --> 00:05:41.000]  可能是兄長不願意賣了他們同住的房產
[00:05:41.000 --> 00:05:48.000]  或者是哥哥不願意給弟弟一份合理的遺產
[00:05:48.000 --> 00:05:51.000]  但在這裏耶穌想說一件事
[00:05:51.000 --> 00:06:00.000]  耶穌想藉著這件事去問究竟我們有沒有追尋生命真正的意義
[00:06:00.000 --> 00:06:02.000]  耶穌問了一個很特別的問題
[00:06:02.000 --> 00:06:04.000]  耶穌問你這個人
[00:06:04.000 --> 00:06:08.000]  誰立我作你們斷時的棺
[00:06:08.000 --> 00:06:10.000]  其實耶穌想問一個問題
[00:06:10.000 --> 00:06:14.000]  耶穌想問你來到我這裏其實你想找什麼
[00:06:14.000 --> 00:06:18.000]  你來到我面前究竟你追求的是什麼
[00:06:18.000 --> 00:06:21.000]  今天我們都可以問自己這個問題
[00:06:21.000 --> 00:06:25.000]  今天我們來到耶穌面前我們求什麼
[00:06:25.000 --> 00:06:27.000]  今天我們來到耶穌面前
[00:06:27.000 --> 00:06:31.000]  究竟我們是想耶穌祝福我們物質的生命
[00:06:31.000 --> 00:06:34.000]  還是我們真的很想來到耶穌面前
[00:06:34.000 --> 00:06:39.000]  去找到我們生命真正的意義
[00:06:39.000 --> 00:06:43.000]  所以耶穌見到這個人的內心
[00:06:43.000 --> 00:06:46.000]  也給了眾人一個教導
[00:06:46.000 --> 00:06:51.000]  他說今天我們要謹慎自守
[00:06:51.000 --> 00:06:53.000]  免去一切的貪心
[00:06:53.000 --> 00:06:57.000]  因為人的生命不在乎家道豐富
[00:06:57.000 --> 00:07:03.000]  在聖經裏面很多時貪心是等同了拜偶像的
[00:07:03.000 --> 00:07:06.000]  為什麼貪心就是拜偶像呢
[00:07:06.000 --> 00:07:12.000]  因為很多時我們貪的東西取代了神在我們生命之中的位置
[00:07:12.000 --> 00:07:17.000]  如果我們今天貪的東西取代了神在我們生命之中的位置
[00:07:17.000 --> 00:07:20.000]  其實就等同拜偶像
[00:07:20.000 --> 00:07:24.000]  耶穌說一個人其實不在乎家道豐富
[00:07:24.000 --> 00:07:27.000]  有些人可能有很多的財產
[00:07:27.000 --> 00:07:32.000]  有些人可能為了買樓不惜一切去擁有一層樓
[00:07:32.000 --> 00:07:34.000]  成為了樓奴
[00:07:34.000 --> 00:07:37.000]  有些人去追求財富
[00:07:37.000 --> 00:07:42.000]  但是忽略了家庭忽略了其他人的需要
[00:07:42.000 --> 00:07:46.000]  我想說聖經不反對別人擁有財富
[00:07:46.000 --> 00:07:49.000]  聖經不是反對別人擁有財富
[00:07:49.000 --> 00:07:51.000]  但今天更重要的是說什麼呢
[00:07:51.000 --> 00:07:56.000]  我們有沒有按著真理去得著財富
[00:07:56.000 --> 00:08:00.000]  和有沒有按著真理去運用財富
[00:08:00.000 --> 00:08:02.000]  有些人去追求財富
[00:08:02.000 --> 00:08:05.000]  但是用了錯誤的方法去追求
[00:08:05.000 --> 00:08:08.000]  有一些人去擁有財富
[00:08:08.000 --> 00:08:10.000]  但是他濫用了財富
[00:08:10.000 --> 00:08:14.000]  所以聖經不是叫我們現在要扔掉我們所有的東西
[00:08:14.000 --> 00:08:16.000]  把我們所有的東西都扔掉不是這個意思
[00:08:16.000 --> 00:08:24.000]  但是聖經是問我們有沒有按著真理的教導去運用我們的資源
[00:08:24.000 --> 00:08:28.000]  當我們按著真理的教導去運用我們的資源
[00:08:28.000 --> 00:08:33.000]  我們能夠得著真正的喜樂平安和健康
[00:08:33.000 --> 00:08:36.000]  我們的生命能夠成為其他人的祝福
[00:08:36.000 --> 00:08:42.000]  我們的生命亦都可以去傳揚神的福音和真理
[00:08:42.000 --> 00:08:44.000]  所以今天問的第一個問題就是
[00:08:44.000 --> 00:08:46.000]  我們現在追求什麼呢
[00:08:46.000 --> 00:08:49.000]  我們追求的東西有沒有意義呢
[00:08:49.000 --> 00:08:52.000]  我回想我自己信耶穌的時候
[00:08:52.000 --> 00:08:57.000]  其實我裡面有很多的恐懼和不安全感
[00:08:57.000 --> 00:09:01.000]  認識我的人其實知道我在一個富裕的家庭裡成長
[00:09:01.000 --> 00:09:03.000]  父母很愛惜我
[00:09:03.000 --> 00:09:05.000]  很努力去栽培我
[00:09:05.000 --> 00:09:07.000]  所以我從小在香港
[00:09:07.000 --> 00:09:11.000]  小學和中學都是在香港的名校
[00:09:11.000 --> 00:09:15.000]  接著我考進了英國名牌的寄宿學校
[00:09:15.000 --> 00:09:21.000]  英國的前首相申偉成其實都是我的師弟
[00:09:21.000 --> 00:09:23.000]  所以是一個名牌的寄宿學校
[00:09:23.000 --> 00:09:25.000]  不過我認識他他不認識我
[00:09:25.000 --> 00:09:28.000]  所以他是小時候三年的師弟
[00:09:28.000 --> 00:09:32.000]  考進了名牌的寄宿學校
[00:09:32.000 --> 00:09:34.000]  又要跟別人爭取成績
[00:09:34.000 --> 00:09:37.000]  考進了名牌大學
[00:09:37.000 --> 00:09:42.000]  在外在環境來講是一個很幸福和充滿希望的生命
[00:09:42.000 --> 00:09:48.000]  但其實原來我的內裡是充滿著恐懼和不安全感
[00:09:48.000 --> 00:09:51.000]  因為從小就要去追每一個的目標
[00:09:51.000 --> 00:09:54.000]  讀小學的時候希望讀得好
[00:09:54.000 --> 00:09:56.000]  因為我要直升那間中學
[00:09:56.000 --> 00:09:59.000]  去到中學的時候我要拿著很好的成績
[00:09:59.000 --> 00:10:02.000]  去見不同的英國寄宿學校
[00:10:02.000 --> 00:10:05.000]  希望入到英國的名牌寄宿學校
[00:10:05.000 --> 00:10:09.000]  入到去的時候就要跟我同學爭公開試的成績
[00:10:09.000 --> 00:10:11.000]  初初爭得很辛苦因為我英文不好
[00:10:11.000 --> 00:10:14.000]  於是我不斷要跟其他同學爭
[00:10:14.000 --> 00:10:16.000]  我希望爭得好的成績
[00:10:16.000 --> 00:10:19.000]  以至到我入到名牌的大學
[00:10:19.000 --> 00:10:22.000]  入到名牌的大學我又要跟同學爭成績
[00:10:22.000 --> 00:10:24.000]  因為我要爭得好的成績
[00:10:24.000 --> 00:10:26.000]  我才可以寄進去那些律師行
[00:10:26.000 --> 00:10:31.000]  我才可以跟同學爭進去英國五大的律師行
[00:10:31.000 --> 00:10:34.000]  原來我發現自己從小到大
[00:10:34.000 --> 00:10:36.000]  我要去嘗試去追每一個目標
[00:10:36.000 --> 00:10:39.000]  但我發現原來追不到還好一點
[00:10:39.000 --> 00:10:41.000]  你一開始追不到
[00:10:41.000 --> 00:10:43.000]  那就就是追不到 是不是
[00:10:43.000 --> 00:10:44.000]  那就沒有壓力了
[00:10:44.000 --> 00:10:46.000]  但你追到之後
[00:10:46.000 --> 00:10:47.000]  你就要追下一個
[00:10:47.000 --> 00:10:49.000]  但原來你每追到一個
[00:10:49.000 --> 00:10:52.000]  我發現我裡面的恐懼和不安全感越大
[00:10:52.000 --> 00:10:54.000]  因為我剛才說如果開始追不到
[00:10:54.000 --> 00:10:56.000]  那就不要想了 是不是
[00:10:56.000 --> 00:10:58.000]  但你追到一個
[00:10:58.000 --> 00:10:59.000]  你就要想下一個
[00:10:59.000 --> 00:11:01.000]  但你越追的時候
[00:11:01.000 --> 00:11:04.000]  你就越怕如果你追不到下一個的時候
[00:11:04.000 --> 00:11:06.000]  那之前的就白費了
[00:11:06.000 --> 00:11:08.000]  你越追得多的時候
[00:11:08.000 --> 00:11:11.000]  你就最怕就是下一個東西如果你失敗了
[00:11:11.000 --> 00:11:15.000]  那你以前這麼辛苦的事是為了什麼呢
[00:11:15.000 --> 00:11:19.000]  所以我發現那時候其實我內裡有很多壓力
[00:11:19.000 --> 00:11:21.000]  我發現當時我用兩個方法去處理我
[00:11:21.000 --> 00:11:23.000]  壓力的
[00:11:23.000 --> 00:11:26.000]  第一就是吃一件超大的牛扒
[00:11:26.000 --> 00:11:32.000]  第二就是當時我的不太好的朋友
[00:11:32.000 --> 00:11:34.000]  帶了我去賭錢
[00:11:34.000 --> 00:11:37.000]  他常常帶我去賭場賭錢
[00:11:37.000 --> 00:11:42.000]  但我發現原來在賭錢裡面那個刺激感
[00:11:42.000 --> 00:11:46.000]  是能夠叫我暫時好像忘記了
[00:11:46.000 --> 00:11:48.000]  生命裡面的壓力
[00:11:48.000 --> 00:11:52.000]  所以原來我慢慢變成了個病態賭徒
[00:11:52.000 --> 00:11:54.000]  我不可以控制自己
[00:11:54.000 --> 00:11:58.000]  我一放學我的朋友約我我就去賭
[00:11:58.000 --> 00:12:00.000]  我變成了個病態賭徒
[00:12:00.000 --> 00:12:02.000]  但我感謝主
[00:12:02.000 --> 00:12:05.000]  當我信了主的時候神改變我
[00:12:05.000 --> 00:12:07.000]  我成功戒了賭
[00:12:07.000 --> 00:12:10.000]  所以今天我們要問自己一個問題
[00:12:10.000 --> 00:12:13.000]  今天我們生命追緊什麼東西
[00:12:13.000 --> 00:12:15.000]  而你追緊那樣東西
[00:12:15.000 --> 00:12:19.000]  是不是能夠令你得到真正的富足
[00:12:19.000 --> 00:12:22.000]  因為是在家崇拜的週末
[00:12:22.000 --> 00:12:27.000]  所以我們會給小組一些討論問題
[00:12:27.000 --> 00:12:29.000]  平時我們講到是沒有討論問題的
[00:12:29.000 --> 00:12:31.000]  但因為是在家崇拜的週末
[00:12:31.000 --> 00:12:33.000]  所以我們會有一些討論的問題
[00:12:33.000 --> 00:12:38.000]  雖然我們在崇拜就沒有時間給大家和旁邊的人聊這些問題
[00:12:38.000 --> 00:12:40.000]  但你可以拍下他
[00:12:40.000 --> 00:12:45.000]  一會你吃飯的時候或者你在家安靜的時候
[00:12:45.000 --> 00:12:47.000]  你都可以想一下
[00:12:47.000 --> 00:12:51.000]  究竟過去和現在你覺得你追緊什麼東西呢
[00:12:51.000 --> 00:12:53.000]  或者很重要
[00:12:53.000 --> 00:12:56.000]  我們有沒有想過我們在祈禱的時候
[00:12:56.000 --> 00:12:59.000]  其實我們在求什麼呢
[00:12:59.000 --> 00:13:04.000]  因為我們祈禱求的都等同我們現在心裡追緊的東西
[00:13:04.000 --> 00:13:06.000]  陳牧師很久以前講過一件事
[00:13:06.000 --> 00:13:09.000]  我覺得很發人心醒
[00:13:09.000 --> 00:13:12.000]  他說今天如果我們祈禱的東西
[00:13:12.000 --> 00:13:16.000]  和一個未信的人求的東西是一樣的話
[00:13:16.000 --> 00:13:20.000]  他說你要問一下自己今天我是不是真的在信耶穌
[00:13:20.000 --> 00:13:23.000]  就是說今天我們究竟追緊什麼東西
[00:13:23.000 --> 00:13:26.000]  我們追的東西和這個世界追的東西是不是一樣的呢
[00:13:26.000 --> 00:13:30.000]  如果我們現在追的東西和這個世界追的東西都一樣的時候
[00:13:30.000 --> 00:13:33.000]  我們真的要反思一下我們的生命
[00:13:33.000 --> 00:13:36.000]  我們是不是真的在跟隨耶穌
[00:13:36.000 --> 00:13:40.000]  而第三你覺得過去或者現在所追求的
[00:13:40.000 --> 00:13:45.000]  能不能夠真的帶給你真正的滿足呢
[00:13:45.000 --> 00:13:47.000]  很值得我們去反思
[00:13:47.000 --> 00:13:50.000]  因為當我們首先問我們的生命
[00:13:50.000 --> 00:13:53.000]  有沒有真正付足的時候
[00:13:53.000 --> 00:13:57.000]  你究竟追緊什麼東西
[00:13:57.000 --> 00:14:01.000]  而今天跟著我們分享的第二點
[00:14:01.000 --> 00:14:03.000]  是生命無常
[00:14:03.000 --> 00:14:06.000]  但是我們卻能夠在神的裡面
[00:14:06.000 --> 00:14:09.000]  去得著真正的付足
[00:14:09.000 --> 00:14:13.000]  我們由第16節一直讀到第21節
[00:14:13.000 --> 00:14:15.000]  這個是一個耶穌的比喻
[00:14:15.000 --> 00:14:16.000]  我們一起讀
[00:14:16.000 --> 00:14:17.000]  1 2 3
[00:14:17.000 --> 00:14:19.000]  就用比喻對他們說
[00:14:19.000 --> 00:14:23.000]  有一個財主田產豐盛
[00:14:23.000 --> 00:14:25.000]  自己心裡思想說
[00:14:25.000 --> 00:14:28.000]  我的出產沒有地方收藏
[00:14:28.000 --> 00:14:30.000]  怎麼辦呢
[00:14:30.000 --> 00:14:33.000]  又說我要怎麼辦
[00:14:33.000 --> 00:14:35.000]  要把我的倉房拆了
[00:14:35.000 --> 00:14:37.000]  另蓋更大的
[00:14:37.000 --> 00:14:42.000]  在那裡收藏我一切的糧食和財物
[00:14:42.000 --> 00:14:45.000]  然後要對我的靈魂說
[00:14:45.000 --> 00:14:46.000]  靈魂啊
[00:14:46.000 --> 00:14:49.000]  你有許多財物積存
[00:14:49.000 --> 00:14:51.000]  可作多年的費用
[00:14:51.000 --> 00:14:55.000]  只管安安逸逸地吃喝快樂吧
[00:14:55.000 --> 00:14:56.000]  神卻對他說
[00:14:56.000 --> 00:14:58.000]  無知的人啊
[00:14:58.000 --> 00:15:00.000]  今晚必要你的靈魂
[00:15:00.000 --> 00:15:03.000]  你所預備的要歸誰呢
[00:15:03.000 --> 00:15:05.000]  凡為自己積財
[00:15:05.000 --> 00:15:08.000]  在神面前卻不付足的
[00:15:08.000 --> 00:15:10.000]  也是這樣
[00:15:10.000 --> 00:15:12.000]  這裡耶穌用了一個比喻
[00:15:12.000 --> 00:15:14.000]  在這個比喻裡面
[00:15:14.000 --> 00:15:15.000]  有一個角色
[00:15:15.000 --> 00:15:17.000]  是一個財主
[00:15:17.000 --> 00:15:20.000]  財主是一個擁有田地的人
[00:15:20.000 --> 00:15:23.000]  田產豐盛就代表
[00:15:23.000 --> 00:15:26.000]  他的財富不斷增加
[00:15:26.000 --> 00:15:28.000]  我們首先弄清楚
[00:15:28.000 --> 00:15:32.000]  財主本身不是一個負面的角色
[00:15:32.000 --> 00:15:34.000]  所以不要看到別人說
[00:15:34.000 --> 00:15:36.000]  你是財主
[00:15:36.000 --> 00:15:39.000]  財主本身不是一個負面的角色
[00:15:39.000 --> 00:15:41.000]  但是今天這個財主
[00:15:41.000 --> 00:15:45.000]  怎樣去運用他的財產
[00:15:45.000 --> 00:15:48.000]  是我們要學習的地方
[00:15:48.000 --> 00:15:50.000]  這個財主
[00:15:50.000 --> 00:15:53.000]  自己心裡思想
[00:15:53.000 --> 00:15:58.000]  我的出產沒有地方收藏
[00:15:58.000 --> 00:16:01.000]  怎樣才能夠我的出產沒有地方收藏
[00:16:01.000 --> 00:16:03.000]  他很豐收
[00:16:03.000 --> 00:16:06.000]  他的農作物的豐收很厲害
[00:16:06.000 --> 00:16:09.000]  我的出產沒有地方收藏
[00:16:09.000 --> 00:16:11.000]  怎麼辦呢
[00:16:11.000 --> 00:16:13.000]  我們要弄清楚一件事
[00:16:13.000 --> 00:16:16.000]  當時是一個農業的社會
[00:16:16.000 --> 00:16:18.000]  在這個農業社會裡面
[00:16:18.000 --> 00:16:23.000]  其實財主是有責任去周濟窮人的
[00:16:23.000 --> 00:16:27.000]  因為當時的文化是沒有社會福利處的
[00:16:27.000 --> 00:16:30.000]  沒有一個以色列社會福利處
[00:16:30.000 --> 00:16:33.000]  窮人可以去社會福利處拿福利
[00:16:33.000 --> 00:16:35.000]  當時沒有的
[00:16:35.000 --> 00:16:37.000]  當時窮人可以怎樣
[00:16:37.000 --> 00:16:40.000]  就是靠財主去周濟他們
[00:16:40.000 --> 00:16:44.000]  所以原來財主是有一個社會責任
[00:16:44.000 --> 00:16:47.000]  去周濟當時的窮人
[00:16:47.000 --> 00:16:49.000]  但這個財主是怎樣的呢
[00:16:49.000 --> 00:16:54.000]  這個財主只是顧著把自己的田產收起來
[00:16:54.000 --> 00:16:57.000]  因為他只是關心自己
[00:16:57.000 --> 00:17:00.000]  他漠視其他人的需要
[00:17:00.000 --> 00:17:02.000]  所以他說
[00:17:02.000 --> 00:17:06.000]  我有這麼多豐收的田產
[00:17:06.000 --> 00:17:07.000]  怎麼辦呢
[00:17:07.000 --> 00:17:10.000]  他說我要拆掉我的倉庫
[00:17:10.000 --> 00:17:12.000]  為什麼要拆掉我的倉庫呢
[00:17:12.000 --> 00:17:13.000]  因為不夠擺放
[00:17:13.000 --> 00:17:18.000]  他要再建一個大一點的倉庫
[00:17:18.000 --> 00:17:23.000]  就可以收藏他一切的糧食和財物
[00:17:23.000 --> 00:17:26.000]  在這裏我們可以看到這個財主
[00:17:26.000 --> 00:17:29.000]  他的自私他的貪心
[00:17:29.000 --> 00:17:30.000]  然後怎樣呢
[00:17:30.000 --> 00:17:33.000]  然後要跟自己的靈魂說
[00:17:33.000 --> 00:17:34.000]  靈魂啊
[00:17:34.000 --> 00:17:37.000]  你有許多的財物積存
[00:17:37.000 --> 00:17:39.000]  可作多年的費用
[00:17:39.000 --> 00:17:44.000]  只管安安逸逸地吃喝快樂吧
[00:17:44.000 --> 00:17:46.000]  這個漁民其實是很有趣的
[00:17:46.000 --> 00:17:49.000]  這個漁民是有四組的動詞
[00:17:49.000 --> 00:17:52.000]  這四組的動詞都是命令式的
[00:17:52.000 --> 00:17:53.000]  就是說
[00:17:53.000 --> 00:17:56.000]  這裏把這四組的動詞擺出來
[00:17:56.000 --> 00:17:59.000]  這四組的命令是什麼意思呢
[00:17:59.000 --> 00:18:01.000]  就是說跟自己的靈魂說
[00:18:01.000 --> 00:18:03.000]  休息吧
[00:18:03.000 --> 00:18:04.000]  吃吧
[00:18:04.000 --> 00:18:05.000]  喝吧
[00:18:05.000 --> 00:18:06.000]  厭惡吧
[00:18:06.000 --> 00:18:09.000]  這個就是他自己跟自己說的
[00:18:09.000 --> 00:18:12.000]  哇你有這麼多財物
[00:18:12.000 --> 00:18:15.000]  可以作自己多年的費用
[00:18:15.000 --> 00:18:17.000]  所以你現在唯一一個人生目標就是
[00:18:17.000 --> 00:18:19.000]  休息吧
[00:18:19.000 --> 00:18:20.000]  吃吧
[00:18:20.000 --> 00:18:21.000]  喝吧
[00:18:21.000 --> 00:18:23.000]  厭惡吧
[00:18:23.000 --> 00:18:28.000]  我不知道有沒有人生都是這樣
[00:18:28.000 --> 00:18:29.000]  你都是跟自己說
[00:18:29.000 --> 00:18:30.000]  休息吧
[00:18:30.000 --> 00:18:31.000]  吃吧
[00:18:31.000 --> 00:18:32.000]  喝吧
[00:18:32.000 --> 00:18:34.000]  厭惡吧
[00:18:34.000 --> 00:18:36.000]  我看你們應該不是這樣的
[00:18:36.000 --> 00:18:37.000]  我也認識大家很多
[00:18:37.000 --> 00:18:38.000]  大家應該不是這樣的
[00:18:38.000 --> 00:18:43.000]  但是當時這個財主就是這樣
[00:18:43.000 --> 00:18:48.000]  他只是去追求自己享受的生活
[00:18:48.000 --> 00:18:52.000]  但是沒有想過其他的需要
[00:18:52.000 --> 00:18:54.000]  於是在這段聖經裏面
[00:18:54.000 --> 00:18:56.000]  這個比喻裏面
[00:18:56.000 --> 00:18:57.000]  神就跟這個人說
[00:18:57.000 --> 00:18:59.000]  那個無知的人
[00:18:59.000 --> 00:19:02.000]  今晚必要你的靈魂
[00:19:02.000 --> 00:19:05.000]  你所預備的要歸誰呢
[00:19:05.000 --> 00:19:06.000]  在這個比喻裏面
[00:19:06.000 --> 00:19:09.000]  神說這個人是無知的
[00:19:09.000 --> 00:19:11.000]  為什麼這個人是無知呢
[00:19:11.000 --> 00:19:13.000]  從我們看這段聖經的背景
[00:19:13.000 --> 00:19:15.000]  至少有四樣東西
[00:19:15.000 --> 00:19:17.000]  這個人是無知的
[00:19:17.000 --> 00:19:19.000]  第一個無知
[00:19:19.000 --> 00:19:23.000]  是他以為自己必定可以享受
[00:19:23.000 --> 00:19:26.000]  自己為自己所儲存的
[00:19:26.000 --> 00:19:29.000]  但是生命其實不是我們可以控制的
[00:19:29.000 --> 00:19:32.000]  所以如果我們生命突然完結
[00:19:32.000 --> 00:19:33.000]  其實我們沒有想過
[00:19:33.000 --> 00:19:36.000]  我們的生命是怎樣的呢
[00:19:36.000 --> 00:19:37.000]  所以他第一個無知
[00:19:37.000 --> 00:19:40.000]  是他以為我必定可以有很多時間
[00:19:40.000 --> 00:19:43.000]  去享受自己這個財產
[00:19:43.000 --> 00:19:46.000]  所以我一生就是休息吧
[00:19:46.000 --> 00:19:47.000]  吃吧
[00:19:47.000 --> 00:19:48.000]  喝吧
[00:19:48.000 --> 00:19:49.000]  厭惡吧
[00:19:49.000 --> 00:19:51.000]  他第二個無知
[00:19:51.000 --> 00:19:53.000]  是他不懂得感恩
[00:19:53.000 --> 00:19:56.000]  因為這是一個農業的社會
[00:19:56.000 --> 00:19:58.000]  在農業社會裏面
[00:19:58.000 --> 00:20:00.000]  他有那麼多的田產
[00:20:00.000 --> 00:20:01.000]  除了自己的努力
