
[00:00:00.000 --> 00:00:03.000]  我今天跟大家來分享的題目叫做
[00:02:44.960 --> 00:02:48.040]  有沒有走過這個日子
[00:02:48.040 --> 00:02:51.260]  在人生裡面不是每一個禱告神都應允
[00:02:51.260 --> 00:02:54.280]  不是每一個時候神都讓我們的道路通達
[00:02:54.280 --> 00:02:57.340]  然而在我們的人生的當中
[00:02:57.340 --> 00:03:00.400]  神卻遠距離的
[00:03:00.400 --> 00:03:01.920]  來看見我們
[00:03:01.920 --> 00:03:05.680]  看我做什麼
[00:03:05.680 --> 00:03:09.400]  看我如何走過黑暗的日子
[00:03:09.400 --> 00:03:14.100]  一個成熟的人不需要每個時候
[00:03:14.100 --> 00:03:17.120]  餵養,因為他餓了就會吃
[00:03:17.120 --> 00:03:20.560]  一個成熟的基督徒也都需要明白
[00:03:20.560 --> 00:03:23.600]  一個事情,就是神的這種
[00:03:23.600 --> 00:03:26.600]  亮光,神的帶領,神的意念
[00:03:26.600 --> 00:03:28.020]  高於我們
[00:03:28.020 --> 00:03:31.380]  所以有些時候神沒有立刻的把手
[00:03:31.380 --> 00:03:34.440]  來幫助我們,服務我們
[00:03:34.440 --> 00:03:37.340]  然而神在觀看我們
[00:03:37.340 --> 00:03:40.380]  讓我們帶著信心的道路走過
[00:03:40.380 --> 00:03:41.380]  黑暗的日子
[00:03:41.380 --> 00:03:44.740]  親愛的弟兄姊妹,這個的距離
[00:03:44.740 --> 00:03:46.540]  叫做健康的距離
[00:03:46.540 --> 00:03:49.860]  今天有很多人看主與他的
[00:03:49.860 --> 00:03:52.060]  關係,是一個
[00:03:52.060 --> 00:03:56.020]  先求一定會回答的關係
[00:03:56.020 --> 00:03:59.140]  他覺得禱告以後神不應允
[00:03:59.140 --> 00:04:01.360]  則不成為我的主福
[00:04:01.360 --> 00:04:03.780]  很多時候我們沒有
[00:04:03.780 --> 00:04:05.760]  俗靈中的這種等待
[00:04:05.760 --> 00:04:08.920]  所以少為神與我們有一段的距離
[00:04:08.920 --> 00:04:11.940]  我們就開始懷疑上帝的存在
[00:04:11.940 --> 00:04:14.900]  甚至於懷疑神自己的慈愛
[00:04:14.900 --> 00:04:17.900]  有一些在病痛的裡面,有一些經歷
[00:04:17.900 --> 00:04:20.900]  分離的人,有一些在憂傷的當中
[00:04:20.900 --> 00:04:24.640]  有一些在找工作的這個環境的裡面
[00:04:24.640 --> 00:04:27.720]  有否我們也都經歷過這個時刻
[00:04:27.720 --> 00:04:30.820]  就是覺得神遠遠遠遠
[00:04:30.820 --> 00:04:33.800]  離開了我,甚至於神好像
[00:04:33.800 --> 00:04:37.560]  不看見我,沒有聽見我
[00:04:37.560 --> 00:04:41.160]  以前在過去日子裡面,神上
[00:04:41.160 --> 00:04:44.160]  亞巴拉罕立了約,他說
[00:04:44.160 --> 00:04:47.180]  你以後的子孫,必如沙一樣的多
[00:04:47.180 --> 00:04:50.280]  如同猩猩一樣的繁多
[00:04:50.280 --> 00:04:55.280]  然而在430年以後
[00:04:55.280 --> 00:05:00.140]  就在他們離開了這個園區的地方
[00:05:00.140 --> 00:05:04.280]  進到陰許,進到埃及之地的時候
[00:05:04.280 --> 00:05:09.280]  神為他們準備了整整430年
[00:05:09.280 --> 00:05:14.780]  讓他們在經過法老的這個的痛害
[00:05:14.780 --> 00:05:18.280]  經過了敵人對他們的攻擊以後
[00:05:18.280 --> 00:05:21.280]  他們在那個時候才發現到
[00:05:21.280 --> 00:05:25.280]  原來神的拯救是何等的寶貴
[00:05:25.280 --> 00:05:29.280]  親愛的弟兄姊妹,信心是跟距離有關係
[00:05:29.280 --> 00:05:32.280]  有些時候眼前看見的事情
[00:05:32.280 --> 00:05:34.780]  可能不成為我們最大的幫助
[00:05:34.780 --> 00:05:37.280]  我們需要提起的信心
[00:05:37.280 --> 00:05:40.280]  或許有些時候你覺得孤單
[00:05:40.280 --> 00:05:43.280]  聽一下,看一下,停一下
[00:05:43.280 --> 00:05:45.780]  願你往外觀看
[00:05:45.780 --> 00:05:49.280]  原來神的指頭都說明瞭他的慈愛
[00:05:49.280 --> 00:05:53.280]  原來神的供應都遍滿了傳遞
[00:05:53.280 --> 00:05:55.280]  今天在美國裡面
[00:05:55.280 --> 00:05:57.280]  我聽到很多人跟我說
[00:05:57.280 --> 00:06:02.280]  他說我在Black Friday沒有買到我要買的東西
[00:06:02.280 --> 00:06:05.280]  我心裡很痛心
[00:06:05.280 --> 00:06:07.280]  我覺得很不安
[00:06:07.280 --> 00:06:11.280]  為了這個買不到的一個不重要的事情
[00:06:11.280 --> 00:06:13.280]  心裡面在煩躁
[00:06:13.280 --> 00:06:17.280]  想一下前兩天在中國新聞裡面
[00:06:17.280 --> 00:06:23.280]  有五個街童在一個垃圾堆的當中
[00:06:23.280 --> 00:06:25.280]  因為要取卵
[00:06:25.280 --> 00:06:28.280]  結果生火四個人
[00:06:28.280 --> 00:06:33.280]  四口人就死在一個垃圾堆裡面
[00:06:33.280 --> 00:06:37.280]  這個垃圾堆正是這個城市當中最繁榮
[00:06:37.280 --> 00:06:40.280]  最多人經過的地方
[00:06:40.280 --> 00:06:49.280]  神的保守有些時候是遠距離
[00:06:49.280 --> 00:06:54.280]  將我們曉得如何帶著信心走過黑暗的日子
[00:06:54.280 --> 00:06:58.280]  神為什麼要傳導黑暗的日子
[00:06:58.280 --> 00:07:00.280]  是因為就在那個時候
[00:07:00.280 --> 00:07:05.280]  我們開始明白什麼叫做相信神
[00:07:05.280 --> 00:07:08.280]  所以在約伯走過最患難的時候
[00:07:08.280 --> 00:07:11.280]  竟然發現那一段的時間
[00:07:11.280 --> 00:07:16.280]  成為一個與神親密的時間
[00:07:16.280 --> 00:07:19.280]  你知道要種玫瑰花
[00:07:19.280 --> 00:07:23.280]  最好的材料是什麼
[00:07:23.280 --> 00:07:26.280]  就是糞堆
[00:07:26.280 --> 00:07:31.280]  糞堆中的營養能夠讓玫瑰花漂亮
[00:07:31.280 --> 00:07:33.280]  我們的生命也是一樣
[00:07:33.280 --> 00:07:36.280]  在神傳輩的計劃裡面
[00:07:36.280 --> 00:07:41.280]  我們如何來經歷神之子更寶貴的這種代名
[00:07:41.280 --> 00:07:45.280]  或許就是在那個需要等候的時候
[00:07:45.280 --> 00:07:49.280]  今天有很多基督徒因為沒有忍耐
[00:07:49.280 --> 00:07:51.280]  不願意等候
[00:07:51.280 --> 00:07:54.280]  反而看不見神之子的恩典
[00:07:54.280 --> 00:07:56.280]  奇妙的作為
[00:07:56.280 --> 00:08:02.280]  一個與太太分離幾年的人就曉得什麼叫做相愛
[00:08:02.280 --> 00:08:07.280]  一個人曉得在神的面前帶著信心行走的人
[00:08:07.280 --> 00:08:14.280]  他就曉得撒旦不能夠把喜樂跟平安從他的身上拿走
[00:08:14.280 --> 00:08:18.280]  一個曾經經過與神有親密關係的人
[00:08:18.280 --> 00:08:21.280]  就曉得生活中的秩序
[00:08:21.280 --> 00:08:26.280]  今天我們要看到六位加入神的家
[00:08:26.280 --> 00:08:30.280]  我們今天要應做什麼來喜樂
[00:08:30.280 --> 00:08:33.280]  我們的喜樂就是因為今天你能夠來到這個地方
[00:08:33.280 --> 00:08:36.280]  來歌頌敬拜神
[00:08:36.280 --> 00:08:39.280]  不是你來選擇上帝的愛
[00:08:39.280 --> 00:08:41.280]  是上帝追趕了你
[00:08:41.280 --> 00:08:44.280]  讓你回轉來認識他
[00:08:44.280 --> 00:08:49.280]  每個人生命當中都有很不一樣的這種經歷
[00:08:49.280 --> 00:08:52.280]  所以當我們要聽到他們的見證
[00:08:52.280 --> 00:08:59.280]  其實更重要的不是聽到他們見證背後的故事是怎麼樣精彩
[00:08:59.280 --> 00:09:04.280]  那是要聽到神如何呼喚我們進到他的裡面
[00:09:04.280 --> 00:09:10.280]  我們心靈的深處這種密友之情就是信心成長的空間
[00:09:10.280 --> 00:09:13.280]  今天我們在神的面前要高興快樂
[00:09:13.280 --> 00:09:20.280]  因為不僅僅你的肉身神已經在當中為你準備這個可以栽種的田地
[00:09:20.280 --> 00:09:23.280]  那是在我們熟練的空間當中
[00:09:23.280 --> 00:09:25.280]  神遠遠地觀看你
[00:09:25.280 --> 00:09:31.280]  神說你能夠走過這個黑暗並且在當中呼喚我的名字
[00:09:31.280 --> 00:09:34.280]  我願今天我們應作得咒
[00:09:34.280 --> 00:09:36.280]  我們發出感謝的聲音
[00:09:36.280 --> 00:09:38.280]  親愛的弟兄姊妹
[00:09:38.280 --> 00:09:43.280]  今天你會走過一個日子是黑暗無光的
[00:09:43.280 --> 00:09:45.280]  或者甚至於你會說神啊
[00:09:45.280 --> 00:09:47.280]  我不願意走過這個日子
[00:09:47.280 --> 00:09:51.280]  不要忘記在神的這個生命的裡面
[00:09:51.280 --> 00:09:56.280]  每一次他的工作還是要把我們完全地回轉過來
[00:09:56.280 --> 00:09:58.280]  成為一個蒙恩的人
[00:09:58.280 --> 00:10:00.280]  今天我講一個見證
[00:10:00.280 --> 00:10:04.280]  鼓勵大家如何來看我們在神的面前感恩的生活
[00:10:04.280 --> 00:10:06.280]  有一個小孩子出生的時候
[00:10:06.280 --> 00:10:09.280]  他的腿就長得不正確
[00:10:09.280 --> 00:10:12.280]  所以這個父親想盡了辦法
[00:10:12.280 --> 00:10:15.280]  希望這個小孩子能夠好
[00:10:15.280 --> 00:10:17.280]  結果找了很多的醫生
[00:10:17.280 --> 00:10:19.280]  醫生都說沒有辦法醫治
[00:10:19.280 --> 00:10:22.280]  你的小孩子這個腿就是歪了
[00:10:22.280 --> 00:10:23.280]  沒有辦法成長
[00:10:23.280 --> 00:10:30.280]  但是這個父親卻有一個無比的這種對小孩子的這種鍾愛
[00:10:30.280 --> 00:10:34.280]  他說我要我的小孩子在這個健康的裡面成長
[00:10:34.280 --> 00:10:39.280]  所以他的父親就做了一個小的木的盒子
[00:10:39.280 --> 00:10:44.280]  這個木的盒子當中兩邊都有木塊
[00:10:44.280 --> 00:10:48.280]  那麼他就把這個小孩子有一天叫來
[00:10:48.280 --> 00:10:51.280]  就讓那個小孩子穿這個木的盒子
[00:10:51.280 --> 00:10:53.280]  他就跟這個小孩子說
[00:10:53.280 --> 00:10:58.280]  小孩子你在以後的這一段日子當中
[00:10:58.280 --> 00:11:01.280]  你會經歷一些你沒有想過的痛苦
[00:11:01.280 --> 00:11:06.280]  但是這個痛苦最終是要讓你一天一天能夠健康
[00:11:06.280 --> 00:11:11.280]  所以每天就換了這個木頭當中的木片
[00:11:11.280 --> 00:11:13.280]  在當中每一次換的時候
[00:11:13.280 --> 00:11:15.280]  就發覺到小孩子就開始叫痛
[00:11:15.280 --> 00:11:18.280]  他說爸爸不要放這個木頭放在裡面
[00:11:18.280 --> 00:11:21.280]  因為壓著我很不舒服痛苦
[00:11:21.280 --> 00:11:24.280]  那父親跟他說忍耐忍耐忍耐
[00:11:24.280 --> 00:11:28.280]  因為這個痛苦的背後來是要讓你成為健康
[00:11:28.280 --> 00:11:30.280]  結果這個小孩子經過了幾個月
[00:11:30.280 --> 00:11:35.280]  這一種食用這種木塊插在木板的當中
[00:11:35.280 --> 00:11:37.280]  這種調整的這種方式
[00:11:37.280 --> 00:11:40.280]  最後這個小孩子能夠行走
[00:11:40.280 --> 00:11:46.280]  我願我們的人生裡面都能夠經過那一個遠距連繩索
[00:11:46.280 --> 00:11:48.280]  給我們成長的空間
[00:11:48.280 --> 00:11:52.280]  我願我們應做明白這個咒術的職務
[00:11:52.280 --> 00:11:56.280]  我們能夠在他的面前能夠走過黑暗
[00:11:56.280 --> 00:11:59.280]  不僅如此我們走過黑暗的日子當中
[00:11:59.280 --> 00:12:05.280]  能夠經歷他如同密友一樣的這種關係
[00:12:05.280 --> 00:12:10.280]  有些的百姓呼喚了耶和華隨聽了
[00:12:10.280 --> 00:12:14.280]  就叫了摩西摩西在當中掙扎了以後
[00:12:14.280 --> 00:12:16.280]  神說摩西你去
[00:12:16.280 --> 00:12:20.280]  如今這是神大能彰顯的時刻
[00:12:20.280 --> 00:12:25.280]  結果兩百萬人經過了神自己在當中
[00:12:25.280 --> 00:12:29.280]  多年容許他們經過苦難的空間
[00:12:29.280 --> 00:12:31.280]  如今成為自由的人
[00:12:31.280 --> 00:12:35.280]  成為一個願意在曠野中敬拜上帝的人
[00:12:35.280 --> 00:12:39.280]  我願今天我們在神的面前也得著這種的盼望
[00:12:39.280 --> 00:12:41.280]  我們一起來禱告
[00:12:41.280 --> 00:12:47.280]  主王我特別在這個時候為到這六位的知己來禱告
[00:12:47.280 --> 00:12:54.280]  我們常為到剛信祖的弟兄姊妹我們獻上感恩的禱告
[00:12:54.280 --> 00:12:57.280]  我們不常為他們的成長獻上禱告
[00:12:57.280 --> 00:13:03.280]  如今我願意在這個時候與眾聖徒為他們禱告
[00:13:03.280 --> 00:13:06.280]  這是在往後的日子的裡面
[00:13:06.280 --> 00:13:10.280]  親自的來經歷這一位
[00:13:10.280 --> 00:13:13.280]  依次他們救贖他們
[00:13:13.280 --> 00:13:17.280]  讓他們從最終得自由的這位上帝
[00:13:17.280 --> 00:13:22.280]  就是那一位不撇下孤兒寡婦的上帝
[00:13:22.280 --> 00:13:25.280]  也讓他們在樹林成長的道路中
[00:13:25.280 --> 00:13:29.280]  總有一些顛簸的時刻
[00:13:29.280 --> 00:13:34.280]  總有一個讓他們心裡面有所動搖的時候
[00:13:34.280 --> 00:13:39.280]  我願他們能夠記住今天神爺所給他們的應許
[00:13:39.280 --> 00:13:45.280]  就是祝你已經遠處中保守看見他們
[00:13:45.280 --> 00:13:52.280]  並且在路上為他們準備這個行走黑暗道路的幫助
[00:13:52.280 --> 00:13:54.280]  願聖靈就在其中
[00:13:54.280 --> 00:13:57.280]  讓他們在遙訪不定的時候
[00:13:57.280 --> 00:14:00.280]  繼續以神的話語跟生命
[00:14:00.280 --> 00:14:05.280]  為他們自愛的自保的追求的目標
[00:14:05.280 --> 00:14:08.280]  也讓我們不按照我們的年紀
[00:14:08.280 --> 00:14:11.280]  我們的經歷來說明神的恩典
[00:14:11.280 --> 00:14:16.280]  願神的恩典厚厚浸到他們與你的關係
[00:14:16.280 --> 00:14:20.280]  處處能夠發出禱告贊美的聲音
[00:14:20.280 --> 00:14:24.280]  願主你的榮耀在這個教會當中充滿
[00:14:24.280 --> 00:14:28.280]  讓這個教會能充滿那些因著你的名
[00:14:28.280 --> 00:14:30.280]  生命有所改變的人
[00:14:30.280 --> 00:14:34.280]  願這個教會能常常充滿著喜樂的贊美
[00:14:34.280 --> 00:14:37.280]  也讓這個教會能夠常常經歷到
[00:14:37.280 --> 00:14:41.280]  主在話語當中將我們成長中的教導
[00:14:41.280 --> 00:14:43.280]  感謝贊美主聽我們的禱告
[00:14:43.280 --> 00:14:46.280]  靠恩主耶穌基督的聖明
[00:14:46.280 --> 00:14:47.280]  Amen
