
[00:00:00.000 --> 00:00:05.000]  今日的講道題目是一位母親的奉獻
[00:01:58.000 --> 00:02:00.000]  不用剃刀剃她的頭
[00:02:00.000 --> 00:02:03.000]  他們稱道起來的時候
[00:02:03.000 --> 00:02:05.000]  耶和華面前敬拜就回去
[00:02:05.000 --> 00:02:07.000]  往拉瑪自己的家裡
[00:02:07.000 --> 00:02:11.000]  伊利加拿和妻子哈拿同房
[00:02:11.000 --> 00:02:15.000]  耶和華顧念哈拿 事後到了哈拿還生了一個兒子
[00:02:15.000 --> 00:02:17.000]  給他起名叫薩姆爾
[00:02:17.000 --> 00:02:20.000]  說 這是我從耶和華那裡求來的
[00:02:20.000 --> 00:02:23.000]  伊利加拿和他的全家都想去
[00:02:23.000 --> 00:02:28.000]  要向耶和華獻念祭和還願祭
[00:02:28.000 --> 00:02:31.000]  我祈求為要得著孩子
[00:02:31.000 --> 00:02:37.000]  耶和華已將我向他所求的賜給我了
[00:02:37.000 --> 00:02:39.000]  所以我將這孩子獻給耶和華
[00:02:39.000 --> 00:02:41.000]  使他終生歸給耶和華
[00:02:41.000 --> 00:02:44.000]  他就留在那裡敬拜耶和華
[00:02:44.000 --> 00:02:47.000]  那時候薩姆爾還生孩子
[00:02:47.000 --> 00:02:49.000]  穿著細麻衣的伊伏德
[00:02:49.000 --> 00:02:51.000]  侍納在耶和華面前
[00:02:51.000 --> 00:02:53.000]  耶和華眷顧哈拿
[00:02:53.000 --> 00:02:56.000]  他就還人生了三個兒子
[00:02:56.000 --> 00:02:58.000]  兩個女兒 因為不是沒有生
[00:02:58.000 --> 00:03:00.000]  是一生一鬥
[00:03:00.000 --> 00:03:04.000]  那孩子薩姆爾在耶和華面前漸漸長大
[00:03:04.000 --> 00:03:08.000]  這就是我們今天讀的一段經文
[00:03:08.000 --> 00:03:13.000]  大家知道我讀聖經都是希望從聖經裡的華語裡
[00:03:13.000 --> 00:03:16.000]  學習一下神要我們學習一下功課
[00:03:16.000 --> 00:03:18.000]  每逢講到關於奉獻的題目
[00:03:18.000 --> 00:03:20.000]  我都會用這個例子
[00:03:20.000 --> 00:03:23.000]  如果你以前聽過我講關於奉獻
[00:03:23.000 --> 00:03:25.000]  我都喜歡用這個例子
[00:03:25.000 --> 00:03:27.000]  就是一些前塵的往事
[00:03:27.000 --> 00:03:29.000]  這對於我來說是一個很深刻的
[00:03:29.000 --> 00:03:34.000]  有很多事跡都是和我的家庭一起的時候
[00:03:34.000 --> 00:03:39.000]  你知道現在的講道 講章 很多的牧者都可以找AI做
[00:03:39.000 --> 00:03:41.000]  但是我可以告訴你
[00:03:41.000 --> 00:03:43.000]  這些是你自己的生命的經歷
[00:03:43.000 --> 00:03:45.000]  不能由AI做出來
[00:03:45.000 --> 00:03:48.000]  一些生命裡面的經歷
[00:03:48.000 --> 00:03:51.000]  我現在有兩個女兒
[00:03:51.000 --> 00:03:53.000]  一個三十歲 一個二十六歲
[00:03:53.000 --> 00:03:55.000]  但是以前小時候
[00:03:55.000 --> 00:03:58.000]  我們一家人都有很多的活動
[00:03:58.000 --> 00:04:01.000]  那個是我
[00:04:01.000 --> 00:04:04.000]  女兒還很小的時候
[00:04:04.000 --> 00:04:07.000]  我們回Texas探望自己的母校
[00:04:07.000 --> 00:04:10.000]  這個就是講到麥當勞的故事
[00:04:10.000 --> 00:04:12.000]  有些人可能聽過
[00:04:12.000 --> 00:04:14.000]  再聽一下
[00:04:14.000 --> 00:04:16.000]  小時候在我家裡住
[00:04:16.000 --> 00:04:18.000]  我住在香港的馬鞍山
[00:04:18.000 --> 00:04:20.000]  馬鞍山新港城樓下
[00:04:20.000 --> 00:04:22.000]  有一家麥當勞
[00:04:22.000 --> 00:04:27.000]  所以我很多時候都會帶女兒去逛街
[00:04:27.000 --> 00:04:28.000]  或者回來
[00:04:28.000 --> 00:04:30.000]  我們沒有時間煮東西吃
[00:04:30.000 --> 00:04:33.000]  所以就去吃麥當勞的兒童餐
[00:04:33.000 --> 00:04:35.000]  因為兒童餐有玩具送
[00:04:35.000 --> 00:04:37.000]  小朋友一定喜歡的
[00:04:37.000 --> 00:04:39.000]  喜歡玩具
[00:04:39.000 --> 00:04:43.000]  但是也喜歡吃麥當勞的食物
[00:04:43.000 --> 00:04:45.000]  他們吃麥當勞
[00:04:45.000 --> 00:04:48.000]  我就每人買了一個餐
[00:04:48.000 --> 00:04:50.000]  我當然是吃Big Mac
[00:04:50.000 --> 00:04:52.000]  他們兩個就吃了兒童餐
[00:04:52.000 --> 00:04:56.000]  兒童餐很快就吃完那個麵包
[00:04:56.000 --> 00:04:57.000]  很小的
[00:04:57.000 --> 00:05:00.000]  就慢慢地吃薯條
[00:05:00.000 --> 00:05:03.000]  很快就吃完我的餐
[00:05:03.000 --> 00:05:07.000]  我看著他們兩個慢慢地吃薯條
[00:05:07.000 --> 00:05:11.000]  於是我就向大女兒打了注意
[00:05:11.000 --> 00:05:13.000]  我就看著她的薯條
[00:05:13.000 --> 00:05:15.000]  於是我就伸了手
[00:05:15.000 --> 00:05:19.000]  想拿她Tray上的薯條來吃
[00:05:19.000 --> 00:05:22.000]  於是大女兒也一貫作風
[00:05:22.000 --> 00:05:27.000]  大女兒就馬上用兩隻手掩著薯條
[00:05:27.000 --> 00:05:30.000]  她說「喂,是我的」
[00:05:30.000 --> 00:05:33.000]  「是我的」
[00:05:33.000 --> 00:05:35.000]  「Don't touch」
[00:05:35.000 --> 00:05:37.000]  於是我就說
[00:05:37.000 --> 00:05:40.000]  「你不給我就向小女兒打了注意」
[00:05:40.000 --> 00:05:43.000]  小女兒還小嘛
[00:05:43.000 --> 00:05:45.000]  想著她不太懂
[00:05:45.000 --> 00:05:47.000]  於是我就拿了她的薯條
[00:05:47.000 --> 00:05:49.000]  於是小女兒就說
[00:05:49.000 --> 00:05:52.000]  「不要碰,Hands off」
[00:05:52.000 --> 00:05:54.000]  就像她姐姐那樣
[00:05:54.000 --> 00:05:56.000]  用兩隻手掩著薯條
[00:05:56.000 --> 00:05:59.000]  不讓我去拿
[00:05:59.000 --> 00:06:05.000]  這件事對我來說有很深刻的印象
[00:06:05.000 --> 00:06:08.000]  因為這件事其實就是
[00:06:08.000 --> 00:06:14.000]  講解我們每一個人對上帝的公認的看法
[00:06:14.000 --> 00:06:19.000]  兩個小女孩吃薯條
[00:06:19.000 --> 00:06:24.000]  我只是拿了一條而已
[00:06:24.000 --> 00:06:28.000]  她們兩個的薯條都是我給她的
[00:06:28.000 --> 00:06:30.000]  主權是我的
[00:06:30.000 --> 00:06:32.000]  是我給她的
[00:06:32.000 --> 00:06:33.000]  沒錯我送了給你
[00:06:33.000 --> 00:06:34.000]  但我送給你之後
[00:06:34.000 --> 00:06:37.000]  我只是叫你給我一條而已
[00:06:37.000 --> 00:06:40.000]  上帝給了我們這麼多東西
[00:06:40.000 --> 00:06:42.000]  上帝說給十分之一來
[00:06:42.000 --> 00:06:44.000]  你說是我的
[00:06:44.000 --> 00:06:46.000]  我不想給你
[00:06:46.000 --> 00:06:50.000]  不明白這件事背後
[00:06:50.000 --> 00:06:52.000]  是你爸爸給你的
[00:06:52.000 --> 00:06:54.000]  不是你自己賺錢去買的
[00:06:54.000 --> 00:06:56.000]  第一,第二
[00:06:56.000 --> 00:06:58.000]  我心想
[00:06:58.000 --> 00:07:00.000]  兩個死美女
[00:07:00.000 --> 00:07:05.000]  你知不知道我比你大
[00:07:05.000 --> 00:07:08.000]  我一隻手把你們兩個推開
[00:07:08.000 --> 00:07:10.000]  我就拿了你的薯條
[00:07:10.000 --> 00:07:12.000]  我強而有力過你
[00:07:12.000 --> 00:07:15.000]  如果我要奪取你的薯條
[00:07:15.000 --> 00:07:19.000]  我絕對有能力這樣做
[00:07:19.000 --> 00:07:21.000]  我不這樣去做
[00:07:21.000 --> 00:07:24.000]  是因為我給你們恩典
[00:07:24.000 --> 00:07:26.000]  我想你們享受
[00:07:26.000 --> 00:07:28.000]  我想和你們一起享受
[00:07:28.000 --> 00:07:30.000]  為什麼這麼斤斤計較
[00:07:30.000 --> 00:07:32.000]  這麼吝嗇呢
[00:07:32.000 --> 00:07:34.000]  如果我一發火
[00:07:34.000 --> 00:07:36.000]  全部都沒得吃
[00:07:36.000 --> 00:07:38.000]  我自己吃完
[00:07:38.000 --> 00:07:40.000]  我絕對可以這樣做
[00:07:40.000 --> 00:07:42.000]  第三
[00:07:42.000 --> 00:07:44.000]  很重要的一件事
[00:07:44.000 --> 00:07:48.000]  兩個根本不明白
[00:07:48.000 --> 00:07:52.000]  我在口袋裡當時有的信用卡
[00:07:52.000 --> 00:07:54.000]  是可以買得完
[00:07:54.000 --> 00:07:56.000]  全香港麥當勞的薯條
[00:07:56.000 --> 00:07:58.000]  是不是
[00:07:58.000 --> 00:08:00.000]  只是欠錢而已
[00:08:00.000 --> 00:08:04.000]  我有無限的資源
[00:08:04.000 --> 00:08:06.000]  為什麼你要這麼吝嗇
[00:08:06.000 --> 00:08:08.000]  這麼斤斤計較
[00:08:08.000 --> 00:08:12.000]  只想保存著
[00:08:12.000 --> 00:08:16.000]  你自己口袋裡的薯條
[00:08:16.000 --> 00:08:21.000]  這就是講到奉獻一個很重要的
[00:08:21.000 --> 00:08:24.000]  三點很重要的訊息
[00:08:24.000 --> 00:08:26.000]  第一件事
[00:08:26.000 --> 00:08:30.000]  其實我們現在享有所有的東西
[00:08:30.000 --> 00:08:33.000]  其實基本上不是屬於你的
[00:08:33.000 --> 00:08:35.000]  是屬於上帝的
[00:08:35.000 --> 00:08:38.000]  我們要明白主權在哪裡
[00:08:38.000 --> 00:08:41.000]  我們今生所有的東西
[00:08:41.000 --> 00:08:43.000]  是屬於誰的
[00:08:43.000 --> 00:08:44.000]  不是屬於你的
[00:08:44.000 --> 00:08:45.000]  如果我們是基督徒
[00:08:45.000 --> 00:08:46.000]  我們應該看一看
[00:08:46.000 --> 00:08:47.000]  第二
[00:08:47.000 --> 00:08:49.000]  我們的上帝絕對有權
[00:08:49.000 --> 00:08:52.000]  拿走我們所有的一切
[00:08:52.000 --> 00:08:56.000]  就像路加夫人說的無知的財主
[00:08:56.000 --> 00:08:58.000]  那個財主說
[00:08:58.000 --> 00:09:01.000]  我多少的錢
[00:09:01.000 --> 00:09:03.000]  多少的收入
[00:09:03.000 --> 00:09:05.000]  收入多少的產物
[00:09:05.000 --> 00:09:08.000]  我可以建幾個倉庫
[00:09:08.000 --> 00:09:11.000]  明天慢慢坐著看
[00:09:11.000 --> 00:09:15.000]  有多少錢剩下呢
[00:09:15.000 --> 00:09:20.000]  我隨時可以拿走你的生命
[00:09:20.000 --> 00:09:24.000]  你今晚就要你的靈魂
[00:09:24.000 --> 00:09:27.000]  這些東西你可以什麼都沒有
[00:09:27.000 --> 00:09:29.000]  上個星期
[00:09:29.000 --> 00:09:33.000]  我一個好童工
[00:09:33.000 --> 00:09:36.000]  我現在在一間哨院教一課
[00:09:36.000 --> 00:09:38.000]  剛剛跟他教完書
[00:09:38.000 --> 00:09:39.000]  他開一班我開一班
[00:09:39.000 --> 00:09:40.000]  同一時間
[00:09:40.000 --> 00:09:42.000]  一班哨生
[00:09:42.000 --> 00:09:45.000]  李勝林牧師
[00:09:45.000 --> 00:09:49.000]  阿Mo的爸爸
[00:09:49.000 --> 00:09:53.000]  突然間心痛
[00:09:53.000 --> 00:09:54.000]  嘔吐
[00:09:54.000 --> 00:09:55.000]  進醫院
[00:09:55.000 --> 00:09:57.000]  當晚危急
[00:09:57.000 --> 00:09:59.000]  然後去世
[00:09:59.000 --> 00:10:02.000]  不足十二小時
[00:10:02.000 --> 00:10:04.000]  有時人就是這樣
[00:10:04.000 --> 00:10:06.000]  上帝接他回天家
[00:10:06.000 --> 00:10:09.000]  但是人的生命
[00:10:09.000 --> 00:10:11.000]  就像你做了皇帝的希律
[00:10:11.000 --> 00:10:15.000]  上帝都可以用蟲咬死你
[00:10:15.000 --> 00:10:17.000]  我們每一個人都要學習
[00:10:17.000 --> 00:10:20.000]  一個感恩的心去領受上帝給我們的
[00:10:20.000 --> 00:10:22.000]  因為生命氣息都是神給的
[00:10:22.000 --> 00:10:24.000]  如果神不給我們根本就沒有可能
[00:10:24.000 --> 00:10:26.000]  享受到現在有的東西
[00:10:26.000 --> 00:10:28.000]  最後
[00:10:28.000 --> 00:10:30.000]  亦都很重要
[00:10:30.000 --> 00:10:32.000]  我們要看到的是
[00:10:32.000 --> 00:10:34.000]  神有無限的資源
[00:10:34.000 --> 00:10:36.000]  神不是稀罕我們那十分之一
[00:10:36.000 --> 00:10:39.000]  稀罕我們給他有的東西
[00:10:39.000 --> 00:10:42.000]  而是上帝想我們學習一樣東西
[00:10:42.000 --> 00:10:44.000]  你想不想像我這樣
[00:10:44.000 --> 00:10:46.000]  我對兩個女兒
[00:10:46.000 --> 00:10:48.000]  我心裏想沒有下次
[00:10:48.000 --> 00:10:50.000]  你不給啊
[00:10:50.000 --> 00:10:52.000]  沒有下次
[00:10:52.000 --> 00:10:54.000]  你願意學習分享的時候
[00:10:54.000 --> 00:10:56.000]  上帝不會這麼吝嗇
[00:10:56.000 --> 00:10:58.000]  我們想的就是
[00:10:58.000 --> 00:11:00.000]  如果你願意在小事上忠心
[00:11:00.000 --> 00:11:02.000]  上帝亦都會在大事上
[00:11:02.000 --> 00:11:06.000]  對你有更多的賜予
[00:11:06.000 --> 00:11:08.000]  這是我們學習展望
[00:11:08.000 --> 00:11:10.000]  投資未來
[00:11:10.000 --> 00:11:12.000]  在我們用我們的資源的裏面
[00:11:12.000 --> 00:11:14.000]  所以今天我們講奉獻的時候
[00:11:14.000 --> 00:11:16.000]  當然我們不只是講錢
[00:11:16.000 --> 00:11:18.000]  我們講時間
[00:11:18.000 --> 00:11:20.000]  因為我們上次講到敬拜的時候都說到
[00:11:20.000 --> 00:11:22.000]  你來上帝面前敬拜
[00:11:22.000 --> 00:11:24.000]  不要說是付出
[00:11:24.000 --> 00:11:26.000]  是一個願意你擺上
[00:11:26.000 --> 00:11:28.000]  是一個你有的時間
[00:11:28.000 --> 00:11:30.000]  精神、體力、恩賜
[00:11:30.000 --> 00:11:34.000]  你有的物品
[00:11:34.000 --> 00:11:38.000]  你可以有的侍奉能力
[00:11:38.000 --> 00:11:40.000]  你可以有的心智
[00:11:40.000 --> 00:11:42.000]  你可以有的金錢
[00:11:42.000 --> 00:11:44.000]  但為什麼金錢這麼重要呢?
[00:11:44.000 --> 00:11:46.000]  聖經裏面講了這麼多
[00:11:46.000 --> 00:11:50.000]  是因為金錢最實際
[00:11:50.000 --> 00:11:52.000]  貪念
[00:11:52.000 --> 00:11:56.000]  或者想保存金錢
[00:11:56.000 --> 00:11:58.000]  財富
[00:11:58.000 --> 00:12:00.000]  是人要突破的
[00:12:00.000 --> 00:12:02.000]  進天國裏面
[00:12:02.000 --> 00:12:04.000]  不要像下台穿針眼
[00:12:04.000 --> 00:12:08.000]  一樣的困難
[00:12:08.000 --> 00:12:10.000]  聖經裏面
[00:12:10.000 --> 00:12:12.000]  耶穌遇到很多不同的人
[00:12:12.000 --> 00:12:14.000]  包括少年的官也好
[00:12:14.000 --> 00:12:16.000]  很多富有的人
[00:12:16.000 --> 00:12:18.000]  也有些富有的人願意擺上
[00:12:18.000 --> 00:12:22.000]  像薩戈一樣
[00:12:22.000 --> 00:12:24.000]  但是我們一開始就看到
[00:12:24.000 --> 00:12:26.000]  哈娜這個母親
[00:12:26.000 --> 00:12:30.000]  她開始奉獻她的兒子之前
[00:12:30.000 --> 00:12:34.000]  都是從一個缺乏的開始
[00:12:34.000 --> 00:12:36.000]  很多聖經的故事都是
[00:12:36.000 --> 00:12:38.000]  我們覺得
[00:12:38.000 --> 00:12:40.000]  你找一些有錢人
[00:12:40.000 --> 00:12:42.000]  講奉獻金錢
[00:12:42.000 --> 00:12:44.000]  應該找伊隆·馬克斯
[00:12:44.000 --> 00:12:46.000]  不應該找我們
[00:12:46.000 --> 00:12:48.000]  這麼窮的人
[00:12:48.000 --> 00:12:50.000]  跟他比不上
[00:12:50.000 --> 00:12:52.000]  但是在聖經裏面
[00:12:52.000 --> 00:12:54.000]  耶穌遇到的和挑戰的
[00:12:54.000 --> 00:12:56.000]  不只是富有的人
[00:12:56.000 --> 00:12:58.000]  反而他覺得富有的人挑戰了之後
[00:12:58.000 --> 00:13:00.000]  他知道他不願意比
[00:13:00.000 --> 00:13:02.000]  就算了
[00:13:02.000 --> 00:13:04.000]  但是他的教導
[00:13:04.000 --> 00:13:06.000]  耶穌三十八個的比喻裏面
[00:13:06.000 --> 00:13:08.000]  有人說三十六個,三十七個
[00:13:08.000 --> 00:13:10.000]  基本上在三十八個的比喻裏面
[00:13:10.000 --> 00:13:12.000]  有超過一半
[00:13:12.000 --> 00:13:14.000]  是跟
[00:13:14.000 --> 00:13:16.000]  錢、財、財富有關
[00:13:16.000 --> 00:13:18.000]  在新約裏面
[00:13:18.000 --> 00:13:20.000]  所有的經文裏面
[00:13:20.000 --> 00:13:22.000]  經節裏面
[00:13:22.000 --> 00:13:24.000]  有超過五分之一
[00:13:24.000 --> 00:13:26.000]  是跟金錢有關
[00:13:26.000 --> 00:13:28.000]  講錢
[00:13:28.000 --> 00:13:30.000]  是比起講
[00:13:30.000 --> 00:13:32.000]  祈禱
[00:13:32.000 --> 00:13:34.000]  比起講信心
[00:13:34.000 --> 00:13:36.000]  是更加的多
[00:13:36.000 --> 00:13:38.000]  耶穌基督講的
[00:13:38.000 --> 00:13:40.000]  登山補訓
[00:13:40.000 --> 00:13:42.000]  或者周圍跟人講的教導
[00:13:42.000 --> 00:13:44.000]  大部分的聽眾
[00:13:44.000 --> 00:13:46.000]  都是
[00:13:46.000 --> 00:13:48.000]  普羅大眾
[00:13:48.000 --> 00:13:50.000]  貧窮的人
[00:13:50.000 --> 00:13:52.000]  去到荒野裏面
[00:13:52.000 --> 00:13:54.000]  聽他講到連吃都沒有
[00:13:54.000 --> 00:13:56.000]  這個小朋友只有一頓午餐
[00:13:56.000 --> 00:13:58.000]  五餅二元
[00:13:58.000 --> 00:14:00.000]  是從一個貧窮的開始
[00:14:00.000 --> 00:14:02.000]  所以耶穌讚賞
[00:14:02.000 --> 00:14:04.000]  給養生兩個小時前的窮寡婦
[00:14:04.000 --> 00:14:06.000]  就是
[00:14:06.000 --> 00:14:08.000]  這是一個很窮的人
[00:14:08.000 --> 00:14:10.000]  他都懂得怎樣將他有的東西
[00:14:10.000 --> 00:14:12.000]  奉獻給上帝
[00:14:12.000 --> 00:14:14.000]  我們看到哈娜
[00:14:14.000 --> 00:14:16.000]  母仔生
[00:14:16.000 --> 00:14:18.000]  當時母仔生
[00:14:18.000 --> 00:14:20.000]  被人看為一個咒咒
[00:14:20.000 --> 00:14:22.000]  因為以色列人覺得
[00:14:22.000 --> 00:14:24.000]  生兒育女是神的祝福
[00:14:24.000 --> 00:14:26.000]  所以反過來的邏輯
[00:14:26.000 --> 00:14:28.000]  就是你不生兒育女
[00:14:28.000 --> 00:14:30.000]  就不是神的祝福
[00:14:30.000 --> 00:14:32.000]  所以就被人鄙視
[00:14:32.000 --> 00:14:34.000]  就不生育
[00:14:34.000 --> 00:14:36.000]  並且被二奶長期刺激
[00:14:36.000 --> 00:14:38.000]  在經文裏
[00:14:38.000 --> 00:14:40.000]  很生動地描述
[00:14:40.000 --> 00:14:42.000]  他經常刻意去刺激她
[00:14:42.000 --> 00:14:44.000]  不知刺激她什麼
[00:14:44.000 --> 00:14:46.000]  可能就是
[00:14:46.000 --> 00:14:48.000]  母仔生
[00:14:48.000 --> 00:14:50.000]  單單打打說話
[00:14:50.000 --> 00:14:52.000]  不單止這樣
[00:14:52.000 --> 00:14:54.000]  每年都是這樣
[00:14:54.000 --> 00:14:56.000]  去到聖殿敬拜
[00:14:56.000 --> 00:14:58.000]  我有個兒子你沒有
[00:14:58.000 --> 00:15:00.000]  每年都這樣刺激她
[00:15:00.000 --> 00:15:02.000]  於是她就
[00:15:02.000 --> 00:15:04.000]  當然很不開心
[00:15:04.000 --> 00:15:06.000]  老公剛才都說了
[00:15:06.000 --> 00:15:08.000]  完全不理解
[00:15:08.000 --> 00:15:10.000]  不懂得安慰
[00:15:10.000 --> 00:15:12.000]  有我就行了
[00:15:12.000 --> 00:15:14.000]  何必要有兒子
[00:15:14.000 --> 00:15:16.000]  你不明白她
[00:15:16.000 --> 00:15:18.000]  所以她就很不開心
[00:15:18.000 --> 00:15:20.000]  她就去
[00:15:20.000 --> 00:15:22.000]  求問耶和華
[00:15:22.000 --> 00:15:24.000]  她就
[00:15:24.000 --> 00:15:26.000]  將主權交給他
[00:15:26.000 --> 00:15:28.000]  因為沒有生兒育女
[00:15:28.000 --> 00:15:30.000]  她只明白
[00:15:30.000 --> 00:15:32.000]  主權在耶和華的手裏
[00:15:32.000 --> 00:15:34.000]  我想第一件事
[00:15:34.000 --> 00:15:36.000]  我想我們
[00:15:36.000 --> 00:15:38.000]  面對奉獻的時候
[00:15:38.000 --> 00:15:40.000]  無論是錢還是精神
[00:15:40.000 --> 00:15:42.000]  無論是時間體力
[00:15:42.000 --> 00:15:44.000]  還是恩賜
[00:15:44.000 --> 00:15:46.000]  你願意為神擺上的話
[00:15:46.000 --> 00:15:48.000]  我們
[00:15:48.000 --> 00:15:50.000]  是要明白
[00:15:50.000 --> 00:15:52.000]  主權是屬於上帝
[00:15:52.000 --> 00:15:56.000]  子女的主權
[00:15:56.000 --> 00:15:58.000]  也是屬於上帝
[00:15:58.000 --> 00:16:00.000]  萬君之耀
[00:16:00.000 --> 00:16:02.000]  求你顧念
[00:16:02.000 --> 00:16:04.000]  如果你給的話
[00:16:04.000 --> 00:16:06.000]  我就會有
[00:16:06.000 --> 00:16:08.000]  這就是第一件事
[00:16:08.000 --> 00:16:10.000]  我們要明白的心態
[00:16:10.000 --> 00:16:12.000]  就是我們每個人都赤身出院無胎
[00:16:12.000 --> 00:16:14.000]  赤身歸回
[00:16:14.000 --> 00:16:16.000]  這就是
[00:16:16.000 --> 00:16:18.000]  《約伯記》裏所說的
[00:16:18.000 --> 00:16:20.000]  試想想
[00:16:20.000 --> 00:16:24.000]  我們每個人都赤身出院無胎
[00:16:24.000 --> 00:16:26.000]  我看著兩個女兒出生
[00:16:26.000 --> 00:16:28.000]  在醫院
[00:16:28.000 --> 00:16:30.000]  有很多人都看過
[00:16:30.000 --> 00:16:32.000]  自己的小朋友出生
[00:16:32.000 --> 00:16:34.000]  沒有拿著信用卡
[00:16:34.000 --> 00:16:36.000]  沒有拿著iphone
[00:16:36.000 --> 00:16:38.000]  沒有帶著鑽石戒指
[00:16:38.000 --> 00:16:40.000]  沒有的
[00:16:40.000 --> 00:16:42.000]  我也有機會看著
[00:16:42.000 --> 00:16:44.000]  我四個老人家
[00:16:44.000 --> 00:16:46.000]  我岳父、岳母、我爸爸、我媽媽
[00:16:46.000 --> 00:16:48.000]  四個都是
[00:16:48.000 --> 00:16:50.000]  我主持
[00:16:50.000 --> 00:16:52.000]  安息禮
[00:16:52.000 --> 00:16:54.000]  我爸爸、我媽媽
[00:16:54.000 --> 00:16:56.000]  我去殮房認屍
[00:16:56.000 --> 00:16:58.000]  這個望著
[00:17:00.000 --> 00:17:02.000]  什麼都沒有
[00:17:02.000 --> 00:17:04.000]  帶給他的
[00:17:04.000 --> 00:17:06.000]  就是你放進去
[00:17:06.000 --> 00:17:08.000]  像岳父那樣
[00:17:08.000 --> 00:17:10.000]  放了一瓶白蘭地給他
[00:17:10.000 --> 00:17:12.000]  放在棺材裏
[00:17:12.000 --> 00:17:14.000]  因為他喜歡喝酒
[00:17:14.000 --> 00:17:16.000]  但是那些
[00:17:16.000 --> 00:17:18.000]  你帶不走
[00:17:18.000 --> 00:17:20.000]  岳父經常說
[00:17:20.000 --> 00:17:22.000]  兩個手伸出來
[00:17:22.000 --> 00:17:24.000]  空空如也
[00:17:24.000 --> 00:17:26.000]  什麼都帶不走
[00:17:26.000 --> 00:17:28.000]  我自己很感觸
[00:17:28.000 --> 00:17:30.000]  一年來美國讀書的時候
[00:17:30.000 --> 00:17:32.000]  讀大學
[00:17:32.000 --> 00:17:34.000]  去了West Virginia
[00:17:34.000 --> 00:17:36.000]  讀大學
[00:17:36.000 --> 00:17:38.000]  我當時坐飛機
[00:17:38.000 --> 00:17:40.000]  是
[00:17:40.000 --> 00:17:42.000]  兩個旅行行李
[00:17:42.000 --> 00:17:44.000]  兩個旅行行李
[00:17:44.000 --> 00:17:46.000]  來讀書
[00:17:46.000 --> 00:17:48.000]  接著我十幾年前
[00:17:48.000 --> 00:17:50.000]  從香港
[00:17:50.000 --> 00:17:52.000]  回到美國
[00:17:52.000 --> 00:17:54.000]  四十呎的貨櫃
[00:17:54.000 --> 00:17:56.000]  搬回來
[00:17:56.000 --> 00:17:58.000]  在貨櫃上
[00:17:58.000 --> 00:18:00.000]  幾百箱東西
[00:18:00.000 --> 00:18:02.000]  當貨櫃來到
[00:18:02.000 --> 00:18:04.000]  上海西的時候
[00:18:04.000 --> 00:18:06.000]  一看
[00:18:06.000 --> 00:18:08.000]  二百多箱
[00:18:08.000 --> 00:18:10.000]  幾百箱東西
