
[00:00:00.000 --> 00:00:02.840]  各位大型節目, 早晨!
[00:02:27.720 --> 00:02:29.640]  對我一個很大的提醒,
[00:02:29.640 --> 00:02:32.520]  也將這個提醒, 好想和大家分享,
[00:02:32.520 --> 00:02:36.320]  所以願意我們一起, 在未來這半年,
[00:02:36.320 --> 00:02:39.120]  我們是很謙卑的, 在神的面前,
[00:02:39.120 --> 00:02:42.440]  重新認識這五方面, 也掌握,
[00:02:42.440 --> 00:02:47.000]  也明白神的心意, 然後一起活出,
[00:02:47.000 --> 00:02:49.720]  互相守望, 在我們的教會當中,
[00:02:49.720 --> 00:02:52.200]  以至我們能夠成爲一個健康的善明教會,
[00:02:52.200 --> 00:02:54.960]  我們一起同心低頭祈禱,
[00:02:54.960 --> 00:02:57.680]  當天父來到我們面前的時候,
[00:02:57.680 --> 00:03:00.600]  就好像師哥剛纔所提醒我們的,
[00:03:00.600 --> 00:03:04.160]  主耶穌, 禰是深愛我們的,
[00:03:04.160 --> 00:03:06.520]  我們真的要謹記,
[00:03:06.520 --> 00:03:11.160]  主有時我們都是知道禰愛我們,
[00:03:11.160 --> 00:03:13.920]  我們去明白禰愛我們,
[00:03:13.920 --> 00:03:17.440]  但壞在我們未必每天每時每刻,
[00:03:17.440 --> 00:03:22.800]  感受主禰的愛是多深,
[00:03:22.800 --> 00:03:25.360]  證明我們求禰幫助我們,
[00:03:25.360 --> 00:03:28.280]  感受到主禰的擁抱,
[00:03:28.280 --> 00:03:30.800]  禰對我們每一個人的愛,
[00:03:30.800 --> 00:03:34.480]  使我們懂得怎樣去愛禰,
[00:03:34.480 --> 00:03:37.120]  也都是回應禰,
[00:03:37.120 --> 00:03:42.600]  證明我們求禰挪開我們每一個人的舍心,
[00:03:42.600 --> 00:03:44.280]  賜給我們肉心,
[00:03:44.280 --> 00:03:47.680]  讓我們的心靈是柔軟柔和謙卑的,
[00:03:47.680 --> 00:03:49.080]  容得下禰的話語,
[00:03:49.080 --> 00:03:52.920]  又願意實踐在我們的生命當中,
[00:03:52.920 --> 00:03:56.200]  集體一起去見證禰的榮美,
[00:03:56.200 --> 00:03:59.960]  祈禱奉祭祖基督的名求。
[00:03:59.960 --> 00:04:02.000]  我又考考大家,
[00:04:02.000 --> 00:04:06.160]  聽了三個禮拜敬拜人生的道理,
[00:04:06.160 --> 00:04:07.920]  究竟你來到今天崇拜,
[00:04:07.920 --> 00:04:11.640]  你覺得你是觀衆還是演員?
[00:04:11.640 --> 00:04:13.960]  觀衆的舉手好不好?
[00:04:13.960 --> 00:04:16.240]  有什麼都挺好,
[00:04:16.240 --> 00:04:18.720]  演員的舉手好不好?
[00:04:18.720 --> 00:04:19.760]  都不舉,
[00:04:19.760 --> 00:04:22.680]  又不是觀衆,又不是演員,
[00:04:22.680 --> 00:04:26.520]  你覺得自己不是演員是什麼意思?
[00:04:26.520 --> 00:04:28.160]  因爲我都沒有演員,
[00:04:28.160 --> 00:04:29.680]  我就這樣坐着,
[00:04:29.680 --> 00:04:32.760]  但是你知不知道崇拜神是唯一的觀衆,
[00:04:32.760 --> 00:04:36.280]  他看過來,見到你的樣子和你的心就覺得慘了,
[00:04:36.280 --> 00:04:37.680]  爲什麼說慘呢?
[00:04:37.680 --> 00:04:41.480]  有時被神見到的心好像很赤裸裸的,
[00:04:41.480 --> 00:04:45.080]  是很不舒服的,
[00:04:45.080 --> 00:04:47.000]  因爲有些東西想要遮住,
[00:04:47.000 --> 00:04:48.560]  好像亞當夏娃那樣,
[00:04:48.560 --> 00:04:51.720]  但是原來神是唯一的觀衆嘛,
[00:04:51.720 --> 00:04:52.760]  我們經常說,
[00:04:52.760 --> 00:04:54.120]  什麼意思呢?
[00:04:54.120 --> 00:04:55.720]  神是觀衆,你是什麼?
[00:04:55.720 --> 00:04:57.480]  你也是觀衆?
[00:04:57.480 --> 00:04:59.320]  那不就看來看去?
[00:04:59.320 --> 00:05:03.120]  敬拜就變成我看上你,你看上我,
[00:05:03.120 --> 00:05:04.960]  敬拜不是這樣的,
[00:05:04.960 --> 00:05:07.160]  敬拜是真是,
[00:05:07.160 --> 00:05:09.160]  你就是唯一的,
[00:05:09.160 --> 00:05:11.480]  你所有人都是演員,
[00:05:11.480 --> 00:05:12.960]  我都是演員,
[00:05:12.960 --> 00:05:15.280]  我都是在神的面前過去幾個星期,
[00:05:15.280 --> 00:05:19.640]  領受祂的信息以至到我正在敬拜祂,
[00:05:19.640 --> 00:05:23.720]  我來到這裏是和你分享我敬拜的成果,
[00:05:23.720 --> 00:05:26.120]  我們一起去領受,
[00:05:26.120 --> 00:05:30.560]  所以請大家認定你是演員的角色,
[00:05:30.560 --> 00:05:32.000]  如果你不認定這個角色,
[00:05:32.000 --> 00:05:34.760]  難怪給個通告你,
[00:05:34.760 --> 00:05:37.920]  說11點半你就11點7來,
[00:05:37.920 --> 00:05:39.560]  或者給個通告你,
[00:05:39.560 --> 00:05:41.720]  你就不現場在網上,
[00:05:41.720 --> 00:05:43.280]  當然有原因在網上,
[00:05:43.280 --> 00:05:45.440]  我不是雜備網上的,
[00:05:45.440 --> 00:05:49.560]  只不過你的心是怎樣的呢?
[00:05:49.560 --> 00:05:51.560]  究竟你作爲一個演員好不好呢?
[00:05:51.560 --> 00:06:04.880]  還是你來到現場纔看那些劇本?
[00:06:04.880 --> 00:06:07.240]  你來到現場纔看劇本?
[00:06:07.240 --> 00:06:08.800]  還是你已經預備好?
[00:06:08.800 --> 00:06:11.400]  你過去一個星期有沒有在靈脩裏面,
[00:06:11.400 --> 00:06:12.840]  在你的生活裏面,
[00:06:12.840 --> 00:06:14.440]  你預備好的,
[00:06:14.440 --> 00:06:15.480]  你的劇情已經預備好,
[00:06:15.480 --> 00:06:16.600]  你來到這裏,
[00:06:16.600 --> 00:06:18.040]  正華唱的詩歌,
[00:06:18.040 --> 00:06:20.200]  你能夠投入的什麼原因?
[00:06:20.200 --> 00:06:22.640]  因爲你經歷了,
[00:06:22.640 --> 00:06:23.920]  否則呢,
[00:06:23.920 --> 00:06:25.600]  心心謹記着,
[00:06:25.600 --> 00:06:27.440]  你心心愛我,
[00:06:27.440 --> 00:06:29.320]  耶穌心心的愛你,
[00:06:29.320 --> 00:06:31.520]  你怎樣感受到心心呢?
[00:06:31.520 --> 00:06:33.320]  我知道這些字每個人都寫在這裏,
[00:06:33.320 --> 00:06:34.480]  我看到這些字,
[00:06:34.480 --> 00:06:37.120]  不過我的心是否真的這麼感受到呢?
[00:06:37.120 --> 00:06:39.120]  就因爲看你過去一個星期,
[00:06:39.120 --> 00:06:40.920]  你怎樣活在神的面前,
[00:06:40.920 --> 00:06:43.240]  以至今天我們集體的時候,
[00:06:43.240 --> 00:06:44.320]  一起去敬拜祂,
[00:06:44.320 --> 00:06:46.640]  我們就是一個見證,
[00:06:46.640 --> 00:06:48.800]  我們是一個回應,
[00:06:48.800 --> 00:06:50.640]  所以我又想問你,
[00:06:50.640 --> 00:06:52.280]  又考考你,
[00:06:52.280 --> 00:06:53.200]  在崇拜當中,
[00:06:53.200 --> 00:06:54.000]  你來到的時候,
[00:06:54.000 --> 00:06:55.720]  你覺得詩歌,
[00:06:55.720 --> 00:06:57.560]  廣道或者其他的東西,
[00:06:57.560 --> 00:07:00.080]  就是讓你吸取屬靈電力,
[00:07:00.080 --> 00:07:01.160]  充足電,
[00:07:01.160 --> 00:07:02.480]  插着,
[00:07:02.480 --> 00:07:05.560]  禮拜一開始就可以用到禮拜六,
[00:07:05.560 --> 00:07:06.600]  差不多沒電了,
[00:07:06.600 --> 00:07:08.560]  回來就好像Tesla一樣,
[00:07:08.560 --> 00:07:08.960]  不是,
[00:07:08.960 --> 00:07:10.320]  就不是任何電動車,
[00:07:10.320 --> 00:07:12.120]  就插着,
[00:07:12.120 --> 00:07:13.760]  就充電,
[00:07:13.760 --> 00:07:16.080]  是不是這樣呢?
[00:07:16.080 --> 00:07:17.920]  這也不是不好的,
[00:07:17.920 --> 00:07:19.320]  我不是說不好的,
[00:07:19.320 --> 00:07:21.800]  起碼你也想充電先,
[00:07:21.800 --> 00:07:23.280]  不是來睡覺,
[00:07:23.280 --> 00:07:24.360]  但是,
[00:07:24.360 --> 00:07:27.160]  當你不覺得自己是演員,
[00:07:27.160 --> 00:07:29.880]  當你來到只是充電的時候難怪,
[00:07:29.880 --> 00:07:32.680]  哪個走音你覺得他走音,
[00:07:32.680 --> 00:07:34.200]  哪個唱得拍子不對,
[00:07:34.200 --> 00:07:36.120]  你覺得他只是看到拍子不對,
[00:07:36.120 --> 00:07:38.240]  哪個講道令你睡不着,
[00:07:38.240 --> 00:07:38.920]  你又會覺得,
[00:07:38.920 --> 00:07:40.920]  哎呀,不如下個禮拜再來,
[00:07:40.920 --> 00:07:42.160]  就是,
[00:07:42.160 --> 00:07:45.040]  你的心態沒有調整的時候,
[00:07:45.040 --> 00:07:47.240]  你就會在崇拜裏面,
[00:07:47.240 --> 00:07:50.080]  反映着你那個敬拜的心態,
[00:07:50.080 --> 00:07:52.320]  你怎麼敬拜神呢?
[00:07:52.320 --> 00:07:54.560]  你有沒有預備好來敬拜祂呢?
[00:07:54.560 --> 00:07:56.320]  而你在崇拜裏面又怎麼去,
[00:07:56.320 --> 00:07:58.800]  崇拜這個聚會里面怎麼去回應祂,
[00:07:58.800 --> 00:08:01.720]  在崇拜以外的24小時,
[00:08:01.720 --> 00:08:08.240]  和每一天的24小時又怎麼去敬拜祂呢?
[00:08:08.240 --> 00:08:11.960]  你有沒有想過原來聖經裏面邀請你的,
[00:08:11.960 --> 00:08:14.520]  是一個,
[00:08:14.520 --> 00:08:16.760]  每一個崇拜你來到的時候,
[00:08:16.760 --> 00:08:18.080]  神正在邀請你,
[00:08:18.080 --> 00:08:21.560]  將過去一個禮拜從神領受的,
[00:08:21.560 --> 00:08:24.160]  是被神更新的生命,
[00:08:24.160 --> 00:08:26.040]  向神獻誠,
[00:08:26.040 --> 00:08:30.240]  和做付出代價的獻祭,
[00:08:30.240 --> 00:08:33.920]  你有沒有這樣預備去崇拜呢?
[00:08:33.920 --> 00:08:36.800]  我第一次說崇拜是這樣的,
[00:08:36.800 --> 00:08:39.840]  不只是唱歌聽道,散會,
[00:08:39.840 --> 00:08:43.120]  但崇拜其實是神發出一個邀請,
[00:08:43.120 --> 00:08:45.440]  其實不只是在這裏發生的事,
[00:08:45.440 --> 00:08:48.120]  而是你一生命發生的事,
[00:08:48.120 --> 00:08:51.320]  來到這裏你是怎麼去回應神的呢?
[00:08:51.320 --> 00:08:53.120]  聖經怎麼說呢?
[00:08:53.120 --> 00:08:55.440]  今天我們讀的經文,羅馬書十二章,
[00:08:55.440 --> 00:08:57.680]  羅馬書是一個很重要的書卷,
[00:08:57.680 --> 00:09:00.640]  特別是講到我們基督徒的生命,
[00:09:00.640 --> 00:09:03.160]  應該在神的面前怎麼活出的,
[00:09:03.160 --> 00:09:04.680]  特別去到十二節,
[00:09:04.680 --> 00:09:07.200]  差不多是敬拜的核心,
[00:09:07.200 --> 00:09:08.800]  十二章第一節怎麼說呢?
[00:09:08.800 --> 00:09:11.640]  「所以弟兄們,我以神的慈悲勸你們,
[00:09:11.640 --> 00:09:13.840]  將身體獻上當作活祭,
[00:09:13.840 --> 00:09:15.920]  是聖潔的,是神所喜悅的,
[00:09:15.920 --> 00:09:22.560]  你們如此侍奉乃是理所當然的。」
[00:09:22.560 --> 00:09:25.160]  有多少人會背這段經文呢?
[00:09:25.160 --> 00:09:26.400]  又不舉手,
[00:09:26.400 --> 00:09:29.800]  應該很多人會,真的很多人會的,
[00:09:29.800 --> 00:09:32.680]  那麼有多少人會活出這段經文呢?
[00:09:32.680 --> 00:09:34.160]  又難一點了,
[00:09:34.160 --> 00:09:35.280]  我也覺得,
[00:09:35.280 --> 00:09:37.520]  究竟是不是這麼容易活出呢?
[00:09:37.520 --> 00:09:40.480]  哇,很大的挑戰,很高的標準,
[00:09:40.480 --> 00:09:43.040]  其實信耶穌是不是隻是說我們應罪悔改,
[00:09:43.040 --> 00:09:44.920]  就是說我願意承認罪人,
[00:09:44.920 --> 00:09:48.280]  耶穌是我的救主,就願不呢?
[00:09:48.280 --> 00:09:50.920]  其實信耶穌就是神發出一個邀請,
[00:09:50.920 --> 00:09:52.520]  就是給了你,
[00:09:52.520 --> 00:09:54.520]  這個邀請是給我們每一個人的,
[00:09:54.520 --> 00:09:58.040]  不是給某些人的,
[00:09:58.040 --> 00:10:00.200]  所以《聖卷》的羅馬書,
[00:10:00.200 --> 00:10:06.440]  如果從中文的詩經書,
[00:10:06.440 --> 00:10:10.720]  第一章至第十一章是整大段,
[00:10:10.720 --> 00:10:13.280]  然後到十二章一節,
[00:10:13.280 --> 00:10:15.160]  這裏是一個轉捩點,
[00:10:15.160 --> 00:10:17.120]  由十二章一路到第十六章,
[00:10:17.120 --> 00:10:19.680]  就是如何活出,
[00:10:19.680 --> 00:10:25.760]  所以一章到十一章是說究竟我們經歷了什麼,
[00:10:25.760 --> 00:10:29.160]  信了耶穌之後,十二章一節開始說,
[00:10:29.160 --> 00:10:31.200]  之後要發生的事,
[00:10:31.200 --> 00:10:33.800]  以至到第十六章,
[00:10:33.800 --> 00:10:35.400]  簡單來說,
[00:10:35.400 --> 00:10:38.440]  羅馬書第一章至十一章,
[00:10:38.440 --> 00:10:42.840]  它最重要的信息就是福音的核心,
[00:10:42.840 --> 00:10:45.040]  你信什麼呢?
[00:10:45.040 --> 00:10:47.640]  我想請問,你是信什麼呢?
[00:10:47.640 --> 00:10:52.560]  其實這個也是保羅想向每一個基督徒問的問題,
[00:10:52.560 --> 00:10:55.760]  保羅是很清晰地跟我們說,
[00:10:55.760 --> 00:10:58.560]  我們本來是失喪的罪人,
[00:10:58.560 --> 00:11:00.320]  你和我都是失喪的,
[00:11:00.320 --> 00:11:02.040]  你和我都是遠離神的,
[00:11:02.040 --> 00:11:04.640]  你和我都是同神沒有關係的,
[00:11:04.640 --> 00:11:08.080]  但卻是因着恩典稱爲義,
[00:11:08.080 --> 00:11:15.360]  所以我們說羅馬書是一個恩訊稱義的一個很重要的基礎的福音書卷,
[00:11:15.360 --> 00:11:17.360]  然後他又說,
[00:11:17.360 --> 00:11:19.640]  我們是被罪捆綁的,
[00:11:19.640 --> 00:11:23.920]  有時我們信耶穌仍然被罪纏擾,
[00:11:23.920 --> 00:11:26.480]  但什麼釋放我們?
[00:11:26.480 --> 00:11:31.520]  我們犯罪的時候,什麼能夠減輕我們,
[00:11:31.520 --> 00:11:33.200]  除去我們的罪?
[00:11:33.200 --> 00:11:34.440]  是主耶穌基督,
[00:11:34.440 --> 00:11:38.160]  於是在基督裏我們可以得到真正的自由,
[00:11:38.160 --> 00:11:39.680]  我們是不配的,
[00:11:39.680 --> 00:11:40.680]  我們來到神的面前,
[00:11:40.680 --> 00:11:44.080]  誰可以說我配得這個福音,
[00:11:44.080 --> 00:11:45.840]  配得耶穌爲我死,
[00:11:45.840 --> 00:11:48.080]  配得神給我那麼多的恩惠,
[00:11:48.080 --> 00:11:50.280]  沒有一個人可以說,
[00:11:50.280 --> 00:11:52.520]  我們是不配的,
[00:11:52.520 --> 00:11:54.400]  我自己也是不配的,
[00:11:54.400 --> 00:11:55.680]  但我們是什麼?
[00:11:55.680 --> 00:11:58.960]  我們是一羣蒙神揀選,
[00:11:58.960 --> 00:12:02.840]  被祂收納、接納成爲祂的義女,
[00:12:02.840 --> 00:12:07.560]  耶穌說我和你是祂的朋友,
[00:12:07.560 --> 00:12:09.160]  是這樣的關係,
[00:12:09.160 --> 00:12:12.000]  是在祂裏我們得到保守,
[00:12:12.000 --> 00:12:15.080]  沒有任何東西能夠使我們與神的愛隔絕,
[00:12:15.080 --> 00:12:19.400]  所以纔是祂的愛對我們有多深,
[00:12:19.400 --> 00:12:21.840]  羅馬書十一章,
[00:12:21.840 --> 00:12:23.240]  在整卷書有十六章,
[00:12:23.240 --> 00:12:26.440]  用了三分二的篇幅跟我們說,
[00:12:26.440 --> 00:12:28.200]  我們原先是怎樣的,
[00:12:28.200 --> 00:12:30.200]  然後神做了些什麼,
[00:12:30.200 --> 00:12:33.480]  以至我們得到這個恩惠和救恩,
[00:12:33.480 --> 00:12:37.880]  於是我們就清楚明白,
[00:12:37.880 --> 00:12:40.480]  救恩不是我們賺取回來的,
[00:12:40.480 --> 00:12:42.840]  不是說我們多做些好事,
[00:12:42.840 --> 00:12:45.760]  我們要怎麼做纔有神的恩典,
[00:12:45.760 --> 00:12:47.520]  神的恩典已經給過我們,
[00:12:47.520 --> 00:12:49.240]  祂的憐憫已經給過我們,
[00:12:49.240 --> 00:12:52.080]  是神百百次給我們的憐憫,
[00:12:52.080 --> 00:12:55.280]  這是何等大的恩典,
[00:12:55.280 --> 00:12:58.560]  神的愛是何等的深,
[00:12:58.560 --> 00:13:02.800]  於是在第一節裏才說「所以」,
[00:13:02.800 --> 00:13:08.400]  因着剛纔所說的所有東西纔是「所以」,
[00:13:08.400 --> 00:13:10.960]  所以當你和我信了耶穌,
[00:13:10.960 --> 00:13:13.960]  得着你的福音,得着恩惠的時候,
[00:13:13.960 --> 00:13:17.120]  保羅就告訴我們我們要做什麼,
[00:13:17.120 --> 00:13:19.960]  我們自然就會做這些事,
[00:13:19.960 --> 00:13:25.000]  就是保羅說「弟兄們,我以神的慈悲勸你們」,
[00:13:25.000 --> 00:13:26.640]  慈悲是什麼?
[00:13:26.640 --> 00:13:30.400]  神的慈悲就是神對我們的愛,
[00:13:30.400 --> 00:13:33.200]  祂對我們深切的憐憫,
[00:13:33.200 --> 00:13:34.800]  祂對我們犯的罪,
[00:13:34.800 --> 00:13:37.040]  對我們的違抗,
[00:13:37.040 --> 00:13:39.120]  對我們對祂的不敬,
[00:13:39.120 --> 00:13:41.560]  神憐憫我們,
[00:13:41.560 --> 00:13:44.240]  感動我們,赦免我們,
[00:13:44.240 --> 00:13:46.160]  以至我們能夠回應祂,
[00:13:46.160 --> 00:13:47.360]  祂是信實的,
[00:13:47.360 --> 00:13:50.080]  只要我們回到祂的面前,祂就赦免我們的罪,
[00:13:50.080 --> 00:13:52.200]  祂是私恩的,
[00:13:52.200 --> 00:13:53.720]  我們每個人都經歷過,
[00:13:53.720 --> 00:13:56.680]  在我們一生裏面,神給我們很多不同的恩典,
[00:13:56.680 --> 00:13:58.440]  在不同的階段裏面,
[00:13:58.440 --> 00:13:59.920]  祂是守約的,
[00:13:59.920 --> 00:14:03.440]  祂說過的話算數的,
[00:14:03.440 --> 00:14:05.360]  祂這個慈愛,
[00:14:05.360 --> 00:14:08.080]  所以保羅說「弟兄們」,
[00:14:08.080 --> 00:14:10.240]  祂是虎口婆心地勸大家,
[00:14:10.240 --> 00:14:11.680]  勸你勸我,
[00:14:11.680 --> 00:14:13.800]  所以當我再一次看這段經文的時候,
[00:14:13.800 --> 00:14:16.160]  當我默想這段經文的時候,
[00:14:16.160 --> 00:14:18.560]  心裏面都有很大的打動,
[00:14:18.560 --> 00:14:20.080]  就是保羅和我說,
[00:14:20.080 --> 00:14:21.680]  如果今天保羅和你說,
[00:14:21.680 --> 00:14:26.360]  「弟兄、姊妹,你信什麼?」
[00:14:26.360 --> 00:14:28.520]  「你今天是信什麼?」
[00:14:28.520 --> 00:14:30.280]  如果這一切都是真的,
[00:14:30.280 --> 00:14:32.040]  如果福音是真的,
[00:14:32.040 --> 00:14:37.040]  你的生命是如何回應這個私恩的神呢?
[00:14:37.040 --> 00:14:40.360]  纔會說「所以」
[00:14:40.360 --> 00:14:43.480]  其實敬拜就是一個
[00:14:43.480 --> 00:14:48.160]  神爲我們做了這麼大的恩典之後的回應,
[00:14:48.160 --> 00:14:49.680]  當我們回應祂,
[00:14:49.680 --> 00:14:51.320]  我們有一個感恩的心,
[00:14:51.320 --> 00:14:56.160]  我們就充滿着感恩的地步不得不回應,
[00:14:56.160 --> 00:14:58.440]  是一個自然的反應來的,
[00:14:58.440 --> 00:15:02.080]  是一個自然的反應,
[00:15:02.080 --> 00:15:04.720]  於是就呼籲信徒,
[00:15:04.720 --> 00:15:09.040]  敬拜簡單的定義就是向神的回應,
[00:15:09.040 --> 00:15:11.160]  一個自然的回應,
[00:15:11.160 --> 00:15:13.880]  但我們是如何回應祂的呢?
[00:15:13.880 --> 00:15:16.200]  神這麼大的恩典,這麼大的愛,
[00:15:16.200 --> 00:15:17.400]  於是保羅就說,
[00:15:17.400 --> 00:15:21.360]  「將身體獻上當作活祭,
[00:15:21.360 --> 00:15:23.280]  是聖潔的,是神所喜悅的,
[00:15:23.280 --> 00:15:27.120]  你們如此侍奉乃是理所當然的。」
[00:15:27.120 --> 00:15:32.520]  哇!是整個身體獻上給祂做活祭,
[00:15:32.520 --> 00:15:36.480]  「如此侍奉」是指「獻上活祭」,
[00:15:36.480 --> 00:15:39.200]  英文譯本其實不是用「侍奉」,
[00:15:39.200 --> 00:15:41.880]  是用「Spiritual Act of Worship」,
[00:15:41.880 --> 00:15:43.880]  換句話來說,
[00:15:43.880 --> 00:15:46.160]  我們如此敬拜,
[00:15:46.160 --> 00:15:49.960]  如此去崇拜神,
[00:15:49.960 --> 00:15:54.040]  是理所當然,是全然的獻上,
[00:15:54.040 --> 00:15:56.840]  是當我們回應神的時候,
[00:15:56.840 --> 00:16:02.120]  每一次的回應就是敬拜,
[00:16:02.120 --> 00:16:03.760]  我們是如何回應神的呢?
[00:16:03.760 --> 00:16:05.920]  來到崇拜當中我們是如何回應祂的呢?
[00:16:05.920 --> 00:16:08.760]  我們平時每天的生活是如何回應祂的呢?
[00:16:08.760 --> 00:16:16.200]  於是,如果我們看不同的英文譯本,
[00:16:16.200 --> 00:16:18.280]  特別是Message譯本我很喜歡,
[00:16:18.280 --> 00:16:21.480]  什麼是身體獻上當作活祭呢?
[00:16:21.480 --> 00:16:23.640]  是什麼呢?
[00:16:23.640 --> 00:16:26.920]  英文譯本,Eugene Peterson 譯得很好,
[00:16:26.920 --> 00:16:30.120]  他說,求神幫助我們,
[00:16:30.120 --> 00:16:33.560]  「Take your everyday ordinary life」,
[00:16:33.560 --> 00:16:38.160]  什麼是獻上活祭,每天敬拜神,回應神呢?
[00:16:38.160 --> 00:16:42.000]  就是將你平常每天的生命,
[00:16:42.000 --> 00:16:44.320]  包括你的睡眠,
[00:16:44.320 --> 00:16:48.440]  不要以爲睡眠不好,睡眠很神聖的,
[00:16:48.440 --> 00:16:51.360]  因爲你不休息怎麼做得好呢?
[00:16:51.360 --> 00:16:54.280]  喫也很重要的,
[00:16:54.280 --> 00:16:57.000]  不喫飽怎麼做事呢?
[00:16:57.000 --> 00:16:59.600]  然後going to work,
[00:16:59.600 --> 00:17:00.800]  然後纔去做事,
[00:17:00.800 --> 00:17:02.240]  walking around life,
[00:17:02.240 --> 00:17:04.560]  你在生命裏面做的任何事,
[00:17:04.560 --> 00:17:07.960]  然後將這些每天的事,
[00:17:07.960 --> 00:17:10.120]  換句話說就是,
[00:17:10.120 --> 00:17:12.480]  你整個生命的全部,
[00:17:12.480 --> 00:17:15.480]  你的時間、金錢、資源各種,
[00:17:15.480 --> 00:17:18.240]  place before God as offering,
[00:17:18.240 --> 00:17:19.880]  就是擺在神的面前,
[00:17:19.880 --> 00:17:23.040]  「神啊,我給了禰,我奉獻給禰,
[00:17:23.040 --> 00:17:26.080]  這個是屬於禰的,就交給祂。」
[00:17:26.080 --> 00:17:27.800]  這個就是敬拜,
[00:17:27.800 --> 00:17:30.400]  其實我們基督徒一生要學習的是什麼呢?
[00:17:30.400 --> 00:17:33.200]  就是如何在我們每天的生活裏面,
[00:17:33.200 --> 00:17:35.400]  去敬拜神,回應祂,
[00:17:35.400 --> 00:17:38.400]  就是在我們每一個生活的範疇去回應祂,
[00:17:38.400 --> 00:17:40.200]  求神幫助我們,
[00:17:40.200 --> 00:17:42.480]  讓我們能夠真正活出,
[00:17:42.480 --> 00:17:46.400]  一個生命全然獻誠的生命,
[00:17:46.400 --> 00:17:48.640]  其實神是邀請我們每一個信徒,
[00:17:48.640 --> 00:17:51.080]  既然祂已經爲我們成就了救恩,
[00:17:51.080 --> 00:17:52.920]  既然福音是真實的,
[00:17:52.920 --> 00:17:55.200]  既然耶穌的救贖、
[00:17:55.200 --> 00:17:58.080]  耶穌的愛對你是真實的,
[00:17:58.080 --> 00:18:00.360]  你是會這樣去回應,
[00:18:00.360 --> 00:18:02.760]  於是你就會去獻誠,
[00:18:02.760 --> 00:18:05.160]  你的獻誠不是另外一件事,
[00:18:05.160 --> 00:18:07.200]  就是奉獻袋傳到來的時候,
