
[00:00:00.000 --> 00:00:08.000]  寬恕無論在基督教神學或基督徒實踐生活中是最難的課題
[00:02:38.000 --> 00:02:41.000]  然後就扔了下海 結果他就可以逃生
[00:02:41.000 --> 00:02:45.000]  在監獄裏面這個老人家告訴你一個寶藏在哪裏
[00:02:45.000 --> 00:02:48.000]  他就憑著那個地圖 拿到那個寶藏
[00:02:48.000 --> 00:02:53.000]  是拿到大筆的銀子 拿到很多錢
[00:02:53.000 --> 00:02:57.000]  於是他就扮成一個白雀回到鄉下
[00:02:57.000 --> 00:03:00.000]  雀過雀過雀過地報仇
[00:03:00.000 --> 00:03:04.000]  看著他的仇人一個一個地沒得好死
[00:03:04.000 --> 00:03:07.000]  最後見到他的愛人
[00:03:07.000 --> 00:03:10.000]  他說我現在想找回你
[00:03:10.000 --> 00:03:16.000]  他的愛人就跟他說 你不是基督山
[00:03:16.000 --> 00:03:19.000]  因為那時候的基督山不是這樣的
[00:03:19.000 --> 00:03:23.000]  不是好像野獸那樣
[00:03:23.000 --> 00:03:25.000]  有時候我們會問
[00:03:25.000 --> 00:03:29.000]  我們如果拿著一些憎恨
[00:03:29.000 --> 00:03:32.000]  一些不寬恕的心 繼續在裏面的時候
[00:03:32.000 --> 00:03:36.000]  我們會變成一個不是人的人
[00:03:36.000 --> 00:03:42.000]  我去巴勒斯坦和以色列旅行 聽過一個故事
[00:03:42.000 --> 00:03:45.000]  一個巴勒斯坦的青年
[00:03:45.000 --> 00:03:49.000]  他和一個以色列的女孩同居 生了一個兒子
[00:03:49.000 --> 00:03:56.000]  後來因為吵架 於是那個以色列女孩就去報案
[00:03:56.000 --> 00:03:58.000]  警察就抓了他去坐牢
[00:03:58.000 --> 00:04:03.000]  他覺得沒有理由 很明顯是一種歧視
[00:04:03.000 --> 00:04:05.000]  他心裏面有很多憎恨
[00:04:05.000 --> 00:04:07.000]  他回到耶路撒冷
[00:04:07.000 --> 00:04:09.000]  他媽媽說你不要理了
[00:04:09.000 --> 00:04:14.000]  將他娶了一個巴勒斯坦的女子為妻
[00:04:14.000 --> 00:04:17.000]  本來可以建立一個好的家園
[00:04:17.000 --> 00:04:20.000]  但是以色列當局說
[00:04:20.000 --> 00:04:24.000]  他的房子是僭建的 要拆掉
[00:04:24.000 --> 00:04:26.000]  他當時太太懷孕
[00:04:26.000 --> 00:04:29.000]  他很生氣的時候就拿著鏟泥車
[00:04:29.000 --> 00:04:32.000]  他當時在一個以色列人公司的鏟泥車裏面
[00:04:32.000 --> 00:04:36.000]  撞向一些人堆裏面來報仇
[00:04:36.000 --> 00:04:39.000]  結果他就被列村亂槍殺死
[00:04:39.000 --> 00:04:43.000]  在亂槍殺死之後 整個城市都掃蕩了
[00:04:43.000 --> 00:04:46.000]  如果我們看看巴勒斯坦和以色列人的歷史
[00:04:46.000 --> 00:04:48.000]  很明顯一個問題是什麼
[00:04:48.000 --> 00:04:50.000]  冤冤相報何時了
[00:04:50.000 --> 00:04:53.000]  我們拿著一些仇恨
[00:04:53.000 --> 00:04:55.000]  我們不肯寬恕的時候
[00:04:55.000 --> 00:04:58.000]  我們被綑綁的是自己
[00:04:58.000 --> 00:05:01.000]  希臘文寬恕這個字很有趣
[00:05:01.000 --> 00:05:03.000]  叫Appoluo
[00:05:03.000 --> 00:05:05.000]  Appoluo是由兩個字組成
[00:05:05.000 --> 00:05:07.000]  一個luo的字是loose 即是放鬆
[00:05:07.000 --> 00:05:09.000]  Appo就是from
[00:05:09.000 --> 00:05:11.000]  loose from 是釋放
[00:05:11.000 --> 00:05:13.000]  基本上是釋放了自己
[00:05:13.000 --> 00:05:15.000]  你不去寬恕人的時候
[00:05:15.000 --> 00:05:17.000]  你是綑綁了你自己
[00:05:17.000 --> 00:05:19.000]  你是糟蹋了你自己
[00:05:19.000 --> 00:05:21.000]  令你自己不像一個人
[00:05:21.000 --> 00:05:23.000]  就好像基督山一樣
[00:05:23.000 --> 00:05:25.000]  所以我們可以看到
[00:05:25.000 --> 00:05:27.000]  在實際的信徒生活裏面
[00:05:27.000 --> 00:05:30.000]  我們就會問 究竟你寬恕還是不寬恕
[00:05:30.000 --> 00:05:32.000]  寬恕又有這個問題
[00:05:32.000 --> 00:05:34.000]  不寬恕又有這個問題
[00:05:34.000 --> 00:05:36.000]  究竟基督徒的立場是怎樣
[00:05:36.000 --> 00:05:38.000]  於是我們找到聖經
[00:05:38.000 --> 00:05:40.000]  當我們找到聖經看到什麼叫寬恕的時候
[00:05:40.000 --> 00:05:42.000]  我們又更加迷惑
[00:05:42.000 --> 00:05:45.000]  因為聖經裏面我們兩個完全不同的看法在裏面
[00:05:45.000 --> 00:05:47.000]  耶穌基督在十字架裏面
[00:05:47.000 --> 00:05:49.000]  附一附耶穌這班人
[00:05:49.000 --> 00:05:51.000]  因為他所做不知道
[00:05:51.000 --> 00:05:53.000]  但另一方面我們看司祕尼37篇的時候
[00:05:53.000 --> 00:05:55.000]  詩人怎樣祈禱
[00:05:55.000 --> 00:05:57.000]  詩人就說 以東 以東這些人
[00:05:57.000 --> 00:05:59.000]  神求你紀念這些以東的人
[00:05:59.000 --> 00:06:01.000]  這班人就說 拆毀了 拆毀了 繼續拆毀
[00:06:01.000 --> 00:06:03.000]  他說你要紀念他們的仇
[00:06:03.000 --> 00:06:05.000]  怎樣紀念他們的仇
[00:06:05.000 --> 00:06:07.000]  紀念巴比倫的仇
[00:06:07.000 --> 00:06:12.000]  紀念將巴比倫弱的女子都糟蹋他們
[00:06:12.000 --> 00:06:15.000]  將那些嬰孩踢到盤石裏面
[00:06:15.000 --> 00:06:17.000]  我們讀這段聖經的時候有沒有搞錯
[00:06:17.000 --> 00:06:20.000]  耶穌不是叫我們在十字架裏面
[00:06:20.000 --> 00:06:22.000]  寬恕我們的敵人嗎
[00:06:22.000 --> 00:06:25.000]  只要祝福不可就坐
[00:06:25.000 --> 00:06:27.000]  聖經不是叫我們
[00:06:27.000 --> 00:06:29.000]  有人打你的右邊
[00:06:29.000 --> 00:06:31.000]  你連左邊都給他打嗎
[00:06:31.000 --> 00:06:33.000]  有人逼你走兩里路
[00:06:33.000 --> 00:06:35.000]  為甚麼在詩篇裏面和聖經裏面
[00:06:35.000 --> 00:06:37.000]  有這麼多這些
[00:06:37.000 --> 00:06:39.000]  求上帝去紀念
[00:06:39.000 --> 00:06:41.000]  這一班人
[00:06:41.000 --> 00:06:43.000]  對我們的仇恨
[00:06:43.000 --> 00:06:45.000]  我們不明白
[00:06:45.000 --> 00:06:47.000]  在聖經裏面我們看到
[00:06:47.000 --> 00:06:52.000]  很多矛盾的交道
[00:06:52.000 --> 00:06:55.000]  在現實生活裏面我們也看到一些矛盾
[00:06:55.000 --> 00:06:59.000]  所以寬恕是基督教的神學倫理學
[00:06:59.000 --> 00:07:02.000]  倫理學本身已經是一個很難的課題
[00:07:02.000 --> 00:07:05.000]  再加上寬恕是一個很難的課題
[00:07:05.000 --> 00:07:07.000]  無論在聖經的交道
[00:07:07.000 --> 00:07:09.000]  或者在實踐的生活裏面
[00:07:09.000 --> 00:07:11.000]  都是一個問題
[00:07:11.000 --> 00:07:14.000]  但是奇怪的地方
[00:07:14.000 --> 00:07:16.000]  當我們再去看看聖經
[00:07:16.000 --> 00:07:18.000]  關於寬恕之道的時候
[00:07:18.000 --> 00:07:21.000]  我們發覺有一樣東西很奇怪
[00:07:21.000 --> 00:07:24.000]  這是我們不能忽略的
[00:07:24.000 --> 00:07:26.000]  這個奇怪的地方在哪裏呢
[00:07:26.000 --> 00:07:28.000]  奇怪的地方
[00:07:28.000 --> 00:07:29.000]  比方來說
[00:07:29.000 --> 00:07:31.000]  當耶穌基督
[00:07:31.000 --> 00:07:33.000]  在十字架裏面
[00:07:33.000 --> 00:07:35.000]  他被釘在十字架上的時候
[00:07:35.000 --> 00:07:37.000]  他不是釘著十字架的人說
[00:07:37.000 --> 00:07:38.000]  你呀釘我十字架
[00:07:38.000 --> 00:07:41.000]  可能你所做的你不知道
[00:07:41.000 --> 00:07:42.000]  我現在寬恕你
[00:07:42.000 --> 00:07:44.000]  耶穌不是這樣說的
[00:07:44.000 --> 00:07:46.000]  耶穌是對著天上的父啊父啊父啊
[00:07:46.000 --> 00:07:48.000]  赦免了因為他所做的他不知道
[00:07:48.000 --> 00:07:50.000]  當這個詩人
[00:07:50.000 --> 00:07:54.000]  求神啊求祢紀念這些以東人
[00:07:54.000 --> 00:07:56.000]  糟蹋他們
[00:07:56.000 --> 00:07:58.000]  他不是拿著這個權
[00:07:58.000 --> 00:08:00.000]  去糟蹋這些以東人
[00:08:00.000 --> 00:08:02.000]  他不是拿著這個權去報復
[00:08:02.000 --> 00:08:05.000]  將這些嬰孩摔在盆石上
[00:08:05.000 --> 00:08:06.000]  不是的
[00:08:06.000 --> 00:08:09.000]  他是向上主向天父
[00:08:09.000 --> 00:08:12.000]  如果你看回所有聖經裏面的寬恕
[00:08:12.000 --> 00:08:14.000]  是只有一個單方向
[00:08:14.000 --> 00:08:15.000]  向著上帝的
[00:08:15.000 --> 00:08:18.000]  就好像我們念子禱文的時候
[00:08:18.000 --> 00:08:20.000]  赦免我們的罪
[00:08:20.000 --> 00:08:22.000]  如同我們赦免別人的罪
[00:08:22.000 --> 00:08:24.000]  罪是一個債來的
[00:08:24.000 --> 00:08:26.000]  是一個罪債來的
[00:08:26.000 --> 00:08:28.000]  所以聖經裏面有很多的比喻
[00:08:28.000 --> 00:08:29.000]  是說欠多少錢多少錢
[00:08:29.000 --> 00:08:30.000]  我現在不用你了
[00:08:30.000 --> 00:08:31.000]  就用一個Forgive這個字
[00:08:31.000 --> 00:08:32.000]  是放過你
[00:08:32.000 --> 00:08:33.000]  是Forgive
[00:08:33.000 --> 00:08:34.000]  是赦那個罪債
[00:08:34.000 --> 00:08:36.000]  是上帝借的權
[00:08:36.000 --> 00:08:38.000]  所以在主禱文裏面就說
[00:08:38.000 --> 00:08:41.000]  你才是最有權柄的
[00:08:41.000 --> 00:08:43.000]  主禱文怎麼說
[00:08:43.000 --> 00:08:45.000]  主禱文說
[00:08:45.000 --> 00:08:50.000]  你是滿有權柄的上帝
[00:08:50.000 --> 00:08:52.000]  所以我們看到
[00:08:52.000 --> 00:08:54.000]  在聖經裏面所說關於
[00:08:54.000 --> 00:08:56.000]  寬恕之道的時候
[00:08:56.000 --> 00:08:59.000]  不是一個Moral Teaching
[00:08:59.000 --> 00:09:03.000]  不是一個道德的教導
[00:09:03.000 --> 00:09:06.000]  如果我們從一個道德的角度去看
[00:09:06.000 --> 00:09:07.000]  這些聖經的時候
[00:09:07.000 --> 00:09:10.000]  完全我們不明白它在說什麼
[00:09:10.000 --> 00:09:12.000]  事實上不單止是寬恕之道
[00:09:12.000 --> 00:09:14.000]  在整本聖經裏面
[00:09:14.000 --> 00:09:16.000]  如果你從一個道德的角度去看
[00:09:16.000 --> 00:09:18.000]  是不合理的
[00:09:18.000 --> 00:09:19.000]  完全不合理
[00:09:19.000 --> 00:09:21.000]  我舉一個簡單的例子
[00:09:21.000 --> 00:09:23.000]  阿伯納罕獻耳朵
[00:09:23.000 --> 00:09:25.000]  阿伯納罕獻耳朵
[00:09:25.000 --> 00:09:28.000]  將他自己心愛的兒子獻上
[00:09:28.000 --> 00:09:29.000]  你告訴他
[00:09:29.000 --> 00:09:30.000]  不是呀
[00:09:30.000 --> 00:09:32.000]  蘇神不是呀
[00:09:32.000 --> 00:09:34.000]  結果上帝都為他預備了
[00:09:34.000 --> 00:09:36.000]  那個待罪的羔羊
[00:09:36.000 --> 00:09:37.000]  他就沒事
[00:09:37.000 --> 00:09:39.000]  你想一想
[00:09:39.000 --> 00:09:40.000]  第二次
[00:09:40.000 --> 00:09:41.000]  阿伯納罕說
[00:09:41.000 --> 00:09:44.000]  兒子兒子我們就上去扯旗山獻祭
[00:09:44.000 --> 00:09:46.000]  你猜他願不願意
[00:09:46.000 --> 00:09:48.000]  那個PTSD
[00:09:48.000 --> 00:09:51.000]  那個後遺症
[00:09:51.000 --> 00:09:53.000]  那個心理的影響是多大
[00:09:53.000 --> 00:09:57.000]  如果你純粹從一個道德的角度去看
[00:09:57.000 --> 00:09:58.000]  只可以說一句話
[00:09:58.000 --> 00:10:01.000]  It does not make any sense
[00:10:01.000 --> 00:10:03.000]  是無法解釋的
[00:10:03.000 --> 00:10:05.000]  但是你從另外一個角度去看的時候
[00:10:05.000 --> 00:10:09.000]  就完全不同看法了
[00:10:09.000 --> 00:10:12.000]  阿伯納罕獻耳朵的地方在哪裏
[00:10:12.000 --> 00:10:17.000]  就是今天的聖殿所在的地方
[00:10:17.000 --> 00:10:20.000]  是預表一樣東西
[00:10:20.000 --> 00:10:22.000]  阿伯納罕獻他的兒子耳朵
[00:10:22.000 --> 00:10:25.000]  就好像上帝將他自己獨生的兒子獻上
[00:10:25.000 --> 00:10:27.000]  將耶穌的兒子獻上一樣
[00:10:27.000 --> 00:10:32.000]  是神自己將自己的兒子獻上
[00:10:32.000 --> 00:10:34.000]  所以當我們看聖經的時候
[00:10:34.000 --> 00:10:35.000]  我們不是會問
[00:10:35.000 --> 00:10:38.000]  這段聖經給我們有什麼道德的教訓
[00:10:38.000 --> 00:10:42.000]  我們會問這段聖經有什麼救贖的意義
[00:10:42.000 --> 00:10:43.000]  用一個英文來說
[00:10:43.000 --> 00:10:44.000]  我們會問
[00:10:44.000 --> 00:10:47.000]  What is the moral lesson of this passage?
[00:10:47.000 --> 00:10:48.000]  我們會問
[00:10:48.000 --> 00:10:51.000]  What is the redemptive significance of this passage?
[00:10:51.000 --> 00:10:56.000]  究竟這段聖經和救贖有什麼關係?
[00:10:56.000 --> 00:11:03.000]  這段聖經和上帝的救贖有何相關?
[00:11:03.000 --> 00:11:08.000]  這是一個非常重要的答案
[00:11:08.000 --> 00:11:10.000]  詩篇137篇
[00:11:10.000 --> 00:11:12.000]  他的禱告不是說
[00:11:12.000 --> 00:11:15.000]  我現在要動手了
[00:11:15.000 --> 00:11:18.000]  他是求末日的時候神的審判
[00:11:18.000 --> 00:11:19.000]  在救贖是兩方面的
[00:11:19.000 --> 00:11:20.000]  救贖是什麼?
[00:11:20.000 --> 00:11:21.000]  救贖在兩個過程
[00:11:21.000 --> 00:11:22.000]  兩個方面
[00:11:22.000 --> 00:11:25.000]  第一是上帝的救贖拯救我們
[00:11:25.000 --> 00:11:27.000]  第二是上帝的審判
[00:11:27.000 --> 00:11:29.000]  永遠是有兩個意味在裏面的
[00:11:29.000 --> 00:11:31.000]  就是拯救和救贖
[00:11:31.000 --> 00:11:33.000]  就好像以色列人過紅海
[00:11:33.000 --> 00:11:34.000]  是救贖
[00:11:34.000 --> 00:11:36.000]  埃及人過紅海的時候
[00:11:36.000 --> 00:11:41.000]  就是審判
[00:11:41.000 --> 00:11:45.000]  一定是有這兩個救贖和審判在裏面
[00:11:45.000 --> 00:11:47.000]  或者我們試試看一看
[00:11:47.000 --> 00:11:51.000]  今天我們所看這段聖經
[00:11:51.000 --> 00:11:55.000]  正如我想到羅馬書裏面說
[00:11:55.000 --> 00:11:58.000]  一方面他講到
[00:11:58.000 --> 00:12:00.000]  迪伯利的遺去祝福
[00:12:00.000 --> 00:12:02.000]  就你的遺去祝福
[00:12:02.000 --> 00:12:05.000]  接著我們不要漏後面那句
[00:12:05.000 --> 00:12:06.000]  接著保羅說
[00:12:06.000 --> 00:12:09.000]  申冤在我,我必報應
[00:12:09.000 --> 00:12:12.000]  是神執行這個審判
[00:12:12.000 --> 00:12:15.000]  不是我,是神執行這個審判
[00:12:15.000 --> 00:12:17.000]  如果我們明白了這段聖經
[00:12:17.000 --> 00:12:20.000]  從這個角度去看的時候
[00:12:20.000 --> 00:12:22.000]  再看這段聖經
[00:12:22.000 --> 00:12:26.000]  我們就會明白一點
[00:12:26.000 --> 00:12:29.000]  因為過去的六個月
[00:12:29.000 --> 00:12:31.000]  身體的緣故
[00:12:31.000 --> 00:12:34.000]  所以沒有什麼機會講道
[00:12:34.000 --> 00:12:36.000]  也講不到,失聲
[00:12:36.000 --> 00:12:38.000]  講不到又怎樣?
[00:12:38.000 --> 00:12:40.000]  我耳朵聽到就聽到
[00:12:40.000 --> 00:12:41.000]  所以經常聽到
[00:12:41.000 --> 00:12:44.000]  所以溫偉耀那些道
[00:12:44.000 --> 00:12:46.000]  原來有很多很好的道
[00:12:46.000 --> 00:12:49.000]  不要說沒空也要聽
[00:12:49.000 --> 00:12:53.000]  溫偉耀、包惠坤、楊依
[00:12:53.000 --> 00:12:55.000]  很多很多很好的道
[00:12:55.000 --> 00:12:57.000]  給我自己有很多很多激勵
[00:12:57.000 --> 00:13:02.000]  有一次我一早上去運動的時候
[00:13:02.000 --> 00:13:04.000]  聽包惠坤講
[00:13:04.000 --> 00:13:07.000]  講這段聖經
[00:13:07.000 --> 00:13:09.000]  他提出一個很有趣的問題
[00:13:09.000 --> 00:13:11.000]  我從來沒有想過
[00:13:11.000 --> 00:13:16.000]  這段聖經是講到
[00:13:16.000 --> 00:13:18.000]  彼得走來問耶穌
[00:13:18.000 --> 00:13:20.000]  耶穌,耶穌
[00:13:20.000 --> 00:13:22.000]  我的弟兄得罪我
[00:13:22.000 --> 00:13:24.000]  得罪我七次
[00:13:24.000 --> 00:13:25.000]  我七次都原諒他
[00:13:25.000 --> 00:13:27.000]  夠不夠?
[00:13:27.000 --> 00:13:28.000]  耶穌說
[00:13:28.000 --> 00:13:32.000]  不是七次,是七十個七次
[00:13:32.000 --> 00:13:34.000]  彼得就問耶穌
[00:13:34.000 --> 00:13:36.000]  七次夠不夠?
[00:13:36.000 --> 00:13:37.000]  我已經原諒了
[00:13:37.000 --> 00:13:40.000]  我比律法上的要求更加厲害
[00:13:40.000 --> 00:13:42.000]  我已經超過律法上的要求
[00:13:42.000 --> 00:13:44.000]  那我饒恕他七次夠不夠?
[00:13:44.000 --> 00:13:47.000]  耶穌說不是七次,是七十個七次
[00:13:47.000 --> 00:13:49.000]  七十個七次就是無限次
[00:13:49.000 --> 00:13:52.000]  無論任何情形你都要饒恕他
[00:13:52.000 --> 00:13:54.000]  然後耶穌就講了一個故事
[00:13:54.000 --> 00:13:55.000]  用一個比喻
[00:13:55.000 --> 00:13:56.000]  很明顯
[00:13:56.000 --> 00:13:58.000]  這個字的聯絡就是說
[00:13:58.000 --> 00:14:01.000]  後面那一段的聖經
[00:14:01.000 --> 00:14:04.000]  是解釋耶穌為什麼說七十個七次
[00:14:04.000 --> 00:14:07.000]  於是他就用這個比喻去說
[00:14:07.000 --> 00:14:09.000]  所以耶穌說我告訴你
[00:14:09.000 --> 00:14:12.000]  不是七次,而是七十個七次
[00:14:12.000 --> 00:14:13.000]  因為
[00:14:13.000 --> 00:14:14.000]  天國好像有一個故事
[00:14:14.000 --> 00:14:15.000]  是因為
[00:14:15.000 --> 00:14:17.000]  就是說這個比喻
[00:14:17.000 --> 00:14:18.000]  這個故事
[00:14:18.000 --> 00:14:19.000]  是一定用來展示
[00:14:19.000 --> 00:14:21.000]  他所講的這句話
[00:14:21.000 --> 00:14:23.000]  不是七次,是七十個七次
[00:14:23.000 --> 00:14:25.000]  我們再來看看這個故事是一個什麼樣的故事
[00:14:25.000 --> 00:14:27.000]  我們再來看看這是一個什麼樣的比喻
[00:14:27.000 --> 00:14:29.000]  耶穌就講了一個比喻
[00:14:29.000 --> 00:14:30.000]  他說
[00:14:30.000 --> 00:14:31.000]  有一個王
[00:14:31.000 --> 00:14:33.000]  他有一個僕人欠他
[00:14:33.000 --> 00:14:37.000]  中文聖經說一千萬兩
[00:14:37.000 --> 00:14:39.000]  10,000 talents
[00:14:39.000 --> 00:14:41.000]  就是一千萬兩
[00:14:41.000 --> 00:14:43.000]  他無力償還
[00:14:43.000 --> 00:14:46.000]  於是主人說你無力償還算了
[00:14:46.000 --> 00:14:48.000]  寬恕了他
[00:14:48.000 --> 00:14:50.000]  他回去的時候有另外一個工人
[00:14:50.000 --> 00:14:53.000]  欠他十兩銀子又五兩銀子
[00:14:53.000 --> 00:14:55.000]  於是他就抓住他
[00:14:55.000 --> 00:14:57.000]  你無力償還就抓他去坐牢
[00:14:57.000 --> 00:15:00.000]  那些人見到這個情形就報告給大王
[00:15:00.000 --> 00:15:01.000]  聽到大王就吩咐
[00:15:01.000 --> 00:15:03.000]  於是就抓了他去坐牢
[00:15:03.000 --> 00:15:05.000]  於是就等他受苦
[00:15:05.000 --> 00:15:07.000]  直至他償還錢為止
[00:15:07.000 --> 00:15:09.000]  我想很多人都很熟悉這段聖經
[00:15:09.000 --> 00:15:11.000]  但是你有沒有想過
[00:15:11.000 --> 00:15:14.000]  這段聖經有一個很大的矛盾在裡面
[00:15:14.000 --> 00:15:17.000]  耶穌回答彼得的問題
[00:15:17.000 --> 00:15:20.000]  你不是饒恕他七次
[00:15:20.000 --> 00:15:23.000]  是饒恕他七十個七次
[00:15:23.000 --> 00:15:25.000]  但是這個故事告訴你
[00:15:25.000 --> 00:15:28.000]  這個大王只是饒恕他一次
[00:15:28.000 --> 00:15:30.000]  第二次已經沒有了
[00:15:30.000 --> 00:15:33.000]  第二次已經沒有了
[00:15:33.000 --> 00:15:35.000]  大王沒有說
[00:15:35.000 --> 00:15:37.000]  應該來說大王說
[00:15:37.000 --> 00:15:40.000]  饒恕你第一次第二次又饒恕你
[00:15:40.000 --> 00:15:43.000]  但是這個大王一次
[00:15:43.000 --> 00:15:46.000]  一次就已經抓了他坐牢
[00:15:46.000 --> 00:15:48.000]  究竟我們會問
[00:15:48.000 --> 00:15:50.000]  究竟耶穌見我們饒恕一次
[00:15:50.000 --> 00:15:53.000]  就是七十個七次
[00:15:53.000 --> 00:15:55.000]  為什麼耶穌會說一些
[00:15:55.000 --> 00:15:59.000]  這麼前言不對後語的說話
[00:15:59.000 --> 00:16:00.000]  為什麼他說
[00:16:00.000 --> 00:16:02.000]  如果你說後面那段聖經
[00:16:02.000 --> 00:16:04.000]  是要解釋前面那段聖經的時候
[00:16:04.000 --> 00:16:07.000]  他不但不解釋前面那段聖經
[00:16:07.000 --> 00:16:10.000]  而且更加令我們更加混亂
[00:16:10.000 --> 00:16:14.000]  究竟我們要饒恕一次
[00:16:14.000 --> 00:16:16.000]  就要饒恕七十個七次
[00:16:16.000 --> 00:16:17.000]  究竟為什麼耶穌
[00:16:17.000 --> 00:16:19.000]  要說一個這樣的比喻
[00:16:19.000 --> 00:16:22.000]  一次就不是很多次
[00:16:22.000 --> 00:16:25.000]  就變成包圍坤提出一個問題
[00:16:25.000 --> 00:16:27.000]  叫我們思考
[00:16:27.000 --> 00:16:28.000]  通常我的理論就是
[00:16:28.000 --> 00:16:30.000]  凡是你看到聖經裏面那些很矛盾
[00:16:30.000 --> 00:16:33.000]  很不合理的那些是最精彩的
[00:16:33.000 --> 00:16:34.000]  不精彩是我們的問題
[00:16:34.000 --> 00:16:37.000]  不是上帝的問題
[00:16:37.000 --> 00:16:38.000]  所以我們要看看這段聖經
[00:16:38.000 --> 00:16:40.000]  究竟耶穌想說什麼
[00:16:40.000 --> 00:16:42.000]  什麼叫做寬恕之道
[00:16:42.000 --> 00:16:44.000]  寬恕是什麼意思
[00:16:44.000 --> 00:16:46.000]  於是我回家後就說
[00:16:46.000 --> 00:16:48.000]  從頭去看過
[00:16:48.000 --> 00:16:51.000]  如果我們要看馬太福音第十八章的時候
[00:16:51.000 --> 00:16:54.000]  我們一定要從馬太福音第十六章開始
[00:16:54.000 --> 00:16:57.000]  因為馬太福音第十六章就是整個分水嶺
[00:16:57.000 --> 00:17:00.000]  馬太福音十六章為什麼說是分水嶺
[00:17:00.000 --> 00:17:04.000]  就是耶穌帶著門徒去到最北的地方
[00:17:04.000 --> 00:17:06.000]  Caesarean Philippi
[00:17:06.000 --> 00:17:08.000]  去到最北的地方
[00:17:08.000 --> 00:17:09.000]  我想很多人去過以色列旅行
[00:17:09.000 --> 00:17:10.000]  都去過那個地方
[00:17:10.000 --> 00:17:14.000]  就是耶穌問他一個問題
[00:17:14.000 --> 00:17:16.000]  問那些門徒一個問題
[00:17:16.000 --> 00:17:19.000]  他說那些人說我是誰
[00:17:19.000 --> 00:17:20.000]  接著第二個問題
[00:17:20.000 --> 00:17:21.000]  你們說我是誰
[00:17:21.000 --> 00:17:24.000]  於是就有一個很出名的彼得的宣言
[00:17:24.000 --> 00:17:25.000]  你是基督你是神的兒子
[00:17:25.000 --> 00:17:27.000]  於是耶穌就說
[00:17:27.000 --> 00:17:28.000]  你說得對
[00:17:28.000 --> 00:17:29.000]  不是你所說
[00:17:29.000 --> 00:17:30.000]  是上帝啟示你所說
[00:17:30.000 --> 00:17:33.000]  然後說我將教會
[00:17:33.000 --> 00:17:34.000]  我要建立這個教會
[00:17:34.000 --> 00:17:36.000]  教會建立在這盤石上
