
[00:00:00.000 --> 00:00:00.960]  各位靚姐妹們午安
[00:01:55.240 --> 00:01:58.200]  你應該都曾經聽過林牧師經常提醒我們
[00:01:58.200 --> 00:02:02.000]  金句是很容易帶來斷章取義的問題
[00:02:02.000 --> 00:02:05.480]  金句的好處是簡短和易記
[00:02:05.480 --> 00:02:09.920]  但亦都很容易讓人忽略了上下文和語境
[00:02:09.920 --> 00:02:12.120]  而誤解以致誤用
[00:02:12.120 --> 00:02:15.120]  所以在看今天的經文之前
[00:02:15.120 --> 00:02:17.200]  我們必須先要重溫一下
[00:02:17.200 --> 00:02:20.960]  四章二節之前保羅究竟寫了什麼
[00:02:23.760 --> 00:02:25.320]  在三章二十節開始保羅說
[00:02:25.320 --> 00:02:27.440]  我們卻是天上的國民
[00:02:27.440 --> 00:02:31.200]  並且等候救主和從天上降臨
[00:02:31.200 --> 00:02:34.720]  他要按著那大能把我們改變
[00:02:34.720 --> 00:02:37.280]  和他自己榮耀的身體相持
[00:02:37.280 --> 00:02:40.840]  所以你們應當靠主站立得穩
[00:02:40.840 --> 00:02:43.880]  三章二十節的天上的國民
[00:02:43.880 --> 00:02:46.080]  和四章一節的站立得穩
[00:02:46.080 --> 00:02:48.680]  其實在之前第一章已經出現過
[00:02:48.680 --> 00:02:50.960]  第一章二十七節
[00:02:50.960 --> 00:02:53.680]  最重要的是你們行事為人
[00:02:54.000 --> 00:02:55.760]  這個就是天上的國民那個字
[00:02:55.760 --> 00:02:58.280]  要與基督的福音相稱
[00:02:58.280 --> 00:03:00.280]  你們同有一個心志
[00:03:00.280 --> 00:03:02.680]  站立得穩是同一個字
[00:03:02.680 --> 00:03:04.880]  為福音齊心努力
[00:03:04.880 --> 00:03:06.920]  要絲毫不怕敵人的威脅
[00:03:06.920 --> 00:03:09.560]  因為你們蒙因為他受苦
[00:03:09.560 --> 00:03:12.200]  你們的憎戰是和保羅一樣
[00:03:12.200 --> 00:03:17.880]  為什麼保羅吩咐肥肋比信徒要站立得穩呢
[00:03:17.880 --> 00:03:20.400]  因為他們是在敵人的威脅
[00:03:20.400 --> 00:03:23.560]  為主受苦和屬靈憎戰的當中
[00:03:24.720 --> 00:03:27.600]  而在這些的威脅、受苦、憎戰當中
[00:03:27.600 --> 00:03:29.760]  去站穩、去持守
[00:03:29.760 --> 00:03:32.280]  去繼續同心的為福音而努力
[00:03:32.280 --> 00:03:35.640]  就是他們作為天國公民最重要的事情
[00:03:35.640 --> 00:03:39.040]  就是他們彰顯福音價值的生活方式
[00:03:39.040 --> 00:03:41.440]  所以重點是什麼呢
[00:03:41.440 --> 00:03:46.280]  重點就是威脅、受苦和憎戰這個背景
[00:03:46.280 --> 00:03:50.200]  英文有句說話叫做context is everything
[00:03:51.080 --> 00:03:54.320]  如果我們不了解一句說話所講的背景的時候
[00:03:54.320 --> 00:03:56.920]  我們很可能就會曲解、誤解
[00:03:56.920 --> 00:03:59.760]  或者沒辦法明白說話的人的意思
[00:03:59.760 --> 00:04:03.240]  所以當我們進入今天的經文
[00:04:03.240 --> 00:04:04.720]  四章二節開始的時候
[00:04:04.720 --> 00:04:09.440]  我們必須要謹記威脅、受苦、憎戰的這個背景
[00:04:09.440 --> 00:04:14.600]  我們開始看今天的經文
[00:04:14.600 --> 00:04:16.120]  我們會分為三個部份
[00:04:16.120 --> 00:04:18.000]  也是我今天講到的大綱
[00:04:18.400 --> 00:04:21.240]  第一部份是《靠主同心見證福音》
[00:04:21.240 --> 00:04:22.680]  四章二至三節
[00:04:22.680 --> 00:04:26.320]  第二部份《向良禱告主必保守》
[00:04:26.320 --> 00:04:27.840]  四章四至七節
[00:04:27.840 --> 00:04:31.320]  最後《鑒賞今世注目永恆》
[00:04:31.320 --> 00:04:32.960]  四章八至九節
[00:04:32.960 --> 00:04:38.000]  第一個部份《靠主同心見證福音》
[00:04:38.000 --> 00:04:42.600]  我勸有壓碟和勸循都機要在主裡同心
[00:04:42.600 --> 00:04:47.280]  我也求你者真實同父一厄的要幫助這兩個女人
[00:04:47.720 --> 00:04:53.600]  因為她們在福音上曾與我、格利勉和我其餘的同工一同勞苦
[00:04:53.600 --> 00:04:56.320]  她們的名字都在生命冊上
[00:04:56.320 --> 00:05:00.240]  在進入這兩節經文的核心之前
[00:05:00.240 --> 00:05:02.600]  我想先很快地處理了一些枝節
[00:05:02.600 --> 00:05:04.320]  有些什麼枝節呢
[00:05:04.320 --> 00:05:06.000]  首先就是
[00:05:06.000 --> 00:05:12.600]  首先就是我們不知道有壓碟和循道機
[00:05:12.600 --> 00:05:14.360]  究竟在什麼事上面有分歧
[00:05:14.360 --> 00:05:17.160]  我們也不知道它們的分歧有多嚴重
[00:05:17.280 --> 00:05:19.120]  也不知道它們分歧的原因
[00:05:19.120 --> 00:05:24.560]  我們只能夠去推測它們的分歧是有一定的嚴重程度
[00:05:24.560 --> 00:05:28.240]  以至保羅很不尋常地在這封信
[00:05:28.240 --> 00:05:32.320]  這封信他明知會全教會公開宣讀的一封信裡面
[00:05:32.320 --> 00:05:34.960]  保羅直接點名這兩個姊妹
[00:05:34.960 --> 00:05:37.520]  勸她們要放下主裡面
[00:05:37.520 --> 00:05:39.600]  在靠著主放下分歧
[00:05:39.600 --> 00:05:43.160]  而且因為保羅公開地點名
[00:05:43.160 --> 00:05:45.800]  我們可以合理地推測它們的分歧
[00:05:46.120 --> 00:05:48.680]  在菲律賓教會是人所共知的
[00:05:48.680 --> 00:05:51.360]  但是反過來說
[00:05:51.360 --> 00:05:54.720]  雖然我們說它們的分歧有一定的嚴重程度
[00:05:54.720 --> 00:05:57.640]  但是如果我們看回保羅的其他書信
[00:05:57.640 --> 00:05:59.720]  例如哥林多前書那樣
[00:05:59.720 --> 00:06:04.120]  保羅在當中處理教會紛爭所用的篇幅是長很多的
[00:06:04.120 --> 00:06:06.200]  用詞也更加激烈
[00:06:06.200 --> 00:06:08.600]  例如哥林多前書三章
[00:06:08.600 --> 00:06:12.320]  保羅就說他們你們仍是屬肉體的
[00:06:12.320 --> 00:06:14.680]  照著世人的樣子生活
[00:06:15.760 --> 00:06:16.640]  相比起來
[00:06:16.640 --> 00:06:19.240]  似乎友亞蝶和秦都姬的分歧
[00:06:19.240 --> 00:06:20.560]  又不是那麼嚴重
[00:06:20.560 --> 00:06:22.440]  但是怎樣也好
[00:06:22.440 --> 00:06:23.560]  其實這些都是推測
[00:06:23.560 --> 00:06:24.880]  其實我們不知道的
[00:06:24.880 --> 00:06:27.080]  第二
[00:06:27.080 --> 00:06:30.760]  這兩節經文當中有三個名字出現
[00:06:30.760 --> 00:06:33.280]  就是友亞蝶、秦都姬和甲利緬
[00:06:33.280 --> 00:06:35.760]  我們沒有他們的詳細資料
[00:06:35.760 --> 00:06:37.600]  因為全本聖經當中
[00:06:37.600 --> 00:06:39.560]  他們都只是在這個位置出現的
[00:06:39.560 --> 00:06:42.080]  所有書卷都沒有提及過他們
[00:06:43.160 --> 00:06:46.160]  而在這裡保羅說他們曾經和保羅一樣
[00:06:46.160 --> 00:06:47.840]  在福音上面一同勞苦
[00:06:47.840 --> 00:06:49.960]  所以我們可以推測
[00:06:49.960 --> 00:06:51.880]  他們是對福音有熱誠的人
[00:06:51.880 --> 00:06:54.480]  他們很可能是教會的領袖
[00:06:54.480 --> 00:06:57.400]  也可能曾經因福音而受苦
[00:06:57.400 --> 00:06:59.320]  因為最後紅色的那個字
[00:06:59.320 --> 00:07:01.560]  名字記載生命冊上
[00:07:01.560 --> 00:07:04.000]  其實在猶太的文獻當中
[00:07:04.000 --> 00:07:06.160]  它通常都是用來指那些
[00:07:06.160 --> 00:07:07.240]  受迫害
[00:07:07.240 --> 00:07:09.480]  但是仍然忠心的上帝子民
[00:07:09.480 --> 00:07:12.280]  第三
[00:07:13.800 --> 00:07:15.400]  因為保羅提及一個人
[00:07:15.400 --> 00:07:17.600]  叫做真實同父一丫的
[00:07:17.600 --> 00:07:20.240]  他希望保羅說請這個人
[00:07:20.240 --> 00:07:22.800]  去幫助友亞蝶和秦都姬復和
[00:07:22.800 --> 00:07:26.160]  英文叫做Yoke Fellow
[00:07:26.160 --> 00:07:27.600]  意思就是
[00:07:27.600 --> 00:07:30.320]  兩個在思想、目標和行動
[00:07:30.320 --> 00:07:31.600]  是完全一致的人
[00:07:31.600 --> 00:07:34.480]  同心協力朝著一個目標一起努力的人
[00:07:34.480 --> 00:07:36.840]  就好像這幅圖一樣
[00:07:36.840 --> 00:07:37.480]  兩隻牛
[00:07:37.480 --> 00:07:38.840]  他們同父一丫
[00:07:38.840 --> 00:07:40.160]  一起耕田一樣
[00:07:41.840 --> 00:07:44.360]  正因為保羅沒有去說這個人是誰
[00:07:44.360 --> 00:07:47.160]  所以很多聖經學者有很多不同的猜測
[00:07:47.160 --> 00:07:48.640]  有些就猜
[00:07:48.640 --> 00:07:50.600]  會不會是菲律賓書裡面提過的
[00:07:50.600 --> 00:07:51.400]  二巴忽提
[00:07:51.400 --> 00:07:52.920]  又或者是提摩太
[00:07:52.920 --> 00:07:54.760]  有些就會猜
[00:07:54.760 --> 00:07:58.160]  可能是和保羅一起建立菲律賓教會的
[00:07:58.160 --> 00:07:58.800]  西拉
[00:07:58.800 --> 00:07:59.920]  或者盧加
[00:07:59.920 --> 00:08:02.080]  也有一些學者
[00:08:02.080 --> 00:08:05.040]  可能基於友亞蝶和秦都姬都是女性
[00:08:05.040 --> 00:08:07.520]  所以推論這個真實同父一丫的
[00:08:07.520 --> 00:08:08.720]  應該都是女性
[00:08:08.720 --> 00:08:09.960]  找女性幫助女性
[00:08:10.280 --> 00:08:12.160]  就猜這個就是女底亞
[00:08:12.160 --> 00:08:13.240]  大家記得《使徒行傳》
[00:08:13.240 --> 00:08:14.480]  賣紙布的那個婦人
[00:08:14.480 --> 00:08:16.640]  也是一同建立菲律賓教會的
[00:08:16.640 --> 00:08:18.560]  另外
[00:08:18.560 --> 00:08:19.440]  最後一個
[00:08:19.440 --> 00:08:20.720]  比較小眾的說法
[00:08:20.720 --> 00:08:23.720]  就是其實這個同父一丫這個字
[00:08:23.720 --> 00:08:25.480]  希臘文是Susagos
[00:08:25.480 --> 00:08:27.160]  其實是一個
[00:08:27.160 --> 00:08:29.840]  就是學者說這個其實是一個尊有名詞
[00:08:29.840 --> 00:08:32.320]  說當時有一個信徒他的名字
[00:08:32.320 --> 00:08:33.640]  又或者他的花名
[00:08:33.640 --> 00:08:35.360]  就正是叫做Susagos
[00:08:35.360 --> 00:08:39.280]  所以保羅其實是請這位叫做Susagos的弟兄
[00:08:39.280 --> 00:08:40.200]  或者姊妹
[00:08:40.400 --> 00:08:41.920]  去幫助他們兩個復和
[00:08:41.920 --> 00:08:43.360]  但都是所說
[00:08:43.360 --> 00:08:45.440]  大家也是猜測而已
[00:08:45.440 --> 00:08:47.880]  結論就是我們不知道究竟他是誰
[00:08:47.880 --> 00:08:50.240]  好 最後一個字節
[00:08:50.240 --> 00:08:52.000]  勸字
[00:08:52.000 --> 00:08:57.000]  保羅在這裡他在勸友亞蝶和秦都姬解決分歧的時候
[00:08:57.000 --> 00:09:01.000]  他不是在教導我們如何去處理肢體分歧
[00:09:01.000 --> 00:09:03.480]  在四章二節的原文
[00:09:03.480 --> 00:09:05.080]  保羅他特意重複
[00:09:05.080 --> 00:09:07.840]  我勸友亞蝶和我勸秦都姬
[00:09:08.440 --> 00:09:10.440]  這樣去重複這個動詞
[00:09:10.440 --> 00:09:12.880]  在文法上是很累贅的
[00:09:12.880 --> 00:09:14.880]  所以和修本翻譯的時間
[00:09:14.880 --> 00:09:16.880]  也都略去這些累贅的字眼
[00:09:16.880 --> 00:09:19.000]  但有聖經學者認為
[00:09:19.000 --> 00:09:20.760]  保羅是刻意這樣做
[00:09:20.760 --> 00:09:23.720]  去表示他不偏袒任何一方
[00:09:23.720 --> 00:09:25.360]  他不選邊站
[00:09:25.360 --> 00:09:28.360]  他是用同等堅定的態度
[00:09:28.360 --> 00:09:30.880]  去勸誡友亞蝶和秦都姬
[00:09:30.880 --> 00:09:32.120]  你們兩個要同心
[00:09:32.120 --> 00:09:36.040]  我不是說這樣的理解是錯誤
[00:09:36.360 --> 00:09:39.680]  不過我認為這不是四章二節三節的核心
[00:09:39.680 --> 00:09:42.520]  那核心是什麼呢
[00:09:42.520 --> 00:09:47.240]  核心我認為是靠著同心見證福音
[00:09:47.240 --> 00:09:49.880]  其實很多聖經學者都指出
[00:09:49.880 --> 00:09:53.440]  同心這個字在二章二節已經出現過
[00:09:53.440 --> 00:09:56.200]  就是和二節相同是同一個字
[00:09:56.200 --> 00:09:58.840]  很多聖經學者都認同
[00:09:58.840 --> 00:10:02.400]  因為保羅去勸友亞蝶和秦都姬的用詞
[00:10:02.400 --> 00:10:04.640]  和二章二節相互呼應
[00:10:05.120 --> 00:10:06.600]  所以他是期望他們
[00:10:06.600 --> 00:10:09.280]  要好像二章二節四節所提及那樣
[00:10:09.280 --> 00:10:12.120]  同心以見證福音為目標
[00:10:12.120 --> 00:10:13.560]  在主裡面合一
[00:10:13.560 --> 00:10:15.720]  要看對方比自己重要
[00:10:15.720 --> 00:10:17.920]  要看重對方的需要
[00:10:17.920 --> 00:10:22.920]  但其實不單止同心和二節相同是相同的
[00:10:22.920 --> 00:10:26.560]  其實在進入四章二節三節這段經文之前
[00:10:26.560 --> 00:10:28.680]  保羅是用了大量的字
[00:10:28.680 --> 00:10:29.720]  相同的字
[00:10:29.720 --> 00:10:32.760]  去讓他們去想起之前他所看過的東西
[00:10:32.760 --> 00:10:34.560]  大家看看這個表
[00:10:36.120 --> 00:10:38.120]  紅色的字就是相同的字
[00:10:38.120 --> 00:10:39.920]  一共有五組相同的字
[00:10:39.920 --> 00:10:42.400]  譬如三章二十節天上的國民
[00:10:42.400 --> 00:10:45.000]  和一章二十七節行事為人是相同的
[00:10:45.000 --> 00:10:47.360]  四章一節親愛
[00:10:47.360 --> 00:10:49.280]  和二章二節的愛心是相同的
[00:10:49.280 --> 00:10:51.720]  兩個站立得穩也是相同的
[00:10:51.720 --> 00:10:54.880]  四章二節的同心和意志相同剛剛說過了
[00:10:54.880 --> 00:10:57.720]  四章三節他們一同勞苦
[00:10:57.720 --> 00:11:00.520]  在一章二十七節也出現過齊心努力
[00:11:00.520 --> 00:11:01.720]  原文是同一個字
[00:11:01.720 --> 00:11:04.920]  而藍色的字雖然原文
[00:11:05.240 --> 00:11:06.160]  字不相同
[00:11:06.160 --> 00:11:07.840]  但是相同的概念
[00:11:07.840 --> 00:11:11.000]  例如在主侶和靠主
[00:11:11.000 --> 00:11:13.720]  是左手邊四章二節四章一節
[00:11:13.720 --> 00:11:15.440]  這兩個是同一個字
[00:11:15.440 --> 00:11:19.240]  和二章一節的在基督侶是相同的概念
[00:11:19.240 --> 00:11:22.120]  另外四章三節那裡剛才也提過
[00:11:22.120 --> 00:11:24.080]  明字在生命冊上
[00:11:24.080 --> 00:11:25.760]  其實是用來尊子
[00:11:25.760 --> 00:11:28.240]  在威脅、受苦、爭戰當中
[00:11:28.240 --> 00:11:29.840]  忠心的弟兄姊妹
[00:11:29.840 --> 00:11:32.040]  所以很明顯
[00:11:32.040 --> 00:11:34.360]  保羅是想有阿蝶和秦都姬
[00:11:34.600 --> 00:11:35.520]  去想起
[00:11:35.520 --> 00:11:38.400]  保羅在一章二十七節開始所寫過的東西
[00:11:38.400 --> 00:11:40.400]  我們重溫一下
[00:11:40.400 --> 00:11:43.240]  一章二十七節最重要的是
[00:11:43.240 --> 00:11:45.040]  你們行事為人
[00:11:45.040 --> 00:11:46.880]  要與基督的福音相稱
[00:11:46.880 --> 00:11:49.360]  你們要同心站穩
[00:11:49.360 --> 00:11:51.000]  為福音齊心努力
[00:11:51.000 --> 00:11:52.760]  不怕敵人的威脅
[00:11:52.760 --> 00:11:55.520]  你們蒙因為主受苦
[00:11:55.520 --> 00:11:56.920]  你們要爭戰
[00:11:56.920 --> 00:11:58.120]  與保羅一樣
[00:12:02.880 --> 00:12:04.800]  所以你們會得到四個的Buff
[00:12:04.800 --> 00:12:06.560]  既然如此
[00:12:06.560 --> 00:12:08.320]  你們就更加要意志相同
[00:12:08.320 --> 00:12:10.200]  你們要有共同的目標
[00:12:10.200 --> 00:12:11.800]  努力去見證福音
[00:12:11.800 --> 00:12:13.320]  不可自私
[00:12:13.320 --> 00:12:14.480]  不圖虛榮
[00:12:14.480 --> 00:12:16.720]  要看別人比自己重要
[00:12:16.720 --> 00:12:18.920]  要看重別人的需要
[00:12:18.920 --> 00:12:22.240]  你們當以基督耶穌的心為心
[00:12:22.240 --> 00:12:27.760]  這個是保羅勸有阿蝶和秦都姬的內容
[00:12:27.760 --> 00:12:30.440]  我們進入第二部份
[00:12:33.240 --> 00:12:34.800]  第二部份向量禱告
[00:12:34.800 --> 00:12:35.880]  主必保守
[00:12:35.880 --> 00:12:37.160]  四章四節
[00:12:37.160 --> 00:12:39.880]  你們要靠主常常喜樂
[00:12:39.880 --> 00:12:41.760]  我再說你們要喜樂
[00:12:41.760 --> 00:12:44.680]  要讓眾人知道你們謙讓的心
[00:12:44.680 --> 00:12:46.200]  主已經勤了
[00:12:46.200 --> 00:12:48.040]  應當日無掛慮
[00:12:48.040 --> 00:12:50.000]  只要凡事藉著禱告
[00:12:50.000 --> 00:12:51.560]  祈求和感謝
[00:12:51.560 --> 00:12:53.760]  將你們所要的告訴上帝
[00:12:53.760 --> 00:12:57.160]  上帝所賜那超越人所能了解的平安
[00:12:57.160 --> 00:12:58.800]  必在基督耶穌裡
[00:12:58.800 --> 00:13:01.040]  保守你們的心懷意念
[00:13:03.240 --> 00:13:05.080]  保羅在這四節經文當中
[00:13:05.080 --> 00:13:07.240]  用了一種文學修辭手法
[00:13:07.240 --> 00:13:09.640]  叫做無連接辭法
[00:13:09.640 --> 00:13:12.280]  簡單來說就是每句句子之間
[00:13:12.280 --> 00:13:13.880]  他省略了所有連接詞
[00:13:13.880 --> 00:13:17.160]  「因為」「所以」「並且」「和」
[00:13:17.160 --> 00:13:18.160]  這些連接詞
[00:13:18.160 --> 00:13:19.520]  全部都不愛
[00:13:19.520 --> 00:13:22.000]  就會製造一種很直接
[00:13:22.000 --> 00:13:24.920]  緊湊強調的修辭效果
[00:13:24.920 --> 00:13:28.960]  而這四節經文包含了四個
[00:13:28.960 --> 00:13:32.440]  看來初初看來好像互不關聯的圈面
[00:13:33.040 --> 00:13:34.000]  「靠主喜樂」
[00:13:34.000 --> 00:13:36.560]  要讓人知道你們謙讓的心
[00:13:36.560 --> 00:13:38.240]  應當一無掛慮
[00:13:38.240 --> 00:13:40.760]  和將你們所要的告訴上帝
[00:13:40.760 --> 00:13:44.720]  不過如果我們細細去看看
[00:13:44.720 --> 00:13:46.880]  每一個詞語背後的含義
[00:13:46.880 --> 00:13:49.360]  我們會發現一個共同的背景
[00:13:49.360 --> 00:13:51.320]  這個背景是威脅
[00:13:51.320 --> 00:13:52.320]  受苦
[00:13:52.320 --> 00:13:53.360]  和增戰
[00:13:53.360 --> 00:13:57.760]  首先四章四節
[00:13:57.760 --> 00:13:59.800]  「靠主喜樂」當中的「靠主」
[00:13:59.800 --> 00:14:01.040]  剛才說過了
[00:14:01.040 --> 00:14:02.720]  也可以譯作「在主裡」
[00:14:03.840 --> 00:14:05.960]  而「靠主」「在主裡」這個字
[00:14:05.960 --> 00:14:07.360]  在《肥臘比書》裏面
[00:14:07.360 --> 00:14:09.280]  其實扮演著一個很重要的角色
[00:14:09.280 --> 00:14:11.480]  當這個字出現的時間
[00:14:11.480 --> 00:14:13.320]  往往是代表著一些
[00:14:13.320 --> 00:14:16.120]  超脫於客觀環境的表現
[00:14:16.120 --> 00:14:17.920]  我舉一個例子
[00:14:17.920 --> 00:14:20.040]  譬如一爭十四節
[00:14:20.040 --> 00:14:20.680]  保羅說
[00:14:20.680 --> 00:14:22.400]  「那在主裡的弟兄」
[00:14:22.400 --> 00:14:23.960]  是和「靠主」同一個字
[00:14:23.960 --> 00:14:28.760]  「多半都因我保羅受的困所而放膽傳道」
[00:14:28.760 --> 00:14:31.640]  當時客觀的環境就是
[00:14:31.640 --> 00:14:33.920]  保羅因為傳福音而被囚
[00:14:33.920 --> 00:14:35.840]  但是出人意表
[00:14:35.840 --> 00:14:37.560]  超脫客觀環境
[00:14:37.560 --> 00:14:39.440]  那些「在主裡的弟兄」
[00:14:39.440 --> 00:14:41.440]  反而更放膽去傳道
[00:14:41.440 --> 00:14:44.360]  所以我們反過來看
[00:14:44.360 --> 00:14:45.720]  四章四節這裏
[00:14:45.720 --> 00:14:46.840]  當保羅去勸
[00:14:46.840 --> 00:14:49.120]  「肥臘比信徒」要「靠主喜樂」的時間
[00:14:49.120 --> 00:14:51.240]  很可能那些「肥臘比信徒」
[00:14:51.240 --> 00:14:53.080]  他身處的客觀環境
[00:14:53.080 --> 00:14:55.800]  就是不是他們那麼喜樂的環境
[00:14:55.800 --> 00:14:57.600]  連結前文來說
[00:14:57.600 --> 00:14:59.200]  他們很可能就是在
[00:14:59.200 --> 00:15:01.360]  威脅、受苦、增戰當中
[00:15:01.640 --> 00:15:03.480]  「千萬不要以惡報惡」
[00:15:03.480 --> 00:15:05.280]  「不要為自己伸冤」
[00:15:05.280 --> 00:15:06.760]  這個是保羅的意圖
[00:15:06.760 --> 00:15:09.320]  保羅是在勸肥臘比信徒
[00:15:09.320 --> 00:15:12.280]  「你們在威脅、受苦、增戰當中」
[00:15:12.280 --> 00:15:14.240]  「千萬不要以惡報惡」
[00:15:14.240 --> 00:15:16.000]  「不要為自己伸冤」
[00:15:16.000 --> 00:15:17.520]  這個是保羅的意圖
[00:15:17.520 --> 00:15:19.400]  保羅是在勸肥臘比信徒
[00:15:19.400 --> 00:15:22.160]  「你們在威脅、受苦、增戰當中」
[00:15:22.160 --> 00:15:24.560]  「千萬不要以惡報惡」
[00:15:24.560 --> 00:15:26.480]  「不要為自己伸冤」
[00:15:26.480 --> 00:15:27.960]  這個是保羅的意圖
[00:15:27.960 --> 00:15:29.760]  保羅是在勸肥臘比信徒
[00:15:29.760 --> 00:15:31.520]  「你們在威脅、受苦、增戰當中」
[00:15:31.760 --> 00:15:33.480]  「千萬不要以惡報惡」
[00:15:33.480 --> 00:15:35.400]  保羅是在勸肥臘比信徒
[00:15:35.400 --> 00:15:37.520]  「你們在威脅、受苦、增戰當中」
[00:15:37.520 --> 00:15:39.320]  「千萬不要以惡報惡」
[00:15:39.320 --> 00:15:41.000]  保羅是在勸肥臘比信徒
[00:15:41.000 --> 00:15:43.400]  「你們在威脅、受苦、增戰當中」
[00:15:43.400 --> 00:15:45.200]  「千萬不要以惡報惡」
[00:15:45.200 --> 00:15:46.920]  保羅是在勸肥臘比信徒
[00:15:46.920 --> 00:15:48.840]  「你們在威脅、受苦、增戰當中」
[00:15:48.840 --> 00:15:50.400]  「千萬不要以惡報惡」
[00:15:50.400 --> 00:15:51.760]  保羅是在勸肥臘比信徒
[00:15:51.760 --> 00:15:53.520]  「你們在威脅、受苦、增戰當中」
[00:15:53.520 --> 00:15:54.960]  「千萬不要以惡報惡」
[00:15:54.960 --> 00:16:01.880]  保羅是在勸肥臘比信徒
[00:16:01.880 --> 00:16:03.920]  「你們在威脅、受苦、增戰當中」
[00:16:03.920 --> 00:16:05.680]  「千萬不要以惡報惡」
[00:16:05.680 --> 00:16:07.120]  保羅是在勸肥臘比信徒
[00:16:07.120 --> 00:16:09.000]  「你們在威脅、受苦、增戰當中」
[00:16:09.000 --> 00:16:10.560]  「千萬不要以惡報惡」
[00:16:10.560 --> 00:16:12.080]  保羅是在勸肥臘比信徒
[00:16:12.080 --> 00:16:13.960]  「你們在威脅、受苦、增戰當中」
[00:16:13.960 --> 00:16:15.560]  「千萬不要以惡報惡」
[00:16:15.560 --> 00:16:17.200]  保羅是在勸肥臘比信徒
[00:16:17.200 --> 00:16:18.800]  「你們在威脅、受苦、增戰當中」
[00:16:18.800 --> 00:16:20.280]  「千萬不要以惡報惡」
[00:16:20.280 --> 00:16:21.800]  保羅是在勸肥臘比信徒
[00:16:21.800 --> 00:16:25.240]  「你們在威脅、受苦、增戰當中」
[00:16:25.240 --> 00:16:26.920]  「千萬不要以惡報惡」
[00:16:26.920 --> 00:16:28.480]  保羅是在勸肥臘比信徒
[00:16:28.480 --> 00:16:30.320]  「你們在威脅、受苦、增戰當中」
[00:16:30.320 --> 00:16:31.920]  「千萬不要以惡報惡」
[00:16:31.920 --> 00:16:33.560]  保羅是在勸肥臘比信徒
[00:16:33.560 --> 00:16:35.360]  「你們在威脅、受苦、增戰當中」
[00:16:35.360 --> 00:16:36.880]  「千萬不要以惡報惡」
[00:16:36.880 --> 00:16:38.520]  保羅是在勸肥臘比信徒
[00:16:38.520 --> 00:16:40.200]  「你們在威脅、受苦、增戰當中」
[00:16:40.200 --> 00:16:41.560]  保羅是在勸肥臘比信徒
[00:16:41.560 --> 00:16:43.080]  「你們在威脅、受苦、增戰當中」
[00:16:43.080 --> 00:16:44.480]  保羅是在勸肥臘比信徒
[00:16:44.480 --> 00:16:55.960]  保羅是在勸肥臘比信徒
[00:16:55.960 --> 00:17:00.080]  保羅是在勸肥臘比信徒
[00:17:00.080 --> 00:17:02.720]  保守這個字其實是一個軍事術語
