
[00:00:00.000 --> 00:00:06.900]  各位弟兄姐妹平安舊約盈盈說話
[00:01:59.000 --> 00:02:04.700]  但是他們每一天都會在這個棚裏面來慶祝
[00:02:04.700 --> 00:02:07.000]  大家可能唱詩
[00:02:07.000 --> 00:02:09.100]  讀摩西五經
[00:02:09.100 --> 00:02:11.900]  大家來聊天分享
[00:02:11.900 --> 00:02:14.700]  因爲在利美記二十三章
[00:02:14.700 --> 00:02:19.100]  爲什麼神要設立這個駐棚節
[00:02:19.100 --> 00:02:21.100]  就告訴他們
[00:02:21.100 --> 00:02:24.500]  他們要記得當年
[00:02:24.500 --> 00:02:27.600]  神怎麼將以色列人拯救
[00:02:27.600 --> 00:02:29.300]  離開埃及
[00:02:29.300 --> 00:02:31.900]  一個做奴隸的地方
[00:02:31.900 --> 00:02:35.300]  他們在曠野漂流四十年
[00:02:35.300 --> 00:02:39.800]  他們就是住在帳棚裏面
[00:02:39.800 --> 00:02:43.200]  那個是一個很艱苦的日子
[00:02:43.200 --> 00:02:47.300]  但是也都是神施恩典的日子
[00:02:47.300 --> 00:02:51.500]  原來神要他們不要忘記祂的恩典
[00:02:51.500 --> 00:02:54.900]  今天你仍然要住在棚裏面七天
[00:02:54.900 --> 00:02:56.200]  你不是要住很久
[00:02:56.200 --> 00:02:57.400]  住七天
[00:02:57.400 --> 00:02:59.000]  讓你記住
[00:02:59.000 --> 00:03:03.000]  原來想當年神怎麼祝福我們
[00:03:03.000 --> 00:03:04.700]  神怎麼拯救我們
[00:03:04.700 --> 00:03:07.300]  神怎麼施恩幫助我們
[00:03:07.300 --> 00:03:12.900]  今天我們同樣可以依靠仰望依偎的神
[00:03:12.900 --> 00:03:16.500]  所以駐棚節給我們一個很好的教導
[00:03:16.500 --> 00:03:19.400]  就原來我們今天都需要感恩
[00:03:19.400 --> 00:03:21.600]  要記得神的恩典
[00:03:21.600 --> 00:03:26.000]  不要忘記祂一切的作爲
[00:03:26.000 --> 00:03:29.000]  根據《初埃及記》記載
[00:03:29.000 --> 00:03:33.700]  他們有一個地方叫做蘭塞
[00:03:33.700 --> 00:03:35.500]  就在那裏起行
[00:03:35.500 --> 00:03:40.000]  然後他們就往疏國去
[00:03:40.000 --> 00:03:42.400]  疏國就是Sakhu
[00:03:42.400 --> 00:03:48.100]  Sakhu這個字就是駐棚節的稀白內文
[00:03:48.100 --> 00:03:53.300]  Sakhu這個字的意思就是住在棚裏面
[00:03:53.300 --> 00:03:55.300]  是棚的意思
[00:03:55.300 --> 00:03:59.800]  所以會幕又叫做Tabernacle
[00:03:59.800 --> 00:04:02.800]  Tabernacle其實就是一個帳棚
[00:04:02.800 --> 00:04:08.100]  所以帳棚就代表神與人的同在
[00:04:08.100 --> 00:04:10.000]  今天我們住在棚裏面
[00:04:10.000 --> 00:04:14.300]  其實我們想起的就是神與我們一起
[00:04:14.300 --> 00:04:17.500]  雖然我的房子可能很簡陋
[00:04:17.500 --> 00:04:20.700]  雖然我是住在一個帳棚裏面
[00:04:20.700 --> 00:04:22.700]  但最重要的是什麼
[00:04:22.700 --> 00:04:26.300]  是有神的同在
[00:04:26.300 --> 00:04:28.300]  有時候我們會問
[00:04:28.300 --> 00:04:29.900]  這些舊約的節期
[00:04:29.900 --> 00:04:35.000]  到底和我們今天作爲一個基督徒有什麼關係
[00:04:35.000 --> 00:04:37.600]  原來聖經裏面都教我們
[00:04:37.600 --> 00:04:42.200]  它說舊約其實是一個影
[00:04:42.200 --> 00:04:43.500]  爲什麼會有影呢
[00:04:43.500 --> 00:04:45.700]  因爲有個實體在
[00:04:45.700 --> 00:04:48.400]  當我在陽光下面走的時候
[00:04:48.400 --> 00:04:51.500]  我身體後面會有個倒影的
[00:04:51.500 --> 00:04:54.500]  如果沒有我在不會有影的
[00:04:54.500 --> 00:04:56.600]  所以當你看到影的時候
[00:04:56.600 --> 00:04:58.900]  你就知道有個實體在
[00:04:58.900 --> 00:05:00.500]  這個實體是什麼
[00:05:00.500 --> 00:05:03.300]  那個形體就是基督
[00:05:03.300 --> 00:05:05.700]  所以我也很想讀一讀
[00:05:05.700 --> 00:05:10.000]  在新約聖經裏面怎麼說
[00:05:10.000 --> 00:05:16.800]  在歌羅西書第二章十六到十九節
[00:05:16.800 --> 00:05:21.700]  就說到舊約是一個影
[00:05:21.700 --> 00:05:25.400]  舊約很多的事物是一個影
[00:05:25.400 --> 00:05:31.200]  但後來那個形體就是耶穌基督
[00:05:31.200 --> 00:05:33.400]  所以舊約所記載的
[00:05:33.400 --> 00:05:37.900]  無論是魚月節、鑄鵬節、五秦節
[00:05:37.900 --> 00:05:43.000]  都是幫助我們更加記得這位主耶穌
[00:05:43.000 --> 00:05:48.500]  更立體地感受到耶穌爲我們所做的事
[00:05:48.500 --> 00:05:51.100]  所以舊約其實是很好
[00:05:51.100 --> 00:05:53.100]  給我們一個基礎
[00:05:53.100 --> 00:05:55.200]  給我們一個預告
[00:05:55.200 --> 00:06:00.600]  讓我們知道新約主耶穌基督出現的時候
[00:06:00.600 --> 00:06:04.000]  祂爲我們所做的一切
[00:06:04.000 --> 00:06:06.000]  不單止這樣
[00:06:06.000 --> 00:06:12.200]  而且耶穌基督是在新約裏面成就一切
[00:06:12.200 --> 00:06:17.700]  是遠超過舊約爲我們所記載
[00:06:17.700 --> 00:06:23.400]  好像至聖所和聖所中間那幅漫子
[00:06:23.400 --> 00:06:27.200]  因着耶穌釘死那幅漫子就裂開
[00:06:27.200 --> 00:06:31.000]  就代表今天我們不需要透過祭司
[00:06:31.000 --> 00:06:33.300]  去到私恩座的前面
[00:06:33.300 --> 00:06:35.800]  耶穌基督就是那條道路
[00:06:35.800 --> 00:06:38.900]  耶穌已經開了一條又新又活的道路
[00:06:38.900 --> 00:06:42.800]  讓我們直接去到神的面前
[00:06:42.800 --> 00:06:46.100]  去到私恩座的面前
[00:06:46.100 --> 00:06:48.800]  猶太人有三大節期
[00:06:48.800 --> 00:06:53.900]  就是魚月節、五秦節和鑄鵬節
[00:06:53.900 --> 00:06:58.000]  這三個節期是所有節期裏面最重要的
[00:06:58.000 --> 00:07:02.200]  全部都是預表耶穌基督的
[00:07:02.200 --> 00:07:03.800]  各位你知不知道
[00:07:03.800 --> 00:07:07.100]  我們今天看見鑄鵬節的時候
[00:07:07.100 --> 00:07:09.800]  又讓我們想起多一樣東西
[00:07:09.800 --> 00:07:12.700]  就是耶穌基督回來的日子
[00:07:12.700 --> 00:07:15.700]  根據《啼示錄》第二十章
[00:07:15.700 --> 00:07:17.100]  聖經裏面說
[00:07:17.100 --> 00:07:19.500]  將來耶穌基督要回來
[00:07:19.500 --> 00:07:24.200]  祂要與衆聖徒一同作王
[00:07:24.200 --> 00:07:27.900]  是一千年作王一千年
[00:07:27.900 --> 00:07:30.700]  那個就叫做千禧年
[00:07:30.700 --> 00:07:33.200]  今天我們是期待有一天
[00:07:33.200 --> 00:07:35.900]  我們要坐在寶座上面
[00:07:35.900 --> 00:07:38.300]  和基督一同作王
[00:07:38.300 --> 00:07:43.300]  進入一個叫做千禧年的時代裏面
[00:07:43.300 --> 00:07:45.500]  各位原來鑄鵬節
[00:07:45.500 --> 00:07:49.900]  就帶給我們一個很好的期盼
[00:07:49.900 --> 00:07:52.600]  等候主的回來
[00:07:52.600 --> 00:07:54.200]  祂將要回來
[00:07:54.200 --> 00:07:56.300]  而且祂一定會回來
[00:07:56.300 --> 00:07:59.800]  而且祂回來就要作王
[00:07:59.800 --> 00:08:03.000]  我不知道今天你有沒有一份的興奮
[00:08:03.000 --> 00:08:08.000]  等待我們和耶穌基督一同作王
[00:08:08.000 --> 00:08:09.500]  所以我很希望
[00:08:09.500 --> 00:08:13.700]  當你想起猶太人有這麼多節期的時候
[00:08:13.700 --> 00:08:17.500]  我們更多思念我們的主
[00:08:17.500 --> 00:08:20.000]  主爲我們做了很多的工作
[00:08:20.000 --> 00:08:21.800]  主爲我們丁死
[00:08:21.800 --> 00:08:23.700]  主爲我們復活
[00:08:23.700 --> 00:08:26.400]  然後主又會回來
[00:08:26.400 --> 00:08:29.700]  將恩典、將榮耀賜給我們
[00:08:29.700 --> 00:08:32.700]  所以讓猶太的節期
[00:08:32.700 --> 00:08:37.100]  幫助我們對主耶穌有更深的認識
[00:08:37.100 --> 00:08:40.400]  也讓我們的心更渴望
[00:08:40.400 --> 00:08:43.200]  更愛我們的主耶穌
[00:08:43.200 --> 00:08:45.480]  願天父祝福給你
