
[00:00:00.000 --> 00:00:03.340]  我們禱告親愛的主啊 求您幫助我們
[00:04:41.500 --> 00:04:43.000]  十年之後
[00:04:43.000 --> 00:04:45.600]  在主前七百二十二 BC
[00:04:45.600 --> 00:04:48.000]  終於被亞述亡國
[00:04:48.000 --> 00:04:52.400]  而漁民遭受到同一個的命運被擄到亞述
[00:04:52.400 --> 00:04:55.100]  而我們相信
[00:04:55.100 --> 00:04:56.700]  第九章第一節七節
[00:04:56.700 --> 00:04:59.600]  其實是寫於七百三十二 BC
[00:04:59.600 --> 00:05:02.400]  和七百二十二 BC 中間
[00:05:02.400 --> 00:05:05.300]  就是以色列國第一次的秘魯
[00:05:05.300 --> 00:05:09.600]  被亞述人打敗大片的土地被掠奪之後
[00:05:09.600 --> 00:05:13.400]  但是在他亡國之前所寫出來的
[00:05:13.400 --> 00:05:16.900]  第七節第八章就很清楚說出了
[00:05:16.900 --> 00:05:19.600]  神藉著亞述人的手
[00:05:19.600 --> 00:05:20.900]  帶來了懲罰
[00:05:20.900 --> 00:05:22.900]  有三個的災害
[00:05:22.900 --> 00:05:24.000]  是什麼災害呢?
[00:05:24.000 --> 00:05:26.600]  第一個是人民大批被擄去
[00:05:26.600 --> 00:05:29.300]  所以引致國民減少
[00:05:29.300 --> 00:05:31.600]  財產被掠奪
[00:05:31.600 --> 00:05:33.800]  第三是土地變得荒涼
[00:05:33.800 --> 00:05:35.700]  食糧短缺
[00:05:35.700 --> 00:05:39.800]  而人民面對國和國之中的相爭
[00:05:39.800 --> 00:05:41.300]  人口大量流失
[00:05:41.300 --> 00:05:44.100]  而引發社會的結構性改變
[00:05:44.100 --> 00:05:46.600]  生活變得十分困難
[00:05:46.600 --> 00:05:48.100]  感覺好像什麼呢?
[00:05:48.100 --> 00:05:49.800]  感覺好像走在黑暗裡面
[00:05:49.800 --> 00:05:51.600]  一直都看不到出口
[00:05:51.600 --> 00:05:53.500]  看不到亮光
[00:05:53.500 --> 00:05:55.300]  但是很奇妙的
[00:05:55.300 --> 00:05:57.600]  當神宣佈完審判之後
[00:05:57.600 --> 00:06:00.700]  第九章的時候就顯露了神一個特性
[00:06:00.700 --> 00:06:03.000]  就是神不是永遠懷怒的神
[00:06:03.000 --> 00:06:07.300]  當神看到人失敗的時候
[00:06:07.300 --> 00:06:10.800]  當神看到人受傷害的時候
[00:06:10.800 --> 00:06:13.500]  當神看到人陷在罪裡面
[00:06:13.500 --> 00:06:16.100]  不能夠自救的時候
[00:06:16.100 --> 00:06:18.800]  他就宣告了他的恢復
[00:06:18.800 --> 00:06:20.000]  所以一節七節
[00:06:20.000 --> 00:06:22.300]  全部都是講著這個恢復
[00:06:22.300 --> 00:06:25.000]  我現在就仔細看看這個恢復
[00:06:25.000 --> 00:06:27.200]  帶來了什麼後果
[00:06:27.200 --> 00:06:29.300]  我們首先看第一節到第二節
[00:06:29.300 --> 00:06:35.000]  他講到這個很神蹟的恢復是從哪裡開始的
[00:06:35.000 --> 00:06:37.000]  但那受過痛苦的
[00:06:37.000 --> 00:06:39.400]  必不在見幽暗
[00:06:39.400 --> 00:06:43.800]  從前神使西布倫地和拿弗他利地被藐視
[00:06:43.800 --> 00:06:47.400]  抹後卻使到這個沿海的路
[00:06:47.400 --> 00:06:49.000]  若但河外
[00:06:49.000 --> 00:06:52.200]  外邦人的加利利地得著榮耀
[00:06:52.200 --> 00:06:55.900]  在黑暗中行走的百姓看見了大光
[00:06:55.900 --> 00:07:00.300]  住在死陰之地的人有光照耀他們
[00:07:00.300 --> 00:07:03.500]  要講到神的恢復從哪裡開始呢
[00:07:03.500 --> 00:07:05.900]  爾創下先知就很清楚講到是
[00:07:05.900 --> 00:07:10.500]  由西布倫地和拿弗他利地開始的
[00:07:10.500 --> 00:07:13.400]  但是爾創下先知沒有在這裡停止
[00:07:13.400 --> 00:07:15.300]  他繼續的講下去
[00:07:15.300 --> 00:07:17.700]  他更細緻的講出了
[00:07:17.700 --> 00:07:21.000]  不是單單是拿弗他利地和西布倫地
[00:07:21.000 --> 00:07:24.800]  而是在當中的沿海的路
[00:07:24.800 --> 00:07:26.400]  若但河外
[00:07:26.400 --> 00:07:29.500]  和外邦人的加利利地
[00:07:29.500 --> 00:07:31.200]  是什麼意思呢
[00:07:31.200 --> 00:07:33.000]  我們之前曾經講過
[00:07:33.000 --> 00:07:35.100]  這三個地方都是亞述
[00:07:35.100 --> 00:07:38.600]  最早的被佔領的土地
[00:07:38.600 --> 00:07:41.000]  神的恢復從哪裡開始呢
[00:07:41.000 --> 00:07:44.300]  是由被傷害得最久
[00:07:44.300 --> 00:07:49.200]  而傷害得最深的地方開始
[00:07:49.200 --> 00:07:51.100]  所以當這個應驗
[00:07:51.100 --> 00:07:55.100]  這有關尼塞亞的預言在耶穌基督的時代應驗的時候
[00:07:55.100 --> 00:07:56.800]  耶穌基督開始侍奉的時候
[00:07:56.800 --> 00:07:58.800]  在哪裡開始祂的侍奉呢
[00:07:58.800 --> 00:08:03.100]  如果讀馬太福音第四章第十二至十六節
[00:08:03.100 --> 00:08:04.900]  我們就很清楚看到
[00:08:04.900 --> 00:08:08.700]  基本上是由西布倫和拿弗他利地開始的
[00:08:08.700 --> 00:08:09.900]  我們讀讀
[00:08:09.900 --> 00:08:11.900]  耶穌聽到約翰被捕
[00:08:11.900 --> 00:08:13.800]  就往加利利去
[00:08:13.800 --> 00:08:15.300]  他又離開拿撒勒
[00:08:15.300 --> 00:08:18.000]  往西布倫和拿弗他利
[00:08:18.000 --> 00:08:20.600]  境內近海的加伯隆去
[00:08:20.600 --> 00:08:22.000]  住在那裏
[00:08:22.000 --> 00:08:23.400]  很奇怪的
[00:08:23.400 --> 00:08:24.300]  到了新約的時候
[00:08:24.300 --> 00:08:26.600]  還有沒有十二支派呢
[00:08:26.600 --> 00:08:27.600]  沒有了
[00:08:27.600 --> 00:08:29.500]  已經消滅了很久
[00:08:29.500 --> 00:08:31.200]  所以我從來沒有見過
[00:08:31.200 --> 00:08:35.200]  新約聖經的作者有寫到分支派的地業
[00:08:35.200 --> 00:08:38.100]  但這裏是特別由馬太這樣講出來的
[00:08:38.100 --> 00:08:39.200]  為什麼呢
[00:08:39.200 --> 00:08:40.700]  是因為祂要突顯
[00:08:40.700 --> 00:08:46.100]  耶穌基督的出現是應驗了尼塞亞書九章一至七節
[00:08:46.100 --> 00:08:47.900]  所以祂繼續講下去的時候
[00:08:47.900 --> 00:08:52.100]  祂說是「沿海之路,若但河外」
[00:08:52.100 --> 00:08:54.300]  「愛邦人的加利利」
[00:08:54.300 --> 00:08:57.400]  「住在黑暗之中的人民看見了大光」
[00:08:57.400 --> 00:08:59.700]  「死亡幽暗之地的居民」
[00:08:59.700 --> 00:09:02.300]  「有光照亮他們」
[00:09:02.300 --> 00:09:04.100]  親愛的弟兄姊妹
[00:09:04.100 --> 00:09:07.100]  神的眼目仍然擦遍全地
[00:09:07.100 --> 00:09:11.400]  要顯大能去幫助那些向祂深傳誠實的人
[00:09:11.400 --> 00:09:14.200]  要恢復那些失敗了
[00:09:14.200 --> 00:09:17.400]  受了很長期的傷害的兒女
[00:09:17.400 --> 00:09:18.900]  從哪裏恢復呢
[00:09:18.900 --> 00:09:21.500]  由我們被傷害得最深
[00:09:21.500 --> 00:09:25.500]  由我們失敗得最徹底的地方開始
[00:09:25.500 --> 00:09:31.900]  我們都可能聽過一些因為婚姻出了問題
[00:09:31.900 --> 00:09:35.500]  或者有婚外情的夫婦
[00:09:35.500 --> 00:09:37.900]  已經差不多走到離婚的地步
[00:09:37.900 --> 00:09:39.500]  甚至已經離婚了
[00:09:39.500 --> 00:09:42.100]  但因為兩人都歸向神的時候
[00:09:42.100 --> 00:09:46.000]  神很奇妙地恢復了夫婦的關係
[00:09:46.000 --> 00:09:52.700]  進而逐步恢復父母和子女之間破壞的信任
[00:09:52.700 --> 00:09:55.700]  有一些因為意見不合的教會
[00:09:55.700 --> 00:09:58.100]  差不多去到瀕臨分裂的地步
[00:09:58.100 --> 00:09:59.800]  但神是很奇妙的
[00:09:59.800 --> 00:10:04.300]  使教會的領袖放下自己的成見
[00:10:04.300 --> 00:10:06.000]  合二為一
[00:10:06.000 --> 00:10:09.200]  再一次成為一間很復興的教會
[00:10:09.200 --> 00:10:13.400]  神可以恢復我們覺得沒有辦法挽回的教會
[00:10:13.400 --> 00:10:15.500]  我們已經過去了輝煌的年代
[00:10:15.500 --> 00:10:17.300]  可以再恢復過來
[00:10:17.300 --> 00:10:18.600]  亦都可以恢復
[00:10:18.600 --> 00:10:20.500]  我們覺得沒有辦法被拯救
[00:10:20.500 --> 00:10:21.600]  失敗了
[00:10:21.600 --> 00:10:23.800]  陷在軟弱裡面的人
[00:10:23.800 --> 00:10:26.300]  接著第三節就繼續講下去
[00:10:26.300 --> 00:10:28.300]  他講到說神的恢復
[00:10:28.300 --> 00:10:31.700]  其實可以去到一個什麼樣的地步呢
[00:10:31.700 --> 00:10:32.700]  他當中講到說
[00:10:32.700 --> 00:10:34.600]  你使得這個國民繁多
[00:10:34.600 --> 00:10:37.800]  第三節加增他們的喜樂
[00:10:37.800 --> 00:10:39.700]  他們在你面前歡喜
[00:10:39.700 --> 00:10:41.700]  走至收割的歡喜
[00:10:41.700 --> 00:10:45.500]  亦都像人分老物那樣的快樂
[00:10:45.500 --> 00:10:47.000]  之前我講過
[00:10:47.000 --> 00:10:50.300]  神的審判會帶來三重的傷害
[00:10:50.300 --> 00:10:53.100]  第一重的傷害是國民減少
[00:10:53.100 --> 00:10:55.300]  第二重是土地荒涼
[00:10:55.300 --> 00:10:56.700]  糧食缺乏
[00:10:56.700 --> 00:10:59.500]  第三重是財產被掠奪
[00:10:59.500 --> 00:11:01.300]  但是你看看
[00:11:01.300 --> 00:11:04.700]  現在神恢復到什麼地步呢
[00:11:04.700 --> 00:11:07.200]  國民減少變成繁多
[00:11:07.200 --> 00:11:08.200]  土地荒涼
[00:11:08.200 --> 00:11:10.200]  糧食缺乏
[00:11:10.200 --> 00:11:12.800]  變成土地重新被耕作
[00:11:12.800 --> 00:11:14.100]  有收成
[00:11:14.100 --> 00:11:15.700]  有糧食
[00:11:15.700 --> 00:11:17.400]  財產被掠奪
[00:11:17.400 --> 00:11:20.400]  變成不單止不被敵人掠奪
[00:11:20.400 --> 00:11:24.700]  反而去掠奪你們的敵人
[00:11:24.700 --> 00:11:27.500]  神知道這個恢復去到什麼地步呢
[00:11:27.500 --> 00:11:28.900]  他說這個恢復
[00:11:28.900 --> 00:11:31.300]  在當中不是單單只是恢復
[00:11:31.300 --> 00:11:34.000]  去到一個跟你以前一樣的地步
[00:11:34.000 --> 00:11:36.800]  而是比你以前更加好的地步
[00:11:36.800 --> 00:11:40.000]  更加勝過以前光景的地步
[00:11:40.000 --> 00:11:41.700]  不是被敵人掠奪
[00:11:41.700 --> 00:11:45.000]  而是去掠奪你敵人的地步
[00:11:45.000 --> 00:11:46.700]  可能有很多弟兄姊妹
[00:11:46.700 --> 00:11:49.500]  正是在失敗痛苦
[00:11:49.500 --> 00:11:51.000]  在被捆綁的當中
[00:11:51.000 --> 00:11:53.100]  有很強大的壓力
[00:11:53.100 --> 00:11:54.200]  甚至在這個地步
[00:11:54.200 --> 00:11:55.700]  其實有的軟弱
[00:11:55.700 --> 00:11:58.300]  根本就說不出給別人聽
[00:11:58.300 --> 00:12:00.500]  因為怕自己的名譽地位
[00:12:00.500 --> 00:12:03.400]  和別人的信任會受到傷害
[00:12:03.400 --> 00:12:04.500]  但是在當中裡面
[00:12:04.500 --> 00:12:06.300]  神說到什麼呢
[00:12:06.300 --> 00:12:07.600]  神可以恢復我們
[00:12:07.600 --> 00:12:10.800]  去到一個比之前更加好的地步
[00:12:10.800 --> 00:12:12.700]  可能很多人聽到這件事就說
[00:12:12.700 --> 00:12:14.200]  不可能
[00:12:14.200 --> 00:12:15.200]  怎麼可能
[00:12:15.200 --> 00:12:16.700]  我已經很久了
[00:12:16.700 --> 00:12:19.100]  我已經在罪裡面被捆綁很久了
[00:12:19.100 --> 00:12:20.900]  我已經失敗了很久了
[00:12:20.900 --> 00:12:22.300]  這個傷害在當中裡面
[00:12:22.300 --> 00:12:25.100]  從小時候已經開始很久了
[00:12:25.100 --> 00:12:26.000]  神
[00:12:26.000 --> 00:12:28.500]  你怎麼可以幫到我呢
[00:12:28.500 --> 00:12:31.200]  但是這段聖經很清楚說到一件事
[00:12:31.200 --> 00:12:34.100]  神是一個可以將不可能
[00:12:34.100 --> 00:12:35.700]  變成可能的神
[00:12:35.700 --> 00:12:38.600]  祂可以恢復我們去到什麼地步呢
[00:12:38.600 --> 00:12:41.700]  比我們失敗之前更加好的地步
[00:12:41.700 --> 00:12:44.400]  比我們受傷害之前更加好的地步
[00:12:44.400 --> 00:12:48.100]  比我們被罪核制之前更加好的地步
[00:12:48.100 --> 00:12:51.100]  接著第四章第六節就解釋了
[00:12:51.100 --> 00:12:55.600]  為什麼可以有這樣的恢復
[00:12:55.600 --> 00:12:57.000]  第四章第六節的時候
[00:12:57.000 --> 00:12:59.600]  每一次聖經用了一個「因維」
[00:12:59.600 --> 00:13:02.100]  這個在和合本裡面沒有
[00:13:02.100 --> 00:13:04.100]  但是原文聖經是有的
[00:13:04.100 --> 00:13:05.700]  它是三重的「因維」
[00:13:05.700 --> 00:13:07.400]  我們看看第一個的「因維」
[00:13:07.400 --> 00:13:10.900]  祂說因為你們所負的重壓
[00:13:10.900 --> 00:13:12.900]  以及肩頭上的象
[00:13:12.900 --> 00:13:16.300]  並欺壓他們的人的棍
[00:13:16.300 --> 00:13:17.900]  你都已經折斷
[00:13:17.900 --> 00:13:20.900]  好像在米店的日子一樣
[00:13:20.900 --> 00:13:22.500]  說到什麼呢
[00:13:22.500 --> 00:13:23.200]  神說
[00:13:23.200 --> 00:13:24.900]  你是不是覺得
[00:13:24.900 --> 00:13:28.700]  你們肩頭上有強大無比的重擔
[00:13:28.700 --> 00:13:30.500]  壓到你透不過氣來
[00:13:30.500 --> 00:13:33.200]  無論這些重擔是來自什麼方面
[00:13:33.200 --> 00:13:34.200]  可能是家庭
[00:13:34.200 --> 00:13:35.700]  可能是社會給你
[00:13:35.700 --> 00:13:37.400]  可能是經濟的壓力
[00:13:37.400 --> 00:13:40.400]  或者是你的罪
[00:13:40.400 --> 00:13:42.800]  這些在當中很難跟別人說
[00:13:42.800 --> 00:13:46.300]  但是你覺得沒有可能
[00:13:46.300 --> 00:13:49.500]  你可能一輩子就要這樣走下去
[00:13:49.500 --> 00:13:51.100]  但是神說什麼呢
[00:13:51.100 --> 00:13:54.200]  這些重擔在我的恢復裡面
[00:13:54.200 --> 00:13:56.100]  要被粉碎
[00:13:56.100 --> 00:13:59.200]  截斷原文的意思是粉碎
[00:13:59.200 --> 00:14:00.300]  為什麼呢
[00:14:00.300 --> 00:14:02.300]  接著神再說一句話
[00:14:02.300 --> 00:14:06.100]  祂說好像在米店的日子一樣
[00:14:06.100 --> 00:14:07.500]  什麼意思呢
[00:14:07.500 --> 00:14:09.400]  其實米店的日子是說著
[00:14:09.400 --> 00:14:12.300]  《士師記》第六章第八章說的
[00:14:12.300 --> 00:14:15.800]  神曾經以前藉著士師基甸
[00:14:15.800 --> 00:14:17.200]  用三百個人
[00:14:17.200 --> 00:14:21.600]  去戰勝了米店大軍十三萬五千的人
[00:14:21.600 --> 00:14:25.300]  是以色列人用極少的資源和人數
[00:14:25.300 --> 00:14:27.000]  不可能的
[00:14:27.000 --> 00:14:30.700]  去戰勝極強大敵人的一場戰役
[00:14:30.700 --> 00:14:32.700]  是一個神蹟
[00:14:32.700 --> 00:14:33.400]  第四節
[00:14:33.400 --> 00:14:35.400]  這節正經說了些什麼呢
[00:14:35.400 --> 00:14:38.000]  他解釋了為什麼會有這樣的恢復
[00:14:38.000 --> 00:14:42.400]  是當時神用一個出人意外的方法
[00:14:42.400 --> 00:14:43.800]  去恢復他們
[00:14:43.800 --> 00:14:46.200]  當神想到基甸的時候
[00:14:46.200 --> 00:14:47.900]  基甸跟神說
[00:14:47.900 --> 00:14:50.100]  我是馬來西茲派裡面
[00:14:50.100 --> 00:14:52.500]  最貧窮的家庭
[00:14:52.500 --> 00:14:55.700]  我是那個家庭裡面最微小的人
[00:14:55.700 --> 00:14:58.300]  最微小可以解釋為最小的兒子
[00:14:58.300 --> 00:15:00.600]  就是說最不被人看中的
[00:15:00.600 --> 00:15:02.300]  神揀選了什麼人呢
[00:15:02.300 --> 00:15:05.100]  是一個意想不到不顯眼
[00:15:05.100 --> 00:15:06.500]  沒什麼能力
[00:15:06.500 --> 00:15:07.600]  在敵人來到的時候
[00:15:07.600 --> 00:15:11.400]  只會暗暗地在當中預備糧食的一個人
[00:15:11.400 --> 00:15:14.200]  沒有人會把他放在眼裡
[00:15:14.200 --> 00:15:17.400]  但是神在一個意想不到的人上面
[00:15:17.400 --> 00:15:21.400]  完成了他超乎尋常的神情
[00:15:21.400 --> 00:15:23.400]  所以在當中說
[00:15:23.400 --> 00:15:26.200]  他不單單可以用這樣的方法
[00:15:26.200 --> 00:15:29.400]  他用這個方法的結果是
[00:15:29.400 --> 00:15:34.000]  會粉碎他們壓在肩頭上一切的重擔
[00:15:34.000 --> 00:15:35.500]  因為叫人知道
[00:15:35.500 --> 00:15:38.700]  我是搖滑你們的神
[00:15:38.700 --> 00:15:41.800]  而不是靠著你自己的能力
[00:15:41.800 --> 00:15:45.200]  所以在當中第五節裡面就繼續說下去
[00:15:45.200 --> 00:15:47.600]  說到第二個的「因為」
[00:15:47.600 --> 00:15:52.800]  他說因為戰士在亂殺之間所穿戴的盔甲
[00:15:52.800 --> 00:15:57.000]  並拿困在血裡面的衣服
[00:15:57.000 --> 00:16:01.100]  都必可以作為可燒的當作火柴
[00:16:01.100 --> 00:16:04.500]  這句話本的聖經不是太好
[00:16:04.500 --> 00:16:08.000]  原問希伯來文真正的直譯應該是
[00:16:08.000 --> 00:16:12.300]  因為每一隻行軍時震動地面的軍箱
[00:16:12.300 --> 00:16:15.300]  以及每一件困在血中的戰袍
[00:16:15.300 --> 00:16:20.700]  都必被燒毀成了燒火的燃料
[00:16:20.700 --> 00:16:23.000]  應該是這樣譯
[00:16:23.000 --> 00:16:26.300]  軍箱這個字是很特別的一個字來的
[00:16:26.300 --> 00:16:30.300]  在希伯來文的聖經裡面很少出現在聖經裡面
[00:16:30.300 --> 00:16:32.600]  但是其實基本上原文是什麼呢
[00:16:32.600 --> 00:16:35.800]  是指著一些高薪有花邊的
[00:16:35.800 --> 00:16:38.500]  特別是指著亞述軍隊
[00:16:38.500 --> 00:16:41.900]  特別是騎兵著的箱
[00:16:41.900 --> 00:16:44.400]  所以其實當中描畫到什麼呢
[00:16:44.400 --> 00:16:45.400]  他描畫到
[00:16:45.400 --> 00:16:49.100]  他說那些人仍然想像到
[00:16:49.100 --> 00:16:53.300]  當中裡面每一隻行軍時震動地面的軍箱
[00:16:53.300 --> 00:16:56.600]  每一件困在血中的戰袍
[00:16:56.600 --> 00:16:58.600]  他們仍然沒有忘記
[00:16:58.600 --> 00:17:03.100]  在不久之前亞述帝國過來摧毀他們的軍隊
[00:17:03.100 --> 00:17:04.600]  將他們完全打敗
[00:17:04.600 --> 00:17:05.400]  拿了他們的地
[00:17:05.400 --> 00:17:08.100]  殺了他們很多人那件事
[00:17:08.100 --> 00:17:11.300]  讓他們感覺到極大的恐懼
[00:17:11.300 --> 00:17:15.700]  也對他們的生命構成極為嚴重的威脅
[00:17:15.700 --> 00:17:17.400]  但是神說什麼呢
[00:17:17.400 --> 00:17:19.200]  你是不是覺得
[00:17:19.200 --> 00:17:22.000]  這些恐懼仍然在你裡面呢
[00:17:22.000 --> 00:17:24.900]  你是不是覺得這些東西會重現呢
[00:17:24.900 --> 00:17:26.200]  你是不是覺得
[00:17:26.200 --> 00:17:29.600]  這個給你生命上有極大威脅的東西
[00:17:29.600 --> 00:17:31.700]  對你的名譽地位
[00:17:31.700 --> 00:17:34.200]  你所擁有你覺得重要的東西
[00:17:34.200 --> 00:17:36.900]  你覺得有極大的威脅呢
[00:17:36.900 --> 00:17:38.600]  但是這些東西
[00:17:38.600 --> 00:17:41.500]  因為第四節所說的神蹟
[00:17:41.500 --> 00:17:43.100]  都會過去
[00:17:43.100 --> 00:17:44.800]  都必被銷毀
[00:17:44.800 --> 00:17:47.100]  不會再發生
[00:17:47.100 --> 00:17:49.300]  所以第四節和第五節
[00:17:49.300 --> 00:17:51.500]  其實是說什麼呢
[00:17:51.500 --> 00:17:55.700]  其實我們了解到神用什麼方法去醫治我們
[00:17:55.700 --> 00:17:56.800]  去恢復
[00:17:56.800 --> 00:17:59.000]  使我們去到一個地步
[00:17:59.000 --> 00:18:00.900]  比我們原先更加好
[00:18:00.900 --> 00:18:02.900]  比我們失敗之前更加好
