
[00:00:00.000 --> 00:00:03.460]  親愛的神,我們獻上讚美
[00:03:29.900 --> 00:03:36.460]  他寫了一本書叫《新生命疾病和治療》
[00:03:36.460 --> 00:03:40.140]  他患了脊椎處癌
[00:03:40.140 --> 00:03:47.980]  對他來說生命記就是提供了選擇生命的意思
[00:03:47.980 --> 00:03:52.100]  原來選擇生命不是要選擇死亡
[00:03:52.100 --> 00:03:59.340]  而是在死後堅信生命仍然繼續
[00:03:59.340 --> 00:04:05.940]  在早上有一位年輕的牧者和他私餐
[00:04:05.940 --> 00:04:13.500]  普萊斯就說在早上的領餐當中
[00:04:13.500 --> 00:04:19.420]  我再次經歷到神同在那種力量
[00:04:19.420 --> 00:04:25.060]  我從一位陌生的年輕牧師的手裏面
[00:04:25.060 --> 00:04:29.140]  我看見我生命的前路
[00:04:29.140 --> 00:04:30.700]  除了他以外
[00:04:30.700 --> 00:04:35.660]  我想也和大家分享一位神學院的院長
[00:04:35.660 --> 00:04:43.860]  是在美國的Columbia Seminary 哥倫比亞神學院的院長
[00:04:43.860 --> 00:04:46.020]  Steve Hayner
[00:04:46.020 --> 00:04:48.980]  他患了胰臟癌
[00:04:48.980 --> 00:04:52.580]  在2014年的聖誕節之前
[00:04:52.580 --> 00:04:55.660]  他在網誌上寫
[00:04:55.660 --> 00:04:59.380]  我是有一個喪命的絕症
[00:04:59.380 --> 00:05:01.020]  我生活在當中
[00:05:01.020 --> 00:05:03.900]  我現在有一個新的perspective
[00:05:03.900 --> 00:05:06.180]  有一個新的觀點
[00:05:06.180 --> 00:05:08.980]  永恆
[00:05:08.980 --> 00:05:11.300]  是越來越近了
[00:05:11.300 --> 00:05:14.540]  原來是可以接觸的
[00:05:14.540 --> 00:05:16.380]  tangible
[00:05:16.380 --> 00:05:22.260]  Steve他選擇在他生命的後期
[00:05:22.260 --> 00:05:27.900]  他常常去記得永恆
[00:05:27.900 --> 00:05:33.420]  他在2015年的1月31日離開
[00:05:33.420 --> 00:05:35.220]  那個是美國時間
[00:05:35.220 --> 00:05:39.020]  今天是6年前離開
[00:05:39.020 --> 00:05:43.900]  他太太在網誌上寫了一個簡單的句子
[00:05:43.900 --> 00:05:47.060]  今天下午Steve的生命
[00:05:47.060 --> 00:05:53.420]  被另一個生命去容下
[00:05:53.420 --> 00:05:55.260]  細想這些故事
[00:05:55.260 --> 00:05:58.380]  我們再次想起摩西
[00:05:58.380 --> 00:05:59.940]  摩西說
[00:05:59.940 --> 00:06:05.820]  肯定來說我不知道你們將來會面對甚麼挑戰
[00:06:05.820 --> 00:06:09.140]  但肯定的是在路途上
[00:06:09.140 --> 00:06:13.740]  我知道你們還會有選擇的餘地
[00:06:13.740 --> 00:06:17.900]  你們要選擇生命
[00:06:17.900 --> 00:06:23.860]  我們同心再次禱告
[00:06:23.860 --> 00:06:27.260]  神啊我們繼續再仰望你
[00:06:27.260 --> 00:06:29.260]  求你將你的話語賜給我們
[00:06:29.260 --> 00:06:31.260]  讓我們眾弟兄姊妹們
[00:06:31.260 --> 00:06:33.900]  能夠聽得專注
[00:06:33.900 --> 00:06:36.500]  學悟你的話語
[00:06:36.500 --> 00:06:39.300]  能夠經歷到你的同在
[00:06:39.300 --> 00:06:42.300]  聽見你的吩咐
[00:06:42.300 --> 00:06:46.140]  我們的禱告是奉主耶穌基督命之求
[00:06:46.140 --> 00:06:48.620]  阿們
[00:06:48.620 --> 00:06:49.860]  摩西說
[00:06:49.860 --> 00:06:54.340]  摩西說你們要選擇生命
[00:06:54.340 --> 00:06:57.140]  究竟甚麼是生命呢?
[00:06:57.140 --> 00:06:59.620]  生命是甚麼意思呢?
[00:06:59.620 --> 00:07:01.740]  說到生命
[00:07:01.740 --> 00:07:03.500]  新聞學家就會說
[00:07:03.500 --> 00:07:06.740]  這個當然是關乎遺傳因子
[00:07:06.740 --> 00:07:08.220]  蛋白質
[00:07:08.220 --> 00:07:09.220]  礦物質
[00:07:09.220 --> 00:07:10.220]  你的骨頭
[00:07:10.220 --> 00:07:11.220]  你的心臟
[00:07:11.220 --> 00:07:12.220]  肝臟
[00:07:12.220 --> 00:07:13.220]  腎臟
[00:07:13.220 --> 00:07:14.020]  胰臟
[00:07:14.020 --> 00:07:15.020]  肺
[00:07:15.020 --> 00:07:17.020]  鼻尿系統等等
[00:07:17.020 --> 00:07:21.740]  人的健康是端乎於這些系統的運作
[00:07:21.740 --> 00:07:24.540]  你說是不是?
[00:07:24.540 --> 00:07:27.940]  社會學家就這樣說
[00:07:27.940 --> 00:07:30.460]  要看看人類的行為
[00:07:30.460 --> 00:07:31.780]  家庭的行為
[00:07:31.780 --> 00:07:33.140]  政治的行為
[00:07:33.140 --> 00:07:34.500]  商業的行為
[00:07:34.500 --> 00:07:37.580]  社會的關係等等
[00:07:37.580 --> 00:07:41.020]  人類的行為是為了甚麼?
[00:07:41.020 --> 00:07:43.740]  是為了生存
[00:07:43.740 --> 00:07:45.540]  這個要證明就是
[00:07:45.540 --> 00:07:47.780]  識者生存
[00:07:47.780 --> 00:07:52.340]  強者能夠存留下去
[00:07:52.340 --> 00:07:54.900]  另一些學者認為生命的目標
[00:07:54.900 --> 00:07:57.860]  不是單單為了這樣生存
[00:07:57.860 --> 00:08:00.740]  生命要有美麗
[00:08:00.740 --> 00:08:02.980]  要有效
[00:08:02.980 --> 00:08:05.140]  要能夠享受
[00:08:05.140 --> 00:08:06.940]  享樂
[00:08:06.940 --> 00:08:11.340]  例如一道先進的青液橋
[00:08:11.340 --> 00:08:14.820]  一輛高科技的汽車
[00:08:14.820 --> 00:08:18.660]  一間很美麗的教育行
[00:08:18.660 --> 00:08:27.060]  這些都是能夠帶出來一些是多過用途的那種滿足感
[00:08:27.060 --> 00:08:34.180]  所以生命和生活也在乎人間的藝術和科技
[00:08:34.180 --> 00:08:37.780]  另一方面我們又看見人的理性
[00:08:37.780 --> 00:08:41.820]  我們發現原來人類有強大的理性的能力
[00:08:41.820 --> 00:08:45.420]  我們會想起西方的索格拉底
[00:08:45.420 --> 00:08:46.500]  柏拉圖
[00:08:46.500 --> 00:08:47.900]  亞里士多德
[00:08:47.900 --> 00:08:52.980]  中國的孔子、孟子、孫子、莊子、朱熹等等
[00:08:52.980 --> 00:08:58.260]  這些人都是會思想到人性的本質
[00:08:58.260 --> 00:09:02.860]  他們的說話、他們的邏輯、他們哲學的倫理
[00:09:02.860 --> 00:09:09.900]  影響了二千多年的人類的歷史
[00:09:09.900 --> 00:09:15.420]  新聞學、科技、藝術、理性
[00:09:15.420 --> 00:09:20.980]  是沒有捕捉到人類生命的所有的部分
[00:09:20.980 --> 00:09:24.940]  人類繼續是追求更加廣闊
[00:09:24.940 --> 00:09:29.300]  更加長遠的生活方式
[00:09:29.300 --> 00:09:33.500]  我們都希望超越人類的限制
[00:09:33.500 --> 00:09:37.300]  我們都希望有更加長遠的生命
[00:09:37.300 --> 00:09:41.180]  甚至是永遠的生命
[00:09:41.180 --> 00:09:45.540]  永遠的生命是否真的存在呢?
[00:09:45.540 --> 00:09:50.980]  這些都是歷代以來人類想的問題
[00:09:50.980 --> 00:09:54.660]  都是你和我想的問題
[00:09:54.660 --> 00:10:00.500]  回應人類對永遠生命那種探求
[00:10:00.500 --> 00:10:03.180]  使徒約翰就作出回應
[00:10:03.180 --> 00:10:10.060]  他的目的不是要說一些使很多人很歡喜的話
[00:10:10.060 --> 00:10:13.020]  他只是想減少人間的猜想
[00:10:13.020 --> 00:10:14.820]  無謂的猜想
[00:10:14.820 --> 00:10:18.260]  所以他指出生命
[00:10:18.260 --> 00:10:27.580]  永遠的生命是藉著耶穌基督而有的
[00:10:27.580 --> 00:10:33.860]  我們一起看《以下一書》一章一至四節
[00:10:33.860 --> 00:10:37.580]  「令到從起初原有的生命之道
[00:10:37.580 --> 00:10:43.820]  就是我們所聽見、所看見、親眼看過、親手摸過的」
[00:10:43.820 --> 00:10:45.420]  接著就括弧了
[00:10:45.420 --> 00:10:48.140]  「這生命已經顯現出來
[00:10:48.140 --> 00:10:51.060]  我們也看見過、現在又作見證
[00:10:51.060 --> 00:10:54.140]  將原與附同在
[00:10:54.140 --> 00:10:58.380]  且顯現與我們那永遠的生命
[00:10:58.380 --> 00:11:00.140]  傳給你們
[00:11:00.140 --> 00:11:02.460]  我們將所見的、所聽見的
[00:11:02.460 --> 00:11:06.300]  傳給你們,使你們與我們相交
[00:11:06.300 --> 00:11:11.460]  我們乃是與父並他兒子耶穌基督相交的
[00:11:11.460 --> 00:11:16.140]  我們將這些話寫給你們
[00:11:16.140 --> 00:11:19.660]  使你們的喜樂充足」
[00:11:19.660 --> 00:11:24.940]  約翰一書是一封信
[00:11:24.940 --> 00:11:28.860]  寫在第一世紀末期
[00:11:28.860 --> 00:11:34.340]  這段時間與耶穌基督離開的時間已經隔了一段時間
[00:11:34.340 --> 00:11:37.980]  耶路撒冷被毀壞
[00:11:37.980 --> 00:11:41.580]  教會被逼迫
[00:11:41.580 --> 00:11:45.100]  其他的宗教起來強盛
[00:11:45.100 --> 00:11:47.980]  哲學思潮等等
[00:11:47.980 --> 00:11:52.660]  在挑戰基督教的信仰
[00:11:52.660 --> 00:11:56.420]  無論教會的外邊、教會的內邊
[00:11:56.420 --> 00:12:00.940]  攻擊和紛爭是不斷地出現
[00:12:00.940 --> 00:12:04.420]  在這個時候,在教會裏面的人會問
[00:12:04.420 --> 00:12:08.020]  「甚麼叫做福音呀?
[00:12:08.020 --> 00:12:13.020]  怎樣才能夠活出真正的福音呀?」
[00:12:13.020 --> 00:12:16.820]  約翰就在剛才的一至四節的序言當中
[00:12:16.820 --> 00:12:19.900]  講出甚麼叫做福音
[00:12:19.900 --> 00:12:24.260]  以及怎樣在這個世界當中活出真正的福音
[00:12:24.260 --> 00:12:29.780]  所以這本書有兩個基本的移動
[00:12:29.780 --> 00:12:33.020]  第一個就是講到甚麼叫做真正的福音
[00:12:33.020 --> 00:12:38.660]  第二個就是怎樣去展示真正的福音
[00:12:38.660 --> 00:12:40.460]  我們看看第一部分
[00:12:40.460 --> 00:12:44.940]  甚麼叫做真正的福音
[00:12:44.940 --> 00:12:50.100]  真正的福音是永遠的生命
[00:12:50.100 --> 00:12:53.380]  在約翰一書的一章一節這樣講
[00:12:53.380 --> 00:12:58.260]  論到從起初原有的生命之道
[00:12:58.260 --> 00:13:03.780]  就是我們所定見、所看見、親眼看過、親手摸過的
[00:13:03.780 --> 00:13:07.340]  當中是有幾個字要留意的
[00:13:07.340 --> 00:13:10.620]  「起初」,紅色那裏大家看到是甚麼
[00:13:10.620 --> 00:13:17.180]  「起初」是約翰很細心揀選的字眼
[00:13:17.180 --> 00:13:19.860]  看到這個字的時候會有兩個迴響
[00:13:19.860 --> 00:13:24.340]  第一個迴響當然就是一個福音的迴響
[00:13:24.340 --> 00:13:29.020]  就是從起初原有的生命之道
[00:13:29.020 --> 00:13:33.340]  第二個迴響就是創世紀的迴響
[00:13:33.340 --> 00:13:34.740]  創造的迴響
[00:13:34.740 --> 00:13:38.460]  「起初」,神創造天地
[00:13:38.460 --> 00:13:46.940]  約翰的意思是從開始、太初的道成了肉身
[00:13:46.940 --> 00:13:52.060]  就是神的兒子成了肉身
[00:13:52.060 --> 00:13:56.060]  所以對約翰來說,福音是甚麼?
[00:13:56.060 --> 00:13:58.420]  是生命之道
[00:13:58.420 --> 00:14:01.060]  是一個美好的消息
[00:14:01.060 --> 00:14:05.180]  但是它不是一個口頭的報告
[00:14:05.180 --> 00:14:08.100]  它不是宗教的意念
[00:14:08.100 --> 00:14:11.220]  它不是哲學的框架
[00:14:11.220 --> 00:14:14.340]  因為在那個時候,就是諾斯底主義
[00:14:14.340 --> 00:14:16.860]  就是意念、就是框架
[00:14:16.860 --> 00:14:20.140]  它們是基督教異端的思想
[00:14:20.140 --> 00:14:23.980]  它們認為就是要傳遞意念
[00:14:23.980 --> 00:14:27.420]  離開這個物質的世界
[00:14:27.420 --> 00:14:30.100]  所以一些假的教師就是說
[00:14:30.100 --> 00:14:34.820]  要否定耶穌基督的人性和他的肉身
[00:14:34.820 --> 00:14:38.340]  因為肉身是邪惡、是污穢的
[00:14:38.340 --> 00:14:40.500]  是這個世界污穢的一部份
[00:14:40.500 --> 00:14:42.780]  所以是神不能夠接觸的
[00:14:42.780 --> 00:14:48.140]  神是不會願意給這些物質去污染的
[00:14:48.140 --> 00:14:51.940]  所以當他們說到耶穌基督在世上的生命的時候
[00:14:51.940 --> 00:14:58.140]  就說祂似乎是一個人
[00:14:58.140 --> 00:15:01.740]  所以當他們說耶穌基督是真正的神的時候
[00:15:01.740 --> 00:15:03.700]  他們與此同時就說
[00:15:03.700 --> 00:15:09.300]  祂似乎是一個人
[00:15:09.300 --> 00:15:11.100]  對約翰來說
[00:15:11.100 --> 00:15:15.220]  假師父所教導的不是真正的福音
[00:15:15.220 --> 00:15:20.140]  真正的福音不是等同一些宗教和哲理的意念
[00:15:20.140 --> 00:15:25.180]  譬如說自由、平安、和平、合一、美善
[00:15:25.180 --> 00:15:26.900]  不是
[00:15:26.900 --> 00:15:30.860]  福音不是叫人離開這個世界
[00:15:30.860 --> 00:15:35.940]  而是要讓人知道神是在這個世界當中
[00:15:35.940 --> 00:15:38.180]  在這個物質的世界當中
[00:15:38.180 --> 00:15:40.860]  在整個宇宙當中
[00:15:40.860 --> 00:15:46.580]  福音是可以聽見、可以看見、可以親手摸到的
[00:15:46.580 --> 00:15:49.100]  道是實在的
[00:15:49.100 --> 00:15:53.020]  福音是道成肉身
[00:15:53.020 --> 00:15:57.420]  在第二節
[00:15:57.420 --> 00:16:02.500]  「這生命已經顯現出來,我們也看見過
[00:16:02.500 --> 00:16:07.260]  現在又作見證,將元與負同在
[00:16:07.260 --> 00:16:12.940]  且顯現與我們那永遠的生命傳給你們」
[00:16:12.940 --> 00:16:17.260]  第二節是加起第一節的comment
[00:16:17.260 --> 00:16:24.540]  是注釋、是要指出和證實第一節經文的重要性
[00:16:24.540 --> 00:16:28.580]  所以我們見到一個括號
[00:16:28.580 --> 00:16:30.460]  這個意思就是說
[00:16:30.460 --> 00:16:34.140]  這個生命是已經顯現出來
[00:16:34.140 --> 00:16:40.220]  我們也見過「現在又作見證,將元與負同在
[00:16:40.220 --> 00:16:45.140]  且顯現與我們那永遠的生命傳給你們」
[00:16:45.140 --> 00:16:48.740]  這句是一個加插進去的評語
[00:16:48.740 --> 00:16:53.380]  所以約翰在這裡有些長氣、有些囉嗦
[00:16:53.380 --> 00:16:56.340]  他就用這種長氣、囉嗦的方式
[00:16:56.340 --> 00:16:58.540]  要表達出這個重點
[00:16:58.540 --> 00:17:01.380]  要聽著、要知道、要看見
[00:17:01.380 --> 00:17:06.580]  因為他是在處理歷史當中一個最重要的事件
[00:17:06.580 --> 00:17:11.220]  這個就是耶穌基督的「道成肉身」
[00:17:11.220 --> 00:17:17.300]  福音是耶穌基督「道成肉身」的歷史行動
[00:17:17.300 --> 00:17:27.260]  不是思維、意念、不是宗教經驗
[00:17:27.260 --> 00:17:32.300]  接著我們看看第二節的開始
[00:17:32.300 --> 00:17:36.140]  「這生命已經顯現出來
[00:17:36.140 --> 00:17:39.980]  我們將元與負同在
[00:17:39.980 --> 00:17:44.780]  且顯現與我們那永遠的生命傳給你們」
[00:17:44.780 --> 00:17:48.300]  我們留意紅色的就是「顯現出來」
[00:17:48.300 --> 00:17:50.860]  「元與負同在」
[00:17:50.860 --> 00:17:54.140]  「永遠的生命」
[00:17:54.140 --> 00:17:57.940]  「顯現」顯現就是啟示
[00:17:57.940 --> 00:18:01.620]  基督教的信仰是關乎啟示
[00:18:01.620 --> 00:18:05.100]  不是人可以自己去發現的
[00:18:05.100 --> 00:18:08.900]  雖然大自然的世界給我們一些線索
[00:18:08.900 --> 00:18:11.780]  給我們知道這個創造的秩序
[00:18:11.780 --> 00:18:16.100]  大自然的設計、神的美善等等
[00:18:16.100 --> 00:18:20.980]  但是唯有神在耶穌基督裡面的啟示
[00:18:20.980 --> 00:18:27.540]  我們才能夠全然的看到神的全面的本質
[00:18:27.540 --> 00:18:32.100]  唯有這樣我們才明白到恩典的意義
[00:18:32.100 --> 00:18:35.900]  原來有一些東西、啟示
[00:18:35.900 --> 00:18:38.180]  不是我們配得的
[00:18:38.180 --> 00:18:40.460]  不是我們可以拿到的
[00:18:40.460 --> 00:18:47.420]  而是神給我們的免費的禮物
[00:18:47.420 --> 00:18:50.300]  「元與負同在」
[00:18:50.300 --> 00:18:54.860]  約翰講到那個「道」是怎樣的呢?
[00:18:54.860 --> 00:18:57.860]  他說就是約翰福音所講的
[00:18:57.860 --> 00:19:03.420]  「太初有道,道與神同在,道就是神」
[00:19:03.420 --> 00:19:06.980]  這個「道」在創造的開始已經在這裡
[00:19:06.980 --> 00:19:10.700]  所以這個「道」是可以追溯到永恆
[00:19:10.700 --> 00:19:13.220]  它是永恆的「道」
[00:19:13.220 --> 00:19:16.780]  它是神永恆的生命
[00:19:16.780 --> 00:19:21.820]  現在這個生命不再在遙遠的地方
[00:19:21.820 --> 00:19:25.980]  而是能夠被聽見、能夠被看見、能夠被摸到的
[00:19:25.980 --> 00:19:28.660]  現在是成為了肉身
[00:19:28.660 --> 00:19:30.660]  是在我們的當中
[00:19:30.660 --> 00:19:33.180]  這個就是「道成肉身」
[00:19:33.180 --> 00:19:38.460]  這個太初的「道」是可以被聽見、被看見、被摸到的
[00:19:38.460 --> 00:19:42.420]  這個太初的「道」是在耶穌基督的身上
[00:19:42.420 --> 00:19:47.300]  是可以被聽見、被看見、被摸到的
[00:19:47.300 --> 00:19:49.300]  所以約翰的意思就是說
[00:19:49.300 --> 00:19:53.700]  那些洛斯底主義那些假的教師
[00:19:53.700 --> 00:19:56.860]  在你當中現在那些假的教師
[00:19:56.860 --> 00:19:58.660]  他講的那些是錯誤的東西
[00:19:58.660 --> 00:20:00.900]  是傻話
[00:20:00.900 --> 00:20:03.300]  因為使徒他說
[00:20:03.300 --> 00:20:10.340]  我們已經聽見、已經看見、已經摸到
[00:20:10.340 --> 00:20:15.420]  這個「道成肉身」的耶穌基督
[00:20:15.420 --> 00:20:16.940]  耶穌基督是神
[00:20:16.940 --> 00:20:18.740]  是真正的神
[00:20:18.740 --> 00:20:20.980]  是真正的人
[00:20:20.980 --> 00:20:26.180]  這個是基督信仰的基礎
[00:20:26.180 --> 00:20:30.180]  接著我們留意
[00:20:30.180 --> 00:20:32.980]  「我們將願與父同在
[00:20:32.980 --> 00:20:40.220]  且顯現與我們那永遠的生命當中的永遠的生命」
[00:20:40.220 --> 00:20:44.700]  這個太初的「道」是永遠的生命
[00:20:44.700 --> 00:20:48.940]  耶穌基督顯明就是永遠的生命
[00:20:48.940 --> 00:20:51.620]  所以當歷代的人
[00:20:51.620 --> 00:20:53.260]  剛才我們開始的時候
[00:20:53.260 --> 00:20:54.900]  歷代的人問
[00:20:54.900 --> 00:20:56.900]  命是否長一些
[00:20:56.900 --> 00:20:58.820]  有沒有永遠的生命
[00:20:58.820 --> 00:21:00.420]  有沒有永生
[00:21:00.420 --> 00:21:02.580]  永遠的生命是否存在
[00:21:02.580 --> 00:21:05.660]  永生是否存在
[00:21:05.660 --> 00:21:08.260]  答案是當然
[00:21:08.260 --> 00:21:11.660]  永生是存在
[00:21:11.660 --> 00:21:16.260]  約翰對人類多年來所要問的問題的答案就是
[00:21:16.260 --> 00:21:17.820]  Yes
[00:21:17.820 --> 00:21:20.060]  存在
[00:21:20.060 --> 00:21:23.580]  他要求我們要看見答案的話
[00:21:23.580 --> 00:21:28.260]  就是要看見正確的地方
[00:21:28.260 --> 00:21:31.340]  看見正確的人物
[00:21:31.340 --> 00:21:35.700]  正確的人物就是耶穌基督
[00:21:35.700 --> 00:21:42.060]  耶穌基督在祂出生以前已經存在了
[00:21:42.060 --> 00:21:44.500]  太初就存在了
[00:21:44.500 --> 00:21:49.100]  耶穌基督進入人間歷史
[00:21:49.100 --> 00:21:52.260]  進入人類的肉身
[00:21:52.260 --> 00:21:53.900]  耶穌基督是那撒勒人
[00:21:53.900 --> 00:21:58.660]  但是祂不是只是希伯來的其中一位先知
[00:21:58.660 --> 00:22:04.180]  不是一位有屬靈的超著能力的人物
[00:22:04.180 --> 00:22:08.020]  也不是單單一位有睿智的人
[00:22:08.020 --> 00:22:09.220]  祂是什麼?
[00:22:09.220 --> 00:22:12.540]  祂是道成肉身的神
[00:22:12.540 --> 00:22:17.380]  在創造的開始祂已經和父神一起
[00:22:17.380 --> 00:22:20.020]  在救贖的工作當中
[00:22:20.020 --> 00:22:23.900]  祂已經和神父神一起
[00:22:23.900 --> 00:22:26.460]  祂本身就是永遠的生命
[00:22:26.460 --> 00:22:29.820]  祂就是永遠地和父一起
[00:22:29.820 --> 00:22:31.820]  然後就向我們顯現
[00:22:31.820 --> 00:22:34.460]  祂就是生命
[00:22:34.460 --> 00:22:40.340]  耶穌基督就是在肉身當中所顯現的永恆的生命
[00:22:40.340 --> 00:22:50.340]  這個生命是使徒他們所親眼聽過、見過和摸過的
[00:22:50.340 --> 00:22:54.460]  所以使徒知道永遠的生命
[00:22:54.460 --> 00:22:59.220]  是在耶穌基督的生命裏面去找得到
[00:22:59.220 --> 00:23:01.620]  所以弟兄姊妹們
[00:23:01.620 --> 00:23:05.060]  如果你想要生命
[00:23:05.060 --> 00:23:08.940]  或者我們的朋友想要生命
[00:23:08.940 --> 00:23:18.060]  就必須要在認識耶穌基督那裏做開始
[00:23:18.060 --> 00:23:20.660]  第二部分
[00:23:20.660 --> 00:23:24.860]  我們怎樣可以活出真正的福音呢?
[00:23:24.860 --> 00:23:27.860]  原來福音是這樣的意思的話
[00:23:27.860 --> 00:23:32.660]  是永遠的生命的時候我們怎樣活出這個福音呢?
[00:23:32.660 --> 00:23:35.660]  在第三節、第四節這樣說
[00:23:35.660 --> 00:23:39.060]  「我們將所看見、所聽見的傳給你們
[00:23:39.060 --> 00:23:42.060]  使你們與我們相交
[00:23:42.060 --> 00:23:47.060]  我們乃是與父並他兒子耶穌基督相交的
[00:23:47.060 --> 00:23:49.060]  我將這些話寫給你們
[00:23:49.060 --> 00:23:51.460]  使你們的喜樂充足」
[00:23:51.460 --> 00:23:56.060]  我們留意第三節的上半部分
[00:23:56.060 --> 00:24:05.060]  「我們將所看見、所聽見的傳給你們」
[00:24:05.060 --> 00:24:11.460]  耶穌基督要確保祂的永生的福音不會被浪費
[00:24:11.460 --> 00:24:14.460]  所以祂會呼召人去跟隨祂
[00:24:14.460 --> 00:24:20.260]  然後拆遣祂的門徒去傳揚永遠生命之道
[00:24:20.260 --> 00:24:24.260]  見證耶穌基督的救恩、救贖工作
[00:24:24.260 --> 00:24:27.460]  這班使徒的說話是否可靠呢?
[00:24:27.460 --> 00:24:28.460]  是可靠的
[00:24:28.460 --> 00:24:32.860]  因為他們的說話是聖靈的引導而說出來的
[00:24:32.860 --> 00:24:39.060]  他們的言行是與當時的流行的思潮是不同的
[00:24:39.060 --> 00:24:41.660]  使徒見證的一部分就是說
[00:24:41.660 --> 00:24:45.660]  說到耶穌基督已經在太初已經存在了
[00:24:45.660 --> 00:24:47.860]  祂是道成肉身的神
[00:24:47.860 --> 00:24:50.860]  祂在創造的時候與父神一起
[00:24:50.860 --> 00:24:53.860]  祂在救恩的當中是與父神在一起
[00:24:53.860 --> 00:24:56.060]  祂本身就是生命
[00:24:56.060 --> 00:24:58.060]  祂是永遠的生命
[00:24:58.060 --> 00:25:01.060]  我們唯有在耶穌基督的生命裏面
[00:25:01.060 --> 00:25:04.060]  我們才能夠有永遠的生命
[00:25:04.060 --> 00:25:13.260]  這個生命是我們親眼看見的、聽過的、摸過的
[00:25:13.260 --> 00:25:19.660]  所以使徒就是要傳揚這樣的訊息
