
[00:00:00.000 --> 00:00:01.600]  今天說到的題目是
[00:01:39.560 --> 00:01:43.520]  必要看見神的國大有能力臨到」
[00:01:43.520 --> 00:01:47.840]  未死都已經見到神的國
[00:01:47.840 --> 00:01:49.480]  而在這個宣告之後
[00:01:49.480 --> 00:01:53.160]  六天 耶穌帶著三個入室弟子
[00:01:53.160 --> 00:01:55.960]  彼得 瓦國和約翰
[00:01:55.960 --> 00:02:00.720]  一同上了一座高山
[00:02:00.720 --> 00:02:02.480]  對於教會傳統來說
[00:02:02.480 --> 00:02:05.680]  說是有不同的山
[00:02:05.680 --> 00:02:07.840]  但近代比較覺得可能的
[00:02:07.840 --> 00:02:09.680]  是在一座叫做黑門山的裡面
[00:02:09.680 --> 00:02:11.560]  因為對於該撒尼亞腓勒比來說
[00:02:11.560 --> 00:02:13.560]  它不是一個很遠的山
[00:02:13.560 --> 00:02:15.560]  不過無論如何
[00:02:15.560 --> 00:02:17.560]  耶穌帶著三個門徒
[00:02:17.560 --> 00:02:19.560]  上了這座山之後
[00:02:19.560 --> 00:02:23.560]  耶穌突然在他們面前變了身
[00:02:23.560 --> 00:02:25.440]  沒有進入電話亭
[00:02:25.440 --> 00:02:27.160]  沒有拉開衣服
[00:02:27.160 --> 00:02:29.000]  沒有拿出電話筒
[00:02:29.000 --> 00:02:32.560]  突然在門徒面前變了身
[00:02:32.560 --> 00:02:35.960]  變身的時候是衣服發光
[00:02:35.960 --> 00:02:38.960]  不是穿著螢光衣服的警察叔叔
[00:02:38.960 --> 00:02:40.960]  或者是螢光鳥的衣服
[00:02:40.960 --> 00:02:45.200]  是耶穌的衣服從裡面發光
[00:02:45.200 --> 00:02:46.800]  經文形容
[00:02:46.800 --> 00:02:48.320]  耶穌的衣服放光
[00:02:48.320 --> 00:02:49.600]  極其潔白
[00:02:49.600 --> 00:02:51.120]  地上所漂的布
[00:02:51.120 --> 00:02:53.400]  沒有一個能夠漂得這麼白
[00:02:53.400 --> 00:02:54.760]  因為發光嘛
[00:02:54.760 --> 00:02:56.480]  怎會漂得這麼白呢
[00:02:56.480 --> 00:02:59.160]  而且當時還有兩個大人物
[00:02:59.160 --> 00:03:01.160]  出現和耶穌說話
[00:03:01.160 --> 00:03:03.400]  一個是加密山上
[00:03:03.400 --> 00:03:07.560]  以一滴四百五十個巴力仙芝的
[00:03:07.560 --> 00:03:09.360]  以利亞
[00:03:09.360 --> 00:03:14.600]  另一個就是帶領超過一百萬人
[00:03:14.600 --> 00:03:19.720]  從埃及到曠野的神人摩西
[00:03:19.720 --> 00:03:21.240]  聖經形容
[00:03:21.240 --> 00:03:24.200]  彼得因為太害怕了
[00:03:24.200 --> 00:03:28.240]  說了一些連自己都不知道說什麼的話
[00:03:28.240 --> 00:03:29.120]  說完之後
[00:03:29.120 --> 00:03:32.440]  有一朵雲彩遮住了他們
[00:03:32.440 --> 00:03:34.760]  而且在雲裡有聲音說
[00:03:34.760 --> 00:03:37.880]  「這是我的愛子」
[00:03:37.880 --> 00:03:41.920]  「你們要聽他」
[00:03:41.920 --> 00:03:44.760]  最後雲散開之後
[00:03:44.760 --> 00:03:51.080]  只剩下耶穌和三個門徒
[00:03:51.080 --> 00:03:54.280]  這段經文雖然有一個詳細的歷史記載
[00:03:54.280 --> 00:03:55.880]  但對於我們現代人來說
[00:03:55.880 --> 00:03:59.080]  其實不是這麼容易明白的
[00:03:59.080 --> 00:04:01.680]  因為我們沒有這樣的經驗
[00:04:01.680 --> 00:04:03.880]  你有沒有試過坐著
[00:04:03.880 --> 00:04:05.840]  你旁邊的人的衣服突然間發光
[00:04:05.840 --> 00:04:06.600]  爆光
[00:04:06.600 --> 00:04:07.640]  你有沒有試過
[00:04:07.640 --> 00:04:08.640]  沒有吧
[00:04:08.640 --> 00:04:09.880]  我們沒有這樣的經驗
[00:04:09.880 --> 00:04:13.520]  雖然我們很清楚見到聖經的描述
[00:04:13.520 --> 00:04:15.640]  但我們不太感受得到有什麼特別
[00:04:15.640 --> 00:04:16.840]  為什麼彼得這麼膽怯
[00:04:16.840 --> 00:04:18.560]  最多是說「你發光了嗎?」
[00:04:18.560 --> 00:04:19.560]  「在哪裡買的?」
[00:04:19.560 --> 00:04:20.640]  最多是這樣吧
[00:04:20.640 --> 00:04:21.960]  我們不太明白
[00:04:21.960 --> 00:04:24.960]  但對於熟悉舊約的猶太人來說
[00:04:24.960 --> 00:04:27.080]  情況就有點不同了
[00:04:27.080 --> 00:04:31.040]  按照出埃及的二十四章和三十四章的描述
[00:04:31.040 --> 00:04:36.080]  有一件事跟這次耶穌登山變相有點相似
[00:04:36.080 --> 00:04:39.520]  我做了一個表和大家分享一下
[00:04:39.520 --> 00:04:43.440]  那兩件事都是等了六天才登山
[00:04:43.440 --> 00:04:47.720]  都是有三個人陪著主角登山
[00:04:47.720 --> 00:04:50.560]  不過舊約的事另外還有七十個人
[00:04:50.560 --> 00:04:53.920]  不過七十個人是沒有名字的長老
[00:04:53.920 --> 00:04:55.280]  登山之後
[00:04:55.280 --> 00:04:57.160]  耶穌的衣服發光
[00:04:57.160 --> 00:05:00.920]  另外那人的臉發光
[00:05:00.920 --> 00:05:04.200]  兩件事都是在默魂中神顯現了
[00:05:04.200 --> 00:05:09.520]  以及神在默魂中有聲音出來
[00:05:09.520 --> 00:05:11.200]  而到最後那件事就是
[00:05:11.200 --> 00:05:14.000]  當兩件事的主角下山之後
[00:05:14.000 --> 00:05:18.840]  人們看到他們同樣覺得嚇了一跳
[00:05:18.840 --> 00:05:20.120]  那件事是什麼事呢?
[00:05:20.120 --> 00:05:24.920]  那件事就是摩西上西乃山拿律法
[00:05:24.920 --> 00:05:28.000]  神頒佈律法頒佈十誡的時候
[00:05:28.000 --> 00:05:30.880]  摩西上到西乃山的山頂裡面
[00:05:30.880 --> 00:05:34.000]  所遇到的經歷就是跟耶穌這個差不多
[00:05:34.000 --> 00:05:36.400]  所以對於熟悉舊約的猶太人來說
[00:05:36.400 --> 00:05:39.160]  他一見到那個情況
[00:05:39.160 --> 00:05:40.120]  他就意識到
[00:05:40.120 --> 00:05:42.840]  耶穌登山變相的情景
[00:05:42.840 --> 00:05:44.880]  不是一件普通的事
[00:05:44.880 --> 00:05:46.760]  是一件大事
[00:05:46.760 --> 00:05:49.720]  就好像當年摩西上到西乃山
[00:05:49.720 --> 00:05:52.240]  從神的手裡拿律法一樣
[00:05:52.240 --> 00:05:57.640]  是一個神聖同在的時刻
[00:05:57.640 --> 00:06:00.280]  雖然是一個這麼特別的場景
[00:06:00.280 --> 00:06:01.200]  不過我也要解釋
[00:06:01.200 --> 00:06:03.920]  其實兩件事都有些不同
[00:06:03.920 --> 00:06:05.240]  第三點
[00:06:05.240 --> 00:06:08.080]  經文描述摩西的臉皮發光
[00:06:08.080 --> 00:06:09.240]  為什麼臉皮發光呢?
[00:06:09.240 --> 00:06:10.760]  月亮為什麼發光呢?
[00:06:10.760 --> 00:06:13.000]  因為太陽反光而已
[00:06:13.000 --> 00:06:14.640]  所以其實摩西發光
[00:06:14.640 --> 00:06:16.160]  只不過是他臉皮
[00:06:16.160 --> 00:06:19.040]  因為神的榮耀在他生命裡面照到
[00:06:19.040 --> 00:06:20.960]  反光而已
[00:06:20.960 --> 00:06:23.320]  但是耶穌的情況就有些不同了
[00:06:23.320 --> 00:06:26.160]  經文在第二節裡面這樣形容
[00:06:26.160 --> 00:06:29.720]  他說耶穌變了形象
[00:06:29.720 --> 00:06:34.400]  這個變了形象的原文的意思
[00:06:34.400 --> 00:06:37.800]  是有將事物原本的特質
[00:06:37.800 --> 00:06:40.200]  顯露出來的意思
[00:06:40.200 --> 00:06:42.360]  就是說耶穌變了形象
[00:06:42.360 --> 00:06:43.680]  為什麼會發光呢?
[00:06:43.680 --> 00:06:47.360]  耶穌本來的榮耀
[00:06:47.360 --> 00:06:50.040]  在他生命裡面就這樣發光
[00:06:50.040 --> 00:06:52.480]  就這樣顯露出來
[00:06:52.480 --> 00:06:55.040]  而且耶穌在變相裡面顯明的
[00:06:55.040 --> 00:06:59.960]  不是神臨在顯明
[00:06:59.960 --> 00:07:03.160]  而是耶穌作為尼塞亞
[00:07:03.160 --> 00:07:05.400]  彼得宣告你是基督
[00:07:05.400 --> 00:07:08.720]  作為尼塞亞來到這個地球上的時候
[00:07:08.720 --> 00:07:12.560]  尼塞亞將來在榮耀的角度
[00:07:12.560 --> 00:07:14.720]  耶穌作為一個人
[00:07:14.720 --> 00:07:16.680]  一個真正的人
[00:07:16.680 --> 00:07:17.920]  他的樣式
[00:07:17.920 --> 00:07:21.360]  他的榮耀是怎樣顯露出來的
[00:07:21.360 --> 00:07:23.320]  就是那個榮耀
[00:07:23.320 --> 00:07:25.240]  哥倫多前書十五章二十三節
[00:07:25.240 --> 00:07:29.720]  聖經形容耶穌是一個初熟的果子
[00:07:29.720 --> 00:07:30.840]  即是第一層
[00:07:30.840 --> 00:07:31.920]  誰先復活呢?
[00:07:31.920 --> 00:07:32.800]  耶穌
[00:07:32.800 --> 00:07:34.400]  初熟的果子
[00:07:34.400 --> 00:07:35.760]  他是首先復活的
[00:07:35.760 --> 00:07:37.760]  不過他的復活有什麼意思呢?
[00:07:37.760 --> 00:07:40.600]  對於我們這些信耶穌的人來說是很重要的
[00:07:40.600 --> 00:07:43.400]  他是我們將來的榜樣
[00:07:43.400 --> 00:07:46.960]  就是說如果我們將來復活的時候像誰呢?
[00:07:46.960 --> 00:07:48.880]  像耶穌
[00:07:48.880 --> 00:07:50.080]  所以耶穌在這裡的時候
[00:07:50.080 --> 00:07:53.440]  其實他是在向門徒分享這份榮耀
[00:07:53.440 --> 00:07:56.520]  是讓門徒先嘗一下
[00:07:56.520 --> 00:07:57.960]  英文是for taste
[00:07:57.960 --> 00:07:58.920]  即不是taste
[00:07:58.920 --> 00:08:00.160]  是先嘗一下
[00:08:00.160 --> 00:08:01.440]  你還未到的
[00:08:01.440 --> 00:08:05.880]  先嘗一嘗將來那份天堂的滋味是怎樣
[00:08:05.880 --> 00:08:08.080]  他想每一個對於我們來說
[00:08:08.080 --> 00:08:10.280]  想每一個跟隨耶穌的人都知道
[00:08:10.280 --> 00:08:14.360]  原來我們將來在天堂裡面的形象是這樣
[00:08:14.360 --> 00:08:20.280]  也就是說我跟你今天無論性格有多少缺陷
[00:08:20.280 --> 00:08:22.520]  或者身體有多少缺陷
[00:08:22.520 --> 00:08:24.000]  可能是暴躁一點
[00:08:24.000 --> 00:08:25.800]  或者是很喜歡發脾氣
[00:08:25.800 --> 00:08:28.000]  很容易生氣
[00:08:28.000 --> 00:08:30.440]  但是去到天堂的時候
[00:08:30.440 --> 00:08:33.480]  耶穌這個榮耀的生命
[00:08:33.480 --> 00:08:37.200]  就會在我們裡面顯明出來
[00:08:37.200 --> 00:08:39.240]  你看著他身邊的頂尖會跟他說一聲
[00:08:39.240 --> 00:08:44.160]  將來看著你發光
[00:08:44.160 --> 00:08:45.680]  這個很重要
[00:08:45.680 --> 00:08:47.440]  我覺得這點很重要
[00:08:47.440 --> 00:08:50.920]  保羅在《哥倫多後書》四章十七字這樣說
[00:08:50.920 --> 00:08:53.480]  我們借至暫至輕的苦楚
[00:08:53.480 --> 00:08:59.720]  為要我們成就極重無比永遠的榮耀
[00:08:59.720 --> 00:09:01.560]  那是不是我們今天就不介意受苦
[00:09:01.560 --> 00:09:02.880]  沒所謂 拿苦來受
[00:09:02.880 --> 00:09:05.960]  當然不是 哪有人拿苦來受
[00:09:05.960 --> 00:09:08.600]  聖經也沒有應許我們今天向人行善
[00:09:08.600 --> 00:09:10.160]  即是祝福人
[00:09:10.160 --> 00:09:11.400]  人家一定會聽的
[00:09:11.400 --> 00:09:13.240]  神給人有自由意志
[00:09:13.240 --> 00:09:15.240]  所以對方可以不聽
[00:09:15.240 --> 00:09:19.000]  還有你給人祝福行善
[00:09:19.000 --> 00:09:20.960]  祂可能不只是拒絕你
[00:09:20.960 --> 00:09:24.960]  還可能是惡意地對待你
[00:09:24.960 --> 00:09:29.360]  不過這一份屬天的榮耀和盼望
[00:09:29.360 --> 00:09:32.240]  就能夠幫我們去面對
[00:09:32.240 --> 00:09:34.160]  面前那種困難和挑戰
[00:09:34.160 --> 00:09:36.080]  因為你知道你跟別人說
[00:09:36.080 --> 00:09:38.000]  你想將祝福帶給別人
[00:09:38.000 --> 00:09:39.720]  祂這樣回應你
[00:09:39.720 --> 00:09:41.520]  你的心裡面真的拿著
[00:09:41.520 --> 00:09:43.600]  不過你要想起的是
[00:09:43.600 --> 00:09:46.920]  將來那份屬天的榮耀
[00:09:46.920 --> 00:09:49.120]  是預備了給你的
[00:09:49.120 --> 00:09:52.280]  耶穌的登山變相
[00:09:52.280 --> 00:09:54.240]  顯明的形象
[00:09:54.240 --> 00:09:56.000]  是告訴我們今天
[00:09:56.000 --> 00:09:56.840]  雖然我們在地上
[00:09:56.840 --> 00:09:58.720]  看我們自己也一般般
[00:09:58.720 --> 00:10:01.840]  原來預留了的
[00:10:01.840 --> 00:10:04.760]  留了一份很大的榮耀
[00:10:04.760 --> 00:10:08.040]  是將來我們在天堂裡面可以拿到的
[00:10:08.040 --> 00:10:10.680]  雖然耶穌不只是拿了一張入場券
[00:10:10.680 --> 00:10:13.160]  只是說「我到時候進不來」
[00:10:13.160 --> 00:10:14.880]  「我認識耶穌的 那我進來吧」
[00:10:14.880 --> 00:10:16.080]  不是的
[00:10:16.080 --> 00:10:18.280]  將來有一個很大的榮耀
[00:10:18.280 --> 00:10:20.360]  耶穌是完全的人
[00:10:20.360 --> 00:10:21.080]  完全的神
[00:10:21.080 --> 00:10:23.960]  祂這個榮耀的生命
[00:10:23.960 --> 00:10:26.920]  其實就是等著我們去拿
[00:10:26.920 --> 00:10:28.360]  讓我們聽清楚
[00:10:28.360 --> 00:10:30.680]  耶穌是誰
[00:10:30.680 --> 00:10:33.000]  仰望榮美的耶穌
[00:10:33.000 --> 00:10:35.760]  帶給我們一個極大的盼望
[00:10:35.760 --> 00:10:38.720]  這是第一點
[00:10:38.720 --> 00:10:39.720]  第二點
[00:10:39.720 --> 00:10:41.720]  我們聽完 究竟要聽哪一個
[00:10:41.720 --> 00:10:42.760]  要聽一下
[00:10:42.760 --> 00:10:44.480]  我們要聽什麼呢
[00:10:44.480 --> 00:10:47.400]  我們要聽什麼呢
[00:10:47.400 --> 00:10:48.600]  我們要聽的
[00:10:48.600 --> 00:10:53.560]  就是原來祂對我們有一個很大的祝福
[00:10:53.560 --> 00:10:55.080]  什麼祝福呢
[00:10:55.080 --> 00:10:56.800]  在猶太的拉比傳統裡面
[00:10:56.800 --> 00:10:57.960]  即是猶太的老師
[00:10:57.960 --> 00:11:00.320]  他們叫做拉比
[00:11:00.320 --> 00:11:01.320]  說你要聽
[00:11:01.320 --> 00:11:02.280]  聽一些東西
[00:11:02.280 --> 00:11:04.480]  他就不只是聽一下就可以了
[00:11:04.480 --> 00:11:05.640]  或者你的頭腦明白了
[00:11:05.640 --> 00:11:07.720]  哦 大概是這樣 不是這樣
[00:11:07.720 --> 00:11:10.960]  而是你聽 你還要做
[00:11:10.960 --> 00:11:14.680]  所以當天父向門徒說
[00:11:14.680 --> 00:11:17.560]  你們要聽他的時候
[00:11:17.560 --> 00:11:19.000]  其實是要求門徒
[00:11:19.000 --> 00:11:21.280]  不只是聽耶穌
[00:11:21.280 --> 00:11:25.400]  是要求門徒跟隨和效法耶穌的榜樣
[00:11:25.400 --> 00:11:27.320]  學耶穌一樣
[00:11:27.320 --> 00:11:32.480]  這個和《新約聖經》所說的很吻合
[00:11:32.480 --> 00:11:33.960]  因為有些事情
[00:11:33.960 --> 00:11:35.920]  你聽了是不明白的
[00:11:35.920 --> 00:11:37.120]  你一定要做出來
[00:11:37.120 --> 00:11:40.000]  你才能夠明白你所做的事情是怎樣
[00:11:40.000 --> 00:11:42.200]  那麼耶穌的榜樣是什麼呢
[00:11:42.200 --> 00:11:42.880]  耶穌的榜樣
[00:11:42.880 --> 00:11:43.800]  啊 行 我知道
[00:11:43.800 --> 00:11:46.280]  耶穌的榜樣就是在天上發光
[00:11:46.280 --> 00:11:48.800]  那我就學一下耶穌在天上發光
[00:11:48.800 --> 00:11:49.760]  我只是上山而已
[00:11:49.760 --> 00:11:50.320]  我就不下來
[00:11:50.320 --> 00:11:51.640]  不是 不是 不是
[00:11:51.640 --> 00:11:54.080]  耶穌不只是在天上享受榮華
[00:11:54.080 --> 00:11:55.840]  我讀一段你們很熟悉的經文給你們聽
[00:11:55.840 --> 00:11:58.880]  《斐拉比書》二章六到八節
[00:11:58.880 --> 00:12:01.320]  他本有神的形象
[00:12:01.320 --> 00:12:03.120]  與神同等
[00:12:03.120 --> 00:12:07.240]  卻不認為這同等要抓住不放
[00:12:07.240 --> 00:12:09.040]  反而倒空自己
[00:12:09.040 --> 00:12:11.120]  取了奴僕的形象
[00:12:11.120 --> 00:12:12.960]  成為人的模樣
[00:12:12.960 --> 00:12:14.400]  既有人的樣子
[00:12:14.400 --> 00:12:16.360]  就至今卑微
[00:12:16.360 --> 00:12:17.720]  馴服至死
[00:12:17.720 --> 00:12:20.560]  甚至死在十字架上
[00:12:20.560 --> 00:12:25.520]  這是新漢語譯本的翻譯
[00:12:25.520 --> 00:12:28.400]  耶穌沒有接受彼得的提議
[00:12:28.400 --> 00:12:29.760]  彼得其實也不知道自己在說什麼
[00:12:29.760 --> 00:12:33.120]  剛剛前面才說「你是基督」
[00:12:33.120 --> 00:12:34.960]  接著在第九章的時候就說
[00:12:34.960 --> 00:12:36.200]  「拉比」
[00:12:36.200 --> 00:12:37.160]  即是老師
[00:12:37.160 --> 00:12:37.800]  「拉比」
[00:12:37.800 --> 00:12:39.240]  我們在這裡建三座棚
[00:12:39.240 --> 00:12:40.680]  前面才認耶穌是主
[00:12:40.680 --> 00:12:41.960]  是基督
[00:12:41.960 --> 00:12:43.080]  是尼塞亞
[00:12:43.080 --> 00:12:44.920]  接著就說「拉比」
[00:12:44.920 --> 00:12:46.960]  彼得其實不太知道自己在說什麼
[00:12:46.960 --> 00:12:48.760]  但是耶穌沒有按彼得的建議
[00:12:48.760 --> 00:12:50.200]  在山上搭三座棚
[00:12:50.200 --> 00:12:52.560]  而是選擇登山變相之後
[00:12:52.560 --> 00:12:54.240]  與門徒一起下山
[00:12:54.240 --> 00:12:56.160]  好像科林書其他的記載一樣
[00:12:56.160 --> 00:12:58.280]  去幫助有需要的人
[00:12:58.280 --> 00:12:59.960]  第九章接著就說
[00:12:59.960 --> 00:13:05.680]  耶穌去幫助被污穢所負的孩子
[00:13:05.680 --> 00:13:07.800]  耶穌期望我們跟祂一樣
[00:13:07.800 --> 00:13:11.680]  都是走進去一些有需要的群體裡面
[00:13:11.680 --> 00:13:15.000]  不要停留在風平浪靜的屬靈高峰
[00:13:15.000 --> 00:13:16.400]  回來敬拜很開心
[00:13:16.400 --> 00:13:17.040]  很棒
[00:13:17.040 --> 00:13:18.080]  Hallelujah
[00:13:18.080 --> 00:13:19.280]  這些都是要的
[00:13:19.280 --> 00:13:19.880]  需要的
[00:13:19.880 --> 00:13:20.600]  重要的
[00:13:20.600 --> 00:13:22.080]  非常重要
[00:13:22.080 --> 00:13:26.200]  但是當你看到山下狂風暴浪的時候
[00:13:26.200 --> 00:13:30.480]  那裡才是真正需要你的地方
[00:13:30.480 --> 00:13:32.680]  我們同福堂服侍兩年了
[00:13:32.680 --> 00:13:35.400]  我很欣賞同福堂的頂姐妹
[00:13:35.400 --> 00:13:37.360]  因為你們真的很值得稱讚
[00:13:37.360 --> 00:13:38.640]  你稱讚一下你身邊的頂姐妹
[00:13:38.640 --> 00:13:40.760]  你真的很值得稱讚
[00:13:40.760 --> 00:13:43.640]  稱讚什麼呢
[00:13:43.640 --> 00:13:45.440]  同福堂很多的侍工
[00:13:45.440 --> 00:13:49.800]  是真的嘗試去到一些有需要的人的生命裡面
[00:13:49.800 --> 00:13:51.400]  李星小學的服侍
[00:13:51.400 --> 00:13:53.600]  剛才播同兒童之家的服侍
[00:13:53.600 --> 00:13:57.240]  尖尖侍工 光明之子
[00:13:57.240 --> 00:14:01.640]  這些都是教會嘗試實踐耶穌的愛
[00:14:01.640 --> 00:14:04.560]  走到有需要的人的生命裡面
[00:14:04.560 --> 00:14:05.880]  不過如果你已經習慣了
[00:14:05.880 --> 00:14:07.480]  哦 又是這些
[00:14:07.480 --> 00:14:09.080]  咦 又來了
[00:14:09.080 --> 00:14:12.320]  如果你已經習慣了只看
[00:14:12.320 --> 00:14:14.760]  知不知道什麼叫CD-ROM
[00:14:14.760 --> 00:14:16.560]  就是只讀
[00:14:16.560 --> 00:14:17.560]  只看而已
[00:14:17.560 --> 00:14:20.160]  就是不會特別行動的話
[00:14:20.160 --> 00:14:21.600]  那我想跟你說
[00:14:21.600 --> 00:14:24.720]  今天我挑戰你
[00:14:24.720 --> 00:14:27.240]  如果你有時間
[00:14:27.240 --> 00:14:29.920]  如果你有能力
[00:14:29.920 --> 00:14:34.680]  我挑戰你找一個這些侍工去參與
[00:14:34.680 --> 00:14:36.360]  直接走下去
[00:14:36.360 --> 00:14:38.520]  看看這些有需要的群體
[00:14:38.520 --> 00:14:39.680]  直接看看
[00:14:39.680 --> 00:14:42.880]  究竟他們需要的是什麼
[00:14:42.880 --> 00:14:44.960]  當然你不一定要參加同福堂
[00:14:44.960 --> 00:14:46.360]  甚至你不需要參加
[00:14:46.360 --> 00:14:47.880]  一定要參加同福堂的服侍
[00:14:47.880 --> 00:14:48.840]  不過重點是
[00:14:48.840 --> 00:14:51.640]  不要讓我們的信仰停留在山上
[00:14:51.640 --> 00:14:53.520]  屬天這些屬靈的經驗裡面
[00:14:53.520 --> 00:14:54.720]  這些都是好的
[00:14:54.720 --> 00:14:57.040]  但是耶穌的榜樣告訴我們
[00:14:57.040 --> 00:15:00.760]  上山是為了下山的
[00:15:00.760 --> 00:15:02.520]  上山登山變相
[00:15:02.520 --> 00:15:04.720]  是為了和門徒一起下山
[00:15:04.720 --> 00:15:09.160]  面對那個癲癇的孩子
[00:15:09.160 --> 00:15:12.720]  但知不知道當我們聽耶穌的吩咐去做的時候
[00:15:12.720 --> 00:15:16.120]  我們自己又會有什麼改變呢
[00:15:16.120 --> 00:15:18.880]  沒有了 不是這個意思
[00:15:18.880 --> 00:15:20.920]  我們一起看看聖經裡面怎麼說
[00:15:20.920 --> 00:15:22.720]  我們剛才說到第二節
[00:15:22.720 --> 00:15:25.760]  耶穌說在山上登山變相
[00:15:25.760 --> 00:15:27.480]  變了形象這個字
[00:15:27.480 --> 00:15:29.080]  原文還有另一個解釋
[00:15:29.080 --> 00:15:32.560]  就是說將事物原本的特質
[00:15:32.560 --> 00:15:36.160]  從裡面改變過來
[00:15:36.160 --> 00:15:38.320]  這個字在新約裡面
[00:15:38.320 --> 00:15:40.680]  還有兩節經文出現過
[00:15:40.680 --> 00:15:43.240]  分別是羅馬書十二章二節
[00:15:43.240 --> 00:15:47.560]  和哥林多後書三章十八節
[00:15:47.560 --> 00:15:50.800]  不如我們先讀一讀羅馬書十二章二節
[00:15:50.800 --> 00:15:52.440]  預備一二三
[00:15:52.440 --> 00:15:57.440]  「不要效法者的世界,只要心意更新而變化」
[00:15:57.440 --> 00:16:03.120]  「只要心意更新而變化,只要心意更新而變化」
[00:16:03.120 --> 00:16:05.400]  不要效法者的世界
[00:16:05.400 --> 00:16:07.920]  只要心意更新而變化
[00:16:07.920 --> 00:16:11.920]  變化這個字就是登山變相
[00:16:11.920 --> 00:16:15.960]  耶穌改變的那個字
[00:16:15.960 --> 00:16:17.480]  我們要聽什麼呢
[00:16:17.480 --> 00:16:20.400]  神想我們要聽什麼呢
[00:16:20.400 --> 00:16:23.600]  羅馬書十二章這一節的經文
[00:16:23.600 --> 00:16:25.480]  第一句我有見過另一個翻譯
[00:16:25.480 --> 00:16:26.400]  我覺得很有意思
[00:16:26.400 --> 00:16:31.240]  他說不要被這個時代所塑造
[00:16:31.240 --> 00:16:34.280]  這個時代這個社會對我們有很多的期望
[00:16:34.280 --> 00:16:35.360]  有很多的要求
[00:16:35.360 --> 00:16:36.560]  有很多的習慣
[00:16:36.560 --> 00:16:39.520]  有很多的想法
[00:16:39.520 --> 00:16:43.400]  女孩子一定要這樣的身形才叫漂亮
[00:16:43.400 --> 00:16:48.040]  男孩子一定要賺到錢才叫成功
[00:16:48.040 --> 00:16:52.480]  小朋友一定要讀書厲害才叫厲害
[00:16:52.480 --> 00:16:55.160]  我們這個世界有很多的意識形態
[00:16:55.160 --> 00:16:56.920]  有很多的想法
[00:16:56.920 --> 00:17:00.720]  有很多的習慣塑造著我們
[00:17:00.720 --> 00:17:03.520]  耶穌說你要聽
[00:17:03.520 --> 00:17:04.400]  聽什麼呢
[00:17:04.400 --> 00:17:07.280]  就是不要聽這個世界所說的話
[00:17:07.280 --> 00:17:09.160]  不要聽這個世界所說的話
[00:17:09.160 --> 00:17:12.760]  還要心意更新而變化
[00:17:12.760 --> 00:17:14.400]  當你心意更新而變化的時候
[00:17:14.400 --> 00:17:15.560]  你就可以知道了
[00:17:15.560 --> 00:17:16.440]  知道什麼呢
[00:17:16.440 --> 00:17:18.960]  什麼是神的善良
[00:17:18.960 --> 00:17:20.600]  神的純全
[00:17:20.600 --> 00:17:23.200]  神的可喜悅
