
[00:00:00.000 --> 00:00:03.500]  好 弟兄姊妹 今天跟大家分享的題目是
[00:02:49.800 --> 00:02:51.840]  在元宇宙買了房
[00:02:52.680 --> 00:02:54.920]  我不曉得這個房是怎麼樣買的
[00:02:54.920 --> 00:02:56.440]  能不能住人
[00:02:56.440 --> 00:02:59.000]  但是也聽說他是花了不少的錢
[00:02:59.000 --> 00:02:59.920]  八十萬
[00:02:59.920 --> 00:03:02.240]  在元宇宙裡面買了房
[00:03:02.240 --> 00:03:04.560]  什麼是元宇宙呢
[00:03:04.560 --> 00:03:08.280]  元宇宙也稱為後攝宇宙
[00:03:08.280 --> 00:03:10.280]  或者是形上宇宙
[00:03:10.280 --> 00:03:13.680]  或者有人也叫做超感的空間
[00:03:13.680 --> 00:03:15.120]  其實這個
[00:03:15.120 --> 00:03:20.840]  是有兩個字合在一起的
[00:03:21.000 --> 00:03:24.920]  就是有超級還有宇宙
[00:03:24.920 --> 00:03:26.160]  英文就是
[00:03:26.160 --> 00:03:27.680]  Metaverse
[00:03:27.680 --> 00:03:30.720]  Meta就是比較超越的意思
[00:03:30.720 --> 00:03:33.760]  然後verse他就是用了代表Universe
[00:03:33.760 --> 00:03:35.280]  就是代表宇宙
[00:03:35.280 --> 00:03:37.600]  兩個字合起來的意思就是
[00:03:37.600 --> 00:03:39.920]  超越的宇宙
[00:03:39.920 --> 00:03:41.440]  也就是說
[00:03:41.440 --> 00:03:44.600]  這是一個平行於現實世界運行的
[00:03:44.600 --> 00:03:46.400]  一個營造的空間
[00:03:46.400 --> 00:03:50.000]  其實就是互聯網的下一個的階段了
[00:03:50.160 --> 00:03:52.080]  可以由AI或者是
[00:03:52.080 --> 00:03:55.080]  應該是由AR或者是VR
[00:03:55.080 --> 00:03:56.960]  或者是3D的技術
[00:03:56.960 --> 00:04:00.800]  一起來支持的一個虛擬的世界
[00:04:00.800 --> 00:04:06.400]  人們是可以通過虛擬的這種眼鏡
[00:04:06.400 --> 00:04:08.000]  如果你有玩過這種
[00:04:08.000 --> 00:04:10.000]  3D的遊戲
[00:04:10.000 --> 00:04:12.640]  你就知道戴那種虛擬的
[00:04:12.640 --> 00:04:14.960]  現實眼鏡或者是
[00:04:14.960 --> 00:04:17.080]  增強的眼鏡
[00:04:17.080 --> 00:04:19.240]  或者是其他的一些電子的設備
[00:04:19.400 --> 00:04:21.680]  你就可以進入這個虛擬的空間
[00:04:21.680 --> 00:04:24.280]  當你進入了這個虛擬空間的時候
[00:04:24.280 --> 00:04:25.840]  你會發現有些時候
[00:04:25.840 --> 00:04:30.800]  真的跟虛幻的很難去分辨
[00:04:30.800 --> 00:04:32.320]  什麼是真的
[00:04:32.320 --> 00:04:33.640]  什麼是虛幻的
[00:04:33.640 --> 00:04:37.760]  可能在那個世界裡面沒有辦法去分辨
[00:04:37.760 --> 00:04:40.120]  所以讓我想到在
[00:04:40.120 --> 00:04:42.520]  《紅樓夢》裡面有一句話說
[00:04:42.520 --> 00:04:44.240]  假作真實
[00:04:44.240 --> 00:04:45.520]  真亦假
[00:04:45.520 --> 00:04:47.080]  無為有處
[00:04:47.080 --> 00:04:48.200]  有還無
[00:04:48.320 --> 00:04:50.120]  有些時候真真假假
[00:04:50.120 --> 00:04:51.800]  虛虛幻幻
[00:04:51.800 --> 00:04:53.440]  你根本分不清楚
[00:04:53.440 --> 00:04:56.640]  那對於耶穌基督的身份
[00:04:56.640 --> 00:05:00.360]  其實對約翰那個時代的人來講
[00:05:00.360 --> 00:05:03.840]  很多人也是不太清楚
[00:05:03.840 --> 00:05:05.960]  或者是充滿了很多的爭議
[00:05:05.960 --> 00:05:08.720]  究竟耶穌是神還是人呢
[00:05:08.720 --> 00:05:11.960]  或者說祂是半神半人
[00:05:11.960 --> 00:05:13.840]  還是說祂真的就是
[00:05:13.840 --> 00:05:17.120]  既是完全的神也是完全的人呢
[00:05:18.080 --> 00:05:20.880]  對於耶穌的這種很特別的身份
[00:05:20.880 --> 00:05:23.600]  在當時也來很多的爭議
[00:05:23.600 --> 00:05:25.080]  那也有很多的異端
[00:05:25.080 --> 00:05:26.640]  他們有自己的學說
[00:05:26.640 --> 00:05:30.400]  那對正統的信仰帶來很多的衝擊
[00:05:30.400 --> 00:05:32.200]  所以在那個時候
[00:05:32.200 --> 00:05:33.360]  約翰
[00:05:33.360 --> 00:05:35.560]  他寫這封的書信
[00:05:35.560 --> 00:05:37.320]  其中一個很重要的目的
[00:05:37.320 --> 00:05:41.040]  也是要對付這些的異端學說
[00:05:41.040 --> 00:05:42.200]  所以一開始
[00:05:42.200 --> 00:05:44.600]  我們在講這段經文之前
[00:05:44.760 --> 00:05:49.080]  我們先得要瞭解這個約翰書信的寫作的一些背景
[00:05:49.080 --> 00:05:53.760]  當時寫約翰一書的時候
[00:05:53.760 --> 00:05:56.000]  大概是第一世紀末的時候
[00:05:56.000 --> 00:05:59.440]  那當時在整個亞細亞的一帶
[00:05:59.440 --> 00:06:03.640]  所有的教會基本上他們都受到異端的影響
[00:06:03.640 --> 00:06:08.120]  而且也有不少的假教師在那時候出現
[00:06:08.120 --> 00:06:12.080]  所以我們看到約翰他寫這封的書信
[00:06:12.080 --> 00:06:15.800]  其實有點充滿了護教的色彩
[00:06:15.800 --> 00:06:18.360]  當異端的思想入侵的時候
[00:06:18.360 --> 00:06:22.080]  其實給教會的內部帶來很多的張力
[00:06:22.080 --> 00:06:23.560]  也帶來一些的危機
[00:06:23.560 --> 00:06:27.000]  所以約翰學這封的書信
[00:06:27.000 --> 00:06:29.120]  主要就是針對這些異端
[00:06:29.120 --> 00:06:30.120]  而這個異端
[00:06:30.120 --> 00:06:35.680]  主要是受早期的諾斯底主義所影響
[00:06:35.680 --> 00:06:40.640]  諾斯底主義在當時是非常流行的一種
[00:06:41.160 --> 00:06:42.360]  異端的思潮
[00:06:42.360 --> 00:06:48.560]  諾斯底主義主要產生了兩個流派
[00:06:48.560 --> 00:06:51.200]  第一是幻影說
[00:06:51.200 --> 00:06:54.440]  第二個就是色林陀主義
[00:06:54.440 --> 00:07:01.720]  這兩個流派究竟主張一些什麼呢
[00:07:01.720 --> 00:07:04.160]  首先我們要明白諾斯底
[00:07:04.160 --> 00:07:08.040]  他究竟是怎樣的一種思潮
[00:07:08.560 --> 00:07:12.760]  諾斯底主義其實是在第一世紀末出現
[00:07:12.760 --> 00:07:17.200]  但是它主要流行是在第二世紀和第三世紀
[00:07:17.200 --> 00:07:20.960]  它主要是由兩方面的主張
[00:07:20.960 --> 00:07:23.320]  一方面就是二元論
[00:07:23.320 --> 00:07:30.560]  就是講到這個世界其實是分成兩個的方面
[00:07:30.560 --> 00:07:34.280]  認為至高的神其實是純靈的
[00:07:34.280 --> 00:07:37.240]  祂住在淨光之中是至善的
[00:07:37.520 --> 00:07:40.200]  祂跟黑暗的世界是互相對抗
[00:07:40.200 --> 00:07:41.480]  互不混淆的
[00:07:41.480 --> 00:07:46.280]  但是物質的世界卻不是由最高的神創造的
[00:07:46.280 --> 00:07:49.680]  乃是由這種次等神來創造的
[00:07:49.680 --> 00:07:53.600]  次等神並不認識這個至高神
[00:07:53.600 --> 00:07:59.640]  在世上的人也分為靈體二元
[00:07:59.640 --> 00:08:03.360]  只有少數的人他心裡面有這種智慧的光芒
[00:08:03.400 --> 00:08:08.560]  但是他需要一位救主來救他們脫離罪惡的世界
[00:08:08.560 --> 00:08:12.760]  另外他們也主張靠神秘的知識來得救
[00:08:12.760 --> 00:08:17.240]  所以諾斯底本來的意思就是知識
[00:08:17.240 --> 00:08:21.320]  他也主張靠神秘的知識來得救
[00:08:21.320 --> 00:08:25.480]  而這種知識不是所有的人都可以獲得的
[00:08:25.480 --> 00:08:31.360]  這種知識也是要靠一個救贖者來幫助他們獲得
[00:08:31.880 --> 00:08:36.160]  那當然他們也認為這個救贖者是耶穌
[00:08:36.160 --> 00:08:40.920]  不過他們所認識的耶穌或者是他們所理解的耶穌
[00:08:40.920 --> 00:08:44.000]  跟我們現在所理解的耶穌不一樣
[00:08:44.000 --> 00:08:49.560]  他們所認為的那個耶穌是沒有具體的血肉的身體的
[00:08:49.560 --> 00:08:51.080]  祂只是一個靈體
[00:08:51.080 --> 00:08:56.840]  所以由諾斯底主義就產生出來主要兩個的流派
[00:08:56.840 --> 00:08:58.240]  第一個是幻影說
[00:08:58.400 --> 00:09:02.480]  幻影說他們主張物質是邪惡的
[00:09:02.480 --> 00:09:04.840]  靈界才是良善的
[00:09:04.840 --> 00:09:09.160]  所以他們認為肉身如果是屬於肉體的話
[00:09:09.160 --> 00:09:11.280]  那它就是邪惡的
[00:09:11.280 --> 00:09:17.800]  絕不會是上帝成了肉身
[00:09:17.800 --> 00:09:19.640]  如果是上帝成了肉身的話
[00:09:19.640 --> 00:09:23.360]  那豈不是等於說上帝祂成為邪惡嗎
[00:09:23.360 --> 00:09:26.880]  所以他們是很難相信或者很難接受
[00:09:27.080 --> 00:09:30.120]  耶穌基督道成肉身這個事實
[00:09:30.120 --> 00:09:33.440]  他們認為不可能因為肉體是邪惡的
[00:09:33.440 --> 00:09:38.480]  至善的神不可能成為邪惡的肉體而存在
[00:09:38.480 --> 00:09:42.960]  所以他們認為基督只是像有肉體存在
[00:09:42.960 --> 00:09:46.840]  而不是真正有血肉的身體
[00:09:46.840 --> 00:09:52.480]  所以他們認為耶穌基督其實是一個沒有實體的幻影
[00:09:52.480 --> 00:09:53.600]  就是沒有實體
[00:09:53.600 --> 00:09:54.600]  祂是一個幻影
[00:09:54.960 --> 00:09:58.720]  沒有實體這個字眼我們現在在疫情當中
[00:09:58.720 --> 00:10:00.400]  我們會相當熟悉
[00:10:00.400 --> 00:10:03.280]  我們整天都說現在沒有實體的聚會
[00:10:03.280 --> 00:10:06.280]  我們現在只是在網上的聚會
[00:10:06.280 --> 00:10:10.640]  這個就是他們認為的沒有實體
[00:10:10.640 --> 00:10:12.360]  所以叫做幻影派
[00:10:12.360 --> 00:10:14.840]  那第二個流派是聖靈佗主義
[00:10:14.840 --> 00:10:19.720]  他們強調耶穌祂是一個有血有肉的人
[00:10:19.720 --> 00:10:22.200]  但是祂只是一個人而已
[00:10:22.200 --> 00:10:24.640]  當祂受洗的時候
[00:10:25.200 --> 00:10:28.400]  基督的靈才臨到祂
[00:10:28.400 --> 00:10:30.960]  也就是說耶穌祂本來就是一個人而已
[00:10:30.960 --> 00:10:33.280]  不過當祂受洗的時候
[00:10:33.280 --> 00:10:35.200]  就是有聖善的靈
[00:10:35.200 --> 00:10:36.880]  就是基督的靈臨到祂
[00:10:36.880 --> 00:10:39.440]  而當祂上十字架的時候
[00:10:39.440 --> 00:10:42.320]  這個靈又離開了基督
[00:10:42.320 --> 00:10:46.520]  所以神聖的基督祂並沒有受苦
[00:10:46.520 --> 00:10:50.440]  祂只是一個純粹的屬靈的存在
[00:10:50.440 --> 00:10:52.880]  這個是聖靈佗主義
[00:10:53.040 --> 00:10:58.880]  他們認為耶穌的神性只是在某一個時段裡面存在
[00:10:58.880 --> 00:11:02.400]  就是從祂受洗以後到祂上十字架這段時間
[00:11:02.400 --> 00:11:05.000]  上十字架以後這個靈又離開了
[00:11:05.000 --> 00:11:10.680]  所以這兩個異端當時在教會裡面產生很大的一些影響
[00:11:10.680 --> 00:11:16.720]  約翰他寫書信也是正面臨諾斯底主義的挑戰
[00:11:16.720 --> 00:11:19.800]  他希望透過這封書信
[00:11:19.800 --> 00:11:23.920]  可以達到兩個目的
[00:11:23.920 --> 00:11:26.960]  一方面就是揭發假的教師
[00:11:26.960 --> 00:11:31.600]  另一方面就是讓基督徒對救恩能夠更加的堅定
[00:11:31.600 --> 00:11:35.120]  可以在信仰裡面扎根
[00:11:35.120 --> 00:11:40.480]  所以整個的一章的第一到四節
[00:11:40.480 --> 00:11:43.480]  只是其中的一個序言而已
[00:11:43.480 --> 00:11:46.280]  今天我們就來看這個序言
[00:11:46.280 --> 00:11:49.520]  我會分幾點來看
[00:11:50.760 --> 00:11:57.080]  第一就是講到生命之道是先存永在的
[00:11:57.080 --> 00:11:58.560]  第一節這麼講
[00:11:58.560 --> 00:12:01.920]  論道從起初原有的生命之道
[00:12:01.920 --> 00:12:08.400]  就是我們所聽見、所看見、親眼看過、親手摸過的
[00:12:08.400 --> 00:12:13.040]  這裡提到一個關鍵詞叫做生命之道
[00:12:13.040 --> 00:12:16.760]  那究竟生命之道是指什麼呢?
[00:12:16.760 --> 00:12:19.960]  我們在讀這一節的時候
[00:12:19.960 --> 00:12:22.880]  可能很快就會想到另一節的經文
[00:12:22.880 --> 00:12:24.880]  也是約翰所寫的
[00:12:24.880 --> 00:12:29.760]  在約翰福音裡面的第一章第一節裡面講到太初有道
[00:12:29.760 --> 00:12:31.960]  這個寫法真的很像
[00:12:31.960 --> 00:12:36.880]  他們兩卷書的風格也非常的一致
[00:12:36.880 --> 00:12:40.360]  所以在這裡他講到生命之道
[00:12:40.360 --> 00:12:42.160]  我們馬上就可以聯想到
[00:12:42.160 --> 00:12:45.880]  在約翰福音裡面講到的太初有道的那個道
[00:12:45.880 --> 00:12:49.880]  所以有解經家認為這個生命之道
[00:12:49.880 --> 00:12:52.760]  其實就是指耶穌基督他本身
[00:12:52.760 --> 00:12:57.280]  但是也有一些的解經家他們認為
[00:12:57.280 --> 00:13:02.880]  這個生命之道有可能也是指有關耶穌基督的信息
[00:13:02.880 --> 00:13:04.880]  就是指福音
[00:13:04.880 --> 00:13:07.680]  所以我們常常說的這個整個的福音
[00:13:07.680 --> 00:13:10.680]  就是有關耶穌基督的信息
[00:13:10.680 --> 00:13:15.880]  不過按照希臘文原文的這個文法
[00:13:15.880 --> 00:13:20.480]  這裡用了一個中性的關係的代名詞
[00:13:20.480 --> 00:13:25.080]  這個代名詞在中文的和合本裡面沒有直接翻譯出來
[00:13:25.080 --> 00:13:29.080]  但是在英文卻有翻譯成that which
[00:13:29.080 --> 00:13:33.080]  所以可以理解為
[00:13:33.080 --> 00:13:37.080]  這個生命之道有可能是指這個福音信息
[00:13:37.080 --> 00:13:39.080]  而不是指一個人
[00:13:39.080 --> 00:13:41.080]  不過不管怎麼樣
[00:13:41.080 --> 00:13:44.080]  當這裡提到生命之道的時候
[00:13:44.080 --> 00:13:46.080]  我們馬上就會聯想到
[00:13:46.080 --> 00:13:48.080]  耶穌基督他本人
[00:13:48.080 --> 00:13:53.080]  就是像在約翰福音裡面所講的道和生命
[00:13:53.080 --> 00:13:57.080]  我們還記得耶穌基督自己也曾經說過
[00:13:57.080 --> 00:14:01.080]  我就是道路、真理、生命
[00:14:01.080 --> 00:14:04.080]  所以我們也可以這麼理解
[00:14:04.080 --> 00:14:06.080]  約翰的這個開場白
[00:14:06.080 --> 00:14:09.080]  在第一節的裡面
[00:14:09.080 --> 00:14:12.080]  我們可以同時想到福音
[00:14:12.080 --> 00:14:18.080]  也可以同時聚焦在那一位福音的本身
[00:14:18.080 --> 00:14:20.080]  或者是福音的主角
[00:14:20.080 --> 00:14:23.080]  就是耶穌基督他自己
[00:14:23.080 --> 00:14:29.080]  在這裡生命之道它的重點是在生命
[00:14:29.080 --> 00:14:31.080]  而不是在這個道
[00:14:31.080 --> 00:14:35.080]  因此我們會看到在下面的經文裡面
[00:14:35.080 --> 00:14:38.080]  他反覆地在講這個生命如何
[00:14:38.080 --> 00:14:40.080]  特別在括號裡面
[00:14:40.080 --> 00:14:42.080]  第二節他是用括號括起來
[00:14:42.080 --> 00:14:46.080]  其實他是在補充說明第一節的內容
[00:14:46.080 --> 00:14:47.080]  所以在第二節一開始就說
[00:14:47.080 --> 00:14:50.080]  這生命已經顯明出來
[00:14:50.080 --> 00:14:52.080]  所以我們可以看得出來
[00:14:52.080 --> 00:14:56.080]  生命之道他所要強調的重點是這個生命
[00:14:56.080 --> 00:14:57.080]  這個生命是誰呢?
[00:14:57.080 --> 00:14:58.080]  剛才我們也提到
[00:14:58.080 --> 00:15:00.080]  耶穌他自己就講過
[00:15:00.080 --> 00:15:04.080]  我就是道路、真理、生命
[00:15:04.080 --> 00:15:08.080]  就是耶穌基督他自己
[00:15:08.080 --> 00:15:13.080]  而在生命之道前面還加了一個修飾詞
[00:15:13.080 --> 00:15:18.080]  這個詞是叫做從起初原有
[00:15:18.080 --> 00:15:21.080]  從起初的意思就是
[00:15:21.080 --> 00:15:26.080]  真的像約翰福音所講的太初
[00:15:26.080 --> 00:15:30.080]  太初不是講創造開始的時候
[00:15:30.080 --> 00:15:32.080]  乃是在創造之前
[00:15:32.080 --> 00:15:34.080]  沒有世界之前
[00:15:34.080 --> 00:15:35.080]  其實他就已經存在
[00:15:35.080 --> 00:15:39.080]  這個是講到這個生命的永恆性
[00:15:39.080 --> 00:15:42.080]  也是講到耶穌基督他的永恆性
[00:15:42.080 --> 00:15:47.080]  他是一個先存永在的生命
[00:15:47.080 --> 00:15:49.080]  這個是他的特質
[00:15:49.080 --> 00:15:52.080]  所以從起初原有這四個字
[00:15:52.080 --> 00:15:54.080]  我們就可以看得出來
[00:15:54.080 --> 00:15:57.080]  他是自有永有
[00:15:57.080 --> 00:16:01.080]  也可以說是先存永在的
[00:16:01.080 --> 00:16:03.080]  從起初這三個字
[00:16:03.080 --> 00:16:05.080]  其實就可以讓我們知道
[00:16:05.080 --> 00:16:08.080]  福音或者是耶穌基督
[00:16:08.080 --> 00:16:12.080]  他的拯救不是一種補救的方法
[00:16:12.080 --> 00:16:15.080]  乃是一直都在神的計畫裡面
[00:16:15.080 --> 00:16:20.080]  這個不是說當人類墮落犯罪了以後
[00:16:20.080 --> 00:16:23.080]  上帝就有一個補救的方法
[00:16:23.080 --> 00:16:24.080]  其實不是這樣
[00:16:24.080 --> 00:16:26.080]  因為這個是從創世之前
[00:16:26.080 --> 00:16:28.080]  從起初就有的
[00:16:28.080 --> 00:16:31.080]  所以其實一直都是在神的計畫裡面
[00:16:31.080 --> 00:16:33.080]  所以第一點我們看到
[00:16:33.080 --> 00:16:38.080]  這個生命之道是先存永在的
[00:16:38.080 --> 00:16:41.080]  然後第二點我們可以看到
[00:16:41.080 --> 00:16:46.080]  生命之道是真實可見的
[00:16:46.080 --> 00:16:47.080]  經文裡面講
[00:16:47.080 --> 00:16:51.080]  這個生命之道是我們所聽見
[00:16:51.080 --> 00:16:54.080]  是我們所聽、所看見
[00:16:54.080 --> 00:16:57.080]  親眼看過、親手摸過的
[00:16:57.080 --> 00:17:02.080]  這個所聽見原文都是用過去式
[00:17:02.080 --> 00:17:04.080]  指已經聽過了
[00:17:04.080 --> 00:17:07.080]  所看見也是指曾經看過
[00:17:07.080 --> 00:17:12.080]  親眼看見是指非常近的距離
[00:17:12.080 --> 00:17:15.080]  很仔細的來觀察、注視過
[00:17:15.080 --> 00:17:18.080]  不是遠遠的來觀看
[00:17:18.080 --> 00:17:24.080]  乃是很近距離的來注視或者是觀察
[00:17:24.080 --> 00:17:28.080]  親手摸過就更加的近距離了
[00:17:28.080 --> 00:17:31.080]  因為是親身的接觸、經過
[00:17:31.080 --> 00:17:32.080]  那我們知道
[00:17:32.080 --> 00:17:40.080]  約翰他自己本人不只是看過、聽過、摸過
[00:17:40.080 --> 00:17:45.080]  他甚至跟耶穌基督一起生活了很長的一段時間
[00:17:45.080 --> 00:17:49.080]  他跟他有很長時間的接觸
[00:17:49.080 --> 00:17:54.080]  所以我們看到約翰所講的
[00:17:54.080 --> 00:18:01.080]  他是一個非常真實的、非常貼地的一種接觸
[00:18:01.080 --> 00:18:04.080]  我們知道有些時候我們說
[00:18:04.080 --> 00:18:09.080]  聽到好像已經不錯了
[00:18:09.080 --> 00:18:12.080]  在舊約裡面我們常常看到那些人物
[00:18:12.080 --> 00:18:14.080]  他們聽見神說話
[00:18:14.080 --> 00:18:16.080]  他們只是聽見
[00:18:16.080 --> 00:18:18.080]  不過單單只是聽見還不夠
[00:18:18.080 --> 00:18:22.080]  如果能夠看見那就更加好
[00:18:22.080 --> 00:18:25.080]  摸西他站在神的面前
[00:18:25.080 --> 00:18:28.080]  但是他不能看到神
[00:18:28.080 --> 00:18:30.080]  因為神的容光太大
[00:18:30.080 --> 00:18:32.080]  他不能直接來看見
[00:18:32.080 --> 00:18:35.080]  要用帕子來遮住他的臉
[00:18:35.080 --> 00:18:41.080]  所以能夠看見是一種很大的福氣
[00:18:41.080 --> 00:18:49.080]  或者是能夠看見更讓人可以覺得真實性非常的高
[00:18:49.080 --> 00:18:53.080]  但是能看見也不一定是真實
[00:18:53.080 --> 00:18:55.080]  或者是我們覺得不夠滿足
[00:18:55.080 --> 00:18:58.080]  今天我們可能會有更深的一種體會
[00:18:58.080 --> 00:19:03.080]  就是在疫情裡面我們沒有辦法面對面的看見
[00:19:03.080 --> 00:19:04.080]  也許你現在看見我
[00:19:04.080 --> 00:19:07.080]  但是是在網路上面看見我
[00:19:07.080 --> 00:19:09.080]  你不是站在我面前
[00:19:09.080 --> 00:19:12.080]  所以有可能你認為我是一個虛幻的人
[00:19:12.080 --> 00:19:15.080]  站在這裡我不是一個真實的存在
[00:19:15.080 --> 00:19:19.080]  因為你只是透過虛擬的網路你看到我而已
[00:19:19.080 --> 00:19:22.080]  但是如果你能夠面對面的看見我
[00:19:22.080 --> 00:19:25.080]  這種的真實性就會更高
[00:19:25.080 --> 00:19:28.080]  但是面對面的看見還不夠
[00:19:28.080 --> 00:19:32.080]  假如說你能夠跟我一起
[00:19:32.080 --> 00:19:35.080]  我們有肢體的這種接觸
[00:19:35.080 --> 00:19:37.080]  比如說我們一起握握手
[00:19:37.080 --> 00:19:38.080]  彼此問安
[00:19:38.080 --> 00:19:42.080]  這樣子這種真實性就更加強烈
[00:19:42.080 --> 00:19:45.080]  所以在這裡
[00:19:45.080 --> 00:19:49.080]  約翰他寫了三個接觸的層面
[00:19:49.080 --> 00:19:51.080]  第一就是聽見
[00:19:51.080 --> 00:19:53.080]  第二就是看見
[00:19:53.080 --> 00:19:55.080]  第三就是摸到
[00:19:55.080 --> 00:19:59.080]  這三個是有這種遞進的方式
[00:19:59.080 --> 00:20:01.080]  就是層層的加深
[00:20:01.080 --> 00:20:03.080]  這些都是證明
[00:20:03.080 --> 00:20:08.080]  道他成了肉身是住在我們中間
[00:20:08.080 --> 00:20:10.080]  真真實實的能夠看見
[00:20:10.080 --> 00:20:12.080]  可以感受得到的
[00:20:12.080 --> 00:20:14.080]  那當然在這裡呢
[00:20:14.080 --> 00:20:17.080]  約翰所講的這個
[00:20:17.080 --> 00:20:20.080]  看見、聽見還有摸過
[00:20:20.080 --> 00:20:22.080]  其實最重要的
[00:20:22.080 --> 00:20:25.080]  他要強調的是看見
[00:20:25.080 --> 00:20:27.080]  因為這個親眼目睹
[00:20:27.080 --> 00:20:30.080]  在當時來講是很重要的一個
[00:20:30.080 --> 00:20:32.080]  做見證的條件
[00:20:32.080 --> 00:20:35.080]  我們知道使徒要為耶穌基督去做見證
[00:20:35.080 --> 00:20:37.080]  他們有一個條件就是
[00:20:37.080 --> 00:20:40.080]  你要親眼看見過耶穌
[00:20:40.080 --> 00:20:42.080]  那如果你跟他有
[00:20:42.080 --> 00:20:44.080]  一起來生活過一段時間
[00:20:44.080 --> 00:20:45.080]  跟隨過耶穌
[00:20:45.080 --> 00:20:48.080]  那就更加的有資格
[00:20:48.080 --> 00:20:50.080]  為耶穌基督來做見證
[00:20:50.080 --> 00:20:52.080]  所以在這裡呢
[00:20:52.080 --> 00:20:55.080]  約翰為什麼會這樣講呢
[00:20:55.080 --> 00:20:57.080]  說他聽見又看見
