
[00:00:00.000 --> 00:00:05.640]  主明問候弟兄姊妹平安
[00:03:11.640 --> 00:03:15.120]  我就想有一個先頭的序文
[00:03:15.120 --> 00:03:17.520]  先講一下序文
[00:03:17.520 --> 00:03:19.440]  序文通常就要告訴大家
[00:03:19.440 --> 00:03:20.880]  我們要明白這段聖經
[00:03:20.880 --> 00:03:24.360]  一定要知道當時的背景文化
[00:03:24.360 --> 00:03:27.920]  序文來講我們要明白當時的宗教和文化
[00:03:27.920 --> 00:03:32.200]  這個今天的經文是很重
[00:03:32.200 --> 00:03:37.560]  是對著當時很重的加南人的文化神觀來講的
[00:03:37.560 --> 00:03:43.200]  這段經文是很重點看加南人的文化觀念
[00:03:43.200 --> 00:03:45.320]  其實不只是在列王記
[00:03:45.320 --> 00:03:46.520]  不只是在列王記
[00:03:46.520 --> 00:03:48.120]  在撒慕爾記也有的
[00:03:48.120 --> 00:03:49.240]  在撒慕爾記一樣
[00:03:49.240 --> 00:03:53.800]  因為以色列人入到加南地
[00:03:53.800 --> 00:03:57.800]  深受加南文化影響
[00:03:57.800 --> 00:04:02.320]  等於今天我們在北美洲
[00:04:02.320 --> 00:04:07.360]  也都受北美的文化影響
[00:04:07.360 --> 00:04:11.200]  這些文化天天新
[00:04:11.200 --> 00:04:12.680]  我最近聽到可能已經傳出
[00:04:12.680 --> 00:04:20.280]  現在流行的這些加南風格
[00:04:20.280 --> 00:04:23.560]  每天都有新鮮的
[00:04:23.560 --> 00:04:31.040]  人很難不受環境影響
[00:04:31.040 --> 00:04:33.120]  在以色列人入到加南
[00:04:33.120 --> 00:04:40.200]  一樣受到加南文化影響
[00:04:40.200 --> 00:04:43.640]  不只是在平民
[00:04:43.640 --> 00:04:47.440]  做王的也深受這些影響
[00:04:47.440 --> 00:04:54.920]  加南人的王受加南文化不在話下
[00:04:54.920 --> 00:04:57.720]  上帝的子民以色列
[00:04:57.720 --> 00:05:05.960]  他們的王約蘭也都深受加南人文化影響
[00:05:05.960 --> 00:05:09.920]  尤其是他的父親阿哈
[00:05:09.920 --> 00:05:14.760]  我講了好多次阿哈
[00:05:14.760 --> 00:05:18.000]  怎樣深受影響
[00:05:18.000 --> 00:05:20.760]  耶和華是上帝
[00:05:20.760 --> 00:05:23.240]  巴蒂也是上帝
[00:05:23.240 --> 00:05:26.000]  大家都一樣
[00:05:26.000 --> 00:05:29.560]  先知以利亞一生
[00:05:29.560 --> 00:05:30.280]  就打這場仗
[00:05:30.280 --> 00:05:33.360]  說不只是耶和華才是上帝
[00:05:33.360 --> 00:05:34.000]  我講過了
[00:05:34.000 --> 00:05:36.280]  以利亞的名字
[00:05:36.280 --> 00:05:38.120]  耶和華才是上帝
[00:05:38.120 --> 00:05:40.760]  Elijah, Yahya, Eli
[00:05:40.760 --> 00:05:43.080]  我的神是耶和華
[00:05:43.080 --> 00:05:46.360]  以利亞的名字就是我的神是耶和華
[00:05:46.360 --> 00:05:48.400]  他安名都這樣安法
[00:05:48.400 --> 00:05:50.720]  向時代挑戰
[00:05:50.720 --> 00:05:51.640]  大家聽不聽到
[00:05:51.640 --> 00:05:53.720]  有上帝的人要向時代挑戰
[00:05:53.720 --> 00:05:55.360]  不要跟潮流走
[00:05:55.360 --> 00:05:58.160]  有上帝的人是跟時代做挑戰
[00:05:58.160 --> 00:05:59.680]  不過這些是過去講過了
[00:05:59.680 --> 00:06:01.680]  我不想再讀了
[00:06:01.680 --> 00:06:02.160]  好了
[00:06:02.160 --> 00:06:06.680]  現在回到加南文化是怎樣看這個民族呢
[00:06:06.680 --> 00:06:08.680]  加南文化是怎樣看這個民族呢
[00:06:08.680 --> 00:06:09.920]  一個民族強
[00:06:09.920 --> 00:06:11.320]  一個民族強盛
[00:06:11.320 --> 00:06:13.200]  就是因為我們的神巴閉
[00:06:13.200 --> 00:06:19.200]  就是因為我們的神了不起
[00:06:19.200 --> 00:06:22.160]  我們這個民族能夠打敗第二個民族
[00:06:22.160 --> 00:06:24.080]  我們這個民族打敗另外一個民族
[00:06:24.080 --> 00:06:26.360]  因為我們的神比他們的神厲害
[00:06:26.360 --> 00:06:28.160]  因為我們的神強過他們
[00:06:28.160 --> 00:06:29.920]  行不行
[00:06:29.920 --> 00:06:31.360]  這是加拿大文化的影響
[00:06:31.360 --> 00:06:33.040]  這是加南文化的影響
[00:06:33.040 --> 00:06:34.600]  我們的神一定幫我的
[00:06:34.600 --> 00:06:36.000]  我的神一定幫我
[00:06:36.000 --> 00:06:40.520]  如果我們的神不幫我們
[00:06:40.520 --> 00:06:42.120]  如果我們的神不幫我們
[00:06:42.120 --> 00:06:44.720]  我們被第二個民族欺負
[00:06:44.720 --> 00:06:47.200]  我們被另外一個民族欺負
[00:06:47.200 --> 00:06:51.360]  有另一個可能就是我們的神生我們氣
[00:06:51.360 --> 00:06:54.760]  可能是我們的神對我們生氣了
[00:06:54.760 --> 00:06:55.760]  聽不聽到
[00:06:55.760 --> 00:06:58.160]  你被人欺負有兩個原因
[00:06:58.160 --> 00:06:59.880]  第一是別人的神強過你的神
[00:06:59.880 --> 00:07:01.560]  第二是我得罪我自己的神
[00:07:01.560 --> 00:07:02.360]  行不行
[00:07:02.360 --> 00:07:05.160]  被別人欺負可能有兩種原因
[00:07:05.160 --> 00:07:07.400]  一個是我們的神不如別人的神
[00:07:07.400 --> 00:07:09.240]  另外一個是我們得罪了神
[00:07:09.240 --> 00:07:11.760]  你明白這件事再看一遍經文
[00:07:11.760 --> 00:07:13.640]  如果明白再看這個經文
[00:07:13.640 --> 00:07:15.720]  摩亞
[00:07:15.720 --> 00:07:17.320]  就一直有這個經驗
[00:07:17.320 --> 00:07:18.160]  一直有這樣的經驗
[00:07:18.160 --> 00:07:22.480]  摩亞是自從在大衛時代被大衛打敗的
[00:07:22.480 --> 00:07:25.880]  摩亞在大衛時代被大衛打敗
[00:07:25.880 --> 00:07:27.800]  中國歷史也是一樣
[00:07:27.800 --> 00:07:29.720]  戰敗國要向戰勝國
[00:07:29.720 --> 00:07:31.080]  連連進攻
[00:07:31.080 --> 00:07:32.600]  歲歲來朝
[00:07:32.600 --> 00:07:37.040]  戰敗國要向戰勝國每年進攻
[00:07:37.040 --> 00:07:40.080]  歲歲來朝
[00:07:40.080 --> 00:07:41.520]  這個是不是中國也有的
[00:07:41.520 --> 00:07:43.320]  在中國是一樣的
[00:07:43.320 --> 00:07:47.000]  這些是人的做法
[00:07:47.000 --> 00:07:52.000]  不過現在出了一個王叫米沙
[00:07:52.000 --> 00:07:54.120]  不過現在有一個王叫米沙
[00:07:54.120 --> 00:07:56.120]  其實就是墨西哥人的諧音
[00:07:56.120 --> 00:07:57.480]  墨西哥人為什麼
[00:07:57.480 --> 00:07:58.280]  就是米沙
[00:07:58.280 --> 00:07:59.760]  救主
[00:07:59.760 --> 00:08:01.640]  他說我要拯救俄羅斯
[00:08:01.640 --> 00:08:02.640]  我要拯救俄羅斯
[00:08:02.640 --> 00:08:04.040]  他很大條道理
[00:08:04.040 --> 00:08:04.640]  很有道理
[00:08:04.640 --> 00:08:07.280]  你以色列欺負我幾十幾百年了
[00:08:07.280 --> 00:08:10.120]  你以色列欺負我幾百年了
[00:08:10.120 --> 00:08:12.040]  他的 understanding 就是說
[00:08:12.040 --> 00:08:14.000]  原來我的王叫
[00:08:14.000 --> 00:08:17.600]  我的 god 我的神叫Kemur
[00:08:17.600 --> 00:08:20.480]  中文叫基末
[00:08:20.480 --> 00:08:23.160]  基末生我們氣我們得罪了他
[00:08:23.160 --> 00:08:25.760]  我們的王是叫基末
[00:08:25.760 --> 00:08:29.400]  所以我如果能夠討基末喜悅
[00:08:29.400 --> 00:08:31.640]  我們會贏的
[00:08:31.640 --> 00:08:34.360]  如果討我們的王神喜悅
[00:08:34.360 --> 00:08:36.000]  他會贏的
[00:08:36.000 --> 00:08:39.440]  這個是摩訶王米沙的意料
[00:08:39.440 --> 00:08:40.720]  大家要懂得
[00:08:40.720 --> 00:08:43.280]  就是摩訶王米沙
[00:08:43.280 --> 00:08:45.000]  而結果呢
[00:08:45.000 --> 00:08:47.560]  而在他的心目中
[00:08:47.560 --> 00:08:49.320]  因為以色列欺負他們
[00:08:49.320 --> 00:08:51.960]  因為以色列欺負他們
[00:08:51.960 --> 00:08:53.520]  其實在這個第三章之前
[00:08:53.520 --> 00:08:56.640]  他已經起兵
[00:08:56.640 --> 00:08:59.440]  去奪回以色列佔領他們的地
[00:08:59.440 --> 00:09:00.800]  在這個三章之前
[00:09:00.800 --> 00:09:03.960]  他們已經開始起兵來奪回他們的地
[00:09:03.960 --> 00:09:05.760]  他一路佔上風
[00:09:05.760 --> 00:09:07.680]  他一路佔上風
[00:09:07.680 --> 00:09:09.440]  那他就以為甚麼
[00:09:09.440 --> 00:09:10.600]  他以為自己呢
[00:09:10.600 --> 00:09:12.520]  我的神基末
[00:09:12.520 --> 00:09:15.360]  是喜歡我
[00:09:15.360 --> 00:09:16.720]  不生氣了
[00:09:16.720 --> 00:09:17.720]  給我勝利
[00:09:17.720 --> 00:09:19.160]  讓我勝利了
[00:09:19.160 --> 00:09:19.680]  OK
[00:09:19.680 --> 00:09:21.920]  這個是米沙的想法
[00:09:21.920 --> 00:09:23.200]  這是米沙的想法
[00:09:23.200 --> 00:09:26.200]  但你和我也讀過以色列的歷史
[00:09:26.200 --> 00:09:28.080]  以後我都讀以色列的歷史
[00:09:28.080 --> 00:09:29.880]  以色列呢
[00:09:29.880 --> 00:09:30.680]  現在去到甚麼
[00:09:30.680 --> 00:09:32.000]  阿哈死了
[00:09:32.000 --> 00:09:33.160]  以色列就阿哈死了
[00:09:33.160 --> 00:09:34.760]  阿哈的大兒子叫阿哈謝
[00:09:34.760 --> 00:09:35.880]  第一章死了
[00:09:35.880 --> 00:09:37.640]  阿哈的大兒子叫阿哈謝
[00:09:37.640 --> 00:09:38.240]  現在第三章
[00:09:38.240 --> 00:09:40.880]  他的第二兒子叫約蘭登基了
[00:09:40.880 --> 00:09:42.680]  在第三章他的兒子約蘭
[00:09:42.680 --> 00:09:43.760]  那我上次教授呢
[00:09:43.760 --> 00:09:45.080]  約蘭都是頑皮的
[00:09:45.080 --> 00:09:47.280]  不過沒有爸爸沒有哥哥那麼頑皮
[00:09:47.280 --> 00:09:48.760]  約蘭呢
[00:09:48.760 --> 00:09:51.040]  他沒有他的哥哥和父親那麼壞
[00:09:51.040 --> 00:09:52.120]  但他仍然行爺王
[00:09:52.120 --> 00:09:53.520]  眼中有惡的事
[00:09:53.520 --> 00:09:55.560]  他依然行爺王
[00:09:55.560 --> 00:09:56.600]  那你看不看得到一件事
[00:09:56.600 --> 00:09:59.280]  原來我們另一個角度就是
[00:09:59.280 --> 00:10:02.120]  上帝就因為這個阿哈家族
[00:10:02.120 --> 00:10:03.400]  阿哈的爸爸叫暗利
[00:10:03.400 --> 00:10:05.080]  所以叫暗利王朝
[00:10:05.080 --> 00:10:06.600]  四代王
[00:10:06.600 --> 00:10:08.760]  上帝一路鬆手不幫
[00:10:08.760 --> 00:10:10.600]  就暗利這個王朝
[00:10:10.600 --> 00:10:12.720]  上帝一直鬆手不幫
[00:10:12.720 --> 00:10:13.880]  所以他就贏了
[00:10:13.880 --> 00:10:14.840]  所以他就贏了
[00:10:14.840 --> 00:10:16.400]  所以我們讀到這裡
[00:10:16.400 --> 00:10:17.120]  應該問一下
[00:10:17.120 --> 00:10:19.880]  究竟是不是米沙的想法對呢
[00:10:19.880 --> 00:10:21.200]  所以我們在這裡會想
[00:10:21.200 --> 00:10:23.960]  到底是米沙的想法對呢
[00:10:23.960 --> 00:10:26.680]  正確嗎
[00:10:26.680 --> 00:10:29.000]  因為上帝救了以色列
[00:10:29.000 --> 00:10:32.800]  因為上帝生了自己的氣
[00:10:32.800 --> 00:10:34.400]  裡面很多怎樣有得再有
[00:10:34.400 --> 00:10:36.040]  誤會就有事做
[00:10:36.040 --> 00:10:37.480]  誤會就有事做
[00:10:37.480 --> 00:10:40.920]  他誤會的機密很厲害
[00:10:40.920 --> 00:10:42.840]  他誤會他的神
[00:10:42.840 --> 00:10:44.800]  但你跟我讀聖經的時候
[00:10:44.800 --> 00:10:46.000]  那我們讀呢
[00:10:46.000 --> 00:10:48.960]  不是,機密根本不算甚麼
[00:10:48.960 --> 00:10:52.600]  只不過上帝幫助以色列那隻手
[00:10:52.600 --> 00:10:53.480]  受罰
[00:10:53.480 --> 00:10:55.440]  只不過上帝幫助以色列的手
[00:10:55.440 --> 00:10:57.320]  上帝要用你的手扮他
[00:10:57.320 --> 00:11:00.120]  上帝用這個手來懲罰
[00:11:00.120 --> 00:11:01.320]  懂得看了嗎
[00:11:01.320 --> 00:11:04.440]  各位頂多讀聖經要有這個知識
[00:11:04.440 --> 00:11:06.480]  來看聖經才有味道的
[00:11:06.480 --> 00:11:09.120]  大家有這個知識才聽聖經才有味道
[00:11:09.120 --> 00:11:10.600]  好,來到第三章
[00:11:10.600 --> 00:11:12.240]  這個機密更加大膽大量
[00:11:12.240 --> 00:11:13.800]  我明年不進貢了
[00:11:13.800 --> 00:11:15.160]  我先給了
[00:11:15.160 --> 00:11:17.760]  再來第三章講寂寞的不戰爭
[00:11:17.760 --> 00:11:21.040]  好了,第一章對三章一到四節
[00:11:21.040 --> 00:11:23.600]  我再簡單講一次
[00:11:23.600 --> 00:11:26.760]  若蘭說可怒也
[00:11:26.760 --> 00:11:29.080]  可怒也
[00:11:29.080 --> 00:11:31.040]  若蘭說可怒也
[00:11:31.040 --> 00:11:33.720]  若蘭說可怒也
[00:11:33.720 --> 00:11:37.120]  國語沒有這句可怒也
[00:11:37.120 --> 00:11:40.560]  於是他就聯絡他的親戚南郭
[00:11:40.560 --> 00:11:41.800]  我剛才講了
[00:11:41.800 --> 00:11:43.240]  若沙發王
[00:11:43.240 --> 00:11:44.000]  猶大王
[00:11:44.000 --> 00:11:45.440]  於是他就約
[00:11:45.440 --> 00:11:47.160]  猶大王約沙發王
[00:11:47.160 --> 00:11:48.960]  若沙發王是誰
[00:11:48.960 --> 00:11:51.040]  是他妹妹的家公
[00:11:51.040 --> 00:11:55.200]  是他妹妹的公公
[00:11:55.200 --> 00:11:56.120]  OK
[00:11:56.120 --> 00:11:57.240]  有親戚關係的
[00:11:57.240 --> 00:11:58.520]  他們有親戚的關係
[00:11:58.520 --> 00:12:00.120]  其實你不應該驚訝
[00:12:00.120 --> 00:12:02.760]  我獵王記上二十二章已經講過了
[00:12:02.760 --> 00:12:04.800]  獵王記上二十一章已經講過了
[00:12:04.800 --> 00:12:06.680]  還帶上那個
[00:12:06.680 --> 00:12:09.400]  猶大的附庸國叫以東
[00:12:09.400 --> 00:12:12.200]  還有猶大的附庸國是以東
[00:12:12.200 --> 00:12:13.000]  這個戰鬥好了
[00:12:13.000 --> 00:12:14.680]  因為猶大王
[00:12:14.680 --> 00:12:19.000]  他要串通以東在摩崖以東
[00:12:19.000 --> 00:12:23.120]  是夾著包圍來攻擊摩崖的
[00:12:23.120 --> 00:12:26.840]  就是猶大和以東包圍攻擊
[00:12:26.840 --> 00:12:27.600]  我再講一次
[00:12:27.600 --> 00:12:29.760]  剛才我講了英文那些
[00:12:29.760 --> 00:12:33.360]  這裡是四海
[00:12:33.360 --> 00:12:35.120]  這裡是摩崖
[00:12:35.120 --> 00:12:36.720]  這裡是以東
[00:12:36.720 --> 00:12:39.400]  猶大在這裡
[00:12:39.400 --> 00:12:41.080]  而且在這裡
[00:12:41.080 --> 00:12:45.040]  他要串通以東在摩崖以東
[00:12:45.040 --> 00:12:46.520]  包圍起來攻擊
[00:12:46.520 --> 00:12:47.040]  行不行
[00:12:47.040 --> 00:12:49.240]  看不看得到那個圖片
[00:12:49.240 --> 00:12:50.240]  OK
[00:12:50.240 --> 00:12:51.280]  好了
[00:12:51.280 --> 00:12:53.280]  看來看去
[00:12:53.280 --> 00:12:54.360]  計算得很漂亮
[00:12:54.360 --> 00:12:56.000]  在別人看你覺得很漂亮
[00:12:56.000 --> 00:12:56.960]  不知道為什麼
[00:12:56.960 --> 00:12:58.320]  那裡全部是沙漠
[00:12:58.320 --> 00:12:59.440]  其實沒有水
[00:12:59.440 --> 00:13:01.080]  這裡是沙漠地沒有水
[00:13:01.080 --> 00:13:03.120]  我不相信他蠢到不帶水
[00:13:03.120 --> 00:13:04.560]  我不相信他們蠢到沒有帶水
[00:13:04.560 --> 00:13:06.760]  不過我相信他可能以為那裡有水
[00:13:06.760 --> 00:13:07.240]  不用帶水
[00:13:07.240 --> 00:13:08.400]  結果那裡沒有水
[00:13:08.400 --> 00:13:10.320]  不過我相信他們可能是以為那裡有水
[00:13:10.320 --> 00:13:11.440]  結果沒有帶夠水
[00:13:11.440 --> 00:13:13.680]  若蘭有一句很漂亮的說話
[00:13:13.680 --> 00:13:15.120]  越南他講了一段
[00:13:15.120 --> 00:13:16.720]  若蘭他即是說
[00:13:16.720 --> 00:13:19.440]  第十節
[00:13:19.440 --> 00:13:21.440]  三章十節
[00:13:21.440 --> 00:13:25.360]  請師妹幫你讀
[00:13:25.360 --> 00:13:26.320]  三章十節
[00:13:26.320 --> 00:13:27.400]  以色列王說
[00:13:27.400 --> 00:13:30.760]  愛在耶和華召集我們這三王
[00:13:30.760 --> 00:13:33.160]  乃要交在摩崖人的手裡
[00:13:33.160 --> 00:13:35.000]  其實他要打一場仗
[00:13:35.000 --> 00:13:36.440]  他有沒有求命而和
[00:13:36.440 --> 00:13:37.480]  其實打這場仗
[00:13:37.480 --> 00:13:38.800]  他有沒有求過耶和華呢
[00:13:38.800 --> 00:13:40.600]  現在他輸了
[00:13:40.600 --> 00:13:42.200]  現在面臨困境
[00:13:42.200 --> 00:13:43.600]  現在面臨困境了
[00:13:43.600 --> 00:13:44.920]  他賴誰
[00:13:44.920 --> 00:13:46.920]  他賴給誰呢
[00:13:46.920 --> 00:13:48.360]  他姓賴
[00:13:48.360 --> 00:13:50.480]  他姓賴
[00:13:50.480 --> 00:13:52.960]  他不賴自己不求命而和
[00:13:52.960 --> 00:13:54.320]  他不說自己不好
[00:13:54.320 --> 00:13:57.440]  他責怪上帝怎樣
[00:13:57.440 --> 00:14:00.480]  原來上帝要將我交給敵人
[00:14:00.480 --> 00:14:03.760]  他責怪耶和華將他們交給敵人
[00:14:03.760 --> 00:14:05.960]  這個信念又從哪裡來
[00:14:05.960 --> 00:14:07.080]  這個信念從哪裡來
[00:14:07.080 --> 00:14:08.320]  是不是迦納文化
[00:14:08.320 --> 00:14:10.920]  是不是迦納文化
[00:14:10.920 --> 00:14:12.600]  我現在要輸給仇敵
[00:14:12.600 --> 00:14:15.040]  我現在輸給了仇敵
[00:14:15.040 --> 00:14:16.680]  我當然得罪了我的上帝
[00:14:16.680 --> 00:14:18.080]  我當然得罪了我的上帝
[00:14:18.080 --> 00:14:19.440]  所以上帝就不幫我們了
[00:14:19.440 --> 00:14:20.040]  所以上帝就不幫我們了
[00:14:20.040 --> 00:14:21.840]  因為他的神是耶和華
[00:14:21.840 --> 00:14:22.720]  因為他的神是耶和華
[00:14:22.720 --> 00:14:25.520]  大家拿不拿到他的神學觀
[00:14:25.520 --> 00:14:28.000]  大家有沒有想到他的神學觀
[00:14:28.000 --> 00:14:29.640]  各位聽聽
[00:14:29.640 --> 00:14:31.440]  迦南人的神學觀
[00:14:31.440 --> 00:14:33.520]  是不是100%正確呢
[00:14:33.520 --> 00:14:36.320]  迦南人的神學觀是不是100%
[00:14:36.320 --> 00:14:37.960]  是不是100%錯呢
[00:14:37.960 --> 00:14:40.560]  是不是100%錯了呢
[00:14:40.560 --> 00:14:44.040]  我們讀聖經當然不是指得這麼白
[00:14:44.040 --> 00:14:45.240]  當然沒有說這麼白
[00:14:45.240 --> 00:14:46.160]  你得罪上帝
[00:14:46.160 --> 00:14:46.800]  上帝不幫你
[00:14:46.800 --> 00:14:49.680]  這個真理對不對
[00:14:49.680 --> 00:14:50.880]  你得罪上帝
[00:14:50.880 --> 00:14:52.080]  上帝不幫你
[00:14:52.080 --> 00:14:53.520]  這是真理對不對呢
[00:14:53.520 --> 00:14:56.360]  我只是說迦南文化不完全對
[00:14:56.360 --> 00:14:58.120]  我只是說迦南文化不是全錯
[00:14:58.120 --> 00:14:59.680]  也都不完全錯
[00:14:59.680 --> 00:15:01.720]  也不全對
[00:15:01.720 --> 00:15:03.960]  有沒有這個觀念要讀聖經
[00:15:03.960 --> 00:15:06.560]  有沒有這樣的觀念來讀呢
[00:15:06.560 --> 00:15:08.120]  各位聽聽
[00:15:08.120 --> 00:15:10.200]  如果你沒有這個觀念
[00:15:10.200 --> 00:15:11.480]  你去讀聖經
[00:15:11.480 --> 00:15:13.000]  就全錯了
[00:15:13.000 --> 00:15:16.240]  如果沒有這個觀念來讀聖經就會錯
[00:15:16.240 --> 00:15:18.800]  所以他部份對部份錯
[00:15:18.800 --> 00:15:20.200]  所以他是不分對
[00:15:20.200 --> 00:15:22.120]  如果我要改卷
[00:15:22.120 --> 00:15:24.240]  我給50分
[00:15:24.240 --> 00:15:26.120]  如果改卷的話只能得50分
[00:15:26.120 --> 00:15:27.040]  未合格
[00:15:27.040 --> 00:15:29.160]  沒有合格
[00:15:29.160 --> 00:15:30.440]  他不全錯
[00:15:30.440 --> 00:15:30.960]  沒有全錯
[00:15:30.960 --> 00:15:32.200]  他得罪耶和華
[00:15:32.200 --> 00:15:34.560]  他得罪了耶和華
[00:15:34.560 --> 00:15:35.840]  在哪裡看到
[00:15:35.840 --> 00:15:37.120]  在哪裡看到呢
[00:15:37.120 --> 00:15:38.440]  他爸爸
[00:15:38.440 --> 00:15:39.680]  他的父親
[00:15:39.680 --> 00:15:41.440]  他哥哥
[00:15:41.440 --> 00:15:43.520]  一輩子得罪耶和華
[00:15:43.520 --> 00:15:45.160]  來得罪了耶和華
[00:15:45.160 --> 00:15:47.600]  跟誰來都不對
[00:15:47.600 --> 00:15:48.400]  跟誰有
[00:15:48.400 --> 00:15:49.960]  伊利亞
[00:15:49.960 --> 00:15:50.800]  跟伊利亞
[00:15:50.800 --> 00:15:54.840]  所以弄到我現在跟伊利亞的徒弟伊利沙
[00:15:54.840 --> 00:15:56.800]  都關係不好
[00:15:56.800 --> 00:16:00.040]  弄到跟伊利亞的徒弟伊利沙關係不好
[00:16:00.040 --> 00:16:02.560]  他說得很對
[00:16:02.560 --> 00:16:09.440]  約沙伐是一個敬畏耶和華的猶大王
[00:16:09.440 --> 00:16:11.800]  約沙伐是一個敬畏耶和華的猶大王
[00:16:11.800 --> 00:16:13.000]  他都疏忽了
[00:16:13.000 --> 00:16:13.560]  他也疏忽了
[00:16:13.560 --> 00:16:17.680]  為甚麼他不像上一次要求問耶和華才出兵
[00:16:17.680 --> 00:16:20.840]  他為甚麼不像上一次來求問耶和華而出兵呢
[00:16:20.840 --> 00:16:22.160]  這是疏忽的地方
[00:16:22.160 --> 00:16:24.400]  這是他一個疏忽
[00:16:24.400 --> 00:16:25.360]  現在困境的時候
[00:16:25.360 --> 00:16:26.160]  我摸摸頭
[00:16:26.160 --> 00:16:29.840]  原來還有耶和華才知道
[00:16:29.840 --> 00:16:31.400]  所以約出伊利沙來
[00:16:31.400 --> 00:16:32.960]  所以現在遇到困境的時候
[00:16:32.960 --> 00:16:34.680]  他問他有沒有先知呢
