
[00:00:00.000 --> 00:00:02.000]  各位電影節目的早安
[00:01:28.000 --> 00:01:30.000]  弟兄姊妹
[00:01:30.000 --> 00:01:34.000]  我們經常說信耶穌
[00:01:34.000 --> 00:01:36.000]  很甜很甜的
[00:01:36.000 --> 00:01:40.000]  但有時我們會看到身邊的弟兄姊妹
[00:01:40.000 --> 00:01:42.000]  為何身邊的弟兄姊妹
[00:01:42.000 --> 00:01:44.000]  這麼開心
[00:01:44.000 --> 00:01:46.000]  為何信耶穌信得這麼自在
[00:01:46.000 --> 00:01:48.000]  信耶穌
[00:01:48.000 --> 00:01:50.000]  令整個人很輕鬆很快樂
[00:01:50.000 --> 00:01:52.000]  這麼有動力
[00:01:52.000 --> 00:01:54.000]  這麼喜敬
[00:01:54.000 --> 00:01:56.000]  又很積極和身邊的人分享福音
[00:01:56.000 --> 00:01:58.000]  說信耶穌今天又經歷了神的甚麼
[00:01:58.000 --> 00:02:02.000]  相反
[00:02:02.000 --> 00:02:04.000]  有時自己覺得
[00:02:04.000 --> 00:02:06.000]  為何信耶穌
[00:02:06.000 --> 00:02:08.000]  好像有點沉重
[00:02:08.000 --> 00:02:10.000]  好像沒甚麼動力
[00:02:10.000 --> 00:02:12.000]  沒甚麼喜敬
[00:02:12.000 --> 00:02:14.000]  感受不到神的愛
[00:02:14.000 --> 00:02:18.000]  你是哪些呢
[00:02:20.000 --> 00:02:22.000]  你是自己很開心
[00:02:22.000 --> 00:02:24.000]  每天內心裡
[00:02:24.000 --> 00:02:26.000]  因為有神的愛充滿你
[00:02:26.000 --> 00:02:28.000]  而覺得每一天都很感恩
[00:02:28.000 --> 00:02:30.000]  還是你是
[00:02:30.000 --> 00:02:32.000]  每一天過的生活
[00:02:32.000 --> 00:02:34.000]  我知道
[00:02:34.000 --> 00:02:36.000]  我是基督徒我知道神在
[00:02:36.000 --> 00:02:38.000]  但不知為何經常覺得不開心
[00:02:38.000 --> 00:02:40.000]  苦埋口面
[00:02:40.000 --> 00:02:42.000]  你是屬於哪一種呢
[00:02:42.000 --> 00:02:44.000]  你知不知道
[00:02:44.000 --> 00:02:46.000]  不知你幫你旁邊的人
[00:02:46.000 --> 00:02:48.000]  看看你屬於哪一種
[00:02:50.000 --> 00:02:52.000]  有時很容易看到
[00:02:52.000 --> 00:02:54.000]  如果你熟悉身邊的人
[00:02:54.000 --> 00:02:56.000]  你常常見到他
[00:02:56.000 --> 00:02:58.000]  這些是騙不到的
[00:02:58.000 --> 00:03:00.000]  神的靈在你心裡的工作
[00:03:00.000 --> 00:03:02.000]  你願意接受神的靈的時候
[00:03:02.000 --> 00:03:04.000]  你的人是會很不同的
[00:03:04.000 --> 00:03:06.000]  但相反
[00:03:06.000 --> 00:03:08.000]  如果你
[00:03:08.000 --> 00:03:10.000]  常常在仇婦當中
[00:03:10.000 --> 00:03:12.000]  你身邊的人都被你感染到
[00:03:12.000 --> 00:03:14.000]  看到的
[00:03:14.000 --> 00:03:16.000]  今日我們求聖靈帶領我們
[00:03:16.000 --> 00:03:18.000]  一起
[00:03:18.000 --> 00:03:20.000]  靜下來
[00:03:20.000 --> 00:03:22.000]  慢下來
[00:03:22.000 --> 00:03:24.000]  我們試試剛才讀了幾段經文
[00:03:24.000 --> 00:03:26.000]  我們一起
[00:03:26.000 --> 00:03:28.000]  咀嚼那些經文
[00:03:28.000 --> 00:03:30.000]  安靜一會兒
[00:03:30.000 --> 00:03:36.000]  再聽一聽
[00:03:36.000 --> 00:03:38.000]  我讀這幾節的經文
[00:03:38.000 --> 00:03:42.000]  在二賽亞書49章
[00:03:42.000 --> 00:03:44.000]  14至15節
[00:03:46.000 --> 00:03:48.000]  石安說
[00:03:48.000 --> 00:03:50.000]  耶和華利棄了我
[00:03:50.000 --> 00:03:54.000]  主忘記了我
[00:03:54.000 --> 00:04:00.000]  婦人焉能忘記她吃奶的鷹孩
[00:04:00.000 --> 00:04:02.000]  不憐憫她所生的兒子
[00:04:02.000 --> 00:04:06.000]  即或有忘記的
[00:04:06.000 --> 00:04:08.000]  我卻不忘記你
[00:04:16.000 --> 00:04:18.000]  約翰福音
[00:04:18.000 --> 00:04:20.000]  三章十六節
[00:04:20.000 --> 00:04:22.000]  神愛世人
[00:04:22.000 --> 00:04:26.000]  甚至將他的獨生子
[00:04:26.000 --> 00:04:28.000]  賜給他們
[00:04:28.000 --> 00:04:30.000]  叫一切順他的
[00:04:30.000 --> 00:04:32.000]  不致滅亡
[00:04:32.000 --> 00:04:34.000]  反得永生
[00:04:46.000 --> 00:04:48.000]  已不所書
[00:04:48.000 --> 00:04:50.000]  二章八至九節
[00:04:50.000 --> 00:04:54.000]  你們得救
[00:04:54.000 --> 00:04:56.000]  是本乎因
[00:04:56.000 --> 00:04:58.000]  也因著信
[00:04:58.000 --> 00:05:00.000]  這並不是出於自己
[00:05:00.000 --> 00:05:02.000]  乃是神所賜的
[00:05:02.000 --> 00:05:06.000]  也不是出於行為
[00:05:06.000 --> 00:05:08.000]  免得有人自誇
[00:05:16.000 --> 00:05:18.000]  約翰一書
[00:05:18.000 --> 00:05:20.000]  一章八至九節
[00:05:20.000 --> 00:05:24.000]  我們若說自己無罪
[00:05:24.000 --> 00:05:26.000]  便是自欺
[00:05:26.000 --> 00:05:28.000]  真理不在我們心裏了
[00:05:28.000 --> 00:05:32.000]  我們若認自己的罪
[00:05:32.000 --> 00:05:34.000]  神是信實的
[00:05:34.000 --> 00:05:36.000]  是公義的
[00:05:36.000 --> 00:05:38.000]  必要赦免我們的罪
[00:05:38.000 --> 00:05:40.000]  洗淨我們的罪
[00:05:40.000 --> 00:05:42.000]  這是我們的罪
[00:05:44.000 --> 00:05:46.000]  洗淨我們的罪
[00:05:46.000 --> 00:05:48.000]  洗淨我們一切的不義
[00:05:48.000 --> 00:05:54.000]  所以第一點
[00:05:54.000 --> 00:05:56.000]  我和大家分享的就是
[00:05:56.000 --> 00:05:58.000]  你知道的東西
[00:05:58.000 --> 00:06:00.000]  你知道什麼
[00:06:00.000 --> 00:06:02.000]  如虎奇靈修
[00:06:02.000 --> 00:06:04.000]  不要太快看這個
[00:06:04.000 --> 00:06:06.000]  如虎奇靈修第一個禮拜
[00:06:06.000 --> 00:06:08.000]  你知不知道著重什麼
[00:06:08.000 --> 00:06:10.000]  我們的重點
[00:06:10.000 --> 00:06:12.000]  過去一個禮拜
[00:06:12.000 --> 00:06:14.000]  律己
[00:06:14.000 --> 00:06:16.000]  自我反省
[00:06:16.000 --> 00:06:18.000]  聖靈提醒我們內心裏的狀況
[00:06:18.000 --> 00:06:20.000]  我們真正的光景
[00:06:20.000 --> 00:06:22.000]  所以今天
[00:06:22.000 --> 00:06:24.000]  當我們讀約翰一書
[00:06:24.000 --> 00:06:26.000]  第一章
[00:06:26.000 --> 00:06:28.000]  八至九節的時候
[00:06:28.000 --> 00:06:30.000]  你們是會知道
[00:06:30.000 --> 00:06:32.000]  原來我們是有罪的
[00:06:32.000 --> 00:06:34.000]  我們會犯罪
[00:06:34.000 --> 00:06:36.000]  但亦都知道當我們
[00:06:36.000 --> 00:06:38.000]  真心去承認自己的罪的時候
[00:06:38.000 --> 00:06:40.000]  神是會赦免
[00:06:40.000 --> 00:06:42.000]  我們的罪
[00:06:42.000 --> 00:06:44.000]  我們是知道當我們真心
[00:06:44.000 --> 00:06:46.000]  去認罪
[00:06:46.000 --> 00:06:48.000]  神是會赦免我們的罪
[00:06:48.000 --> 00:06:50.000]  因為神是信實的
[00:06:50.000 --> 00:06:52.000]  是公義的
[00:06:52.000 --> 00:06:54.000]  祂會按著祂所說的
[00:06:54.000 --> 00:06:56.000]  赦免我們的罪
[00:06:56.000 --> 00:06:58.000]  而我們亦都知道
[00:06:58.000 --> 00:07:02.000]  在三章十六節
[00:07:02.000 --> 00:07:04.000]  約翰福音這樣說
[00:07:04.000 --> 00:07:06.000]  祂讓我們肯定到
[00:07:06.000 --> 00:07:08.000]  神是愛世人的
[00:07:08.000 --> 00:07:10.000]  世人當然我們知道
[00:07:10.000 --> 00:07:12.000]  愛他愛他愛他
[00:07:12.000 --> 00:07:14.000]  亦都包括你我們自己
[00:07:14.000 --> 00:07:16.000]  這個世人是包括我們自己
[00:07:16.000 --> 00:07:18.000]  神是愛我的
[00:07:18.000 --> 00:07:22.000]  我們因為相信神
[00:07:22.000 --> 00:07:24.000]  我們不用滅亡
[00:07:24.000 --> 00:07:26.000]  我們不用
[00:07:26.000 --> 00:07:28.000]  進入地獄
[00:07:28.000 --> 00:07:30.000]  不需要被火狐
[00:07:30.000 --> 00:07:32.000]  燒我們
[00:07:32.000 --> 00:07:34.000]  我們可以進入天堂
[00:07:34.000 --> 00:07:36.000]  永遠和神在一起
[00:07:36.000 --> 00:07:38.000]  得著永生
[00:07:38.000 --> 00:07:42.000]  以上這些關於我們認罪
[00:07:42.000 --> 00:07:44.000]  赦罪的訊息
[00:07:44.000 --> 00:07:46.000]  你知不知道
[00:07:46.000 --> 00:07:48.000]  知道吧
[00:07:48.000 --> 00:07:50.000]  頭腦是知道的
[00:07:50.000 --> 00:07:52.000]  我們真是會知道的
[00:07:52.000 --> 00:07:54.000]  回到教會不用回很久
[00:07:54.000 --> 00:07:56.000]  你回了一兩個月都聽得很多
[00:07:56.000 --> 00:07:58.000]  會說我們認罪
[00:07:58.000 --> 00:08:00.000]  神會赦免我們的罪
[00:08:00.000 --> 00:08:02.000]  我們只要接受耶穌基督
[00:08:02.000 --> 00:08:04.000]  我們就能夠上天堂
[00:08:04.000 --> 00:08:06.000]  我們知道的
[00:08:06.000 --> 00:08:08.000]  我們的頭腦裏面很清楚
[00:08:08.000 --> 00:08:12.000]  但是
[00:08:12.000 --> 00:08:14.000]  我這兩天就做了一件事
[00:08:14.000 --> 00:08:16.000]  今早在車上來的時候
[00:08:16.000 --> 00:08:18.000]  我都試一試看行不行
[00:08:18.000 --> 00:08:20.000]  一路在車上試的時候
[00:08:20.000 --> 00:08:22.000]  家人就笑我
[00:08:22.000 --> 00:08:24.000]  試一次
[00:08:24.000 --> 00:08:28.000]  Hi Sorry
[00:08:28.000 --> 00:08:30.000]  怎樣呢
[00:08:30.000 --> 00:08:32.000]  請問
[00:08:32.000 --> 00:08:34.000]  今天天氣怎樣
[00:08:34.000 --> 00:08:36.000]  以下是今天的天氣
[00:08:36.000 --> 00:08:42.000]  你覺得
[00:08:42.000 --> 00:08:44.000]  今天天氣冷不冷
[00:08:44.000 --> 00:08:46.000]  完全不冷
[00:08:46.000 --> 00:08:48.000]  你喜不喜歡今天天氣
[00:08:48.000 --> 00:08:52.000]  下面是今天的天氣預報
[00:08:52.000 --> 00:08:54.000]  今天天氣
[00:08:54.000 --> 00:08:56.000]  你覺得怎樣
[00:08:56.000 --> 00:08:58.000]  下面是今天的天氣
[00:09:00.000 --> 00:09:02.000]  你開不開心
[00:09:02.000 --> 00:09:10.000]  我想問你
[00:09:10.000 --> 00:09:12.000]  今天天氣這麼好
[00:09:12.000 --> 00:09:14.000]  你開不開心
[00:09:14.000 --> 00:09:20.000]  弟兄姊妹
[00:09:20.000 --> 00:09:22.000]  其實現在真的很厲害
[00:09:22.000 --> 00:09:24.000]  人工智能這麼厲害
[00:09:24.000 --> 00:09:26.000]  但是
[00:09:26.000 --> 00:09:28.000]  它都是一部機器
[00:09:30.000 --> 00:09:32.000]  問到他的
[00:09:32.000 --> 00:09:34.000]  感受
[00:09:34.000 --> 00:09:36.000]  問到他的經歷
[00:09:36.000 --> 00:09:38.000]  他是沒有的
[00:09:38.000 --> 00:09:40.000]  但是他就非常充滿
[00:09:40.000 --> 00:09:42.000]  很多的知識
[00:09:42.000 --> 00:09:44.000]  好像很多你想知道的東西
[00:09:44.000 --> 00:09:46.000]  問他就會很快得到
[00:09:46.000 --> 00:09:48.000]  但是
[00:09:48.000 --> 00:09:50.000]  他沒有親身經歷過
[00:09:50.000 --> 00:09:52.000]  究竟今天的天氣
[00:09:52.000 --> 00:09:54.000]  在今天幾度
[00:09:54.000 --> 00:09:56.000]  現在二十幾度的天氣當中
[00:09:56.000 --> 00:09:58.000]  拍攝這個陽光
[00:09:58.000 --> 00:10:00.000]  他享不享受呢
[00:10:00.000 --> 00:10:02.000]  他內心覺得怎樣呢
[00:10:02.000 --> 00:10:04.000]  他是沒有的
[00:10:04.000 --> 00:10:06.000]  弟兄姊妹
[00:10:06.000 --> 00:10:08.000]  同樣就是
[00:10:08.000 --> 00:10:10.000]  今天在我們的信仰當中
[00:10:10.000 --> 00:10:14.000]  你的感受
[00:10:14.000 --> 00:10:16.000]  你的經歷
[00:10:16.000 --> 00:10:18.000]  你和神的經歷是怎樣呢
[00:10:18.000 --> 00:10:20.000]  我們這個信仰不只是講求知識
[00:10:20.000 --> 00:10:22.000]  知識很多東西
[00:10:22.000 --> 00:10:24.000]  我們都可以很容易會知道
[00:10:24.000 --> 00:10:26.000]  但是我們實際和神的經歷
[00:10:26.000 --> 00:10:28.000]  我們每一天
[00:10:28.000 --> 00:10:30.000]  怎樣在這個信仰的路上
[00:10:30.000 --> 00:10:32.000]  和神一起走
[00:10:32.000 --> 00:10:34.000]  這件事
[00:10:34.000 --> 00:10:36.000]  是這個電腦
[00:10:36.000 --> 00:10:38.000]  是我們身邊的人
[00:10:38.000 --> 00:10:40.000]  能夠代替我們
[00:10:40.000 --> 00:10:42.000]  這是我們自己親身的經歷
[00:10:42.000 --> 00:10:44.000]  我們今天看了這幾段經文
[00:10:44.000 --> 00:10:46.000]  我們自己親身經歷
[00:10:46.000 --> 00:10:48.000]  是怎樣呢
[00:10:48.000 --> 00:10:50.000]  感到甚麼呢
[00:10:50.000 --> 00:10:52.000]  你內心裏面問一問自己
[00:10:52.000 --> 00:10:54.000]  你有甚麼感受呢
[00:10:54.000 --> 00:10:56.000]  當你讀這幾段經文的時候
[00:10:56.000 --> 00:10:58.000]  無奈
[00:10:58.000 --> 00:11:04.000]  有時我們人生會犯罪
[00:11:04.000 --> 00:11:06.000]  犯罪之後會認罪
[00:11:06.000 --> 00:11:08.000]  認罪之後我們
[00:11:08.000 --> 00:11:10.000]  經歷神對我們的赦免
[00:11:10.000 --> 00:11:12.000]  這個就好像一個循環
[00:11:12.000 --> 00:11:14.000]  犯罪認罪赦罪
[00:11:14.000 --> 00:11:16.000]  犯罪認罪赦罪
[00:11:16.000 --> 00:11:18.000]  這個在我們人生裏面
[00:11:18.000 --> 00:11:20.000]  每一天可能不斷的
[00:11:20.000 --> 00:11:22.000]  不斷的重複
[00:11:22.000 --> 00:11:24.000]  我們會發現
[00:11:24.000 --> 00:11:26.000]  有時我們的心不想這樣去做
[00:11:26.000 --> 00:11:28.000]  但是我們的肉體
[00:11:28.000 --> 00:11:30.000]  我們體貼了肉體那一刻
[00:11:30.000 --> 00:11:32.000]  就得到即時的滿足感
[00:11:32.000 --> 00:11:34.000]  就做了
[00:11:34.000 --> 00:11:36.000]  我們不想的
[00:11:36.000 --> 00:11:38.000]  但有時覺得好像很無奈
[00:11:38.000 --> 00:11:42.000]  內疚
[00:11:42.000 --> 00:11:44.000]  就是因為這樣
[00:11:44.000 --> 00:11:46.000]  覺得自己對不起神
[00:11:46.000 --> 00:11:48.000]  內心裏面出現一些
[00:11:48.000 --> 00:11:50.000]  內疚的感覺
[00:11:50.000 --> 00:11:52.000]  內疚會大些長些
[00:11:52.000 --> 00:11:54.000]  有時可能會短些
[00:11:54.000 --> 00:11:56.000]  少些
[00:11:56.000 --> 00:11:58.000]  疲乏
[00:11:58.000 --> 00:12:00.000]  當你走到無力時
[00:12:00.000 --> 00:12:02.000]  一路
[00:12:02.000 --> 00:12:04.000]  你很想做好但是做不好
[00:12:04.000 --> 00:12:06.000]  就是被這些無奈
[00:12:06.000 --> 00:12:08.000]  被這些內疚的感覺纏著你
[00:12:08.000 --> 00:12:10.000]  令到你身心靈
[00:12:10.000 --> 00:12:12.000]  有時都會感到疲倦
[00:12:12.000 --> 00:12:16.000]  自卑
[00:12:16.000 --> 00:12:18.000]  甚至你開始覺得
[00:12:18.000 --> 00:12:20.000]  這個罪人真的很差
[00:12:20.000 --> 00:12:22.000]  這樣我都做得出
[00:12:22.000 --> 00:12:24.000]  我不值得神原諒我
[00:12:24.000 --> 00:12:26.000]  我不值得神這樣來愛我
[00:12:26.000 --> 00:12:30.000]  懷疑
[00:12:30.000 --> 00:12:34.000]  這陣子
[00:12:34.000 --> 00:12:36.000]  我和神遠了很多
[00:12:36.000 --> 00:12:38.000]  我都不和神聊天
[00:12:38.000 --> 00:12:40.000]  又不理神
[00:12:40.000 --> 00:12:42.000]  我覺得神好像離開了我
[00:12:42.000 --> 00:12:44.000]  很遠很遠
[00:12:44.000 --> 00:12:46.000]  我感受不到神的愛
[00:12:46.000 --> 00:12:48.000]  神好像不再愛我
[00:12:48.000 --> 00:12:50.000]  是不是
[00:12:50.000 --> 00:12:56.000]  你有沒有這些感覺呢
[00:12:56.000 --> 00:12:58.000]  在你的生活
[00:12:58.000 --> 00:13:00.000]  在你現在這一刻
[00:13:00.000 --> 00:13:02.000]  哪一種的感受
[00:13:02.000 --> 00:13:04.000]  是會經常的出現呢
[00:13:16.000 --> 00:13:18.000]  這是我們每一個人
[00:13:18.000 --> 00:13:20.000]  可能你會有不同的感覺
[00:13:20.000 --> 00:13:22.000]  但我們很需要在神面前
[00:13:22.000 --> 00:13:24.000]  靜下來
[00:13:24.000 --> 00:13:26.000]  問一問自己的心
[00:13:26.000 --> 00:13:28.000]  摸一摸自己的心
[00:13:28.000 --> 00:13:30.000]  究竟這一刻
[00:13:30.000 --> 00:13:32.000]  我有什麼感受呢
[00:13:32.000 --> 00:13:34.000]  當我看完這段經文的時候
[00:13:34.000 --> 00:13:36.000]  我內心裡有什麼感受呢
[00:13:36.000 --> 00:13:38.000]  有些人說
[00:13:38.000 --> 00:13:40.000]  我不知道自己有什麼感受
[00:13:40.000 --> 00:13:42.000]  我沒有感受
[00:13:42.000 --> 00:13:44.000]  那個不是人
[00:13:44.000 --> 00:13:46.000]  他看了這麼多年
[00:13:46.000 --> 00:13:48.000]  他不太懂得理會自己的感受
[00:13:48.000 --> 00:13:50.000]  但他一定是有感受的
[00:13:50.000 --> 00:13:52.000]  所以我們試一下
[00:13:52.000 --> 00:13:54.000]  找回自己的感受
[00:13:54.000 --> 00:13:56.000]  摸一摸自己的心
[00:13:56.000 --> 00:13:58.000]  究竟我現在心裡的感受
[00:13:58.000 --> 00:14:00.000]  是怎麼樣的呢
[00:14:00.000 --> 00:14:02.000]  接著我們就去經歷一下
[00:14:02.000 --> 00:14:08.000]  我們經歷什麼呢
[00:14:08.000 --> 00:14:10.000]  神
[00:14:10.000 --> 00:14:12.000]  對我們無條件的愛
[00:14:12.000 --> 00:14:14.000]  無條件的愛
[00:14:14.000 --> 00:14:16.000]  這個是
[00:14:16.000 --> 00:14:18.000]  其中一個監獄
[00:14:18.000 --> 00:14:20.000]  我前兩天就去了
[00:14:20.000 --> 00:14:22.000]  弟兄姊妹
[00:14:22.000 --> 00:14:24.000]  有時候我自己想想
[00:14:24.000 --> 00:14:26.000]  問一下我自己
[00:14:26.000 --> 00:14:28.000]  我在愛人方面也算不錯
[00:14:28.000 --> 00:14:30.000]  是不是
[00:14:30.000 --> 00:14:32.000]  但前兩天
[00:14:32.000 --> 00:14:34.000]  我有些認罪悔改
[00:14:34.000 --> 00:14:36.000]  當我以為自己愛身邊的人
[00:14:36.000 --> 00:14:38.000]  愛得不錯的時候
[00:14:38.000 --> 00:14:40.000]  其實我覺得自己也是很自私
[00:14:40.000 --> 00:14:42.000]  前兩天我就有這樣的經歷
[00:14:42.000 --> 00:14:44.000]  其實在這兩年裡
[00:14:44.000 --> 00:14:46.000]  我都會去監獄探訪
[00:14:46.000 --> 00:14:48.000]  一位監獄裡的朋友
[00:14:48.000 --> 00:14:50.000]  他是講廣東話的
[00:14:50.000 --> 00:14:52.000]  所以我有機會有朋友的朋友
[00:14:52.000 --> 00:14:54.000]  在朋友的幾重轉介
[00:14:54.000 --> 00:14:56.000]  就讓我認識了他
[00:14:56.000 --> 00:14:58.000]  兩年前我就去監獄探訪他
[00:14:58.000 --> 00:15:00.000]  跟他聊天
[00:15:00.000 --> 00:15:02.000]  帶了他去信了耶穌
[00:15:02.000 --> 00:15:04.000]  信了耶穌我就栽培他
[00:15:04.000 --> 00:15:06.000]  定期就會去探訪他
[00:15:06.000 --> 00:15:08.000]  因為他之前住的監獄在南邊
[00:15:08.000 --> 00:15:10.000]  距離我家大概
[00:15:10.000 --> 00:15:12.000]  20分鐘車程就能去到
[00:15:12.000 --> 00:15:14.000]  所以我通常
[00:15:14.000 --> 00:15:16.000]  以前我一個月會去探訪他一次
[00:15:16.000 --> 00:15:18.000]  有時候需要的時候
[00:15:18.000 --> 00:15:20.000]  有空的時候就會去得密一點
[00:15:20.000 --> 00:15:22.000]  去探訪他
[00:15:22.000 --> 00:15:24.000]  跟他聊天還有在信仰上栽培
[00:15:24.000 --> 00:15:28.000]  但是在幾個月之前
[00:15:28.000 --> 00:15:30.000]  他就轉了
[00:15:30.000 --> 00:15:32.000]  另一個監獄
[00:15:32.000 --> 00:15:34.000]  這個監獄在哪裡呢
[00:15:34.000 --> 00:15:36.000]  這個監獄就在Mandarin
[00:15:36.000 --> 00:15:38.000]  再遠一點的
[00:15:38.000 --> 00:15:40.000]  向著Northam
[00:15:40.000 --> 00:15:42.000]  那個方向去
[00:15:42.000 --> 00:15:44.000]  由我家開車開過去
[00:15:44.000 --> 00:15:46.000]  就要大概一個小時的時間
[00:15:46.000 --> 00:15:48.000]  一個小時
[00:15:48.000 --> 00:15:50.000]  這樣也算了
[00:15:50.000 --> 00:15:52.000]  但是自從他轉了監獄之後
[00:15:52.000 --> 00:15:54.000]  我就覺得實在太遠了
[00:15:54.000 --> 00:15:56.000]  我就覺得自己很忙
[00:15:56.000 --> 00:15:58.000]  我就告訴自己
[00:15:58.000 --> 00:16:00.000]  我三個月探訪他一次也算不錯
[00:16:00.000 --> 00:16:04.000]  剛好這個星期天我是去探訪他
[00:16:04.000 --> 00:16:06.000]  探訪他的時候
[00:16:06.000 --> 00:16:10.000]  因為剛才跟大家分享
[00:16:10.000 --> 00:16:12.000]  歐陽牧師星期四晚上
[00:16:12.000 --> 00:16:14.000]  進了醫院
[00:16:14.000 --> 00:16:16.000]  胃部不舒服
[00:16:16.000 --> 00:16:18.000]  我就知道這個星期天
[00:16:18.000 --> 00:16:20.000]  就是我講道
[00:16:20.000 --> 00:16:22.000]  我要幫忙講道
[00:16:22.000 --> 00:16:24.000]  我星期五早上起床
[00:16:24.000 --> 00:16:26.000]  一直開車去的時候
[00:16:26.000 --> 00:16:28.000]  一直在想講道
[00:16:28.000 --> 00:16:30.000]  想著想著開了一個小時車去
[00:16:30.000 --> 00:16:32.000]  很遠
[00:16:32.000 --> 00:16:34.000]  經常很忙
[00:16:34.000 --> 00:16:36.000]  回家後晚上又有小組
[00:16:36.000 --> 00:16:38.000]  沒有時間預備
[00:16:38.000 --> 00:16:40.000]  想著想著
[00:16:40.000 --> 00:16:42.000]  開始開車的時候
[00:16:42.000 --> 00:16:44.000]  今天也很累
[00:16:44.000 --> 00:16:46.000]  打個電話告訴監獄我不去
[00:16:46.000 --> 00:16:48.000]  然後
[00:16:48.000 --> 00:16:50.000]  一直出發
[00:16:50.000 --> 00:16:52.000]  一直去的時候
[00:16:52.000 --> 00:16:54.000]  一直在想
[00:16:54.000 --> 00:16:56.000]  其實我上次去監獄探訪他
[00:16:56.000 --> 00:16:58.000]  我開了一個小時車去
[00:16:58.000 --> 00:17:00.000]  坐在那裡等了一個小時
[00:17:00.000 --> 00:17:02.000]  因為監獄的通知出現問題
[00:17:02.000 --> 00:17:04.000]  我的朋友
[00:17:04.000 --> 00:17:06.000]  不知道那段時間
[00:17:06.000 --> 00:17:08.000]  約了探訪
[00:17:08.000 --> 00:17:10.000]  監獄四處尋找
[00:17:10.000 --> 00:17:12.000]  監獄很大
[00:17:12.000 --> 00:17:14.000]  監獄好像很小
[00:17:14.000 --> 00:17:16.000]  四處尋找也不知道在哪裡
[00:17:16.000 --> 00:17:18.000]  找不到他
[00:17:18.000 --> 00:17:20.000]  結果找到他的時候
[00:17:20.000 --> 00:17:22.000]  只剩下15分鐘
[00:17:22.000 --> 00:17:24.000]  我來回用了兩個小時車程
[00:17:24.000 --> 00:17:26.000]  見了他15分鐘
[00:17:26.000 --> 00:17:28.000]  那一刻我就在想
[00:17:28.000 --> 00:17:30.000]  不如
[00:17:30.000 --> 00:17:32.000]  見了他這次
[00:17:32.000 --> 00:17:34.000]  我打個電話
[00:17:34.000 --> 00:17:36.000]  找找附近有沒有西人的牧師
[00:17:36.000 --> 00:17:38.000]  其他的機構
[00:17:38.000 --> 00:17:40.000]  以後代我去探訪他
[00:17:40.000 --> 00:17:42.000]  我不去了
[00:17:42.000 --> 00:17:44.000]  那麼辛苦那麼遠
[00:17:44.000 --> 00:17:46.000]  一直開車去的時候
[00:17:46.000 --> 00:17:48.000]  其實心裡也不是很平靜
[00:17:48.000 --> 00:17:50.000]  加上還有些怨言
[00:17:50.000 --> 00:17:52.000]  開始想想為何要讓我遇上他
[00:17:52.000 --> 00:17:54.000]  為何有些人
[00:17:54.000 --> 00:17:56.000]  會介紹給我介紹給他
[00:17:56.000 --> 00:17:58.000]  一直有很多負面的事情
[00:17:58.000 --> 00:18:00.000]  想著想著的時候
[00:18:00.000 --> 00:18:02.000]  但其實感謝神
[00:18:02.000 --> 00:18:04.000]  當我見完他之後
[00:18:04.000 --> 00:18:06.000]  我當天是因為
