
[00:00:00.000 --> 00:00:02.680]  其實今晚我只有一個目的
[00:05:33.480 --> 00:05:35.640]  你以為做乞丐很容易嗎
[00:05:35.640 --> 00:05:37.480]  很難的
[00:05:37.480 --> 00:05:40.720]  所以不要說這些話
[00:05:40.720 --> 00:05:42.040]  另外呢
[00:05:42.040 --> 00:05:44.800]  我就想鼓勵一些男人
[00:05:44.800 --> 00:05:45.440]  男人
[00:05:45.440 --> 00:05:52.640]  幾多位男人請你舉手看看
[00:05:52.640 --> 00:05:54.840]  各位男人
[00:05:54.840 --> 00:05:56.800]  你覺得
[00:05:56.800 --> 00:05:59.160]  你在家裡面
[00:05:59.160 --> 00:06:03.480]  你是什麼樣的愛的源頭
[00:06:03.480 --> 00:06:07.520]  你是什麼樣的很有愛心的人
[00:06:07.520 --> 00:06:10.760]  是不是呢
[00:06:10.760 --> 00:06:13.320]  今晚我們所說的話
[00:06:13.320 --> 00:06:19.000]  全部都是在創造萬物的天賦面前說的
[00:06:19.000 --> 00:06:23.200]  所以沒有一個人可以說假的話
[00:06:23.200 --> 00:06:26.680]  我就做年輕的你
[00:06:26.680 --> 00:06:28.280]  我就發覺
[00:06:28.280 --> 00:06:30.960]  我們這些年輕的爸爸
[00:06:30.960 --> 00:06:36.760]  有時候真的以為自己是很有愛心
[00:06:36.760 --> 00:06:42.160]  其實我們並未懂得什麼是真愛
[00:06:42.160 --> 00:06:43.960]  我們的愛呢
[00:06:43.960 --> 00:06:46.360]  有很多雜質的
[00:06:46.360 --> 00:06:49.080]  我們開始的愛
[00:06:49.080 --> 00:06:53.080]  進入這個婚姻的關係之前
[00:06:53.080 --> 00:06:54.680]  老老實實
[00:06:54.680 --> 00:06:56.120]  我不能說得這麼白的
[00:06:56.120 --> 00:06:59.080]  因為這裡有些小朋友在這裡
[00:06:59.080 --> 00:07:01.480]  其實你還沒結婚之前
[00:07:01.480 --> 00:07:04.720]  你是怎樣的
[00:07:04.720 --> 00:07:08.880]  其實你結婚之後
[00:07:08.880 --> 00:07:10.400]  各位男人
[00:07:10.400 --> 00:07:12.120]  你是怎樣的
[00:07:12.120 --> 00:07:14.600]  老老實實
[00:07:14.600 --> 00:07:16.400]  其實我們男人
[00:07:16.400 --> 00:07:19.640]  我們說我們很懂得愛
[00:07:19.640 --> 00:07:22.520]  其實我就發覺我們男人
[00:07:22.520 --> 00:07:25.640]  只想做大情人
[00:07:25.640 --> 00:07:29.320]  只想做很多人的情人
[00:07:29.320 --> 00:07:32.320]  其實這種男人心
[00:07:32.320 --> 00:07:35.040]  就是好恐怖的
[00:07:35.040 --> 00:07:37.520]  他們不懂得愛
[00:07:37.520 --> 00:07:40.760]  他們根本不知道什麼是愛
[00:07:40.760 --> 00:07:43.440]  因為我們男人的愛
[00:07:43.440 --> 00:07:47.040]  有很多不乾淨的東西在裡面
[00:07:47.040 --> 00:07:48.240]  現在也不行了
[00:07:48.240 --> 00:07:52.440]  因為小孩子都會聽普通話了
[00:07:52.440 --> 00:07:54.560]  哎呀 怎麼辦呢
[00:07:54.560 --> 00:07:57.640]  Now I should begin to speak in English
[00:07:57.640 --> 00:08:01.120]  And maybe they won't be able to understand
[00:08:01.120 --> 00:08:03.440]  不是 現在我們香港人
[00:08:03.440 --> 00:08:05.840]  兩文三語都是超級厲害的
[00:08:05.840 --> 00:08:08.600]  不過你明白我說什麼就好了
[00:08:08.600 --> 00:08:13.400]  我們男人應該在家裡
[00:08:13.400 --> 00:08:19.000]  那個愛的根基
[00:08:19.000 --> 00:08:22.960]  我們男人應該是那個愛的堡壘
[00:08:22.960 --> 00:08:26.360]  我們男人應該是用愛
[00:08:26.360 --> 00:08:28.240]  用純潔的愛
[00:08:28.240 --> 00:08:31.720]  來把我們的家包圍起來
[00:08:31.720 --> 00:08:34.120]  行不行
[00:08:34.120 --> 00:08:35.520]  做不做
[00:08:35.520 --> 00:08:37.920]  男人給點反應來
[00:08:37.920 --> 00:08:40.120]  好不好
[00:08:40.120 --> 00:08:42.480]  做男人怎麼做
[00:08:42.480 --> 00:08:46.080]  丈夫要愛妻子
[00:08:46.080 --> 00:08:47.440]  你說我有
[00:08:47.440 --> 00:08:49.240]  我天天都上班
[00:08:49.240 --> 00:08:50.760]  不到九點我都不放工
[00:08:50.760 --> 00:08:51.600]  十點才放工
[00:08:51.600 --> 00:08:52.400]  十一點才放工
[00:08:52.400 --> 00:08:53.480]  十二點才放工
[00:08:53.480 --> 00:08:55.040]  我做死都是為了家
[00:08:55.040 --> 00:08:57.720]  我就是愛這個家
[00:08:57.720 --> 00:08:59.480]  其實我告訴你
[00:08:59.480 --> 00:09:00.880]  有時候我們男人
[00:09:00.880 --> 00:09:02.880]  出去上班或很晚才放工
[00:09:02.880 --> 00:09:06.000]  其實他出去吹水的時間很多
[00:09:06.000 --> 00:09:07.280]  他出去Happy Hour
[00:09:07.280 --> 00:09:08.720]  然後搞到很晚才回家
[00:09:08.720 --> 00:09:11.880]  然後我做到死
[00:09:11.880 --> 00:09:13.880]  其實他累死自己
[00:09:13.880 --> 00:09:15.440]  累死自己的肝
[00:09:15.440 --> 00:09:17.480]  累死自己的家
[00:09:17.480 --> 00:09:21.280]  他也沒有跟家裡培養這個感情
[00:09:21.280 --> 00:09:22.640]  你知不知道
[00:09:22.640 --> 00:09:24.800]  男人年輕的時候
[00:09:24.800 --> 00:09:27.600]  不懂得去珍惜自己的身體
[00:09:27.600 --> 00:09:30.280]  不懂得去珍惜自己的老婆
[00:09:30.280 --> 00:09:32.480]  不懂得用時間去培養
[00:09:32.480 --> 00:09:34.080]  跟子女的感情
[00:09:34.080 --> 00:09:36.200]  他只是賺錢賺錢賺錢
[00:09:36.200 --> 00:09:37.840]  只是搬大屋搬大屋
[00:09:37.840 --> 00:09:39.520]  只是開漂亮的車開漂亮的車
[00:09:39.520 --> 00:09:40.440]  你知不知道
[00:09:40.440 --> 00:09:43.320]  他老了的時候很危險的
[00:09:43.320 --> 00:09:46.960]  因為他從小跟子女沒有關係
[00:09:46.960 --> 00:09:48.480]  到了老的時候
[00:09:48.480 --> 00:09:51.280]  他不懂得跟子女聊天
[00:09:51.280 --> 00:09:54.920]  尤其當他年輕的時候
[00:09:54.920 --> 00:09:56.600]  想著出去賺錢
[00:09:56.600 --> 00:09:59.000]  想著出去交際應酬
[00:09:59.000 --> 00:10:01.760]  然後在這些交際應酬裡面
[00:10:01.760 --> 00:10:05.000]  有時候不經意做了一些
[00:10:05.000 --> 00:10:07.680]  傷害了太太的事情
[00:10:07.680 --> 00:10:09.280]  你想想
[00:10:09.280 --> 00:10:10.960]  你一直在上班
[00:10:10.960 --> 00:10:12.440]  一直在勤力
[00:10:12.440 --> 00:10:14.240]  一直在賺錢
[00:10:14.240 --> 00:10:18.280]  但是你一直在虧蝕很多很多
[00:10:18.280 --> 00:10:20.040]  感情上的事情
[00:10:20.040 --> 00:10:23.000]  虧蝕了很多愛方面的事情
[00:10:23.000 --> 00:10:24.560]  你想像得到嗎
[00:10:24.560 --> 00:10:25.920]  現在眨一下眼
[00:10:25.920 --> 00:10:28.800]  這一班做幼稚園家長的
[00:10:28.800 --> 00:10:30.640]  就已經有我這個年紀
[00:10:30.640 --> 00:10:32.440]  甚至比我老了
[00:10:32.440 --> 00:10:34.840]  那就是做了阿伯
[00:10:34.840 --> 00:10:36.680]  你發覺
[00:10:36.680 --> 00:10:38.400]  公園裡面
[00:10:38.400 --> 00:10:41.960]  只有阿伯沒有阿婆
[00:10:41.960 --> 00:10:44.000]  就是因為他老了的時候
[00:10:44.000 --> 00:10:45.720]  就沒有本錢了
[00:10:45.720 --> 00:10:47.920]  沒有力量了
[00:10:47.920 --> 00:10:50.400]  所以我奉勸
[00:10:50.400 --> 00:10:52.760]  今天做爸爸的人
[00:10:52.760 --> 00:10:54.320]  你要學習
[00:10:54.320 --> 00:10:58.000]  來認識創造天地萬物的主
[00:10:58.000 --> 00:11:01.280]  然後照他的智慧
[00:11:01.280 --> 00:11:03.240]  照他的價值觀念
[00:11:03.240 --> 00:11:05.560]  來培養跟太太的關係
[00:11:05.560 --> 00:11:07.600]  來培養跟子女的關係
[00:11:07.600 --> 00:11:09.720]  來面對著這個世界
[00:11:09.720 --> 00:11:11.520]  剛才唱的那首歌
[00:11:11.520 --> 00:11:13.080]  很精彩的
[00:11:13.080 --> 00:11:15.240]  高牧師你在哪裡
[00:11:15.240 --> 00:11:18.000]  你剛才唱得很成功
[00:11:18.000 --> 00:11:20.240]  又有什麼看花又有什麼看鳥
[00:11:20.240 --> 00:11:22.000]  然後何況你更加尊貴
[00:11:22.000 --> 00:11:24.960]  我都唱不到那首歌,厲害到不得了
[00:11:24.960 --> 00:11:27.440]  其實那個就是很重要的
[00:11:27.440 --> 00:11:29.760]  就是當我們知道
[00:11:29.760 --> 00:11:31.520]  我們做爸爸
[00:11:31.520 --> 00:11:33.720]  雖然是一家
[00:11:33.720 --> 00:11:38.240]  去謀生的一個很重要的人
[00:11:38.240 --> 00:11:41.600]  但是真正養活我們家庭的
[00:11:41.600 --> 00:11:44.320]  不是單單靠我們拼搏
[00:11:44.320 --> 00:11:46.800]  去做到死為止
[00:11:46.800 --> 00:11:49.880]  我們是一位創造萬物的天父
[00:11:49.880 --> 00:11:52.360]  他是愛我們,告訴我們
[00:11:52.360 --> 00:11:55.160]  你只要做我叫你做
[00:11:55.160 --> 00:11:57.200]  對的正經的事
[00:11:57.200 --> 00:11:59.440]  你就不用做工作的奴隸
[00:11:59.440 --> 00:12:01.600]  也不用做錢銀的奴隸
[00:12:01.600 --> 00:12:05.440]  更加不用做這個憂慮的奴隸
[00:12:05.440 --> 00:12:09.440]  更加不用你因為做著做著孤單疲乏
[00:12:09.440 --> 00:12:11.400]  你就走錯路
[00:12:11.400 --> 00:12:13.200]  走錯了路的人
[00:12:13.200 --> 00:12:15.480]  是很慘的
[00:12:15.480 --> 00:12:17.320]  我懷疑這裡
[00:12:17.320 --> 00:12:19.680]  也有些爸爸媽媽
[00:12:19.680 --> 00:12:22.400]  雖然子女還是小
[00:12:22.400 --> 00:12:25.080]  但是你們之間的關係
[00:12:25.080 --> 00:12:26.800]  夫妻的關係
[00:12:26.800 --> 00:12:29.320]  已經是噗噗噗噗噗噗噗噗
[00:12:29.320 --> 00:12:33.040]  亮起了紅燈
[00:12:33.040 --> 00:12:36.280]  我想今晚把你眼紅燈
[00:12:36.280 --> 00:12:38.440]  轉做黃燈
[00:12:38.440 --> 00:12:40.440]  轉做綠燈
[00:12:40.440 --> 00:12:42.400]  然後一生一世
[00:12:42.400 --> 00:12:44.640]  都活在愛裡面
[00:12:44.640 --> 00:12:47.960]  純潔無憂慮的愛
[00:12:47.960 --> 00:12:50.320]  這一種能力
[00:12:50.320 --> 00:12:52.760]  不是讀書讀回來的
[00:12:52.760 --> 00:12:56.440]  是創造天地萬物的上帝
[00:12:56.440 --> 00:12:58.520]  能夠用他的愛
[00:12:58.520 --> 00:13:00.600]  來賜給你的
[00:13:00.600 --> 00:13:02.000]  我希望今晚
[00:13:02.000 --> 00:13:03.880]  每一個的爸爸
[00:13:03.880 --> 00:13:05.640]  都能夠將自己的生命
[00:13:05.640 --> 00:13:09.240]  來交託給創造天地萬物的主
[00:13:09.240 --> 00:13:10.760]  說天父啊
[00:13:10.760 --> 00:13:12.600]  我的智慧從你那裡來
[00:13:12.600 --> 00:13:14.920]  我的雙手的力量從你那裡來
[00:13:14.920 --> 00:13:17.040]  我願意侍奉你
[00:13:17.040 --> 00:13:18.840]  我願意跟隨你
[00:13:18.840 --> 00:13:20.400]  我願意
[00:13:20.400 --> 00:13:23.520]  扔下一切不好的習慣
[00:13:23.520 --> 00:13:26.880]  扔下一切不懂得自愛的行為
[00:13:26.880 --> 00:13:28.840]  我要依靠你
[00:13:28.840 --> 00:13:30.520]  要做正經事
[00:13:30.520 --> 00:13:33.240]  然後賺到這些錢
[00:13:33.240 --> 00:13:35.760]  不是用來儲來越來越多的
[00:13:35.760 --> 00:13:37.280]  我是要賺到這些錢
[00:13:37.280 --> 00:13:39.000]  是真的能夠建立一個
[00:13:39.000 --> 00:13:40.960]  幸福的家庭
[00:13:40.960 --> 00:13:42.920]  穩陣的家庭
[00:13:42.920 --> 00:13:44.600]  那要怎樣呢
[00:13:44.600 --> 00:13:46.600]  要怎樣得到這個愛呢
[00:13:46.600 --> 00:13:48.760]  聖經有一個這樣的故事
[00:13:48.760 --> 00:13:51.120]  我很喜歡這個故事
[00:13:51.120 --> 00:13:54.240]  就說一個人有兩個兒子
[00:13:54.240 --> 00:13:56.000]  然後那個小兒子
[00:13:56.000 --> 00:13:58.240]  有一天就來跟爸爸說
[00:13:58.240 --> 00:13:59.760]  爸爸
[00:13:59.760 --> 00:14:01.800]  將我那份家產
[00:14:01.800 --> 00:14:03.600]  分給我
[00:14:03.600 --> 00:14:05.600]  那你知道了
[00:14:05.600 --> 00:14:07.480]  當一個兒子
[00:14:07.480 --> 00:14:10.160]  會向那個爸爸來求
[00:14:10.160 --> 00:14:12.800]  叫他分一份家產給他
[00:14:12.800 --> 00:14:15.280]  那這個兒子就成長了
[00:14:15.280 --> 00:14:17.040]  但是他心急
[00:14:17.040 --> 00:14:20.120]  他的心已經離開了這個家
[00:14:20.120 --> 00:14:22.280]  他就覺得自己的人生
[00:14:22.280 --> 00:14:24.120]  就是有自己的路
[00:14:24.120 --> 00:14:25.880]  我喜歡怎樣就怎樣
[00:14:25.880 --> 00:14:27.920]  我外面有班朋友
[00:14:27.920 --> 00:14:29.640]  班朋友在等我
[00:14:29.640 --> 00:14:32.800]  外面又有這些燈紅酒綠的東西
[00:14:32.800 --> 00:14:34.800]  我要出去這個花花世界
[00:14:34.800 --> 00:14:35.800]  爸爸
[00:14:35.800 --> 00:14:37.200]  不要再管我
[00:14:37.200 --> 00:14:38.600]  我長大了
[00:14:38.600 --> 00:14:41.760]  我那份應分得的拿來
[00:14:41.760 --> 00:14:43.240]  那個爸爸
[00:14:43.240 --> 00:14:44.680]  給他
[00:14:44.680 --> 00:14:46.600]  這個兒子走走走走到
[00:14:46.600 --> 00:14:48.440]  天腳底那麼遠
[00:14:48.440 --> 00:14:50.200]  然後過著他認為
[00:14:50.200 --> 00:14:53.600]  是人生最爽皮的生活
[00:14:53.600 --> 00:14:55.720]  但是爽爽的時候
[00:14:55.720 --> 00:14:58.120]  因為誤交損友
[00:14:58.120 --> 00:15:00.720]  一個人一誤交損友
[00:15:00.720 --> 00:15:02.680]  就失去理性
[00:15:02.680 --> 00:15:04.840]  不懂得照顧自己
[00:15:04.840 --> 00:15:07.520]  結果聖經這樣說這個人
[00:15:07.520 --> 00:15:10.440]  就是花在這些女性的身上
[00:15:10.440 --> 00:15:12.960]  花在其他不好的東西身上
[00:15:12.960 --> 00:15:16.200]  然後用光了那些錢
[00:15:16.200 --> 00:15:19.640]  當他的錢全部沒了的時候
[00:15:19.640 --> 00:15:22.480]  那個地方又遇到大饑荒
[00:15:22.480 --> 00:15:25.720]  又捱餓又沒工作又沒得吃
[00:15:25.720 --> 00:15:27.760]  結果這個少爺仔
[00:15:27.760 --> 00:15:31.280]  去做一些都沒人肯做的工作
[00:15:31.280 --> 00:15:33.840]  就是去豬欄那裡
[00:15:33.840 --> 00:15:36.040]  來餵那些豬
[00:15:36.040 --> 00:15:38.320]  他肚子餓得不得了
[00:15:38.320 --> 00:15:40.000]  有一天
[00:15:40.000 --> 00:15:41.720]  他餓得
[00:15:41.720 --> 00:15:43.960]  簡直要蹲下
[00:15:43.960 --> 00:15:48.240]  去拿那些豬吃的豆腐腐
[00:15:48.240 --> 00:15:50.440]  當他那個情況
[00:15:50.440 --> 00:15:52.920]  是蹲得那麼低的時候
[00:15:52.920 --> 00:15:55.680]  那個人生的困境
[00:15:55.680 --> 00:15:58.800]  困到他沒路走的時候
[00:15:58.800 --> 00:16:01.440]  忽然之間他叮一聲
[00:16:01.440 --> 00:16:04.480]  他說其實我不用這樣
[00:16:04.480 --> 00:16:07.520]  其實我家裡有很多
[00:16:07.520 --> 00:16:10.240]  不過我既然誤役我的爸爸
[00:16:10.240 --> 00:16:13.080]  我也沒資格回頭了
[00:16:13.080 --> 00:16:15.000]  但我也要回來
[00:16:15.000 --> 00:16:16.880]  因為我得罪了天
[00:16:16.880 --> 00:16:18.560]  又得罪了爸爸
[00:16:18.560 --> 00:16:20.880]  於是他就自己想想
[00:16:20.880 --> 00:16:23.520]  我還是要回去
[00:16:23.520 --> 00:16:26.240]  我回去的時候就要這樣跟爸爸說
[00:16:26.240 --> 00:16:28.760]  你讓我做一個下人吧
[00:16:28.760 --> 00:16:31.120]  我已經沒資格做你的兒子了
[00:16:31.120 --> 00:16:34.360]  你知不知道這個故事後來是怎麼發生的
[00:16:34.360 --> 00:16:36.000]  其實你知不知道這個人
[00:16:36.000 --> 00:16:38.160]  為什麼會醒過來
[00:16:38.160 --> 00:16:40.640]  原來當一個人在心裡面
[00:16:40.640 --> 00:16:42.800]  覺得自己人生沒路走
[00:16:42.800 --> 00:16:44.640]  很苦很苦
[00:16:44.640 --> 00:16:47.120]  覺得自己為什麼落得那麼低
[00:16:47.120 --> 00:16:53.040]  真的落到低到跟豬一樣的水平
[00:16:53.040 --> 00:16:56.000]  我懷疑他為什麼會一天醒過來
[00:16:56.000 --> 00:16:57.720]  就是因為他蹲下
[00:16:57.720 --> 00:17:01.120]  想去豬兜那裡
[00:17:01.120 --> 00:17:04.040]  拿那些豬吃的東西來吃的時候
[00:17:04.040 --> 00:17:08.960]  突然間他見到一隻豬挖著他
[00:17:08.960 --> 00:17:12.600]  就是他雙眼跟豬雙眼大家對望的時候
[00:17:12.600 --> 00:17:16.360]  他就說豬都看我真的很折墮
[00:17:16.360 --> 00:17:19.720]  我想吃豬肚餓到想吃豬吃的東西
[00:17:19.720 --> 00:17:22.200]  竟然給一隻豬挖
[00:17:22.200 --> 00:17:25.720]  嘩!人生來到給豬挖的地步
[00:17:25.720 --> 00:17:28.040]  真是慘無可慘
[00:17:28.040 --> 00:17:30.440]  我不知道你的情況如何
[00:17:30.440 --> 00:17:32.240]  但我自己知道
[00:17:32.240 --> 00:17:34.160]  我曾經去到一個地步
[00:17:34.160 --> 00:17:36.240]  覺得自己就是被豬挖的
[00:17:36.240 --> 00:17:39.080]  覺得自己人生已經再沒有希望
[00:17:39.080 --> 00:17:44.480]  覺得我沒資格回到創天造地的主面前
[00:17:44.480 --> 00:17:48.040]  覺得自己裡面的思想又太骯髒
[00:17:48.040 --> 00:17:50.680]  覺得自己的嘴巴又太骯髒
[00:17:50.680 --> 00:17:55.720]  覺得自己真的將天賦給我的身體
[00:17:55.720 --> 00:17:59.040]  糟蹋到不知道像什麼樣的地步
[00:17:59.040 --> 00:18:01.880]  我沒資格回家
[00:18:01.880 --> 00:18:04.440]  但是聖經說這個人
[00:18:04.440 --> 00:18:06.960]  他始終都回家
[00:18:06.960 --> 00:18:10.120]  因為在那裡有愛等著他
[00:18:10.120 --> 00:18:11.760]  當有愛的時候
[00:18:11.760 --> 00:18:15.920]  就任何一種情況都可以得到醫治
[00:18:15.920 --> 00:18:17.080]  身體得醫治
[00:18:17.080 --> 00:18:18.120]  心靈得醫治
[00:18:18.120 --> 00:18:19.840]  關係得醫治
[00:18:19.840 --> 00:18:21.920]  嘩!這種好到不得了
[00:18:21.920 --> 00:18:25.320]  我覺得我今晚在這裡跟你分享
[00:18:25.320 --> 00:18:28.120]  Nothing's gonna change my love for you
[00:18:28.120 --> 00:18:31.840]  其實是天賦要跟你說的話
[00:18:31.840 --> 00:18:34.240]  無論你拜開什麼神
[00:18:34.240 --> 00:18:36.240]  無論你做開什麼事
[00:18:36.240 --> 00:18:38.560]  無論你的心對耶穌是怎樣
[00:18:38.560 --> 00:18:40.320]  無論你對你的太太
[00:18:40.320 --> 00:18:41.400]  對你的丈夫
[00:18:41.400 --> 00:18:42.720]  對你其他的人
[00:18:42.720 --> 00:18:45.400]  做過哪些不見得光的事
[00:18:45.400 --> 00:18:46.560]  無論是怎樣
[00:18:46.560 --> 00:18:48.760]  你覺得自己都不配
