
[00:00:00.000 --> 00:00:06.000]  很高興今天有主內大軒姊妹回到電鐘一同去敬拜贊美神
[00:02:04.000 --> 00:02:06.000]  這個波斯王朝也很長
[00:02:06.000 --> 00:02:08.000]  大約有200年的歷史
[00:02:08.000 --> 00:02:11.000]  到了頭五位皇帝的時候
[00:02:11.000 --> 00:02:15.000]  君主的時候我們開始看到以斯帖記
[00:02:15.000 --> 00:02:17.000]  以斯帖記一開始就在古烈王的時候
[00:02:17.000 --> 00:02:21.000]  他們開始回到第一次回歸
[00:02:21.000 --> 00:02:25.000]  到了主前516年他們就建好聖殿
[00:02:25.000 --> 00:02:29.000]  剛剛就和尼布格麗薩相差70年的期間
[00:02:29.000 --> 00:02:31.000]  就是聖經所應去的
[00:02:31.000 --> 00:02:33.000]  如果你倒過來
[00:02:33.000 --> 00:02:36.000]  他們這幫約書亞帶他們入迦南地的時候
[00:02:36.000 --> 00:02:42.000]  7乘70其實是490年的期間裏面
[00:02:42.000 --> 00:02:45.000]  他們一直都沒有守安息禮拜的期間
[00:02:45.000 --> 00:02:52.000]  所以到了剛剛守好70年的安息禮拜
[00:02:52.000 --> 00:02:56.000]  他們就在聖殿再次去敬拜神
[00:02:56.000 --> 00:02:59.000]  到了亞達西西王的年間期間裏面
[00:02:59.000 --> 00:03:03.000]  上次的主日我們從第七章看到第八章
[00:03:03.000 --> 00:03:06.000]  今天我們會從第九章看到第十章
[00:03:06.000 --> 00:03:14.000]  去明白到原來除了我們的內心提出改革的時候
[00:03:14.000 --> 00:03:17.000]  是更正我們內心的思維
[00:03:17.000 --> 00:03:23.000]  好使我們可以真正地與神同在
[00:03:23.000 --> 00:03:26.000]  所以我們今天會從聖經的話語當中去明白到
[00:03:26.000 --> 00:03:29.000]  我們怎樣在新約的年間裏面
[00:03:29.000 --> 00:03:33.000]  我們這幫基督徒怎樣可以享受與神同在
[00:03:33.000 --> 00:03:37.000]  我們怎樣可以enjoy this fellowship with Jesus Christ
[00:03:37.000 --> 00:03:40.000]  這個是今天我們所討論教導的功課
[00:03:40.000 --> 00:03:42.000]  我們一同在這裏祈禱
[00:03:42.000 --> 00:03:45.000]  我們的天父上帝我們再次感謝你
[00:03:45.000 --> 00:03:47.000]  感謝你預備了主耶穌基督
[00:03:47.000 --> 00:03:50.000]  是一個美好的救恩計劃給我們
[00:03:50.000 --> 00:03:52.000]  求你運用你的話語
[00:03:52.000 --> 00:03:55.000]  好使我們能夠明白你的心意
[00:03:55.000 --> 00:03:59.000]  求你帶領以下的時間
[00:03:59.000 --> 00:04:02.000]  以上的禱告是奉主耶穌得聖的名字祈求
[00:04:02.000 --> 00:04:06.000]  這段經文其實提出了三個重點
[00:04:06.000 --> 00:04:09.000]  我們怎樣可以享受與神同在的生活
[00:04:09.000 --> 00:04:12.000]  第一是要敬虔地生活去榮耀神
[00:04:12.000 --> 00:04:15.000]  第二點就是要拆毀撒旦的刑侶
[00:04:15.000 --> 00:04:19.000]  最後是追求更像主耶穌基督的生命
[00:04:19.000 --> 00:04:22.000]  我們看剛才大家所讀的經文
[00:04:22.000 --> 00:04:25.000]  是在2014年第一節
[00:04:25.000 --> 00:04:31.000]  那時以斯拉由巴比倫出發
[00:04:31.000 --> 00:04:33.000]  回到耶路撒冷
[00:04:33.000 --> 00:04:37.000]  開始安全地到達
[00:04:37.000 --> 00:04:41.000]  接著收到一些消息
[00:04:41.000 --> 00:04:44.000]  大約五個月之後
[00:04:44.000 --> 00:04:48.000]  那些會眾的首領就走來跟他們說
[00:04:48.000 --> 00:04:52.000]  以色列民裏面的祭司和利美人當中
[00:04:52.000 --> 00:04:56.000]  他們沒有脫離加南人、黑人、比利西人
[00:04:56.000 --> 00:05:00.000]  耶布斯人、阿門人、摩亞人
[00:05:00.000 --> 00:05:05.000]  以及埃及摩尼人的以前
[00:05:05.000 --> 00:05:09.000]  他們去了效法這些國民
[00:05:09.000 --> 00:05:12.000]  很可憎的事
[00:05:12.000 --> 00:05:15.000]  他們回到加南地的時候
[00:05:15.000 --> 00:05:18.000]  那裏有很多不同的外族人
[00:05:18.000 --> 00:05:21.000]  他們所敬拜的是
[00:05:21.000 --> 00:05:23.000]  他們是多神輪的國家
[00:05:23.000 --> 00:05:25.000]  周圍的民族
[00:05:25.000 --> 00:05:27.000]  當中的時候
[00:05:27.000 --> 00:05:32.000]  他們就效法他們這班人的行為
[00:05:32.000 --> 00:05:35.000]  他們做一些可憎的事
[00:05:35.000 --> 00:05:37.000]  我們立刻想到
[00:05:37.000 --> 00:05:40.000]  是否真的娶外邦女子是可憎的事
[00:05:40.000 --> 00:05:42.000]  大家看清楚一點
[00:05:42.000 --> 00:05:46.000]  沒錯,是娶外邦女子是不應該做的事
[00:05:46.000 --> 00:05:48.000]  大家會在後文裏看到
[00:05:48.000 --> 00:05:50.000]  原來是娶外邦女子
[00:05:50.000 --> 00:05:53.000]  但是背後的原因更加清楚
[00:05:53.000 --> 00:05:56.000]  就是她行可憎的事
[00:05:56.000 --> 00:05:58.000]  是甚麼可憎的事呢?
[00:05:58.000 --> 00:06:00.000]  在那個年代是甚麼可憎的事
[00:06:00.000 --> 00:06:03.000]  是透過娶外邦女子會達成的呢?
[00:06:03.000 --> 00:06:05.000]  因為其實
[00:06:05.000 --> 00:06:08.000]  如果大家看回耶穌的家譜的時候
[00:06:08.000 --> 00:06:10.000]  大家看回耶穌的家譜的時候
[00:06:10.000 --> 00:06:14.000]  原來耶穌的家譜當中也有外族人
[00:06:14.000 --> 00:06:17.000]  你看回耶穌的家譜在馬太福音的時候
[00:06:17.000 --> 00:06:20.000]  原來當中有拉合
[00:06:20.000 --> 00:06:23.000]  大家記得拉合在哪裏嗎?
[00:06:23.000 --> 00:06:26.000]  耶律歌誠被圍攻的時候
[00:06:26.000 --> 00:06:28.000]  那個妓女拉合
[00:06:28.000 --> 00:06:31.000]  是大衛的祖先
[00:06:31.000 --> 00:06:33.000]  大衛祖先然後是路德
[00:06:33.000 --> 00:06:35.000]  是否耶穌的神就說
[00:06:35.000 --> 00:06:39.000]  你娶外族人的妻子就要抄家呢?
[00:06:39.000 --> 00:06:41.000]  剛剛下面會提到抄家的第十章
[00:06:41.000 --> 00:06:43.000]  說娶外族人就要抄家
[00:06:43.000 --> 00:06:45.000]  是否已經是絕對禁止的?
[00:06:45.000 --> 00:06:47.000]  她背後的原因是甚麼呢?
[00:06:47.000 --> 00:06:49.000]  原來背後的原因是因為
[00:06:49.000 --> 00:06:52.000]  如果她們不跟著信
[00:06:52.000 --> 00:06:55.000]  而接受了主耶穌基督這個救恩計劃的時候
[00:06:55.000 --> 00:06:59.000]  就會帶著她們這班民族離開神
[00:06:59.000 --> 00:07:01.000]  所以這個是背後的原因
[00:07:01.000 --> 00:07:03.000]  她們這些就是離開神
[00:07:03.000 --> 00:07:07.000]  這些她們所做的生活方式的時候
[00:07:07.000 --> 00:07:09.000]  這個外族的周圍的世界觀
[00:07:09.000 --> 00:07:11.000]  會影響她們的生活
[00:07:11.000 --> 00:07:13.000]  就是神所憎惡的
[00:07:13.000 --> 00:07:15.000]  但是妓女拉合
[00:07:15.000 --> 00:07:17.000]  就因著信而清義
[00:07:17.000 --> 00:07:20.000]  成為主耶穌基督的見證人
[00:07:20.000 --> 00:07:22.000]  我們在希伯來書
[00:07:22.000 --> 00:07:24.000]  我們剛剛讀完希伯來書的時候
[00:07:24.000 --> 00:07:26.000]  我們知道希伯來書第十一章
[00:07:26.000 --> 00:07:28.000]  第三十節那裏提到
[00:07:28.000 --> 00:07:31.000]  拉合都是主耶穌基督的見證人
[00:07:31.000 --> 00:07:33.000]  因著信而清義
[00:07:33.000 --> 00:07:36.000]  所以這裏說神所講的可真之事
[00:07:36.000 --> 00:07:40.000]  不只是說你娶這個外邦女子
[00:07:40.000 --> 00:07:42.000]  外族女子就是這個可真之事
[00:07:42.000 --> 00:07:43.000]  原因是什麼
[00:07:43.000 --> 00:07:46.000]  我們在背景那裏可以看回馬拉基書
[00:07:46.000 --> 00:07:49.000]  雖然馬拉基書是寫在主前四百三十年
[00:07:49.000 --> 00:07:55.000]  但是也反映了那時候社會的世界觀
[00:07:55.000 --> 00:07:58.000]  第九第十章寫的期間
[00:07:58.000 --> 00:08:02.000]  大約是主前四百五十六四百五十七年
[00:08:02.000 --> 00:08:05.000]  馬拉基書是寫在主前四百三十年
[00:08:05.000 --> 00:08:09.000]  是反映出亞達斯西和那段期間裏
[00:08:09.000 --> 00:08:12.000]  耶路撒冷的以色列民的猶太人
[00:08:12.000 --> 00:08:15.000]  他們所犯的可真之事究竟是什麼
[00:08:15.000 --> 00:08:18.000]  大家如果看馬拉基書的時候
[00:08:18.000 --> 00:08:21.000]  原來先知馬拉基在指責百姓違背神
[00:08:21.000 --> 00:08:24.000]  主要有四個方面去違背神
[00:08:24.000 --> 00:08:26.000]  首先他真的娶外邦女子
[00:08:26.000 --> 00:08:27.000]  真的他們會有種族
[00:08:27.000 --> 00:08:30.000]  雖然他們悔改在第十章的時候
[00:08:30.000 --> 00:08:32.000]  在伊斯拉基第十章的時候
[00:08:32.000 --> 00:08:33.000]  他們願意悔改
[00:08:33.000 --> 00:08:36.000]  但是他們也回去娶外邦的女子
[00:08:36.000 --> 00:08:38.000]  並不是那麼簡單
[00:08:38.000 --> 00:08:41.000]  他們還休了原本的妻子
[00:08:41.000 --> 00:08:43.000]  他們原本已經有老婆了
[00:08:43.000 --> 00:08:44.000]  那些猶太人
[00:08:44.000 --> 00:08:46.000]  休了他們的妻子
[00:08:46.000 --> 00:08:50.000]  令到他們被休的妻子痛哭
[00:08:50.000 --> 00:08:51.000]  神帝聽到
[00:08:51.000 --> 00:08:55.000]  他們說你們要謹守你們的心
[00:08:55.000 --> 00:09:01.000]  如果對妻子的民約婚約都不能夠忠誠的話
[00:09:01.000 --> 00:09:03.000]  你怎樣能夠對神忠誠
[00:09:03.000 --> 00:09:05.000]  同樣是一個民約
[00:09:05.000 --> 00:09:06.000]  是一個confident(信任)
[00:09:06.000 --> 00:09:08.000]  你對人 你對最親的人
[00:09:08.000 --> 00:09:12.000]  人的相處之間都不能夠忠心的話
[00:09:12.000 --> 00:09:14.000]  你是不會對神忠誠
[00:09:14.000 --> 00:09:17.000]  在斥責這些猶太人
[00:09:17.000 --> 00:09:19.000]  第一就是說他們休妻
[00:09:19.000 --> 00:09:21.000]  去背棄這個婚約
[00:09:21.000 --> 00:09:23.000]  第二點他們在斥責
[00:09:23.000 --> 00:09:25.000]  這些猶太人說
[00:09:25.000 --> 00:09:27.000]  你們根本不敬畏神
[00:09:27.000 --> 00:09:28.000]  他們又怎樣
[00:09:28.000 --> 00:09:30.000]  又奸淫 又騙人
[00:09:30.000 --> 00:09:31.000]  騙人 起假誓
[00:09:31.000 --> 00:09:32.000]  又騙人工
[00:09:32.000 --> 00:09:34.000]  人家幫他們做事 打工
[00:09:34.000 --> 00:09:36.000]  騙他們的工錢
[00:09:36.000 --> 00:09:37.000]  欺負那些古爾加夫
[00:09:37.000 --> 00:09:38.000]  簡直是不敬畏神
[00:09:38.000 --> 00:09:40.000]  所以在那個期間裏面
[00:09:40.000 --> 00:09:41.000]  他們這些猶太人
[00:09:41.000 --> 00:09:43.000]  同時是不敬畏神
[00:09:43.000 --> 00:09:45.000]  第三樣東西
[00:09:45.000 --> 00:09:48.000]  他們有奪取耶和華的物
[00:09:48.000 --> 00:09:50.000]  我們有時候會引用馬拉基書
[00:09:50.000 --> 00:09:52.000]  做一個奉獻的禱告的時候
[00:09:52.000 --> 00:09:54.000]  原來神風風足足
[00:09:54.000 --> 00:09:55.000]  供應給我們的時候
[00:09:55.000 --> 00:09:58.000]  是耶和華有應當所得的
[00:09:58.000 --> 00:10:00.000]  誰知道這幫猶太人
[00:10:00.000 --> 00:10:04.000]  奪取他們的神應當所得
[00:10:04.000 --> 00:10:06.000]  不止這麼簡單
[00:10:06.000 --> 00:10:07.000]  還在狡辯
[00:10:07.000 --> 00:10:08.000]  哪裏有啊
[00:10:08.000 --> 00:10:10.000]  我哪裏有奪取啊
[00:10:10.000 --> 00:10:14.000]  還在辯駁
[00:10:14.000 --> 00:10:16.000]  不單止做壞事
[00:10:16.000 --> 00:10:17.000]  還在辯駁
[00:10:17.000 --> 00:10:19.000]  犯罪 還在辯駁
[00:10:19.000 --> 00:10:20.000]  跟神在辯駁
[00:10:20.000 --> 00:10:21.000]  最後怎樣
[00:10:21.000 --> 00:10:24.000]  還在頂撞耶和華
[00:10:24.000 --> 00:10:25.000]  他們在鬥著
[00:10:25.000 --> 00:10:27.000]  往往在頂撞神
[00:10:27.000 --> 00:10:29.000]  我們用什麼去頂撞你
[00:10:29.000 --> 00:10:30.000]  我哪有頂撞你
[00:10:30.000 --> 00:10:31.000]  侍奉
[00:10:31.000 --> 00:10:32.000]  我們侍奉
[00:10:32.000 --> 00:10:33.000]  都討厭
[00:10:33.000 --> 00:10:37.000]  侍奉來打鬼嗎
[00:10:37.000 --> 00:10:39.000]  因為他們不忠心去侍奉
[00:10:39.000 --> 00:10:40.000]  去頂撞耶和華神
[00:10:40.000 --> 00:10:41.000]  侍奉沒用的
[00:10:41.000 --> 00:10:44.000]  我們為什麼要用生命去侍奉神
[00:10:44.000 --> 00:10:46.000]  其實我們的敬拜
[00:10:46.000 --> 00:10:48.000]  不單止是去到聖殿裏面
[00:10:48.000 --> 00:10:49.000]  去敬畏神
[00:10:49.000 --> 00:10:51.000]  我們的內心的態度
[00:10:51.000 --> 00:10:55.000]  有沒有存在一個敬乾的生活
[00:10:55.000 --> 00:10:57.000]  去將榮耀歸給神
[00:10:57.000 --> 00:10:58.000]  所以我們敬拜神
[00:10:58.000 --> 00:11:00.000]  不只是星期天回來敬拜神
[00:11:00.000 --> 00:11:02.000]  我們是用我們的敬乾的生活
[00:11:02.000 --> 00:11:04.000]  去回應我們的敬拜
[00:11:04.000 --> 00:11:06.000]  來敬拜我們的主
[00:11:06.000 --> 00:11:07.000]  所以我們看到
[00:11:07.000 --> 00:11:09.000]  我們這裏的新明記提醒我們
[00:11:09.000 --> 00:11:13.000]  當摩西離開世間的時候
[00:11:13.000 --> 00:11:14.000]  人世的時候
[00:11:14.000 --> 00:11:16.000]  他在新明記三十二章
[00:11:16.000 --> 00:11:18.000]  他有個最後的遺言
[00:11:18.000 --> 00:11:22.000]  跟這班的以色列民去講
[00:11:22.000 --> 00:11:23.000]  你們入迦南地之前
[00:11:23.000 --> 00:11:25.000]  我再次講一次給大家聽
[00:11:25.000 --> 00:11:28.000]  他從創世記寫到新明記
[00:11:28.000 --> 00:11:31.000]  中間有提到神創造宇宙
[00:11:31.000 --> 00:11:32.000]  創造萬物
[00:11:32.000 --> 00:11:33.000]  中間有提到帶他出埃及
[00:11:33.000 --> 00:11:35.000]  怎樣離開這個罪
[00:11:35.000 --> 00:11:37.000]  怎樣去有十界
[00:11:37.000 --> 00:11:39.000]  繼續去怎樣在這個
[00:11:39.000 --> 00:11:41.000]  曠野裏面掙扎的時候
[00:11:41.000 --> 00:11:45.000]  最後他的總結就告訴他
[00:11:45.000 --> 00:11:47.000]  在三十二章裏面說
[00:11:47.000 --> 00:11:50.000]  除我以外 別無他神
[00:11:50.000 --> 00:11:52.000]  要說神是一個忌邪的神
[00:11:52.000 --> 00:11:54.000]  是一個 Jealous 的
[00:11:54.000 --> 00:11:56.000]  身邊這個流米語物之地
[00:11:56.000 --> 00:11:57.000]  這個迦南地
[00:11:57.000 --> 00:12:01.000]  全部的民族都是多神論的民族
[00:12:01.000 --> 00:12:03.000]  他們有包括埃及的
[00:12:03.000 --> 00:12:04.000]  他們走出來的地方
[00:12:04.000 --> 00:12:06.000]  樣樣都是神
[00:12:06.000 --> 00:12:09.000]  但是這裏摩西告訴他們
[00:12:09.000 --> 00:12:12.000]  除我以外 別無他神
[00:12:12.000 --> 00:12:13.000]  這個第一點
[00:12:13.000 --> 00:12:14.000]  我們剛才所講的
[00:12:14.000 --> 00:12:15.000]  第一點究竟是甚麼呢
[00:12:15.000 --> 00:12:17.000]  我們怎樣可以享受
[00:12:17.000 --> 00:12:19.000]  與神同在的生活呢
[00:12:19.000 --> 00:12:20.000]  我們一定第一點
[00:12:20.000 --> 00:12:24.000]  首先要過一個敬虔的生活
[00:12:24.000 --> 00:12:26.000]  因為我們這群以色列民
[00:12:26.000 --> 00:12:27.000]  在第二節那裏提到
[00:12:27.000 --> 00:12:28.000]  九章第二節那裏提到
[00:12:28.000 --> 00:12:31.000]  他們是一個聖潔的族裔
[00:12:31.000 --> 00:12:33.000]  他們是被揀選的子民
[00:12:33.000 --> 00:12:34.000]  同樣我們基督徒
[00:12:34.000 --> 00:12:36.000]  都是被神所揀選
[00:12:36.000 --> 00:12:40.000]  所以我們要過一個聖潔的生活
[00:12:40.000 --> 00:12:43.000]  去回應神這個美好的計劃
[00:12:43.000 --> 00:12:45.000]  就是用我們聖潔的行為
[00:12:45.000 --> 00:12:47.000]  見證生活去榮耀神
[00:12:47.000 --> 00:12:52.000]  其實我也可能跟大家分享過一次
[00:12:52.000 --> 00:12:53.000]  或者兩次
[00:12:53.000 --> 00:12:56.000]  當我入職的時候
[00:12:56.000 --> 00:13:02.000]  在伊利諾伊州讀完大學的時候
[00:13:02.000 --> 00:13:03.000]  去到東岸
[00:13:03.000 --> 00:13:05.000]  去到政府中心打工
[00:13:05.000 --> 00:13:08.000]  我的老闆請我之後
[00:13:08.000 --> 00:13:10.000]  台灣人老闆
[00:13:10.000 --> 00:13:12.000]  給我一些資料
[00:13:12.000 --> 00:13:14.000]  給我一些資料
[00:13:14.000 --> 00:13:18.000]  「Ivan,進來政府工做事
[00:13:18.000 --> 00:13:20.000]  只有犯三項錯
[00:13:20.000 --> 00:13:23.000]  才會被解僱的」
[00:13:23.000 --> 00:13:25.000]  要我提醒我
[00:13:25.000 --> 00:13:27.000]  因為很難解僱人
[00:13:27.000 --> 00:13:29.000]  很多文件要寫
[00:13:29.000 --> 00:13:30.000]  他提醒我
[00:13:30.000 --> 00:13:32.000]  有三項事你不要犯
[00:13:32.000 --> 00:13:35.000]  第一項事
[00:13:35.000 --> 00:13:38.000]  不要騙政府錢
[00:13:38.000 --> 00:13:39.000]  騙錢
[00:13:39.000 --> 00:13:41.000]  填時報的時候不要騙錢
[00:13:41.000 --> 00:13:44.000]  騙政府錢就解僱
[00:13:44.000 --> 00:13:45.000]  第二項事
[00:13:45.000 --> 00:13:46.000]  你有電腦嘛
[00:13:46.000 --> 00:13:50.000]  你上網千萬不要去色情網站
[00:13:50.000 --> 00:13:51.000]  解僱
[00:13:51.000 --> 00:13:54.000]  第三項事就說
[00:13:54.000 --> 00:13:56.000]  國家的機密
[00:13:56.000 --> 00:14:03.000]  你要守保護安全的規矩
[00:14:03.000 --> 00:14:05.000]  這三項事我一直都有守
[00:14:05.000 --> 00:14:07.000]  所以我沒有給你解僱
[00:14:07.000 --> 00:14:09.000]  有些人我見過真的見過
[00:14:09.000 --> 00:14:11.000]  不接受解僱
[00:14:11.000 --> 00:14:12.000]  提早退休
[00:14:12.000 --> 00:14:13.000]  提早辭職
[00:14:13.000 --> 00:14:16.000]  免得 supervisor 預設 people
[00:14:16.000 --> 00:14:19.000]  你提早退休找工作
[00:14:19.000 --> 00:14:21.000]  但這些秘密
[00:14:21.000 --> 00:14:24.000]  原來做侍奉都有三個秘密
[00:14:24.000 --> 00:14:26.000]  三個很危險的地方
[00:14:26.000 --> 00:14:27.000]  但這個秘密
[00:14:27.000 --> 00:14:30.000]  原來職場上說要守國家秘密
[00:14:30.000 --> 00:14:32.000]  我們的秘密就是福音的奧秘
[00:14:32.000 --> 00:14:34.000]  我們反而要講
[00:14:34.000 --> 00:14:36.000]  我們反而要傳揚福音
[00:14:36.000 --> 00:14:39.000]  但哪三項事我們侍奉時要特別
[00:14:39.000 --> 00:14:42.000]  要小心去維持聖潔的生活呢
[00:14:42.000 --> 00:14:45.000]  我剛剛經過這個項目的考試
[00:14:45.000 --> 00:14:46.000]  考核
[00:14:46.000 --> 00:14:48.000]  其實大家都可能有來聽
[00:14:48.000 --> 00:14:50.000]  有公開的場合
[00:14:50.000 --> 00:14:52.000]  我爆料
[00:14:52.000 --> 00:14:56.000]  當這班嘉賓離席時
[00:14:56.000 --> 00:14:58.000]  他就問一些問題
[00:14:58.000 --> 00:15:01.000]  其中一個問題
[00:15:01.000 --> 00:15:04.000]  有沒有將來有項目的候選人
[00:15:04.000 --> 00:15:06.000]  有一個問題經常會問
[00:15:06.000 --> 00:15:09.000]  Ivan 你心中的掙扎
[00:15:09.000 --> 00:15:10.000]  內心的掙扎
[00:15:10.000 --> 00:15:13.000]  你有哪一樣東西會容易犯罪
[00:15:13.000 --> 00:15:14.000]  大約是這樣
[00:15:14.000 --> 00:15:16.000]  是否基本上意思是引出
[00:15:16.000 --> 00:15:18.000]  是否錢財
[00:15:18.000 --> 00:15:20.000]  是否情慾
[00:15:20.000 --> 00:15:21.000]  類似的問題
[00:15:21.000 --> 00:15:23.000]  有沒有這些事情要解決
[00:15:23.000 --> 00:15:25.000]  我就說這兩樣不是
[00:15:25.000 --> 00:15:28.000]  我提出這兩樣不是
[00:15:28.000 --> 00:15:30.000]  第三對於我來說
[00:15:30.000 --> 00:15:35.000]  我覺得最重要是有沒有偶像
[00:15:35.000 --> 00:15:37.000]  這個偶像是甚麼呢
[00:15:37.000 --> 00:15:39.000]  是自己
[00:15:39.000 --> 00:15:40.000]  我們侍奉時
[00:15:40.000 --> 00:15:42.000]  有沒有將自己變成一個偶像
[00:15:42.000 --> 00:15:44.000]  變成所謂一個自戀狂
[00:15:44.000 --> 00:15:46.000]  我們侍奉的心態
[00:15:46.000 --> 00:15:49.000]  是否為了提高自己
[00:15:49.000 --> 00:15:52.000]  在眾人面前得到榮耀
[00:15:52.000 --> 00:15:57.000]  這是侍奉的三個危機的其中一樣
[00:15:57.000 --> 00:16:03.000]  金錢 情慾 和自己變成偶像
[00:16:03.000 --> 00:16:04.000]  所以我們要提防
[00:16:04.000 --> 00:16:07.000]  原來這班猶太人
[00:16:07.000 --> 00:16:11.000]  他們藉著娶外邦人的女子
[00:16:11.000 --> 00:16:18.000]  而帶到一個敬拜外邦種族的
[00:16:18.000 --> 00:16:21.000]  假神方面
[00:16:21.000 --> 00:16:23.000]  我們自己在這個年代
[00:16:23.000 --> 00:16:25.000]  在這個時空裏面
[00:16:25.000 --> 00:16:27.000]  我們不會跟著這個世界觀
[00:16:27.000 --> 00:16:28.000]  當時的世界觀是這樣
[00:16:28.000 --> 00:16:30.000]  我們現在的世界觀就是說
[00:16:30.000 --> 00:16:32.000]  我們要高舉自己
[00:16:32.000 --> 00:16:33.000]  自己要多厲害
[00:16:33.000 --> 00:16:34.000]  就算做工都是
[00:16:34.000 --> 00:16:36.000]  要寫evaluation 最後每年都寫
[00:16:36.000 --> 00:16:38.000]  自己多好多好多好
[00:16:38.000 --> 00:16:41.000]  我們又做牧長都要做
[00:16:41.000 --> 00:16:42.000]  牧師都要做
[00:16:42.000 --> 00:16:43.000]  要跟長老聊天
[00:16:43.000 --> 00:16:45.000]  究竟他們今年做過甚麼
[00:16:45.000 --> 00:16:48.000]  希望神監察我們的心
[00:16:48.000 --> 00:16:51.000]  是去明白到我們怎樣過一個
[00:16:51.000 --> 00:16:53.000]  敬虔的生活 去永遠相信
[00:16:53.000 --> 00:16:54.000]  我們繼續看下去
[00:16:54.000 --> 00:16:56.000]  經文再看下去的時候
[00:16:56.000 --> 00:16:57.000]  我們上一次
[00:16:57.000 --> 00:16:59.000]  上一個主日
[00:16:59.000 --> 00:17:03.000]  我們在湖邊裏浸禮的時候
[00:17:03.000 --> 00:17:05.000]  我們都讀一段經文
[00:17:05.000 --> 00:17:07.000]  我每次浸禮都會叫會長
[00:17:07.000 --> 00:17:08.000]  讀一段經文
[00:17:08.000 --> 00:17:12.000]  就是羅馬書六章一至七節
[00:17:12.000 --> 00:17:13.000]  這個就提醒我們
[00:17:13.000 --> 00:17:16.000]  當我們信了主
[00:17:16.000 --> 00:17:20.000]  受洗加入基督的時候
[00:17:20.000 --> 00:17:22.000]  我們的心態是怎樣去回應
[00:17:22.000 --> 00:17:24.000]  經文這樣說
[00:17:24.000 --> 00:17:26.000]  這樣我們怎樣說
[00:17:26.000 --> 00:17:29.000]  我們可以仍在最終
[00:17:29.000 --> 00:17:31.000]  叫恩典顯多麼
[00:17:31.000 --> 00:17:32.000]  斷負不可
[00:17:32.000 --> 00:17:34.000]  我們在最終死了的人
[00:17:34.000 --> 00:17:37.000]  豈可仍在最終活著呢
[00:17:37.000 --> 00:17:39.000]  豈不知我們的受洗
[00:17:39.000 --> 00:17:41.000]  歸入基督的耶穌的人
[00:17:41.000 --> 00:17:43.000]  是受洗歸入他的死
[00:17:43.000 --> 00:17:46.000]  所以我們要藉著洗禮歸入死
[00:17:46.000 --> 00:17:48.000]  與他一同埋葬
[00:17:48.000 --> 00:17:50.000]  願是叫我們一舉一動
[00:17:50.000 --> 00:17:52.000]  有新生的樣式
[00:17:52.000 --> 00:17:55.000]  像基督藉著父的榮耀
