
[00:00:00.000 --> 00:00:07.000]  2022年你有什麼新的志願嗎?
[00:02:05.000 --> 00:02:07.000]  你纔會過一個
[00:02:07.000 --> 00:02:10.000]  跟你過去不一樣的生活
[00:02:10.000 --> 00:02:11.000]  到我們這個年齡
[00:02:11.000 --> 00:02:13.000]  其實我們最怕的是什麼
[00:02:13.000 --> 00:02:14.000]  我們最怕的
[00:02:14.000 --> 00:02:15.000]  年輕人聽好
[00:02:15.000 --> 00:02:17.000]  我們最怕的是電腦
[00:02:17.000 --> 00:02:18.000]  你知道嗎
[00:02:18.000 --> 00:02:20.000]  因爲我們常常會按一個鍵
[00:02:20.000 --> 00:02:22.000]  按錯
[00:02:22.000 --> 00:02:24.000]  全部不見了
[00:02:24.000 --> 00:02:25.000]  然後我們就死了
[00:02:25.000 --> 00:02:28.000]  不知道把它從哪裏再叫回來
[00:02:28.000 --> 00:02:30.000]  因爲這種觀念
[00:02:30.000 --> 00:02:33.000]  所以我們永遠不敢
[00:02:33.000 --> 00:02:35.000]  接受電腦的挑戰
[00:02:35.000 --> 00:02:37.000]  我們永遠害怕
[00:02:37.000 --> 00:02:39.000]  一按就不見
[00:02:39.000 --> 00:02:40.000]  親愛的中姐妹
[00:02:40.000 --> 00:02:41.000]  不怕
[00:02:41.000 --> 00:02:43.000]  我們有年輕人
[00:02:43.000 --> 00:02:45.000]  我們有下一代要幹嘛
[00:02:45.000 --> 00:02:46.000]  就是要解決我們
[00:02:46.000 --> 00:02:48.000]  按不到電腦的時候
[00:02:48.000 --> 00:02:49.000]  他們來救命的
[00:02:49.000 --> 00:02:51.000]  所以求神幫助我們
[00:02:51.000 --> 00:02:52.000]  讓我們無論在
[00:02:52.000 --> 00:02:54.000]  什麼樣的年齡階段裏面
[00:02:54.000 --> 00:02:56.000]  什麼樣的環境當中
[00:02:56.000 --> 00:02:58.000]  我們都求主幫助我們
[00:02:58.000 --> 00:03:00.000]  改變一下我們的心智
[00:03:00.000 --> 00:03:02.000]  2022年接受一個
[00:03:02.000 --> 00:03:05.000]  新的挑戰
[00:03:05.000 --> 00:03:08.000]  今天我要分享這段經文的時候
[00:03:08.000 --> 00:03:10.000]  對我自己有很大的幫助
[00:03:10.000 --> 00:03:11.000]  對我來說
[00:03:11.000 --> 00:03:13.000]  我自己必須要先去接受
[00:03:13.000 --> 00:03:15.000]  這樣的挑戰
[00:03:15.000 --> 00:03:17.000]  我才能夠跟中姐妹講挑戰
[00:03:17.000 --> 00:03:18.000]  對嗎
[00:03:18.000 --> 00:03:19.000]  我最近在看一本書
[00:03:19.000 --> 00:03:21.000]  叫做健康標杆
[00:03:21.000 --> 00:03:23.000]  當你聽到標杆兩個字的時候
[00:03:23.000 --> 00:03:26.000]  你大概知道作者是誰了吧
[00:03:26.000 --> 00:03:31.000]  你猜會是誰呢
[00:03:31.000 --> 00:03:33.000]  健康標杆有沒有看過
[00:03:33.000 --> 00:03:35.000]  這本書沒有
[00:03:35.000 --> 00:03:37.000]  這是一個Rick Warren
[00:03:37.000 --> 00:03:40.000]  跟一些的醫生們寫的一本書
[00:03:40.000 --> 00:03:41.000]  因爲Rick Warren
[00:03:41.000 --> 00:03:43.000]  他的身體是很肥胖的
[00:03:43.000 --> 00:03:44.000]  有一天他發現
[00:03:44.000 --> 00:03:47.000]  他要跟中姐妹受洗的時候
[00:03:47.000 --> 00:03:49.000]  他還發現原來中姐妹
[00:03:49.000 --> 00:03:51.000]  加起來的重量都不少
[00:03:51.000 --> 00:03:53.000]  所以他就寫了這一本
[00:03:53.000 --> 00:03:55.000]  叫做健康標杆
[00:03:55.000 --> 00:03:59.000]  這對我來說是很有幫助的
[00:03:59.000 --> 00:04:01.000]  我今天的內容
[00:04:01.000 --> 00:04:02.000]  今天的分享
[00:04:02.000 --> 00:04:03.000]  也是從他
[00:04:03.000 --> 00:04:06.000]  在他這本書裏面的內容來的
[00:04:06.000 --> 00:04:08.000]  我們先做一個禱告
[00:04:08.000 --> 00:04:09.000]  愛我們的主
[00:04:09.000 --> 00:04:11.000]  我們謝謝你
[00:04:11.000 --> 00:04:13.000]  謝謝你幫助我們
[00:04:13.000 --> 00:04:15.000]  在新的一年當中
[00:04:15.000 --> 00:04:17.000]  你其實每一次
[00:04:17.000 --> 00:04:19.000]  每一次不斷的
[00:04:19.000 --> 00:04:22.000]  希望我們的心智能夠改變
[00:04:22.000 --> 00:04:25.000]  希望我們活得越來越像你
[00:04:25.000 --> 00:04:28.000]  希望我們能夠更新我們的生命
[00:04:28.000 --> 00:04:31.000]  繼續奔跑我們在地上
[00:04:31.000 --> 00:04:34.000]  成爲神裏兒女的這條路
[00:04:34.000 --> 00:04:35.000]  主幫助我們
[00:04:35.000 --> 00:04:36.000]  讓我們今天
[00:04:36.000 --> 00:04:38.000]  在今天的分享當中
[00:04:38.000 --> 00:04:40.000]  有你聖靈的同在
[00:04:40.000 --> 00:04:41.000]  幫助我們
[00:04:41.000 --> 00:04:42.000]  引導我們
[00:04:42.000 --> 00:04:43.000]  我們也謝謝你
[00:04:43.000 --> 00:04:46.000]  信任我們今天在你面前的敬拜
[00:04:46.000 --> 00:04:47.000]  謝謝你
[00:04:47.000 --> 00:04:49.000]  信任他一直在你面前的分享
[00:04:49.000 --> 00:04:50.000]  我們這樣子禱告
[00:04:50.000 --> 00:04:51.000]  奉耶穌的名求
[00:04:51.000 --> 00:04:53.000]  Amen
[00:04:53.000 --> 00:04:55.000]  今天的這一段經文
[00:04:55.000 --> 00:04:56.000]  其實剛纔
[00:04:56.000 --> 00:04:57.000]  錢弟兄說了
[00:04:57.000 --> 00:04:59.000]  是很短的經文
[00:04:59.000 --> 00:05:00.000]  以福所
[00:05:00.000 --> 00:05:01.000]  其實這一段經文
[00:05:01.000 --> 00:05:02.000]  我們常常看的
[00:05:02.000 --> 00:05:03.000]  我們也常常讀的
[00:05:03.000 --> 00:05:04.000]  那這一段經文
[00:05:04.000 --> 00:05:06.000]  其實如果我們總結
[00:05:06.000 --> 00:05:07.000]  這一段經文
[00:05:07.000 --> 00:05:08.000]  你剛纔所讀過的
[00:05:08.000 --> 00:05:11.000]  保羅只告訴我們兩件事
[00:05:11.000 --> 00:05:12.000]  兩件事
[00:05:12.000 --> 00:05:13.000]  保羅只講兩件事
[00:05:13.000 --> 00:05:14.000]  第一
[00:05:14.000 --> 00:05:16.000]  你不要做什麼
[00:05:16.000 --> 00:05:17.000]  第二
[00:05:17.000 --> 00:05:19.000]  你要做什麼
[00:05:19.000 --> 00:05:21.000]  不做什麼和做什麼
[00:05:21.000 --> 00:05:23.000]  其實就只有這兩件
[00:05:23.000 --> 00:05:24.000]  不做的
[00:05:24.000 --> 00:05:26.000]  就是他要我們能夠除舊
[00:05:26.000 --> 00:05:28.000]  我們華人都有一個
[00:05:28.000 --> 00:05:30.000]  大掃除的習慣
[00:05:30.000 --> 00:05:32.000]  新年來了我們才掃
[00:05:32.000 --> 00:05:33.000]  現在可能我們
[00:05:33.000 --> 00:05:34.000]  比較不會這樣
[00:05:34.000 --> 00:05:36.000]  以前我記得媽媽
[00:05:36.000 --> 00:05:37.000]  新年來了
[00:05:37.000 --> 00:05:38.000]  全部東西很忙
[00:05:38.000 --> 00:05:40.000]  我們都要掃除
[00:05:40.000 --> 00:05:43.000]  因爲我們要迎新
[00:05:43.000 --> 00:05:46.000]  在這樣的一個除舊裏面
[00:05:46.000 --> 00:05:49.000]  我們要不做的是什麼
[00:05:49.000 --> 00:05:51.000]  來我們一起讀第二十二節
[00:05:51.000 --> 00:05:52.000]  請
[00:05:52.000 --> 00:05:55.000]  你們要脫去從前的行爲
[00:05:55.000 --> 00:05:57.000]  脫去舊我
[00:05:57.000 --> 00:06:00.000]  這舊我是因自己的迷惑
[00:06:00.000 --> 00:06:03.000]  而漸漸敗壞的
[00:06:03.000 --> 00:06:05.000]  這個就是說什麼
[00:06:05.000 --> 00:06:07.000]  我們要除去的是
[00:06:07.000 --> 00:06:10.000]  從前的舊我
[00:06:10.000 --> 00:06:11.000]  從前的行爲
[00:06:11.000 --> 00:06:13.000]  你看到我標了
[00:06:13.000 --> 00:06:15.000]  新漢語聖經翻譯
[00:06:15.000 --> 00:06:17.000]  另外一個更新的翻譯本
[00:06:17.000 --> 00:06:19.000]  他講得更清楚了
[00:06:19.000 --> 00:06:20.000]  我們一起來讀
[00:06:20.000 --> 00:06:22.000]  就是要除掉舊人
[00:06:22.000 --> 00:06:27.000]  這舊人屬於你們過去的生活方式
[00:06:27.000 --> 00:06:31.000]  順從着迷惑人心的思欲
[00:06:31.000 --> 00:06:33.000]  日漸腐化
[00:06:33.000 --> 00:06:35.000]  我們明白了
[00:06:35.000 --> 00:06:38.000]  原來從前的行爲
[00:06:38.000 --> 00:06:43.000]  就是你過去的生活方式
[00:06:43.000 --> 00:06:45.000]  你和我
[00:06:45.000 --> 00:06:48.000]  其實過去的生活方式
[00:06:48.000 --> 00:06:49.000]  還留不留
[00:06:49.000 --> 00:06:51.000]  還是有的
[00:06:51.000 --> 00:06:53.000]  所以在這裏
[00:06:53.000 --> 00:06:54.000]  保羅告訴我們
[00:06:54.000 --> 00:06:58.000]  要除去過去的生活方式
[00:06:58.000 --> 00:07:01.000]  你會想真奇怪
[00:07:01.000 --> 00:07:05.000]  保羅寫這封彝福所書信的時候
[00:07:05.000 --> 00:07:08.000]  他寫給誰
[00:07:08.000 --> 00:07:10.000]  寫給教會
[00:07:10.000 --> 00:07:11.000]  換句話說
[00:07:11.000 --> 00:07:14.000]  他不是寫給外面一般的人
[00:07:14.000 --> 00:07:15.000]  也就是說
[00:07:15.000 --> 00:07:17.000]  在彝福所教會
[00:07:17.000 --> 00:07:19.000]  在教會的羣體當中
[00:07:19.000 --> 00:07:25.000]  是有人沒有除掉過去的生活方式
[00:07:25.000 --> 00:07:27.000]  他纔要這樣寫
[00:07:27.000 --> 00:07:30.000]  沒有辦法除去舊人
[00:07:30.000 --> 00:07:33.000]  所以保羅纔會跟教會說
[00:07:33.000 --> 00:07:35.000]  我們要做這件事情
[00:07:35.000 --> 00:07:39.000]  就是我們要除掉舊人這件事情
[00:07:39.000 --> 00:07:41.000]  你應該也都認同
[00:07:41.000 --> 00:07:43.000]  我們今天在座在這裏的
[00:07:43.000 --> 00:07:45.000]  我們每一個
[00:07:45.000 --> 00:07:51.000]  我們都還有過去的生活方式
[00:07:51.000 --> 00:07:53.000]  沒有除掉
[00:07:53.000 --> 00:07:56.000]  這也是今天保羅要我們
[00:07:56.000 --> 00:07:59.000]  能夠有根心
[00:07:59.000 --> 00:08:02.000]  在你的生活當中
[00:08:02.000 --> 00:08:04.000]  可能你有不同的羣體
[00:08:04.000 --> 00:08:06.000]  你可以要問你自己
[00:08:06.000 --> 00:08:08.000]  你問你自己的問題
[00:08:08.000 --> 00:08:09.000]  我信了耶穌
[00:08:09.000 --> 00:08:11.000]  我信了主之後
[00:08:11.000 --> 00:08:13.000]  或者我來教會之後
[00:08:13.000 --> 00:08:16.000]  我的生命
[00:08:16.000 --> 00:08:18.000]  我有多少時候
[00:08:18.000 --> 00:08:20.000]  我會回到我過去
[00:08:20.000 --> 00:08:22.000]  還沒有信主的時候的
[00:08:22.000 --> 00:08:27.000]  那種的生活方式嗎
[00:08:27.000 --> 00:08:29.000]  我會有多少時候
[00:08:29.000 --> 00:08:32.000]  回到我過去的生活方式
[00:08:32.000 --> 00:08:34.000]  你也可以問你自己一個問題
[00:08:34.000 --> 00:08:37.000]  在你不同的朋友圈裏面
[00:08:37.000 --> 00:08:39.000]  不同的朋友當中
[00:08:39.000 --> 00:08:41.000]  當然有一些是信主的
[00:08:41.000 --> 00:08:43.000]  也有一些人是沒有信主的
[00:08:43.000 --> 00:08:45.000]  那你自己本身
[00:08:45.000 --> 00:08:47.000]  在跟他們的相處過程當中
[00:08:47.000 --> 00:08:50.000]  你是不是在不同人的裏面
[00:08:50.000 --> 00:08:51.000]  都有不同的形式
[00:08:51.000 --> 00:08:53.000]  都有不同的表現
[00:08:53.000 --> 00:08:55.000]  都有不同的方法
[00:08:55.000 --> 00:08:57.000]  我們回到新加坡
[00:08:57.000 --> 00:08:59.000]  我們回去新加坡
[00:08:59.000 --> 00:09:00.000]  新加坡的時候
[00:09:00.000 --> 00:09:02.000]  大致上我們會有三種的
[00:09:02.000 --> 00:09:04.000]  我會有約上
[00:09:04.000 --> 00:09:07.000]  或者我會見大概三種的朋友
[00:09:07.000 --> 00:09:10.000]  第一種朋友就是教會
[00:09:10.000 --> 00:09:11.000]  教會的朋友
[00:09:11.000 --> 00:09:13.000]  因爲一定要回去教會
[00:09:13.000 --> 00:09:14.000]  教會的朋友
[00:09:14.000 --> 00:09:16.000]  當然就會談一些教會的
[00:09:16.000 --> 00:09:18.000]  我靈性怎麼樣
[00:09:18.000 --> 00:09:20.000]  我最近生活當中怎麼樣
[00:09:20.000 --> 00:09:23.000]  我還有另外一羣的朋友
[00:09:23.000 --> 00:09:26.000]  就是神學院讀的
[00:09:26.000 --> 00:09:28.000]  神學院的同學
[00:09:28.000 --> 00:09:29.000]  我們也會聚在一起
[00:09:29.000 --> 00:09:30.000]  這些人聚在一起
[00:09:30.000 --> 00:09:32.000]  他們是什麼你知道嗎
[00:09:32.000 --> 00:09:34.000]  他們不是牧師就是師父
[00:09:34.000 --> 00:09:35.000]  外面就是傳道人
[00:09:35.000 --> 00:09:39.000]  你想這些人會講什麼話題
[00:09:39.000 --> 00:09:41.000]  可能他話題
[00:09:41.000 --> 00:09:42.000]  這個不好那個不好
[00:09:42.000 --> 00:09:44.000]  我不知道
[00:09:44.000 --> 00:09:46.000]  還有一羣朋友我會見的
[00:09:46.000 --> 00:09:48.000]  就是我中學同學
[00:09:48.000 --> 00:09:49.000]  你知道我們中學同學
[00:09:49.000 --> 00:09:52.000]  聚在一起會做什麼嗎
[00:09:52.000 --> 00:10:02.000]  我們會去唱K啊
[00:10:02.000 --> 00:10:04.000]  不同的人羣
[00:10:04.000 --> 00:10:06.000]  不同的朋友
[00:10:06.000 --> 00:10:10.000]  你都是帶着耶穌在你裏面的
[00:10:10.000 --> 00:10:15.000]  你有不同的形式嗎
[00:10:15.000 --> 00:10:17.000]  還是你說保羅不是說嗎
[00:10:17.000 --> 00:10:18.000]  在不同的人面前
[00:10:18.000 --> 00:10:19.000]  就是什麼
[00:10:19.000 --> 00:10:21.000]  做不同的人嘛
[00:10:21.000 --> 00:10:25.000]  但是無論你在哪一個人羣之中
[00:10:25.000 --> 00:10:28.000]  你是活着一個新人的樣式
[00:10:28.000 --> 00:10:31.000]  還是一箇舊人的樣式
[00:10:31.000 --> 00:10:32.000]  剛纔我們所讀的
[00:10:32.000 --> 00:10:35.000]  十七節到十九節裏面
[00:10:35.000 --> 00:10:38.000]  其實保羅用了幾個不同的形容方式
[00:10:38.000 --> 00:10:41.000]  告訴我們不做什麼
[00:10:41.000 --> 00:10:45.000]  因爲在過去的舊人當中
[00:10:45.000 --> 00:10:47.000]  其實是有昏昧的
[00:10:47.000 --> 00:10:50.000]  也就是有昏暗
[00:10:50.000 --> 00:10:53.000]  在這舊人的當中
[00:10:53.000 --> 00:10:56.000]  我們有昏暗
[00:10:56.000 --> 00:10:58.000]  我們是不是有黑暗
[00:10:58.000 --> 00:11:03.000]  我們舊人當中是不是有一些黑暗的東西
[00:11:03.000 --> 00:11:05.000]  我們有剛硬
[00:11:05.000 --> 00:11:08.000]  在這個剛硬是任性
[00:11:08.000 --> 00:11:12.000]  我們有沒有任性在裏面
[00:11:12.000 --> 00:11:14.000]  在我們的舊人當中
[00:11:14.000 --> 00:11:16.000]  我們有沒有麻木
[00:11:16.000 --> 00:11:17.000]  我們對很多東西
[00:11:17.000 --> 00:11:20.000]  我們已經毫無感覺了
[00:11:20.000 --> 00:11:21.000]  也沒有興趣了
[00:11:21.000 --> 00:11:23.000]  I don't care
[00:11:23.000 --> 00:11:25.000]  有沒有
[00:11:25.000 --> 00:11:33.000]  我們昨天第一網球手
[00:11:33.000 --> 00:11:34.000]  叫什麼名字
[00:11:34.000 --> 00:11:37.000]  華文叫什麼
[00:11:37.000 --> 00:11:39.000]  你知道我講誰就對了
[00:11:39.000 --> 00:11:42.000]  他說做一個調查
[00:11:42.000 --> 00:11:47.000]  澳洲人多少人希望他離開的70%
[00:11:47.000 --> 00:11:51.000]  誰贊成他留下來的15%
[00:11:51.000 --> 00:11:53.000]  還有另外15%是什麼
[00:11:53.000 --> 00:11:56.000]  Don't care
[00:11:56.000 --> 00:11:58.000]  所以我們是不是對生活裏面
[00:11:58.000 --> 00:12:00.000]  太多東西是Don't care
[00:12:00.000 --> 00:12:01.000]  麻木了
[00:12:01.000 --> 00:12:03.000]  還是我們會在舊人裏面
[00:12:03.000 --> 00:12:05.000]  我們會有貪婪
[00:12:05.000 --> 00:12:07.000]  這個貪婪就是我們爲自己
[00:12:07.000 --> 00:12:09.000]  貪婪就是你爲了你自己
[00:12:09.000 --> 00:12:10.000]  滿足你自己
[00:12:10.000 --> 00:12:12.000]  自己個人的需要
[00:12:12.000 --> 00:12:15.000]  所以你會想要得多一點
[00:12:15.000 --> 00:12:17.000]  那神的救恩
[00:12:17.000 --> 00:12:20.000]  其實就是把我們
[00:12:20.000 --> 00:12:23.000]  從我們的那個舊人裏面
[00:12:23.000 --> 00:12:25.000]  讓我們出來的
[00:12:25.000 --> 00:12:28.000]  主耶穌定在十字架上
[00:12:28.000 --> 00:12:30.000]  剛纔我們唱的幾首歌都講到
[00:12:30.000 --> 00:12:32.000]  有主耶穌十架的愛
[00:12:32.000 --> 00:12:35.000]  爲什麼主耶穌要定在十架的愛
[00:12:35.000 --> 00:12:38.000]  因爲他要我們把我們的舊人當中
[00:12:38.000 --> 00:12:40.000]  拉出來
[00:12:40.000 --> 00:12:42.000]  問題出在哪裏
[00:12:42.000 --> 00:12:45.000]  問題出在我們好像有一個自動擋
[00:12:45.000 --> 00:12:48.000]  你懂什麼叫自動擋嗎
[00:12:48.000 --> 00:12:51.000]  自動擋
[00:12:51.000 --> 00:12:52.000]  我們會什麼
[00:12:52.000 --> 00:12:54.000]  我們會退回去
[00:12:54.000 --> 00:12:56.000]  耶穌把我們拉出來
[00:12:56.000 --> 00:12:58.000]  但是我們會退回去
[00:12:58.000 --> 00:13:00.000]  所以我們常常在這種
[00:13:00.000 --> 00:13:03.000]  反反覆覆來來回回的狀況當中
[00:13:03.000 --> 00:13:05.000]  我們很掙扎
[00:13:05.000 --> 00:13:07.000]  我們也很挫折
[00:13:07.000 --> 00:13:10.000]  我們會慢慢的
[00:13:10.000 --> 00:13:13.000]  因爲昏暗 乾硬 麻木 貪婪
[00:13:13.000 --> 00:13:16.000]  漸漸的我們會對神
[00:13:16.000 --> 00:13:18.000]  失去了興趣
[00:13:18.000 --> 00:13:20.000]  我們的舊人生活
[00:13:20.000 --> 00:13:22.000]  過去的生活
[00:13:22.000 --> 00:13:24.000]  會慢慢使我們
[00:13:24.000 --> 00:13:29.000]  對神沒有興趣
[00:13:29.000 --> 00:13:31.000]  求主幫助我們
[00:13:31.000 --> 00:13:33.000]  我們的過去的生活
[00:13:33.000 --> 00:13:35.000]  舊人的生活
[00:13:35.000 --> 00:13:37.000]  其實會積累我們
[00:13:37.000 --> 00:13:39.000]  會累積我們
[00:13:39.000 --> 00:13:42.000]  把我們變成是叫做
[00:13:42.000 --> 00:13:43.000]  另外一個詞
[00:13:43.000 --> 00:13:46.000]  這個詞叫做習慣
[00:13:46.000 --> 00:13:49.000]  原來習慣是什麼
[00:13:49.000 --> 00:13:51.000]  累積成的
[00:13:51.000 --> 00:13:54.000]  習慣有很多種
[00:13:54.000 --> 00:13:56.000]  有些是好的習慣
[00:13:56.000 --> 00:13:58.000]  有一些是什麼
[00:13:58.000 --> 00:14:00.000]  不好的習慣
[00:14:00.000 --> 00:14:04.000]  習慣會控制我們的生活
[00:14:04.000 --> 00:14:06.000]  告訴你旁邊的人
[00:14:06.000 --> 00:14:10.000]  習慣會控制我們的生活
[00:14:10.000 --> 00:14:15.000]  你跟我說
[00:14:15.000 --> 00:14:22.000]  習慣養成的時候
[00:14:22.000 --> 00:14:25.000]  當一個習慣養成的時候
[00:14:25.000 --> 00:14:28.000]  它會使我們的生活裏面
[00:14:28.000 --> 00:14:30.000]  受到控制
[00:14:30.000 --> 00:14:32.000]  壞的習慣
[00:14:32.000 --> 00:14:34.000]  我們當然知道
[00:14:34.000 --> 00:14:36.000]  那就是會有害的
[00:14:36.000 --> 00:14:39.000]  所以求神幫助我們
[00:14:39.000 --> 00:14:41.000]  要挪去一個過去
[00:14:41.000 --> 00:14:43.000]  舊人的生活的時候
[00:14:43.000 --> 00:14:44.000]  有一些東西
[00:14:44.000 --> 00:14:46.000]  我們是要做改變的
[00:14:46.000 --> 00:14:48.000]  你要心智更新
[00:14:48.000 --> 00:14:50.000]  表示你要什麼
[00:14:50.000 --> 00:14:51.000]  改變
[00:14:51.000 --> 00:14:53.000]  你要心智更新
[00:14:53.000 --> 00:14:54.000]  你要表示什麼
[00:14:54.000 --> 00:14:56.000]  你要破除
[00:14:56.000 --> 00:14:58.000]  我們有很多的習慣
[00:14:58.000 --> 00:15:04.000]  爲什麼不能夠改呢
[00:15:04.000 --> 00:15:06.000]  爲什麼要改習慣很難
[00:15:06.000 --> 00:15:09.000]  因爲習慣已經存在很久了
[00:15:09.000 --> 00:15:11.000]  所以它是習慣了
[00:15:11.000 --> 00:15:12.000]  對嗎
[00:15:12.000 --> 00:15:13.000]  習慣已經太久了
[00:15:13.000 --> 00:15:15.000]  所以就習慣嗎
[00:15:15.000 --> 00:15:17.000]  我已經習慣這樣子了
[00:15:17.000 --> 00:15:20.000]  所以我就慣性下來
[00:15:20.000 --> 00:15:21.000]  所以不良的習慣
[00:15:21.000 --> 00:15:24.000]  是從很小開始就培養的
[00:15:24.000 --> 00:15:25.000]  比如說
[00:15:25.000 --> 00:15:26.000]  當我們對什麼事情
[00:15:26.000 --> 00:15:28.000]  都不滿的時候
[00:15:28.000 --> 00:15:29.000]  我們已經很習慣
[00:15:29.000 --> 00:15:31.000]  這麼樣做了
[00:15:31.000 --> 00:15:33.000]  我們心裏面不開心的時候
[00:15:33.000 --> 00:15:36.000]  我們就已經這樣的去表達了
[00:15:36.000 --> 00:15:37.000]  我小的時候
[00:15:37.000 --> 00:15:39.000]  我只是說我一向來
[00:15:39.000 --> 00:15:41.000]  我都有一個很不好的習慣
[00:15:41.000 --> 00:15:44.000]  就是當我不開心的時候
[00:15:44.000 --> 00:15:46.000]  我會告訴我全家的人
[00:15:46.000 --> 00:15:49.000]  我現在不高興
[00:15:49.000 --> 00:15:51.000]  那不得了了
[00:15:51.000 --> 00:15:52.000]  當你不開心的時候
[00:15:52.000 --> 00:15:54.000]  你要告訴別人你不開心
[00:15:54.000 --> 00:15:55.000]  你要做什麼
[00:15:55.000 --> 00:15:57.000]  你要做出一些動作
[00:15:57.000 --> 00:16:00.000]  所以你就會甩門
[00:16:00.000 --> 00:16:03.000]  你就會做出一些很大的動作
[00:16:03.000 --> 00:16:05.000]  讓對方知道
[00:16:05.000 --> 00:16:06.000]  我在生氣
[00:16:06.000 --> 00:16:08.000]  我在不開心
[00:16:08.000 --> 00:16:12.000]  這個是從小就會養成的一些習慣
[00:16:12.000 --> 00:16:14.000]  或者你的習慣是
[00:16:14.000 --> 00:16:17.000]  你活在一個很害怕的過程當中
[00:16:17.000 --> 00:16:19.000]  你很恐懼裏面
[00:16:19.000 --> 00:16:21.000]  你想到什麼都是害怕的
[00:16:21.000 --> 00:16:25.000]  因爲你想到什麼都是什麼都會出問題的
[00:16:25.000 --> 00:16:27.000]  老公今天還沒回來
[00:16:27.000 --> 00:16:29.000]  到點還沒回到家
[00:16:29.000 --> 00:16:33.000]  他一定是在路上遇到了什麼事情
[00:16:33.000 --> 00:16:36.000]  會不會是他的車輪胎倒胎了
[00:16:36.000 --> 00:16:39.000]  會不會是他在走路的時候被人家擦撞了
[00:16:39.000 --> 00:16:42.000]  會不會是他還沒有到點回來的
[00:16:42.000 --> 00:16:44.000]  他跑去不懂找什麼人去了
[00:16:44.000 --> 00:16:46.000]  我們會有這種習慣
