
[00:00:00.000 --> 00:00:06.880]  頂英姐妹及今日的嘉賓及親友在座
[00:03:47.880 --> 00:03:50.120]  我可不可以打橫游
[00:03:50.120 --> 00:03:54.040]  為甚麼不讓我反傳統
[00:03:54.040 --> 00:03:58.280]  我們從事神學研究和教育工作
[00:03:58.280 --> 00:04:00.280]  很多人有一個錯覺
[00:04:00.280 --> 00:04:02.320]  在大學裏面教神學的人
[00:04:02.320 --> 00:04:05.840]  都是所謂甚麼自由派等等
[00:04:05.840 --> 00:04:09.640]  覺得這批人只是顧走向學術的前沿
[00:04:09.640 --> 00:04:13.720]  而不是很顧教會的傳統
[00:04:13.720 --> 00:04:14.640]  我想這樣說
[00:04:14.640 --> 00:04:17.320]  這肯定是一個錯覺
[00:04:17.320 --> 00:04:19.600]  教神學的人其實就是那些
[00:04:19.600 --> 00:04:23.520]  很看重信仰傳統、教會傳統的人
[00:04:23.520 --> 00:04:27.280]  正是因為將信仰傳統或教會傳統
[00:04:27.280 --> 00:04:29.920]  看成是如珠如寶
[00:04:29.920 --> 00:04:35.240]  於是就立心活化信仰傳統
[00:04:35.240 --> 00:04:40.280]  將信仰傳統和當下的生活和處境有所結連
[00:04:40.280 --> 00:04:43.120]  以致這二千年的教會傳統
[00:04:43.120 --> 00:04:45.400]  耶穌留下來的寶貴傳統
[00:04:45.400 --> 00:04:50.200]  能夠活生生地向我們當下的人說話
[00:04:50.200 --> 00:04:55.920]  去見證這個傳統是多麼寶貴
[00:04:55.920 --> 00:05:01.840]  有一個翻天家的耶魯大學的基督教學者
[00:05:01.840 --> 00:05:03.760]  很有名的Pelican
[00:05:03.760 --> 00:05:06.920]  他有一句很響噹噹的名言
[00:05:06.920 --> 00:05:08.240]  大致上是這樣說
[00:05:08.240 --> 00:05:11.560]  他說傳統是甚麼來的呢?
[00:05:11.560 --> 00:05:17.520]  他說傳統是死去的先賢活潑的信仰
[00:05:17.520 --> 00:05:20.280]  Living faith of the dead
[00:05:20.280 --> 00:05:21.320]  不過他說
[00:05:21.320 --> 00:05:29.560]  傳統主義是當下活著的人
[00:05:29.560 --> 00:05:32.840]  僵死了的信仰
[00:05:32.840 --> 00:05:37.840]  Traditionalism is the living faith of the dead
[00:05:37.840 --> 00:05:42.200]  Traditionalism is the dead faith of the living
[00:05:42.200 --> 00:05:48.520]  其實這句說話是崇基學院已故前院長沈宣仁教授
[00:05:48.520 --> 00:05:52.600]  經常掛在後面勸導他的學生
[00:05:52.600 --> 00:05:59.120]  傳統是死去的先賢活潑信仰
[00:05:59.120 --> 00:06:03.400]  傳統主義是當下活著的人
[00:06:03.400 --> 00:06:07.600]  僵化僵死了的信仰
[00:06:07.600 --> 00:06:10.640]  無論我們今日洗禮還是已經洗禮
[00:06:10.640 --> 00:06:14.320]  我們作為信仰的見證人
[00:06:14.320 --> 00:06:16.880]  其中一個很重要的任務
[00:06:16.880 --> 00:06:19.320]  是要讓人體見
[00:06:19.320 --> 00:06:22.200]  我們所安身立命的信仰
[00:06:22.200 --> 00:06:26.680]  是由美好的傳統所構成的
[00:06:26.680 --> 00:06:32.240]  不過我們一定不要做傳統主義者
[00:06:32.240 --> 00:06:36.560]  今日我們讀的四段經文
[00:06:36.560 --> 00:06:39.920]  其中一段經文是在馬科第七章
[00:06:39.920 --> 00:06:44.680]  其實我們可以從馬科第七章清楚看到
[00:06:44.680 --> 00:06:53.920]  到底耶穌如何用傳統來擊退傳統主義
[00:06:53.920 --> 00:06:55.920]  從中我們亦可以看到
[00:06:55.920 --> 00:07:02.440]  到底傳統和傳統主義的微妙分別在哪裡
[00:07:02.440 --> 00:07:07.680]  馬科第七章話說當時有一些宗教領袖
[00:07:07.680 --> 00:07:10.600]  巴利塞人、幾位文士等等
[00:07:10.600 --> 00:07:15.000]  他們從耶路撒冷下來見到耶穌
[00:07:15.000 --> 00:07:18.600]  他們見到耶穌和他的報道團隊
[00:07:18.600 --> 00:07:20.080]  即是那些門徒
[00:07:20.080 --> 00:07:26.080]  他們想起這些耶穌團隊的人
[00:07:26.080 --> 00:07:29.240]  曾經他們見過用所謂「逐手」
[00:07:29.240 --> 00:07:32.720]  即是未洗過不洗手就吃飯
[00:07:32.720 --> 00:07:34.920]  今日我們不洗手吃飯當然是很大件事
[00:07:34.920 --> 00:07:37.440]  因為有COVID-19
[00:07:37.440 --> 00:07:39.680]  不過當時他們不是因為COVID-19
[00:07:39.680 --> 00:07:41.280]  不是因為傳染病的理由
[00:07:41.280 --> 00:07:46.240]  而是因為巴利塞人和猶太人
[00:07:46.240 --> 00:07:52.080]  有一個所謂由古代流傳下來的傳統
[00:07:52.080 --> 00:07:54.040]  就是他們有一個潔淨禮
[00:07:54.040 --> 00:07:57.360]  不洗手是不准吃飯的
[00:07:57.360 --> 00:08:01.080]  否則他們認為是不潔的
[00:08:01.080 --> 00:08:05.640]  於是他們就指責耶穌和他的門徒
[00:08:05.640 --> 00:08:11.720]  「你們門徒為何不照古人的傳統」
[00:08:11.720 --> 00:08:15.920]  「竟然用「逐手」吃飯?」
[00:08:15.920 --> 00:08:17.080]  耶穌如何回答他們呢?
[00:08:17.080 --> 00:08:19.080]  耶穌聽完之後
[00:08:19.080 --> 00:08:20.600]  不知他有甚麼心情
[00:08:20.600 --> 00:08:23.240]  不過我相信也不是很老套
[00:08:23.240 --> 00:08:26.880]  耶穌說「以塞亞指著你們」
[00:08:26.880 --> 00:08:29.240]  「假冒為善的人」
[00:08:29.240 --> 00:08:33.200]  所說的寓言是真的很對的
[00:08:33.200 --> 00:08:35.680]  「這些百姓用嘴唇尊敬我」
[00:08:35.680 --> 00:08:37.520]  「心卻遠離我」
[00:08:37.520 --> 00:08:39.160]  「他們將人的吩咐」
[00:08:39.160 --> 00:08:43.360]  「當作道理去教導」
[00:08:43.360 --> 00:08:46.480]  「你們離棄上帝的誡命」
[00:08:46.480 --> 00:08:49.480]  「驅守人的傳統」
[00:08:49.480 --> 00:08:50.840]  於是這一幕完結了
[00:08:50.840 --> 00:08:55.160]  眾人就在耶穌面前
[00:08:55.160 --> 00:08:56.600]  然後耶穌就說
[00:08:56.600 --> 00:08:57.800]  「你們都要聽我講」
[00:08:57.800 --> 00:08:58.720]  「要明白一件事」
[00:08:58.720 --> 00:09:03.600]  「就是從外面進入人身體的東西」
[00:09:03.600 --> 00:09:05.360]  「不能夠污染人的」
[00:09:05.360 --> 00:09:06.880]  「不能污衊人的」
[00:09:06.880 --> 00:09:10.480]  「唯有從裡面出來的東西」
[00:09:10.480 --> 00:09:13.680]  「才能夠污衊人的」
[00:09:13.680 --> 00:09:14.880]  這一幕又完結了
[00:09:14.880 --> 00:09:18.040]  然後到門徒去到耶穌面前
[00:09:18.040 --> 00:09:19.440]  就問「甚麼意思?」
[00:09:19.440 --> 00:09:21.160]  「耶穌不太明白」
[00:09:21.160 --> 00:09:23.600]  耶穌就說「你這樣也不明白?」
[00:09:23.600 --> 00:09:24.800]  然後再重複
[00:09:24.800 --> 00:09:26.240]  再重複就說
[00:09:26.240 --> 00:09:27.120]  「豈不曉得」
[00:09:27.120 --> 00:09:31.440]  「凡從外面進入人的都不能污衊人」
[00:09:31.440 --> 00:09:34.360]  「不過是從裡面出來的」
[00:09:34.360 --> 00:09:35.800]  「才可以污衊人的」
[00:09:35.800 --> 00:09:37.400]  於是就數了一大堆
[00:09:37.400 --> 00:09:44.160]  由人裡面出來的一些貪婪、嫉妒等等
[00:09:44.160 --> 00:09:49.440]  然後這件事就這樣完結了
[00:09:49.440 --> 00:09:50.800]  我們讀這段經文的時候
[00:09:50.800 --> 00:09:54.560]  第一個問題需要問的是甚麼呢?
[00:09:54.560 --> 00:10:02.480]  到底究竟耶穌是不是一個反傳統的人呢?
[00:10:02.480 --> 00:10:04.440]  答案是很清楚的
[00:10:04.440 --> 00:10:07.240]  肯定耶穌不是一個反傳統的人
[00:10:07.240 --> 00:10:09.800]  耶穌絕對不是一個背離
[00:10:09.800 --> 00:10:15.880]  甚至不是背離猶太人傳統的人
[00:10:15.880 --> 00:10:18.760]  這件事我們可以從
[00:10:18.760 --> 00:10:21.160]  耶穌怎樣罵那些法利賽人文士
[00:10:21.160 --> 00:10:22.920]  我們可以清楚看到
[00:10:22.920 --> 00:10:24.760]  剛才我們溢述這件事的時候
[00:10:24.760 --> 00:10:26.640]  第八節和第九節
[00:10:26.640 --> 00:10:28.720]  耶穌是罵那些法利賽人
[00:10:28.720 --> 00:10:30.240]  是怎樣罵的呢?
[00:10:30.240 --> 00:10:34.200]  其實我們用一個比較新的中文譯本
[00:10:34.200 --> 00:10:36.520]  會更加清楚耶穌是怎樣罵的
[00:10:36.520 --> 00:10:40.920]  耶穌說你們這些是利器上帝誡命的人
[00:10:40.920 --> 00:10:43.880]  拘守人的傳統
[00:10:43.880 --> 00:10:45.200]  耶穌又說
[00:10:45.200 --> 00:10:47.280]  你們聖賢是廢棄上帝的誡命
[00:10:47.280 --> 00:10:51.480]  為要遵守自己的傳統
[00:10:51.480 --> 00:10:55.800]  這是比較準確的翻譯
[00:10:55.800 --> 00:10:57.000]  第六第七節
[00:10:57.000 --> 00:10:59.320]  耶穌還引用猶太人
[00:10:59.320 --> 00:11:01.600]  看成如珠如寶的一段說話
[00:11:01.600 --> 00:11:04.120]  即是以賽雅先知的一段說話
[00:11:04.120 --> 00:11:07.640]  來譴責那些法利賽人和文士
[00:11:07.640 --> 00:11:09.360]  是假冒為善的
[00:11:09.360 --> 00:11:12.840]  你看看耶穌這樣罵那些人
[00:11:12.840 --> 00:11:16.360]  如果耶穌是輕視傳統的話
[00:11:16.360 --> 00:11:18.200]  耶穌就絕對沒有理由
[00:11:18.200 --> 00:11:22.480]  會引用古人的傳統 以賽雅的說話
[00:11:22.480 --> 00:11:26.320]  來斥責這些宗教領袖
[00:11:26.320 --> 00:11:28.880]  如果耶穌是反傳統的人
[00:11:28.880 --> 00:11:33.880]  但又用傳統來說傳統不對的話
[00:11:33.880 --> 00:11:36.280]  就顯得很自相矛盾
[00:11:36.280 --> 00:11:38.240]  所以耶穌肯定不是一個反傳統的人
[00:11:38.240 --> 00:11:43.560]  並且耶穌實在是相當寶貴的傳統
[00:11:43.560 --> 00:11:47.480]  那麼耶穌到底是怎樣看傳統的呢?
[00:11:47.480 --> 00:11:50.480]  有很多人來看過這段經文
[00:11:50.480 --> 00:11:52.800]  都是相當之有亮光的
[00:11:52.800 --> 00:11:54.320]  相當之有得著的
[00:11:54.320 --> 00:11:56.200]  我們很簡單地說
[00:11:56.200 --> 00:11:59.360]  到底耶穌是怎樣看傳統的
[00:11:59.360 --> 00:12:01.720]  原來這一場有關進食之前
[00:12:01.720 --> 00:12:04.720]  應不應該洗手的辯論
[00:12:04.720 --> 00:12:08.520]  其實是和利美記和文素記裡面
[00:12:08.520 --> 00:12:10.840]  有關於一些禮儀有關係的
[00:12:10.840 --> 00:12:17.440]  那些禮儀是涉及潔淨和不潔淨的條例
[00:12:17.440 --> 00:12:21.720]  不過有關於這些所謂潔淨的條例的傳統
[00:12:21.720 --> 00:12:23.240]  在猶太人的圈子裡
[00:12:23.240 --> 00:12:25.720]  歷來都有不同的詮釋
[00:12:25.720 --> 00:12:27.640]  其實是眾說紛紜的
[00:12:27.640 --> 00:12:29.160]  如果很簡單來說
[00:12:29.160 --> 00:12:30.840]  有一派人認為
[00:12:30.840 --> 00:12:33.600]  什麼東西會令人不潔的呢?
[00:12:33.600 --> 00:12:35.600]  就是那些從外面
[00:12:35.600 --> 00:12:38.880]  即食物 例如進入人體內的那些
[00:12:38.880 --> 00:12:42.280]  如果沒有經過嚴格的潔淨禮儀
[00:12:42.280 --> 00:12:43.840]  是可以使人不潔的
[00:12:43.840 --> 00:12:46.800]  由外面放進人身體裡的那些
[00:12:46.800 --> 00:12:48.360]  沒有經過嚴格禮儀
[00:12:48.360 --> 00:12:50.040]  會令人不潔的
[00:12:50.040 --> 00:12:55.200]  相反有另外一派的解釋的人就說
[00:12:55.200 --> 00:12:57.680]  他說進口的東西
[00:12:57.680 --> 00:13:00.440]  是怎樣都不會令人不潔的
[00:13:00.440 --> 00:13:04.320]  反而從人裡面出來的東西
[00:13:04.320 --> 00:13:08.520]  才會令到大地和人是污染的
[00:13:08.520 --> 00:13:11.120]  是由人裡面出來的東西
[00:13:11.120 --> 00:13:16.520]  才有可能是一種所謂污穢或污染的源頭
[00:13:16.520 --> 00:13:19.240]  況且我們如果用最嚴謹的態度
[00:13:19.240 --> 00:13:21.960]  來看摩西的律法
[00:13:21.960 --> 00:13:24.320]  其實很多人看過的
[00:13:24.320 --> 00:13:26.600]  根本找不到進食本身
[00:13:26.600 --> 00:13:28.040]  即是進食這東西
[00:13:28.040 --> 00:13:29.840]  本身會令人不潔的傳統
[00:13:29.840 --> 00:13:30.440]  沒有的
[00:13:30.440 --> 00:13:33.680]  摩西傳統是沒有這東西的
[00:13:33.680 --> 00:13:35.080]  如果這樣看的時候
[00:13:35.080 --> 00:13:36.880]  當耶穌在第十五節也好
[00:13:36.880 --> 00:13:38.600]  第十八至二十節
[00:13:38.600 --> 00:13:41.920]  來重複來教導眾人
[00:13:41.920 --> 00:13:43.200]  教導他的門徒
[00:13:43.200 --> 00:13:44.400]  重複說
[00:13:44.400 --> 00:13:47.560]  從外面進入去裡面的不能夠污穢人
[00:13:47.560 --> 00:13:51.760]  唯有從裡面出來的才能夠污穢人
[00:13:51.760 --> 00:13:55.360]  很明顯我們看到耶穌的想法
[00:13:55.360 --> 00:13:56.320]  其實有兩點
[00:13:56.320 --> 00:13:57.640]  第一
[00:13:57.640 --> 00:14:01.480]  耶穌在這個片段裡面
[00:14:01.480 --> 00:14:03.840]  從來都沒有輕按到
[00:14:03.840 --> 00:14:07.360]  有關於潔淨的律法
[00:14:07.360 --> 00:14:08.520]  摩西的傳統
[00:14:08.520 --> 00:14:09.200]  沒有的
[00:14:09.200 --> 00:14:12.360]  因為耶穌說怎樣才是潔淨
[00:14:12.360 --> 00:14:14.360]  怎樣才是不潔淨
[00:14:14.360 --> 00:14:16.840]  不過耶穌對於潔淨的律法
[00:14:16.840 --> 00:14:20.240]  提出了更加有說服力的一種的詮釋
[00:14:20.240 --> 00:14:24.120]  因此耶穌才會在二十一節和二十三節
[00:14:24.120 --> 00:14:25.080]  進一步去說
[00:14:25.080 --> 00:14:27.160]  就是那些由人出來的東西
[00:14:27.160 --> 00:14:32.480]  譬如是惡念、苟合、偷渡、兇殺等等
[00:14:32.480 --> 00:14:35.000]  是這些從裡面出來的東西
[00:14:35.000 --> 00:14:37.200]  不是從外面進入的食物
[00:14:37.200 --> 00:14:39.080]  是從裡面出來的東西
[00:14:39.080 --> 00:14:43.000]  才會污穢人
[00:14:43.000 --> 00:14:43.880]  不過講得很複雜
[00:14:43.880 --> 00:14:45.880]  總結來說
[00:14:45.880 --> 00:14:46.600]  你可以這樣說
[00:14:46.600 --> 00:14:47.240]  第一段經文就是
[00:14:47.240 --> 00:14:51.040]  耶穌不單止沒有輕視傳統
[00:14:51.040 --> 00:14:55.400]  反而耶穌是以更加嚴謹的力度
[00:14:55.400 --> 00:14:57.480]  來看待傳統
[00:14:57.480 --> 00:15:00.080]  以致讓跟隨祂的人
[00:15:00.080 --> 00:15:02.320]  能夠活生生地
[00:15:02.320 --> 00:15:07.600]  很活潑地活出上帝給人的誡命
[00:15:07.600 --> 00:15:10.200]  耶穌很明顯是一個
[00:15:10.200 --> 00:15:12.640]  對傳統相當尊重的人
[00:15:12.640 --> 00:15:16.920]  不過耶穌肯定不是傳統主義者
[00:15:16.920 --> 00:15:19.440]  傳統主義者
[00:15:19.440 --> 00:15:21.640]  傳統主義者是甚麼人呢?
[00:15:21.640 --> 00:15:22.280]  不是耶穌
[00:15:22.280 --> 00:15:25.680]  是法利塞人和文士
[00:15:25.680 --> 00:15:28.960]  其實他們是最佳代表
[00:15:28.960 --> 00:15:34.320]  甚麼叫做傳統主義呢?
[00:15:34.320 --> 00:15:37.800]  我們可以從耶穌怎樣跟這班人交手
[00:15:37.800 --> 00:15:44.800]  去明白甚麼叫做傳統主義
[00:15:44.800 --> 00:15:48.480]  說法利塞人和文士是傳統主義者
[00:15:48.480 --> 00:15:50.240]  起碼從這段經文看起
[00:15:50.240 --> 00:15:53.840]  起碼有四個互相交織的理由
[00:15:53.840 --> 00:15:54.840]  第一
[00:15:54.840 --> 00:15:56.240]  甚麼叫做傳統主義者
[00:15:56.240 --> 00:15:58.640]  第七節說
[00:15:58.640 --> 00:16:02.520]  將人的吩咐當作道理教導人
[00:16:02.520 --> 00:16:09.920]  並且他們亦都將這些傳統說是上帝的誡命
[00:16:09.920 --> 00:16:15.000]  然後強迫每一個人遵守
[00:16:15.000 --> 00:16:19.600]  事實上如果我們翻查很多不同的聖經
[00:16:19.600 --> 00:16:21.400]  不同的地方等等
[00:16:21.400 --> 00:16:23.920]  我們可以知道一件事
[00:16:23.920 --> 00:16:31.240]  要洗手才進食才為之潔淨禮儀
[00:16:31.240 --> 00:16:34.320]  其實猶太人到一世幾末
[00:16:34.320 --> 00:16:37.760]  才真是各個猶太人被要求去遵守
[00:16:37.760 --> 00:16:41.240]  即是說耶穌時代只有祭司等等的人
[00:16:41.240 --> 00:16:42.880]  才需要遵守
[00:16:42.880 --> 00:16:45.720]  而法利塞人就要每一個人遵守
[00:16:45.720 --> 00:16:49.880]  法利塞人和文士的確是將人的吩咐
[00:16:49.880 --> 00:16:51.960]  當作道理去教導
[00:16:51.960 --> 00:16:54.400]  這是第一個傳統主義的特徵
[00:16:54.400 --> 00:17:00.200]  將人的吩咐當作上帝的道理來教導
[00:17:00.200 --> 00:17:01.520]  第二個特徵是甚麼呢?
[00:17:01.520 --> 00:17:03.840]  第二個特徵我們可以從這樣看
[00:17:03.840 --> 00:17:06.600]  就是為甚麼法利塞人和文士
[00:17:06.600 --> 00:17:11.920]  要將人的遺傳當上帝的說話來教導呢?
[00:17:11.920 --> 00:17:15.440]  為甚麼要強加在人身上呢?
[00:17:15.440 --> 00:17:20.560]  原因是因為這班人假借上帝的名
[00:17:20.560 --> 00:17:24.960]  借人的傳統來控制人
[00:17:24.960 --> 00:17:27.960]  透過上帝的名來譴責人
[00:17:27.960 --> 00:17:29.360]  貶低其他人
[00:17:29.360 --> 00:17:34.040]  尤其是那些貶低和自己立場不相同的人
[00:17:34.040 --> 00:17:36.160]  事實上是因為耶穌當時的名聲
[00:17:36.160 --> 00:17:41.280]  已經開始蓋過了這班法利塞人和文士
[00:17:41.280 --> 00:17:44.880]  在群眾裏面的影響力越來越大
[00:17:44.880 --> 00:17:46.600]  不過耶穌所持的立場
[00:17:46.600 --> 00:17:49.640]  尤其是對摩西律法理解的立場
[00:17:49.640 --> 00:17:52.160]  以及對上帝國的立場
[00:17:52.160 --> 00:17:58.200]  和這班法利塞人其實相當相反
[00:17:58.200 --> 00:18:04.600]  這班法利塞人和文士經常乘機借上帝的名
[00:18:04.600 --> 00:18:06.960]  去攻擊耶穌
[00:18:06.960 --> 00:18:13.360]  企圖透過傳統來排斥異己
[00:18:13.360 --> 00:18:16.360]  借信仰來攻擊異己
[00:18:16.360 --> 00:18:18.520]  是假冒為善的
[00:18:18.520 --> 00:18:22.160]  耶穌說是假冒為善的傳統主義者
[00:18:22.160 --> 00:18:24.800]  在今日我們這個撕裂的社會裏面
[00:18:24.800 --> 00:18:27.560]  其實這一點是相當重要的
[00:18:27.560 --> 00:18:28.760]  在撕裂的社會裏面
[00:18:28.760 --> 00:18:31.680]  我們各人都有自己的不同的立場
[00:18:31.680 --> 00:18:33.920]  有不同的爐堆
[00:18:33.920 --> 00:18:36.200]  以致去圍爐取暖
[00:18:36.200 --> 00:18:39.760]  在爐火燒得很熱很亢奮的時候
[00:18:39.760 --> 00:18:43.680]  總是會覺得上帝是站在自己那一邊
[00:18:43.680 --> 00:18:48.000]  而對方就是妖魔化身
[00:18:48.000 --> 00:18:50.880]  萬一我們都是這樣的話
[00:18:50.880 --> 00:18:55.240]  我們必須要又要回憶聖經這裏說
[00:18:55.240 --> 00:18:59.400]  又可能要記起林肯曾經說過的那句話
[00:18:59.400 --> 00:19:05.040]  他說我在乎的並不是上帝是否站在我這一邊
[00:19:05.040 --> 00:19:07.240]  他說我最在意的是
[00:19:07.240 --> 00:19:10.880]  我是否真的站在上帝那一邊
[00:19:10.880 --> 00:19:15.880]  因為只有上帝才是對的
[00:19:15.880 --> 00:19:17.360]  這時第二個特徵是甚麼呢
[00:19:17.360 --> 00:19:21.960]  事事以自己所理解的信仰
[00:19:21.960 --> 00:19:29.280]  是等同了真理以上帝的代言人去說話
[00:19:29.280 --> 00:19:30.720]  替天行道
[00:19:30.720 --> 00:19:33.120]  以致將異己排斥
[00:19:33.120 --> 00:19:37.720]  其實是傳統主義者的第二個特徵
[00:19:37.720 --> 00:19:39.080]  第三個特徵是甚麼呢
[00:19:39.080 --> 00:19:43.400]  法律上和民事的傳統主義其實是做甚麼的呢
[00:19:43.400 --> 00:19:46.600]  其實是要以傳統來鞏固那種
[00:19:46.600 --> 00:19:50.000]  不是很對等的權力關係
[00:19:50.000 --> 00:19:54.680]  他們用傳統的名義來斥責耶穌和門徒
[00:19:54.680 --> 00:19:56.640]  其實要顯示甚麼呢
[00:19:56.640 --> 00:19:58.920]  要顯示我們法理塞人
[00:19:58.920 --> 00:20:02.040]  我們民事是高人一等的
[00:20:02.040 --> 00:20:05.880]  你們是低等的人
[00:20:05.880 --> 00:20:08.160]  我說了是就是
[00:20:08.160 --> 00:20:09.360]  說對就對
[00:20:09.360 --> 00:20:10.920]  說不對就不對
[00:20:10.920 --> 00:20:12.880]  說不是就不是
[00:20:12.880 --> 00:20:14.520]  我教你們
[00:20:14.520 --> 00:20:15.400]  你們一定要聽
[00:20:15.400 --> 00:20:17.160]  Q&A都還可以
[00:20:17.160 --> 00:20:20.320]  要反駁我的教導
[00:20:20.320 --> 00:20:24.440]  法理塞人心裏根本都未夠班
[00:20:24.440 --> 00:20:26.000]  傳統主義的第三個特徵
[00:20:26.000 --> 00:20:30.760]  就是將傳統轉化為一個權力的工具
[00:20:30.760 --> 00:20:36.320]  去鞏固我高你低的一種權力關係
[00:20:36.320 --> 00:20:37.520]  最後一個傳統主義
[00:20:37.520 --> 00:20:41.000]  從經文裏面看的第四個特徵是甚麼呢
[00:20:41.000 --> 00:20:43.600]  我們可以從後果
[00:20:43.600 --> 00:20:46.520]  傳統主義帶來的後果
[00:20:46.520 --> 00:20:47.840]  你是看得到的
[00:20:47.840 --> 00:20:51.760]  如果你看完第九節至第十三節
[00:20:51.760 --> 00:20:53.880]  你會見到耶穌舉了一個例子
[00:20:53.880 --> 00:20:55.440]  就說那班法理塞人
[00:20:55.440 --> 00:20:57.400]  你們廢棄上帝的誡命
[00:20:57.400 --> 00:21:00.840]  因為上帝要你們孝敬父母
[00:21:00.840 --> 00:21:02.440]  不要咒罵父母
[00:21:02.440 --> 00:21:05.680]  咒罵父母不孝敬父母必須要處死
[00:21:05.680 --> 00:21:07.680]  不過耶穌說那班法理塞人
[00:21:07.680 --> 00:21:09.240]  民事等等
[00:21:09.240 --> 00:21:10.920]  到過轉頭來說
[00:21:10.920 --> 00:21:12.920]  他說人如果對父母說
