
[00:00:00.000 --> 00:00:02.960]  我們繼續看這個題目
[00:02:23.080 --> 00:02:27.040]  他們為我們打氣為我們加油
[00:02:27.040 --> 00:02:28.920]  大家覺得今天
[00:02:28.920 --> 00:02:33.000]  我們在信仰道路跑步容易嗎?
[00:02:33.000 --> 00:02:35.520]  大家覺得今天我們的現實生活
[00:02:35.520 --> 00:02:38.640]  是否艱難了呢?
[00:02:38.640 --> 00:02:42.400]  當我有機會聽一些商界的朋友聊天
[00:02:42.400 --> 00:02:45.200]  他說今天賺一元
[00:02:45.200 --> 00:02:47.520]  可能比十年前賺一元
[00:02:47.520 --> 00:02:50.400]  你覺得容易了還是難了?
[00:02:50.400 --> 00:02:52.560]  難了是不是?
[00:02:52.560 --> 00:02:57.280]  樓價也在下跌
[00:02:57.280 --> 00:03:00.280]  消費指數也在下跌
[00:03:00.280 --> 00:03:03.360]  很多公司的業績也在下跌
[00:03:03.360 --> 00:03:05.480]  生活好像越來越艱難
[00:03:05.480 --> 00:03:08.640]  我有時候會收到其他的福音機構
[00:03:08.640 --> 00:03:11.320]  即是一些基督教的機構
[00:03:11.320 --> 00:03:13.000]  寄一些通訊過來
[00:03:13.000 --> 00:03:15.960]  他們說他們的奉獻在減少
[00:03:15.960 --> 00:03:19.040]  所以他們可能連人手也要削減
[00:03:19.040 --> 00:03:21.960]  相對地事工也要削減
[00:03:21.960 --> 00:03:25.320]  今天我相信我們的弟兄姊妹的生活
[00:03:25.320 --> 00:03:28.360]  可能比五年前比十年前
[00:03:28.360 --> 00:03:31.120]  都更多的挑戰
[00:03:31.120 --> 00:03:33.480]  工作就更大的忙碌
[00:03:33.480 --> 00:03:36.440]  因為公司人手減少
[00:03:36.440 --> 00:03:37.560]  工作也沒有減少
[00:03:37.560 --> 00:03:40.520]  變成人也要做更多的事
[00:03:40.520 --> 00:03:43.320]  我們可能要付上更大的努力
[00:03:43.320 --> 00:03:47.640]  才得到相對地的成果
[00:03:47.640 --> 00:03:51.400]  今天的訊息想帶給大家聽些什麼呢?
[00:03:51.400 --> 00:03:53.120]  很希望能夠幫到大家
[00:03:53.120 --> 00:03:54.680]  其實希伯來書第十二章就是
[00:03:54.680 --> 00:03:56.280]  希望鼓勵大家
[00:03:56.280 --> 00:04:01.720]  我們要堅忍去奔跑這個信仰的路程
[00:04:01.720 --> 00:04:03.600]  你可以說是信仰的馬拉松
[00:04:03.600 --> 00:04:05.600]  我們繼續走下去
[00:04:05.600 --> 00:04:07.640]  它給了我們兩個方向
[00:04:07.640 --> 00:04:10.560]  第一個我們要注目在主耶穌基督裡面
[00:04:10.560 --> 00:04:11.800]  學習耶穌的一個字
[00:04:11.800 --> 00:04:12.680]  是什麼字呢?
[00:04:12.680 --> 00:04:14.160]  「忍」字
[00:04:14.160 --> 00:04:16.880]  第二個就是將我們遇到的困難
[00:04:16.880 --> 00:04:19.440]  都轉化為一個生命的挑戰
[00:04:19.440 --> 00:04:23.960]  甚至可能這就是天父給我們的管教
[00:04:23.960 --> 00:04:28.520]  而這個管教將會帶給我們生命的益處
[00:04:28.520 --> 00:04:30.840]  帶來的是平安的果子
[00:04:30.840 --> 00:04:32.840]  義的果子
[00:04:32.840 --> 00:04:34.240]  進入今天的聽道之前
[00:04:34.240 --> 00:04:36.840]  我請大家先為自己的耳朵去祈禱
[00:04:36.840 --> 00:04:38.560]  為我們的腦袋去祈禱
[00:04:38.560 --> 00:04:40.040]  為我們的心去祈禱
[00:04:40.040 --> 00:04:41.800]  我們一起禱告
[00:04:41.800 --> 00:04:43.640]  天父我求你幫助我們
[00:04:43.640 --> 00:04:46.680]  讓我們今天去進入上帝你的話語
[00:04:46.680 --> 00:04:49.360]  去聽你的道的時候
[00:04:49.360 --> 00:04:52.720]  求神你的靈充滿在我們每個人的心裡面
[00:04:52.720 --> 00:04:55.480]  讓我們以能夠聽到你的話語
[00:04:55.480 --> 00:04:58.240]  在我們的腦袋去思想去明白
[00:04:58.240 --> 00:05:02.200]  在我們心裡面轉化為一份生命的動力
[00:05:02.200 --> 00:05:05.000]  以致我們能夠活出來、行出來
[00:05:05.000 --> 00:05:08.360]  有讓孩子成為你話語的僕人
[00:05:08.360 --> 00:05:11.840]  以致我們按照你的聖靈的感動
[00:05:11.840 --> 00:05:15.640]  按照聖經的真理去宣講你的話語
[00:05:15.640 --> 00:05:17.760]  讓我們能夠聽得明白
[00:05:17.760 --> 00:05:19.480]  也能夠心裡相信
[00:05:19.480 --> 00:05:22.240]  並且活出來、行出來
[00:05:22.240 --> 00:05:24.920]  願你今天掌管帶領這段時刻
[00:05:24.920 --> 00:05:27.040]  禱告奉耶穌基督的名求
[00:05:27.040 --> 00:05:28.400]  阿們
[00:05:28.400 --> 00:05:30.120]  回到經文第一句
[00:05:30.120 --> 00:05:33.320]  所以既然我們有這許多見證人
[00:05:33.320 --> 00:05:36.120]  如同雲彩圍繞著我們
[00:05:36.120 --> 00:05:40.040]  這群如同雲彩圍繞著我們的見證人
[00:05:40.040 --> 00:05:41.520]  就是我剛才所說的
[00:05:41.520 --> 00:05:43.120]  在舊約裡面
[00:05:43.120 --> 00:05:46.800]  雅各、丹尼、摩西等等
[00:05:46.800 --> 00:05:48.880]  他們都憑著信心
[00:05:48.880 --> 00:05:51.200]  去活出上帝給他們的照命
[00:05:51.200 --> 00:05:55.680]  去跑完了信仰的道路裡面
[00:05:55.680 --> 00:05:57.400]  就去到天國了
[00:05:57.400 --> 00:05:59.120]  不過在上一章
[00:05:59.120 --> 00:06:02.640]  第十一章的三十九和四十字裡面說
[00:06:02.640 --> 00:06:06.480]  這些人都是因信獲得了讚許
[00:06:06.480 --> 00:06:09.080]  卻仍未得著所應許的
[00:06:09.080 --> 00:06:12.280]  因為神給我們預備了更美好的事
[00:06:12.280 --> 00:06:13.480]  若沒有我們
[00:06:13.480 --> 00:06:15.480]  他們就不能得到完全
[00:06:15.480 --> 00:06:16.680]  這些人很特別
[00:06:16.680 --> 00:06:18.800]  他們已經完賽事了
[00:06:18.800 --> 00:06:23.200]  坐在運動場上的場館的座位裡面
[00:06:23.200 --> 00:06:25.200]  看著誰
[00:06:25.200 --> 00:06:26.600]  看著我們
[00:06:26.600 --> 00:06:29.040]  原來後世繼續信耶穌的人
[00:06:29.040 --> 00:06:32.760]  都繼續在上帝的道路裡面跑著
[00:06:32.760 --> 00:06:35.480]  他們未得到獎牌
[00:06:35.480 --> 00:06:39.680]  未得到他們最終所所應許的終極永生
[00:06:39.680 --> 00:06:41.000]  為什麼
[00:06:41.000 --> 00:06:42.520]  因為要等我們
[00:06:42.520 --> 00:06:44.120]  等我們一起領獎
[00:06:44.120 --> 00:06:48.760]  等我們一起享受這份天國的祝福
[00:06:48.760 --> 00:06:51.760]  但是有一個特別的地方
[00:06:51.760 --> 00:06:55.040]  接著作者要介紹另一位見證人
[00:06:55.040 --> 00:06:55.960]  是誰
[00:06:55.960 --> 00:06:57.080]  在第二節說
[00:06:57.080 --> 00:06:59.960]  仰望我們信心的
[00:06:59.960 --> 00:07:03.520]  創始承宗者 耶穌
[00:07:03.520 --> 00:07:05.080]  他介紹另一位見證人
[00:07:05.080 --> 00:07:06.480]  這位就是耶穌
[00:07:06.480 --> 00:07:09.600]  耶穌和剛才那些信心的人
[00:07:09.600 --> 00:07:11.440]  是有一些不同的
[00:07:11.440 --> 00:07:15.080]  耶穌也同樣領受了天父的使命
[00:07:15.080 --> 00:07:17.160]  他在人生的道路裡面
[00:07:17.160 --> 00:07:18.560]  他也成為人
[00:07:18.560 --> 00:07:21.320]  在二千多年前降生
[00:07:21.320 --> 00:07:22.120]  在馬槽裡面
[00:07:22.120 --> 00:07:24.000]  接著活了三十多年
[00:07:24.000 --> 00:07:26.000]  面對著很多的挑戰
[00:07:26.000 --> 00:07:28.320]  教導了我們很多聖經的話語
[00:07:28.320 --> 00:07:29.640]  行了很多的神蹟
[00:07:29.640 --> 00:07:31.440]  也犧牲十字架上高
[00:07:31.440 --> 00:07:33.800]  後悔死而復活
[00:07:33.800 --> 00:07:35.040]  第二 耶穌
[00:07:35.040 --> 00:07:37.360]  他和這群見證人不同的是
[00:07:37.360 --> 00:07:40.040]  他已經得著上帝的讚許
[00:07:40.040 --> 00:07:43.200]  他已經坐在頒獎台上
[00:07:43.200 --> 00:07:45.280]  坐在父神的右邊
[00:07:45.280 --> 00:07:49.440]  他是創始承宗者
[00:07:49.440 --> 00:07:50.040]  看到了
[00:07:50.040 --> 00:07:50.760]  第二節後面
[00:07:50.760 --> 00:07:52.520]  剛才讀了經文
[00:07:52.520 --> 00:07:54.600]  耶穌和他們有什麼不同呢
[00:07:54.600 --> 00:07:56.760]  耶穌不同的地方
[00:07:56.760 --> 00:07:59.920]  就是他經歷了死亡而復活
[00:07:59.920 --> 00:08:02.320]  所以成為了我們復活的救主
[00:08:02.320 --> 00:08:03.360]  我在安息禮裡面
[00:08:03.360 --> 00:08:05.240]  我經常都會這樣說的
[00:08:05.240 --> 00:08:06.600]  和那些
[00:08:06.600 --> 00:08:13.120]  看到自己家人離開了死亡階段的家人說
[00:08:13.120 --> 00:08:14.960]  究竟死亡是什麼呢
[00:08:14.960 --> 00:08:16.360]  誰能夠死而復活
[00:08:16.360 --> 00:08:17.440]  告訴我們
[00:08:17.440 --> 00:08:18.800]  死亡的世界是怎樣
[00:08:18.800 --> 00:08:20.800]  以致我們能夠跨越死亡
[00:08:20.800 --> 00:08:22.360]  去能夠面對死亡
[00:08:22.360 --> 00:08:24.160]  特別是勝過死亡呢
[00:08:24.160 --> 00:08:27.600]  這就是上帝說我們預備了耶穌基督
[00:08:27.600 --> 00:08:29.600]  耶穌基督復活的主
[00:08:29.600 --> 00:08:31.200]  在哥林多前書說
[00:08:31.200 --> 00:08:33.720]  耶穌基督是死人當中復活
[00:08:33.720 --> 00:08:37.120]  成為碎鳥之人初熟的果子
[00:08:37.120 --> 00:08:40.560]  耶穌是那位碎鳥之人初熟的果子
[00:08:40.560 --> 00:08:43.440]  就是好像睡了覺一樣
[00:08:43.440 --> 00:08:44.840]  但是耶穌醒了
[00:08:44.840 --> 00:08:45.840]  有一個復活的生命
[00:08:45.840 --> 00:08:47.120]  有一個復活的身體
[00:08:47.120 --> 00:08:48.080]  所以我們看到耶穌
[00:08:48.080 --> 00:08:49.240]  我們知道什麼呢
[00:08:49.240 --> 00:08:51.680]  我們都會跟著耶穌將來復活
[00:08:51.680 --> 00:08:53.560]  我們死去的家人將來會復活
[00:08:53.560 --> 00:08:54.720]  我們信了耶穌
[00:08:54.720 --> 00:08:57.040]  將來一樣會死而復活
[00:08:57.040 --> 00:08:58.920]  耶穌就成為了我們的盼望
[00:08:58.920 --> 00:09:01.440]  成為了我們生命的先鋒
[00:09:01.440 --> 00:09:03.960]  還有一個特別的地方就是
[00:09:03.960 --> 00:09:05.960]  這裡經文說
[00:09:05.960 --> 00:09:07.240]  第二節尾說
[00:09:07.240 --> 00:09:12.480]  如今已坐在神寶座的右邊
[00:09:12.480 --> 00:09:17.640]  如今耶穌已經坐在天父的右邊
[00:09:17.640 --> 00:09:19.480]  說得很具體
[00:09:19.480 --> 00:09:21.680]  是一個什麼動詞
[00:09:21.680 --> 00:09:23.960]  是已經坐在那裡
[00:09:23.960 --> 00:09:25.880]  已經完成了坐在那裡
[00:09:25.880 --> 00:09:27.320]  而且繼續坐在那裡
[00:09:27.320 --> 00:09:28.680]  就是耶穌已經復活了
[00:09:28.680 --> 00:09:30.160]  坐在天父的右邊
[00:09:30.160 --> 00:09:31.360]  為什麼右邊呢
[00:09:31.360 --> 00:09:34.240]  右邊代表著特別尊貴的一個位份
[00:09:34.240 --> 00:09:38.320]  就好像耶穌已經進行了天父的使命
[00:09:38.320 --> 00:09:39.840]  祂死而復活
[00:09:39.840 --> 00:09:42.040]  祂回到天國那裡
[00:09:42.040 --> 00:09:44.280]  天父就頒了一個最大的獎給祂
[00:09:44.280 --> 00:09:46.680]  就是能夠坐在天父的右邊
[00:09:46.680 --> 00:09:49.080]  祂繼續看著每一個相信祂的人
[00:09:49.080 --> 00:09:55.080]  在信仰道裡面的賽跑
[00:09:55.080 --> 00:09:56.800]  這個坐在天父的右邊
[00:09:56.800 --> 00:09:59.160]  坐在神寶座的右邊這個字眼
[00:09:59.160 --> 00:10:01.280]  在希伯來書裡面
[00:10:01.280 --> 00:10:03.040]  出現了5次
[00:10:03.040 --> 00:10:04.800]  在第1章有2次
[00:10:04.800 --> 00:10:06.040]  在第8章有1次
[00:10:06.040 --> 00:10:08.600]  第10章和第12章
[00:10:08.600 --> 00:10:10.680]  在第10章裡面說
[00:10:10.680 --> 00:10:14.960]  但基督獻了一次永遠有效的贖罪祭
[00:10:14.960 --> 00:10:17.280]  就在神的右邊
[00:10:17.280 --> 00:10:21.400]  從此等候祂的仇敵成為祂的腳凳
[00:10:21.400 --> 00:10:24.680]  原來還有仇敵會被耶穌踩著
[00:10:24.680 --> 00:10:27.400]  而耶穌已經坐在神的右邊
[00:10:27.400 --> 00:10:28.400]  祂之前做了什麼
[00:10:28.400 --> 00:10:30.360]  所以能夠坐在神的右邊
[00:10:30.360 --> 00:10:34.720]  就是一次永遠有效的贖罪祭
[00:10:34.720 --> 00:10:37.720]  就是在說耶穌願意成就救恩
[00:10:37.720 --> 00:10:39.880]  祂犧牲了祂自己寶貴的性命
[00:10:39.880 --> 00:10:41.480]  死在十字架上
[00:10:41.480 --> 00:10:44.920]  一次的獻祭是永遠有效的獻祭
[00:10:44.920 --> 00:10:47.320]  洗淨了人的罪
[00:10:47.320 --> 00:10:48.440]  祂死而復活
[00:10:48.440 --> 00:10:49.760]  勝過死亡
[00:10:49.760 --> 00:10:52.280]  打敗了魔鬼撒旦
[00:10:52.280 --> 00:10:53.880]  所以我們就要仰望這位
[00:10:53.880 --> 00:10:55.800]  已經得聖的主耶穌基督
[00:10:55.800 --> 00:10:57.480]  祂已經坐在父神的右邊
[00:10:57.480 --> 00:11:00.160]  祂都在等候我們將來能夠和耶穌一同
[00:11:00.160 --> 00:11:03.800]  得到一份最大的榮耀
[00:11:03.800 --> 00:11:05.800]  經文要我們去注目耶穌
[00:11:05.800 --> 00:11:07.440]  仰望耶穌
[00:11:07.440 --> 00:11:09.160]  裡面有三個字出現了
[00:11:09.160 --> 00:11:11.240]  有一個字出現了「三淺」
[00:11:11.240 --> 00:11:13.400]  你看到我標記了「堅忍」
[00:11:13.400 --> 00:11:16.960]  「忍受」「忍截」
[00:11:16.960 --> 00:11:19.240]  第一個「堅忍」就是說
[00:11:19.240 --> 00:11:24.120]  我們要堅忍心去跑完前面的路程
[00:11:24.120 --> 00:11:25.880]  大家不知為何要跑步
[00:11:25.880 --> 00:11:27.280]  跑長跑
[00:11:27.280 --> 00:11:29.840]  我記得我中學時代
[00:11:29.840 --> 00:11:35.440]  就在阿加路街一座山附近的學校
[00:11:35.440 --> 00:11:36.920]  每一次體育課程我們都很害怕
[00:11:36.920 --> 00:11:38.000]  為什麼
[00:11:38.000 --> 00:11:39.840]  看一個體育老師的心情
[00:11:39.840 --> 00:11:41.560]  他突然跑山
[00:11:41.560 --> 00:11:45.080]  跑了整個加多利山
[00:11:45.080 --> 00:11:47.040]  大家走過加多利山
[00:11:47.040 --> 00:11:49.520]  跑到一半已經扯下了
[00:11:49.520 --> 00:11:51.000]  已經瘋狂
[00:11:51.000 --> 00:11:52.000]  跑不跑得盡
[00:11:52.000 --> 00:11:52.720]  跑不跑得完
[00:11:52.720 --> 00:11:53.840]  這個體育課程能否完
[00:11:53.840 --> 00:11:55.360]  不知道能否回去
[00:11:55.360 --> 00:11:57.200]  就是那種要堅忍的心
[00:11:57.200 --> 00:11:59.320]  去奔跑前面的路程
[00:11:59.320 --> 00:12:02.240]  我們信仰道路都要堅忍的心去跑
[00:12:02.240 --> 00:12:03.320]  我們要仰望
[00:12:03.320 --> 00:12:04.400]  第二節說要仰望
[00:12:04.400 --> 00:12:07.960]  我們信心創始成中的耶穌
[00:12:07.960 --> 00:12:10.160]  耶穌有什麼值得我們學習
[00:12:10.160 --> 00:12:11.680]  祂有兩個「忍」值得我們學習
[00:12:11.680 --> 00:12:13.080]  第一個「忍」是什麼
[00:12:13.080 --> 00:12:19.120]  忍受十字架的苦難
[00:12:19.120 --> 00:12:22.400]  我們很著重耶穌基督的受苦
[00:12:22.400 --> 00:12:27.800]  在每年的基督教的四月或三月有什麼節
[00:12:27.800 --> 00:12:28.920]  我們經常記得復活節
[00:12:28.920 --> 00:12:31.400]  其實之前有一個受苦節
[00:12:31.400 --> 00:12:33.880]  我們要紀念耶穌基督的受苦
[00:12:33.880 --> 00:12:35.600]  我們每一個月都有主餐
[00:12:35.600 --> 00:12:36.640]  為了什麼
[00:12:36.640 --> 00:12:37.680]  我們要紀念耶穌基督
[00:12:37.680 --> 00:12:41.440]  為我們寫十字架上告
[00:12:41.440 --> 00:12:45.520]  在今年四月
[00:12:45.520 --> 00:12:48.280]  我和師母去了元朗一間教堂
[00:12:48.280 --> 00:12:50.360]  那間是天主教教堂
[00:12:50.360 --> 00:12:57.760]  叫做天主教會聖伯多祿聖保羅堂
[00:12:57.760 --> 00:13:00.520]  我們參觀他們在教堂的展覽
[00:13:00.520 --> 00:13:03.880]  展覽了耶穌釘十架時候的刑具
[00:13:03.880 --> 00:13:06.640]  大家看到這個是什麼
[00:13:06.640 --> 00:13:08.280]  是一條鞭
[00:13:08.280 --> 00:13:09.680]  耶穌有受鞭打嗎
[00:13:09.680 --> 00:13:10.760]  有
[00:13:10.760 --> 00:13:11.800]  但這條狗尾鞭
[00:13:11.800 --> 00:13:13.080]  就是每次鞭一下
[00:13:13.080 --> 00:13:15.520]  有九條繩索扯出來
[00:13:15.520 --> 00:13:20.240]  而你看看繩索最後有一個鐵一樣的鉤
[00:13:20.240 --> 00:13:22.760]  所以每次扯下去耶穌的背脊的時候
[00:13:22.760 --> 00:13:25.280]  那個鞭打都會把肉扯出來
[00:13:25.280 --> 00:13:29.000]  耶穌就承受這個苦難的鞭打
[00:13:29.000 --> 00:13:30.600]  我們經常說經紀的冠冕
[00:13:30.600 --> 00:13:33.040]  就像皇冠一樣
[00:13:33.040 --> 00:13:35.360]  一個圈套在頭上
[00:13:35.360 --> 00:13:38.120]  祂的展覽顯示經紀的冠冕
[00:13:38.120 --> 00:13:40.920]  不只是圍著這個鞭那麼簡單
[00:13:40.920 --> 00:13:42.800]  祂像頭盔一樣
[00:13:42.800 --> 00:13:46.000]  連上頭蓋天靈蓋都壓住
[00:13:46.000 --> 00:13:48.480]  都被經紀刺住下去
[00:13:48.480 --> 00:13:50.840]  耶穌就受著經紀的冠冕
[00:13:50.840 --> 00:13:54.360]  整個釘十架的過程去承受苦楚
[00:13:54.360 --> 00:13:56.040]  所以耶穌滿臉都是血
[00:13:56.040 --> 00:14:02.280]  就是因為這個荊棘的頭盔刺住
[00:14:02.280 --> 00:14:04.720]  還有耶穌怎樣釘十字架上去
[00:14:04.720 --> 00:14:06.080]  有長長的釘
[00:14:06.080 --> 00:14:07.760]  你看看這條釘
[00:14:07.760 --> 00:14:08.840]  多長
[00:14:08.840 --> 00:14:10.560]  祂刺穿了整個手
[00:14:10.560 --> 00:14:11.720]  整個身體
[00:14:11.720 --> 00:14:14.520]  才能釘在一個木頭上
[00:14:14.520 --> 00:14:17.240]  木頭也有剪出來
[00:14:17.240 --> 00:14:18.520]  掛在這裡
[00:14:18.520 --> 00:14:21.160]  讓你感受十字架是多麼重
[00:14:21.160 --> 00:14:23.720]  當然我相信耶穌也不是揹整個十字架
[00:14:23.720 --> 00:14:25.560]  而是揹那個橫條
[00:14:25.560 --> 00:14:27.040]  那個橫條也不容易
[00:14:27.040 --> 00:14:28.520]  我才揹得起
[00:14:28.520 --> 00:14:32.200]  連絲帽也很難釘得住
[00:14:32.200 --> 00:14:36.440]  耶穌就是要忍受這個十字架的苦難
[00:14:36.440 --> 00:14:40.440]  承受了最深的痛苦
[00:14:40.440 --> 00:14:42.840]  去完成這個救恩
[00:14:42.840 --> 00:14:43.840]  剛剛說
[00:14:43.840 --> 00:14:46.440]  忍十架苦難要忍什麼
[00:14:46.440 --> 00:14:47.880]  這裡沒有寫
[00:14:47.880 --> 00:14:49.240]  這裡有了
[00:14:49.240 --> 00:14:50.360]  第二個是忍受什麼
[00:14:50.360 --> 00:14:52.120]  罪人的頂撞
[00:14:52.120 --> 00:14:55.640]  耶穌忍受了哪些罪人的頂撞
[00:14:55.640 --> 00:14:58.160]  我最近跟女兒看了一齣
[00:14:58.160 --> 00:15:00.760]  耶穌的劇集
[00:15:00.760 --> 00:15:01.800]  叫《Chosen》
[00:15:01.800 --> 00:15:02.520]  不知道大家知不知道
[00:15:02.520 --> 00:15:03.640]  在Netflix有的
[00:15:03.640 --> 00:15:05.000]  網頁也有的
[00:15:05.000 --> 00:15:06.320]  它用另一個角度
[00:15:06.320 --> 00:15:10.360]  將耶穌當時福音書裡記載的情況
[00:15:10.360 --> 00:15:11.600]  展現出來
[00:15:11.600 --> 00:15:12.400]  很立體
[00:15:12.400 --> 00:15:14.400]  它不是跟著福音書說的
[00:15:14.400 --> 00:15:17.320]  所以看的角度有很多不同
[00:15:17.320 --> 00:15:18.840]  大家看到耶穌經常被人頂撞
[00:15:18.840 --> 00:15:20.240]  被哪些人頂撞呢
[00:15:20.240 --> 00:15:23.120]  被那些法利賽人
[00:15:23.120 --> 00:15:24.840]  民事
[00:15:24.840 --> 00:15:27.160]  甚至是門徒也頂撞他
[00:15:27.160 --> 00:15:29.880]  不聽耶穌的話
[00:15:29.880 --> 00:15:31.400]  彼拉多
[00:15:31.400 --> 00:15:34.120]  將耶穌跌在十字架
[00:15:34.120 --> 00:15:35.600]  我在《墨水論經》的時候
[00:15:35.600 --> 00:15:39.080]  還有誰頂撞過耶穌呢
[00:15:39.080 --> 00:15:41.080]  我
[00:15:41.080 --> 00:15:42.640]  也有頂撞過耶穌
[00:15:42.640 --> 00:15:43.920]  你呢
[00:15:43.920 --> 00:15:45.360]  你們有沒有頂撞過耶穌
[00:15:45.360 --> 00:15:47.080]  有沒有不聽耶穌的話
[00:15:47.080 --> 00:15:48.960]  但是耶穌就是
[00:15:48.960 --> 00:15:51.320]  忍受十字架的苦難
[00:15:51.320 --> 00:15:53.320]  忍受罪人的頂撞
[00:15:53.320 --> 00:15:55.080]  為了誰呢
[00:15:55.080 --> 00:15:57.600]  為了我們
[00:15:57.600 --> 00:15:59.240]  祂為了前面的喜樂
[00:15:59.240 --> 00:16:00.800]  興亢羞辱
[00:16:00.800 --> 00:16:02.880]  祂為了能夠成就救恩
[00:16:02.880 --> 00:16:04.880]  救贖我們罪人的罪
[00:16:04.880 --> 00:16:09.280]  祂承受了十字架的苦難
[00:16:09.280 --> 00:16:11.240]  但是除了忍之外
[00:16:11.240 --> 00:16:12.320]  耶穌有盼望的
[00:16:12.320 --> 00:16:13.640]  因為什麼呢
[00:16:13.640 --> 00:16:15.360]  如今在神寶座的右邊
[00:16:15.360 --> 00:16:17.720]  這個盼望已經實現了在耶穌那裡
[00:16:17.720 --> 00:16:19.000]  耶穌已經坐在神的右邊
[00:16:19.000 --> 00:16:20.840]  得到上帝的讚許
[00:16:20.840 --> 00:16:22.240]  祂等著我們一起
[00:16:22.240 --> 00:16:25.160]  得到終極的讚許
[00:16:25.160 --> 00:16:28.440]  耶穌就是靠著前面的喜樂
[00:16:28.440 --> 00:16:29.680]  興亢羞辱
[00:16:29.680 --> 00:16:30.920]  忍受十字架
[00:16:30.920 --> 00:16:32.800]  坐在父神的右邊
[00:16:32.800 --> 00:16:34.480]  以致我們也都靠著耶穌
[00:16:34.480 --> 00:16:40.040]  我們能夠跑完信仰的道路
[00:16:40.040 --> 00:16:42.480]  我很想和大家一起看一段經文
[00:16:42.480 --> 00:16:44.440]  黑西瑪的祈禱
[00:16:44.440 --> 00:16:45.800]  好像我發覺這一兩年
[00:16:45.800 --> 00:16:48.880]  很少在講壇上有機會涉及
[00:16:48.880 --> 00:16:49.840]  我會讀給大家聽
[00:16:49.840 --> 00:16:51.640]  讓大家去默想一下
[00:16:51.640 --> 00:16:56.040]  當耶穌面對十字架之前那份猶疑
[00:16:56.040 --> 00:16:58.160]  那份驚慌
[00:16:58.160 --> 00:16:59.560]  那份恐懼
[00:16:59.560 --> 00:17:02.240]  那份苦難就快臨到之先
