
[00:00:00.000 --> 00:00:05.560]  有人說 人生 或者我們的屬靈的經驗
[00:03:02.240 --> 00:03:04.880]  所以詩篇第一篇
[00:03:04.880 --> 00:03:07.160]  不是大衛第一篇寫的詩篇
[00:03:07.160 --> 00:03:08.120]  告訴隔壁的人
[00:03:08.120 --> 00:03:09.240]  詩篇第一篇
[00:03:09.240 --> 00:03:11.000]  不是大衛寫的第一篇詩篇
[00:03:11.000 --> 00:03:12.880]  一定不是告訴你
[00:03:12.880 --> 00:03:14.560]  我們不知道哪一篇
[00:03:14.560 --> 00:03:15.840]  不過
[00:03:15.840 --> 00:03:19.280]  篇詩篇這個人是一羣猶太人
[00:03:19.280 --> 00:03:20.880]  他很有心智
[00:03:20.880 --> 00:03:24.080]  將一堆土告 150篇的土告
[00:03:24.080 --> 00:03:26.280]  擺着擺着 擺着擺着
[00:03:26.280 --> 00:03:28.760]  就擺成今天那個
[00:03:28.760 --> 00:03:30.160]  在舊約神學裏面
[00:03:30.160 --> 00:03:31.600]  這個叫做
[00:03:31.600 --> 00:03:34.200]  正典的形成的部分
[00:03:34.200 --> 00:03:35.640]  我想告訴你
[00:03:35.640 --> 00:03:36.400]  就是說
[00:03:36.400 --> 00:03:38.720]  138篇擺在這裏的時候
[00:03:38.720 --> 00:03:40.240]  它有一個特別的目的
[00:03:40.240 --> 00:03:42.760]  就好像一個人生螺旋樁在裏面
[00:03:42.760 --> 00:03:46.000]  這篇詩篇裏面先去講感恩
[00:03:46.000 --> 00:03:47.800]  然後去呼求
[00:03:47.800 --> 00:03:50.760]  感恩呼求在我們人生裏面
[00:03:50.760 --> 00:03:52.040]  是這樣轉的
[00:03:52.040 --> 00:03:55.960]  就像下面那張碟子提醒我們一樣
[00:03:55.960 --> 00:03:57.040]  這個的意念
[00:03:57.040 --> 00:03:58.440]  這個人生裏面
[00:03:58.440 --> 00:04:00.080]  這個循環
[00:04:00.080 --> 00:04:01.520]  不是在舊約
[00:04:01.520 --> 00:04:03.600]  不只是在詩篇138篇
[00:04:03.600 --> 00:04:05.160]  在我們的人生
[00:04:05.160 --> 00:04:06.560]  在保羅裏面
[00:04:06.560 --> 00:04:08.680]  一句很
[00:04:08.680 --> 00:04:10.400]  刺激的金句
[00:04:10.400 --> 00:04:11.520]  他就我們說
[00:04:11.520 --> 00:04:15.360]  接受現在前書五章16至18節
[00:04:15.360 --> 00:04:17.960]  他說我們要上上起下就一節了
[00:04:17.960 --> 00:04:19.160]  不住土告
[00:04:19.160 --> 00:04:20.680]  還有什麼
[00:04:20.680 --> 00:04:22.400]  凡事借恩就像這幅圖
[00:04:22.400 --> 00:04:23.800]  我先來凡事借恩
[00:04:23.800 --> 00:04:25.120]  我借了恩
[00:04:25.120 --> 00:04:28.040]  然後怎麼樣
[00:04:28.040 --> 00:04:30.120]  接着就要上上起下
[00:04:30.120 --> 00:04:31.080]  牧師你不是
[00:04:31.080 --> 00:04:32.160]  凡事借恩先
[00:04:32.160 --> 00:04:32.920]  你上上起下
[00:04:32.920 --> 00:04:35.640]  其實是分不到雞和雞蛋的問題
[00:04:35.640 --> 00:04:37.360]  你起下先還是借恩先
[00:04:37.360 --> 00:04:40.000]  保羅就叫我們上上起下
[00:04:40.000 --> 00:04:40.880]  不住的土告
[00:04:40.880 --> 00:04:42.360]  凡事借恩
[00:04:42.360 --> 00:04:43.400]  我們可以這樣看
[00:04:43.400 --> 00:04:44.920]  無論哪裏開始都好
[00:04:44.920 --> 00:04:46.560]  我們先感恩
[00:04:46.560 --> 00:04:47.520]  然後繼續生活
[00:04:47.520 --> 00:04:48.880]  在生活裏面呼求
[00:04:48.880 --> 00:04:50.520]  呼求到經歷到上帝的時候
[00:04:50.520 --> 00:04:51.800]  我又感恩
[00:04:51.800 --> 00:04:55.080]  就好像一個生生不息的循環
[00:04:55.080 --> 00:04:57.160]  這個圖提醒我們一件事
[00:04:57.160 --> 00:04:59.040]  也給我們今年
[00:04:59.040 --> 00:05:00.920]  一個農曆年的年尾的時候
[00:05:00.920 --> 00:05:02.720]  我們去學習一件事
[00:05:02.720 --> 00:05:06.600]  就是先來去講感恩
[00:05:06.600 --> 00:05:07.960]  去講感恩
[00:05:07.960 --> 00:05:10.760]  然後我們去呼求
[00:05:10.760 --> 00:05:12.960]  無論是舊約新約
[00:05:12.960 --> 00:05:14.440]  詩篇138篇
[00:05:14.440 --> 00:05:16.880]  那爲什麼詩篇138篇放在這裏呢
[00:05:16.880 --> 00:05:17.840]  零零碎碎
[00:05:17.840 --> 00:05:19.840]  因爲如果大家回去看的時候
[00:05:19.840 --> 00:05:21.520]  137篇
[00:05:21.520 --> 00:05:23.760]  他們是面對一個國家
[00:05:23.760 --> 00:05:25.440]  被滅的時候
[00:05:25.440 --> 00:05:27.840]  然後重回
[00:05:27.840 --> 00:05:29.040]  所以他感覺到
[00:05:29.040 --> 00:05:30.520]  有被釋放
[00:05:30.520 --> 00:05:31.840]  有被愛護
[00:05:31.840 --> 00:05:33.320]  所以要感恩
[00:05:33.320 --> 00:05:35.640]  如果你再看回136篇的時候
[00:05:35.640 --> 00:05:36.560]  你會發覺
[00:05:36.560 --> 00:05:37.960]  原來神是信實
[00:05:37.960 --> 00:05:40.000]  不斷去重複
[00:05:40.000 --> 00:05:41.520]  所以去感恩
[00:05:41.520 --> 00:05:43.560]  然後138篇
[00:05:43.560 --> 00:05:44.520]  講完感恩之後
[00:05:44.520 --> 00:05:46.920]  承接136 137
[00:05:46.920 --> 00:05:50.080]  然後大家很熟悉的139
[00:05:50.080 --> 00:05:51.680]  祖爺何患
[00:05:51.680 --> 00:05:54.400]  你已檢查了我
[00:05:54.400 --> 00:05:57.040]  就是原來神在我們的生命當中都有一個命定
[00:05:57.040 --> 00:06:00.160]  然後138篇的最後一節就說
[00:06:00.160 --> 00:06:02.920]  耶和華必成全關乎我的事
[00:06:02.920 --> 00:06:05.280]  意思就是神的旨意
[00:06:05.280 --> 00:06:06.480]  神知道
[00:06:06.480 --> 00:06:07.800]  所以接了139篇
[00:06:07.800 --> 00:06:10.080]  神是關乎你的事
[00:06:10.080 --> 00:06:13.640]  所以這篇縱然很平庸的一篇詩篇
[00:06:13.640 --> 00:06:15.200]  如果比起23篇
[00:06:15.200 --> 00:06:17.440]  比起第一篇比起139篇
[00:06:17.440 --> 00:06:18.280]  但是
[00:06:18.280 --> 00:06:21.520]  它卻是將最精彩的地方
[00:06:21.520 --> 00:06:23.080]  在平庸的當中
[00:06:23.080 --> 00:06:24.280]  告訴我們
[00:06:24.280 --> 00:06:26.160]  並不平庸
[00:06:26.160 --> 00:06:28.680]  縱然一個題目很簡單
[00:06:28.680 --> 00:06:31.120]  感恩和呼求
[00:06:31.120 --> 00:06:32.680]  今天我們在這個崇拜
[00:06:32.680 --> 00:06:33.520]  今天的日子
[00:06:33.520 --> 00:06:35.240]  我們就做兩件事
[00:06:35.240 --> 00:06:36.400]  做什麼
[00:06:36.400 --> 00:06:39.000]  感恩和呼求
[00:06:39.000 --> 00:06:39.840]  好
[00:06:39.840 --> 00:06:40.960]  講了這麼久
[00:06:40.960 --> 00:06:42.320]  138篇講什麼
[00:06:42.320 --> 00:06:43.640]  你知不知道
[00:06:43.640 --> 00:06:44.640]  讀一讀好嗎
[00:06:44.640 --> 00:06:45.360]  好
[00:06:45.360 --> 00:06:46.800]  這次好些了
[00:06:46.800 --> 00:06:49.800]  因爲週五男孩子少
[00:06:49.800 --> 00:06:53.480]  我請弟兄讀雙節
[00:06:53.480 --> 00:06:54.520]  姐妹讀單節
[00:06:54.520 --> 00:06:55.120]  好嗎
[00:06:55.120 --> 00:06:58.520]  我們一起帶着心去讀
[00:06:58.520 --> 00:07:00.280]  或者你有些感恩的事情
[00:07:00.280 --> 00:07:01.440]  你先預備
[00:07:01.440 --> 00:07:02.360]  15秒
[00:07:02.360 --> 00:07:04.360]  神我一生要稱謝你
[00:07:04.360 --> 00:07:05.560]  感恩的事
[00:07:05.560 --> 00:07:06.280]  擺在這裏
[00:07:06.280 --> 00:07:06.800]  好
[00:07:06.800 --> 00:07:09.120]  我們請姐妹開始
[00:07:09.120 --> 00:07:10.120]  1230
[00:07:15.640 --> 00:07:18.360]  我會尊重你的承諾
[00:07:18.360 --> 00:07:25.200]  因你使你的話顯爲大
[00:07:25.200 --> 00:07:27.480]  過於你所應許的
[00:07:27.480 --> 00:07:35.320]  耶和說
[00:07:35.320 --> 00:07:38.520]  地上的君王都要稱謝你
[00:07:38.520 --> 00:07:42.280]  因他們聽見你口中的言語
[00:07:45.560 --> 00:07:46.640]  耶和說
[00:07:46.640 --> 00:07:50.240]  雖高仍看顧低微的人
[00:07:50.240 --> 00:07:53.880]  他卻從遠處看出驕傲的人
[00:07:53.880 --> 00:08:09.840]  耶和說
[00:08:09.840 --> 00:08:12.720]  你的慈愛永遠長存
[00:08:12.720 --> 00:08:15.880]  求你不要離棄你所做的
[00:08:15.880 --> 00:08:17.880]  我們一起再讀第八節好嗎
[00:08:17.880 --> 00:08:18.600]  慢慢讀
[00:08:18.600 --> 00:08:19.640]  這個有些翻譯
[00:08:19.640 --> 00:08:21.880]  本來上帝在我們生命的旨意
[00:08:21.880 --> 00:08:22.800]  就是關乎你的事
[00:08:22.800 --> 00:08:23.800]  好 我們再一次來
[00:08:23.800 --> 00:08:24.640]  第八節
[00:08:24.640 --> 00:08:25.640]  123
[00:08:25.640 --> 00:08:26.640]  耶和說
[00:08:26.640 --> 00:08:29.200]  必成全關乎我的事
[00:08:29.200 --> 00:08:33.280]  你的慈愛永遠長存
[00:08:33.280 --> 00:08:36.600]  求你不要離棄你所做的
[00:08:36.600 --> 00:08:41.600]  在這一段
[00:08:41.600 --> 00:08:44.600]  剛纔講了前後的背景
[00:08:44.600 --> 00:08:47.080]  是一個感恩的情況
[00:08:47.080 --> 00:08:50.120]  所以我相信這一篇詩篇
[00:08:50.120 --> 00:08:52.680]  我想選擇的好像一張泡泡
[00:08:52.680 --> 00:08:55.880]  第一節 第二節 第四節 第五節
[00:08:55.880 --> 00:08:58.800]  我自己都有個選擇的過程
[00:08:58.800 --> 00:09:01.280]  是一個感恩的過程
[00:09:01.280 --> 00:09:03.600]  感恩如果在這一章裏面
[00:09:03.600 --> 00:09:04.800]  看着英文
[00:09:04.800 --> 00:09:06.320]  因爲感恩我們就知道
[00:09:06.320 --> 00:09:08.200]  是感恩節
[00:09:08.200 --> 00:09:10.680]  不過其實感恩
[00:09:10.680 --> 00:09:14.560]  感恩粗俗一點說
[00:09:14.560 --> 00:09:15.920]  怎麼說 生活一點說
[00:09:15.920 --> 00:09:16.960]  是多謝
[00:09:16.960 --> 00:09:18.560]  所以Peter Utterson
[00:09:18.560 --> 00:09:19.440]  這個人他在一本
[00:09:19.440 --> 00:09:21.200]  Message的版本的聖經裏面
[00:09:21.200 --> 00:09:22.360]  是異譯的版本里面
[00:09:22.360 --> 00:09:23.040]  他就說
[00:09:23.040 --> 00:09:24.240]  Thank you
[00:09:24.240 --> 00:09:26.840]  Everything in me say thank you
[00:09:26.840 --> 00:09:28.120]  就是我心裏面說
[00:09:28.120 --> 00:09:29.040]  多謝
[00:09:29.040 --> 00:09:31.160]  多謝 多謝誰啊
[00:09:31.160 --> 00:09:32.360]  多謝上帝
[00:09:32.360 --> 00:09:33.680]  所以你發覺你生命裏面
[00:09:33.680 --> 00:09:36.160]  一切都是說多謝
[00:09:36.160 --> 00:09:38.200]  多謝之後都是什麼
[00:09:38.200 --> 00:09:40.000]  多謝 多謝
[00:09:40.000 --> 00:09:43.200]  感恩是上帝在我們生命的恩典
[00:09:43.200 --> 00:09:45.240]  所以我們心裏面去說感謝
[00:09:45.240 --> 00:09:47.000]  如果你裏面是苦毒的時候
[00:09:47.000 --> 00:09:49.720]  你會就做就做再就做
[00:09:49.720 --> 00:09:51.880]  所以我求主耶穌拿走那些就做
[00:09:51.880 --> 00:09:53.200]  所以保羅說要什麼
[00:09:53.200 --> 00:09:54.760]  常常喜樂不辭禱告
[00:09:54.760 --> 00:09:55.840]  凡事的謝恩
[00:09:55.840 --> 00:09:57.160]  這個是提醒我們
[00:09:57.160 --> 00:10:00.720]  我們生命裏面就是要說感恩
[00:10:00.720 --> 00:10:02.560]  多謝 多謝
[00:10:02.560 --> 00:10:04.080]  你會發覺如果換在身上
[00:10:04.080 --> 00:10:06.560]  如果有父母的弟兄姊妹
[00:10:06.560 --> 00:10:09.280]  你會發覺
[00:10:09.280 --> 00:10:12.080]  其實每一個月你都會給家用
[00:10:12.080 --> 00:10:13.720]  至於你的小朋友
[00:10:13.720 --> 00:10:15.160]  或者年輕人
[00:10:15.160 --> 00:10:16.080]  中五以下
[00:10:16.080 --> 00:10:17.760]  你每一個月你都會給家用
[00:10:17.760 --> 00:10:19.360]  他要拿你都會拿
[00:10:19.360 --> 00:10:21.160]  哎呀 爹地飯來張口
[00:10:21.160 --> 00:10:22.480]  你給不給
[00:10:22.480 --> 00:10:23.280]  你給
[00:10:23.280 --> 00:10:25.480]  但每一次給完之後他都說多謝
[00:10:25.480 --> 00:10:26.640]  多謝
[00:10:26.640 --> 00:10:27.520]  給完之後
[00:10:27.520 --> 00:10:28.640]  用完之後多謝
[00:10:28.640 --> 00:10:29.560]  你給錢我買雙鞋
[00:10:29.560 --> 00:10:30.280]  多謝你
[00:10:30.280 --> 00:10:31.280]  給我買雙鞋
[00:10:31.280 --> 00:10:32.600]  跟着哎呀 又拿
[00:10:32.600 --> 00:10:33.880]  哎呀 我想買多雙
[00:10:33.880 --> 00:10:34.920]  又行不行
[00:10:34.920 --> 00:10:36.880]  你會照給的
[00:10:36.880 --> 00:10:39.120]  如果你的能力有的情況
[00:10:39.120 --> 00:10:40.120]  我想說
[00:10:40.120 --> 00:10:42.560]  上帝今天我們每一天都拿到的恩典
[00:10:42.560 --> 00:10:43.800]  我們要在神面前
[00:10:43.800 --> 00:10:45.200]  都會拿的每一天
[00:10:45.200 --> 00:10:46.800]  但我先說多謝 多謝
[00:10:46.800 --> 00:10:48.480]  大衛在這裏的時候
[00:10:48.480 --> 00:10:49.760]  是一個
[00:10:49.760 --> 00:10:52.040]  我用剛纔的PowerPoint提醒我們
[00:10:52.040 --> 00:10:53.320]  他就在這裏說
[00:10:53.320 --> 00:10:55.240]  多謝 多謝 再多謝
[00:10:55.240 --> 00:10:56.760]  一個Thank you這個字
[00:10:56.760 --> 00:10:58.560]  或者感恩這個字
[00:10:58.560 --> 00:10:59.840]  清謝這個字
[00:10:59.840 --> 00:11:01.760]  都是同一個意思
[00:11:01.760 --> 00:11:03.480]  所以在詩篇裏面
[00:11:03.480 --> 00:11:04.800]  他說我一心要清謝你
[00:11:04.800 --> 00:11:06.040]  我一心要Thank you
[00:11:06.040 --> 00:11:08.440]  多謝你
[00:11:08.440 --> 00:11:11.440]  今天第一樣我們所回應我們的信息
[00:11:11.440 --> 00:11:12.640]  是感恩
[00:11:12.640 --> 00:11:14.400]  所以我想將
[00:11:14.400 --> 00:11:15.480]  簡單一點
[00:11:15.480 --> 00:11:16.920]  但又隆重一點
[00:11:16.920 --> 00:11:18.400]  去說
[00:11:18.400 --> 00:11:19.960]  在大衛裏面
[00:11:19.960 --> 00:11:21.320]  他感恩剛纔說了
[00:11:21.320 --> 00:11:24.160]  因爲詩篇136篇
[00:11:24.160 --> 00:11:25.640]  137篇
[00:11:25.640 --> 00:11:27.360]  帶來我們生命
[00:11:27.360 --> 00:11:28.000]  要去感謝
[00:11:28.000 --> 00:11:29.560]  因爲神救贖
[00:11:29.560 --> 00:11:31.560]  整個的以色列
[00:11:31.560 --> 00:11:34.000]  而且神在以色列當中
[00:11:34.000 --> 00:11:35.520]  祂的手在當中
[00:11:35.520 --> 00:11:37.280]  你看136篇就知道
[00:11:37.280 --> 00:11:38.800]  是一個救恩的歷史
[00:11:38.800 --> 00:11:40.200]  什麼叫救恩的歷史
[00:11:40.200 --> 00:11:41.480]  神的救贖
[00:11:41.480 --> 00:11:43.320]  在以色列裏面好像歷史一樣
[00:11:43.320 --> 00:11:44.320]  又發展發展
[00:11:44.320 --> 00:11:45.800]  如果你手上有聖經
[00:11:45.800 --> 00:11:46.880]  你看136篇
[00:11:46.880 --> 00:11:48.040]  由開始創造
[00:11:48.040 --> 00:11:49.200]  到它被滅
[00:11:49.200 --> 00:11:50.240]  期間非常之
[00:11:50.240 --> 00:11:51.640]  如果你不熟悉舊約
[00:11:51.640 --> 00:11:54.800]  你看136基本上就知道神做了些什麼
[00:11:54.800 --> 00:11:56.200]  好 這個就是感恩
[00:11:56.200 --> 00:11:57.880]  繼續有一張PowerPoint提醒我們
[00:11:57.880 --> 00:11:59.440]  剛纔那張PowerPoint裏面
[00:11:59.440 --> 00:12:02.000]  感恩是一種態度
[00:12:02.000 --> 00:12:05.680]  就是一種謙卑知足反映的態度
[00:12:05.680 --> 00:12:06.960]  大家很熟悉這個故事
[00:12:06.960 --> 00:12:08.680]  一杯水 是不是
[00:12:08.680 --> 00:12:10.400]  或者半杯水
[00:12:10.400 --> 00:12:12.800]  當我們生命的時候
[00:12:12.800 --> 00:12:13.880]  如果你是知足的時候
[00:12:13.880 --> 00:12:15.680]  半杯水等於一杯水
[00:12:15.680 --> 00:12:16.720]  但你不知足的時候
[00:12:16.720 --> 00:12:18.760]  半杯水等於沒水
[00:12:18.760 --> 00:12:21.160]  所以我們嘗試在年尾的時候
[00:12:21.160 --> 00:12:24.560]  我們問一問有些什麼可以多謝上帝
[00:12:24.560 --> 00:12:26.600]  你知不知道我有什麼方法多謝上帝
[00:12:26.600 --> 00:12:28.200]  下一次給些祕密你聽
[00:12:28.200 --> 00:12:31.120]  這些祕密師母都知道
[00:12:31.120 --> 00:12:32.280]  我就會用
[00:12:32.280 --> 00:12:34.680]  爲了教會和同教會等於姐妹同行
[00:12:34.680 --> 00:12:38.640]  所以我覺得我們應該嘗試學習表裏一字
[00:12:38.640 --> 00:12:40.120]  所以鼓勵大家買讀經式字
[00:12:40.120 --> 00:12:40.960]  我都買
[00:12:40.960 --> 00:12:42.080]  因爲近視的緣故
[00:12:42.080 --> 00:12:44.200]  所以買了一本大字版
[00:12:44.200 --> 00:12:45.960]  每一期的大字版
[00:12:45.960 --> 00:12:47.560]  我都會在封面裏面
[00:12:47.560 --> 00:12:50.520]  寫那一季有什麼特別的事
[00:12:50.520 --> 00:12:53.040]  其實我在13年裏面
[00:12:53.040 --> 00:12:55.160]  是一個豐盛的一年
[00:12:55.160 --> 00:12:56.440]  起碼我這裏三件事
[00:12:56.440 --> 00:12:57.640]  如果你看得到
[00:12:57.640 --> 00:12:58.760]  你就可以看得到
[00:12:58.760 --> 00:13:00.200]  不過都可以讀給大家聽
[00:13:00.200 --> 00:13:01.920]  其中一件我在9月的時候
[00:13:01.920 --> 00:13:03.880]  和師母去了美國
[00:13:03.880 --> 00:13:05.000]  我是沒去過的
[00:13:05.000 --> 00:13:06.760]  我們去不是玩
[00:13:06.760 --> 00:13:09.600]  我們想去完成一件心事
[00:13:09.600 --> 00:13:11.600]  就是我們畢業都二十幾年
[00:13:11.600 --> 00:13:14.520]  曾經有一個在神學院教授
[00:13:14.520 --> 00:13:17.240]  教過我們叫麥大衛牧師
[00:13:17.240 --> 00:13:18.160]  那他已經很老
[00:13:18.160 --> 00:13:19.240]  他再不能夠來香港
[00:13:19.240 --> 00:13:20.920]  我們想去探他
[00:13:20.920 --> 00:13:21.560]  我們感謝主
[00:13:21.560 --> 00:13:23.600]  我們去到的時候
[00:13:23.600 --> 00:13:24.840]  他剛剛做完手術
[00:13:24.840 --> 00:13:26.440]  他出來接我的時候
[00:13:26.440 --> 00:13:28.040]  我簡直是不相信
[00:13:28.040 --> 00:13:30.040]  因爲昔日他是籃球教練
[00:13:30.040 --> 00:13:31.160]  很活躍的
[00:13:31.160 --> 00:13:33.520]  他走出來的時候這樣走
[00:13:33.520 --> 00:13:34.960]  我以爲他老得這麼厲害
[00:13:34.960 --> 00:13:36.400]  原來他做了手術
[00:13:36.400 --> 00:13:37.800]  這件事我是要感恩的
[00:13:37.800 --> 00:13:39.120]  因爲我可以
[00:13:39.120 --> 00:13:41.320]  去將我和太太
[00:13:41.320 --> 00:13:42.720]  我們兩個都是他的學生
[00:13:42.720 --> 00:13:43.240]  去多謝
[00:13:43.240 --> 00:13:44.080]  第二呢
[00:13:44.080 --> 00:13:46.120]  我們在9月有童工
[00:13:46.120 --> 00:13:50.080]  我們在大陸一起去退休
[00:13:50.080 --> 00:13:51.760]  最開心的呢
[00:13:51.760 --> 00:13:52.680]  還是最後兩件
[00:13:52.680 --> 00:13:53.840]  有一件沒有寫在這裏
[00:13:53.840 --> 00:13:55.440]  因爲在12月的半
[00:13:55.440 --> 00:13:56.880]  就是第三件那件
[00:13:56.880 --> 00:13:58.840]  我們有兩位新的童工
[00:13:58.840 --> 00:14:00.400]  來了我們當中
[00:14:00.400 --> 00:14:02.320]  牧師有兩位新的童工來了
[00:14:02.320 --> 00:14:04.320]  開心 有新童工就好了
[00:14:04.320 --> 00:14:05.880]  我記得回來教會服侍的時候
[00:14:05.880 --> 00:14:08.640]  因爲有一個區
[00:14:08.640 --> 00:14:09.800]  逢星期一晚聚會的
[00:14:09.800 --> 00:14:12.240]  所以我由回來聚會
[00:14:12.240 --> 00:14:13.800]  到兩位新童工來之前
[00:14:13.800 --> 00:14:15.680]  我基本上是沒有夜晚
[00:14:15.680 --> 00:14:17.880]  就是一個禮拜沒得休息的
[00:14:17.880 --> 00:14:19.440]  7up的
[00:14:19.440 --> 00:14:21.560]  由1,2,3,4又開了會
[00:14:21.560 --> 00:14:22.920]  5又有廣播流動
[00:14:22.920 --> 00:14:24.160]  6又小組
[00:14:24.160 --> 00:14:24.520]  沒有
[00:14:24.520 --> 00:14:26.000]  但是一個兩個新童工來了
[00:14:26.000 --> 00:14:27.240]  真的減輕了
[00:14:27.240 --> 00:14:28.800]  有人幫我
[00:14:28.800 --> 00:14:30.360]  最開心我要感謝主的
[00:14:30.360 --> 00:14:32.120]  今年的就是
[00:14:32.120 --> 00:14:34.480]  我踏入結婚25週年
[00:14:34.480 --> 00:14:36.000]  我多謝耶穌
[00:14:36.000 --> 00:14:37.480]  多謝祂給師母同行
[00:14:37.480 --> 00:14:38.600]  多謝恩典
[00:14:38.600 --> 00:14:42.520]  要拍掌給耶穌多一點
[00:14:42.520 --> 00:14:46.080]  未來能不能多去25年我不知道
[00:14:46.080 --> 00:14:47.440]  但是今天的信息
[00:14:47.440 --> 00:14:48.880]  我要向神夫求
[00:14:48.880 --> 00:14:50.400]  如果要使用我
[00:14:50.400 --> 00:14:52.040]  和大家同行
[00:14:52.040 --> 00:14:53.240]  用多少多少
[00:14:53.240 --> 00:14:55.800]  我只是舉一個簡單的例子
[00:14:55.800 --> 00:14:58.240]  讓大家知道要去感恩
[00:14:58.240 --> 00:14:59.560]  好 接下來
[00:14:59.560 --> 00:15:01.160]  一個感恩裏面
[00:15:01.160 --> 00:15:05.320]  有幾個的留意點
[00:15:05.320 --> 00:15:08.760]  在這個powerpoint裏面提醒我們
[00:15:08.760 --> 00:15:11.720]  我想很快速的說這幾點
[00:15:11.720 --> 00:15:14.440]  在大衛的138篇裏面
[00:15:14.440 --> 00:15:17.160]  我們看到有三點在感恩裏面
