
[00:00:00.000 --> 00:00:06.780]  我們上禮拜也是講到光明的兒女
[00:04:19.500 --> 00:04:23.060]  請問保羅怎麼遇見神
[00:04:23.060 --> 00:04:27.700]  在日正當中他遇見了那個大光
[00:04:27.700 --> 00:04:29.620]  人真正的遇見神
[00:04:29.620 --> 00:04:32.420]  一定會看見自己的黑暗
[00:04:32.420 --> 00:04:34.100]  這就是在保羅的書信裡面
[00:04:34.100 --> 00:04:35.140]  他常常講的
[00:04:35.140 --> 00:04:37.500]  他說從前我是怎麼樣怎麼樣
[00:04:37.500 --> 00:04:40.100]  行事為人如何如何
[00:04:40.100 --> 00:04:42.020]  弟兄姊妹
[00:04:42.020 --> 00:04:45.100]  如果我們還沒看見這點
[00:04:45.100 --> 00:04:46.420]  可能我們有一個問題就是
[00:04:46.420 --> 00:04:50.660]  我們到底重生得救沒有
[00:04:50.660 --> 00:04:53.020]  所以今天第一個
[00:04:53.020 --> 00:04:55.100]  講到是的時候
[00:04:55.100 --> 00:04:56.060]  我要問一件事情
[00:04:56.060 --> 00:04:56.980]  弟兄姊妹
[00:04:56.980 --> 00:05:01.980]  你是一個光明的兒女嗎
[00:05:01.980 --> 00:05:04.140]  從聖經社角度來講
[00:05:04.140 --> 00:05:06.860]  一個重生得救的基督徒
[00:05:06.860 --> 00:05:10.420]  他就是不需要懷疑
[00:05:10.420 --> 00:05:12.100]  所以如果你重生得救了
[00:05:12.100 --> 00:05:14.780]  你就是一個光明兒女
[00:05:14.780 --> 00:05:15.940]  所以有多少人你說
[00:05:15.940 --> 00:05:17.780]  我已經清楚重生得救了
[00:05:17.780 --> 00:05:18.940]  你跟你旁邊說
[00:05:18.940 --> 00:05:26.420]  我是一個光明的人
[00:05:26.420 --> 00:05:27.780]  你說不行啊
[00:05:27.780 --> 00:05:31.580]  我才剛跟太太吵完架
[00:05:31.580 --> 00:05:33.260]  講不出這句話
[00:05:33.260 --> 00:05:36.500]  特別太太又在旁邊
[00:05:36.500 --> 00:05:39.260]  跟他不能講這句話
[00:05:39.260 --> 00:05:40.620]  弟兄姊妹
[00:05:40.620 --> 00:05:42.180]  從客觀來講
[00:05:42.180 --> 00:05:44.660]  聖經裡面always是有客觀的
[00:05:44.660 --> 00:05:46.900]  從神的角度來講
[00:05:46.900 --> 00:05:50.140]  凡是他所證明
[00:05:50.140 --> 00:05:53.780]  所重生的成為神的兒女
[00:05:53.780 --> 00:06:00.660]  他就是光明的
[00:06:00.660 --> 00:06:03.940]  所以我們是不是一個光明的兒女
[00:06:03.940 --> 00:06:05.540]  如果你是重生得救
[00:06:05.540 --> 00:06:06.540]  你清楚了
[00:06:06.540 --> 00:06:10.580]  那麼你就是一個光明的兒女
[00:06:10.580 --> 00:06:15.420]  我們看看
[00:06:15.420 --> 00:06:17.260]  聖經上說什麼
[00:06:17.260 --> 00:06:20.380]  聖經上說
[00:06:20.380 --> 00:06:25.060]  你們是世上的光
[00:06:25.060 --> 00:06:27.740]  我們是世上的光
[00:06:27.740 --> 00:06:29.260]  我們是光明的兒女
[00:06:29.260 --> 00:06:32.340]  所以我們在這個世界上面
[00:06:32.340 --> 00:06:34.100]  就會發光
[00:06:34.100 --> 00:06:36.460]  你在你的公司會發光
[00:06:36.460 --> 00:06:39.260]  你在你的學校會發光
[00:06:39.260 --> 00:06:40.620]  你走到你的鄰居
[00:06:40.620 --> 00:06:45.100]  在你的鄰居中間會發光的
[00:06:45.100 --> 00:06:46.460]  所以當你的同事們
[00:06:46.460 --> 00:06:48.060]  在那邊幹壞事的時候
[00:06:48.060 --> 00:06:50.260]  他一看著你來說
[00:06:50.260 --> 00:06:53.300]  小心 某某人來了
[00:06:53.300 --> 00:06:55.060]  會不會
[00:06:55.060 --> 00:06:56.700]  還是他看著你來
[00:06:56.700 --> 00:07:00.460]  來來來 你趕快一起來
[00:07:00.460 --> 00:07:01.460]  弟兄姊妹
[00:07:01.460 --> 00:07:03.340]  今天你我走出這個教堂
[00:07:03.340 --> 00:07:09.380]  你會發現到處都是事態
[00:07:09.380 --> 00:07:12.540]  弟兄姊妹
[00:07:12.540 --> 00:07:16.340]  我自己以前在讀大學的時候
[00:07:16.340 --> 00:07:19.340]  我學土木工程
[00:07:19.340 --> 00:07:22.700]  那個什麼結構力學 流體力學
[00:07:22.700 --> 00:07:23.940]  是鋼筋混凝土
[00:07:23.940 --> 00:07:26.340]  要怎麼樣子才是最好的強度
[00:07:26.340 --> 00:07:27.100]  我們真是
[00:07:27.100 --> 00:07:30.060]  我們訓練出來就是要做出最好的
[00:07:30.060 --> 00:07:32.340]  等到當我出去工作的時候
[00:07:32.340 --> 00:07:38.700]  我一看這些人怎麼這樣子蓋房子
[00:07:38.700 --> 00:07:41.340]  我只有一次看見一個
[00:07:41.340 --> 00:07:44.260]  一些工人在那邊灌那個混凝土
[00:07:44.260 --> 00:07:47.620]  是一個基礎工程
[00:07:47.620 --> 00:07:51.260]  那個高壓鐵塔的基礎工程
[00:07:51.260 --> 00:07:55.540]  監工才轉身出去不知道做什麼
[00:07:55.540 --> 00:07:57.860]  這些工人一看沒有監工
[00:07:57.860 --> 00:08:02.340]  拿一顆大石頭往這裡面一丟
[00:08:02.340 --> 00:08:05.820]  為什麼
[00:08:05.820 --> 00:08:12.980]  偷工減料
[00:08:12.980 --> 00:08:14.940]  所以臺灣九二一大地震的時候
[00:08:14.940 --> 00:08:20.460]  我在我帶了兩個弟兄到臺灣去救災
[00:08:20.460 --> 00:08:23.540]  走到一個地方看見一個橋樑
[00:08:23.540 --> 00:08:26.580]  那個橋樑整個攔腰斷掉
[00:08:26.580 --> 00:08:29.060]  斷的地方是哪裡
[00:08:29.060 --> 00:08:33.140]  就是那個橋墩的地方
[00:08:33.140 --> 00:08:34.220]  整個斷掉
[00:08:34.220 --> 00:08:35.940]  然後我跑上去一看
[00:08:35.940 --> 00:08:43.740]  裡面有一個什麼大豆沙拉油的油桶
[00:08:43.740 --> 00:08:44.860]  你知道嗎
[00:08:44.860 --> 00:08:46.380]  那很大桶的那種
[00:08:46.380 --> 00:08:48.260]  人家餐廳用的
[00:08:48.260 --> 00:08:52.580]  一個空桶子放在裡面
[00:08:52.580 --> 00:08:55.260]  這些人
[00:08:55.260 --> 00:08:59.460]  真的是你看太可惡了
[00:08:59.460 --> 00:09:04.060]  大陸叫豆腐渣工程
[00:09:04.060 --> 00:09:05.820]  丁氏妹
[00:09:05.820 --> 00:09:08.540]  所以
[00:09:08.540 --> 00:09:12.420]  今天我們所生活的這個世代
[00:09:12.420 --> 00:09:13.860]  這是三十多年前
[00:09:13.860 --> 00:09:17.620]  丁氏妹現在有沒有比以前更好
[00:09:17.620 --> 00:09:22.020]  有沒有比以前更好
[00:09:22.020 --> 00:09:23.780]  所以你我生活的這個世代
[00:09:23.780 --> 00:09:24.580]  丁氏妹
[00:09:24.580 --> 00:09:26.460]  如果你是一個土木工程師
[00:09:26.460 --> 00:09:28.100]  如果你到工地去的時候
[00:09:28.100 --> 00:09:28.940]  大家都這樣做
[00:09:28.940 --> 00:09:31.820]  你怎麼辦
[00:09:31.820 --> 00:09:32.660]  大家都喝酒
[00:09:32.660 --> 00:09:34.620]  你喝不喝
[00:09:34.620 --> 00:09:35.380]  大家都抽煙
[00:09:35.380 --> 00:09:36.980]  你抽不抽
[00:09:36.980 --> 00:09:37.980]  大家都嚼檳榔
[00:09:37.980 --> 00:09:41.420]  你嚼不嚼
[00:09:41.420 --> 00:09:43.700]  就是很多基督徒面臨到你不要
[00:09:43.700 --> 00:09:45.860]  其實是我覺得弟兄妹妹
[00:09:45.860 --> 00:09:49.580]  你們比我們牧師更不容易
[00:09:49.580 --> 00:09:52.500]  因為要在這個污穢的世代裡面
[00:09:52.500 --> 00:09:54.780]  還不但不要沾染污穢
[00:09:54.780 --> 00:09:57.340]  還要發光
[00:09:57.340 --> 00:09:58.540]  是不是
[00:09:58.540 --> 00:10:00.340]  保羅說你們從前是污穢的
[00:10:00.340 --> 00:10:01.220]  是黑暗的
[00:10:01.220 --> 00:10:03.740]  但如今卻是光明的子女
[00:10:03.740 --> 00:10:08.420]  所以我們是世上的光
[00:10:08.420 --> 00:10:11.780]  光明的子女跟黑暗的子女有什麼差別
[00:10:11.780 --> 00:10:12.820]  光明的子女
[00:10:12.820 --> 00:10:14.940]  所以我們行事為人就要光明
[00:10:14.940 --> 00:10:17.540]  行事為人就要光明
[00:10:17.540 --> 00:10:20.420]  坦蕩蕩的
[00:10:20.420 --> 00:10:27.260]  英國的以前的有一個牧師叫做施布真
[00:10:27.260 --> 00:10:33.940]  那麼有人要去訪問他
[00:10:33.940 --> 00:10:36.420]  要報導他的事情
[00:10:36.420 --> 00:10:38.060]  施布真牧師跟他講說
[00:10:38.060 --> 00:10:40.140]  你儘管寫
[00:10:40.140 --> 00:10:45.180]  他說我沒有什麼可以隱藏的
[00:10:45.180 --> 00:10:46.980]  他可以講出這句話
[00:10:46.980 --> 00:10:52.420]  他說我的一生沒有什麼可以見不得人的
[00:10:52.420 --> 00:10:54.020]  兄姐們
[00:10:54.020 --> 00:10:58.340]  我們行事為人就當光明
[00:10:58.340 --> 00:10:59.460]  而暗昧的人
[00:10:59.460 --> 00:11:04.820]  行事為人就是暗昧無意
[00:11:04.820 --> 00:11:06.940]  光明的兒女
[00:11:06.940 --> 00:11:10.380]  我們結出這些果實來
[00:11:10.380 --> 00:11:13.700]  良善公益誠實
[00:11:13.700 --> 00:11:17.940]  可是呢暗中所行的
[00:11:17.940 --> 00:11:19.740]  這些暗昧之子
[00:11:19.740 --> 00:11:25.540]  卻是結出這些其他的這些黑暗的果實
[00:11:25.540 --> 00:11:25.820]  好
[00:11:25.820 --> 00:11:27.940]  那接著我們就來看了
[00:11:27.940 --> 00:11:31.900]  所以如果我們是一個光明的子女
[00:11:31.900 --> 00:11:33.860]  那麼我們就當相
[00:11:33.860 --> 00:11:37.020]  保羅說就當相光明的兒女
[00:11:37.020 --> 00:11:40.340]  所以今天如果你還不清楚你的重生得就
[00:11:40.340 --> 00:11:42.620]  你還不是基督徒的話
[00:11:42.620 --> 00:11:44.260]  我下面說的這些東西
[00:11:44.260 --> 00:11:46.660]  你聽聽就好
[00:11:46.660 --> 00:11:47.740]  因為你做不到
[00:11:47.740 --> 00:11:51.700]  你懂意思嗎
[00:11:51.700 --> 00:11:54.140]  今天中國人很會講
[00:11:54.140 --> 00:11:55.780]  我們從我們孔老夫子來講
[00:11:55.780 --> 00:11:58.980]  我們就是我們非常有很多的道德學說
[00:11:58.980 --> 00:11:59.980]  是不是
[00:11:59.980 --> 00:12:03.140]  我們的很多的一些的這些的道德理論
[00:12:03.140 --> 00:12:04.900]  我們都知道
[00:12:04.900 --> 00:12:06.420]  但是親愛的女子們
[00:12:06.420 --> 00:12:10.420]  人最大的問題就是我們做不出來
[00:12:10.420 --> 00:12:15.580]  沒有那個生命就不會帶出那個結果
[00:12:15.580 --> 00:12:18.460]  所以有一個術語說龍生龍
[00:12:18.460 --> 00:12:20.460]  鳳生鳳
[00:12:20.460 --> 00:12:24.700]  老鼠生的兒子
[00:12:24.700 --> 00:12:26.500]  所以你是誰生的
[00:12:26.500 --> 00:12:28.740]  你如果是從神生的
[00:12:28.740 --> 00:12:31.300]  就是神的兒女
[00:12:31.300 --> 00:12:32.700]  就是光明的兒女
[00:12:32.700 --> 00:12:34.380]  如果你不是從神生的
[00:12:34.380 --> 00:12:36.860]  那你是誰的兒女呢
[00:12:36.860 --> 00:12:40.460]  誰的兒女不敢講
[00:12:40.460 --> 00:12:44.340]  實際上怎麼說
[00:12:44.340 --> 00:12:45.340]  撒旦的兒女
[00:12:45.340 --> 00:12:46.500]  魔鬼的兒女
[00:12:46.500 --> 00:12:49.740]  魔鬼是撒謊之人的父
[00:12:49.740 --> 00:12:51.580]  對不對
[00:12:51.580 --> 00:12:56.460]  所以約翰福音就提醒我們
[00:12:56.460 --> 00:12:59.220]  那如果我們是已經說我們是光明之子女
[00:12:59.220 --> 00:13:03.020]  所以我們行事為人就當向光明的兒女
[00:13:03.020 --> 00:13:05.580]  這就是doing
[00:13:05.580 --> 00:13:07.780]  好 這邊保羅提了三件事情
[00:13:07.780 --> 00:13:09.460]  第一個
[00:13:09.460 --> 00:13:16.540]  第一個就是不要行曖昧無意的事
[00:13:16.540 --> 00:13:17.980]  好 我們來看一下
[00:13:17.980 --> 00:13:25.460]  我們看第九節好不好
[00:13:25.460 --> 00:13:28.460]  第九節到第十節我們一起來念
[00:13:28.460 --> 00:13:29.820]  來 預備 請
[00:13:29.820 --> 00:13:32.100]  光明所結的果子
[00:13:32.100 --> 00:13:35.420]  就是一切良善公益誠實
[00:13:35.420 --> 00:13:39.300]  總要察驗何謂足所喜節
[00:13:39.300 --> 00:13:42.100]  來 那曖昧無意的事
[00:13:42.100 --> 00:13:44.100]  不要與人同行
[00:13:44.100 --> 00:13:49.300]  倒要責備行這樣事的人
[00:13:49.300 --> 00:13:50.980]  這裡提到說曖昧無意的事
[00:13:50.980 --> 00:13:52.900]  不要與人同行
[00:13:52.900 --> 00:13:54.420]  這個不要與人同行
[00:13:54.420 --> 00:13:55.980]  這個同行這個字
[00:13:55.980 --> 00:13:59.740]  就是不要跟他們有任何關係
[00:13:59.740 --> 00:14:00.820]  不要跟他們參與
[00:14:00.820 --> 00:14:05.420]  不要跟他們連結
[00:14:05.420 --> 00:14:09.460]  這一句話跟在第五章第七節
[00:14:09.460 --> 00:14:10.860]  保羅在那邊做的結論
[00:14:10.860 --> 00:14:11.900]  還記得上禮拜我們說
[00:14:11.900 --> 00:14:15.740]  他說所以你們不要跟他們同夥
[00:14:15.740 --> 00:14:18.060]  是一樣的意思
[00:14:18.060 --> 00:14:19.540]  保羅在這邊再次講
[00:14:19.540 --> 00:14:20.620]  不要跟他們同夥
[00:14:20.620 --> 00:14:21.740]  不要跟他們在一起
[00:14:21.740 --> 00:14:23.140]  今天人家教你打麻將
[00:14:23.140 --> 00:14:24.500]  你怎麼樣
[00:14:24.500 --> 00:14:28.780]  去不去
[00:14:28.780 --> 00:14:31.860]  你可能馬上有點
[00:14:31.860 --> 00:14:34.260]  基督徒可不可以打麻將
[00:14:34.260 --> 00:14:38.500]  可以
[00:14:38.500 --> 00:14:44.580]  基督徒可以打麻將
[00:14:44.580 --> 00:14:46.660]  如果你怕老人癡呆
[00:14:46.660 --> 00:14:47.940]  又不賭博的話
[00:14:47.940 --> 00:14:57.460]  你打麻將可以被解鎖
[00:14:57.460 --> 00:14:59.540]  但是如果你打麻將有輸贏
[00:14:59.540 --> 00:15:01.060]  這個叫什麼
[00:15:01.060 --> 00:15:02.380]  這叫賭博
[00:15:02.380 --> 00:15:05.340]  基督徒可以賭博嗎
[00:15:05.340 --> 00:15:06.820]  為什麼基督徒不可以賭博
[00:15:06.820 --> 00:15:09.460]  你們說可以打麻將
[00:15:09.460 --> 00:15:19.460]  所以你們都是打衛生麻將
[00:15:19.460 --> 00:15:20.580]  好講到這裡
[00:15:20.580 --> 00:15:21.660]  我們再一次講
[00:15:21.660 --> 00:15:24.180]  格林多前書保羅提到三個原則
[00:15:24.180 --> 00:15:26.100]  我們基督徒行事為人三個原則
[00:15:26.100 --> 00:15:28.860]  第一個就是容神
[00:15:28.860 --> 00:15:31.300]  第二個義人
[00:15:31.300 --> 00:15:34.540]  第三個呢
[00:15:34.540 --> 00:15:37.060]  利己
[00:15:37.060 --> 00:15:40.620]  對自己有沒有益處
[00:15:40.620 --> 00:15:42.940]  所以從這三個原則你去問
[00:15:42.940 --> 00:15:45.620]  很多事情就解決了
[00:15:45.620 --> 00:15:49.500]  那為什麼保羅說不要跟他們同行
[00:15:49.500 --> 00:15:50.540]  這些黑暗的事情
[00:15:50.540 --> 00:15:51.580]  這些誤會的事情
[00:15:51.580 --> 00:15:55.580]  不要跟他們一起做
[00:15:55.580 --> 00:16:00.740]  有一次有一個人養了一個黃鷹
[00:16:00.740 --> 00:16:05.820]  這個黃鷹聲音叫起來真好聽
[00:16:05.820 --> 00:16:13.660]  那麼他同時也養了一隻麻雀
[00:16:13.660 --> 00:16:15.780]  他就想說
[00:16:15.780 --> 00:16:19.540]  把這個黃鷹跟這個麻雀放在一起
[00:16:19.540 --> 00:16:23.540]  讓這個黃鷹美妙的聲音來影響麻雀
[00:16:23.540 --> 00:16:25.660]  讓麻雀因此仿效
[00:16:25.660 --> 00:16:29.620]  也可以唱出美妙的聲音
[00:16:29.620 --> 00:16:32.100]  結果經過了三個禮拜之後
[00:16:32.100 --> 00:16:33.500]  他再去看
[00:16:33.500 --> 00:16:35.260]  他發現那個黃鷹
[00:16:35.260 --> 00:16:38.580]  怎麼叫得跟麻雀一樣的聲音
[00:16:38.580 --> 00:16:40.740]  所以不是麻雀學它
[00:16:40.740 --> 00:16:44.340]  是黃鷹學麻雀
[00:16:44.340 --> 00:16:49.780]  跟你旁邊說不要做麻雀
[00:16:49.780 --> 00:16:52.420]  你不要跟麻雀在一起
[00:16:52.420 --> 00:16:56.020]  要跟黃鷹在一起
[00:16:56.020 --> 00:16:57.380]  所以我們上禮拜講到
[00:16:57.380 --> 00:17:01.060]  孟子 孟母三遷
[00:17:01.060 --> 00:17:06.500]  我們華人都希望把小孩子放到好學區
[00:17:06.500 --> 00:17:09.340]  為什麼好學區
[00:17:09.340 --> 00:17:13.180]  因為大家比較用功
[00:17:13.180 --> 00:17:16.420]  是嗎
[00:17:16.420 --> 00:17:19.140]  那丟什麼
[00:17:19.140 --> 00:17:20.620]  你知不知道
[00:17:20.620 --> 00:17:24.380]  在我們那邊有一個很好的學區
[00:17:24.380 --> 00:17:27.100]  叫做Arcadia
[00:17:27.100 --> 00:17:29.020]  知道嗎
[00:17:29.020 --> 00:17:32.100]  當年我們擠不到Arcadia去
[00:17:32.100 --> 00:17:35.220]  我們只能在Temple City
[00:17:35.220 --> 00:17:42.060]  所以聽說Temple City有上百個牧師
[00:17:42.060 --> 00:17:46.660]  其實我們走一走就到Arcadia
[00:17:46.660 --> 00:17:49.860]  但是曾幾何時Arcadia
[00:17:49.860 --> 00:17:52.980]  變成是華青幫
[00:17:52.980 --> 00:17:57.820]  在那邊去找年輕人的地方
[00:17:57.820 --> 00:17:59.340]  因為很多有錢的人
[00:17:59.340 --> 00:18:01.780]  移民到這邊來把孩子丟在那邊
[00:18:01.780 --> 00:18:04.700]  給他租一個或者是買一個大房子
[00:18:04.700 --> 00:18:07.500]  給他開寶馬車 給他開賓士車
[00:18:07.500 --> 00:18:09.780]  然後他去上Arcadia學區
[00:18:09.780 --> 00:18:11.420]  覺得這是好學區
[00:18:11.420 --> 00:18:13.540]  但是卻沒想到進來在那邊
[00:18:13.540 --> 00:18:15.860]  染上了毒品
[00:18:15.860 --> 00:18:19.940]  在那邊澆上了華青幫
[00:18:19.940 --> 00:18:21.100]  知道嗎
[00:18:21.100 --> 00:18:25.740]  所以好學區是不是就一定好呢
[00:18:25.740 --> 00:18:28.020]  不一定
[00:18:28.020 --> 00:18:29.460]  知道嗎
[00:18:29.460 --> 00:18:33.620]  這個學區如果都是這些
[00:18:33.620 --> 00:18:35.020]  這些幫派的人
[00:18:35.020 --> 00:18:36.900]  這些毒品在那個地方
[00:18:36.900 --> 00:18:38.940]  那你還敢把你的孩子送過去嗎
[00:18:38.940 --> 00:18:39.780]  對不起
[00:18:39.780 --> 00:18:44.540]  這裡我覺得沒有
[00:18:44.540 --> 00:18:49.420]  還好沒有Arcadia的人在這裡
[00:18:49.420 --> 00:18:50.620]  所以後來發現很多人
[00:18:50.620 --> 00:18:55.540]  還心裡想著跑到我們Temple City學起來
[00:18:55.540 --> 00:18:56.460]  因為那小小的
[00:18:56.460 --> 00:18:59.180]  反正也不會有人去對那邊有興趣
[00:18:59.180 --> 00:19:01.140]  幫派都不會來
[00:19:01.140 --> 00:19:02.420]  中子輩
[00:19:02.420 --> 00:19:05.140]  我們交的什麼朋友
[00:19:05.140 --> 00:19:07.340]  我們跟什麼人在一起
[00:19:07.340 --> 00:19:09.020]  包括你自己的兒女
[00:19:09.020 --> 00:19:10.540]  我們都應該注意
[00:19:10.540 --> 00:19:11.460]  他跟什麼人
[00:19:11.460 --> 00:19:14.620]  手寫他跟什麼人在一起
[00:19:14.620 --> 00:19:16.300]  我看到在我們服飾的當中
[00:19:16.300 --> 00:19:17.620]  看到一些中子妹
[00:19:17.620 --> 00:19:19.100]  父母親都是很愛住
[00:19:19.100 --> 00:19:22.740]  也是背景教育
[00:19:22.740 --> 00:19:24.260]  都是很好的一個家庭
[00:19:24.260 --> 00:19:27.940]  奇怪孩子怎麼會變壞
[00:19:27.940 --> 00:19:28.940]  歸咎起來原因
[00:19:28.940 --> 00:19:32.020]  通通都是交了壞朋友
[00:19:32.020 --> 00:19:36.020]  父母親有時候一忙不注意到
[00:19:36.020 --> 00:19:39.980]  等到注意的時候來不及了
[00:19:39.980 --> 00:19:41.980]  親愛的中子妹
[00:19:41.980 --> 00:19:43.060]  你我也是一樣
[00:19:43.060 --> 00:19:45.660]  你不要認為說這是年輕人面臨事態
[00:19:45.660 --> 00:19:48.300]  老年人會不會有事態
[00:19:48.300 --> 00:19:50.060]  會不會
[00:19:50.060 --> 00:19:52.140]  年長的一定也會有事態
[00:19:52.140 --> 00:19:54.180]  那你說今天我們上禮拜講說
[00:19:54.180 --> 00:19:55.580]  這個Internet biography
[00:19:55.580 --> 00:19:58.540]  請問只有年輕人去看嗎
[00:19:58.540 --> 00:20:01.980]  一樣會有老年人去看
[00:20:01.980 --> 00:20:03.740]  所以我們這一生
[00:20:03.740 --> 00:20:07.500]  都需要保守我們自己
