
[00:00:00.000 --> 00:00:08.180]  我們每個基督徒都知道我們要去實踐或者遵行或者履行這個大使命
[00:03:58.500 --> 00:04:02.020]  但是他們用什麼方法去傳輸,是否值得我們學習一下呢
[00:04:02.020 --> 00:04:07.220]  我們只能從少林寺裏面去抽幾個當時的仕途
[00:04:07.220 --> 00:04:09.300]  他們不僅僅是做大型報道會
[00:04:09.300 --> 00:04:15.060]  大家在少林寺看到第二章,聖明彼得出來
[00:04:15.060 --> 00:04:17.460]  三千人信主,講一場道
[00:04:17.460 --> 00:04:20.820]  然後去到兩章之後,聖明彼得又出來
[00:04:20.820 --> 00:04:23.140]  又有五千個只是南丁的信耶穌
[00:04:23.140 --> 00:04:26.820]  我們想着開大型報道會就搞定了
[00:04:26.820 --> 00:04:33.860]  但是大家知道,之後基督徒被猶太人迫害
[00:04:33.860 --> 00:04:36.500]  接着被羅馬人迫害
[00:04:36.500 --> 00:04:39.140]  那沒可能開大型報道會
[00:04:39.140 --> 00:04:41.940]  究竟他們怎麼傳福音,我們值得去看一下
[00:04:41.940 --> 00:04:48.820]  今天第一個福音的策略究竟是怎樣呢
[00:04:48.820 --> 00:04:52.100]  我不是說大型報道會沒用
[00:04:52.100 --> 00:04:58.420]  我們要想想怎樣更加有效地,可以將福音更加有效
[00:04:58.420 --> 00:05:01.620]  有效的意思是有果效和有效率地
[00:05:01.620 --> 00:05:04.900]  Efficient, Effective,這兩樣東西
[00:05:04.900 --> 00:05:11.060]  怎樣將福音能夠更加有效率和有果效地傳開去呢
[00:05:11.060 --> 00:05:12.660]  這個值得我們學習的地方
[00:05:12.660 --> 00:05:14.900]  所以今天我和大家分享的這個叫做
[00:05:14.900 --> 00:05:19.380]  Principle of Receptivity,叫優先報道的原則
[00:05:19.380 --> 00:05:21.620]  什麼叫優先報道原則呢
[00:05:21.620 --> 00:05:26.100]  我想如果大家有做宣教的,或者留意宣教的工作
[00:05:26.100 --> 00:05:33.060]  都知道1990年的時候有一個宣教策劃者叫做Louis Bush
[00:05:33.060 --> 00:05:37.700]  他是一個宣教組織叫做Partners International的總幹事
[00:05:37.700 --> 00:05:42.260]  他就開始提倡這個叫十四十之槍
[00:05:42.260 --> 00:05:45.700]  有沒有人聽過十四十之槍,舉起手來有人聽過嗎
[00:05:45.700 --> 00:05:48.500]  很簡單的,他就說
[00:05:48.500 --> 00:05:55.300]  我們全世界的福音我們已經趕不上人口的膨脹
[00:05:55.300 --> 00:05:57.300]  我們追不上
[00:05:57.300 --> 00:06:00.100]  所以唯一就是我們在有限的資源裏
[00:06:00.100 --> 00:06:09.540]  我們集中火力在這個北緯40度
[00:06:09.540 --> 00:06:16.980]  和第十度的中間的所有國家裏面
[00:06:16.980 --> 00:06:20.900]  我們集中火力將宣教士扔過去
[00:06:20.900 --> 00:06:22.900]  去傳福音
[00:06:22.900 --> 00:06:28.500]  因爲地圖裏面佔了全球人口的三分之二
[00:06:28.500 --> 00:06:31.700]  未信主的佔了三分之二
[00:06:31.700 --> 00:06:35.060]  所以他說我們要將火力集中去做這些事情
[00:06:35.060 --> 00:06:37.060]  不能夠再浪費資源
[00:06:37.060 --> 00:06:39.060]  這樣才能夠最有效
[00:06:39.060 --> 00:06:42.100]  讓這部分的人富起來
[00:06:42.100 --> 00:06:47.220]  先信主,然後我們再去理其他的部分
[00:06:47.220 --> 00:06:51.700]  一個策略性的方法
[00:06:51.700 --> 00:06:53.700]  但是等於怎樣
[00:06:53.700 --> 00:06:56.820]  可能你看到之後覺得也對
[00:06:56.820 --> 00:06:59.380]  我們不要浪費資源,集中火力
[00:06:59.380 --> 00:07:03.860]  但是當這個理論提倡出來之後
[00:07:03.860 --> 00:07:08.980]  就開始很多人插進去了
[00:07:08.980 --> 00:07:12.420]  特別是地圖上
[00:07:12.420 --> 00:07:16.020]  那些不是在十四十之昌的人
[00:07:16.020 --> 00:07:18.020]  就開始舉手反對
[00:07:18.020 --> 00:07:19.780]  澳洲那些
[00:07:19.780 --> 00:07:22.820]  有沒有搞錯,你離棄我們
[00:07:22.820 --> 00:07:25.300]  或者南非那些
[00:07:25.300 --> 00:07:28.260]  我們也需要福音,有沒有搞錯
[00:07:28.260 --> 00:07:32.660]  你叫那些人去中東,北非,大陸
[00:07:32.660 --> 00:07:35.860]  蒙古那些就說我們也需要福音
[00:07:35.860 --> 00:07:38.580]  沒理由離棄我們,蘇聯那些更加
[00:07:38.580 --> 00:07:40.580]  不是在十四十之昌裏面
[00:07:40.580 --> 00:07:43.700]  於是就有很多的反應和批評
[00:07:43.700 --> 00:07:46.660]  覺得你不應該這麼做
[00:07:46.660 --> 00:07:49.940]  因爲神愛世人
[00:07:49.940 --> 00:07:54.580]  但是我想Lewis Bush說的不是一種神學觀
[00:07:54.580 --> 00:07:58.260]  不是說有些人不是住在那裏
[00:07:58.260 --> 00:08:00.660]  你就不應該救他,不是
[00:08:00.660 --> 00:08:03.620]  而是一個策略性的方法
[00:08:03.620 --> 00:08:08.740]  就是我們如何更有效地將福音首先,什麼叫優先
[00:08:08.740 --> 00:08:11.700]  優先不是離棄,不優先那些
[00:08:11.700 --> 00:08:14.260]  而是你set個priority
[00:08:14.260 --> 00:08:16.580]  這個就是五十年代的時候
[00:08:16.580 --> 00:08:18.820]  馬蓋文教會增長之父
[00:08:18.820 --> 00:08:22.420]  他所說的這個理論就是從他而來
[00:08:22.420 --> 00:08:26.340]  就是什麼叫優先報道
[00:08:26.340 --> 00:08:28.580]  很簡單的,中文是這麼譯的
[00:08:28.580 --> 00:08:33.860]  我們應該先向福音教開放的人傳福音
[00:08:33.860 --> 00:08:35.620]  這個是他提倡的
[00:08:35.620 --> 00:08:37.780]  因爲他覺得周圍這麼多的人
[00:08:37.780 --> 00:08:41.860]  這個理論好像一竹篙要打死一船人
[00:08:41.860 --> 00:08:42.740]  根本沒什麼可能
[00:08:42.740 --> 00:08:45.380]  因爲有些人抗拒,他不喜歡聽
[00:08:45.380 --> 00:08:48.660]  沒可能找到他來聽福音的
[00:08:48.660 --> 00:08:50.020]  你不要浪費時間
[00:08:50.020 --> 00:08:52.340]  他說首先針對那些
[00:08:52.340 --> 00:08:54.100]  拯救了那些
[00:08:54.100 --> 00:08:57.060]  是願意開放對福音
[00:08:57.060 --> 00:08:59.700]  然後下一步,不是離棄
[00:08:59.700 --> 00:09:02.500]  下一步我們纔去接觸那些
[00:09:02.500 --> 00:09:06.500]  比較難對福音開放的人
[00:09:06.500 --> 00:09:08.020]  而且有些時候
[00:09:08.020 --> 00:09:10.100]  福音開放是需要等時間的
[00:09:10.100 --> 00:09:11.700]  一會跟大家分享一下
[00:09:11.700 --> 00:09:14.340]  我母親信主,很多人都聽過
[00:09:14.340 --> 00:09:18.020]  有些時間是令到某些抗拒福音的人開放
[00:09:18.020 --> 00:09:21.140]  那你暫時不要針對他們先
[00:09:21.140 --> 00:09:23.700]  等,而是針對那些開放
[00:09:23.700 --> 00:09:29.220]  因爲實際上太多人是準備好去相信耶穌
[00:09:29.220 --> 00:09:30.740]  所以我們要用這個策略
[00:09:30.740 --> 00:09:33.300]  這個是一個策略,而不是一個神學立場
[00:09:33.300 --> 00:09:36.340]  神學立場是神愛世人
[00:09:36.340 --> 00:09:39.220]  每一個人,抗拒他的
[00:09:39.220 --> 00:09:41.620]  開放福音,對福音開放的
[00:09:41.620 --> 00:09:44.420]  神都是愛他們
[00:09:44.420 --> 00:09:49.460]  但問題是,我們應該如何所謂prioritize
[00:09:49.460 --> 00:09:52.100]  如何優先處理一些
[00:09:52.100 --> 00:09:56.580]  準備等着你去收割的一些人
[00:09:56.580 --> 00:09:58.660]  以至他們能夠信主之後
[00:09:58.660 --> 00:10:01.460]  我們下一步一起去找一些
[00:10:01.460 --> 00:10:03.620]  比較難去接觸
[00:10:03.620 --> 00:10:07.940]  比較對福音沒那麼容易開放的人
[00:10:07.940 --> 00:10:09.700]  我們剛纔讀了經文
[00:10:09.700 --> 00:10:13.380]  看到就是,這時以後,或者這些時候
[00:10:13.380 --> 00:10:16.420]  我們知道,第十八章的四行傳
[00:10:16.420 --> 00:10:18.980]  就講到保羅第二次婚姻的旅程
[00:10:18.980 --> 00:10:20.500]  第二次婚姻的旅程,你知道就是
[00:10:20.500 --> 00:10:24.740]  保羅一直北上,在土耳其北邊傳福音
[00:10:24.740 --> 00:10:25.860]  但聖靈不給他
[00:10:25.860 --> 00:10:30.340]  於是他向西,一直傳福音,傳到過埃及海
[00:10:30.340 --> 00:10:33.380]  大家知道他在特羅亞,看到馬其頓的遺像
[00:10:33.380 --> 00:10:35.220]  馬其頓的人就說過來幫我們
[00:10:35.220 --> 00:10:37.140]  於是他就過了埃及海
[00:10:37.140 --> 00:10:40.420]  去到輾轉菲律賓
[00:10:40.420 --> 00:10:42.980]  接着又被人坐牢,但你知道這些
[00:10:42.980 --> 00:10:46.260]  一路他就被人趕,鐵索羅尼加
[00:10:46.260 --> 00:10:50.420]  趕趕他,於是他就去了雅典傳福音
[00:10:50.420 --> 00:10:53.620]  保羅在雅典的時候發生了什麼事呢
[00:10:53.620 --> 00:10:57.780]  他都是用他自己的一些策略或者方法
[00:10:57.780 --> 00:10:59.300]  去做福音工作
[00:10:59.300 --> 00:11:01.300]  就是和人辯論
[00:11:01.300 --> 00:11:03.860]  因爲底子保羅
[00:11:03.860 --> 00:11:06.500]  他有這樣的學識
[00:11:06.500 --> 00:11:08.580]  加馬列的門下
[00:11:08.580 --> 00:11:09.940]  接着呢
[00:11:09.940 --> 00:11:12.500]  今天講的就是有個PhD
[00:11:12.500 --> 00:11:15.060]  in Evangelism
[00:11:15.060 --> 00:11:18.820]  他當然和人辯論,他又會希臘話
[00:11:18.820 --> 00:11:20.820]  又有猶太人的背景
[00:11:20.820 --> 00:11:24.100]  他去到雅典的時候就看到滿城都是偶像
[00:11:24.100 --> 00:11:25.620]  心裏極其難過
[00:11:25.620 --> 00:11:29.940]  於是他就在市裏遇到所有的人
[00:11:29.940 --> 00:11:32.340]  在Agora裏面見到所有的人
[00:11:32.340 --> 00:11:34.500]  他就開始和他們辯論
[00:11:34.500 --> 00:11:37.380]  但是有人就笑他
[00:11:37.380 --> 00:11:40.660]  哎呀,隨便你說
[00:11:40.660 --> 00:11:43.140]  但是有幾個人,不是很多
[00:11:43.140 --> 00:11:45.700]  有幾個人信了主
[00:11:45.700 --> 00:11:50.980]  保羅其實在雅典的報道方法
[00:11:50.980 --> 00:11:52.580]  不是很成功
[00:11:52.580 --> 00:11:57.140]  沒錯,他想着那羣全部都是學者,可以辯論
[00:11:57.140 --> 00:12:00.580]  但是上帝就說,不是用這些方法
[00:12:00.580 --> 00:12:05.220]  於是他就離開了雅典,去到哥倫多
[00:12:05.220 --> 00:12:08.100]  這個就是記載到這些時候
[00:12:08.100 --> 00:12:10.100]  究竟發生了什麼事
[00:12:10.100 --> 00:12:14.340]  我們就看看有四樣東西保羅在哥倫多做的
[00:12:14.340 --> 00:12:16.020]  他傳達的方法
[00:12:16.020 --> 00:12:19.220]  是不是值得我們今天思考一下
[00:12:19.220 --> 00:12:22.580]  我們如何去做這樣的策略呢
[00:12:22.580 --> 00:12:26.740]  第一樣東西,這個優先報道的策略
[00:12:26.740 --> 00:12:30.420]  第一樣東西的條件就是
[00:12:30.420 --> 00:12:33.460]  相近的背景
[00:12:33.460 --> 00:12:36.580]  去到哥倫多之後,不久之前他帶着妻子
[00:12:36.580 --> 00:12:40.660]  覺得雅居拉帶着妻子Priscilla從意大利來
[00:12:40.660 --> 00:12:45.220]  因爲黑奴帝的命令,所有猶太人都要離開羅馬
[00:12:45.220 --> 00:12:47.380]  他們本是製造帳篷爲業
[00:12:47.380 --> 00:12:54.500]  保羅與他同業,和他們同住,一同做工
[00:12:54.500 --> 00:12:57.540]  這對夫婦不是想自願離開羅馬
[00:12:57.540 --> 00:13:00.420]  不過只是皇帝逼他們走
[00:13:00.420 --> 00:13:04.420]  於是他們全家來到一個新建立的
[00:13:04.420 --> 00:13:10.980]  哥倫多城是當時建立了一百至一百五十年,一個新的城市
[00:13:10.980 --> 00:13:14.180]  就像Tracy一樣,一個新的城市
[00:13:14.180 --> 00:13:17.300]  把猶太人都推過去那邊住
[00:13:17.300 --> 00:13:22.260]  保羅就和他們有很多相近的背景
[00:13:22.260 --> 00:13:27.060]  他和大家都是橋居海外,但是會說希臘話的猶太人
[00:13:27.060 --> 00:13:29.060]  很特別的一羣人
[00:13:29.060 --> 00:13:32.740]  橋居海外,同是天涯淪落人
[00:13:32.740 --> 00:13:39.540]  大家都是被逼走,做新移民,不是真的想的
[00:13:39.540 --> 00:13:44.020]  不過沒辦法,被逼離開
[00:13:44.020 --> 00:13:50.820]  聖經記載他們同住,投靠,因爲他們同業,大家都積帳篷
[00:13:50.820 --> 00:13:54.500]  幾個人一起積就快點,員工
[00:13:54.500 --> 00:14:01.300]  他們有相似的文化,相似的語言,相似的信仰,相似的職業
[00:14:01.300 --> 00:14:05.620]  這些都是他們相處的地方
[00:14:05.620 --> 00:14:11.140]  所以保羅就開始去接觸阿格拉和帕格拉
[00:14:11.140 --> 00:14:17.140]  將上帝的道和他們分享出來
[00:14:17.140 --> 00:14:20.340]  我們看到不單止是這對夫婦
[00:14:20.340 --> 00:14:23.940]  我們再看看保羅,他用的方法就是每逢安息日
[00:14:23.940 --> 00:14:27.140]  保羅就在會堂裏面辯論
[00:14:27.140 --> 00:14:31.460]  圈到猶太人和希臘人
[00:14:31.460 --> 00:14:36.020]  大家知道,猶太人的會堂
[00:14:36.020 --> 00:14:42.580]  猶太人不能經常去聖殿,所以他們在不同的地方建立了會堂
[00:14:42.580 --> 00:14:47.620]  讓猶太人去敬拜,在安息日裏面去敬拜他們的上帝
[00:14:47.620 --> 00:14:50.820]  但也有一些說希臘話的老友
[00:14:50.820 --> 00:14:55.620]  因爲當時很多猶太人都是ABC,當地出生
[00:14:55.620 --> 00:14:59.860]  於是他們就帶着自己說希臘話的ABC
[00:14:59.860 --> 00:15:02.500]  甚至當地的人來到會堂
[00:15:02.500 --> 00:15:06.500]  不如一起回來會堂裏面聽聽信息
[00:15:06.500 --> 00:15:09.540]  於是這羣人就走進去了
[00:15:09.540 --> 00:15:13.140]  多數都是會說希臘話的猶太人
[00:15:13.140 --> 00:15:16.020]  特別的地方
[00:15:16.020 --> 00:15:20.820]  而保羅也是會說希臘話的猶太人
[00:15:20.820 --> 00:15:23.700]  和他們同樣文化,同樣的信仰
[00:15:23.700 --> 00:15:30.980]  於是保羅不再去市場裏面找一些學者去辯論
[00:15:30.980 --> 00:15:34.980]  他反而去到猶太人的會堂
[00:15:34.980 --> 00:15:44.980]  和這羣和他相同的背景,相同的文化,相同語言的人分享福音
[00:15:44.980 --> 00:15:48.420]  接着下面第七節是說
[00:15:48.420 --> 00:15:51.780]  當他離開了帕基拉雅居留在家裏之後
[00:15:51.780 --> 00:15:55.780]  他到了另一個人家裏,去了一個什麼家裏呢
[00:15:55.780 --> 00:15:59.780]  那個人的名字叫提多尤時多,是敬拜上帝的人
[00:15:59.780 --> 00:16:02.260]  他現在靠近會堂
[00:16:02.260 --> 00:16:05.460]  保羅選擇的,他懂得去選擇的就是
[00:16:05.460 --> 00:16:10.340]  找一個敬畏上帝,即他們同樣信耶和華的一個人
[00:16:10.340 --> 00:16:14.740]  而他在家裏靠近會堂
[00:16:14.740 --> 00:16:16.340]  會堂裏面的主管
[00:16:16.340 --> 00:16:21.780]  即教會的Steven Eng,O.D.
[00:16:21.780 --> 00:16:24.020]  全家都信他
[00:16:24.020 --> 00:16:28.820]  你想想,一個會堂不是基督教的一個建築物
[00:16:28.820 --> 00:16:32.020]  裏面管堂的那個都信了耶穌
[00:16:32.020 --> 00:16:35.700]  很明顯這個管會堂的都是猶太人
[00:16:35.700 --> 00:16:37.540]  可能他講希臘話
[00:16:37.540 --> 00:16:45.300]  而且還有很多哥倫多人聽了就信,受了浸碟
[00:16:45.300 --> 00:16:49.300]  當我們看哥倫多的方向策略
[00:16:49.300 --> 00:16:52.100]  和雅典城的方向策略
[00:16:52.100 --> 00:16:55.700]  保羅是有一個新的轉變
[00:16:55.700 --> 00:16:57.540]  保羅再不是走出街
[00:16:57.540 --> 00:17:01.540]  和一些未信的人辯論耶穌基督的復活
[00:17:01.540 --> 00:17:05.140]  不是和一些學者辯論
[00:17:05.140 --> 00:17:09.860]  而是他先走到會堂,或者接近會堂的地方
[00:17:09.860 --> 00:17:17.300]  他走到羣中的那羣人全部都是講希臘話的猶太人
[00:17:17.300 --> 00:17:23.460]  因爲這個給了我們第一個優先報道的特徵
[00:17:23.460 --> 00:17:25.220]  我們要考慮
[00:17:25.220 --> 00:17:30.100]  沒錯,我們今天走出街,全部人都是我們的對象,對
[00:17:30.100 --> 00:17:34.180]  但會不會我們去想想有些什麼人和我們
[00:17:34.180 --> 00:17:38.340]  在語言方面,在性別方面
[00:17:38.340 --> 00:17:40.980]  在我們的興趣方面
[00:17:40.980 --> 00:17:46.260]  在我們的年紀方面,甚至在我們的健康體質方面
[00:17:46.260 --> 00:17:49.220]  有相似的地方
[00:17:49.220 --> 00:17:51.140]  而優先報道的策略就是
[00:17:51.140 --> 00:17:57.300]  這些人就是我們可以更有效地將福音帶給他們的一羣人
[00:17:57.300 --> 00:17:59.060]  未信主的人
[00:17:59.060 --> 00:18:01.540]  這個值得我們去想想
[00:18:01.540 --> 00:18:05.700]  當然語言就是我們的廣東話人,香港人
[00:18:05.700 --> 00:18:10.180]  容易接觸的,講廣東話的人
[00:18:10.180 --> 00:18:15.780]  但其實性別也是一個很好的方法
[00:18:15.780 --> 00:18:19.700]  我在香港,有很多我們叫做女性侍工
[00:18:19.700 --> 00:18:22.580]  女性侍工,我們叫做女異紅侍工
[00:18:22.580 --> 00:18:26.180]  女性侍工真的很厲害
[00:18:26.180 --> 00:18:28.740]  不要小看女人
[00:18:28.740 --> 00:18:36.180]  不要搞女性侍工,如果你有心,有資源去搞女性侍工
[00:18:36.180 --> 00:18:38.100]  發展得很快
[00:18:38.100 --> 00:18:40.580]  姐妹真的很厲害
[00:18:40.580 --> 00:18:44.580]  一羣走去搞活動
[00:18:44.580 --> 00:18:47.940]  搞美容,有很多姐妹來
[00:18:47.940 --> 00:18:51.940]  然後搞烹飪,有很多姐妹來
[00:18:51.940 --> 00:18:56.900]  我們那時候請了一個大廚,大廚是男人,但來的全部都是女人
[00:18:56.900 --> 00:19:02.020]  還有姐妹在香港,家庭主婦不上班的時候
[00:19:02.020 --> 00:19:07.460]  白天,小朋友上學了,有空間可以來到當中聚會
[00:19:07.460 --> 00:19:12.020]  我們搞很多Alpha班,全線都是姐妹參加
[00:19:12.020 --> 00:19:14.020]  很多姐妹信主
[00:19:14.020 --> 00:19:22.500]  健身,美容,飲食,跳健身舞,讚美操,全部都是姐妹
[00:19:22.500 --> 00:19:27.380]  姐妹在教會變成1比49
[00:19:27.380 --> 00:19:31.140]  越來越多姐妹
[00:19:31.140 --> 00:19:39.140]  因爲同類型的人,同性別的人容易做這些活動
[00:19:39.140 --> 00:19:44.820]  你想想你搞美容,我不知道多少弟兄,Gideon你會不會來
[00:19:44.820 --> 00:19:51.700]  有美容班,或者你搞瘦身班可能都有
[00:19:51.700 --> 00:19:58.900]  但你是美容,化妝班,美髮
[00:19:58.900 --> 00:20:05.300]  很多姐妹可以透過其他姐妹邀請回來教會做這些活動
[00:20:05.300 --> 00:20:08.100]  年紀也是
[00:20:08.100 --> 00:20:15.300]  在香港我記得,我們自己有一堂信是給老人家的
[00:20:15.300 --> 00:20:19.620]  崇拜和一個牧區是專門給老人家的
[00:20:19.620 --> 00:20:23.380]  能夠接觸其他老人家,邀請他們回來
[00:20:23.380 --> 00:20:28.180]  我們只是老人家崇拜150人聚會,我走的時候
[00:20:28.180 --> 00:20:31.380]  但另外我們還有一個牧區很特別的
[00:20:31.380 --> 00:20:34.500]  我們叫做銀鷹牧區
[00:20:34.500 --> 00:20:38.980]  銀鷹就是剛剛退休的老人牧區
[00:20:38.980 --> 00:20:42.260]  由65歲到95歲都叫老人
[00:20:42.260 --> 00:20:46.100]  但95歲的需要和65歲差很遠
[00:20:46.100 --> 00:20:48.900]  你看看招牧師,還很精壯
[00:20:48.900 --> 00:20:54.740]  60多歲很精壯,沒理由像95歲那樣
[00:20:54.740 --> 00:20:59.780]  所以我們叫銀鷹就是那羣剛剛退休
[00:20:59.780 --> 00:21:04.100]  又有經濟能力,又沒事做,兒女又大了
[00:21:04.100 --> 00:21:09.140]  很想結伴全羣去做一些娛樂,什麼娛樂?
[00:21:09.140 --> 00:21:12.980]  包括阿拉斯加郵輪
[00:21:12.980 --> 00:21:18.980]  去旅行,去草地滾球
[00:21:18.980 --> 00:21:22.180]  去做這些娛樂活動就很適合
[00:21:22.180 --> 00:21:26.420]  我們教會也有一羣銀鷹在當中,接觸他們
[00:21:26.420 --> 00:21:34.020]  兩年裏面,由十幾二十人增長到接近100人的牧區
[00:21:34.020 --> 00:21:40.820]  就因爲我們針對接觸這羣銀鷹,這羣弟兄姊妹
[00:21:40.820 --> 00:21:44.820]  香港很多不同的教會,北美很多不同的教會
[00:21:44.820 --> 00:21:51.780]  都有不同的相同背景的福音師公
[00:21:51.780 --> 00:21:56.580]  有些是癌症病友的福音師公
[00:21:56.580 --> 00:22:00.580]  有些是有自閉症兒童的家長的福音師公
[00:22:00.580 --> 00:22:07.620]  其中一個做得最好的,跟老友林以諾的私募教會
[00:22:07.620 --> 00:22:12.660]  就是做很多自閉症兒童的家庭的福音師公
[00:22:12.660 --> 00:22:17.700]  有很多不同類型的,甚至我們以前沙浸也是做精神病患
[00:22:17.700 --> 00:22:20.020]  因爲我們旁邊有一個精神康復的宿舍
[00:22:20.020 --> 00:22:26.340]  我們也會去接觸那些周不時來的病友
[00:22:26.340 --> 00:22:29.620]  但是弟兄姊妹,我不是叫你傳媒照抄
[00:22:29.620 --> 00:22:32.660]  會點有會點的不同的人的背景
[00:22:32.660 --> 00:22:36.820]  我們有不同的passion,有不同的意象
[00:22:36.820 --> 00:22:41.620]  但我們會不會想想有些什麼人跟我們接近
[00:22:41.620 --> 00:22:46.980]  可以更有效地將福音傳給他們
[00:22:46.980 --> 00:22:52.500]  而不僅僅是走到街上拉人去信耶穌
[00:22:52.500 --> 00:22:57.300]  可以想想我們有個背景,特別是我們的小組
[00:22:57.300 --> 00:23:03.220]  我們都是家庭的背景,有小朋友的背景
[00:23:03.220 --> 00:23:07.060]  但是裏面可能我們都有些不同的興趣
[00:23:07.060 --> 00:23:11.300]  打羽毛球,打乒乓球,踢球,打籃球
[00:23:11.300 --> 00:23:18.500]  這些全部都是可以我們組織成爲去接觸未信主的朋友的機會
[00:23:18.500 --> 00:23:20.580]  這就是第一樣東西,優先報道
[00:23:20.580 --> 00:23:25.300]  就是我們要集中針對這些跟我們背景相似的人
[00:23:25.300 --> 00:23:27.860]  第二樣東西,我們叫生活近倫
[00:23:27.860 --> 00:23:34.580]  就是跟我們在生活圈子裏面相同,住得近
[00:23:34.580 --> 00:23:36.980]  就是跟我們接觸多的一羣人
[00:23:36.980 --> 00:23:39.380]  保羅怎麼說呢?保羅就說
[00:23:39.380 --> 00:23:43.140]  這對夫婦,他們本是製造帳篷爲業
[00:23:43.140 --> 00:23:47.700]  保羅因他們同業就跟他們一起住,一同做工
[00:23:47.700 --> 00:23:51.940]  就是住在一起的人,一起上班的人
[00:23:51.940 --> 00:23:56.020]  這些就是我們每天跟他們相處最多的一羣人
[00:23:56.020 --> 00:24:02.420]  剛纔說到的,又是同住,尤其是跟他們同住的一羣人
[00:24:02.420 --> 00:24:06.900]  這就是第二個原則,我們叫ICOS的原則
[00:24:06.900 --> 00:24:08.820]  這個新約的字叫加
[00:24:08.820 --> 00:24:13.220]  但是在現代的報道活動裏面
[00:24:13.220 --> 00:24:21.620]  首先你要找出哪些跟你最多時間每天生活裏面
[00:24:21.620 --> 00:24:24.180]  不一定是血緣關係
[00:24:24.180 --> 00:24:26.740]  你有血緣關係可能也不是有很多接觸
[00:24:26.740 --> 00:24:30.900]  是每天能夠跟你最多接觸的一羣人
